0.259089+0.156257j -0.157773+0.259151j -0.0997631-0.0338868j -0.031257+0.105379j 0.0768468+0.067595j -0.0851191+0.0277947j 0.115382-0.0767548j 0.0638454+0.15617j 0.0919683-0.020274j -0.03401+0.050333j -0.0412676+0.0613948j -0.00224207-0.101581j 0.0204214+0.0547409j 0.164936+0.0400259j 0.0643514-0.0130712j 0.0881216-0.176485j 0.0223381+0.00518636j -0.0852129-0.0607385j -0.00588906-0.0952885j 0.0761596+0.0269614j 0.00926723+0.0520993j 0.0401905+0.0343214j 0.109135-0.0908888j -0.0771585+0.0832955j -0.0220963-0.0542931j 0.0945061+0.0226365j 0.070679+0.0495339j -0.0878082+0.0499373j 0.000546294+0.0853324j -0.00390974-0.0205005j 0.0840338+0.0145327j 0.068107+0.0882683j -0.00390472-0.00772975j -0.0225297-0.00092853j 0.125743+0.0180121j 0.0851506+0.0540051j 0.0467924-0.0108626j -0.0150336+0.0440562j -0.0768049-0.0214147j -0.084961-0.0127169j -0.0556444+0.0135267j 0.0727816+0.00507471j -0.137657-0.0216482j -0.0377453-0.00512645j 0.0264761-0.0982588j -0.0167378+0.000497773j 0.0377674-0.00760216j -0.0106756-0.0969891j 0.0452794+0.136906j 0.0225752+0.000115117j -0.05995-0.0158345j 0.0321941+0.070805j -0.0125169-0.0459915j -0.0424649-0.11189j -0.0656415-0.0726811j -0.085584+0.0872375j 0.0155073-0.0953648j 0.0626128+0.00752058j 0.0911894-0.142164j 0.0206985+0.00145517j -0.01309-0.0534593j -0.0106687+0.117503j -0.041389+0.019803j -0.129441-0.0275398j -0.0427352-0.0499541j 0.0842615-0.0591041j 0.0216335+0.0368264j -0.0138214+0.0316828j -0.0699874+0.00236434j 0.0988+0.126863j -0.106483+0.106467j -0.0141903-0.00602192j -0.0422016+0.0492809j -0.168092-0.0613515j 0.056895-0.166189j -0.086672-0.268027j -0.268131+0.0855326j 
-0.000252004-0.000444443j 0.000153602-0.000102236j 0.00033502+2.49692e-05j -0.00067837+0.000519098j 0.00109882+0.00226077j 0.0023463+1.97406e-05j 0.0015039+0.00249698j 0.000117391+0.000435396j 7.0199e-05-0.00153381j -0.00251045+0.00076625j 0.000353812+0.00106867j 0.000318992+0.0012306j -0.00303386-0.00275105j -0.00338009+0.000516j -0.0015159-0.00367097j -0.00327192+0.00253077j -0.00178207-0.00018768j -0.000752817-0.00262104j 0.00229136+0.00337247j 0.0013576-0.000472808j -0.00139241-0.000818379j 0.00212689+1.70557e-05j 0.0049201+0.00522535j -0.000587042+0.00582546j 0.00270062+0.002404j 0.00288986-0.00553772j 0.00244692-0.00206585j 0.00375569-0.000471561j -0.00262523-7.52075e-05j -0.00455245+0.00169754j 0.00109744-0.00143295j 0.000203573+0.00157237j -0.00305349-0.00305772j 0.000105458+0.00200523j -0.00110279-0.000290284j -0.000873823-0.000271844j -0.000353828+0.00111222j 0.00540219+0.00242349j 0.00115846+0.000219904j 0.00171694+0.00159953j 0.000625327-0.000517506j 0.00232725-0.00145754j 0.000171788+0.000957005j -0.00219688-0.000623869j -0.00124678-0.00147292j -0.000703634+0.00212469j 0.000343617+0.00111504j -0.000892806-0.00122474j -0.00121726-0.000578101j -0.00126739+0.0034355j -0.00446201-0.00219011j -0.000406577+0.00380809j 0.000485186+0.00038532j -9.48772e-05+0.00056121j 3.1146e-05+0.00146183j -0.000226066-0.00144358j -0.00057874+0.00100199j -0.00263523+0.000494916j -0.0024329-7.00023e-05j -0.000832809-0.00173639j 0.000766224+0.00158851j 0.000394256+0.00211291j 5.3838e-06-0.00111461j 0.000663536+0.00055713j 7.3246e-05-0.000132513j -0.000519661+0.00178758j -0.000915052+0.000650964j 0.00116731-0.000820056j 0.00111491+0.00061621j -0.00106177+0.00116925j -5.7632e-05-0.0010788j 0.00107854+0.00145239j -0.000650714+9.82482e-05j 0.000585772+0.000243921j -0.00042942+0.000688461j 0.000523823+0.000526435j 0.000384918-0.000477554j 
-0.00120617+0.000197228j 0.00016669-0.000691007j 0.00235061-0.000127805j 0.000245492-0.00155765j 0.00370249-0.00223898j -0.000407423-7.80094e-06j 0.0019164-0.00221655j 0.000494962+0.00235798j -0.00307597+0.000953281j 0.00245539+0.000239705j -0.00182997+0.00159246j -0.00343187-0.000737772j 0.00317194+2.58446e-05j -0.00080849-0.000901166j -0.000807399+0.000904585j 0.00373513-0.000696662j -0.000599766+0.000473195j 0.00277851+0.000461815j 0.000399807-0.000653349j 0.00122112+0.000889156j -0.000694324+0.00158201j -0.00168898-0.00193622j 0.00223704-0.000218213j -0.00401984-0.0020302j -0.00244623+0.000904546j 0.000447815-0.00231089j 0.00312323-0.00243224j -0.000477612+0.00334005j 0.00130321-0.000624876j -0.0014486+0.00112007j -0.00115398+5.44749e-06j -0.000997484-0.00257467j 0.000968627+0.00249081j -0.000236278+0.00112476j -0.00294951+0.000688818j 0.00106236+0.000951584j 0.0020482-0.00270106j -0.00200281-0.00252273j 0.00237835-0.00197473j -0.000428844+0.000399719j 0.000162647+0.00144015j -0.000933098+0.00238339j 0.00261944-0.00177032j 0.00295202+0.000881665j -0.00151765+0.00170439j -0.00217615-0.000930614j 0.00242724-0.0015234j 0.00351081+0.00171227j -0.00129365+0.00383751j -0.00137159+0.000189049j -0.00144063+0.00090047j 0.000321047-0.000909575j -0.00318242+0.000139601j -0.00218408+0.000693734j -0.00375633-0.000520134j 0.00351122-0.000448893j -0.00211558-0.00129395j 0.00418378-0.000573963j -0.000537619+0.00267563j 0.00076812-7.54742e-05j -0.00211387+0.00173237j -0.000545018-5.71317e-05j 0.000310786+0.000367668j 0.00173139-0.00153161j -0.00168454-0.00106008j 0.00111757+0.000345144j -0.00103569+0.00167247j -0.00188591+0.00146018j -0.000296293-0.000193337j -0.000706312-0.000169681j -0.000588786+0.00025787j -0.000939305-0.000973194j -0.00118885+0.0013304j -0.000987147-0.00024905j -0.000710888-0.00022029j 0.000153207+0.000103265j 0.000675296+1.31529e-05j 
0.00040884+8.44995e-05j -0.000343852+0.000278482j -0.00148317-0.000367691j -0.000343867+0.000254949j -0.000708537+0.000410201j -0.0011452+0.00198039j -0.00339886+0.000225854j 0.000944547-0.000990871j 0.0018061-0.00075932j 0.00107758+0.00122512j -0.00446151+0.000534815j -0.000710287-0.00444398j -0.00202739+0.00264443j 0.000112195-0.00477296j 0.000753539+0.000675005j -0.00281775+0.00612839j -0.000880927+0.00601928j 2.65491e-05-0.000735923j 0.000642175+0.00160129j 0.000416096+0.00252133j 0.00174052-0.00126087j 0.00191364+8.71415e-05j 0.00158383-0.0017366j -0.00505203-0.00244417j 0.00322914+0.000425031j 0.00118965+0.000184861j 0.00256878+0.00244623j 0.00417536+0.00125451j 0.000224297+0.00155701j 0.00189822-0.00372553j 0.000932375-0.000852734j -0.000616644+0.00429887j 0.00270396+0.00158827j 0.00124612+0.00514487j 0.00345453-0.000823636j -0.00248181+0.000747151j 0.00294029-0.00266187j -0.00108449+0.00359791j 0.000893259-0.00197685j 0.000806216-0.00399733j 0.0017323-0.00262571j -0.00118005-0.00270788j 0.0038855-0.00234877j 0.00161066-0.000154039j 0.00296803+0.001487j 0.000444921-0.00430671j 0.00282306+0.000361039j -0.000366755+0.00145483j 0.00013746-0.00336851j 0.00304666+0.00175115j -0.00109745+0.000886984j -0.00126366-0.00405762j -0.000197548-0.00165374j -0.00112876-0.000908612j 0.00155789-0.00185914j 0.00151929-0.00065361j -0.00252961-0.00223158j -0.00191251+0.000836601j -0.000100251-0.00321115j 0.00139534+0.00354293j 0.00369093+0.00175577j -0.000163906+0.000302756j 0.00103442-0.000659157j -0.0010536+0.00181252j 0.000370647+0.00110828j 0.000812029-0.00160961j 0.000532501+0.000678692j -0.000318591+0.000377791j -3.80578e-05-0.00131906j 0.00151295-0.000775795j 0.000983685+0.00117984j 0.00112505-0.000216868j 0.00135887-0.000681955j -2.68612e-05-0.000751863j 0.00131339-0.00037596j -0.000412739+8.56394e-05j -0.000231682+0.000535388j 
-0.00126202-0.000396322j 0.000708409-0.00135175j 0.00101372-0.000211909j 0.00154552-4.71438e-05j 0.00238669-0.00251832j 0.000401358-0.00250893j 0.000472131-0.000708961j -0.00243773-0.00196071j -0.00163971+0.00114916j -0.00564684-9.40261e-05j -0.00390764-0.00114149j -0.000556305-0.00391019j -0.00420005-0.003787j 0.00151383+0.00352354j -0.000685521-0.000448094j 0.000189408+0.000494252j 0.0015316+0.00608977j 0.00051055+0.00235155j -0.00491777-0.00224275j -0.00185074+0.000665j -0.00171613-0.00106142j 0.00234718-0.00184649j 0.000494113+0.00271984j 0.000425584+0.00497801j -0.00168605+0.00236283j 0.00188931+0.00152453j 0.00160807-0.00373098j 0.00193131-0.00147146j -0.0045675+0.000723918j -0.0021834+0.00189984j -0.000856399-0.00216034j -0.000856223-0.00258994j -0.000455563-0.00240968j -0.00106045+0.00416367j -0.000576384-0.000491882j 0.00304999+0.0023562j 0.00124305-0.00234304j 0.00509295-0.00285472j -0.000489314-0.00315121j 0.0014909+0.0010952j 0.00182018+0.0020668j -0.00157822+0.00182311j 0.00193723-2.19561e-05j 0.00125843+0.000937218j -0.00137771-0.00297799j -0.00240884-0.000781403j 0.00305402-0.00195375j -0.00131995-0.00030099j -0.00127531+0.00204552j -0.000782553+0.000674127j 0.00107254+0.00253711j -0.000814009-0.00121573j -0.00294615+0.000848167j -0.000200857+0.000425832j 0.000676251+0.00032998j 0.00104677+0.000598551j 0.00035356+0.000863658j -0.000337975-0.000637576j -0.00208067+0.00350916j 0.00071261-0.00163656j 0.00220358+0.000620655j -0.00261877-0.00143371j 0.00240068+0.000799453j 0.000256156-0.000262633j 0.00274904+0.00208676j -0.00175277+0.000995388j -0.00145137+0.00291412j 0.00198709+0.000694204j -0.000719549-0.00210928j -0.00155195-0.00238144j 0.00236135+0.000527263j 0.000301769+0.00117926j 0.00175611+0.00272213j -0.000915156+8.25552e-05j 0.000462342+0.000159896j 0.000567987+0.00171137j 0.00164877-0.000885063j 
0.00154886+0.000604834j -0.000733066+0.00153269j -0.0016311-0.00178249j -0.00135357+0.000733406j 0.000992754-0.00111906j -0.000444161+0.000958855j -0.000526061+0.00114693j -0.000955408+0.00106216j -0.00185741-0.00210999j 0.00309114+0.00246896j -0.00250585+0.00204558j -0.00198062-0.000810789j -0.0036637+0.00433371j 0.000979238-0.000715248j -0.00177315-0.00279448j -0.000898764+0.00320064j -0.000176058-0.000104901j -0.000909366-0.00189629j 0.00349566+0.00270993j 0.000567742+0.00283891j -0.000427628+0.00146444j 0.000377287+0.00198698j 0.00115655-0.00171138j -0.00600933-0.00017355j -0.000124756+0.00236425j -0.00182778-0.00137483j 0.00113364-0.000866068j 0.00173197+0.00483659j -0.00114351-0.00239065j 0.000319197-0.00290815j 0.00345112+0.0011776j 7.96757e-06+0.00311173j 0.000511527+0.000237312j -0.00102788+0.00152773j -0.000820754+0.00196982j -0.00172843-0.000980651j 0.000105252+0.00133914j 0.00083146+0.000418051j 0.00225346-0.000516926j -0.000497955-0.000202917j 0.000342804-0.00161403j 0.0011801-0.00348805j 0.000601383-9.42371e-05j 0.000412353+0.00113021j -0.00122879+0.00161582j 0.00088708+0.00109897j -0.000338183-8.79067e-05j 1.43726e-05+0.000976208j 0.00195425+0.000367558j 0.00130912+0.000615167j -0.00332707-6.88053e-05j 0.000417666-0.00149033j 0.00163138-0.0006139j -0.000466503-0.00157784j -0.000355598-0.00179878j -0.00155129-0.00171121j -0.00111192+0.000162475j -0.000795162+0.00192321j 0.000881572-0.00224617j -0.000221726+0.00217931j 0.000555035-0.00204656j 0.00227075+0.00199425j -0.000484921-0.00207679j -0.0010325+0.000720595j -0.00108553+0.00047998j -0.000253523-0.000964569j 0.00134708-0.00104653j -1.74538e-05-0.000580676j -0.000742241+0.000965251j 0.00117001+0.00099256j 0.000165978-0.00063941j 0.0011414+0.000331645j -0.000922292-0.00140239j 0.00023075-0.00101557j 0.00120379-0.00053298j -0.00103663-0.00090993j -0.00106671+0.00127951j 
-0.0012059-4.2925e-05j -2.12352e-05-0.00126753j 0.000836112-0.000548711j -0.000610537-0.000878252j 7.8775e-05-0.000568331j 0.000171251+0.000465717j 0.000775734+0.000280523j 0.000181639+0.000776225j -0.00239953-0.00026552j 0.000283155-0.00188114j -0.00125709+0.000873125j -0.000871333+0.000845633j 0.000299139+0.000847629j -0.00167895+0.00110516j -0.00144242-0.000561703j 0.00196555+3.81006e-05j 0.000938654-0.000280084j 0.00135865-0.00217595j -9.79357e-05-0.00155983j -0.00184118+0.000821066j -0.000306281+0.000306935j 0.00154008-0.00136126j -0.00080168+0.00107548j -0.00115832-0.000156984j -0.00285779+0.00182884j 6.92899e-05-0.00286121j -0.000331735-0.00365447j -0.00213568+0.00119894j 0.000451101-0.00300184j -0.000184261+0.000475725j -0.00139555+0.000574307j 0.00124214-0.000860324j 0.00109751+0.0018702j -0.00221725+0.000947999j -0.0018071+4.48667e-05j -0.000721109+0.00187817j -0.000468554-0.00135151j -0.000138119-0.00215931j 0.000427267-0.00106418j 0.000414791+0.00255886j 0.00136999+0.00171109j 0.0009302+0.00144886j -0.00135346+0.000977492j 0.00152103+0.0010774j -0.00137148-0.000776482j -0.00173945+0.00254877j 0.00125755-0.000316277j -4.89692e-05-0.00104211j 0.000299552+0.00173883j -0.0026889+0.000142456j -0.000332489+0.00134066j -0.00169524-0.000912331j -0.00293848-0.000289301j 0.000511078-0.000518064j -0.00176569-5.11426e-05j 0.00120184+0.000116089j -0.000675996+0.000882658j 0.00180383+0.000109211j -0.0009887+0.00290799j 0.000984128-3.60591e-05j 3.68889e-05+0.000894838j -0.00137317+0.00019652j -0.000597619-0.000658497j -0.000405796-0.000953077j 0.000752681-0.000340308j -0.00120565+0.000259684j -0.00102014-1.70019e-05j 0.000451973+0.000744398j -0.00123025+0.000447478j -0.000657993-0.000817656j 0.00118761+0.000282679j -0.00038833+0.000305832j 0.00127413+0.000425656j -0.00011797-0.000209611j 0.000395265+0.000114239j -0.000288325+0.000733149j 0.000670538+0.000212138j 
-0.000305643-0.000569603j 0.00104489-8.8305e-05j 0.000600226-0.000556824j 0.00071797-0.000452846j 0.00117669-0.00314159j 0.000952702-0.00243193j 0.000706846+0.000474369j -0.00392659+0.000991656j 0.000274963+0.00117279j 0.00333411+0.00196781j -5.60661e-05-0.00339689j -0.000422266+0.00160354j -0.00112548-0.00165821j 0.0018906+0.00186468j 0.00156823-0.00385427j -0.000536698-0.00315817j -0.0024394-0.00292089j -0.000370266+0.00137711j 0.00152665+0.00251519j 0.00260988-0.00176589j -0.000371009+0.000257856j -0.00108715+0.00304525j -0.000637841+0.000860236j -8.25361e-05+0.00276378j -0.00119977+0.000528826j -0.000562953+0.00137169j 0.000470908+0.000966156j 0.000624742+0.000288038j -0.00279662-2.67467e-05j -0.00375664+0.000432061j 0.00172913-0.000707191j 0.000104807+0.000169j -0.00304803-0.00598829j 0.000288284-0.00225445j -0.000326015+0.00268203j -0.000246129-0.00258852j 0.000771458+0.00375783j 0.0040025-0.000291607j 0.00142922+0.000116035j -0.00246281+0.000640038j -0.00264418+0.0017915j -0.00261899+0.000489326j 0.00102765+0.00223467j -0.000926762+0.0010233j -0.000153024-0.00178558j 0.00123718+0.000813233j -0.00311353+0.000325518j 0.00150762+0.000907069j -0.000590387-0.00118276j 0.00251395-0.00190849j 0.000157432-0.00121378j 0.00213319+0.00286329j 0.0039511+0.000381748j -0.000208813+0.00216165j 0.000941238-0.000604311j -0.00108312-0.000350726j 0.00182492+0.000446035j 7.43491e-05+0.000700332j -0.00133167-7.48441e-05j -0.00240361-0.00237469j -0.00284588-0.000349186j 0.0027479+0.00129745j 0.000384241-0.00102718j 0.00192119-0.000147191j -0.00259582+0.00219701j 0.000254791+0.00269401j -0.000746343-0.00105299j -0.00243755-0.000245584j 0.00136193+0.00102627j 0.00050741+0.00169598j -0.00079588-0.00144226j 0.000592653+0.00132895j -0.00333825-0.000355733j 0.00111207+0.00023787j -0.000495958+0.0010495j 7.18849e-05+0.000287204j 0.000615076+5.0565e-05j 
-0.000938169+0.000178182j -0.000169359-0.000133708j 0.00156316-5.97052e-05j -0.000287797+0.000942132j 0.00306004+0.00343356j 0.00146475-0.00296821j 0.0016154-0.00199652j 0.0019431-0.00400221j 0.0013505-0.00100033j -0.00350214+0.0028106j 0.0026708-0.00151796j -0.000440926-0.00167501j 0.000921171-0.00679149j -0.0030052-0.000583216j 0.00275893+0.00346933j -0.000861791+0.000657076j -0.00133272+0.00113252j -0.000583921+0.00310178j -0.0011924+0.000684055j 0.00358171-0.00341j -0.000864317+0.000355326j -0.00258833-0.00232963j 0.00374039+0.00313431j 0.00322676+0.000859428j 0.00364328-0.00161201j 0.00338135+0.00193459j 0.000141604+0.00184544j 0.00508253-0.00184287j -0.000190417+0.00623201j -0.00202122+0.00171162j -0.000323345-0.00219646j -0.00304852-0.00129821j -0.00168285-0.000379539j 0.00180346+0.000497737j 0.000761843-0.00246297j 0.00230758-0.00265149j 0.000428993-0.00102119j 0.000198932+0.00352772j -0.00162161+0.000743867j 0.00122907-0.00198372j -0.000102063-0.00203628j 0.00119856+0.000302572j 0.00208127-0.00217063j -0.00202267-0.00136791j 0.00135505+0.00133616j 0.000991197-0.00454084j -0.000582253+0.00045307j 4.70305e-05+0.000751183j -0.00296985+0.000107227j 0.000672122+0.00186132j 0.000673779-0.00186828j 0.00157533+0.00183283j 0.000776639+0.000129819j -0.00114958+0.00152486j 0.000811499+0.0024536j 0.0027261-0.00066118j -0.00111365-0.000910717j -0.00147665-0.000690913j 7.66492e-05-0.00212734j -0.000845603+2.81985e-05j 0.000667792+0.00125863j 0.000334133-0.00127478j 0.000774126+0.00250958j 0.00204481+0.000530163j -0.00128316-0.0011213j 0.0020102+0.000490884j 7.50552e-05+0.00228558j -0.000934893-0.00042423j 0.0016395-0.0013024j -0.000572523+0.000731836j -0.000743252-0.000749267j 0.00112892-0.000947468j -0.000632431-7.78078e-05j -0.000124606+0.000980955j -0.00159002+0.000242076j 0.000974134+0.000749669j 0.000963351-0.000652518j 
0.00154798+0.00037627j 1.67566e-05+0.00170038j -0.000578601-0.000411353j -0.000437411+0.000180921j 0.000497489-0.0017782j -0.000908811+0.00113001j -0.00104058-0.00141476j 0.000491172+0.00256805j 0.0030566+0.00214973j 0.00122423+0.000168002j -0.00091243+0.00175098j -0.00229192+0.000798471j 0.00303091-0.00088901j -0.00128658-0.00289573j 0.003164-0.000107736j -0.000100301-0.00088548j -0.00211955+0.000487106j 0.000569389-0.000364538j -0.00123046-0.000403776j 0.00104285+0.000508129j 6.92684e-06-0.000840559j -0.00126529-0.0019547j 0.0022268+0.000107993j -0.00127772-0.00131763j 0.00246819-0.00211273j 0.000989779-0.0018783j 0.00300614+0.00110128j 0.000571643+0.00182781j -2.12136e-05+0.000706705j -0.000570841-0.000804642j -0.00103839-0.000755321j -0.00138061+0.000745897j 0.00135385-0.00113984j 0.000582677+0.00199887j 0.0013478-0.000595753j 0.00248456-7.60704e-05j 0.000536114+4.89041e-05j -0.00134291+0.000669045j 0.000646983-0.00097724j -0.000231354-0.00335355j 0.000494279-0.00149459j -2.31416e-05+0.000672089j 0.00216068-0.0027034j 0.000361182-0.000419465j 0.00158352-0.000202188j -0.00160211-0.0011671j 0.00103814-0.000394943j 0.00183083+0.000745169j -0.00110187-0.000600882j 0.00145994+0.0019786j -0.000973281-0.0011412j 0.000334044+0.0013989j -0.00184582+0.000301128j -0.000935728+0.000748475j -0.000272003+0.000994711j 0.000436734-0.00133832j -0.000990444-0.00148876j 0.00147844-0.000347328j -0.00118813-0.00110897j 0.00148816-0.00141689j 0.000127392+0.00293514j -0.000534293+0.00291355j -0.000146941+0.000157841j 0.00123702-0.000279763j -0.00103118-0.000726475j 0.00251557+0.000546047j 0.00013074+0.00115747j -0.000952872+0.00117854j 0.000361258+0.000590682j -0.000357656+0.000722081j -0.00169639-0.00125938j -0.000319573-0.000626066j -0.00259368+0.000281899j -0.000509161-0.000867268j 0.000139361-0.000478175j -0.000877197-0.00178995j -0.00126675+0.000946568j 
-0.000579135-0.000216244j -9.54694e-05-0.000602309j 0.00216243+0.00180435j 0.00197099-0.00144669j 0.0032872-0.00098319j 0.00330195+0.00362924j -0.0005687-0.00217065j 0.00181803+2.2689e-05j 0.000560506+0.00466438j -0.00628182-0.00292688j 0.0015515-0.00318058j 0.00590577+0.00141638j 0.00170008-0.000132615j 0.00199863+0.00205973j 2.13375e-05+0.00109543j 0.000257924-0.00653322j -0.00394405+0.000989153j 0.000882046-0.00335634j -0.00235589+0.00195299j 0.000119442+0.00246566j 0.00576503-0.00447035j 0.00434311-0.000809665j -0.0027796+0.00100022j 0.00277311-0.00323912j 0.00112187+0.000555051j 0.000717541-0.0015702j -0.0012006-0.000289179j -0.00546651-0.00637302j -0.000113963+0.00151182j -0.000570162+0.00287697j -0.00208967+0.00220248j -0.000853873+0.00338596j -0.00530681-0.00391004j 0.0021413+0.000457202j -0.000993424-0.00122744j -0.00102434+0.000160932j 0.00197248+0.000881674j 0.00286781+0.0025033j -0.00117011-0.000519962j -0.00307376-0.0010892j 0.00232139+0.00416289j -0.00399951-9.37223e-05j 0.00214238+0.00110534j 0.00373136+0.00376328j 0.00163255-0.00273275j -0.00548815+0.00522361j 0.00196089-0.00285005j 0.00351489+0.00254465j 0.00357394-0.00371939j 0.00458858-0.00254219j -0.00163151+0.002787j -0.00158582+0.00010708j -0.00131919-0.000992301j 0.00089445-0.00166713j 0.00475073-0.000457253j -0.000681777+0.00369652j 0.00271009+0.000502945j -0.00014667-0.00232978j 0.000680825+0.00267389j -0.000421059-0.00299454j -0.0015185+0.00328239j -0.000294841+0.00534571j -0.00120796-0.00229616j -0.00236281+0.00237402j 0.000830604-0.000854862j -0.000916134+0.00546123j -0.00256197-0.00104393j 0.00086568-0.00262322j 0.00212074+0.00250078j 0.00256416+0.000569628j 0.000963338+0.0012605j -0.000778084+0.00164628j 0.000627598-0.00191968j -0.000270176+0.000610508j -0.000120317-0.000792023j 0.000965884+0.000428866j 6.91528e-06-0.000911973j 
-0.000175357-0.000193996j 6.20695e-05-4.47772e-05j -0.000395173-0.00251883j -0.00168238-0.000748772j 0.00126527-0.00338103j 0.000595716+0.00114908j -0.000458773+9.1874e-05j -0.00146032+0.00103298j -0.00301161+0.00139284j 0.00321916+0.00163758j -0.00242279+0.00126744j -0.00251663+0.00062465j -0.00231512+0.00540375j 0.000394942-0.00109714j -0.0014593-0.0024782j 0.00139293+0.00226241j -0.000345809-0.00110752j 0.000102807-0.00301939j 0.00325607+0.00116618j 0.000346311+0.00354365j 0.00139024+0.000494258j 0.00159641+0.00179391j -0.00204006-0.00065706j -0.00527997-0.00048229j -0.000993258+0.00139552j -0.00180985-0.00209533j 0.000419491-0.00207204j 0.000463535+0.0032193j -0.000157928-0.00193006j -0.000433976-0.00245138j 0.00117573+0.00207791j 0.00114529+0.00267097j -6.36526e-05-0.000629452j -0.000254189+0.000313645j -0.0019023+0.000762395j -0.00245344-0.000469186j -0.000322211+0.000352986j 0.000923184+0.00083869j 0.0012448-0.000262069j -0.00174254+0.00086244j 0.000723497+0.000493514j 0.00131487-0.00254213j -0.000126422+0.000270993j 0.000860592+0.000618754j -0.000369661+0.00128437j 0.000529299+0.00354798j 9.63419e-07+0.0003032j 0.00129854+0.000169099j 0.00286171-0.00106021j -0.000121206+5.17926e-05j -0.00236959+0.000528166j -0.000909607-0.00242241j -4.03421e-05-0.000473117j -0.000367893-0.00187196j 0.000432028-0.00167002j -0.000168472-0.00149317j -0.000499597+0.000806108j -0.000284291+0.00157127j 0.00124319-0.00085065j 0.000771697+0.00207068j -0.00019154-0.00133132j 0.00120826+0.00261671j -0.00124067-0.00249787j -0.00106769+0.00176916j -0.000777032-0.000147652j -0.00077528+0.000595045j 0.000941009-0.00100786j 0.000255666-0.00122076j -0.0010173+0.00155069j 0.00151463+0.000610057j 0.00116242-0.00109169j 0.00143232+4.58686e-05j -0.000403157-0.00227968j 0.00113477-0.000460803j 0.00079068+0.000158145j -0.000604333-2.87581e-07j -0.000204997+0.0010343j 
-0.000832475-5.35155e-05j -0.000658579-0.00056851j 0.000328958-0.000923343j -0.00190449+0.000389181j -0.000442895+0.0044992j 0.00152916-0.000761591j 0.000781856+0.000487782j 0.00237903-0.00421431j -0.00192356-0.00206455j -0.00253026-0.000735029j 0.000485526+0.000672645j 0.00104902-0.0016474j -0.00148443+0.00179672j -0.00211983+5.37903e-05j -0.00277524+0.00453547j 0.000854574+0.00257005j 0.00142004+0.000370471j -0.00141733-0.00176464j 0.000569715-0.0012188j 0.000299742+0.00140744j 0.000966473+0.00170491j 0.00229142-0.000257623j -0.00120007+0.000633166j 0.00101102-0.000783351j -0.000206268+0.00233118j 0.000286696+0.00142201j -0.00248953-0.00158777j 0.00148181-0.000887254j 0.000922889+0.00011427j 0.00130949+0.000167759j 0.00104761-5.86976e-05j -0.000538228+5.57163e-05j 0.000949278+0.0033017j -0.00178752+0.00149305j -0.00202937-0.00209082j -0.0018651-0.000516772j 0.000100736-0.00165575j 0.00159334+0.00300588j -0.00148179+0.0014261j 0.00125525+0.00213218j 0.000674593-0.000238542j 0.00363271-0.00211985j -0.0017963+0.00112529j 0.000837449-0.000338302j -0.000372428+0.00192529j 0.000493645+0.00218958j 0.000431334+0.000728792j -0.000597513-0.000537103j 0.00187077+0.00177562j -0.00315786-0.000283577j -0.00156843+0.00174475j -0.00102473-0.00345365j -0.000273703-0.00165483j 0.0013079-0.0026833j -5.85977e-05+0.000266841j 0.000606526-0.000133107j -0.000719046+0.000793299j -0.00109485+0.00113731j 0.00269322-0.000680078j 5.64588e-05+0.00450239j 0.00146143-0.00189159j -0.000209279-0.00162912j -0.000501323+0.0003072j -0.0013121+0.00141733j 0.00132097-0.0017577j -0.00130072-0.000321648j 0.000511758-0.000256971j 0.00149388-0.00161338j -0.00151964-0.000158252j 0.000229233-0.00109982j 0.00297706-0.000359663j 0.00205305-0.000304117j 0.00360855-0.00168392j -5.58735e-05-5.40719e-05j 0.000880313-0.000576745j -5.03884e-07+0.000855221j 0.000230505+0.000342687j 
