0.0101584-0.0156284j -0.131605-0.106494j -0.0203804-0.136779j -0.0198411-0.00495881j 0.00520999+0.0409507j 0.0280124+0.0729892j -0.0106885-0.0418888j 0.0338763-0.0433649j 0.0215783+0.00707221j -0.00958959-0.0193889j -0.0189974+0.0222098j -0.00942366-0.0213308j 0.00155433-0.00515688j -4.64762e-05-0.0605204j -0.0104508-0.00308016j 0.000662393+0.0141808j 0.00594427+0.00977792j -0.0115742+0.0210339j 0.0196834+0.0114352j -0.00915268-0.00828973j 0.0236148+0.00816803j 0.00915414+0.0379798j 0.011713-0.00341785j 0.00238846-0.0249316j -0.0162061-0.00666031j -0.00285064+0.0100227j 0.0261452+0.00690588j -0.00155658-0.0190247j 0.01549+0.0137877j -0.0140595-0.00453987j 0.0145633+0.00417136j -0.000885949-0.00350093j -0.00236935-0.0202273j -0.000737771-0.0055927j 0.00260806+0.0142304j 0.018176+0.000732355j -0.011976+0.0149685j -0.00542878+0.00108534j 0.00347342+0.000548363j 0.0136227-0.000115513j -0.0209425-0.00603215j 0.000639582-0.0143844j 0.0227608+0.0116848j -0.0130315-0.00503188j 0.00744623+0.00939045j 0.0150172-0.0149968j 0.00038233+0.00767759j 0.0270961+0.0205996j 0.0328599+0.00559132j 0.00555929+0.00475768j -0.0110001-0.0107903j 0.020788+0.0269694j -0.0128761-0.000639388j -0.0109182-0.027351j -0.00115458-0.00306962j -0.0287538-0.0192163j -0.0693991-0.0285459j 0.00926525+0.0416382j 0.0091269+0.0281943j -0.0395003+0.0190539j 0.00327475-0.0388096j 0.0486785-0.0230769j -0.0166239-0.0800272j 0.0315186-0.0663065j 0.102538+0.0230352j 0.412059+0.0895106j -0.0180784+0.338574j -0.0134663+0.0210286j -0.180472+0.160068j 
0.00973668+0.0165798j 0.0189285-0.0310774j 0.0717476-0.114601j 0.0116424+0.00457499j 0.0388147-0.00666658j 0.0425045-0.00452567j -0.08297+0.0858452j -0.046851-0.0549183j 0.0108121+0.02737j -0.0370535+0.0369952j -0.00321423-0.0224589j 0.0566471-0.0170415j 0.0294339+0.0349201j 0.017324+0.00932594j -0.0107699+0.0253626j 0.0220055+0.00284308j 0.0213928+0.0243953j 0.0482083-0.00574806j -0.040985+0.0151971j 0.00298529+0.0464025j -0.0195571+0.0442386j 0.00296307-0.0288825j -0.010131-0.0250315j -0.0104622+0.00513868j -0.0131637+0.00359251j 0.0201805+0.0103708j 0.000449804-0.0376948j -0.00363546-0.0176237j -0.0016106-0.00198363j -0.0171131+0.0045935j 0.00495548+0.0152141j -0.000591566-0.00403239j 0.0177587-0.0317633j 0.0292173-0.0378763j 0.0178732+0.0040553j -0.0048994-0.0533344j 0.0261994-0.0217478j 0.0108064-0.00840382j 0.032942-0.00718737j -0.0101067+2.38932e-05j 0.0124942+0.00883397j -0.0224763-0.0132036j 0.0197419-0.0513525j 0.0382489-0.028561j -0.0207722+0.0810961j 0.0399697+0.00686914j -0.0204585+0.0806321j -0.0462943-0.0408224j 0.0221017+0.0331227j 0.0389275-0.0135931j 0.122172+0.0596082j 0.063161+0.0887093j 0.0974513-0.0813335j -0.1367-0.0513717j 0.169575-0.0655489j 0.0285234+0.223467j -0.0488595-0.0298375j 0.133102+0.00932954j 0.055349-0.129327j 0.0668028+0.0901103j 0.0951182-0.000430346j -0.0121519+0.0327218j -0.123124-0.0350088j 0.0232582+0.0436343j 0.11191-0.0573881j -0.259739+0.0832804j 0.0668541+0.106214j -0.192844+0.00451388j 0.0526535-0.162733j 
-0.0262804+0.0421665j -0.0388523-0.0145045j -0.0873716+0.00802482j 0.0463109+0.0236172j -0.0402596-0.0254254j -0.0148286+0.0303811j 0.0524028+0.00546862j 0.0165657+0.036905j -0.000610852+0.00921774j -0.0152787-0.049365j -0.0258505-0.00918078j 0.025493+0.0717731j 0.0197179+0.00109973j 0.0756731+0.0165214j 0.0136868+0.0512694j -0.032805+0.0573633j -0.00304695-0.0162022j -0.0172934+0.0463365j 0.00659328-0.0202087j -0.0116451-0.0156101j -0.0215712+0.082497j -0.0340562-0.0305728j -0.0238833+0.0249222j 0.0283417+0.032451j -0.0174698-0.0954357j 0.0174131-0.0162674j 0.0644636-0.0333003j -0.0144269+0.0415076j -0.011154+0.00451534j -0.0399171-0.0256256j 0.0288639-0.00678192j 0.0113067-0.0146284j 0.0644689+0.0571194j 0.0090717+0.0090752j -0.0130151-0.0535214j -0.0356275+0.0104038j -0.0410873-0.0044436j 0.0289899+0.0200819j -0.0261165+0.0220891j 0.0307091+0.0273551j -0.0361247-0.120276j 0.0586862+0.0287309j -0.0457189+0.0431854j 0.040906-0.0141504j -0.00786291-0.0020954j 0.105415+0.0591952j -0.115195-0.0320648j -0.00499275+0.112397j 0.132258+0.0143578j -0.0105898-0.161175j -0.13824+0.100711j 0.0516177+0.0107014j -0.0300626+0.215577j 0.000551113-0.106092j 0.139009-0.000504128j -0.0308371-0.0315266j 0.030644-0.0546202j 0.175345+0.106544j -0.0977727-0.0713925j 0.138994+0.00420986j -0.0632149-0.082587j -0.0257829-0.0766511j -0.0129776+0.00725626j -0.0230457-0.0184108j -0.0932068+0.126804j -0.0976317-0.0503425j -0.0759126+0.0663244j 0.147142-0.0445394j -0.00743285+0.00879594j 
-0.0254953+0.0264754j 0.0292852-0.0704448j -0.00669941-0.0220697j 0.028956+0.0352452j -0.0296758-0.0390469j -0.0315582+0.0111364j 0.00270747+0.0725467j -0.0105989+0.0438775j -0.0137504-0.0167071j 0.0314921+0.036982j -0.0136401-0.0711221j -0.029627-0.0180608j 0.0762909+0.0366613j -0.0197945+0.0124546j -0.0134282-0.0535007j 0.0210951+0.0389808j 0.00329214-0.0081516j 0.034042-0.0346749j 0.00119607+0.041497j 0.0118531+0.026333j -0.0210696+0.0387441j 0.0147282+0.0614856j -0.00324528+0.0116017j -0.0232516+0.00865183j -0.018405+0.00957587j -0.0055685+0.0389348j -0.0361284+0.0844019j -0.0381446+0.0257605j -0.0461394+0.0681121j -0.0339288-0.0246184j -0.0217082-0.00316282j 0.0079203+0.0493874j 0.0250514-0.000132901j 0.00772868+0.0311721j 0.00628727-0.0329139j 0.0380805+0.0145966j -0.00604075-0.00855119j 0.0091739+0.0512329j -0.0455718+0.072295j -0.0161657-0.00947071j 0.0258957-0.000151192j 0.0138206+0.0303063j -0.000269121-0.026049j 0.0463921+0.0437813j 0.0726834+0.0316208j -0.00774117+0.00112868j 0.0238233-0.0415265j -0.0775462-0.0266852j -0.0469276+0.159977j 0.166779-0.0227849j -0.172048-0.209959j -0.0426416-0.0960213j -0.202423-0.101021j 0.0402569+0.107777j 0.00813274+0.134202j -0.122682+0.0338651j -0.158477-0.202571j -0.0369466-0.0664398j -0.09019-0.0509101j -0.0401288+0.0349002j 0.070323-0.030783j 0.0728821+0.0237547j -0.00318547-0.0155724j -0.0598742+0.0494222j 0.0333909+0.0622702j -0.0938228+0.027133j 0.109182+0.0834334j 0.0245217-0.0443544j 0.13114-0.0649392j 
-0.00457937-0.0334822j 0.00419475-0.057551j -0.0567842+0.0816199j -0.0331905+0.0128459j -0.0263838-4.70329e-05j 0.0294089-0.0235102j 0.0132269-0.0325698j -0.00293151-0.00682439j 0.0440836+0.00938602j 0.0163572-0.0101864j -0.00139958+0.0169477j -0.0253614-0.0420272j 0.0240149-0.0405574j 0.0667256-0.0616162j 0.04779+0.0186608j -0.00844062-0.056389j -0.0226617+0.0187472j -0.066771-0.0406916j -0.0128569-0.0366266j -0.0190103+0.0131296j -0.00864066+0.0276527j -0.0115104+0.0285537j -0.0363094+0.0118559j -0.00324404-0.0157047j -0.00556306+0.00245748j 0.0844315-0.0446497j -0.0339839-0.00875338j -0.0319879-0.0179678j -0.0171223-0.0113576j -0.0236672+0.00649993j 0.057331-0.0454792j -0.0200097+0.0501891j -0.0292052-0.0201659j -0.0231676-0.00538276j -0.0085097+0.0103908j -0.0456114-0.0124855j 0.0637399+0.00448396j -0.0317903-0.0129431j -0.0196299-0.0157591j -0.128571+0.0214983j -0.0381001-0.00449736j 0.0276198-0.039957j -0.0137338-0.0144103j 0.0315207-0.0118574j 0.00390901-0.0438758j 0.00936784-0.0525743j 0.0122734+0.0598775j 0.0252936+0.0332015j 0.0542151-0.210415j 0.106775+0.0658159j 0.0457218-0.131304j 0.0414438+0.0496371j 0.132611-0.0999016j 0.011164-0.0114862j 0.0064921-0.0205928j 0.065531+0.107805j 0.0425258-0.0538542j 0.0212618+0.0832765j 0.0570596-0.0159126j 0.00669645+0.0272311j -0.107055-0.0994804j 0.0805681+0.0619028j -0.100661-0.0631818j -0.172324-0.0553911j 0.031668+0.120174j 0.0269006+0.213667j 0.183359+0.0702413j 0.00394134+0.0677649j -0.0203748-0.0181483j 
0.0095779+0.0240141j 0.0208406+0.00943616j -0.0384193-0.0328543j 0.0179564-0.0499962j -0.0333002-0.0335287j -0.0474942-0.0527032j -0.0659384+0.0452955j -0.00798861+0.0452341j -0.00840847+0.0226894j -0.00135079+0.0222646j -0.0128581+0.0382869j 0.0195435-0.00326416j -0.0708139-0.0258799j -0.00802365-0.0317677j -0.0118752+0.0345403j -0.000599234-0.0312474j 0.0921842+0.0930626j 0.0668308+0.0163259j -0.00795957+0.0715651j 0.0472648+0.0149495j -0.0196263+0.0300348j -0.0344989-0.0380625j -0.0542497-0.0086681j -0.0256067-0.0328025j -0.0273753+0.005333j 0.0181217+0.0244554j -0.00372225-0.0288458j 0.0168541-0.00183579j -0.0307718-0.0412478j -0.0233783+0.0360715j -0.0534568+0.0143211j -0.0218001+0.0808271j 0.0197002+0.0228448j -0.000681878+0.0701627j 0.0659574-0.0149045j -0.0300696+0.0132022j 0.0297657+0.0454275j -0.013759+0.0135777j -0.076793-0.022562j -0.0695148+0.0191926j -0.0020068-0.0490371j -0.0542102-0.0273068j 0.070761+0.0147773j 0.100951-0.00268994j -0.025457-0.0227445j -0.0908459+0.0282682j 0.00328809+0.0497259j 0.104531-0.0181335j -0.131943-0.0817682j -0.0175626-0.0397819j -0.0350414-0.0803655j 0.0874344-0.0353204j 0.119162-0.0494001j 0.128121+0.168425j 0.136479-0.0648414j 0.0700075-0.027389j -0.0288425+0.000378551j 0.0852606-0.0110317j -0.0394298-0.042163j -0.0459218-0.0944932j -0.0912628+0.0379738j -0.0794234-0.235581j -0.00760074+0.059042j 0.0478501-0.0611572j -0.27328-0.0135928j -0.0564772-0.0637748j -0.146639+0.128195j -0.0186258-0.0364486j 0.00969394-0.0412719j 
0.0177597+0.0367479j 0.0055122-0.000994992j 0.0461909-0.0573685j -0.0126948-0.00946919j 0.0318548+0.0182476j -0.0625225+0.0253357j -0.0546315+0.0324787j -0.0234225-0.0109199j 0.077454+0.0219118j -0.0274526-0.00701994j 0.0494996-0.0284267j 0.0390476-0.018178j 0.0516344-0.00305825j -0.0293998+0.0106679j -0.00698139+0.0277687j 0.0124088-0.01091j 0.0505842+0.0160513j 0.065583-0.030442j 0.00562722+0.0597339j -0.00575595+0.00384012j 0.0710824+0.0328285j 0.0365806-0.0186856j -0.0551357-0.0117568j -0.0183687-0.0220893j -0.0708404-0.036043j 0.0284648+0.0553936j -0.00295036-0.0525193j 0.0327365-0.017238j 0.00567089-0.0642346j -0.0181516+0.0149418j -0.0755175+0.00572511j 0.00728003-0.0112122j -0.010832-0.0190123j -0.0201162+0.0292278j -0.0109597-0.0291348j 0.0141607+0.0592717j 0.0242653+0.050347j 0.0121096+0.049595j 0.0379462+0.0386575j -0.0325168-0.0611707j -0.0226841+0.00957602j -0.0416919-0.0323209j -0.00772284-0.0450616j -0.0955037-0.0861422j 0.03247+0.0502874j 0.0166281-0.0155344j -0.00807137-0.0304818j -0.106663-0.103893j -0.0494591+0.0646099j 0.0495075-0.0966441j -0.0246438+0.0967005j 0.048557+0.0581011j 0.112496+0.0319735j -0.162247-0.0448011j -0.0689287-0.0456979j 0.00173817+0.0235532j 0.0867507+0.029086j -0.0610845-0.0153447j -0.0103389+0.108236j -0.115994+0.0501391j 0.0399766-0.0764304j 0.042581-0.033445j -0.0847773+0.230263j -0.154784-0.0394718j -0.157986+0.201644j -0.0423788-0.112222j -0.0949595-0.0877416j -0.0643569-0.001494j -0.000807631-0.0463469j 
-0.0169174-0.0115943j 0.0017983-0.0337401j -0.0340164-0.0127771j -0.00132165+0.00548756j -0.028083-0.0260673j 9.81613e-05-0.0380691j -0.0257592+0.0624622j 0.0471125+0.00246368j -0.0347063-0.0180029j -0.0647739+0.0310115j -0.0955162+0.0526523j 0.0201754+0.00414182j -0.0155979-0.0183537j -0.0134401+0.00625264j -0.00710366+0.00747182j 0.0488207+0.000681927j 0.00689769+0.0323017j -0.00146977-0.0241163j 0.0338787+0.000317296j 0.0562771-0.00606113j -0.00899106+0.0584669j 0.00352302+0.0231473j 0.0129608+0.00437824j 0.0106567+0.0036144j -0.0423854-0.00344523j -0.00313591-0.0370507j 0.0508363-0.00343025j 0.0367032-0.0391755j 0.0260539-0.00866072j -0.00866288-0.0268912j 0.0126955-0.0298504j -0.0802497+0.0307362j 0.00683035+0.0253404j -0.0309139+0.0559357j 0.0641857+0.0655832j -0.10556-0.0650108j -0.0170916+0.00209028j -0.0815611+0.0395171j -0.0208361+0.0399608j 0.0276686-0.0540645j 0.0942432+0.00419324j -0.0826613-0.00328956j -0.0856378-0.0669038j 0.0823475+0.0415141j -0.0272126+0.00986792j 0.0262784-0.0624061j 0.0899789-0.0734337j -0.00596923-0.0210524j -0.0402348+0.0888683j -0.0467708+0.180215j -0.0608416+0.0453964j -0.0253007+0.0886101j 0.0211933+0.0085835j -0.191829-0.208068j 0.000198485-0.0151639j 0.0826498+0.0118072j 0.0362285+0.0654768j -0.027226+0.113382j -0.0182764+0.153705j 0.0182882-0.0208331j -0.0702099+0.0854082j 0.0609937+0.0313817j 0.192119-0.0315728j 0.0215343+0.189586j -0.0170182-0.0541612j 0.0342715-0.016992j 0.0167546+0.0618912j 0.0404895+0.00587118j -0.0223936-0.0143861j 
0.019587+0.0191859j -0.00363958-0.0213369j 0.0138075-0.0483609j 0.0192229+0.0133301j -0.0376018+0.0334167j 0.0142993+0.0358037j -0.00720901+0.043409j 0.0309413-0.00477791j 0.0543573+0.0161919j -0.0344435-0.00663958j 0.0606431-0.0457584j 0.00120702-0.0181274j -0.0199649+0.00819729j 0.016562-0.00336611j 0.0435749+0.0389695j -0.019943+0.00988535j 0.00840114-0.0361737j 0.00422232+0.0306614j -0.0663069+0.0131906j 0.0417703-0.00310321j 0.0637416-0.058606j 0.00371332-0.024939j 0.0131867+0.029597j 0.039411-0.0266197j 0.0127743+0.0537541j -0.0143557+0.00975676j -0.0434033+0.00981964j 0.00236306-0.0406187j -0.0217577-0.0139927j -0.0296601+0.034798j -0.033155+0.0470447j 0.0656832+0.00898778j 0.00753031+0.0305564j 0.0308877+0.0346607j -0.0231819+0.00901347j 0.0935544+0.0377279j 0.0371802+0.0125994j 0.035661+0.0671661j 0.0699107-0.00851505j -0.0560825+0.00655277j -0.0662144-0.0492073j -0.0563695+0.0480263j 0.0430456+0.0895131j -0.0441695+0.00439087j 0.0565488+0.00206117j -0.0107049+0.0798496j -0.0606453-0.00429148j -0.0551026-0.00995941j -0.029325-0.0719889j 0.0973643-0.0620192j -0.0363116+0.120421j 0.0849532+0.0156836j 0.0602225+0.0222787j 0.0324236+0.0521002j -0.0201275+0.0133234j -0.128394+0.0416423j 0.014802-0.0401551j 0.0161355+0.0624465j 0.116158+0.0973457j -0.117681-0.038054j -0.040991-0.0158768j 0.119991-0.0636845j 0.241167+0.118824j -0.0751212+0.169807j -0.0149802+0.0244007j 0.000514578-0.0568926j 0.0427891-0.048448j -0.0711985+0.0253236j -0.0058848-0.0347819j 
0.00186871-0.0063368j -0.00259107-0.0101426j -0.0129461-0.0455369j -0.00755009-0.0532147j 0.0435217-0.0230417j 0.055213+0.00437851j -0.0813014+0.03561j -0.056111-0.0189048j -0.00739667+0.0106749j 0.0328077+0.0263476j 0.0414886-0.00187522j 0.0588519-0.0449431j 0.032592+0.0149789j 0.0582947-0.00178342j -0.0175486+0.015485j -0.00463429-0.0441337j 0.0107714+0.0260779j -0.0147178-0.0324742j -0.0126461-0.0726927j 0.0107741-0.0100244j 0.0155665+0.0328906j 0.0497354-0.018862j -0.0538757+0.0162174j -0.0537567-0.0437368j -0.00463564-0.0226707j 0.0169735+0.0107523j -0.00838243-0.0393462j -0.0346758-0.0114286j 0.0133256-0.0200778j -0.0270972+0.0204936j 0.0502898+0.0120951j -0.0839289-0.0910149j -0.0364088+0.00364751j -0.00980399-0.0335513j -0.00477185+0.0552854j -0.0111951-0.0201734j 0.0514988-0.0031667j -0.136196-0.0473428j -0.0556566-0.0618062j -0.13736-0.0926118j -0.0970394+0.0357646j 0.0912387+0.0404761j -0.0182834+0.0969129j -0.0157672-0.0755966j 0.0259625-0.0349149j 0.0271736-0.133619j -0.0832882+0.0657304j 0.0218498+0.0775643j 0.014872+0.048481j -0.0383464-0.0360716j -0.0292695+0.116116j -0.100313-0.121448j -0.160991-0.0325806j -0.163442+0.0552109j 0.0792326+0.165823j 0.016518-0.0371046j 0.0327919-0.0744563j 0.0118385-0.114869j 0.0933057+0.0506007j 0.0659894-0.00512532j 0.103456+0.0518231j -0.03597-0.0206432j 0.0984759+0.00518938j -0.0644586+0.0908257j -0.0227766+0.0363602j 0.0683417+0.0582748j -0.01903-0.0580208j -0.00813381+0.0083713j 0.018857-0.0411089j 
-0.00618987-0.0212869j -0.0315667+0.0120153j -0.00872152+0.0206755j 0.00444123+0.0335765j -0.0150304-0.0286503j 0.0311693+0.00393694j 0.0580048-0.0289919j 0.0558421+0.0518184j 0.00194735-0.00494117j 2.0112e-05+0.0585871j 0.0488507+0.026914j 0.0647938+0.00966123j 0.018034-0.0210315j 0.0108671-0.0201253j 0.0367244+0.0076961j 0.0414835-0.00217346j -0.0319355+0.0269503j 0.0851753-0.0399227j -0.0246229-0.0247855j 0.0128113-0.00618173j 0.0520248+0.033803j 0.0345744-0.00060499j -0.0623321-0.0371474j -0.0302422-0.134205j 0.00215302+0.0155966j -0.00221168+0.0962943j 0.0887404-0.0445836j 0.0276555+0.0309035j 0.0417509-0.0894384j 0.052408-0.00915185j -0.0337625-0.0660176j 0.036326+0.0295472j -0.0243787+0.0325254j -0.00433734+0.0494638j -0.0546109-0.00280471j -0.00920092+0.135037j -0.00800358+0.0454404j 0.10416+0.17185j 0.0501567+0.0761335j 0.0195412-0.0340841j -0.0330021-0.0236815j -0.010455+0.0703525j -0.109139+0.0282014j -0.0564632+0.0318414j 0.0610873+0.0123403j 0.0443356-0.0347146j 0.00665711-0.0605909j -0.0240087+0.0117955j -0.0769415-0.00242829j 0.112208+0.0401426j 0.0341904+0.0246888j 0.0159076-0.0248337j -0.00803478+0.112604j -0.0549814+0.0182978j -0.164892-0.119023j 0.0550485+0.0578438j -0.00264351-0.00509074j 0.111493+0.0927159j 0.10092+0.0306645j -0.0246846-0.0383443j 0.00473008-0.0492649j 0.0697492-0.0463967j 0.030391-0.141839j 0.188345-0.0622209j 0.0423996-0.182183j -0.0162526+0.0184432j -0.00221559+0.0558005j -0.000359755-0.00409789j -0.0346531+0.0662068j 
-0.0189885-0.0175812j -0.0120008+0.0325245j -0.000490137+0.025583j 0.0252096-0.0214094j 0.0113023-0.00483805j 0.0314335-0.034813j 0.0155624+0.00880601j -0.00892607-0.00180404j 0.0522705+0.0435335j -0.0555591+0.0425937j -0.0659699+0.0421565j 0.009547-0.044548j -0.0837753+0.0571084j 0.0271714-0.0183054j 0.0188764+0.0331227j 0.0221448-0.0280298j -0.0205061-0.0271778j -0.0394046+0.00093764j 0.00530982-0.0116288j 0.00458623-0.0474709j -0.10047-0.0989009j -0.0771648+0.0387139j -0.0190079-0.00526172j 0.0826198+0.0514298j 0.0263518+0.0116385j -0.00566693+0.0170269j 0.0979225-0.0396882j 0.0414569+0.0307801j -0.00935009+0.071229j 0.0725494-0.0484427j -0.0371684+0.0239805j 0.0120016-0.0417048j 0.0349215-0.0196203j 0.059654-0.0247131j -0.0158782-0.0139358j 0.0469635+0.0143523j -0.125345-0.0160857j 0.0429865-0.0753019j -0.0104667+0.0414164j 0.0684879+0.0488256j -0.0143904-0.0545194j -0.00315585+0.030508j 0.0379097+0.0163037j 0.0571953-0.0883203j 0.0259476-0.00495791j -0.0500856-0.0277892j -0.15256+0.0568844j -0.0797039+0.032717j -0.108031-0.149511j -0.0119327-0.0362747j -0.0609538-0.0391662j 0.150961+0.0806007j -0.00198385-0.0420392j 0.109879-0.102123j -0.113868+0.046741j -0.0472333+0.0853022j 0.123479-0.0153237j 0.0970814+0.0313565j -0.13191+0.044967j -0.0216788-0.0680849j -0.103652+0.0303524j 0.0491185+0.00331724j 0.103026+0.010382j 0.0217995+0.119863j 0.0624329-0.0074002j -0.0458216-0.0412003j -0.0443626+0.0109754j -0.000786006+0.0263287j -0.00496755+0.01486j 
0.0231295-0.0402845j 0.00817712+0.0157429j -0.0304104+0.0535792j 0.00462016+0.052412j -0.0854706-0.0101146j -0.0424526-0.0452048j 0.0213107-0.0329253j -0.016104+0.0313078j 0.0476158-0.0414947j 0.040545-0.0128845j 0.0453899+0.0621339j -0.0800802+0.00332383j -0.0450123+0.0046303j -0.0366436-0.0535861j 0.045466+0.00832883j 0.0131533-0.00902942j 0.0599578+0.0542047j 0.0217596+0.0429828j -0.0179229-0.0138853j -0.0496772+0.0109307j 0.0112199+0.0686682j -0.00208154-0.0932686j -0.0232718+0.0336094j -0.00456713-0.0236947j 0.0655727-0.00510836j -0.00157093-0.00946165j 0.00375237-0.111301j -0.0244094+0.0507177j -0.070514-0.058317j -0.0319705+0.0396521j 0.00296214+0.000947779j -0.00350782+0.0364425j -0.0666273-0.00711637j -0.0391042-0.0462058j 0.00376737+0.0945902j 0.0488635+0.0238332j -0.0296021+0.0143297j -0.0408274+0.0210998j 0.0405033+0.0308693j 0.0130091-0.0500965j 0.0392526+0.0186246j -0.0715329-0.0135729j 0.0173567+0.00645521j -0.0297488+0.103759j -0.0430863+0.128788j -0.0354035-0.0764426j -0.041432+0.0504412j 0.0108967+0.135376j -0.14467-0.164452j -0.112452+0.0789885j -0.0606899+0.0239687j -0.0508314-0.0834703j -0.111981+0.0141187j 0.11522+0.0592657j 0.136591+0.0968594j -0.0150212-0.014087j 0.0216053-0.135193j -0.0664692+0.0504988j 0.0231019-0.0304518j -0.0822362-0.00669448j -0.0533592+0.0180944j 0.0644117-0.0496785j -0.0566894+0.0143388j -0.0443566+0.000485585j 0.113199+0.0959355j -0.0985862+0.0131178j -0.0320035+0.0604263j 0.00814955-0.0139378j -0.00433883+0.0618244j 
-0.0406421-0.0137748j 0.0264495-0.0315842j 0.0363218-0.0215712j -0.00227351-0.0820684j 0.0374424-0.022186j -0.0153838+0.0141096j -0.0374428+0.0320073j 0.00182217-0.0498383j -0.0271021+0.00473803j 0.0637152-0.0224799j -0.0274176-0.0122699j -0.00359881-0.0610928j 0.0583697+0.0140132j -0.0140308-0.0241193j 0.00482132+0.0340128j 0.02683+0.0557117j 0.0348547-0.014217j 0.0876855+0.0430785j -0.0317621-0.0262569j 0.103861-0.00372634j -0.00491283-0.0184214j -0.070272-0.0245061j 0.0104281+0.0849224j -0.0223802+0.000548986j 0.0311355-0.0153864j -0.0300781+0.0181074j -0.0680013+0.0453818j -0.0335617+0.0152622j 0.00498556+0.0533407j 0.0144321+0.0266171j -0.0355101+0.0884774j -0.0445806-0.0442796j -0.00902337+0.0246124j -0.00562607-0.043557j 0.015527+0.114281j 0.0893659-0.0982368j 0.0470861-0.0209667j -0.0201587-0.0168574j 0.0714358-0.122984j -0.0291974+0.0732514j 0.0271695+0.0555481j -0.0799787+0.0131372j 0.00231725+0.0987826j 0.060593-0.0438252j 0.0509269+0.0234775j -0.0125983+0.16005j -0.00719847-0.020419j 0.0215508+0.00652832j -0.0843757+0.0913741j 0.0923337+0.0864592j -0.0120797+0.0543528j 0.114644-0.0742009j -0.0191273-0.0119233j 0.0352511+0.00379156j -0.109164+0.000834713j 0.14559+0.0383072j -0.0710111+0.0425804j -0.0131494+0.124016j 0.0357519+0.00247694j -0.0751737+0.142432j -0.0453652-0.0360993j 0.0161864+0.0293453j -0.0815434-0.0801367j 0.0600202-0.0864751j -0.00238117+0.032999j 0.119108-0.0343506j -0.0735901-0.0208107j 0.00933703+0.0449865j 0.0318291-0.0416205j 
0.00481937+0.00975502j -0.00296714-0.0241956j 0.0439541-0.000775882j -0.00900634-0.0330946j 0.00879373+0.0429814j 0.0177076+0.0320753j -0.00476935-0.016168j 0.0607347-0.0135383j -0.00512182-0.0154881j 0.0321812-0.0116789j 0.0652997-0.0524672j 0.0363843-0.0274364j 0.0111177+0.0278098j -0.0506595-0.0322138j 0.0243197-0.0166195j -0.071448-0.044997j -0.00820695-0.0434732j 0.0567233-0.0653443j 0.0544336+0.0880113j 0.0110994-0.013851j 0.0438406+0.0284604j -0.0438299+0.0120147j 0.0219373+0.0625326j -0.00625816-0.0466605j -0.00434803-0.0557508j 0.0874171-0.077226j 0.0100854+0.00227087j 0.0181343-0.0764274j 0.0570043-0.109404j -0.00456009+0.00689999j -0.0611083+0.0756095j 0.00584606-0.021448j -0.0268501+0.0570362j -0.0626483+0.03371j 0.0361291-0.0525193j -0.000933473+0.0674511j 0.00796628+0.0422304j 0.0191076+0.0550575j 0.0887812-0.0169633j -0.0563888-0.0465267j 0.00533108+0.00201109j 0.0499423+0.101359j 0.00556784+0.105043j 0.0997425+0.0184032j 0.13435-0.153521j 0.127157+0.0243951j 0.00881442-0.00463329j 0.0499798-0.11287j -0.0315939-0.0619266j -0.136954+0.0186757j -0.0145601-0.047792j 0.104093-0.00555749j -0.0236922+0.0662339j 0.0946374+0.104206j 0.205584+0.165874j -0.0404714-0.0302551j -0.0510273-0.0867957j 0.0300739+0.0327169j -0.0480931-0.00410349j 0.115882-0.0399481j 0.0945774-0.0269945j -0.0142693+0.0419577j -0.00355279-0.14341j 0.117344-0.00788111j 0.0159998-0.0161283j 0.0153194-0.113826j -0.0493963-0.00688875j -0.0161951+0.066506j 0.00772449-0.0121937j 
