-0.00638157+0.000941298j 0.00987758-0.0107328j 0.0117873-0.0116963j 0.0117847-0.00497456j -0.00629984+0.0122946j -0.0151752+0.0126996j 0.0198434+0.000832556j 0.00888608-0.010981j -0.0091399-0.00270386j 0.0164649-0.0169233j -0.0210856-0.011013j -0.0117897+0.00103593j -0.0241682-0.00256899j 0.0186569-0.0215308j -0.00747019+0.000435113j -0.00592169+0.0220704j 0.00713678-0.00836622j -0.0241173+0.0136512j 0.0111488+0.00752913j -0.00298871+0.00180988j -0.01553+0.0124428j -0.0159818+0.0201203j 0.00745997+0.00422271j -0.00493194-0.00632622j 0.00552809-0.0168433j -0.00224696-0.00533686j 0.0174251-0.00550111j 0.00600334-0.00380027j -0.00365713+0.0136511j 0.00714279+0.0039233j 0.014708+0.000640884j -0.00255783-0.00452289j -0.00188763-0.0103074j -0.00710619+0.00324707j -0.000896637+0.0127928j 8.96948e-05-0.0138863j -0.0128365+0.0178169j -0.00227118-0.0031128j -0.014514-0.000212916j -0.000645875-0.00269531j 0.0216792-0.00585993j 0.00864463-0.0191032j -0.0275705-0.00591687j -0.0105012-0.0162262j -0.0149795-0.00150948j 0.0274776-0.0113803j 0.0139588-0.00317987j -0.0356776+0.000153938j -0.00807842+0.00258958j -0.0139645+0.0274544j 0.0071588+0.0214873j 0.00853249+0.0216148j 0.0167129+0.0254994j 0.0413995-0.024097j 0.0284632+0.000418798j 0.101219-0.083393j -0.107611-0.0870084j -0.168007+0.00523196j 0.0678135-0.147734j -0.122398-0.0597176j -0.103172+0.0506806j -0.0121953+0.0169801j 0.0150741+0.0342064j 0.029731-0.021322j 0.0325517-0.00770059j -0.00859941-0.0371451j -0.0477038+0.00153799j -0.0156479-0.110131j -0.32454+0.0429567j 
0.00846643+0.00391443j 0.00134492+0.00888487j 0.00298682+0.015825j -0.00490587-0.0261637j -0.00664433+0.0274798j -0.0104175-0.0125287j -0.022191-0.00892185j -0.00798213-0.0108192j -0.0281013-0.041212j -0.00538012-0.0179505j 0.0231266-0.00699666j -0.00317989-0.00473868j -0.015754-0.00369031j -0.0182036+0.00915674j 0.00283605-0.013184j 0.011442+0.0304792j -0.00230251-0.0253946j 0.03367-0.0159901j 0.0145575-0.0490061j -0.0297391+0.0471436j 0.0070772-0.00127453j -0.00893801+0.0182744j 0.00443735-0.00902657j 0.0330597+0.00430151j -0.0249939+0.0167751j -0.0266728+0.00191882j -0.00403901+0.0508293j 0.0234438+0.034036j 0.000970334+0.0149272j 0.0309708+0.0274734j -0.00103855-0.0278494j 0.0141022+0.0807224j 0.0203179+0.0295798j 0.0117926+0.0643439j 0.0164993-0.0880414j -0.048895+0.0177712j 0.0212255+0.0231438j 0.025336+0.091377j 0.00346874+0.0703653j 0.0316239+0.0208739j 0.0917731-0.0477453j -0.0393629-0.00619278j -0.0941664-0.0497575j 0.0792439-0.0468404j -0.0480042-0.0477892j 0.0548348-0.00325231j -0.0288324-0.0547341j -0.0822768-0.152392j -0.0164718+0.0183279j 0.154965+0.150454j -0.0338621-0.0645846j 0.0544892+0.0915324j 0.0148242+0.0267877j -0.0377413-0.0968608j -0.0723746-0.0996214j 0.0366194+0.00730223j 0.00350064+0.0439725j -0.0153297+0.0697024j 0.0469724+0.0684851j 0.02901-0.0251239j -0.0328352+0.0072059j -0.102194+0.0706029j 0.00330633+0.0525307j 0.0130519+0.00231905j -0.0543727-0.170172j 0.0228713-0.00238997j 0.0853389+0.0577288j -0.0102844+0.018103j -0.00018591+0.0144779j 
-0.0179724+0.00906765j 0.00673568+0.0166288j 0.00410236+0.0141163j 0.0141693+0.00521277j 0.000585214-0.0181982j -0.0148267-0.0123864j 0.0235268-0.00411045j 0.00184927+0.00785502j -0.00860403-0.000219494j 0.00651989+0.0113453j -0.0266662+0.00894774j -0.00419464+0.00697784j -0.0186025+0.0167637j 0.0285828+0.0150456j -0.00455431+0.00338346j 0.00654623-0.00378519j 0.00457637-0.00660959j -0.0257834+0.0149098j 0.00705235-0.0112646j 0.0119721+0.00524059j -0.0166994-0.00306134j -0.016471-0.0181614j 0.0101373-0.00187879j -0.0126413+0.0183563j 0.0100038-0.0143449j 0.00466168+0.00314252j 0.0293922-0.0243666j 0.0107456+0.0063559j 0.00481473+0.00268875j 0.0115555+0.00335015j 0.011219-0.0130976j 0.0163557-0.015607j -0.00609382+0.0164158j 0.0118054+0.00204733j 0.00539316+0.0374306j 0.00886023-0.0142738j -0.0149884+0.00317554j 0.021357+0.0153385j -0.00211897+0.0241272j 0.00353387+0.00853854j 0.0140532-0.0228149j -0.00726746+0.00117922j -0.0276939+0.0115925j -0.049971+0.0133112j -0.0245132+0.0150979j 0.0204014-0.044558j 0.0143054+0.0139808j -0.0566264+0.0139005j -0.0147654-0.0442896j 0.0143136+0.00514571j 0.00505542-0.022973j 0.0121244-0.0532313j 0.0237285-0.045516j 0.0534451+0.0483686j 0.0270047-0.0516608j 0.105363+0.040036j -0.182112+0.115693j -0.245265+0.0404935j 0.062521+0.11816j -0.242115+0.0823829j -0.135822+0.00492382j 0.0176857+0.00694632j 0.0432958-0.0696818j 0.0202815+0.0129464j 0.0483474+0.00319765j -0.0595946+0.0395868j 0.0872762+0.0178291j -0.00575848+0.0988199j -0.0626037+0.0198724j 
0.00685105+0.0139587j 0.0199772-0.0137043j 0.0122643-0.0108588j 0.00359516-0.00137687j -0.0105891-0.0117969j -0.0195478+0.0219716j -0.00371574-0.00569364j 0.00837348+0.0112264j -0.00264152+0.0330318j 0.0126566+0.00768608j 0.00654041+0.0050405j -0.00350587-0.00221093j 0.0139145+0.0268654j 0.0197004-0.015624j -0.0019679-0.0010456j -0.0238521-0.00842782j 0.0114311+0.00455688j -0.0108288+0.00914336j -0.0171347+0.00987781j 0.00319288-0.000605066j -0.022625+0.00277062j -0.0248272+0.0221172j -0.0131573-0.00369145j -0.00393313-0.0164086j 0.0281134+0.00507129j 0.00671266+0.0114794j 0.00441167-0.0111278j 0.000231162-0.0256194j -0.0352314+0.0133488j -0.00821713-0.015253j -0.0152265-0.00197773j 0.00900057-0.0159421j -0.00542985-0.0326307j 0.000494718-0.0228321j -0.0324345+0.0137449j 0.0302373+0.0108582j -0.0295164+0.0137625j 0.000178808+0.0110254j -0.0126483+0.0241011j -0.00163801-0.035962j 0.025377+0.00083934j 0.0398191-0.040089j 0.0172716+0.0451345j -0.0134841-0.0536066j 0.0178485+0.00123675j 0.00262433-0.0320257j 0.0186123+0.0359082j 0.0266949+0.0794022j -0.0307685-0.0120954j -0.0540491-0.034498j 0.0201682+0.0714226j -0.0495919-0.0138817j -0.0455354+0.0312642j 0.0696797-0.0353889j -0.027142-0.0733687j 0.163546-0.063664j 0.144373+0.057678j -0.00384815+0.114268j 0.288604-0.105919j 0.122738+0.0349807j -0.138725+0.0501417j -0.0135879+0.0271657j -0.0675392-0.000864205j 0.0263774-0.0409965j 0.0409933-0.00655619j 0.0938047+0.0568524j 0.0552061-0.0392159j 0.052302-0.0320586j -0.0107165+0.0929944j 
0.00203366+0.00122399j -0.00293468-0.000954609j -0.014151-0.00525249j -0.00473548+0.0101105j 0.0120528-0.000303019j -0.000901008+0.0206448j -0.0228302+0.0164202j -0.00480703-0.000531393j -0.0169824+0.0210214j -0.0318538+0.0244693j 0.0111499-0.0108889j 0.00191715+0.00924846j -0.00603244+0.00964931j -0.0432522+0.0190554j 0.00917511-0.01031j 0.00659659-0.0265253j 0.0133173+0.00374841j 0.0192788-0.0281499j 0.00931667-8.96261e-05j -0.0155459+0.0240633j 0.00973896-0.021138j 0.0200151-0.00410173j -0.00323907-0.00434471j -0.00335316-0.0200533j -0.00656036+0.0692827j -0.0322049+0.00439872j -0.00506192-0.0279136j 0.000146573-0.00590712j 0.00780317-0.00500767j -0.000112978-0.0145156j 0.0185251+0.0131032j -0.0206098-0.00550696j -0.0430827-0.0128899j 0.0407635+0.00488995j -0.0604431-0.00698751j -0.00420824+0.0190514j 0.00013957-0.0228734j -0.0348825+0.0334354j -0.0425973+0.0616678j -0.0867113-0.0372116j 0.0963622-0.0625266j 0.0062437-0.0552835j 0.0220871+0.118351j -0.0310119-0.0665703j 0.0230849-0.00500522j 0.0894556-0.00385315j -0.0777262+0.00681807j 0.111258+0.0413097j -0.00836858+0.0249557j 0.014119-0.0731667j 0.0896844-0.0835407j -0.0245113-0.0842027j -0.0183345-0.05809j 0.0112385+0.0764915j 0.0727135+0.125378j -0.0182424-0.0430451j -0.0518789+0.0256893j 0.0182951-0.00773019j -0.130441+0.0263508j 0.086753-0.0442268j -0.100935+0.0277505j -0.113211+0.0333671j -0.0322528-0.0766901j -0.0520235-0.0142043j 0.0306308+0.050592j -0.0581592-0.0248099j -0.019984-0.00778693j -0.0194578+0.0168728j 0.018444-0.00360117j 
0.00569149-0.000395697j -0.00488527+0.00809715j -0.0064637+0.0158522j -0.0103888+0.00105893j -0.00669571-0.019308j 0.00556003-0.0042046j -0.0351586-0.0117624j -0.00611433+0.0294705j 0.0162498-0.00658173j -0.0126448+0.0266426j 0.0274515+0.0103668j -0.0118121-0.00139235j 0.0257967+0.0133657j -0.00497208+0.00370993j 0.00403127-0.0248596j 0.00527118-0.0355052j 0.0100615-0.0191808j 0.0164827-0.0187591j -0.0086102-0.0286043j 0.00392064-0.00948466j 0.00525251+0.00950309j 0.00696113+0.030073j 0.00644437+0.0114057j -0.0247112+0.0277589j 0.0396598-0.0190613j 0.0468001+0.0378215j 0.0235941-0.0203328j -0.0270878-0.0111278j -0.00146925+0.0493575j -0.0156641-0.0505142j -0.0542077-0.0133334j 0.0700731-0.0352509j -0.0346265+0.0435012j 0.0218602+0.00394758j -0.0326991+0.0371013j 0.0873963+0.0329635j -0.00081473+0.0496393j 0.0432057+0.0504789j 0.0453602+0.0646297j -0.0425294-0.0739103j 0.0691564-0.033462j 0.0131805+0.0911422j 0.0271624-0.0943917j -0.0101287-0.0264065j -0.0923125-0.115085j 0.00994725-0.0964191j 0.0917927+0.0481063j -0.00430282-0.0410973j 0.0669564-0.0334427j -0.0663262-0.127583j -0.0397887-0.0313927j 0.0603678+0.0370725j -0.014101+0.0162774j -0.0498245+0.00937408j 0.020173-0.0528673j -0.108989+0.0302583j -0.0023009+0.0242783j 0.117483-0.00770423j 0.0210754-0.012451j -0.0109707-0.00737025j -0.0242248-0.0232485j -0.00203491+0.0352613j 0.109269+0.00923995j -0.0119646+0.135773j 0.0383356+0.00716693j 0.0225921+0.0239532j -0.0109269-0.0109816j 0.00436574+0.00628674j 0.0533043-0.0124808j 
-0.00407451+0.0116814j -0.00839068-0.0044503j -0.0160702-0.00882226j 0.000994149-0.0104109j 0.0152631+0.0114181j 0.0295098+0.0112054j -0.00427155-0.00729152j -0.00695497-0.00544207j -0.0143991+0.0183087j -0.0221134+0.00855159j 0.00228672+0.0100432j 0.00981977+0.0133675j -0.0197757+0.00707155j -0.0285662-0.0131283j -0.00855472-0.00959271j 0.00249089-0.0242923j -0.00960369+0.00217229j 0.000789343-0.0207133j -0.0358169+0.0167912j 9.21426e-05+0.0255631j 0.0219624+0.00747397j 0.0157218+0.0154841j -0.00283562-0.000722112j -0.0168866-0.0182261j -0.00398054+0.0523182j 0.000111946-0.0149438j -0.0203092-0.0318522j 0.00339466-0.0183859j -0.0318107-0.00747094j 0.0130291-0.0299512j -0.0290192+0.0119811j 0.00614056+0.033638j -0.0198172-0.0114895j -0.0347573+0.0291459j -0.02493-0.00988573j 0.024098+0.0613864j 0.0635161+0.0477409j -0.0730578-0.0292362j -0.0444654+0.0356245j 0.0153125-0.0677883j -0.0555532+0.0260405j 0.0766422-0.0195088j -0.0117971+0.0471486j 0.0161811-0.0400895j -0.0600857-0.126006j -0.0703813+0.0402786j -0.0509601-0.186887j -0.0841938+0.0662747j -0.0117551+0.00915232j 0.00719905-0.0153641j 0.010649+0.00945417j 0.0406478+0.0324496j -0.0342544-0.107276j 0.02839-0.0482218j 0.058655-0.020948j -0.0183563+0.00581243j -0.131034+0.0219987j -0.0310622+0.0212778j -0.00967505-0.0237349j 0.0354601+1.07685e-05j 0.0833286-0.0207789j 0.0436452-0.029106j 0.0378613-0.106776j 0.104362+0.015219j 0.0286285-0.0665774j -0.0226555-0.0146753j 0.00134941-0.0184618j -0.0580799+0.00756131j -0.00194169+0.0153556j 
-0.0151448+0.00141923j -0.00837668+0.0100322j -0.016595+0.0191161j 0.0118311+0.000577425j 0.00282151-0.0281162j 0.00133606-0.0205416j 0.0147354-0.0175226j -0.0280822+0.0240963j 0.00558147+0.00579396j -0.0100405+0.00830212j -0.00294369+0.0281258j 0.0114016-0.0275326j -0.0048108+0.0220674j 0.00813324-0.0035525j 0.0100887+0.00549795j 0.0225647-0.0150161j -0.00270341+0.0214233j 0.0236114+0.0177024j 0.0231737+0.00209999j -0.00403658-0.0321236j -0.00431788+0.00387178j -0.0322036+0.00461218j 0.00968046-0.00850559j 0.0118633+0.0266336j -0.0494736-0.0250753j -0.0258896+0.0322922j 0.00419449+0.0310742j -0.00492494-0.00646053j -0.0343938+0.0448984j 0.0238844-0.0353123j -0.0219749-0.01914j -0.00449189+0.0240242j -0.0565092-0.0116156j -0.0131329-0.0117669j -0.0116745+0.0179782j 0.0487477+0.0527609j 0.0162091-0.095611j -0.0293459+0.0936638j -0.0593462-0.0328503j 0.0855888-0.0316454j 0.098001+0.190207j 0.0290923+0.0216306j -0.0133654-0.0339704j 0.066134-0.0107247j 0.0491921+0.0218267j 0.019672+0.141149j 0.126151+0.154212j 0.00653272+0.0753946j -0.00753814+0.0260163j 0.00966622+0.0154469j 0.0193114+0.0134778j 0.0266299-0.0514417j 0.0349981+0.0772407j 0.0644132+0.0105247j -0.00831596+0.0230277j -0.0599218-0.0909849j -0.0970115+0.0614128j 0.00542053+0.0087395j 0.0322715-0.0370796j 0.0588799+0.00477953j 0.0573363-0.0788369j -0.00346528-0.0485187j 0.0598746+0.102212j -0.0909032-0.0277215j 0.00888903+0.0782749j -0.0154582+0.0161494j 0.00760754-0.0108335j -0.00750159+0.0236367j -0.00969975-0.000713284j 
0.00167073-0.00519704j -0.011333+0.000972889j -0.00699209-0.00547142j -0.0232228+0.0232429j 0.0163591-0.0300893j 0.0115591-0.0305457j -0.0149364+0.0233843j -0.0157423-0.00171928j 0.00135777-0.00946751j -0.00677905+0.0297688j 0.0290749-0.00796463j 0.0106331-0.0126514j 0.00823658-0.000564415j 0.00526895+0.0234565j -0.00516545+0.00520047j 0.0123176+0.0193507j -0.00726815+0.00735523j -8.7884e-05+0.0112468j -0.0217735+0.00689819j 0.0538398+0.0293753j 0.00506273+0.0010003j 0.010829-0.0206387j -0.0144234-0.00763836j -0.0349887+0.0307517j 0.0294004-0.0393551j 0.0208461-0.0442716j -0.02143-0.00387339j -0.00482793+0.0212423j 0.00375825+0.0409995j -0.0216374+0.0211687j -0.0506471+0.0513739j 0.0647874-0.0533585j -0.0197819+0.0366789j 0.0422991+0.0300359j -0.0221312+0.037131j 0.103006+0.00178608j -0.0232211-0.0603169j 0.0327215+0.025619j 0.0159997+0.0106674j -0.00933292+0.0435371j 0.0734668-0.00252243j 0.014685-0.128013j 0.0149526-0.0529218j -0.0866264-0.0285347j -0.00361426+0.0897652j 0.0305942+0.076276j -0.0465992-0.101893j 0.0454295+0.0569716j 0.0220508-0.0234367j 0.069222+0.131587j 0.0121548+0.0655422j -0.0206828+0.0154515j -0.0185505-0.014346j 0.0282012-0.0662894j 0.0379841-0.0805475j -0.117551+0.0868847j 0.0606463+0.0942888j -0.00432676-0.0300042j 0.0320752-0.0395601j 0.0130595-0.0406692j -0.0660251-0.00879448j 0.040423-0.0542205j -0.0624008-0.0234603j -0.00937623-0.0872507j -0.0811619-0.0446059j 0.0106302+0.0219573j -0.0193585+0.00606767j -0.00370787-0.0048151j 0.0137993-0.0299551j 
0.0114998+0.00333786j 0.0119502+0.00184999j 0.00939106-0.00218893j -0.0126817+0.00253043j -0.015434-0.0173556j -0.00927949-0.00498674j -0.0152149-0.00293179j 0.00630885+0.00520938j -0.00156463+0.0028079j 0.00659891+0.00571158j 0.0264184+0.0212786j -0.0165508+0.000848091j 0.0413278-0.000621983j -0.0291996-0.0444206j -0.0140482+0.0354955j -0.0236647-0.00890933j -0.00278078+0.0136165j 0.0376337+0.0472937j 0.0263516+0.0636985j -0.0403556-0.0535138j -0.00960617-0.0049969j -0.000558256-0.0324645j 0.00133455+0.0496651j 0.00993233+0.0267628j -0.0191613-0.012499j -0.00606171-0.0310185j -0.0690701-0.053875j -0.0113503+0.0179095j 0.0011347+0.000794601j -0.00829826+0.023427j 0.0137435+0.0337574j -0.062818-0.0584324j 0.0111382+0.00970214j -0.0135521-0.0178235j 0.0221826-0.00108075j 0.0305001-0.114387j 0.0361498+0.0486095j -0.04662-0.0970127j 0.0116408-0.0341975j 0.0178572-0.0780911j 0.123159+0.0981242j -0.0512513-0.0830834j -0.0398785-0.0171487j 0.084765+0.198807j -0.0571544-0.0828802j -0.00519795+0.0668855j -0.0136731-0.00330329j 0.043443+0.0518632j -0.0452058+0.0419173j 0.00573353-0.085192j 0.0520082-0.00733616j -0.0249096+0.00237795j -0.0213738-0.0771956j 0.061168+0.0711109j -0.0696271-0.0164062j 0.0147317+0.0183876j 0.0470703-0.072415j -0.0356293+0.0275978j -0.0264544-0.0108353j 0.0129786+0.017684j -0.0209187-0.00318502j -0.067642-0.125928j 0.0363836-0.0497546j 0.0615432+0.0648784j -0.0068276+0.0396278j 0.0205299-0.00935491j 0.0371958-0.00583113j 0.00974959-0.00362498j 0.0270258+0.0024621j 
0.00551641-0.0127399j -0.0128463+0.00497089j 0.000216517+0.0146296j 0.00266557+0.00332169j -0.012919+0.00911066j 0.013893-0.0187437j 0.00335212-0.00757475j 0.0101237+0.00922115j 0.0402928-0.00882039j 0.0256925-0.022012j -0.00376434+0.00441841j -0.00726198+0.00595614j 0.00149326-0.0159836j -0.00222428-0.00343067j 0.0246495+0.0319446j -0.00825728+0.0158212j 0.010016+0.00142655j -0.00632108-0.00824416j 0.0504159+0.00373392j -0.0326193-0.0276678j 0.0231903+0.00882635j -0.00372995+0.0155019j 0.0133799-0.00215759j -0.0109792+0.0165752j -0.00593283-0.0279745j 0.0327025+0.0122752j 0.0029841+0.0540099j -0.0324688+0.00757759j 0.00464889+0.0478242j -0.0141465+0.0117392j 0.0172874+0.0490653j -0.00713845-0.0294865j -0.0347637+0.0064851j -0.0345869+0.0276575j 0.0609995-0.00916587j 0.00149493-0.0380493j -0.0089336-0.00631256j -0.0396816+0.00398447j -0.0503537-0.0485283j 0.0535189-0.0833774j 0.0154765-0.00416586j -0.0318717+0.0411079j 0.00130368-0.0142078j 0.0348811-0.0639388j 0.00398971+0.0922179j 0.0396708+0.0221347j -0.0554158-0.0741039j 0.0607092+0.132885j 0.0492384-0.0990395j -0.0209972+0.0658813j 0.0395699-0.013564j 0.0774421-0.102791j 0.101129-0.10335j -0.154193+0.0992296j 0.0311519+0.0439529j 0.0380216+0.0114313j 0.0179256+0.0349288j -0.00853665-0.0360521j 0.0336099-0.0673989j 0.0105472+0.0622953j -0.00744693-0.0430181j -0.0795057+0.0162491j -0.0263423-0.0615255j 0.0207209-0.0539425j -0.0040231+0.0267233j -0.0129791-0.0285096j -0.0209171+0.0286933j -0.011112-0.00383926j 0.0164649+0.00392327j 
-0.0092262-0.00195496j -0.00471574-0.0104025j -0.00767718-0.0127299j 0.0172629+0.00326797j -0.00322919-0.00788895j 0.018941+0.00140191j 0.0441061+0.00499958j -0.00899348-0.00521508j 0.0434589+0.0153252j 0.0156367+0.0268081j -0.0206545+0.0178909j 0.0149739-0.000458276j 0.00755835-0.00571366j 0.0177379+0.0029296j 0.0136272+0.0191723j 0.00750326-0.00998442j -0.0106477+0.0161107j -0.00703623+0.000128734j 0.00859203+0.00745621j 0.0488684+0.0208762j -0.0302557+0.0177921j -0.0242534-0.0200998j -0.0135626+0.0128095j -0.0200862+0.0014561j 0.0296732+0.0268159j -0.0527201-0.00330853j -0.0443194-0.0389191j -0.017087+0.0215926j -0.0328165-0.0107734j 0.015436+0.00733507j -0.0219244-0.00406908j -0.0212781+0.0235894j -0.0696393+0.0147293j -0.0464105-0.0254377j -0.0480684+0.0534266j 0.0274187+0.0540488j -0.0162562-0.0238945j -0.0168611-0.033343j 0.0519707-0.0111358j -0.0431818+0.0788342j 0.0318046-0.0256031j -0.126657-0.076731j 0.118128+0.0828763j -0.00260007+0.0229773j -0.050548-0.0635425j 0.0486883+0.0146437j 0.0629837-0.13796j 0.00616778-0.00867084j 0.00336459+0.0409225j -0.0729608+0.0292969j 0.110494-0.0301136j 0.0558204+0.0277105j 0.0526865-0.02103j -0.0585017-0.0821593j -0.173801+0.0704473j 0.0245742+0.00551062j -0.0309572+0.00718172j 0.107627-0.0229244j 0.0500519+0.0217599j -0.0817541-0.0410551j -0.0772033+0.0522202j 0.0162755-0.0313769j 0.0170199-0.0531423j 0.029405-0.0123273j -0.0127807-0.0228588j 0.0284746-0.0601219j -0.0452071-0.0280319j 0.00194152+0.00706004j -0.024673+0.0107454j 
-0.00729446-0.0106496j 0.00111566+0.00589594j 0.0192998+0.00799617j -9.24947e-05-0.00412574j -0.00508002+0.00297819j -0.00896207-0.0150713j 0.00124691-0.00844116j 0.00935599+0.0173616j -0.0108757-0.0333795j -0.00247398-0.00983534j -0.010439+0.00566066j 0.00563794+0.00824327j -0.00490414-0.0108292j 0.026703-0.0100051j -0.00163584-0.0123643j 0.0172821-0.013728j -0.0252883-0.0134816j -0.00559121-0.00640725j -0.0140673-0.0215602j -0.000715106-0.0267634j 0.018085+0.013855j 0.00483953+0.0153528j 0.0344285-0.00525636j 0.0190212+0.0388269j -0.0403187-0.034461j 0.0333004+0.0122515j 0.0081681-0.00895301j -0.00206088+0.0213773j 0.0540354+0.0435327j -0.0333099-0.0181631j -0.0159011+0.0574885j 0.0166493-0.0740317j 0.0479155+0.0492335j 0.0542967+0.050681j 0.0222841+0.0242767j 0.0624734+0.00145503j 0.00948285+0.0376206j 0.0429351+0.011908j -0.019376+0.0210723j -0.111193-0.00100063j -0.0294876+0.0143247j 0.150127+0.0513843j -0.164076-0.0943137j -0.0336771+0.0347153j -0.0213744-0.0105756j -0.0301421+0.0277157j -0.0281074-0.0276282j 0.00484719+0.00546133j 0.0035598+0.0165535j -0.0697786-0.0102107j 0.0703378-0.0840865j 0.0757166+0.015348j 0.0381881-0.0561882j -0.0503389+0.0397834j -0.0530919+0.0416824j 0.0710913-0.0101002j -0.00482143+0.0115108j 0.0214611-0.043208j -0.0494038-0.0600856j 0.0500731+0.00497246j -0.0715515+0.0322491j 0.0449975-0.0280829j 0.0354418+0.0171037j 0.0882519+0.0416062j -0.0260735+0.0204142j -0.00163914-0.0581967j 0.0107393+0.00849283j 0.0215823+0.00839399j -0.0175711+0.00868463j 
-0.00453431+0.00163546j 0.00053376-0.00953908j -0.00835138-0.00201415j 0.0158046-0.0109011j -0.00358194+0.0148913j -0.00649473+0.00850058j 0.0105544-0.0201991j -0.00774042-0.00476012j 0.0043704-0.0127971j 0.0139872-0.02611j 0.00190363+0.00944867j 0.0190258+0.00278774j -0.0204683-0.00305434j 0.0016972-0.020799j 0.0232878-0.0123139j 0.00223868-0.0078449j -0.00625731+0.00758204j 0.00480999+0.00700782j 0.00773759-0.00762548j 0.00369047-0.0379383j -0.0190696+0.0311248j -0.00217434+0.042933j 0.00709943-0.0229248j 0.0379579-0.0197321j -0.00846367-0.0407749j -0.0187939+0.0125951j -0.0399134-0.000197192j 0.0281951-0.0478822j 0.0187543+0.000196276j 0.0114668-0.0407034j -0.0113141+0.00829371j -0.0377402+0.0141271j 0.0209872-0.0256843j 0.0226548+0.00297135j 0.0357163-0.0422209j -0.0197962+0.0515971j -0.00661396-0.0107413j 0.030519-0.0373744j -0.0131058-0.136446j -0.102968-0.0466342j 0.0839688+0.009191j 0.0461107+0.149795j -0.0387669-0.0799413j 0.0244593-0.00868302j -0.0201382+0.00825523j 0.0407577-0.0906236j 0.0573486-0.115046j 0.0193318+0.0637695j -0.053597-0.106504j 0.0180504-0.0199087j -0.0672543+0.0996709j -0.0619701-0.000850976j -0.081177-0.0388273j 0.155237+0.0457323j -0.0333321+0.0202885j -0.0734945-0.00638402j -0.0487073-0.0415963j 0.000758927-0.0368557j -0.0257093-0.0899455j -0.0598096+0.0806795j -0.0627483-0.0266002j -0.055335+0.017166j -0.0329136-0.0096928j 0.016752+0.00479911j 0.0592218+0.02055j 0.0127247+0.0219271j 0.0584206-0.00685792j -0.0187236-0.0221051j -0.034672+0.0110712j 
-0.00552978-0.000465355j 0.0163644-0.00576815j 0.0142311-0.0147973j -0.000411031+0.00491972j 0.0058408+0.00580324j -0.0166653+0.00169102j 0.0165081-0.00289705j 0.0079138-0.0262305j -0.0141292+0.0107745j 0.00645551-0.00124763j -0.0276979+0.0150737j 0.0166957+0.00458176j -0.00983743+0.0078151j 0.020799+0.00249022j -0.0116843+0.00422478j -0.00997691+0.0059681j -0.00838158-0.00905022j -0.0277798+0.0104132j 0.0245595-0.0172481j 0.0175917+0.0260079j 0.00116554-0.00437375j -0.0189755+0.0182681j 0.0297587-0.0285041j 0.0337044-0.00712422j 0.0197987+0.0134622j -0.0339733-0.00971452j 0.0241269-0.049331j 0.0253841-0.013222j 0.00140011+0.0102138j -0.00484538-0.0144901j 0.0166355-0.0282729j 0.0235887+0.0328436j -0.00614035-0.0189528j 0.0120103+0.0304084j -0.00448091-0.00110083j -0.0384681+0.025936j 0.0523995-0.0410493j -0.00439863+0.0544259j 0.0315901-0.0091136j -0.0520733-0.0794539j 0.00784399+0.0766423j 0.045967-0.0508634j 0.0873878+0.039073j 0.0427853-0.038063j -0.0420956-0.0916211j 0.0999065+0.061791j -0.092303-0.0712998j 0.0821578+0.00622877j 0.0896723-0.0472195j -0.0801159+0.0960326j -0.0911579+0.0506711j 0.0305145-0.028955j -0.0641624-0.0403446j -0.00275864+0.0322779j 0.0812416-0.0530115j 0.0396327-0.046313j -0.0669186-0.0134188j -0.0228863-8.39005e-05j -0.0164043+0.00476686j 0.0135931-0.0886465j -0.0211196-0.0483407j -0.0727358-0.00532993j -0.0626839-0.030796j 0.0551719-0.00410684j -0.0528948-0.029957j -0.030524+0.0194712j 0.0123673+0.0584691j 0.028819-0.0388614j -0.00449797+0.0144757j 
