-0.00638157+0.000941298j 0.00987758-0.0107328j 0.0117873-0.0116963j 0.0117847-0.00497456j -0.00629984+0.0122946j -0.0151752+0.0126996j 0.0198434+0.000832556j 0.00888608-0.010981j -0.0091399-0.00270386j 0.0164649-0.0169233j -0.0210856-0.011013j -0.0117897+0.00103593j -0.0241682-0.00256899j 0.0186569-0.0215308j -0.00747019+0.000435113j -0.00592169+0.0220704j 0.00713678-0.00836622j -0.0241173+0.0136512j 0.0111488+0.00752913j -0.00298871+0.00180988j -0.01553+0.0124428j -0.0159818+0.0201203j 0.00745997+0.00422271j -0.00493194-0.00632622j 0.00552809-0.0168433j -0.00224696-0.00533686j 0.0174251-0.00550111j 0.00600334-0.00380027j -0.00365713+0.0136511j 0.00714279+0.0039233j 0.014708+0.000640884j -0.00255783-0.00452289j -0.00188763-0.0103074j -0.00710619+0.00324707j -0.000896637+0.0127928j 8.96948e-05-0.0138863j -0.0128365+0.0178169j -0.00227118-0.0031128j -0.014514-0.000212916j -0.000645875-0.00269531j 0.0216792-0.00585993j 0.00864463-0.0191032j -0.0275705-0.00591687j -0.0105012-0.0162262j -0.0149795-0.00150948j 0.0274776-0.0113803j 0.0139588-0.00317987j -0.0356776+0.000153938j -0.00807842+0.00258958j -0.0139645+0.0274544j 0.0071588+0.0214873j 0.00853249+0.0216148j 0.0167129+0.0254994j 0.0413995-0.024097j 0.0284632+0.000418798j 0.101219-0.083393j -0.107611-0.0870084j -0.168007+0.00523196j 0.0678135-0.147734j -0.122398-0.0597176j -0.103172+0.0506806j -0.0121953+0.0169801j 0.0150741+0.0342064j 0.029731-0.021322j 0.0325517-0.00770059j -0.00859941-0.0371451j -0.0477038+0.00153799j -0.0156479-0.110131j -0.32454+0.0429567j 
-0.000486-0.00974921j 0.00491356+0.00431227j -0.000599874-0.0133164j -0.00777528+0.0204394j 0.00875143-0.00302892j -0.0148241-0.002702j 0.00261049+0.00945361j -0.010412-0.0292276j -0.013338-0.00175958j -0.0243221-0.00746851j -0.00781443-0.00649931j -0.000207461+0.0103113j -0.00859292-0.0157122j 0.00127918+0.00339103j 0.00530616+0.00233888j 0.0377501+0.0123081j -0.00490712-0.00963304j 0.00853882+0.0202599j -0.00253515+0.0209358j 0.0353206-0.00247823j 0.00518424-0.0243055j -0.0141598-0.0315438j 0.00799246+0.00774756j 7.68547e-05+0.0196723j 0.00327628-0.050032j -0.0409184-0.0684325j -0.00849882-0.0515442j 0.024029+0.00155346j -0.00225103-0.0326534j 0.0694845+0.0175746j 0.00256997-0.0376607j 0.021954-0.0482329j -0.0126653-0.0086529j -0.0138166+0.0280729j -0.0207581-0.053333j -0.0976792+0.0285011j 0.0643704+0.00536836j -0.0790229-0.0512258j -0.00951414-0.0339247j 0.052581+0.000625395j -0.00833063+0.0361884j -0.0191572+0.107035j 0.0474894-0.00643577j 0.0741485+0.0531382j -0.0362374+0.156159j 0.0247316+0.0484051j -0.206964+0.0733863j -0.0568932+0.055282j 0.0120472-0.0493842j 0.108715-0.0100791j 0.0176986+0.0172682j 0.0777345-0.0453587j -0.0879689-0.00565674j -0.0550173+0.107396j -0.0749079+0.0131353j 0.0650953-0.0222118j -0.0436176-0.044371j 0.0337666-0.0320738j 0.0851793+0.0273303j -0.00126853+0.0400314j -0.0314349-0.00294908j -0.0298693-0.0125411j -0.0271005+0.0107706j -0.0417749-0.0519105j -0.0184829+0.0830597j 0.0114835+0.00285429j 0.00599218+0.0166842j 0.0178412+0.0044446j -0.0148997-0.0281142j 
0.00279628-0.00776281j 0.0155381-0.0124296j 0.00975485-0.0190634j 0.00145643+0.00592249j -0.00946925-0.00534343j -0.00461943+0.00508414j 0.00678857+0.0180416j -0.00999605-0.00219046j 0.00428111+0.0188315j 0.0206514+0.024219j 0.000829082-0.00343431j 0.0100338-0.00213066j 0.0381631-0.00900807j 0.00725337+0.00133716j -0.0354186+0.0186665j -0.0190897-0.0137676j -0.0175686+0.00915676j 0.0282784-0.00552737j -0.00223981-0.0215685j 0.0182023+0.0307828j -0.00234561+0.00148046j 0.00458399-0.0294982j 0.00905189-0.00641264j 0.0294423+0.00591899j 0.0209192+0.02784j 0.00193349+0.0165885j -0.111573-0.0643536j 0.0141457+0.0472652j 0.0107937-0.00521186j -0.0419999+0.0303618j -0.0664452-0.0787457j -0.0123672+0.0192499j 0.00216781+0.0340296j -0.0696806-0.0259983j -0.0262378+0.0758121j 0.0474073-0.078151j 0.0680786+0.049174j 0.0390971-0.00277183j 0.0442359+0.0414058j -0.0209214+0.0738869j 0.029884+0.11555j 0.00541617+0.11054j 0.0402415+0.0364685j -0.0286554-0.0980517j -0.131639-0.0137432j -0.033231+0.0761765j -0.0266099-0.00928224j -0.0267806+0.0525457j -0.0504637+0.0312833j -0.0591958+0.020513j -0.0361922-0.0601981j -0.0597419+0.0581148j 0.000192209+0.0319966j 0.0523585-0.0526388j 0.000314995-0.0232733j -0.0220226-0.0540313j -0.00368192-0.0063568j -0.0574558-0.0584415j -0.000667588+0.00526782j -0.0607999-0.0328592j 0.016747-0.0393153j 0.0129556+0.00632766j -0.0764697-0.00440815j 0.0374169-0.00775414j 0.0552971+0.00420932j 0.00490859-0.0145688j 0.0192403-0.0121198j 0.0180004-0.0195457j -0.0164224-0.0165201j 
-0.000339891+0.0119741j 0.000827667+0.0025555j -0.00671672-0.00256479j 0.000761756-0.00415387j 0.00147017-0.00215153j -0.00232195+0.00531337j -0.00669772-0.00910355j -0.00851815+0.000951096j -0.020951+0.010787j 0.000741899+0.00262068j 0.0190976+0.000563032j -0.0054573+0.00467067j 0.00588566+0.00785816j -0.0134978-0.00770544j -0.0103777-0.0101535j 0.00972973-0.0178386j 0.0149267+0.00396551j 0.0103058-0.0031219j -0.0296425+0.0355661j 0.0119194+0.00288306j -0.00505845-0.015731j 0.0251783+0.0327424j -0.00550672+0.00824913j -0.0101004-0.00893675j 0.0557597+0.0588689j -0.0221997+0.00275381j 0.0194264-0.0240032j 0.0196867-0.0130611j -0.00552061+0.000675914j -0.000810622-0.0329444j 0.0400201-0.00936063j 0.0161105-0.029115j 0.0666474+0.00375728j 0.0799022+0.011841j 0.0107996-0.0172745j 0.0244993-0.0225431j -0.103316-0.00481377j 0.0419779+0.0532338j 0.110998-0.00168939j -0.0708507-0.0643538j 0.0574842+0.135423j -0.107194-0.0130265j -0.055134+0.0219234j -0.0361893-0.0881073j -0.0697067-0.0212985j 0.0795069+0.0982426j 0.0931194-0.0385447j -0.108729+0.150473j 0.09563-0.00380761j 0.00781083+0.0101731j -0.0604654+0.00822451j 0.0799038-0.0642385j -0.0142928-0.0515277j -0.047121+0.0901921j -0.0118056+0.0205411j 0.00918368-0.0591775j 0.0847315+0.0242509j 0.0503975-0.0048377j -0.0364332-0.0350904j -0.104966-0.017252j 0.00305022-0.0512075j -0.028288-0.0447619j 0.027634-0.0473984j 0.00032702-0.0169942j -0.00847169+0.0380095j 0.00428992-0.00443774j -0.00445869-0.00387218j -0.0122815+0.00534848j -0.00295495+0.000223577j 
0.00248982+0.00343436j 0.00625061-0.00590269j 0.00117659-0.0127842j -0.0213975+0.0106835j 0.0105697-0.0162583j -0.0113725-0.0194468j -0.0160325+0.00339366j -0.0221971-0.00671039j -0.0120116+0.0160957j -0.00522066+0.0154054j 0.0123584+0.0101589j -0.000281058-0.0244574j 0.0158521+0.0174951j 0.0152547-0.000661384j -0.0195968+0.015089j 0.0165121+0.00480861j 0.00570065+0.00711636j 0.0179205+0.0145777j 0.0049014-0.0038797j 0.0552712+0.00985821j -0.00085249+0.0135963j -0.00811502-8.43744e-05j -0.0169161-0.0236791j -0.0161234+0.000449044j 0.0219122-0.0268235j -0.0124924+0.00331518j 0.00609145-0.0200917j -0.0067585-0.0365977j -0.0155446+0.0116341j 0.0128559+0.00996889j -0.0730575-0.0678273j 0.118251+0.0296727j -0.0212292-0.0221755j 0.0159335-0.00366426j -0.0155462+0.04942j 0.00449477+0.0419113j -0.0558792-0.0993187j 0.0583124-0.00670973j -0.0165275-0.0798273j 0.0567017-0.0110606j -0.00556614+0.0319959j -0.0569137-0.0175163j 0.074301+0.0411888j -0.0436179+0.0396029j -0.00134066-0.055581j 0.0280625-0.00737775j -0.0262047+0.0596488j -0.0508617-0.0281822j 0.0315525-0.00914029j 0.102743-0.0338322j 0.0147879+0.0482482j 0.00350647-0.0194416j 0.0361335+0.0517593j -0.0911565-0.0141589j 0.0271134+0.0276262j -0.0166115-0.038936j 0.0294477+0.0168907j 0.00167079+0.0276237j 0.0524796+0.0156152j -0.0404635+0.017879j -0.0144293-0.0180269j -0.000278943-0.00536889j 0.0111493+0.00805906j 0.0224203+0.011476j -0.0238353+0.0216302j 0.00781359+0.0417234j 0.0337394-0.00199456j 0.00397765+0.00282125j 0.0165099+0.0137277j 
0.00329306-0.00951503j -0.0032859+0.00120049j 0.00279435+0.000522741j -0.000252463+0.0101954j -0.00602137+0.00159221j 0.0009325-0.000190362j -0.0173897+0.0201669j 0.00261951+0.00724654j 0.00914629+0.00307438j -0.00645633-0.00713568j 0.010445-0.0203384j 0.00147833-0.00746937j 0.000323058-0.0168466j -0.020694+0.0219176j 0.0168306+0.00438957j 0.0172658-0.00156722j 0.00573937-0.0225209j 0.0255778-0.0142882j 0.00855332-0.054941j -0.00737982+0.0142197j 0.0137827+0.0070532j 0.0180784-0.0135197j 0.00124717-0.0340723j 0.00526961+0.0323964j -0.00550293-0.0378876j 0.034001+0.0318348j -0.0121057-0.00660118j -0.00157682-0.00870282j 0.0246014+0.0453548j 0.010281+0.00413537j -0.0081959-0.0358908j -0.0195368-0.00850518j -0.0300798-0.10385j 0.00561386-0.0939712j -0.0370005-0.0365095j -0.114431+0.0209711j -0.0180778+0.0420337j 0.00689355+0.144228j -0.0947789-0.0836981j -0.0410503-0.0412549j -0.0165413+0.0296681j -0.0188468+0.0255406j 0.0133021+0.162091j 0.066741+0.0694573j 0.0166672-0.108634j 0.0201221+0.0620992j 0.0260514+0.0036722j -0.0369809-0.0629573j 0.0186789+0.0266746j -0.0198725-0.0158657j 0.00591289-0.0294797j -0.0330449-0.0759524j -0.0399221+0.0631135j 0.0278443+0.00443667j 0.0916097-0.0263138j -0.0511649-0.0325724j 0.0143787-0.0387291j -0.0095612+0.0611601j 0.0175399+0.0370755j 0.00669747-0.005918j -0.0452824-0.0127041j -0.0196002+0.0103783j -0.03689+0.00867046j 0.0219589+0.00998998j 0.0343282-0.00432708j -0.0133731-0.000949506j -0.016231-0.00961494j 0.00536347+0.00355019j 0.00551997-0.000771428j 
-0.000411662+0.00368692j -0.00593953+0.000356304j -0.0110855-0.00393273j -0.00383028-0.0010497j -0.00671476-0.00468379j -0.0138974-0.0192246j -0.00537319-0.0040184j 0.0106968-0.0371734j -0.0042731-0.0136034j -0.00251345+0.0146739j 0.0285876+0.00752675j 0.0106889-0.0310752j 0.00350139+0.0422593j -0.0112256+0.01649j -0.00336079-0.0314686j -0.0148184-0.00399305j 0.0189583+0.015828j 0.0187897+0.0247828j 0.0480146-0.0191072j -0.0158582+0.010024j 0.0138634+0.0239548j 0.012823+0.0337862j 0.00940183-0.0669317j 0.0102357-0.0284595j -0.0385105-0.0301045j -0.0199026-0.0136799j -0.0241733-0.03052j -0.0357944-0.0706983j 0.0306691-0.00453832j -0.0403225-0.02099j 0.0110277-0.0268152j 0.0186014+0.0742262j 0.00289875+0.00128559j 0.0721064-0.0349564j 0.0835356+0.0777035j 0.141647+0.0147084j -0.111367-0.197763j 0.0379703+0.0265382j -0.107639-0.0369373j -0.0115577+0.0575601j 0.0209465-0.00838721j -0.0676622-0.0426596j -0.059272-0.0525728j 0.00436914-0.0207795j -0.0466479-0.0224446j 0.0101892-0.0435016j -0.0880399+0.0127552j 0.0813312-0.0607771j -0.0463991-0.02385j -0.0224333+0.0131309j 0.0499054+0.0535577j -0.0472197-0.0132072j -0.0275736+0.0270732j 0.000449451-0.0151773j 0.0283853+0.0865629j 0.0617161-0.0457356j 0.0229091+0.08926j -0.02574-0.0230061j -0.0809401+0.0243606j 0.00367407-0.0343559j -0.0122316+0.0320346j -0.0365512+0.0174023j 0.0146965+0.0150814j -0.000668324-0.0251777j 0.0459382+0.021137j -0.0068425-0.0104597j -0.0049195+0.0241347j -0.00637117+0.0069148j 7.01565e-05+0.00703223j 
0.00978748-0.000936107j -0.00176747-0.0105859j 6.31035e-06-0.0069288j -0.00933709-0.00867995j 0.00244434+0.00560516j 0.0148238-0.0034182j -0.0171953-0.00691834j 0.00879821-0.00453305j -0.00214073-0.00780202j -0.0105818-0.00514779j 0.025985-0.00121725j 0.0131884-0.00464211j 0.0144452+0.00564266j -0.0104782-0.0142851j 0.00850122-0.00523404j -0.011453+0.0196828j 0.00664259+0.00264931j 0.0104459-0.0137166j -0.0085092+0.0148565j -0.0151415+0.00753241j 0.0334403-0.0146775j 0.00405988+0.0393251j -0.00296291+0.00933378j -0.0356801+0.00100996j -0.0192244+0.0306768j -0.00599804-0.0226028j -0.0311895+0.0467119j -0.0484066+0.0212576j -0.0111587-0.00487449j 0.00944873-0.00466508j 0.00300731+0.0184228j 0.0160725-0.0458755j 0.00388089-0.0271832j 0.049636+0.0266044j 0.0604314-0.0281052j 0.0187492+0.0238746j 0.0207637-0.0998155j -0.110126+0.013779j 0.0328655-0.0964822j -0.0702302+0.0332753j -0.122856-0.00318498j 0.00456564-0.0924765j 0.0345551-0.0615553j 0.0788749-0.00286168j -0.128562+0.0551686j -0.182769+0.0948878j 0.0308704-0.0992933j -0.118752+0.0355929j 0.00370226+0.0110541j -0.125678+0.0865937j 0.00312126+0.0756898j 0.0529616+0.00562869j -0.0611686+0.0215056j 0.019781-0.0513588j 0.00522143-0.000302156j 0.0169494+0.0551886j -0.0786141+0.0691217j 0.0191903+0.00567689j -0.00272851-0.0087492j -0.00411135+0.0205673j 0.0160463-0.031909j 0.0117759-0.026981j -0.0182878-0.0118534j 0.0376004-0.0731603j 0.000678079-0.0391404j -0.0170419-0.0110525j -0.00391939-0.0102158j -0.0100285+0.00349588j 0.0180128+0.0108949j 
-0.00319025-0.00942658j -0.0102395-0.0136935j -0.0054112-0.0116839j 0.0263929+0.00239572j -0.0195198+0.00910123j 0.0096625+0.0146961j 0.0196347+0.0014128j 0.00224312-0.0255235j 0.0368622-0.0159689j 0.0107172-0.00204948j -0.00822833+0.00694192j 0.00967506-0.00802979j 0.0120066-0.00806839j 0.015298+0.0001831j 0.0306446-0.0126609j 0.0223904-0.00491905j 0.0120407-0.00819136j -0.00302311-0.00762503j -0.0243031-0.0667775j 0.0310623+0.015777j 0.0167309+0.0152902j 0.00896517+0.0160605j 0.00515068-0.0328382j -0.0307479+0.0222392j 0.0035055+0.00832423j 0.000551146-0.0243301j -0.0375838-0.0369573j -0.00742266+0.00654665j -0.0145507-0.028844j 0.0143535-0.00335857j 0.0263667-0.013718j -0.0403057-0.0373471j 0.0107513+0.00748994j 0.0535801-0.063375j 0.0651559+0.00392155j 0.00872762-0.0103525j 0.0265266+0.0473063j -0.0537393+0.0535407j 0.0697271+0.0845673j -8.87486e-05+0.109723j 0.00155333+0.138847j 0.125849+0.064954j -0.0112485-0.0161809j -0.193081-0.0500838j 0.0983059+0.0153235j -0.0470446+0.0955643j -0.0526847+0.0361505j 0.0826448-0.0477773j -0.0360729+0.0444963j -0.00414172+0.0604007j 0.0333179-0.0524654j 0.0787869+0.02954j -0.0275779+0.0628845j -0.0181517+0.00787215j -0.0168479-0.0636842j 0.0621385-0.0785778j 0.0304153+0.0254892j -0.0517861-0.0254287j -0.0355614+0.0331304j -0.0148707-0.00790577j -0.0589404+0.0161434j 0.00436766+0.0166489j 0.0415029+0.0578818j 0.00884182-0.00967292j 0.00459806-0.026348j 0.0335494+0.0007524j -0.021225+0.0323308j -0.00793381-0.0150577j -0.0179549+0.0104255j 
-0.0138768+0.0112924j -0.0104631-0.0077186j -0.012109-0.00399844j -0.00906133-0.00310086j 0.0276332-0.011641j 0.00658209+0.0240848j 0.0102545-0.00715002j -0.000785449+0.00409031j -0.0194554-0.0136533j -0.01294+0.0106232j -0.00479761-0.0077102j 0.0207965-0.00975337j -0.0261617-0.0143793j 0.0135868-0.0054872j -0.0190646-0.0433924j -0.0135131-0.0229379j -0.0123191-0.00390808j -0.0288759+0.0123691j -0.0431904-0.00992708j -0.00350509-0.022541j -0.0161871-0.0298351j 0.0223956+0.00404388j 0.00633201+0.0156398j 0.0184701+0.0336452j -0.00602193+0.0153749j -0.0168673+0.0194218j -0.0349795-0.0147171j 0.0317482+0.0537113j 0.0407639+0.0173196j -0.0197232-0.0391588j 0.0497725+0.0110027j -0.0993456-0.0412518j 0.00539469+0.0115185j 0.0348911-0.104465j -0.0415993+0.0260783j -0.0358038-0.0639058j 0.0176268+0.0302003j 0.0978601+0.163063j 0.0412427-0.0883515j 0.0162573+0.0151358j -0.104784-0.0334036j -0.150175-0.0104402j -0.0383014-0.0857701j -0.0470111+0.0245204j -0.0425762+0.0339866j 0.0192844+0.0132059j -0.0791782+0.00368418j -0.0229964+0.0196919j -0.0174288+0.00738127j 0.0358865-0.0272469j -0.0124423-0.038909j 0.0242461-0.0344776j -0.00976892+0.0628096j -0.059528-0.0143929j -0.0370381-0.00330417j 0.0626287-0.0170589j 0.0194984+0.0121345j 0.00958592+0.0239723j -0.0206293-0.0569233j -0.0200159+0.0280567j 0.04225+0.0395525j 0.000906703-0.00221374j 0.00206581+0.0257529j -0.00406261-0.0102654j -0.0643071+0.0114051j -0.0401062+0.00802624j 0.0113102+0.00295918j -0.0302344-0.00773588j -0.0126376+0.0227626j 
-0.00262437+0.0192277j -0.00307889+0.00508426j -0.0214282-0.0127991j -0.00116449-0.00115673j -0.000770517-0.0101108j 0.0160937+0.00151981j -0.0116415-0.00142844j -0.00953443-0.0290064j -0.0119478-0.014256j -0.0245879+0.0329362j 0.0124392-0.00849728j 0.0071292-0.00384701j -0.0119054+0.00264745j -0.0206244+0.0187026j -0.0285179-0.0415473j 0.00378324-0.000854432j 0.0304818-0.000624077j 0.0303487+0.0186077j 0.00984699+0.0315571j 4.02457e-05+0.0561228j -0.0109698-0.0258435j 0.0105802-0.0189988j 0.0189257+0.0291608j -0.0567382+0.000585733j 0.0316831-0.000285814j -0.058382-0.0842536j -0.0420202-0.0496729j -0.00922435+0.0282962j -0.0627402-0.019111j -0.0050351+0.0189193j -0.0117324-0.0649883j 0.0275362+0.047837j 0.0443726+0.0581745j -0.00365278+0.0410595j -0.0741119-0.0218736j -0.0461675-0.000526037j -0.0291805+0.0709004j -0.0592733+0.00374127j 0.0439128+0.0237022j -0.0020701-0.125861j 0.01538-0.0288839j 0.061257+0.0939326j -0.0151222-0.0283325j -0.0918521-0.0242371j 0.130192+0.0592136j -0.0468158-0.0231214j 0.110693-0.0505788j 0.0566964+0.0487412j -0.0183609-0.029802j -0.0178885-0.00933578j 0.0133927-0.0305097j 0.00987953+0.0321477j -0.0155233-0.0530378j 0.0693942+0.0256816j 0.0328649-0.0170407j -0.0519187-0.0167035j 0.00533595+0.0015j -0.0375159+0.0176163j 0.00581813-0.0126296j 0.0474281+0.0218318j -0.0181665-0.000598448j 0.0607988+0.0257358j 0.0034732-0.0420195j -0.0185174+0.0173471j 0.0264296-0.00738849j 0.00459028+0.000717763j 0.00721224+0.0347267j -0.0131564+0.00759416j 0.018084+0.0196864j 
-0.00116273+0.00989411j -0.00689218-0.00289666j -0.014607-0.00164955j -0.00517825+0.00427038j 0.0025719-0.00199483j -0.00111403+0.012844j -0.00146463+0.0214291j 0.00731916-0.0153481j -0.022811-0.0133466j 0.00418031+0.015491j 0.0248963-0.0209084j 0.00306739-0.00244943j -0.0297002+0.0103551j -0.0147557+0.0226754j -0.0209184-0.0483596j -0.0349863-0.0120602j -0.0147903-0.00530127j -0.011368+0.0122764j -0.0175524-0.030856j -0.0159066-0.0062067j -0.0183932-0.00758184j -0.00752344+0.0114185j 0.0167013-0.0569661j 0.0509955-0.000566159j -0.0179813-0.0524023j -0.0129135-0.0736607j -0.0406382-0.0471122j 0.0211855-0.019599j 0.0160397+0.00859095j -0.0481111-0.0110015j 0.0193966+0.0904125j -0.0804819-0.0341093j 0.0212329-0.0778745j -0.0305243-0.0417736j 0.066086+0.0544216j 0.0173272+0.0288109j 0.0708983+0.036456j 0.12353+0.0250421j 0.0342059+0.125722j 0.124738-0.0825899j -0.0659875+0.0113084j -0.0397571-0.028008j -0.0728223+0.0347751j 0.0454173+0.00196527j 0.0242094-0.00993427j -0.0342218+0.074537j 0.0253119-0.00632533j -0.0484888+0.0022617j 0.0160425-0.000934905j -0.0471464-0.053373j -0.0984373+0.0272369j -0.0139818-0.0010997j 0.1116-0.0206251j -0.0196786+0.0199553j -0.0127598-0.0803155j -0.0150151+0.00885408j -0.0179418+0.0263503j 0.0308865+0.0273903j 0.0214583-0.0139762j -0.0421926-0.015264j 0.0595269+0.00513307j -0.0207747-0.0013281j 0.0194386-0.0255765j 0.00982922+0.00532723j 0.0114493+0.00222104j -0.0167131+0.0198901j -0.0273997-0.0123439j -0.00662075+0.00460377j -0.000424448+0.0115372j 
-0.00845625+0.00228589j -0.0181793-0.0030469j -0.0126116-0.00191015j -0.00678305+5.74144e-05j 0.0322353-0.00643062j 0.0228039-0.0171667j 0.0112065-0.00200148j -0.0435158-0.00270507j -0.00752121+0.00291191j 0.0138022+0.0140878j -0.00330513+0.017423j 0.0333503-0.0271883j -0.0467762+0.00565596j -0.000252002+0.00807074j -0.0198277+0.00886185j -0.00272243+0.00591333j -0.020275+0.00991583j -0.0206054-0.00686104j 0.0457658-0.038742j 0.0406713+0.0273337j -0.00560303+0.0143934j -0.00421895+0.00401316j -0.00760421-0.0495204j -0.0542936-0.00549073j 0.0593303-0.025964j -0.0221535-0.0240131j -0.0261979+0.0248913j -0.0696949-0.00613094j -0.0604973-0.0188524j -0.0596576+0.024415j -0.0389501-0.0268414j 0.122148+0.0416037j 0.000567508-0.0271103j 0.0413828+0.0518616j 0.00559107-0.0164301j -0.0497766+0.0334778j -0.099081-0.0105328j 0.0044746-0.0350334j -0.0405016-0.0140702j -0.0565788-0.0618088j -0.073196+0.0360511j -0.027487+0.052546j -0.0122195+0.081575j -0.0251602+0.00695921j -0.0570596+0.00667885j -0.0727892+0.0464884j -0.0486966+0.0331433j 0.0289158-0.0427854j -0.0202415+0.0317942j -0.0670369+0.0183294j 0.0370713-0.0189261j 0.00272827+0.00763035j -0.0536801-0.0171595j -0.0105603-0.0125314j 0.0516662+0.0475028j -0.00334058-0.0454659j -0.010075-0.0225316j 0.0125029+0.0231711j 0.0122709+0.0159088j -0.0415628-0.00974482j 0.00451212-0.0104009j 0.0399517+0.00512579j -0.00987023+0.0263157j -0.0368297-0.0317414j -0.041921-0.00181016j -0.0146395-0.00859252j -0.00228737+0.00133433j -0.0183316+0.00330861j -0.0187132+0.000491789j 
-0.000271594+0.00354528j 0.00112196-0.00806988j -0.00388778-0.00947012j -0.0237585+0.00153231j 0.0189551-0.010735j 0.00398379+0.0287566j -0.0249114+0.013421j -0.00232428+0.00613902j -0.0300311+0.012357j -0.037553+0.0215571j 0.0203212-0.00491813j 0.0103629-0.00653791j -0.017954+0.00749541j -0.0242502-0.00244648j -0.0380661-0.0159315j -0.0226373+0.0155679j 0.00236192-0.0123854j -0.000485474+2.96011e-05j 0.0219083-0.018059j -0.0352481+0.0235743j -0.00385646-0.0169883j 0.00406617+0.0204869j 0.012459+0.0190164j -0.006721-0.0210911j 0.0136147+0.0241486j -0.0704291-0.0130245j -0.030209-0.0370227j -0.0103956+0.0679844j -0.0217545-0.0400772j -0.0112807+0.0236458j 0.023052-0.0438938j -0.0541449-0.0385313j 0.0206725+0.0282091j 0.122422+0.021248j 0.0202387-0.0118737j -0.00620372+0.0621621j 0.0581685-0.0131176j -0.0597136-0.088723j 0.0716792-0.0313241j -0.0399528+0.0423706j 0.0872553-0.0232034j 0.0229981+0.0682552j -0.0267195-0.0448752j 0.0370629-0.031809j 0.0273751+0.0379932j 0.100064-0.0151183j -0.034122+0.0128604j 0.126732-0.0361893j 0.0360088+0.0329329j -0.0245223-0.0586652j -0.017242-0.0004272j 0.0528142+0.0903905j -0.0656616+0.0475994j 0.0363602-0.041456j -0.02516+0.00886093j 0.0109123+0.00675208j -0.0280208+0.0133278j -0.00893503+0.0145325j -0.012171+0.0148965j 0.0226952+0.0398798j 0.0122405+0.0209319j -0.0531956+0.0128164j -0.0400899+0.0180249j 0.000881342+0.0031227j 0.00256845+0.00122853j -0.0425106+0.00853279j -0.0214016-0.0504032j -0.0138814+0.0041532j 0.00162944-0.00364012j 
0.00343278+0.00145737j -0.0143033+0.00868978j -0.0189562+0.00428037j 0.00861704-0.00359626j -0.0154223-0.000167871j 0.00345408-0.0217255j 0.0213942+0.00687138j 0.0161951-0.0076933j 0.0312207-0.015706j 0.0189847+0.00888928j 0.00907076-0.00898686j -0.00776272-0.0136937j -0.0101423+0.00429448j -0.0325908+0.0170606j 0.0389901-0.00227652j 0.0244522-0.000416658j -0.0133151+0.00767912j 0.00853948+0.0156295j 0.0388564+0.0151206j 0.0342326+0.00249913j -0.0255106-0.0017572j -0.0262133-0.0363375j 0.0182859-0.0258698j 0.0104157+0.000388039j -0.00650535-0.0636234j -0.01308-0.0579834j -0.00101558+0.0100167j 0.0551491-0.00289032j 0.0263785+0.0144496j 0.0594133+0.0511894j 0.00170688+0.00706717j -0.00986123+0.0414418j 0.0346902-0.0239843j -0.0341452+0.0510543j -0.0153596+0.0257872j -0.0146401-0.0172835j 0.00319845-0.0169273j 0.000467432-0.0196409j 0.0259703+0.048566j -0.127109-0.0390022j 0.034833+0.0127085j -0.0619976-0.0721382j -0.030095+0.0400402j -0.00760523+0.108951j -0.0567266+0.0056906j 0.0464646+0.0543758j 0.0309641+0.0054436j -0.0291844-0.024998j 0.0324808+0.0334577j 0.00313378+0.0288545j 0.00479498+0.0266292j 0.016103+0.0334541j -0.00487418-0.020567j 0.00599054-0.0478229j -0.0539486-0.012757j 0.0456999+0.000173068j -0.00318461-0.00969201j 0.102112+0.0395151j 0.00396421-0.00581366j 0.00577384+0.0163051j -0.028773+0.0120412j -0.0306811-0.0244028j -0.0120907+0.00584263j -0.0130257-0.0208109j -7.60815e-05-0.0133563j 0.0175331-0.000845476j -0.00517914+0.0149817j -0.0238574-0.00420941j 0.00241728+0.00127041j 
