-3.56929e-14-0.24459j -1.55278e-14-0.387982j -1.10787e-16+0.0827392j -5.35248e-16+0.227489j -3.20966e-16+0.275724j -4.74347e-16-0.139029j 2.70991e-16-0.249311j -7.98372e-17-0.0253102j 1.39803e-16-0.120023j 8.20927e-17-0.0346182j -1.21822e-16-0.0262649j -5.30304e-17+0.00661206j -1.23149e-16+0.00579352j -4.89414e-18-0.0925493j 9.68445e-17+0.0149528j -2.0141e-16-0.0140148j 6.42002e-17-0.0394386j -5.24425e-16-0.037196j -2.69537e-16+0.0175459j 2.02449e-16-0.0355012j -9.1695e-17+0.013871j -1.13515e-15+0.033575j 1.60313e-16-0.0134878j 1.1714e-16+0.000149531j -1.07179e-16-0.022755j 6.51864e-17+0.0001156j 8.3457e-17+0.0132513j -6.26808e-16-0.0264405j -2.59936e-16-0.0333713j 4.33242e-16-0.0127183j -5.95285e-17+0.00349426j 5.20107e-16-0.0168556j 1.10868e-16+0.032477j -2.13364e-16+0.0208113j 7.15581e-15-0.0105773j 4.2931e-18-0.003306j -5.67191e-18+0.00486283j -6.05618e-16+0.0296118j 4.49698e-16-0.014729j -1.61045e-15+0.00774234j -2.21121e-15+0.00577668j 4.8948e-16-0.0034297j 3.63238e-16-0.0575417j -7.71672e-16+0.0269952j -3.53309e-15-0.0303225j -6.98657e-17-0.0252521j -2.32747e-16+0.00708299j -5.54746e-16+0.0309328j 1.9346e-16+0.0030075j -4.72918e-17+0.0273459j -1.51864e-16-0.0114685j -3.95847e-17-0.0111933j 3.48699e-17-0.0121496j 3.33223e-15-0.0284166j -5.40633e-17-0.00637258j 5.23571e-15-0.00747399j 2.70655e-17-0.0538054j -2.08393e-16-0.0648411j 3.01654e-16+0.0240213j 2.07807e-16+0.0453934j 2.61052e-17-0.0543656j -1.0596e-16+0.0362986j 7.92905e-18+0.0147714j -3.83669e-17-0.00336323j -1.6211e-16+0.0682948j -3.23143e-17+0.0856968j 2.35631e-17-0.037731j -2.30982e-17-0.0862069j 6.30169e-17-0.04032j -9.97127e-17+0.0825791j -3.94389e-15-0.0764268j 8.87314e-15+0.108234j 
5.22307e-15+0.0145707j 2.29985e-15+0.105054j -1.43829e-16-0.119478j 5.17731e-16-0.0913515j -2.65615e-16+0.0264834j -9.44044e-17-0.0629625j -3.48483e-16+0.173759j -4.81471e-16+0.133487j -4.18411e-16+0.0298306j 3.43794e-16-0.160302j 1.6133e-17+0.0059616j -2.11929e-16-0.000385095j 4.2106e-17+0.115528j -1.23555e-16+0.0462634j 6.81417e-16+0.0918658j -1.29043e-15-0.12395j 6.78743e-16-0.111798j 1.82219e-15+0.0395204j 9.65108e-16+0.0509259j -2.85454e-15+0.223263j -1.03014e-15-0.118236j -3.70831e-15+0.0754387j -6.1839e-16-0.125722j 9.77346e-16+0.0570381j 5.78793e-16+0.0559428j -7.14544e-16+0.082746j 4.5856e-16+0.021724j 3.94674e-17-0.0139212j -6.816e-16+0.0733334j -6.32318e-16+0.0888804j 3.42585e-15-0.071398j -6.09654e-16+0.0174556j 1.2089e-15+0.164223j -1.43289e-15-0.0574j -6.07838e-14+0.0850978j 1.74289e-15-0.0235927j -9.49091e-17-0.0146257j 1.05092e-15-0.0519091j -4.42608e-16-0.0387283j 7.56183e-15-0.0155981j 1.2e-14-0.0491949j -1.28349e-15+0.0236325j -3.94288e-16+0.0284843j 2.07887e-15+0.0371609j 1.20741e-14+0.0754963j 4.16194e-17-0.0121768j -5.83539e-16+0.0539798j 1.50924e-15-0.119777j 3.59272e-15+0.0374994j -7.99573e-17-0.0058626j 2.35004e-16+0.0630847j 3.11244e-16-0.0270246j 2.26248e-17-0.000696597j -6.41166e-15+0.0550803j 1.33231e-16+0.00365749j 1.69066e-14-0.0232337j 5.11973e-16-0.0822526j -2.97663e-16+0.11844j -4.28747e-16+0.0446043j -2.55012e-16+0.0510873j -1.31104e-16-0.0846257j -1.6385e-16+0.0461618j 2.32783e-16-0.0383855j -1.62926e-16-0.00102026j -3.68377e-16+0.088305j 4.11796e-17-0.0396635j -4.22947e-16+0.0805527j 1.99043e-16-0.0267965j 2.36541e-16-0.0133944j 2.62758e-16+0.00732316j 7.83052e-16-0.0187259j -9.94645e-16-0.0271467j 
-6.2698e-15+0.00246179j -2.74387e-15-0.170239j -1.7342e-17+0.133034j 3.56417e-16+0.0376644j -3.47368e-16+0.0730215j 2.38428e-16+0.00848872j -2.59869e-16-0.182641j -1.51015e-16-0.132689j -2.698e-16+0.0623612j 2.57959e-16+0.156254j 1.8258e-16+0.0883098j -6.6624e-16+0.0958279j -4.05664e-16-0.235205j 3.74935e-17+0.0302251j -4.79395e-16+0.00232581j 5.091e-16+0.0636992j 3.96571e-16-0.0540642j 1.04803e-15+0.0327063j 4.28063e-16+0.136214j 5.74684e-16-0.0253227j 5.21089e-16+0.03651j 1.63958e-15-0.0174917j 1.52585e-15+0.131196j -4.1598e-15-0.203567j -1.15288e-16-0.0799401j -3.23763e-15+0.0774971j 1.52013e-15-0.0851786j 2.41729e-16-0.0594418j 2.80708e-16-0.0073671j 1.13452e-15-0.0198052j 3.64646e-15-0.0862061j -1.03376e-16-0.0519664j -3.15848e-16+0.000435999j 4.82152e-16+0.0180182j 3.56934e-14-0.0525887j 8.45457e-16-0.084238j -3.65638e-16+0.0103649j 1.76239e-15-0.0716237j -5.23957e-16-0.0189961j 9.30932e-15+0.0479822j 1.50187e-14-0.0984738j -7.07042e-16+0.0772115j 3.70524e-16-0.0660559j -2.70829e-15+0.0766397j -1.24744e-14-0.101588j -1.12875e-15+0.140942j -1.55625e-15+0.0433224j -3.0702e-17-0.0379172j 2.75796e-16+0.00953292j 1.21416e-16-0.130527j -4.84084e-16-0.136788j -5.68421e-16-0.0796043j -1.4505e-16-0.0136817j 7.45956e-15-0.0602051j -1.96353e-15+0.0364004j 2.88468e-14-0.0405439j 3.56964e-16-0.0145941j -5.38595e-16+0.00418385j -2.26655e-16-0.00757759j -1.03433e-16+0.0224868j 6.68174e-16+0.0843505j 6.94369e-17+0.0112158j 2.15387e-16-0.0668367j 1.48688e-16+0.0555481j -1.88823e-16-0.0387197j 4.55091e-17+0.0415481j -3.22092e-16+0.150064j 1.06865e-16+0.011152j 4.36926e-16-0.065028j 2.94681e-16-0.171623j -1.21553e-16-0.0253867j 6.50863e-16-0.00244164j 
2.92103e-14+0.301525j 1.31387e-14+0.0915176j -3.93382e-16+0.144954j 6.42494e-16-0.172375j 1.07023e-16-0.0845169j 1.18877e-15+0.349228j 1.40976e-16-0.00507114j -1.47384e-16+0.058655j 2.92854e-16-0.172545j -1.48407e-16+0.09244j -1.37758e-16-0.0826932j -1.21021e-16+0.00911963j -1.2831e-16-0.056356j -1.6806e-16-0.0020881j -9.54867e-17+0.0933298j 7.73568e-17+0.0784362j -2.13854e-16+0.0729745j 1.84055e-15+0.133322j -2.0982e-16-0.0269855j 2.37803e-15-0.147419j 4.29116e-16-0.0764372j 1.88228e-15-0.0586636j -1.51847e-15-0.038565j 4.06652e-15+0.194384j -5.79754e-17+0.0713693j -6.83666e-16+0.0135468j 9.7333e-16-0.07291j -2.0899e-15-0.0925876j -8.48837e-16-0.08664j 5.8782e-16-0.0206873j 2.41562e-15-0.0289702j -5.53196e-16+0.0415299j -1.18745e-15-0.0378302j 3.80777e-16+0.0968922j -4.89294e-14+0.071302j -1.19725e-15+0.136776j 1.24407e-15-0.0125962j -1.64939e-15+0.0612218j 4.39329e-16-0.0230411j -5.4772e-16+0.042194j -7.30228e-16-0.0314869j -1.63127e-16-0.0867429j -2.87712e-16+0.0106763j 2.91773e-15+0.0453978j 1.83884e-14+0.114962j 7.30137e-16-0.0296849j 8.95428e-16-0.0564888j -1.54606e-15+0.0881853j 6.39207e-15+0.0700381j 6.23483e-16-0.0852264j 2.05553e-16+0.00705773j 3.04389e-16+0.0165498j 3.75675e-16+0.0468249j 2.43232e-15-0.0144536j -4.65231e-15+0.101259j -3.0205e-14+0.0421607j 2.84538e-17-0.00410331j -1.29736e-16+0.00863058j 4.15946e-17+0.0678023j -2.01215e-17-0.0288503j 2.92396e-16+0.00663454j 2.94828e-16+0.0697881j 2.02026e-16+0.0874584j 9.648e-17+0.0460589j -1.23584e-16-0.0645597j -9.08145e-17-0.0415371j -9.96402e-17-0.0647102j -5.12444e-18-0.0537051j 7.51539e-17+0.00720524j -2.72108e-17-0.112561j -4.19776e-16-0.0665876j 1.0139e-15-0.0135422j 
2.29036e-15+0.126744j 1.63539e-15-0.213448j -2.38132e-16+0.117122j -4.43896e-16+0.0652109j -1.65109e-16+0.21564j 2.56532e-16+0.0148155j 2.31608e-16-0.0258565j 1.7991e-16+0.0460846j 2.92117e-16-0.0824491j -2.53781e-16+0.107701j 2.98402e-17+0.084072j -1.23957e-15+0.175002j -5.85202e-17+0.029452j 2.77855e-16-0.00576159j 2.10764e-15+0.0542209j -1.36684e-15-0.18625j -5.69967e-16+0.215934j 1.72207e-15+0.0785254j 1.37156e-15+0.0244252j -1.71536e-15+0.235065j 2.88134e-16-0.0104805j 4.18532e-15-0.166793j -2.26751e-15-0.150971j 2.25478e-15+0.113662j -1.89594e-16+0.0504601j -9.81033e-16+0.0189555j 4.70388e-16-0.0981328j -3.45364e-15-0.11915j -2.30515e-15-0.12559j 1.4435e-15+0.178928j 6.20718e-15-0.0881122j -2.31342e-15+0.142374j 1.03453e-15+0.041476j -4.0773e-16-0.0224306j -1.24782e-13+0.173262j 5.70218e-15-0.138601j -3.45223e-15+0.0687391j -3.06263e-15+0.105626j 1.68131e-15-0.113793j 1.79499e-14-0.0325168j 2.8966e-14-0.119499j -8.91097e-16+0.0555816j 7.10588e-16-0.112883j -4.18963e-16+0.0900482j 1.39054e-16-0.017256j -5.71742e-16+0.0720523j 2.34329e-16-0.00229649j -1.96818e-16+0.0117263j -1.02795e-14-0.104982j -7.95096e-16-0.0122055j 4.97648e-16-0.00361209j -2.23962e-16+0.0599219j 1.18254e-16+0.0052082j 1.02454e-14-0.0863677j -1.50158e-15+0.0108814j 2.78078e-15-0.0037341j -1.48583e-16-0.0210439j 7.35835e-17+0.0137989j -6.43292e-17-0.00512212j 2.66978e-16-0.0228841j 4.38743e-16+0.00857726j 4.59399e-16+0.164881j -2.20206e-16-0.0130278j -3.34553e-18-0.0426721j 3.95759e-16-0.0307383j -4.60359e-17+0.0455414j -1.27425e-16+0.105989j -2.49057e-16+0.0533409j -1.25444e-16+0.0183499j -5.81148e-17+0.0140421j 1.24301e-15+0.0830159j -3.6246e-15-0.0199283j 
4.96813e-15+0.0444692j 2.38554e-15+0.0336947j -2.30831e-16+0.0179807j -5.16369e-17-0.0448081j -2.21345e-17-0.142039j -5.69986e-16-0.0925615j -5.36734e-17+0.0472316j 6.17959e-16-0.285782j -1.17918e-16-0.0251549j -3.67006e-16-0.18045j 1.63508e-17-0.173018j -4.8429e-16+0.118359j -3.14487e-16+0.163923j 1.62516e-16-0.153769j 1.0269e-16-0.11027j 2.0278e-15-0.0153079j 9.44416e-18-0.0590079j -6.54486e-15-0.459319j -1.96058e-15-0.222397j -1.85019e-15+0.0751603j 2.04671e-15-0.113489j 9.55863e-15-0.259759j 6.16842e-16+0.280683j -1.62794e-15-0.105158j -1.88307e-15-0.27182j 1.75587e-15-0.15329j -2.0359e-15+0.103316j -6.51061e-16-0.0545402j -1.65948e-15+0.1271j -1.99213e-15+0.132983j 4.99732e-15-0.117276j -1.84774e-15+0.0528079j 2.3301e-15+0.106868j -6.03316e-16-0.148619j 5.8779e-15-0.00899541j -3.93044e-16-0.0197394j -5.73675e-16-0.011314j 1.7477e-16-0.0496774j -2.02598e-16-0.0262882j -1.01233e-14+0.0207618j -1.58678e-14+0.070186j 1.34373e-15+0.0590169j 1.4509e-17-0.0319386j -4.45131e-17+0.157938j -1.11244e-15-0.0382888j -7.45813e-17+0.0138008j 7.33161e-16-0.0129313j -4.37946e-16-0.00070673j 2.15085e-17+0.00263369j -4.13308e-16-0.0607467j 3.22975e-16+0.163513j 4.33366e-16-0.106857j 1.05186e-16+0.0162275j -9.66103e-15+0.0855877j -1.09465e-15+0.0391394j -6.87325e-15+0.00963831j 1.26041e-17+0.0239461j -3.2214e-17-0.0715951j 1.11747e-16+0.0976247j 1.96371e-16-0.0375064j -5.12589e-16-0.0452616j -7.28405e-16-0.0655205j -3.5991e-16+0.0626085j 9.75174e-17+0.017228j 1.63046e-16-0.0321982j -6.94652e-17+0.0739698j 2.01469e-17-0.0425646j 1.05902e-16+0.000551698j -3.4286e-16+0.0721774j -2.4525e-16+0.0230888j -4.70712e-16-0.039446j 1.1557e-15+0.000160625j 
-4.26966e-15+0.00493537j -1.38589e-15-0.115939j 4.6668e-17+0.0247754j 6.48605e-16-0.0112877j -8.45516e-16+0.115891j 2.23055e-16-0.1086j 6.24241e-16-0.164075j -1.61914e-16+0.00324908j 1.03418e-16-0.0188499j 1.37571e-15-0.184633j -6.74722e-16+0.179788j -2.43122e-15+0.208452j -3.21633e-16+0.127483j -1.4761e-15+0.162574j -2.7263e-15+0.319498j -2.16622e-15+0.187664j 1.49008e-15-0.0938397j 3.56765e-15+0.278363j -7.70332e-18+0.419285j -3.48491e-16+0.129108j -1.14403e-15+0.0392179j -1.57507e-15+0.0344772j -1.30803e-15+0.27607j 1.85938e-15+0.224404j -1.30961e-15-0.082016j 1.41139e-15+0.046683j -1.92444e-15+0.187137j -2.28474e-15-0.0450454j 2.0008e-17-0.181462j 1.70681e-15-0.0787487j -1.00364e-14+0.219379j 3.9015e-15-0.00503555j -1.88899e-15+0.0103389j -5.90451e-17+0.215548j 1.57305e-14-0.0251363j 1.22347e-15-0.0940278j 7.16598e-17+0.0208247j 3.86292e-15-0.0862922j -2.58924e-15+0.0860615j 1.00479e-14+0.137963j 1.90814e-14-0.177745j -3.39956e-16-0.1179j 1.94795e-15-0.0609091j 3.08909e-18+0.134027j 9.26696e-15+0.038793j -1.03017e-15+0.0123306j -2.93311e-15+0.1201j 5.1394e-16-0.0731873j 4.17698e-15+0.0418706j -7.47161e-16+0.0594731j -4.09708e-16+0.06241j 3.25676e-16-0.067064j -2.88003e-16+0.0164459j -8.6176e-15+0.0653696j 2.8816e-15-0.0482j -3.39689e-14+0.0476802j 9.48451e-16-0.0867975j -8.58391e-16+0.095359j 1.00066e-16+0.0513349j 1.20884e-17-0.00880246j -1.2398e-16-0.0380265j -1.52849e-16-0.0857492j 6.65974e-16-0.0861859j 1.97457e-16-0.0417532j -1.53515e-16-0.00125832j -3.0437e-17+0.0415472j 5.0426e-16-0.112422j 2.53122e-17-0.0189524j 8.93523e-17-0.00240083j -2.60847e-16+0.0475993j -2.62201e-15-0.0145286j 5.20462e-15+0.0864773j 
-2.12319e-14-0.150605j -9.30121e-15-0.224546j -5.9483e-17+0.0847782j -3.03474e-16+0.217154j -2.23039e-16+0.13312j -2.42966e-16-0.0938053j -5.50196e-16-0.232215j -5.47708e-16+0.15015j -1.66374e-16-0.0302789j -1.33186e-16+0.0945818j 5.758e-16+0.151379j 2.06464e-15-0.203129j -1.0579e-15+0.176455j 1.02e-15-0.14312j 6.52884e-16+0.0252261j 7.28561e-16+0.136568j 5.18312e-18+0.0756257j 7.17306e-16+0.0741713j 7.63843e-16-0.0110841j 3.99498e-15-0.131198j 2.51119e-15-0.0183279j 1.27969e-14-0.386338j -1.53578e-15-0.0638399j 4.22882e-15+0.0502175j 1.91077e-16-0.0464818j -3.65057e-15+0.138536j 3.69865e-15-0.083624j -1.318e-15-0.0742487j -5.23561e-17-0.127316j -5.45621e-16-0.253075j -1.02488e-15+0.076068j 1.71671e-15+0.140293j -3.1282e-16+0.0386757j -4.84378e-16+0.208768j 1.50929e-15-0.00238839j -1.91365e-15+0.0561486j 2.34954e-15+0.00438361j -1.88699e-15+0.0751834j 9.71439e-16-0.0268127j 2.92984e-15+0.0424315j 3.98591e-15-0.0455735j -7.25353e-16+0.0536675j -6.43224e-16+0.0454329j 2.80357e-15-0.00378255j 1.09295e-14+0.0740316j 5.12692e-16-0.144922j 5.34568e-16+0.0130591j -8.81456e-17+0.0074496j 6.61764e-16+0.0102732j 2.42616e-16+0.0599764j -8.68759e-16-0.0474524j -1.66506e-16-0.0102404j 2.26271e-16-0.0408311j -5.87346e-15+0.0479169j 1.82758e-15-0.0376248j -3.33703e-15+0.00518995j 6.8331e-17-0.056229j 2.52593e-16-0.0925594j 3.3157e-16+0.0374239j 7.01715e-18-0.0463397j 3.88618e-16-0.0162206j -2.8926e-16+0.00491212j -2.50966e-16+0.034142j -3.27654e-17-0.00928817j -3.53777e-16+0.0119834j -9.22249e-17+0.0172028j -5.11542e-16-0.0904899j 4.96384e-16-0.0815524j 1.83783e-16-0.0168743j 2.95054e-16+0.0442655j -7.85254e-16-0.0756545j 3.21742e-15+0.014821j 
-4.08325e-15-0.0668236j -3.33141e-15-0.012919j 1.81977e-15-0.0332808j -1.73029e-15+0.070528j -2.51155e-16+0.0249567j 9.38098e-16-0.00940881j 4.3559e-15-0.165407j 2.81597e-15-0.073683j 3.23979e-15-0.105696j 2.8754e-15-0.0900475j -6.92146e-15+0.248621j -8.72331e-15+0.253025j 9.14192e-15-0.269906j 1.88716e-15-0.062063j 1.58553e-15-0.0353709j 1.35095e-15-0.0172725j -3.39891e-15+0.122209j -2.12928e-15+0.202123j 4.11707e-15-0.0944481j -8.8889e-15+0.206763j 2.3213e-15-0.0855302j -2.13314e-15+0.0647668j -6.34239e-15+0.242182j -3.63068e-15+0.13584j -5.43735e-15+0.160356j 8.03816e-15-0.135498j -4.76361e-15+0.102054j 1.62216e-15-0.258267j -3.4262e-16-0.157978j -2.79054e-15+0.265528j 2.25086e-15-0.00224546j -6.03502e-16-0.0476913j 2.07363e-15-0.165963j 1.12238e-15+0.0335462j -5.40869e-14+0.0743054j -3.44005e-16+0.0524941j -6.90444e-15+0.122653j -6.78452e-15+0.142725j 2.79445e-15-0.00843393j -1.56242e-14+0.0275366j -2.6827e-14+0.104352j -5.2217e-16+0.062507j -4.63032e-15+0.117955j -1.27195e-16+0.0198589j -8.54644e-16-0.00930223j 1.19843e-15-0.0576853j 3.91919e-16-0.00493298j -2.39493e-15+0.0651929j -6.23127e-15-0.0810998j 8.72112e-16-0.0252358j 2.01917e-15-0.0618801j -1.94294e-15+0.0556091j -5.64707e-16+0.0141931j -2.4651e-15+0.020439j -1.92642e-15+0.0247065j -5.23036e-14+0.070897j -1.39536e-15+0.0329807j -3.14215e-16+0.00619463j -2.28353e-15+0.0843016j 1.0675e-15-0.0275155j -2.44944e-15+0.0797634j 1.56495e-16+0.0132714j -2.87934e-17+0.00478397j -1.9467e-15+0.0706614j -4.82134e-16+0.0226614j 4.91373e-16-0.0183811j -9.52141e-16+0.0162347j -3.23129e-15+0.0997978j -2.6963e-15+0.0749189j -2.984e-15+0.101197j -8.07369e-16+0.0703361j -2.55632e-15-0.0218885j 
-1.01514e-14-0.20053j -4.36821e-15+0.183008j -2.03259e-16-0.162613j -9.84653e-17-0.151449j -2.73293e-16-0.0153055j -1.26619e-15-0.313724j 3.32225e-18+0.136224j 3.78367e-16+0.0160347j 8.88066e-17-0.0545635j 2.06637e-16-0.0158033j -2.02652e-16-0.0447822j 7.30994e-16-0.24629j -4.27207e-17-0.341964j -9.90921e-16+0.046024j -6.69663e-16+0.120648j 2.03232e-16+0.0233002j -2.61295e-16-0.0441356j -3.28538e-15-0.215876j -6.14134e-16+0.106623j -9.43212e-17+0.0887906j 1.22998e-15-0.108287j 7.59997e-15-0.331836j -3.5155e-15-0.0944161j 2.26133e-15+0.0434243j -2.24798e-16+0.107695j -2.99749e-16+0.0282578j 1.17609e-15-0.038992j -1.91375e-15-0.149026j -4.40032e-16-0.191152j -5.73755e-16-0.182466j 1.01378e-15-0.0181595j 2.76588e-15-0.0217598j 2.84038e-15+0.189963j -1.48863e-15+0.143384j -1.21e-14+0.0165654j -9.82281e-16+0.144309j -1.45112e-15+0.178725j 1.71459e-15-0.0962025j -1.49154e-15-0.0519387j 2.24123e-14-0.0340006j 3.62326e-14-0.153962j -1.83658e-15+0.0419933j 1.40241e-15-0.0898071j -3.37372e-15+0.0793109j -1.27172e-14-0.10726j 2.21246e-16+0.144095j 2.93507e-15-0.132183j 1.79174e-15-0.0802557j -2.96296e-16-0.0104681j 5.66758e-16+0.0235297j -9.9414e-16-0.167169j -7.77861e-16-0.0669498j 1.36212e-16+0.114118j -6.53069e-15+0.0558438j 6.04842e-16+0.00300397j 3.20131e-14-0.0461272j 9.72125e-17+0.0538805j -1.23229e-16-0.0942271j -1.09578e-16-0.0889203j -1.55493e-17-0.18085j 1.10316e-16+0.0170573j 5.8687e-17-0.0181185j 5.33404e-16-0.0229539j 2.91519e-16+0.00998284j -1.65867e-16-0.0343621j -7.39155e-18-0.0351154j 7.74133e-17+0.07244j -1.07345e-16+0.072797j -3.45801e-16+0.0199207j -3.33487e-16+0.0059445j 1.34598e-15+0.0271471j -3.55113e-15-0.0441638j 
9.43112e-15+0.0752469j 3.5366e-15+0.0533942j 6.71046e-16+0.0529025j 1.34726e-15-0.177349j -3.39256e-16+0.0436453j 1.5179e-15+0.103083j -1.12588e-15+0.206089j 5.62882e-16+0.0804608j -9.68731e-16+0.163163j 5.61557e-16+0.00706052j 5.27205e-16-0.140613j -6.89923e-16+0.14764j 6.15811e-16+0.0642443j 1.66141e-15-0.00987046j 6.60568e-16+0.15216j -6.22364e-16+0.0283511j 1.70672e-15+0.074237j 3.40102e-15+0.211518j 1.47756e-15-0.00885844j -2.96184e-15+0.036314j -1.53538e-15+0.128895j -1.09651e-14+0.380769j 3.17564e-15+0.0278753j -5.15297e-17+0.117456j -5.74735e-16-0.160387j 5.04961e-15-0.305806j -3.12767e-15+0.00242535j 1.53311e-15-0.00966868j -3.47562e-16+0.177937j -2.03921e-16+0.0429307j -1.07682e-15-0.00606796j 1.33371e-15-0.157526j -1.6863e-15-0.0878826j 1.27481e-15-0.0731504j 5.69034e-14-0.0843961j 2.51506e-15-0.205989j 4.62576e-16-0.117746j -4.55582e-16-0.0300988j 6.88486e-16-0.0727552j 1.0541e-14-0.00424338j 1.71114e-14-0.0702348j -2.44658e-15+0.121882j -1.08739e-15-0.150122j 2.42131e-15+0.00219765j 8.29787e-15+0.0595129j 1.22907e-15-0.130828j 2.12008e-15-0.0769223j -1.46982e-16+0.0578222j -7.2118e-15-0.0668953j 3.45977e-17+0.0753438j 3.40706e-16+0.0277021j -3.7134e-17-0.0297981j -3.33074e-16-0.0548355j 3.48321e-15-0.0368645j 6.02874e-15-0.142061j -6.36234e-14+0.0900926j 1.02172e-16-0.0130307j 1.22448e-15+0.133102j -7.41265e-16-0.187503j -6.47672e-16+0.000568503j -6.39352e-16-0.0691573j -1.4279e-16+0.0183608j -4.10694e-16-0.10311j -5.72487e-16-0.110135j 1.48602e-17-0.00346259j -1.59504e-16-0.0237346j -7.98389e-16-0.0309661j 1.83415e-16+0.0136965j 2.04617e-16+0.00830335j 7.00916e-16+0.0650327j 1.183e-15+0.055204j -1.35498e-15+0.00208822j 
-1.75214e-14-0.130029j -4.0853e-15+0.013085j -8.50234e-15-0.162089j -5.17361e-15-0.107908j 5.08727e-15+0.105901j -6.72014e-15-0.116182j 7.23997e-15+0.156199j -6.91399e-15-0.118605j 1.103e-14+0.236271j -2.03869e-15-0.0394118j 2.74877e-15+0.043129j 2.93704e-15+0.0883184j -1.32507e-15-0.00788794j -1.36664e-14-0.274738j 1.24807e-15+0.0106105j -1.87145e-15-0.0188941j -7.56839e-15-0.139057j 1.4137e-14+0.241715j -1.95007e-15-0.0723749j 1.08318e-14+0.252466j -6.3683e-15-0.0984054j -2.42897e-15-0.0652214j 5.60293e-15+0.124318j -1.21822e-16+0.0192603j -9.61033e-15-0.172177j -3.35444e-15-0.0887857j -9.77633e-15-0.154186j -1.15565e-14-0.19553j 6.08732e-15+0.152898j 1.03717e-14+0.148235j -1.98497e-15-0.126824j -8.51241e-15-0.181557j 1.43008e-15+0.0360907j 2.57984e-15+0.0419757j -5.50835e-14+0.0809606j -2.56173e-15-0.138968j -9.1607e-16-0.0259393j 2.5251e-15+0.0829832j -4.83018e-15-0.133661j 2.25739e-14-0.000691258j 2.79141e-14-0.166093j 1.26159e-14+0.298246j 9.30612e-16+0.0517304j 4.62254e-15+0.00663614j 2.59876e-14+0.130547j -4.12963e-15-0.105508j 1.73047e-15+0.00872037j -9.72523e-16-0.00581057j 1.09514e-14+0.0723606j -5.16727e-15-0.0928136j -3.57081e-15-0.0529697j -4.78806e-15-0.0816893j -3.47498e-15-0.0701496j -4.97869e-15+0.0633137j 1.14539e-15-0.0529974j -1.63702e-14+0.0239725j -2.15426e-15-0.0446205j 2.53164e-15+0.064172j 2.09947e-15+0.0232882j 2.14098e-15+0.0381859j 3.22265e-15+0.0460585j 1.52362e-15+0.0249431j 3.13903e-18+0.00270265j 1.08401e-15+0.0137222j 9.75249e-16+0.0162115j 1.33993e-15+0.0207728j 6.35852e-15+0.112496j -1.88482e-15-0.0311949j -5.98607e-16-0.0156096j -4.86789e-15-0.0916188j -5.8649e-15-0.081866j 3.91831e-15+0.0151341j 
-1.99094e-15-0.0231842j -3.28986e-16+0.00808831j 3.09617e-17-0.0686054j 2.28696e-16+0.00734061j -7.57637e-16+0.0362949j -5.35352e-16-0.013341j -3.83257e-16+0.0419896j -5.50675e-16+0.250411j -8.03906e-16+0.144177j 3.37052e-16-0.0109764j -4.0562e-16+0.073087j -8.9841e-16+0.137809j -8.4254e-16+0.0573504j 5.81977e-16-0.260229j -8.1805e-16-0.0233978j 1.21891e-15+0.244889j 7.61152e-16-0.0121672j 1.26877e-15+0.328513j -2.15923e-16-0.202245j 2.42269e-15-0.217673j 6.60506e-16+0.0905391j 8.02223e-15-0.195343j 1.36201e-15+0.306577j -3.32113e-15-0.11741j -4.11082e-16+0.107548j 7.36252e-15-0.323848j -5.17083e-15+0.223634j 2.75126e-15+0.190554j 3.09947e-15-0.0407629j 9.64098e-16+0.0840768j 9.7162e-15-0.273492j -1.81579e-15-0.22913j -3.16557e-15+0.158675j -3.66795e-15+0.0616736j -1.85428e-13+0.264446j -1.17433e-15+0.0337813j 5.48486e-15-0.281562j 2.7012e-15-0.125121j -2.03375e-15+0.0525386j -3.69008e-14+0.23456j -5.7653e-14+0.150938j 1.84084e-15+0.109952j -5.08969e-16+0.112521j -5.46166e-15+0.0400664j -3.19206e-14-0.222946j 3.6126e-17+0.132012j -3.21997e-16-0.086085j -1.99702e-15+0.155339j 8.47762e-15+0.0906637j 7.61208e-16-0.045541j 8.08453e-16+0.0512098j 2.35832e-16+0.0324064j 4.33325e-16+0.0327428j -8.88388e-15+0.0822333j -5.74452e-15+0.137776j 6.006e-14-0.0859637j 5.44761e-16+0.0205702j -3.08449e-16-0.100843j -2.22607e-16+0.0792626j -3.12885e-16-0.14486j -4.61758e-16-0.0909213j -2.12833e-17+0.0314922j 3.9621e-16+0.137587j 2.78339e-16+0.0524597j 5.51453e-17+0.0560738j -2.47683e-16-0.0130008j 2.60116e-16+0.069691j 3.36673e-16+0.00509297j 2.10849e-16-0.0368946j 2.35426e-16-0.0409235j 4.96308e-16-0.0326285j -8.81546e-16-0.0259148j 
