-3.56929e-14-0.24459j -1.55278e-14-0.387982j -1.10787e-16+0.0827392j -5.35248e-16+0.227489j -3.20966e-16+0.275724j -4.74347e-16-0.139029j 2.70991e-16-0.249311j -7.98372e-17-0.0253102j 1.39803e-16-0.120023j 8.20927e-17-0.0346182j -1.21822e-16-0.0262649j -5.30304e-17+0.00661206j -1.23149e-16+0.00579352j -4.89414e-18-0.0925493j 9.68445e-17+0.0149528j -2.0141e-16-0.0140148j 6.42002e-17-0.0394386j -5.24425e-16-0.037196j -2.69537e-16+0.0175459j 2.02449e-16-0.0355012j -9.1695e-17+0.013871j -1.13515e-15+0.033575j 1.60313e-16-0.0134878j 1.1714e-16+0.000149531j -1.07179e-16-0.022755j 6.51864e-17+0.0001156j 8.3457e-17+0.0132513j -6.26808e-16-0.0264405j -2.59936e-16-0.0333713j 4.33242e-16-0.0127183j -5.95285e-17+0.00349426j 5.20107e-16-0.0168556j 1.10868e-16+0.032477j -2.13364e-16+0.0208113j 7.15581e-15-0.0105773j 4.2931e-18-0.003306j -5.67191e-18+0.00486283j -6.05618e-16+0.0296118j 4.49698e-16-0.014729j -1.61045e-15+0.00774234j -2.21121e-15+0.00577668j 4.8948e-16-0.0034297j 3.63238e-16-0.0575417j -7.71672e-16+0.0269952j -3.53309e-15-0.0303225j -6.98657e-17-0.0252521j -2.32747e-16+0.00708299j -5.54746e-16+0.0309328j 1.9346e-16+0.0030075j -4.72918e-17+0.0273459j -1.51864e-16-0.0114685j -3.95847e-17-0.0111933j 3.48699e-17-0.0121496j 3.33223e-15-0.0284166j -5.40633e-17-0.00637258j 5.23571e-15-0.00747399j 2.70655e-17-0.0538054j -2.08393e-16-0.0648411j 3.01654e-16+0.0240213j 2.07807e-16+0.0453934j 2.61052e-17-0.0543656j -1.0596e-16+0.0362986j 7.92905e-18+0.0147714j -3.83669e-17-0.00336323j -1.6211e-16+0.0682948j -3.23143e-17+0.0856968j 2.35631e-17-0.037731j -2.30982e-17-0.0862069j 6.30169e-17-0.04032j -9.97127e-17+0.0825791j -3.94389e-15-0.0764268j 8.87314e-15+0.108234j 
2.72459e-15-0.00708241j 1.13846e-15+0.0832844j 4.07196e-17-0.0650309j -2.75576e-17-0.00626208j 5.53554e-17-0.0661859j 1.05706e-16+0.0790248j 1.32799e-16-0.0404744j 1.04389e-16-0.0286857j 7.73213e-17-0.0279156j -1.57121e-16+0.0526237j -1.83559e-16+0.011322j -8.16698e-18-0.0276j 1.52057e-16-0.0491232j 2.23893e-17+0.00860937j -2.97307e-17-0.00395195j 1.01595e-16+0.016259j -1.65461e-17-0.0187186j 1.44102e-16+0.0270126j 8.16159e-17-0.0197878j 2.61387e-16-0.00606204j -1.65716e-16-0.00564217j -7.19169e-17-0.00302661j -1.23627e-16-0.0140355j 2.72074e-16+0.0280465j -1.29342e-16-0.0104874j 1.88024e-16-0.0398545j -2.17709e-16-0.0211369j 2.45626e-16+0.00669441j -3.18735e-17+0.0237228j -2.15137e-16+0.0200237j -8.07343e-16+0.00769615j 1.69907e-16-0.0279477j 2.56823e-16-0.00510402j 2.01354e-17-0.0540612j -1.79219e-14+0.0246405j 1.54791e-15-0.0713671j 1.66734e-17-0.0267313j -4.25099e-16+0.0226934j 3.44339e-16+0.00604987j 1.75764e-15-0.0198857j 2.46361e-15+0.000372482j -3.80217e-16-0.00985329j -2.21657e-16+0.0295418j -2.35218e-15-0.029419j -1.39116e-14-0.0883505j -3.47831e-16-0.0612349j -1.78643e-15+0.0885029j -1.87467e-16-0.00168686j -8.97791e-15-0.0894474j -2.63355e-16-0.0394293j 5.49657e-16+0.00719532j -3.70575e-16+0.0804401j 1.58764e-16-0.0421998j 3.80139e-15-0.0286521j -4.0049e-15+0.0750557j -4.97044e-14+0.0695716j 5.2078e-16-0.0392868j 5.33169e-16+0.0420996j 9.60435e-18-0.0375128j -2.66835e-17-0.0399488j -1.84613e-16+0.0539389j 2.51172e-16-0.0368984j -1.02142e-16+0.0702427j -1.77941e-16+0.0494526j -3.14098e-16+0.0207158j -1.72667e-16+0.0351329j 2.92362e-16-0.203543j -2.58634e-16-0.0484823j -6.58337e-16+0.149367j -5.44629e-16+0.0424184j -4.95136e-15-0.107679j 1.09691e-14+0.131373j 
2.60664e-15+0.0130708j 1.15108e-15+0.0408668j 4.91841e-16-0.136821j -5.12089e-16+0.065656j -1.11499e-16-0.000658141j 4.60537e-17-0.0586794j -1.06405e-16+0.0146456j 9.53192e-17-0.0249555j 1.64474e-16-0.0382604j -2.54083e-17-0.00806017j -3.1922e-17+0.00270269j 1.38241e-16-0.0211787j -1.77475e-16+0.0259251j 2.63153e-17-0.0417679j 1.98956e-16+0.00264098j -4.78838e-17-0.0290962j -1.5569e-16+0.040465j -9.13013e-17+0.00236633j -3.50993e-17-0.0194997j 2.0632e-17+0.00194395j 2.58883e-16-0.0433871j 1.56053e-15-0.0380426j -1.61568e-16+0.027127j 1.72469e-16-0.00482463j 8.24206e-17-0.0215456j 8.11283e-16-0.00698574j -7.5697e-16+0.0722663j 1.38099e-16+0.0215451j 6.69019e-16-0.014362j -5.10978e-16-0.0174792j 2.17233e-15-0.0491223j -2.8801e-16-0.00601166j -4.89669e-17+0.00551638j -4.77303e-16+0.00781888j -4.48916e-14+0.0638017j 3.01803e-16+0.0256566j -5.45991e-16+0.0265798j 5.54237e-16-0.0252386j -3.00727e-16-0.020204j 9.84458e-15-0.0406906j 1.54759e-14-0.0529397j -1.34156e-15-0.0334593j -2.12138e-16+0.0578702j 5.7599e-16+0.0374209j 6.13458e-15+0.0363032j 2.43279e-16+0.0087972j 7.95099e-17-0.027025j -1.33863e-15+0.0842692j 2.50374e-15+0.0278991j -1.50561e-16+0.0388147j -4.79436e-17+0.115894j 6.01568e-16-0.0171213j 2.09679e-16-0.04633j 8.13651e-15-0.0728419j 3.24424e-15-0.0773275j 5.04529e-14-0.0705303j -7.49061e-16+0.0938078j -5.81392e-16+0.0611406j -8.60514e-16+0.135002j -1.55649e-17-0.087078j 8.43368e-16+0.033614j 6.79899e-17+0.141603j -2.81728e-16+0.0923631j -8.99536e-18-0.0455984j 4.53462e-16-0.138608j 6.03589e-16-0.164055j -2.82804e-16-0.0619233j 9.69478e-17-0.0268019j 1.07898e-16+0.00561997j -3.95422e-16+0.127054j 8.72123e-16+0.0904865j -2.57493e-15-0.00717618j 
1.12311e-15+0.0232318j 4.80271e-17-0.0258083j 3.26398e-16+0.0352167j -4.65614e-17-0.010205j 4.29357e-16+0.0261664j 7.64993e-16+0.0786275j 1.19553e-16+0.00956981j -2.04964e-16-0.0247878j 9.5521e-17+0.0128003j 1.87228e-16+0.0197271j -2.14459e-16-0.00537368j 6.17616e-17-0.0313906j 1.00094e-16+0.0251971j -5.21057e-16-0.0598405j -2.27776e-16-0.0192765j 2.46102e-16+0.00122315j -2.58718e-16-0.015859j 1.36515e-16+0.0261124j -2.65922e-16-0.0287207j -2.47609e-16-0.0227583j 5.50593e-16+0.0716347j -1.11977e-16-0.00951012j -1.85441e-17+0.00750252j 5.93498e-16+0.0233113j 4.36494e-17+0.0106528j -2.78089e-17+0.000103103j -2.73601e-16-0.0174595j 4.00513e-16+0.0256685j -4.49408e-17+0.00308871j 2.34228e-16+0.00462011j -1.30767e-15+0.0329175j 1.31149e-16-0.005645j -2.19784e-16+0.000496284j 1.19446e-16+0.00817769j -8.40714e-15+0.0123241j -6.31914e-17-0.00279718j 4.07955e-16-0.0350979j -1.69364e-16+0.00976686j -1.01773e-16+0.00145128j 1.72869e-15-0.00476632j 2.499e-15-0.0117758j -5.62807e-16-0.00600829j 3.30976e-16+0.0712636j -1.70624e-15-0.0715372j -6.97232e-15-0.0309271j 8.92298e-17-0.0389735j -4.98366e-17-0.0156544j 1.88838e-16+0.029915j 5.6409e-15+0.0484789j 5.63163e-17+0.0231628j 9.54011e-17+0.0089022j 4.74436e-16+0.0458083j -1.60692e-17-0.0218971j -1.93991e-15+0.0167582j -3.32015e-17+0.00387894j 4.14659e-14-0.0590585j 1.45714e-16+0.0487358j -1.02512e-15-0.0691905j 3.60806e-16+0.0340492j 2.42633e-16+0.0109384j 4.69916e-16+0.03634j 3.02052e-16+0.000777901j 9.98684e-17+0.0341809j 2.98605e-16+0.023781j -5.34841e-16-0.0786555j -5.99737e-16-0.054373j 2.0157e-18-0.0178669j -1.59998e-16-0.0139247j -6.57765e-16-0.0416621j 2.20026e-16+0.0287265j 1.23904e-15+0.0364497j -2.0861e-15-0.0139698j 
-7.52939e-16-0.000166098j -2.24946e-16-0.0173521j -1.19842e-16-0.0113524j 3.0018e-17+0.00619443j -1.18027e-16-0.00792391j -2.83889e-16-0.0326751j -1.09018e-16-0.0156629j 1.60938e-16-0.00282879j 1.49053e-16+0.0188249j 1.05176e-16+0.0422609j 2.07841e-16-0.0301138j -2.54474e-16+0.0632968j 1.2379e-17-0.004534j 1.00602e-16+0.0233678j 3.0208e-16+0.013649j -3.21052e-16-0.00870819j 1.89238e-17-0.0210653j 4.83345e-16+0.000437939j -3.3208e-17+0.0210146j 6.52383e-16-0.046739j 3.90388e-17-0.0289999j 6.7484e-17+0.0123548j -3.06937e-16-0.00666329j -4.55652e-16-0.013312j -3.44027e-17-0.0163853j -1.23976e-15+0.0326996j 3.81967e-16-0.0605555j -8.31486e-17-0.0106556j -2.93018e-16+0.0115592j 7.25638e-16+0.0633411j 1.30407e-15-0.0337642j -4.68824e-16-0.0185465j 1.76081e-16+0.000616786j -8.14247e-17-0.0423279j 1.90275e-15-0.00259804j 1.15208e-16+0.00167148j -6.19683e-17-0.0100241j 3.73974e-16-0.0211729j -1.65024e-18-0.0173681j 9.03274e-16-0.00818737j 1.0931e-15+0.0032704j 1.0117e-16+0.0727603j -1.9947e-16+0.0417951j -1.33304e-15+0.0379035j -6.2644e-15-0.0504247j -2.52911e-16+0.0320954j -6.52342e-16+0.00991622j -1.37277e-15+0.0712871j 6.46422e-15+0.0715814j 3.0907e-16-0.150242j -2.47366e-16-0.0263358j 7.76991e-17-0.033152j -9.09149e-17-0.0241093j 2.97759e-15-0.0272204j 5.11189e-16-0.0237994j -3.60481e-14+0.0509286j -3.75089e-16-0.0641552j 2.9304e-16+0.0211855j -2.08999e-16-0.0482113j 4.39296e-16+0.07846j 1.77758e-16-0.0592151j 1.11286e-15+0.100853j -7.84026e-16-0.115291j -2.53345e-16-0.00145663j 5.09757e-17+0.0919057j -7.50827e-16-0.108287j 5.26787e-16+0.0932073j -8.46963e-16-0.123192j -2.06293e-17-0.152135j 1.34257e-16-0.070366j 1.60037e-16-0.0324434j -1.04456e-15-0.0276831j 
-1.55523e-15-0.036903j -3.32164e-16+0.0474121j -4.00511e-16-0.0697674j 2.73114e-16+0.0538935j -3.56998e-16-0.0286658j -1.00978e-15-0.0844213j -4.40696e-16-0.0432174j 4.5798e-16+0.074379j 2.10372e-16+0.0295489j 4.33531e-16+0.0285024j 5.90336e-16+0.0855926j 2.53753e-16-0.0063662j 4.73436e-17+0.00795992j 6.56632e-16+0.0676519j 7.78762e-16+0.0462209j -1.12055e-15-0.0448717j 4.93491e-16+0.0750502j 6.03905e-16+0.0202106j 4.75227e-16+0.0225037j 1.20568e-18-0.00111264j -4.89857e-16-0.0180171j -1.2419e-15+0.0488181j -2.56756e-16-0.0461697j -1.5633e-16-0.00959339j -7.89409e-17-0.00536062j -1.84273e-16-0.010424j -4.03356e-16-0.0243471j 7.1143e-16+0.0182031j 6.67182e-16-0.00197018j -8.49515e-16-0.0505311j 7.66815e-16-0.0150634j 8.27717e-17+0.0411713j 3.80283e-16-0.0313623j -5.32299e-16-0.0273942j 2.03164e-14-0.0291503j -2.68684e-16-0.0108222j 6.25286e-17+0.0202372j -7.24199e-18+0.0215011j 2.97351e-16+0.0372497j 2.16657e-15+0.05208j 2.65488e-15-0.0462143j -3.70008e-17+0.0131704j -7.16417e-19+0.0511706j 1.08261e-15+0.027052j 4.9927e-15+0.0293426j -5.34972e-16-0.0164619j -1.59886e-15+0.0669622j -6.33967e-16+0.0526772j -1.79674e-15-0.0138419j -2.72882e-16-0.00307663j -8.49879e-16-0.111338j 1.32852e-16+0.0553723j -1.01403e-16+0.0313205j 5.30243e-15-0.051456j 2.00903e-15-0.0726826j -6.49291e-14+0.0929357j -8.68996e-16-0.157071j 1.15189e-15+0.107223j -9.2236e-16-0.0908759j 3.40514e-16+0.0427413j 1.72039e-15+0.0898745j 3.35772e-15+0.250665j -1.73905e-15-0.230139j -9.17079e-16-0.092656j 4.24139e-16+0.00909063j -1.51291e-15-0.20243j 2.82115e-16+0.011003j -1.41835e-15-0.189474j -5.79213e-16-0.0199986j 2.30904e-16+0.0588689j 2.05525e-16-0.0296461j -9.69939e-16-0.0255167j 
-1.37354e-14-0.124661j -5.92571e-15-0.0821197j -3.44845e-17+0.0184447j -4.43001e-17-0.0060025j -2.97524e-16+0.0592831j -3.26504e-16-0.142261j 1.20302e-16+0.0143779j -1.74365e-17+0.0087688j -7.84065e-18+0.0275306j -1.29337e-17-0.0296997j 4.28835e-17+0.00329476j -3.04546e-16+0.0772067j 7.83419e-17+0.0138036j -1.75601e-18-0.0135983j 3.11453e-17+0.0113067j -3.44893e-16-0.0303667j -2.15972e-17+0.015914j -6.75354e-16-0.0449455j -5.35945e-16+0.00457997j 4.4026e-16-0.0428305j 1.69725e-16+0.00905086j -1.23644e-16+0.00835288j 2.23614e-16+0.00256901j -3.78369e-16-0.0210175j 5.48667e-17-0.00909875j -5.15457e-16+0.0369961j 4.79407e-16-0.000306766j -1.73259e-16-0.00561622j -1.99219e-17-0.0181477j 4.18977e-16+0.00118566j 6.49256e-16-0.0122901j -2.60996e-16-0.00510058j -1.14288e-16-0.00711254j 1.1028e-16+0.0084064j 7.43715e-15-0.0103368j -1.4521e-16+0.0117038j 5.58858e-17+0.00505654j 5.37848e-17-0.010365j -3.79573e-17-0.0182225j 3.5279e-15+0.00338859j 5.61244e-15-0.0288662j -3.41102e-16+0.0198146j 3.1694e-16+0.017218j -7.80076e-16+0.0673584j -1.60546e-15-0.0237366j 3.04267e-16-0.0337931j 4.89894e-16-0.0496913j -1.8247e-15+0.122921j 1.17823e-15+0.0161399j 1.11481e-16+0.00229644j 2.66449e-16-0.0471879j -2.65733e-16+0.0413696j -8.51338e-17-0.0383571j 1.98875e-14-0.158842j -6.79307e-15+0.128362j 6.07429e-14-0.0860689j -2.17766e-16+0.109369j 7.62102e-17-0.036002j 1.38025e-16+0.0198673j 1.71271e-17+0.0441202j -1.48798e-15-0.0969135j -8.47972e-16-0.185539j 2.54211e-17+0.0404198j 4.64572e-17-0.0866993j 2.37893e-16+0.128724j -1.70966e-16+0.139246j 2.76568e-16+0.0830071j 1.99805e-16-0.0257266j 5.63525e-17-0.031769j -2.78993e-17+0.105813j -1.5939e-15+0.0241711j 3.61659e-15+0.0689342j 
-2.70178e-15-0.0605049j -1.43097e-15+0.0633188j -2.37873e-16+0.0356987j 3.7361e-16-0.0781552j 2.80062e-16-0.102752j -2.50331e-16-0.00708626j -1.17816e-16+0.0672008j 1.58259e-16-0.0142059j -1.5134e-16+0.0509242j 3.60946e-17-0.0219974j 1.97317e-16-0.0406741j -7.32202e-16+0.096992j 6.46952e-18-0.0189083j 1.77723e-16-0.0232849j 5.5069e-16-0.0417254j -2.18153e-16-0.0868868j -2.97263e-17+0.00314759j 1.57446e-16+0.0396035j 1.53487e-17-0.100337j 1.57316e-16-0.0331685j -1.07955e-16-0.00512361j -3.44363e-16+0.0193386j -1.87835e-17-0.0313009j -5.64907e-16-0.0274259j 5.46691e-16+0.0529217j -3.67134e-16+0.0212554j 2.86043e-16-0.0261275j 9.4726e-16+0.057518j 1.27118e-15+0.0362847j -1.07311e-16-0.00352308j 1.17832e-16-0.0370658j 8.00885e-16-0.115702j -3.12363e-16+0.0413j -5.48153e-16-0.0146171j -5.81757e-14+0.0832096j 5.81115e-17+0.0595142j -6.49711e-16+0.0327634j 6.8567e-16-0.0243391j -8.74169e-16+0.0133791j 1.40959e-14+0.000637774j 2.21631e-14-0.114959j -1.69859e-15-0.0419038j -3.76082e-16+0.0650054j 1.209e-15-0.0825028j 5.17237e-15+0.0513419j -6.35086e-17-0.00498845j 3.23674e-16+0.0400988j 2.56298e-15-0.149522j -4.93191e-15-0.0536769j -4.29499e-16-0.02499j -2.84475e-16+0.0658484j -7.05218e-17-0.0240836j 1.76077e-16-0.139179j -1.77734e-14+0.15041j -2.32945e-15+0.0819898j 1.11815e-13-0.156752j 1.25605e-16-0.0296492j 1.77835e-16+0.178635j -9.81941e-16+0.000160375j 6.14351e-17-0.0273372j 3.68519e-16-0.248461j -8.46777e-16+0.225542j -1.10015e-16+0.00356687j -1.84686e-16+0.149496j -5.22119e-16+0.243504j 3.4671e-16-0.126792j 1.36552e-16+0.185503j -1.09958e-16+0.0368307j -2.22953e-16+0.0275339j 1.53684e-17-0.0117968j -5.84449e-16-0.0693373j 1.86556e-15-0.00104157j 
-9.83243e-16+0.0138997j -3.93184e-16-0.0546261j -6.40805e-17+0.123875j 1.13944e-16+0.0284685j 7.93515e-17+0.0361151j 4.50763e-16+0.154433j 5.85571e-17-0.0377941j -6.28211e-17+0.0455376j 3.46332e-17-0.0632826j 2.20295e-17-0.0143249j -1.5368e-17+0.00540093j 2.16273e-16-0.0391213j -4.54896e-17+0.0636228j 1.32258e-16-0.0270839j -2.88573e-16-0.0281917j 4.07514e-16+0.038185j 8.55371e-17-0.0660082j 1.13192e-16+0.0215237j 1.05295e-16-0.0171558j -7.61776e-16+0.0472804j -2.67881e-16+0.0436672j -9.16458e-16+0.0213448j -5.88819e-17+0.012924j 3.04184e-16+0.0330829j -6.59555e-17+0.00818151j 2.77403e-16-6.52137e-05j -1.39093e-16+0.0175521j -1.22362e-15-0.0278936j -1.25911e-15-0.022748j 9.81057e-16+0.0628047j -2.3841e-15+0.0609254j 3.63851e-16+0.0100975j 3.06306e-16+0.0389272j 5.00046e-17-0.0122998j 7.33665e-15-0.0107725j 2.12103e-16-0.0199633j -9.14338e-17-0.0138144j 6.76447e-16-0.0383876j -4.99657e-16+0.00589365j -1.08799e-15-0.0200365j -1.85465e-15+0.0199663j -5.54535e-17-0.0386282j 1.59632e-16+0.00342468j -5.85887e-16+0.0169335j -3.45261e-15-0.0253264j -2.64776e-16-0.0199489j -1.04428e-15+0.0726617j 3.58461e-16-0.0570353j 2.18525e-15+0.0198928j -1.95214e-16+0.0221756j 3.67868e-16+0.0955362j 5.45306e-16+0.0333309j 6.25781e-17-0.0196585j -6.29059e-15+0.0470901j 5.39386e-15-0.116919j -1.29775e-13+0.183261j 1.31436e-16-0.0365635j 3.36364e-16+0.0444804j 9.38616e-17+0.0109596j 3.06656e-17-0.0184939j -6.48319e-16-0.0629672j -6.72285e-16-0.0885078j -3.30555e-17+0.143764j 3.92665e-16+0.136712j -2.31666e-16+0.237355j -6.95894e-17+0.00892768j -1.37012e-16-0.175606j -3.76137e-17+0.137944j 1.43773e-16-0.0652483j 1.19114e-16+0.0463434j 1.2289e-15+0.0318259j -2.91322e-15-0.0319613j 
1.87595e-15+0.0274055j 2.43924e-16-0.0297504j 7.15649e-16-0.0221467j 5.30675e-16+0.0418247j -9.19401e-17+0.0184999j 6.27196e-16+0.0135927j 3.24803e-16+0.0268201j 9.29465e-16-0.000109905j -5.93897e-16-0.0197108j 2.10327e-16+0.0402091j -6.07793e-16-0.000512692j -1.149e-16+0.0222834j 2.0478e-16+0.0418454j 1.16657e-15+0.0536068j -9.02834e-16-0.0488098j 6.86312e-16+0.0115127j 8.57276e-16+0.0382237j -4.68063e-16-0.00136995j -8.6917e-19+0.00883247j 1.61052e-16-0.0257289j 3.81864e-16+0.00854531j 5.26583e-18+0.00783167j -5.62457e-16-0.00882504j 1.08022e-15+0.0156907j 2.41352e-16+0.00889176j -1.59899e-15+0.000494124j 3.30959e-16-0.059901j 2.16312e-16+0.0119945j 3.5855e-16+0.00900907j -3.72234e-16+0.0183619j 6.76819e-16-0.0132183j -6.48696e-16-0.0037602j 5.04292e-18-0.00670492j -2.324e-16-0.0248277j 8.33637e-15-0.011779j 2.70932e-16+0.0261533j 3.2358e-16-0.0135417j -5.8205e-16+0.0380261j 1.23641e-16+0.0282837j -3.56094e-15+0.00846405j -4.2788e-15+0.0120532j -1.20111e-16-0.0710072j -4.39335e-16-0.014769j -9.30143e-16-0.0769058j -1.65801e-16+0.0209699j -1.435e-16-0.0429149j -1.02184e-15-0.0394462j 5.35744e-16+0.0504258j -3.82456e-15-0.0366751j 5.34468e-16+0.0453429j 9.03239e-16-4.38833e-07j 1.67375e-15+0.0982746j 3.11732e-16+0.0160927j 3.87453e-15-0.0405153j -1.92891e-15+0.00612996j 5.90907e-15-0.00699827j 7.59098e-16+0.0816374j -1.0899e-15-0.00658359j -1.86675e-15-0.025273j 6.00542e-16+0.105493j 4.39238e-16+0.0697j -9.97257e-17-0.0225236j 9.5319e-16+0.0376051j -3.13821e-16-0.0354065j -3.4868e-16-0.0573688j -1.31554e-16+0.0792711j -2.45209e-15-0.0962008j 1.24521e-15+0.017755j -9.0861e-16+0.0603092j 1.85127e-15+0.0913165j -3.71378e-16+0.0502447j 6.56798e-15+0.116268j 
4.34632e-15+0.0348225j 1.32187e-15+0.0128587j 8.01355e-16+0.0579471j 8.57787e-16+0.0168297j -2.97613e-16-0.0346765j 8.70645e-16+0.0303431j 4.84667e-16+0.00667828j 1.09633e-15+0.0669226j -7.78999e-16-0.0275666j 3.14437e-16-0.0131296j -7.93077e-16-0.0413735j 1.11582e-16-0.0178001j 2.72667e-16-0.0194457j 1.262e-15+0.0311303j -1.25343e-15-0.0142181j 6.73736e-16+0.0150892j 1.21645e-15+0.0407964j -1.00843e-15-0.0280646j -1.36218e-16-0.004928j -5.4445e-16+0.00673241j 3.15096e-16+0.0117452j -3.36269e-16+0.00539986j -7.35142e-16-0.0258021j 2.10635e-15+0.047308j 1.82812e-16+0.00924561j 6.05141e-16-0.0622951j -8.5837e-16+0.049937j 1.26196e-16-0.00757575j 3.97668e-16+0.0156886j -1.02416e-15-0.0388891j -9.74911e-16+0.022549j 4.62547e-17-0.0269235j 2.85729e-16+0.00884584j -7.52701e-16-0.0115888j 1.04682e-14-0.0149531j 4.16022e-16+0.0370582j 4.7137e-18+0.0116978j 4.94396e-16-0.0253155j -3.37624e-16-0.0316728j 2.24651e-15-0.0524636j 5.37657e-15+0.0102688j -7.78558e-16+0.0299554j -7.80628e-16-0.0374181j -3.7856e-15-0.018814j -1.35719e-14-0.0829549j -1.24137e-18-0.00239447j 2.89023e-16-0.100077j 1.41433e-15+0.00214702j -3.69079e-16-0.000569536j 8.13353e-16+0.00531822j 1.24489e-15+0.0528355j 2.28821e-15+0.0290306j 3.86535e-16-0.00237991j 1.81662e-15-0.0322346j 2.69211e-15-0.108948j -4.69681e-14+0.0675372j 1.31177e-15+0.0174983j -8.36847e-16-0.0588478j -2.20243e-15-0.110469j 7.36965e-16-0.0383737j 4.12703e-16-0.0285705j -4.38136e-16-0.00265124j 1.16652e-15+0.0418218j -1.6377e-16+0.0111064j -7.18287e-16+0.00657535j -3.79514e-16-0.0751827j -3.06912e-15-0.0875794j 1.61759e-15+0.0827351j -6.87724e-16-0.0915668j 2.7801e-15+0.0730182j 5.99346e-15+0.129127j -6.40751e-15-0.0547803j 
-1.13803e-14-0.104045j -4.99582e-15-0.0713202j -1.43439e-16+0.0625918j 3.96118e-18+0.0242031j -1.25436e-16+0.0645391j -5.64688e-17+0.0220775j 1.37119e-16-0.055476j -2.55431e-16+0.0723646j 1.31165e-16-0.05607j 1.0134e-16-0.0124327j 6.02338e-17+0.000616601j 1.17807e-16-0.0127755j -1.30522e-16+0.0694621j 1.38413e-16-0.0233508j -1.00115e-17-0.0193575j 7.06477e-17-0.000491059j 2.06068e-16-0.0177703j -1.51576e-16-0.00587653j 3.5144e-18+0.00736989j -3.64503e-16+0.0102329j -2.75158e-16+0.0270793j -1.69939e-15+0.0471374j 9.50013e-17-0.00222265j 3.43265e-16+0.0256054j -1.34502e-16+0.0119273j 2.89455e-16-0.00951521j -8.1321e-17+0.00671992j -7.37568e-16-0.0206401j -4.23556e-16-0.0453692j 5.01825e-16-0.0062135j -8.48575e-16+0.0252826j 7.643e-16-0.00480988j 3.48e-16+0.0395502j -1.89318e-16-0.00260553j 1.75457e-14-0.0251911j -1.43843e-16-0.00595099j 4.31305e-16-0.0176035j 5.552e-16-0.0242167j -2.79905e-16-0.00756872j -9.03657e-16-0.00871773j -1.32184e-15+0.0118821j 1.9702e-16+0.00353686j 1.42081e-16-0.0283077j -1.1683e-17+0.0159524j -4.02308e-16-0.00623686j -3.7752e-17-0.0280692j -3.30312e-16+0.0240562j 2.56866e-16-0.0157071j -1.86458e-15-0.0180127j -3.77153e-16+0.0320465j 1.03625e-16+0.0409653j 3.54278e-16-0.0198752j -1.00245e-16+0.0404561j 9.99305e-15-0.0876876j 2.0663e-15-0.0606214j 9.55237e-15-0.0133354j 2.97282e-16-0.122809j -4.23791e-16-0.0120529j 3.23848e-16+0.00748035j -1.28538e-16+0.132714j 6.1777e-16-0.0404261j -7.993e-18+0.139111j 2.31808e-16-0.0711604j -1.63041e-16+0.0762003j -4.79141e-16+0.0750667j 7.9902e-16-0.284131j 2.74925e-16-0.182546j 5.58461e-16-0.266303j 5.16298e-16-0.154969j -6.02186e-16+0.283059j -1.41217e-15-0.0134749j 2.99157e-15+0.0444289j 
-4.47624e-15-0.0888764j -2.14189e-15+0.0818152j -8.77345e-18+0.0307921j 2.54386e-17+0.00834229j 1.00697e-16-0.00292151j -1.793e-16-0.0708664j -1.12356e-16+0.0345206j -4.15992e-17+0.0723737j 3.44884e-17-0.0706121j -2.55926e-18+0.00820901j -2.17318e-17+0.0663049j 1.39553e-16-0.0268936j 9.39388e-17+0.0388626j 3.61837e-17+0.0138646j -1.54768e-16-0.0329058j 2.35251e-16-0.0024518j 6.47281e-18+0.0485635j -6.92557e-16-0.0336893j -9.82514e-17-0.0428136j -5.64266e-16+0.0330974j 9.00776e-18-0.0105887j -7.59129e-16+0.0283837j 2.54083e-16+0.0279359j 7.73359e-17+0.0078855j -1.03246e-16-0.0343608j 6.59752e-17+0.0080855j -6.13184e-17+0.0262423j -8.7237e-16-0.00272436j -7.74536e-16-0.0329672j 3.13645e-16+0.0373618j -1.11015e-15+0.0356007j -8.98217e-17+0.0304467j 1.02724e-17-0.0262013j 3.89671e-16-0.0129183j 2.37107e-15-0.00343317j 4.15581e-16-0.00250566j -1.03456e-15+0.0510162j 1.03326e-15-0.039241j -3.88142e-16+0.0337968j -2.17081e-15-0.00676872j -3.45241e-15+0.0237855j 3.0776e-16-0.00175666j 1.0221e-16+0.00747007j 5.62055e-16+0.0597746j 2.76234e-15+0.00875042j -2.40321e-16-0.0161875j -9.20574e-16+0.0318136j -9.48605e-16+0.0776554j -1.14251e-14-0.110506j -5.5538e-16+0.0181156j 2.48731e-16+0.0824618j 2.60931e-16+0.00731489j 1.20052e-16-0.00798189j 4.17551e-16-0.00771398j 2.9117e-15-0.0719025j -8.08259e-14+0.113862j -2.30555e-16+0.0843023j -1.25271e-16-0.0684516j 2.73449e-16+0.0573707j 4.56939e-17-0.0907074j 7.31896e-16+0.1857j 8.75673e-16+0.00648566j -1.26169e-16-0.0614976j -1.29085e-16-0.100892j 2.12508e-16-0.122602j -3.0374e-16+0.191837j -3.25689e-16-0.141816j -1.57864e-16+0.0609798j -1.36385e-15+0.391788j -6.61454e-16+0.263573j 7.28631e-16-0.0244921j -1.73351e-15-0.0383525j 
