1.98601e-13-0.184264j 4.70482e-14-0.375516j 2.81866e-16-0.0446537j 2.06646e-15-0.220818j -1.96052e-15+0.269751j -4.13288e-16-0.103299j 1.21949e-15-0.180519j 3.13457e-16-0.0221474j -1.18108e-16+0.0515219j -7.14795e-16+0.0420863j -2.71842e-16+0.087134j -4.11578e-16+0.0462736j -1.69282e-16-0.00377475j 1.90004e-16-0.018168j -3.59184e-16+0.0553892j 6.6731e-16-0.00801381j -4.92607e-17-0.0183873j -1.04764e-15-0.00834724j -3.94252e-16-0.012316j -1.73171e-16+0.0300074j 1.64875e-16+0.0143526j -3.92559e-17+0.00302205j -1.98223e-16+0.0226293j -5.17413e-16-0.00734466j 5.34817e-16-0.0147514j -1.99998e-16+0.00958412j -1.08537e-16-0.0113567j 6.92044e-17+0.016852j -6.54047e-16+0.0266439j -4.77139e-17-0.00423019j -1.46561e-16-0.00377421j -3.73347e-15+0.0116298j 4.87921e-16-0.0270147j 1.20544e-16+0.00471563j -3.34397e-16+0.0302944j -7.06688e-16+0.02025j 5.62251e-16-0.0257476j 9.83724e-15-0.0227045j -1.09168e-14-0.000601288j 1.7465e-14-0.00865124j 7.03243e-16-0.0394789j -5.00852e-16+0.0112329j 5.06322e-17+0.00933029j 2.5338e-16-0.00870922j 4.3431e-17-0.0107444j 2.52451e-16-0.00943858j -4.28791e-16+0.00763228j -2.15028e-16-0.000679035j -2.60609e-16+0.012675j -4.74027e-16+0.0242915j -3.59542e-17-0.0128657j -7.34037e-16+0.00968535j 1.38684e-16-0.0113393j -4.65671e-16-0.00645781j -3.69187e-17+0.0249141j 3.75499e-16-0.0421997j 7.03673e-17+0.00139794j 9.41826e-17+0.00343987j -4.43353e-16+0.018914j -5.16175e-16+0.0181289j 1.2459e-16-0.0105395j -7.24385e-16+0.0273736j -1.44536e-16+0.0417207j 5.14523e-17+0.00650909j 3.18009e-16-0.0148305j -6.97706e-17+0.0339338j -3.39297e-16+0.0616002j 5.71797e-17-0.00478885j 1.74887e-16-0.0231107j -4.23339e-17-0.0113012j 1.38293e-17-0.0466783j 1.83901e-16-0.0717646j 3.37465e-16+0.011911j -5.00304e-16+0.0701977j -1.19014e-16-0.0143283j -4.12622e-14-0.0322114j 1.88249e-13-0.0883505j 
9.77252e-15-0.020259j 2.0759e-15+0.0306727j 5.73552e-16-0.040402j -3.46235e-16+0.0359904j -5.47931e-17-0.00386745j -4.77715e-16+0.0368059j -3.63777e-17-0.00289513j 1.8852e-17+0.033293j -3.11143e-16+0.00715173j 9.41676e-17-0.0512359j 1.7892e-17-0.0153099j -2.01454e-16-0.0239842j 1.25108e-16-0.023712j -1.58619e-17+0.0377603j 4.81867e-16-0.0340381j -1.93943e-15+0.031841j 3.57136e-16+0.00333729j 8.72801e-15+0.0795421j 9.0595e-16+0.0224763j 1.53433e-16+0.0475613j -3.61152e-17+0.00936229j -2.2726e-16-0.0123976j -4.60211e-17-0.00539862j 9.51088e-16+0.0257278j 9.42208e-17-0.00227234j -4.36723e-17+0.0537032j 2.46023e-16+0.0648287j -3.03429e-16+0.0095587j 1.58137e-16-0.0412268j 2.81981e-16-0.0612162j -3.55571e-16-0.010056j 1.78456e-15-0.00801469j -5.29603e-16-0.0270065j 5.18395e-15+0.0635851j -9.96236e-16-0.0296835j -2.11983e-15+0.0777711j 2.43163e-15-0.0763466j -3.32755e-14+0.0499931j 6.03828e-15-0.112348j 5.66367e-14-0.0840855j -7.56248e-18-0.00795081j 8.76309e-16-0.0113817j 7.85751e-16-0.0348191j -6.68785e-16-0.0876516j 1.45092e-16+0.000783467j 1.4103e-15-0.00836638j -3.30405e-16+0.016486j 2.91942e-16+0.0333163j 5.37131e-16+0.0613642j -3.44924e-16+0.130251j -1.68998e-15-0.0269847j -1.67102e-15+0.0367632j 5.79613e-16+0.131538j 2.30925e-15+0.0291276j 4.97139e-16-0.0645968j -1.31596e-15+0.0913718j -2.4484e-16+0.136512j 3.23073e-17-0.0475786j 1.02748e-15-0.0290366j 9.44024e-16-0.091487j -5.32404e-16-0.0360692j -7.48367e-16+0.0395857j -7.66726e-18+0.032439j -9.13625e-16-0.0759623j 3.66807e-16-0.17693j -1.14504e-15+0.0320522j -3.04922e-16+0.0646754j 5.42277e-17+0.0359852j -9.21656e-17-0.0881181j -2.10242e-16-0.138989j -1.0233e-15+0.243017j 1.49089e-19+0.0613525j -4.38771e-16+0.0827063j -1.95088e-17+0.286099j 4.44646e-16+0.00966655j 1.04533e-14-0.00813633j -4.90902e-14+0.0192131j 
-5.47589e-14+0.0639618j -1.21982e-14+0.0438297j 1.50774e-16-0.0288019j -4.43858e-17-0.0274023j -3.26551e-16-0.0128305j -2.03893e-16+0.0520539j 1.00362e-16+0.00188784j -4.09252e-16+0.0182373j -1.12194e-16+0.0272265j 2.10362e-16+0.0255579j 2.33495e-17-0.0114148j 4.76638e-17-0.0267913j -1.27299e-17+0.0499238j 1.28391e-16+0.0378033j 3.2913e-16-0.0821594j -2.50373e-15+0.034933j -1.28705e-16-0.0420557j 5.9218e-15+0.0598306j -9.23287e-16-0.0606715j 3.09944e-17+0.0199658j 6.78527e-17+0.0322101j 2.91887e-16+0.0193844j -2.01005e-16-0.00753543j -5.70978e-16-0.00821579j 4.00322e-16-0.0322739j 1.37114e-16-0.00996609j -6.12401e-16-0.003874j 3.52484e-16+0.0231082j 1.81276e-16-0.0138118j -1.45955e-16+0.0338882j -1.06116e-15-0.100474j -7.44773e-15+0.0344618j 4.69899e-16+0.112737j -1.05536e-15-0.00217762j -1.88466e-16+0.025344j -2.26923e-15+0.0995838j 8.91821e-16+0.0169806j 5.25157e-15+0.0202899j -3.50979e-14-0.0195651j 1.19474e-13-0.0894975j -5.31035e-17+0.0180124j 1.78563e-15-0.0616522j 2.38076e-16-0.0419318j 1.30884e-15+0.020282j 8.43018e-16-0.0185795j 2.64388e-15-0.140899j 7.73215e-16-0.0171856j 6.71334e-16+0.0474375j -1.01825e-15-0.125176j -6.95037e-16-0.00956035j -2.96988e-16+0.15215j -1.15198e-15-0.00217241j -9.93687e-16+0.0187128j -3.90545e-15-0.0515024j -5.30402e-17-0.0414476j -1.37512e-16+0.0569795j -1.05121e-15-0.0619105j 6.91168e-16-0.0934966j 5.59246e-16-0.0743373j -3.42097e-16+0.0696409j -6.2065e-16+0.157735j 2.20962e-15-0.0784083j -1.22743e-16-0.0373795j 2.68135e-16-0.0525244j 8.31193e-16+0.0808993j -8.61671e-16+0.169194j -7.98349e-17-0.0226274j 4.75339e-17-0.0627275j 1.98197e-16-0.0260768j 1.59201e-16+0.15001j -1.31643e-15+0.149436j 2.96081e-16+0.0444163j -2.85822e-16-0.00921426j -9.96992e-16-0.0725755j 3.05315e-16-0.164229j 5.44849e-14-0.0120002j -2.44842e-13+0.103087j 
-5.42637e-15+0.0111253j -1.33352e-15-0.0185411j -8.88942e-17-0.00365489j 1.49424e-16-0.0478179j 2.84559e-16+0.0613277j -3.25047e-16+0.0250685j -3.25949e-16-0.057993j 6.71738e-17+0.0416781j 2.91574e-16+0.0726132j -8.49763e-17-0.0683093j 9.3163e-17-0.0310855j -2.43433e-16-0.0167669j 1.30954e-16+0.0304131j -2.70483e-17-0.034444j 4.70513e-16-0.0141683j -2.11771e-15+0.0447458j -6.28346e-16-0.0374231j 4.18556e-15+0.0387569j 3.92542e-16+0.0216723j -2.24296e-16+0.0373498j 1.95527e-16-0.00330758j -1.89835e-16-0.0167516j -1.12338e-17+0.0372427j 4.00461e-16+0.00478004j 2.14041e-16-0.00309089j 1.56798e-16+0.0362125j -3.75177e-16-0.0124281j 3.12713e-16+0.0123666j 3.95664e-16+0.00914363j -7.52136e-17+0.0354133j -1.38213e-15-0.0706651j 1.21915e-14-0.0444822j -9.49939e-16+0.0165635j 5.163e-15+0.0579096j -3.88255e-16-0.00571604j -1.5788e-15+0.0786967j 8.36744e-16-0.0627622j 7.17529e-16-0.00628615j 1.01627e-14+0.0205087j -3.78445e-14+0.0336472j -2.68314e-16+0.0287725j -3.86993e-15+0.112622j -1.17042e-15+0.0131333j 1.4692e-15+0.0286088j 7.90209e-16-0.0441001j 2.57049e-15-0.142608j 6.75529e-16+0.0277119j -3.92682e-16-0.000303991j -6.58427e-16-0.10672j 5.79896e-17-0.0865113j 7.66199e-16+0.0749946j 1.62053e-15-0.0514756j 4.09245e-16+0.0381768j -2.61074e-15-0.0289534j 3.65267e-16+0.0513105j 8.49188e-17+0.0863732j -1.00658e-15-0.127569j 7.71146e-16-0.00772587j 1.17486e-16-0.100372j -2.26965e-17+0.091838j 3.48939e-16+0.0479598j -9.27689e-16+0.0312951j 7.27377e-16+0.0114102j 8.78655e-16+0.0631599j -3.04277e-16-0.0687482j -1.58496e-16+0.0815449j -6.72028e-17+0.0382674j 3.38801e-16+0.0433366j 3.77139e-17-0.0379641j -1.03151e-15-0.0844171j -8.47406e-16+0.0853411j 1.32607e-15-0.0291915j -7.71476e-18-0.0757759j 3.08086e-16+0.0542579j 1.81174e-15+0.0531662j 5.99467e-15-0.00685276j -2.49973e-14+0.00963168j 
2.89641e-15-0.00199228j 2.49079e-16-0.00796537j -3.26841e-16-0.0241993j -1.42427e-16-0.00309754j -2.91889e-16-0.0407987j -3.90079e-16-0.0532156j -8.7409e-16-0.0490383j 1.93531e-16+0.00628823j -1.32756e-15-0.0752981j 4.50029e-16+0.0506847j 2.87695e-16+0.0170353j -1.28767e-15-0.110386j 7.45178e-17-0.0151505j 1.19741e-15+0.0504592j 2.83963e-16+0.0107406j -1.33455e-15+0.0476704j -5.05651e-16-0.0144193j -1.01951e-15-0.0073882j -1.52595e-15-0.0464285j -1.46423e-16-0.0329812j -1.37503e-16-0.00650454j 1.00156e-16+0.000607697j -2.87227e-16-0.0369982j -1.13037e-15-0.0247526j -3.58766e-17-0.0378652j -7.04379e-16-0.028322j 2.62775e-15+0.0496195j -1.79329e-15-0.0314975j 1.18984e-15+0.0553318j 7.28862e-16+0.00949738j 9.46811e-16+0.0292556j 5.78111e-16+0.00139431j 6.00566e-16+0.0362424j -1.82901e-15-0.0114122j 1.92828e-15+0.108618j -2.87766e-16-0.00206923j -4.78903e-16-0.0513479j 2.92928e-16+0.059977j -1.7733e-14+0.0501383j 6.96807e-14-0.0375363j 1.07009e-15+0.0337542j 1.93405e-15-0.0740591j -9.18838e-16-0.0771661j 1.36734e-15+0.0398563j 5.43776e-16+0.0541435j -1.25764e-15+0.0131469j 5.69565e-16-0.0713621j -8.66216e-16-0.00860657j -1.26235e-15-0.0361182j 2.03459e-16-0.0443288j 8.52754e-16-0.0452652j 5.06021e-15-0.133671j 1.97007e-15+0.0718241j -1.13693e-14-0.113709j 4.44807e-16+0.0739894j -4.64352e-16-0.0758751j -9.5673e-16-0.0566115j 5.04644e-16+0.0308775j 4.62625e-16-0.0148396j 1.04027e-15-0.0789536j 1.47866e-15+0.184929j 1.16338e-15-0.0757552j 7.9983e-16+0.0473337j -6.99877e-16-0.0212003j -6.61647e-16+0.0353161j -3.45156e-16-0.00896961j -1.87321e-16-0.0111993j 1.73155e-15+0.0877217j -1.73624e-15-0.0884133j -2.24547e-15-0.0819075j 2.15951e-16-0.0404118j 4.00076e-15+0.196677j -2.44633e-15-0.112012j 2.52291e-15+0.0970732j 4.22382e-15+0.222117j 1.223e-13-0.00973957j -5.48864e-13+0.236663j 
-2.37995e-14+0.0317153j -5.43631e-15-0.00029134j -1.84547e-16+0.0165109j -5.02832e-17+0.0139605j 5.27797e-18-0.0171586j -7.84977e-16+0.0705756j -1.75704e-16+0.0150564j 4.19326e-16-0.0408096j -3.23028e-16-0.00357506j 1.30313e-16+0.00870615j -4.57199e-16+0.0706594j -1.12425e-17+0.000360476j -6.43663e-17+0.00567065j -2.22325e-16+0.0897443j 3.81121e-16-0.0282021j -1.85885e-16+0.00184224j 4.29049e-16+0.000382286j 4.69719e-15+0.0526466j -4.84497e-16-0.0660721j -9.15318e-17+0.0141237j 6.86805e-16-0.0179364j 1.52302e-16-0.0172398j -5.88859e-16+0.0261256j 1.13368e-15+0.0419236j 1.47541e-15-0.0504157j 1.55842e-16-0.0285334j 4.4741e-16+0.0411135j -8.99154e-16+0.00320827j 2.96053e-16-0.00683887j 3.66747e-17+0.0145207j 9.2091e-16+0.00369347j -1.53033e-14+0.0571846j 6.60555e-16+0.0477619j 3.2977e-16+0.0105803j 4.73829e-17+0.0514488j -6.0244e-16+0.0134647j -5.56264e-16+0.00780492j 3.66063e-14-0.0530034j -5.51081e-14+0.00853929j 1.22562e-13-0.0714822j -1.36712e-15+0.0977572j 4.05183e-15-0.0979176j 1.46783e-15-0.0639568j 5.56184e-16-0.0314365j -8.67211e-16+0.00575422j -5.50269e-16-0.0134526j -3.25947e-15+0.105456j -3.14271e-16-0.122801j -2.5833e-16+0.0275227j -9.48866e-16-0.0239604j -2.39032e-15+0.143411j -3.57997e-16-0.0184271j -4.63069e-17-0.00267779j -2.75774e-15-0.0277381j 9.94036e-16-0.0773815j -6.01767e-16+0.0544442j -1.2071e-15+0.0457289j -5.00319e-16+0.0279825j -2.33083e-15+0.0925333j -3.97501e-15+0.113757j 5.19805e-16+0.0338819j 1.54056e-15-0.0464859j 3.71599e-16-0.0627379j 4.93553e-16-0.0289595j 1.14818e-15-0.136866j 8.63885e-16-0.0948389j 5.76235e-16-0.0386744j -4.866e-16+0.0662722j -1.17846e-15+0.135342j 3.61481e-16-0.0812021j 1.74068e-15-0.174341j 2.81293e-16+0.0323018j 4.55417e-16-0.0834315j 2.18285e-15-0.166065j 2.13416e-16+0.0760952j -1.35909e-14+0.00208208j 6.16866e-14-0.0259001j 
-3.17456e-14+0.0417763j -7.04066e-15+0.00489685j -4.10112e-16+0.0329114j 3.73047e-16-0.0412717j -8.25739e-17-0.0167801j 7.68073e-17+0.0134568j 2.32735e-16+0.093672j 2.8957e-17-0.00338961j -1.10536e-16+0.0275339j -1.14072e-16-0.0522692j -1.42957e-16-0.0428566j 2.10973e-16+0.00563291j -6.64099e-18+0.00619927j -1.16255e-17-0.00980548j -4.2603e-17+0.0109272j 1.27228e-15-0.0238176j 4.18661e-16+0.0284704j -1.76019e-15-0.0203234j 1.41761e-15+0.0779741j -2.39849e-17-0.0423171j -5.40147e-16+0.0458758j -2.17608e-17-0.0723905j 6.70803e-17-0.0149956j 1.61497e-16-0.0027183j -1.133e-15+0.0458902j 3.84201e-16-0.0249841j -4.41625e-16-0.0223651j 2.81127e-16-0.0109297j 1.4558e-16-0.0855644j 4.75338e-17-0.0135175j 3.00788e-16-0.000311442j -7.72364e-15+0.0255912j 7.26059e-16-0.0372068j 2.04041e-17+0.000169808j 1.21743e-16-0.0293087j -5.74639e-18+0.0363744j -1.06249e-15+0.0677791j 5.32024e-15+0.000991887j -3.32757e-15+0.0273876j -6.81048e-16+0.00982267j -3.94874e-16+0.0395438j -7.53233e-16+0.0119417j -5.11538e-16+0.0495197j 3.0963e-16+0.0672765j 1.83177e-16-0.0850856j 6.64376e-16+0.00468046j 1.71364e-15-0.0845809j -2.2415e-16-0.0546423j 5.4621e-16-0.0425257j 7.91746e-17-0.0692047j 2.82826e-17-0.00872443j -1.87327e-15+0.0401751j -1.27889e-16+0.000876354j -1.03232e-14-0.116581j -7.40776e-16-0.00324653j 5.77456e-17+0.0147563j -4.71774e-17-0.00594586j -3.53719e-16+0.0490199j -1.24137e-15+0.116351j -2.82755e-16+0.000256252j -1.25865e-16-0.0259185j -3.92228e-15+0.120642j 4.55767e-16-0.0782945j -2.55653e-16-0.0563263j -6.05296e-17-0.0201991j -7.4725e-17-0.073671j -4.2449e-16-0.226117j 3.18866e-16-0.0315226j -2.0829e-18+0.0197774j -1.57835e-16-0.041918j -1.52897e-16+0.226314j 2.94315e-15+0.0958076j 5.65888e-16-0.278215j 3.96138e-16+0.295404j 1.2632e-15-0.0887634j 1.61574e-13-0.449768j -7.2483e-13+0.21363j 
4.55868e-15+0.00304993j 9.5315e-16-0.0416939j -2.10055e-16+0.0500435j 4.97298e-16-0.00492992j 1.33938e-16+0.0161617j -2.17075e-16+0.0700122j 5.50215e-17-0.0250625j 7.09378e-17-0.0546714j -1.56845e-16+0.00128639j 5.07352e-17+0.0475681j 1.26991e-16-0.0357303j -8.85569e-17+0.0133432j 3.61669e-18+0.0777801j 6.23472e-17+0.0151297j 1.58878e-16-0.0308321j -3.71523e-16+0.00796747j 8.17067e-17-0.0334181j -4.33849e-17-0.000553028j -5.3217e-18-0.00305017j -1.49113e-16+0.00242327j 2.30091e-16-0.0598415j 7.35441e-18-0.00666536j 2.58717e-16-0.015121j 3.23635e-16+0.00622286j -7.21701e-16+0.0378108j -8.48569e-17+0.0167345j -2.37288e-16-0.0503628j 2.8115e-16-0.0241235j -6.67641e-17+0.0114315j -1.23469e-16-0.00224121j -5.53919e-16-0.0113446j 1.01316e-14-0.0410151j -7.30506e-16-0.0232785j -4.19979e-15-0.0543715j 5.12302e-16-0.0162594j 1.03108e-15-0.0443513j -6.00189e-16+0.037715j -2.56246e-14+0.00426897j 4.17809e-14-0.052333j -9.67207e-14+0.0452579j 3.17379e-17-0.0369667j 1.45494e-15-0.0349342j 5.62911e-16-0.04929j -1.16984e-15-0.0509625j -4.86235e-16-0.0052575j -5.223e-16+0.0256969j -6.05331e-16+0.0226337j 3.18605e-17-0.00522364j 1.10005e-16-0.046484j 1.03457e-15-0.0493525j 6.13467e-16-0.0330954j 4.04469e-15-0.0675288j -4.49247e-17-0.0174326j -3.64075e-15-0.0470336j -3.7163e-16+0.0569997j 2.24564e-16-0.0201483j -8.5066e-17+0.0384094j -1.98537e-16+0.0514293j 5.67907e-16-0.0459105j 8.02792e-16-0.0225849j -5.13771e-16+0.0680784j 3.11784e-15-0.0927827j -2.67894e-16-0.0537913j 7.16569e-16+0.0551821j -1.02604e-16-0.0666695j 2.03087e-16-0.0558621j 5.60802e-16+0.10094j 5.64119e-17-0.196257j 2.42424e-16-0.0479676j 3.56087e-16+0.105021j -2.21646e-15+0.163488j 2.43755e-16-0.406648j 3.0756e-15-0.208511j -1.32467e-15-0.0338086j 1.7758e-16-0.429807j -2.13104e-13-0.340134j 9.64202e-13-0.492595j 
-3.95999e-14+0.0508324j -8.74519e-15+0.0112847j -1.19781e-16-0.0170594j 1.354e-16-0.0441227j -1.23493e-17-0.0190447j -1.53969e-16+0.0437086j -3.77795e-17+0.0291451j -6.07645e-17-0.00915028j -1.49318e-16+0.0105885j -1.19214e-16-0.0115701j 1.42401e-16-0.0327815j 1.31037e-16-0.0676238j 4.0357e-18-0.00070043j -1.4269e-16-0.0246738j 3.46303e-17-0.0392931j 3.08965e-15-0.0648138j 7.07958e-17-0.0306083j 2.65313e-15+0.0214016j -6.56108e-17+0.0012132j 1.28557e-16-0.00287096j 3.02418e-16+0.0129903j 2.11211e-16+0.0410628j 2.91161e-17-6.42748e-05j -9.39493e-17+0.00084133j -1.54736e-16-0.00193171j -3.55893e-16+0.0104904j 4.42872e-16-0.0106274j -2.85307e-16-0.0215409j -2.30746e-16+0.0212444j -5.67478e-17-0.0200188j -1.54894e-16-0.00330572j -2.07687e-14+0.0758782j 1.54665e-15-0.0121053j -3.25393e-16-0.0129428j 1.68309e-16-0.0608059j 7.83037e-16-0.0316639j -4.80839e-17-0.000382068j -3.78067e-14+0.0683194j 6.14258e-14+0.0212359j -1.39865e-13+0.0914673j -1.95946e-16-0.0094718j 3.23895e-15-0.0898305j 1.03873e-15-0.0513629j 1.2329e-15+0.0291222j -5.56618e-17+0.059544j -8.57138e-16-0.00895548j -1.22459e-15+0.0820874j -1.67608e-16+0.0161026j -2.86828e-17+0.0711754j 3.80618e-16-0.00632164j 2.46394e-16+0.0337219j 4.24981e-15-0.0759462j -2.61904e-17+0.0108106j 1.1099e-14+0.132769j 6.17329e-16-0.0277038j 1.90586e-16-0.0946903j 1.97856e-16+0.0594347j -2.487e-17-0.00936981j 6.05738e-16+0.0155778j 2.82258e-16-0.055302j 8.83298e-17-0.0612876j 4.65689e-15-0.159251j -3.08153e-16-0.00750137j -3.95611e-16-0.00343935j 2.31577e-16+0.0196552j 1.17831e-16-0.0825679j -2.33552e-16-0.0513655j 8.71915e-16-0.00831346j -7.0918e-16-0.135262j -2.66475e-16+0.0149958j 5.88313e-16+0.201071j 2.87367e-15+0.280424j -1.38252e-17-0.158043j 5.74853e-16+0.268996j 1.12169e-15+0.0128242j 1.82691e-13-0.265064j -8.17895e-13+0.295092j 
-1.64252e-14+0.00145917j -3.5857e-15+0.0934709j -5.65178e-16+0.0729554j 1.95294e-16-0.0105756j -2.0968e-17-0.0546712j -6.4042e-18-0.0377277j -2.19268e-16-0.0183874j 6.40847e-17+0.00249502j 1.95546e-16+0.0231542j 8.95495e-17-0.0701734j -1.37119e-16-0.00115806j 3.10577e-17+0.0241947j -1.17615e-16-0.0302926j -2.03146e-16+0.0065915j -4.24052e-17+0.0145742j 9.05414e-16-0.0132771j -1.87221e-16-0.0124727j -3.73485e-15-0.0385181j 1.68041e-15+0.0891118j -3.15778e-16-0.0137094j -3.40569e-16-0.0136535j 1.12655e-16+0.00873453j -1.4341e-16-0.00996109j -9.84743e-16-0.0272571j -1.51847e-16+0.00826037j 2.26383e-16-0.0201923j -7.20924e-16-0.0196589j 1.06248e-15+0.00982373j 4.68631e-16-0.0523668j -3.16917e-17-0.0316043j 3.19643e-16+0.0264185j 9.30962e-15-0.0373308j -7.88156e-16-0.0455848j 1.02549e-15+0.00592781j -1.33289e-16-0.0452383j 9.62616e-16-0.0377595j -5.37069e-16+0.0161175j -8.04651e-15-0.00704584j 1.33227e-14-0.0305192j -3.01736e-14+0.0104714j -7.78881e-16+0.0377222j -1.55603e-15+0.0413717j -6.42276e-16+0.0351955j 5.46406e-16+0.0541705j 6.33279e-16+0.0529284j 6.13783e-16-0.000903602j 1.10577e-15-0.0568259j 3.78323e-16+0.0384042j 3.28204e-16+0.0621775j 1.65881e-16-0.0188023j -4.91528e-17-0.00443477j -3.83028e-16+0.0179046j 7.54101e-17-0.0548655j 5.47727e-16-0.00121796j -8.97171e-17+0.110863j 1.53258e-16-0.187217j 7.80673e-16-0.0558731j 1.43018e-16+0.0975593j 1.30476e-16-0.0117653j 1.74027e-15-0.104639j -8.22928e-16-0.030712j -1.3658e-15+0.0161317j 3.1371e-16-0.133035j -1.65986e-15-0.109614j -5.75341e-17+0.073227j -2.42065e-17-0.0607726j -1.01112e-16-0.00777084j 1.51179e-16+0.0873007j 3.86628e-17+0.0790587j -7.06719e-17-0.0412233j -2.06285e-16-0.00924755j -6.46068e-16-0.0625669j 7.00847e-17+0.18j -3.01323e-17-0.0935805j 2.43771e-16-0.0295115j -3.41616e-14+0.182249j 1.56001e-13-0.0267269j 
5.82603e-14-0.0804772j 1.29567e-14+0.00983451j 1.5703e-16-0.0212386j -4.51035e-16+0.0385977j -2.73333e-17-0.0189809j 1.53751e-16-0.0388109j -1.83531e-17+0.0293603j 1.84551e-16+0.0105822j 1.70759e-16-0.00926478j 5.66336e-17+0.0108402j -1.92045e-16+0.0144218j 3.31872e-16-0.0219133j 2.12061e-16-0.0242371j 6.4814e-17+0.00707128j -2.78957e-16+0.0139959j 1.28338e-15-0.0234366j 2.61758e-16+0.0380789j -4.5019e-15-0.0389275j -5.35566e-16-0.0205046j 2.14592e-16+0.0048943j 1.0891e-16+0.0121797j 8.4808e-17-0.0792861j -1.58255e-17+0.00721208j -6.21455e-16-0.0192413j 7.73445e-16-0.0292095j 1.20686e-16-0.0051145j 5.93611e-16+0.0137902j -8.71428e-16-0.0353303j 9.76794e-17-0.0189698j 5.16173e-16-0.0137158j 4.36467e-16+0.0236392j -6.81816e-15+0.0260446j 8.03017e-16-0.00578377j 1.41673e-15+0.0245234j 8.63429e-17+0.0530768j -1.02691e-15+0.0574198j -5.09087e-16+0.00749083j 4.89257e-14-0.107437j -5.75683e-14-0.00477731j 1.00478e-13-0.0542045j -8.00839e-16+0.0858861j 4.62994e-16-0.0124461j -2.44753e-16+0.0150835j 3.33952e-16+0.0245535j 2.66057e-16-0.0197211j -7.04959e-16-0.00848572j -1.43843e-16+0.00460867j 4.73278e-16-0.00691295j -3.3392e-16-0.125339j -1.54769e-16+0.0128754j -1.13069e-16+0.0571302j 3.20111e-15-0.0713067j -3.67763e-16+0.0521626j -1.92827e-15-0.0094684j 8.68837e-17-0.0727034j 5.13017e-16+0.0240443j 4.0599e-16-0.308441j -3.40256e-16+0.017524j -2.82026e-15+0.124172j -1.03422e-15+0.0443064j 2.53241e-16+0.0577612j -3.3275e-16+0.0272244j 2.8557e-17+0.124682j 2.40663e-15+0.235652j 3.67825e-16+0.162805j -8.63853e-17+0.174268j 2.22816e-16-0.0319311j -3.99919e-16-0.0565806j -2.74833e-17-0.0448769j 5.67257e-17-0.00552423j -1.85911e-16+0.0462538j 1.44289e-16-0.0363044j 2.46248e-16-0.0124273j -2.61366e-16+0.057697j 2.75164e-17-0.0850245j -5.04437e-14-0.0420245j 2.28193e-13-0.107906j 
4.13851e-14-0.0463204j 9.26666e-15-0.040195j -1.07429e-15+0.0975281j 5.90119e-16-0.0245654j -1.14947e-16+0.0173935j 4.96294e-16-0.0683765j 1.36461e-16-0.0381863j 7.27799e-17-0.0161896j -9.45711e-17+0.00228201j 7.43535e-17+0.00249713j -3.04933e-16+0.0441521j 6.04154e-16-0.065092j -4.3343e-17+0.0214088j -7.01897e-18+0.0440095j 1.24383e-16+0.00868833j -2.52497e-15+0.0458024j -7.0052e-17-0.0103344j -1.82858e-15-0.015416j -1.25679e-16-0.00827794j -4.92157e-16+0.0390811j 5.11123e-16-0.0289461j 3.01313e-16-0.0381637j -4.49258e-16+0.038148j 2.7588e-17+0.00468822j 2.65824e-15-0.0873632j -3.69357e-16-0.0198263j 8.28305e-16+0.0327677j -7.56363e-16-0.0089948j -5.60015e-17+0.0494443j -1.48157e-16+0.0388158j 6.43492e-16+0.0240241j -5.67374e-16+0.00391573j 1.23676e-17+0.0196455j 4.04647e-15+0.054399j -5.06125e-16+0.0446312j -1.08223e-15+0.0148337j 8.60244e-16-0.0539174j 3.48363e-14-0.0566369j -3.47724e-14+0.0424702j 4.85621e-14-0.00969382j -6.9585e-16+0.0641812j 9.74758e-16-0.02499j 3.07784e-16-0.0487475j 4.27471e-17-0.0102551j 2.52642e-16-0.0375652j 5.58906e-16-0.0139523j 8.88718e-16-0.0414557j -8.14672e-16-0.094056j 6.4237e-17+0.0479357j -1.18061e-15+0.110129j -1.13453e-15+0.0458772j 7.13748e-17-0.0146712j -6.03209e-17+0.0853212j 3.90863e-15+0.0511442j 7.48598e-16-0.0464211j 3.81778e-16-0.0251736j 1.64505e-17+0.00705111j 1.58235e-15-0.148493j 2.09271e-15-0.121455j -1.39675e-15+0.0770024j 7.42658e-16-0.0120628j 2.0819e-15-0.0597002j -2.30875e-16-0.0203917j -7.52248e-16-0.136733j -5.65813e-17-0.0255156j -8.02502e-16+0.145358j -2.38292e-16+0.0618037j -3.08295e-16+0.0711337j -7.74879e-17+0.00639292j 2.50339e-16-0.0392609j -7.62277e-16+0.127718j 1.3464e-15-0.045786j 1.35494e-15-0.123665j -3.13528e-16+0.11462j 6.85666e-16-0.0895937j 2.56119e-15-0.197727j -6.6456e-15-0.0408917j 
