-0.0395155+0.0166927j 0.0127543+0.0154845j -0.0216215-0.0136264j 0.0200989+0.0510445j -0.0119688+0.0732258j 0.0678685-0.00683089j -0.033738+0.023605j 0.0322893+0.0208809j 0.0481464+0.020263j 0.047255-0.0590381j -0.090834+0.0411928j -0.01108+0.0615472j -0.0484165+0.0683096j 0.0759953+0.0121631j -0.0420863+0.0554389j 0.0187322+0.016357j 0.0501185+0.0154189j -0.0197369+0.0637088j -0.0222317+0.0252715j 0.0171194+0.0379937j 0.0790745+0.00971791j -0.00133221-0.00212531j -0.0297473-0.0765437j 0.0401997-0.00968687j 0.032305+0.0120008j -0.0868831+0.0162904j -0.0156091+0.0115531j 0.00288031-0.0622817j -0.0325226+0.0113042j 0.0113589+0.000403434j -0.0182268+0.071718j -0.0479973-0.00392627j 0.0724172-0.0226032j 0.0209306-0.0258972j 0.0104664+0.0110775j 0.00552183+0.0234958j 0.171105-0.0397269j -0.059882-0.0267497j 0.0263349+0.0263226j -0.0269144+0.0373211j 0.0747287+0.0467633j 0.0189934-0.0226347j 0.0381366+0.0332653j -0.0246024+0.056213j 0.032998-0.0475671j 0.170155+0.0882143j -0.0059777-0.0362077j 0.0648136-0.041242j 0.0668096+0.000803582j 0.0773978-0.078164j -0.0601288-0.0335693j 0.0102067+0.00483053j 
-0.000280806-0.000149077j -8.8214e-06+0.00103024j 0.000535439+0.000204461j 0.000486419+0.000399287j -0.000172103+0.000330364j -0.00132786+0.00166712j 0.000140324-0.00019524j 0.00127315-9.55146e-06j -0.00171778+0.000344466j -0.000539862-0.000708708j -0.000534218-0.000164831j 0.00115687+0.000533394j 8.58727e-05+0.000328613j -0.00146637-3.10286e-05j 0.000491832+0.000361094j -0.000313013-0.000248512j -0.000685256+0.000400026j 0.000212516+6.93946e-05j 0.000647452+0.000350346j 0.00029508+0.000680598j -0.000565417+0.000737125j -0.000502144+0.000934134j 0.000994317+0.000561j -0.000863264+0.000673974j -8.60881e-06+0.00113826j 0.00125371-0.000660974j -0.000673746+4.8486e-05j 0.00208043+0.000483612j -0.00120292-0.000481352j -0.000337772+6.1726e-05j 0.00068076-0.00084257j 0.00360455+0.00018028j 0.000250714-0.0013776j -8.51259e-06+0.000225098j 0.000596497+0.00112436j -0.000789416-0.000412647j 0.000107723-0.000237929j -0.00141181+0.000319122j -0.000468227-0.000443382j -0.000170348-0.00160622j -0.000951064-0.000523826j 0.00150013-0.000376325j -0.000541785+0.000117143j -0.00175503+0.00134547j -0.00205037+0.00179453j -0.00150461+0.000140297j 0.00108091-0.00149241j -0.000196186-0.000488073j 0.00309315-0.00215454j -0.00164136+0.000152133j 0.0011465+0.00182559j -0.00502937+0.00121863j 
-0.00210348-0.00280058j 0.00549466+0.000705866j -0.00527283-0.00227052j 0.00160635+0.00159785j 0.00330241-0.00263769j -0.0125238+0.00123108j 0.000368487-0.00112145j 0.0014887+0.00154291j -0.00104936-0.000279867j 0.00555002-0.000325748j -0.00150686+0.00689794j 0.00223869+0.000473492j 0.00071466+0.000485373j -0.00169425+0.00155567j 0.000905503+0.00191121j -0.00153867+0.00739756j -0.0106475-0.00242722j -0.00559106+9.62714e-05j -0.00660901+0.00247429j -0.00103731+0.00120611j -0.00747701+0.00508502j 0.0113393-0.00813836j -0.000516669+0.0107842j -0.0129894+0.00470945j 0.00254183+0.0122517j -0.00413094-0.000599304j -0.000598865-0.00836358j 0.00322545-0.00367082j -0.0026282+0.00682412j 0.00182945+0.00583887j -0.00454828+0.0036446j -0.00142946-0.0123114j 0.00665126+0.00365336j 0.0013905+0.0119817j 0.00676481+0.00829211j -2.30263e-05+0.000642248j 0.00353907+0.00423909j -0.0055476+0.0130688j -0.0048926-0.00296223j -0.00068502-0.00197324j -0.00958119+0.0111331j 0.0159324+0.00896224j -0.00459519-0.0106452j -0.00365186-0.0182128j 0.00749069-0.00459336j 0.0106106+0.00634281j -0.000707061-0.00564404j 0.000886653+0.00247672j -0.00614089-0.0184869j 0.0156603+0.00124875j -0.0117931-0.00536446j -0.00563483-0.00846354j 
0.000371284-0.000187995j 0.000207635+0.00430668j 0.00058286+0.000936525j 0.00111213+0.00429455j 0.000559826+0.000960937j -0.0010979+0.000772612j -0.000462252+0.000442655j 0.00343143-0.00492665j -0.00175835+0.00263683j -0.00295718+0.000818186j -0.00162474+0.0008701j 0.00376508-0.00137707j -0.000184333+0.00264304j -0.00404413-0.000567051j 6.97136e-05+0.00199368j -0.000937492+0.00226006j -0.00400103+0.00104395j 0.000828478+0.00282688j 0.000503531+3.69888e-05j 0.00240318+0.00046795j 0.00209098+0.00248426j -0.000787387+0.00191003j -0.000441461-1.75382e-05j -0.00227368+0.00299451j 0.00332492+0.00564283j 0.00259341-0.00428678j -0.0035524-0.0018948j 0.00384156-0.00116877j -0.00669447-0.00392426j -0.00110231-0.00276386j -0.00156216-0.00334594j 0.00748789-0.00463886j 5.07341e-06+0.000341468j -0.00120983+0.000870198j 2.32446e-05+0.000813669j 0.000374251-0.000275941j 0.000103216-0.000885777j -0.00252311+0.00318025j -0.00222628-0.00248496j -0.00261876-0.0023667j -0.00265892+0.00116287j 0.000766707+0.00150422j 0.00277352-0.000921433j 0.00247595+0.00459934j -0.00721422+0.0033762j -0.00163882+0.00189719j 0.00031427-0.000170515j 0.00298388-0.00348256j 0.0111647-0.00741242j 0.000566829-0.000942337j 0.00740531+0.00303502j -0.0215344+0.00233263j 
7.06118e-06-0.000682795j -5.38644e-05+0.00134109j 0.00100873+0.000657362j -0.00127023-0.000357992j -0.00143348+0.000282763j -0.000389864+0.000841588j 0.000911077+0.00134249j 0.00209415-0.00129203j -0.00117773+0.000293354j -0.00151191+0.000532593j -0.000716953-0.000711775j 0.00191768+0.000446165j -0.000516049+0.00113107j -0.00251709-0.00015261j 0.000475056+0.000718509j 0.00121103-0.000377547j -0.000776846+0.00073258j -0.000526213+6.73338e-05j 0.000885726+0.00111419j 0.00061112+0.000810465j 0.0014413+0.0011762j -0.00108113+0.000384262j -0.000114757+0.000198544j -0.000632645+0.000511018j -0.000600114+0.00237257j 0.000161864-0.00168447j -0.000711191-0.000573933j 0.000524911-0.000465505j -0.00333727-1.35031e-05j 0.000265496-1.73561e-05j -0.00152713-0.00134404j 0.00108-0.00374663j 0.000401495-0.00114645j 0.000508501+0.000748947j 0.000532317+0.00197519j 0.000509862-0.000653316j -0.00182987-0.00148818j -0.0025747+0.000646454j -0.000439481-0.0019104j 0.00147671-0.00373192j -0.00116321+0.00198213j 0.00169061-0.00144737j 0.00173387-0.000473728j 0.00125566-0.00148662j -0.0011033+3.70265e-05j 0.00130094-0.000770424j 0.00189234-0.00126095j 0.00239658-0.000691118j 0.00170022-0.00138702j 0.00313445-0.000981289j 0.0043283-0.000413574j -0.00597802-0.00335802j 
0.00244811+0.000109205j 0.00224416-0.00234256j -0.00735893-0.000501005j 0.00526269+0.00702029j 0.0108027-0.00310935j -0.00269782-0.00929741j -0.00507587-0.000824154j -0.0108755-0.00277303j 0.00792508+0.00632652j 0.00151738-0.00176615j 0.00560672+0.00228785j 0.000438297-0.00735186j -0.00196031-0.00496105j 0.00408664-0.00327892j -0.00246713+0.00212793j -0.0083439+0.0100565j -0.000674065-0.00344322j 0.00763523+0.00689071j -0.00521024-0.00457999j 0.00906322-0.00611952j -0.00371646-0.00334031j 0.0101545-0.00635381j 0.00232969-0.00266119j -0.00653486+0.00555523j 0.014569+0.000158547j 0.00399403+0.00397737j 0.00367005+0.00115478j 0.00153015-0.00613287j 0.0014782+0.00361425j 0.00390743-0.00112823j 0.00523733+0.0011249j -0.00414141+0.000176097j -0.0066956+0.0135284j -0.00437688+0.000335553j -0.00600795-0.015629j 0.00546589+0.00432266j 0.0113673+0.00814015j 0.0181485+0.00702534j 0.00084665+0.000576669j -0.0111741+0.00775092j 0.0025995-0.010929j -0.00914791+0.0111561j 0.00285265-0.00393857j 0.00876571+0.0065379j 0.0030992+0.00265892j 0.00540515+0.00722654j -0.00714204+0.00809081j 0.0011406-0.00512303j 0.00148842-0.000859219j -0.00132346+0.000915203j -0.00661726-0.00363134j -0.00144632-0.00039396j 
-0.000624666-1.78255e-05j 0.000563977+0.00127289j 2.92216e-05+0.00123969j 0.00249531+0.00382531j 0.00102113+0.00141767j -0.00118065+0.00164814j -0.000547757-0.000467875j 0.00086902-0.00148963j -0.00152652+0.00111723j -0.000141868-0.00240456j -0.00162911+0.000844779j 0.00126103-0.000257314j 0.00225273-0.00219578j -0.001309+0.000857039j -0.000383865+0.000606032j -0.00327586+0.0020928j -0.00147682+0.000640567j 0.00146443+0.000823855j -0.000469918-0.00148j 0.00144993+0.000269386j -0.00129597+0.00102723j -0.00146451+0.0015966j 0.00189242+0.00112516j 0.00168473+0.0014244j 0.00075927+0.00125165j 0.0021267-0.00125909j -0.000893452+0.000691319j 0.00319301-0.00114972j -0.00178946-0.00178768j -0.00158509-0.000155707j 0.00269003-0.00524145j 0.00498042-0.000136529j -0.000576293+0.000191908j -0.00112439+0.00105321j 0.00120614+0.00111528j -0.00260594+0.00127695j 0.000388327+0.00140958j -0.00191497-1.68761e-05j 0.000506454+0.0012116j -0.000257075+0.00100323j -0.00266794-0.00243368j 0.00150134+0.000771526j 0.00108412+0.00131379j 0.000759744+0.00433428j -0.00298666+0.00266059j -0.00240923-0.00204459j -0.000326128-0.000359635j 0.00224261-0.00252148j 0.00714889-0.00492673j -0.0019396+0.00182706j 0.00399498+0.0018243j -0.0116912+0.00565906j 
0.0022454+0.00204823j -1.91574e-05+0.00116592j -0.0044808-0.00461264j 0.00217382+0.0035518j -0.000837324+0.000495793j 0.000239721-0.000630159j 0.00155736-0.00166471j 0.00186168-0.00376951j 0.000458936+0.000568443j -0.00365723-0.000804926j 0.00559674-0.00906156j -0.00133938-0.00618557j 0.00208422+0.00714193j 0.00398765-0.00122467j 0.000946881-0.00912443j -0.00569041+0.00477028j -0.00346155-0.00321974j -0.00138703+0.00925214j 1.48948e-05-0.0027992j -0.00313153+0.00401528j -0.00283372-5.66937e-05j 0.00825994-2.95829e-05j -0.00694536-0.0053109j -0.00559058-0.00491729j 0.00766928-0.00701156j 0.00138716-0.000331981j -0.00408017+0.00599396j 0.00164364+0.00493095j -0.00346796-0.00618142j -0.00447537-0.00291819j -0.00303013-0.00331154j 0.00202376+0.00937364j 0.00514785+0.00256924j -0.006357+0.00413791j 0.00664654-0.00515182j -0.00121296+0.00497656j -0.00325925-0.00814825j 0.00124576+0.0115204j 0.00467174+0.00595942j -0.00505107+0.00173414j -0.0055302+0.00854699j 0.00171426-0.00136106j -0.00838578+0.00281234j -0.00117647-0.000607906j -0.00144161+0.00128498j -0.00209724-0.00195609j -0.0055579+0.000903892j -0.000591206-0.000244575j 0.00301869+0.00261909j -0.00057146-0.000894803j 0.00324645+0.00166128j -0.0023523+0.000784194j 
0.00266351-0.000724989j -0.00140773+0.000712598j -0.000745424-0.00497002j 0.00263019+0.00106901j -0.0022828-0.000596587j 0.0022021+0.00133043j 0.000806232-0.00227506j 0.00103575-0.00368344j 0.00449016+0.000388187j -0.00357771-0.00338991j 0.00641497-0.00537089j -0.00728326-0.00712732j 0.00170824-0.00144864j 0.00995185+7.01083e-05j 0.000334168-0.00806641j -0.00767972+0.00238499j -0.00139734+0.000828296j 0.000968987+0.00819615j -0.000196815-0.00018274j -0.0033697+0.0027535j -0.00691574+0.000878983j 0.00679703+0.0011019j -0.00856088-0.00132812j -0.00180438-0.00504864j 0.0112827-0.00657643j 0.00180705+0.00205416j -0.0014303+0.00602651j -0.000511282+0.00277754j 0.00326006-0.00136442j -0.00169908-0.00182059j -0.00218223+0.00117459j -0.00191669+0.014455j 0.00590753+0.000134687j -0.00669209-0.00232281j 0.00746724-0.00240686j -0.00267372+0.00226108j -0.00684145-0.00355992j -0.00520723+0.00725242j 0.00579555+0.00658226j -0.00490727+0.00606708j -0.00176012+0.0121354j 0.00123191-0.0045677j -0.00912373+0.00364402j -0.00138748-0.00409496j 0.0021047+0.00014441j -0.000153558+0.000677384j -0.0041587+0.000325203j -0.00227878+6.71576e-05j -0.0018121+0.00534643j -0.00221786-0.00323629j -0.00363407-0.00210767j 0.00834132+0.00233472j 
0.000670274+0.00255929j 0.00156994-0.0010232j -0.00700535-0.00244757j -0.0034268-0.00131209j 0.00104037+0.00105704j 0.000215798-0.00824178j 0.00634314+0.00254755j 0.00185523-0.00213273j -0.00386592-0.00853176j 0.00218878+0.00541462j -0.00381039-0.0028207j 0.00856065+0.00552763j 0.00864129+0.0179174j -0.0103849-0.00533211j 0.000880986-0.00739384j 0.00727572+0.0075697j -0.00304758-0.0105162j -0.00971292+0.000786988j -0.00204587-0.00288977j -0.00294064+0.00255889j 0.00968394+0.00421505j 0.00164752-0.00199302j -3.9957e-05-0.00422549j 0.001113-0.00893292j -0.00752538-0.00743218j -0.00236418-0.00528368j -0.00815053+0.00114585j -0.0029347+0.0110755j -0.00898586-0.0107794j -0.00591249+0.00476139j -0.0100026-0.0080436j 0.000406501-0.018046j 0.0018734+0.00521248j -0.00441308+0.0120842j -0.00391747-0.00561007j 0.00121547+0.0045177j -0.00135907-0.00755154j 0.011889+0.0115982j 0.00208625-0.00246924j -0.00015562-0.0115892j -0.0027545+0.0016259j 0.000902218+0.00672454j -0.000638219-0.00378074j -0.00102853-0.0016503j -0.0044921-0.00585852j -0.00243895-0.00370776j 0.000482916+0.00791341j -0.000330763-0.00239386j -0.00715448+0.00189415j 0.00264981+0.00597949j 0.0149685+0.00761349j -0.00286168-0.00326144j 
0.000607988-0.00139736j -0.000176806-0.000769083j -0.000481367-0.000901926j -0.000216908-0.000346824j -0.00046076+0.000143964j -0.000415547+6.06694e-05j 0.000196217+0.000223295j 0.00105956-0.000526482j 0.00106375-0.00158095j -0.00063602-0.00184959j -0.00021346+0.000683654j 0.000244881+0.00180527j 7.3999e-05-0.00153656j 0.000135021-0.00115604j -0.000692367-0.000512907j -3.70648e-05+0.000681409j 0.00143328+2.4246e-05j -0.00050785+0.000468459j -0.000658906+0.00015133j 0.00042663-9.98345e-05j -0.000850811+0.00235273j -0.00119023-0.000407873j 0.000564173+0.000975149j 0.000308588-0.00130753j -0.000357946+0.000698707j 0.001736+0.000211331j -0.000174517+0.0012344j -7.982e-05-0.000244538j -0.000439038+0.00107401j 2.69289e-06+0.00368782j 0.000246221-0.00155842j 0.000568998-0.00201323j 0.000367015+0.000449031j 0.000895749+0.00160829j 0.000634625+0.000559716j -0.000367939+0.000708804j 0.000540214-0.000268177j -0.000724127+0.00198664j 0.0015722-0.00160641j 0.00128769-0.00316992j 0.000330467+0.000810168j 0.00191088+0.000825197j -0.00170424+0.000232495j -0.00120102-0.00152379j 0.00153059+9.49786e-05j 0.00063881-0.00124395j 0.00207206+0.0011032j 0.000494416-0.000805715j -0.000213582+0.000772774j 0.00163758+9.59251e-06j 0.00101028-0.00070373j 0.00135729-0.00446968j 
-8.415e-05+0.00334017j 0.00214268+0.000197335j -0.00551773+0.00243358j 0.00147793+0.00109419j 0.00205852-0.00109001j -0.0087471-0.00134153j 0.00162879-0.000681412j -5.1737e-05-0.00161003j -0.00853035+0.00929291j 0.00616132-0.00235183j -0.00311207-0.00515739j 0.00281279-0.00752986j 0.00113244+0.00461186j 0.00129763-0.00168173j -0.00150697-0.000319162j -0.00222723+0.00459477j -0.00181835-0.00641837j 0.00150187+0.0054223j 0.000493476-0.00863646j 0.00263448-0.000199633j -0.00295224-0.003839j -0.00062815+0.00116396j 0.00273219-0.00862922j 0.00168447-0.0017199j -0.00488151-0.00544728j -0.00306749-0.00233623j 0.00504532+0.00162304j 0.00402102-0.000911133j 0.000110874-0.00510139j -0.00206309-0.00198076j 0.00205995-0.000496461j 0.00164687+0.00549974j -2.15789e-05-0.00181315j 0.00496141+3.58935e-05j 0.00105195-0.000684657j -0.00271714-7.64823e-06j 0.00219191-0.00166379j -0.000470251+2.97082e-05j -0.00100881-0.000311055j 0.00250068+0.00295186j -0.00061432-0.00284231j 0.00424462+0.000835084j 0.0025569+0.00256438j 0.000107302+0.00191212j -0.00112641-0.000826325j -0.000437273-0.00316007j -0.000652316-0.00821741j 0.00210358+0.00364862j 0.00446754-0.00245859j 0.00106694-0.00256778j -0.000934623-0.000193277j -0.0037272+0.00299029j 
-0.000239042+0.00107028j -0.000757047-0.000722281j 0.00938461+0.0003748j -0.00683726-0.000189812j -0.00462266+0.000508911j 0.0120584-0.00342012j 0.00340268-0.00284209j 0.00924736+4.80686e-05j 0.012584-0.00014448j -0.0119152+0.00407894j 0.00693978+0.0011895j 0.00133079-0.00512653j -0.0115283+0.00149884j 0.00541888+0.00405096j -0.012472+0.00667017j 0.00913243-0.0141511j -0.00431021+0.0105479j 0.00117896+0.00539869j 0.010799+0.0181195j 0.00820517-0.00588787j 0.000211368-6.58128e-05j 0.00431473+0.00132414j -0.00695959-0.00459378j -0.0128579+0.00160194j 0.0126553+0.00544503j 0.00162417-0.00476234j 0.00824807+0.000607777j 0.000129135+0.00246383j 0.00213154-0.00781647j -0.00350409+0.0087235j -0.00236023+0.00250581j -0.000603788+0.00314599j 0.00527702+0.00183823j 0.0028796+0.00772767j -0.00564537-0.00591727j 0.00177946+0.000619572j -0.00115313-0.00883121j 0.00496606-0.00614026j -0.000570728-0.014056j 0.00387754-0.00655955j -0.000608692+0.00254591j -0.000837083+0.00847733j 0.00414398+0.0052784j 0.00427512+0.000359044j -0.00389038-0.00320479j -0.000665073-0.00215136j 0.00160261-0.010696j -0.00164138+0.00955235j 0.00170607-0.00132043j 0.00912821-0.000333624j -0.00138235+0.00151049j -0.00246523+0.000225615j 
0.00319617+0.00171657j 0.00264142-0.00255384j -0.00800929+0.000249895j -0.00050167-0.00247523j -0.000145204-0.00290172j -0.0130915-0.00395333j 0.00610746-0.00174304j 0.00453527-0.00310849j -0.0069438+0.00842546j 0.00215534-0.00360358j -0.00386835-0.00600615j 0.00137798-0.0153169j -0.000721179+0.00374441j 0.00493216-0.0020323j -0.00881617+0.00232563j -0.0031437+0.00628928j -0.000748331-0.00687886j 0.000861352+0.0121717j 0.000923062-0.0047142j 0.0105131-0.00366027j -0.0069864-0.00686373j 0.000993649-0.000523385j 0.00139106-0.0159572j -0.000439911+0.000285456j -0.0052606-0.0123829j -0.00408375-0.00483637j 0.00969815+0.00233207j 0.00232797+0.00644164j 0.00283126-0.00482893j -0.00238201-0.00233163j 0.00318482-0.000885493j 0.00381552+0.00211661j 0.000985627-0.00193745j 0.01354+0.000144326j 0.00604009-0.00165204j -0.000796726-0.00191614j -0.0035178-0.00362789j -0.00459973+0.000145779j 0.00492421-0.0025017j 0.0073073-0.000380257j 0.0042836-0.0050118j 0.00330911-0.00120878j 0.00133865+0.00116613j -0.00077472-0.00450419j 0.00102466-0.000683282j -0.00364866-0.00687831j 0.00156405-0.0184111j -0.00296721+0.00863355j 0.000258611-0.000185448j 0.00250413-0.00318122j 0.000922665+0.0014802j 0.00333729-0.000932423j 
0.000858323-0.00476334j -2.93242e-05-0.00056531j -0.00159396-0.00779123j 1.28908e-05+0.00139511j -0.0019778+0.00188484j 0.00106295-0.00123455j 0.00138852-0.000132346j 0.00798175-0.00309999j 0.00849304-0.0118002j -0.00795354-0.00191077j -0.000836813+0.00646355j 0.00197611+0.00346139j -1.32006e-05-0.00616415j 0.00205367+0.00662441j -0.00686494+0.00345983j -0.00547881+0.00316242j 0.00187641+0.00551389j -0.0037194+0.00386568j -0.00642148+0.0114847j 0.013874-0.00233936j 0.000940116+0.000879416j -0.000796038-0.0089608j 0.000251179+0.00195017j -0.00649475+0.0156979j 0.00198254-0.000587507j 0.00371376-0.00015339j -0.00292626+0.00212393j -0.00296062+0.00778562j -0.00420492+0.000282037j -0.00259294-0.00491046j 0.00844618-0.00849027j 0.00661696-0.018034j -0.0076806+0.00271375j 0.0047064-0.00122787j 0.0114228-0.001924j -0.00155523-0.00189298j 0.00102909+0.00432798j -0.00311451+0.00210798j 0.00764543+0.00740895j 0.00416247+0.00028896j 0.00237546-0.00394396j -0.00499134+0.00154616j -0.000883418-0.00575809j -0.00275654-0.000524369j 0.00205432-0.00225051j -0.00048284-0.00782497j -0.000656097-0.00428375j 0.00298608-0.000512447j 0.00109879-0.0044712j -0.000617258+0.00114647j 0.0112093+0.00436125j -0.00458703-0.00186927j 
0.00125907-0.00198414j -0.000225629-0.0007718j -0.00124464-0.00390954j -0.00104289-0.000984245j -0.0017602-0.000193302j 0.000244562-0.00178915j 0.0021961-0.000139731j 0.00416392-0.00147601j 0.00258534-0.00529063j -0.00137969-0.000534886j -0.000541843+0.00321901j -0.000451098-0.000106427j 0.00166716-0.00225929j 0.00287459+0.00302065j -0.00364393+0.000442939j -0.00205565+0.00125212j 0.00114575+0.000883206j -0.00194952+0.00210796j -0.0024233+0.00665363j 0.00567534-0.00133768j -0.000760078+4.06657e-06j 0.000641368-0.00364018j -0.000298761+0.000118239j -0.00175482+0.00577289j -0.000302042-0.00305935j -0.000208903-4.72262e-06j 0.000880172+0.000619944j -0.00162736+0.00583871j 0.00109259-0.000246215j -0.00183573-0.00137355j 0.00296316-0.00207873j 0.00206061-0.00659763j -0.0023343+0.00123156j 0.00332691-0.00131308j 0.00587995-0.00250068j -0.0015263-0.000918813j -0.0021624+0.002935j -0.00145822-0.000160102j 0.0043982+0.00410885j 0.00279536+0.00225787j 0.00411305-0.00246145j -0.00237423-0.00018424j -0.00100795-0.00240051j -0.00235036-0.00244797j 0.00226347-0.00275689j -0.000552264-0.00376939j -0.000133943-0.004989j -0.0020396+0.00160851j -0.00361692+1.50647e-05j -0.00178377-0.000413351j 0.00361316+0.00244897j 0.00445335-0.0010593j 
-0.000251977+0.00103593j -0.00238429-0.00321111j 0.00444264-0.00152206j 0.00360073-0.000178919j -0.000454298-0.00458091j -0.0054524+0.00668608j -0.0029963-0.00310428j -0.00261673-0.0054132j 0.0114115+0.0067404j -0.00847644-0.00217582j 0.00332542-0.00674165j 0.00533762+0.000501198j -0.009886+0.0040461j -0.00436733-0.00483283j 0.00240471+0.00222002j 0.00649589+0.00433626j 0.00695922+0.00251668j 0.00310672+0.00742481j -0.00608386-0.0126331j 0.0076991-0.00700498j 0.00566877+0.00246773j -0.0109211-0.00621759j -0.000894832-0.0122583j -0.00558941-0.00571467j 0.000841392-0.00610305j 0.00212099+0.00635843j -0.00145524-2.7282e-05j 0.00114157+0.00133989j -0.00743749-0.0173081j -0.000376898-0.00619894j 0.00380969-0.0128116j -0.00370337+0.0100295j -0.0100862-0.00358365j 0.00706662-0.00403656j -0.000101314+0.0131035j 0.00541317-0.000891811j 0.00867298-0.00648321j 0.00140174+0.00855434j -0.015903-0.00220414j -0.00194422-0.0022903j -0.00322618+0.00284209j 0.000385541+0.00185767j -0.00335875-0.00535148j 0.00161347-0.00196294j 0.00233379+0.00230171j -0.00118275-0.000704624j 0.00405545+0.00458867j -0.00248889-0.00232814j 0.00012035+0.00545562j -0.00322829-0.00272972j -0.000416592+7.70728e-05j 0.0031895+0.00199207j 
-0.000204457+0.000934693j 0.00026921-0.000348088j -0.000114025+0.000396156j -0.000319991-0.000426492j -0.00061992-0.000922903j 0.000326662+0.000110377j 5.6667e-06+7.80786e-05j -0.00106737+0.000477253j -0.00111689-0.000879094j -0.000682793-0.000641453j 0.000368304-0.000182432j -0.00145732-0.00157141j -0.00238067-0.000987606j 0.000326906-0.000705747j 0.000663888+0.000424154j 0.0019166+0.00153213j -0.00145583-0.000580489j 0.000506162-0.000380509j 0.00135328+0.000783366j -0.00184001-0.000383534j 0.000378628+0.000738596j 0.00152107+0.00183505j -0.00128506-0.00093734j 8.76457e-05-0.00165875j 0.000624519-0.00174239j -0.000880197-0.00048225j -0.000189724-0.000260146j 0.00106534-3.26945e-05j 0.00194881-0.000734751j 0.000443962-0.00340642j -0.00183071+0.00125756j -0.00188217+0.00195777j 0.00168462+0.00111576j -0.00368711-0.000241393j -0.00023109-1.93487e-05j -0.000221096-0.000375068j 5.12417e-05-6.74761e-07j -8.47096e-05+0.000476227j -0.000744631+0.000832581j -0.000199338+0.00103335j -0.00092925-0.000755872j 0.000604292-0.00211703j -0.000473723+0.00023758j 0.000594205-0.00110228j 0.000649347-0.00126836j 0.000439165-0.000643395j -0.00164503-0.00160368j -0.000667597+0.000903911j -0.00168134+0.000182994j 0.000475351-0.00149855j -0.00126009-0.000845352j 0.00284163+0.000973677j 
0.00109147-0.000743821j 0.00118497-7.56847e-06j -0.00181909+0.00196842j -0.000112297-0.00338835j 0.00359208+0.000257684j -0.00423222+3.20507e-05j 0.00219687-0.00111294j -0.00254723+0.000711958j 0.00570965+0.000240536j -0.00221666-0.00354219j 0.000821956-0.000603611j -0.00219231-0.0018833j -0.000385407-0.00136414j 0.00154694-0.000558958j -0.00190356-0.00255618j -6.27711e-06+0.000922945j 0.00412912+0.000127785j -0.000332728+0.0032007j -0.000836923-0.00441283j 0.00408436+0.00197333j 0.000223963-0.00414165j 0.00116636-0.00250588j -0.00210324+0.000279542j 0.0040616+0.00100126j 0.00141696-0.00222425j -0.00126614-0.000578574j -0.00255128+0.00247171j -0.00204741+0.00117847j 0.00137212+0.00528571j -0.00041132+0.00452628j -0.000850138+0.00187139j -0.00316988-7.57164e-05j 0.000178443-0.0044064j -0.00441653-0.0014149j -0.005488+0.00493479j 0.000420938-2.46318e-05j -0.00270305+0.0022091j -0.00394046-0.00417244j 0.00116596+0.00105751j -0.0012876-0.00141493j 0.00167086+0.00265103j -0.000925729-0.00260749j 0.0003345-4.19441e-05j -0.000471956-0.00100313j 0.0002299-0.00265023j 0.0013517+0.00172623j 0.00228973+0.00299847j -0.00210317-0.000597561j -0.00477912+0.000687512j -1.63425e-05+0.0006587j -0.00128238-0.000435166j 0.00497978+0.00178523j 
0.0016434-0.00129231j 0.00411328+0.000982867j -0.00801366+0.00470392j 7.50902e-06-0.0045929j 0.0101728+0.00333546j -0.0101909-0.00108479j 0.0030916-0.00438087j -0.00228811-0.002336j 0.0144657-0.00355305j -0.0108471-0.00598924j -0.00302287-0.00156947j -0.00538634-0.00535394j -0.00781895-0.0012123j 0.00148454-0.00466756j -0.00942954-0.00250975j 0.00093966+0.0017048j 0.00572469-0.000211954j -0.00435901+0.00887271j -0.000161583-0.0110927j 0.0126158+0.00424272j 0.00628431-0.00685055j 0.000455678-0.00817876j -0.0111713-0.00284413j 0.00545798+0.00654844j 0.0048093-0.00402989j -0.000518887-0.0054591j -0.012959+0.00495345j -0.00355902+0.00318482j -0.00111647+0.0117626j -0.00124905+0.00460931j -0.00245091+0.0085338j -0.0011746-0.0091016j 0.0035936-0.00772567j -0.0120193+0.00108547j -0.0158023+0.014588j 0.00457053-0.00237021j -0.00361815+0.000669152j -0.0128032-0.00807159j 0.00370534-0.00111162j -0.00398872-0.00719673j -1.31105e-05+0.00645786j -0.00360167-0.00191795j -0.00129507+0.000957238j -0.00316196+0.00350196j -0.00236124-0.0016139j 0.00167992+0.00258258j 0.00334551+0.00767068j 0.00346393-0.00252696j 2.6547e-05-0.00193144j 0.0016926+0.00374457j 0.00408507+0.00144786j -0.0044966-0.00199972j 
