0.000758773-0.0203067j -0.0509374-0.0324575j -0.0749338-0.106733j 0.0287009-0.0570733j 0.0252847+0.0274206j -0.0705526-0.0688498j 0.0749835-0.040159j -0.0715337-0.0906954j -0.0744711-0.108295j 0.0424796+0.0577299j -0.0599151-0.108801j 0.0170708-0.00495343j -0.141059-0.0104292j -0.0549053+0.0533214j 0.0745509+0.0694513j -0.143628+0.00624914j 0.0946994+0.017583j 0.0778363+0.00214834j 0.030397-0.00696285j -0.07583+0.0213674j -0.0805634-0.0405939j -0.00269251-0.138169j -0.0141158+0.0195047j -0.00973722+0.0712467j 0.0530496-0.040838j 0.0448499-0.015608j 0.0462862+0.0242082j -0.0248408-0.109251j 0.0274535+0.00558013j 0.00734251+0.0246478j -0.0391308-0.0279652j 0.0266725-0.0168484j -0.0148297+0.056492j 0.106939-0.0058538j 0.0658034-0.00482105j 0.184194-0.160743j 0.0234145-0.0072176j -0.000564598-0.0239353j 0.0796483-0.0164868j -0.0493488+0.0174521j 0.0167653+0.029541j -0.0512806-0.00692793j -0.056863-0.00130503j -0.00980442-0.0818742j 0.0785139-0.0485224j 0.0504562-0.12752j 0.0466852-0.00241709j 0.13041+0.0236197j 0.00606633-0.041302j -0.0482409+0.0215176j 0.0357912+0.0427923j -0.0608769+0.0656094j 0.0464684+0.0219773j 0.00544504+0.153421j 0.0217149+0.0335758j 0.074853-0.176921j 0.00730653+0.135064j -0.0790335-0.0899494j 0.0255242-0.0741055j -0.0738078+0.0273871j -0.0533158-0.0515519j -0.0772548-0.08263j 0.0134753-0.10155j -0.103005-0.0366808j 0.0913418-0.00966751j -0.137761-0.0189726j 0.0638811-0.00931636j 0.00354973-0.0155357j 0.00064452+0.0416897j -0.035262-0.00393899j 0.0285543+0.0303754j 0.06814+0.048912j -0.0116572+0.0162528j -0.000266885-0.0344356j 0.0277106-0.0281926j -0.00150181-0.127522j 0.00857058+0.0281807j -0.130658+0.172004j -0.136176-0.0775374j -0.0559542+0.025529j 0.0395718-0.0863447j 0.0462067-0.0379849j 0.0094241-0.0352154j 0.0417023+0.0320281j 0.00268965+0.0322499j -0.00388472+0.00953432j -0.00763476-0.00297593j 0.0212002+0.0277581j 0.0298394-0.0214582j 0.0358108-0.0266381j -0.0211086-0.0287568j 0.0100477+0.00165513j 
-0.00132222+0.00307718j 0.00458995+0.00254023j -0.000604596+0.0026196j -0.00222931+0.00121768j 0.000543856+0.000849611j 0.00260045-0.00667059j 0.000466699+0.00082194j -0.000950981+0.000189528j -0.00248982+0.00175218j -1.25754e-05-7.80172e-05j -0.000265692+0.000646463j -0.000536335+0.00183952j 0.000222136+0.00066655j 0.00130905+0.0013041j 0.00220328+0.00146694j -0.00210549-0.00134451j -0.00157781+0.00128916j -0.00332042-0.00307367j 0.00107901+0.00092708j -0.000832063+0.00504142j 0.00149299+0.000803335j -0.00397641+0.0020282j -0.00144392-0.00271495j 0.00286194+0.00199246j 0.000541815-0.00115619j 0.000325872-0.00111474j -0.00240365+0.00238127j 0.00135702-0.000470833j 0.00257928+0.00134352j 0.00394402-0.000420035j 0.000441458-0.00302036j -0.00143561+0.00274421j -0.00235205+0.00218973j -0.00149389-0.00252352j 0.000373655+0.00185151j 0.00200655+0.000959035j 1.31541e-05+0.00273193j 0.00208324+0.00143126j -0.00165143-0.00187156j 0.00030315-0.00206768j -0.000993243-0.000372813j 0.000590595+0.00192259j 0.00336734+0.00293787j 0.00241747-0.000852212j -0.00219818+0.000255386j 0.00141606+0.00153864j 0.00288497-0.00164561j -0.000978633+0.00263937j 0.00668134+0.00096484j -0.00479028-0.000916676j -0.00211547-0.000598211j 0.00238173-0.00133145j 0.000422644+0.00475583j 0.00120923-0.00121811j -0.00159825+0.0051459j -0.00472359-0.00149669j -0.00552385+0.00351736j 0.00191702-0.00136496j -0.000367117-0.0036341j -0.000237287-0.00158052j 0.00279162+0.00839705j 0.00506112+0.00173198j -0.00357601+0.00292461j -0.000244701+0.000900598j 0.00226939+0.0036317j 0.000692788-0.00937975j -0.00523065-0.000716205j -0.00246161-0.00129301j -0.00509842-0.002004j -0.000599543-0.00023138j -0.00303265+0.000622689j 0.00248972-0.00133922j 0.000990339-4.17443e-06j -0.000815721+0.000987451j -0.00353387+0.00131203j -0.000439749-0.000290414j -0.000759174+0.000165115j 0.00256953-0.00441261j -0.000648539-0.00354174j 0.00198778+0.000980867j -0.000577341+0.00287882j 0.000463679+0.00340087j -0.00158245+0.00736398j -0.0024195+0.00119598j 0.00647935+0.0086085j -0.00353101+0.00306734j 0.000222998+0.000109601j -0.00294778-0.00160621j -0.00670033-0.00220574j -0.00297942+0.00422205j 0.0016729+0.00203192j 0.00219353+0.00528322j 
0.000296627+0.000800068j 0.00151902+8.75336e-05j -7.54522e-05-0.000598865j 9.819e-05-0.000240091j 0.00107555-0.000833586j -0.000360626-0.00150193j -0.00073445-0.000433891j 0.00103722-0.00138914j 0.00139574-7.99819e-05j 0.000104195+2.8426e-05j 0.000845658-0.0003774j 0.00166402-0.000231188j -0.0005044-0.000900356j -0.000341693-0.00059211j -0.00127733+0.00084617j 0.00084692-0.000158971j -5.48052e-05-0.00156375j -0.000287078+5.72482e-05j -4.30961e-05-0.000978373j -0.000765533-0.000710211j 0.00132798-0.00172252j 0.00147435+0.002409j -0.00275673-0.00047278j 0.00163747+0.000800453j -0.00138835-0.000277432j 0.000618909-0.000475754j 0.00103452-0.00170581j -0.00171115-9.87272e-05j 0.00209228+0.000618166j 0.00125789+0.00105192j 0.00243813+0.00171957j 0.000210167-0.00108376j 0.000724453-0.00100245j 0.000156192-0.000724668j 0.00125402+0.000882122j 0.000556674-0.000469759j 0.000498015+0.000446467j -0.000384367+0.00136184j -0.00158575-5.21691e-05j -0.000404158-3.99929e-05j -0.000230206-0.000930993j 0.00110564+0.00145582j 0.00131582-0.000496458j -0.000396172-4.72555e-05j -0.0016288-0.00187271j 0.000960159+0.000110358j -0.00095612-5.08921e-05j 0.000182397-0.00185846j -0.000362234+0.00023064j 0.00214216+0.000151391j 0.000470486+4.25119e-05j 0.00129514-0.00169945j -0.000422716+0.000957946j -0.00131873-0.00187457j 0.00165683-2.51461e-05j 0.000155606-0.0013322j 0.00234628-0.000563696j 0.00387684-0.000233223j -0.000328666-0.00395979j 0.00428911+0.00383594j 0.00303506-0.0048083j -0.000851087+0.00165175j 0.0005884-0.000680246j -0.00329806-0.00251787j 0.00107015+0.00179592j 0.00181392-0.00152253j 0.00061713+0.000777096j 0.000495304-0.000169165j -0.000922377-0.00116485j 0.00014431+0.000380132j 0.000143475-0.0016769j -0.00105597+0.000188666j -0.000415159-0.000889597j -0.00144362+0.000317738j -0.0010624+0.000179921j -0.00192997-3.41455e-05j -0.00131304-0.000668767j -0.00123532-0.00266886j -0.00123116+0.000417717j 0.000495127-0.003306j 0.00189868+0.000512366j -0.000663373-0.00224474j 0.000941093-0.00309467j -0.00156681-0.002371j 0.00769529+0.00375299j -0.0030869+0.00273925j -1.97833e-05-0.00129824j -0.0023835+0.0024227j 0.000885535-0.00380972j -0.000534521+0.00583052j -0.00144744-0.000404232j 0.000480442-0.00974679j 
-0.00167589-0.00135703j 0.000674801+0.0035303j 0.000647744-0.000552972j 0.00129876-0.000605252j -0.001138+0.00150446j 0.00383941-0.00365118j -0.00118336+0.00070247j 0.00122294+0.00228657j -0.000784368-0.000464774j 0.00167544-0.000116502j -0.000764325+6.586e-06j -0.00191133-0.000771109j 0.000960391+0.00128584j 0.00191212+0.00350901j -0.000661214+0.000873255j 0.000444365-0.000880928j 0.000147054+0.00101791j 0.00103073-0.000749948j 0.00124119+0.0014833j 0.000701288+0.00269416j -0.00047923+0.00117986j -0.00438442-0.000251574j 0.000477809-0.00301568j 0.000208437-0.00157903j -0.000525039+0.00157982j -0.000797149-0.002247j -0.00151619+0.00382456j -0.00166556-0.00217866j -0.00124802-0.00202138j -0.00053124-0.00142571j -0.00118843-0.00349323j 0.000373933+0.00156195j 0.000379031+0.00241389j -0.0008051-0.00164987j 3.24918e-05+0.00123442j -0.00163701-0.00182027j 0.000227469-0.000883584j 0.000508379-0.00110388j -0.000745849+0.000214443j -0.000279897-0.00113001j -0.000892352+0.000519616j -0.000254361-0.000273522j 0.000273897+0.000384987j 0.000839045-0.000397049j -0.000627853+0.00245149j 8.69375e-05-0.00180546j 0.000554369-0.00376546j -0.000569389+0.00358096j 0.000413787-0.000603617j -0.000446073+0.000341669j -0.000449362+0.000470042j -0.00101726+0.000210145j 0.00109549-0.000463381j 0.0024301-0.000464126j -0.00153571+0.00249138j -0.000283174+0.00374507j -0.00242916+0.000757377j 0.00103296+0.000459143j -0.00237295+0.00351534j -0.000542613-0.00265703j -0.0031072+0.0028581j -0.000484365-0.00153513j -0.00166576-0.00165994j 0.00243037+0.000629143j -0.00233872+0.00248983j -0.00433024-0.00461684j 0.0018092+0.00177178j 0.00157189-0.000585218j -0.00234049-0.00557725j -0.000484553-0.000226726j -0.00167706+0.00155699j -0.000960395-0.00124608j -0.000522195+0.00445794j -0.00464873-0.00384079j -0.00296648-0.00174921j -0.0045557-0.00233971j 0.000665077+0.0056263j -0.000482428+0.00653934j -0.000193984-0.00148435j 0.000110054+0.00221299j -0.00399805-1.54062e-05j 0.00724443-0.00576046j -0.00823483+0.00697155j -0.00869087+0.00462815j 0.000757748-0.000314495j -0.00696548+0.000862743j -0.000469614-0.00119237j -0.00657151+0.00490775j -0.000628972-0.00209679j -0.00445421+0.00573538j -0.00466716-0.00212299j 0.0013009-0.00353328j 
0.001748+0.00279316j -0.00273847-0.00318961j -0.00131791-0.000475725j -0.0019478-0.000157576j -0.000729752-0.0018562j -0.00140215+0.00446899j 0.00292586-0.00112195j 0.00101576-0.00093753j -0.00303355-0.000150408j -0.00248966-0.000348959j 0.00053797+9.27441e-05j 0.000751165+0.00082607j -0.00276379-0.000930224j -0.00151322-0.00375044j -0.00356763-0.000950964j 0.0024937+0.000723144j 0.000106535-0.00156308j -0.000657924-4.21888e-05j -0.000539637-0.0021455j 0.00264834-0.00393875j -0.00307971-0.00134504j -0.00128281+0.000222308j -0.00129691+0.000189165j 0.00465263-0.00201032j -0.000129686+0.000394004j 0.00224476+0.00382147j -0.000441615-0.00493161j 0.000443558-0.00184635j -0.00223719+0.003792j 0.00167327+0.000614358j -0.00206585+0.00251556j -0.000652334-0.00369857j -0.00131576-0.00462264j 0.00158016+0.0011338j 0.000305068-0.00089891j 0.00316306-0.00311994j -0.00117768-0.00224276j -0.00197151+0.00211014j 0.00331535+0.00344842j 2.63445e-06+0.000152623j -0.000284014+0.000459723j 0.0027579+0.00148266j -0.00129326+0.0010386j -0.00146446-0.000604933j 0.000978691+4.54193e-05j 0.00166674+0.00131554j 0.000365982+0.00395843j 0.00211162+0.000130564j -0.00436768+0.00103818j 0.00460496-0.00353678j 0.00360015+0.000982181j -0.000519066+0.000868469j -0.00247876-0.00152261j -0.00325525-0.00197876j -0.0011405-0.00319652j 0.0013499+0.00156305j 0.0011434+2.83194e-06j 0.00401633-0.00346923j -0.00469177-0.000687755j 0.00601767-0.00368399j 0.0041754-0.0049725j 0.000694025+0.00295218j -0.00146856+0.00284286j 0.00452656-0.00308367j 0.00230684-0.000327382j -0.0024095+0.00737071j -0.00135854-0.00124422j 0.000536505+6.36044e-05j -0.00391551-0.000569174j 0.00109461+0.000219686j -0.00349078-0.000287134j 0.00057458-0.000662029j 0.000523178+0.00116627j 0.000885044+0.00116369j -6.76354e-05+0.00221745j 0.00280432+0.00326006j -0.00640145-0.000844433j 0.00173098-0.00294141j -0.00332293+0.00520966j -0.00601189+0.00121239j -0.000134205-0.00187604j 0.00988355+0.000752638j -0.00653518-0.00324182j -0.0105315+0.00117166j -0.00205545-0.00965713j -0.00346532+0.00176465j -0.000237295+0.00090529j -0.00417965+0.00519288j 0.00573188+0.0058577j -0.00426607+0.00274267j -0.0101469-0.000299641j -0.00158574-0.0103489j 
-0.000483678-0.00251797j -0.00195871-0.000230867j 0.0010124-0.00029832j 0.0013293-0.00060461j -0.000777963+0.00147756j -0.00271221+0.00148156j -0.00118932-0.000635907j -0.000896032+0.000214719j 0.0011636-0.00134211j 0.000181529-0.00103726j 0.000219673+0.000326988j 1.60276e-05-0.00113108j 0.00050056-0.000406843j -6.07173e-05+0.000375727j 0.00139781-0.00106093j -0.00112812+0.000750718j 0.00073517+0.00104524j 0.00111123+0.00122357j -0.00058331+0.00103212j -0.00115271-0.000323242j 0.000749329+0.00205595j -0.000539725-0.00657341j 0.0014074-0.00158019j -0.00440736-0.00026483j 0.00420393+0.000354189j 0.000882261+0.00054621j 0.000414241+0.00143891j -0.000538496+0.000309792j 0.000699883-0.00179279j -0.00234405+0.000897582j -0.00291011-0.00156147j 0.00049742+0.000847056j 0.000344997-0.00107596j 0.000133401+0.0013041j -0.00167835-0.000885722j -0.00247663-0.000544671j -0.000857995-0.00185686j -0.000626091-0.000956189j 0.00072688+0.000754922j 0.000420144+0.000523736j 0.000689466-0.000123711j -0.00215757-0.00148199j -0.00116634-0.000442908j 2.25002e-05+0.000218571j 0.000473684+0.000558673j -0.00103706-0.000831562j -0.000209374-9.55046e-05j -9.86285e-05-4.21626e-05j -0.00184931-0.00279872j -0.00107409+0.000461138j -0.000643048-0.000537794j -0.00143978+0.00132374j 0.000480434-0.00319427j 0.000228497+0.000973844j 0.00077159-0.00267382j 0.00374787+0.00175802j 0.00239392+0.00131879j -0.00297392-0.000324019j 0.00100006+0.00639336j -0.00884711-0.00476143j -0.0049207+0.0029812j 0.000695186-0.000208875j 0.00190578-0.00451744j 0.00429363+0.00258507j -0.00378293-0.00324839j -0.00409189+0.0045359j 0.00126587+0.00151187j 0.000762951+5.24827e-05j 0.00654078+0.000778021j 0.000412445-0.000518939j -0.000622096+0.00411088j 0.000408168-3.32172e-05j -0.00309426+0.00255136j 0.00132681-0.00199453j 0.000620245-0.000330563j 0.000794023-0.00140656j 0.00212065+0.00195925j -0.00203575+0.0020564j 0.000428137-0.00136988j 0.00156691+0.00443214j -0.000299211+0.000408823j -0.00295122-0.000538827j -0.00393074+0.00215491j -0.000966871-0.0010329j -0.00741205-0.000666709j 0.00957288-0.00348869j 0.000304745-0.000463542j 0.00583835+0.00108j 0.00461104+0.00122239j 0.00655469-0.00687892j -0.000204067-0.00290426j 0.0010546+0.0102575j 
-0.000237751-0.00115389j -0.000207422+0.00201159j 0.000181781+0.000969755j 0.000215075+0.000879762j -0.000837298+0.00152463j 0.00410624-0.000313355j -0.00117865+0.000516045j 0.00134081-0.000813454j 6.0637e-05+0.0016144j -0.00232051-0.000393928j -0.000500731-0.000399602j 0.00109327+0.000434617j 0.0015904-0.000656558j -0.00137758-0.00094663j 0.00258905+0.00176642j -0.000434655-0.000341499j -0.00138078-0.000432952j 0.00118763+0.0033176j 0.000325581-0.000420218j -7.1765e-05+0.00159035j 0.000116861-0.000335625j 0.000139251-0.00537981j -0.00145607-0.000299126j -0.00226138+0.00056575j -0.000267581+0.00143597j -0.000871842+0.000779649j 0.00249041+0.000975456j 0.000981893-0.00245215j -0.000739915+0.00155821j -0.00376601+0.00146474j -0.00305794+0.00320223j 0.00312998+0.000129354j 0.00325043+0.00061482j -0.00406193-0.00145792j 0.00104241+0.00145406j -0.00206706-0.00171291j 0.00209202+0.00127145j 0.00498719+0.00120413j -0.00466003-0.00208188j -0.00152605+0.00024596j -0.00265777+0.000485905j 0.00180301-0.00141662j 0.00426562-0.000266349j 0.000161771+0.0018643j -0.00328888-0.00138585j 0.000480255-0.00213775j -0.000279015-0.00343459j -0.00202995-0.00387254j -0.00231069+0.0032389j 0.00103969-0.000844793j -0.00140785-0.00200295j -0.0010201+0.000517199j 0.00159834+0.0026107j -0.00190669+0.000376079j -0.00113191+0.000120457j 0.000763889-0.00400973j 0.000611734+0.000725844j 0.000265935+0.00105463j 0.00358171-0.00111588j 0.000687267-0.00430101j -0.00204219+0.00883542j 0.00119116+0.000464969j -0.000556912+0.00135561j 0.000545862+0.00188779j 0.00189389-0.0003117j -0.00720036+0.000219871j -0.000295575+4.61736e-05j -0.00107435+0.000177641j -0.00174758-0.00174313j -0.000494531-9.02444e-05j 0.00120086-8.78795e-05j -0.00023327-0.00054646j 0.000706395+0.000623281j 0.00068844-0.000473689j 0.00177814-0.000578454j -3.20805e-05+0.000587518j 0.00730318-0.000435728j -0.00237803-0.00106953j -7.2816e-05-7.14806e-05j 0.00778479+0.00311481j 0.00268126+0.00108263j 0.000766215+0.00107336j 0.00294395+0.0064879j -0.00239938-0.000447461j 0.00638207+0.00191173j 0.00452954-1.90495e-05j 0.000186789-5.27849e-06j -0.00232536-0.00159454j -0.012274+0.000897347j 0.0022679-0.00127583j 0.00443752+0.00186365j 0.00286659+0.00739477j 
0.000819598-0.00119296j -0.000219729-0.000483771j 0.00210904-0.00147373j -0.00162445-0.00185541j -0.000160484-0.00133977j -0.000621772+0.000429732j -0.00108899-0.00108496j -6.34907e-05-0.00145012j 0.00149055+0.000700969j -0.00338478-3.99459e-05j -0.00268993+0.000359968j -0.00393361-0.00126598j 1.84257e-05+0.000492445j 0.00508359-0.000246899j 0.00081918+0.000194587j 0.00266068+0.00190042j -0.00503538-0.000799309j 0.000618534-0.00118349j -0.00114723-0.000734242j -0.000579533-0.000864526j -0.000172096+0.00022258j 0.00024854+0.00107228j -0.000947324+8.75213e-05j 0.00141899+0.00138089j 0.000998073-0.000323639j -0.00145973+0.00190428j 0.00111158-0.00092469j -0.000341068-0.000551479j -0.000993233+0.00633063j -7.32035e-05+0.00239955j 0.000162783-0.00457336j -5.95849e-05+0.00196498j -0.000116074-0.00185261j 0.000520551+0.00584345j 0.000717755-0.00169186j 0.000728863-0.000392243j 0.00300575+0.00496988j 0.000716409-0.00100249j -0.00056377-0.00238965j -0.0012301-0.000238986j -0.00122785+0.00224724j 0.000742207+0.00133133j 0.00153078+0.00115086j 0.00233533-0.00523288j 0.00235814-0.00426929j 0.00175725+0.00143032j -0.00210929+0.00381959j -0.000581103+0.000954285j -0.001479+0.00189937j -0.000992444+0.000460097j -0.00178552+0.00471063j -0.00203464+0.00714743j 0.00153505+0.00431231j -0.00166857+0.00113537j 0.00281854-0.000876302j 0.000637199-0.00105771j 0.000568767+0.000874717j -0.00190658+0.000176877j -0.0011345-0.000164065j -0.000552065+4.7583e-05j -0.000319736+0.000599357j -0.00211288+0.00153074j -0.00183408-0.00178137j -0.00346731+0.000585208j -0.00665636-0.00532377j -0.00206307+0.000419128j -0.00410326-0.0150131j -0.000399782-0.00404931j -0.000994015-0.00199016j -4.94008e-05-0.000636201j -0.000283652+0.000128678j -0.00788804+0.0102457j -0.00186041+0.00296313j -0.00157573-0.00192607j -0.00111954-0.0016493j -0.00440677+0.00127557j 0.00110484+0.00154028j -0.00327267-0.00490597j 0.0011292+0.00139229j -0.00139024-0.00165767j -0.000792698+0.000166404j -0.000223974+0.000904694j 0.000382233+0.000454493j -3.15574e-05+0.000220249j -6.17946e-05-0.000614883j -0.000123444+0.000405835j 0.000843026+0.00150228j 7.52779e-05-0.00098882j -0.000372861+0.000456913j -0.000262837+0.000532152j -7.23813e-05+0.000125053j 2.12598e-06-3.84835e-06j 
0.000582917-0.00114185j -0.000181517-0.000368181j 0.00148803-0.00168572j -0.00187144-0.00127992j -0.000354024-0.00110438j -0.00033786+0.000558949j -0.00108067-0.000707375j -0.000244883-0.00122035j 0.00134371+0.000206384j -0.00284942+0.000630194j -0.002131+0.000785444j -0.00357223-0.000361597j 0.000109915+0.000414089j 0.00420288-0.00120269j 0.000762111-7.18761e-05j 0.00257923+0.00121311j -0.00435637+0.000195632j 0.000249262-0.00109675j -0.00106037-0.000454964j -0.000638935-0.000664677j -0.000167134+0.000163607j 0.000318041+0.000982427j -0.000803755+0.000337203j 0.00149994+0.000956206j 0.000576867-0.000514187j -0.000823183+0.00193895j 0.000785873-0.000922172j -0.000341118-0.000388023j 0.00015582+0.00539433j 0.000430217+0.0019228j -0.000732437-0.00372606j 0.000337498+0.00167341j -0.000471561-0.00153479j 0.00143207+0.00466213j 0.000395003-0.00152711j 0.000528224-0.000536128j 0.00340089+0.00360258j 0.000434882-0.00082399j -0.000777403-0.00177424j -0.00111298+6.6125e-05j -0.000652098+0.0020826j 0.000995194+0.000998109j 0.001539+0.00060841j 0.000944983-0.00476634j 0.00123201-0.00394677j 0.00167758+0.000862478j -0.00108924+0.00343819j -0.000287847+0.000847196j -0.000838037+0.00189176j -0.000632885+0.000468736j -0.000614402+0.00414003j -0.000430853+0.00611392j 0.0019613+0.00328102j -0.0013372+0.00118087j 0.00215723-0.00122537j 0.000245224-0.000971478j 0.000543404+0.000499583j -0.001442+0.000396972j -0.000892572-6.72393e-05j -0.000303538+0.000183834j -9.79996e-05+0.000507061j -0.00148643+0.0014j -0.00188089-0.00076509j -0.00264652+0.000922684j -0.00623019-0.00330707j -0.00143804+0.000502411j -0.00641107-0.0119715j -0.00114331-0.00327749j -0.00146884-0.00173887j -0.000140292-0.000536475j -0.000105451+0.000218444j -0.00454727+0.0101818j -0.00088488+0.0026434j -0.00157186-0.00133139j -0.00112458-0.00105822j -0.00321881+0.00161406j 0.00114979+0.000970473j -0.00341507-0.00342785j 0.000915873+0.00115728j -0.00135087-0.00113065j -0.000652983+0.000395125j 4.76139e-05+0.000902251j 0.000461987+0.000322213j 1.15361e-05+0.000223488j -8.75816e-05-0.000723115j -0.000148639+0.000550601j 0.000489051+0.00115394j -0.000207284-0.000997576j -0.000369189+0.000477082j -0.000273556+0.000533126j -8.50066e-05+0.000210878j -2.14589e-05-0.000172186j 
7.87672e-05-0.000855059j -0.000243285-0.000254553j 0.0010179-0.00091119j -0.000885748-0.000757636j -0.00010854-0.000527277j -0.000356666+0.000281075j -0.000525369-0.000552573j -0.000110951-0.000781692j 0.000556372+0.00020496j -0.00137548+0.00019964j -0.00115434+0.00029683j -0.0020355-0.000400878j 0.000170704+0.000213966j 0.00242603-0.000547937j 0.000477933-0.000126654j 0.00127296+0.000805334j -0.00234054+5.95506e-05j 0.000170017-0.000619273j -0.000721354-0.000111727j -0.000544655-0.000276361j -7.94739e-05+0.000274865j 0.000324318+3.92765e-05j -0.000130922+8.68759e-05j 0.000683146+0.000302763j 0.00134809-0.000150674j -0.000655873+0.000909154j 0.000598474-0.000878222j 0.000151364-0.000239402j 6.08394e-05+0.00251014j -0.000118606+0.00100098j -0.000294186-0.00175363j -0.000297997+0.00065445j -0.000535357-0.000558662j 0.000743975+0.0030032j -0.000105669-0.000948918j 0.000130354-2.20802e-05j 0.00176694+0.00234539j 0.000260034-0.000784532j -0.000608576-0.00124718j -0.000582568-9.48294e-06j -0.000521034+0.00104029j 1.71494e-05+0.00033744j 0.00060396+0.000332878j 0.000865124-0.00267974j 0.00101202-0.00231387j 0.000855484+0.00078808j -0.000704181+0.00225697j -0.000373643+0.000454731j -0.000958576+0.000524388j -0.000844387+0.000317734j -0.000421204+0.0021915j -0.000287869+0.0036485j 0.000893593+0.00179332j -0.000436159+0.000770066j 0.00128064-0.000616066j 0.000253605-0.000385604j 0.000287682+0.000677733j -0.00140507+0.000383607j -0.000418756+0.000204705j -0.00057875-0.000498682j -0.000330419+0.000143877j -0.00040169+0.00068145j -0.00122741-0.00192028j -0.00180846+0.000413072j -0.00400161-0.00259409j -0.00142518+0.000926803j -0.00236259-0.00658189j -0.000799456-0.00171744j 5.02127e-05+0.000159344j 6.06096e-05-7.84808e-05j -0.000482107-0.000108902j -0.00291387+0.00490325j -0.000869174+0.00183361j -0.00012234-0.000883212j -0.000616917-0.00118915j -0.00169355+0.00112509j 0.000540776+0.00125595j -0.00185184-0.00238734j 0.000814332-0.000140682j -0.0010439-0.000390761j -0.00058354-1.22899e-05j -0.000510508+0.000396173j 0.000418534+0.000253163j -0.000228932+0.000264026j -0.00051623-0.000378164j 7.33503e-05+0.000268738j 0.00113419+0.00164062j 0.00119884-0.000999198j -0.000286901+0.000155752j -6.54658e-05-0.000244905j 0.000178836-0.000131898j 0.000129609+0.000634789j 
0.000529122+0.00188355j 0.000523231-0.00174504j -0.000766782-0.000649199j -0.000991632-0.000489244j 0.00111067-0.00196024j -0.00302627+0.000506319j 0.00115635-0.000893508j -0.000526218+0.000184513j -0.000608296-0.000720048j 0.00136278-0.000244819j 0.000532928-5.68567e-05j -0.000759652+0.000182635j -0.00140751+0.00075839j 0.00143422-1.79932e-05j -0.00277698-0.000582814j 0.000751394+0.000216568j 0.00103578-0.000275103j -0.00197272-0.0025777j -4.6279e-05+0.000250532j 0.000178342-0.000926558j 0.000130108-0.00105708j -7.85692e-06+0.00761438j 0.000417515+0.000971125j 0.00383897-0.00106959j -0.000144937-0.00124945j 0.000764735-0.000651297j -0.00272615-0.000970403j -0.000750911+0.00166434j 0.00105415-0.00109006j 0.00425773-0.00162158j 0.00243931-0.00179493j -0.0033172-0.000246078j -0.00391536-0.000175017j 0.00388042+0.00069097j -0.00094377-0.000925808j 0.00230992+0.00167333j -0.00249185-0.000376604j -0.00437154-0.000182879j 0.00529513+0.00123465j 0.00127911-0.000563622j 0.00226183-0.00113524j -0.000633713+0.00233989j -0.00357436+0.000784205j -0.000749249-0.00166084j 0.00360797+1.62576e-05j -0.000120658+0.00269165j 0.000424972+0.00236916j 0.00302687+0.00284529j 0.00189067-0.00387784j -0.000803495+0.00177121j 0.00183099+0.00242273j 0.00146468-0.000731708j -0.00183-0.00161022j 0.00132167-0.00219625j 0.00166256+0.000285767j -6.76129e-05+0.00411419j -0.00119941+0.000937162j -0.0009242+0.000227515j -0.00207232-0.000448391j 0.00118248+0.00732357j 0.00357562-0.00941645j -0.00171082-0.000886779j 0.000246657-0.000103798j -0.00243617-0.00264721j -0.00119563+0.000838019j 0.00745237-0.00228782j -8.46229e-05-0.000520587j 0.000462447+0.000105964j 0.00115646+0.00174628j 0.000529384+0.000345248j 0.000109448-0.00211875j 0.000136417+0.000942414j 0.000768925-0.00256133j -0.000505471+0.00128005j -0.00150908+0.0016136j -0.000297577-0.000282749j -0.00800108+0.00142466j 0.00332175-0.000775439j 0.000115939-0.00120763j -0.00909728-0.00367085j -0.00187476+0.000397917j -0.00247366+0.00200878j -0.00369604-0.00689651j 0.0043245-0.00428514j -0.00807326-0.000971276j -0.00697109+0.00320225j -0.000162318+0.000653287j 0.00171605+0.000223952j 0.00936011-0.00107556j -0.00131371+0.00239116j -0.00615493-0.00228158j -0.00656064-0.00913744j 
