-0.0316237+0.0226694j 0.0218282+0.0313563j -0.00150523+0.00500161j 1.57747e-05-0.00339403j -0.0154151+0.000172946j -0.00125788+0.0146169j -0.00056392-0.00500626j 0.0135161+0.0053435j -0.00727246+0.00848867j -0.0073976+0.00510099j 0.000184945-0.0103985j 0.00452158+0.0100403j -0.00338156-0.0002235j -0.0036096+0.00504164j -0.0103502-0.0105635j 0.0062082-0.0042179j 0.000512144+0.00347927j 0.00315377+0.0100477j -0.00185673+0.00117288j 0.00522051-0.009495j -0.00205899-0.00077158j 0.00692674+0.00135706j -0.00185025-0.000178729j -0.000196294-0.00347442j 0.00258334+0.00101421j 0.000244043+0.00255201j 0.000708484-0.00296717j -0.00419759+0.000645004j -0.00652329-0.00247221j 0.00574615+0.00105926j -0.000190999-0.00023339j -0.000815648-0.000543999j -0.00474574+0.00198039j -0.00211289+0.00183964j -0.0014296-0.000650178j -0.00154722+0.00254822j 0.00678084-0.00326942j 0.00195663-0.0103411j 0.00790338-0.00473545j 0.00471689-0.00163035j 0.00118645-0.00290439j 0.00321776-0.00384688j 0.00208746+0.00102512j -0.00734615-0.000770605j -0.00681411-9.98547e-05j -0.000573728-0.00498037j -0.00034407+0.0073421j 0.0025242-0.0045842j 0.00272037-0.00120609j 0.00126621+0.00080256j -0.000891486-0.0024711j -0.000256375-0.00760279j -0.000215816-0.00543573j 0.00329387-0.00454201j 0.000120637-0.00376129j 0.00188032-0.00346426j -0.00430093-0.00667452j -0.00051685-0.00261989j -0.00279963+0.00469249j 0.00752065-0.000622054j -0.00111405+0.00117099j 0.00182056-0.00024309j 0.00629733+0.00547541j 0.00267108+0.00637718j 0.00200982-0.00219497j 0.00589615-0.00211493j -0.00411038+0.000880995j -0.00168276-0.00290659j 0.00391259+0.00547927j -0.00588436-0.00567816j 0.00167173+0.00129265j 0.00694297-0.000859378j 0.00770713+0.0036187j -0.00356281+0.00120682j 0.00227911-0.000917815j 0.00167733-0.00642169j -0.0138522+0.00248392j 0.00138174+0.00605661j 0.0081522-0.00294134j -0.00341859-0.00857869j 0.00242355-0.00931491j -0.00349954-0.00856021j 0.00429593+0.00158113j 0.00900927+0.00577677j 0.00334628-0.00176249j 0.0075851-0.0153755j 0.00350321+0.00928992j 0.00726019+0.00370519j 0.0154721+0.00521735j 0.00718622-0.0185206j -0.0129146+0.00310456j 0.00764031-0.00687582j 0.0126851+0.0108906j -0.000192419-0.0141175j -0.00329691-0.00743018j -0.0288682+0.0377028j -0.0411113-0.0297018j 
-0.0121285-0.0137758j -0.0154334+0.0118644j 0.00683955+0.00137808j 0.00631424-0.00975799j 0.0176771+0.0478877j 0.0538035-0.0235541j -0.0209592-0.0299885j 0.0197037+0.00398968j -0.00861243-0.00661334j -0.0105356-0.0216727j 0.00390039-0.0148076j -0.0123826+0.00727407j 0.00407483-0.00837912j -0.00364937+0.00508406j 0.011928-0.00187269j 0.00965113-0.0193799j 0.000442185+0.00140947j -0.00638047-0.00965919j 0.00500388+0.0046272j -0.0169374-0.0033264j 0.00773142-0.0215878j -0.00345432-0.0099715j -0.0116382+0.0129557j 0.0113099+0.0166387j -0.00334068-0.0118512j -0.00045207-0.00298056j -0.0217761-0.00572702j -0.00901225+0.00193774j -0.0112004+0.0100434j 0.00885112+0.000574297j 0.00836779+0.00627768j -0.00139076-0.00946393j -0.0123511-0.0149744j -0.00407999+0.0152008j -0.00207411+0.00503376j 0.00682509+0.016896j 0.00402403+0.00285337j -0.000120921-0.0103257j 0.00405023+0.00403693j -0.00189554+0.0150234j -0.0084861+0.00108325j 0.0115378+0.00616651j -0.0175959+0.0059307j 0.0106186-0.00725271j 0.00308935-0.0116262j 0.0205926-0.0249673j -0.00983666+0.0117398j -0.0279884+0.0150154j 0.00446352-0.00209161j 0.00471018+0.000542023j -0.025691+0.0118974j 0.00312806-0.00402246j 0.0140465+0.00607071j -0.00156458+0.0118453j -0.00643831+0.00247102j 0.0213846+0.0079594j -0.00455635-0.00829777j 0.00736083-0.00172301j -0.00116314-0.00656674j -0.003975-0.0034182j 0.00635336+0.00136704j 0.0064892+0.00869513j 0.0225687+0.00891576j 0.0365488+0.0207542j -0.00963334-0.0131231j 0.00717417-0.00940304j -0.0185378+0.00774457j 0.0192301-0.00143317j -0.0110099-0.025699j 0.0175384+0.00479944j 0.0116452-0.00454408j -0.00836548-0.0301586j -0.00292644+0.00309923j -0.0131814+0.00110484j 0.00333357-0.028077j -0.00563409+0.0224394j -0.0014203-0.00633535j 0.00495118-0.0244657j 0.0106756-0.0149984j -0.00298491-0.00949424j -0.00444239-0.01314j 0.0190989+0.0209748j -0.0383265+0.0125477j -0.00150798+0.00725254j 0.00570916+0.015261j -0.0163099+0.0026907j -0.00925438+0.0203835j -0.00671787+0.0119319j -0.017051+0.0136665j 0.00153996+0.017934j 0.00182942-0.0132464j -0.0572008-0.02387j 0.0231277-0.0523692j 0.0112442+0.0131482j 0.00936632-0.00544818j -0.00837922+0.0117249j -0.0119437-0.00718892j 
0.0599871+0.00329677j 0.00338495-0.0621501j 0.00724822+0.00496122j 0.00466542+0.00403351j 0.00262953-0.0565921j -0.0572893+0.00604879j 0.0288009+0.0281044j -0.0228217+0.00119916j 0.0115321+0.0106028j 0.0109837-0.0046414j -0.0124728+0.0228739j -0.0147846-0.0118682j 0.00641606+0.0305917j -0.0169298-0.00705182j -0.0289586+0.00130797j -0.0142871+0.0381927j 0.00887234-0.00863724j 0.0194508-0.0122865j -0.00530558-0.0142247j 0.011313+0.0238255j 0.0158608+0.0321823j 0.010627+0.0209015j 0.0162818-0.0164706j -0.00361999-0.0090438j -0.0214348+0.0261375j -0.0146771+0.00316134j 0.0244878+0.00924694j -0.00440988+0.00461498j 0.0146552-0.018565j -0.0123597+0.00492672j -0.0179605-0.00464015j -0.00568524+0.0222055j 0.0110566-0.00330181j 0.00972181-0.00506996j -0.00170741-0.0134419j -0.00627819-0.00553223j -0.0241569-0.00400756j -0.0123795+0.00695924j -0.00186552+0.00298356j 0.00120563-0.0206662j 0.00632488-0.0225202j -0.00950717+0.0006276j 0.00559645-0.0112453j -0.00734984+0.00668813j 0.0103605+0.0306571j -0.0287175+0.0279183j 0.00629799-0.00159488j 0.0205474-0.0169901j -0.0106616+0.00152932j -0.0230857+0.000378161j 0.0252972-0.00802531j 0.00614927-0.00537469j -0.0251396+0.00660654j 0.000833759+5.06557e-05j 0.00779472+0.00158723j -0.0240767-0.0153209j 0.0418085+0.00230648j 0.00516918-0.00492586j 0.0206531-0.00921821j -0.00410165+0.00161355j 0.0144245-0.00158753j -0.0158656-0.00543484j -0.0096795-0.0100649j -0.0378679-0.0411j 0.0277258+0.0181907j 0.00119807+0.00126439j 0.0283208-0.0101035j -0.00472775-0.0057746j 0.0107323+0.0123952j -0.0212745+0.00901944j 6.1989e-05+6.10298e-06j 0.00678748+0.00941739j 0.0146882+0.00779067j 0.0381318+0.0189332j -0.00336677+0.0653505j 0.0281934-0.00620953j 0.00996122-0.00271938j -0.0112667+0.0129347j -0.0372784-0.027077j -0.00773613+0.0360024j -0.00583348+0.0129817j 0.00646449-0.0195803j 0.0278121-0.0181378j 0.000548723-0.000840195j 0.0128078-0.0260493j -0.00198879+0.00173267j -0.00754164-0.00683071j -0.00263212-0.015159j -0.041183-0.00420316j -0.00631393+0.0436537j -0.00909671-0.000324335j 0.0618606+0.018725j -0.025033+0.0607273j 0.0234604+0.0181719j 0.00796243-0.0227815j 0.0383872-0.0427741j 0.0420964+0.0357718j 
-0.020924-0.0224027j -0.0241278+0.0238401j 0.00498698-0.0128444j -0.0127047-0.0072868j 0.022178+0.0839501j 0.0849916-0.0294445j -0.030662-0.0252408j 0.0142536-0.0127515j -0.00162819-0.0161897j -0.00851558-0.00743147j 0.0115636+0.00169657j 0.0127908-0.00230902j 0.00105748-0.0358766j 0.0306481+0.000652853j 0.0509606+0.00762957j 0.0101892-0.0427698j -0.00788675+0.00239369j -0.0208629-0.00824861j 0.0214703+0.0209615j -0.0237537-0.00989606j -0.00758315-0.0430236j -0.0212281-0.0273562j -0.0151354+0.0182417j 0.0120859+0.012428j 0.00752012-0.0463482j 0.0100846-0.00380702j -0.0281952-0.00913687j 0.00361866-0.00674531j -0.0178694+0.0304174j 0.00310922-0.000722027j 0.0194383+0.000722589j 0.00300405-0.029899j -0.000310187-0.00490367j -0.0113752+0.00664016j 0.00397264+0.0197077j -0.00168513+0.00773017j 0.0106846-0.000403199j -0.00392294+0.00713254j -0.00345037+0.00368142j -0.00738938+0.0311038j -0.0196878+0.0216569j 0.00470373+0.0118831j -0.0231201+0.00739269j 0.0248499-0.014336j -0.0117012-0.0261645j 0.0277613-0.018916j -0.00701677-0.00175661j -0.051599+0.0297916j -0.000862394-0.00492606j 0.0116585-0.0127939j -0.0351512+0.028874j -0.0107391+0.0124122j 0.0275364+0.00422076j 0.00583224+0.00882905j -0.00217904-0.00360742j 0.0405247+0.021513j -0.0327406+0.00783287j 0.00639876+0.00270026j -0.0114512-0.00349827j -0.0188472+0.0012791j 0.00113102+0.0087784j 0.00790151+0.0123004j 0.00177546+0.00546976j 0.0413676+0.0418088j -0.0302944-0.0223699j -0.00715209+0.0042879j -0.0396563+0.0273776j 0.0176899+0.00898178j -0.0214787-0.0415381j 0.0390462+0.00708958j -0.00437053+0.00504448j -0.0199473-0.0322071j -0.0110246-0.00906875j -0.029278-0.000957589j 0.0101341-0.046353j -0.0177402+0.0163871j 0.00302415-0.00349963j 0.0216432-0.0391149j 0.0277049+0.00589855j -0.0216515-0.0179084j 0.00770924-0.0207205j 0.0228773+0.0497349j -0.0454406+0.0249452j 0.0113335+0.00933653j 0.00801593+0.0136591j -0.0105553+0.00569537j -0.0144777+0.0197955j -0.0038393+0.0104938j 0.0159953+0.00643783j -0.0147415-0.0126547j 0.0101437-0.0269448j -0.0988101-0.0340485j 0.034283-0.0983756j -0.01012-0.0106133j -0.00020442+0.00736603j -0.0278901-0.0161938j 0.0161305-0.0280951j 
0.0773618+0.0233037j 0.0225256-0.0793174j 0.0092512-0.00344829j -0.00496454-0.00198046j -0.0178125-0.130127j -0.139208+0.0326773j 0.0472991+0.0680921j -0.0324435-0.0100144j 0.0197462+0.0200534j 0.0417083+0.0185081j -0.0200227+0.0128685j -0.0120509-0.0435313j -0.00565121+0.0560462j -0.0255648-0.0302304j -0.0495875+0.000570748j -0.0454506+0.0776588j 0.00533381-0.0111929j 0.015135+0.0120153j -0.0169826-0.0181071j 0.0307739+0.0426805j 0.0155888+0.0661251j 0.022337+0.0372296j 0.0550606-0.0164486j -0.0157961-0.0167208j -0.0152991+0.0585562j -0.0339569+0.00355171j 0.0610998+0.0234586j -0.00743807+9.9805e-05j 0.0348888-0.0402077j -0.0199346-0.00453366j -0.0278864-0.0217758j 0.00188594+0.0443018j 0.0231446+0.0274664j 0.0176027-0.0170501j 0.0167603-0.0202695j 0.00612456-0.0201387j -0.0275861+0.0055991j -0.0193596+0.0247715j -0.0138431-0.0143783j 0.00703154-0.0662539j 0.0196079-0.0205649j -0.0026824+0.0105628j 0.0369221-0.018734j -0.0265479+0.0192845j 0.0273011+0.041449j -0.0663227+0.0677268j 0.0150828-0.0126755j 0.0588055-0.0457898j -0.0257013+0.00752259j -0.0316923+0.0252186j 0.0677437-0.0397322j 0.00913067-0.0005055j -0.062805+0.0156059j -0.00713231+0.00334017j 0.030753-0.00643758j -0.0604947-0.0361118j 0.0635766-0.0054744j -0.00812515-0.0152766j 0.0150198-0.00490543j 0.0135178+0.00379117j 0.0115646-0.00566396j -0.0279963-0.0220811j -0.0332087-0.00333586j -0.0891386-0.0869725j 0.0470991+0.0329125j 0.0169305-0.0174733j 0.0517437-0.0245792j -0.0298695-0.0154016j 0.0431403+0.056424j -0.0543731+0.000850198j -0.000387938-0.00735935j 0.0257772+0.0499479j 0.0174078+0.0174405j 0.051383+0.0235463j -0.0246341+0.103956j 0.0346271-0.0240071j 0.0354692+0.0096047j -0.0374786+0.0487235j -0.0637568-0.014676j 0.00748457+0.0468549j -0.00971726+0.0313982j -0.0187659-0.0544448j 0.0809546-0.0320923j -0.00214975-0.0296507j -0.0246626-0.0398251j -0.00372856+0.000922399j 0.00290278-0.0477127j 0.0101009-0.0388776j -0.0252918-0.0267921j -0.00622861+0.0360021j -0.0207815+0.0209384j 0.159521+0.0427932j -0.043599+0.15734j 0.0175794-0.00840056j -0.0209941-0.0167338j 0.0534992-0.0491227j 0.0480304+0.0529053j 
-0.0431567-0.0070745j -0.00714741+0.0469672j -0.0048481+0.00957445j 0.0196246-0.00784765j -0.00686299+0.0168281j 0.0206278-0.00564671j -0.014694-0.0290054j 0.0194451+0.023852j -0.038676-0.00680534j -0.0161311+0.0035545j 0.0140877-0.029683j -0.000336202+0.0059095j 0.00246939-0.0253669j 0.0099264+0.016984j 0.0066556-0.0181262j 0.010921-0.0154843j -0.000897038+0.00259734j -0.0216752+0.0206861j -0.00311092+0.0170468j -0.016491-0.0297295j -0.00631387-0.0201759j 0.00490499+0.00556882j -0.00645726+0.0143408j 0.0116464-0.0057216j 0.0233182-0.0204598j 0.0104+0.0229055j 0.00792761-0.00103115j 0.00790029-8.72542e-05j -0.0192927+0.00710545j 0.000793985+0.00779994j 0.0108054+0.00308605j 0.00539242-0.0129586j -0.00657129-0.00300045j -0.0116889-0.00276126j -0.00381334+0.0163784j -0.00837268-0.00217294j 0.00195688+0.00122764j 0.0232071-0.0197087j 0.0039532-0.00459742j -0.00269442+0.0127116j 0.00432467-0.00100778j 0.0126209-0.00661836j -0.0105549+0.00115412j -0.00767477-0.00236237j -0.0212403-0.0189219j 0.0227781-0.00605882j -0.00848128+0.00134362j 0.00359789-0.0107489j 0.00384289+0.0073612j 0.021107-0.00254722j -0.00848188+0.015287j -0.00429044+0.00590139j 0.0128089-0.00596574j 0.00721017+0.00441081j 0.00402138-0.00809408j -0.00453531+0.00858952j -0.0267858-0.0015894j -0.0195258+0.0103634j 0.00652251-0.0265229j 0.00553622-0.00136257j -0.0130719+0.00540544j 0.00601237-0.00842947j 0.0250508-0.00879733j 0.0220666+0.0186695j -0.0247801-0.0203945j 0.0074721-0.00699093j -0.0265015+0.00183293j 0.00300258+0.00228823j 0.00280321-0.00623015j 0.0181858-0.0151565j 0.0422846+0.0066524j 0.0115076-0.0018863j 0.0015291+0.0142703j -0.0279563-0.0138849j 0.0173459-0.0163762j -0.0193602+0.00421699j -0.0153683+0.00557646j -0.0205087-0.0103535j 0.0121404+0.0240241j -0.0169687-0.0435926j -0.0130575-0.0296498j 0.00320233-0.00567892j -0.0238555+0.0150681j 0.00916588-0.0198663j 0.00957902+0.0185446j 0.0179546-0.00857416j 0.0130315+0.0499228j -0.012909+0.0271741j 0.0184054-0.00624617j 0.0136082+0.00285546j -0.0171574+0.0121313j -0.0294511-0.0173551j 0.0198817-0.0300323j -0.0119483+0.010333j 0.0179095+0.00681191j 7.13059e-05+0.0439322j -0.0426268-8.82705e-05j 
0.00377308-0.00341357j -0.00301076-0.00399842j 0.00564278-0.00784638j -0.00858691-0.00250854j 0.0269856+0.0342373j 0.034812-0.0268924j -0.00688972-0.00730082j 0.00694916-0.0113965j 0.0107286-0.0014544j 0.00560774-0.0148129j -0.000853881+0.0031462j -0.00401216-0.00328921j -0.00143129+0.0138025j -0.00246531-0.0157976j 0.0117073+0.0155017j -0.0079491-0.00709074j 0.000524457-0.000758741j 0.0170936-0.0116052j 0.00304451-0.00887786j -0.0014865+0.00617566j 0.0121797+0.00425854j -0.00230909-0.0135938j -0.00890633+0.00985987j -0.00111522+0.0118559j -0.00308438-0.00211681j -0.00765321-0.00700294j -0.0229178-0.00456903j -0.0114625+0.00116201j 0.00412903+0.0142404j 0.00269693-0.00257085j -0.0101206+0.00907485j -0.00460375+0.00723318j -0.0119928-0.0048945j 0.0148107+0.00918454j -0.00413389-0.00718852j 0.00835943+0.00877188j -0.00435358-0.00880075j -0.0123703+0.00685828j -0.0106641+0.0136256j 0.006758-0.0102803j -0.00817762-0.00648179j 0.00270951-0.00758206j 0.00947768-0.0051877j 0.0054635+0.0113937j 0.0149117-0.000167932j 0.00553834-0.0265167j 0.00710745+0.0047306j -0.0151414+0.0178364j 0.00842217-0.00308262j -0.00334711+0.00469151j -0.0143187+0.00660459j 0.0101102-0.00744485j 0.00630414-0.0014997j -0.00121742+0.012703j -0.00849402+0.00405272j 0.0120501-0.00583058j 0.00120466-0.00600965j 0.00931112+0.00017568j -0.0167049+0.00644322j -0.00877515+0.00227383j 0.0179107-0.00719147j 0.00372567+0.0131576j 0.00414812+0.00835285j 0.0188821+0.00696086j -0.00482885-0.000625574j -0.00250371+0.00374181j 0.0200256-0.00310627j -0.00110382+0.00205983j 0.00403562-0.00912814j 0.00319802-0.00445777j -0.0183762-0.00236359j -0.0230093-0.0170534j 0.00197751-0.0176361j 0.00804378+0.0147013j -0.00272411-0.022153j 0.00626271+0.00797442j -0.00245618-0.00099424j 0.0175935-0.010416j 0.00348818-0.0141796j 0.0117336+0.00645367j -0.00316657+0.00767871j 0.00754159+0.0114876j -0.0107237-0.0164449j 0.00598733+0.0233212j 0.00549176-0.0151998j -0.0115535+0.00379257j -0.0254899-0.014278j -0.00296644-0.0131272j -0.0173517+0.0159142j -0.00117532+0.00580219j 0.0214887-0.0227346j -0.0287957-0.0235676j 0.014983-0.0249556j 0.011094+0.00563611j 0.00498577-0.00682817j -0.0101193-0.0209198j 0.0198461-0.010253j 
-0.131486+0.0258993j 0.0236795+0.134566j -0.0358764+0.0214651j 0.0262161+0.0215156j -0.0283906-0.025481j -0.0175464+0.0211335j -0.00756045-0.0366755j 0.0508212+0.0316449j -0.0401342+0.0198239j -0.0200739+0.0257228j 0.0139392-0.0763963j 0.00885464+0.0366957j -0.0100493-0.0022711j -0.0378434+0.0403413j -0.0529057-0.0318474j 0.0242975-0.0134253j 0.00585542+0.0226063j -0.00990365+0.042111j -0.0315807-0.00338472j 0.0153207-0.0486706j -0.0184287+0.0146793j 0.0292578+0.0272886j -0.0129193-0.00904287j 0.00732387-0.00806242j 0.0354977+0.0315719j 0.00995093+0.0284167j 0.00373923+0.000791909j -0.00812511+0.00236301j -0.0226937-0.0170617j 0.0194361+0.00608148j 0.0117101+0.00164635j 0.00329383+0.00341578j -0.0162921+0.00638179j -0.00788308+0.0223352j -0.0213705-0.000631386j -0.00423037+0.0212667j 0.0122688+0.0049661j 0.0517418-0.046741j 0.0419018+0.0121997j 0.0198643-0.006323j 0.0197776-0.0385247j 0.00432676-0.011392j 0.0079693-0.0110862j -0.0416431+0.0111196j -0.0195888-0.00988181j 0.00799918-0.0327757j -0.0219777+0.040444j 0.041302-0.0388203j 0.0351853-0.0166362j 0.0135372+0.0195817j -0.00986526-0.0085556j 0.0372669-0.0233517j -0.000587261-0.0288172j -0.00763193-0.0163815j -0.0286314-0.0190217j 0.00158875-0.0229923j -0.00798608-0.0123807j -0.0426172-0.0125605j 0.00485767-0.0067374j 0.0458539+0.0151743j -0.036815-0.0189196j 0.0109528-0.037045j 0.0614268+0.0173449j 0.0160896+0.0170702j -0.0192939-0.0443668j 0.0363085+0.0112062j 0.00512202-0.0345747j -0.010587+0.00919397j 0.0189175+0.0148092j -0.034116-0.0191056j 0.0430791+0.00070178j 0.0385406+0.00592921j 0.0380691+0.0250126j 0.00860299-0.0276474j 0.0088692-0.0183188j -0.0233015+0.0216698j -0.0258461-0.000994907j -0.0403043+0.0283876j 0.0073482+0.0300817j 0.00189534-0.0240223j 0.00628476-0.0279545j -0.0373237-0.05546j -0.0559329+0.0236624j -0.000224874-0.0117017j 0.024517+0.0382781j -0.00192236-0.0654253j 0.0227796+0.0650844j 0.0378647-0.00560348j 0.0654689+0.0187704j 0.0478827-0.0489158j -0.0148801+0.0539322j 0.0127006-0.0199221j 0.0319728+0.00395148j -0.0329362+0.0156967j 0.0305482+0.0276524j -0.0177927+0.12898j -0.125657-0.0184462j 
-0.0386126+0.0159718j 0.0162715+0.0380144j 0.00350293+0.00756757j 0.0134681-0.0107608j -0.00661935-0.0187089j -0.0169732+0.00319077j -0.00350369-0.013124j 0.0186185+0.020016j -0.0270575-0.000324807j -0.00906471+0.0140852j 0.0115477-0.0191976j 0.00358245+0.011322j -0.00707375+0.00813678j -0.0086554+0.0116222j -0.0163828-0.0237415j -0.00276118+0.00760333j 0.00462231+0.00754379j 0.00284757+0.0135732j -0.00732597-0.000974957j 0.0158547-0.00530195j -0.00224506+0.00892835j 0.00842911+0.0114265j -0.000406821-0.00282468j 0.00198642+0.00173542j -0.00162755+0.0130982j -0.014345+0.013934j 0.0135322-0.00874393j -0.000280595+0.00678231j 0.00152406+0.00273198j 0.00214519-0.00452723j -0.0063319+0.0041911j -0.00279818+0.00724085j -0.0107945-0.00668454j 0.000731889-8.20805e-05j -0.0103685+0.00178168j 0.00914015+0.00389972j 0.00867096+0.00281471j 0.0232051-0.0204748j 0.00413982-0.00458279j 0.000255772-0.0066265j 0.00384551-0.00486665j 0.00654518-0.015952j 0.000916927-0.00392236j -0.0150574+0.00101679j 0.000699493-0.00553905j 0.000309362+0.00457497j 0.00454081+0.0102373j 0.0163792-0.0131603j 0.00840916-0.000232587j 0.00438139+0.017914j 0.0046455-0.00468713j 0.00226733-0.0115645j -0.00469725-0.0047048j 0.00673157+0.00270051j 0.00487029-0.00714132j -0.00783991-0.00930162j -0.000286081-0.00289143j -0.0241163+0.00135121j 0.00787739-0.00463394j 0.00808516+0.000201945j -0.010754-0.00830666j 0.00296471-0.00815742j 0.0120822-0.00623383j -0.01142-0.00673744j 0.00128938-0.00240378j 0.012981-0.00107621j 0.011585-0.0150382j -0.00317011+0.007548j 0.00392878+0.00926487j -0.0188161-0.0137212j 0.0231465+0.00856049j 0.030134+0.0121568j 0.0159713+0.0107605j 0.00421355-0.00570475j 0.00491002+0.0225076j -0.00367442-0.00406007j -0.00297467+0.00336315j -0.010087+0.0170528j -0.0115175+0.0020713j 0.00242993-0.00113182j 0.000313736-0.00603085j -0.00932803-0.0222966j -0.00390604+0.00172746j 0.0026167+0.00322999j 0.0148313+0.00651483j 0.00510888-0.028529j 0.0112213+0.0181637j 0.0122271+0.00393626j 0.0140888+0.00369724j 0.0126998-0.002369j -0.00484238+0.0178388j 0.013462-0.0115623j 0.0162354+0.0123147j -0.000127287+0.00905951j 0.0143492-0.00318793j -0.000704892+0.043368j -0.038489-0.00024558j 
-0.0492353+0.0205139j 0.0188833+0.0509865j -0.0191825+0.0172408j 0.0217474+0.0151044j -0.0265502-0.0468227j -0.040988+0.0270251j 0.0211829-0.0112879j 0.0231075+0.0320496j -0.0260187+0.0251689j -0.0140715+0.00792633j 0.000519235-0.029333j -0.00677544+0.0170104j 0.00319778+0.0105319j -0.0269592+0.0264305j -0.0497791-0.021895j 0.0101836+0.00976099j 0.00763575+0.0109789j -0.000616854+0.0132191j -0.0224974-0.0074875j 0.00768674-0.0152372j -0.0117256+0.0230004j 0.0238084+0.0275948j -0.00796592-0.0133918j -0.00370693-0.00956452j -0.0008817+0.0326299j -0.012915+0.0160795j 0.0101358+0.00486289j -0.00980483+0.0105678j -0.00740887-0.0151848j 0.00483412-0.0112988j 0.00504999+0.00860582j 0.001992+0.0157573j -0.0189338+0.00710733j -0.00762196+0.00872234j -0.00558871-0.0059328j 0.002776+0.0132016j 0.012854+0.0179142j 0.0309503-0.0372568j 0.0239685+0.000826533j 0.00418484-0.00741001j 0.00114431-0.0294184j 0.0017739-0.0164544j -0.000369692+0.0185629j -0.0191583+0.00658236j 0.00669615-0.00381592j -0.0104282-0.0152241j -0.0010047+0.0177694j 0.0406513-0.0221723j 0.0230832-0.000389964j 0.0106133+0.0162106j 0.000242096-0.0244168j 0.0233396-0.0201159j -0.00656158-0.0188854j -0.009716-0.0109155j -0.015568-0.0123955j -0.00636348-0.0148675j 0.00368261-0.0171356j -0.0190758-0.00674849j 0.00309601+0.00345538j 0.0329149-0.00488462j -0.0240514-0.0055849j 0.0128466-0.013236j 0.0305112-0.000505722j -0.00823856-0.000746846j -0.00422471-0.00841952j 0.0102447+0.00198043j 0.0216788-0.0259172j -0.0115313+2.69036e-05j 0.0135652+0.0156369j -0.039063-0.0118911j 0.0225892+0.00282846j 0.0302314+0.0139013j 0.0151559+0.0141447j 0.00917322-0.00798376j 0.0175367+0.00709678j 0.0053431+0.00708413j -0.0193736-0.00939765j -0.0222212+0.032529j -0.00237005+0.010764j 0.00550376-0.0206929j 0.00363604-0.00327978j -0.0258774-0.0404498j -0.00340758-0.00490729j -0.00141008-0.00362024j 0.0261441+0.00516728j 0.0141115-0.0316961j 0.0154482+0.0328173j 0.0113328+0.00708835j 0.00871316-0.00351496j 0.0227876+0.000106923j -0.019886+0.0316225j 0.0449492+0.0136504j -0.0101094+0.0397906j -0.00542525+0.0147323j 0.0177907+0.00485103j 0.00753294+0.0747285j -0.0729126+0.00601547j 
0.0352589-0.0107854j -0.0100022-0.0365149j 0.0124533+0.00662938j 0.0105744-0.0051897j 0.016674+0.00493297j 0.00628985-0.0165453j 0.00853402-0.000366514j -0.0119175+0.00953655j -0.000987545-0.0105488j -0.0020271-0.00817467j 0.00543972+0.0260776j -0.00160299-0.012009j 0.00862375+0.000180955j 0.0184088-0.00484217j 0.0170963+0.00821482j 0.00928652+0.00414279j 0.00872691-0.0130761j 0.00932821-0.000788673j 0.00315127+0.00803053j -0.00198069-0.00404917j 0.0104207-0.0100266j 0.0064817-0.0046873j 0.0122609-0.00147641j 0.00728364-0.00522743j -0.00283916-0.00523458j 0.00167378+0.00264422j -0.00142135-0.00138711j 0.0101019+0.000103023j 0.00265315+0.0057888j -0.0136878+0.0139752j -0.00743969+0.00405188j -6.98514e-05-0.000245383j 0.0109846+0.00399707j 0.00701593-0.0021445j 0.00769301+0.00225664j -0.0121788-0.0103833j -0.00871855-0.00369516j -0.0124465+0.00939014j -0.0225107-0.00962085j -0.00498106+0.00483746j -0.0099469+0.00655711j 0.00589295-0.00642615j -0.000345733-0.000132346j 0.00513541-0.0140862j -0.000968388-0.00390767j 0.000218506+0.017155j -0.00182355-0.0185109j 0.00948681+0.00760975j -0.0190345+0.00972328j 0.00809686-0.00565931j 0.00401745+0.00992158j -0.0118047-0.000666576j -0.00488024+0.0177719j 0.00248839+0.0126953j 0.00781195+0.00501719j 0.00307522+0.00138005j -0.00464566+0.00971781j 0.000301105-0.000324261j -0.00394308-0.00226424j -0.00885459+0.00519202j 0.0101227-0.00491327j 0.000320302-0.00565269j -0.0246566-0.0135579j 0.00677765-0.0131893j 0.00487711+0.00439228j -0.0077821+0.00238453j -0.00513862+0.0236309j 0.00200269-0.0102123j -0.0128234+0.0194854j 0.0158319+0.00654009j -0.00200999-0.00536449j -0.0121275-0.00303145j -0.015829-0.0290911j 0.00308081+0.00564247j -0.00161929-0.00574489j 0.00436418-0.00374707j -0.0113697-0.00519862j -0.015238-0.0023032j -0.0100844-0.000434921j -0.00134428-0.0107218j -0.00363104+0.0176498j -0.0133973+0.00141296j 0.0153083-0.010824j -0.00873792-0.0133511j -0.0121051-0.00418963j 0.00402531-0.00136446j -0.010567-0.0237098j 0.00806746+0.00489009j -0.0182948-0.0113749j -0.0298012+0.0130365j 0.00809165-0.0246412j -0.0250234-0.00528227j 0.000508628-0.0216611j 0.00601672+0.0124136j 0.00651433-0.00313865j 0.00579808-0.0356106j 0.0342618+0.00662523j 
