-0.0316237+0.0226694j 0.0218282+0.0313563j -0.00150523+0.00500161j 1.57747e-05-0.00339403j -0.0154151+0.000172946j -0.00125788+0.0146169j -0.00056392-0.00500626j 0.0135161+0.0053435j -0.00727246+0.00848867j -0.0073976+0.00510099j 0.000184945-0.0103985j 0.00452158+0.0100403j -0.00338156-0.0002235j -0.0036096+0.00504164j -0.0103502-0.0105635j 0.0062082-0.0042179j 0.000512144+0.00347927j 0.00315377+0.0100477j -0.00185673+0.00117288j 0.00522051-0.009495j -0.00205899-0.00077158j 0.00692674+0.00135706j -0.00185025-0.000178729j -0.000196294-0.00347442j 0.00258334+0.00101421j 0.000244043+0.00255201j 0.000708484-0.00296717j -0.00419759+0.000645004j -0.00652329-0.00247221j 0.00574615+0.00105926j -0.000190999-0.00023339j -0.000815648-0.000543999j -0.00474574+0.00198039j -0.00211289+0.00183964j -0.0014296-0.000650178j -0.00154722+0.00254822j 0.00678084-0.00326942j 0.00195663-0.0103411j 0.00790338-0.00473545j 0.00471689-0.00163035j 0.00118645-0.00290439j 0.00321776-0.00384688j 0.00208746+0.00102512j -0.00734615-0.000770605j -0.00681411-9.98547e-05j -0.000573728-0.00498037j -0.00034407+0.0073421j 0.0025242-0.0045842j 0.00272037-0.00120609j 0.00126621+0.00080256j -0.000891486-0.0024711j -0.000256375-0.00760279j -0.000215816-0.00543573j 0.00329387-0.00454201j 0.000120637-0.00376129j 0.00188032-0.00346426j -0.00430093-0.00667452j -0.00051685-0.00261989j -0.00279963+0.00469249j 0.00752065-0.000622054j -0.00111405+0.00117099j 0.00182056-0.00024309j 0.00629733+0.00547541j 0.00267108+0.00637718j 0.00200982-0.00219497j 0.00589615-0.00211493j -0.00411038+0.000880995j -0.00168276-0.00290659j 0.00391259+0.00547927j -0.00588436-0.00567816j 0.00167173+0.00129265j 0.00694297-0.000859378j 0.00770713+0.0036187j -0.00356281+0.00120682j 0.00227911-0.000917815j 0.00167733-0.00642169j -0.0138522+0.00248392j 0.00138174+0.00605661j 0.0081522-0.00294134j -0.00341859-0.00857869j 0.00242355-0.00931491j -0.00349954-0.00856021j 0.00429593+0.00158113j 0.00900927+0.00577677j 0.00334628-0.00176249j 0.0075851-0.0153755j 0.00350321+0.00928992j 0.00726019+0.00370519j 0.0154721+0.00521735j 0.00718622-0.0185206j -0.0129146+0.00310456j 0.00764031-0.00687582j 0.0126851+0.0108906j -0.000192419-0.0141175j -0.00329691-0.00743018j -0.0288682+0.0377028j -0.0411113-0.0297018j 
0.0180523-0.0167835j -0.0116569-0.0175544j -0.000579737-0.00930626j -0.0113686+0.00542941j 0.0205498+0.0235206j 0.0181035-0.0189357j -0.00540292+0.00509756j -0.00635017-0.0078758j 0.00365688-0.00236597j -0.00863637-0.00750218j -0.000379351+0.00316521j 0.00251021-0.00877345j 0.00554216-0.0124467j 0.0186749+0.00135799j 0.0269818+0.00722283j 0.00634651-0.015245j 0.0046573-0.00518598j -0.0115876-0.00284236j 0.00812982+0.00380831j -0.0144447+0.00999794j -0.0020438-0.0112324j -0.0121119-0.0105288j 0.00107518+0.00536091j -0.000233479+0.0116106j -0.00645735-0.0191535j -0.00227552-0.00440819j -0.00724183+0.00155709j 0.00368081-0.00283261j -0.00334198+0.00983266j 0.0032466+0.00708255j 0.00421101-0.00319823j 0.00211803-0.00485752j -0.00294909-0.00382178j -0.00404849+0.00160614j 0.00163886+0.00874912j 0.00399328+0.0042604j 0.00542856-0.00691565j -0.0101684+0.00820723j -0.0105254-0.00136031j 0.00184923+0.00161978j -0.00439543+0.00690001j 0.000357473-0.00257938j -0.00541385-0.00189017j 0.00864818-0.00663673j -0.00272447-0.00578948j 0.00619567-0.00375564j 0.00234608-0.0138765j -0.0203916+0.0118337j 0.0019511+0.00172827j -0.0046056-0.00372522j -0.0033862+0.0133777j -0.00188089+0.00364195j 0.00739052+0.00759957j -0.00517054+0.00468282j 0.00493969+0.000941027j 0.011043+0.00681733j -0.003086+0.00609898j -0.000264171+0.00796675j -0.000331651-0.000444558j -0.0136438+0.00194447j 0.00722065+0.00410333j -0.00532231+0.0060182j -0.00204088+0.000637084j 0.00854716+0.00830327j -0.00733199+0.000767684j 0.00393849+0.00204821j -0.00977817+0.00724937j 0.00079949+0.00249752j -0.00419048-0.0119588j 0.0233771+0.001992j -0.00759654+0.00463717j -0.0107594-0.0123612j -0.0069003-0.0071867j -0.00901335+0.00603953j 0.00454736-0.0106284j -0.000735391-0.000689345j 0.00564018+0.00113918j 0.0115015-0.0176406j 0.00416473-0.0014731j -0.00349389-0.00200051j -0.00477607-0.00613986j 0.0116737+0.0225716j -0.00595984+0.000636872j -0.000204395+0.00330861j 0.00127488+0.00231003j -0.00911035+0.0100964j -0.00786385-0.00335992j -0.00445473+0.00531809j -0.00488347-0.00224889j -0.0121809+0.00627792j 0.00708473-0.0145784j -0.0338358-0.0183174j 0.0164307-0.0287786j 0.0047157-0.00314203j -0.000265885-0.00863806j -0.000599853-0.029258j 0.0314004+0.000688588j 
0.010206-0.00615996j -0.00593944-0.008222j 0.00887677-0.00134046j -0.00939703-0.00459498j 0.00212555-0.000104619j -0.00100019-0.00151836j 0.00447041+0.0016167j 0.0108348-0.00631783j 0.0113394+0.00272882j 0.00079959-0.000357892j -0.00194515+0.002514j -0.00294847-0.008229j -0.00823786+0.0016997j 0.000584339-0.00083198j 0.0142742-0.00258251j -0.00359141-0.00372467j 0.00504522-0.000444188j 0.00120504-0.00761233j 0.00339373+0.00773238j -0.00233245+0.00868806j 0.00434211-0.00174122j -0.00323493-0.00121598j 0.00786497-0.000301891j 0.00786917-0.000707761j -0.00488086-0.00190482j -0.000359499-0.00268246j 0.00523904-0.00167269j 0.00529609-6.54381e-06j 3.20754e-05+0.00198369j -0.00339117+0.00800013j 0.00163298+0.00214864j 0.00385188-0.000155764j 0.00375692-0.00325181j 0.00338523-0.00527665j 0.00494981-0.00371318j -0.000295203-7.87648e-05j -0.00327137-0.00326785j 0.00159504+0.00351943j -0.00357694-0.00406182j -0.000887399-0.00227218j -0.000558305+0.00510505j 0.00145293+0.00263421j -0.00480202+0.000904292j 0.00736268-0.00512204j 0.0015727+0.000685149j -0.00163073+0.0056815j 0.00492328-0.00397034j -0.000931447+0.00301002j -0.00257535+0.00217945j 0.00483806-0.000451707j -0.00146879+0.00393722j -0.00262243+0.000385604j -0.00134827+0.00576739j -0.00839599+0.00480285j 0.00140177+9.50725e-05j 0.00623151+0.000738931j 0.00267231+0.00476235j -0.00245678-0.00027487j 0.000680778-0.000901099j -0.00653135+0.00273368j -0.00310688-9.61752e-05j -0.0030081+0.00363533j -0.00807712-0.0036886j 0.00107761-0.00287839j 0.00112354+0.00471755j 0.000641029-0.000149593j -0.00278398+0.00793062j 0.00242106-0.00330103j -0.0030721-0.00367184j 0.00602582+0.00936136j -0.000250456-0.00109611j 0.0044509+0.00217004j -0.00834034-0.00519015j 0.00125048+0.000411333j 0.00455373+0.00145202j 0.00900191+0.000821924j -0.000270985-0.00359182j -0.00301961-0.00427171j -0.00046752-0.00367818j -0.00823021+0.00546641j -6.35172e-05-0.00230261j 0.00722097+0.00321031j 0.00608235-0.000894121j 0.00247166-0.00642305j -0.00259969+0.00188789j -0.00366846+0.00351423j -0.00742645-0.00515974j -2.46238e-05+0.000762978j -0.00358002-0.00520517j -0.0072415+0.000531057j 0.00601678-0.00989624j -0.0037961-0.00287477j 0.00112891-0.00269841j 0.00158406-0.00208273j -0.00398836-0.000601019j 0.00266641-0.0123011j 0.0127071+0.00225301j 
0.0102428-0.00536655j -0.00483216-0.00956166j 0.00117057-1.34081e-05j -0.00226149+0.00826348j 0.00130917-0.00887447j -0.00791364-0.000790366j 0.00260562+0.0028974j -0.00820276-0.00713946j 0.00932147-0.0113271j 0.0012767+0.0053349j -0.0054397-0.00293629j -0.000837521+0.00712618j -0.00124102+0.00280356j -0.00209963-0.000879717j -0.00372708-0.0023365j 0.00103566-0.00049143j 0.000252672-0.00399975j 0.00207907-0.00349848j 0.00329217-0.00131201j -0.00269244+0.00110094j -0.0040913+0.00572322j -0.00139828-0.00380893j -0.00483126-0.00280233j -0.00482216-0.000761033j 0.000550969+0.00339527j -0.00117533+0.00020397j -0.000318564-0.00378412j -0.0019351-0.00206838j 0.00438844-0.00136659j -0.00115202+5.26544e-05j -0.000430882-0.000341779j -0.000484511-0.000125415j -0.00244663+0.00401955j 0.00163357+0.00245114j -0.000212909+0.001554j 0.000585954-0.00177136j -0.0022185-0.00146791j 0.000341902+0.00390265j -0.00101179-0.00124029j -0.000550958+0.00246943j 8.00908e-05-0.000388798j 0.000348023-4.5156e-05j 0.0004227+0.0024976j -0.00301452+0.000720999j -0.000527691+0.0067875j -0.00387331-6.29693e-05j 0.00230321-0.000246427j 0.00115176-0.00182784j 8.9388e-06+0.000357931j 0.00324793-0.00124213j 0.000623393+0.000815921j 0.00232147-0.000233107j -0.00129419+0.0019392j -0.000502488-0.00131255j 0.000513031-0.000241994j -0.000457901+0.00377039j -0.00239442-0.00092806j -0.00309726+0.000286858j 0.00145353+8.24337e-05j -0.00337079+0.00134561j 0.00196575-0.000602936j -0.00413846-0.00200772j -0.00278076-0.00483609j -0.00201664-0.00176397j -0.000308241+0.000818179j 0.00302282-0.00114531j 0.00147101+0.00163182j -0.000300836+0.000380079j 0.00132457+0.000763298j -0.00271818+0.00127184j -0.00177893-0.00438491j -0.000458559+0.00189677j 0.00248703+0.00216295j 0.00326936+0.000459619j 0.00352469+0.0035898j 0.000811361+0.00191676j -0.000822339+0.00149416j 0.0002911+0.00413384j -0.00521245-0.00317507j -0.0029318+0.00753548j 0.00398556+0.00240737j 0.00275798+0.000795334j 0.00138693-0.00581561j -0.00280593-0.00282789j -0.00486793-0.00426444j -0.000500978+0.001584j -0.000776355-0.00221301j -0.000808539-0.00151313j 0.00148418+0.000969262j -0.00303734-0.00341718j 0.00266749-0.00360564j 0.00467286+0.003293j -0.00468092+0.00330951j 0.000279276+0.00427175j 0.00136901+0.00166865j 0.00326592-0.00617089j 0.0048759+0.00398252j 
0.0401883-0.0150873j -0.0123317-0.0446931j 0.0158974-0.000518174j -0.00541646+0.0042302j 0.0138262-0.000890937j -0.00590261-0.00850541j 0.0200807+0.0162039j -0.0156346+0.010426j 0.00589029-0.00718541j 0.0163141+0.00358546j -0.00437814+0.00936693j -0.00516587-0.0121487j 0.0116849+6.7666e-05j 0.00795545-0.00770665j 0.00204605+0.00672642j -0.0112605+0.0144446j 0.000657177-0.0100775j -0.00523725-0.00938392j 0.0074942+0.00380957j -0.000821468+0.0105897j 0.00236887+0.00306196j -0.0118413+0.00418468j 0.00433122+0.00146992j -0.0015734+0.00349976j 0.000236878-0.00286149j 0.00339884-0.00161691j 0.00564699-0.00222386j 0.000883553+0.000102491j 0.00863703-0.00135876j -0.000467361-0.00241672j 2.38016e-05-0.00870392j 0.00182603+0.00270427j 0.0085094+0.00453372j 0.00244296-0.00648878j 0.00818229+0.000557513j -0.00678911-0.0031993j -0.00471734-0.00243765j -0.00874681+0.0092505j -0.00790637-0.00243142j -0.00497728-0.0059541j 0.00229895+0.00992608j 0.00432388+0.00231639j 0.00164104+0.000512018j 0.0053998+0.00480608j 0.00291384+0.00372436j -0.0030226+0.0129169j 0.0061798-0.0105664j -0.00144305+0.0046034j -0.00491413+0.00558751j -0.00309442-0.00541923j 0.00786682+0.000122526j -0.00674964+0.00621762j -0.00954493+0.0116203j 0.00108066+0.00392733j 0.00850234+0.00439685j -0.00757166+0.00680979j 0.00141032+0.0076423j 0.0050908+0.00936668j 0.005662-0.00429715j -0.00844678-0.00322006j 0.00758955+0.0046305j -0.00761666+0.00501075j -0.0160072-0.00736669j -0.00995509-0.010818j 0.000974516+0.00706539j -0.00736564-0.00113709j -0.00647653+0.00495062j 0.00272416+0.00283661j -0.00336987+0.00222716j 0.00608629+0.00391471j -0.00376636-0.00151449j -0.00813414+0.00800508j -0.00187495-0.000957683j 0.00494674+0.00559151j -0.00616375+0.0112741j 0.000898123-0.00325478j 0.00854754+0.00436063j 0.00308479-0.00385207j -0.00793641-0.00373723j -0.00454763+0.00801249j 0.000164987+0.0120249j 0.00402153+0.00886641j 0.0206757-0.0019095j -0.00438395-0.00568526j -0.0059253-0.00976046j -0.00116318+0.0179965j -0.00320897-0.0153969j -0.00919287-0.00613121j -0.0106932-0.00464716j -0.00945839+0.0080615j 0.000740099-0.00941956j 0.00708625+0.0125168j -0.0144451+0.00907801j 0.00759525-0.00257231j -0.00344247-0.00274492j 0.0161882-0.037339j 0.0376509+0.0169522j 
-0.0150872+0.00632584j 0.0096967+0.0102924j 0.0136882-0.0125474j -0.0164341-0.0085055j -0.0117093-0.000964288j -0.00809889+0.0131433j -0.00718566+7.56605e-05j 0.00905382-0.00492942j 0.00446711-0.000977714j 0.0131424+0.000432931j -0.00271388-0.00720027j 0.000269578+0.000272142j -0.00408681+0.00336428j 0.000828712-0.00405685j 0.00659265-0.00537195j -0.00154773-0.00303884j 0.000134419-0.000522567j 0.00106647+0.00225794j -0.00485074+0.00620586j 0.00679109+0.00592717j 0.00465013+5.39172e-05j -0.00360747+0.00318288j -0.000528396+0.00840553j 0.00186783-0.00556304j -0.00602178-0.000708908j -0.00611775+0.00255697j 0.0111126+9.17101e-06j -0.00502859+0.00030141j -0.00834102-0.000824628j 0.00345952-0.00255163j 0.00298529-0.00851046j 0.00033461+0.0038699j 0.00270972+0.00632801j -0.00515795+0.002411j 0.00350457+0.00312622j -8.64179e-05-0.00358303j 0.00284898-0.00705167j 0.00348705-0.00221886j 0.000215724-0.00590678j -0.000615793-0.00626471j 0.00420789+0.00239164j 0.00570295+0.00341763j 0.00284986-0.0061396j -0.00294996+0.0029872j -0.000771397+0.00270031j 0.00016795+0.00360298j 0.00253826+0.00325231j 0.000308686-0.000585337j -0.00233774-0.00224695j -0.00121467+0.00269104j 0.00286096-0.00380821j 0.0024009-0.000198063j -0.00635013+0.00202053j -0.000258662+0.00214309j 0.00487845-0.00226021j -0.00166602+0.00140702j 0.00118683-0.00278551j -0.00455738-0.000300055j 0.00336233+0.00068925j 0.00263279+5.47981e-05j -0.00138099+0.00261969j -0.00246458+0.00114157j 0.000102411+0.00289383j 0.000108872+0.00114654j 0.00331875+0.00808327j 0.00103539-0.000966113j -0.00123086+0.00516628j -0.00103674-0.000247006j -2.1962e-05+0.00501837j 0.00215525-0.00217893j 0.00736826+0.000526882j 0.00110304+0.00348842j -3.41621e-05-0.000954241j -0.00271143+0.000727416j -0.0021584+0.0105254j 0.00355433-0.00730225j -0.00169602+0.00149668j -0.00217501-0.00322586j -0.000783373+0.00362696j -0.00511293-0.00478883j -0.00272449-0.00411951j 0.000317641-0.0046357j 0.00437597+0.0027285j 0.00407008-0.003197j -0.00144305+0.00323018j 0.00394632-0.00370064j -0.00218904+0.00921609j -0.00292517+0.00173808j 0.00635074-0.000766605j 0.00284865-0.00186836j -0.00999772-0.000734227j 0.00945374-0.0013204j 0.00435116+0.0117765j 0.00482442-0.00695168j -0.000733811-0.00540508j -0.00467776+0.00971088j -0.00784691-0.00542453j 
0.0210035-0.0119743j -0.0120773-0.0222651j 0.0011021+0.00372688j -0.00768926+0.00383162j 0.00418575-0.0066577j -0.00737904+0.00553598j 0.0147706+0.0177608j -0.00673123-0.0062749j 0.0109159-0.00374047j -0.000441999-0.0092096j -0.0058921-0.00167172j -0.00323838-0.006115j 0.00959754-8.26142e-05j -0.0025135-0.00556738j 0.00750168+0.00630196j -0.00809213-0.000708318j 0.00138032-0.00516195j -0.0024782-0.00489144j 0.0029644+0.00157936j -0.00569357+0.00361051j 0.000693889+0.00473281j -0.00390994-0.0015279j 0.00297993+0.0020899j -0.00375165+0.00403791j 0.000239621-0.00761096j 0.00559313-0.00412312j 0.000823705-0.00205928j 0.00724618+0.00110308j 0.00315473+0.00138493j -0.00458405+0.00394742j -0.00378343-0.002045j -0.00437802+0.0019564j 0.00767852-0.00352983j -4.20131e-05-0.0073291j 0.00572222-0.00166514j 0.00365187+0.000600937j -0.00176332+0.0008825j -0.00377418+0.00992162j -0.00463755+0.00140393j -0.00428463-0.00289796j 0.00382127+0.0067361j -0.00314808+0.00492042j -0.00151891+0.00265519j 0.00226075-0.00311495j 0.00143757+0.00390303j -0.00211265+0.00468909j 0.00199092-0.0109508j -0.00145317+0.00134403j -0.00385932+0.00228753j -0.00281358-0.00138189j 0.00752177+0.00565507j -0.00307602+0.00680604j -0.00265201+0.00554453j -0.00400324+0.00323412j 0.000820493+0.000871267j -0.00225419+0.00272279j 0.000571027+0.00370654j 0.00229648-0.00258949j 0.00157139-0.000637931j -0.00389275-0.00110492j 0.00602012-0.00149895j -0.00540327-0.00100052j -0.0108891-0.00181764j 0.0010757-0.0120121j -0.00238192-0.000401584j 0.000890287-0.00246089j -0.00439466-0.00139613j 0.00168552-0.0010943j -0.00269294-0.000390049j 0.00802113+0.00672797j -0.00841513+0.00203689j -0.00398033-0.00220133j 0.00246712-0.000923025j -0.00190129+0.00491803j -0.00457363-0.00163138j 0.00128843-0.00226777j 0.00328646-0.00134394j 0.00161054-0.0031088j -0.00227688-0.0037277j -0.000757999+0.00494365j -0.00294184+0.00814155j 0.00180707+0.00561602j 0.00989808-0.00147581j -0.00319742+0.00238173j -0.00360807-0.00443219j -0.00543715+0.00436955j -0.00181617-0.0108849j -0.000529602-0.00204642j -0.00968706-0.0082288j -0.00762025+0.00419847j -0.000826614-0.00180811j 0.00181618+0.00858116j -0.00645514+0.00179149j 0.000104176-0.00807661j -0.00955583-0.00391535j 0.0112244-0.0218139j 0.0215415+0.0110928j 
-0.0260177+0.00415147j 0.00457593+0.0211188j 0.000539555-0.00175988j 0.0134608+0.0145724j 0.00799061+0.00611835j 0.00969706-0.00327868j 0.00605074-0.0150624j 0.00914862+0.00177816j -0.00636354+0.00210321j -0.00717346-0.00350233j 0.00129507-0.00404025j 0.00331311+0.00889928j 0.00145969-0.00416596j 0.00352894-0.000598501j -0.00402143+0.00455101j 0.00660083-0.0098827j 0.007645+0.000340316j -0.00371714+0.00523869j 0.00221186-0.00188341j 0.000137746-0.00609714j -0.00892916-0.00168087j -0.00323117-0.00285897j -0.00032553-0.000173397j 0.00122637-0.00166356j 0.0111515-0.00142982j 0.00295675+0.00307167j -0.0102056-0.00063601j -0.00355935+0.00545712j -0.00161954+0.00698095j 0.00390999+0.000349112j 0.00499632+0.00145317j -0.00101877-0.0020924j -0.00733975+0.00662903j -0.00235587+0.00611255j -0.004882+0.00343998j -0.00127475+0.00546107j 0.0023669-0.000562302j 0.00565592-0.0105886j 0.00488399+0.00499241j 0.00411539+0.00273234j -0.00152604-0.001169j -0.00259715-0.0100322j -0.000480143+0.000257997j -0.00619185+0.00177533j -0.00190056-0.00709783j 0.00522745-0.0109199j -0.000933355+0.00839577j -0.0026027+0.00324077j 0.00503937-0.00241774j -0.000313348+0.00251342j -0.0114429+0.00348637j 0.00273199-0.00413404j 0.00610465-0.00851884j 0.000433948-0.00251557j -0.00554784-0.00319077j 0.00757719-0.00639719j -0.00408432+0.000379149j -0.00301007+0.00618763j -0.00827509+0.00297672j 0.00426534+0.00411563j -0.00534787-0.00362669j 0.000445369-0.000667736j 0.0111352+0.00534965j 0.00887404+0.0114237j -0.00528666-0.00928103j 0.00374455+0.00269059j 0.00269846-0.00364145j -0.00335669+0.00102628j 0.00470673-0.00396526j -0.0058306-2.38286e-05j -0.0057152-0.00368752j -0.000199868-0.00373071j 0.00174495-0.000160293j -0.00168772-0.00603558j 0.00502745-0.0100565j -0.00818673+0.00412404j -0.00505023+9.96217e-05j 0.000853708+0.00247216j 0.00773639+0.00234612j 0.00408003-0.00610842j 0.00372695-0.00897666j -0.00511851-0.000796299j -0.01833-0.00147244j 0.0071956+0.00512764j 0.00283752+0.00792783j -0.00267162-0.00939485j 0.00357297+0.0106263j 0.00827987+0.00462886j 0.00820544+0.00603209j 0.00732007-0.0126161j 0.00612575+0.00787737j -0.0117075-0.00719013j 0.00855962-0.0133568j -0.0129463+0.00621732j 0.0071272+0.00599554j -0.0107818+0.0140382j -0.0115308-0.0121502j 
0.00884-0.00327813j 0.0015834-0.00640579j -0.0107585+0.00156403j -0.00841623+0.0179115j -0.0136164-0.010684j -0.0150946+0.0163425j 0.0100083+0.0113829j -0.00487215-0.01124j 0.00528383+0.00835973j 0.00797668+0.00508755j 0.00150202-0.00150586j 0.00449102+0.00196483j -0.000199962+0.00144132j 0.00152297+0.00209841j -0.00516172+0.00620474j 0.000684143+0.00244902j -0.0065164+0.00520308j -0.000106146-0.000990833j -0.00205414+0.00294447j -0.000443963+0.0030896j -0.005679+0.00210609j -0.00535731+0.00541549j 0.000438467-0.00168993j -0.00364302-0.00527459j 0.00282758-0.00321492j -0.000853554-0.00395178j 0.0071149+0.00336107j 0.00733106-0.00107169j -0.000909603-0.00551948j 0.00327774+0.000329984j 0.00472653+0.000515031j 0.00355245+0.000790699j 0.00371631-0.00118055j -0.00642699-0.00405413j -0.00317562-0.00089212j 0.00645312-0.000160676j 0.00191596+0.00169032j -0.000610353+0.00383368j 0.00305492-0.00182106j 0.00198093-0.000152987j 0.00257207+0.00262648j -0.00308745-0.00062192j 0.00467858+0.000917875j 0.000879931+0.00481608j -0.0026359+0.00241739j -0.00420678+0.00599674j 0.00143995-0.00331746j 0.00374719-0.00200186j 0.00232566-0.00268142j -0.00359496-0.00370832j 0.00224105-0.00454753j 0.000662971-0.000232142j -0.00550913-0.00255099j -0.000649032-0.00688902j -0.00242033+0.00371071j 0.00163915-0.00132566j -0.00163455+0.00606434j 0.000949842+0.00238917j -0.000843744+0.00065549j 0.00163877+0.00288403j 0.00199701-0.00013533j -0.00629714-0.00155997j -0.00413597+0.00156106j -0.00783945-0.00676045j -0.00379992+0.000217067j 0.00025985+0.00200104j 0.00485911-0.00602017j -0.00270295+0.00249635j -0.000202848+0.00772514j -0.00226284-0.00165692j -0.00595072+0.00233284j -0.00147672+0.0037174j 0.00237717-0.00112685j 0.00626848+0.00375709j -0.00718749+0.00195694j 0.000942832-0.000494305j 0.00192241+0.00302786j -0.00260204+0.00154677j -0.000408384+0.0013865j 0.00160887+0.00491077j -0.00221582+0.00264437j -0.00275868-0.00169454j 0.00777003+0.00160383j -0.00140915-0.00194636j -0.00107805+0.00157691j -0.00406511-0.00545397j 0.000187998-0.00637004j 0.00749128-0.00334407j 0.00706794-0.00114092j 0.00248358-0.00381389j -0.000375229+0.00292802j 0.00910502+0.00968869j -0.00929968+0.00988595j -0.00306202-0.00973155j -0.00489181+0.00430233j -0.000641029-0.0048157j 0.00640458+0.000139113j 
-0.00508208-0.00491523j -0.00574987+0.0109556j -0.00915234+0.000772209j -0.00750128-0.00316765j 0.0132444+0.0229541j 0.0207172-0.0163439j -0.00965352+0.00246504j 0.00205559-0.0117963j 0.00637986-0.00253256j 0.00387254+0.0160414j 0.00850315+0.00559615j 0.00665685-0.0132252j -0.000855797-0.00711963j 0.00847062-0.00223699j 0.0154395+0.00298201j -0.00340739+0.00172777j -0.00603318+0.000467841j -0.00731123-0.00115645j 0.00211507+0.00187963j -0.00126985+0.00378984j -0.00228423-0.00843829j -0.00110519-0.0103978j -0.000932291-0.00492924j 0.000671293+0.0109099j -0.000140149-0.00187809j 0.0018675-0.00386857j -0.00329335+0.00181007j -0.00071431-0.00386169j 0.000378266+0.00177675j -0.00468209+0.00200137j -0.00105223-0.00210849j 0.00113514-0.00420824j 0.00404631-0.00643617j -0.00184369-0.00244688j 0.00132165+0.000382446j 0.000280146+0.00149733j -0.00101864+0.00132626j -0.00692043+0.00411252j -0.00393504+0.0027092j -0.000344761+0.00107165j -0.00316263+0.00500348j -0.00252029+0.0036267j -0.000565478-0.00411743j 0.0101898-0.000813998j 0.000260415-0.00678523j 0.0044169-0.00024127j 0.0010093-0.00360046j -0.00717806+0.00230829j 0.00188144+0.000278431j 0.000650566-0.00409136j -0.00431216+0.00147301j -0.00287676+0.00440736j 0.0060072-0.000738468j 0.000723031-0.0035649j -0.0026068-0.000448321j 0.0024087+0.00356302j -0.00128787-0.0012137j 0.00163064+0.00177732j -0.0017716+0.00201169j -0.00427999-5.70537e-05j 0.00171781+0.000180672j 0.000389944+0.00528706j 0.00528789-0.00211081j 0.000511095+0.00713042j -0.00357834-0.00424953j 5.38565e-06+0.0021716j -0.00439266-0.000228228j 0.00454798+0.00353673j 1.61979e-05-0.00521491j 0.00618059+0.00137645j -0.00371304+0.00119432j -0.00247736-0.00419027j -0.00289094-0.00376489j -0.00766999-0.00076268j -0.000590244-0.0129252j -0.00218539+0.00187969j 0.00119+0.000418867j 0.00656153-0.00743508j 0.0080929-0.000771708j -0.000319296-0.00232845j 0.000234506-0.00322617j -0.000738407+0.0108023j -0.00284187+0.00308098j -0.00311534+0.0023226j 0.00261904+0.00286637j -0.00278175+0.00271333j 0.000464331+0.000296744j -0.0022901-0.00101093j 0.00554823-0.00225527j -0.000121517+0.00260448j 0.00216048-0.00244325j -0.0139882-0.00686009j 0.00571207-0.013225j -0.00102475-0.00537116j -0.00450577+0.00346304j -0.00343962-0.0114884j 0.0121993-0.00155752j 
-0.00533236-0.00224008j -0.00490074+0.0012232j -0.00343017-0.00573778j -0.000534332-0.00215063j 0.012534+0.0115052j 0.0088574-0.0118176j -0.00781474+0.00681064j -0.00220857+0.00536272j 0.00653828-0.00140909j -0.00585265-0.00698654j 0.000471504-0.0022322j 0.000676863-0.000597094j 0.00315636-0.00396794j 0.00297942-0.00450559j 0.0159347+0.00605933j -0.00263363-0.0106252j 0.00462542-0.00480304j -0.00294001+0.000551958j 0.00530639-0.00399832j -0.00370571+0.000153063j -0.00306946-0.00588489j -0.00248334-0.00754608j -0.000633934+0.00722175j -0.00201073+0.00772973j 0.00612423-0.00557938j -0.000422565+0.00425774j -0.00900476-0.00318911j -0.000754354+0.000229565j -0.0015358+0.00446881j -0.00172155-0.00182951j -0.00259843-0.000508937j -0.00243921-0.00241661j -0.00119823+0.00191747j 0.00114826+0.00140431j 0.00165875+0.00580795j -0.0032831+0.0039973j -0.00137609-0.00340854j -0.00457023+0.0034581j -0.00414095+0.00421361j 0.00116906+0.000277137j -0.00241378+0.000429235j 0.000572151-0.000721522j 0.00113397-0.000278833j -0.00207209-0.00429482j -0.000708147-0.00345242j 0.00347366-0.00686961j -0.00116387-0.000594401j -0.00649861+0.00520445j 0.00147987+0.00232265j -0.000235371+0.00206475j -0.000895796+0.00645468j -0.0037748+0.00486295j 0.00496534+0.00202604j 0.00154655+0.0073781j 0.00261725-0.000517178j 0.00302027+0.000707314j -0.00196295+0.000798072j 0.00247699+0.00039219j -0.00433268+0.000637911j 0.000573429+0.00140721j 0.00240467-0.00361382j 0.00438426-0.00023907j -0.000292764+0.000969068j 0.0112621+0.00604265j -0.000137021-0.00476791j 0.00132551+0.00297345j -0.00543075-0.00151068j -0.000227954+0.00436841j -0.000396058-0.0077606j 0.00559312+0.00181116j -0.000424405+0.00427898j -0.0022865-0.00176251j 0.00254629-0.000216135j -0.00168985-0.00370556j 0.00637855-0.00780943j -0.00565986+0.00507895j -0.00160176+0.000565092j 0.00604457-0.00277444j 0.000598672+0.000362323j 0.00114559-0.00306363j 0.000904943-0.00133311j 0.0038389+0.00734553j -0.0129579+0.000263877j -0.00441645+0.000283263j -0.00068007+0.00213232j -0.00305374+0.00299749j -0.00125988-0.00034738j -0.00174719-0.00199048j -0.00439133+0.00407024j -0.00443224-0.00403086j 0.0060491-0.00249514j -0.0159241-0.00787759j 0.00683207-0.0164333j -0.00828807+0.00709777j 0.00600353+0.00693957j 0.00370312-0.0183271j 0.0164854+0.00315297j 
