-0.0454118+0.00901015j -0.017668+0.0343117j -0.0295683-0.0386746j 0.052297+0.0397197j 0.0158732+0.00238711j 0.037723+0.00315023j -0.0933291-0.0149803j -0.0268908-0.00227817j -0.0177302-0.00958684j 0.0101715+0.00240338j -0.0338529+0.0249274j 0.030549-0.0155178j -0.00308698+0.00559403j -0.0651825-0.00239239j -0.00116669+0.0157261j 0.0112144-0.00629771j 0.00873439+0.0143499j 0.0398761+0.00703679j -0.0191223+0.0397529j 0.0139721+0.0173516j 0.0127817+0.011477j -0.0276593-0.00524784j -0.026163+0.000598792j -0.0185477-0.00996309j 0.0164572+0.0102342j -0.0113584-0.0131995j -0.0113585-0.0120307j -0.0095979+0.00406219j -0.0153094+0.0225303j -0.0323718+0.0191395j 0.0122703-0.0141795j 0.0260238+0.0249531j -0.040739+0.0112502j -0.0094844-0.0088821j -0.0122778+0.00271022j 0.0147828-0.0072181j 0.0136695-0.0105411j 0.00306536+0.0104077j 0.0180378-0.00237823j 0.00184297-0.0201683j 0.0104022+0.0216632j 0.0293805+0.000979506j -0.0177552-0.000661466j -0.0209219+0.0106733j 0.0111893-0.0144206j 0.0128715-0.00285513j -0.00607703+0.024226j -0.0168951+0.00852447j -0.00644588-0.0081179j 0.0308259-0.0229547j -0.00205747-0.0173133j 0.000796472-0.0169749j 0.0067405-0.0115472j -0.00144811-0.0154813j 0.00403911+0.00521594j 0.0172698-0.00204843j 0.0186363-0.0265878j -0.0364673+0.00179895j 0.016372+0.0267539j -0.0334697+0.0515943j -0.00514052-0.0159593j -0.0111788-0.00480176j 0.004307+0.0441776j -0.00743505-0.00784487j -0.0296124+0.0233164j 0.0408628+0.0251634j -0.0549876+0.00458536j -0.0344138-0.0102494j 0.053706-0.0469436j 0.017262+0.00612953j -0.0309497+0.0118417j -0.00367336-0.0218306j 0.0674487+0.0174919j 0.00570053+0.0107378j -0.0247097-0.00446171j 0.0160357+0.0420785j -0.0104015+0.0584782j -0.0250436+0.146538j -0.080137-0.01558j 0.102355-0.029622j -0.0532353-0.03255j 0.0252578+0.0618055j -0.00175421-0.0501614j -0.0755159+0.0392423j 0.100037-0.00486031j 0.0376312+0.0253899j -0.0622885+0.0276761j 0.0244912-0.0772281j 0.0278567-0.0424182j -0.00143111+0.0580888j 0.0719533+0.0163365j -0.0808322+0.0440174j 0.0218851+0.00281272j -0.0261627+0.131549j 0.165144-0.0795445j -0.0422666+0.164205j -0.233003+0.133672j -0.0964829+0.173937j 
0.03596+0.0261434j 0.00921192+0.00424451j 0.036409+0.0241043j 0.012516-0.041751j 0.000852671-0.0269187j 0.0229024+0.00544204j 0.0562305+0.0046927j -0.00283482-0.0291073j 0.00013455+0.00749909j -0.0107662+0.00234616j 0.0300595-0.00841912j -0.012178-0.00146741j -0.0247224-0.00288371j 0.0131213-0.00484969j -0.00771661+0.0154837j 0.0068856+0.0267695j -0.0273465-0.0431288j -0.0339141+0.0231565j -0.0277127+0.013775j 0.00258162-0.0276444j 0.00539748-0.00224718j 0.0282364-0.00234209j 0.0107312-0.0024191j -0.00119327+0.0226165j -0.0299076+0.0244893j -0.00346837-0.00265851j 0.00842627+0.00506405j -0.0300547-0.0046941j -0.0202182+0.0274165j 0.00754249+0.0123615j -0.000649958+0.0339995j -0.0163812-0.00607671j 0.0123769-0.0190006j -0.00775114-0.0183546j 0.0154476+0.00184105j 0.0183928-0.0023004j 0.00126835-0.031612j 0.0166474-0.0100116j 0.0104844+0.00385431j 0.0376728+0.0115892j 0.0221063-0.0132795j 0.00537967+0.0150316j -0.0257006-0.00856818j -0.0410595+0.0152462j -0.012913+0.0209108j 0.0120188-0.0315737j 0.0158371-0.00999671j -0.0325559+0.0400215j -0.00716693-0.0467946j 0.0027298+0.0201116j -0.0129012-0.0149054j -0.00743204+0.00110145j -0.0304298-0.0291686j -0.0334086+0.00343334j -0.0269173+0.00388399j 0.0187052-0.00682912j 0.0189114+0.0168803j -0.0304966+0.00177638j 0.00896051-0.0401088j -0.0083738+0.00810536j 0.00936595-0.00102285j -0.0292678-0.0140308j -0.00255618+0.0284884j 0.00979199+0.0618353j -0.00456513+0.0366572j 0.0487138+0.0477709j 0.00229706-0.00954174j -0.0354525+0.00386544j 2.85427e-05-0.0191545j -0.014386-0.0536847j 0.0141497-0.0236606j 0.00593142-0.0393145j 0.0260238-0.0315626j 0.00931194-0.0127082j 0.0331931+0.0143225j 0.0404846+0.0126184j -0.0207016-0.00245651j 0.00260947+0.0369087j 0.0051748+0.0517809j 0.00894953+0.0208994j 0.0610313+0.0306033j 0.0314056+0.00738888j 0.00559001-0.00591308j 0.0392823+0.01555j -0.0184844+0.0108542j -0.0204158-0.0350876j -0.0329321+0.00397015j 0.0105067+0.0237414j -0.00354627+0.0040095j 0.00954533-0.00547271j -0.028146-0.00897503j -0.0278092-0.00337238j -0.00446121+0.0231265j -0.0028502-0.0273886j -0.015762+0.0147059j -0.0118739-0.0165977j 0.0204851-0.0107415j 0.00324788+0.0165211j 
-0.0118774-0.0170857j 0.0462653+0.0250889j 0.0135921-0.0669592j -0.0344804-0.0212418j -0.0105339+0.0154822j 0.0336615-0.00918313j 0.037267-0.0292548j -0.0204222-0.0487716j -0.0167223-0.00387725j -0.00512838-0.0168358j 0.00980498+0.0298604j 0.0486785+0.0101193j 0.0438873+0.00649458j -0.0192133+0.0619772j -0.0286475-0.0150002j 0.0037789-0.0189153j -0.00877887+0.0352728j 0.0258749-0.00658306j 0.0498415+0.0228747j -0.0114051-0.00418874j -0.0357088+0.0102762j 0.0399786-0.0139434j 0.0228785-0.00317029j 0.011231+0.00750485j -0.0372033+0.012166j 0.0227549-0.0134636j 0.0386467+0.0162816j 0.00933816+0.00983832j 0.0313472+0.0188608j -0.0123147-0.0109653j -0.019934-0.0118326j 0.0161848+0.010112j 0.000773487+0.0249081j -0.00591857+0.0017582j -0.00734216+0.018437j 0.0160582-0.0511721j 0.0238054+0.0364094j 0.00359583-0.00493228j -0.0511523-0.00374193j 0.0266829+0.027577j 0.000876196-0.00431917j -0.0491868+0.0117062j -0.0305297+0.0166991j -0.00449989+0.0173737j -0.0321129-0.0195127j -0.022439-0.00553896j -0.00361568+0.01334j -0.00824053-0.00820821j 0.0374283+0.0259179j -0.0156274+0.000411133j 0.000432161-0.00696495j 0.0366628+0.00792383j -0.0118867-0.00979743j -0.0133621-0.0200872j -0.000288245+0.0178338j -0.00242914+0.00193215j -0.0182277-0.00465904j 0.015587-0.0207124j 0.0129057-0.0130814j -0.00948311+0.0120972j 0.0514569+0.0188298j -0.00355852+0.018703j 0.00886823-0.0105418j -0.00550808-0.0127292j 0.0234484+0.00710973j 0.0332505-0.0224602j 0.0191807+0.00741627j 0.00521507-0.00131315j 0.0177125-0.00907177j -0.0129364+0.0112743j -0.0195465+0.0346183j 0.0290259+0.0064913j -0.0330329-0.00826868j 0.0244879-0.0152214j 0.00224783+0.0129369j 0.0259374+0.00970376j 0.00175989-0.00323429j -0.00716979-0.0343759j 0.0401072-0.0115707j 0.019641+0.0032865j 0.0294983-0.00856018j -0.00246359-0.0272386j 0.00282175-0.00771754j -0.0307898+0.0166483j -0.0350897-0.00832864j -0.00818227+0.0212817j 0.0332704+0.00913988j 0.0146064-0.00178167j -0.00903735-0.0184301j -0.0082195-0.0167124j -0.00625213+0.0113242j 0.0285717+0.00837341j 0.0106464+0.0161277j -0.00740882-0.00159055j -0.00286081+0.0104853j 0.00180191+0.00993088j 0.00255158+0.0207985j -0.000890553+0.00360132j 
0.0519023+0.0436003j -0.000678193-0.0128236j 0.0352736+0.0574946j 0.0458968-0.0569732j 0.023093-0.0697078j 0.0102694+0.0285197j 0.0998875+0.0129221j 0.0295877-0.0513663j -0.00175416+0.00931096j 0.0179002+0.00276225j -0.00197711-0.0143148j -0.0245155+0.0419383j 0.0110384+0.0353843j -0.00191002-0.0019992j 0.0270813-0.000770044j 0.00462114+0.0607229j -0.027566+0.00342209j -0.0291345+0.0273945j -0.0128724+0.0241973j -0.0160012-0.042319j 0.0418388-0.00615679j 0.0430142-0.0444479j -0.024313-0.0292604j 0.00758456+0.0257273j -0.0222528+0.0516445j 0.00902184-0.0198186j 0.0420221-0.0123425j -0.014679+0.000436244j -0.013301+0.0206281j -0.00466562-0.00221377j -0.012244+0.0261554j 0.0151559+0.0230206j -0.00796996-0.0187615j -0.0261828+0.00322005j 0.00488477+0.00569182j 0.0032811-0.0224531j 0.022259-0.0286208j -0.0403925-0.00202846j 0.0407661-0.0368439j 0.0465205-0.0370757j 0.00376437+0.0170191j -0.0208448+0.00813381j -0.0455328-0.0216931j -0.0313558+0.0504052j -0.0403901+0.0138401j 0.00143485+0.0186635j 0.0331202-0.00877049j -0.0312386+0.0414463j 0.0114431-0.0518187j -0.00904525-0.0101521j 0.0420719+0.0104903j -0.0008519-0.0439476j -0.0360616-0.0446655j -0.0329666+0.00491539j -0.0138845+0.0456113j -0.00573634-0.00201153j 0.0154221-0.0199638j -0.00236621-0.0311242j -0.00835144-0.00717351j -0.0161824+0.0444246j 0.0226976+0.0124299j -0.030821+0.0246505j -0.00967636-0.0352118j -0.0109359+0.00676896j -0.00343451-0.0153588j 0.0241138+0.0358735j 0.00873123-0.0276083j -0.0300355+0.0346841j -0.0330456-0.0278794j 0.0183486-0.0133189j 0.011948+0.0197467j 0.0118537-0.0475525j -0.0334283-0.0555162j 0.0127389-0.041496j 0.0406845+0.029721j 0.0329813+0.0192529j -0.0593477-0.0052261j 0.00800921+0.0323381j 0.0076761+0.0587879j 0.0176201+0.0366546j 0.0848445-0.00572351j 0.0660088-0.0301949j 0.0107974-0.0137246j 0.0356038-0.00226141j -0.024861-0.0087388j -0.00108495-0.0178393j -0.00139367-0.0117089j 0.0478523+0.000215741j -0.0184678-0.0140314j 0.00319405-0.0124587j -0.0377733-0.0168127j -0.0315667-0.00894899j 0.0119578+0.0172954j -0.00669234-0.0563223j -0.0322759+0.00727733j -0.0136633-0.03274j 0.0340203-0.0187494j 0.0158701+0.0157113j 
-0.0580881-0.0263708j -0.0159286-0.00202664j -0.0408983-0.0670987j -0.0218826+0.0637664j 0.00469204+0.00247605j 0.0425397+0.0356509j -0.0312022-0.0384466j -0.0410362-0.00464162j 0.0221398-0.0489156j 0.0315554+0.0331336j -0.0478173+0.00776407j 0.00337264+0.00783593j -0.00497392+0.0107259j -0.0319937-0.0246689j 0.0635817+0.042174j -0.0364352+0.00367452j 0.0239237+0.00985872j 0.00101564-0.00103221j 0.0676588-0.0158237j 0.0173764+0.00187957j -0.0267319+0.0098791j -0.0140146+0.00719951j -0.0051898-0.00134609j -0.0202295-0.00768756j 0.0198376-0.0293203j 0.00668159+0.0085428j -0.000863582+0.0470227j 0.0383218-0.000605099j 0.0169437-0.0122664j 0.0175146+0.0125468j -0.00571434-0.00280019j 0.0402532+0.0118773j 0.0356374-0.0137427j 0.0318696-0.0170978j -0.0114995+0.0227807j 0.0283781+0.0122556j -0.0385739+0.0137615j 0.00245592+0.0142189j -0.0470977+0.00272973j -0.0396452+0.0146363j -0.00114995-0.00923424j -0.0151537+0.00744963j 0.0102337+0.0161052j 0.029143-0.0397973j 0.0672428+0.0193528j 0.00997795-0.020337j -0.0243041-0.0306399j 0.0520994-0.0332736j -0.0184518+0.0293293j -0.0154226-0.0107204j -0.0315286+0.0034231j -0.0197929+0.0292836j 0.0422776+0.0295126j 0.0130647-0.00597105j -0.00285614-0.00894187j 0.018005-0.0168433j -0.0642147-0.0416596j -0.0378478-0.0179521j 0.0299925+0.0520936j 0.0405056-0.000548435j -0.0292713+0.00677398j 0.0338226+0.00539156j -0.00540354-0.0432744j 0.0555799-0.00635769j 0.00534888-0.00146301j 0.0290775-0.0152517j -0.00325371-0.0152254j 0.00919084-0.0207531j -0.00980629+0.00508384j -0.00739903-0.013302j -0.00768479+0.00143422j -0.0183885-0.0252333j 0.0150736+0.0415585j -0.00130023-0.000769287j -0.00409724-0.0222896j 0.0313212-0.0245603j 0.01089-0.00246795j 0.0565727+0.0197694j 0.0177875-0.0114221j -0.0142618-0.0465324j 0.00684799+0.00665431j 0.00790571-0.0444655j -0.012031-0.0428329j 0.0248413-0.00388989j 0.0443931+0.00677142j 0.0126847-0.011533j -0.00571151+0.0350881j -0.0337579+0.0476524j 0.0388952+0.0102695j 0.00798231-0.0173199j 0.0339243-0.0147043j -0.0265714-0.00288548j -0.0439359+0.0201537j -0.0189766+0.0107395j 0.0198524-0.00974785j -0.00191004+0.0566218j -0.0102794+0.0139501j -0.0333548-0.0186069j 
-0.0278751-0.0219519j -0.0491937-0.0511575j -0.0753187+0.0365855j 0.00496502+0.0595169j 0.0273155+0.0145718j -0.0729163+0.0348722j -0.0531324+0.0664896j 0.0480711+0.0693675j 0.0113046+0.000146032j 0.00962811+0.00208188j -0.0216881-0.0091916j -0.0491807-0.0125834j 0.00851873+0.0136435j 0.0228951-0.0579535j 0.0232901+0.0116681j -0.029884-0.0228814j -0.00190359-0.0180669j -0.00283411+0.0200663j -0.0278241-0.0232767j -0.013301+0.0141174j 0.0280743-0.00207541j -0.0861111+0.018084j -0.0289215+0.0122173j -0.00629369+0.02833j 0.0620006-0.0411014j -0.00262035-0.00107501j -0.0613127-0.00614232j 0.0383121+0.0230151j -0.00835393-0.0372321j 0.0219843+0.0225827j 0.00131761-0.0141767j -0.0477819-0.00565033j -0.0145314-0.0207618j -0.00340178+0.012477j 0.0139937-0.0419654j -0.00957495+0.056224j -0.013343-0.0274621j -0.0348799-0.021666j 0.0266766+0.00343368j -0.0499345-0.0249453j -0.00277558-0.00390154j 0.0500417-0.0470628j 0.0499851+0.00626902j 0.0438794+0.00120462j 0.0223056+0.0367465j 0.0318626+0.0172664j 0.00521294-0.0131793j 0.0618102+0.00688797j -0.0232828+0.0225386j 0.0278538-0.000271895j 0.0179887+0.00494931j -0.0474367+0.00833575j 0.0231378+0.00900165j 0.0325237+0.00216897j 0.00672769-0.0234084j -0.0300371-0.0136995j 0.00452073+0.000118403j -0.00601948+0.0260465j -0.0230502+0.0122861j -0.00820336-0.0346514j -0.0273839-0.023738j 0.0284504-0.022405j 0.00694425+0.0203638j 0.00309368-0.000644769j 0.0186346+0.00738291j -0.0555213+0.00970989j 0.0122276-0.0104148j 0.0298627-0.00863719j 0.000232415+0.00553554j 0.00528665+0.0185491j 0.0250261-0.0254134j -0.000438658+0.0118826j 0.0109229+0.00951861j -0.0241226+0.00575071j -0.0195689-0.0228017j -0.0510316-0.038077j -0.000320756+0.00683667j 0.0232333+0.0243105j -0.0250515+0.0101908j -0.0561-0.0175557j -0.0312158+0.00364518j -0.0296174+0.0242472j 0.00816541+0.0111278j 0.0407405-0.0155392j 0.0275729+0.000947425j 0.0177014+0.00104497j -0.0164541+0.00171105j -0.0130384-0.00876278j 0.012826+0.0124629j -0.00258565+0.0194949j 0.0274291-0.00789341j -0.0175787-0.004373j -0.00529164-0.0252302j -0.00889138+0.0108233j -0.000763742-0.00828975j -0.0090405-0.0101174j -0.00197322-0.0195526j 0.00506649-0.0121498j 
0.0303598+0.0370185j -0.0147958+0.011399j 0.049059+0.0599114j 0.0359119+0.00340864j -0.0271707-0.012549j 0.0452328-0.0462709j -0.0274108-0.0653272j -0.0396345+0.00175726j 0.00211435-0.00557317j -0.0272688+0.00330149j 0.0187699-0.044272j -0.0213282-0.00949932j -0.065076-0.0161055j 0.00527058-0.0233968j 0.00472606+0.0252883j 0.0175004+0.0273804j 0.0057562-0.0116111j -0.0173533-0.0103443j -0.0392761+0.021981j 0.0249306-0.00491989j 0.0223943-0.0124762j 0.0172056+0.00642312j -0.0188017+0.0209622j -0.0163795-0.0411321j -0.0219958+0.0365561j -0.0311717+0.0158437j 0.00920025-0.0299897j -0.0236375-0.0254006j 0.00805059-0.00489373j 0.00493831-0.0259458j 0.00458863-0.0161064j -0.0137238-0.013639j 0.0184551+0.0114536j -0.00386134-0.00083544j -0.00415309+0.047455j -0.0319938-0.0301667j 0.000434233+0.0107284j 0.0315683+0.0211492j 0.0331477+0.00602068j 0.000900801-0.026849j 0.00328297-0.0011854j -0.0085913+0.0212564j 0.0256969-0.0389803j -0.0102522+0.0136658j -0.0130557-0.0192535j -0.0125591+0.00109286j 0.0202494-0.00218101j -0.0366658+0.0140724j 0.0134582-0.0352765j 0.0199478-0.00789759j -0.0120856-0.00777924j 0.0174155-0.00150721j 0.0119346-0.0143179j -0.00998235+0.00280208j -0.0236954+0.0190275j 0.00477273+0.0253977j 0.0388069+0.0370277j 0.00631722+0.00433848j 0.0332944+0.000870634j 0.0376327+0.0125616j -0.0235983-0.00457114j -0.0257288+0.00205197j -0.00718635-0.00532129j -0.00526909+0.0436588j -0.00771435+0.00245507j -0.00528958-0.000389681j -0.0382895-0.00561303j -0.0073394+0.0172433j -0.0130841+0.0295325j 0.0280459-0.0218041j -0.0132926-0.0162086j -0.0288874+0.0130835j -0.00278925-0.0178387j -0.0170788+0.00794203j 0.0103386-9.04008e-05j 0.0106305+0.0463861j 0.00988568-0.00815969j -0.0197038-0.00411761j -0.0316615-0.0168712j 0.0105018+0.0198124j -0.00810639+0.00589255j 0.00552782+0.0199707j -0.00325412+0.00727637j 0.000987058-0.0142144j -0.00258006+0.0305328j -0.0128299-0.00605113j -0.0343696-0.0220984j -0.0413213+0.0176003j -0.00982269+0.00865846j 0.0103725+0.002226j -0.0208271+0.0132936j -0.00162598+0.00496341j 0.00220382-0.0067888j 0.0213163+0.00927654j 0.00214261-0.0163399j 0.0246467-0.0185992j -0.0051034-0.00292646j 0.00563144-0.00984934j 
-0.0240016-0.0214301j -0.0172262-0.0330448j -0.045231+0.000632371j -0.0175895+0.0290821j 0.0119916+0.019947j -0.0461754+0.0277169j -0.036745+0.0624244j 0.0219184+0.0382885j 0.00894341+0.0100179j 0.00542815+0.00531646j -0.00220856-0.0110254j -0.0314378-0.0224956j -0.0176964+0.00834911j 0.0200328-0.0416782j 0.0136798+0.0201849j -0.030492-0.0347976j -0.00634837-0.0333876j -0.00575519-0.0110958j -0.014996-0.025789j -0.00939359+0.0147815j 0.0037861-0.0434846j -0.0379246+0.000934395j 0.0173448+0.0216146j -0.00272469-0.0126196j 0.00186494-0.0425037j 0.008958-0.00341214j -0.0202395-0.00731029j 0.0124983+0.0102594j 0.00316567+0.00456531j 0.00690124+0.0432607j -0.0364682-0.0269153j -0.0104106-0.0010618j 0.0237873-0.0316678j 0.00451537+0.0258574j 0.00260532-0.0393983j -0.0216005+0.035235j -0.0119785-0.028019j -0.0080167-0.0184532j 0.000169298-0.00984562j -0.033472-0.028739j -0.00636679+0.0118019j 0.0327632-0.0236482j 0.0256892+0.0251827j 0.0181123-0.00460631j 0.00217757+0.00138708j 0.0044561-0.00889055j -0.0218342-0.0111591j 0.0104696+0.0155499j -0.0112638+0.0303813j -0.000760117-0.00758887j -0.00689135+0.000307499j -0.0220722+0.00988774j 0.0110418+0.0079527j 0.00161909+0.0177964j 0.0105775-0.0322548j 0.000499885-0.0258397j -0.0195002-0.00421102j -0.0252493+0.0177613j -0.00225948+0.0171738j 0.00960573-0.0269713j -0.00999984+0.00511696j 0.0250307-0.0366378j -0.0377756+0.0322629j -0.00455659-0.00936806j -0.00768547+0.0112196j -0.0273943-0.00290178j 0.0294314-0.00156404j -0.0160726-0.0121209j -0.023068+0.00778114j -0.0243754+0.0159232j 0.000609699-0.0116837j -0.011742-0.000199973j 0.0374881-0.00721466j -0.00457126-0.014841j -0.0133628+0.0127099j -0.0418777-0.0268196j 0.00589018+0.0125681j -0.0104017-0.00872043j -0.00384614+0.0191249j -0.0228066-0.0136283j -0.0372135-9.23703e-05j -0.0207012+0.0246625j 0.024221-0.00769671j 0.0113936+0.0125245j 0.0115212-0.0255997j 0.00711645+0.018501j -0.00747169+0.0212081j -0.000865962+0.0116182j 0.0100319+0.0123853j -0.0112011+0.00390931j 0.0175102-0.00382206j 0.0012374-0.00369295j -0.00309876-0.0218823j -0.0119071+0.0239466j 0.00307666+0.00805912j -0.007748+0.00235868j -0.00225094-0.00946486j -7.54887e-05+0.0049233j 
-0.027825+0.00579906j -0.0301844-0.034717j -0.0298154+0.0105495j 0.0224022+0.0524357j 0.0324789-0.0279833j 0.0369703+0.0530949j 0.0242048-0.0157571j -0.0160046-0.0223702j -0.00186984+0.0162478j -0.0128772-0.0163235j 0.0141067-0.0295953j -0.0178905-0.0383569j 0.000505769-0.0120235j 0.0462962-0.00174846j 0.00605428+0.0573775j -0.0313804-0.000382853j 0.0237401+0.0071318j -0.00977799-0.00986846j 0.00958677+0.0488659j 0.0167407-0.0491624j 0.00995769-0.0327582j -0.00939705+0.00586139j -0.0116817+0.0206338j -0.00333863-0.00115468j -0.00142373+0.0120516j -0.0247333+0.0103556j -0.0185381+0.000713507j 0.00882906+0.00736196j -0.00703467+0.0127319j -0.0180467-0.00247309j -0.0175317+0.0184257j 0.00745311+0.00426154j 0.00277589-0.0171579j -0.0156155+0.0116573j 0.0348093+0.00498575j 0.0141735+0.00596494j -0.0049276+0.0231891j 0.0230887-0.00115425j -0.0127725-0.0233341j -0.00499559-0.0166785j 0.0058534-0.0128951j 0.0128183-0.000703331j 0.0164141-0.0153678j 0.00505355+0.0425581j 0.0209442-0.00956883j 0.00135512+0.0127548j 0.00625961-0.0482591j 0.0204591+0.00978625j -0.00943634-0.00046102j -0.00666381-0.00370174j 0.00527934+0.0420977j -0.0114513+0.0112633j -0.0280363-0.0209809j 0.0256092+0.00605648j 0.00371083+0.0356818j -0.0297616-0.0112286j 0.00371231+0.0176168j 0.0367121+0.0204618j 0.0250125-0.0178808j 0.0239396-0.00882364j 0.000572547+0.0124608j -0.00876401+0.0167585j -0.0109499-0.0195582j 0.0266622+0.048053j 0.0321381-0.00975447j -0.030753-0.0156231j -0.0193766+0.0144391j 0.00150482+0.0124418j -0.0225599+0.0165821j -0.00704792-0.0229778j -0.0225976-0.0108687j -0.0102304+0.00567765j -0.019057-0.0322894j -0.0202831-0.0447563j -0.000825836+0.019798j 0.00905557+0.00206515j -0.0159316+0.0147756j 0.0203602+0.000869974j 0.0107395+0.0287892j 0.000226731+0.000599717j 0.0402285+0.00320136j -0.00568755-0.0151944j 0.013998-0.0108971j 0.0202234-0.00238547j -0.000399709+0.0140135j 0.0244779-0.0118416j -0.00378332+0.00581462j -0.0034304+0.000385174j 0.00412138+0.000248473j 0.00274791+0.0281755j 0.0197802-0.013779j -0.016826-0.0144863j -0.0171714+0.0155722j -0.00234386-0.00444039j 0.00098758+0.00334863j -0.0131819+0.0122679j 0.00689466-0.00241395j -0.0039777-0.00868319j 
-0.0327769-0.0193768j -0.061546-0.0466508j -0.0616384+0.0193104j 0.0205871+0.100014j 0.0270087-0.00345352j -0.00711309+0.0140577j -0.0393669-0.0182916j 0.00389211+0.0208636j -0.0189977-0.0247722j 0.0420386-0.0295447j -0.0062823+0.00613129j 0.00255342+0.0192144j 0.0258161+0.0143781j -0.0170641-0.0202486j 0.0294557+0.0173223j -0.0209981-0.00567972j 0.0245971-0.0148089j 0.00120992-0.00654143j 0.00124462-0.00371168j -0.0215221+0.00275158j 0.00837434-0.00434436j -0.0507959+0.01606j -0.00207026+0.0159862j -0.00953784-0.00253477j 0.0338034+0.0184998j -0.0305569+0.00203316j -0.0626739+0.00944638j 0.035302+0.031533j 0.00480579-0.0307133j 0.0348449+0.0114922j 0.012952-0.0204361j -0.0586944+0.0077055j -0.0120002-0.00381916j 0.00790864+0.0200528j 0.025296+0.0085263j 0.00816889+0.0235171j -0.00686055-0.0109651j 0.00687366-0.0192163j 0.00883173-0.0231378j -0.036898-0.0154915j 0.0148955-0.012752j 0.0275173-0.0261491j 0.0112457-0.0140372j 0.0260527+0.00525416j 0.0472363+0.00562458j 0.0126023+0.0326435j -0.0084013+0.00897941j 0.026621+0.0364032j -0.0197976+0.00357651j -0.00691605-0.00727667j -0.00742095+0.00271937j 0.0204996-0.00892634j -0.0146149-0.0123109j -0.0116448+0.00503004j -0.00532934+0.0114249j -0.0272247-0.00785662j 0.0183314+0.0175248j 0.0460172-0.00527545j 0.0319438+0.00833992j 0.0276808-0.0250945j -0.00347548+0.000824618j 0.00029032-0.00737249j -0.00674103+0.00260266j 0.0184692-0.00195183j 0.0449383+0.0146911j -0.0244274+0.00984078j 0.0098707-0.0544619j -0.00184492+0.0169699j -0.0156684-0.0063064j 0.0599801+0.0160877j -0.0136149+0.0355438j -0.00384354-0.0235958j -0.0462363-0.00938681j 0.0131716-0.0217661j -0.000390228-0.0117531j -0.0274156+0.0055213j -0.0236115-0.0106552j 0.0222274+0.00680978j -0.0172256+0.00960056j -0.00723751-0.00820391j 0.00906239-0.0182487j -0.000571334+0.00527657j 0.0252512-0.00790884j 0.0294719-0.0307283j -0.00154215+0.0387086j 0.0363236+0.0208856j -0.0112572-0.00765712j -0.0263317+0.00856615j 0.00978972+0.00797685j 0.00547458+0.000976635j 0.0265126-0.00322493j -0.0221148+0.0166285j -0.000946027+0.000897023j -0.00456397+0.00899318j 0.00848351-0.0527427j 0.00984387-0.00383666j -0.0111905-0.00379743j 0.0123989-0.0305498j 
-0.00368927-0.00494183j 0.0491624+0.0432864j 0.0274754-0.0378656j -0.0422913-0.0347642j -0.0376578+0.0408026j 0.0256168-0.0248332j -0.00765995-0.0315154j -0.0332348+0.0126786j -0.0163624-0.0172177j -0.0358159+0.0110246j 0.0220205+0.0064255j 0.0128017-0.00281679j -0.00561807-0.0286637j -0.0157952+0.00810481j -0.017094-0.011564j 0.00772447-0.00728043j -0.0362147-0.0285116j -0.00296106+0.0142101j 0.0224423+0.0117137j 0.0213807+0.00164243j -0.0490145+0.0242793j 0.0484076+0.0370379j 0.0129043+0.011694j 0.00974883-0.00813157j 0.0201123+0.00553746j -0.00794939+0.0364394j 0.0264551+0.00490809j -0.00291984-0.000754868j -0.0369717-0.00126933j 0.0101012-0.0393395j 0.00262055-0.00152425j 0.00910058-0.0282068j 0.0266353+0.0202023j 0.0282228-0.0217757j -0.0172555-0.0137749j -0.0192544+0.010282j 0.00769588+0.00158637j -0.00628494+0.0217277j -0.0314795+0.0227487j 0.0276983+0.0117448j -0.00626569+0.0108714j -0.0110557+0.00119791j -0.0147303-9.98894e-05j -0.0162237-0.0290202j -0.034916+0.00830435j 0.00268504-0.0235158j -0.00657719+0.018941j -0.0367825-0.0409094j 0.053013+0.0115454j 0.00489949-0.00915358j -0.00886962-0.0260121j 0.0191146+0.0184396j 0.0196461+0.00903019j -0.0358999-0.0105179j -0.00897271-0.0136008j 0.01154+0.0212548j -0.0380412+0.000618533j -0.0713697-0.00505194j -0.00333453+0.0178371j 0.0215456+0.0109115j -0.0292984-0.0114384j 0.00333417+0.00183807j -0.00784046-0.020219j -0.00560275+0.0119244j -0.0388729+0.00784393j 0.0463763-0.012551j 0.0352471-0.00455966j -0.0190819-0.00277944j 0.0217232-0.00440709j -0.0362997+0.00695731j -0.0142542+0.00303754j -0.0217527+0.0221411j -0.0110945-0.0176483j -0.00169098+0.0304978j 0.0137624-0.0255287j 0.00159907+0.00744745j 0.0316051-0.00530015j -0.0265657+0.010974j 0.012352-0.0289905j 0.00846465-0.0272577j 0.000279065-0.000508651j -0.00469908-0.00765472j -0.00688547-0.0121846j 0.0014702+0.0275329j -0.00437767-0.00670235j -0.0327323-0.0130643j 0.00346615+0.0045317j -0.016001+0.0202182j -0.00447146+0.00314761j -0.0125842-0.00494552j -0.0160202+0.0194168j 0.0225055-0.00139791j -0.0111184-0.00195053j 0.00274979+0.0159787j -0.00611684+0.0288119j 0.0126327+0.00811669j -0.00321104+0.0137791j -0.0129745+0.00743007j 
