-0.014479-0.000931619j 0.0396844+0.00986468j -0.0036151+0.0110044j 0.0487847-0.041059j 0.00503216+0.00310011j 0.0142076-0.0154276j -0.0706325+0.00908706j -0.00146429+0.00443977j -0.00339753+0.0123102j -0.00779203-0.014553j 0.0162863-0.000789301j -0.00814864-2.79063e-05j -0.0252004+2.84536e-05j -0.0178023+0.0076522j -0.00262361+0.0193704j 0.0199349+0.011119j -0.0232754+0.00568753j 0.0341417+0.000189041j 0.00200234+0.0219429j 0.00900049+0.0153453j -0.00341373+0.00294939j 0.00032296+0.00597726j 0.00310505-0.00210983j -0.022302+0.00538124j -0.00792108-0.00099347j -0.00676247-0.00949548j -0.0309627+3.07095e-05j 0.00727819+0.00459213j 0.02069-0.00215991j -0.00549213+0.0135209j 0.024867+0.00402305j 0.00250814+0.00322649j -0.00608273+0.0103974j -0.0165114-0.0118088j -0.0183738+0.00481961j 0.007222+0.00601649j -0.00134338-0.000706234j 0.00217066-0.0101024j 0.0215891+0.00700413j -0.00895673-0.0134595j -0.0271148+0.00874585j -0.0234711-0.0333143j -0.0282116+0.0053554j 0.0189847-0.0168914j -0.0325963+0.00938383j 0.0284696+0.00616264j 0.0200641-0.00361466j -0.0203842+0.00012532j 0.00751778-0.0361724j 0.0335102+0.013764j -0.043191+0.0070093j -0.00473607+0.0162047j -0.0488145-0.0448045j -0.0115078+0.00817052j 0.0274423+0.0033962j 0.0209915-0.0414744j 0.0398611+0.0176852j -0.00106512+0.00208817j -0.0494738+0.0291041j 0.0640755+0.0285954j -0.0279778-0.0370602j -0.0285721-0.0297291j -0.0040684-0.0198774j -0.012233+0.00478177j -0.00174833+0.00258861j -0.0627489-0.0384245j 0.0263165+0.0268465j -0.00365072+0.0666491j 0.110406+0.084388j -0.00468865+0.066972j -0.146193-0.0963249j -0.000412246+0.0445106j 
0.000472287-0.0287353j 0.0221591-0.0320149j -0.00334998+0.0343078j 0.0113638+0.014149j -0.0059421-0.0317345j 0.00908205+0.0170234j 0.0121288-0.0335655j -0.0210527+0.0128015j 0.00202615-0.0155726j 0.00459381-0.00177525j -0.0232704+0.00971187j 0.0213544-0.0418383j 0.0168076+0.0331892j 0.027402-0.00583922j 0.00869658+0.00351537j -0.0172939-0.00665655j -0.00846997+0.0161326j 0.00165137+0.00358783j 0.00502834-0.0140655j -0.00260739-0.0113471j 0.00142227-0.00243472j 0.0287492-0.00334352j 0.0125722-0.00161652j -0.00971956-0.00974186j -0.00620167+0.00693455j -0.000956224-0.0146737j 0.00552908+0.00779126j 0.00664378-0.0278026j 0.0128981-0.00808096j -0.00992963+0.00202697j 0.00957667-0.00673847j 0.0165321+0.00438473j 0.0369006+0.00395397j -0.000324357+0.014433j -0.00316448+0.00292911j 0.0116782-0.000206093j -0.0111709-0.0150286j 0.0177998+0.00186717j -0.000984497+0.0132797j 0.0103149+0.00550428j 0.0126235-0.00905446j 0.00785601-0.00219045j 0.0144022+0.0053029j -0.00917532-5.3414e-05j -0.00130046-0.00647983j -0.0180622-0.00284522j 0.000789203-0.0239425j -0.0185105-0.0176396j -0.00837339+0.0261554j -0.00383815+0.0076453j 0.0145241-0.00537808j -0.0150027-0.016672j 0.00840854+0.00709j -0.000244953+0.00723002j 0.00718325-0.000821206j -0.0138485+0.0207713j 0.00728159+0.00347058j 0.00216112+0.00655686j 0.0100721-0.0159606j -0.00199511-0.00922604j -0.00329006+0.0125406j -0.0194803+0.00854539j -0.0022961+0.004872j -0.010184+0.0198164j -0.00593453-0.00860071j -0.00844544+0.017548j -0.00517251+0.0206018j -0.00211247+0.00153759j -0.0188412-0.0158402j 0.0019287-0.0290287j 0.0155386+0.0204372j -0.00801444-0.00452916j 
-0.0166646+0.0142706j 0.00597227-0.0269571j 0.0144694+0.022336j 0.0107781-0.0338236j -0.00506554-0.0216255j -0.0107864+0.00242865j -0.030574+0.00660614j 0.0231135-0.00745738j 0.0302075-0.0112842j -0.00193807+0.00765339j -0.0201282-0.00552864j 0.00380543+0.0210472j 0.00788396+0.0225402j 0.0198615-0.000542255j -0.0177287+0.0304904j 0.0111999-0.0276096j 0.00892883-0.00561867j 0.00456043+0.0019161j 0.0039069-0.00678008j 0.00569257+0.00543727j 0.0117047-0.00153069j 0.00665773+0.0105377j -0.0123817-0.00848328j 0.00438385-0.00713427j -0.0087925-0.00174974j 0.00750376-0.00952467j -0.00561746+0.0109925j 0.00960471-0.00867951j -0.00154148+0.00947619j -0.0203951-0.00978022j -0.00663939+0.00714748j -0.00526903+0.00126601j 0.014351+0.00705691j -0.0158248-0.00679941j -0.0188081-0.0104935j 0.0148642-0.000697623j -0.0138123-0.00363588j -0.000971088+0.0108564j -0.0105764-0.00166156j 0.00297691-0.00369067j 0.0207706-0.0122699j 0.0265329-0.000778121j 0.0124776+0.00280004j 0.00247017-0.0108893j 0.00249235+0.0187907j -0.0152332-0.0113673j 0.00633118+0.00273903j 0.00624208+0.00397988j 0.0161515-0.011586j -0.00918294+0.00831704j 0.00177328-0.00176796j -0.0120935-0.00374792j 0.0121287-0.0110637j 0.00331364-5.09202e-05j 0.0112861+0.00392737j 0.00272724-0.00378748j -0.015486+0.00107067j -0.00387456-0.0112676j 0.00174377-0.00483736j -0.0200598-0.00323863j 0.00510967+0.00228464j -0.0239067-0.0112344j 0.0104497+0.00997842j -0.001158-0.00299948j -0.00869727-0.00864572j -0.0140702+0.00400865j -0.0178423+0.00492047j -0.00231547+0.00197143j -0.00321299+0.0116835j 0.00874702-0.00242668j 0.00210632+0.00278193j 0.00122615-0.0135541j 
-0.0107472-0.00998467j 0.01928-0.0137769j -0.00118463+0.0101969j 0.00902244-0.0113988j -0.0111169-0.00227917j 0.0127346+0.00243832j -0.0162672-0.00167899j -0.012972-0.00198412j -0.0155519+0.0230088j -0.0233337+0.00974108j 0.0120881+0.0130946j 0.0308357-0.0184055j -0.0165696+0.0173776j -0.000821412+0.0104262j -0.00290565-0.00645082j -0.00731325+0.00190822j -0.00428222+0.0126817j 0.00261456+0.013862j -0.00368225+0.00121127j -0.00166672-0.0180987j 0.0156161-0.0128536j 0.00322487+0.00572149j 0.0224935-0.00137047j 0.0035327+0.00417945j 0.00950193+0.00429141j 0.00877845+0.00555281j 0.00384791-0.0164319j -0.000148204+0.0123207j -0.00383734-0.0120901j -0.00338666+0.00402127j 0.020757-0.0102956j 6.62648e-05-0.00922405j -0.000551203+0.0082926j -0.0066639+0.0210149j 0.00457866+0.0179323j -0.0111553-0.00386242j -0.00199958-0.00687815j 0.0283004-0.00246386j -0.00832374+0.0125573j -0.010097+0.00196114j -0.0115279+0.0125672j -0.00140001-0.0130979j -0.000808634+0.00394504j 0.00598449-0.0145342j 0.0127583+0.00304414j 0.0100065+0.00309359j -0.0123349+0.0245706j -0.0169641+0.00756257j 0.0073987-0.0022901j 0.00918821+0.00107651j -0.000817162-0.00123251j -0.0136507+0.0112681j -0.00918985-0.0137943j -0.00501291+0.00201372j 0.0146917+0.0113184j 0.0163909-0.0126178j -0.00946557-0.00910019j 0.0119492-0.00117146j -0.0149417+0.0114694j 0.00603757+0.00840593j -0.00316178-0.00291448j -0.00462503-0.00624606j -0.00603248+0.00457898j 0.0040434+0.00135263j -0.00623343-0.00484105j -0.00828697-0.000618689j -0.00141344+0.0047647j 0.00175533+0.0044807j 0.011797+0.0111925j 0.00469333+0.0135574j -0.0175287-0.00860336j -0.00138345+0.00770324j 
0.0199139+0.00778035j -0.0259454+0.016101j -0.00584691+0.00743011j -0.00136023+0.0336536j -0.013565-0.00421925j -0.0161395+0.0152101j 0.023606-0.0307021j -0.00223844-0.00772377j 0.0205883-0.0148231j 0.0260425+0.00380816j -0.0167729+0.00206735j -0.019023-0.000121042j 0.027079+0.0153824j 0.0311982+0.0157432j 0.0105963-0.00591204j -0.00578369+0.016963j -0.00569744+0.00275157j 0.00110188+0.000985559j -0.00262869-9.448e-05j 0.0069545+0.00109039j -0.0208201+0.0102963j 0.0139025-0.00232556j 0.00191497-0.0040066j -0.0143125+0.00156684j 0.0053864-0.00147487j -0.00896083-0.000100189j 0.00239349+0.00779922j 0.017217-0.0181199j 0.0062852-0.0025011j 0.0133088-0.00379268j 0.0101294-0.0105758j 0.00247724-0.0078131j 0.0238047+0.0114301j -0.00274412+0.00738443j -0.00513667-0.0253444j -0.0018353+0.00959896j -0.00909687-0.0039871j -0.00270797+0.00408113j 0.020152+0.0123805j -0.000236794-0.00432182j 0.0134325+0.0105039j -0.00371195+0.0122633j 0.011591+0.00377668j -0.0174255+0.0116723j 0.00260809-0.00960729j -0.023994+0.00756297j -0.0107677-0.0120287j 0.00811088-0.0230206j 0.017971+0.00297075j 0.00340539+0.0051649j 0.00862876-0.00938605j -0.0116564-0.00567794j 0.00194974+0.0100481j 0.00875009-0.0175803j -0.0122948-0.00558844j 0.00072486+0.0234525j -0.00373178+0.000564846j 0.00718832+0.0254378j -0.00539984-0.0200213j -0.00838292+0.000428981j -0.0119817+0.0089577j -0.000323665+0.0119052j 0.0107728+0.000610467j -0.00618552+0.0167136j 0.00863651-0.00185307j -0.0112253+0.00511008j -0.00216883-0.00797366j 0.000396592-0.0184861j -0.0166356-0.0108643j 0.0131615-0.0111231j 0.0197034+0.00717513j 0.0119566+0.0105453j 
0.0162529-0.00750763j -0.0163663+0.0175218j -0.00263477+0.000426467j 0.00226554-0.0179307j -0.000663492+0.00623179j -0.0119928-0.0328421j 0.00569312+0.00551645j -0.000624711-0.0194867j -0.0294215-0.0101664j 0.0164553-0.0144927j 0.00428316+0.0115343j -0.01312-0.00426335j 0.0162566-0.0214383j -0.0209798-0.0010974j 0.0292101-0.0102307j 0.006423+0.0101988j -0.00761132+0.0306558j 0.00731363+0.00176883j 0.0124951+0.0167561j -0.00155773+0.019205j 0.00544155-0.00966591j -0.00757941-0.0116263j -0.00397902+0.00251394j -0.03328+0.00683412j -0.00434326+0.00777674j -0.00773114-0.0115984j -0.0083036-0.00843548j 0.00629743+0.0125382j 0.00214368-0.0079248j 0.0130783+0.0130089j -0.00779972+0.0157021j -0.000927027+0.00917348j -0.0172272+0.0135199j 0.00219718-0.0242142j 0.00125875+0.00556436j -0.00500445+0.0239318j 0.016584-5.89949e-05j -0.00820181+0.00116612j 0.0259665-0.00873621j 0.00578216-0.00809842j 0.00745977+0.0312938j -0.00892146+0.00818515j 0.0017164-0.000159704j -0.00235951+0.00733213j -0.00780756+0.0199944j 0.0192977+0.018419j 0.00961115-0.00593324j -0.00249993+0.0160122j -0.00840621-0.00528906j 0.0103061+0.0283669j -0.0205127-0.0107687j -0.000153595-0.0119678j -0.0122223+0.0169975j 0.000231852-0.0036257j -0.0159753+0.012585j -0.0106556+0.00312028j -0.0146167+0.0102666j 0.00425049+0.00838969j -0.0191094+0.0226056j -0.0109957-0.017087j 0.00275098-0.0134755j 0.0120099-0.016533j 0.00721768-0.0148996j 0.00605915+0.00638672j 0.0082845+0.0204304j 0.0165378-0.0223737j 0.0228912-0.0121666j 0.000652033+0.0105868j 0.00274053-0.00286565j -0.0122603-0.00328461j 0.00131515-4.27154e-05j 0.00506437+0.0114839j 
-0.0267521+0.0116532j -0.0300447+0.0222793j -0.0196261-0.0634505j -0.0254168+0.00712184j 0.0233505+0.0407228j -0.0135011-0.0170808j -0.0107234+0.00393979j 0.0464764-0.0114752j 0.00724179-0.00329053j 0.00604881+0.0189324j -0.0144398+0.0119189j -0.00182754-0.00715747j 0.000196131-0.0147805j 0.0159677-0.0218853j 0.0140591+0.000738176j -0.0015784+0.00216951j -0.0130499-0.00799386j 0.010714+0.00246443j -0.00363506+0.00195907j -0.0102365+0.00323461j 0.00383495+0.00421968j -0.00843008+0.00286021j -0.00297688+0.00344465j -0.0112955-0.0147844j 0.00936075-0.0341511j -0.0125996-0.00323701j 0.0190426+0.00506546j -0.00471048-0.00206094j 0.0120393+0.01721j 0.00458807-0.0212019j -0.0209387+0.00769915j 0.0127603-0.00148609j -0.00309264+0.00646234j 0.0331428+0.00950627j 0.0137432-0.00635632j -0.00285742+0.038317j -0.00912108-0.00396098j 0.00689679+0.0118751j 0.00450839+0.00176154j 0.000279553-0.0149257j -0.0157179-0.0123623j -0.0109205+0.0352812j -0.0126499+0.00575254j 0.00814884+0.0402337j -0.0285938-0.04326j 0.0212323-0.00206609j 0.00297451-0.0171001j -0.0145036-0.0356572j 0.00930185+0.0106197j 0.0173079-0.00630313j -0.0214237+0.0013574j 0.00169448+0.00236115j 0.00770467+0.0151455j -0.00567732-0.0118464j 0.000730798+0.00566265j 0.0163273+0.0207168j 0.0269749+0.0330775j 0.0166523+0.00557081j 0.00192375+0.000153106j 0.0181279+0.0134907j 0.00393609+0.0164176j 0.00269437+0.00362892j -0.000600134+0.0063732j 0.00932781+0.0129354j 0.00102108+0.0172703j 0.0223825-0.00709138j -0.005635-0.019278j 0.0129127+0.0140065j 0.00844473-0.0289037j 0.00773692+0.0301568j -0.0235098-0.00664365j 0.0316974+0.0227543j 
0.0341409-0.0268829j -0.0257235+0.0372906j -0.0554109+0.0356297j -0.00735663+0.0760048j 0.0147668+0.0140412j 0.0205631-0.0245008j 0.00368178-0.00991237j -0.00832594+0.0239223j 0.0128741-0.0196184j 0.00736243+0.0166916j 0.00325242-0.00493957j 0.0101292+0.0055153j -0.0195964+0.021034j 0.00675071+0.010243j -0.00325612-0.0169846j 0.0138502-0.00600024j -0.00654934+0.00896362j 0.0091519-0.0166717j -0.00563663-0.0165288j -0.00638271+0.0300233j -0.0155746+0.0158697j -0.00129218-0.0141539j 0.00213179+0.00158792j 0.0174382+0.0229594j -0.00310729+0.0203098j -0.00496059+0.0093837j -0.0105028+0.0120069j -0.00372131+0.00580255j -0.00164555-0.0247394j 0.00111656+0.00233344j 0.000143481-0.0232116j 0.001093-0.0381364j 0.00635182-0.0167415j -0.00433824+0.00365779j 0.00186547+0.00779405j 0.00129525-0.00793704j -0.0204865+0.038364j 0.00265001+0.00052252j -0.00359758-0.00681179j 0.00464826-0.0104599j -0.00334722+0.00802361j 0.0220811-0.0152894j -0.0299038+0.0318324j -0.00245376+0.0281504j 0.013843+0.0308601j 0.000214244-0.00680545j 0.0065183-0.0207538j 0.00151079+0.0127901j -0.000113227-3.50241e-05j 0.0111834-0.0213392j -0.00137802+0.0167622j -0.0203904+0.00258294j 0.0170905+0.0163035j -0.00712799+0.0107663j -0.00390651-0.0145451j 0.0157229-0.00332866j -0.0162068-0.0222686j -0.00650516+0.00754829j 0.00332207-0.00741633j -0.00489188+0.00362664j -0.0048149+0.000911049j -0.00692338+0.0206308j -0.0138533-0.00985339j -0.0156527+0.0150779j 0.00948253-0.00437324j 0.0185704+0.0246811j 0.00397529+0.0264591j -0.00741844-0.00191206j -0.0196306-0.0198042j -0.00851959-0.0181588j 0.0179502+0.0143206j 0.00553866-0.00092423j 
0.0196069+0.00361936j -0.0347659+0.0467722j 0.00408507-0.0374539j -0.0396995+0.0383648j 0.00173413+0.0138286j 0.0218806-0.0133387j 0.00195466-0.0264971j -0.0233525+0.0103732j -0.0108074+0.00495563j -0.0111513+0.0154853j 0.0110933+0.0113295j -0.00700158+0.010076j -0.0187442+0.000181767j -0.0038216+0.0188272j -0.00298437-0.0232144j 0.0273843-0.0150203j -0.00305611-0.00412876j -0.00657819-0.0222853j 0.00294642-0.0007905j -0.00875237-0.00771899j 0.00480913+0.00718968j -0.00712241+0.0041834j 0.00353925-0.000507014j 0.00451395+0.0245578j -0.00411201+0.00518798j 0.00102335+0.0173789j -0.0112767+0.00722538j 0.00711049+0.00927513j -0.00272776-0.0154583j 0.00199107+0.00273421j 0.00308956-0.0187146j -0.00645919-0.00878441j -0.00519757-0.0247014j 0.000233202+0.000700834j 0.0157525-0.000854897j 0.012612-0.0328028j 0.00878297+0.0229989j -0.000860253-0.0188749j 0.00452847-0.0247027j -0.00788317-0.0193211j 0.00159632+0.00285038j -0.0214903+0.0100946j -0.00512254+0.012704j 0.0118818-0.014673j 0.00834757+0.0157604j 0.00960114+0.00699158j 0.0189867+0.000804336j -0.00388987-0.00235448j 0.00496766-0.0135966j 0.0134187-0.0146172j -0.0106512+0.0140293j -0.00905698+0.00625244j -0.0129042-0.00709812j -0.00707767+0.00488429j 0.01647-0.011425j 0.0105334-0.02225j -0.00170444+0.0103415j 0.0126235+0.00471281j -0.00625512-0.00856826j 0.0165824+0.0217984j -0.0156129+0.00211226j 0.0163574-0.0105342j 0.00619376-0.0226519j 0.0149562+0.00731031j 0.00187302-0.000806189j 0.00869535+0.0134899j 0.0129802-0.0142022j 0.00856149-5.22192e-05j 0.00278557-0.0216094j 0.0153335+0.0064598j -0.0073662+0.00738375j 0.0222837+0.0301775j 
0.0312019-0.0497477j 0.0207231-0.0072554j -0.0311903+0.041828j 0.0227599-0.0125223j 0.0241071+0.008536j -0.00931574-0.0420417j -0.0341152+0.036928j 0.0149074-0.00457405j -0.0121107-0.00957467j 0.0106992+0.00398002j -0.0144115-0.00899194j -0.00473396-0.0240035j 0.00817813+0.0177609j 0.049672-0.016723j 0.00608219+0.024372j 0.00661612-0.0145215j -0.00735824+0.0190473j 0.0217753+0.00854279j 0.00659485+0.0229353j 0.00204122-0.000980974j -0.0083479+0.000759016j 0.00368428-0.0178734j 0.00810754-0.00397157j -0.0202786-0.0167186j -0.0195655+0.00803356j 0.00487443-0.0146296j 0.0104596+0.0090416j 0.00451769+0.00333568j 0.00683956+0.00151495j -0.0203001+0.00968162j -0.00242388+0.0103977j 0.00780356-0.0148233j 0.0377412+0.000449969j 0.000700496+0.0104247j -0.0195872+0.0088793j 0.000590391+0.0160102j 0.000939579+0.00160731j -0.00667171-0.00306473j 0.00287418+0.027456j 0.0043878-0.00471338j 0.0196029+0.0217088j 0.0196502-0.0157734j 0.00451403-0.00161325j 0.0107672+0.0106206j -0.0169724+0.0203122j 0.00637171+0.0118925j 0.0340519+0.000632892j 0.00826518+0.0315774j 0.0118572+0.00363795j 0.00711605+0.0248822j -0.0163751-0.00448318j -0.0032623+0.00545518j 0.00579279+0.00439241j -0.0343236+0.0163299j 0.0100161+0.0231444j 0.0136398+0.00244878j -0.00526161+0.015307j 0.0356604-0.0002197j -0.0209353+0.0326964j -0.0252915-0.0042407j -0.00343719+0.0125388j -0.0235939-0.00353009j 0.0268635+0.00467564j -0.0208765-0.0236409j 0.00662183+0.0326661j 0.00939757-0.0228211j 0.017494+0.0155976j -0.00505716+0.0192074j 0.0110239+0.000400198j -0.0128024-0.0246881j 0.00792386+0.0114237j 0.00390238-0.00889826j 
-0.00603255+0.031112j 0.0182409-0.00491345j 0.0351445+0.00269281j -0.0171949-0.0369987j -0.0113386+0.0167473j 0.0231764-0.00251823j -0.0135426-0.0368286j -0.0220912+0.0278577j 0.0113157-0.00231159j -0.0104771-0.00147887j -7.85666e-06+0.0141265j 0.00531016-0.00675596j 0.0187945-0.0199408j -0.0130712-0.0180685j 0.00990796+0.00405253j -0.0186562-0.00316462j 0.0035655-0.0170684j 0.0110714-0.00977293j 0.00940975-0.00617458j 0.0142494-0.00325489j 0.0307023-0.0116841j 0.000773428+0.00513091j -0.00952798+0.0215885j -0.0128493-0.0195981j 0.010288+0.00386589j -0.000440997+0.00278871j 0.00215877-0.0142972j 0.000551248-0.0262528j 0.0182772+0.0165439j 0.0127532-0.000271745j 0.00424214+0.00732993j 0.000567076+0.0217313j 0.00766656+0.00463001j -0.0105481+0.00180521j -0.027209+0.00718151j 0.0148648+0.00768268j -0.00744072-0.0121789j 0.00659383-0.0167616j -0.00158004-0.0115853j -0.015616-0.00841053j 0.019909-0.00661643j 0.00437344+0.0222388j 0.0129127+0.00452713j 0.000991615-0.0152213j 0.00260754-0.0164753j 0.00938612-0.00455592j -0.0144371+0.00524929j -0.00591898-0.0117325j -0.0218728-0.00384413j -0.0079958-0.0173394j 0.00502614+0.019752j 0.0174563-0.000949596j 0.00386364+0.0278525j 0.0129552+0.00439206j 0.0115502-0.00391902j -0.00913727-0.0072542j 0.0186954-0.00987062j -0.00495552+0.0143662j 0.0205995+0.00616164j 0.0141572-0.00818517j 0.0148986-0.00922602j -0.0130696+0.00825152j -0.00927265+0.0151818j 0.00425679+0.00776435j -0.0107167-0.00496162j 0.00462959-0.00502992j -0.0115402+0.0145676j -0.0108334+0.00412401j -0.0016193+0.0238594j -0.0126014-0.00506092j -0.00411601-0.00522001j -0.0278389-0.0151034j 
0.0197989-0.0163009j -0.00890151+0.0173848j -0.0386041+0.0044949j -0.00299313+0.0392456j 0.0224035+0.0125156j -0.0290609-0.0499034j 0.0093474-0.0168848j 0.0141051+0.0117531j 0.0267007-0.0114464j -0.0109383+0.0160739j -0.00870499+0.00538796j -0.0241633-0.011967j 0.00575915+0.0110959j 0.00838004-0.00514594j -0.00112524+0.000121128j 0.000176727+0.0102835j 0.00334548-0.00254935j 0.015366-0.0323145j -0.0133383+0.00167557j 0.0196653+0.00711181j -0.0171616+0.00530941j -0.0261083-0.0227219j -0.0234913-0.0142514j 0.0116+0.0228894j 0.00594338-0.0102275j -0.0175896-0.0123866j -0.00682359+0.0278472j 0.0111728-0.00451003j -0.00967882-0.00540308j 0.0159529+0.00360864j 0.00796898-0.0109898j -0.00308535-0.0080874j -0.00185715+0.0118896j -0.00905104+0.00271729j -0.00197974+0.00412865j -0.0102517+0.00508786j 0.000104273+0.011124j 0.00310206-0.0130906j 0.013029-0.00224235j -0.018551-0.00248805j -0.0132941+0.0154658j -0.00533617+0.0024249j -0.00792816+0.0171346j 0.00899694-0.00480983j -0.00102899+0.0162343j -0.00129245+0.000400819j 0.0128199-0.00611289j 0.00080918+0.00290019j 0.0200222-0.00594653j 0.0139074+0.000302789j -0.0123132-0.00386735j -0.0102432+0.0132343j -0.0156476+0.00985368j 0.00890839+0.00348086j 0.00461293+0.00410993j 0.0199572-0.0122464j -0.00594777+0.000296452j 0.00701326+0.00180778j -0.00299335-0.00180868j -0.00490751-0.00218509j -0.0107252-6.78631e-05j -0.00257987+0.0069006j 0.00199041-0.00177488j -0.00749895-0.00912576j 0.0211915+0.00615297j 0.00723766+0.00160653j 0.0104658+0.00569678j -0.00141381-0.00372554j -0.00756889-0.0125917j -0.00371221-0.0134068j -0.000146753-0.000464863j -0.00556776+0.0115633j 
-0.0157551+0.0138947j -0.0203627+0.00771052j -0.00448749-0.0358806j -0.0483866+0.00132102j 0.0123356+0.0319562j 0.0132184+0.016746j -0.0368778-0.0439505j 0.0299705+0.00645032j -0.0191297+0.011132j -0.0142032+0.00324711j -0.00756271+0.00133424j -0.0137223+0.00503692j -0.0121787-0.00404072j -0.0120714-0.0124694j -0.0128362-0.00736636j -0.0188135-0.0179609j 0.0302976-0.00713341j -0.0131048-0.00818221j 0.00742763-0.018691j -0.00914874-0.0126443j 0.00840869+0.0279913j -0.0105021-0.0124363j -0.00836973+0.0123359j 0.0282078-0.0147737j -0.0063988-0.0065334j 0.000389832+0.0164957j 0.0323967-0.00774025j -0.00450733+0.0128979j -0.014192+0.0200648j -0.0120494+0.00329582j 0.00911965-0.0237188j -0.00358463-0.00227481j 0.00774138+0.0139119j 0.00977392+0.00639308j -0.0264672+0.0149715j -0.00715525+0.0123404j 0.00631741+0.00619276j 0.00507502+0.00161741j -0.00163542-0.00303397j -0.0138667-0.00886058j 0.000545585-0.00809454j -0.00469536+0.0103888j 0.00809015+0.00819436j 0.0134829+0.000541199j 0.002573-0.00109081j -0.00836569-0.00401393j 0.000218199-0.00430858j 0.0141655-0.00519253j -0.000620771-0.0072967j 0.00192025-0.00225791j -0.00332922-0.00089432j 0.00371119-0.000704844j 0.00493215+0.00209909j 0.00973252+0.00569246j -0.0126153+0.00141088j 0.00819165+0.0109623j 0.00591752-0.0166359j -0.00607185+0.00212173j 0.0305956-0.00888394j 0.00919775+0.00440925j 0.00757721+0.0011226j 0.0071736-0.00452378j -0.0160546+0.00106036j 0.0152713+0.00172058j -0.00353137+0.00551453j 0.0246105+0.00605487j 0.0038764+0.00293554j 0.00939339+0.00839145j -0.00844941-0.0168157j 0.00329143+0.00966454j 0.00692609-0.0102937j -0.00264862-0.00280199j 
0.00546124-0.0103026j 0.0293982+0.0326307j -0.0010632+0.0205075j -0.0427934-0.0417737j -0.000502216+0.020408j 0.0431189-0.0584931j -0.0913831-0.0168061j -0.00103081+0.0512087j 0.0247311-0.0139275j 0.0339735+0.0173033j -0.024819-0.00794562j -0.0164961-0.0258915j -0.00680279+0.0259255j 0.0153382-0.000450165j -0.00321459+0.0288375j 0.0331083-0.0321989j -0.00619758+0.00966835j 0.00507525-0.00545828j -0.011625+0.00169039j 0.0170984+0.0335123j 0.0161312-0.00323826j 0.0159934+0.0064679j 0.00175684+0.0232006j -0.00817803-0.0267237j -0.0300237+0.0152222j 0.0102579-0.00980137j 0.0200154+0.0166823j 0.0323018-0.00934658j 0.000805033+0.00458349j -0.00453033+0.00381998j -0.000175322+0.0125635j -0.0255531-0.00314393j 0.00998814+0.0137888j -0.00912786-0.0170844j -0.0208813-0.00270026j 0.0261876+0.0101977j 0.00380425+0.0239539j 0.00138288+0.0171409j 0.0102922-0.0128725j 0.013444-0.00345518j 0.0300196+0.00486495j 0.0150769+0.00263685j -0.00696198+0.0305911j 0.0119333+0.00992354j -0.00998712+0.0323617j 0.0167773-0.0127144j 0.0105416-0.0120888j -0.0107402-0.00731405j 0.016997-0.0171196j 0.0285671+0.0170009j -0.0150651+0.0227424j 0.0226796+0.0218254j 0.0140436-0.00322772j 7.87569e-05+0.0106802j 0.0117709+0.00533853j 0.00630249-0.00476553j 0.0113157+0.00340591j -0.00363632-0.0189012j 0.0119467-0.000863903j 0.00419182-0.00242796j 0.0110167+0.00554194j -0.030441-0.0104112j -0.00948265+0.0080983j -0.00216142+0.00223301j 0.000901129-0.00330458j -0.00239908-0.00344524j -0.00635515+0.0175579j 0.0042348+0.0208707j 0.00354253+0.015116j -0.0209729+0.0131586j -0.0183246+0.00251274j -0.0109261-0.00852668j 
0.00556529-0.0357009j 0.030119+0.00747919j 0.0123007-0.00103144j 0.00248684+0.0141545j -0.0427211-0.00910034j -0.0042005+0.0353137j 0.0149838+0.00739789j 0.00545797-0.0026779j -0.00644018+0.00791532j -0.00865961+0.00807352j 0.00464643-0.0142896j 0.00401584+0.00484581j -0.00390263-0.00192957j -0.000390568+0.00296397j -0.0181989+0.00534832j 0.000243522-0.0114511j 0.00698736-0.0165778j -0.0245211+0.0207854j -0.00793691+0.000951877j -0.00755892-0.0113576j 0.00836577+0.00400248j 0.00769305+0.00815949j 0.0127145+0.00181464j 0.00415173-0.0131978j 0.00360482-0.003723j 0.0091777+0.00396117j 0.00307582-0.00453373j -0.0101096+0.00290116j -0.00620096+0.00167065j -0.0185363-0.0121289j -0.00343175-0.00225623j 0.0106774-0.00336427j 0.00366916+0.000207441j 0.00648192+0.00865082j 0.0190044-0.0099047j 0.0123791-0.0173599j -0.00373146+0.00356956j 0.0153035-0.00777783j -0.0252155+0.0055839j 0.00346803-0.00794264j 0.00273658-0.0233009j 0.00968678+0.00855346j 0.0227394-0.00027412j -0.0123476-7.90349e-05j 0.00804414-0.0129781j -0.0126286-0.00564121j -0.0148942+0.00177425j -0.00561919+0.012342j -0.00982626+0.0195488j -0.00172748-0.0102362j 0.00899785-0.00226722j -0.00622298-0.0101632j 0.0162314-0.00326602j -0.00656834-0.0103877j -0.00139695-0.0099935j -0.00526285+0.00180599j -0.00733176-0.00379842j -0.00887582+0.0124791j 0.00227603-0.00536747j -0.0162367+0.0123411j 0.0106535+0.00103553j 0.0144624+0.014849j 0.00158787+0.00567846j -0.00449912+0.00514568j -0.0147949-0.0187746j 0.0077524+0.0184395j -0.00705498+0.00336269j -0.00120534-0.0046004j -0.00558946-0.0202905j 0.0158089+0.000525161j 0.0197732+0.0136769j 0.0109895+0.00273764j 
