-0.014479-0.000931619j 0.0396844+0.00986468j -0.0036151+0.0110044j 0.0487847-0.041059j 0.00503216+0.00310011j 0.0142076-0.0154276j -0.0706325+0.00908706j -0.00146429+0.00443977j -0.00339753+0.0123102j -0.00779203-0.014553j 0.0162863-0.000789301j -0.00814864-2.79063e-05j -0.0252004+2.84536e-05j -0.0178023+0.0076522j -0.00262361+0.0193704j 0.0199349+0.011119j -0.0232754+0.00568753j 0.0341417+0.000189041j 0.00200234+0.0219429j 0.00900049+0.0153453j -0.00341373+0.00294939j 0.00032296+0.00597726j 0.00310505-0.00210983j -0.022302+0.00538124j -0.00792108-0.00099347j -0.00676247-0.00949548j -0.0309627+3.07095e-05j 0.00727819+0.00459213j 0.02069-0.00215991j -0.00549213+0.0135209j 0.024867+0.00402305j 0.00250814+0.00322649j -0.00608273+0.0103974j -0.0165114-0.0118088j -0.0183738+0.00481961j 0.007222+0.00601649j -0.00134338-0.000706234j 0.00217066-0.0101024j 0.0215891+0.00700413j -0.00895673-0.0134595j -0.0271148+0.00874585j -0.0234711-0.0333143j -0.0282116+0.0053554j 0.0189847-0.0168914j -0.0325963+0.00938383j 0.0284696+0.00616264j 0.0200641-0.00361466j -0.0203842+0.00012532j 0.00751778-0.0361724j 0.0335102+0.013764j -0.043191+0.0070093j -0.00473607+0.0162047j -0.0488145-0.0448045j -0.0115078+0.00817052j 0.0274423+0.0033962j 0.0209915-0.0414744j 0.0398611+0.0176852j -0.00106512+0.00208817j -0.0494738+0.0291041j 0.0640755+0.0285954j -0.0279778-0.0370602j -0.0285721-0.0297291j -0.0040684-0.0198774j -0.012233+0.00478177j -0.00174833+0.00258861j -0.0627489-0.0384245j 0.0263165+0.0268465j -0.00365072+0.0666491j 0.110406+0.084388j -0.00468865+0.066972j -0.146193-0.0963249j -0.000412246+0.0445106j 
0.010425-0.00608522j 0.00652615-0.0214007j 0.0215784+0.0655728j 0.030685-0.0290123j -0.00150506-0.00170699j 0.0515461-0.0277996j -0.0684556+0.00489502j -0.0163868+0.0797926j -0.0344893-0.0214363j 0.05153-0.00774421j -0.0116425-0.0538038j 0.0283581-0.0100916j -0.0322628-0.034434j -0.0252359+0.0421034j 0.0316285+0.00356568j 0.101402-0.0309256j -0.0171183+0.0344918j -0.00885251+0.112326j -0.0430612+0.0697326j -0.0629709+0.0139547j 0.0312644-0.0577348j 0.0483876+0.107946j 0.0523832-0.0444929j -0.0771867-0.024547j -0.0159267+0.0197792j -0.00949882+0.0110284j 0.00926749-0.0407311j -0.0245372+0.0682011j 0.0242938-0.0150489j -0.0814585-0.034229j -0.0884946+0.0802939j -0.037147-0.0270455j -0.0844976-0.0429101j 0.0386072-0.0435316j 0.133241+0.048096j 0.125241+0.0253946j 0.0636952-0.0188951j -0.0206906+0.0808974j -0.0431745+0.0547534j 0.00945065+0.00529714j 0.0686815-0.0506273j -0.139218-0.0167418j 0.0422865-0.0217152j -0.00328732-0.0275562j 0.10278+0.0442114j 0.0604759-0.0681812j 0.0247107+0.116914j 0.0416355+0.0640715j 0.0433096+0.0273317j 0.0591858+0.0554733j 0.108782+0.098755j 0.0253516-0.149379j 0.0180495+0.00787272j 0.0593634+0.0721374j 0.153703+0.0583785j -0.0286065-0.0723948j 0.102151+0.0105132j -0.0491561-0.140265j 0.0346342+0.0264849j 0.0642796+0.0678402j -0.141714+0.0876739j -0.0580979-0.0735116j -0.0524446+0.00546283j 0.0668013-0.0769984j -0.0117067+0.0119991j 0.00879564+0.00478499j 0.0319369+0.040646j -0.00754466+0.0489895j -0.00702936+0.0103377j -0.023498-0.0539146j -0.0300592-0.00288976j -0.002083-0.000112049j 
-0.0153998-0.00585219j -0.0143214-0.0488949j 0.0571844-0.00439235j -0.0213099+0.0300382j -0.0382688-0.00486001j 0.0337026+0.0620096j 0.0363845-0.00824879j 0.033055-0.0271552j 0.0326201+0.0151959j -0.0341436+0.0278467j -0.0194923-0.0902641j -0.00413206+0.011783j 0.0126725+0.0716337j 0.0324789-0.0217591j -0.0673685-0.0349327j -0.0100539-0.0237822j 0.0551199-0.0701063j -0.0441189-0.084339j 0.017243-0.0926116j -0.0035681-0.0121393j -0.0389023+0.0128502j -0.0369336+0.0556745j -0.061403-0.0200824j 0.0521655+0.068499j 0.047891-0.0760523j -0.10741+0.00567282j -0.0557956+0.113341j 0.00194963-0.00573648j -0.0185297-0.026135j -0.0351512+0.031259j -0.0077271-0.0365987j 6.70267e-05-0.012258j -0.0132074-0.0356628j -0.0732061+0.0293327j -0.110005+0.0100517j 0.108539-0.0684134j -0.0571164+0.0811832j -0.0386514-0.0071479j -0.118616+0.00270742j -0.0278115+0.0121472j 0.0279865-0.026259j 0.0906308-0.121425j 0.0587986-0.05076j -0.0503826-0.101765j 0.216855+0.0348905j -0.153281+0.0568164j -0.0394454+0.0116608j 0.0487469-0.0191592j 0.0712347+0.0387576j -0.0104072+0.00248496j 0.0880928-0.161258j -0.012364-0.0555658j 0.0608795-0.127292j -0.0152858+0.081899j 0.0989672-0.0271713j 0.0252661-0.0483734j -0.0594322-0.0385553j 0.00880633+0.0623098j -0.0201407+0.058911j -0.00756472+0.140322j -0.0145783-0.012622j 0.0645587-0.0549388j -0.0607124+0.0135616j 0.0318304-0.0465766j 0.0390401+0.00742296j 0.0413905-0.0778146j 0.0615587+0.0299399j 0.0483745+0.00991733j -0.0503588-0.0346741j 0.044269-0.0228155j 0.0681042+0.053541j -0.0126303+0.00014069j 
0.00488484+0.00574595j 0.016648-0.00244124j 0.00694766-0.00195473j -0.00542864+0.0201007j 0.00231695-0.0800862j 0.0201079+0.0367137j 0.0523079+0.0055391j -0.0163678-0.000651585j 0.035788+0.0209966j -0.0172807-0.000948237j -0.0325429-0.0278744j 0.0276236+0.0292513j -0.0403131+0.0478853j 0.025339+0.0291911j 0.00186067+0.0111405j -0.0313082-0.0407702j 0.0272976-0.02923j -0.0191673+0.0299305j 0.0139918+0.00941101j -0.0217129-0.0783834j 0.0464204-0.0157693j 0.0267037+0.010485j 0.0599736-0.0415636j -0.0104062+0.0114293j 0.116505-0.0570405j -0.0109937+0.0400551j 0.0396766-0.0421275j -0.00247637+0.0220764j 0.000314683-0.0369152j -0.0199889-0.0265167j 9.75844e-05-0.0520361j 0.0346758-0.0601538j -0.0565941+0.00276844j 0.0455184+0.0933187j 0.0733739+0.0384299j -0.00426824+0.0234244j -0.054497-0.0202954j 0.0340782-0.0118395j -0.00290513+0.118904j -0.0236547-0.0339793j 0.00641655-0.00830067j -0.071211-0.0577629j 0.00142209+0.0684211j 0.00966974+0.0297563j 0.0331433-0.0449513j -0.0128535-0.032604j -0.0420917+0.085031j 0.0343513+0.0431227j 0.0975828+0.012536j 0.0669867-0.01504j 0.106329+0.00367914j 0.0199096-0.0170432j -0.0065106-0.0136941j 0.0961435+0.0403839j 0.0349223-0.0336918j -0.0233309-0.0772346j -0.0682343+0.00223805j -0.126808-0.0325828j -0.0254903-0.0285646j 0.0280163-0.071019j -0.0250273-0.0687739j 0.0237745-0.00829167j -0.026699-0.00944506j 0.0521529-0.00770131j 0.0119459-0.0888462j -0.111305+0.0541437j -0.113297-0.022802j -0.00963912-0.0755477j -0.0624153+0.0508103j -0.0517448-0.0284715j 0.0109242-0.0304309j -0.0581927-0.0432085j 
-0.0113639+0.00585132j -0.0121241+0.00216004j 0.0114454-0.0153858j -0.0304434+0.047717j -0.0139653-0.0151706j 0.018562+0.0559174j 0.0559077-0.0694218j -0.0462435-0.00953186j 0.0497676-0.0450773j 0.0280495+0.0386212j 0.00731957+0.0344j 0.0394686+0.00320185j 0.0693947-0.00437868j -0.0295495-0.00783931j 0.0350182+0.0183326j -0.0204853-0.00441008j -0.00177999-0.0123675j -0.0322212-0.00287108j 0.0176173+0.0298865j 0.0224884-0.0186066j 0.0158009-0.06426j -0.0251895+0.0271739j -0.00584945-0.0207523j -0.0472751+0.0755233j 0.0352674+0.0340192j 0.0112946-0.0326354j -0.046514-0.0188259j 0.00272748-0.0713086j 0.000206405-0.0224155j 0.0328717-0.029868j -0.061443+0.0435067j -0.00835667+0.0122982j -0.0402905+0.00305439j -0.0461412-0.0440814j 0.0462218-0.00595109j -0.00814808-0.0262993j 0.0249691-0.0619556j -0.0521997+0.016915j -0.0449704+0.0244587j -0.0101799-0.0105742j 0.0720964-0.0321188j -0.0416954+0.0718966j 0.0351321-0.0319806j -0.0402257-0.03544j 0.0953462+0.0585567j 0.0153391+0.024726j -0.0199928+0.072465j -0.00506215-0.0392875j -0.0185188-0.00836346j -0.0517258-0.00633218j 0.0438828+0.0136647j 0.00935173-0.0633225j 0.0266354+0.026533j 0.0484849-0.0117816j 0.0260256-0.0590961j -0.0646192-0.0152157j 0.00363628-0.032722j -0.0249702-0.0264253j 0.0290569-0.0484031j 0.00355288+0.0181214j 0.025086+0.0524618j 0.0693042+0.0383855j -0.00562341-0.0153056j 0.013804+0.0509459j -0.0397683-0.0518943j 0.0427758+0.0796585j -0.0262335+0.04398j -0.00938216-0.0218049j -0.0569081-0.0413393j 0.0192199-0.0476968j 0.0399481+0.00527948j -0.0381965-0.0246531j 
-0.0482232-0.0176307j -0.0123541+0.00974642j 0.0180253-0.031678j -0.013336-0.0337095j 0.0147675+0.0120951j -0.094643-0.00959214j -0.0148636+0.100017j 0.0937129-0.0246079j -0.0142533+0.0336396j 0.0236479-0.0041541j -0.00229489-0.0167861j -0.0256412+0.00427646j -0.00397199+0.0181133j 0.0560646-0.0345642j -0.0658045+0.0451113j -0.00549838+0.0631765j -0.0142964+0.0161046j 0.0119968+0.0333546j -0.0717272-0.0316502j 0.0164021-0.00525649j -0.0129719+0.0817145j -0.00178108-0.0515293j -0.0143939-0.0211087j 0.0662103-0.0826039j 0.0235175-0.0439194j -0.0175712-0.0196509j 0.072095-0.0301405j -0.0553838+0.0215293j -0.0211028-0.00454873j 0.00755119+0.00574934j -0.00520633-0.0279045j -0.0169734+0.0103068j 0.0305263+0.0567781j 0.0995129+0.0796677j 0.0889155-0.0727165j 0.0180429+0.0994268j 0.0107613-0.064797j 0.0460753+0.0778807j 0.0252796+0.0611032j -0.0409164+0.0672093j -0.0561892+0.0335217j -0.0121284-0.0570732j 0.0195808-0.0132547j 0.0820792+0.147176j -0.0371657+0.0262353j -0.0642796-0.142461j -0.028564-0.0943986j -0.0182616+0.0317647j 0.046954+0.0894999j 0.0197864+0.0298616j 0.0345449+0.0749814j -0.00963111-0.0479594j 0.0855832+0.0525245j 0.0486731+0.0154823j -0.0587642+0.051286j 0.0136433+0.0294377j 0.0586195+0.0204092j 0.0153039-0.179921j -0.0359929-0.0485145j 0.0105578-0.0404337j 0.0155599+0.0366314j -0.047364-0.0174254j -0.000445959+0.022447j 0.0271497-0.0592836j -0.0507844+0.0138282j 0.0449628+0.0603764j -0.0860903-0.0204037j -0.0174728+0.00596073j -0.0129045-0.0723665j 0.00170694-0.0100772j 0.028324+0.00387441j 0.0646933-0.0246977j 
0.0173503-0.0388356j 0.0134267+0.0219815j -0.0533348+0.0215785j 0.00606568+0.0489293j 0.0186897-0.0369977j -0.0282216+0.0305829j 0.0335707-0.0299553j -0.014053+0.0213726j 0.0390672+0.00253967j -0.0254069+0.0481605j -0.0156273+0.018569j 0.0728941-0.0101161j 0.011059+0.0692904j 0.0892818-0.00752712j -0.00268078+0.0240851j -0.0261961-0.0483597j 0.0347919+0.0369093j 0.00884735-0.0325168j 0.0243157-0.019888j 0.0137151-0.0605511j 0.0374984+0.0278403j 0.00319542-0.0329738j 0.0590402-0.0372412j 0.0176418+0.109084j 0.0431024+0.0452732j 0.0591617-0.0151398j -0.0287161+0.0587671j 0.06932+0.0300416j 0.000155246-0.0670708j -0.00272435+0.0264428j -0.0267212-0.0321642j 0.0685955-0.101186j 0.00806669+0.0139082j -0.00541869+0.011605j 0.0181079+0.0315872j -0.0248653-0.0560291j -0.0473271+0.0511665j -0.00262898-0.022603j -0.0186839+0.0748637j -0.0989252-0.00880209j 0.00917249-0.0290965j 0.0552694-0.032435j -0.0663179+0.0200438j -0.00538241-0.113375j 0.00833146+0.108558j 0.01947+0.0582795j 0.0701907-0.0578173j 0.0130288+0.0470185j -0.0271742-0.0644717j -0.00512742+0.0161618j -0.0141569-0.0268075j -0.122699+0.199357j 0.0747012-0.141607j -0.0124564-0.0465999j -0.0573058-0.0380128j -0.055442-0.0584819j -0.143633+0.0309699j -0.0104495-0.0459364j 0.0128287-0.0641589j -0.0727922+0.0456639j 0.0211086+0.0634966j -0.0586196+0.0207199j -0.00587409+0.0397744j -0.137361+0.00353949j -0.0458672-0.0239201j 0.00526623+0.0709899j -0.0514503+0.0616336j -0.0162466-0.0204669j -0.017448-0.0176635j -0.0157222+0.0214915j 0.0266166+0.00251135j -0.00544084-0.00178577j 
0.00282327-0.0284843j -0.0210296-0.00529657j -0.0192465+0.0497726j 0.0277931+0.0309033j -0.00355893+0.0187113j 0.00711101+0.0138067j 0.00950867-0.02904j -0.0352468+0.00329771j -0.0588546-0.0262068j 0.0431557+0.00125939j 0.0572373+0.00311268j 0.0126523-0.00844275j 0.0420418-0.0491302j -0.0388177-0.0151854j 0.0265728+0.00487751j 0.0337877+0.0499675j -0.00618017+0.0564018j -0.0018429-0.0167084j 0.0189347-0.00344817j 0.0373308+0.0154527j 0.0194634-0.00859652j -0.0428177+0.00605492j -0.0355627-0.0180195j -0.0227848+0.0305401j -0.0227826+0.0289419j -0.0164263-0.0312529j -0.104592-0.0356867j -0.0694795-0.0247126j 0.0436725-0.0868398j 0.01809+0.0491059j -0.0191478+0.0321393j -0.0907643-0.00357952j 0.0224431-0.0214369j -0.0804593-0.0541704j 0.00725272-0.051806j -0.0344684+0.0249394j 0.0860552-0.0296842j -0.0895342+0.0632835j -0.0173259-0.0363331j -0.0261684+0.0160933j 0.024035+0.002539j -0.0484655-0.00740149j 0.00849622-0.0696073j 0.0246765-0.0233313j 0.114132+0.193611j 0.0130946+0.0624962j 0.111659-0.0677778j -0.00838054+0.0873419j -0.135756+0.028871j -0.0467943+0.0934654j -0.0473004-0.0626724j -0.0648875-0.016021j -0.0769065-0.0228457j -0.00819067-0.0222254j -0.00364329+0.0557283j -0.0347758+0.0323582j 0.0834229-0.0684612j 0.0113607-0.0555463j -0.0214716-0.0327872j 0.0366246+0.0766538j -0.0416747+0.0632137j 0.0702249-0.0150028j -0.0494849-0.00571717j -0.0131447-0.0147169j -0.0406741+0.0545169j 0.12814-0.0072694j 0.111671+0.085456j -0.0211555+0.0759476j 0.0296825-0.0392629j 0.0283027-0.0141777j -0.0202118-0.0115635j -0.0123911+0.0258439j 
-0.010118-0.0263122j 0.0264789-0.0155285j -0.00362441+0.0754927j 0.026136-0.0242829j 0.0152786-0.0158908j 0.00919248+0.015511j -0.0111332+0.0234185j -0.0044139+0.0361934j -0.0813494+0.000199154j -0.0128953-0.000624268j 0.0456802+0.00232091j 0.0122587+0.0144826j -0.0163535+0.00502617j -0.0906409-0.0479964j 0.0340938-0.0565714j -0.0550663-0.00852322j 0.0495849+0.0190678j -0.0293833+0.0289163j 0.023105-0.00872564j 0.0162953+0.0305146j -0.00867391+0.00850093j -0.0555618-0.0612792j -0.0436473+0.0271691j -0.00354943+0.0370631j 0.0385931+0.00812589j 0.00810108-0.017491j 0.0431415+0.0151776j -0.0183533+0.0523032j 0.0258958-0.0359905j 0.000800125-0.024584j -0.0412397+0.0260686j 0.0216538-0.0264018j -0.087014+0.0227118j -0.0666571-0.074479j -0.023179+0.0674498j 0.00539198-0.0339504j 0.0728194-0.0446972j -0.0457813+0.0902847j -0.0979328-0.0556324j 0.0798334+0.0747774j 0.0410468+0.0163582j -0.00778374+0.0314123j 0.0319627-0.0158754j 0.0468285+0.0293724j 0.0458794+0.214903j 0.0271074-0.0267003j 0.127652+0.0211423j -0.0200993+0.15245j -0.0068251+0.0092767j -0.0689125+0.113104j -0.0726769-0.0401837j -0.0236023+0.153336j -0.0608436-0.0315003j 0.0318443-0.0067285j -0.087771+0.0884285j -0.128358+0.12183j -0.078606-0.0405814j -0.049329-0.10587j -0.0758876-0.163509j -0.0563314-0.0806415j -0.0254746-0.0360082j -0.0291004-0.0425376j -0.0320846-0.0645714j 0.0625351+0.0619082j -0.00317535+0.00104619j -0.0443808+0.0431368j 3.51757e-05-0.0237451j 0.0472125-0.0592377j -0.0685569-0.0110635j 0.03181-0.0652455j 0.014409+0.0507018j -0.00324094-0.0209303j 
-0.0138074+0.00943825j -0.0184535+0.0321015j 0.0119252-0.0694443j -0.0365604-0.0144298j 0.0556546+0.015772j -0.0863217-0.0600758j -0.0264651+0.0629151j 0.00367482-0.0106825j -0.0317565+0.0802552j -0.0151247+0.00153018j 0.0816843-0.0321671j 0.00322933+0.0486213j -0.0682396-0.0753244j -0.0456133+0.0822882j -0.0608146-0.0432981j 0.055658+0.0734152j -0.0044642+0.0266264j -0.0221959-0.0438646j -0.0398371+0.00491681j -0.0103679+0.00146332j 0.026234+0.0423502j -0.0457917-0.0134281j 0.046849+0.00130654j 0.0581247+0.0168813j 0.0552565-0.0184644j 0.0458263+0.102936j -0.072995+0.0297464j -0.0100925+0.0943235j -0.00263044-0.0447122j 0.0351727+0.0385803j 0.00654254-0.0261468j -0.070981-0.0349572j -0.141977-0.0429517j -0.0332517+0.0332345j 0.0342167-0.0594983j -0.0320292-0.0235504j 0.0832546+0.0922218j -0.0263855-0.11279j -0.0920785+0.0180577j -0.0167959-0.0987963j -0.0299713+0.0870054j 0.0402314-0.0237569j -0.115331+0.0564378j 0.0197789-0.0332023j 0.00336284-0.0105718j 0.0786216-0.0392392j -0.0367483-0.0878689j 0.0610486+0.160879j -0.174265+0.00244103j -0.126019+0.0227674j -0.0322052+0.144619j 0.011198+0.0984329j -0.0426454-0.0297796j -0.0892576-0.0231298j -0.0710519-0.0543789j 0.0862554-0.0902509j -0.100889-0.0766187j -0.00331247-0.0522383j 0.0252084+0.164356j -0.110435-0.00161616j 0.0447417-0.0223148j -0.00759093+0.0755965j 0.0268955+0.0192713j -0.0507601-0.0985338j -0.0323874+0.0595495j 0.0847829-0.0299463j 0.03561+0.000511643j 0.00908955+0.00118099j 0.0164272+0.0451138j -0.0509134+0.0312044j 0.000402153-0.0484417j 0.0398325-0.0133499j 
0.00919322-0.0443725j 0.0118851-0.0126241j -0.0298816+0.086406j 0.0640444-0.0146331j -0.0177448+0.00365567j 0.0113725-0.0487747j -0.0324931+0.0588716j 0.04937+0.0239213j -0.00776016-0.0247525j 0.070739+0.0033579j -0.081902-0.0160057j 0.0223883-0.0558887j 0.0396981+0.0264024j 0.102735-0.0258133j 0.0545576+0.058668j 0.013968-0.0403172j -0.0142861+0.0179892j 0.0831689+0.0674444j -0.0384105+0.0274484j 0.0216849-0.0158093j 0.0127062+0.00560638j 0.0446567+0.00541266j -0.0263588+0.0171278j -0.0456293-0.0363971j 3.67973e-05+0.00786039j 0.0059599-0.0305224j 0.0541658+0.0157722j 0.108333+0.00618924j 0.0659349-0.0673462j -0.0286779+0.0677091j 0.0207481+0.0143057j 0.0569952-0.0201001j 0.127194+0.0933624j 0.0636411+0.0378063j -0.0695095+0.0531422j 0.0920658+0.0271148j -0.0421032+0.0194441j 0.0826768+0.107153j 0.107309+0.0252255j 0.0764565+0.0777785j 0.0615716+0.0274428j 0.0795602-0.0955944j 0.033891+0.00794313j 0.0252751+0.0788565j 0.0371333+0.0160283j -0.0299369+0.0672429j 0.0386854-0.0616822j 0.0510657+0.0897161j 0.162732-0.0443414j 0.181655+0.0989305j -0.0448564-0.0884064j -0.0393536+0.0529681j 0.135158-0.0152354j -0.0173997+0.0320274j -0.0416486+0.0118412j -0.0418625-0.0165849j -0.0638135+0.121343j -0.00741372+0.0525745j -0.0674181+0.0688132j -0.0727316+0.0268663j 0.0153248-0.0331235j 0.00115094-0.0650634j 0.0295351+0.00587066j -0.00114296-4.1045e-05j 0.0566516+0.0719999j 0.00302262-0.0737613j 0.0274384+0.0173113j -0.00719206+0.0283j 0.0296669-0.0245474j 0.00144814-0.000413118j 0.0106995+0.0174875j -0.00179994+0.0169152j 
-0.00288594+0.0144817j 0.0517184-0.0255866j 0.0559951+0.0219026j 0.0392281-0.0567833j -0.00990127-0.0272544j 0.00232132+0.0148498j -0.0367773+0.0108614j -0.00189003-0.0182113j -0.00752817+0.0323604j -0.0392608-0.0211964j 0.0464561-0.0232642j -0.0131881+0.024578j -0.044975+0.0198925j -0.0553381+0.0430987j -0.0308683-0.0101709j 0.0121402-0.0229823j 0.00117883-0.0173064j -0.0316931-0.0103701j 0.0403132+0.042455j 0.0358588+0.00720584j 0.0507551-0.0137649j -0.0164438+0.0340149j 0.0298359-0.00780483j -0.00779573-0.00684456j -0.0127085-0.00907765j 0.0111061-0.0340148j -0.0426892-0.0184315j -0.0241736+0.00936845j -0.00477587+0.0332084j 0.037424+0.0338291j 0.0365121-0.0409716j -0.0564917+0.0661261j -0.123717+0.0603842j -0.0150236-0.00297399j -0.030534-0.0355192j 0.00899745-0.0584293j 0.0780561+0.0561387j -0.0894024-0.0622433j -0.0451496-0.0795497j -0.00169361+0.0355057j 0.0599328-0.00337214j 0.0287897+0.0463816j 0.0562706-0.0243241j -0.0574215-0.0880335j 0.0289275+0.0716315j -0.0513923-0.0464907j 0.130567+0.102849j -0.045963+0.0349691j -0.0179323-0.0705603j -0.0980903+0.0410117j 0.0519779-0.0949622j 0.0221931-0.00330804j -0.0973107-0.0520577j -0.031447+0.00649111j 0.0884799-0.0416423j 0.0273663-0.060593j 0.0276542-0.0046987j -0.095835+0.0237242j -0.0602895+0.0331783j -0.0171381+0.0298726j 0.0562048+0.0134949j 0.0379419+0.00843065j -0.0207185-0.0158087j -0.0171172-0.0413953j -0.0220835-0.0639792j -0.0720199-0.0163464j -0.0323844-0.0489157j 0.028357-0.0450047j 0.0157643+0.0758j 0.0219747+0.0432069j -0.0233913+0.0043352j -0.00545918-0.0142565j 
0.0518709-0.0136688j -0.0333388+0.0568502j -0.0823352+0.0036803j -0.0204618+0.0999912j 0.0434128-0.00527913j -0.0214368-0.0283915j 0.0230651+0.0153893j 0.00682997-0.00724873j -0.0240138-0.0145199j 0.00677995+0.00458633j -0.0148515-0.00230525j 0.0166808+0.0280772j -0.0400927+0.0250002j 0.0440631+0.0530077j 0.0194688-0.012653j 0.0432879-0.0678397j -0.0103546+0.0321833j 0.00536839-0.0531783j 0.0261955-0.0174563j 0.0393202-0.00808496j -0.0145331+0.0503334j 0.0575632-0.0235313j 0.0528903+0.029005j 0.0408743+0.0610303j -0.0203637+0.0421783j 0.00202811+0.0127448j -0.0246879-0.00291355j 0.0358653+0.0127193j -0.0209623-0.017074j -0.0065231+0.015669j 0.0343729-0.0276111j -0.00978021-0.0364144j 0.0100849+0.00720446j 0.0128508+0.00524607j 0.00106281-0.0274769j -0.0327686-0.0300841j 0.024104+0.0856152j -0.0436775-0.0597503j 0.0803912-0.0984488j 0.00640086-0.0552985j 0.0169024+0.0168608j -0.0325261-0.0506113j -0.0582294+0.0264629j 0.0102165+0.00305699j 0.0179171+0.0859053j -0.00177668+0.0532905j 0.0931167+0.0150367j 0.0399159+0.0407586j 0.060536-0.0976039j 0.0799168+0.0386141j -0.0477424-0.0519213j -0.0764792+0.0977227j -0.0563704-0.0737198j 0.0226121-0.0125822j -0.0701589-0.024871j -0.0250265-0.0040055j -0.033699+0.0387977j -0.0343445+0.0328046j 0.0183723-0.110235j -0.0151425+0.0293644j -0.0335913-0.00344803j -0.0356395+0.00882854j 0.0198613-0.034186j -0.0435298-0.0401636j 0.0690254-0.0229359j -0.055474-0.0153996j 0.00891339-0.0196533j 0.00159826-0.028805j 0.0100967+0.0111898j -0.0104922+0.0157501j -0.00411919-0.00270896j -0.00714044+0.0342639j 
0.024222-0.00578115j 0.0269122+0.000165156j 0.0359389+0.0352502j 0.0294948-0.00804719j -0.00824833+0.0293659j 0.0875656-0.0295648j -0.0897757-0.0580776j 0.011526+0.0396035j 0.011836+0.0153463j -0.0288739+0.00891302j 0.0121818-0.00443675j -0.0224017+0.000435772j -0.0302581+0.0199532j -0.0241614+0.0268185j -0.0294296-0.0106072j -0.0265165-0.0701694j 0.0321972-0.00904779j -0.0300185-0.0252218j -0.0163241-0.000907952j 0.0931473+0.0627433j 0.0117394-0.0377688j 0.0162259+0.00130096j 0.0360752+0.0344313j -0.0206401-0.0233281j -0.00705638+0.017381j 0.012104-0.00452618j -0.01441+0.0671841j 0.0514468-0.0432364j 0.000876373+0.00770283j -0.0156596+0.0879978j 0.0669751-0.0669385j -0.0109305+0.0427976j -0.00563379+0.0575617j -0.0851478-0.00820347j -0.0668987+0.0825845j 0.0513362-0.0592569j 0.0249297+0.0633995j -0.0717924-0.0696552j -0.0350531-0.101142j 0.01624+0.0220785j 0.0167608+0.0337907j 0.112169+0.0260686j 0.0528587+0.0400653j -0.0754892-0.0652958j 0.0232655+0.0687355j -0.0485259+0.00597991j 0.0119382+0.08346j -0.0949037-0.0262301j 0.107272-0.0130425j 0.00376136-0.00513313j 0.0319006-0.0178855j 0.0616301+0.0298274j -0.0314741+0.0107869j -0.0502469+0.0771641j 0.12524+0.0178008j 0.0751186-0.0280944j -0.023638+0.0631587j 0.0755923+0.0169488j -0.0910044-0.0049453j -0.0273722-0.00246136j 0.0142865+0.0182024j 0.00160455+0.000857182j -0.0187544+0.0295487j 0.0405914+0.0440081j 0.00556981-0.0571689j -0.0459082-0.0347811j 0.00799595-0.051172j 0.0474224-0.0117873j -0.00951469-0.0188313j 0.0606638+0.00989789j -0.00321815+0.046319j 0.0261096+0.00591875j 
0.0181519+0.0203232j 0.0199008-0.00119593j -0.0218184+0.0462222j 0.00328117+0.0129314j 0.0138358-0.00470244j 0.110395-0.00707151j -0.0442874-0.066556j -0.0598975+0.0599331j 0.0256785-0.0578796j -0.0137424+0.00198198j -0.0104886+0.0200107j 0.0264812+0.000890542j -0.000241956+0.0278336j -0.0546108-0.0101348j 0.0142881-0.0421204j -0.0204109-0.0178932j -0.0270378-0.0239223j 0.0330082-0.0131007j 0.0568174-0.0298621j -0.0138542+0.0586072j 0.0222081-0.00207633j 0.0101772-0.00461163j -0.00901018-0.0338505j -0.013241-0.0112622j -0.0143762+0.0222503j -0.0418912-0.00177614j 0.0560525-0.011958j -0.0331282+0.00318008j 0.00180202+0.0278038j 0.0215148-0.0567125j 0.00249799-0.0310049j 0.0473208+0.0501077j -0.0314201-0.0161209j 0.0258735+0.00190169j -0.0547504+0.0417416j -0.00837265-0.0460339j -0.009473+0.0849055j -0.00806455-0.0470251j -0.0083939-0.0572367j -0.048701-0.0313235j 0.0205391-0.0605048j 0.0288494+0.0694317j -0.0150001+0.0537958j -0.0772289-0.00869577j 0.0377115+0.0190967j -0.00639075-0.0669965j 0.00545916-0.0203164j 0.0610681+0.0470589j 0.00847704-0.0315593j 0.0532712-0.0558223j 0.052657+0.065001j 0.0941585+0.041893j -0.0443099+0.0546755j 0.0102515+0.0581089j 0.0284971-0.0955279j -0.0127036-0.0829854j 0.0562593-0.121722j -0.109384+0.0852126j 0.0404422+0.0229107j 0.0577587-0.0413755j 0.0705488-0.112613j -0.000960392+0.0284205j 0.0198729-0.0556868j 0.00991639+0.0646234j -0.00677604-0.0045171j -0.0366387+0.00907233j -0.0333464+0.0733143j -0.05653+0.000231861j -0.018671+0.12859j -0.087306-0.030751j -0.0406183-0.0174688j -0.0777694-0.0341545j 
