0.0281294+0.00743477j 0.00549235+0.00273481j -0.0216893+0.0184867j -0.0189731+0.0168438j -0.00565772+0.000219356j -0.0173885+0.000512743j -0.0375209+0.0107575j 0.0276806-0.00523795j -0.00562244+0.00514284j 0.00626416-0.0038617j 0.013742+0.0063958j 0.0229605+0.00310236j -0.0340958-0.000419848j 0.00308598-0.00244275j -0.0142234-0.0111764j -0.0149623-0.0053977j -0.00908126-0.00417174j 0.0112191+0.0033393j 0.0295559-0.00273985j -0.00753719+0.0158092j 0.00607662+0.00764105j -0.0110549-0.00335602j -0.015034-0.0142662j -0.0048011+0.00665894j -0.00650928+0.0183803j 0.0145197+0.00222835j -0.0423968-0.00151166j -0.000884147-0.0178536j -0.00436652+0.00672081j -0.000439323+0.00334022j -0.00485925+0.0181538j 0.0107798+0.0169228j -0.00783186+0.00277895j -0.0265796+0.0176989j -0.0333266-0.00868731j -0.0185062+0.0103856j -0.0123855-0.0191556j -0.0191385-0.0556309j 0.0352383-0.0227239j -0.0280548+0.0117725j 0.0274431+0.0108338j 0.0216893+0.0267554j -0.0516678-0.0115848j 0.00950223-0.00679866j -0.0272839-0.0224305j -0.0135713+0.00219303j -0.0045924+0.0241392j -0.00782519+0.0105396j -0.0124182+0.0026198j 0.0542224+0.02499j -0.0157568-0.00812131j -0.00606304-0.0466614j -0.0761464-0.0579313j -0.00518656-0.0472173j 0.115753+0.0814781j -0.00347238+0.0347125j 
0.00504366+0.00147429j 0.0129364-0.0120076j -0.0259235-0.00152483j 0.00339569+0.0163725j 0.0092298-0.00504255j 0.00471092+0.00944715j -0.00487634+0.00491065j 0.00514855+0.000773637j 0.0109684-0.000815514j -0.0225493-0.0107659j -0.0257939-0.0274083j -0.0160135+0.0233044j 0.00494191+0.00429367j -0.00200939-0.0342733j 0.00162992+0.0090064j -0.00746131-0.013236j -0.0070035+0.0441449j 0.0359928-0.000639622j -0.00695924+0.0114045j 0.00694462+0.000123622j -0.0085408+0.0232574j 0.0198249-0.0200103j 0.0105891+0.00956747j 0.00692512-0.00685277j -0.00604775+0.00814704j -0.0141414-0.00683709j -0.00180079-0.013789j -0.0129062+0.0136072j 0.00445185-0.00305799j 0.0156377-0.00258241j -0.00143443-0.0156675j -0.0354474+0.000955775j 0.014468-0.0328026j -0.00260973-0.00485882j 0.00408647-0.00676873j 0.0112855-0.001277j -0.0117756+0.0247276j 0.0154904-0.00196191j -0.00839894-0.0117787j -0.0391805-0.000624762j -0.0321947-0.00414694j -0.00591191+0.00932539j 0.00211853+0.0104883j 0.00368957-0.0138123j -0.0036798+0.00579143j 0.0179451+0.00396803j 0.0054396+0.0119924j 0.000890159-0.0107154j 0.00193485+0.000455283j -0.00278785+0.0123371j -0.0223448-0.00607924j -0.0106672-0.00846896j -0.00245151+8.34492e-05j -0.00290104+0.000730407j -0.00636484+0.00323105j -0.00157643-0.00100953j 
0.0371362-0.0331346j 0.0279847-0.0120245j -0.0417549+0.0148778j 0.0226838+0.0673431j -0.00950725+0.0273198j 0.0241715+0.00651034j -0.0683827-0.0160517j -0.00115899+0.0305855j -0.0149855+0.00364829j 0.0209765-0.0138896j 0.0165689-0.0122295j 0.0147842-0.00834443j -0.00017813+0.00219804j 0.0148985-0.00802044j -0.0350512-0.00631407j -0.00212692-0.0235748j -0.0129158+0.0214737j 0.0532262+0.0062041j 0.00106164+0.0248436j -0.0152428+0.0241627j 0.0260212-0.0394201j 0.0419968-0.00081713j 0.0176597+0.000888498j 0.0362557-0.0101151j -0.0103768+0.0033079j -0.000307462+0.00840197j 0.0232356-0.00576967j 0.021618-0.0204653j 0.0296382-0.00225562j -0.00933184-0.000892171j -0.0241516-0.00434025j 0.0181125+0.00686988j -0.0132019+0.00644813j 0.00525542-0.0050792j -0.0121042+0.0231065j 0.0137856+0.00855249j 0.00792812+0.00633814j 0.00564145-0.0260304j 0.00110746-0.0134114j -0.0177885+0.000832502j -0.0395922-0.0096471j 0.0084621-0.00050518j -0.0164622+0.0142852j 0.0264472-0.0232553j -0.00960824-0.00787793j -0.0319919+0.00490067j 0.0123582-0.00200065j -2.51063e-05+0.00344363j -0.024712-0.0079426j 0.0133312+0.0207734j -0.0101006-0.000755124j -0.00883158-0.0338661j -0.0242552-0.0308605j 0.00555596-0.00682981j 0.0208831-0.000363935j -0.0103553-0.00571891j 
-0.0207493+0.00319483j -0.0160324-0.00279792j 0.0192651-0.0321445j 0.00321649-0.0169809j 0.00998233+0.0104935j 0.000237055-0.00565975j 0.0226493-0.0149391j -0.00796258+0.00999496j -0.00148997-0.0150586j -0.0179142+0.0267923j -0.0214095-0.00823028j -0.0256301+0.0210053j 0.0410743-0.0117327j -0.00272347-0.000122496j 0.0274918-0.000948857j 0.0215481-0.00561355j -0.0180313-0.0130942j -0.026696-0.044952j -0.0487728+0.00348161j 0.012197-0.00169996j 0.00675701+0.0029313j -0.0281755-0.014202j -0.015713+0.023428j -0.0013684-0.0111446j 0.0127048+0.0111459j -0.00314113+0.00696723j 0.0259961+0.0186587j 0.00252992-0.0399728j 0.0148108+0.00146313j -0.00393425+0.0175271j 0.0273847-0.00944152j -0.00193557+0.012722j 0.00127452-0.0153936j 0.0089979-0.011589j 0.0108864-0.010789j 0.0078253+0.0138592j 0.00268206+0.00455722j -0.00605326+0.00128994j -0.014487+0.000789133j 0.00689359+0.0222353j 0.0143845-0.00812405j 0.0130578+9.08851e-05j 0.0335766-0.00695224j -0.0154205-0.0114051j -0.00550698-0.0169189j 0.0281033-0.0166377j 0.00586158+0.027996j 0.0096819+0.00783269j 0.0097348+0.00512716j -0.015484-0.0265334j 0.00444134-0.0197167j 0.0163015+0.00407248j 0.0214771+0.0279837j -0.000428027+0.0203761j -0.0205192-0.00785604j -0.00462062+0.00844746j 
-0.0179052+8.07112e-05j 0.0115044-0.00230211j -0.00504956-0.0305709j -0.0166075+0.0142697j -0.00435777-0.0041442j 0.0218093-0.00912915j 0.00258745-0.00394616j -0.0257068+0.0193859j -0.0181548-0.008012j 0.0155612+0.0305069j -0.028215-0.00689642j 0.0151483+0.00614008j 0.0163475-0.00311565j -0.0231873-0.0060315j -0.00291048-0.0151874j 0.0158203-0.00922574j 0.00778768-0.00981508j 0.0116072-0.0406933j -0.0153746+0.0120013j 0.00640621+0.0163153j 0.0154723-0.0231057j -0.0110458-0.0137214j 0.00135717-0.039658j 0.0123228-0.0153011j 0.0255996-0.0182888j -0.0131679-0.00475681j 0.00461793+0.0163763j -0.0180352+0.00939724j 0.00588374-0.00582194j 0.00816768+0.020255j 0.0144432-0.0209669j 0.0164021-0.0542127j 0.0286437+0.00641292j 0.0155769-0.0267407j -0.00191964-0.00819501j 0.0103364-0.000987191j 0.00855701+0.0190826j -0.0328366+0.0366791j 0.00779543-0.00943211j 0.0145034-0.00896432j 0.0395538+0.00799996j 0.0370022-0.00364949j -0.031797-0.0135946j 0.00462131+0.00392301j -0.00887982+0.0128657j -0.00334845+0.00612796j 0.00709119-0.000254711j -0.00202271+0.021001j -0.00644257+0.008028j -0.00847197-0.0127238j -0.00394081-0.0129484j 0.0197068+0.00829638j 0.0157814-0.00376089j 0.0101556+0.0367381j -0.00595834-0.00608173j -0.0188697-0.00991931j 
0.00139153+0.00902099j -0.00773562-0.00842887j 0.00880843+0.0113203j -0.0133162-0.0304227j -0.00167163-0.0355008j -0.0140186+0.0199693j 0.040256-0.00105146j 0.00176549-0.0233796j 0.00796724+0.0126491j 0.0162725-0.0105724j 0.0187377+0.0291685j -0.00125751-0.00848333j -0.0138544+0.00933053j 0.0163578+0.014788j 0.0376749+0.0107204j -0.0178245-0.0141949j 0.0317978+0.0112455j -0.0312795-0.0203158j -0.0208064-0.00118453j 0.0311294-0.0320133j 0.00385679+0.0143683j -0.0286777-0.0129169j -0.00209926-0.00427365j -0.0166418+0.0140688j -0.0218043-0.00510186j 0.00600471+0.00433605j -0.0292807-0.00880239j -0.0169387-0.0120025j -0.0362516-0.0214355j 0.0058869-0.0138852j -0.0105741+0.00178603j -0.0209403+0.0317909j -0.0300099+0.00938963j -0.0229274+0.00710763j 0.0142063-0.0360746j -0.01203-0.00871887j 0.00387075-0.0073137j -0.0100184-0.0067436j -0.0164514+0.0295328j 0.0210559-0.0185864j 0.0263034+0.0042094j -0.0162802+0.00778237j -0.0118381-0.0198403j 0.00037237+0.0218623j 0.00530972+0.00503357j 0.00226846-0.0155362j -0.00617946-0.0190715j -0.0138832-0.00832379j 0.0118449-0.016669j 0.0138121-0.00511983j 0.00924988+0.0233927j -0.00858673+0.0225396j -0.00855862+0.0127251j -0.011937-0.0184907j -0.00344899-0.00725745j 0.012171+0.0128131j 
0.036345-0.0203587j -0.00814934+0.0116473j -0.0321028+0.0599449j 0.0340918+0.0152238j -0.00686376+0.0145217j -0.0107931+0.0287937j 0.00171886+0.0104774j 0.00586436-0.0151554j -0.0249-9.60213e-05j 0.0104561+0.0106384j -0.0200188+0.0169291j 0.0071094+0.0054043j -0.0294356-0.000622958j 0.00730791-0.0294115j 0.0103812+5.02047e-08j 0.0263135-0.0215376j -0.00799631+0.00157021j -0.0147835+0.033531j -0.0284793+0.0120328j -0.0071898+0.0121861j 0.00690682-0.0106643j 0.0244879-0.00788225j 0.034626+0.00315608j -0.0274848-0.0078219j -0.00779934+0.00831237j -0.0231052-0.00363642j 0.0201207-0.0059414j 0.0301222+0.0116355j 0.011883-0.00603829j -0.0329149-0.0486498j 0.00880951+0.00190485j -0.0166272+0.0264504j 0.00134138+0.0331323j -0.010596+0.00966854j -0.00148639+0.0312246j 0.0179195-0.0118273j -0.00610959+0.0188196j 0.0184685+0.00362574j -0.0356656+0.0054659j -0.00763609+0.0293373j -0.0341934+0.00870911j 0.00639861-0.01105j 0.0034131+0.0339169j 0.0178552-0.0065246j 0.0165638-0.0185088j -0.00891866-0.00128537j -0.0141843+0.00900114j 0.0036239-0.00399838j -0.0359152-0.00640602j 0.00411198-0.0170966j 0.0180752+0.00372413j 0.00619888-0.0181318j -0.0121971-0.0138301j 0.00349334-0.0175707j 0.0081998+0.0168806j -0.00299624-0.0160562j 
0.00944064-0.00981669j 0.0010944-0.00946671j -0.00363811-0.00713011j -0.000378726+0.00234301j -0.00590319+0.00148113j 0.0098216+0.00202108j -0.0017633-0.0198971j -0.00831983+0.0267436j -0.00622528-0.00652575j 0.0110805+0.0139523j 0.013084-0.00135912j -0.025492+0.00744071j 0.0168267-0.028307j -0.0250513+0.00574629j -0.018268-0.00298665j -0.0225087+0.000885213j 0.0131818+0.011624j 0.0384088+0.00756204j -0.00650813-0.0154336j -0.0103911-0.0368149j -0.0180367-0.00597315j 0.0176552+0.00416546j -0.0143961+0.026659j 0.00662478-0.00550531j 0.0262967-0.0124477j -0.0396838+0.00296922j -0.00252822+0.0138676j 0.015945-0.0103678j 0.0277015+0.00480293j -0.0101255-0.00750827j -0.000191654-0.0294946j 0.0260735+0.00666652j 0.0116316+0.00452653j -0.00204094-0.00688813j -0.0196892+0.0232911j 0.026403+0.0124679j 0.0149013-0.000604884j 0.0169535+0.0208074j -0.00648482-0.00307602j -0.000882272+0.00827252j 0.00249323-0.0125912j 0.0263476-0.023842j -0.00561971+0.0268776j -0.00302779-0.0191129j 0.00973044+0.00137979j -0.00390291+0.0180688j 0.0178304-0.00144166j 0.000189235+0.0102509j -0.0176689+0.00560692j -0.0181105-0.0165021j 0.00678208-0.0223554j 0.0100407+0.000451747j 0.0143977+0.000639759j 0.00709082+0.0142132j -0.000462318-0.00579228j -0.00151695+0.000198533j 
-0.0044587-0.00412724j 0.0225713-0.00618654j -0.0218801-0.0234191j -0.00273883+0.0275435j 0.00567473-0.0146645j 0.00986996+0.0215418j 0.00459207-0.0188937j -0.0131464+0.0168746j -0.0124615+0.0175061j 0.0252995-0.0081687j -0.0227723-0.00737556j 0.00624822+0.0236126j 0.041391+0.0165288j -0.0155263+0.00794701j -0.0197925+0.000475957j -0.0264036+0.00899901j 0.023419+0.0244453j 0.0419577-0.00844828j 0.0184581+0.023635j 0.0106255-0.0375945j -0.0201174-0.0123872j 0.0206104-0.00351106j -0.0113849+0.00836728j 0.0160541-0.00281789j 0.00711243-0.00032248j 0.0094051-0.00576732j -0.0142081+0.0189032j 0.0148034-0.0198873j 0.0110767+0.00222954j 0.00212564-0.0146041j -0.00360311+0.00950389j -0.0131675-0.00875009j -0.00402805-0.0215576j -0.000257011+0.000801657j 0.0124491-0.00322031j 0.00745095-0.00574466j 0.0331505-0.0180637j -0.0195038-0.00353774j 0.021096+0.00691639j -0.00491964-5.97858e-05j -0.000186869-0.0174452j 0.0131148-0.0116987j -0.0153231-0.0123144j -0.00923016+0.00734301j -0.0476746-0.0103971j -0.000903062-0.0196311j 0.0157891-0.017357j 0.00499692-0.00349525j -0.00187423-0.0275175j 0.0299081+0.00649997j 0.00512299-0.00399629j -0.00376033+0.00285844j 0.00262721-0.0107565j -0.00147683-0.00511406j -0.0103705-0.00669288j -0.0135527-0.00794291j 
0.0318661-0.0243622j -0.0265214+0.0139675j -0.0129398+0.0554414j 0.0618353-0.0246626j -9.07144e-05+0.0297562j 0.0202895+0.0199622j 0.00575487-0.0401533j -0.00360704+0.0142061j -0.00537833-0.0208628j 0.00695577+0.00661024j -0.00881883-0.00758825j -0.00424711+0.0259273j -0.00859186-0.0226644j -0.00915133-0.00317412j 0.0195629-0.00316427j 0.0145653-0.00729706j -0.0166412-0.014628j -0.00161234+0.0470429j -0.017842+0.0166259j 0.0249035-0.028506j -0.00986719-0.042448j 0.0133386+0.0103631j 0.00239226+0.00322154j -0.0034507+0.00917475j 0.00833201+0.0106703j -0.0180841+0.00848221j 0.0267868-0.00880861j 0.0139502-0.00848708j -0.00384408-0.016241j 0.00585841-0.00975629j 0.0451763+0.0183191j -0.0233624-0.0228637j 0.0104814-0.00707724j 0.0101812-0.0431005j 0.0259916-0.0229489j 0.0305844-0.017924j -0.00198543+0.0204176j -0.0211886-0.0136229j -0.0400953-0.0224659j 0.006411-0.0069465j 0.00746422+0.0338529j 0.0235605+0.0258868j 0.00237745-0.0405874j 0.0272522+0.00258666j 0.0300031+0.00333339j 0.0193889+0.00276492j 0.000917258-0.00705812j 0.00912116+0.0244629j -0.034824-0.00546777j -0.0108165-0.0236468j 0.0150996+0.00742535j -0.00698297-0.00262701j -0.00179281+0.0123534j -0.0140609-0.0256607j 0.000106377+0.0126075j -0.00095779+0.00237418j 
-0.0185125+0.0264909j 0.0380411-0.0241146j 0.00485667-0.0399756j -0.0578565+0.0399949j 0.000813948-0.0217726j -0.0337991-0.0134824j -0.00588814+0.047582j 0.0178625-0.0091353j 0.00488858+0.0203324j -0.0303657+0.0142527j -0.0307392-0.020907j 0.00697744+0.00848957j 0.0189368+0.00233753j -0.0249656-0.0363824j -0.0126519-0.0180582j -0.0184562+0.0311077j -0.0207386-0.0108149j 0.00614102+0.00126266j 0.0129156-0.0281391j -0.0426287-0.00414426j -0.00999011+0.0244758j -0.00529326-0.0310428j -0.0159533-0.015024j 0.0200136+0.0102813j -0.0112941+0.0055769j 0.0410256-0.0261937j -0.0301172+0.030526j 0.00840619-0.00328277j -0.0367728-0.000872468j 0.0057506+0.017592j -0.0283772+0.0264675j -0.000984617+0.00876033j 0.0184818-0.0194384j 0.015567+0.0145532j 0.0103915-0.00786638j -0.0444901+0.0114482j 0.00308353-0.010795j -0.00455456-0.0138022j 0.0337372+0.0042968j -0.00622757-0.0166037j 0.0103242+0.01254j 0.00252276-0.0168301j -0.0182171+0.0154749j -0.0105111+0.00547353j -0.0372439+0.0173641j -0.0333258-0.016437j -0.00467302-0.0120927j -0.0138208-0.0146431j 0.0257766+0.0204779j 0.020507+0.0305829j -0.0119852+0.00637295j 0.0054073-0.0079613j -0.012254-0.0185728j 0.0244906+0.0126117j 0.00783832-0.00365215j -0.00222186+0.00645447j 
-0.0187503+0.0165463j -0.0234412+0.0125512j 0.0276428-0.00472988j 0.0150617-0.0406966j -0.000198103+0.0146252j -0.0105977-0.00577251j 0.023604-0.0128357j -0.0075324-0.0133517j 0.0124851-0.0249393j -0.0167574-0.0156617j 0.0233489-0.00996983j -0.0188651-0.0204673j -0.0298875-0.00489222j 0.0167393+0.018114j 0.00220791+0.0196706j 0.0259987+0.0342475j -0.0231202-0.019453j -0.00324799-0.00420575j -0.00568376-0.0398776j -0.000583079+0.0101671j 0.00628773+0.0140541j -0.00982024+0.0136008j -0.00479908+0.0119484j 0.0141578+0.00133843j 0.0119382+0.000541054j -0.0114907-0.0128663j 0.0157096-0.0157836j -0.0137909-0.00226888j -0.0269379-0.0162833j 0.0194729+0.000106172j 0.00028578+0.0367718j 0.00283118+0.00583024j 0.0127091-0.0140141j -0.005199-0.0146805j 0.0258557-0.0188467j 0.011185-0.0033015j -0.000191182-0.0173976j -0.00359397+0.00161373j -0.00207807-0.000391282j 0.0150641-0.0178549j 0.0240758-0.00128409j -0.00298287+0.0150187j 0.00164379-0.0151346j -0.0160127-0.000164992j 0.014965+0.00454152j -0.00290107+0.00163595j 0.00249483-0.010086j 0.00363996-0.000847742j 0.0145087+0.00301257j -0.0206914-0.00247228j 0.00765026+0.00709884j -0.00510659+0.00318479j 0.0101886+0.0210124j 0.0024844+0.000808201j -0.00473349+0.00771023j 0.0133682+0.0145007j 
-0.0361913+0.0141992j -0.0160371+0.0141826j 0.0236615-0.0185533j -0.0107684-0.0404843j -0.00710999-0.00389989j 0.0194039-0.0165371j 0.0371552-0.0221581j -0.0213289-0.00613969j 0.0070654-0.0251008j -0.0198387+0.0120095j -0.0377899+0.00366519j 0.00975867+0.00443223j -0.00924942-0.0208276j -0.0289554+0.0209662j -0.00511465-0.00425951j -0.0148819+0.0155469j -0.0132978-0.020837j -0.0393116-0.0308144j 0.0117633-0.000556701j 0.0198967+0.0163753j -0.0197946+0.0152819j -0.0216321+0.0403613j -0.0264133-0.0199082j -0.00896904+0.00944703j 0.0255542+0.00219515j -0.00781153+0.0249054j -0.00156309-0.00141581j -0.0149906+0.0333549j 0.00531744+6.32164e-06j -0.0265623+0.0182979j -0.00706105+0.00462046j -0.0267819-0.0103201j -0.0170762-0.00552795j -0.0053255+0.0166396j -0.0155716-0.0267241j -0.00531929-0.012355j 0.0015522-0.022121j -0.00771703+0.0118674j -0.00782451+0.0253024j 0.00755673-0.00548044j 0.0191551-0.0267845j 0.00149022+0.01547j 0.0110294-0.00563453j 0.000409471+0.00753128j 0.00580136-0.00274811j 0.0347025+0.0134682j 0.00510213+0.00500021j -0.0083743+0.00769368j 0.0188015-0.00374127j -0.00399818+0.00672193j -0.00331879+0.0135377j -0.00872418+0.019357j 0.00909125+0.02564j -0.0121128+0.00824017j -0.0121616-0.00567562j 0.00557236+0.0137507j 
-0.0202927+0.0116742j -0.00604497+0.000533081j 0.0195071-0.0284532j -0.0091612-0.0186198j 0.0169055+0.00755439j 0.00905377-0.0180703j 0.00605042+0.00104496j -0.034984+0.0104506j -0.022119-0.0038364j -0.00912281+0.00820846j -0.00693603+0.00113183j 0.00557588-0.00193461j 0.00946121-0.0348786j -0.0206488+0.00888053j 4.72075e-05+0.0136239j -0.0242317+0.0219596j -0.0178806+0.0139452j -0.0144725-0.0190994j 0.00432871-0.0173065j 0.0222372+0.000351216j -0.0056376+0.00497355j 0.0083189+0.0170304j -0.00188521+0.00728092j -0.028701-0.00668998j 0.0305457+0.0351471j 0.0119234-0.016879j -0.00917529-0.0159566j -0.0123664+0.0106378j 0.00572271-0.0220533j 0.0149057+0.0139516j 0.028836-0.0268877j 0.0122762-0.0586684j -0.00193485-0.0083961j -0.012428+0.00475136j -0.0165354+0.0233339j -0.000132004+0.00973248j -0.0132701+0.0225782j -0.0185576+0.0100635j -0.021279-0.00491847j -0.0173335-0.016988j 0.00155225-0.0114166j 0.00706153+0.0138625j 0.0191595-0.00133369j -0.0144438-0.0087623j 0.00802416-0.00177038j 0.0226122+0.0238807j -0.0100514+0.0126862j 0.00175428+0.00979258j 0.00481338+0.00955662j -0.0130251-0.00544297j 0.00236394-0.0228276j 0.0249266-0.00329956j 0.0108932+0.0126271j 0.00726017+0.0244742j -0.00814015-0.00465574j -0.0110419-0.00330169j 
-0.0185059+0.0114054j -3.04254e-05-0.00238911j 0.00579602-0.005664j -0.0151824-0.00710474j -0.0183461-0.0182803j -0.0241448+0.0256547j 0.0444372-0.012297j 0.000929511-0.0301068j 0.0142065-0.0121049j -0.0132312-0.0142096j -0.00511119-0.00163187j -0.0280059-0.00595556j 0.00390511+0.0281412j -0.000300238-0.00256369j -0.00272487+0.0049444j 0.00525184+0.0049296j -0.0019511-0.0208663j -0.00382068-0.00115398j 0.0172042+0.00609521j -0.03294-0.0328847j -0.0244834+0.0125872j -0.0167374+0.000879343j -0.00430449+0.0268019j 0.0115216+0.0123338j 0.0236857-0.0181502j 0.0266989+0.00856466j 0.010841-0.000580289j 0.009981+0.0310876j 0.0421203-0.0157336j 0.00205436-0.0235969j -0.0134343-0.0065384j -0.00972393+0.0162708j 0.0274825+0.00432176j 0.0205328+0.0141364j 0.00940985+0.018719j 0.00611518+0.0147001j 0.00105551-0.0166205j -0.00582732+0.00524505j 0.0129375+0.00445329j 0.0261359+0.0140335j -3.87319e-06-0.00267647j -0.0249404-0.0277468j 0.0227844+0.0107067j -0.00353939+0.00172523j 0.0142717+0.0163785j -0.00484553+0.0184914j -0.0119703-0.00392388j -0.00413305+0.00607214j 0.0182546+0.0111498j -0.00593563+0.00482878j -0.00385467+0.00190164j 0.00649534+0.0208565j 0.00954436-0.00126883j 0.006485+0.0113768j -0.0155774+0.00384232j 0.00524468-0.00556931j 
0.0203772-0.00417297j 0.0334983-0.0136608j -0.0155409+0.0052973j 0.0107287+0.0259055j -0.016769-0.0128931j 0.0166113+0.0105205j -0.0120903-0.000346106j -0.00305258+0.00226472j 0.000691119-0.0106352j 0.036614-0.0033629j 0.0261186+0.0141493j 0.018758-0.0182476j -0.0338629+0.0130447j 0.0132021-0.00786371j 0.0130227-0.0179244j 0.011336-0.014947j 0.00945137-0.0132399j 0.0291547-0.0218599j 0.020236+0.00940971j -0.00467859+0.00315789j 0.0107862-0.0111251j 0.0105093+0.000137617j -0.00710078-0.00821358j -0.00952316+0.0157208j -0.0146032+0.00923957j -0.0453051-0.0106614j 0.00579427-0.0113686j 0.000732995-0.0243555j -0.0144712+0.0117905j -0.0212597+0.0320571j 0.00333166-0.00288153j 0.0177568+0.0355844j 0.0102739+0.0057325j 0.0039314-0.0148714j -0.0124476-0.0220533j -0.00768819-0.035549j 0.0270452-0.0361743j 0.0172339-0.0157129j 0.00677226-0.00998096j 0.0159767-0.012048j 0.0115668-0.00219047j -0.0273225+0.00634145j -0.00414427-0.00739653j 0.000294964-0.00879104j -0.00881244-0.0171578j 0.0114353-0.0106113j 0.0202597+0.00620882j 0.00351132-0.003064j 0.00405674-0.0171847j 0.0411324+0.00477018j 0.00726867+0.0213938j -0.0206331+0.0302563j -0.00568283-0.026583j -0.00230869-0.00903037j 0.00229736-0.00211744j -0.00473826-0.00104351j 
0.00731676+0.00109019j 0.0157624-0.0124963j -0.000159569-0.0218831j 0.00510954+0.0107669j 0.0136306+0.0113937j 0.0287247-0.00384697j -0.0511439-0.0229073j -0.00232275+0.0499291j 0.00650217+0.0108305j -0.018347-0.00213078j 0.00700777-0.0331153j 0.00276311+0.0176253j 0.0106443-0.00994587j -0.0137967+0.00388452j -0.00995785-0.00302718j 0.0140497+0.00628144j 0.0162409-0.0103953j 0.0103406+0.00154692j -0.00364635+0.00816085j -0.00382139-0.00557096j 0.00838818-0.0267472j -0.0168534+0.00116431j -0.0239265-0.0194035j -0.029382-0.015501j 0.0246343-0.0105912j 0.00843625+0.00439291j 0.00558728+0.0162235j -0.0111645+0.00551097j -0.00610801-0.025848j 8.89801e-05-0.0199123j -0.0199538+0.0110286j -0.0241011+0.0122197j 0.0030656-0.0104583j 0.0060729+0.0243455j -0.00142295+0.0222158j 0.036129-0.00813827j -0.0408313-0.0182766j -0.0239388-0.0154057j -0.00372059-0.00353165j -0.0274978+0.0144853j 0.00873967+0.013241j 0.0143702+0.0102879j -0.0102481-0.00921026j -0.000879305-0.00276769j 0.000167193-0.00889419j -0.00061622+0.00949817j 0.00352149-0.00871934j 0.00301297+0.0186702j -0.00386382+0.00222469j 0.00638988-0.00831134j -0.000886631-0.0208928j 0.000806638-0.00612163j 0.000104646-0.00299036j 0.00402338-0.00629958j 0.00767814-0.00366251j -0.00803213+0.00493189j 
-0.00945393+0.00190072j 0.000130702-0.00830301j 0.0104293+0.00957265j -0.0124232-0.0177491j -0.0100376-0.0138933j 0.00113462+0.0140382j 0.0306045-0.0269941j -0.0231444-0.0154042j 0.000718624-0.0291509j -0.0223945+0.0136134j -0.0305742-0.00783177j 0.00123497+0.0287603j 0.0110357-0.0431544j -0.0104425+0.00719799j 0.0143197-0.0023283j -0.00468419+0.00302566j 0.0122513-0.00307455j 0.00556188+0.00335735j -0.00144416-0.0108952j -0.0156879-0.0331013j -0.0412654+0.00490952j -0.0160705-0.00885948j -0.000278814-0.0174044j 0.0310693+0.00661132j -0.00904105-0.0348001j -0.00521609+0.0317905j -0.0174793+0.00489072j -0.0260566-0.0081114j 0.00980341+0.0190163j -0.024516-0.0254871j 0.0365403-0.0360881j 0.0175095+0.0229743j -0.025682+0.0159493j -0.00813163+0.000504585j 0.000954187-0.0178757j -0.00892808-0.000852706j 0.00680864-0.0144864j 0.0163079+0.0211316j -0.00458685-0.00657242j 0.01103-0.0182874j -0.00801441-0.0265095j 4.92782e-05-0.0151646j 0.00902567+0.0130625j -0.00924929-0.00445813j -0.00390257-0.000817565j 0.0120911+0.00914376j -0.0106109-0.00946619j -0.0177379+0.00518272j 0.00229526-0.00545198j 0.00738424+0.00154668j -0.00407557+0.00882093j -0.00328963+0.0131574j 0.00276895+0.0100623j -0.00150895-0.0017124j -0.00846377-0.00216736j -0.00418664+0.00539901j 
-0.0044532+0.00225965j -0.0106923+0.00842388j 0.00260392-0.015205j 0.0122069-0.010867j 0.0146588+0.00429301j 0.0183806+0.000254341j -0.019922-0.00528606j -0.00904663+0.0156381j 0.00334448+0.0105823j -0.00312593-0.0166582j 0.0286548-0.00928825j -0.00338954-0.00940847j -0.0103711+0.0153076j 0.0201668+0.0154321j 0.00941206+0.0136627j 0.0239865+0.01313j 0.0112985+0.0235482j 0.0018872-0.016196j -0.0240376+0.00692963j -0.00696073+0.0174986j 0.0039805+0.00516918j 0.0182798-0.00576831j 0.00526187+0.0141791j -0.0156134-0.0213657j 0.0236511+0.0211231j -0.0138281-0.0145693j -0.000297301-0.00965225j 0.0024343+0.00938501j -0.0169728-0.0118022j -0.0136232-0.0079015j -0.0143112-0.00548928j 0.0217025-0.0113018j -0.0243125-0.010493j -0.00261965+0.0112379j 0.00332625+0.00578928j 0.0157463-0.0060118j -0.00141877+0.0154145j 0.00154643+0.00921816j -0.00344414+0.00510055j -0.0267076+0.00691632j -0.0141398-0.00103977j -0.0036799-0.0126768j 0.0125709-0.0053792j -0.0128572+0.00163343j 0.00372534+0.00351473j -0.000353428+0.0046043j -0.000818205+0.00217882j -0.000308637-0.000732513j -0.00369427-0.00713129j -0.00354724-0.00833298j 0.0035864-0.0155865j -0.00348174-0.00402066j 0.0121852+0.00813993j 0.000778868+3.76558e-05j -0.00454477-0.00147077j -0.000922492-0.00192105j 
