0.0281294+0.00743477j 0.00549235+0.00273481j -0.0216893+0.0184867j -0.0189731+0.0168438j -0.00565772+0.000219356j -0.0173885+0.000512743j -0.0375209+0.0107575j 0.0276806-0.00523795j -0.00562244+0.00514284j 0.00626416-0.0038617j 0.013742+0.0063958j 0.0229605+0.00310236j -0.0340958-0.000419848j 0.00308598-0.00244275j -0.0142234-0.0111764j -0.0149623-0.0053977j -0.00908126-0.00417174j 0.0112191+0.0033393j 0.0295559-0.00273985j -0.00753719+0.0158092j 0.00607662+0.00764105j -0.0110549-0.00335602j -0.015034-0.0142662j -0.0048011+0.00665894j -0.00650928+0.0183803j 0.0145197+0.00222835j -0.0423968-0.00151166j -0.000884147-0.0178536j -0.00436652+0.00672081j -0.000439323+0.00334022j -0.00485925+0.0181538j 0.0107798+0.0169228j -0.00783186+0.00277895j -0.0265796+0.0176989j -0.0333266-0.00868731j -0.0185062+0.0103856j -0.0123855-0.0191556j -0.0191385-0.0556309j 0.0352383-0.0227239j -0.0280548+0.0117725j 0.0274431+0.0108338j 0.0216893+0.0267554j -0.0516678-0.0115848j 0.00950223-0.00679866j -0.0272839-0.0224305j -0.0135713+0.00219303j -0.0045924+0.0241392j -0.00782519+0.0105396j -0.0124182+0.0026198j 0.0542224+0.02499j -0.0157568-0.00812131j -0.00606304-0.0466614j -0.0761464-0.0579313j -0.00518656-0.0472173j 0.115753+0.0814781j -0.00347238+0.0347125j 
-0.0186289+0.0099448j -0.037124+0.00132817j -0.00428811+0.0148533j 0.0285931-0.0449836j -0.00388853+0.0212979j -0.0119784+0.0046078j 0.0290869-0.0208676j 0.0216787-0.00557916j -0.0152406-0.00583858j -0.00996133-0.0086826j 0.000467935-0.00105895j -0.0323945+0.00618842j 0.00205155-0.0106396j 0.0532207+0.0342517j -0.0201241+0.00821689j -0.0139145-0.0374716j -0.0335742+0.0322807j -0.0344004-0.0178106j -0.0431799+0.0286281j 0.00542244-0.0463806j 0.0464817+0.0449392j 0.0272552-0.00837938j 0.0180022-0.00435643j -0.0159436-0.00756623j 0.028131+0.0172358j 0.000340755-0.0180376j -0.0323245+0.0148459j -0.0231813-0.0339178j -0.00392784-0.017754j 0.0281171-0.0923943j 0.0488802+0.0754387j 0.0198581+0.0152462j 0.028748-0.0446581j 0.0331907+0.00424403j -0.012876-0.0603875j 0.0304208+0.0752754j -0.00641248+0.00332452j 0.0589473-0.0890188j 0.054727-0.0459218j -0.0441062+0.175168j -0.0835526+0.0163596j 0.108217+0.0732344j -0.0146363-0.0507566j -0.0256219-0.0507594j 0.0348991+0.0111795j 0.0116958+0.0104819j -0.0300788-0.0150789j 0.0243827+0.0204061j -0.0170205+0.100363j -0.143662+0.0569366j -0.0837258-0.0516427j -0.0235476-0.127484j -0.113428+0.0468047j -0.0260079-0.06602j -0.00333118+0.0622034j 0.0572171+0.0542408j 
0.00848771+0.0126311j 0.0212437+0.0029404j -0.019633+0.0116254j -0.022948+0.000605435j -0.0194125-0.058188j -0.0369153+0.0592322j 0.0271419-0.00663346j 0.00505384-0.0359872j 0.00161722+0.00428897j 0.00897684-0.0609937j 0.0278215-0.0167212j -0.0166928-0.00569522j -0.0224292+0.0465571j 0.00993168+0.0182992j 0.0186792-0.00658814j -0.0093841+0.0253498j 0.0251395-0.00378036j -0.0320666-0.0284631j 0.0181068+0.00825521j -0.0184311-0.0151817j -0.0282218+0.0157258j -0.0349285-0.0256587j -0.0110162+0.0183113j -0.0167329+0.0347817j -0.0500192+0.00249075j 0.0196716-0.033155j -0.0188302-0.0247899j -0.0263332-0.0347921j -0.0228775-0.0174722j -0.0221087-0.045115j -0.00795419+0.03294j -0.0617979+0.0739213j -0.0153536+0.0104513j -0.00281586+0.0522076j 0.0298649+0.0171635j -0.0477824-0.0530194j -0.00341246-0.0494542j -0.0167825-0.0684302j -0.0408344-0.0444516j 0.0172337-0.0115828j 0.0512862+0.00760664j -0.0774088-0.0408825j -0.0132505+0.00118028j -0.000652859-0.0040352j -0.0463974-0.0318724j 0.0135501+0.0039497j -0.0167989-0.0237252j -0.00379271-0.0325218j -0.00565177-0.0638783j 0.120782+0.0252639j 0.0395918+0.0439041j 0.0122227+0.0573881j -0.0072774-0.0707494j 0.0145701-0.0589307j 0.0459263+0.00141878j 0.020492+0.0225395j 
0.0249241-0.0373359j -0.014432+0.0311531j -0.0229275+0.0505634j -0.00967716+0.0273569j -0.0109472-0.0227939j -0.0107654+0.0158393j -0.0426203+0.0344814j 0.0191604-0.0327735j -0.00844111+0.0100822j 0.000667609-0.0109344j -9.62085e-05+0.0579798j 0.0606937-0.0431106j -0.0462012+0.0157533j -0.0123468-0.0144021j 0.0232779-0.00401344j 0.0675632-0.0145542j 0.0118289-0.0449263j -0.0576872+0.0328521j 0.0136707-0.0377265j -0.0523351+0.00118749j 0.000362834+0.0259672j 0.0112455-0.0143794j 0.00166157+0.00920727j -0.0310749+0.0609954j -0.00774803+0.0348939j -0.0537714-0.0177387j -0.00982847-0.0174192j 0.0551543-0.000723962j -0.0395593+0.0216286j -0.0702949-0.0595353j 0.0486035+0.0619021j 0.0603653+0.0551239j -0.00695802+0.016999j 0.0331325+0.0682866j 0.0110064+0.0831944j -0.0548995+0.00271758j -0.0215023+0.00542833j -0.00964087-0.0103725j -0.0479746-0.00891881j 0.0301878+0.0883374j 0.0212883+0.0242088j -0.00660294-0.0470442j 0.0273139+0.0999295j 0.0038948-0.0491395j 0.0250709-0.0512476j 0.0476333+0.0639138j -0.0303213+0.0370264j 0.0101169-0.0556981j 0.0401761+0.00408908j 0.0578067+0.0833204j -0.045838-0.0214054j -0.00899536-0.0145207j -0.0402721-0.135371j 0.0562297+0.0012644j 0.0749513+0.100896j -0.0667003-0.0299211j 
-0.00109984-0.0145541j 0.05366-0.0459388j 0.0104439-0.0705431j -0.034706+0.0551137j 0.0338819-0.0109391j 0.00599862-0.0479192j -0.0502023+0.0428156j -0.0151599+0.0180145j 0.000187062+0.00176011j -0.00200411+0.00468187j 0.00185781+0.0230797j -0.0165961-0.0288483j 0.0228934+0.0186829j -0.0110505+0.00336309j -0.0248403+0.024671j 0.000411294+0.00619382j 0.0251117+0.0306449j 0.0605405-0.000121642j 0.0010872-0.0211146j -0.084406+0.0149742j 0.00543807+0.0367167j 0.0550547-0.0167576j 0.0658027+0.0172701j 0.00925023-0.0183086j -0.00455139+0.065364j 0.0119738-0.00676241j 0.0641139+0.0603792j 0.0350404+0.0258586j 0.0676807-0.0310036j -0.0383074-0.0103037j -0.0363036-0.00843652j 0.0491573-0.032548j 0.0325141+0.0195987j 0.0900672+0.0269401j 0.0194774+0.0837164j 0.0326471+5.31201e-05j -0.0294495+0.0568576j 0.0702096+0.11344j 0.0518226+0.00541331j -0.0684907+0.137111j -0.116508-0.0605812j 0.0120816-0.0476301j 0.0624583+0.0968304j -0.0514049-0.0745769j -0.00698118+0.0135969j -0.00576561-0.0189938j -0.00529908-0.00693231j 0.0228783-0.0395202j 0.0782907+0.0599099j -0.0311271+0.00837066j -0.0523037-0.0849736j 0.0118142-0.0032319j 0.0460275-0.0205071j 0.0365263+0.149147j -0.0573787-0.0388488j -0.0616868-0.0771818j 
0.00523252-0.0177288j 0.0452787-0.0112797j -0.0311341-0.0423143j 0.0162157-0.0105122j -0.00890667-0.0808162j 0.050158+0.0437952j 0.0396325-0.0261406j -0.0391457+0.00602266j 0.00614143-0.0499097j 0.0493998+0.00166436j -0.0615372-0.0111972j 0.00662444-0.0112513j -0.0277903-0.0131435j -0.00945376+0.0251287j 0.016127+0.00848875j -0.0500159+0.038648j 0.0855478-0.0347519j -0.0206919+0.00947377j 0.0355326+0.0325496j -0.0681783+0.00511521j -0.0548006+0.0023981j 0.0361409+0.0340003j -0.0134206-0.0612816j -0.0292902+0.0409624j 0.0522904+0.027927j 0.0106087+0.0519003j 0.0188049+0.0100671j 0.00445842-0.0239663j 0.0557964-0.0399761j 0.0476284+0.0106707j 0.0193911-0.0543397j -0.0752793-0.0448198j 0.0404134+0.0482653j 0.0791439-0.00853329j -0.0351058-0.112491j -0.0777505-0.135033j 0.0941086+0.0997649j -0.0835502+0.0672224j -0.00648416+0.0861386j -0.116813+0.150346j -0.0634525+0.00516293j 0.0991763+0.119639j -0.0883982-0.0406721j 0.0383135+0.0272177j 0.0299486+0.0347967j 0.00746346+0.130342j -0.0948868+0.0165432j 0.0258995-0.0287228j 0.0863374-0.0452848j 0.0514341+0.0843087j -0.0640182+0.079791j -0.112461+0.0541537j 0.0195032+0.00465475j -0.0812555+0.0282111j -0.0275626-0.0642493j 0.00700007+0.0410041j 
-0.0359848+0.0405602j -0.0378299+0.00399406j 0.0169412+0.000863826j -0.0135822-0.0715794j -0.00539817-4.03839e-05j -0.00271669-0.0125302j 0.0381443+0.0112789j 0.00520204-0.0390507j 0.00446075-0.0293231j -0.0181792+0.0532691j -0.0128247+0.0124681j 0.0364077+0.0115115j -0.0260846-0.0444255j -0.00504828+0.011094j 0.0184442-0.0396779j -0.0188264-0.0410096j -0.0723224+0.011955j -0.0217849-0.0304051j 0.0309818-0.00868569j 0.0282382+0.0306287j -0.0566797+0.0979141j -0.0279859-0.0253289j 0.0405419+0.0323068j 0.0225765+0.104442j 0.0882196+0.0198312j -0.0447336-0.0177993j -0.0020727+0.0108009j -0.011628+0.145049j 0.02767+0.00120777j 0.0162372+0.0238428j 0.0749016+0.1643j 0.0666496-0.0954965j -0.0452883+0.00117872j -0.0664419-0.106931j -0.00864215-0.00584023j 0.0475614+0.0644277j -0.14737-0.0152956j 0.0324659+0.0495225j 0.0566166-0.079787j 0.0322937-0.0525405j 0.125192-0.104932j -0.0523705-0.00707978j 0.00359005+0.0520945j 0.128865-0.0603101j 0.126651-0.0927936j 0.155401+0.0908979j -0.050225+0.113803j 0.0734634+0.0178721j 0.0308151+0.0146178j -0.0339776-0.0618096j -0.0347307-0.0157309j 0.0651057+0.00500347j -0.0438633-0.0148571j -0.00106837-0.0584763j 0.0120213+0.0633819j -0.00108471+0.0134622j 
-0.0422416+0.0430138j -0.00193924-0.0138788j 0.0149087-0.0516456j -0.0111839-0.0228816j 0.00700475+0.015288j 0.0169836+0.022095j -0.00703987-0.0564283j 0.0225724+0.0484177j 0.0351701+0.0446433j -0.0155708+0.0405232j 0.0138708+0.00528386j -0.000259437+0.00105202j -0.0739149+0.0278159j 0.0102119+0.0803146j -0.0474455+0.0313142j 0.0810097-0.0110041j 0.0224492-0.015822j 0.0256765-0.0253913j 0.0600673-0.0209266j -0.0444856+0.0257419j -0.0503025-0.0534254j -0.0693843-0.0143437j -0.0663945-0.102576j -0.0572295+0.0968459j -0.0223697-0.0416614j 0.129573-0.029892j -0.0498833+0.0186761j -0.0534645+0.0620045j 0.0577388+0.0301127j 0.0258143+0.0162205j -0.0809948+0.0550519j -0.0489946+0.138164j -0.201365-0.0304356j 0.0898345-0.0507969j 0.112953-0.0319819j 0.0663274+0.0262363j -0.0857122-0.0342031j 0.0765818-0.0414458j 0.214154-0.0195886j -0.045454+0.0955463j 0.0590152+0.0269607j 0.100692-0.0309379j -0.040593-0.109156j -0.00362339-0.0544543j -0.0489739-0.110374j 0.21352-0.0839113j 0.112988+0.142558j 0.0410567-0.0286883j -0.0139279-0.0168664j 0.0345581-0.041481j 0.0256759-0.0276451j -0.0165226-0.06069j -0.0302679+0.0971474j -0.0522032-0.106108j 0.0343429+0.00449502j 0.0602346+0.10989j 
-0.0312858+0.0376721j -0.00765253-0.0205155j 0.0194008-0.0304837j -0.0111981-0.0252792j 0.028153+0.0434198j 0.00538347-0.012697j -0.00311652-0.011936j -0.0220385+0.00567433j -0.0245622+0.0421656j -0.00194373+0.0219448j 0.00559316+0.0398254j -0.011388+0.00328603j 0.0152768-0.0133791j 0.00715961+0.0129597j -0.0500007+0.0594136j 0.018999-0.0356501j 0.00730719+0.0453954j -0.00595493-0.0062642j -0.025453-0.0128598j 0.00391807+0.0451216j -0.0280973-0.00983653j 0.0043099-0.0303718j -0.0305975-0.0731054j -0.0911259-0.0684662j -0.033133-0.0134459j 0.0664577-0.00970713j -0.0421889-0.0479363j 0.0257316+0.0882996j -0.028639+0.0285601j -0.101862+0.0214619j -0.0651883-0.138254j 0.0619233-0.00129585j -0.150637+0.0138614j -0.0387209+0.0517918j -0.0418949+0.164074j 0.0424619+0.0608014j -0.0303567+0.0453462j 0.061751+0.0652547j -0.0183382+0.0890973j 0.0448706-0.191875j -0.0891255+0.076035j -0.0676476-0.0864544j 0.0688135-0.0408392j -0.0542647+0.0452546j -0.0722925+0.000840912j -0.00648236-0.0873086j 0.0714327+0.0209763j 0.00535632+0.00117854j -0.0679593-0.0311377j -0.0240139-0.137811j 0.0693447-0.0315853j 0.00512143+0.0208j 0.0695648+0.136006j -0.000175989+0.0583668j -0.0532591-0.0638629j 0.0474978-0.01131j 
0.0104009-0.0215851j 0.010538+0.0344995j -0.0103907-0.00599335j 0.0152334+0.0480836j 0.0525904+0.0222029j -0.0296667+0.006595j -0.0737865+0.0283687j -0.0112645+0.0155749j -0.046485-0.0139683j 0.0267338-0.0177176j 0.0323378-0.0119098j -0.0057636-0.00501581j -0.0134217+0.0387985j -0.090455+0.00658585j -0.00243446+0.0135491j -0.015723-0.04152j -0.0748258+0.103732j -0.0728419+0.0547338j 0.0534944-0.0163026j 0.120232+0.0488616j 0.0215855+0.0120313j -0.00931632-0.0358837j -0.0109098+0.0338998j -0.0824576-0.00701056j -0.1483+0.100677j 0.0484834-0.0647127j -0.0537007-0.106385j -0.0645704-0.0878539j 0.00417345-0.0531231j 0.0534054-0.0367769j 0.0690576+0.000610306j -0.117551-0.0573913j 0.000139215-0.0400914j -0.0109225+0.0332677j 0.0348977+0.0854124j 0.0510636-0.0429632j -0.0663881+0.173289j -0.198201-0.0101316j -0.0723088-0.0671222j -0.106542+0.0190071j 0.0902585+0.0171805j 0.134015+0.00185544j -0.00725739-0.0601535j -0.0421976-0.0704389j -0.1216-0.0288829j 0.0136168-0.070303j 0.106776-0.0292704j 0.00842163-0.0562134j -0.0270202-0.0661804j 0.059693-0.00941963j 0.0621548-0.0909074j 0.068736-0.0719162j -0.0305042-0.144414j 0.0998825+0.0204751j 0.0906189+0.0966386j -0.0823483-0.041532j 
0.0198174-0.0390399j -0.0154369+0.000322254j 0.0233684-0.0396091j 0.077068+0.0156044j 0.0390828+0.00912039j 0.0335314+0.013124j -0.00233278-0.0602042j -0.0132161+0.0618523j 0.0229587-0.0386379j -0.0121827-0.00754567j -0.0362816-0.0138614j -0.061832+0.00614215j 0.000756673+0.0273157j 0.00676976+0.0021415j 0.0460187-0.0337279j 0.0633784-0.00165881j 0.0346697+0.148669j -0.0179991-0.0889452j 0.0256286+0.0604661j 0.0939842+0.00162565j 0.0476068-0.0825338j -0.000995543+0.102827j 0.0674301+0.122946j 0.0528286-0.0129424j -0.00154199+0.0264876j -0.122241+0.00997334j 0.149417+0.0191527j 0.0255543-0.0378991j 0.201167-0.0498164j 0.00557411+0.0316129j -0.0733663-0.0257033j -0.117928+0.220675j 0.0379501-0.0278516j 0.0741556-0.0257512j 0.129415-0.0564523j 0.0346455-0.1116j 0.000345875+0.0116383j 0.000634524-0.0379007j -0.0310334-0.0352267j -0.0295574+0.127601j -0.129276-0.0885674j -0.0243965+0.0282151j 0.163616+0.00291955j -0.0453882-0.095185j -0.0308124-0.0463728j 0.123144-0.0310066j 0.0900999+0.0380989j 0.0254946-0.00142972j 0.0727121-0.0727613j 0.0230118-0.0380222j 0.036635-0.0248933j -0.0165663+0.0170016j 0.101322+0.0173785j -0.0426713+0.0302301j -0.0727224-0.0602671j -0.05892-0.0462297j 
-0.0156056-0.0350888j -0.00640873-0.0182856j 0.0114716-0.0248263j 0.00691549+0.00447505j 0.0240344-0.0321412j 0.0498654-0.00174025j 0.00825618-0.00724373j -0.0394389+0.0218943j 0.0367904+0.0292643j 0.0250452+0.0132011j 0.0112973+0.0399643j 0.0377081-0.0553547j -0.0358684+0.0575246j -0.02394-0.0213378j 0.0597503+0.00756842j 0.0911015+0.049149j 0.0708665-0.0506219j -0.0315288+0.00890376j -0.00860496-0.021222j 0.0403535-0.0642357j 0.00146572-0.134664j -0.00213413-0.00614778j 0.0048819-0.0684873j -0.0133421+0.0885657j 0.0278593-0.0251773j -0.000337849-0.0939111j 0.103784+0.0122016j -0.00550828+0.0810638j -0.127068+0.0198954j 0.125592+0.0672574j 0.0431339+0.102842j -0.0037566-0.0182641j -0.0335176-0.0390511j 0.0818113-0.0913752j 0.195607+0.00951561j -0.0124623-0.0776483j -0.00378003-0.0185227j -0.0802109+0.135148j -0.0191093+0.0292489j 0.100753-0.0697453j 0.128681+0.0585984j -0.0247518-0.059915j 0.0128668-0.0235525j 0.020003-0.0128108j -0.00197339-0.0474214j 0.109252-0.0215165j 0.0437989+0.0327554j 0.0188172-0.0048781j 0.0540925-0.00586843j 0.0616592-0.0186801j 0.00698958-0.0347993j -0.0133507+0.0926061j 0.122964+0.00332964j 0.0303305+0.102092j -0.0966287-0.0345135j -0.0825092-0.106867j 
0.0583224+0.00577477j -0.00282202+0.0338001j -0.0264484+0.0501854j 0.0581624-0.0308177j -0.00725907+9.57981e-06j 0.00460164+0.0421412j -0.0416606-0.0187981j 0.0389034+0.016006j 0.00632226-0.0495226j -0.00786822-0.0349575j 0.0270165-0.0499046j -0.0277044+0.00195107j -0.0996341-0.0136196j 0.0322832+0.0603887j 0.0189113+0.0254356j -0.0187426+0.0551498j -0.00306495-0.00475839j 0.105799-0.0525419j 0.00944335-0.0538149j -0.0323523+0.0504798j -0.00636514-0.0213053j 0.00571444+0.11229j 0.0733996+0.077896j -0.0341412+0.0623301j 0.0830806+0.0386861j -0.0234717+0.0252419j 0.0458788+0.0245825j 0.0943657-0.00467681j -0.000756075-0.0261248j -0.0809813-0.0355617j -0.0336416+0.0920897j -0.0811563+0.0589126j -0.0815426+0.020815j -0.0599492+0.0998126j -0.0447242-0.0152768j -0.015604-0.177447j 0.0144233-0.0204944j 0.0853358-0.0854775j 0.0213796-0.105715j -0.0806572+0.0170432j -0.0660878-0.0580966j -0.11799+0.0402825j 0.0209233-0.0201861j 0.0789461-0.0142937j 0.0634372-0.0723489j 0.0374042+0.0736399j -0.0383336+0.0555516j 0.019923-0.00323399j -0.0414981-0.120621j 0.0763586-0.0286482j 0.0725201+0.0533786j -0.0256168+0.00648289j -0.0110568-0.0443377j -0.0319809-0.130608j 0.0107049-0.0149987j 0.0601649+0.0118894j 
-0.0119955+0.0144888j -0.0161792-0.00590907j -0.00699254+0.0076103j -0.019657-0.0503054j 0.00376127-0.0138821j -0.030973+0.0332576j 0.0302076-0.00361346j 0.0033349-0.0416227j -0.000824364+0.0297466j -0.050874-0.0683555j -0.0508502-0.00422684j -0.0160173-0.012883j 0.00818187+0.00910789j -0.0367408-0.0039684j -0.0366817+0.0783889j 0.0336937-0.0673152j -0.00387572-0.0889837j -0.124598+0.0808556j -0.082824+0.0257949j -0.021952+0.0133739j 0.0109539+0.0652826j -0.0738622+0.0148468j -0.056781+0.0312588j -0.172093+0.0423098j 0.0170035-0.131806j 0.163261+0.0127692j 0.0170419-0.0593873j 0.0726913+0.0929157j -0.114568-0.13412j -0.125658-0.23913j -0.0284022+0.0939673j -0.00899808+0.120201j -0.0441915-0.00797982j 0.110697+0.266764j 0.035719+0.243969j 0.0289892-0.0120735j -0.104125+0.00724076j -0.0486945-0.0361621j -0.150985+0.0393003j 0.0367118+0.0188693j -0.0711521+0.0711401j -0.0979677-0.0036672j 0.146041+0.0503506j -0.0262985+0.0063319j -0.0216514-0.0527825j 0.0290794+0.0423886j -0.00998854+0.00337381j 0.0160111-0.0430621j 0.00459135+0.0212874j 0.0104098+0.0139205j 0.0143158-0.0109688j 0.00711452+0.0268796j -0.0093046+0.00906623j 0.0413834+0.0343273j -0.0331531+0.0329619j -0.00449606-0.0261812j 
-0.000666581+0.0453562j -0.0115541-0.029677j -0.00342053-0.0491554j 0.00266613-0.0298079j 0.016205+0.0328885j 0.00991724-0.0227445j -0.0289675+0.00931355j 0.0255464+0.0432702j 0.00579657+0.0356452j -0.000892911-0.0233428j 0.0425639-0.0514705j -0.0415673-0.037472j -0.0306424+0.033768j 0.0553755+0.0251455j -0.0439969+0.0505662j -0.0143677+0.0273737j -0.0757922-0.0359697j 0.0675253-0.0105181j -0.089046-0.0358576j 0.0296763+0.0355301j 0.0881638-0.0317407j 0.0289845+0.0366221j 0.0236852-0.0479836j -0.0534691+0.041692j 0.0534876+0.058448j 0.135842-0.147494j 0.0417416+0.011402j -0.00675506+0.0498599j -0.226858-0.0692446j 0.126436+0.0236309j -0.0435671+0.14739j -0.0793257-0.084548j 0.0118054-0.0897517j 0.0367877-0.0280466j 0.0380637-0.0413704j 0.0305003-0.0118544j 0.0298344+0.0990625j 0.0412161-0.0183277j 0.0642855-0.0401622j -0.0543577-0.00333533j -0.0151768+0.0785629j 0.0151337+0.0518661j -0.0354075-0.105202j -0.0189093-0.0153388j 0.0376447+0.0570734j -0.0278245-0.0284641j -0.0174467-0.0179687j 0.0191967-0.00800368j -0.026198+0.0531314j -0.106106-0.0183896j 0.00656382-0.0384316j 0.0186467-0.0575878j -0.0204215+0.0818258j -0.0164527-0.00787745j -0.0262371-0.0260086j 0.0633303+0.0480331j 
-0.0167355-0.013289j 0.0435657-0.0497156j -0.0304553+0.00176921j -0.0493045+0.0591971j 0.000453192-0.0151005j -0.0463127+0.0159899j 0.0374594-0.0364915j -0.00792718-0.00730455j 0.0410449+0.0256119j -0.0231004-0.0193603j -0.0019714+0.00572088j 0.0168844+0.0211782j 0.0302982+0.0210305j -0.000585782-0.0178719j 0.0135457+0.0736359j -0.0488203-0.0745565j 0.0694067-0.00310851j 0.139438-0.00798026j -0.0391591-0.0312955j 0.0130564-0.208655j 0.0528713-0.037966j -0.155207-0.0629113j -0.022594+0.0617893j 0.195775+0.0148367j -0.0445674-0.180237j 0.140902+0.183151j -0.0156883+0.123374j -0.15108-0.104163j 0.0494312-0.0130004j 0.0992395-0.0581017j -0.08527+0.158887j 0.000650822+0.229126j 0.0112121+0.0278924j 0.0282584+0.0726035j 0.204067-0.00238839j 0.122102+0.103221j -0.0960846-0.24586j 0.0591491-0.111319j 0.148708-0.0453199j 0.0613509+0.0788672j 0.0328478-0.0924287j -0.0429646-0.00842867j -0.0112611+0.063321j -0.00469105-0.00892168j -0.0609537+0.0181642j -0.011705-0.0748896j 0.0509671-0.0823171j -0.0818489-0.0189448j -0.00520567+0.0805553j -0.00394931+0.0884248j -0.0315066-0.0106817j 0.0251528-0.0320083j -0.0270331-0.0306946j 0.0229075+0.00580499j 0.00529643+0.00281689j -0.0197521+0.0214448j 
0.0181831-0.0207567j -0.0112394+0.00777194j 0.0167009+0.0554335j 0.0275444+0.0219708j 0.00450986+0.0089034j -0.0868017-0.00586767j 0.0323513+0.0300982j 0.0590015-0.0545286j 0.0398792-0.032065j -0.0325585+0.00880672j -0.016064-0.0142045j -0.0158892+0.0664421j 0.0623665+0.0243418j -0.019681-0.0294331j 0.0137131-0.0202493j 0.11239-0.0169156j -0.0480799-0.031008j 0.0582664+0.160845j 0.0154535-0.0541798j -0.0783338+0.0274845j -0.0758937+0.121552j 0.0232366-0.0570494j -0.0217419+0.0303753j 0.076132+0.0596126j -0.264121-0.0567224j 0.104672-0.0192844j 0.0483182-0.0419461j -0.0346456-0.0569807j 0.139091-0.0294935j -0.0272473-0.0692944j -0.0445468-0.0981061j -0.143774-0.0383404j 0.0575293+0.0221147j 0.0883505-0.06685j 0.109217+0.0769836j 0.0755433+0.0882122j -0.060764+0.0680195j 0.0935038+0.128233j 0.0900558-0.0268319j -0.00214442+0.0960768j 0.0260436-0.0619812j 0.0758653-0.137637j 0.0224248+0.155892j 0.0358564-0.0242209j 0.0156956-0.00572588j -0.00303725-0.0340753j 0.0165951-0.0139526j 0.0153041-0.0381746j -0.0100462-0.0175066j 0.000437303-0.0178515j 0.0610487+0.0137148j 0.0207667+0.0178867j 0.0283257-0.0281536j 0.0463279+0.0482778j -0.0267015+0.00624957j 0.00627547-0.0555303j 
-0.00902229-0.00098093j -0.00558093+0.000334199j -0.00958538+0.0213626j -0.00786131-0.0122267j -0.0178313-0.0269825j -0.0119524+0.0195992j -0.000358352+0.0281733j 0.00471827-0.0546491j -0.00549357+0.0254379j 0.0501205-0.0601781j 0.0914264+0.0825582j -0.0175677-0.102284j -0.0245427+0.0332068j 0.0781131+0.0748523j -0.0112418+0.0906701j 0.0411037-0.0104415j -0.0604535+0.0216289j -0.0185986-0.0352082j -0.016287-0.0674742j -0.124463+0.0216032j 0.00274276+0.0947967j 0.115648-0.122316j 0.0708031-0.023455j -0.0586505+0.0334878j -0.0503966+0.0906883j -0.12894-0.128719j -0.0617526-0.0361505j 0.0831767-0.066805j -0.0479428+0.100308j -0.113353-0.174529j 0.103364+0.017295j 0.13469+0.137542j -0.111021-0.027313j 0.0107138+0.0976779j -0.0597401+0.0613864j -0.0812705+0.0185296j 0.101447-0.00163119j 0.174692-0.0279022j 0.0321813-0.0153372j -0.0455753+0.121202j -0.110465-0.0171747j -0.0650491-0.0706712j 0.0709249+0.0786631j -0.0962195-0.108953j -0.0349558-0.038783j -0.0304843-0.0589767j -0.02524-0.010634j 0.00794437-0.129294j 0.0294922+0.0365095j -0.024928+0.0595334j -0.0768506-0.029156j -0.0186707-0.0277566j -0.0523184-0.0489329j 0.0388013-0.0156795j 0.0115131+0.0458898j 0.0134206+0.0120833j 
-0.0256126+0.0219323j 0.00695469-0.0121584j 0.00797031-0.0333954j -0.0404849-0.0516682j -0.0121553-0.0173862j 0.0120357+0.0559161j 0.0565662-0.053165j -0.0802059-0.0113475j -0.00112396-0.033543j -0.0226095-0.0220377j -0.000190856-0.110561j -0.0353093+0.0356692j 0.0597546+0.0133066j -0.00904756+0.0306699j 0.0319619+0.112561j 0.0465588+0.0323482j -0.0247922-0.0138312j 0.0856358-0.0755291j -0.124206-0.0793382j -0.0348407-0.0123342j -0.0738021-0.0618375j -0.0882577-0.121272j -0.0281114-0.156786j 0.0155534+0.00624536j 0.000689962+0.000134902j 0.0186536-0.0392538j -0.0109041-0.0833696j -0.131981+0.0450327j -0.162306+0.151928j 0.059438-0.136409j 0.140186+0.0163363j -0.152591-0.0122372j -0.217059-0.00786025j -0.118047+0.0178457j 0.021917-0.0313781j 0.0050877-0.0463768j 0.0481853-0.0433972j 0.0624728+0.0101772j -0.105535-0.118965j 0.0454152-0.143668j 0.0469559-0.0508907j -0.0558457-0.0487478j -0.0268889-0.00971478j -0.0177812+0.0625315j 0.00393667-0.0121614j -0.0145564+0.0134091j -0.00408285-0.0174451j -0.067721-0.0270582j -0.0236851-0.0649929j 0.0574957-0.0610294j 0.0872083-0.0343522j 0.0210925+0.0497885j 0.0267677+0.0229556j 0.048237+0.00673504j -0.0389054+0.0233184j -0.052502-0.00904306j 
