-0.0028706+0.00418006j -0.00542346-0.0038447j -0.00552518-0.00263515j -0.00364008+0.00258652j -0.00216316-0.00182062j 0.00354569+0.00192918j -0.00649638-0.000323174j 0.00356728+0.00182283j -0.00371194-0.000281695j 0.00202721+0.00532315j -0.00149566+0.000582214j -0.00246109-0.00172355j -0.00293241-0.000275791j 0.00272838-0.00280592j 0.0017723+0.00337213j -0.00677946-0.00247826j 0.0025732-0.000514151j 0.00113677+0.000448755j 0.000309388+0.00121483j -0.00191785-0.00154041j -0.00185002+0.000396641j 0.000255455+0.00312626j 0.00168864+0.000374836j 0.00170418-0.0024501j 0.00191704+0.00223525j -0.00298536-0.00110128j -0.00413525+0.00184267j -0.0024312-0.00293913j -0.00114992+0.000469553j 0.000486824-0.00378342j 0.000250155-0.000563445j -0.00116395+0.000258892j -6.24508e-05+0.00043743j -0.0018645-0.000817707j 0.00402615-0.000498366j -0.00192399-0.00118539j 0.00110544+0.00032507j 0.000429306-0.000552204j -0.00583871+0.00124678j 0.00368213+0.00440786j -0.00283904+0.000721882j -0.00331068+0.000331318j 0.000589888+0.000521255j 0.00555436-0.0015371j 0.00311216+0.000937028j 0.0066723-0.00323306j 0.00291039+0.00238765j -0.000950354+0.00301414j -0.011316-0.000827543j 0.0075216+0.00135372j -0.000427453+0.00207882j 0.00843687+0.00372044j -0.00693554-0.00115048j -0.0117132+0.00430858j -0.0105385-0.00154562j 0.0129316+0.00772869j -0.00758303+0.00402368j 0.00253208-0.00703159j 0.000577675-0.00947255j 0.00888383-0.000655148j 0.00498412-0.00326846j -0.00704948-0.0044376j -0.00329131-0.000388855j 0.000977648+0.00586104j -0.00189418+0.00301602j -0.00427128-0.0071412j -0.00188362+0.00542161j 0.00250167+0.00421922j 0.00175436+0.00506456j -0.000861155-0.0115999j -0.00636331+0.0900834j 0.0667293+0.0289713j 
-0.00223486+0.00374484j -0.00251577-0.00590204j -0.00298222-0.00642696j -0.00420027+0.00177769j 0.0026965-0.00769557j -0.00115321-0.00122297j -0.00315868-0.00758379j -0.00385217+0.00758836j -0.00342405+0.00148383j 0.000605536+0.00455008j -0.00887153+0.00598618j -0.0044427-0.000490031j 0.000824725-0.00420615j 0.000612883-0.00487908j 0.00621595-0.0022988j -0.00296153-0.0056376j 0.00175709+0.0052548j 0.0032947-0.00749683j -0.000789994+0.00067744j -0.00362978+0.00262845j -0.00418425+0.000844935j 0.00434445-0.00128583j -0.00159273+0.00121046j -0.00121903-0.00156661j 0.0091099+0.00161007j -0.00600412-0.00265799j -0.000939282-0.00635565j -0.00891913+0.00282222j 0.000192044+0.00390076j -0.0142866-0.00630677j -0.0224665+0.00709123j -0.008031-0.00385098j -0.00144831-0.00247562j -0.000903538-0.000772299j 0.00095352-0.000554871j 0.00850336-0.00302814j 0.0105834+0.00142412j 0.000262072-0.00199396j -0.0118268-0.0078741j -0.0427546-0.00280174j -0.00656969+0.0144914j -0.00233315+0.00377335j -0.0139783-0.00547891j -0.00301286+0.0029808j -0.0110951+0.00116479j 0.000834926-0.00664589j -0.00800812+0.00675731j -0.0185087+0.00973547j 0.00833238-0.00076151j -0.0132165+0.00572165j 0.0192478+0.00629042j 0.00146098-0.00305064j 0.0016753+0.00484489j 0.00669047-0.00247693j -0.0207854-0.0182603j 0.0127385+0.0100194j -0.00535695-0.00856724j 0.000279099+0.0155106j 0.013008+0.00752253j 0.0116989-0.0139625j 0.000133316-0.0519004j 0.0274393+0.0283082j -0.0228647+0.0051108j -0.0222625-0.00795569j -0.0129546-0.0710229j 0.0225938-0.0546522j -0.0351285-0.0405236j 0.0148805+0.000499748j 0.00510275-0.0702238j 0.011977+0.00316078j -0.00516046-0.0125226j -0.00444938+0.0112416j 
0.00364161+0.00731756j -0.00245524+0.00488028j -0.00251115-0.00533627j 0.000990331+0.00199589j -0.003194+0.00432959j 0.00171903+0.00304921j -0.000434387+0.000983386j 0.0066229+0.00310562j 0.00117242-0.00907694j -0.00654411-0.00535217j 0.00164272-0.000142127j 0.000400421-0.0051244j 0.000315465+0.00435305j -0.000188458+0.00175334j -0.00171375+0.00257721j -0.00702354-0.00242083j 0.00511824-0.00604134j -0.00350942+0.00251695j 0.00704912+0.00144009j -0.00160619-0.00312253j -0.000492442+0.00619447j -0.00401218+0.00131147j -0.00485235+0.000797026j -0.00106269-0.00168374j -0.00183028-0.00252359j 5.07672e-05-0.000526386j 0.00605187+0.00708375j 0.00629892-0.00369108j 0.00812476+0.00270276j 0.0157884+0.00135603j -0.00486727-0.0104381j -0.0033545-0.00621689j -0.00422264+0.00173866j -0.00199111-0.00291075j -0.000515579+0.00034273j 0.00442162-0.00433311j 0.0215316-0.00502911j 0.000422333+0.0119214j 0.0113681+0.000929985j -0.0103883-0.0108342j 0.0275065-0.00395381j 0.00230275+0.00196492j 0.0287041-0.0101763j -0.0131385-0.00481463j 0.00233417+0.00011619j -0.00521482-0.0143895j 0.0127981+0.00292628j 0.00911722+0.0183991j -0.000707009+0.00472992j -0.000239797-0.00107032j 0.00593051+0.000984785j -0.00128779-0.0037403j 0.0121972+0.00740096j -0.0120263-0.0102626j -0.00772215+0.000439439j -0.0156918-0.019886j -0.00664792-0.00381623j 0.00691958+0.00371959j -0.00567898-0.0287506j -0.000265667-0.00259364j -0.0254105+0.00167848j 0.00902033-0.0189754j -0.0208389+0.00527757j -0.0173699+0.0285304j 0.000185998-0.0428599j 0.0414351+0.0436567j 0.00339199-0.0489759j 0.00862734+0.0225502j -0.00608773+0.0133445j 0.0210282-0.0467555j -0.00318913+0.0102995j 0.00295971+0.0051463j 
-0.00191509+0.000376317j 8.91765e-06-0.00394144j 0.0032192-0.002807j 0.000601285-0.00797886j -0.00183688+0.00752453j 7.61294e-05+2.36435e-05j 0.00455527-0.00281455j 0.00225316-0.00481635j 0.00109317-0.00968397j 0.00112969-0.00120438j -0.000605077+0.00621884j 0.00072327-0.00292914j -0.000651443+0.00123335j -0.00191826-5.78835e-05j 0.00164198-0.00077703j -0.00076814-0.00158493j -0.000866095-0.00414538j 0.00330859+0.00150136j 0.00616309-0.000785363j 0.00305251+0.00252924j 0.0032069+0.011548j 0.0106264-0.00295865j -0.000292396-0.00109935j 0.00357152+0.0028747j 0.00173735-0.00399221j -0.00390251+0.00248363j 0.0116284-0.00559146j -0.000614863+0.00352021j -0.0058226-0.00334217j 0.0114359+0.00495953j -0.00227964+0.000818358j 0.000938638-0.00204432j 0.0111774-0.00775382j -0.0090548-0.00388722j 0.00894916+0.00451102j -0.0126928-0.0039144j -0.0165944-0.00753624j 0.0119239-0.0103834j -0.0345504+0.00535124j -0.0181571+0.0223623j 0.0234757-0.0154519j 0.0175932-0.00687468j 0.00120037-0.0177094j 0.00635454-0.0048776j -0.0101797-0.000344262j 0.00457677-0.0128534j 0.00528984-0.0126758j 0.00882456-0.0012128j 0.000714198+0.00226224j -0.0136025+0.00207772j -0.00255701-0.00140189j -0.00351375-0.00979696j -0.000176148+0.00674134j 0.00117914+0.00927494j -0.000368281-0.00720053j 0.000809561-0.0119843j 0.0144979-0.00436304j -0.00404924-0.00388023j 0.0116737-0.0112238j 0.0148238+0.00836571j 0.00311454+0.0131178j 0.00421959+0.0451438j -0.0213095-0.088061j -0.000588167+0.0118467j -0.0432728+0.0219038j -0.012399-0.060243j -0.00596205-0.018564j 0.013792-0.0405775j 0.0213654+0.00665578j 0.00705652+0.0176506j 0.0022084+0.00184355j -0.000601765-0.00270759j 
0.00131761-0.00288087j 0.000470544+0.00379642j -0.00629311+0.00304138j 0.000262492+0.00553223j 0.002742+0.00171781j -0.00326847-0.00676331j -0.00144151+0.00372616j -0.00375204-0.0044586j 0.00378806+0.00879707j 0.00172106-0.00121958j -0.000726829-0.00331612j -0.00121169+0.00367104j 0.00133357+0.00212156j 0.000932154+0.00018124j -0.000972655+0.000147929j 0.00590822+0.000897805j -0.00793757-0.00173751j 0.00194865+0.00365149j -0.00759187-0.00211366j 0.0123365+0.00374164j -0.00891582-0.00797934j 0.00046322-0.000245921j 0.00115566-0.00565601j 0.00409649-0.00377592j -0.00867624+0.00270133j -0.0106064+0.00575236j -0.00868222-0.000146614j -0.00321584+0.000924681j 0.0297684-0.00846707j -0.00989323+0.00252772j 0.0134821-0.000952496j 0.003893+0.0032295j -0.00530508+0.00193055j 0.00304892+0.000494696j 0.0122629-0.00370646j 0.0124342-0.0051622j 0.0150527-0.00223086j -0.00468512-0.00242943j -0.0173798+0.0127867j -0.00932642+0.00894703j 0.0147708+0.00787437j 0.017746-0.00332923j 0.0225878+0.00796021j -0.00585248-0.00787197j -0.00603875-0.00695401j 0.00519541+0.00302962j 0.0185766-0.00256628j 0.00449358-0.00220691j -0.0151913+0.00433399j 0.00243746-0.00243532j -0.00948504-0.00388174j -0.00348674-0.0121558j 0.00894628-0.0040447j -0.006417+0.0311519j -0.00122601-0.00379464j -0.0106148+0.0237195j 0.000297109-0.00913833j 0.00152928+0.0234145j -0.0248739+0.0109919j 0.0193276-0.00225919j 0.0132928+0.0310087j 0.00382085-0.0211897j -0.0160323-0.0173346j -0.0126791+0.0421782j 0.0211927+0.011363j 0.00172424+0.0312236j -0.00277411-0.0191697j 0.0120109-0.0142569j -0.0079798+0.00650237j 0.00325228+0.0311265j 0.000114609+0.00117965j 0.00113587-0.0086624j 
0.00160446-0.00210016j -6.99976e-05+0.0031085j -0.00548922+0.00166204j -0.00128025+0.00621312j 0.000463541-0.00236837j 0.0011116-0.00404113j -0.00421035+0.00506211j 0.00595642-0.000510435j -0.000217952+0.00751124j 0.00171928-0.00083248j 0.00621568-0.00189402j 0.00124567+0.00333966j 0.00394068+0.00178661j -0.00471455-0.000538952j -0.00127605+0.000242725j 0.00200714+0.00372805j 0.00118352-0.0034023j 0.000105737+0.00138364j -0.0026247+0.00200965j -0.00695764-0.000782262j -0.0161666-0.00398608j -0.00161582+0.00545253j 0.0111682-0.00316086j 0.00194835-0.00227855j -0.00945566-0.00334857j 0.00812029+0.00437821j 0.011108+0.00255803j -0.00347136-0.00164977j -0.00106609+0.00605586j 0.00418285-0.0116409j 0.0170324-8.20859e-05j 0.00897134+0.00782591j 0.000486348+0.00332892j -0.00919554+0.00585005j 0.0196392-0.00917103j 0.00617002+0.00469724j -0.00510919+0.00454896j -0.0031181+0.00715758j -0.0252452+0.0150694j -0.00570752-0.00180132j -0.0133023-0.00761474j 0.00497397-0.00438462j -0.00605488+0.0151755j -0.00408128+0.00560098j -0.00990339+0.00577016j -0.0044118-0.00172749j -0.00392432-0.000204648j -0.00865439+0.00497633j -0.00565639-0.00473731j -0.00425646+0.00363224j 0.00178572-0.0046755j 0.00435745+0.00250444j -0.00183394+0.000838363j -0.0107626-0.00640736j -0.0112411+0.0118852j -0.00290633+0.0101984j 0.00790384+0.0481048j -0.000103878-0.0231961j -0.0118157+0.0151976j 0.00264154+0.0324967j -0.00579511-0.0424363j 0.00355106-0.0136375j -0.0148937+0.0267186j -0.000708725-0.039995j 0.00658791+0.00112058j 0.000415128+0.0106172j 0.00566043-0.0700021j 0.0210557-0.00420664j -0.00671097+0.0158883j -0.00289063-0.0124595j -0.000651514+0.00373811j 0.00301971+0.00244449j 
-0.00101939-0.00124319j 0.000481114+0.000110561j 0.00182763-0.0013404j -0.00197956+0.000242978j 0.00216375-0.0030924j 0.00305874-0.00216688j -0.0048525+0.00376493j -0.00388324+0.00807303j 0.0036866-0.000715806j -0.00098684-0.000573047j 0.00473991+0.00338196j -0.00299348+0.00892322j -0.00916161-0.000198802j 0.00179822-0.000908345j -0.00261444-0.00610602j -0.00756261+0.000241891j 0.00248375+0.000470582j -0.00179521-0.00241772j 0.00222858+0.00776793j 0.000942577-0.0056888j 0.00136569-0.00487925j -0.00699993+0.00207108j -0.0165127+0.00614876j -0.0151719+0.000209819j -0.00482763-0.00583621j 0.00890836+0.00457585j 0.000250533-0.00718429j -0.0216341+0.00374207j 0.0192856-0.00486408j -0.0135672+0.000222027j -0.00903979+0.00313058j 0.00538115+0.00510287j -0.00420094-0.00138983j 0.0250455-0.00794973j -0.00431028-0.00799114j -0.0136822+0.0078644j -0.00344019-0.00110693j -0.00269761+0.00853792j -0.0231269+0.00575561j -0.00232498-0.00177339j 0.0169682-0.00930284j 0.0107432+0.00165707j 0.0255789+0.00145188j 0.0128958+0.00350019j -0.015993+0.000934323j 0.0281123+0.0118362j 0.0214981+0.00509993j 0.00219535+0.00281325j -0.00534214+0.01058j -0.00591247-0.0107562j -0.000365749+0.00202893j 0.00148883+0.0175253j -0.00921118-0.0215408j 0.000966331-0.0035135j 0.00337695+0.00603791j 0.00037836-0.00107999j 0.00264583+0.0357009j -0.000559793+0.0298506j -0.0187691+0.00193813j -0.00645082-0.0586035j 0.0130045+0.0109723j 0.0220865-0.0054964j -0.00223255-0.0322293j -0.00474398-0.0283992j 0.00489825+0.012068j -0.00334758-0.0448215j 0.0110425-0.0619405j -0.00590274+0.0151109j -0.00506024-0.0279031j 0.00113534-0.00962627j -0.00171506-0.00583522j -0.00137192-0.0019824j 
0.00172389-0.00266379j 0.000252265+0.000870978j 0.00132084+0.00313749j 0.00146482-0.000729677j -0.00225937-0.00821854j -0.00331966-0.00498099j 0.000608591-0.00804957j 0.00321979+0.00402738j -0.00605352+0.00176168j 0.00481229-0.00596712j 0.00345759+0.00529367j 0.000922854-0.0013559j 0.00266226-0.00362582j -0.00378115-0.0105917j 0.00637658-0.00795772j -0.00479136-0.00355923j 0.00342571+0.0143168j -0.000166631-0.00217536j -0.00190337-0.00124743j 0.00690163-0.000665044j 0.0134755-0.00481172j -0.0104567-0.00328278j 0.00671978-0.00450489j -0.00916655+0.00889541j -0.00370602-0.00265515j -0.0201209+0.00786455j 0.0161379-0.00251006j -0.00399268+0.000536419j 0.00388396+0.00649692j -0.0021607-0.0197624j 0.00889636+0.00129456j -0.00627123+0.00456107j -0.00131969-0.00279172j 0.00280679+0.00111907j 0.0127874-0.00321502j 0.0375975-0.00232392j 0.0185476-0.00664058j 0.0063612-0.00317614j -0.0166953-0.00107049j -0.0362878+0.00875315j -0.0394133+0.00459183j 0.0122331+0.000636352j -0.0152224-0.0071662j -0.00729564-0.00981123j -0.0041611+0.00919665j -0.0149014-0.00589512j -0.00916232+0.00666395j -0.0165843+0.00358223j 0.00760062+0.00750913j -0.0143108-0.00297365j -0.00398587+0.0119511j 0.00447937+0.0250667j 0.00631972-0.0117994j 0.0225533+0.011416j -0.00490228+0.0108966j -0.00237608-0.0241312j 0.00730591-0.00513449j 0.0209391-0.0101858j 0.0108292+0.0451533j 0.00588815+0.00208544j 0.00605282+0.0221753j 0.00441093-0.0201553j -0.0220855-0.0163499j 0.00852276+0.0379725j -0.00882289+0.0257389j 0.00414312+0.0528911j -0.00894883-0.00268744j 0.0087594-0.0305311j 0.00317465-0.000398087j -0.00155977-0.0117276j 0.00342284-0.00359433j 0.00194442-0.00153698j 
-0.000911623+0.0028304j -0.00209277-0.00129179j -0.000577882+0.00030541j -1.98722e-05+0.00277211j -0.000257617-0.00178584j -0.00149905-0.00550669j 0.00314586+0.00419935j 0.00449861+0.00217452j -0.00179643-0.00361906j 0.0047828+0.00296228j 0.0016951+0.00204231j 0.00714256+0.00260655j 0.00177082+0.00258705j -0.000643828-0.00408756j 0.00138318+0.00850755j -0.00384845-0.0044853j 0.00277771-0.0021002j 0.00878467-0.00391356j -0.00880533+0.0129675j 0.0068658+0.00722982j -0.00432605+0.000485472j 0.00927773-0.00129903j 0.00854045-0.00385955j 0.0160148-0.00213823j -0.0133693-0.00131704j -0.00378477-0.00217152j 0.00389662-0.00188459j -0.00712119+0.0047872j 0.00811779-0.0105437j -0.018723+0.0116297j 0.0182388-0.0119538j -0.0174914-0.00376213j 0.0064123-0.0134232j 0.0253445-0.00365276j -0.0137413-0.00206902j -0.00023943-0.00483132j 0.00436738-0.00627408j -0.00872702-0.013356j -0.00721173-0.00430844j -0.00467626+0.00417939j -0.00666318+0.00183605j -0.00442917-0.0143001j -0.00180121-0.00394156j 0.00655928-1.70526e-05j -0.0143334-0.000544802j 0.0333181+0.0176503j 0.0153817-0.00745392j -0.0129755-0.0116865j -0.00789541+0.00869627j 0.0120823+0.0125051j -0.00585193+0.0113861j 0.00299752+0.0201943j -0.00389966+0.0220409j -0.00453946+0.0140583j -0.0103441-0.0393492j 0.00407791+0.000781785j 0.0253983+0.0152377j 0.0103876+0.0112188j 0.00110695-0.0267822j -0.00952289-0.00420409j 0.00117156+0.0450917j 0.0176689+0.0439307j 0.0163621+0.0226004j 0.0125123-0.0103439j -0.012582-0.00127783j -0.0181444+0.0307001j -0.00222011-0.0266833j -0.0061765-0.056848j -0.00614224-0.00312507j -0.00467746-0.0249584j -0.00254889-0.0019114j 0.000838722+0.00214132j 
-0.000656374-0.000239836j 0.00125693-0.00296615j -0.0039406-0.00810742j -0.00131005+2.6074e-05j -0.00322771+0.00535661j -0.00237134+0.00363732j -0.00584048-0.00593229j 0.00512722-0.0050326j -0.00146909+0.00737524j -0.0018245-6.91076e-05j 0.00229939+0.00474808j -0.00718799-0.00477708j 0.00260573-0.000494211j -0.00506321+0.00475316j -0.00552565+0.0057855j -0.000668063+1.73199e-05j -0.00436418-0.00971904j 0.00619111-0.000465869j -0.0138649+0.00189767j -0.00420081+0.00408863j -0.012828+0.00359437j -0.0109291+0.00944847j 0.00205063-0.00487626j -0.00302934+0.000546542j 0.00890426+0.00307968j -0.00523226-0.00321356j 0.00836992+0.000222163j 0.0031982-0.000182117j -0.0105675-0.000205672j 0.0128688+0.00984733j -0.000332705+0.00158048j -0.00133989+0.0012099j 0.0137292-0.00199722j 0.0295155-0.0165705j -0.0129001-0.000720381j -6.53642e-07-0.00220004j 0.0105588-0.00289516j 0.0175945+0.00936254j 0.033104-0.00366739j -0.00964731-0.000941696j 0.00749238+0.00570595j -0.00383168-0.00321726j 0.00772709-8.26311e-05j -0.00752396+0.00400446j 0.012904+0.0108449j -0.00846966-0.00320541j 0.022567-0.00792302j -0.000618501-0.0221745j 0.00522824-0.0224984j 0.00900667+0.00676682j 0.0120216+0.00815425j 0.0112144-0.00287327j -0.00244259-0.00425174j 0.00140993+0.00878136j -0.0145184-0.000779924j -0.013153-0.0100351j -0.00241725+0.0152406j -0.0122935-0.0402803j -0.000598706+0.00136254j -0.0033207-0.0379054j -0.0051336+0.053572j 0.00708342+0.00460438j -0.0143398-0.0509126j -0.020708+0.00506615j 0.00420071-0.00789325j 0.00522924+0.0169386j 0.00142739+0.0157366j 0.00288658-0.0273576j -0.00252892+0.0140812j 0.00671243-0.00368464j -0.00100274-0.00448408j -0.0034093+0.00424017j 
0.00380911+0.00158934j -0.000908618+0.00715652j -0.00305107+0.00338013j 0.00175749+0.00676859j -0.00123465-0.00380086j -0.000310239+0.00219324j -0.00174811+0.00223073j 0.00186585+0.00651962j -0.0008751+0.00277525j -0.00281234+0.000366139j 0.0012641-0.00580771j -0.00116792+0.000518511j 0.00288996+0.00141215j 0.00316836-0.00299283j 0.00280907+0.00263615j 0.00211753-0.00315474j 0.00347396+0.00484209j -0.0103886+0.00286075j -0.00415344+0.0003401j 0.000965781-0.00188125j -0.00141551-0.0105676j -0.00455236-0.000858638j 0.00413271+0.0062536j 0.00847438-0.00561677j -3.37406e-05-0.000242116j -0.0130293+0.00316579j 0.00574334+0.00655468j 0.0151536-0.00545286j -0.00186261+0.00523918j -0.0225337-0.00408553j -0.0107572+0.0151351j 0.0248769+0.00294873j 0.0237107-0.00335906j -0.00142603-0.000936689j -0.0125719-0.00632924j -0.00621018+0.00269654j -0.0120318-0.00841522j -0.00219097-0.00111674j -0.00861354-0.00854859j 0.00363435+0.000469003j -0.0135816-0.000853998j -0.00920471-0.0110721j -0.00870025-0.00504457j 0.000191837-0.00604639j -0.00745018+0.00155457j 0.0173292-0.00345616j -0.00545219-0.00893409j -0.00119978+0.0107767j -0.00048841-0.0132039j 0.00169241-0.00748794j 0.00787768+0.00296172j 0.000349985+0.0110377j 0.0110971+0.0100046j -0.00176937-0.00943331j -0.0132925+0.0375736j 0.00124971+0.0403955j -0.00624686-0.0168471j 0.0119377+0.0006812j -0.00876009+0.0222338j -0.0217324-0.0232969j -0.0210475-0.0117185j 0.0108403+0.0753296j 0.00152263-0.0767616j -0.00058097-0.022321j 0.01267+0.00321733j 0.0186207-0.0388903j 0.00137172+0.0388337j 0.00143953-0.0182436j -0.00903541+0.0022851j -0.000982598-0.0159457j -0.00209874+0.00209637j 0.0025525+0.00357271j 
-8.77297e-05+0.00569038j -0.00280638-0.00123564j -0.0013494-0.00033719j -0.000809194+0.00429543j 0.00142613-0.00940849j 0.00130896+0.00574507j 0.000694045-0.0065234j -0.00362326+0.00750211j -0.00474462+0.00308682j -0.00241472+0.00500595j -0.00657171+0.00049899j 0.00426143-0.00324066j 0.00296096-0.00912673j 0.00457144-0.00370258j -0.00340447-0.00206592j 0.0014677-0.0058094j 0.00591584+0.0107936j 0.00920314-0.00895586j -0.00100253+0.00136811j -0.0141466-0.00344158j -0.001024-0.00176163j 0.00421216-0.00804752j 0.0049524-0.00154495j -0.00100749-0.00193406j -0.00295853+0.00464094j 0.000183658-0.00251122j 0.0115441-0.00867395j -0.00450361+0.00183244j 0.0258868+0.00737654j 0.0224901-0.010272j -0.00508234+0.0155259j 0.00894838+0.00978929j 0.00424038-0.00397656j -0.00176104-0.00136185j -0.0269549-0.00546622j -0.0146893+0.0128887j 0.00515562+0.00799209j -0.00118002-0.00983045j 0.0124133+0.00292687j -0.00120109+0.0210391j 0.019592-0.00276738j -0.0103105-0.00695058j 0.00349023+0.00129041j -0.00988507-0.00778052j 0.00936402+0.00532121j 0.0146068+0.0222552j 0.0204823+0.00795246j -0.00469607+0.00613257j 0.00577359+0.0106227j 0.011021+0.00659173j -0.00849374+0.0145731j -0.0116231-0.018054j 0.00293859+0.0121775j 0.0128791-0.00292682j -0.0162052-0.00581987j -0.0143275+0.0379717j -0.00129259+0.0533059j -0.00627216-0.00747015j 0.0210389+0.0651342j 0.014282+0.0217365j 0.00655346+0.0306775j 0.0273833+0.000332123j -0.027311+0.00186791j -0.0130308-0.0285454j -0.0156047+0.0405447j 0.00420748+0.0242671j -0.0203008+0.0163654j 0.00423982+0.000335609j 0.000627888-0.0179667j 0.00364957+0.00226553j -0.000906406+0.000484752j -0.000738527+0.00195648j 
-0.0023753+0.000162166j -0.00085902-0.00423146j 0.00132319+0.00432009j 8.79995e-05-0.00206272j -0.000493507-0.00228424j 0.00107107+0.00327939j -0.00179579-0.000222871j -0.00502568-0.00187618j -0.0048243+0.000879757j 0.000824559+0.00615627j 0.000502157-0.00211632j 0.0003776+0.000630925j -0.00208408-0.00134405j 0.00148689-0.00261983j -0.00650308-0.000427983j 0.00471769+0.00567111j -0.00654645+0.0080454j 0.00875717-0.000471132j 4.30169e-05-0.00227205j -0.00728656-0.00417648j 0.00989686+0.00126155j 0.0101361+0.00171193j 0.000891875+0.00500066j 0.0121506+0.00569208j 0.000983502-0.00277303j -0.0095152+0.000976994j 0.0142116+0.00266532j 0.00155677+0.000617046j -0.00588014+0.00187113j 0.00431379+0.00577616j -0.0129683+0.00368644j -0.0147073+0.0158845j -0.00818098+0.0104362j -0.0334248+0.00703029j 0.0276659-0.0027114j 0.0173065+0.00786524j 0.0348943-0.000468451j -0.000130423+0.00747036j -0.0133853-0.00246818j -0.0184916-3.44287e-05j -0.00507602-0.00466092j 0.00639544+0.00138242j 0.0075279+0.00396369j -0.00438384+0.00933206j 0.00888575+0.0219885j -1.97114e-05-0.00210143j 0.00538216+0.00356729j -0.00599215-0.00136252j -0.00580566-0.00206445j -0.00195862+0.00635829j -0.00132514+0.0302548j 0.0129962-0.00956372j -0.0037963+0.00598923j 0.00889206-0.0196751j 0.014336+0.0186802j 0.0145722+0.00155204j 0.00107809-0.00108102j 0.00772974-0.0318369j 0.00150042+0.0302646j -0.0121541-0.0367992j 0.0225827+0.0171031j -0.00296415-0.0375604j 0.0160083-0.0232014j 0.0145699+0.0206052j 0.0109547+0.0149526j -0.0109903+0.00946104j 0.00562994+0.0124563j -0.00388568+0.00569667j 0.00134775-0.00964694j -0.0027671+0.00547232j -0.00104165-0.00286313j -0.00124988+0.0019769j 
-9.44099e-05+0.00289162j -0.0020827+0.00169061j -0.000764637+0.00243092j -0.00129958+0.00440017j 0.00360458-0.00386712j 0.00369732+0.00103615j -0.00141044+0.0088214j -0.00207891+0.00694284j 0.00287768-5.05539e-05j 9.61794e-05+0.00541376j -0.00528268-0.00626747j 0.00655785+0.00575547j -0.00307483+0.000829572j 0.00920538+0.000122018j 0.00890698+0.000713818j -0.00414768+0.00345337j 0.00565+0.000751028j -0.00645858-0.000971813j 0.00549975+0.00362168j 0.000911818+0.00176684j -0.0180855+0.00392656j -0.0023385-0.0012946j 0.00686389+0.00353464j 0.0118807-0.0100003j -0.00762641+0.000108031j 0.0215487-0.00794665j -0.00162917-0.000713183j -0.00105324-0.00104583j -0.0149515+0.00579835j -0.034749+0.00374426j 0.0136147+0.00119212j -0.0179046+0.00502933j -0.00304429-0.00525499j 0.00686237+0.00425593j -0.000792468-0.00482075j 0.0139488+0.00398354j 0.00930563+0.00110101j -0.0101179-0.0115417j 0.0319196-0.00853459j 0.0117838-0.00231704j -0.0209537+0.00619663j -0.0231856-0.00606626j -0.00383959+0.00596158j -0.00160361+0.00406869j 0.00114473-0.0055451j 0.0124846+0.00328406j -0.00839334-0.00175553j -0.00788398+0.0231791j -0.00876355-0.00130987j 0.0174623-0.0107872j -0.00909548-0.0250052j -0.0137678-0.00943399j 0.00147323-0.0172205j -0.0130618+0.0141383j -0.0064806-0.0476419j -0.000540716+0.0142027j -0.0154625-0.0269092j -0.0212214-0.0340425j -0.00501164+0.0047707j -0.00397613-0.0778662j 0.000818252+0.0382517j 0.00356964+0.00300493j -0.0048608-0.00443292j 0.00532939-0.041033j -0.00741877-0.0182888j -0.00134095-0.0149631j -0.00119837+0.0117385j 0.000256224+0.0306033j -0.00162894-0.00269926j -0.00113228+0.00579378j -0.00207538+0.00442267j 0.00268567+0.00415426j 
