-0.0028706+0.00418006j -0.00542346-0.0038447j -0.00552518-0.00263515j -0.00364008+0.00258652j -0.00216316-0.00182062j 0.00354569+0.00192918j -0.00649638-0.000323174j 0.00356728+0.00182283j -0.00371194-0.000281695j 0.00202721+0.00532315j -0.00149566+0.000582214j -0.00246109-0.00172355j -0.00293241-0.000275791j 0.00272838-0.00280592j 0.0017723+0.00337213j -0.00677946-0.00247826j 0.0025732-0.000514151j 0.00113677+0.000448755j 0.000309388+0.00121483j -0.00191785-0.00154041j -0.00185002+0.000396641j 0.000255455+0.00312626j 0.00168864+0.000374836j 0.00170418-0.0024501j 0.00191704+0.00223525j -0.00298536-0.00110128j -0.00413525+0.00184267j -0.0024312-0.00293913j -0.00114992+0.000469553j 0.000486824-0.00378342j 0.000250155-0.000563445j -0.00116395+0.000258892j -6.24508e-05+0.00043743j -0.0018645-0.000817707j 0.00402615-0.000498366j -0.00192399-0.00118539j 0.00110544+0.00032507j 0.000429306-0.000552204j -0.00583871+0.00124678j 0.00368213+0.00440786j -0.00283904+0.000721882j -0.00331068+0.000331318j 0.000589888+0.000521255j 0.00555436-0.0015371j 0.00311216+0.000937028j 0.0066723-0.00323306j 0.00291039+0.00238765j -0.000950354+0.00301414j -0.011316-0.000827543j 0.0075216+0.00135372j -0.000427453+0.00207882j 0.00843687+0.00372044j -0.00693554-0.00115048j -0.0117132+0.00430858j -0.0105385-0.00154562j 0.0129316+0.00772869j -0.00758303+0.00402368j 0.00253208-0.00703159j 0.000577675-0.00947255j 0.00888383-0.000655148j 0.00498412-0.00326846j -0.00704948-0.0044376j -0.00329131-0.000388855j 0.000977648+0.00586104j -0.00189418+0.00301602j -0.00427128-0.0071412j -0.00188362+0.00542161j 0.00250167+0.00421922j 0.00175436+0.00506456j -0.000861155-0.0115999j -0.00636331+0.0900834j 0.0667293+0.0289713j 
-0.00202256+0.00223643j -0.00109499-0.00480593j -0.00422604-0.000599037j 0.00360981-0.0056358j -0.0031727+0.010722j -0.00866282-0.00181554j -0.00306393-0.0060388j -0.000968258-0.0189941j -0.00113501+0.00117938j -0.000487205+0.0144784j -0.0124439-0.0078369j 0.00388004+0.00372894j -0.00713022+0.0144398j 0.00194161+0.0214615j -0.00108989+0.00987363j 0.010903+0.00708417j -0.00549607-0.0284868j -0.00151452-0.00445427j -0.0131472-0.00118957j -0.00231489+0.0257739j 0.0113166-0.0119016j -0.0177726+0.0217701j 0.00721654-0.00402533j -0.016486-0.00140053j 0.00138805-0.0100207j 0.00419115-0.00692419j -0.00564579+0.00785437j -0.0125105-0.00811757j 0.00893074+0.00409373j 0.00581415+0.00570516j 0.00941563+0.00478653j 0.0130903-0.00687325j -0.00326238+0.0112655j 0.00288521-0.00243819j 0.0068791+0.00266665j 0.00533292-0.00943379j 0.00278696-0.00264835j 0.00939368+0.0137178j -0.0183435+0.0058098j -0.00664209+0.0181899j -0.00611603+0.00189141j 0.0125235-0.00599718j 0.0201195+0.0212043j 0.0134885+0.016131j -0.00521632-0.0348848j -0.0234874-0.0266925j -0.00249315-0.0081248j -0.00619138-0.017518j -0.010829-0.0212694j 0.000376168-0.0125711j 0.00272056-0.0220368j 0.0169618+0.0287172j -0.00864835+0.0420672j -0.0172517+0.00928357j 0.00982816-0.0128152j 0.00683591+0.0247935j 0.00911241-0.0143722j -0.000787101-0.0164564j -0.0117115+0.0212111j 0.00229929-0.015312j 0.00817843-0.0266705j -0.00768818+0.00707742j 0.0125704-0.0272666j -0.000413957+0.0151582j 0.00584712-0.0258023j -0.00216963-1.94136e-05j 0.00445935-0.00249664j -0.000896753-0.0174072j 0.00295849+0.00598511j 0.00157273+0.00576525j -0.00102114+0.00264103j -0.000486025+0.00359432j 
-0.000709133+0.0014052j -0.000539184-0.0034261j -0.00254877-0.00197114j -0.000940911-0.000699976j 0.00361849+0.0084943j 0.0022872-0.00595308j 0.00472549+0.0028123j -0.0018273-0.0108565j -0.010255+0.00824752j 0.00167724-0.00446487j -0.00611067-0.00235308j 0.00507027-0.00271451j 0.0179749-0.000849253j 0.008253-0.00536792j 0.00881524-0.00518613j 0.0150217+0.00345431j 0.0180308-0.00776528j -0.00243948+0.00508779j -0.00149114-0.0039378j 0.0114022-0.000355325j 0.00463421+0.0043217j -0.0236-0.00453776j -0.0260247-0.00729706j -0.020146-0.0132062j 0.0020559+0.00994345j 0.00702314+0.0063951j 0.0250105+0.0078984j 0.0076586-0.00350651j -0.022026-0.00276144j -0.0303572-0.00960044j 0.00584306-0.0033083j -0.00787893-0.00124223j 0.0256154-0.00136165j -0.00989514-0.000314765j 0.00151188+0.00617771j -0.00950431+0.00722767j 0.0114605-0.00677506j 0.00892353-0.00706526j -0.00790494+0.0161339j -0.00608188-0.000193251j -0.0262396-0.00202192j -0.00633958+0.0324941j 0.00435354-0.00498709j 0.0171779-0.0370027j 0.015098+0.0113122j 0.0069504+0.00935227j -0.0137075-0.00916449j 0.00279661+0.0113328j -0.0208104-0.0176292j -0.00616363+0.0180136j 0.00628956+0.0251075j 0.0134862+0.00121466j -0.00135174-0.0779336j -0.00722758+0.0213216j 0.0150869+0.00945801j 0.00812931-0.0330466j 0.0050317+0.0111517j 0.00189371+0.0151724j -0.00756807+0.011818j -0.00918642+0.0237817j 0.00400786+0.00581768j -0.00857502-0.0222858j 0.00389755-0.00096878j 0.00591386-0.00831279j 0.00461604-0.00971699j -0.00570259-0.00477678j 0.00380395-0.00268934j 0.00246181-0.00379568j -0.00118972+0.00347974j 0.000411111-0.00330811j -0.000484906+0.00413098j 0.000784399+0.00233226j 
0.00143974-0.00492475j 0.00291499+0.000527273j -0.000869294+0.00446511j 0.00368685-0.000729289j 0.0004759+0.00378912j 0.00435452+0.00301485j -0.000594364-0.000280488j 0.000719651-0.00529408j -0.0022207+0.00711767j -0.00394287+0.00217162j -0.00174249-0.0043793j -0.00245404-0.00530205j 0.00520619-0.0148505j -0.0105764+0.00258819j -0.00293371-0.00877835j 0.0118482-0.000638926j -0.0113339+0.0175766j 0.00817264+0.0190133j 0.00126185-0.005506j 0.0163363-0.0130396j 0.0151875+0.00334334j -0.0242215+0.00237111j -0.0015116+0.00391946j -0.0181445-0.0064438j 0.00635746-0.0111005j 0.0274305-0.00793569j 0.00267947+0.0104996j -0.01938-0.00245525j 0.00808205+0.0119251j -0.00474244+0.00661364j 0.0108227+0.0150992j 0.00146805+0.0172876j 0.000318571+0.00190682j 0.00958244+0.00538507j -0.00333639+0.0195179j -0.00257839+0.0191988j 0.00356957+0.0076855j 0.00312292-0.000345416j -0.0110771+0.00434186j 0.010532-0.00676909j 0.00564286+0.0196001j -0.005076-0.0248047j -0.00136908-0.0146771j -0.000366033+0.0194906j 0.00424278-0.00362548j -0.00470851+0.0246629j -0.00695888-0.0453069j 0.00348061+0.0488689j 0.0119488-0.0170882j 0.00754385+0.0463357j 0.00340861+0.054305j 0.00336234-0.0201311j 0.0113378+0.0374328j -0.00458805+0.0196943j -0.00591962+0.0226844j -0.00993849-0.000490007j -0.000112289+0.0011055j 0.00504872-0.0448619j -0.00838171+0.0205242j 0.000861184+0.0264204j -0.00514744+0.00836317j -0.00241359-0.0254272j -0.00491196+0.0100623j -0.00165252-0.00760751j 0.00459107-0.00480057j 0.0027937-4.00106e-05j -0.000156191+0.00836595j 0.00199368-0.00534776j -6.4231e-05+0.0052552j -0.000809898+0.00401146j 0.00249217+0.0014927j -0.000323303-0.00285947j 
0.000317372+0.000873401j 0.000517405-0.00172525j -0.00248212-0.00272522j 0.00177043+0.00181909j -0.00122859+0.00271958j 0.00215992+0.0090041j -0.0012893-0.00338724j 0.0134693+0.00116228j -0.00419606+0.00390903j -0.00806814+0.00645492j -2.36331e-05+0.000145181j 0.00634318-0.00116732j 0.0106637-0.0178425j -0.0183764+0.00727007j 0.00308793+0.00115995j 0.00327271-0.0073884j -0.0305231+0.019429j 0.0109412+0.00134223j -0.0102279+0.0133673j 0.00859356-0.000848949j -0.0123107+0.0098544j -0.0062283-0.0152188j -0.00630741-0.00332253j -0.00971047-0.000103745j 0.0111947+0.00884149j -0.014416-0.00889124j -0.00705201-0.01524j -0.00608036-0.00615235j 0.00985785-0.0164313j 0.00535741+0.0002499j 0.0119267+0.000156403j 0.0251111+0.0260597j -0.000992418+0.000108619j -0.018503-0.000528664j -0.0167034+0.00147225j 0.00672676+0.00657611j 0.0095523-0.00054114j -0.0107073-0.0242063j -0.0193024+0.0111325j -0.0132038-0.00650136j 0.00374468+0.00467236j -0.0153615-0.00101029j -0.000744832-0.0191803j 0.00646326-0.00191315j 0.0154484-0.0173954j 0.0110796-0.0151721j 0.0091332+0.061058j 0.00458467-0.0187644j 0.0114501+0.0213913j 0.00374018-0.016212j 0.0041012-0.0249138j 0.0228698-0.016411j 0.0139106+0.0120889j 0.00857349-0.0441043j -0.00105907-0.000488057j -0.00136921+0.0172781j 0.00529906+0.017006j 0.00569256-0.00911993j 0.0012384+0.0160583j -0.0042114-0.0136708j -0.000494578-0.0188757j 0.00462268-0.00115355j -0.00526891+0.0233589j 0.000426644-0.000491925j 0.00126543-0.00541473j -0.000334808-0.00863573j -0.00196672+0.00779998j 0.000840284-0.0127894j -0.000604474+0.00306378j -0.0030996-0.0146888j -0.00131568-7.47486e-05j 0.000605638+0.00591485j 
-0.00137279+0.00321293j -0.000502278-0.00244465j 0.0010475-0.00698516j -0.00181966-0.00209409j 0.000389293-0.00627218j -0.00742116-0.000104593j -0.00152992-0.0178772j -0.00146044+0.00324228j -0.00374476+0.00200267j -0.012802+0.00500732j -0.00419229+0.0114281j -0.0122269-0.000993111j 0.0138864-0.0193448j -0.0130407+0.0119685j 0.00885268-0.0132288j 0.0134086-0.00989022j -0.00144299+0.00266891j 0.000674206+0.004969j 0.00295592-0.0093913j -0.00632247-0.0286074j -0.0096027-0.00910516j 0.0204995+0.00388371j -0.00146242-0.0053993j -0.0174686+0.00626738j -0.0169331-0.0163159j 0.00433957+0.0166593j -0.021734-0.0111783j -0.00280966-0.0148567j -0.00843603+0.00752884j -0.0135543+0.00425456j 0.0283215+0.0115485j -0.0261085-0.00390479j -0.00116892+0.0096782j -0.0107057+0.00515299j 0.0144149-0.00677199j -0.0137755+0.00979775j 0.0161912+0.0329838j -0.0118459+0.0287964j 0.00600229-0.00697677j -0.0083821-0.00203495j 0.0143703+0.0129622j 0.00482647-0.00707938j -0.00737758-0.00843014j 0.00805088+0.0163402j 0.0055458+0.0134624j -0.00246034+0.0114615j 0.00319542-0.0221944j -0.0135112+0.0266285j 0.00923743-0.0221997j -0.0117255-0.068947j -0.00374984+0.00155561j 0.00673779-0.0336529j 0.00421003-0.0368858j 0.00706777+0.00498801j 0.00496191-0.00337056j -0.00641448+0.0156263j 0.00759035-0.0388987j 0.0032734-0.00655896j 0.00878793-0.0250319j 0.00588196-0.0242333j 0.00838764-0.0111567j -0.00641149+0.0210252j -0.00182922+0.00682811j 0.00112617-0.00675612j -0.0035634-0.000502758j 0.00172788+0.00193948j -0.00505054+0.00779697j 0.000371174-0.00800618j 0.00130117-0.00124399j 0.000739103-0.000999319j 0.000163297-0.00412761j -0.00206429+0.000855483j 
0.000964636-0.00474971j 0.00129984+0.00201715j -0.00677991+0.00561169j -0.00090981+0.00633505j 0.00451531-0.000673175j -6.32622e-05-0.00639107j -0.00328945+0.00612843j -0.00324145-0.00233941j 0.00927454+0.0036882j 0.0106928+0.00284416j -0.00622601-0.00146913j -0.00242431+0.00230237j -0.0109421-0.0011983j 0.000920619+0.00530097j 0.00880115+0.0115995j 0.018804-0.00716101j 0.0187966-0.0040501j 0.00806196-0.0094584j 0.000112311+0.00914142j -0.00167476+0.0144799j 0.0190722+0.00045487j 0.0164654-0.0146751j -0.000400875+0.00112244j 0.00815952-0.00352773j -0.0302066+0.0148134j -0.0149885-0.00325033j -0.0126959-0.01286j 0.018918+0.0105238j -0.00168569-0.00989131j 0.00297203-0.00065585j 0.0101911-0.00689615j -0.00868513-0.00229205j -0.00313096-0.00956459j -0.0293067-0.00764472j 0.021354-0.00376003j -0.00526448-0.00894526j -0.0161875-0.0107086j 0.015583-0.0156552j 0.00803406-0.010606j 0.0149007-0.0149255j -0.00463724-0.00917851j -0.00315808-0.0258718j -0.00150103+0.00755831j -0.0288142-0.022842j 0.0014445-0.000723467j 6.01482e-05-0.0267285j 0.00255047+0.0266752j -0.00108588-0.0129341j 0.00198878-0.00817542j -0.00153546+0.00208764j 0.0140712-0.0272279j -0.0110777-0.0233974j 0.0116197-0.0276224j -0.0140975+0.0121103j -0.0128926+0.016701j -0.0100895-0.000677687j -0.00391962-0.0126505j -0.00418602-0.0250614j -0.00724734-0.00429715j -0.000568848+0.0228521j -0.00455884+0.000616484j 0.00424763-0.0131688j -0.00169905+0.000249178j -0.00732061-0.00506341j 0.00732977+0.00211548j 0.00446121+0.00878809j 0.000775077-0.000748455j 0.00480426-0.00175847j -0.00251714+0.00364486j 0.00292668+0.00946949j -0.000215287-0.00165491j -0.000532109-0.00126169j 
0.00124586+0.00244797j -0.00231751+0.00288352j 0.000880588+0.000235071j -0.00203597+0.00190498j -0.00106054-0.00379314j 0.00359878+0.00285914j 0.00178649+0.00169202j -0.0068887+0.00382467j -0.0114571-0.000482739j 0.0101066-0.01368j 0.0135458-0.00284323j 0.0210324-0.0154052j 0.0232215+0.00580189j 0.0221089-0.0231611j -0.0104124+0.00185535j 0.00649379+0.0108235j 0.0342332+0.00994459j 0.0253203+0.00267027j 0.0117291-0.00370539j -0.00636242-0.00864018j 0.00671201+0.00368847j -0.0051361+0.004224j -0.040561-0.0051631j -0.0288854+0.00782035j -0.0143717-0.0130083j -0.0243631-0.0104012j 0.0233784+0.00907586j 0.0136907+0.00103145j -0.0117072-0.00198973j -0.00935254-0.00836728j 0.031154-0.00553001j -0.0281218+0.000243945j 0.0024412+0.00416306j 0.0193068+0.00614904j -0.00276749-0.00552676j -0.0127146+0.0120008j 0.00204581-0.00080567j 0.0107752+0.0114618j -0.00545791+0.00514499j 0.0102945+0.0129371j -0.00675801+0.0167682j -0.00326434-0.0232205j -0.00753086-0.00779938j 0.0137976+0.0520943j 0.00238985-0.0245998j -0.00179759-0.0270319j 0.000383304+0.00643459j -0.0163386-0.0226168j -0.0113107+0.026104j -0.0022134-0.0111175j 0.004662-0.062806j -0.010884+0.029283j -0.00579322+0.0436828j 0.00154775-0.0237814j 0.00975945-0.0151541j -0.000316297+0.00553854j -0.00499958+0.000904706j 0.00251869-0.0161367j -0.000387396-0.0106785j 0.000851992-0.0088236j -0.00277204+0.0109143j 0.000863435-0.0100177j 0.00102669-0.0109967j 0.00339157-0.00764841j -0.0021576+0.00747899j 0.00124727+0.00415761j -8.59429e-05+0.000224736j -0.000139884+0.00825662j -0.0020718-0.00351523j 0.00204448+0.00108359j -1.01524e-05+0.00261878j 0.000901149+0.000259137j 
-0.000475711+0.00346011j 4.17607e-05-0.00056079j 0.00144959-0.000765466j 0.00377544-0.000126251j 0.00168142-0.00131584j 0.00463419-0.0117109j 0.00174187-0.0125162j 0.00118959+0.0103778j 0.000642194-0.00695128j -0.0118507+0.00282747j -0.00188721+0.00912765j -0.0155033+0.00471133j -0.00340535+0.0135165j -0.0205233-0.0128908j -0.0106348-0.0144333j 0.0152808-0.00572803j -0.00800546-0.000540161j 0.0181738+0.0167003j 0.00360326-0.00196641j 0.0108428+0.0275765j -0.00418277+0.0054927j 0.0222184+0.00514188j -0.0109005+0.00989799j -0.0192402+0.000161261j -0.0214447+0.00592465j -0.0153297-0.00128282j -0.0300346-0.0151835j -0.000942242+0.00739398j 0.00455954+0.00691364j 0.00175309-0.00549128j -0.00586929-0.00163288j 0.000910245+0.00291695j -0.0166063-0.015339j 0.00639476-0.020534j -0.00487052+0.0102722j 0.000262836-0.0239992j 0.00579326-0.0187688j -0.0214503-0.0160427j 0.00153061+0.0208773j -0.00349923-0.0139393j -0.00641753-0.0122827j -0.00562875-0.0211729j 0.019637+0.0423121j -0.00105861+0.0176715j 0.0114242+0.00443699j 0.00101485-0.0172447j -0.00749975+0.00786889j 0.0104341-0.0223184j -0.00658244-0.0151871j -0.0139903+0.00352368j -0.00410152+0.0105432j 0.0127405-0.0431435j -0.00631896+0.00643099j -0.0130233+0.0272179j 0.0145536-0.00212617j 0.00039429+0.00537484j -0.00142922+0.00043815j -0.00107231-0.0040898j -0.00410513+0.0130052j -0.00643112+0.0321502j -0.00456454+0.0293381j -0.00429537+0.00706805j 6.90158e-05+0.0103764j -0.00267437+0.00810438j -0.00222179+0.00359804j 7.5467e-05-0.00292025j -0.000913859-0.00570958j -0.000912534+0.001429j 0.0017204+0.000331316j -0.000208743-0.0039466j 0.000997156+0.00407633j 0.000578276-0.00188702j 
0.00201519-2.50359e-06j -0.000801905+0.00410478j -0.00606715+0.00335242j -0.00169124+0.00995644j 0.00362351-0.00583994j 0.00638209-0.005481j -0.00265438+0.0126943j 0.00620719+0.00572828j 0.0181659-0.00251606j 0.000329809+0.00200053j -0.0191363+0.00566093j 0.0111074-0.00177773j 0.000598747+0.00123701j -0.00493794+0.00183824j 0.01529+0.00312974j 0.0180712+0.0032299j 0.0114998-0.000253312j 0.0110164-0.0197651j -0.0137254-0.00321323j -0.0325809-0.0140244j 0.0079079+0.00562146j 0.0102317+0.0120852j -0.0275454+0.0016623j -0.0244136+0.00150016j -0.0207678+0.00463867j -0.00263865+0.00356471j -0.0235852-0.00315365j -0.0255967+5.53518e-05j -0.0208243+0.00572256j 0.0134067-0.00647631j -0.00329305-0.0018535j -0.0263712-0.00708116j -0.0178741-0.00254681j -0.0252396+0.0188454j -0.0133467+0.0340578j -0.0112101+0.00178331j -0.00730416+0.00386914j 0.00701096+0.0327708j -0.0265675-0.00649405j -0.00954667+0.0167116j -0.0115917+0.0253952j -0.0183633-0.0372193j 0.00716102-0.0281058j -0.00280544-0.0158198j 0.0156585+0.0281002j 0.00201339+0.0189796j 0.0160499+0.0138032j 0.00219829-0.0278081j 0.00882231-0.0205616j 0.00349799-0.0463508j 0.0145064+0.00832509j -0.00222838+0.00826395j 0.00388812+0.0229734j 0.00814014+0.00437473j -0.00721248+0.0211178j -0.0037895-0.0112554j 0.000778184-0.00834835j 0.00061644+0.00707423j 0.000953106+0.0155319j 0.0014383-0.009569j -0.0012107+0.00412229j 0.00655777-0.0151336j 0.00061296+0.00237652j -0.00225245+0.0174022j 0.00422278+0.00145008j -0.000322467-0.0102903j 0.000988284+0.00251175j 0.00279866-0.00381627j -0.00370795+0.00359971j -0.00113701-0.00892134j -0.00155951+0.00244877j 0.00278113+0.00372358j 
-0.00021532-0.00144299j 0.00105064-0.00185494j -0.00247589-0.00100299j 0.00267168-0.00362341j 0.00106269+0.00378388j -0.00119437-0.0177383j 0.000633565-0.0116142j 0.00460133+0.00216774j -0.00969916+0.00454799j 0.0122785-0.00519355j 0.00824049+0.00177022j -0.000676233+0.00169124j -0.00620381+0.00112118j 0.022366-0.0268995j 0.0127036-0.0167493j 0.012614-0.0177524j 0.0252321+0.00472722j -0.0235158+0.00490905j -0.0148151-0.0112115j -0.0144743+0.0085861j -0.0209799-0.00766631j 0.0251006+0.00963258j -0.0276985+0.00749862j -0.010215-0.00307826j -0.0317351-0.000112862j 0.00551125+0.00315258j 0.00247548+0.00152234j 0.0443018+0.0170888j -0.012557-0.00206972j -0.0106237-0.00512625j 0.00789053+0.014734j -0.0130505+0.0112652j -0.0258896-0.0308872j -0.011942+0.0104061j -0.00064232+0.0139604j -0.0100812-0.0504349j -0.0135618+0.00449102j 0.00334087+0.0218899j 0.0221155+0.00974179j -0.00364566-0.0251935j -0.0169667-0.00928223j 0.00223453+0.014638j 0.00535106+0.0163937j 0.00450081-0.0281729j -0.0102138+0.03197j 0.00675421+0.0286387j 0.0113738-0.0614243j 0.0137418+0.00378812j 0.00285196-0.00197155j -0.00818396+0.0517662j 0.00668019+0.0104547j -0.00673564+0.00291366j 0.00242161+0.00201998j -0.00927505+0.0219423j 0.000395976-0.0163471j 0.000158222-0.0125024j -0.00455722+0.0403199j -0.00136194+0.0234719j -0.00306451+0.0117141j -0.00305419-0.0019621j -0.00431005+0.00813928j -0.000318097+0.011318j -0.000394871+0.00209558j -6.17039e-06+0.0115832j -0.000422455-0.00179681j -0.000509293+0.00232844j -0.000804494-0.0122537j 0.00216627-0.0114949j -0.000274546+0.00231541j -0.000203423-0.00843331j 0.000481925-0.0025258j 2.62544e-05-0.000379783j 
-0.000380664+0.0030151j -0.00116124-0.000119685j -0.00354373-0.00255909j -0.00200814+0.00534862j 0.00726454-0.0021122j 0.0085104-0.0227256j -0.000282486-0.00434157j -0.00536288+0.0105784j 0.0096175-0.0109346j 0.00648048-0.0103453j -0.00888645+0.0189578j 0.0209746-0.00321974j -0.00010464+0.012485j -0.0146211-0.0216161j -0.00743397-0.0118771j -0.0233479+0.00184306j -0.0262431+0.0109624j -0.0142912+0.00895595j 0.0066285-0.0174295j 0.00462635-0.0204344j 0.00204893-0.0100965j -0.0114238-0.00110401j 0.0137458-0.0046485j 0.0488185-0.00521414j 0.0149318+0.00153176j 0.0431022+0.0190206j -0.00396039-0.00395417j -0.0387561-0.00541901j 0.00117706-0.00829659j 0.00662373-0.0106723j 0.00745031-0.0159894j -0.0115275-0.004549j -0.00467927-0.0204794j -0.00119452-0.00109562j 0.012414-0.0135576j 0.0109415+0.0273774j -0.0166868-0.00156582j 0.00308707+0.0226781j 0.0171492+0.0239193j 0.00704833+0.00830319j 0.00859414+0.027855j -0.0161607+0.0322394j -0.000783404-0.0245249j 0.0133818+0.0114467j 0.00246014-0.000870059j 0.0036729+0.019736j -0.00547328-0.01803j -0.000447907-0.00907867j -0.000217907-0.0418064j 0.00205618-0.0207205j 0.00662036-0.0348107j 0.00164166-0.0152285j -0.00216404+0.015095j -0.00921845+0.0132545j 0.00748833-0.0201265j -0.00335829+0.00371183j -0.00237626-0.00933948j -0.000409728-0.00684706j -0.00316795+0.000671612j -0.00351945-0.00094146j -0.00491733+0.0164299j -9.11528e-06+0.00811355j 0.00227595+0.00449671j -0.000441485+0.00349069j 0.000315592+0.00553047j 5.09249e-05-0.00029163j -0.00179684-0.0117586j 0.00339568+0.00333463j -0.00201929-0.00175163j 0.0022641-0.00447024j -0.00128636+0.00102832j 0.000627218+0.00122087j 
-0.000139257+0.00490931j -0.00458152+0.0030666j 0.00196765+0.00065801j -0.00807407+0.00225656j 0.00318274-0.0189712j -0.00470388+0.0107697j 0.00246914+0.00361758j 0.0012809-0.00619342j 0.0160543-0.00174239j -0.00743907+0.00647439j -0.00880586+0.0121126j 0.00306771+0.0056294j -0.00962793-0.0254497j -0.00351289-0.00819917j 0.00118598-0.0120921j -0.0107414-0.000501407j -0.000366457+0.0122318j 0.00676852+0.0181344j -0.00501347+0.00947646j 0.00344449+0.0143075j 0.000866363+0.0211071j -0.0024629+0.00580856j 0.0171727+0.00759862j 0.00332785+0.000448347j -0.00410484+0.00294962j 0.000157879-0.00558808j 0.00448427+0.000846935j -0.0148526-0.00985443j -0.018151-0.00283369j 0.0325802+0.00933411j -0.0182615+0.0104569j 0.0064874+0.0197919j 0.00331412-0.00654063j -0.00655325-0.00385885j 0.0043548+0.02743j -0.0024123-0.0202479j 0.00560148-0.010977j -0.00495433-0.0257861j 0.0111083+0.021296j -0.00216065-0.0301996j -0.012391-0.0238447j 0.0100348+0.0141977j 0.0110817-0.00301241j 0.0204338+0.00181612j 0.00526222+0.0263631j -0.00819487+0.0248008j -0.0132653-0.00835524j -0.0183446+0.00504766j -0.0142147-0.0123895j -0.0098845+0.0284308j -0.0132847+0.0309517j 0.010345-0.0081796j -0.00991809-0.00272857j 0.00766054-0.0120902j 0.00696743+0.00258113j 0.0129867-0.0207162j 5.81636e-05+0.0210863j -0.0024892-0.0111363j 0.00247556+0.00555229j 0.001765+0.00917096j 0.0107641-0.0106556j 0.00166355+0.00034656j 0.00528607-0.00216664j 0.00457423-0.00911995j -0.000185402+0.00505165j -0.00321303+0.00675175j -0.00206894-0.00243189j 0.000850982+0.00797149j -0.00184357-0.000126865j 0.000241825+0.00459307j -0.00166091-0.000166136j 0.000811313+0.000288992j 
0.000362142-0.000980706j 0.000590944+0.000426427j -0.00440793-0.00816919j -0.00263433-0.00206575j 0.00348812+0.00409584j -0.005427+0.00353636j -0.00624298-0.0264034j 0.00256406+0.00928606j 0.00602323-0.00780391j 0.0186617-0.00381857j 0.00227935+0.0208888j 0.0233351-0.00924204j -0.0184504-0.000747345j 0.0168729+0.0206864j 0.00581482-0.0133288j 0.00673146+0.00105916j 0.0105183-0.00260675j 0.0260574+0.0300184j 0.0068581+0.00808147j 0.0278278+0.0148191j 0.0342493-0.0039175j -0.0220493-0.018912j -0.0112924-0.0002251j 0.00210819-0.000271678j 0.00470126-0.0117645j 0.0136237-0.00752549j -0.00616378-0.000469097j 0.0148912-0.0118157j 0.00486483+0.00877956j -0.0307003+0.00739786j 0.0101213+0.0100475j 0.00227285+0.00032427j -0.00975993+0.0205174j -0.0215551-0.033259j -0.0116242-0.00576423j 0.00742849+0.00912313j -0.014017-0.023937j 0.0258637-0.0184565j 0.00405727+0.0359167j 0.00306273-0.018619j 0.011329-0.00944321j 0.0154297+0.00522665j 0.00401504+0.0154078j 0.00856226+0.0295281j 0.0183278-0.0384286j -0.00114183-0.00558732j 0.0106538+0.00240755j -0.00588819+0.0119922j 0.0226325+0.000419027j -0.0125612+0.00234118j 0.00388529+0.0221491j -0.0112566+0.0204111j 0.00741458+0.0030755j -0.00256964-0.00891384j -0.00049147+0.00619593j -0.00844335+0.00347546j -0.00570771+0.0167996j -0.00116122+0.0158532j 0.00790249+0.0061772j 0.00295206-0.0137152j -0.00261971-0.0103921j 0.00465801+0.00721442j -0.00396374+0.00854401j -0.00298269+0.00639194j -0.00139928-0.00446308j 0.00364836-0.00321391j -0.00427176-0.00256864j 0.00219654-0.0127557j 0.000351084-0.00349651j 0.00227238-0.0078971j 0.000482416-0.00629155j -0.00186319+5.91776e-07j 
