0.0349484+0.0125679j -0.0379223-0.00855216j -0.051549+0.048856j -0.0404788+0.0118654j -0.0193917-0.010383j 0.00190591-0.00937628j 0.021463+0.00330837j 0.0755439-0.000187277j 0.0182454-0.0244524j -0.0143127+0.00353903j -0.000557983-0.019643j -0.0194759+0.00410285j -0.00701931-0.00192998j -0.00111412-0.0325029j -0.0128162-0.0048833j -0.0182218+0.00250357j -0.00737472+0.000265244j -0.0532657+0.00132587j 0.016041-0.000776039j -0.00111114-0.00695322j -0.0325623+0.00161571j -0.0257802+0.0115771j 0.00991296+0.00179641j -0.000962421+0.00108747j 0.00604323-0.00143164j 0.0077081+0.00566064j -0.00196744-0.00566759j -0.00156452-0.0064361j -0.00121231+0.0184749j -0.00944709-0.00759662j 0.000490335-0.00650964j 0.00713989+0.00942587j -0.0384569-0.0209727j 0.021529+0.0155883j -0.0150878-0.005323j -0.0178687+0.0217024j -0.0141516+0.00911048j -0.0164682+0.0123024j 0.00889631-0.0177735j -0.0103731-0.00698408j -0.0322678+0.015738j 0.000193398+0.00605248j -0.0138472-0.0106183j -0.00167217+0.00522897j -0.00208542+0.000631425j 0.0170584+0.0177252j -0.0113471-0.000618663j 0.0407081-0.00955666j -0.0267448-0.0217835j 0.0336652-0.0002669j -0.0203421-0.0134997j 0.0125799-0.011199j -0.00407036-0.0096225j 0.00151638-0.00190824j 0.000704899+0.000497221j 0.00168924-0.0178635j -0.0437688+0.0227187j 0.00901653-0.00825821j 0.0176003-0.0107116j 0.0160257+0.0284889j 0.0234975+0.00451891j 0.01734-0.0112807j 0.00459932-0.00720273j -0.0026676+0.00518315j 0.0468034+0.00544375j -0.0326221-0.0174817j -0.0162102+0.000317701j 0.0146707-0.0162029j 0.00314466-0.00325409j -0.00973877-0.0451252j -0.0320217+0.00276102j 0.0378278-0.00380484j 0.0309189-0.0350583j -0.0590152-0.00458885j 0.0351456-0.00385826j -0.052311+0.0122663j 0.0224069+0.0137236j -0.0081022+0.0384721j 0.0165386+0.00543399j -0.023123-0.0324909j 0.019157+0.0333918j 0.0192477+0.0165653j 0.0406236+0.0504246j -0.00447812-0.0113916j 0.0208741+0.0195648j -0.0100416-0.0155813j 0.00966573-0.00270672j -0.0106535-0.00171822j -0.0654577-0.0631341j -0.0218733-0.0183384j 0.0126909-0.0742672j 0.0053848+0.013415j 0.0091815+0.000369147j -0.132641-0.102099j 0.0177367-0.0811659j -0.157177-0.0886228j -0.00718158-0.0574957j 
-0.0163115+0.0244303j -0.0281157+0.0037866j 0.0288478-0.0119552j 0.0148072+0.0514792j 0.0173431-0.00926403j -0.0475728+0.00834325j 0.0165743+0.0138264j 0.0652707-0.0218779j -0.0445895-0.0540005j 0.0349653-0.0529476j -0.0773549-0.0496333j -0.0341478+0.0135297j -0.0181907+0.0150213j 0.0722794-0.064437j -0.0168572-0.0118622j 0.017499+0.0140963j -0.00751148-0.0247258j -0.0624239+0.0152499j -0.00104334+0.0230195j -0.0227984+0.0229912j -0.024671-0.00774174j -0.00167039+0.0455926j -0.00805892+0.0485843j -0.0181019+0.000451885j 0.00252522-0.0327018j -0.0144394+0.0618978j -0.00407115+0.0522303j 2.79795e-05-0.00349403j 0.00958273-0.085944j 0.032585-0.0522687j -0.0564391+0.0725944j -0.0445193-0.0433832j 0.0242117+0.0389819j -0.101734-0.0376016j 0.0142669-0.0329527j -0.00851473-0.0719137j 0.00829959-0.0322143j -0.0770035-0.0352605j 0.00836194-0.0143152j -0.0535183+0.00502092j 0.0113499+0.0104023j 0.0626326-0.0749234j 0.0485814+0.113543j 0.0118436-0.0189785j 0.0344735+0.0240891j -0.0166933+0.0238661j -0.0519628-0.0913289j 0.0282585+0.0649609j -0.0990046-0.0377295j 0.0509026+0.0128148j -0.0495727+0.0403648j 0.0988263-0.171332j -0.0507512+0.0362629j 0.0254059-0.0667596j -0.114897-0.0500141j 0.0744796+0.105614j 0.0184451+0.0183535j 0.00156463+0.0411588j -0.0281614-0.0334146j 0.0263443-0.0551291j 0.0387257+0.011067j 0.0565383+0.0237108j 0.0468488+0.0336941j -0.0370786-0.0836013j -0.0924516+0.0213459j -0.0202094+0.0880724j 0.0224651+0.119797j -0.0470085+0.0287085j 0.0940751-0.068213j 0.0888807-0.000419311j -0.0171184+0.0876876j 0.0793568+0.0169339j 0.037674-0.0726661j -0.0227029+0.0877154j 0.0810659-0.0390077j 0.0453805+0.0246041j 0.084302-0.0190082j -0.0735165-0.00861348j 0.0358392-0.0471149j 0.00221022-0.024391j -0.0105708+0.00150532j -0.026979-0.0118476j -0.00969153-0.0586784j 0.045331+0.00755797j -0.0337734+0.0344284j 0.00369375+0.0358866j -0.0224097+0.000747109j 0.0406081-0.0373732j 0.082879+0.0410661j 0.0807352-0.0382945j 0.0388473-0.0574421j -0.00113344+0.0360582j 0.0123327+0.0225527j -0.0228812-0.00846725j 0.00958308-0.0272942j -0.0151678-0.0191328j -0.0342039+0.0187484j 
0.017945+0.0115711j 0.0303419-0.0276986j -0.0390923-0.0512199j 0.044399-0.0751108j 0.020565-0.0182821j -0.0128485+0.0389716j 0.0539091-0.000882768j -0.0590495-0.0497332j -0.0457776+0.00714509j -0.0424298-0.0297238j -0.0383901+0.0165608j -0.0189207-0.016015j 0.0211931+0.0143301j -0.0429342-0.0402666j -0.0413659+0.0348887j 0.0040441-0.00862574j -0.0109579+0.00969178j -0.0137848+0.0411521j -0.00342842+0.00199773j 0.00200208+0.0286785j 0.0120659-0.000852985j 0.0458919+0.00168403j -0.00922752+0.0239375j -0.0553086+0.0255498j 0.0517038+0.0162749j -0.00844376+0.0338388j -0.00787779-0.0130479j 0.0346591+0.00288312j 0.0298923-0.0713039j -0.00823427+4.92299e-05j 0.0073844+0.0161696j -0.0318088+0.00410891j -0.007144+0.0111139j 0.0271314+0.0241627j -0.0286859-0.0773754j 0.0122882+0.0377247j 0.0186804+0.0686059j 0.0263456-0.00491951j -0.0495323+0.0358486j -0.0150943+0.0583535j 0.0355977-0.0463173j 0.036704-0.0479207j 0.116839+0.0318342j 0.0377039-0.0622598j 0.048545+0.00262215j -0.0336823+0.033249j 0.0225798-0.123437j 0.00554105-0.0247611j -0.116165+0.0345642j 0.0386938+0.00671308j -0.0356235+0.048698j 0.0760127-0.0413594j -0.0518921+0.0501611j -0.00174228+0.00238375j 0.00787582+0.0494014j -0.0640596-0.064265j -0.0321759+0.0163328j -0.0637955-0.0612751j 0.000619765-0.0590921j 0.17792+0.0608502j -0.0214152-0.0488517j -0.00422109+0.0445111j -0.0234326+0.048293j -0.00325194-0.0545491j 0.00859984+0.00899287j 0.0721681-0.0698222j 0.0332409-0.0367205j -0.119404+0.0906945j 0.0237149+0.0385129j 0.116106+0.0248589j 0.0581658+0.0561244j 0.0235448+0.0107527j -0.0629762-0.0639305j 0.00960392+0.0148934j -0.0290756-0.0112377j -0.0128708-0.158546j 0.0655542+0.00559912j 0.0583029+0.00548997j 0.0192272+0.0104213j -0.0683326+0.0438996j 0.0229416-0.0361496j 0.0690149+0.00386651j -0.0844927+0.022334j -0.0235138-0.0254625j -0.0063056-0.00238111j -0.00716854-0.0917964j 0.0254325+0.0173468j 0.0695737+0.0120832j -0.0299119+0.112886j 0.0535244-0.0161508j 0.0298575+0.0254197j 0.026934+0.0505746j 0.0581369+0.000449043j 0.0351446-0.00307777j 0.017194+0.0417584j 0.012683-0.00495895j 0.0265434+0.00136125j 
0.0059513+0.00425154j 0.0392999+0.00962316j -0.0334577-0.0386745j 0.0371677-0.0535878j 0.00888134+0.0448655j -0.0130892+0.0164318j -0.027494+0.0112007j -0.0229891+0.0871504j 0.110353+0.0151077j -0.0334233+0.0241276j 0.0340001-0.000543401j 0.00994209-0.0323668j 0.0305889+0.00759073j 0.00496587+0.030643j 0.0051306-0.0130199j -0.0113843-0.0391336j 0.0674273-0.00520754j -0.00721279-0.0285141j -0.0130203-0.0203783j -0.0295095+0.0242013j 0.0380082+0.0051689j -0.0262939+0.0118425j -0.0195056+0.00979353j -0.0262034+0.016313j -0.0199875+0.00707748j -0.0336396-0.0178037j -0.0236474+0.00161379j 0.00725735+0.0283458j 0.0292656+0.052925j 0.0133479+0.0500458j -0.0574516-0.0188905j -0.0240656+0.0103088j -0.0187027-0.0198358j 0.029843-0.00739861j -0.0551179+0.00462894j 0.0125564+0.0257938j -0.0504255+0.0295098j 0.00412229+0.0264456j -0.0268635+0.0473114j 0.0359215+0.0258377j -0.0066988-0.0423838j -0.075735+0.00573496j -0.0916667-0.0398294j 0.0275602+0.0324575j 0.0380846-0.00253908j 0.0253934+0.0229598j 0.0708246+0.0854703j -0.00579469-0.0415337j 0.045976+0.0866438j 0.0407988+0.00157391j 0.044257+0.0104444j -0.132609+0.0678451j -0.026425-0.0675557j 0.0294237+0.026517j 0.0282112+0.0858619j 0.0251374+0.0528391j 0.00570259-0.0544031j -0.0203993-0.0367683j 0.0570081+0.0494559j 0.0419995+0.102977j -0.0564892-0.00953992j 0.0687355-0.0641021j 0.0372479+0.0321563j -0.0731925+0.0916281j -0.127033+0.0352644j 0.0113961+0.0469479j -0.0107163+0.11957j 0.0652274-0.0688573j -0.0108536-0.0547532j -0.0977853+0.0427689j -0.00949939-0.0241311j 0.064972-0.00646018j -0.00427439+0.0457404j -0.0365499+0.111174j 0.0195258+0.035593j -0.0768161-0.065354j 0.0339409-0.0192376j -0.0177275-0.0930631j 0.00548804-0.00642484j -0.00907862+0.0517241j -0.0229412-0.0515309j -0.0286035-0.0168606j 0.0315066-0.0267814j 0.0129384+0.0113229j 0.0046856-0.0463382j 0.0434422+0.00514324j -0.0144551+0.0245874j -0.0166195+0.0734434j -0.0612226-0.0331726j -0.0529178-0.0171856j 0.0101191+0.0146829j -0.0516201+0.0154666j 0.0404918+0.0210393j 0.0315726-0.00300711j -0.0159767+0.0782754j -0.00340011+0.0209933j 0.0354764-0.000544807j 
0.0299619-0.0364366j -0.0364682+0.0154965j 0.0230662+0.0760963j -0.0702174+0.0104852j -0.00570786+0.0126506j 0.00633599+0.0147748j 0.0142886-0.0345895j -0.04712-0.0571321j -0.0232662+0.0540158j 0.0359345-0.00959883j 0.0273396+0.0024924j 0.000318975-0.0156508j 0.00261826-0.0120611j -0.0344044+0.0124699j 0.00603141+0.0356763j -0.0115598-0.0238112j -0.00267903+0.0316258j 0.0378629-0.0195728j 0.00785227+0.0400743j -0.00684432-0.00742679j -0.00364439-0.00257791j 0.0363414-0.0138796j -0.0158633+0.011247j 0.00730081-0.026244j -0.00919969+0.0264742j -0.0165955+0.000744094j -0.00433903-0.0283154j 0.00961718+0.0019447j 0.0346011+0.0376309j -0.0160376+0.00784945j 0.0175176-0.0217617j -0.0346733+0.0276005j 0.0427408-0.00473083j 0.0375095+0.0164513j -0.00804236+0.0225093j 0.0088198+0.0264384j -0.0250499+0.0158883j 0.0238747-0.0284989j 0.0235236-0.015496j 0.0142619-0.0145792j -0.0402841-0.0216164j 0.0290747+0.00239945j 0.012543-0.0254218j 0.00776413+0.028196j -0.014386+0.0330123j 0.00162792-0.0246086j 0.00794171+0.0143729j 0.013857-0.0464097j 0.0272639-0.028779j -0.0466664+0.0261622j -0.0376786+0.0144937j 0.0152098+0.0229607j -0.0146399+0.00367156j -0.0289659-0.0261138j 0.00589199+0.0208148j 0.00232168-0.0828906j -0.00344151+0.00280964j 0.0275093-0.00122016j -0.0297904-0.0111065j -0.0150005+0.0568588j 0.00909388+0.0171j 0.0119084+0.0232999j 0.0486919+0.0352115j 0.0479349+0.0115812j 0.0108461+0.00326536j -0.0122016-0.0368546j 0.00996731+0.00157303j 0.0006737-0.00625868j -0.0508251+0.0126403j 0.0451641-0.0278956j 0.0257831-0.000716736j -0.0280216+0.0731501j -0.076028+0.00365706j 0.047203-0.025135j 0.0132654-0.00300476j -0.0333527-0.0511078j -0.0131508-0.00779594j -0.0169488+0.047897j -0.0720249+0.0566984j 0.0495686-0.0417735j 0.0249177-0.00608309j 0.00254405-0.00605357j -0.0278042-0.00374365j -0.013675-0.00250916j 0.0122678-0.0641182j 0.0082724-0.0472143j -0.0159774+0.0434759j 0.0251386+0.0278389j -0.0870429+0.0157734j 0.0402475+0.0643913j -0.0370871+0.0351834j 0.000893175-0.00523541j -0.00923588-0.0063497j 0.0146149-0.0181562j -0.0104106-0.00828351j 0.00646249+0.011183j -0.00865433-0.00135919j 
-0.0224811+0.0167256j -0.00476883-0.00573137j 0.00847745-0.0500393j 0.0194988+0.0291561j 0.00562972-0.00258735j 0.0212123+0.00260109j -0.021906+0.033262j 0.0510369+0.0185267j -0.0164151-0.0395281j 0.000697651+0.0268016j -0.0196334+0.0015286j 0.032715+0.0114147j 0.0426413-0.000110121j 0.0160825-0.00148556j 0.0107558+0.0139975j 0.0161155-0.0159065j -0.0131312+0.00615032j 0.00605036+0.00798722j 0.0030383-0.017897j -0.0139723-0.0154792j -0.0152702+0.00981648j 0.0224681-0.0255844j 0.00742428-0.00162236j -0.0200229+0.00511854j 0.0645029-0.0204988j 0.0265075-0.0209341j -0.00827581-0.0129642j -0.0255668-0.0447491j 0.0276572-0.0240935j -0.00544107+0.0120018j 0.0290658-0.0410306j 0.0531522-0.0283642j 0.0157662-0.0106095j 0.0241784+0.0243394j 0.027332-0.00805515j -0.0118037-0.000633279j 0.0209471+0.0158512j 0.0412656+0.019055j 0.0135722-0.0154227j 0.0131772-0.00303571j 0.014886-0.038418j 0.00539373+0.0421497j -0.0161757-0.0116296j 0.0330573-0.00859742j 0.00326256-0.0405398j 0.0121127+0.0156188j 0.0499361-0.00783076j 0.00876458-0.0328175j -0.00607051+0.0167447j 0.0354383-0.0537427j -0.0207728-0.030032j -0.015352+0.0400122j -0.0153715+0.0189866j 0.0430208+0.00717161j 0.0407452+0.0421238j -0.0148185-0.0279923j -0.0709813-0.0346476j -0.00370769+0.0390789j -0.0349994-0.0224455j -0.00630965+0.0143646j -0.0123674+0.0189672j -0.0383568-0.0371179j -0.0146445+0.0359918j -0.0254835+0.0326884j -0.00952749+0.0797593j -0.0141643-0.00303949j 0.0187201+0.00153383j -0.0654381+0.0465093j 0.0835243-0.0730986j 0.0240581+0.0313146j -0.028229+0.0217847j -0.0722601+0.0495582j 0.0471376-0.046586j 0.0136553+0.0370636j 0.0219763+0.0826187j -0.0119782-0.0386013j 0.0225287-0.0332274j -0.0018973-0.00445946j -0.029067-0.00967273j 0.0111803+0.0717757j -0.0212155-0.0443627j 0.0510301-0.0275798j -0.0346858+0.00260509j 0.0622427-0.0112445j 0.0137753-0.0024994j -0.0322864-0.046221j 0.0127175+0.0598611j 0.0517002-0.0366442j 0.0401215+0.00605505j -0.0760791-0.0105059j -0.0256005-0.029812j 0.049492+0.0221455j 0.0372929-0.0343936j 0.00241898+0.0653825j -0.0384024+0.00542342j 0.0188402+0.0095624j -0.0307806-0.0138118j 
0.0051285-0.0103899j -0.00977885-0.0105963j -0.00709017+0.0197427j -0.0302297+0.00210653j -0.0338154-0.00105363j -0.0120447-0.0325293j 0.00272629+0.0100221j -0.0363068-0.0506845j -0.0340589+0.0294212j 0.0286301+0.00866191j 0.0464839-0.0170761j 0.0439524-0.0350222j 0.00678614+0.0219826j -0.00841919-0.00555528j 0.0381342+0.0226622j 0.0454666-0.0205166j -0.0110502+0.0207933j -0.0641751+0.0404966j -0.0096677-0.00957545j -0.0181319+0.00889179j -0.0075039-0.0112784j -0.00251938-0.01424j -0.0436035-0.0289388j 0.00443937+0.0278489j 0.0297625-0.0393148j -0.0140253-0.0078597j -0.0206084-0.00503243j -0.0230774-0.00745332j -0.00798758+0.0463544j 0.0373292-0.0153307j -0.029652-0.00433518j 0.027511-0.0410603j 0.0266849-0.0174242j -0.0257448+0.000577609j -0.0523318-0.014033j -0.00994532+0.040611j -0.0282787-0.0598762j 0.018074+0.0429833j -0.0248652+0.0172752j 0.00922452-0.00274085j -0.0088272-0.0111203j 0.0260396-0.0262902j -0.0363839-0.0815811j 0.0267973-0.0399475j 0.0729061+0.0567421j -0.0689154-0.0471175j -0.0333804+0.0267343j 0.00756231-0.0226173j 0.052296+0.0258631j 0.0243012+0.0263482j 0.0370087-0.0638807j -0.082227+0.0341525j 0.0622077-0.042817j -0.0145007-0.0384359j 0.0119722-0.0067176j -0.0174711+0.0549785j -0.00293304-0.0281663j 0.00267668-0.024566j 0.0277569+0.00157699j 0.0520253+0.0528469j 0.0793793-0.0728759j -0.0364073-0.0287435j 0.0746114+0.0786699j -0.0493163+0.0470829j -0.0139228-0.0203994j 0.00677183-0.0313468j 0.0632924-0.0488173j 0.0534748-0.0518548j -0.0615032+0.000678219j -0.00436433+0.0838676j -0.0394586-0.000803927j 0.0428867+0.0141574j 0.00198656+0.0431594j -0.105065+0.0586101j -0.0242322-0.0328745j 0.0336653+0.00106172j 0.00235046+0.0224155j -0.0197954+0.0648727j -0.0166898-0.0196997j 0.0132567+0.0261317j -0.0473227+0.00252612j -0.00886163-0.0144883j -0.0192936-0.109516j -0.0355448-0.0458323j 0.0699058-0.0031889j -0.0479723-0.0120955j 0.0164686-0.0448289j -0.0107797-0.0587565j 0.0246567+0.0242249j 0.034299-0.0374508j 0.0163237+0.00954273j 0.0119549-0.0235704j -0.0510583+0.00400869j -0.0253367+0.00169929j 0.00621876-0.00631794j 0.0110239+0.0111404j -0.0101872+0.00840692j 
0.0282789-0.000966097j -0.00716122-0.0151421j -0.038832+0.0599255j -0.0336132-0.0175987j 0.0171152-0.00263801j 0.00661122-0.0123744j 0.0497277+0.00379401j 0.0575886-0.0461939j -0.0458508-0.0242065j -0.00163631+0.0177873j -0.0395013+0.0613065j -0.0160962+0.0185539j -0.0250048-0.0210409j -0.038075-0.0620236j -0.0293875+0.000222733j 0.0376015+0.0658384j -0.020338-0.00524512j -0.00306467+0.020098j 0.0232159+0.0481086j 0.000428918-0.010193j 0.00212079+0.0191156j -0.00368791-0.0146437j 0.0107768+0.0151871j -0.00269796-0.0148274j -0.0197223-0.0185765j 0.0209068-0.0210491j 0.0175-0.00998647j 0.0231251+0.0364557j 0.0239361-0.0175192j -0.00218925-0.056255j 0.0527846+0.0260322j -0.0130763+0.0269069j -0.00438394+0.0382714j -0.0247709+0.0175213j -0.0350615+0.0758496j 0.0118378+0.0338978j -0.0184363+0.0170764j 0.00487794+0.0166298j 0.0148091-0.0213236j 0.00877122-0.0395998j -0.0184104+0.0467021j -0.0222353-0.0124855j -0.052261+0.0281394j -0.00399251-0.012977j 0.0310119-0.0167576j 0.00234928+0.00622961j -0.00947938-0.0139797j -0.00241337+0.00334824j -0.0221184-0.0494573j 0.026491+0.0180127j -0.0430626-0.00768176j 0.0504296+0.00134226j -0.0663039+0.00776668j -0.0473162-0.0112725j -0.0103333-0.0142021j 0.00341283+0.0353911j 0.0223619+0.00950047j -0.0283085-0.106161j -0.00805332+0.0107475j 0.0274176+0.0229354j -0.0290579-0.0100165j 0.0414391+0.070552j -0.00231748+0.021599j 0.011706-0.0784166j 0.00946886-0.0283502j -0.0371293+0.001601j 0.00182415+0.0688404j -0.0216819-0.0705596j 0.014757+0.0101601j 0.00533246-0.123925j 0.0248613+0.0308678j 0.0704399+0.0196275j -0.0322761-0.0217153j 0.00640377-0.0392102j 0.098611-0.0421613j -0.115182+0.0673438j -0.00356989+0.0488696j -0.0553963+0.0618311j 0.0327169+0.0254962j 0.0317502+0.0180226j -0.0674769-0.0687326j 0.00652189+0.00184752j -0.0139679-0.0178187j -0.0224374+0.0104927j -0.000405972+0.00279531j 0.044821-0.0221582j -0.0171041+0.0231293j 0.0393999+0.0642059j -0.0159198-0.050544j 0.00781298+0.0347341j -0.0112198-0.0464881j -0.0339788+0.0345924j 0.0434374+0.0154396j -0.0481887-0.0161839j -0.000894679-0.0644678j -0.0288741-0.0171445j -0.0288643-0.00599842j 
0.00468629-0.00935092j -0.027023+0.0147652j 0.00335256+0.0382017j -0.0371587+0.0340931j 0.00665553+0.0138633j 0.0411379+0.0102027j -0.0226702-0.00746999j 0.0382962+0.0345946j 0.0153152+0.000626002j -0.0185197+0.041813j 0.0425446+0.0230832j 0.0159131-0.0153243j -0.0267215+0.00156101j 0.023776+0.0614533j 0.00681004+0.0273032j -0.0455075-0.0266415j 0.00237736+0.00262383j 0.0460128-0.0760557j 0.0117334+0.00708658j -0.00977257-0.0168044j -0.00537375-0.0233586j 0.0184997-0.0108559j -0.0122144+0.0201527j -0.0328843+0.0128617j 0.00119346+0.0105387j 0.0100198-0.0144638j -0.0451709+0.0010843j -0.00114539-0.00717922j -0.0161496-0.00848936j -0.0257867+0.0126023j 0.0432107-0.0524829j -0.0190861+0.0292078j -0.000863889+0.00621822j 0.0748376+0.00894296j 0.0889685-0.0025004j -0.0300793-0.0454392j -0.019075-0.0268482j -0.013645+0.00215976j 0.0323402-0.00582538j -0.0203125+0.00500688j -0.0222902-0.0068237j 0.0237601-0.00499758j -0.0201987-0.00647588j 0.0266229+0.018641j -0.0399217-0.00297282j -0.03288-0.00870296j 0.0613533+0.0010199j 0.0602489-0.0395561j 0.0126072-0.0068219j 0.00104248-0.0391753j -0.00863154+0.050158j -0.0280182+0.035772j -5.24848e-05+0.0157265j -0.0564157-0.0204058j -0.0260025-0.027259j 0.00359656-0.0119738j -0.0413952+0.0113797j 0.0661838+0.0231274j 0.0187957+0.0451133j -0.0384686+0.00597671j -0.0144982+0.00477569j -0.0390279+0.0294962j 0.0291379+0.000781527j -0.0405353+0.000185007j -0.0430221-0.0505411j 0.038766+0.0191621j -0.0534543+0.0332474j -0.0521365-0.00656992j 0.0105583-0.0257145j 0.0680132-0.044906j -0.0330428+0.0779594j -0.0469565+0.00999714j -0.0346055-0.0305401j 0.0286262+0.0463244j -0.00766504+0.0723978j -0.00158176-0.00583624j 0.00895659+0.00250047j 0.0220889+0.00822236j -0.0258803-0.0367386j 0.0441796-0.0424418j -0.0187213-0.0777345j 0.0125969-0.0575342j -0.00523138+0.0517496j 0.00832512+0.0148354j -0.0320845-0.0172009j -0.0258075-0.0584808j -0.00409823+0.0891921j 0.0966821+0.0167557j 0.0122895+0.0346163j 0.0326304-0.0131687j -0.0142416-0.0330553j 0.0282589+0.0272746j 0.0654173-0.00772291j 0.0261644-0.0160672j 0.00432067+0.0268474j -0.00294481+0.00411643j -0.000946757+0.00138746j 
-0.0293905+0.0265134j 0.0429162-0.00664636j -0.000873922-0.0760182j 0.0859955-0.0285786j -0.0450542-0.00871184j 0.00974559-0.024023j 0.00750367+0.0658522j 0.0183859-0.0221434j -0.0510606-0.0310983j -0.0157587+0.0571181j 0.0269724+0.014114j 0.0133578-0.0308901j 0.0256987+0.0159629j -0.00363357+0.00976083j -0.00309493+0.00232721j 0.0128315+0.0244743j 0.0209631-0.008353j -0.0239049-0.026494j -0.0167513-0.00236439j 0.00445149+0.0090393j 0.00820198-0.00359188j -0.00822371-0.04697j -0.00500484-0.0231555j 0.00758135+0.0312082j 0.00706817-0.0285479j 0.00404909+0.00537453j 0.0247773+0.0195437j -0.0198329+0.0225214j -0.0452981-0.000408545j 0.0209244+0.034413j 0.00294473+0.0236879j 0.0270408-0.0312039j 0.0051643+0.0325869j -0.0236085-0.0286722j 0.0280675-0.00780378j 0.0230081-0.0330192j 0.0370909+0.0206124j 0.0192561+0.0112154j -0.0504443+0.000173987j 0.0172564+0.0511408j 0.0498131+0.0293064j 0.00745693-0.0537367j 0.00531887-0.00106768j -0.0445841-0.106024j 0.00875798-0.0561249j -0.0180622+0.00386699j 0.0114487-0.0292221j 0.00520304-0.0171474j -0.0178315-0.0329539j 0.0182291+0.000770342j -0.0554719-0.0901053j 0.0126663+0.0128158j 0.0229562-0.0191815j 0.041818-0.0345565j 0.040732-0.0541215j 0.0015261+0.0594647j 0.0527539+0.0212916j -0.0690071-0.0184328j -0.0235801+0.0152055j 0.0339246-0.051123j -0.00514236-0.0935596j -0.0666555-0.029303j -0.0287231+0.00798616j 0.0219315-0.0667325j -0.00411068-0.0201198j 0.0432148+0.12952j 0.0224706+0.0233216j 0.0584265-0.0793615j 0.0103008+0.054157j -0.0212055-0.00815534j -0.0167184-0.0182618j -0.0352541-0.0645495j -0.031901+0.0233569j 0.00406612+0.0146482j 0.0274765-0.00589205j -0.0227099+0.0325787j -0.0238142+0.0467247j 0.0641469-0.0162935j -0.00643028-0.0187014j -0.0757498+0.0187946j 0.0269594-0.0121731j 0.0159971-0.00411477j 0.0218696-0.0187379j 0.0588503-0.006462j 0.00043984+0.0195269j 0.0390323-0.00698568j 0.0515334+0.0302928j -0.00647493-0.0350358j 0.0353277-0.00969366j -0.0577282-0.0162438j 0.0163704-0.00904109j 0.00722044-0.0173869j -0.0180385+0.0074519j 0.0443033+0.00469346j 0.0315965+0.0495588j 0.00681765-0.00195312j 0.0131243-0.00813412j 
0.00521957+0.00460062j 0.0388376-0.00474435j -0.036599-0.021965j 0.0382573-0.0590493j -0.0146574-0.0261938j 0.0117454-0.0111947j 0.0235498+0.0220803j -0.0240103-0.0368191j -0.0311298-0.0151451j -0.0123868-0.00242129j 0.0180528+0.0426765j 0.00187811-0.0297951j -0.0237563+0.0110496j 0.00858009-0.024892j -0.0219817+0.0110373j 0.0353988-0.0170662j -0.00262218-0.00620743j 0.00252355-0.000764668j 0.00413481-0.0221673j -0.0106645+0.0304522j 0.0202724+0.0152506j -0.0187393-0.00791757j -0.0299896+0.0104595j -0.0346672+0.0393435j 0.0368438-0.0447872j -0.0348726+0.00524665j -0.00354018-0.00220101j 0.0273793+0.0116732j -0.00261839-0.00786246j -0.0197856+0.034638j -0.0164375+0.0237978j 0.00226588+0.00478561j -0.0447979-0.0112154j 0.040274-0.013586j 0.0125545-0.00609455j -0.041969+0.0101599j -0.0342915+0.0183659j -0.00912135+0.00247016j -0.0318067+0.0222281j 0.00928044+0.045105j -0.0113201+0.0103647j 0.0301851-0.0139184j -0.0584482+0.0390141j 0.0374977-0.0414992j 0.00248095-0.0375617j -0.0581169-0.0313355j 0.0354735-0.0355089j -0.0119139-0.0176282j -0.0196007-0.0165019j -0.0500078+0.0149005j -0.0331554+0.00145236j 0.0305661+0.00792767j 0.000984925-0.0147868j -0.0628983+0.0131353j -0.00481001-0.0354149j -0.0194241-0.0478286j 0.0137948+0.0451217j 0.0224199-0.0127103j 0.0179991+0.00640691j -0.00609358-0.048834j 0.0786372-0.00995833j -0.0517208-0.0212507j -0.0874546-0.00532232j 0.0119077+0.0372376j 0.0148644+0.00623685j 0.00375911+0.0599739j -0.0308251+0.0191637j 0.0206511+0.0526784j -0.0146554+0.0402647j 0.0291155-0.0382779j -0.0247536+0.0304925j -0.0398155-0.0409127j -0.0232915+0.0480215j -0.0694683-0.0326551j -0.00508478-0.0456654j 0.0327008+0.0232534j -0.0188535-0.00622583j 0.0353283-0.0627594j 0.034324+0.0151267j -0.0402763-0.0495704j 0.00843574+0.00715357j 0.00685206+0.00452j 0.00579056+0.0431546j 0.0309813-0.00560012j -0.0124669-0.00903955j 0.0426014+0.0241197j 0.0346591+0.0233714j -0.030273+0.00784049j -0.046245-0.0421763j -0.0137563+0.0513812j 0.0321874+0.0298308j -0.0162513-0.0398148j -0.0187713+0.00203695j 0.00831869-0.0330837j 0.0370707+0.0262039j -0.0119463+0.00143573j 0.0240816-0.0157194j 
