0.00315024-0.00887174j 0.0514434+0.00815053j -0.0124032+0.00975123j -0.0260662+0.0380466j 0.00486304+0.00747566j -0.0340737+0.0215332j 0.0568658-0.0124734j 0.0226025-0.0132029j 0.0204425+0.00332904j -0.0156559-0.00801919j 0.00511656-0.00273271j -0.0217193-0.00838083j -0.0260887+0.0103949j -0.0156722-0.00471731j 0.0080086+0.0158348j 0.0455152+0.00571981j 0.00575888+0.0190031j 0.0069191-0.0260581j 0.00208964-0.00734541j 0.0300281-0.0043147j 0.0064672-0.00139128j 0.00401219+0.0109029j 0.00763417-0.00813431j 0.00832987-0.00339699j 0.000542263-0.0131128j 0.00420133+0.00763612j -0.0215871-9.25342e-05j -0.00617996+0.0210346j -0.0264004-0.00950814j -0.0129822-0.00685533j -0.00576658+0.0113003j -0.0132003-0.00463346j 0.00710931+0.00876351j -0.0111885+0.0192876j 0.0205644-0.0087028j 0.0103773+0.00663715j -0.00556856+0.0100819j 0.0265398+0.0203337j -0.00861795+0.00429511j 0.010416+0.0014971j -0.0193163+0.0129359j 0.0359683+0.0162612j 0.00779529+0.00140875j -0.0073506-0.001185j 0.0102523+0.00565471j -0.0123328-0.0249885j 0.00933919+0.0172245j 0.00561194+0.00144565j -0.0500861-0.00405403j -0.0100591+0.00357093j 0.0195547+0.0294197j 0.0194532+0.0132888j 0.00443139+0.0149398j 0.00585399-0.0190848j -0.00859665-0.0129318j -0.048129-0.00412951j -0.0643062-0.0130861j -0.00284169+0.0385405j -0.0102132-0.00574661j -0.0355988+0.0140425j 0.0174226-0.00942528j -0.0347144-0.0340638j 0.0301726+0.0428669j 0.00128071+0.0158385j -0.0210344-0.00366927j -0.052025-0.0354857j -0.0173017-0.00324922j 0.00135115+0.0634911j 0.0735956+0.0568483j 0.00392688+0.0352779j -0.141446-0.0875426j 0.00617683-0.0494943j 
-0.0160595-0.00115337j 0.0044549-0.000104866j 0.0108191-0.00985021j -0.0118512+0.0243282j 0.00607213+0.0169116j 0.0380061-0.0324056j 0.044117-0.0225873j -0.017797+0.0196972j -0.00163536-0.00683768j -0.0398008+0.00035391j 0.035183-0.00240775j -0.0207251+0.0165211j 0.003939-0.0239531j -0.0538598-0.047942j -0.0132829+0.0556994j 0.00510731-0.0349267j 0.01173+0.0750187j -0.0161809+0.0127441j 0.00154531+0.0112957j 0.104511+0.00415269j 0.0195344-0.0138413j 0.0627172-0.0886239j 0.0163219-0.0472531j 0.00892251-0.0158317j -0.00394522+0.013664j 0.0217023-0.0892957j -0.0907594+0.053125j 0.0316006+0.0950336j 0.0896098-0.0397016j -0.0764522-0.055121j 0.10385+0.0686795j 0.0442032+0.122715j 0.00281131-0.0115207j -0.0477754+0.00391083j -0.0205759+0.0654802j -0.110559-0.0661316j -0.0235481+0.0643434j -0.079248+0.0520527j 0.17199-0.0576072j -0.029438-0.0778518j -0.0700014-0.00727142j 0.00839383-0.0223943j -0.0753622+0.0104309j -0.103346-0.00803012j 0.029183-0.0809054j 0.0329307+0.00427402j -0.00332103+0.00117272j -0.0282327-0.0513346j 0.00389337-0.0211484j -0.0221448-0.0451754j -0.0192422+0.0192963j 0.00139185-0.0208988j -0.0624269+0.0902732j 0.0166114+0.03705j -0.0597227-0.0148705j -0.0458958-0.0187403j -0.0883879-0.0753651j 0.00093801+0.00661685j -0.0392309+0.05611j -0.0326926+0.0159201j 0.0242039-0.0121183j 0.0200735-0.0748649j 0.0661712+0.00627208j -0.0284219+0.0746378j -0.00151438-0.0326812j 0.030599+0.00458516j 0.0252721+0.0307524j 0.00225917+0.0389351j 0.041604-0.0279498j 0.0120628+0.0415954j -0.0214028+0.00571503j -0.0501082-0.0404219j 
0.0166492+0.00341357j -0.0148087+0.00740532j -0.016086+0.00620695j 0.000111944-0.0117413j 0.0142+0.00922807j -0.0230136-0.0134585j 0.00568927+0.0227698j 0.0382555+0.00702845j 0.0195989+0.0181491j -0.0250028-0.0121261j 0.00517374+0.0358024j 0.0148183-0.00475055j -0.00647341-0.0216029j -0.0438103+0.00525734j -0.0131002+0.0268318j 0.00414873-0.0237642j -0.0119742+0.039547j 0.0192818-0.000672692j -0.0502305-0.0386302j 0.0528764+0.0629905j -0.0186108+0.0339809j -0.00325026+0.0218953j -0.0663381+0.00290698j 0.0425592-0.0209691j 0.0128911-0.100258j -0.0221017-0.0203341j 0.0264062-0.0276777j 0.00920963-0.032938j 0.0125625-0.0223281j 0.0110115+0.02438j 0.0518167+0.0463277j 0.0965207+0.102548j -0.0550856-0.03886j -0.0146055-0.0366596j -0.0860104-0.051367j 0.0455192+0.0396649j 0.0755196-0.0579708j 0.033306-0.0503478j 0.0326815+0.0122107j -0.0114521-0.104678j -0.0447031-0.0431211j 0.0953375+0.0373582j -0.00535593+0.000162452j 0.0761425+0.000233985j -0.00271349-0.0417255j -0.0229662-0.0235089j 0.0301383+0.0105273j -0.0011008-0.0185895j 0.0159876+0.0378353j -0.0669314-0.0648384j 0.0151976+0.0658526j 0.0195355-0.0169287j -0.0668949-0.0203943j -0.0139901-0.0330086j -0.0402371+0.0211205j -0.0490482+0.0755899j -0.0306131-0.0186764j 0.0572197+0.0627129j 0.00604993+0.0298994j -0.026695+0.0574663j 0.00607065-0.018281j 0.00836197-0.0464118j -0.00696249-0.0362229j 0.0375885-0.00232823j -0.0561864-0.00940169j 0.0780858-0.0135621j -0.0353075-0.0866604j -0.0489292+0.0739894j 0.0462277+0.0146789j -0.0308796+0.00192081j -0.0259569-0.0381676j 0.0233315-0.0119601j 
0.000808895-0.0239887j -0.0107278+0.00653198j -0.0147414+0.0202338j -0.0024504-0.0119047j 0.0093815+0.0178756j -0.0105016+0.00160731j 0.0408354+0.0101001j -0.0205609+0.00404631j -0.0706015+0.0571509j 0.0561357+0.0352641j -0.026911+0.0449375j -0.00575912+0.017058j 0.00242623-0.028371j -0.00339094+0.00853295j 0.0544518+0.0243825j 0.0655489+0.0404003j 0.0312284+0.0650574j -0.0135652+0.0770319j -0.00030792-0.0746987j 0.0455233+0.0930461j 0.0935482+0.0512617j 0.086045-0.00866516j 0.0232186-0.00565178j -0.0745955-0.022042j -0.0348097+0.0151106j 0.0176596-0.118316j -0.0320965-0.0109889j -0.0450472-0.0115283j -0.0412174-0.0551695j 0.0341247+0.0790137j 0.0133766-0.155318j 0.0337357+0.0821987j 0.00536555-0.122886j 0.0625271+0.088367j -0.0307591-0.237105j -0.0907021+0.149563j -0.0764079+0.0388065j -0.0873252-0.128281j -0.00495713+0.123851j -0.0525555+0.0409345j 0.0155108-0.0865159j -0.0758809-0.0670985j 0.0872942+0.00814158j 0.0200999-0.0167005j -0.0206113-0.0787411j 0.0182571-0.158636j 0.00224666-0.0207984j 0.0197112-0.0422935j -0.0291965-0.0126192j 0.0148669+0.115215j 0.00488401-0.0878865j 0.0348697+0.0319717j -0.00495768+0.0289596j -0.0599725+0.0441499j 0.0241452-0.0184851j 0.00624418-0.0531385j 0.000942753-0.0912646j 0.00788297-0.0464827j 0.0551711+0.0197145j 0.0481188-0.0200926j -0.0391396-0.00624126j -0.0112323-0.0257404j 0.0203767+0.0853843j -0.0608494+0.0183004j 0.0224867+0.0462059j 0.0104056+0.0445562j 0.00320929-0.00153568j 0.00280595-0.0180695j -0.0083104-0.0592405j 0.0237224-0.0176456j 0.0201605+0.037737j -0.0140437+0.00162418j 
0.00620343+0.0215355j -0.0131722-0.00190363j 0.0150496-0.0163953j 0.0162384+0.00321945j -0.00535914+0.0390883j -0.0206829+0.00168624j 0.0296273+0.0272569j -2.6673e-05+0.034285j 0.0245168+0.0558277j 0.0175934+0.00174702j 0.0355241+0.0391792j -0.00318347-0.0571628j 0.0108967+0.0247519j -0.0953857-0.0237993j 0.0274309+0.0204218j 0.0181262-0.0107033j -0.0037434-0.0261954j -0.0647007+0.00836902j 0.0345265-0.115814j 0.00469479+0.00276976j -0.0436957+0.0147663j 0.036487-0.0312688j -0.0215826+0.00586955j 0.108595-0.0243607j 0.0605758+0.0392482j -0.0344385-0.0277798j -0.049761+0.035775j 0.139293+0.074003j 0.0531643+0.00837967j -0.0344398-0.0113291j -0.0945506+0.12666j 0.0468992+0.126536j -0.0443416-0.137077j -0.164161+0.0341036j -0.0898448+0.154183j -0.01745-0.173931j 0.179923+0.0591738j -0.079761-0.0537303j 0.179951-0.124561j -0.0962648-0.121316j -0.0921956-0.0464537j 0.000715919+0.115801j -0.000930273-0.0561541j -0.014355-0.0182744j 0.0327634-0.0579477j 0.0247859-0.0484112j -0.000824629+0.0391451j 0.0196303-0.0705007j 0.0525347+0.108485j 0.0400365-0.017593j 0.0517784+0.00234668j 0.025674-0.090579j 0.0776312+0.00497269j 0.0515863-0.0407645j -0.0327358+0.0039701j -0.0388257-0.0769235j 0.0644868-0.000558856j 0.00845699-0.0107197j -0.0240791-0.0559621j 0.0165776-0.0434036j 0.0164155-0.00445466j -0.0408348+0.029661j -0.00671651+0.039577j 0.0241474-0.00800953j 0.0439228-0.0175477j -0.0793277-0.0281672j 0.000789569+0.0778204j 0.0300522-0.055622j -0.0277549+0.00262627j 0.0173865+0.00436505j 0.0071013+0.0156012j 0.00536714+0.0104561j 
-0.0230892+0.00897574j 0.00675015-0.0108836j 0.0159572-0.00551777j -0.00942208+0.0320057j -0.0121583+0.0142627j 0.0125525+0.00755864j 0.0197967-0.0319422j 0.0344515-0.0150449j 0.0140769-0.0106493j -0.00385245-0.0172467j 0.0210467-0.059643j -0.00974049-0.0264562j -0.0271051+0.00297387j 0.0468913-0.00426443j 0.00302158+0.0312229j 0.0209042-0.0163311j -0.00625434+0.0191657j 0.0219033+0.0126971j 0.0921772+0.0347021j 0.0408822-0.0106808j -0.0172896+0.0677029j 0.0110346-0.0242665j -0.0343925-0.0057324j 0.0586943+0.0499886j 0.074396-0.0738013j 0.0288834+0.0245361j 0.0383054-0.0727621j 0.056904-0.0179257j -0.121044-0.0703033j 0.0986954+0.0249999j 0.0210746-0.0390098j -0.0134573+0.0249928j 0.0992023-0.0490666j -0.026404+0.0819325j 0.00703627+0.049095j 0.115072-0.0287345j 0.0451497-0.00864508j 0.0764082-0.073894j 0.0610586+0.137029j -0.0364976+0.0717321j 0.0586334+0.0235964j -0.0734812+0.0320245j -0.0689023-0.0874536j 0.0371004-0.0696373j 0.103905+0.0157322j 0.0533913-0.0894566j 0.0267181-0.0715914j 0.1289-0.0389556j 0.114468+0.0349031j 0.0553262-0.0946796j -0.0617974-0.0846117j 0.07347-0.0617839j -0.00360577+0.150246j 0.074914+0.00372712j -0.0410538+0.0442553j -0.14679+0.0981766j 0.0485107+0.0333866j 0.0380236+0.140847j 0.165696+0.0203879j -0.0728036-0.116187j -0.001647-0.0416684j -0.0161772+0.00921815j 0.02422-0.038569j 0.0805707+0.0652662j -0.0249816+0.0330395j 0.0735976-0.0792745j -0.0679424-0.0595182j -0.0276036+0.0734293j 0.0610162+0.0485366j -0.0297692+0.0192005j -0.0315513-0.0408491j -0.00638898-0.00568599j 
0.0282557-0.00302281j -0.0129973+0.0110506j -0.0167466+0.00513389j 0.00315891-0.0280641j 0.0167852-0.00318474j 0.00508036-0.00222816j -0.0148502+0.0265297j -0.00865683+0.0179j -0.0108078-0.0147059j -0.00354202-0.000167143j -0.0163291+0.0250675j 0.0184648-0.00484795j 0.0499548-0.015175j 0.0230499-0.00247705j -0.00235632-0.0187475j 0.00826776+0.0103201j 0.0433312-0.0215806j -0.0212349-0.0133719j 0.0043274+0.0603474j 0.00835106-0.0285334j 0.0156724+0.00506093j -0.0250789-0.0365861j 0.0390618-0.00729865j 0.0554122+0.0026453j -0.0137383-0.0617208j -0.0268251+0.070965j -0.0406712+0.0186567j 0.110325+0.0103864j -0.0255211+0.0169275j 0.0268394-0.0751134j -0.00337096+0.0388499j -0.096793-0.050318j 0.0730209+0.140452j -0.00696393+0.0785516j 0.0945373+0.0912461j 0.129134+0.0416454j -0.00449468+0.142974j -0.016834-0.0188682j -0.0276797+0.0404236j 0.0156848+0.058001j 0.0191891+0.00056506j -0.0580745-0.0694782j -0.0035573-0.10799j 0.0563141-0.0679122j 0.181045+0.0391238j 0.0558162-0.127773j 0.00767998+0.0252988j 0.133956-0.00865835j 0.0537177-0.0270277j -0.0530007+0.0274536j -0.0902418-0.0783623j 0.0217517-0.0279982j 0.0321873+0.0599762j -0.027362-0.00478671j -0.00244901+0.0222686j -0.0442743+0.00797852j 0.0109216-0.0460375j 0.0399269+0.025932j -0.027959+0.0651554j 0.0340328-0.0721277j -0.0394478+0.00745158j -0.0136093-0.0303837j -0.0160562+0.00211107j 0.0434287+0.04735j -0.00702004-0.00912807j 0.00498677-0.029355j -0.030577-0.0165818j 0.00221424+0.0256561j 0.0048596-0.00632531j -0.00175258+0.00527295j -0.00340098-0.0135936j 0.0239636-0.0171118j 
-0.0244983+0.0229157j 0.00219248-0.00885624j 0.0208422-0.0302949j -0.00105727+0.0142515j -0.0435245-0.0262416j -0.0134177-0.025553j -0.000959987-0.0165732j 0.0096183-0.00457033j -0.00725158+0.0171541j 0.0191688-0.0438289j 0.0064815-0.00391508j -0.0240128-0.00480062j -0.00239538-0.00396149j 0.0203087+0.0447112j 0.000196524+0.013489j 0.0328465+0.0649565j -0.00682215-0.0372088j 0.0212316+0.0411896j 0.0624316-0.0485853j -0.0456733+0.0823012j 0.0793512-0.0490131j 0.0333425-0.0246351j 0.0381273+0.0226834j -0.0991982+0.0690815j -0.0388756-0.026201j 0.0245494-0.13457j -0.0439023-0.092618j 0.0364917-0.0408045j 0.00798685-0.000927258j -0.0252304+0.120233j -0.0366731-0.137948j 0.0303749-0.0161643j -0.060938-0.0105338j 0.00991532+0.0948407j 0.0317464-0.114055j -0.0194622+0.0295916j -0.0797056+0.104809j -0.0710965+0.0443353j 0.0102439+0.0916571j -0.0191629+0.0047953j 0.0247895-0.0672459j 0.0539911+0.0223184j -0.0163232+0.00431484j 0.0683496+0.00927157j -0.042166-0.0481498j -0.0646841-0.0107596j 0.0206951-0.026759j -0.0851506+0.0045656j 0.01641-0.013942j 0.0209273-0.0828756j 0.00721875-0.00492546j -0.00969444+0.00432218j -0.0819514+0.0187547j 0.0145646-0.035043j -0.0591052+0.0294452j -0.0498617+0.094286j -0.0867451+0.0537911j 0.0282746+0.0866163j 0.0167333+0.00411044j -0.0470756+0.00160734j -0.0118381-0.0518883j 0.0670672-0.03127j -0.0160393+0.0335135j -0.0996376-0.0018436j 0.0256872-0.00513393j 0.0174195-0.0243809j -0.00578195-0.000911805j -0.010233+0.0389033j 0.0365713+0.00800379j -0.00226079+0.040138j -0.017011-0.0204623j -0.0147588-0.0160477j 
0.0106983+0.00491313j 0.028635-0.0196428j 0.0193388+0.0160903j -0.0221624+0.0164632j -0.00922729-0.044368j -0.0130832+0.00719306j 0.0017112-0.00975553j -0.00445682+0.00844182j 0.0272226+0.00299704j -0.0256362-0.0120842j -0.0126952-0.0120201j -0.0138329+0.00416888j 0.0154976+0.0288175j -0.0277991-0.00831575j -0.0285767-0.0196692j -0.00294091+0.0518564j 0.0509841-0.0242139j -0.0777325+0.00480631j 0.0059032-0.0189971j -0.0569991-0.0190225j 0.00852492+0.041477j -0.0106531-0.00400234j 0.0888577-0.01782j 0.010708+0.0686676j -0.0471887-0.00454108j -0.0779204-0.0570779j -0.056827-0.0072735j 0.0900272+0.0496973j 0.0101789+0.0352992j -0.0624972+0.010251j 0.0154497+0.0265254j 0.00169053+0.0486023j -0.0462018+0.0634454j -0.0505981+0.109524j 0.0201388+0.112832j -0.0150449-0.0537605j -0.0221508+0.114545j -0.0283977-0.00101978j 0.0677567+0.0133046j 0.0208647-0.0379725j -0.0474644+0.00573505j -0.0687011-0.00819831j -0.0078785-0.00216102j -0.0296131+0.075159j 0.0838315-0.0494896j 0.0509385+0.033114j -0.0229297-0.0076848j -0.0452652+0.0884889j 0.0120562-0.0084139j 0.0252209+0.00155993j 0.0365684-0.0578152j 0.0860474+0.0307696j -0.0266533+0.042991j -0.0232455-0.0693875j -0.0678123+0.0412757j -0.033187+0.040903j -0.139719+0.0758374j -0.0632385+0.076058j 0.0276007-0.030634j 0.00908549+0.0333781j 0.0208578-0.077658j 0.0240217-0.010738j -0.0459198+0.0213292j -0.0432458+0.00404235j 0.0278332-0.0374206j -0.0630546-0.0587572j 0.0230722+0.0218474j -0.0296668-0.00832296j 0.00713646+0.0908719j -0.0326704+0.0202466j -0.0205384-0.0238563j 0.0360234+0.0106926j 
-0.00228619-0.00915968j -0.0205902+0.0267399j -0.0119544-0.0228131j 0.0255462-0.0513966j -0.0133893-0.00691536j 0.000897267-0.0498184j -0.0474963+0.0493404j 0.0198998+0.0317727j -0.1049+0.0446357j 0.00793181+0.0826003j -0.0116428-0.0104156j 0.00886209-0.00446715j -0.0717216+0.019975j -0.0102267+0.00361171j 0.00970046+0.0350355j -0.00232995+0.0481884j 0.0514236-0.0197186j 0.0265782-0.0237222j 0.118265+0.0439912j -0.0130352-0.0296374j -0.0620849-0.0301815j 0.0127308+0.0332053j -0.0124984+0.0119699j -0.0273933-0.0494995j -0.00764504+0.0754794j 0.0762076+0.161168j -0.0296428-0.0325142j 0.0234237+0.0285338j 0.0213863+0.0081487j -0.0389542-0.0356428j -0.06024-0.000134952j 0.0216159-0.0993835j 0.107435-0.0188928j 0.0834546-0.137173j -0.0195601+0.12892j 0.0576281-0.166215j 0.0267992-0.0367877j 0.0287813+0.0340437j 0.0185376-0.0195458j 0.0364669+0.00760025j 0.0217102+0.0282209j -0.0483894+0.0413801j -0.0107306-0.0246805j 0.0710822-0.0245221j 0.00208294-0.0247291j -0.0227844+0.11219j 0.0331475+0.0575176j -0.0579092-0.0186654j 0.000289869+0.043458j -0.00350825-0.110524j -0.0483481+0.0184429j -0.0264835-0.046498j -0.0423707+0.0196413j -0.026341-0.0542664j -0.0780874-0.0194969j -0.00484102+0.0637093j -0.0846219+0.00612031j 0.0816462-0.0367702j 0.0411361+0.0618541j -0.0632255-0.0661895j -0.0736869+0.0682876j 0.0155108+0.0271348j 0.0401211+0.0228897j -0.0465678-0.021415j -0.00990483+0.0127318j 0.0662986+0.0880066j 0.0268544-0.0715292j -0.0439174+0.0652835j 0.0281996-0.0675078j 0.0190674+0.00157233j 0.00214753-5.85063e-05j -0.00827931-0.0131563j 
0.0176716-0.00885978j 0.00274874+0.0141988j -0.00925741+0.00467266j 0.0123614-0.0302478j 0.0271658-0.00197936j 0.0110582+0.0408287j 0.0231712-0.00457394j -0.0185074+0.0064604j 0.0160236-0.00844251j 0.00875027-0.0171021j -0.000703441+0.0139861j -0.0152046+0.026236j 0.00595084-0.0229593j 0.0240985-0.00619721j 0.00306574-0.034228j -0.00970751-0.0663394j -0.0616583-0.0445815j -0.103539-0.036478j -0.0163885+0.0248727j -0.0790374-0.0349518j 0.157686-0.161239j 0.115003-0.0846149j 0.027819-0.0520889j 0.000523493+0.0676368j -0.015348+0.0985283j 0.132855-0.0152573j -0.100588+0.0205758j 0.00197976-0.0244486j 0.0148126+0.0657695j -0.0899942-0.019208j -0.0773413+0.011292j -0.060265-0.11028j -0.0726678+0.0107445j 0.017251+0.0903876j 0.098191-0.112144j 0.0121563+0.0106814j -0.0408847+0.202075j -0.106652+0.153128j -0.063942+0.0908782j 0.0352235+0.102156j 0.0469117-0.00683838j 0.11547+0.0095867j -0.0511609-0.0108226j -0.00431602+0.0321532j -0.0110105+0.056516j -0.0637158-0.121657j 0.0251232-0.0133116j -0.0283947+0.0471894j 0.0413715-0.0293791j 0.0085877-0.029429j 0.0154645+0.0465769j -0.0194529-0.0366833j 0.0416488+0.00267788j 0.0358086-0.0158293j -0.0250139+0.0201758j -0.0598498+0.0814611j -0.0211227+0.0266628j 0.0108928-0.00643514j -0.039339-0.0447669j -0.0819043-0.0215493j 0.00737326+0.0295076j 0.0450585+0.0437239j -0.0142058-0.0291422j 0.0373153+0.0156314j 0.00633544-0.0286795j 0.00148429-0.0289313j -0.0207507+0.00226117j -0.00192123+0.0227367j 0.0145627+0.0123147j 0.0063763+0.00997167j -0.0129604-0.0101237j -1.92143e-05-0.0163453j 
-0.000538162-0.0117444j 0.0258051-0.0138098j 0.0078366+0.0020119j -0.0208633+0.00152085j -0.011335-0.0208746j 0.0134259-0.039793j -0.0359946-0.000969802j 0.00151926+0.0424239j -0.0629805+0.0131109j -0.0560096+0.0266596j -0.0273267-0.0653676j 0.00831834-0.0208894j 0.00831944+0.0992468j -0.0289372-0.0291704j 0.0513519+0.0794343j 0.0298446-0.0328469j 0.0254044+0.0784634j 0.101118-0.0504965j 0.0384998-0.0142969j 0.128722-0.000967783j 0.0441046+0.077585j 0.0351109-0.0488078j 0.0368347-0.0603726j -0.158595-0.0799317j 0.180509-0.105146j -0.0335553+0.0292104j -0.0509266+0.0537209j -0.0725333-0.0296705j -0.129357-0.146334j 0.0305415+0.170959j 0.100383+0.0409181j -0.0770709+0.077792j -0.0234789-0.125733j 0.0612297-0.0567264j -0.0667519-0.0447555j -0.12153+0.0197559j 0.0711083-0.0580024j 0.0687028-0.05477j 0.08817-0.0265099j -0.0491901+0.0198802j 0.0530378+0.0238168j -0.00519302+0.0408527j 0.0576555+0.0295926j 0.064421-0.0189243j -0.0550807+0.174386j 0.000861706-0.0144138j 0.0220787+0.0421459j 0.00288714+0.028985j 0.0551981+0.0159939j 0.014226-0.0769013j 0.00458104+0.0604051j -0.0126838-0.0954947j 0.0472161+0.0446372j 0.0314908-0.014145j -0.0121465+0.0727359j -0.070704+0.00819463j -0.0288759-0.0208967j -0.0039305-0.0154634j 0.0673879-0.0407663j -0.0604575-0.0304549j 0.0450071+0.0331947j 0.053225+0.0182159j 0.0264755-0.00249065j 0.0561522-0.0388633j -0.024395-0.018945j -0.0080305-0.0146512j 0.0179703-0.0422717j -0.01136+0.0190377j 0.0326315+0.0336823j 0.00417646+0.017025j -0.0186378-0.0228874j 0.00468309-0.0143812j 
0.00307094-0.0222418j -0.0191862+0.0170598j -0.0380126+0.00903119j 0.00297337-0.0290005j 0.0303081+0.0198655j 0.0171249+0.0355769j 0.0391491-0.00181765j -0.027007-3.88124e-05j 0.0151476+0.00454068j 0.0468718+0.0489571j 0.0136536+0.0244643j -0.00553349+0.0583603j -0.0344072+0.00398651j 0.0306735-0.0545938j -0.00947618-0.0206608j -0.0439323-0.0298749j -0.000839876+0.0313288j -0.0799454-0.037186j -0.0740569-0.00114335j -0.0393598+0.00796948j -0.00555188-0.00829713j 0.0421338+0.0403881j -0.0918501-0.0540727j 0.142795+0.0259379j -0.0132434+0.0472246j 0.0760756+0.0607249j 0.0391258+0.054613j -0.0119518-0.00616309j 0.0230171+0.110335j -0.0643927-0.0862525j -0.0653555+0.0142525j 0.0863147-0.0731634j -0.0406657+0.0115624j -0.0463077-0.0333741j 0.0104289-0.0337022j 0.122099-0.00882919j 0.0851014-4.43721e-05j 0.0135233+0.00923416j -0.15181+0.0901764j 0.0679297+0.0779109j -0.0498382-0.0167448j -0.0157922-0.00342906j -0.0223601+0.0611508j 0.11529+0.0368914j 0.0192676-0.0648488j 0.0735663-0.0426702j -0.00814137-0.00029633j 0.00163527-0.0105294j -0.00619606-0.0529964j 0.0512622+0.0305802j 0.0136842+0.00641657j 0.0279228-0.00855244j 0.0769189-0.0156906j -0.0272207-0.0143585j 0.0135847+0.00554289j 0.0242358+0.0423336j -0.0967734-0.028268j -0.0151191-0.0102151j 0.0299484-0.0262262j -0.0414373-0.0139508j -0.00574144+0.0199578j 0.0455302+0.0221767j -0.0180713+0.00761361j 0.0162268-0.0109945j 0.0124612+0.0361395j 0.04544+0.0234461j -0.00886486-0.0367511j -0.0222374+0.0103678j 0.00475259-0.015732j 0.0054678-0.00159842j 0.0137241-0.00509047j -0.0077777-0.00254502j 
-0.000898214+0.0126162j 0.0179225-0.0077476j -0.000262646+0.0272796j 0.0131988+0.0166359j 0.0206506-0.0170593j -0.0281442+0.0238264j -0.0043831+0.00146981j 0.0214338-0.0040278j -0.0303608+0.00219951j -0.0345315+0.0252008j -0.013513-0.0378629j 0.00926862+0.0179932j -0.0466018+0.00638669j -0.0432391+0.0121234j -0.029131-0.0265761j 0.0102299-0.0365581j -0.0128453+0.0553916j -0.000112707+0.00640601j -0.028667+0.0510333j -0.020919+0.0152512j -0.0786789-0.00439855j 0.0116779+0.019982j 0.0311739+0.0465627j 0.0526509+0.0223982j -0.0794844+0.0617613j 0.00848167-0.0681901j 0.0527737-0.0253879j -0.0348222-0.00140907j 0.026994-0.0418816j 0.0340586+0.0166105j 0.0902008-0.0131629j 0.0274877+0.12967j 0.0313555-0.0990609j -0.0502735+0.0527601j -0.0662169+0.0296994j -0.0611199-0.0134547j -0.0377969-0.0681129j -0.0579196-0.0437771j 0.0818034+0.0819866j -0.0414492-0.039352j 0.00130458+0.00101989j -0.0737927-0.0136451j 0.0110156+0.0163851j -0.110402+0.0140592j 0.0640142-0.135263j -0.0290223+0.0197858j -0.0546915-0.0522989j -0.0104223-0.0426035j 0.0451058+0.0918905j 0.0588887+0.146259j -0.0325818-0.0304594j 0.0688673+0.0504233j -0.0232077+0.050976j -0.0189405+0.0695948j 0.0110382+0.0334126j 0.107062+0.0894425j 0.0271792+0.14466j -0.021699+0.0452871j 0.124995-0.0907212j 0.0836378-0.0159816j -0.0720319-0.0880488j -0.0427871-0.0130637j 0.00452429+0.0466223j 0.00852933-0.029216j 0.00157393+0.00813475j -0.0329685+0.0289728j 0.0739623-0.0685285j -0.0791166-0.0410924j -0.0735007+0.11024j -0.0778159-0.0471753j -0.0101336-0.0384573j 0.0793789+0.0684075j 
-0.0203796+0.00878076j -0.0105263-0.00552076j 0.00699208-0.0340992j 0.00438226-0.0114189j -0.0204764-0.0105093j 0.00120501-0.0447456j -0.0459878+0.034279j 0.0682839+0.0141384j 0.0125568+0.0335289j 0.0343362+0.00622756j 0.0255559+0.0338868j 0.0536466+0.00645483j -0.0360736-0.0323259j -0.0190755+0.0794908j 0.00415709+0.0125384j -0.032433+0.0626495j 0.0171453-0.0843525j -0.164671-0.00142037j 0.0810911-0.0500864j -0.0950153-0.0272535j 0.0552949+0.0507534j 0.00273515+0.0532991j 0.0283847+0.0392752j -0.0440271+0.065466j -0.00944339+0.0573641j -0.0749725-0.00704732j -0.100872-0.00591747j 0.0351246+0.0533622j 0.0240162+0.0241043j -0.0496928-0.0289375j -0.0320402+0.0131143j 0.000483808-0.0198805j -0.0184301-0.0845192j 0.080921+0.0051417j -0.0405093+0.0362419j 0.0119207-0.0838838j -0.0482024+0.0341766j -0.0801004-0.0570932j 0.0402004-0.0221645j -0.0733433-0.114749j 0.077417-0.00801467j -0.00544149+0.045993j 0.0171325+0.0353403j -0.149297+0.122845j -0.0598112-0.0393174j -0.00749985-0.0505353j 0.0424874+7.03883e-05j 0.00226574+0.089699j -0.0225477+0.025552j 0.0100814+0.000817135j 0.0581945+0.0165422j 0.0428832+0.0630156j -0.0367576-0.0233961j 0.0409739-0.0196796j -0.0176476+0.00435289j 3.85796e-05+0.00663322j 0.00126559+0.0834616j -0.0489993+0.0445221j 0.0214418+0.0737455j 0.0587825+0.00823389j -0.0465512-0.0342871j 0.0414154+0.0325446j -0.0676367+0.0153291j -0.0800508-0.0344662j -0.0294711+0.0544823j 0.0586469+0.00384508j -0.0338924-0.0137958j 0.0237376-0.0111238j -0.00119929-0.0151194j 0.0185264+0.00266855j 0.0200379-0.000839572j 6.16398e-06-0.000236846j 
