0.00315024-0.00887174j 0.0514434+0.00815053j -0.0124032+0.00975123j -0.0260662+0.0380466j 0.00486304+0.00747566j -0.0340737+0.0215332j 0.0568658-0.0124734j 0.0226025-0.0132029j 0.0204425+0.00332904j -0.0156559-0.00801919j 0.00511656-0.00273271j -0.0217193-0.00838083j -0.0260887+0.0103949j -0.0156722-0.00471731j 0.0080086+0.0158348j 0.0455152+0.00571981j 0.00575888+0.0190031j 0.0069191-0.0260581j 0.00208964-0.00734541j 0.0300281-0.0043147j 0.0064672-0.00139128j 0.00401219+0.0109029j 0.00763417-0.00813431j 0.00832987-0.00339699j 0.000542263-0.0131128j 0.00420133+0.00763612j -0.0215871-9.25342e-05j -0.00617996+0.0210346j -0.0264004-0.00950814j -0.0129822-0.00685533j -0.00576658+0.0113003j -0.0132003-0.00463346j 0.00710931+0.00876351j -0.0111885+0.0192876j 0.0205644-0.0087028j 0.0103773+0.00663715j -0.00556856+0.0100819j 0.0265398+0.0203337j -0.00861795+0.00429511j 0.010416+0.0014971j -0.0193163+0.0129359j 0.0359683+0.0162612j 0.00779529+0.00140875j -0.0073506-0.001185j 0.0102523+0.00565471j -0.0123328-0.0249885j 0.00933919+0.0172245j 0.00561194+0.00144565j -0.0500861-0.00405403j -0.0100591+0.00357093j 0.0195547+0.0294197j 0.0194532+0.0132888j 0.00443139+0.0149398j 0.00585399-0.0190848j -0.00859665-0.0129318j -0.048129-0.00412951j -0.0643062-0.0130861j -0.00284169+0.0385405j -0.0102132-0.00574661j -0.0355988+0.0140425j 0.0174226-0.00942528j -0.0347144-0.0340638j 0.0301726+0.0428669j 0.00128071+0.0158385j -0.0210344-0.00366927j -0.052025-0.0354857j -0.0173017-0.00324922j 0.00135115+0.0634911j 0.0735956+0.0568483j 0.00392688+0.0352779j -0.141446-0.0875426j 0.00617683-0.0494943j 
0.0121153+0.0183706j -0.0479388+0.0512433j -0.002553-0.0511748j 0.0238229-0.0186155j 0.0196788+0.0584562j -0.00196846+0.015549j -0.0109135-0.0358919j 0.0196403+0.00394338j 0.0740709-0.0158887j 0.0208943-0.0522171j 0.0563033+0.001217j -0.00857983-0.000552745j -0.0565534-0.0671736j -0.0147134+0.0527771j -0.00494728+0.0141897j -0.0409271-0.0277592j -0.0302437-0.00245509j -0.0782091-0.0217982j 0.00421388-0.0228305j 0.0180175+0.0120635j 0.00152653-0.0106289j 0.0121474+0.0224591j -0.00236948+0.00547769j -0.0135111+0.035812j -0.0235647-0.0015214j -0.0227939-0.0133922j 0.0102553-0.0156033j 0.0105769+0.00847462j -0.0148286+0.0133442j 0.0224122-0.00202176j 0.0220292+0.0177037j 0.0152218-0.00260749j 0.0162319-0.00414239j -0.00551199+0.0275468j -0.0119601+0.00881973j 0.0240385-0.00379307j 0.0164698-0.0208291j 0.0030946-0.0117941j 0.00371137+0.00994361j 0.00376867-0.0264718j -0.000260483+0.00750801j 0.0211536+0.00797664j 0.0164805-8.78245e-05j -0.0174077-0.00887665j 0.022872-0.000986744j -0.0249999-0.0198457j -0.00506887-0.00621858j 0.0355155+0.014783j -0.0163151-0.0081089j 0.000309628+0.0141672j 0.0249188+0.022911j 0.0219373+0.00686791j 0.00468408-0.00639243j 0.0198799+0.0069798j -0.00344792+0.0124557j -0.0103607+0.0116958j -0.00436678-0.00255337j -0.0121976+0.0321934j -0.0133835-0.00254121j -0.0327717+0.00212426j -0.0142323-0.0342205j 0.0249832-0.0140414j -0.0138478+0.0194048j -0.045915+0.028973j 0.0255116+0.0167042j 0.0187409-0.0213498j -0.0524799+0.0217537j 0.0168795+0.00136703j 0.0203801-0.00910894j -0.00733027+0.023215j -0.0156463-0.0172169j -0.0096172-0.0284643j 
0.0125567-0.0071601j 0.00367025-0.00527874j 0.00431443+0.00544008j -0.0156504-0.00608927j -0.0339141-0.0303927j -0.00612041-0.0235927j -0.0446003+0.0286324j 0.0383452+0.0188429j 0.0171353-0.014197j 0.00495961-0.0195865j -0.0104484+0.0169285j 0.0148848+0.00307831j 0.0250617+0.019546j -0.00109232+0.0407715j -0.011572+0.0228918j 0.0162483+0.0205458j 0.0368847-0.0330927j 0.001872+0.00340558j 0.00476462-0.00888709j -0.0144157-0.0049493j -0.0143759+0.0371707j -0.026664+0.0119262j 0.0313165+0.0158634j -0.0278681-0.00273706j 0.00250275-0.0223355j -0.037586-0.0185451j -0.0127102+0.00180182j 0.0224275+0.0049322j -0.0057583+0.00111139j -0.0340803+0.0112986j 0.00146924+0.00466105j -0.0193695-0.00709745j -0.0116211+0.0326467j -0.00998944+0.0163549j 0.0148335+0.0252115j 0.0310461+0.0112418j -0.0292974+0.0544549j 0.0112364-0.0110716j 0.0110351-0.00683315j -0.0150837-0.0241878j -0.0160152+0.00278432j -0.0121689-0.0119473j 0.00691345+0.00480827j 0.00732519+0.0170634j -0.00556318+0.00883601j 0.007802-0.0074469j 0.0204121+0.0149259j 0.000383579+0.0208499j -0.0144259-0.0181033j -0.0253899+0.00750338j 0.0160163+0.00718043j 0.0039869+0.0115018j 0.0111737-0.0161981j 0.00391592+0.0131491j 0.00616296-0.00718207j 0.0106867-0.00894125j -0.00778495+0.0171676j -0.00946036+0.000656732j -0.0321451-0.0161466j 0.0053777+0.010841j 0.0190381+0.0119087j 0.0129562-0.013749j -0.00741875+0.007941j -0.0192505-0.0216684j -0.00528718-0.0021201j -0.0157233-0.004341j -0.00510634+0.00585946j 0.0115919-0.0153732j -0.00353339+0.00613583j 0.0104435-0.00156224j -0.000140007+0.0049521j 0.00179231-0.0166353j 
-0.0235962-0.0465157j 0.0901515-0.0683284j 0.0155266+0.00579906j -0.0425383+0.0541222j -0.00572911-0.0470286j 0.00802253-0.0059132j 0.0249697-0.0571995j 0.0200923-0.0166826j 0.07064-0.0223245j -0.0334134-0.00736125j 0.0117289-0.00481593j -0.00948197-0.0202823j -0.0214814+0.00696138j 0.0495244-0.00622161j -0.0196142+0.00859741j 0.0175135-0.0009371j -0.00956756-0.05106j 0.050351-0.00118735j 0.0393172-0.00841433j -0.0252491+0.0211684j -0.01089-0.00793356j -0.0297617+0.0206117j -0.00760195+0.0252256j 0.00210848-0.00038822j 0.0318324-0.0462242j 0.000948154-0.0259202j 0.0103362-0.0121928j 0.0257553+0.0141372j -0.00718165+0.00107798j 0.0144047-0.0247412j -0.0354524-0.00479325j 0.0147477+0.00298809j -0.0191352+0.00734561j -0.0244263+0.0163999j 0.00320142+0.0044054j 0.0055191+0.00553835j -0.0265107+0.00225824j 0.0051454+0.00393796j -0.00743941-0.00913389j -0.00591936-0.00182102j -0.0097571-0.00524645j 0.0130346-0.00702444j -0.0396765+0.00985632j -0.0170239-0.00342967j 0.0108888+0.0054882j 0.00696838-0.0150094j 0.0286272-0.0450962j 0.0147608-0.00218712j -0.0222641-0.0194865j -0.00842302+0.00143268j -0.00690442+0.0118696j 0.00793966+0.0244244j -0.0221882+0.0212835j 0.0436857+0.000165908j 0.0124605-0.0265619j -0.014139-0.0167267j -0.00810324-0.0185168j -0.0232719+0.034608j 0.003475+0.0111451j 0.0195196+0.0197288j 0.0313473-0.0178603j -0.0142176-0.0225937j 0.0205192-0.0042396j -0.00738742+0.0186348j -0.0143558-0.00353456j -0.0210167-0.0165827j 0.00800196+0.0202635j 0.0214919+0.0139075j 0.0209707+0.012749j 0.00297918+0.0230005j -0.0355105+0.00608888j -0.021653-0.00852063j 
0.0284663-0.014104j -0.0336325+0.0186575j -0.00388925-0.0266577j -0.00158736-0.0121528j 0.0121718+0.0253469j 0.0211062+0.0119096j -0.0194456-0.00350172j -0.0129062+0.0471176j -0.0259884+0.0210668j 0.0555744+0.00460259j -0.0209223+0.0266315j -0.0205894-0.029346j 0.0389553-0.0356967j -0.0461093-0.00790998j -0.00222964+0.000417777j 0.0368877+0.0190352j -0.00508888+0.0152142j -0.00398296+0.0281642j 0.00545747-0.0274516j 0.0115543+0.0030194j 0.02045+0.0180604j 0.00967397-0.00279444j 0.00773457-0.0348422j 0.00602093+0.0266716j -0.0331893-0.000687517j -0.0254504+0.00354892j -0.0234571+0.0125906j -0.00314283+0.00475987j -0.0117287+0.00790324j -0.00326395+0.0154755j -0.00508849-0.00972806j 0.0151738-0.00924968j 0.0257223+0.00777394j 0.023388-0.0241646j 0.00630098+0.00518165j -0.00982972-0.0150902j 0.0161533-0.00170697j 0.0039987-0.0207773j 0.00636792-0.000620774j -0.0121362-0.0158899j -0.013045-0.0129712j -0.00243487+0.00822275j 0.0147772+0.0175668j -0.0108912+0.00527166j -0.0125113-0.00559793j -0.013134-0.00880866j 0.00677636+0.0147934j 0.0181593-0.00916813j -0.0281655-0.0165887j -0.00257582-0.0302084j -0.000284786-0.0272428j 0.00824614-0.0313334j 0.00326995-0.0361835j -0.00994659-0.00473384j 0.0195176-0.0189786j -0.0330857-0.0364712j 0.00702111+0.0240394j -0.00373511+0.00671508j -0.0170674-0.00897965j -0.00298695-0.00755174j 0.00578494-0.00531246j -0.000946392-0.00496809j -0.0329385+0.0142193j -0.0302917+0.00781014j 0.0183129+0.0400886j 0.0130014-0.0339222j -0.0429456+0.0170205j 0.0106892-0.00705585j 0.00509746-0.0273559j -9.79768e-05-0.0218122j 0.0122195+0.0120971j -0.00943845-0.0203048j 
-0.00668624+0.0139269j 0.024896-0.021704j 0.035229+0.0216867j 0.0155288+0.0418052j -0.0376761-0.0339518j -0.0277203-0.00920441j -0.0122173+0.0170138j 0.0667915-0.0296007j 0.0345767+0.025347j 0.0207924-0.0180886j 0.0168121-0.00831257j 0.028315+0.00575331j -0.0242299+0.017553j -0.0141678+0.0386348j 0.019878-0.00102775j -0.0391304-0.00943464j 0.0283687-0.00479889j -0.0562685-0.0227383j -0.0246806-0.00874505j -0.00110637-0.0202977j -0.00228553+0.00571015j -0.00824198+0.027663j -0.0152107+0.0304684j 0.03599-0.0360324j 0.00535319-0.0148494j -0.0123433+0.0153154j -0.0105193-0.00400334j 0.0051232+0.0033384j 0.00962898-0.0109308j -0.00875293-0.0464312j -0.00468782+0.056032j -0.0404852-0.000444962j -0.0259972-0.0299058j 0.0261259+0.0231127j -0.0137642-0.0229864j 0.0151498+0.0270959j -0.007594+0.0244473j 0.00903412-0.0121214j 0.00290764-0.00266365j 0.00244858-0.0127836j 0.0102086+0.000261163j -0.023207+0.00285899j 0.00351688+0.0203942j -0.00736274+0.0135156j -0.0105562-0.00334293j -0.0153516-0.0457801j -0.00264499-0.00863929j 0.0107242+0.0150928j 0.0290171-0.00448895j 0.0150707+0.0135399j 0.0205329+0.0077748j 0.0100145+0.0516629j 0.0280749+0.0161704j -0.00954874-0.0123891j -0.00699536+0.0058965j 0.0331726+0.0406514j -0.00835032-0.00446992j 0.00349314+0.00920085j 0.00714995-0.0154558j 0.0314809+0.0341276j -0.0223761-0.0123727j 0.0138539-0.0250785j 0.00764126+0.0209842j -0.0152286+0.0111328j -0.0109106-0.0287294j -0.0031822+0.00291328j -0.00193201-0.0168067j -0.00920644+0.00505293j -0.00487079+0.0388464j -0.00862452-0.00703411j -0.00283625-0.0122784j 0.040355+0.0191311j 
-0.0133305+0.00255977j 0.0153601-0.00305941j 0.0127944-0.0227868j 0.0204795-0.0102174j -0.00965824-0.0061863j -0.01073-0.0218928j 0.00291866+0.00956063j -0.000657624-0.0134816j 0.0238458-0.0162381j -0.0334439-0.00560639j -0.0109177+0.00632521j -0.0075276+0.00612584j 0.0153958+0.00433804j 0.0326806-0.0179715j -0.00327291-0.0364666j -0.00988521+0.000371116j 0.0165955-0.0340937j 0.00458497+0.00614576j 0.00252126+0.0402891j -0.0140934-0.0235946j 0.00544969-0.0111581j 0.0104626-0.00333244j -0.0111034+0.0159643j -0.010967+0.00867742j 0.00717397+0.00425282j 0.00596697+0.00809739j 0.0143048-0.026594j 0.0154885-0.00550065j -0.00788512-0.0154022j 0.00733273+0.0125321j -0.00421734-0.0191358j 0.000619935+0.00713598j -0.0013819-0.00596167j 0.00986801+0.0203982j 0.00831064-0.00910157j 0.00271502-0.00233448j -0.00967171+0.015105j 0.0275281+0.00814797j -0.00519867-0.0112954j 0.0103421+0.00026139j 0.015305+0.01288j 0.00310633+0.00140475j -0.0225127-0.0208518j 0.00944263-0.00521783j 0.00162797+0.0234212j 0.0308798+0.0286575j 0.00272307-0.00323298j -0.0106242+0.0234382j -0.00967484+0.00311829j -0.012068-0.00422141j 0.0115243+0.0124988j -0.00224668-0.00346113j -0.0197032+0.021418j 0.0264796-0.00861791j -0.0276709+0.00645149j -0.0260669-0.0109834j -0.0157942-0.0244074j 0.0220363+0.0039086j 0.00573422+0.0241744j -0.0109516-0.00827485j 0.00562111+0.0167569j -0.0167604+0.00501102j 0.0133209-0.00735377j -0.00761857+0.00243048j -0.00948547-0.0114832j 0.00122233+0.0172353j 0.0155481-0.000541086j 0.007408+0.00497717j 0.00799292-0.00787649j 0.0171704+0.00578025j -0.0111588+0.00822331j -0.0138627-0.00937166j 
0.0811648-0.0484584j -0.0358094+0.0728857j -0.0396638+0.0211297j 0.010649-0.0950137j 0.0265224+0.00292465j -0.0402181+0.037249j -0.0292033+0.0546864j 0.0258299-0.00221065j 0.00919029-0.0281808j -0.0183392+0.0164702j -0.0083331+0.00402777j 2.88069e-05+0.0305945j -0.0420546+0.0153319j 0.0363808+0.0547891j 0.0179873+0.00053337j 0.00886783-0.101287j 0.0062036-0.0158642j 0.00336251-0.08922j 0.00791118+0.0152516j -0.00389373+0.0082651j -0.00777865+0.00361914j 0.00586359+0.0191523j -0.00037167+0.0132322j -0.0200893-0.00955573j 0.0151519+0.00398117j 0.018169-0.0124402j -0.010984+0.0236432j 0.0116948+0.00738535j -0.00445955+0.0112355j -0.0162799+0.0101693j 0.0111328+0.00936994j 0.000371747-0.0235137j 0.0124581-0.0123794j 0.00711312+0.0246811j -0.0067217+0.000669095j 0.0146076-0.00196634j 0.00298486-0.0145697j -0.00500341-0.0095101j -0.020588+0.0411624j -0.0054339+0.0159339j 0.00223461+0.0303431j -0.00999113-0.0244613j 0.00901026-0.0031095j 0.0113141+0.0138914j 0.0181681-0.00969604j -0.0188087+0.00369216j 0.0169892-0.000154475j 0.012831+0.0162848j -0.0105395+0.0231703j -0.0182603+0.00870262j -0.0110119+0.0246837j 0.0160149-0.00989851j -0.0160293+0.0028082j 0.024584-0.0175174j 0.000119085+0.013561j 0.0147023+0.0233229j -0.00894223+0.00408981j -0.0011922+0.00576524j -0.0282207-0.00936158j -0.0118072-0.0171533j -0.0124999+0.0177703j -0.0112877+0.0188941j -0.000526949+0.0167249j 0.00114263-0.0148426j 0.0122351+0.00155145j 0.00555555+0.0315282j -0.0242163-0.0325665j -0.00149336-0.00812301j -0.0108963-0.027502j 0.00231876-0.0259214j 0.0188441+0.0250905j -0.00383698-0.0119862j 
-0.00861612+0.0339235j -0.065096+0.0442191j 0.00238912-0.061031j 0.0251771-0.0549952j 0.00159838+0.00406248j 0.0106857-0.0395145j -0.0456193+0.0149017j -0.00603564+0.0135983j 0.0095001-0.0165109j -0.000370356-0.0341549j 0.0236781-0.0140098j -0.00547509+0.0245778j -0.0439452-0.00410148j 0.00957001+0.0430555j 0.0128683+0.00471385j -0.0381815-0.0135894j -0.0240819-0.0161039j -0.0220203-0.00530563j 0.0119608+0.0203742j 0.0124622+0.0145099j -0.0299215-0.018871j 0.0155604-0.0119162j 0.0113963+0.00175571j -0.0493449+0.0103301j -0.0320284+0.0189874j 0.00754939+0.0106684j -0.00233656-0.0065966j 0.0263301-0.00427457j 0.00519971-0.0159417j -0.00364533+0.00375536j 0.00846369-0.0115351j 0.0160999+0.0115211j 0.0258313-0.00831728j -6.31751e-05-0.00581244j -0.00846622+7.6462e-05j 0.00944912-0.00501244j 0.00047264-5.84798e-06j -0.00282918+0.000574394j 0.000961571+0.00669741j 0.00727866-0.0118999j -0.00239305-0.00910336j 0.00301867+0.00793135j 0.0109973-0.0324404j 0.0110173-0.0171999j 0.0168975-0.00126144j -0.0104129+0.0133054j -0.0105765+0.0208426j -0.0040083-0.00865625j 0.00328176-0.0094811j -0.0211324+0.00355413j -0.000516523+0.0292959j 0.00598016-0.00266187j 0.0095766+0.018398j -0.0160667+0.0175836j -0.0119894+0.0250878j 0.0210275-0.00411661j -0.0145141-0.0273059j 0.0147004-0.029884j -0.0141808+0.0112599j -0.0229975-0.0215252j -0.0263735+0.0144176j 0.0127316+0.00526761j 0.00786978+0.0344412j -0.0255937-0.00342415j 0.019492-0.00711725j -0.00522366+0.0469238j 0.00317186+0.0246395j 0.0191388-0.0162423j -0.0106806-0.038921j 0.0179728+0.0226484j 0.0035032+0.00649124j -0.0290993-0.0348168j 
-0.0204745+0.0564777j -0.0245047+0.0409387j 0.0134419-0.0280161j 0.0523228+0.0112599j -0.0237177+0.0424653j -0.0400381+0.00321374j 0.00460142+0.0616618j -0.00264467-0.0172968j -0.00175882+0.0312137j -0.0186358+0.00184775j 0.0123166+0.0547113j 0.0250769-0.00579294j -0.00634389-0.0322256j -0.05718+0.00528544j -0.0112757-0.0256122j -0.00727008+0.00414739j 0.0237731+0.0296825j -0.0183977+0.0259468j -0.00976603+0.0217473j 0.00201381-0.0188685j 0.0188474-0.0218406j -0.013207-0.00890815j 0.00514112-0.00613463j 0.00264239-0.00442444j -0.0460924+0.0454505j 0.00349592+0.0206455j -0.0111064-0.0244978j -0.000665103-0.00827698j 0.00706688+0.00358562j 0.00436548+0.0283223j 0.0199363-0.0165279j -0.00581539+0.0191536j 0.0199054-0.00635343j -0.00268183+0.0188349j -0.00343445-0.000176173j -0.00929997-0.015428j -0.0162652+0.00552912j -0.00719982-0.00126716j 0.0224799-0.00903779j -0.00468383-0.0347609j 0.00358778-0.00441229j 0.0268219+0.0085445j 0.0168606-0.0505944j -0.00577563-0.00638226j 0.0277551-0.0154163j -0.00955039+0.0388748j 0.0016914+0.0269378j -0.00900014-0.003734j -0.0158099+0.0346627j -0.00223325+0.0187002j 0.0224279-0.00640114j -0.018632-0.0219957j -0.00346782-0.00866238j -0.0252945-0.00856894j -0.0490941+0.0102378j -0.00935925+0.0118163j -0.0312838+0.00257746j 0.0266413-0.00826088j 0.0197-0.00466775j -0.00630069+0.00831363j -0.012177+0.00371204j 0.0108797-0.0104534j 0.0142131+0.015324j -0.0165889-0.0290235j 0.0081951-0.00170627j 0.0204465+0.01616j 0.00957266-0.000517563j -0.0137525+0.0181103j -0.000999458+0.0010826j -0.00808829+0.0186373j -0.0288139-0.0149805j 0.0178388-0.0153131j 
0.0588081-0.0504904j -0.0104728+0.022746j -0.0441796+0.0207008j -0.0215755-0.0622445j 0.0536261+0.00411428j 0.0361001+0.049318j -0.0109205+0.011443j -0.026489+0.0262282j -0.00950959-0.039503j -0.0245239+0.0272547j -0.00133191-0.00513512j -0.023729+0.00272864j 0.00303088-0.00396118j -0.00105705-0.011817j 0.00884396+0.0173297j -0.00747163-0.0530337j -0.0279461+0.00270032j 0.00248322-0.0585501j -0.0201321+0.0111554j 0.0423412+0.0156641j 0.0143035-0.00586565j 0.040222+0.00151033j -0.00297486-0.0493083j -0.0119486+0.0226591j 6.41662e-05-0.0193981j 0.0167248+0.00148542j -0.000353937+0.040751j -0.0152827+0.0113352j 0.00833716+0.0140434j -0.0217586-0.00640184j 0.0238697+0.0237819j 0.016843+0.0158715j -0.00638396+0.00967813j -0.0203064-0.00104672j -0.00297141-0.00494461j 0.00467563-0.000776929j 0.0206442+0.00575412j -0.0149655+0.008312j -0.0022925+0.00698741j 0.00188566+0.0048433j -0.0208631+0.0148232j 0.0121496-0.0304354j 0.0096488+0.0145735j 0.0176417+0.0152894j 0.0105957+0.00171948j 0.0155165-0.0183335j -0.00964683-0.000409642j 0.00682892+0.00768942j -0.00348983+0.00170996j -0.01962-0.000171548j 0.00421364+0.00716136j 0.020744-0.010446j -0.000529159-0.00346287j 0.011881-0.00533239j 0.00935908+0.00954613j -0.00300971-0.00112727j 0.00492307-0.00197869j -0.0159972+0.00522504j -0.0494817-0.011176j -0.0107188+0.00187401j 0.00545313-0.00815506j -0.0112768+0.0101315j -0.0217934-0.0183533j 0.0286434+0.0101667j 0.0178233-0.000759034j -0.00824747-0.00735479j -0.0249556-0.0175273j -0.00207103-0.020009j -0.00895857-0.0162742j -0.00322132-0.031551j 0.0207181+0.00758815j 0.0109067-0.00426441j 
-0.021791+0.0506242j -0.0594916+0.0300331j -0.00333211-0.0514476j 0.0615722-0.0046172j 0.00589019+0.0540149j -0.0345941-0.0253974j 0.0297416+0.0476031j -0.0231386-0.0228473j 0.0536727+0.0052032j 0.0131001-0.0374929j 0.00675286+0.0307708j -3.96939e-05+0.0248437j 5.41826e-05-0.0223851j -0.00347367-0.00503873j -0.0100061-0.0417622j -0.0242191-0.0228778j -0.0111596-0.00431325j -0.0347147+0.0290142j -0.0255075+0.0183185j -0.0180249-0.0250138j -0.00590795+0.00992061j -0.00189942-0.0344059j -0.0185268-0.00261691j 0.0303072+0.0119956j -0.0110272+0.00902428j -0.00891221-0.0294819j 0.0548038-0.0181053j 0.0255527+0.00175368j -7.37338e-05+0.0150761j 0.00585801+0.0170031j 0.0183054-0.0152031j 0.00484301+0.0130417j -0.00698603+0.0199734j -0.0304351+0.0474396j 0.00348587+0.00672617j 0.0034694+0.0017189j 0.00815547-0.00666221j 0.0145096+0.00269892j 0.0182316-0.00900294j 0.0227463-0.0127657j 0.007344+0.00548747j 0.0144523+0.0167657j 0.0158992-0.0259212j 0.000202601+0.00508355j 0.0176561+0.00181935j 0.0189056+0.0101261j -0.0161434+0.000803753j 0.0024333+0.0136417j -0.0064442+0.00448026j -0.00841079+0.00644779j 0.00511061-0.00427308j -0.00294416-0.014033j 0.0139223+0.00486534j 0.00334158+0.0168044j -0.0423491+0.00430752j 0.0101103+0.00658755j 0.0134076-0.013335j 0.0213601-0.0106678j 0.0157796-0.0157472j -0.0275374-0.00345841j -0.0132657+0.013222j 0.0113113-0.00887071j 0.0163237-0.00222685j -0.0133896+0.00709012j 0.0203875+0.0150601j 0.0396058+0.00895536j -0.0153988+0.000517399j 0.00944303+0.0173259j -0.00829277-0.026146j -0.00183679+0.0149609j 0.00422881-0.0172682j 0.00134068-0.00739884j 
0.00350436+0.0347379j -0.0363676-0.0198363j 0.0180962-0.0159154j -0.0401702-0.0256251j 0.0168386-0.0200348j 0.0440491-0.0341257j -0.0720503-0.0276135j 0.0297394+0.0542447j 0.0305779+0.00441561j 0.00247238-0.0520019j 0.0175847-0.0148542j 0.00963628+0.0085299j 0.00656471-0.0431977j -0.0417731+0.043642j -0.0235693+0.0339444j -0.0101009+0.00501119j -0.0265487-0.0174371j -0.0162015-0.000911845j -0.00299771+0.00823227j 0.0132539+0.00838505j 0.00351788-0.00167642j 0.0341955+0.00354961j 0.0227036-0.0236951j -0.0378495+0.0127445j -0.0162731-0.0139019j 0.00418317+0.00345347j -0.0171219-0.0168215j 0.000297704+0.00297136j -0.00926202+0.000172187j -0.0060366+0.0136836j 0.0210466+0.005423j 0.00236652+0.0137891j 0.00602791+0.0161782j 0.00139695-0.0167847j 0.00402179+0.00497074j 0.0243873-0.00704728j 0.0112323+0.0360755j -0.000463319-0.000633912j 0.0139045-0.0178904j -0.00384685-0.0194766j -0.0020317-0.000774096j 0.0214099+0.000441669j -0.00565411+0.0109225j 0.00238587-0.0194596j -0.00989579+0.00409447j -0.00308202+0.00379831j 0.00162497+0.00642935j 0.0116048-0.00258786j 0.0205634-0.0138353j -0.0229686-0.0234552j 0.029661+9.32029e-05j 0.0147573-0.00703026j 0.0160168-0.0112803j -0.00991318+0.0106345j 0.0116409+0.00918424j -0.00807273+0.00356111j -0.0148684+0.00708235j 0.00724176-0.000745932j -0.027051-0.0166546j -0.0239176-0.00130787j 0.00450308-0.00874877j 0.0117701-0.00160036j -0.00647985+0.00927998j -0.0182037+0.00663037j 0.00552698-0.00159186j -0.0110817-0.0119821j -0.011926+0.0167324j 0.00335662-0.0246768j 0.00445065+0.00371192j 0.0102213-0.00647877j 0.00396822-0.0121285j 0.00489438-0.0106557j 
0.030707+0.00527101j -0.00560908+0.0419804j -0.0184641+0.0281739j 0.018372+0.042777j 0.0343073+0.0576034j -0.0613594+0.0885062j 0.100823+0.0338515j -0.01681-0.0389513j -0.052195+0.00556283j 0.00365121+0.0473696j -0.0190236+0.0425464j -0.0178588-0.0246561j -0.0174917+0.0197452j -0.016596-0.0217198j 0.016898+0.0076606j 0.04469-0.00991449j 0.030349+0.0278062j -0.0165807-0.0197104j -0.00486025-0.0214372j 0.0199776-0.0231563j 0.026598+0.0013476j -0.0187621+0.00913626j 0.00110387-0.0186914j 0.0399861-0.020926j 0.000723824+0.00459114j -0.0261544+0.0139055j -0.0183767+0.024347j -0.0297379+0.0288027j -0.009417+0.0159698j -0.0078185-0.0152796j 0.00313956+0.00822202j -0.011383-0.00891552j 0.013464+0.0081089j -0.00423906+0.0061137j 0.00982539-0.0181214j -0.000896724+0.000599121j -0.00517146-0.0165455j -0.010564-0.00274908j -0.00841621+0.000479456j 0.00604332+0.00348116j -0.0164588+0.010467j 0.0101923-0.0148935j 0.0381437+0.00556752j -0.00723933+0.00222812j 0.0196794+0.00486441j -0.00852905-0.0188041j -0.00616908+0.0273922j 0.00521091-0.00635119j -0.0495296+0.0190918j 0.0090981+0.0239532j 0.0114802+0.00351617j -0.0171777+0.00735491j -0.0333568-0.018223j 0.00852911-0.0322881j -0.014597-0.03132j -0.0320047-0.00521255j -0.0116525-0.0146651j -5.03083e-05+0.013408j -0.0206403+0.0147003j 0.00164514+0.0402724j 0.0227223-0.0101593j -0.031806-0.0257507j 0.000920917+0.00183391j 0.0059875+0.029129j 6.5501e-05+0.0153932j 0.00697934-0.0375833j -0.0199472-0.00228334j -0.00365069+0.0420926j 0.0198284+0.0131909j -0.0239113+0.00630708j -0.0516229-0.0147545j 0.00394994-0.0195485j 
-0.0307331-0.00876224j -0.0187061+0.00185599j -0.0253299-0.0470024j 0.0338586-0.00185888j 0.03895+0.0291118j 0.0168716+0.0551993j 0.0391878-0.0475276j -0.0302015+0.010547j -0.0051144-0.0140044j 0.00666863-0.00641389j 0.0204215-0.00359159j -0.0313878-0.00418034j -0.0218118+0.00809315j 0.0281437-0.00479374j 0.0405781-0.00870347j -0.0138128-0.0307998j -0.0390854+0.0414805j -0.0206445-0.0190272j -0.0223203-0.0291837j 0.0423716-0.0080001j -0.00759828-0.00868024j 0.0118962-0.0031851j -0.00765269-0.0269449j 0.00689292+0.02532j 0.0012871+0.0188713j 0.00331508-0.00440673j 0.00326695+0.0128286j -0.0147763-0.00850078j 0.00155802+0.0045243j -0.000130532+0.00198918j -0.00390549+0.0093438j 0.00155581-0.0119455j 0.0132993-0.0119783j -0.0102125+0.0121443j 0.00160286-0.0115486j -0.020544-0.00903565j 0.0184924-0.0308611j -0.00687031+0.0142559j -0.0244821+0.0131881j 0.0207314+0.0105777j -0.0167168+0.0016402j -0.00244056-0.00193714j 0.0121008+0.00488378j -0.00929308-0.014946j 0.00947236-0.000789356j 0.00210234-0.00301148j -0.0242729+0.0142012j -0.00409896-0.0108649j -0.00654887-0.012588j 0.00943753+0.0250053j -0.00421126+0.00241131j 0.00754149+0.0020235j 0.020093+0.00282828j 0.004584-0.0049165j 0.0134117+0.00541575j 0.00194969-0.0185432j 0.00553278-0.0116715j -0.0243833-0.0138928j 0.00249322+0.00433023j -0.0224862-0.00434349j 0.00404181-0.00789605j -0.00681775+0.019696j -0.00430799+0.0111094j 0.00389853+0.0189665j 0.0226566+0.0115144j -0.0189178+0.00525593j 0.00583662+0.0318074j 0.00820002-0.0178496j 0.00543922-0.00394516j 0.00706551+0.0137902j -0.00895384-0.00173725j -0.0250423-0.0045203j 
