0.0385903+0.00952745j 0.0490274+0.0213948j 0.00593251+0.0351203j -0.0307243+0.0454143j -0.00728206+0.0195264j 0.00100832-0.000575513j -0.0909845+0.0343195j -0.0028503-0.000853168j -0.026793+0.0136647j -0.0173072-0.00215987j -0.06608-0.0035696j 0.0141425-0.00502697j 0.000866252+0.0149688j 0.0373005-0.0182785j -0.0543484-0.0174453j -0.0327965+0.00675589j -0.0312565-0.0208843j 0.00831153-0.0175275j 0.00228855-0.0277695j 0.0273503-0.0197782j 0.032617-0.0222037j -0.0110118+0.0180014j 0.0244127+0.00232736j -0.028434-0.0256467j -0.00805682-0.00100933j 0.00547263+0.0103179j 0.0106347+0.0354669j 0.0312312+6.70096e-05j 0.00126537-0.00278483j -0.0160205-0.0261282j 0.0264498-0.0204921j 0.0225821+0.0177777j 0.010595+0.0131098j 0.0190588-0.00129206j -0.00417215+0.0119371j 0.00024866+0.00579365j -0.0174673-0.00514645j -0.0135362+0.00957797j 0.000152556-0.0209085j 0.0184381-0.00113316j 0.00131589-0.00503085j 0.00582667+0.0126856j 0.00437002+0.0164848j -0.0180811+0.00765549j 0.000459578-0.0398086j -0.00606455+0.00101773j -0.0104371+0.00827279j 0.0218617+0.0155182j 0.0203016-0.00559875j -0.00737009-0.00660663j 0.0205675-0.00255788j 0.0149541-0.0322183j -0.00499192+0.0119379j -0.00459542-0.0134337j 0.0312052+0.00396689j -0.0121621-0.00464821j 0.0163825+0.0154533j 0.00285752-0.0313546j 0.0110089+0.029218j 0.0179617+0.0231047j 0.0507008+0.0298886j 0.0206906-0.0435392j 0.00814864-0.0245138j 0.0121036+0.0334812j 0.0147401+0.012371j -0.0105397+0.0352339j -0.00311262-0.00727574j 0.0148693+0.0127456j 0.0105537-0.0035214j -0.00653848-0.00759005j 0.042685+0.000485906j 0.0591675+0.0146945j 0.0263935+0.0133011j -0.00731041+0.0397011j 0.000886362-0.0670928j 0.0312154-0.00557921j 0.0315542-0.0475314j -0.0222751-0.0850442j -0.0507228-0.0349508j 0.00500998-0.0772382j 0.0992288+0.0174204j -0.0177278+0.0559836j -0.0739292-0.0615377j 0.0892339-0.0131011j 0.0202482+0.0187553j 0.0904222-0.0019214j 0.00918197-0.0198757j -0.0683324-0.0345889j 0.0330952+0.0773363j -0.0320902-0.0585977j -0.0709739+0.0248983j -0.070698-0.0454053j 0.00397906-0.0250648j -0.0226307-0.116955j 0.0976098+0.0571227j -0.0401934-0.0847725j -0.254649-0.142727j -0.0731619-0.163843j 
0.00459535-0.0168156j -0.00379758+0.0195849j -0.0200278+0.0254088j 0.0335036-0.0247641j -0.0533143+0.0194769j 0.0300021+0.0532271j 0.0407222-0.0701268j 0.0231643-0.000125009j -0.0218417-0.0271502j -0.025701+0.0149856j 0.0448029-0.00781052j -0.0149218-0.0247847j 0.000177487-0.0195522j -0.0131492+0.00321102j 0.00442161+0.0410143j -0.041574-0.044019j -0.0235358+0.0545034j 0.0121885-0.0194483j 0.0227942+0.0196358j -0.0544679-0.0234803j 0.0240293+0.042991j -0.00467344-0.0155694j -0.00521071+0.0229273j -0.0109076+0.0685542j 0.0227922+0.0534549j -0.00430328-0.0109799j -0.00399046+0.0391699j -0.0382679-0.00106255j -0.0650588-0.0294451j -0.0264037+0.0123875j 0.0121493+0.00833542j 0.0192945+0.00352517j 0.0142811-0.0217444j -0.0528896+0.0007869j -0.01375-0.0143189j -0.036131-0.00436407j 0.0154221-0.0113974j -0.00045489+0.0605787j 0.00528623+0.000281271j -0.014007-0.00219946j 0.020115+0.000985112j -0.00171335+0.0574251j 0.0327867-0.0327769j 0.00386608-0.0174444j -0.0168348+0.0265018j -0.0064297-0.0108677j -0.0116398-0.0110133j -0.000464447-0.00227185j 0.0161083+0.035317j -0.000999604+0.00192206j -0.00327853-0.0399796j -0.00721262+0.0163785j -0.00531301-0.00526729j -0.013963-0.0104757j -0.0138041+0.025606j 0.0128463-0.0195657j -0.0164878-0.00600271j -0.000676559-0.0315681j 0.00722585-0.02691j -0.00687381-0.0188951j 0.00486398-0.0119416j -0.0280692-0.0156382j 0.00728602+0.00823538j -0.00467167+0.0258322j -0.00526836-0.00544694j -0.0137535+0.00380461j 0.0112732+0.0120513j -0.0224376-0.00589938j -0.00014735+0.0171967j -0.00316265+0.0241404j 0.0298001-0.0207228j -0.00561159+0.0183729j 0.022051-0.0195926j 0.0101363-0.00519593j 0.00574528+0.0111771j 0.0180088+0.0133975j -0.00509364+0.00417911j 0.00037983+0.00703688j 6.33361e-05+0.0087241j -0.0100545+0.0248318j -0.00112228-0.0150707j -0.0182742+0.0320644j -0.00965358+0.00382816j 0.00266749-0.0136271j 0.00236779+0.0132688j -0.0220226+0.0115594j 0.00884626+1.6653e-05j 0.0159036+0.0131536j -0.00586123-0.0261222j -0.00706745-0.0394553j -0.013562-0.0230644j 0.010662+0.0267514j -0.0226434-0.00967008j 0.00275123+0.0106777j -0.00659504-0.00905987j -0.0163773-0.00825561j 0.0156769+0.00423905j -0.00355779-0.00126043j 
-0.0221744+0.017327j -0.00196589+0.0400632j 0.0420706-0.0389337j 0.0224887+0.0203307j 0.00285987+0.0132435j 0.0899392-0.0519582j -0.0997819-0.0547177j -0.062886-0.0863821j 0.083526-0.0177779j 0.0135185+0.101496j 0.0241569+0.0112757j -0.0481719+0.0160995j -0.0210454-0.0044869j 0.0613752-0.0411233j -0.0374792-0.0192889j 0.0136476+0.0364949j 0.0426332-5.16213e-05j 0.00168632+0.0447692j -0.0232138-0.0045975j -0.00536267-0.0227028j -0.0288998+0.00614717j -0.00136975+0.0409563j -0.073863+0.0365455j -0.00521638-0.00516395j -0.00886417+0.0113909j 0.0386927-0.00624035j -0.00857527+0.0319878j 0.00138441-0.038295j -0.013921-0.0124439j 0.0607094-0.0120974j -0.0263567-0.0541521j 0.0204805+0.0423857j -0.0439485+0.0321246j -0.000495528+0.0183794j -0.0220394+0.00604563j -0.0265119-0.0465856j -0.000886894+0.0502471j -0.0491802-0.0158112j -0.0363242+0.0208987j 0.0178276-0.0135478j -0.00738417+0.0200729j -0.0126106-0.012673j 0.0255603+0.00700871j -0.00118659-0.00518358j -0.0149802-0.0355288j -0.0284755-0.0278683j -0.0155772-0.000950269j 0.0167318+0.0199006j -0.0181224-0.0264254j -0.0310414-0.00338446j -0.00519145+0.000437366j -0.00776343-0.00235829j -0.00671121+0.00455138j 0.0112653-0.00242791j -0.0116947-0.0120973j 0.0210693-0.00868644j -0.000303879-0.00130135j 0.0251853+0.0127156j 0.00895068-0.0105196j -0.00179426-0.0209364j 0.00441734-0.0179361j -0.0215953+0.0075852j 0.0315233+0.0278739j -0.0223282-0.012717j 0.00654343+0.022707j 0.0257262+0.026581j -0.02714-0.0398054j 0.0175973-0.0221386j -0.00538302-0.00674604j -0.000473838+0.00155318j -0.0262626+2.15366e-05j -0.00594697-0.00156726j 0.0483708-0.0100058j -0.00459302+0.0160758j -0.0245127+0.00852159j -0.00669866-0.0171474j 0.0176747-0.00884269j 0.000475496-0.0292182j 0.0159485-0.0100208j -0.00793281-0.0283942j 0.0332904+0.00836185j -0.028264-0.0390515j -0.0129161+0.00974283j -0.0285174+0.0127804j -0.0152731-0.0154808j -0.0128894-0.0220555j -0.0084181+0.02933j -0.00236192-0.0268525j 0.00237986+0.00702752j 0.00282194-0.00883014j 0.00513343+0.00893447j 0.00461643-0.00179665j 0.00912215+0.0364081j -0.00169549-0.0288888j -0.0185825-0.00367927j 0.018352-0.00466688j -0.0167683-0.00261706j 0.0132412+0.000520875j 
-0.00461791-0.0227461j -0.00356878-0.0198526j -0.0288039+0.00171826j -0.0358862-0.00325034j -0.0236861-0.0310913j -0.0462185+0.0703454j 0.0807187+0.0063053j 0.0721213+0.0645594j -0.0299198-0.0149818j 0.0329628-0.0549206j -0.0177665-0.0315385j 0.0130921-0.0259111j -0.00363223-0.0140062j -0.0743422+0.0319581j 0.0205729-0.0280135j -0.0521203-0.0180815j -0.0196475+0.0190367j -0.0219099+0.0533171j 0.0370057-0.0117821j -0.0438339+0.0305076j -0.0423773-0.071525j -0.00531326+0.00676776j 0.0468362-0.0113605j 0.0235723+0.00345697j -0.016752-0.0119694j -0.0421137+0.0428848j -0.011741-0.0363195j 0.0339039+0.0490573j -0.00115215-0.00107669j -0.0181173-0.0143822j -0.0345845+0.0121505j 0.0191499-0.0402839j -0.00387043-0.0169761j 0.0183635+0.00160417j 0.0253757+0.00836295j -0.00557663+0.0326225j -0.00633439-0.0629972j 0.0199447+0.0220053j 0.0284531-0.00859549j 0.0155639-0.0130151j -0.00772203+0.0133444j 0.0146381+0.0128981j -0.0395668+0.00165148j -0.014952+0.046229j 0.0220579+0.0348887j 0.000448527-0.000931336j 0.00883319+0.00168228j 0.0292279-0.0123253j -0.0150746+0.0103758j -0.00719676+0.0197314j -0.0135081+0.0208655j 0.0143339+0.00514473j 0.0122885-0.00734352j -0.0451787-0.0303526j 0.0159989+0.00393111j -0.0187717-0.0169133j 0.00588921+0.0104859j -0.00602367+0.0164302j -0.0258391+0.0049226j -0.0235526+0.00178699j 0.0293603+0.00175814j 0.00150166-0.00115208j -0.0167647-0.00309686j 0.0150966-0.00675971j -0.0156617-0.00704325j -0.0215608-0.0153604j 0.0183578+0.00150258j -0.0304133+0.00550337j -0.0130764+0.00495961j 0.0107741+0.0213047j 0.0353183+0.00130541j -0.00432305+0.0142919j -0.0196469-0.0127077j 0.0137337+0.0203254j -0.015415-0.015697j 0.0147673+0.0382574j -0.0152339+0.0148982j -0.00645463+0.0188868j 0.0139104+0.00102712j 0.0120441+0.0269757j -0.0120268-0.0046804j 0.0248632+0.00436395j -0.0101796-0.0167581j 0.0147523-0.0169397j -0.0272757-0.00320945j 0.0275523+0.00369686j -0.003737-0.0115184j 0.0223173-0.00576368j -0.0117027-0.0163094j 0.000769796-0.0105696j -0.0232952-0.0182223j 0.00620523-0.000278539j -0.00449727+0.00217806j 0.00660546-0.000912587j 0.0123573-0.0046708j -0.0121144+0.00160984j 0.01156-0.00321981j 0.00700749+0.000820283j 
-0.0510666+0.0374067j -0.0233706+0.000346726j 0.00105718-0.0347462j 0.0136749-0.0966507j -0.00914493-0.0584621j -0.00810499+0.0890558j 0.0683804-0.101777j 0.0174638+0.0450611j 0.128759-0.0279936j 0.00406925+0.0925763j 0.078989+0.0740583j -0.0765234-0.00144722j 0.0749171+0.00160297j -0.00907007-0.0507506j 0.0268597-0.0227037j 0.0283385-0.00942452j -0.0267582+0.0984832j 0.0436537-0.0253882j 0.0155486+0.0189735j -0.00421477+0.0430521j -0.0163089-0.0106071j 0.0151737+0.00703602j 0.0347555+0.00706795j 0.0221017+0.0138986j -0.00961311-0.0362298j -0.0601071-0.0219797j -0.00336379+0.0168496j -0.00147812-0.0214096j -0.0144258+0.0113476j 0.018937-0.0279909j -0.0446509-0.0106166j 0.0233254-0.0601853j -0.0129484-0.0279405j -0.010078+0.0308422j -0.0216478-0.0469192j -0.0496632+0.0363903j 0.0168204-0.00516201j 0.000568118-0.0124852j 0.0269241+0.00187475j -0.0118293+0.0112244j 0.0120568+0.00235832j 0.0281047+0.0211188j -0.000533-0.0372007j 0.0120281-0.00818747j -0.0170477+0.000418797j -0.0160558-0.00333637j -0.0232269-0.0331877j -0.00693804-0.0115995j -0.0319039-0.00166987j 0.00082325-0.0201861j -0.00710665-0.0107848j -0.0268922+0.0333506j 0.0171323+0.00197473j -0.0551403+0.0115917j -0.0257608+0.00747901j 0.00962148-0.0510436j -0.0059913+0.00524715j -0.000922158+0.00916737j 0.00226172-0.00624599j -0.0235534-0.00200244j -0.013639+0.0138497j 0.00672182+0.0267953j -0.00480403+0.0350156j 0.0174408-0.00497942j -0.00481117-0.00146494j 0.0299909+0.0392075j 0.00273085-0.0108668j -0.0590575-0.0530878j 0.00812534-0.0358554j -0.027482+0.024478j -0.00656455-0.00873633j -0.0377006+0.00924101j 0.0350503+0.00569052j 0.00884069-0.0350175j -0.012859-0.00435625j 0.0283818+0.0322912j 0.00885103-0.00132228j -0.0134587+0.00344926j 0.0100914-0.0225709j 0.0243724+0.0429829j -0.00503259-0.0510606j -0.0102654+0.00835003j 0.00924823+0.0151606j -0.0422815-0.000138094j -0.0205381+0.0130692j -0.00585159+0.0323596j -0.00693035+0.0132528j -0.0107089+0.0173393j -0.00682216-0.0603309j 0.027947-0.0160595j 0.0193355-0.0196506j 0.00753478+0.0273489j -0.0224642+0.0352851j 0.00676524+0.0249524j -0.0335228-0.0366772j -0.000158035+0.0211929j 0.075545+0.0230972j 0.00373525+0.00562359j 
0.0437959-0.0264275j -0.0237913+0.0316437j -0.0291475+0.0562579j 0.0359877-0.061941j 0.0132817-0.00565806j 0.043653+0.029538j -0.0255522+0.00768643j -0.0155054-0.0254358j 0.00470353+0.0772857j -0.106209-0.00532071j -0.0686766+0.0108535j -0.070166-0.0689107j -0.0332543+0.0104081j 0.0506337+0.032627j 0.0690656+0.059632j -0.00710275+0.00478153j -0.0190065+0.106559j -0.02513-0.0143273j 0.0474731+0.01603j -0.0283667-0.014059j -0.0092877-0.0504367j -0.055541-0.0186088j 0.0586307+0.00353749j -0.0299415+0.0350714j -0.0104987+0.0123041j 0.0306568+0.00117107j 0.0432467+0.0131546j -0.0294606+0.0117114j 0.0323788+0.0142761j 0.0356445+0.00295845j 0.00199461+0.0194485j -0.0270433-0.0169195j -0.0189232+0.0137416j -0.0109798-0.0174199j -0.0116909-0.00936433j 0.00796293+0.0132728j 0.02196+0.00962312j -0.0214397+0.0393215j 0.0166139+0.0131351j -3.58133e-05-0.00706047j -0.015835-0.0135617j -0.00558133-0.0111616j 0.00680829+0.00414017j 0.0199517-0.00368464j 0.0163984-0.00393943j -0.000752859+0.016672j -0.0291805+0.0380256j 0.000201324-0.0111815j -7.09057e-05-0.00534627j 0.0037893-0.00443083j -0.0224254-0.0118398j 0.0491051+0.0254087j 0.00344409+0.000954128j -0.0264537-0.0185069j -0.0300447+0.0151869j -0.0382315+0.0104302j -0.00810679-0.0160096j 0.0466331-0.012156j -0.0023179-0.0269712j 0.0515603-0.0175269j 0.0150107-0.00030109j 0.0421065-0.0272687j 0.0032501-0.0278736j -0.0259051+0.0270048j 0.00229112+0.00420834j 0.0532106-0.0303906j -0.00276157+0.0030882j -0.0200091+0.0125291j -0.0359741+0.00998354j 0.0158285-0.00476661j 0.0283944-0.0842675j -0.0111547+0.0268362j 0.0239312-0.068683j -0.0206589-0.0107431j 0.0170833+0.00859703j 0.0153183+0.00650294j 0.00944171-0.0358601j 0.0199052-0.00721079j 0.0148237-0.00507546j 0.0714773-0.0147746j 0.027244-0.0409284j -0.0259052-0.0364054j 0.0093057-0.0230513j -0.00769621+0.0239679j -0.0109056+0.0149204j 0.0134073-0.00059934j 0.0137103+0.0079487j 0.0100922+0.0246482j 0.0224746-0.00804864j -0.0059712+0.0128331j -0.033967-0.0462959j 0.00423544+0.0546173j -0.0356994+0.0171982j -0.0330111-0.0108939j -0.0190857-0.0131635j -0.0123826-0.0381465j -0.00200903+0.00238229j -0.0410415-0.00697444j 
0.016141+0.0165158j -0.0541358+0.0345075j 0.0197822+0.0125799j -0.00824028+0.00963905j 0.11219+0.0373365j -0.105753-0.0530394j -0.059848+0.101147j -0.095807+0.0172568j 0.0352722+0.0301439j 0.0724501+0.0529026j 0.0135315-0.0411319j 0.0019107+0.0734228j 0.0042262-0.0243817j 0.0363371-0.0344165j -0.0101837+0.0294354j -0.0122905-0.00429458j 0.0490092+0.0442632j 0.00222293+0.00721173j 0.012316-0.00200827j -0.0357671+0.0109424j -0.00889613-0.0139366j 0.0023105-0.0647007j 0.0234549-0.0374784j 0.0193279-0.00893732j -0.0101629+0.00325748j 0.0122141+0.0923396j -0.0100452+0.00373836j 0.0075233-0.0126241j 0.00279451-0.00905039j 0.00661273+0.0265903j 0.00818673-0.010605j -0.0545421-0.01806j -0.0230223-0.0448762j 0.0211774-0.0218484j -0.0103613-0.0027381j 0.0391199+0.0104974j -0.0522118+0.0507972j -0.00227907-0.0329691j -0.00840673+0.0154222j 0.00071581+0.00988705j -0.0258183-0.00146116j 0.0185704-0.0203254j 0.00148604-0.0163515j -0.00528462+0.0242625j 0.00909133-0.0129241j 0.0158835+0.00568529j -0.00347842-0.00539248j -0.000552475-0.0123253j -0.00745006-0.0131966j -0.00914046-0.00493119j 0.0108819-0.0174963j -0.00505932+0.0135305j -0.0135014-0.000892907j -0.00275789+0.0153258j -0.017357-0.0052137j 0.0116386+0.00522518j 0.00515607+0.000992325j 0.025264+0.0198906j -0.0166693-0.000477596j -0.0170243+0.0034389j -0.00737522+0.0162008j 0.0270228+0.0298036j -0.0187482-0.0194557j -0.00222962-0.00856541j 0.00965411+0.000442126j -0.011666+0.0235243j -0.00441873+0.00477449j -0.00899626-0.00925704j -0.00366498-0.0234563j -0.0303806-0.00611001j 0.0102983-0.032171j 0.00454449-0.0065544j 0.0321904+0.0316365j -0.0163393-0.00454197j -0.00777014-0.000684664j -0.0437573+0.000904988j 0.0257056+0.00232644j 0.0135407+0.0108697j 0.0231417+0.0540948j 0.0774265+0.0126582j 0.0249294+0.021274j 0.0132031+0.0415743j 0.0156336-0.0209303j -0.0369679+0.0105176j -0.0025899+0.0246487j -0.00882796-0.0159462j 0.034022+0.0175901j -0.0324345-0.00421828j -0.0162833-0.00354772j 0.022752+0.0150191j 0.00794617+0.0262064j 0.0358495+0.0144311j -0.0372805-0.0014964j 0.0258428-0.0387032j 0.0125672-0.0407756j 0.00409595+0.00470845j -0.00331695+0.00112734j -0.0465213-0.00425837j 
0.0310449-0.0136156j 0.0338162-0.0270336j -0.0548141+0.00870919j -0.0159075+0.0288577j -0.0500763-0.0453084j 0.00101915+0.0421663j 0.028019+0.0169851j 0.0566187-0.0319993j -0.0817577+0.0076885j 0.00898973-0.0441201j 0.00408759+0.0075235j 0.0391449-0.0301452j -0.00751374+0.0469925j 0.0535065-0.0509125j -0.000875608-0.00569051j -0.0343267-0.0446046j -0.0226242+0.0126002j 0.0199033+0.0732269j 0.03241-0.00916405j -0.0187747+0.00502241j -0.0107042+0.00267893j -0.0898943+0.0734512j 0.0178681-0.0140645j 0.0379689+0.0166126j 0.00518898-0.0193541j 0.00447905+0.00560109j 0.0275141-0.0187301j -0.0130998+0.0492089j -0.0105617+0.0120574j -0.038368+0.0218443j -0.0156594-0.00348642j 0.0214812+0.0246666j -0.00532986-0.0058088j -0.0271726+0.0211181j -0.00857296+0.0249949j 0.00396903+0.00296381j -0.00378416-0.0327483j 0.0133005+0.0168613j 0.0132756+0.00525258j 0.022509+0.00514302j -0.0079194-0.0109118j 0.0127396+0.0119447j -0.0113862+0.0208566j -0.00986071+0.00607096j -0.0231062+0.0203064j -0.0273037+0.0230735j 0.0242464+0.00165707j -0.0322509-0.00707033j 0.0219441+0.00318415j -0.00587457+0.00604814j -0.0175269+0.00282701j -0.0423559+0.0306621j -0.00122175-0.0212302j 0.0144168+0.0133429j -0.00130727-0.00135433j 0.00410702-0.00778051j -0.0129673+0.00924256j -0.0060366+0.00373092j 0.0058151-0.0027389j 0.0073277+0.0105186j -0.0310481+0.00150648j -0.0120289-0.0142764j 0.0185229+0.00420303j -0.0235891-0.0166951j -0.001333-0.00209045j -0.0170861-0.0224007j 0.0177646+0.0109665j 0.00082877+0.00944528j -0.0281472-0.00336044j -0.01029-0.0181779j 0.0026203+0.00342362j 0.00654419+0.00167314j -0.0100781-0.00516332j 0.0368481-0.0101161j 0.0368394+0.00707889j 0.00228659-0.00255358j -0.0150716+0.00695706j 0.0127042-0.0204874j 0.011596-0.0151913j 0.000847068-0.00915857j -0.0366158-0.00850645j 3.88393e-05-0.00766992j -0.0108103+0.00302197j 0.0325938-0.011108j 0.00986731+0.0128473j -0.0328162+0.00125874j 0.00552114+0.00315167j 0.0151137+0.006863j 0.00743438+0.00311508j -0.0195723-0.0115262j -0.026497-0.0179329j -0.0110758+0.00171372j -0.00778439-0.00813833j -0.0120545+0.00526923j -0.00534687+0.0261675j -0.0027814-0.0139128j -0.00994801+0.0094218j -0.0150432+0.00538792j 
0.0382991-0.028758j -0.0493429+0.021007j -0.00965808+0.0421471j 0.0566024+0.00577313j 0.0195006+0.0502456j 0.00538034+0.0181527j -0.0207594+0.0258924j -0.0422735-0.0112709j -0.0570186+0.0270499j -0.0641317+0.00298155j -0.0154967-0.0420198j -0.0060914+0.0075039j 0.0486056-0.0889063j 0.0190229-0.046071j 0.0538792+0.0224037j 0.0318936-0.0415749j 0.017086+0.0382442j -0.0292093+0.0188469j -0.0326231+0.0740083j -0.0494065+0.00783698j 0.00552698+0.0253455j -0.00465811-0.0606411j -0.0143317-0.0202212j 0.0264504+0.00724466j 0.0181406+0.0263265j 0.0313319+0.001821j 0.0142889-0.0067638j -0.0418366+0.0137382j 0.0275079-0.0202424j -0.0118613-0.00283178j -0.0383747+0.00855702j -0.053432-0.000891086j -0.00283057-0.0127599j -0.0123548+0.0302998j -0.00733591+0.00589188j 0.0251036-0.0316714j 0.0494913-0.0236593j -0.0244606+0.0222841j -0.00359257-0.00537396j 0.00441933+0.00735973j -0.0043737-0.00887567j -0.00576036+0.0308933j -0.0281865-0.000415343j 0.0116155+0.00894188j -0.0172745+0.00650301j 0.0204107-0.0183982j -0.0218526+0.0228613j -0.0072312-0.0121217j 0.0150415+0.000548908j 0.00314645-0.0163717j 0.0304683+0.00150187j 0.0328537-0.0212753j -0.0406229-0.00555388j -0.0112097-0.0105277j -0.00652923-0.00370378j -0.00865847-0.0127061j -0.0418577-0.00131084j -0.0056588-0.00276375j 0.0205263+0.00135659j 0.0054967+0.00184867j 0.0235078+0.0105884j 0.00784941+0.00499489j -0.033456-0.00849705j 0.00392436+0.0023207j -0.0252255+0.00647521j -0.0109931+0.0033377j 0.00970077+0.0130746j -0.0258596-0.00530934j -0.026301+0.0139483j 0.0248239+0.00273674j 0.0189548-0.00661695j -0.012462+0.0161114j -0.00647114-0.0128964j -0.0147231-0.0156803j -0.000483392+0.0209054j -0.0203844+0.00203136j 0.00381603-0.00022299j 0.015167+0.0133706j -0.00159252-0.0114203j 0.0201984-0.00390391j 0.00856365+0.00679867j 0.00974074-0.0115873j 0.0150965-0.0151712j -0.0407626-0.0104145j 0.0397709+0.00344694j -0.00399348+0.00606528j 0.0119568+0.00616593j 0.0104302-0.00778759j 0.011672+0.000419293j -0.0117417+0.00166107j -0.0075728+0.00662235j 0.0370317+0.0207624j -0.00926469+0.00210722j -0.00407119-0.0286806j -0.000283579-0.0231488j 0.00244141-0.0214023j 0.0142416-0.00684693j -0.0248616+0.00758527j 
-0.081635+0.0471724j -0.0480347+0.0330133j -0.00515065+0.0787854j -0.0786267-0.0682168j 0.0224744-0.0730102j -0.12032+0.0380442j 0.135034+0.0731006j -0.0299719+0.164337j -0.0139499+0.0291934j 0.00894278+0.0135233j -0.0121783+0.00516831j 0.0564455-0.0220812j 0.0231007-0.00802193j -0.0090338+0.0329961j 0.0963758-0.0297169j -0.00783499+0.0268959j 0.00536678+0.0509854j 0.0260708+0.00240561j -0.0112228-0.036767j 0.0474214+0.0537651j -0.0845291+0.00516052j 0.0711373+0.02144j 0.0211229-0.047833j -0.00341364+0.00382935j -0.0037116+0.0449j -0.0496421+0.018026j -0.0281647-0.0125818j 0.0444612-0.0224917j -0.0117272+0.0254867j -0.0180562+0.0238749j 0.00945468+0.00134984j -0.0211436-0.0475168j -0.0118156-0.0143538j -0.00372924+0.0154242j -0.0261034-0.011196j -0.0218844+0.0458121j -0.0280253-0.00425407j 0.0115315-0.0281459j -0.00979289-0.0034394j -0.00195829+0.0179094j 0.000518481+0.0059053j 0.0269408-0.00384127j -0.0251263-0.0298918j -0.0116392-0.00716102j 0.0404266+0.0255136j 0.0194714+0.0116631j -0.00969011+0.0163079j -0.0153323-0.00254596j 0.00644764-0.015218j 0.027877+0.00443252j -0.0129138+0.000585365j 0.00231246+0.0107512j 0.021304-0.0194289j -0.0214862+0.0265948j -0.000672186-0.00258216j -0.0240676+0.00888222j 0.0214877+0.0113542j 0.00559548+0.0228215j -0.0210518-0.00395747j -0.00996809+0.0112616j -4.8965e-05+0.0318956j 0.0304983-0.0131046j -0.00500406+0.00346934j 0.0085508-0.0160975j 0.00820337-0.00988807j -0.0340935-0.0228748j 0.0245698+0.0128497j -0.00277068+0.00452663j 0.0071107-0.000150966j 0.0098418+0.0115143j -0.0239648+0.0159129j -0.000752131-0.0159932j -0.0482856-0.011907j -0.0389506-0.00339627j 0.00303829+0.0110928j -0.000952473-0.0104307j -0.0167826+0.0167552j 0.00404241+0.00794298j -0.00112581-0.019067j -0.0475456+0.0298204j -0.0585004-0.0270934j -0.0102876-0.0245609j 0.0337518+0.0362657j 0.00887765+0.00473569j -0.0158398+0.015729j 0.0183741+0.00996197j -0.0305996-0.0178583j 0.0421113+0.0338305j -0.0340394-0.0323253j 0.00732029+0.0294565j 0.0110505+0.00630087j 0.00101583+0.00357489j 0.023831-0.0352272j -0.0123206+0.0665698j -0.0129466-0.0167412j -0.00839309-0.00487338j 0.0636972-0.00104189j -0.0199813-0.00470825j 
0.0435322-0.0385958j -0.0793068+0.044041j 0.0781113+0.0528783j 0.0154693+0.0453587j -0.00807367+0.0711589j -0.00741619-0.0591768j -0.0651581+0.0344492j -0.0668184+0.018069j 0.00452803+0.0567109j 0.072193+0.0518366j -0.0599842+0.0184197j -0.0176531+0.00108362j 0.00116089+0.0160653j 0.0754654-0.0419318j -0.00684206-0.0066313j 0.06916+0.0463819j 0.045496-0.0412575j 0.042861-0.0446998j -0.0427635-0.0384088j 0.0644619-0.057748j 0.0342876+0.0967547j -0.00561603-0.0501763j -0.0206004-0.00891055j 0.0615206+0.00100077j 0.00717381+0.01885j 0.0383903+0.0430727j -0.0359207+0.00237634j -0.0313313-0.0405854j 0.034548+0.0115812j 0.0398671+0.00482709j 0.00178453-0.0286578j -0.0248781+0.00986135j -0.0150267+0.00749672j 0.0171982+0.0223122j -0.0373134+0.0274488j 0.0218557-0.0176885j -0.00302051+0.0319965j -0.0281842-0.00762722j 0.00820025+0.0497942j -0.00388642-0.00264565j 0.0153136+0.00532841j -0.0179473-0.0114939j -0.013448+0.0124282j -0.0094318-0.00924719j 0.0305181-0.0115784j -0.0120251-0.000112692j 0.00553398+0.0137178j -0.0178409-0.00204913j -0.00789443-0.00879983j -0.0102069-0.0328289j 0.00712905-0.011199j 0.0347917-0.00240448j -0.018068+0.0109999j 0.0424087+0.0283552j 0.0113391+0.00366191j 0.018238+0.00351687j -0.00999694-0.0114451j 0.00771178+0.00692483j -0.0081933-0.0124842j -0.0134167+0.00969952j 0.00876758-0.000863847j -0.00417072+0.0464159j 0.0177946-0.00124918j -0.024818-0.0137647j -0.00410441-0.001964j -0.0296725-0.00538059j 0.0178731-0.00732938j 0.0424506+0.0202707j 0.0317142-0.0109295j 0.0158994+0.0147683j -0.0256553+0.0168415j -0.00272575-0.0265232j -0.0191104+0.0179825j -0.0385112-0.00607839j 0.00991495+0.0190612j -0.033491-0.030137j -0.00215152+0.0184293j 0.0456861-0.0216647j 0.0011186-0.00778196j -0.00600969+0.0252154j -0.0246918+0.0260032j -0.0478756-0.00437843j 0.047927+0.0225232j -0.0158878+0.0263259j -0.0014445+0.00536878j 0.00428473-0.0286777j 0.0418815+0.021807j -0.000103803+0.000228373j -0.0260641-0.0158251j 0.0347075+0.0328098j 0.013232+0.0196793j -0.0150873-0.0150826j -0.0222456-0.0735181j -0.00536204+0.0204824j 0.0055275+0.00400275j -0.00961448-0.0291657j -0.00606499+0.000830928j -0.0598994+0.00471871j 
