-0.1113+0.226511j -0.218534-0.108639j -0.109334+0.0448498j -0.0276634-0.143787j 0.0394065+0.0518314j -0.00254358+0.0147441j 0.0565866+0.0445207j 0.0333333-0.0362575j 0.0237846-0.0212241j 0.00433065+0.0426245j -0.0456149-0.00996335j -0.0966698-0.0543111j 0.0421498+0.040548j 0.0327942+0.0669114j -0.00119096-0.0151277j -0.0864853+0.05237j 0.000960942+0.0630566j -0.0334387-0.0405233j 0.00895221+0.0371551j -0.0123304-0.0264966j 0.17005-0.0732989j 0.0366306-0.0159463j -0.113392-0.152505j -0.0210257+0.00703314j 0.0260556-0.0723039j 0.0519092+0.165616j 0.16388-0.172775j 0.0639909-0.0527731j -0.166838-0.273189j 0.0751429-0.157903j 0.152876-0.0359167j 0.171201+0.0607988j 0.0495428-0.196672j -0.283505-0.050386j 0.0247892-0.194841j 0.136046-0.18442j 0.03563+0.0200797j 0.0447242-0.0461421j -0.145232-0.063327j 0.0415971-0.016569j -0.0728351+0.0372109j -0.0316576+0.0445047j 0.0145631+0.0172346j -0.0169904+0.00251663j 0.0511555-0.00164647j -0.0968901+0.0123053j -0.0451835+0.0185826j 0.070638-0.0139726j -0.0867101+0.049346j 0.0643772+0.00899868j -0.0735433-0.0263896j 0.0287178+0.0106108j 0.0106055-0.00138302j -0.00781607-0.0108119j -0.037704-0.0215458j 0.015177-0.0516655j 0.0215442-0.015115j -0.0329765+0.0219667j -0.0375252-0.0412908j -0.0220951-0.00939827j -0.0442534-0.0396591j -0.0239635-0.0112822j -0.0251771-0.00367147j 0.00656903-0.00460301j 0.0435533+0.00650028j -0.00677263-0.0234937j -0.000290884+0.00849641j -0.00416939+0.0208627j 0.00601454+0.0129281j -0.00709165+0.021307j 0.00849066+0.0056843j -0.00517692+0.00951569j 0.0212638+0.0433712j -0.00709366-0.0234419j 0.0122172+0.0477538j 0.00329988-0.0242092j -0.00413136-0.01897j 0.00265819-0.0103525j -0.0308398+0.0133024j 0.0023998+0.00156818j 0.0162103+0.0258644j -0.00151979-0.00310155j -0.0171425+0.0345116j 0.0197417+0.00177471j 0.00263116+0.000768667j 0.0110452-0.0191327j -0.00590483-0.0160872j 0.0576169-0.0210129j -0.00410721+0.0171611j 0.0116373-0.0114836j 0.0122881-0.0293643j 0.0109351+0.0121916j -0.0190786+0.0334291j 0.0603219+0.0516669j 0.0607632-0.0480889j 
0.00294244+0.00691648j 0.00663698-0.0019687j 0.00157379+0.00385973j 0.00514676+0.00619024j -0.00223637-0.00237298j -0.0012502-0.00134495j 0.00359181-8.10807e-05j -0.00234131-0.00375313j 0.00627335-0.00137397j 0.00171375-0.00118727j -0.000638053+0.00138249j 0.00285285+0.000473592j 0.00186412+0.000559293j 0.00377155+0.00125071j 0.00377467-0.00139157j -0.00248274-0.00120751j 0.00347946-0.00809056j -0.00429122+0.00224809j -0.000451233-0.00294815j -0.00362754-0.00067871j 0.00238534+0.00218328j -0.00380236-0.000841595j -0.00078296-0.00188097j 4.98092e-06-0.00106309j -0.00125166+0.00127038j -0.001344+0.00265149j 0.00278301+0.00263705j -0.00173654+0.000569531j -0.000919486-8.96587e-05j 0.00151488+0.00150646j 0.00458556-0.00254948j -0.00239163+0.00109342j 0.000212227-0.000786068j 0.000822676-2.39598e-06j 0.00188927+0.000548903j 0.00301939-0.00138323j 0.000931015+0.00255769j -0.00344053-0.00026569j 0.00142913-0.0010693j -0.00382848+0.00455579j -0.00436868+0.00389048j -0.000728252+0.00232616j -0.0070734+0.000443041j -0.00122973+0.00150283j 0.00282139-0.00407593j 0.00648403+0.00054184j -0.000345686-0.00106732j -0.00326975-0.00190396j -0.00303414+0.00434202j -0.000988485-0.00694893j 0.00280749-0.000713419j 0.00143947-0.0049906j -0.00562599+0.00209512j -0.00112631+0.00044198j -0.00589429+0.00673992j -0.00531739-7.03134e-05j 0.000256619-0.00464666j 0.00306208+0.00294549j -0.000702031+0.00593918j 0.00092834-0.00642286j 0.00305244+0.000930133j -0.0077181-0.00525416j 0.001872+0.00227601j 0.0011214-0.00204604j -0.00686585-0.00270165j -0.00049722-0.00183556j 0.0033002+0.00397092j 0.00108194+0.00428534j 0.00158908-0.00163897j -0.00575698-0.000998088j 0.00691733+0.000885258j 0.00248893-0.00978738j -0.00064274+0.00382102j -0.000779532-0.0020678j -0.000639621+0.00126383j 0.000745432+0.00127204j -0.00408925-0.00120327j -0.00163282+0.000618669j 0.000759897-0.00536471j 5.64955e-05-0.00116264j -0.00299229-0.00285072j 0.00209986+9.24787e-05j -0.0041074+0.000816118j 0.000396851+0.00148436j -0.00258528-0.000213667j 0.000356739-0.000540046j -0.00144855-0.00460446j -0.000160402-0.00263785j 0.00352515-0.000893459j -0.000839368+0.00331792j 0.00032173+0.000206863j 0.000781953-0.000513367j 0.00161028+0.00100466j 0.000531242+0.000292376j -5.94452e-06-0.00145349j 
0.00471105-0.00407805j -0.00315049-0.00328458j 0.00335085-0.00361276j -0.0032108+0.000949165j 0.00251067+0.00324134j -0.000146978-0.00176662j -0.00460966-0.00077966j -0.000452015+0.00362918j -0.00533274+0.00170976j 0.00153063-0.00157459j 0.000635091-0.00147938j -0.00529111-0.00486945j 0.00362808-0.000993614j 0.00209612+0.00032464j -0.00579425-0.00171763j -0.00239027+0.000963404j -0.00119805+0.000273019j 0.000722851-1.2368e-05j 0.00135842-0.00164638j 0.00636827-0.00581102j -0.00123623+0.00143538j 0.00376166+0.0043808j 0.00267483+0.000738732j 0.00818301+0.00327003j 0.00235193-0.000938735j -0.00625861+0.00491444j -0.00388344-0.00106007j -0.000969701+0.000417022j -0.000636636+0.00138896j -0.00578516+0.00233552j -0.00367999-0.00165132j -0.0035066-0.00255743j -0.0113495+0.000374084j 0.00203863-0.000692376j 0.00223418+0.00244005j -0.00176792+0.000973495j 0.000767816-0.000765121j -0.00138888+0.00248367j 0.0010821-0.00882653j -0.00436618+0.000477195j -0.00290811+0.00285431j -1.80611e-05-0.00628966j 0.00282577+0.00252811j 0.00243933+0.00197312j -0.000347533+0.00136585j -0.000335731+0.00292625j 0.00591689+0.00128165j -0.0019469-0.000153908j -0.00187398-0.00276831j -0.00156455+0.00614014j 0.00199595-0.00555463j -0.00034945+0.00201774j 0.000348135-0.00293153j -0.00210435+0.000486246j -0.00173305+0.00248439j 0.00172356-0.000857402j -0.00294936+0.00310257j 0.000631692-0.000840095j 0.00444403+0.0042627j 0.000854096-0.00196706j -0.00431269-0.00194811j -0.000599104-0.00207448j 0.000523113+0.00647752j 0.00190981-0.00587978j -0.00538666+0.00904445j -0.00217383+0.000864673j -0.00445611-0.00290077j -0.00460285-0.000146362j 0.0032784+0.000676245j -0.00116694-0.00361491j 0.0034611+0.000910327j -0.00397686+0.000900816j 0.00266725-0.00277277j 0.000630907+0.00257989j 0.00237269-0.00499374j 0.000145003-0.00107001j 0.000821046-0.000954661j 0.000624382-0.00324644j 0.00261154-0.00636861j 0.00130659-0.000247021j -0.00258858+1.62522e-05j -0.00259909+0.00122212j 7.58092e-05+0.00303636j 0.000436471-0.000715788j -0.00255286+0.00213768j -0.00168739-0.00233849j -0.00306531+0.00255774j -0.000880138-0.00609681j -0.00193408+0.000630982j 0.000297535-0.000912807j 0.000550548+0.00268522j -0.00193623-0.00405574j -0.000474484+0.0013429j 0.00111186+0.00453551j -0.00333199+0.00347868j 
-0.000995409+0.00545675j 0.00628112+0.00121607j -0.000707287+0.0015138j 0.00190158-0.0025822j 0.00106921-0.00114877j 0.000755-0.00504141j 0.00531671+0.00070116j 0.00016965-0.00184781j -0.00374001+0.000253484j -0.00191896+0.00315804j -0.00182066+0.00176333j -0.00279193-0.00055609j 0.000219921-0.00300224j -0.0069817-0.000198475j 0.000595459-0.0039714j 0.000727412+0.00268825j -0.00550138-0.00212812j 0.0043511+0.0032696j 0.00236382+0.00304061j -0.00491506-0.00300118j -0.00486452+0.00273335j -0.00740567+4.34858e-05j -0.00220324-0.00487167j -0.00143952-0.00394579j -0.00373009-0.000374659j -0.00200129+0.000427475j 0.00226694+0.00407875j -0.000721579+9.17136e-05j -0.00330365-0.000543548j -0.00228248-0.00361119j 0.000863615+0.00190524j -0.00112129-4.05504e-05j -0.00195664+0.00387989j 0.00344779+0.000574179j -0.00112976-0.00850108j -0.000485729-0.00140397j 0.000196574-0.00517651j -0.00256822-0.000494608j 0.00848163+0.000875356j -0.000482423+0.00165936j 0.00115201+0.00539237j -0.00389471+0.00580167j 0.00332706+0.00392429j 0.0013268+9.71022e-06j -0.00129848-0.00156798j 0.00031994+0.00209882j -1.80598e-05-0.00218115j 0.00179018-0.000301997j -0.00461222+0.00296263j -0.00333581+0.00134349j 0.00419338-0.00169454j 0.00414992-0.0021659j -0.00254622+0.00455378j 0.000652711+0.00205789j 0.00443441+0.00122643j 0.00427926-0.00574791j -0.00208019+0.00286298j -0.00099664-0.00158782j -0.000665506+0.00137535j 0.00225596+0.00165245j -0.00933675+0.00217445j -0.00312941+0.0044468j 0.00411963+0.00125554j -0.00164658-0.000967857j -0.00383996+0.00249839j 0.00226024+0.000599101j -0.00316107+0.000195253j -0.00188905+0.00442993j 0.00146229+0.000442056j -0.0055721+0.000460538j 0.000582685+0.0013737j -0.00564135-0.0023238j -0.000979588-0.00308457j 0.00106881+0.00513986j -0.00294777-0.00348878j 0.000674633+0.00108337j 0.00203411+0.00266838j 0.00190034+0.001907j 0.000626538-0.00159272j 0.00312783+0.00204907j 0.00287036+0.00444381j -0.0015433-0.00267004j -0.000384734-0.00196139j -0.00182034-0.00247783j 0.000136642-0.00145706j 0.000114948-0.00124293j -0.00527538+0.00333892j -0.0019448-0.00247035j -0.00496714-0.000729289j 0.00288262-0.00121204j 0.000156341+0.00149825j -0.00477812-0.00464926j -0.00764204-0.000200202j 0.00053351+0.0077463j -0.00297927-0.000105462j 
0.00141184-0.000330596j -0.00187508-0.00110153j -0.00195027-0.00286418j 0.000867314+0.003522j 0.00221715-0.00096948j -0.000291546-0.00170324j -0.00112809-0.00040231j -6.62346e-05-0.000174133j 0.000919646-0.00158916j 0.000418527+0.00191152j 0.000279771+0.00353365j -0.00455005-0.00238036j 0.00167377-0.000473768j 9.00412e-06+0.00107879j -0.000135791-0.00391347j -0.000208467-0.00269566j 0.0022004+0.00197486j -0.000196378+0.00296066j 0.000127537-0.00144835j 0.00047841-0.000411515j 0.0024434-0.00492109j -0.000154115+0.00681816j 0.000169901-0.000734534j 0.0020074+0.00323824j 0.00339705-0.000162229j -0.00552887-0.00319744j -0.00166066+0.000368708j 0.000150873+4.00984e-06j -0.00014153+0.000449158j -0.00297665+0.000878114j -0.000257209+0.000592185j 0.00111198+0.000176217j -0.0011817-0.00232386j 0.000779968-0.00249038j 0.00131946+0.00336721j -0.00077121+8.12091e-05j -0.000655991-0.00270716j 0.00052576-1.00734e-05j 0.000912735-0.000479687j -0.00541234-0.00343515j -0.00529863-0.00228469j 0.00158247-0.000392558j 0.00267375+0.00108768j 0.00461807+0.00181415j -0.0034371-0.00047285j -0.0027961-0.00115615j 0.00284015-0.0022736j -0.00265403+0.00314881j 0.00591304+0.00203377j 0.00150598+0.000280622j -0.0034169+0.00191512j 0.000353499+0.000719273j 0.000644166-0.001285j 0.000250198+0.000588912j 0.00243385+0.00178505j -0.000593261+0.00522123j -0.000592014+0.00362414j -0.00101063-0.00354063j -0.00148204+0.00197269j 0.00232936+0.000214347j 0.00246591-0.000660959j 0.00101096+0.00538244j 0.0022931-0.000712316j -0.00118774+0.000226448j -0.000560373-0.00285075j 0.000728043-0.00345603j -0.00472885-0.00221074j -0.00375191-0.0014715j -0.00144908+0.000767407j -0.000517747-0.00108696j -0.000134577-0.00152084j -0.000515498+0.00106805j 0.00112069-0.00172134j 0.000728369-0.000183201j -0.000589811-0.00322634j -0.00127285+0.00100337j 0.000444669+0.0036185j 0.0010147+0.000272726j -0.00382351-0.000470246j 8.34593e-05+0.00101975j -0.00050707-0.000934135j -0.000808558+8.80041e-05j -0.00231622+0.00152814j 0.000122284-0.00205068j 0.00252575+0.0009189j 0.0017256-0.00430229j 0.00429071-0.0002632j -0.00201151-0.00304931j -0.00584459-0.0002962j 0.000612787-0.00167563j -0.00150181-0.000980092j 0.000820127-0.000682533j -0.000506954+0.00297256j -4.54998e-05-0.00191329j -0.00017982+0.00128878j 
-0.000351519+0.00083603j 0.00164247-0.00138032j -0.00010669+0.00312801j -0.00135252+6.11611e-05j -0.00159213+0.0011411j 0.00215819+0.0041643j 0.00225979+0.000465449j 0.000681015-0.000186086j -0.000777054+0.00111637j -0.00137672-0.000499429j -0.0026361-0.0034207j 0.00431408-0.000938148j -0.000328247-0.000280505j -0.000737175-0.000444103j -0.00107487+0.00428452j 0.00148571+0.00216806j -0.00669285-0.0032075j -0.00177615-0.000275023j -0.000388595+0.0011562j -0.00272572+0.00329507j -0.00165658+0.00469575j -0.00025299-0.00493196j -0.000351939-0.000749067j -0.00138829+0.00142045j -0.00485297+0.0029411j 0.00455098+0.00269362j -0.00100632+0.00283487j -0.000217805-0.00023146j 0.000125717-0.00235778j 0.00329955-0.00187374j 0.000847767-0.000745971j -0.000377645-0.00098032j 0.00113274+0.000507687j 0.000634729+0.00194533j -0.00220854-0.00168235j 0.000115387+0.000759776j -0.00304097-0.000589775j -0.00137758+0.000234282j 0.000540858+0.00169098j 0.00638091+0.00102826j 0.00317828-0.0013488j 0.00355345+0.00085475j 0.00476245-0.00171738j 0.00177287+0.000581849j -0.00179509+0.000532723j 0.00206426-0.00124871j -9.67505e-05+0.00376593j 0.00469147-0.00123882j -0.00298109+0.00162837j -0.000612072+0.00260247j 0.000670678-0.000721802j 0.00267066-0.000460886j 0.00134387+0.000132711j -0.0021297-0.000944308j -0.000528896-0.000427074j -0.0011228-0.00303739j 0.000146799+0.00306127j -0.00115545+0.000533084j -0.00239206+0.00383049j 0.0017928+0.00199826j 8.47986e-05+0.00247755j 0.00100483+0.00254887j 0.00153698+0.00273906j 0.00289043+0.00108128j 0.000323054-0.00483318j -0.000104105-6.89586e-05j -0.0046231-6.22834e-05j -0.00214508-0.000997544j 0.000343855+0.000742868j 0.00203554+0.000665381j -0.00166909-0.000327017j -0.000409303+0.00216163j 0.00129808-0.000377421j 0.00093309+0.000983178j 0.000511203-0.000468483j 0.00176807-0.00191261j 0.00119242-0.000424409j -0.00036849-0.00362393j 0.00323227+0.00129782j 0.00181574-0.00124187j -0.00188817+0.00277404j -0.00301392-0.000127098j -0.000885917-0.000423101j 0.000635867+0.000812522j 0.00182728-0.000773679j -0.000248732+0.00257103j -0.00429653+0.003235j 0.00155527+0.00295905j -0.00176578-0.00233632j 0.000906503-0.000481082j 0.000879821+0.00179181j 0.000631605+0.000415084j -0.000674095+0.00010152j -0.00123845+0.00262201j 0.00051897+0.00169483j 
-0.000215555+0.00200653j -0.00013058+0.00236697j -6.13718e-05-0.000311781j 0.00103928+0.00176701j -8.49303e-05+0.000427691j 0.00109704-0.000655133j -0.00110565+0.00341264j -0.000100661-0.0020141j -0.000721534+0.0010156j -0.00049735+0.000325831j 0.000599733+0.0022901j 0.000811457+0.00112975j 0.00127856-0.00354312j -0.00100683-0.000539648j -2.43647e-05+0.000437888j 0.000614726+0.00142147j -0.00210046+0.00108349j -0.000149621+0.00226607j -0.00116252+0.000570128j 0.00194126-0.00272968j 0.00160044+0.00019427j -0.00143849-0.0016951j 0.000486499-0.00143911j -0.00174088-0.00218484j -0.00061781-9.16611e-05j 0.00327847+0.00029959j -0.000749317+0.000205632j -0.000344282-3.49395e-06j 0.0010604-0.000402215j 0.000874654+0.000275632j 0.00240564+0.00344997j -0.000943269+0.000496703j 0.000678707+0.00294789j -0.000255694-0.00128078j 0.00629827-0.000625175j -0.00113743-0.0013455j -0.000185269+0.000153702j 0.000670471-0.000363886j 0.00368777+0.00614776j -0.000751947+0.00567553j 0.00244654+0.00243704j 0.00238917-0.00538739j -0.00142806+0.00052836j -0.000448363+0.000204492j 0.000621723+0.000135412j 0.000220638+0.00458826j 0.00141242+0.00167323j -0.000101006-0.0021388j -0.00217955+0.00125042j 0.000422621-0.000739951j -0.000829731-0.000633598j 0.000218082-0.000214549j -0.00233447-0.00087958j -0.00156016-0.00107923j -0.000349279+0.000156922j -0.00319975-0.00270272j -0.000363294+0.00045381j 0.00101622+0.00184774j 0.0014465+0.000522384j -0.00105242+0.000395303j -0.00479074+0.00294565j 0.00153341+0.000577585j -0.00267962-0.00161902j 0.00234087-0.000458049j 0.00743591+0.00595806j 0.00121721+0.00036623j 0.00235014-0.000123353j 0.00292056-0.000254295j 0.000371955+0.00166585j -0.00053573-0.00312709j 0.00107673+0.00185144j -0.000825478-0.000116898j 0.00182594+0.00326512j -0.000416233-0.00161542j 0.00331178+0.0012543j -0.000690527-0.00208908j -0.000253013-0.00140799j 0.000318627-0.0033658j 0.00191501-0.000724509j 0.000558842-0.00129278j -0.000502552-0.00221733j -0.00253234+0.00201699j 0.00165882+0.000547261j 0.00251257+0.00392603j -0.00186571+0.00882975j -0.0030778+0.00306598j -0.00542471-0.00322655j 0.00220763+0.00381992j 0.000573617-0.00169702j -0.00121587+0.00116533j -0.00290553+0.00188991j 0.00293774+0.000223787j 0.00120995-0.00144453j -0.00313791+0.000454154j -4.55334e-05-0.00391743j 
-0.0033318-0.00175273j -0.000740269+0.000369125j -0.00419405+0.00204392j -2.4416e-05+0.00299455j 0.000390071+0.000583906j -0.00222742+0.00117006j -0.00144457-0.00344162j 0.00175544+0.000873077j -0.000415996-0.00136115j 0.000310243-0.000857011j -0.000394992-0.000403646j -0.00142839-0.00239913j 0.00125774+0.00288756j 0.000580866-0.00112495j -0.0017485+0.000173707j -0.00279993+0.000872591j 0.000938923+0.000936294j -0.00262758+0.00325546j -0.00311639-0.000115885j -0.00106877+0.00066325j -0.000727445-0.00434175j 0.00220566+0.00464264j -0.00290744-6.32552e-05j -0.000729644+0.000808958j 0.00208599+0.00123315j 0.000553618+0.00105489j -0.00177615+0.000204158j 0.00096154-7.26872e-05j 0.00167928+0.00266162j 0.00196514+0.00395107j 0.0013945+0.000443344j 0.00123537-0.00168568j 0.00170447+0.00241396j -0.000850924+0.00218454j 0.00223809+0.0031656j -0.000389025-0.00276798j 0.000922582-0.00124425j 0.000818892-0.000797298j 0.00347054-0.00089217j -0.000529166-0.00628043j -0.000807374+0.0048353j -0.0042466-0.000933904j -0.000387614-0.000187087j 0.000100302+0.000334253j -0.00172054+5.80365e-05j 0.000665887-0.00144221j -0.00108085+0.000877574j -0.00231647+0.000141251j 0.00367337-0.00032066j 0.00102334+0.000337372j -0.0027226+0.000406363j -0.00125899+0.00166743j -0.000949895+0.000425907j 0.00167873+0.00133875j 0.00494891-0.00331168j -0.00235889+0.00513188j 0.000211825+0.000870283j 0.00197295-0.00427222j 0.00169822-0.00588676j 0.00092914-0.00149175j 0.00381883-0.00194727j 0.00543709+0.00168457j -0.00503186-0.00197072j -0.00503557-0.00218206j 0.0047035+0.000929638j -0.00484073-0.00570454j -0.00025871-0.00150227j 0.00226748+0.000874677j 0.00197112+0.000647238j -0.00437485-0.00049449j 0.00321986-0.00233106j -0.0022021+0.00134478j 0.00248437-0.0011745j -0.00265648-0.00147185j -0.000164975-0.00354804j -0.00145115+0.00210424j 0.00148925+0.00143185j 0.00209202+0.000612797j -0.0037036-0.00295839j 0.00103114-0.000722055j 0.000409522-0.000929492j -0.000360834+0.000323018j -0.00359022+0.00180516j 0.00149429-0.00552595j -0.00097212-0.000409751j 0.00116106+0.00107439j 0.000635324+0.00227876j 0.000423781-0.00169875j -0.00120612-0.000464082j -0.00075167-0.00185995j -0.00139913-0.000386091j 0.000904933-0.00448551j -0.000749454-0.00327654j 0.00192612+0.00185098j 0.0013245-0.00380437j 
0.000864875+0.0023722j -0.00121817+0.000431508j 0.00288142+0.000243437j 0.00123653-0.000267177j -0.000863269+0.000275266j -0.00116368+0.00191743j -0.00361179+0.00272957j -0.00164972-0.000546848j 0.000790951+0.00157268j 0.000203801+0.000861164j -0.00105513+0.00182191j -0.000830101-0.000230998j 0.0033722-0.00167857j -0.000885151-0.000678976j -0.000132721+0.000919524j 0.00111928+0.00217897j -3.34421e-05-0.000754703j 0.00216886+0.000675306j -0.00029247+0.00177007j -0.000196878+0.000962232j -0.00378498-3.82668e-05j 0.00202701-0.000706589j -0.000266537+0.00152689j -0.00128789+0.000749098j 0.00193388-0.00430913j 0.0010169+0.000507854j 0.000559636+0.00103083j -8.47911e-06-0.00125274j 0.000729251-0.00117107j 0.00170622-0.000402246j -0.00141086-0.000456446j -0.000965868-0.00105244j 0.00247058-0.00240435j 0.00125879-0.00133344j -0.000399621+0.000346228j -0.00182896+0.00270424j 0.00130105+4.15998e-05j -0.000305035+0.00062828j 1.77743e-05-0.00197183j -0.00219184+0.00354425j 0.00288809-0.00168618j -0.0020092+0.00436675j 0.000890045-0.000455362j -0.00094981-0.00148204j -0.00143552+0.000606619j -0.000256487+0.00106258j -0.00121382+0.00146226j 0.00123432+7.36931e-05j 0.000186897-0.00220094j 7.76266e-05-0.00123898j 0.00256697+0.000891507j 0.00187693+0.001929j 0.0023249+0.00108214j 0.000912461-0.00200856j -0.00411524-0.00259082j 0.00776037-0.000544435j 0.000551514-0.000505583j -0.00286569+0.000264724j -0.00492003+0.00210741j -0.00146201-0.000646868j -0.00466762+0.000852871j -0.000687166-0.00283682j -0.00149233+0.00668991j -0.000275152+0.00563702j -0.000440134-0.00731823j -0.00324988+0.00422171j 0.000475015+0.00108328j 0.00226998-0.00192984j 0.001209-0.00109057j -0.0020546+0.00315286j -0.00194667-0.000195663j -0.000896227-0.0014458j -0.00119096-0.0033834j -0.00117663+0.00304011j -0.00300153+0.000465541j 0.00100755+0.00213044j -0.00111284+0.000599827j -0.00143643-0.000174712j -0.0021406+0.000471092j -0.00226249+0.000538805j -0.001617+0.00103327j 0.00164886+0.000616601j 0.00283847+0.00259594j -0.00470443-0.000777767j -0.000457869+0.000671172j 0.00264335-0.00305844j 0.000754434-0.00196162j -0.00316127-0.00434558j -0.000701021+0.00244062j -2.08768e-05+0.000557924j 0.00310644-0.0001145j -0.00466923+0.00306134j 0.0017173+0.000582133j 0.0018145+0.00197389j 0.00138834+0.00254426j 
-0.00104211+0.00616952j 0.00349194+0.00298561j 0.00419049+0.00429393j -0.000361104-0.00636165j 0.000142835+0.00251955j -0.00109796-0.00357896j 0.00220953-0.00413467j 0.000669762-0.0010356j 0.00254216-0.00332042j 0.00233402+0.00174001j -0.00331664+0.00139741j -0.00223964+0.00176475j -0.00041189+0.00504312j -0.000109257+0.000292547j 0.00530582-0.00466288j -0.00220121-0.00263004j 0.00178994-0.00354456j -0.00166715-0.00340974j 0.0013327+5.5471e-05j 0.00340011+0.00537288j 0.000217032-0.00218566j -0.00377508+0.000628257j -0.000525856-0.000951556j -0.00238382-0.000483265j 0.00335821+0.00193088j -0.001952+0.00429817j 0.00672964+0.00461088j 0.000540642-0.00164607j -0.00209041+0.00066733j -0.000381811+0.000505158j -0.00308289+0.000745298j -0.00117323-0.00131516j 0.0036195-0.00673218j 0.00196268-0.00352512j -0.00174968-0.00207951j 0.00122442+0.00393134j 0.00134571+0.000727318j -0.00181038+0.000153949j 0.00388341+0.00726961j -0.00263847-0.00292598j 0.00136438-0.00242026j -0.00457264+0.00378264j 0.00093109+0.00132367j 0.00152091+0.000998531j -0.000328097-0.00456206j -0.00425832+0.00719289j -0.00101462-0.00336674j 8.55901e-05-0.00100054j -0.00169779+0.00448097j 0.000878917-3.53525e-05j 0.000742181-0.00133406j 0.000751139+0.000922714j 0.00267398-0.00352999j -0.00248516-0.000604128j -0.00466578+0.00190547j -0.00213862-0.000957182j 0.000985739+0.00128423j 0.0023662-0.00392041j -0.0037162-0.00435193j 0.0031674+0.00070911j 0.00249433-0.00216509j 0.00285228+0.00641322j -0.00434387-0.00585514j -0.000803321+0.00265335j 0.00449028-0.00243877j 0.00189393-0.000754673j 0.000620938+0.00114231j 0.00118875+0.00144766j -0.002941+0.0023074j 0.0013289-0.00344728j -0.00361051+0.00424751j 0.00181117-0.00379419j -0.00312143+0.00239032j -0.000117486+0.000343366j -0.0039692+0.000646932j -0.0020605-0.000240089j 0.000979305+0.00143137j 0.000294774+0.000373392j -0.00121434+0.00188883j 0.00120335+0.000154049j 0.00393531+0.00298284j 0.000952195-0.00149384j -0.00478312-2.45696e-06j -0.00227302-0.00176594j 0.00373199-0.000706075j -0.000187904-0.00192833j 0.00246745-1.76549e-05j -0.00314987-0.00165816j -0.00336029+0.000444673j 0.000501581-0.000519719j -0.000174423+0.00357497j 0.00125121-0.00701546j 0.000196067+0.000773121j 0.00411925+0.0018076j 0.000560391-0.00500514j 
-0.00239646+0.00152879j -0.00114566+0.00158964j -0.00380163+0.000224876j 0.00185568-0.00172851j 0.00173182+0.000349269j -0.00291749+0.0016591j -0.00389656-0.00243464j -0.00436751+0.00232815j 0.00205239+0.00259849j 0.00289363-0.00334667j 0.00287916-0.000719995j 0.000249574+0.000499328j -0.00385228+0.00492296j -0.000346375-0.00226679j 0.00297267+0.00374027j -0.00183093+0.00220186j 0.00470825+0.00082172j -0.0022039-0.00183122j 0.000968943+0.00118895j 0.00228546+0.000447952j -0.00152031-0.000110957j -0.000280576+0.000516889j -0.00343171-0.000156479j 0.000727915+0.00127654j 0.000544252+0.0025273j 0.00302891+0.00130305j -0.00115972+0.00238962j -1.29423e-05-0.00168809j -0.000137571-0.00226526j -0.00268335-0.000308202j 0.00176722-0.000616356j -0.000182165+0.000197442j 0.00016893+0.00283542j 0.00354276-3.31718e-05j 0.000897565+0.000890422j -0.00108725-0.00114459j -0.000824758-0.00182905j -0.000443021+0.00065535j -0.000577298-0.00205134j -0.00122237+0.00258491j 0.00408047+0.000606075j 6.92485e-05+0.000138193j 0.000948099+0.000407231j 2.26544e-05+0.00079316j -0.000340708+0.000454373j -0.00243424+0.00062418j -9.68408e-05+0.001974j 0.00313225+0.000593557j -0.00239749-0.000489297j -0.00106651+0.000587865j 0.00158169+0.00107939j 0.00109244-4.12888e-05j -0.00212966+0.00160597j 0.00342372-0.000351179j 0.00406629-0.000231783j 0.00208319+0.00113978j -0.00210494-0.000753112j -0.00341223+0.00147532j -0.00120463+0.00280785j -0.000944727+0.0019334j -0.00458183+0.00105685j -0.0010134+0.0018757j 0.000100193-0.000149377j -0.000855587+0.00281861j -0.00210272-0.00345866j 0.0027174-0.00191792j -0.000697936+0.000666499j -0.000816265+0.000519736j -0.00101153+0.000132437j 0.00079121+0.00149886j -0.00197138+0.000347971j 0.00214395+0.000838982j 0.000853535+0.000847989j -0.00216581-0.00215626j -0.00152703+0.00144576j -0.000506562-0.00121016j 0.000119492+0.00054664j 0.000624593-0.000780909j -0.000540472+0.00155997j 0.00225762+0.00035782j -0.00197971+0.000163918j 0.000164194-0.000520167j -0.00111716-0.000246397j 0.000794568+0.00228579j 0.000297138+0.000105214j -0.000506996+0.000748099j -0.00206348-0.000309541j 0.000280607+0.000326456j -0.00154498-0.00186441j -0.00129817+0.00453646j -0.000950198+0.00507561j -0.00273669+0.0029553j -0.00218448+0.00156304j -0.00199413+0.00262584j 0.000168907+0.000317139j 
