0.00897562-0.00356879j -0.00470019+0.00986011j 0.00962596-0.00637424j 0.0111824-0.00387173j 0.00238549-0.000474383j 0.000972554-0.00116874j -0.00237712+0.00271721j -0.00982724+0.00200398j 0.0030968-0.00190877j 0.000304846-0.00170029j 0.0116504-0.00340447j -0.0104163+0.00581304j 0.00973287-0.00598559j -0.0138077+0.00466097j -0.0127964+0.00147277j -0.00140543+0.00548722j -0.00029629-0.000528062j 0.00440403-0.00172147j 0.0120015-0.00366903j -0.00648629+0.00279043j -0.010073+0.00298854j 0.00487197-0.0039553j -0.00129325-0.00354323j -0.00336428+0.00246942j -0.00467896-0.0029703j -0.0179448+0.00281754j -0.00525612-0.000744677j 0.00322481+0.00253747j -0.00818243-0.00253683j -0.00476227+0.000368344j 0.0132263-0.000225409j -0.00989108-0.00187807j -0.00302543-0.00478698j 0.002533+0.000244442j -0.00792595+0.00261155j 0.00268319+0.000999462j 0.00667835-0.00495063j -0.00952015-0.00705672j 0.0139481+0.0219831j 0.0187641-0.00018357j 0.012071+0.00168787j 0.00819954+0.00608975j -0.00174775-0.00879717j 0.0033706+0.00595175j 0.00123359-0.0028164j -0.00403853-0.00748418j 0.00334416-0.00011995j -0.000833785-0.00663447j 0.00318589+0.00524859j -0.00167271+0.00123257j -0.00198954-0.00473194j 0.00490076+0.00902536j 0.0020762+0.00313189j 0.00422435+0.00425898j 0.00276595+0.00489559j -0.00432184-0.00950741j 0.000828081+1.30941e-05j 0.00256745-7.51798e-05j 0.000710774-0.00199191j 0.00566319+0.00478391j -0.00353843-0.00431265j -0.0040667-0.0154039j 0.000672842-0.00746782j -0.0048167-0.00694058j 0.00158446+0.00692431j 0.00196479-0.00469148j 0.00297674-0.00131113j -0.000480768+0.00237585j -0.00194712-0.00604885j 0.00196415+0.00838044j 0.00449114+0.00851629j -0.00134192-0.00396458j -0.00205383+0.0103875j -0.00157666+0.00295309j 0.00405547+0.00894525j 0.00155606-4.68793e-05j -0.00258866+0.00877698j 0.00210015-0.00811835j -0.00146946+0.00660215j 0.000534641+0.00617124j -0.00210128-0.00480869j -0.000752905-0.00290143j -0.0031245+0.0124474j -0.00318422+0.00471671j 0.00307534-0.00575744j 0.000715476-0.0058402j 0.00142806+0.00394518j 0.00257434-0.00584885j 0.000528252-0.00731351j -0.00555353+0.00794715j -0.00499024+0.00931915j 0.00232836-0.0157947j 
-0.00207541+0.00425578j 0.00300481+0.000745712j 0.00492214-0.00236829j -0.00161813+0.00265782j 0.00400543+0.00104743j -0.000215572+0.008995j -0.00335676+0.000374181j 0.000726898+0.00189198j -0.00181084-0.00239886j -0.000644184-0.00325946j 0.0020307+0.00531471j -0.00255966+0.00383302j 0.00130946-0.00184524j 0.00107797+0.00162419j 0.00649855-0.000830254j 0.0015616+0.00489278j 0.00237799+0.00176437j 0.000221601+0.00365201j 0.00142842+0.00336513j 0.00425661+0.00456044j -0.00101412+0.00271295j 0.00341925-0.00247255j 0.000662068-0.00262813j -0.00845334+0.00031002j -0.00857037-0.00355865j 0.00555113-0.00671608j 0.00196282-0.00659111j 0.00659091-0.00269442j -0.00429428-0.00168511j -0.0020797+0.0234625j 0.00453201-0.0170022j 0.00159291+0.0174536j -0.0105362-0.00675196j 0.010193-0.0270007j 0.00411128-0.00191763j 0.00428486-0.0140096j 0.0193569-0.00467948j 0.00121841-0.00382529j -0.0118152+0.00104968j 0.00585466+0.00546156j -0.00183933-0.00621063j -0.000166179-0.00348279j -0.00854288+0.00189002j -0.00102095+0.00307587j 0.00023404-0.00139721j -0.00312727-0.00729668j -0.00116647-0.000113007j -0.000471081+0.000423431j 0.00331089-0.000803265j 0.00236577+0.00463683j -0.00619919-0.00342909j -0.00441266-0.00374305j -0.00270743-0.000894082j 0.000157313+0.000411883j -0.00125464-0.00382915j 0.00369201+0.000398101j -0.00189605-0.00266421j 0.00215647+0.00515905j 0.00458563+0.0033377j -0.00427368-0.00208013j -0.00476784-0.00164435j -0.00422873-0.00519938j 0.00325826+0.001688j 0.000773343+0.00684545j -0.00451985+0.000833063j -0.00106065-0.00211472j -0.00429575+0.00391419j -0.00287605-0.00532753j -0.00246352-0.00529646j -0.001215+0.0026551j 0.00378772-0.00183496j -0.00206049-0.00641674j 0.0081808+0.00755657j -0.00536792+0.000633812j -0.0039584-0.00472283j 0.0029991+0.00221024j 0.00591529+0.0181537j 0.0134194+0.00557631j 0.0011042+0.00344365j -0.00652147-0.00762849j -0.00564082-0.00407862j 0.00720024-0.00831295j -0.0037604-0.016648j 0.0124878-0.00122914j -0.0125458-0.0060803j -0.00184512+0.0057571j 0.00338844-0.00233304j -0.00138103+0.00991323j -0.00463869+0.0022266j 0.00086449-0.00669584j 0.000304302+0.00181368j -0.000967572+0.00178052j 
0.00265566-0.00471582j -0.00248341-0.0034079j -0.000714795+0.00899356j 0.00132415+0.000434691j -0.00199133-0.00243277j 0.00689583-0.00767081j 0.0045256+0.00553172j 0.00335544-0.00859127j 0.000745224+0.00590365j -0.000812083+0.00698196j 0.000116184+0.00058194j 0.000110401+0.00236672j -0.00117086-0.000833411j -0.00134493-0.0116417j 0.00709069-0.00918693j -0.00228904-0.00471999j 0.000546994-0.00514144j -0.00048801-0.00299849j -0.00191995-0.00334883j 0.000587435-0.00140476j -0.00465074+0.00296931j 0.00361243+0.00711028j 0.0053849-0.0102618j 0.00322279+0.00624229j 0.0140795+0.0128905j 0.0102886-0.00514029j -0.00939249+0.00578985j 0.0146326-0.00517416j 0.0200397-0.00493297j -0.00504809-0.00459951j 3.54494e-05+0.00222603j -0.00251965+0.00806388j 0.00210615+0.00635605j 0.00744734+0.00368949j 0.0112848+0.00904133j 0.00185146-0.00184313j 0.0146615-0.00102727j -0.0141079+0.00366295j 0.00627983-0.00222349j 0.013354-0.00624311j 0.00230645+0.00525172j -0.00731323+0.00143333j 0.00249372-0.00511765j 0.00269809+0.00169181j -0.00227912-0.000550266j -0.00257674+0.00386794j -0.00338087-0.00294905j 0.00547981-0.00293425j -0.00232829+0.000700185j -0.00235937-0.00305523j -0.00414335-0.00308005j 0.00337655+0.00177957j -0.000489055+0.00318912j 0.00442234+0.00191977j -0.000159198-0.00264714j -0.00290797-0.00486913j -0.00143628-0.000738382j 0.00273771-0.0022369j 0.0014754+0.00134912j -0.0029421+0.00170324j 0.000397699-0.00269529j -0.000305672-0.00436282j -0.00453521+0.00441062j -0.00251255-0.00233954j 0.000517249-0.00697844j -0.00982367-0.00368147j -0.00143653-0.00904931j 0.000253964-0.00123623j -0.000574621-0.0168647j 0.000723416+0.00733715j -0.00545653+0.00258898j 0.00194383+0.00976255j -0.00411768-0.00447708j 0.00169269-0.00667741j 0.00655561-0.0123658j 0.00149175-0.00019366j 0.00342007+0.00328772j -0.000473437-0.00489745j 0.00223873-0.0120806j -0.00623869-0.010882j 0.00775353-0.00374998j 0.00770433-0.00938313j 0.00646027-0.0107826j -0.00317109-0.00318628j 0.00442189-0.00527479j 0.00136509-0.00569167j -0.00905025-0.00581905j -0.000760771+0.000298761j 0.000799994-0.00432532j 0.00252172-0.000848693j 0.00371894-0.00119869j 0.00452893-0.00188868j 
-0.00288729-0.00277061j -0.00258122+0.00201295j 6.11109e-05+0.00167099j -0.00285155-0.00207005j -0.00301647+5.744e-05j -0.0143773-0.000866408j 0.00301739-0.0028804j 0.00499255-0.000526102j 0.000823937-0.00309821j 0.00581848+0.00407258j -0.0152426+0.00145842j -0.00501029-0.000799147j 0.00495455+0.00227609j -0.000406651+0.00219555j 0.000579724+0.00515612j -0.0139069+0.00144018j 0.00257972+0.000157223j -0.00851463-0.000588372j -0.00983328+0.00392485j -0.0121524+0.00523821j -0.00102451-0.0016211j 0.00348333-0.000569143j 0.00623128+0.00200874j 0.00309179-0.00985641j -0.00423465-0.00927971j 0.0107334+0.00123699j 0.021091+0.00777029j 0.0105069-0.00467051j -0.00777978-0.00275585j -0.00565332-0.0045071j 0.00928922-0.00349422j -0.00302974-0.00314863j -0.0131701-0.0215153j 0.0064803+0.0133038j -0.0167657-0.00182612j -0.00430128+0.00411814j -0.00875256+0.00286769j -0.0145847-0.0127544j 0.00320867-0.000312365j 0.000403701+0.00241542j -0.000752757+0.00065388j 0.00290111+0.00724586j -0.00223791-0.00193399j -0.0094318-0.00231713j -0.00191257-0.00145562j 0.0146542-0.00425582j 0.00244+0.000132836j -0.00228475+0.000655391j 0.0038002+0.00362702j -0.00380481+0.0012185j 0.00427185-0.00625616j 0.00723818-0.000897152j 0.00718944+0.00126558j 0.000377382+0.0012959j 0.00214165-0.00126076j -0.00449504+0.000835933j -0.000415564-0.00380304j -0.000242633-0.000493801j 0.00331461+0.00335144j 0.00299557-0.00250999j 0.00197426-0.00364835j 0.00886627-0.00134032j -0.00344691+0.00280917j -0.00914777+0.00160627j -0.00090677-0.0018442j 0.00443785-0.00473419j -0.000287801+0.00343045j 0.00186701+0.00093746j 0.00302331-0.00154668j -0.00423865+0.00059744j 0.0121139+0.00500543j 0.013646+0.00243341j -0.010789-0.00411854j 0.00352049+0.00360081j -0.00782892-0.00751143j -0.00249037+0.00506758j -0.00532094-0.00497825j -0.00113994+0.00651395j -0.00140183+0.00728739j 0.00246553-0.00752203j -0.000842891+0.00681792j -0.00362883+0.00609656j 0.00230197+0.00428792j 0.0118804-0.000599253j -0.00104813-0.0130685j -0.0128095-0.00976105j 0.00999419-0.0022322j -0.00869663-0.000608115j -0.00819091+0.00264789j 0.00141001+0.00167448j -7.45173e-05-0.0015688j 0.0032455-0.00260044j 
0.00249469-0.00219838j -0.000698767+0.00279623j -0.00152544+0.000343461j -0.00102714-0.00230604j -0.00124969+0.000490401j 0.00493369+0.0015176j 0.00082315-0.00264116j 1.72366e-05+0.00166866j -1.42487e-05-0.00109588j -0.00474689+0.00184109j 0.00454291+0.00279612j 0.0028656-0.00360037j -0.00320881+0.00319922j -0.00162049+0.000110409j -0.00230455+0.00500486j 0.00548373-0.00275977j -0.000616357+0.00381202j 0.00572089-0.00100264j 0.00319501-0.000209881j -0.00108475+0.00665496j -0.000368534-0.0083318j 6.51543e-05+0.00147132j -0.00282063+0.00180587j 0.00274387-0.00790179j 0.00246393+0.0023226j -0.00261909+0.00134373j -0.0138224+0.00479156j 0.0071772+0.000651891j 0.00341393+0.00284789j 0.00821497-0.0100769j 0.00442293-0.000451039j 0.00110736-0.00268163j -0.00240552-0.0168399j -0.0214066+0.00767409j -0.0205822+0.0101439j -0.0164883+0.000958245j -0.0382112+0.00899453j -0.0100938-0.0101082j 0.0113289+0.00176838j -0.00242138+0.00998531j 0.010375+0.00752204j -0.00653544+0.0135556j -0.004847-0.000462362j 0.00300415-0.00255091j -0.00379804+0.00297992j -0.00308491-0.00273417j -0.00421223+0.00208521j -5.19724e-06-0.000206821j -0.00445016+0.000729936j 0.00215162-0.00358641j -0.000210333-0.00446059j -0.000428009+7.68015e-05j -0.00152476-0.00107682j -0.0025402+0.000863604j -0.00114062+0.00163462j 0.00059161-0.00124264j 0.00299279+0.000635423j -0.0030897+0.000235339j 0.000558559-9.27497e-05j -0.00241296-0.00337497j 0.000486247-0.00308028j -0.00397306-0.00338322j 0.00079956-0.000870706j 0.0019606+0.00223257j -0.000822641-0.00204308j -0.00307007-0.00487664j 0.000262439+0.00161045j 0.00068188-0.00158528j 0.00324096-0.00189876j 0.00200012+0.00570854j -0.00153443-0.00861538j -0.0022349-0.00784974j 0.00406709+0.00368119j -0.00544196-0.00772731j 0.00163401+0.00893132j 0.00327691+0.00148822j -0.00302157+0.000358294j 0.0106722+0.00286899j 0.00443664-0.00268616j -0.00381444-0.00714684j 0.00701436-0.0036007j 0.00269386+0.000928408j -0.00156013+0.00777775j 0.0072995-0.00878405j -0.00012027-0.00273983j -0.00886122+0.0160868j 0.007637-0.00799483j -0.00340686-0.00472771j -0.000698323+0.00365371j -0.00775831+0.00488882j -0.0002035+0.00109932j 0.00654854+0.00244674j 
0.00200086-0.00167432j 0.000413896+0.00616251j -0.00503685+0.000680651j 0.00261468+0.00157767j -0.00121022+0.00618986j -0.00264081+0.00319095j -0.000572761+0.00286063j -0.000374761+0.00302884j -0.000149549+0.00269885j -0.00183197+0.00501771j -0.00489876+0.00282453j 0.00213127+0.00497259j -0.000899935+0.00178545j 0.00266791-0.00157058j -0.00224156+0.0021189j 0.000334113-0.00321986j 0.000396327+0.0058432j 0.00242581+0.00151852j 0.0045349+0.000331255j -0.00356389+0.00338379j 0.00322724-0.000888219j -0.00232111-6.95395e-05j 0.00802518-0.000973335j 0.00195999-0.00133065j -0.0073689+0.000577238j 0.00262717+0.000899449j -0.00737011+9.27131e-05j -0.00552896+0.00628611j 0.00760874-0.000423418j -0.000496437+0.00303539j 0.00549506-0.00838175j -0.0233636+0.00439931j 0.0202556-0.00382554j -0.00256701-0.0109716j -0.000353029+0.0117449j 0.0177366+0.00548275j -0.00699001-0.0142218j 0.0252599+0.0168111j 0.00252538+0.00929431j -0.0113453-0.0100903j 0.00157658-0.017972j 0.00757021+0.0134357j 0.00594708+0.00522173j -0.00108609+0.00277504j 0.00102359+0.00408289j 0.00232658-0.00346872j 0.00334298-0.00288595j 0.000398109+0.00238868j -0.00138911+0.00174957j -0.00124734-0.00284384j -0.000459082-0.0041892j 0.00313714-0.000687159j -0.0016017+0.0019652j 0.00156348+0.000438099j 0.00043293+0.00159458j -0.0005299-0.00233286j 0.00329396-0.000228345j -0.00422063-0.00116417j -0.00153498+0.000442705j -0.00267159+0.000699471j -0.00223434+0.00190302j -0.000396214-8.85843e-05j 0.000943802-0.000349256j -0.000575717-0.00207853j -0.00354457-0.00489572j -0.000365188-0.00813667j 0.00180367-0.000129558j -0.00359253+0.00617805j -0.00038231-0.00453857j -3.48415e-05+0.00330075j 0.00033324-0.00231654j -0.00517645+0.00652993j 0.00214609-0.0074815j -0.0047248-0.00400106j 0.000147507-0.000230385j -0.00321873-0.00255992j -5.56596e-05-0.0108518j 0.00116258-0.00960757j -0.00237565-0.00649941j -0.000198414-0.00459364j -0.00616869-0.00291564j -0.00358648+0.00328421j 0.010881-0.000617927j 0.0183097-0.0152214j 0.00231552+0.00307811j 0.0119941-0.00399481j 0.00866117+0.00336503j 0.0191199-0.00382878j -0.0122146+0.00206667j 0.00303138+0.00176035j -0.00866742-0.00180709j 0.00135886+0.00265641j 
-0.0025437-0.00519398j 0.000675061-0.000787488j -0.00106414+7.23604e-05j 0.00113318-0.00236826j 0.000565315+0.00156742j 0.00432206-0.00668635j 0.0022263-0.00224398j -0.000125257+0.000411204j 0.0010324+0.00285596j 0.00119304+0.00206599j 0.00303757-0.00113295j 0.000802928+0.000628878j -0.000327796+0.000924467j -0.00463137-0.00075521j -0.000497721-0.00236228j -0.000765965-0.00199982j -0.0012262-0.00159776j -0.00105775-0.00136016j -0.0030896+0.00177929j -0.00107683-0.00162557j -0.00461987+0.00416673j 0.00177585-0.00155353j -0.00555319+0.00340976j -0.00191802+0.000958329j 0.00934122+0.00108876j -0.000382291-0.00592725j 0.00338868+0.00407822j 0.00270443+0.00111482j -0.00268904-0.000911568j -0.00994502-0.00263012j 0.00184332+0.00132227j 0.00440269+0.00355921j -0.00128703+0.00319655j 0.00442413-0.011944j 0.00404085-0.0101098j 0.0162628+0.00931681j -0.00657544-0.0233539j 0.0117808-0.00890188j 0.00324292+0.0149671j -0.00203557+0.00635028j 0.00905426+0.00760594j 0.00217214+0.0153475j -0.00143345+0.00262845j 0.000383003-0.0058825j -0.00129769+0.00277559j 0.00049061+0.00241609j 0.000278875+0.00315313j 0.0018355+0.00387018j 0.000161921-0.000284018j -0.000458468+0.00038166j 0.000408093+0.000789886j 0.00337252-0.00153215j -0.00130007-0.00224633j 0.001628+0.00381163j -0.000232034-0.0021059j 0.000625065+0.00414201j -0.000322082-0.0020586j -0.000767915+0.00322897j 0.000786879+0.000397483j -0.00339231+0.0026894j -0.00173989-0.000743617j -0.00103976+0.00027326j -0.00293488+0.0015138j 0.00104655-0.000128273j 0.00330078+0.00347141j -0.00387006+0.00665917j -0.0038632-0.00177035j 0.00275386-0.00229185j -0.00168741+0.00318231j 0.000252126-0.00462157j -0.00385098+0.00261431j -0.00214636-0.00374647j 0.000592732+6.68857e-05j 0.00429283+0.0062508j -0.00135482+0.000270683j 0.00120566+0.00127023j 0.00555656+0.00507162j -0.00385484+0.00430904j 0.00847793+0.00423738j -0.00634729+0.00334559j 0.00760668-0.00225446j -0.00373186-0.00564794j -0.00744467+0.00283642j 0.00893892-0.00101754j -0.000562995+0.00870817j -0.0134191-0.0105198j 0.0127193-0.00248462j 0.00636537+0.00216243j -0.000512223-0.00315352j -0.0104225-0.00312794j -0.00265872+0.00283275j 0.00893877-0.000309478j 
-0.000381495+0.00129j 0.00139177-0.00109677j 0.00106182-0.00334853j 0.00134389-0.000491795j 0.00541499-0.00206017j -0.00297695+0.00427674j -0.00164327+0.000459062j 0.00208129+0.00207747j 0.000284256-0.00202122j -0.00124527-0.00198834j 0.00296188+0.00421955j 0.00400775-0.00252019j 1.48085e-05+0.0011056j 0.00558005+0.00191261j -0.000450389-0.00360646j 0.0049899+0.000223736j 0.00481387+0.00211769j 0.00727306-2.00545e-05j 0.00841582-0.00180171j 0.00589982+0.000135399j 0.0117148-0.00429336j -0.00267257-0.00240332j 0.00801743-0.00113392j -0.00387266-0.000769769j -0.0123343-0.00163j -0.00101905+0.00207298j -0.003392+0.00737473j -0.0201987-0.00737461j 0.00414217-5.66952e-05j 0.0238109+0.00963349j -0.0118818-0.0096681j -0.00490978+0.00795235j 0.00589266-0.00186963j -0.0197838-0.00856248j -0.0136983-0.00878153j -0.00331612+0.00679168j -0.0120035+0.000812306j -0.00356348-0.00444986j -0.00510806-2.64348e-05j -0.000349264+0.00334204j -0.00513014+0.00452687j -0.000457904+0.000870918j 0.00045941+0.000303731j 9.24346e-06-0.00413563j 0.00323681-0.00261268j 0.00117039+0.000614784j 0.000669594-0.000537067j -0.00363289+0.00157326j -0.00105599+0.00190513j 0.00186019-0.00108442j -0.000978417-0.00135299j -0.000612058+0.00162617j 0.00131754+0.0019067j 0.000740504+0.0010531j -0.00245516-0.000646564j 0.000279953-0.00727279j -0.0010515+0.000135002j 0.0012487+8.06457e-05j 0.00193768-0.00282128j 0.00276794+0.000478544j 0.000284436+0.00267882j -0.00276062+0.00110813j 0.00318492-0.00190779j -0.00167969-0.000790152j -0.0052284-1.29615e-05j 0.0052059-0.00601499j -0.00527801+0.000901835j -0.00931287+0.00736158j -0.00481724-0.00707601j -0.000970046+0.00154902j 0.00331033-1.80033e-05j -0.00163716+0.00849839j 0.00160485-0.00516458j -0.00427089+0.00161451j -0.0102629-0.00828535j -0.0106691-0.00313146j 0.0112258-0.011431j -0.00271498-0.0111603j -0.013104-0.00466627j 0.00556691+0.00170104j -0.0106659+0.00253336j -0.0132722-0.010079j -0.0121559-0.0043295j 0.00376371-0.00734909j 0.00212693-0.000324025j 0.000299698-0.00433396j 0.00808754-0.00025999j -0.00163515+0.0037374j 0.00337069+0.001942j -0.00259187-0.00125023j 0.00297972+0.000146951j -0.000381342-0.00220942j 
-0.00303649-0.000439323j 0.00296555-0.00191331j 0.00170331-0.00468161j -0.0010696-0.00215707j 0.00277914-0.0009152j 0.00221655-0.000338239j -0.00097255-0.00112399j -0.00130871+0.00285965j -0.000264395+0.000726533j 0.00136658-0.00282816j 0.00606863+0.00438888j 0.000535042-0.00381901j 0.000676441+0.000687536j -0.000768592+0.00183862j -0.000678962-0.00499895j 0.00250445+0.000146818j 0.0015279-0.00250276j 0.00248234-0.00201256j 0.00323747-0.000184122j 0.00171568-0.00125276j 0.0034363+0.000919697j 0.000819341-0.0022767j 0.000456937-0.00329426j -0.00343622+0.00261136j -0.00248614-0.00253039j -0.000866175-0.00144572j 0.00420107+0.00627814j -0.00753999-0.0129949j -0.00207611-0.00260236j 0.00983505+0.0119131j -0.0122731-0.0057219j 0.00573576+0.0155662j -0.00442575+0.0104046j -0.00570874-0.0154465j -0.00242672-0.0196812j 0.00812935+0.00672321j 0.000684099-0.0137682j -0.00267559-0.010396j -0.00177946+0.00879847j 0.00314294+0.00591632j 0.00288817+0.0103485j 0.00329413+0.00247163j -0.00249019+0.00140569j -0.000889496-0.00661231j 0.00153773-0.000989896j 0.00169161+0.00492467j -0.0016222+0.0011974j -0.00191799+0.00300784j -0.00163022-0.00239194j 0.000325051-0.00164367j -0.00104337+0.00187632j 0.0010685+0.00214025j 0.00177179+0.00155498j -0.000350819-0.000431863j -0.00194799-0.00148325j -0.00357496-0.00567541j -0.0015292+0.001452j 0.00152521-0.000893192j -0.000177809-0.00304406j 0.000932257+0.00121754j 5.84191e-05+0.00155035j -0.000621929+0.00350107j -0.000751344-0.000454107j 0.000459622-0.00218645j -0.00109534+0.000957547j 0.000506375+0.00107218j -0.00279525+0.00200825j -0.00799948+0.00412662j -0.00543066-0.000718599j 0.000243273+0.00222454j -0.00202492+0.000238136j 0.00243784+0.00871892j 0.00363111-0.000407303j -0.00697749-0.00533411j -0.00634693-9.70598e-06j -0.00239191+0.00492029j 0.00634311-0.0124992j -0.00369136+0.00399841j -0.00906879-0.0027505j 0.00215519-0.00117494j -0.0036943-0.00802515j -0.00831063-0.00106802j -0.0127971+0.00744423j 0.00130805+0.00402478j -0.00191367-0.00503702j -0.0104733+0.00566016j 0.00902579-0.00141898j 0.00593838-0.00917352j 0.00215424-0.0027821j -0.00844101+0.00174292j 0.00326263+2.68386e-06j 0.00309266+0.0022914j 
0.000801976+0.00023377j 0.00144089-0.00175512j -0.00166484-0.00759976j -0.00168381+0.00141722j -0.00233832-0.000431138j 0.00995539-0.00777695j 0.00464837-0.000463567j 0.00111062+0.00350682j -0.00134997+0.00175983j 0.00185216-2.84479e-05j 0.00962495-0.00499266j -0.0065936+0.000999362j 0.00244985+4.2886e-05j -0.00784291+0.00381192j -0.00259286-0.00411285j -0.00393181-0.00268094j -0.00333578-0.00399967j -0.00958696-0.0020496j -0.00686296-0.00161257j -0.00244413-0.00531447j -0.00931059+0.010089j 0.00827923-0.00518322j -0.0155173-0.00499607j 0.0116969-0.00485924j 0.000852565-0.00149756j 0.00465271-0.00227897j 0.0176906+0.0116443j 0.00388798-0.0244884j -0.00653449-0.0151021j 0.00127185+0.00273383j 0.00346844+0.00172064j 0.0252346+0.00471135j -0.012238+0.0207794j 0.000148523+0.00388615j 0.0150921-0.0159452j -0.010811+0.00476921j 0.00646015-0.0145599j 0.00503736+0.00170833j 0.00346664+0.00863155j -0.000246103-0.00456437j -0.00222951-0.00395175j 0.00455786-0.00175554j -0.00172219+0.00368183j -0.00241937-0.00139583j -0.00253321-0.00097832j -0.00430221+0.00124293j -0.00301495-0.000202731j 0.00397668-0.00181402j 0.0020842+0.000679406j -0.00313239+0.000596302j -0.00768306+0.000607767j 0.0020271-0.00371247j 0.000499091+0.000443797j 0.00198823-0.000831753j -0.00126824-0.00130152j -0.00686096-0.000631789j -0.00265323+0.000619708j 0.00146332+0.000859322j -0.00221399+0.000744696j -0.00185031-0.000652946j -0.00372312-0.000424326j -0.00198491-0.000827765j -0.00266199+0.00252946j 0.00125994+0.00303076j -0.00125-0.00419102j -0.0103148-0.0034048j -0.00147559+0.00483607j 0.00596407+0.00612076j -0.00707164-0.00310467j 0.00592577+0.00633682j -0.00909742-0.00238166j -0.000351045+0.000944712j -0.00243921+0.00261504j -0.00493306+0.00791855j 8.41257e-05+0.00697135j -0.00154891+0.00423682j -0.0129135-0.000309838j -0.00570832+0.00163131j -0.00555123+0.0101549j -0.00447269-0.00978372j 0.00527202+0.00280599j -0.00356571+0.0075236j 0.00340938-0.00236065j -0.00810578-0.0121663j -0.00358606+0.0033602j 0.00253034-0.00250867j -0.00331222-0.000989377j 0.0070865+0.00127439j -0.00522953+0.0058608j 0.00259335-0.000827442j -0.00513735-0.00232983j 0.00115264-0.000268308j 
0.00101655-0.00290872j 0.00376885+0.00222831j 0.00566728-0.0021031j 0.000327887+0.00330833j 0.000559628+0.00204798j 0.00403055+0.006039j 0.00499553-0.00210676j -0.000115839-0.00314134j -0.000464981-0.00116721j 0.00439009+0.000380129j 0.000830048+0.00699076j 0.00342081-0.000347119j 0.0016681-0.00044107j -0.00359888-0.00157194j 0.00206431-0.00433421j -0.00344967+0.00500939j 0.00427671-0.000851554j 0.00191529+0.000179361j -0.0021069+0.000764575j 0.00486899+0.00329314j -0.00439346-0.00287585j -6.80926e-05-0.000324482j -0.00588595-0.00226439j -0.00356987+0.0040058j -0.00159518-0.00152312j -0.00445888-0.0013743j 0.00186315-0.0025907j -0.00100642-0.00747833j -0.0086112+0.00631252j 0.0150305-0.00829121j -0.0156532-0.00124847j 0.0157673-0.00880619j -0.0243019+0.000891114j -0.0183656+0.0112389j 0.00306049+0.0227908j -0.0270499+0.011856j -0.00336514-0.00505917j -0.0086193+0.0261067j 0.00310133+0.00313133j 0.000736275-0.0147479j -0.00778092-0.00672709j 0.00412769+0.00303995j -0.00336355+0.00636509j -0.00103689+0.00281127j 0.00173377+0.00158062j -0.0019392-0.000555471j -0.000605812+0.000508185j 0.0032856+0.000705097j -0.00113339-0.00375432j 0.00195274-0.00107074j -0.001384+0.00227397j 0.000647019-0.00021765j 0.000179048-0.0018606j 0.00250177-0.000830408j -0.00327786-0.00122004j -0.000377502-0.000978759j -0.00428933-0.000783214j 0.00470856+0.00337524j 0.00106859-0.00217297j 0.00387773-2.13844e-05j 0.000166689-0.000583855j -0.0012006+0.00114246j 0.00181058-0.00339147j 0.000241355-0.000930911j 0.00490553+0.00743319j 0.00238216+0.00746388j -0.00221765-0.00290764j -0.00361958-0.00769031j -0.00184498+0.00525498j -0.00312731-0.0023271j 2.85568e-05-0.000508691j 0.00669033-0.000698071j 0.00347631+0.00263381j -0.00123874-0.00929253j 0.000368343-0.00293686j 0.0107203+0.0020345j 0.00237473+0.000529999j 0.00319058+0.0128303j 0.00320623-0.00538492j -0.00507973+0.00482192j -0.00416537-0.00925386j -0.00172713+0.00328077j 0.00169771+0.00043852j 0.0100812+0.00749596j -0.0113841-0.00732885j 0.00759493-0.00197981j -0.00738804+0.00187695j 0.0140098+0.000249304j -0.00430987-0.00654744j -0.00112935-0.00143698j -0.00566801+0.00209921j -0.00269494-0.000164722j 
