0.0140237-0.00733598j 0.00492926+0.00370984j 0.0112147-0.00681166j -0.0106055+0.00036601j -0.00105047+0.00374224j -0.00139484+0.00292491j 0.0103846-0.00165509j 0.00119938-0.00487636j -0.0032775-0.00179834j 0.00251087-0.00264274j -0.00209925+0.000267274j -0.00139803+0.00164811j -0.00571656+0.000678472j 0.000435535+0.000106478j 0.00267764-0.00229997j 0.00380281+0.00118629j 0.000665611-0.00215302j 0.00234471+0.000776439j 0.00229695-0.00315385j -0.00956794+0.00175222j 0.00823078-0.00378592j -0.00289142-0.00227319j -0.000805694+0.00115158j -0.00320369+0.000989987j 0.000496354+0.00283249j 0.00248241-0.000299505j -0.00392536+0.00505901j -0.00904944+0.00540044j 0.00194777-0.00295256j 0.00286828+0.00126215j 0.00313909-0.00276201j 0.00459715-0.000348893j -0.00272859+0.0016175j 0.00157882+0.00159232j -0.00493409-5.4736e-05j 0.0015106+0.00848186j 0.00307675-0.00213431j -0.0016598+0.000407958j -0.0128818+0.00552794j -0.010161+0.00262809j 0.00659616-0.00392361j -0.00481849+0.000659619j 0.0054813-0.00164167j 0.00505201-0.00341668j -0.00879198+0.00175931j 0.00761539+0.00214608j -0.00404222-0.00522176j -0.00301554-0.0023342j 0.00263478+0.00365803j -0.0108176+0.00327961j -0.00651587+0.00162992j -0.00118401+0.00464213j -0.00815992-0.00122299j -0.00217699-0.00106732j 0.00499255-0.00557518j 0.0077161+0.00709548j -0.000393095-0.00711293j -0.00186682+0.00235839j -0.00616207-0.00320787j -0.00435621+0.00278735j -0.00643801-0.0106739j 0.00109709-0.0062303j 0.00753208-0.000528465j 0.00177647-0.00959102j -0.000245998-0.00345611j 0.000488819+0.00496754j -0.00952081-0.0125465j 0.00917842-0.00315583j 0.00863429+0.0190863j 0.015648+0.00343697j 
-0.000636025+0.000951444j -0.00770102-0.00995729j 0.00380247+0.00635133j 0.00183392+0.00640464j -0.00691255-0.00740094j -0.00209353-0.00333379j 0.000728117+0.00249854j 0.00591372+0.00838521j 0.00302396+0.00324022j 0.0012432+0.000625593j 0.00312929+0.000518651j -0.00288609+0.00379293j 0.00143286+0.00497142j -0.00128525-0.00212498j 0.00173558-0.000989994j -0.000558452+0.00328743j 0.00046641-0.000100664j 5.82205e-05-0.00286626j 0.00344291+0.0018775j -0.00436613+0.00138815j -0.00329876+0.00406475j -0.000213026+0.00609132j -0.00110727-0.00206782j 0.00151945+0.00304101j -0.00112339-0.00336236j 0.00364089-0.000794506j -0.00284397-0.00147316j -0.00629413-0.00133233j 0.00159067-0.00132705j 0.0037522-0.000934765j 0.00385839+0.000935095j 0.00972535+0.00205104j -0.00117545-0.00192371j -0.00133996+0.00428402j -0.00104499+0.00126341j -0.00442256+0.00661247j -0.00131761+0.0020859j -0.000581722+0.00047626j -0.0125479-0.00309862j 0.000639483+0.000354585j 0.00496539+0.00490744j 0.000978115+0.00187537j 0.00509011+0.00118061j -0.00163206+0.00497318j -0.00530655+0.0042966j 0.000865917+0.0015279j 0.00697621+0.00214514j 0.000342423-0.00264366j -0.00177692+0.00162712j -0.00897281+0.000759123j -0.00628569-0.00495273j -0.00862688-0.0122718j -0.00273066-0.00287569j -5.33033e-05+0.000409517j -0.00203542+0.00879328j -0.00190156-0.000980514j -0.00411964+0.00926249j -0.002699-0.00111966j 0.00319528-0.000675016j -0.00128715-0.00129852j -0.0189508+0.00217136j -0.00577277+0.0152312j -0.00286863+0.000494819j -0.0185001+0.00350917j 0.00662477+0.0121514j 0.00027579-0.00210982j -0.00840434+0.0124625j -0.0117974+0.0030823j 0.0253354-0.0151914j -0.0104748-0.0108521j 
-0.00874207-0.0108093j 3.13517e-05-0.000769577j -0.00527716-0.005236j -6.16434e-05+0.00411645j -0.00146502-0.00547445j 0.00214869+0.00145886j 0.00014372-0.0066047j -0.00191742+0.00299416j -0.00318395+0.000497214j -0.00406292-0.00356849j 0.000603348+0.00220981j -0.00340287-0.00720686j 0.00335887+0.00311582j -0.00233556-0.00668691j -0.00494457-0.00220328j 0.000288847+0.00435655j -0.00298572+0.000521182j 0.00246804+0.00042215j -0.00307535+0.000589261j 0.000424023-0.0014769j -0.00105902-0.00188389j -0.0102262-0.00230158j 0.00549207-0.00162227j -0.00620665-0.00527436j 0.00613871+0.00415715j -0.00190636+0.0028569j 0.00530758+0.00345688j 0.00376489-0.000562705j 0.00181115-0.00434091j 0.00278817+0.00248162j -0.00286638-0.00262904j -0.00166893+0.00581403j 0.00171683+0.000380583j -0.0010084+0.00135263j 0.000164599-0.000924605j -0.00336078+0.00186108j 0.00435824+0.00048695j -0.0017576+0.00162033j -0.00297173-0.00426298j 0.00299035+0.00132801j -0.00532495+0.000378229j -0.00328539-0.00209163j -0.000125161+0.00127563j -0.00985115-0.00125187j -0.00634756-0.00401263j -0.0052399+0.00383685j 0.00558847-0.00419815j 0.00885914+0.00325131j -0.00812775+0.000695144j 0.00742553+0.0100939j -0.00462654-0.0084096j -0.00329787+0.000999709j 0.00572913-0.00552446j 0.00602969+0.0024341j 0.00220449+0.00546884j -0.00741597+0.0123691j -0.00162193-0.00406119j -0.00644549-0.00144257j -0.011223+0.00229053j 0.00490325-0.00332035j -0.00387717+0.00705717j 0.00703127+0.000242822j -0.00238829+0.00199586j 0.00723538-0.00848408j -0.00768858+0.00764678j 0.0174355+0.00710759j -0.0135125+0.00386288j -0.00127515-0.00864923j 0.00852849+0.0114111j 0.0243148-0.0159978j 
-0.00415917-0.00949582j 0.00162939+0.00156639j 0.00107325-0.00171897j -0.00623459-0.0108583j -0.00152929-0.00117639j -0.000347572-0.00543025j 0.00557844+0.0026097j -0.00371308-0.0145406j -0.00484945-0.00631701j -0.00423223-0.0102707j 0.001447+0.00854554j 0.00147966+0.00306949j 0.00313627-0.00306978j 0.00020653+0.0105342j -0.00342442-0.0029676j 0.0020208+0.00195117j -0.00327017+0.0019724j 0.000890603+0.00242532j -0.000853337-0.00398071j 5.24955e-05+0.00115728j -0.00128462-0.00228813j -0.00260445-0.00325799j 0.00243171+0.0019652j 0.000942085+0.00955727j 0.00444918+0.00679496j -0.0029027-0.00382455j 0.00785396+0.000508637j 0.00245785+0.00159863j -0.00204284+0.00135275j 0.0039672-0.000617898j -0.00458729-0.00614947j 0.00237307-0.000228693j 0.000536513-0.000895086j -0.000160667+0.00177598j 0.00265073+0.00118122j -0.000924036+0.0012796j -0.000366189+0.00396326j -0.00107821-0.00102041j 0.00155314+0.00409214j 0.00355735+0.00755411j -0.00187474-0.00223288j -0.00137392-0.000749745j 0.0085001+0.0143271j 0.00252906+0.00803462j -0.00210853+0.0100255j 0.00140249+0.00456625j -0.00100752+0.00740026j -0.00369793-0.016655j -0.00284361+0.00735713j -0.00503156-0.00385186j -0.000256778+0.00033442j 0.00202172-0.0109087j 0.00296947+0.00363883j -0.00214322+0.00223069j -0.00302776+0.00415877j -0.0109281-0.00898059j -0.00261172+0.0142624j -0.00503966+4.68532e-05j -0.00245735+0.00606798j 0.00435426-0.00310131j 0.00186086+0.00644893j -0.00691683+0.0130671j 0.0195386-0.00835747j -0.00707717-0.00175028j 0.00142448-0.00332655j -0.00254554-0.0085124j 0.0160182-0.00770379j -0.0108565+0.018677j -0.001869+0.00430814j 0.00826078-0.00629742j 
0.00386783+0.00531394j 0.00234167+0.00623677j -0.000270367+0.00156892j 0.00670185+0.00763207j 0.00242972+0.00467994j 0.00228341+0.00827604j -0.000351231+0.000933921j -3.18408e-06+0.000430309j -0.00127326-0.00437059j -0.00124323-0.000341148j 0.000766648-0.000888871j 0.00299064+0.00712989j 0.000752788-0.0010152j -0.0017509-0.00151072j -0.00111996-0.00126755j 0.000607355-0.00308706j -0.000404364-0.000261726j 0.00137511+0.00215933j -0.00468698-0.00266886j 0.00225885+0.000653344j -0.00339582-0.0116402j 0.00213573+0.00469834j -0.002841-0.00206285j -0.00260226+0.00786316j -0.00246864-0.00113705j 0.00184374+0.000814261j -0.00116336-0.00145001j -0.00122875-0.00691702j -0.00245569-0.00157629j -0.00452166+0.000663275j 0.00183911+0.00520512j -0.00200649+0.00284624j 0.000535228-0.00122707j 0.00238176-0.000705694j 0.00243082-0.00222496j 0.000417678-0.00292008j -0.00132769-0.00624579j -0.000209937-0.00355902j 0.00211873-0.000407358j -0.00824099-0.00916508j 0.00114044-0.000491706j -0.00100975+0.00464551j -0.000556652+0.0127766j 0.00572352-0.00998684j 0.00119291-0.0153717j 0.00748292+0.00569754j 0.00279802-0.00582078j -0.00165247-0.0243858j -0.00100317-0.00463881j 0.00142329+0.0202588j 0.00240997-0.00919264j -0.00512379-0.0119272j -0.00620519+0.0192299j 0.00379647+0.0117546j -0.000514442+0.00675172j 0.000801386+0.00524875j 0.00923279-0.00819325j 0.00194956-0.00349317j -0.00849838+0.0136808j 0.00491557-0.00340562j -0.00933946+0.0131923j -0.0113285+0.00286636j 0.00920183-0.00586956j 0.00154193-0.00461948j 0.00755884-0.0111668j 0.00144374-0.00760397j -0.0100228+0.0122841j -0.00253952-0.00721476j -0.00539645+0.00227539j -0.0029755+0.00589838j 
0.00153662+0.00520788j -0.00151309-0.00145659j 0.00135598+0.00447192j 0.000727757-0.00122984j -0.00311966-0.00549583j -0.00299725-0.00993784j -0.00419224-0.00381258j -0.000227922-0.000304189j -0.00256124-0.00598571j 1.95177e-06-0.000759071j 0.00121075+0.00404629j -0.00559694-0.00726023j -0.000253151+0.00775621j 0.00091395+0.00295778j -0.00181597-0.00474095j -0.00555335-0.0107474j -0.000561221-0.0023133j -0.00227768-0.011201j -0.00545086-0.0157488j -0.00385706+0.00525534j 0.00352247+0.00544896j 0.000777525+0.00741031j -0.00130451-0.000465298j -0.000470206-0.00518689j -0.00161628-0.00233896j -0.000604973-0.0041941j -0.00345678-0.00985333j 0.0028063+0.00321359j 0.00275875+0.00896882j 3.51345e-06-0.00297832j 0.004449+0.00986715j 0.00122714-0.0109266j 0.00451219+0.00607882j 0.001492+0.000325434j 0.00382422+0.0111231j 0.00617896+0.0034926j -0.00175256+0.00282974j 0.00322076+0.00664895j 0.000324933-0.00752039j 0.000520101+0.0111554j -0.00321572-0.00873582j 0.000102585-0.00992667j -0.000554461+0.018951j -0.00254633+0.000414834j 2.37931e-05+0.00216174j -0.00111133-0.00604091j 0.00325329-0.0152123j -0.00196694-0.011789j 0.00502662-0.0105095j 0.00382057+0.00283744j 0.00467108-0.00590591j -0.00174719+0.00991444j 0.00760274+0.000153078j -0.00218062-0.0050125j 0.00735164-0.00967957j -0.00633399+0.0128067j 0.00162481-0.013555j 0.0147284-0.0164413j -0.00286491-0.000805828j -0.00129896-0.00321783j -0.000903692-0.0114558j 0.00690448-0.00669114j 0.00622206-0.0105218j 0.00044714-0.00875521j -0.0100121+0.0136232j 0.00489536-0.0025819j 0.000850623+0.00105014j -0.00144679+0.00160139j 0.00116288-0.0021534j -0.0035474+0.00202924j 
0.000721135+0.00210595j -0.000505961+0.000670115j -3.61899e-05-0.00247604j -0.00235977-0.0044732j -0.00229715-0.001104j -0.00629164-0.0132891j -0.00227252-0.000372819j 0.00241959+0.00420484j -0.000696761-0.00143335j -0.000192712-0.00127383j -0.0028717-0.00325586j -0.00306145-0.00681428j -0.00382383-0.00249517j 0.001048+0.00381022j 0.00254411+0.00703136j 0.00276973+0.00547348j 0.000478233+0.000952756j 0.00273425+0.0122267j 0.00125826+0.00173127j 0.000977889+0.00471347j 0.0035612+0.00702445j 0.00320573+0.00378425j 0.000848815+0.00658044j 0.00286782+0.00291558j -0.000492581-0.00441766j -0.00102737-0.00138175j 0.00112083-0.00249493j -0.00269103-0.00740071j -0.00165152+0.00458468j 0.00389399-0.00444541j -0.00358294-0.0115799j 0.000936664+0.00314277j 0.00347079+0.00478867j -0.00378091-0.00676317j 0.0012524+0.0180084j 0.00658785-0.00243401j 0.000923872-0.0156628j -0.00291628-0.0206604j -0.00247819+0.0014688j -0.00030021+0.00914035j -0.00570264-0.00770288j -0.00323331+0.00416065j 0.000922619-0.0120222j -0.00361651+0.0129598j -0.000419755-0.0137351j 0.00229908+0.000739147j 0.00284399+0.000103437j -0.00219235+0.00319645j 0.000671246+0.00139872j -0.00375279+0.0204131j 0.00133354-0.00156301j 0.00192028-0.00479106j 0.00828684-0.00341131j -0.00536556+0.00911888j 0.00460814-0.0070156j 0.0082424-0.00833541j 0.0040853+0.000914916j -0.00480854+0.00707582j -0.00229711+0.00750206j 0.00300517-0.000285112j 0.00274883-0.00611904j -0.00465036+0.00791045j -0.00254806+0.00419789j -0.00552718+0.00546262j -0.00519861+0.0159927j 0.00736748-0.00706032j 0.00369283-0.00453309j 0.0026571+0.000256217j -0.000704288-0.000683903j -0.001539+0.000628502j 
0.00324858+0.00521418j 0.00177488+0.00548735j 0.000816352+0.00427939j 0.00661914+0.00895301j 0.000437999+0.00189461j -0.00132685-0.000306434j -0.00240436-0.0033732j -0.00263882-0.000926185j -0.00107093-0.00349163j -0.00243545-0.00217702j -0.000257839-0.00291977j 0.000259731+0.00383434j 0.00166881+0.00468422j 0.00101674+0.00156818j 0.000161227+0.000976335j -0.00132793-0.0037835j -0.00163393-0.00277762j 0.00145635+0.00375203j -0.0044888-0.00628535j -0.0011749-0.00169225j 0.0047843+0.00358888j 0.00122391+0.00235254j 0.000598299+0.00151159j -0.00539934-0.00729727j 0.000167058+0.00346542j 0.00193364+0.0149749j -1.66311e-05-0.00898585j -0.00809272-0.017252j -0.00323621-0.00745583j -0.000405988-0.0031135j 0.00149092-0.00777676j -0.00102973+0.0156703j -0.00137793-0.00318424j 0.00367062+0.00939659j 0.00121529-0.00880932j -0.0064346+0.00176008j 0.00372115+0.00147602j -0.00110288-0.00289981j 0.00180003+0.00732505j -0.00341099+0.0219855j -0.000983152-0.0232414j 0.00161179-0.0112912j -0.00468487+0.00653735j 0.00487267-0.000833158j -0.000434621+0.0171334j 0.00126618-0.0109497j -0.00194607+0.0150237j -0.00554103+0.012291j -0.00308019+0.0141188j -0.00338226+0.00515386j -0.000321729+0.0060884j -0.00538639+0.00390253j 0.00743675-0.0172067j 0.0017167-0.00720785j -0.000519054-0.000856621j 0.00210552-0.0037092j 0.000386423+0.00487062j -0.00252845+0.00557896j 0.000254958+0.00239786j -0.00449126+0.00614467j 0.000112226-0.00437761j 0.00396266-0.00620223j 0.00205717-0.0115619j -0.00304603+0.00231597j -0.00114791+0.00144662j 0.00219389-0.00471892j -0.00627487+0.0097311j -0.000665176-0.00313805j -0.0031478+0.00154032j -0.00214598+0.00429864j 
-0.000168375+0.00067386j -0.000259423-0.0004666j -0.000132139+0.00295962j 0.0036863+0.00628002j 0.000158907-0.000530368j 0.00117775+0.00364479j 0.00101862+0.00558093j 0.00122884+0.00499282j -0.00150566-0.00537847j -0.00029849-0.006858j -0.00345284-0.00700703j -0.00156026-0.00608744j -0.00202617-0.00375462j 0.00474903+0.00877549j 0.00225849+0.00233737j 0.00462972+0.00523918j 0.000334001+0.00923261j 0.0013666+0.0115721j -0.00332614-0.00370056j 0.00553982+0.0120562j 0.000387355+0.000271011j 0.00100485+0.00103563j 0.000998631+0.00218712j -0.00219053-0.00163751j -0.000913138+0.00624153j -0.00259392-0.0121835j -0.00197845-0.00702076j 0.00419795+0.0063183j -0.00508211-0.0121274j -0.000517485-0.0156063j 0.00129299+0.00152568j -0.000971877-0.0096834j -0.00172207-0.00196655j -0.00195261-0.0148847j -0.00107345-0.00663675j -0.0236531+0.00276419j -0.00376969+0.00359151j 0.00178338-0.00250705j -0.00176442-0.00215878j 9.26019e-05+0.00723812j -0.000944016+0.00586751j 6.37826e-06-0.00384788j -0.00430144+0.0103031j 0.00147823-0.0131178j 0.000715925-0.00491571j -0.00256909+0.0156375j 0.00326429-0.00513509j 0.000555872-0.00335391j 0.00308971-0.00861397j 0.00158594-0.00833366j -0.00453169+0.00894683j -0.00691533+0.00879404j 0.00327217-0.0065769j -0.00830588+0.012893j -0.00313994-0.00909562j -0.00103414+0.00722562j -0.00104433-0.00115778j 0.000675041+0.00309711j -0.00409019+0.00422517j 0.00262294+0.00477271j 0.00875608-0.0154517j -0.00270787+0.00798696j -0.000760866-0.000582363j -0.000394011+0.000220022j 0.00445653-0.00452153j 0.00210391-0.00430014j -0.00344885+0.00429757j -0.00117486-0.00119468j 0.000798239-5.7974e-05j -0.000424684-4.67353e-06j 
-0.00232835-0.00355039j -0.00098076-0.00465915j -0.000828401+0.00102427j -0.000854975+0.000338111j 0.00166212-0.00227266j 0.00670063+0.0131447j 0.00135748+0.000981988j -0.000385169-0.000914512j 0.0010257+0.000876138j 0.00323546+0.00215353j 0.0012128-0.00308759j 0.00234572+0.00765848j 0.00617104+0.00903047j -0.000519719-0.00100532j -0.00321297-0.0105096j 0.00242355+0.0049316j 0.0013179+0.000604713j -0.0024756-0.00297366j -0.000418543-0.00729706j 0.00330735+0.0026473j 0.00128071+0.00784431j -0.00252399-0.00889049j 0.0014221+0.00512722j 0.00331818+0.0111169j 0.000499026+0.00729326j 0.000604114+0.00162405j -0.00439331-0.0215671j -0.00390586-0.0114005j -0.0018279+0.0105269j -0.000700613+0.00440975j -0.00122912-0.00611242j 0.00212915-0.00811929j 0.00399199+0.0116856j -0.00168002+0.00831644j 0.00250621-0.0109507j 0.00109914-0.000840934j -0.00366835-0.0135111j 0.00588421-0.014568j -0.000462439-0.00773165j 0.00219304-0.00225625j 0.00127312-0.0151466j 0.00754003-0.0196025j 0.00195282-0.00492341j -0.00389089+0.016189j 0.00341788-0.00751314j 0.00121308+0.00233332j 0.00207119-0.00642558j -0.00232032+0.00269997j -0.00159223+0.00798195j 0.00278804-0.00955623j -0.00203138+0.00230495j -0.000122191+0.00520276j 0.00211642-0.0119225j 0.00360021-0.00451249j -0.00258992-0.00760534j 0.00146557-0.0103344j 0.00587109-0.0122146j -0.00230595-0.00203495j -0.00417975+0.00236512j -0.00107864+0.00694942j 0.00103993+0.00231407j -0.000294969-0.00104157j 0.000183483+0.00128462j 0.00344522-0.00654703j 0.00382452-0.0095433j -0.00359935+0.00574349j -0.000233392-0.000730271j -0.0018473+0.000770523j 0.0027605-0.000564954j 0.00144414-0.00259367j 
0.00028706-0.000822091j 0.00165032+0.00262515j 3.48302e-05-0.00206005j -0.000166284+0.000211531j -0.00219608-0.00318835j -0.000701161-0.00428735j -0.00113129-0.00442617j -0.00151556-0.0042268j -0.00278821-0.0105714j 0.00488793+0.0119761j 0.00266907+0.00348713j 0.0012619+0.00108125j -0.00291958-0.00160138j -0.00555395-0.00852716j 0.000396488-0.00577595j 0.00130955+0.000914814j 0.00861271+0.0180106j 0.000572401-0.00168786j -0.00137687+0.00653806j 0.000839282+0.00278711j -0.00160661-0.00660151j 0.00390734+0.0166926j 0.00325852+0.00144054j -0.00306389-0.00424624j 0.0032737+0.0142268j -0.000665158+0.00228755j -0.00106018-0.00664075j -0.000504927+0.000371255j 0.00372988+0.00720581j 0.00255032+0.0195334j -0.00105655+0.00380007j -0.00580815+0.00144223j -0.000899846-0.00122219j 0.00151887+0.0049621j 0.000290071+0.00664634j -0.0217038-0.00314052j 0.00410141-0.0150871j 0.00261743-0.00341512j -0.00172122+0.0103739j -0.000367236+0.000914971j -0.00134823-0.00260611j 0.00087534-0.00395703j 0.00857164-0.0184472j 0.00103352+0.00331447j -0.00306286+0.0180399j 0.00112078+0.00173261j -0.000373023-0.000310655j 0.00369438+0.0010499j 0.00158147-0.00680417j 7.92616e-05-0.00505236j -0.00372255+0.0102044j 0.000100058-0.0100923j 0.000526197-0.00577526j -0.00187731+0.0123952j -0.00329167+0.00964189j 0.00452021-0.00880639j 0.00147233+0.00057296j 0.00554578-0.0067838j 0.00508075-0.014131j -0.00446569+0.00127977j -0.00223635+0.00930078j -0.00388391+0.0061628j 0.00235181-0.00346911j 0.000547769-0.00152464j -0.00280125+0.00550685j 0.00164104-0.000530769j -0.000858442+0.000628035j 0.00107082-0.000519024j -0.00134982+0.00145095j 0.00094068+0.000486578j 
0.00170641+0.00188471j 0.000808303+0.00335002j 0.000264828+0.00208652j 0.00335038+0.00523401j 0.00356566+0.00698844j -0.00069369+0.00405257j 0.00248294+0.00243364j -0.000221685+0.000241452j 0.00173184+0.00456673j -0.00676054-0.0124669j -0.00184051+0.00425326j -0.00400798-0.00972688j -0.00568379-0.0110334j -0.00249767-0.00244858j -0.00326844-0.00911432j 0.00165648+0.0124107j -0.0029552-0.00297907j -0.00678394-0.0136919j 0.00114328+0.00477851j -0.00203664-0.00453175j -0.00103107-0.0100612j 0.00200355+0.0107568j 0.00503968+0.00727105j -0.000531589-0.00430814j 0.0020512-0.00303056j -0.00145973-0.00608846j -0.00162027-0.0150552j 0.0004739-0.00506843j -0.00171093+0.00551568j -0.00226139+0.0181159j 0.00247274-0.0182646j -0.00153585+0.00371184j -0.00197326+0.0214166j -0.000203424+0.0140473j 0.0025853-0.00528275j -0.00319426+0.000425199j -0.00340183+0.00536221j 0.00080336-0.00659615j -0.00145577+0.00381615j -0.00335286+0.0204014j 0.00172456+0.00682427j -0.00560844+0.000833116j 0.00359328-0.0127389j 0.000624278+0.0121805j -0.000780176+0.00469255j -0.000259205-0.00322532j 0.00216209-0.00153298j -0.00328669+0.0108824j -0.000588856-0.00266958j 0.0036316-0.00997756j 0.0026423-0.005438j -0.000420668-0.00720537j -0.00245888+0.0115692j -0.00157206+0.000837636j 0.00438472-0.00561047j 0.000380182+0.0021611j -0.00388165+0.0115523j 0.000216484+0.000104901j -0.00102826+0.00302874j 0.00269699-0.00608067j 0.000822767-0.00632884j 0.00109147-0.00297684j -0.000323158-0.000149865j -0.000347393+0.00364921j 0.00187429-0.00367614j 2.75522e-05-0.00099218j -0.0027251+0.00363626j -0.000251341-0.00101774j -0.00166673+0.000612972j -0.000401987+0.00198884j 
0.00129403+0.00289817j -0.00166654-0.000560778j 0.00236981+0.00805664j 0.00329199+0.00193945j 0.00231752+0.00384319j 0.00343798+0.00762444j 0.00054913-0.00231471j -0.00520895-0.0109641j -0.00553098-0.00555345j -0.00168539-0.0108011j 3.78193e-05-0.0032346j -0.00186114-0.00354121j 0.00540025+0.008987j 0.00163293+0.00135096j 0.00697706+0.0101355j 0.00264926+0.0038325j -0.000987611+0.0110006j -0.00477492-0.00985075j 0.00120994+0.00715306j -0.000839248+0.000903574j 0.0015383+0.00431525j 0.000927114+0.00159775j 0.00367568-0.00561466j 0.00226977-0.00250565j -0.00103521+0.00520109j 0.00205687+0.0211974j 0.000349678-0.000398314j 0.00125029+0.0246782j 0.00167893+0.0133664j -0.000246661+0.0110068j 0.0021264-0.0229315j -0.00421908-0.000211592j 1.03783e-05-0.0102749j 0.00117436-0.0153676j 0.00211358+0.00196227j 0.00503969+0.00556507j 0.00345573-0.00755123j 0.000530435-0.00205006j -0.00369697-0.00190197j 0.00217935-0.0022173j 0.000359222+0.00613083j 0.000746898+0.00367051j -0.00361431-0.00203312j -0.000266516+0.00482541j 0.00132481-0.00246316j -0.000842432-0.00380624j -0.00253408+0.00684727j -7.92256e-05+0.00318254j 0.00182029+0.000173617j 0.00396828+0.00106764j -0.00231042-0.00332514j 0.00343918-0.014628j 0.00100247-0.00737758j -0.00345851+0.00632811j -0.00514583+0.00982241j 0.00312784-0.000880943j -0.00423592+0.00484222j 0.00248675-0.00670531j -0.00404785+0.00663873j -0.000829214+0.00489205j 0.0040686-0.0102576j 0.00503756-0.00674794j 0.00130609-0.00348227j 0.000910492-0.00188377j 0.00140377-0.00600253j -0.00299446+0.00240398j -0.000888196+0.0033088j -0.00253265+0.00254613j -0.000425892-0.00189j -0.00140056+0.000992599j 
0.00219046+0.000187543j 0.00374916+0.00795358j 0.00160816+0.00137082j 0.00361519+0.00716216j 5.17808e-05+0.00413338j -0.00321676-0.00801522j -0.002224-0.0106415j -0.00659804-0.00868763j 0.00213481-0.00110226j -0.0027734-0.00226109j -0.00192102+0.000429979j -0.00393409-0.00329303j 0.00306608+0.00643569j -0.00705626-0.019378j 0.00489929+0.00696876j 0.000786945+0.0130982j 0.000765131-0.00163293j 0.000609566+0.0133149j -0.00101007+0.0135351j 0.00231506+0.00232647j 0.00454117-0.000948678j -0.00492435-0.00708107j -0.00252593-0.0289826j -0.00223824+0.0203426j 0.00147432-0.012759j -0.0012935-0.0169379j 0.00127532+0.00557741j -0.00271005+0.0165973j 0.000806032+0.00176874j 0.000160548-0.000605301j 0.000245322+0.0101215j -0.00483992-0.00403938j -0.000707606-0.00249667j -0.00446043+0.00640555j 0.000321513-0.00235128j -0.00938088-0.0010351j -0.00020925+0.0085018j 0.0017149-0.00592386j -0.000460312-0.0149257j -0.000204773-0.00904787j -0.00153827+0.00766665j -0.00128588-0.00285774j -0.00383792+0.00615683j 0.000169284+0.00518061j 0.00127837-0.00728582j -0.00156566+0.000298219j 0.00137699-0.00566368j 0.00286323-0.000122439j 0.000226844-0.00183717j -0.00384247-0.000125361j 0.0037368-0.00510988j 0.0027366-0.0155246j 0.000620385-0.000128459j 0.00101251+0.00154172j 0.00106301+0.00500265j 0.00485861-0.0103544j -0.00144601+0.0125455j 0.00135193+0.00138025j 0.00186403-0.00451473j -0.00281315+0.000526029j -0.00170058+0.00227759j 0.000193393-0.00358149j 0.00194107-0.0068716j -0.00306521+0.00612128j -0.00183495+0.00402106j 0.00210098-0.00123211j -0.00392154+0.00552444j 0.000209858-0.0012002j -0.00293468+0.00346452j 0.00110635+0.00289599j 
0.00178253+0.00508905j -0.0047709-0.00507176j -0.000132504-0.00389457j -0.00546604-0.0121058j 0.00452905+0.00358927j 0.0018859+0.00612615j -0.0024768-0.00382722j 0.00198808+0.00440346j -0.00501233-0.00119335j 0.00353453-0.000233159j -0.00224998-0.00552081j -0.00282807-0.014773j 0.00131358+0.00983833j -0.000508392-0.0119233j 0.0026096+0.0232562j 8.39775e-06-0.0123946j -0.00198447-0.00745274j 0.00100474+0.00278436j 0.00386843-0.00428416j -0.00141202+0.0162435j 0.00447131-0.0335567j -0.00146515-0.00678192j -0.000922091-0.0049472j 0.00371394+0.00965956j 0.000455873+0.000770317j 0.00138654-0.0149917j -0.00357282+0.0068689j 0.00231939+0.00252943j -0.00128477-0.00266967j -0.00128506+0.00144501j -0.00306125+0.00179203j 0.00378997-0.00539322j -0.000935478+0.00146462j 0.0031633+0.00350077j 0.00180659-0.00667624j -0.00529183+0.003946j 0.00266628+0.00308499j 0.00172413-0.000589435j -0.000636537+0.00200591j 0.00113673+0.00149989j 0.00024414-0.00144072j 0.00198405-0.00195133j -5.12361e-05+0.0012585j -0.000853256-0.00154713j -0.000313187+0.00561059j -0.00060432+0.00131353j -0.000432128+0.00894972j -0.000451685-0.000302167j -0.000444733+0.00150675j 0.00212584+0.00573413j -0.00183644-0.00301012j 0.00398394-0.00787185j -0.000892966-0.00169248j -0.00281222+0.00383683j -0.000453017+0.00836302j 0.0010628+0.00306155j -0.00132062-0.00198483j 0.000906577-0.00748464j -0.00458022+0.0127917j 0.00197328-0.00425592j -0.000914104-0.000359772j 0.00129573-0.000396558j -0.00300455+0.00841777j 0.00361955-0.003125j -0.00229687+0.000402391j -0.00131585+0.00418852j 0.00288997-0.00598165j 0.00193523+0.000893718j 2.99722e-05-0.00522055j -0.00180798+0.00149881j 
