0.0140237-0.00733598j 0.00492926+0.00370984j 0.0112147-0.00681166j -0.0106055+0.00036601j -0.00105047+0.00374224j -0.00139484+0.00292491j 0.0103846-0.00165509j 0.00119938-0.00487636j -0.0032775-0.00179834j 0.00251087-0.00264274j -0.00209925+0.000267274j -0.00139803+0.00164811j -0.00571656+0.000678472j 0.000435535+0.000106478j 0.00267764-0.00229997j 0.00380281+0.00118629j 0.000665611-0.00215302j 0.00234471+0.000776439j 0.00229695-0.00315385j -0.00956794+0.00175222j 0.00823078-0.00378592j -0.00289142-0.00227319j -0.000805694+0.00115158j -0.00320369+0.000989987j 0.000496354+0.00283249j 0.00248241-0.000299505j -0.00392536+0.00505901j -0.00904944+0.00540044j 0.00194777-0.00295256j 0.00286828+0.00126215j 0.00313909-0.00276201j 0.00459715-0.000348893j -0.00272859+0.0016175j 0.00157882+0.00159232j -0.00493409-5.4736e-05j 0.0015106+0.00848186j 0.00307675-0.00213431j -0.0016598+0.000407958j -0.0128818+0.00552794j -0.010161+0.00262809j 0.00659616-0.00392361j -0.00481849+0.000659619j 0.0054813-0.00164167j 0.00505201-0.00341668j -0.00879198+0.00175931j 0.00761539+0.00214608j -0.00404222-0.00522176j -0.00301554-0.0023342j 0.00263478+0.00365803j -0.0108176+0.00327961j -0.00651587+0.00162992j -0.00118401+0.00464213j -0.00815992-0.00122299j -0.00217699-0.00106732j 0.00499255-0.00557518j 0.0077161+0.00709548j -0.000393095-0.00711293j -0.00186682+0.00235839j -0.00616207-0.00320787j -0.00435621+0.00278735j -0.00643801-0.0106739j 0.00109709-0.0062303j 0.00753208-0.000528465j 0.00177647-0.00959102j -0.000245998-0.00345611j 0.000488819+0.00496754j -0.00952081-0.0125465j 0.00917842-0.00315583j 0.00863429+0.0190863j 0.015648+0.00343697j 
-0.000675364-0.00241441j 0.00408119+0.0039787j -0.000963528-0.00367763j -0.00205457-0.00142653j 0.0011999+0.000609625j 0.00242136+0.00410733j -2.62313e-05-0.00286559j -0.00169521+0.000544151j -0.000501137+0.0023949j 0.000682011+0.00126225j -0.00250782-0.00349264j -0.000745579-0.00512265j -0.00152578-0.00025945j 0.00339989+0.00215638j 0.00038823-7.11975e-05j -0.00156447-0.00276885j 0.000292721+0.000383686j -0.000962717-0.00206773j 0.000343376-0.00164477j 0.000469012+0.000332021j 0.00304279+0.00318906j -0.00195041-0.00361708j 0.0028987+0.00297246j 0.000989248-0.0047042j 0.000599951+0.00160486j -0.00267469+0.000593505j 0.000288808+0.000562634j -0.000476318-0.00115238j 0.00173237+0.000937942j 0.000324831+0.000618831j -0.000306222-0.000403495j -0.00345307-0.00260789j -0.00247735-0.00185427j 0.00298652-0.000545816j -0.000850951-0.00213991j -0.000699269+0.00338328j 0.00452312+0.00117874j -0.00325637-0.00311512j 0.00155757-0.00189994j -0.000899559+0.000336451j -0.000700488-0.000368529j -0.000286515-0.00241375j -0.00103327+0.00396358j -0.000254406-0.00284382j 0.000656715-0.00455035j -0.0035063-0.00242897j -0.00118187-0.00317678j 0.00305986+0.00472042j 0.00139526-0.00490753j 0.00761291+0.00671728j -0.00235267-0.00285737j -0.00485953-0.0044049j 0.00214784+0.00186662j -0.00278061+0.0077837j 0.00288815+0.0103456j 0.00186833-0.000499266j -0.0037888+0.00763751j -0.0079081-0.00847826j 0.00883392-0.0133341j -0.000905187+0.0102202j -0.0118033-0.00814034j -0.00110969+0.0214664j -0.000443444+0.00144161j 0.00613197-0.000341545j -0.00863888+0.00727729j -0.0214955+0.0150806j 0.00186242-0.00351955j 0.0102892-6.93191e-05j -0.0141885+0.0125735j 0.00346633+0.0080535j 
-0.000751349+0.00205078j -0.0014498-0.000843692j 0.00301233-0.00490237j -0.00457214+0.00710037j -0.00473073+0.0057443j -0.00320391+0.0009766j -0.00191288+0.000448709j -0.00159387-0.00105972j 0.00015198+0.00379854j 0.00123359-0.000889329j -0.00092409+0.00249359j -0.00198092+0.00441821j -0.00294474+0.0019542j 0.000241514+0.00200617j 0.0039197-0.0029185j 0.00819851-8.51296e-06j 0.000848386+0.00342628j -0.00238615+0.00193055j 0.000483132-0.00110449j -0.00111687+0.00178282j 0.000743434+2.45029e-05j 0.00227448+0.0014455j -0.00294857-0.00200377j -0.000136221-0.00192461j 0.00252654-0.00260641j -0.00162602+0.00459074j 0.00223704-0.00841272j -0.00215636+0.00269657j -0.00296043+0.00253174j 0.00532101-0.00334946j -0.00302347-0.00146939j 0.00575485-0.00165463j 0.00653892-0.00183013j -0.00427359+0.00329166j -0.00389049-0.00780944j -0.00315121-0.00486896j -0.005629+0.0035833j 0.00278818+0.00453784j -0.00301747+0.000886339j 7.67811e-05-0.00246911j -0.00298909-6.77407e-05j 0.00512945-0.00232378j 0.0104282-0.000673607j -0.00613361-0.00566061j -0.00401772-0.000106455j -0.00434287-0.00292793j 0.018599+0.00018059j -0.00839773-0.00134907j -0.00241335-0.00116295j -0.00123003-0.00174671j 0.00648853-0.00196925j 0.0161597-0.00647443j 0.00498861+0.00243447j 0.0041431-0.000158433j 0.00771887+0.000524394j 0.014994+0.00574325j 0.0133469+0.0124086j 0.00118743-0.000105911j -0.00558209-0.00510268j 0.0146272+0.0110694j -0.000947119-0.00168186j -0.00522214-0.00826816j 0.000387121+0.00435377j -0.00390555-0.00222928j 0.00192676+0.00577712j 0.0121427+0.00484048j 0.0107579-0.00348226j 0.0110166+0.00404792j 0.00156634-0.00214133j -0.000145874-0.000821395j 
0.00119146-0.000953903j 0.00317646-0.00197574j -0.0016423+0.00070742j -0.00227805+0.000447353j 0.00336059+4.65536e-05j -0.00396746+0.00324376j 0.00254638-0.000942562j 0.00072353-0.000178889j 0.00155329-0.000457252j -0.00414526+0.00119948j -0.0037475+0.000831509j 0.00678111-0.00474818j 0.0064352-0.00178523j 0.00520898-0.000973197j 0.00209105+0.000536442j 0.000920927-0.00755102j 0.0017084-0.000607888j 0.00258643+0.000673639j 0.00128141-0.00130662j 0.00730342-0.00472029j -0.000908098+0.00152212j 0.00912061-0.00488704j -0.00254208+0.00262675j -4.07717e-05-0.000656781j -0.00019969-0.00128722j -0.00793989+0.00412935j 0.00253421-0.00408178j -0.00484501+0.00478022j 0.00348157+0.00579323j 0.00667446-0.00356042j -0.00635223+0.00623114j 0.00157022-0.00219865j 0.00162298+0.000241296j -0.000915834+0.00401904j -0.0113864+0.00473766j -0.00190422-0.00158602j 0.00465745-0.000897046j -0.00278164+0.00155943j 0.00551819-0.00140714j -0.0044991+0.00197129j 0.00277833+0.00110301j -0.00385014-0.00138664j 0.00402511-0.00045855j 0.00744029-0.00111365j -0.00654034+0.0034672j 0.00847176-0.00117914j -0.00163532-0.00507622j 0.012384-0.00605684j 0.00627608-0.00532012j -0.00138368+0.00191657j -0.00933816-0.000713416j -0.00405469+0.00466827j -0.00326514-0.0102429j 0.0065986-0.00318189j -0.0111225-0.00765703j 0.0108598+0.000712137j -0.00169839-0.00312721j -0.0175172-0.00664192j 0.00877717+0.00612437j 0.00287529+0.00355537j 0.00102265+0.00641986j -0.0080305-0.00268504j -0.00631519-0.00459907j -0.00547599+0.0067862j 0.0138233+0.00736862j -0.00576872-0.00829252j -0.00106689-0.00232513j 0.000301092-0.000103313j -0.000362083+0.00153531j 0.00277333+0.00255077j 
-0.00336464+0.00258961j -0.00013029-0.00459511j -0.00251608-0.00289245j -0.00116561+0.0057106j 0.00214464+0.000920379j 0.00106104-0.00292179j 0.0018569-0.00936925j 0.000199203-0.00313493j 0.00529262+0.00313119j -0.00310462+0.00312081j -0.000981374+0.00355714j 0.00402407-0.00226658j -0.000809745-0.00400161j 0.000465592-0.000290703j 0.00361989+0.00211374j -0.00510515-0.00351083j 0.00275869+0.0045567j 0.00434258-0.0024514j 0.00082279+0.00487755j -7.45212e-05-0.00046482j -0.0041322+0.000963368j -0.00140551+0.00172263j 0.00162736-0.00138899j 0.00186994+0.00217178j -0.000326373-0.00456316j 0.00448675+0.00168724j -0.00498718-0.00324445j 0.00628757-0.00537458j 0.00539804+0.000125474j -0.00168255-0.00257711j 0.0046251+0.000915779j -0.00413945+0.00198449j -0.00361173-0.00121639j -0.00195554-0.00147316j -0.00608646+0.00502714j -0.00338371-0.00393448j -0.00481944-0.000348507j 0.000980307-0.00521557j 0.00736336-0.00131718j 0.0113702+0.00321564j 0.00868231-0.00311498j -0.00197639-0.000784076j -0.00677178+0.00501955j -0.00508661+0.000177208j -0.00083511+0.00409935j -0.00531888-0.0087039j 0.0016734+0.000156105j -0.00668994+0.00407411j -0.0155587-0.0093309j -0.00495694+0.00799373j -0.0125339-0.000847551j -0.000800779-0.00239327j -0.0183151-0.005991j 0.00332952-0.00137064j 0.00488829+0.00425891j -0.00289589+0.0102864j -0.00814364-0.00622722j 0.00793707+0.0138056j 0.000293026-0.0058089j 0.00531163+0.000692347j 0.000522079-0.000700766j -0.00239439-0.00298076j 0.00675029-0.00410033j 0.00542239+0.00942045j 0.00552634-0.0056583j -0.0118299-0.00540272j 0.00879851-0.00925156j 0.00417618+0.00136978j 0.00547056+0.000132801j 0.00305091-0.00505252j 
-0.000571325+0.00459927j 0.00304175+0.00147542j 0.00085497+0.000765523j -0.00214038+0.00117759j -0.00146816-0.00049426j 0.00073907+0.00152795j 0.00420823+0.00169661j 0.00303945-0.000792926j -0.000894633-0.00553527j -0.00227368-0.00179082j -0.00270208+0.00300937j 0.000961176-0.00121354j 0.00186747+0.000451485j -0.00381532-0.00518417j 0.000196683-0.00536389j 0.00439519+0.00377432j -0.00114389-0.00302202j 0.003599+0.00597519j -0.00200296-0.0078778j -0.000592589-0.00380434j -0.000327999-0.00142673j 0.000756052-0.000214301j -0.00216715-0.00393932j -0.00315305-0.00352116j 0.00122715+0.00203292j 0.00311861+0.00402166j 0.00145991+0.00242064j 0.00605758+0.00119148j -0.00156739-0.00362826j 8.20888e-05-0.00174205j 0.00150448-0.000273553j 0.000176376+0.00514291j 0.00118883+0.00716434j 0.00203551-0.00217113j -0.00452804+0.00732092j 0.00477666-0.00315717j -0.00348865-0.00856232j 0.00177074+0.00767098j 0.00530535-0.00409084j 0.00939734-0.00443225j 0.0055714-0.00323897j -0.00547189-0.00204872j -0.00131428+0.000154802j 0.00291809+0.00412659j -0.000507958+0.00710453j 0.00356187+0.00734753j -0.000432398-0.0019865j -0.0113564-0.00877749j -0.00410183-0.00193002j 0.00090505-0.000875111j -0.0107623+0.00620741j 0.00686352+0.000437691j -0.00388404-0.00249908j -0.00278277+0.0114415j 0.00617685+0.00304172j -0.00437306-0.014177j -0.00837585+0.0053289j 0.00186155-0.00149125j 0.00652338-0.00867655j -0.00371185+0.00611066j -0.00132925-0.0089388j -0.000876577-0.00172362j -0.0129773+0.0192749j 0.0146594-0.00113068j 0.00613172+0.00449337j 0.00387982-0.000113026j -0.00218988+0.0065032j 0.00341917-0.00529854j 0.00280214+0.000677986j -0.00362259+0.00498349j 
0.00322316+0.000823009j -0.00300319-0.00266258j -0.0030385-0.00156098j 0.00322388+0.00163387j 0.00335141+0.00331445j -0.00205583-0.0023173j -0.00221667+0.000140075j -0.000691786+0.00250334j 0.00211026+0.00518671j 0.000759374+0.00235187j 0.0038099-0.00114814j 0.00153339+0.00366075j 0.00031943+0.00247023j 0.000599946-0.000727875j -0.00206555-0.000574738j -0.00108017-0.000578974j 0.00205016+0.000861461j 0.000925055+0.000294449j -0.0023115+0.00375957j 0.00247721+0.00262145j -0.00309998-0.00160543j 0.00242707+0.00267859j -0.00231994-0.000998842j -0.000207073+1.10174e-05j -0.00209685-0.00294538j 0.00123619-3.89071e-05j -0.00392399-0.00146841j -0.00126941+0.00459893j 0.000600565+0.000980425j -0.00235123-0.00121839j -0.00229159+0.00119409j 0.000363227-0.00138137j 0.00129617+0.0029219j -0.00454368-0.00633734j 0.000953539-0.000945946j 0.00674862-0.0018101j -0.000906397-0.00592295j 0.00220635+0.00112368j -0.00232515+0.00485842j -0.00871755+0.000931288j -0.00415631+0.00397809j -0.000514282+0.00449636j -0.000755916-0.00153917j -0.00182106-0.000440538j -0.00255365+0.00229908j 0.00449281+0.00332882j -0.0117801+0.0119549j 0.00800452-0.00797109j 0.00214707-0.00239159j 0.00218391-0.0057113j 0.0110811+0.00796154j -0.00429677-0.0020125j 0.00382036-0.011263j 0.00422289+0.0214001j -0.00161144+0.00585272j -0.00874565+0.0153102j 0.00569444+0.0066362j -0.00630183+0.00403699j 0.00393319-0.0123555j -0.00483303+0.00577583j -0.000548657-0.00546733j 0.0155561-0.013958j -0.00380103+0.000748287j -0.00480714+0.000137777j -0.00201059-0.000324673j 0.00417285-0.00443428j 0.00128866-0.013867j 0.00332996-0.00554291j 0.00257154-0.00677444j 0.000111319-0.00196452j 
-0.00173609+0.00101269j 0.00140068-0.00116218j 0.00301808+0.00197909j -0.00229973-0.00159497j -0.000387604-0.00522847j 0.00308397-0.00251739j 0.00303916-0.00625489j -0.00157074+2.03355e-05j 0.000308153-0.00260774j -0.00340587+0.00217611j 0.001094-0.00265917j 0.00284347-0.00422447j 0.00457276-0.00873875j -0.00401463+0.000162998j -0.0018249+0.00320711j -0.00742694+0.00851203j -0.000157978-0.000867083j -0.00242944-0.00198379j 0.00130417-0.00102665j -0.00102487-0.00229449j -0.00244232+0.00306415j 0.000328735+0.000818359j 0.000634548-0.000639138j -0.000526754+0.00196377j 0.00227488+0.00135449j -0.000171228-0.00248775j 0.002893+0.00228366j -0.00275921-0.00157412j -0.00138216-0.00462015j 0.000936099+0.0028484j -0.00101314+0.00401609j 0.00532107+0.00541144j -0.00585384+0.00689358j -0.00645834-0.00044608j 0.0145524+0.00201216j 0.0016054+0.0028392j -0.000470797-0.00184964j -0.00981042+0.00454925j 0.00311832-0.00437475j -0.00386442+0.00623838j 0.00972445-0.0030165j 0.019163+0.00304529j 0.0102914+0.00470587j -0.00326182-0.00150167j 0.00645062-0.00225401j 0.00294084-0.000362914j 0.00271559+0.00705782j 0.0118611-0.00543365j 0.00201462-0.00123606j -0.000896654+0.00141992j 0.0120489+0.00465861j 0.0100561+0.0127846j -0.0138931+0.00437892j -0.00462689-0.00299373j 0.00286602+0.00525703j 0.00604914+0.00521129j -0.00113875+0.00874949j -0.0112704-0.00333939j -0.000244616-0.00287261j -0.0128358+0.0066882j -0.00727403+0.000441888j -0.00172071-0.00720272j -0.00449425-0.000220721j 0.00699244-0.000968796j -0.00446888-0.00340031j -0.0105201+0.00549501j 0.000846803+0.00728465j -0.00307053+0.0043454j 0.0019117+0.00133126j 0.00107001+0.000101851j 
-5.29053e-05-0.00270553j -0.000180484+0.000446793j 0.00210171+0.00449635j -0.000207656-0.00578086j -0.00194031-0.00334427j -0.00185097-0.000170703j -0.00173697+0.00134081j 0.00127739+0.000357799j -0.00235071-0.00127593j 0.00113742-0.0011094j -0.00431245-0.000365426j -0.00288664-0.000876903j -0.00083583+0.000964721j 0.00242301-0.00274931j 0.00223891+0.00310796j 0.00304326+0.00215699j -0.00185464-0.00131004j -0.0010971-0.00356519j 0.0036429+0.00120599j 0.00152038-0.00192803j 0.0037876+0.000358374j -0.000534141-0.000275436j 0.00336697+0.000296783j -0.000390352+0.000968374j 0.00106317+0.0037013j -0.00296414-0.00195914j 0.00931744+0.00294654j -0.0023053-0.00409695j -0.00369886-0.000471661j 0.00241104+0.00435387j 0.00576417-0.00673873j -0.0026809+0.00443787j 0.00868606-0.00101766j 0.00914565-0.0020905j -0.00967685-0.000715827j 0.000256346-0.00633322j -0.00724729-0.00446434j -0.00604563-0.000656161j -0.00594336-0.00273541j 0.00464015-0.00269796j -0.00339932+0.00102919j -0.0039434+0.0050938j -0.00246969+0.0127996j 0.0105382-0.00514815j -0.00271521-0.00146091j -0.0067752-0.00548613j 0.00686595+0.0189301j -0.0125721-0.0103542j 8.34128e-05+0.000115657j -0.00501495-0.00167177j -0.0106432+0.00168264j 0.00294993+0.0158697j 0.000641598+0.00360489j 0.0129565+0.00194842j 0.0044233+0.00477775j -0.000945883+0.0134193j -0.00629061+0.00891272j 0.00595884+0.00257627j -0.000133908-0.00117306j 0.00306857+0.0106932j 0.00413028-0.000101916j 0.00581739-0.00339529j -0.00314888-0.00303678j -0.00195486-0.000910329j -0.00287644+0.00344491j -0.00132453+0.00720274j -0.00369057+0.00696593j -0.00598941+0.00544867j -0.00148419+0.00114119j 0.000771392-0.000322474j 
4.34069e-05+0.0013825j 0.00100663+1.71746e-06j -0.000966002+0.000739939j -0.00169178-0.000273494j -0.00107398+0.000622911j -0.00200046-0.00243467j -0.00161033+0.00108278j 0.00116299-0.00160144j 0.000980977-0.0013518j 0.00308359-0.00238308j -0.00183926-0.000966355j 0.00246432+0.00072099j -0.000522558+0.00358995j 8.21288e-05+0.00270554j 0.0034714+0.000635244j 0.00626254+0.000336535j -0.00315399+0.000711327j -0.0026083+0.00057961j -0.00343068+0.00259639j -0.000766948+0.00426776j 0.001696-0.000855155j 0.00476488+0.0038352j -0.00430757-0.00245972j 0.000143914-0.00268177j 0.00228743-0.00122452j -0.00673811-0.002124j -0.00399718+0.0058064j -0.00387523-0.0054883j 0.00176672-0.00121542j 0.00548923+0.00370687j -0.0093829-0.00423894j -4.12899e-05+0.00351814j -0.0103821+0.0116994j -0.0168926+0.00381779j 0.00374728-0.00692228j 0.00279333-0.0005775j 0.00449149+0.00206019j 0.0134789-0.00881597j 0.0130469-0.00411532j 0.00426253-0.00905284j 0.00304462-0.00354463j -0.0119811+0.00437962j 0.0013725+0.00903892j -0.00670206+0.00562461j -0.00207504-0.00391413j 0.0149211-0.00135212j 0.00402226+0.00397128j 0.0102105+0.00638218j -0.0019223+0.00606695j 0.00411619+0.000625673j -0.00318968+0.000767778j -0.0139004-0.00177191j 0.00174873+0.00265485j -0.0118306-0.00280186j -0.00479459-0.00713236j -0.00259469+0.0126949j -0.00665733+0.000831534j 0.00881043-0.00943665j -0.00252467-0.00071722j -0.00609041+0.00540406j 0.00407327+0.00611794j -0.00533978-0.00365684j 0.00118779-0.00287164j -0.000132998-0.00326399j -0.00113222+0.00654468j 0.00266633+0.00204994j 7.23882e-06-0.00049616j -0.000248658+0.00114582j 0.0011534-8.09492e-05j -0.000927195+0.0013123j 
0.00184771+0.0034895j -0.000315492-7.77403e-05j 0.000440421-0.00235564j -0.00145753+0.00253749j 0.000328633+0.00152917j -0.00175323-0.00248908j 0.00154857-0.00214472j -0.0019895-0.00188983j 0.00020804+0.00154142j -0.00384167+0.00324666j 0.00300544+0.000553688j 0.00244309+0.00465654j 0.0010084+0.000888272j -0.000277909+0.00441002j -0.00136549-0.00175191j -0.000966199+0.00298617j 0.00434683+0.000589923j 0.00238435-0.0016357j 0.00217798-0.0016792j 0.00481506+0.00364151j -0.00837975+0.00348338j 0.0029287+0.00764429j -0.00198838-0.00381972j 0.00362867+0.00195343j -0.0038821-0.00175488j 0.0037977-0.00830963j 0.00346468-0.000990374j -0.00222661-0.00889107j -0.000957277-0.00109925j 8.80794e-05+0.00221613j 0.000557395-0.00631557j 0.00499245+0.00428253j 0.00725449-0.00193869j 0.000501684-0.00565547j -0.00424728+0.00322892j -0.00485038-0.00251603j 0.000147962+0.00379142j -0.0123135+0.00129504j -0.0021395-0.00222469j -0.00273005-0.0109138j -0.00396909-0.00483308j 0.000135415-0.00484211j 0.00335702+0.00551622j 0.0094499+0.00591204j 0.00257588-0.00149049j -0.00775843+0.0129185j -0.0100367-0.00768864j 0.00187968+0.0177293j -0.00406652+0.0101j -1.36103e-05+0.00402427j -0.00371285+0.00924249j 0.00456766-0.00139774j -0.00187798+0.00476482j 0.0102563+0.00885605j 0.0071853-0.0107446j 0.000441325+0.00381352j -0.00706221+0.00544049j 0.00451858-0.0157974j 0.000169145+0.00635147j -0.00141699-0.00367414j -0.0127088-0.000320303j 0.00237591-0.00271259j 0.0042479-0.00234416j 0.00209332-0.00553105j -0.00205174+0.000998047j 0.000508259-0.0018158j 0.00391652-0.0045709j 0.00308079-0.000514953j 0.00178982-0.00329288j -0.00167157+0.00226248j 
-0.000138765+0.00164148j -0.00302298-0.00337154j -0.00128795+0.000740965j 0.00197803+0.00495634j -0.00112993-0.00238686j 0.00171132+0.00162626j -0.00404987-0.00448426j -0.000781934-0.00264643j 0.000569962-0.000398676j 0.00426459+0.00207285j 0.00102154+0.00673753j -0.00335408-0.00617606j -0.00454206-0.00113155j -0.000524085-0.00298992j 0.00115602-0.00642831j -0.00147508-0.00361015j 0.00200581-0.000137653j -0.00230113-0.00204152j 0.000333301+0.000920776j -0.0025821-0.0047501j 0.00177195+0.003735j 0.000672531-0.0044345j -0.00276652+0.00108132j 0.00112652-0.00167895j -0.00232858-0.0014331j 0.00144947+0.00331726j -0.00333771-0.000531388j -0.00171767-0.00299077j -9.35602e-05-0.00358545j -0.00328824-0.0061483j -0.00565043+0.0011407j 0.000581632+0.00147219j 0.00564104+0.00153932j -0.00071047+0.00361947j 0.00542393+0.0132652j -0.00429962+0.00607535j -0.00257836+0.000784134j 0.00483685+0.000334723j -0.0124499-0.0130429j -0.0035002-0.0111368j -0.00668054-0.00798544j -0.00599486+0.0124561j 0.00343296+0.0028154j 0.00190801-0.0081407j 0.00400635+0.00566311j -0.00037217-0.00721177j -0.00219476+0.00380536j 0.0020352+0.00148999j -0.00375644+0.00924738j 0.008422+0.00406188j 0.00452519+0.0235043j -0.00154745+0.000872251j 0.00227454+0.0137423j 0.00105868-0.00438347j -0.00764146-0.00105403j 0.00258446+4.5072e-05j -0.00332641+0.0152675j 0.000421036-0.000849422j -0.000939922-0.0069008j 0.00592247-0.00205749j 0.00787489+0.000498162j -0.00159745+0.00858122j 0.00277041+0.00269594j 0.00613854-0.00540562j 0.00377547-0.00984927j -0.00136115+0.00669471j -0.000238889-0.00318475j 0.0016973-0.00170715j 0.00258241-0.00352031j 0.00107543-0.00342614j 
0.00138963-0.00152254j -0.00106529-0.00101142j 0.00180463-0.00239129j -0.00322688+0.00454726j -0.00382278+0.00163974j -0.000452336+0.000584586j -0.0037945+0.000114863j -0.000702227-5.80746e-05j 0.000678094-0.00107954j 0.00220179+0.00482435j 0.00374282-0.00455089j -0.00401511-0.00175862j -0.00752383-0.000467789j -0.00230766+0.00629223j -0.000821409+0.00291855j 0.00652243+0.00518562j -0.000640074-0.00326537j 0.00351224-0.00628124j 0.00333915-0.00566444j -0.00406673+4.3103e-05j -0.00195+0.0087376j -0.00337616+0.000951551j 0.00290777-0.00304891j 0.00700759-0.00427998j -0.00430957+0.00144843j 0.00420593-0.00178663j -0.00493113-0.00383766j -0.00224052+0.00508495j 0.0080723-0.00776208j 0.00281462-0.00346483j 0.00769789-0.00438229j 0.007564-0.00944585j -0.000668455-0.000532443j -0.0108755+0.00335438j -0.000965897-0.00309457j -0.00394038-0.00610886j 0.0149462-0.00588167j 0.00129975+0.0036961j 0.0152552-0.00810297j 0.0043244+0.00839312j -0.00652016-0.00101906j -0.016868-0.00537349j 0.00429141-0.000126318j 0.000400391-0.00257074j 0.00369095-0.00312397j 0.0102965-0.00177093j -0.0175576+0.00958571j 0.0057902-0.00914086j -0.00457262+3.76511e-05j 0.00306977-0.000942862j -0.00445387-0.00504959j -0.00482966+0.00182703j -0.00651452+0.0087966j 0.00713521-0.00284022j -0.00181172+0.000201725j -0.000492601-0.00328461j -0.000650768+0.00234362j 0.00241276+0.0117215j 0.0144076-0.00161244j -0.00475372+0.000980008j -0.00775669+0.00759767j -0.0067629-0.000693434j 0.00273677+0.00201105j -0.00125228-0.00255493j -0.00330465-0.000693091j 0.0036768+0.00654917j 0.00120824-0.00125944j 0.00395498+0.00126263j -0.00108704-0.000773207j 0.00175923-0.000492736j 
-0.000955397+0.00284232j -0.00155224-0.000835591j -0.000682047-0.000704222j -0.000369241+0.0029313j -0.00128774-0.0026374j -0.00110736-0.00300524j -0.00164626-0.00433251j 0.000602868-0.000947039j -4.0201e-05+0.000323137j 0.0015794+0.000640118j -0.00441096+0.000223564j -0.000740286-0.00326656j -0.00352058-0.00353941j 0.00156783+0.00166134j 0.003885-0.00127206j 6.10621e-05+0.00668569j 0.00409159+0.000801157j -0.00316649+0.00581556j 0.0017138+0.00521474j 0.00256073+0.00162688j -0.00362515+0.00547563j 0.00258634-0.000146659j -0.00452404+0.00309531j 0.00228572-0.0005301j -0.00379272-0.00153019j -0.00199873+0.000418139j 0.000172715+0.00582502j 0.006228-0.00554697j -0.00348386-0.00169231j -0.0012417-0.00036406j -0.00110825+0.0111785j -0.0011013+0.000676182j 0.0138005+0.0108714j 0.00346587+0.0146626j -0.000844556-0.0141856j 0.00731189+0.0034736j -0.00473043-0.00376914j -0.00347962+0.000776507j -0.0126785-0.00657095j 0.00588867+0.00524238j -0.00369212-0.0108803j 0.0026723-0.0119546j -0.00640717-0.00514739j 0.00857479+0.00922077j -0.00429285-0.00447846j -0.0045986-0.0107426j -0.00110585+0.00159286j 0.0039245-0.0160071j -0.00120461-0.00148226j 0.00676208-0.00208318j 0.0112699-0.0125338j 0.00163067+0.00116577j 0.00143062+0.00714972j -0.000994488+0.0156784j -0.00117403+0.00400418j 0.00262874-0.000458898j -0.00751316-0.00155146j -0.00517491+0.00419693j -0.00726466+0.00172622j 0.00127345+0.0115224j 0.00340843+0.00283808j -0.00277918+0.00446545j 0.000478797+0.000363025j 0.00435956-0.00253171j -0.00110205+0.00134327j -0.00122181+0.00417484j 0.00214211-0.00187944j 0.00202876+0.000274477j 0.00208158-0.00179499j -0.000775363-0.00115057j 
-0.00114306+0.000561909j -2.04048e-06+0.00300628j 0.00246145-0.000925839j -0.00259369+0.0012753j -0.00288364+0.00167991j -0.00196675+0.00238892j 0.00225722+0.00381564j 0.000708403-0.0033131j -0.00259121+0.000990302j -0.00257392-0.00127514j -0.00224987+0.00480674j -0.00179442+0.00426501j 0.00100501+0.00307359j 0.000699355-0.00180471j 0.00159161-0.000831876j -0.000676401+0.00445893j -0.000154448-0.00182447j -0.00356858+0.00674851j -0.00346521+0.000674424j -0.00493349+0.00118526j -0.00618877+0.00384736j -0.00237721+0.000747764j -0.00607445+0.00398531j 0.00489373-0.00560016j -0.00290257+0.00636376j -0.00408357+0.00548509j -0.0031679+0.00221916j 0.00670563-0.00917023j 0.00647619+0.000831761j 0.00541541+0.00162287j -0.00369697+0.0049092j 0.00731728-0.000757505j -0.00120399-0.014027j -0.010137-0.000395477j 0.00169871+0.00427992j -7.69726e-05+0.0120341j -0.000890455+0.00247555j -0.00710247-0.00114953j 0.0096719+0.00925737j -0.00126024+0.00436128j 0.00225459+0.00686764j -0.00834351+0.00348607j -0.00943928+0.00634019j 0.00548684-0.00844014j -0.00578331+0.000366234j 0.00660211+0.00174129j -0.00292414+0.00283961j 0.00372973+0.00524077j -0.00633903+7.9478e-05j 0.00801482-0.00383583j 0.01666-0.00217208j -0.000853532+0.00360095j 0.000800345-0.00623981j 0.00212604-0.0116862j -0.00138277+0.00475475j -0.00389873-0.000433697j -0.0112839-0.000671077j -0.000723549-0.00304379j -0.001495+0.00435114j 0.00562131-0.00456196j -0.00325476-0.00350048j 0.00167809+0.000414322j -0.000369193+0.00116198j 0.000243717+0.00100731j 0.00171936+0.00163525j 0.00372578-0.00160332j 0.00164499+0.00348755j 0.00322396+0.00193404j -0.000954571+0.00116393j -0.00187224+0.00121974j 
