-0.0107474+0.0047227j -0.00597581-0.0112854j 0.000891747+0.00980985j 0.0106226-0.000430898j 0.000574529-0.00562216j 0.00830051+0.00473877j 7.40828e-05+0.00255769j -0.00192711+0.000973895j -0.00505772-0.0067864j -0.00468958+0.00360379j -0.00341826+0.000140769j 0.00145217-0.00682354j 0.00518039+0.000367777j 0.000698559-0.00634116j 0.00189638+0.0042562j -0.00287746-0.00105763j -0.00774606+0.00100589j 0.0010629-0.00207361j -0.00391574-0.00129859j 0.00397018-0.00271478j -0.00405356-0.000869411j 0.0057605-0.0018699j 0.000105708-0.00415766j 0.00563796+0.00107289j -0.00026181+0.00223171j 0.00777335+0.0107747j -0.01299+0.00392295j -0.00680462-0.0034305j 0.00271156+0.000741315j 1.99524e-06-0.00586305j 0.00281699+0.00909262j -0.00198138+0.00152115j 0.00133617-0.000982365j 0.00216456+0.00483644j 0.00405763-0.0064707j 0.000980393+0.00215359j -0.00968451+0.00981533j -0.00144269-0.000552297j 0.00220297-0.00758525j -0.00374814+0.00267478j 0.00497827+0.00118566j -0.00242589-0.00158434j 0.00316375-0.00347849j -0.00390522+0.00664656j 0.00233393+0.0126706j 0.0123453+0.00743547j 0.0045983-0.00422802j -0.00567396+0.000779127j 0.020243-0.00620337j 0.00332581+0.0185258j 0.0155966-0.0150126j -0.0166457-0.0149717j 
-0.00133204+0.00518571j 0.00464292+0.00802476j 0.00342285+0.00108667j 0.00352363-0.00708058j 0.000541878-0.00521899j -0.00294368-0.00822564j 0.0025028-0.00262255j -0.0119323-0.0147444j -0.00230575-7.73671e-05j -0.00439874+0.00232177j -0.00148887-0.000427805j 0.002064+0.0142938j 0.000117948+0.00243322j -0.00155575-0.00147536j 0.000116599-0.0115061j -0.00149028-0.00608995j 0.00269662-0.00348761j -0.0082379+0.00171829j -0.0031776+0.00161158j 0.00239944-0.00866921j -0.00414338-0.00427234j 0.00707002+0.000203556j 0.0065338+0.00280118j -0.0122072+0.00715287j -0.00391937-0.00311885j -0.00702826+0.00679501j 0.0015435-0.00327292j 0.00524819+0.000881527j 0.000540019+0.000381107j 0.000235271+0.00159939j 0.00322448+0.00939173j 0.0024843+0.00307388j 0.00522756-0.00206563j 0.00262635-0.016681j -0.0129684-0.0106917j 0.0042058+0.0126929j 0.0102054-0.00118713j 0.0117252-0.00394998j -0.00260904+0.0213061j 0.00813298+0.00193897j -0.00647591+0.0160623j -0.00528113-0.00348405j -0.00505042-0.000245932j 0.00162928-0.00698979j -0.00101956+0.0022682j -0.00266878+0.00911326j 0.00213936-0.00376926j 0.00749502-0.0112056j -0.00597399+0.00418186j 0.00157959+0.00175502j -0.00902469+0.00164106j -0.00686974+0.000569459j 
-0.00109174+0.0026893j 0.00845225-0.00191048j -6.37913e-05+0.00205544j -0.00148597-0.00142304j 0.00906245+0.00347258j -0.00667529-0.00931617j -0.00392375-0.00717433j 0.00528596+0.0119586j -0.000739799-0.00019092j -0.00428695-0.00220522j -0.0120133-0.00583885j -0.00344331-0.00304504j 0.00225274+0.00208858j 0.00346378+0.00627536j -0.00181141-0.00282256j -0.00754414+0.00651418j -0.000284055+0.0037566j -0.00675395-0.00649131j -0.0101015+0.00562064j -0.000987406+0.0150751j 0.00139083+0.00576868j -0.00671663+0.00786556j 0.00126516-0.00257572j -0.00501417-0.00679043j 7.74749e-05+0.0073815j 0.00695123-0.00425993j 0.00605533-0.00649775j -0.00143518-0.000361662j -0.00350387-0.00278231j -0.00580257+0.00629394j 0.00293774-0.00904295j 0.00451768-0.00109416j -0.00279098+0.00283318j -0.00197987+0.00547239j 0.000828665+0.0051233j 0.000583579-0.00256719j 0.0137864+0.00330271j -0.000850056+0.00580647j -0.000907562+0.00689505j 0.00263221+0.000330374j 0.00680498-0.0014075j 0.00635665-0.0056533j -0.00390685-0.00278784j 0.00810717-0.000672683j -0.00149058-0.0020652j 0.000166016-0.000896185j -0.02065+0.011564j 0.000154457-0.0024092j -0.013049+0.00674497j 0.0022898-0.00616024j 0.00104356+0.00974363j -0.00307863-0.00234826j 
7.26627e-05+0.00358141j -0.000193388-0.00803191j -0.000205926+0.000291296j -0.000789355+6.52336e-05j 0.00324064+0.00385052j 0.0022955+0.000516269j -0.00372991-0.000820712j 0.00307262+0.0124972j -0.00648766-0.00911627j 0.000490552-0.00556514j -0.00235245-0.00220497j -0.000987912+0.00790241j -0.00172392-0.0102303j -0.000882059-0.00543253j 0.00943493+0.0121715j -0.00154826-0.0132357j -0.00699077+0.00441482j 0.000212091+0.0165041j 0.00356757-0.0141259j 0.00595941-0.00515714j -0.00223053-0.00451934j 0.0058808-0.00964767j -0.00936955+0.0124976j -0.00680289-0.00222272j 0.0013654+0.00385031j -0.000716726-0.0110737j 0.00740904-0.00104901j 0.000512282+0.0203628j 0.000851425+0.00771915j -0.00715802-0.00144261j 0.00103484-0.0139299j 0.00215112+0.00193999j 0.00175701+0.00642812j 0.00185312-0.0207589j 0.00236851-0.0116195j -0.00285183+0.0143006j -0.00198172-0.00771296j 0.00028157-0.00209807j -0.00129067+0.0281679j 0.000915509-0.00523198j -0.00107313+0.018235j -0.00481834+0.00183924j -0.000211567-0.00504292j -0.000100575-0.00803039j 0.00721009-0.0128816j -6.36845e-05+0.00121791j 0.00134645+0.00739708j -2.26936e-05+0.00645433j 0.00370282+0.000482058j 0.00332412-0.00277694j 0.0102669+0.000617201j -0.00194996-0.00259734j 
-0.00273226-0.00113442j -0.00185632-0.00160585j -0.00180059+0.00141513j 0.00381682-0.00105123j 0.0006193+0.00155646j 0.00135138-0.000450761j -0.00205651-0.00298887j -0.00097586+0.00179396j -0.00289803-0.00158588j -0.000457636+0.00073675j 0.00210849-0.000559907j 0.004934+0.000582713j -0.0058305+0.00626609j -0.00320602+0.00295453j 0.00134636-0.00512394j 0.00179581+0.00121904j -0.00308517+0.000667119j -0.00786849-0.00612042j -0.00305581+0.00537186j -0.00171225+0.00240188j -0.0015261+0.00906859j -0.00513747+0.000968064j 0.00221373-0.00185636j 0.00273264+0.00195725j 0.00377228-0.00196401j 0.0033682-0.00453314j 0.00653323-0.000505857j 0.00235776-0.00241783j -0.00909872+0.00100441j 0.00719672-0.00135243j 0.00575765-0.00219521j -0.000753404-0.00188722j 0.00755644-0.00278508j 0.0289574+0.000906492j 0.00558542-0.00291828j -0.0196055+0.000871172j 0.0150693+0.00288219j -0.00602327-0.00295222j 0.028916+0.00721079j -0.00725818+0.00114051j 0.0107398+0.00763306j -0.00836559-0.00136093j 0.00502847+0.0019558j -0.00206512-0.00779192j -2.37927e-05+0.00127222j -0.00300745-0.00243546j 0.00249129-0.00204684j 7.23913e-05+0.00447211j 0.00362386-0.00193554j 0.000367448+0.00108904j -0.00275238-0.00223502j 0.00334026+0.000356301j 
0.00380407+0.000988875j 0.00651008+0.00399464j 0.00197275-0.00207539j -0.00308224+0.00214979j 0.00193834-0.00470279j -0.000841597+0.000859934j 0.00169742+0.00494303j -0.0061052-0.0087422j 0.000332715+0.00158738j -0.000271911-0.000220773j -0.000778077+0.00237838j -0.00413654-0.0012352j -0.00266791-0.0126122j 0.00460151-0.00774856j -0.00208822+0.0114017j -0.00861573-0.00363594j 0.00282395-0.00358408j 0.000471413+0.0135346j -0.00104672-0.0104209j -0.00537404-0.0072036j 0.00211963-0.0202284j 0.000623551-0.00432791j 0.00740739+0.0043455j -0.0020908-0.00351134j -0.000793283+0.0023116j -0.000986084+0.0128109j -0.000914311+0.00101014j -0.000723702+0.00251195j -0.00173877+0.00208534j -0.00798682+0.0043507j -0.00380618+0.00900641j -0.000227175-7.4756e-05j 0.00293855+0.000273663j 0.0136384+0.00590351j -0.00439775+0.00928065j -0.0106093-0.00579039j 0.00975469+0.00188705j -0.00226777+0.00553124j 0.00760291-0.0213966j 0.00563871-0.00307697j 0.00244819-0.0194076j 0.00799132+0.001928j -0.00183002+0.00358923j -0.0101941+0.0128447j -0.00827429-0.00205775j 0.00084564+0.00222151j 0.000839785+0.00458195j -0.00349193-0.0109807j -0.00680622+0.00395631j -0.0050522-0.00199224j 0.00290595+0.00351878j -0.00515475+0.000981541j 
0.00941602+0.00443684j 0.00465715-0.00356606j 0.00727807-0.00712471j -0.00451686-0.00212098j 0.00485132+0.00790378j 0.0103512+0.00335753j 0.00853503-0.000688448j 0.00773663+0.00318111j -0.00278399+0.00359148j 0.000249624-0.000428682j 0.0026428+0.00214872j 0.0043257+0.0113812j 0.0031887+0.00811213j 0.00258717+0.0102657j 0.000795133-0.0116396j 0.00304544-0.00524098j -6.6849e-05+0.000596617j -0.00234424-0.0058653j -0.00133327+0.00318826j -0.00357719-0.0142841j -0.00333406+0.0135271j 0.00317932+0.00295891j -0.00588104+0.000445977j 0.00442414+0.00628691j -0.00295314-0.000508358j 0.00383701+0.00156139j 0.0136332-0.00111341j -0.00866127+0.00123686j 0.00533862-0.00874949j -0.0163111+0.00630085j 0.00500685+0.000476189j 0.00306195-0.00730427j -0.00071342-0.00285817j 0.00216217+0.0105412j -0.006191+0.00448274j 0.00212539-0.00584726j 0.0110794-0.002212j 0.00120941-0.000947455j -0.00384871-0.0205092j 0.00170676+0.000870001j 0.0111596-0.00289199j -0.00853541+0.0116668j -0.00923277-0.00331475j -0.00106618-0.00331119j 0.00900421-1.76336e-05j 0.00701966+0.00318779j 0.00424644+0.00958766j -0.00806863+0.00461922j -0.000586986-0.00492999j 0.0048881+0.00246295j 0.0144005-0.00383349j -0.0126491+0.00107285j 
-0.00347246+0.0017691j -0.00572538-0.00268225j -0.00765241-0.00806548j -0.000680157+0.000293992j -0.000757126+0.00916955j -0.00597821+0.00171925j -0.0010094-0.00458116j 0.00151301+0.000263976j 0.00236833-0.00956954j -0.00325635-0.00705464j -0.000371069+0.00576107j 0.00118385+0.0180065j -0.00116061+0.00256225j 0.00194932+0.00284247j -0.00303375-0.00275866j -0.00234591-0.015592j -0.00861692-0.00138235j -0.000906076+0.0101013j 0.000432283-0.00541035j -0.0070155-0.0157613j 0.00634372+0.0100428j -0.000717391-0.0114602j 0.00279012+0.00836971j 0.000265022+0.00790402j 0.00939915+0.00178784j -0.00445763+0.00278778j -0.00170652-0.0113816j 0.00248027-0.00618671j -0.00595414+0.0011406j 0.00872639+0.00205929j 0.0126893+0.00521351j 0.001027-0.00351275j -0.00666483-0.00164778j -0.00696282+0.0145701j -0.000663418+0.0057958j 0.00620821-0.00538372j 0.00215072-0.000303779j 0.00588698-0.0059249j 0.00487088-0.0236218j 0.00316964-0.0019946j -0.00321104-0.0137974j -0.00120713+0.00537705j -0.00247305+0.00156892j 0.00965926+0.00704083j -0.00315376+0.00556503j -0.00511294-0.00463697j -0.00975583+0.00334931j 0.0103183-0.00223901j -0.00541739-0.00896676j 0.00121349-0.00261733j -0.00875805-0.00297188j 0.00692069+7.96391e-05j 
-0.00196656+0.00934256j -0.00257745+0.0040406j -0.00172032+0.00193492j 0.00529296-0.00279383j -2.59391e-05+0.00147654j 0.00293376-0.00275528j 0.000515437+0.0138112j -0.00733276+0.00917112j 0.00204065+0.00290373j 0.00406287-0.0107024j 0.000360093-0.00874888j 0.00471835+0.0298524j 0.000101323+0.00234911j -0.000797542+0.00601957j 6.11202e-05-0.00977528j -0.00182442+0.0061283j 0.000871873-0.000886158j 0.00037085-0.0015151j 0.00612524-0.00445122j 9.12482e-05+0.00730807j -0.00316631-0.0110158j 0.00261977+0.014129j 0.00134408-0.000396174j -0.00183591-0.00159353j -0.0034847+0.0101705j -0.0014255+0.00807989j 0.00196689-0.0201741j 0.00666059-0.00780528j -0.000359074-0.000226122j 0.00295073-3.46728e-06j -0.0112721+0.00249296j -0.00323667-0.000505576j 0.00484138+0.00387792j 0.00193389+0.0101155j 0.00284726+0.0144426j -0.00215573-0.0081157j -0.0072047-0.00959166j 0.00256966+0.000105846j 0.000709901-0.0105964j -0.00500456-0.00144472j -0.00824128-0.00046923j -0.00502336+0.000532981j 0.0112128-0.0017863j -0.00615932+0.00154719j 0.001847-0.00797152j -0.00196178+0.00290753j 0.0132846-0.00321348j -0.00107535-0.000125626j 0.00742994+0.0109753j -0.00131415-0.00251703j 0.00228876+0.00486226j 0.000486323-0.00255448j 
0.00421371-0.000582717j 0.00232801-0.01199j -0.00416819-0.00057151j -0.00249955-0.00343313j 0.0055391-0.0139277j -0.00420664+0.00998117j -0.00194771+0.00533268j -0.00717391+0.00379389j -0.00402737-0.0122114j 0.00590124+0.00387162j 0.00194702-0.00461062j -0.00158343+0.00736183j -0.000719871+0.0183311j 0.00582528-0.00262612j 0.0127817+0.000679248j -0.00968444-0.0180812j -0.00118557+0.00353792j -0.00366737-0.000997041j 0.00998878-0.00441981j 0.00487219+0.0167324j -0.00316343-0.00579045j -0.00447854+0.00255431j -0.00434813-0.00120651j -0.00870041-0.00292966j 0.00302947-0.0167001j -0.0043549-0.00554087j 0.00086652-0.00167309j -0.00486395-0.00263063j 0.0047434+0.00326882j -0.00237651-0.00472547j 0.0107255+0.00618133j 0.00162714-0.000499498j -0.00277242-0.000970673j 0.0029054+0.00426803j -0.00380745-0.000223682j -0.0040185-0.00755366j -0.00305784-0.00353162j -0.00359215-0.00989836j -0.00325676+0.000174959j 0.0070343-0.00621315j -0.00372548-0.000293842j 0.00793472-0.00177865j -0.00665016+0.00591604j -0.00553041-0.00425809j -0.0140614+0.00592463j -0.00935734-0.00622914j -0.00650855+0.00491312j 0.00167174-0.00299936j 0.00299187+0.000567204j -0.00605182-0.00350127j -0.00439189-0.00411637j 0.000359153+0.0117911j 
0.00142716+0.00245028j 0.000832604-0.00384538j 0.00209327-0.00306592j -0.00270819+0.00199821j -0.00517627-7.99009e-05j -0.00199331-0.00384617j -0.00151624+0.00129843j -0.00303875+0.00349303j -0.00724222-0.010974j 0.00139286+0.00101508j -0.0110334-0.00011016j -0.000441785+0.00182756j -0.000632127+0.00282235j -0.004692-0.00554899j -0.00632463+0.00531804j 0.012934-0.00538079j 0.00907758+0.00300012j 0.00122796+0.00655371j -0.000397017-0.00209129j -0.00227724+0.00803862j 0.00251785-0.00326166j -0.00467946+0.00425503j 0.00855762+0.00406826j 0.00538097-0.00711309j -0.00147413-0.00797718j 0.00729252-0.00158226j -0.00071971-0.000295312j -0.00633125-0.0208127j 0.00185846-0.0129044j 0.00473473+0.00569913j -0.00481413-0.0101058j 0.00329575+0.0127202j 0.00359634+0.0062585j -0.00525946-0.017502j 0.00353887+0.00538961j 0.00281996+0.00876802j 0.00593049-0.00783222j -0.00404088-0.00250453j -0.00748076-0.000667271j 0.00866213+0.0101186j 0.0110953+0.00207268j -0.00608704+0.00783562j 0.0172141-0.0127067j 0.00033869-0.000360412j -0.000815492+0.0211956j 0.005083-0.00707708j 0.0103869-0.0046359j -0.00619545-0.00348783j -0.00692345+0.00232056j 0.00279391-0.00258072j 0.00372294-0.00179438j -0.0017733+0.00205432j 
-0.00272689+8.66768e-05j -0.00183094-0.00435686j -0.00933047-0.0036507j -9.64672e-05-0.00414926j 0.0039745+0.000137137j -0.00181473+0.00153377j -0.00173143+0.000291236j -0.0014658+0.00223914j 0.006878+0.011472j 0.00303468+0.00458341j -0.00356699-0.0045334j -0.00381728-0.00861856j 0.00347973+0.00585499j -0.00160412+0.00291505j -0.00163574-0.0174812j -0.00466921-0.0122303j 0.00380601+0.00482337j -0.00165122-0.00315713j -0.00597934-0.00705801j 0.000528024-0.0168714j 0.000152661-4.78741e-05j 0.00658832+0.011852j -0.00161208-0.00188592j 0.00495723+0.0117186j -0.00257521+0.00674657j -0.011314+0.00338231j -0.00395717+0.0121682j 0.000100498+0.00716606j -0.0017132-0.0100597j 0.00197277-0.00530562j -0.00509471-0.00569957j -0.00160956+0.00560658j 0.00286377+0.00347135j 0.00285714-0.0184005j 0.00443447+0.000871898j -0.00608788-0.0019199j -0.00550578-0.00861351j -0.0012756+0.00668075j -0.00435273+0.000219805j -0.000678118+0.0036199j 0.00651329-0.00849838j -0.00490795+0.00215402j 0.00679008-0.00773151j -0.0137447+0.0138305j 0.000766587-0.00957463j -0.00232153-0.00262121j -0.00683454-0.00754851j 0.00880226-0.00370653j 0.00352526+4.09893e-05j -0.00510825-0.00646776j -0.00143252+0.000495322j 0.00812985-0.00446887j 
-0.000299184+0.000332524j -7.2454e-05-0.00055737j -0.00160979-0.00172648j 0.00133662-0.0021891j -0.000853969-0.00247446j -0.00273621-0.000728365j 0.00278165+0.00536649j 0.000322531+0.00285331j -0.00337541+0.00351958j -0.00184557-0.00187895j -0.00221863-0.00140798j 0.000767717+0.00197617j 0.00317985-0.00306335j 0.00348979-0.000855979j 0.00151923-0.009521j 0.00180425-0.00586518j 0.00174026-0.00606498j -0.00317263+0.00913699j 0.00105843-0.00909189j 0.00376295-0.0134582j 0.00128736-0.00417688j -0.00244653+0.00672902j -0.000719197-0.000246097j -0.000588089+0.000467222j -0.00198337-0.00180595j 0.0010421+0.0121578j 0.000175861+0.0133078j -0.00643645-0.00730582j 0.00105953+0.0122639j 0.00394695+0.0205999j -0.00691984-0.00642654j -0.00279795-0.00683292j -0.0052809-0.00536693j 0.00301529+0.00297891j 0.00430789+0.0116561j 0.00189444-0.0091089j -0.00686365+0.0277015j -0.00801073+0.0109648j 0.0019392+0.00560015j 0.00264317-0.00742999j 0.00155449+0.00669823j -0.000125936+0.00286402j 0.000883615+0.00677966j 0.0102755-0.0224814j -0.00313623+0.00226409j 0.00232946-0.0136507j -0.00151708-0.00538403j -0.000804959-0.00200237j 0.0015785+0.0067087j -0.00138774-0.00423479j 0.00086711+0.000491934j 0.00281488-0.00163326j 
0.0019127+0.0100884j 0.00215639-0.00203588j -0.00235805-0.00395968j -0.00157889-0.000379727j 0.00126449+0.018603j -0.00214999-0.00802721j -0.00675697-0.00270938j -0.00902639-0.00918117j -0.00411636+0.00388993j -0.00245024+0.00419506j -5.19082e-06+0.00104666j -0.00196121-0.0113606j -0.00196859+0.0021234j -0.00568879+0.000575447j 0.00171291+0.0091394j 0.00191264-0.00887817j -0.00361838+0.00603931j -0.00104802-0.00722509j 0.00114828-0.00369695j 0.0126635+0.000536084j 0.00403192-0.00431121j -0.00402833+0.0064977j 0.00464811-0.00247081j -0.00803435-0.000858391j 0.00174465+0.0034741j -0.0100211-0.00122432j -0.0132093-0.0127222j -5.79617e-06-0.00251383j 0.00269371+0.00958772j -0.00373821-0.00808975j -0.00882151+0.00453758j 0.00339114+0.000854773j 0.00694012-0.00353665j 0.00492771+0.00371357j 0.00235698+0.00707236j 0.00360267-0.0105164j 0.00180381+0.00135439j -0.00374366-0.00287955j 0.000952351-0.00421848j 0.00622822-0.000993839j -0.00669743-0.00127229j 0.000857513-0.00162685j 0.000723636+0.0104108j 0.00126381-0.00257653j 0.0122503-0.0079416j 0.0113911-0.000919481j 0.0183887-0.00232922j -0.00146538-0.00070353j -0.00430206+0.00604001j 0.00288794-0.00448394j 0.0102981-0.00100955j -0.00223564+0.00496504j 
-0.0003597-1.7757e-05j -0.00191693+0.00105957j -0.00156171+0.00237327j -0.00134104-0.00151492j 0.00106659-0.00463135j -0.00106682-0.00529425j -0.000819102-0.00118924j -0.00292913+0.00305583j -0.000393079+0.000857424j -0.00376892+0.000302847j 0.00753733-0.0046165j -0.000248146-0.00203674j 0.000296516+0.00296405j 0.00632755+0.0034551j 0.0155613-0.00512097j 0.00133579+0.0034301j -0.00619678-0.000743088j 0.00509758+0.0022165j 0.00256396+0.00862419j 0.00816761+0.00481483j -0.00165747+0.00238243j -0.00515302+0.00183504j -0.00241387-0.00531788j -0.0109074-0.00759126j 0.00317334-0.00254877j -0.00273025-0.000975016j -0.00829041-0.00774906j -0.00725806-0.00369836j -0.00533103+0.0182896j -0.000384995+0.00911658j 0.0033839-0.00588424j 0.00116037-0.00514438j -0.00577784-0.0150371j 0.00729666-0.0257758j -0.00448874-0.00372191j 0.00215115+0.0212368j -0.00315728-0.00794575j -0.00195551+0.0116783j 0.00831001-0.0216417j 0.000194799+0.0017821j -0.00619477-0.0133074j 0.00415173+0.00684345j -0.00350359-0.0035771j 0.00491548-0.00717931j -0.0039885-0.00168828j -0.000766215-0.00252056j -0.000173228+0.00306823j 0.00370482+0.00221225j -0.00125187+3.41419e-05j 0.00141407-0.000580265j 0.000711089+0.000322396j -0.000427312-0.00389353j 
0.000443183+0.00154571j 0.00348693-0.000254031j 0.00606976+0.0102557j 0.00237878+0.0049567j -0.00506572+0.000340002j -0.000783601+0.00589997j 0.0010544+0.00595686j -0.00298378+0.0122763j -0.00646996+0.00346805j -0.0036837+0.00112243j -0.00171413-0.0118698j 0.0020807-0.00197614j 0.00177555+0.00146429j -0.000448071-0.00459925j 0.0106588-0.0210394j 0.00466517-0.00679148j -0.00537467+0.00342333j 0.000971621+0.00101999j 0.0125127-0.0052139j 0.00641617-0.0124094j -0.00493938+0.00634537j -0.0180371+0.00387322j 0.0106631+0.00628142j -0.0129716+0.0105977j -0.00266547+0.00810293j -0.00243282+0.000667971j -0.010125+0.00826182j -0.00762917+0.00147726j 0.00107923-0.00317871j 0.000172533+0.000187995j 0.00317278-0.0107207j 0.00424797+0.00470072j -0.00342859+0.00592492j 0.00787867-0.00043782j -0.00733108+0.00431452j 0.00462555-0.00415795j 0.00143646+0.00142611j -0.0017973-0.00129164j 0.00209972+0.010091j -0.00368292+0.00234383j -0.00899939-0.00858542j 0.00808799+0.00349382j -0.00667192-6.49587e-05j 0.000316117+0.0124616j -0.00667708+0.00571573j 0.00147624+0.0074477j 0.00578586+0.00254943j -0.00344958+0.00351804j -0.000213609+0.00163756j -0.00173372+0.00601001j -0.00174386+0.00158001j -0.00332397+0.0117317j 
-0.00248688+0.00377339j 0.00360642-0.000193798j 0.00330284-0.00619899j 0.00766506-0.00662146j -0.00123053+0.00249886j 0.000280774+0.00504651j 0.00845339+0.00171432j 0.00566911-0.00497517j -0.00396233+0.00627294j -0.00387987+0.000869699j -0.00768741+0.00708292j 0.00344207-0.00120898j 0.00318701+0.0061534j -0.0040892+0.00224133j -0.00222465-0.00153946j -0.00085612-0.00721403j 0.00707092-0.00709752j 0.00482332+0.000965101j 0.0046414+0.000579094j -0.00499015+0.00781073j 0.00327503-0.00446517j -0.00483031-0.000578402j 0.00423149-0.00880309j 0.00612645-0.00643251j -0.000921851-0.000249062j 0.00828472+6.21845e-05j 0.00674584+0.00344346j -0.00111814+0.00850206j -0.0034738+0.00716102j -0.00666144-0.00653925j 0.00294654+0.00622054j -0.00362347+0.00011826j -0.00487132-0.0070535j -0.00243744-0.0193848j 0.00649569-0.0026213j 0.00198768+0.00624002j 0.000138425-0.00326626j -0.000910017-0.00454566j 0.000867735-0.00199449j -0.00701224-0.00154177j 0.00625547+0.00214318j 0.00177404+0.000369603j -0.00270995+0.0052871j 0.0032136+0.0115867j 0.00100286-0.00640769j -0.00027238-0.00382832j -0.00764078-0.00473048j -0.00815768+0.000938955j 0.00455298+0.00664985j -0.0017277+0.000622742j -0.000866783+0.00294566j -0.00116593+0.00406841j 
0.00145908-0.00244623j 0.000140455-0.00527321j 0.0029558+0.0118266j -0.00491972+0.00627122j -0.00449076-0.00384349j -0.00451053-0.00223983j -0.00435624+0.00288608j -0.00060566+0.0122254j 0.000410736-0.00490263j 0.00362945-0.00105091j -0.00917061-0.011396j -0.00278959+0.000514357j -0.00251175+0.00715254j -0.00940776-0.00324814j -0.0167059-0.00609662j 0.00598967-0.00503214j 0.00581379-0.000694507j 0.0011755-0.00134804j -0.00376885-0.00121082j -0.00815967-0.00257073j 0.00200731+0.00637175j 0.00519578+0.00808692j 0.00677635+0.00844335j 0.00990282+0.00599727j -0.00618558-0.0020208j -0.00107517+0.00178386j -0.00475913-0.00462984j 0.00577421+0.0152057j 0.00224564+0.014238j -0.0016762-0.0101778j -0.00335806+0.0011302j -0.00144235-0.00991557j 0.00406747-0.00593796j -0.00124055-0.00902531j 0.00795063-0.000200814j -0.000153382+0.00939505j 0.00744369+0.00546739j -0.00315053+0.0016779j -0.00236465-0.0115884j 0.0100873-0.0106069j 0.00382639+0.0109117j -0.00165038-0.00525903j -0.000394419+0.0201452j -0.00378478-0.00192445j 0.0084821+0.000627541j 0.00431087+0.00709086j 0.00288809-0.00116174j -0.00221869-0.00634463j -0.0063706-0.00639514j -0.000341233+0.000272317j -4.63951e-05-0.0022138j 0.00149345+0.00417354j 
0.00236876+2.16851e-05j -0.000357247+0.000823506j 0.00106568+8.57865e-05j -0.00183738-0.00795709j -0.00194594-0.00347018j 0.00245156-0.00595865j 0.000337283-0.00733087j 0.00244852+0.00271458j 0.00447677+0.00602862j 0.00301885+0.00673296j -0.00572758+0.00303236j -0.00746699+8.90075e-05j -0.00414664-0.00543141j 0.00692414-0.00958588j -0.0141206-0.0130135j -0.00964761+0.00548946j -0.00345371+0.00782891j 0.00221694-2.25435e-05j 0.0204867-0.00621965j -0.00687383+0.000379556j 0.00208777-0.00340037j -0.0117397+0.00758829j -0.00458534-0.00870573j -0.0129244+0.00238221j 0.0129956-0.00569419j 0.0126654-0.00176337j 0.00786655+0.0130945j 0.00937967+0.0174504j -0.000388438-0.00326119j 0.00296985+0.000438566j 0.000680905-0.0018209j 0.00173991+8.34148e-05j -0.00353905+0.00401421j -0.00482632-0.00582834j 0.00365398+0.00599271j -0.00270004-0.0045073j -0.00182366+0.00430087j -0.000830133-0.00117674j 0.0123583-0.0152132j 0.00494155+0.00100607j -0.0194275+0.00639602j 0.00830253-0.00729007j -0.000733015-0.00185707j 0.010028+0.00572024j -0.0121082+7.89996e-05j -0.00994729-0.00875364j 0.0113988+0.00548368j -0.000235891+0.000484501j 0.00373059-0.0055029j 0.00263281-0.00450527j 0.00400642-0.00309587j -0.00253352-0.00161293j 
0.00193635-0.00407295j -0.00161331+0.00135019j -0.00294869+0.000143597j -0.00366201+0.00163968j 0.00156408-0.00574398j -0.0121964-0.00267647j -0.00465591+0.000768044j -0.00608502+0.00456818j -0.0105538+0.00337434j -0.0077278+0.000633792j -0.000856646-0.000117237j -0.00242986+0.0095918j -0.00214734-0.00250398j -0.002731+0.00094056j 0.0118941-0.00311053j 0.00965442-0.00110417j 0.00259614-0.00854426j -0.00159545-0.000902857j 0.00730941+0.010717j 0.00766367+0.00276663j -0.00335316-0.00484674j -0.0203036-0.00565898j 0.00857796-2.71314e-05j -0.00275832-0.00993304j 0.00337652-0.00241187j 0.00612491+0.0106944j -0.019642+0.00126575j -0.0085428+0.0113881j -0.00202527-0.0105146j -0.00113775-0.00408394j 0.00422682+0.00968939j 0.00115108-0.000403087j -0.00392159-0.0012423j -0.000493722+0.00779135j 0.0122229-0.00125555j 0.00665094-0.00184168j 0.000373138-0.00407466j -0.00897403-0.0119235j 0.00188996+0.00341885j 0.00345393-0.000175208j 0.00613391+0.010034j 9.94294e-05+0.00164714j 0.00271684-0.00252561j 0.00329131+0.0080463j 0.00691496-0.0127539j 0.00301161-0.00602696j -0.00416983-0.0058272j -0.0043042-0.00979324j -0.00315104-0.00466199j 0.00239744-0.00792401j 0.00283659-0.00205663j 0.000431888-0.00952177j 
