-0.0107474+0.0047227j -0.00597581-0.0112854j 0.000891747+0.00980985j 0.0106226-0.000430898j 0.000574529-0.00562216j 0.00830051+0.00473877j 7.40828e-05+0.00255769j -0.00192711+0.000973895j -0.00505772-0.0067864j -0.00468958+0.00360379j -0.00341826+0.000140769j 0.00145217-0.00682354j 0.00518039+0.000367777j 0.000698559-0.00634116j 0.00189638+0.0042562j -0.00287746-0.00105763j -0.00774606+0.00100589j 0.0010629-0.00207361j -0.00391574-0.00129859j 0.00397018-0.00271478j -0.00405356-0.000869411j 0.0057605-0.0018699j 0.000105708-0.00415766j 0.00563796+0.00107289j -0.00026181+0.00223171j 0.00777335+0.0107747j -0.01299+0.00392295j -0.00680462-0.0034305j 0.00271156+0.000741315j 1.99524e-06-0.00586305j 0.00281699+0.00909262j -0.00198138+0.00152115j 0.00133617-0.000982365j 0.00216456+0.00483644j 0.00405763-0.0064707j 0.000980393+0.00215359j -0.00968451+0.00981533j -0.00144269-0.000552297j 0.00220297-0.00758525j -0.00374814+0.00267478j 0.00497827+0.00118566j -0.00242589-0.00158434j 0.00316375-0.00347849j -0.00390522+0.00664656j 0.00233393+0.0126706j 0.0123453+0.00743547j 0.0045983-0.00422802j -0.00567396+0.000779127j 0.020243-0.00620337j 0.00332581+0.0185258j 0.0155966-0.0150126j -0.0166457-0.0149717j 
-0.00196846+0.00519168j 0.00273212-5.04432e-05j 0.00223585-0.000292745j 0.00379524-0.00342795j -0.00906936+0.00234408j -0.000186195-0.00010249j 0.00504373-0.000633363j 0.00218505-0.00447676j -0.0125284-0.00094154j -0.00537734+0.00281679j -0.0100429+0.0020368j -0.000367918+0.00479083j -0.0236606-0.00308007j 0.000951804+0.00421325j 0.0105319-0.00226593j -0.00503034-0.00101706j -0.000412099-0.00559389j 0.0256604+0.00695735j -0.00750739+0.00752059j 0.000553614-0.00186044j 0.00548578+0.000829239j 0.0040298-0.00316508j -0.00155613+0.00236048j 0.00052054-0.0096247j -0.00362676+0.00299672j -0.00334205-0.00147328j -0.000638634-0.00332195j 0.00439032+0.00468716j 0.00512633-0.00414859j -0.00229519-0.00430774j 0.00573866+3.04864e-05j -0.00159084-0.00231879j 0.0115724+0.00205148j 0.00444217-5.86401e-05j -0.0010442+0.000940498j 0.000366001-0.00497557j -0.00540375-0.00336146j 0.0033597+0.00451146j -0.00134086+0.000869121j -0.000640489+0.000554894j -0.00170474-0.00558199j 0.00391035+0.00493298j 0.000154345-0.00147662j -0.000367751+3.38722e-05j -0.00259924-0.00190298j -0.00130872-0.00247358j 0.00324636-0.00168999j 0.00480894+0.0027084j 0.00133323-0.00222704j 0.000290608-0.0032203j 0.000838944-0.000785941j 0.000822379+0.00660428j 
-0.0019617+0.00715979j -0.00347852-0.000220982j 0.00322522+0.00263146j -0.000443784-0.00466049j -0.00602998+0.00247709j -0.000452848+0.000367182j 0.00104628-0.00222479j -0.00143574-0.00588257j 0.00781029-0.006448j 0.0129705-0.00214195j -0.0166294+0.00265363j 0.00521237+0.0136814j 0.00186593+0.0010026j -0.00226954-0.00465099j -0.00737074-0.00746386j 0.00242301+0.00297063j 0.0153224-0.0109632j -0.000344658-0.00668594j 0.00335479+0.00654136j -0.000493808-0.00597287j -0.0111493-0.0029567j -0.0012555+0.000394142j 0.00234875+0.00690648j 0.0112588-0.00273289j -0.00440056+0.000333607j -0.00609428-0.00224367j -0.00665916+0.00205695j -0.0104101-0.00184784j 0.00446803-0.000315601j -0.000754326+0.00187463j 0.00517578+0.00899338j -0.00434166+0.00448674j -0.00306939-0.00235039j 0.00588382+0.00356224j 0.000655881-0.00464057j 0.000473892+0.00843677j 0.00479213+0.00510288j 0.00305973+0.00597369j -0.000624914+0.00403755j 0.00519942+0.00148629j 0.00355542-0.00086623j -0.00942706-0.00287228j -0.000655931-0.00560111j 0.00254424+0.00184085j -0.00379758-0.000194662j -0.00648558+0.000556801j 0.00345657-0.00524334j 0.0104084+0.00459767j 0.00145993-0.0105563j 0.00200251-0.00123351j 0.00310037-0.00537969j -0.00189025+0.00390699j 
0.00278405-0.00279624j -0.000817673-0.0082375j -0.00358469-0.00678847j -0.00435254-0.0053141j 0.00705175+0.00459313j 0.00158379-0.00829123j -0.0047788+0.00353655j 0.00462943+0.00126264j 0.000890961+0.00283581j 0.00519837+0.00992521j -0.000703061-0.0152112j -0.00462885+0.00468935j 0.00537735-0.00692249j 0.000844995+0.0093815j -0.0011476-0.00194814j -0.00293061-0.00646568j 0.00407965+4.05748e-05j -0.00265894+0.00400451j -0.00052226+0.0112022j 0.00669493-0.00831125j 0.00403601-0.00341608j -0.00407209-0.0069167j -0.0112178+0.0103689j -0.00642906-0.00328227j 0.00532824-0.00220058j -0.00118934+0.00229003j -0.000737546-0.00583445j 0.000927302-0.004593j -0.00310449-0.00503452j -0.00126964-0.00290863j -0.00792194+0.00660454j 0.00258486+0.00341596j 0.0024004-0.00841688j 0.00454241-0.00155687j 0.00629642+0.00147785j 0.00327983+0.002838j 0.000853082+0.00746371j -0.00913094+0.00245325j -0.00152884+0.00347298j 0.0107626+0.00388394j 0.00219332-0.00611727j -0.00450667+0.000792602j -0.00381508-0.00565679j 0.00426392+0.00808714j 0.00751573-0.00488739j 0.00686245-0.0104638j -0.00142877+0.00365334j -0.0038496+0.00486124j 0.00310414-0.00617598j 0.00234281+0.000664059j -0.00196333-0.00109342j -0.0011116-0.000134444j 
-0.00052101-0.00131115j -0.00414329-0.00360563j -0.00356809+0.00384132j 0.00312651+0.00712832j 0.00278313-0.00298205j 0.00623542-0.00374129j 0.0118415+0.00544295j 0.00773638-0.000888305j 0.0108104-0.00752349j 0.0118887+0.000720896j -0.0015515-0.00653681j -0.00979676-0.00225388j -0.00842093-0.000148314j 0.00785266+0.00407245j 0.000256846+0.00705687j 0.00440774-0.00223177j 0.00349543+0.00594851j 0.0175654-0.00228503j 0.00245354-0.00346825j -0.00224003-0.00269067j -0.00402012+0.00388981j -0.00730701-0.00011631j 0.00223933-0.0019433j -0.00839819+0.00652845j -0.00503704-0.00635603j 0.00554867+0.00554503j 0.00519637+0.00264746j 0.000136533-4.22755e-05j -0.00695319-0.000337627j -0.00875265-0.00531264j 4.60187e-05-0.000421675j 0.000939676-0.00195289j -0.0139949+0.00562154j -0.00160285+0.000140386j 0.00422865-0.00295399j 0.000157348-0.00201584j 0.00424728-0.00172204j 0.0024689-0.00227347j -0.0022801+0.00120727j -0.00321713-0.00381337j 0.0024534-0.00182631j -0.00224986-0.000602349j 0.00316808+0.00802853j -0.0050486-0.00188206j -0.00189216+0.0018066j -0.00845115-0.00472341j -0.00859108+0.00114447j 0.00251121-0.00130314j -0.00583035+0.0042759j -0.00284279+0.000838377j -0.0014197-0.000313966j 0.00514368-0.000804896j 
-0.00127823+0.00269798j 0.003753-0.000516283j 0.00249359-0.00371474j 0.00264066+0.00182249j -0.00970793+0.00302673j -0.000267572+0.015683j -0.00237809+0.00181397j -0.000255199-0.0087732j 0.00409629-0.00035541j 0.00215321+0.00852415j -0.00861823-4.07064e-05j 0.00733152+0.0190672j 0.00193166+0.00553451j -0.00344942+0.0114103j -0.00283778+0.00159789j -0.00175025-0.000899803j 0.00162695+8.57394e-05j -0.00295692+0.00125178j -0.00692221+0.00461453j 0.0062129-0.00346783j -0.00146122-0.00715273j 0.00180041+0.00265618j -0.00338334+0.00215027j 0.00295209+0.00176293j -0.00105818-0.011052j -0.000739425+0.00117166j -0.00736883+0.00980729j 0.00149882+0.00232318j 0.00156732-0.000781082j 0.00483733+0.00126882j -0.00602084-0.0162664j -0.00301784-0.0104326j 0.0041695+0.000279769j 0.00232183+0.00623248j -0.00200034+0.00225247j -0.00268083+0.00137994j 0.00182052-0.0188231j -0.00585751+0.00794406j -0.00240214+0.000131135j -6.39144e-05-0.0109236j -0.00464937-0.004349j 0.0053425-0.00787452j 0.00105319+0.00656498j -0.000982439-0.0068359j 0.00420316+0.00403837j 0.00351188+0.00623775j -0.000925257+0.0157299j -0.0071731+0.000137317j -0.00544262+0.00589651j -0.00361574-0.000645206j -0.00134597+0.00660631j 0.00461973+0.00466201j 
-0.00286307-0.00550113j -0.00214569+0.00207471j 0.00888219+0.00433968j -0.000780141+0.00336316j -0.00768023-0.00684367j -0.000266059+0.00532484j -0.00146327-0.000179929j 0.0049763+0.0130806j 0.00646085+0.00470698j 0.00558464-0.00944595j -0.0059283+0.00161932j -0.0162972-0.0142798j -5.64123e-05+0.00237872j 0.00144379-0.00929217j 0.000888263-0.0010416j -0.00152683-0.0053159j 0.0171486-0.00202154j -0.00301318+0.00106795j -0.00427417-0.00638562j 0.012446+0.00997572j -0.00377809-0.00548373j -0.00804138-0.00387368j -0.0139375-0.00627653j 0.00829131-0.00185167j -0.000411006+0.012149j 0.00231119-0.00295997j 0.00355964-0.00432777j -0.00284531-0.00217266j 0.00450971+0.00153503j -0.000426448+0.00153947j -0.00726745-0.00248255j -0.00823955+0.00116254j 0.0067376-0.000258333j 0.00547544+0.00241229j -0.00178578+0.00577178j -0.00250003-0.00249342j -0.00755433-0.00522105j -0.00617674-0.00385243j 0.00492181+0.0028191j 0.0140158-0.00091585j -0.00319956-0.00479076j -0.000972882+0.0121732j -0.00329382+0.000460772j 0.00680165-0.000221244j -0.000257047-0.00350214j 0.002477+0.00770457j -0.00302479-2.587e-05j -0.00206036+0.000233326j 0.000387374-0.00106258j 0.00137002+0.00485753j -0.00207978+0.00163608j 0.000144259-0.00234585j 
-0.00206045-0.00653341j -0.00404005-0.00183602j -0.00524228+0.00129981j -0.00343636+0.00254794j 0.00168242+0.000829745j -0.000716689+0.00296599j -0.00158756+0.00226302j -0.00924092+0.00419559j -9.25328e-05+0.00997033j 0.0108227+0.00665374j -0.00963556+0.00107702j 0.0126002-0.0102395j -0.00390337-0.000602442j 0.0109881-0.0015445j 0.0100702+0.000683642j -0.00985309-0.000243578j -0.00220551+0.0016694j -0.0118753+0.00514914j 0.00669565+0.00367392j -0.00910782-0.00122887j -0.0114024-0.00910298j -0.00192992-0.00223765j 0.0110438+0.00884777j 0.00868207+0.00145894j -0.0117059-0.00168815j -0.00180427-0.000495379j 0.000466533+0.00152505j -0.00681338-0.00285278j 0.00426962+0.00297388j 0.000157782-0.00282762j 0.00303847-0.00189163j -0.00865406-0.000733015j -0.00660362-0.000908821j 0.00184484-0.000884724j 0.000111882+0.00373816j 0.00853847-0.00345421j -0.00198986-0.0105009j 0.00689611+0.00345888j 0.00432704-0.000626389j -0.00108313-0.000373145j 0.00357074-2.23149e-05j -0.00408627-0.00037565j -0.0102096+0.00588797j 0.0106089-0.00620468j 0.00076064-0.00396267j 0.00175337+0.00288274j -0.000432044+0.00608403j 0.0026671+0.00328117j -0.00566177-0.0014831j 0.00118238+0.00275505j -0.00347415+0.00251285j -0.00073505-0.000349992j 
-0.00565385-0.00255834j -0.00189622-5.20068e-05j 0.00609077-0.00337887j -0.00240685-0.0027133j -0.0104938-0.00498599j -0.00564971+0.00155991j -0.0114527+0.00147028j 0.00420703-0.000934158j -0.00596047+0.0075211j 0.00615002+0.0052488j -0.0182529+0.000965361j -0.00800507-0.00552865j -0.00336409+0.00246825j 0.000966649+0.00989207j 0.00276464-0.0028353j -0.00607692-0.00233831j -0.00686693+0.000656596j 0.0117489+0.000589057j 0.00258101-0.00575419j 0.000368048+0.00640421j 0.00156388-0.00569037j 0.00728103+0.00784494j 6.87582e-05-0.00544169j -0.000541234-0.00491025j 0.00139105+0.000977854j 0.00315657-0.00285061j -0.00687578-0.00272359j -0.00128555+0.000351581j -0.00337902+0.00182291j -0.00164702+0.00283159j 0.0102486-0.0010233j 0.00649032-0.0010965j 0.00176952+0.000181126j -0.0100219+0.00527218j -0.00963683-0.00277406j -0.0130026-0.00690942j 0.00693106-0.00315286j 0.0112142-0.00164885j -0.0128255+0.000157168j -0.0123027+0.00123504j 0.00858698-0.00241664j -0.00548768+0.00738433j 0.0116874+0.00281306j -0.0145653-0.00948782j 0.00296292-0.00557382j -0.00339045-0.00249432j 0.0070205+0.00350853j -0.000206305+0.000718697j 0.00184908-0.000472321j 0.00209413-0.00104569j -0.000494953+0.000725029j -0.00369759-0.000768341j 
-0.00576493-0.000681681j 0.00189229+0.00780002j -0.00671066-0.00165443j -0.00100555+0.00292128j 0.00232891-0.00445861j 0.00836907-0.00236573j -0.00975316-0.00373186j 0.00491826-0.00324927j 0.00256935-0.00160933j 0.00134899-0.00465703j 0.0103154-0.00681374j -0.0199569+0.0117291j 0.00339021-0.0019581j -0.00118698-0.00650493j -0.000874412+0.00454445j 0.0105665-7.84974e-06j 0.000621109+0.00573254j -0.00366661-9.3445e-05j -0.0193937-0.00107757j 0.00449184-0.00222316j -0.0084045+0.00381631j 0.00528807-0.000240794j 0.0162861-0.00383692j 0.0035033+0.00750706j -5.55695e-05-0.00670793j -0.00054675-0.00230591j -0.00882188+3.56672e-05j -0.00345749+0.00355423j -0.00231709+0.000497239j 0.00213867+0.00205632j 0.000997467-0.00261695j 0.00219676-0.00453705j -0.00560965+0.00413985j 0.000656788-0.00299108j 0.0152106-0.00370648j 0.00489006-0.00336977j 0.000971059-0.00082536j -0.00862727+0.000308163j 0.00395075-0.00577327j 0.00558718-0.00669121j 0.00494314+0.00162346j 0.00979781+0.00324862j -0.00501817+0.00146226j 0.010885-0.00157288j -0.00117126-0.00697367j 0.00570847-0.00437312j -0.000891127+0.00348492j -0.000620618+0.00204843j 0.000619132+0.00422055j 0.00359615-0.00250297j 0.000200627+0.00406909j -0.00718751+0.000404481j 
0.00599712-0.00449923j -0.000650436-0.00405967j -0.00612279-0.00201103j -0.00129569-0.00338535j 0.00327213+0.00263963j 0.006238+0.000397941j 0.00520717-3.25679e-05j 0.00384574+0.0043472j 0.00165319+0.00615882j -0.00411981+0.00872588j 0.00686155+0.00760259j 0.00287188-0.000940121j 0.00846998-0.00202652j -0.00437897+0.0155436j -0.000110714+0.0125907j 0.0150028+0.0022044j 0.0112785-0.00240989j -0.00334969+0.000354188j -0.0085644-0.0112369j 0.0034531-0.00122436j 0.000466955+0.00225371j -0.00985376+0.0130612j 0.0158606-0.00201728j -0.00380518-0.00076568j 0.00379688+0.00715833j 0.00630815-0.00508436j -0.014928+0.00605116j 0.00319452+0.00138001j 0.0129777+0.00278347j 0.0122693+0.000676209j -0.00441398+0.00823519j -0.00188111-0.00382635j -0.00213506+0.00323129j -0.00694724-0.000737192j -0.0108466-0.0119582j -0.00102992-0.00425687j 0.0149921-0.00135385j 0.00361969+0.00425985j -0.00578638+0.00117473j -0.0115035-0.00252566j 0.000526873+0.0031729j 0.00381303+0.000818346j 0.0165496-0.00129194j -0.0112068+0.00109964j -0.00587142-0.000255381j -0.00378031-0.00256825j 0.0112005+0.00228571j -0.00829475-0.000443881j -0.00146086-0.00629431j -0.000876893+0.00118595j -0.00211536-0.00137812j -0.00127484-0.000283129j 
0.000724803-0.00466163j -0.00164821+0.000134329j -0.000428384-0.000245334j -0.000539582-0.00202601j 0.00357245-0.00622822j 0.000670155-0.000244901j 0.00010194+0.00295258j 0.00360464+0.00602971j -0.00870309+0.00248725j 0.0024521+0.00270136j 0.000452444-0.00358272j 0.00809166-0.000837102j -0.00257828-0.00447058j -0.0060896+0.00411645j -0.00405653+0.00536448j 0.00629246+0.00365677j 0.0138659-0.00296961j 0.0132509-0.00244211j -0.00212448+0.00495951j -0.00612334+0.00231503j 0.00602838-0.00701365j 0.0286399+0.00613147j 0.00614193+0.000379311j 0.000704946+0.000211843j -0.0100818+0.0011192j -0.00234476-0.00311189j -0.0088988+0.000828027j 0.00558536-0.00375088j -0.00694149-0.000526787j -0.00792627+0.000712406j -7.06452e-05+0.00372691j -0.00173341+0.00172437j 0.0120259-0.000648069j 0.00946323-0.000191955j 0.0134398-0.00382665j 0.0128569-0.00254201j -0.0108189-0.000378452j -0.0165606+0.00193941j 0.018103+0.00106832j 0.0230296-0.000816844j -0.00978475-0.00166926j 0.00708679+0.000593228j -0.0230468-0.00539226j 0.0179545+0.00179432j 0.0020391+0.0026324j 0.00216439-0.00423985j 0.000631968-0.000571469j -0.00379451+0.00510932j 0.00247015-0.00208615j -0.000107417+0.00398847j -0.00411121+0.00296586j -0.00282619+0.00348372j 
0.00190936+0.00557892j -0.000155284-0.00292212j 0.00177576+0.00438324j -0.00284708-0.000160121j -0.00227707+0.00090628j -0.00489707-0.000238913j -0.00323046+0.00270306j -0.0127181-0.0049583j -0.000813341-0.00149959j 0.0103669-0.00574135j 0.0012687+0.00587894j 0.00398655+0.00428022j -0.0007769+0.00521744j 0.00939896+0.00572988j -0.00248277-0.00235428j 0.0104475-0.0129119j -0.00905744-0.00135383j -0.000653557+0.00472208j 0.000740423-0.00415587j -0.00133763+0.00369808j -0.000611935+0.00798477j -0.00292089-0.00395023j 0.00521713-0.00564688j 0.00360284-0.00107769j -0.0210557+0.00331812j 0.00752755+0.0043279j 0.0144059-0.00263605j 0.00118312+0.000508873j -0.00873305-0.00512602j -0.00382115-0.0014312j -0.0048793-0.00410121j -0.00193048-0.00552956j 0.00474129-0.00130345j 0.00335681-0.000907349j 0.00640425-0.0128541j 0.00838439-0.00483948j -0.00554784-0.00344506j -0.00587766+0.0021118j 0.00113296+0.0068782j 0.00854941+0.004382j -0.00156201-0.00852988j -0.00597857+0.00258519j -0.000124323-0.00152923j 0.0104817+0.00649077j 0.00832896+0.000429086j -0.000378284+0.0023292j -0.00226792-1.28657e-05j 0.00178569-0.00274301j -0.00276021+0.00360877j -0.00288389-0.00143415j 0.00300044-0.00118101j 0.00698027-0.00061823j 
0.000637077+0.000702131j 0.00377978-0.00354624j -0.00600252-0.000204779j 0.00567364-0.00148599j -0.00550072+0.00555551j 0.00184379+0.000266089j 0.00489775-0.00423075j 0.00144404-0.00464884j 0.00899078-0.00470297j -0.007585+0.00295222j -0.00326329+0.00821589j -0.00935119-0.00830999j -0.00871616+0.00209101j -0.0135629+0.00405625j 0.0103575-0.00582532j 0.000696901-0.00502137j -0.00101984-0.00166893j -0.000792435+0.00396808j 0.00600565+0.00765938j -0.00268719+5.75655e-05j -0.00577126+0.00527039j 0.00195094-0.00393953j -0.00769071+0.00236805j 0.00776668-0.0105075j -0.0119102+0.0144111j 0.00810344+0.0030216j 0.00158065+0.002376j -0.00100883+0.0038211j 0.000997785-0.00440326j -0.00484396+0.0015106j -0.000203859+0.00379628j -0.0134979+0.0077957j -0.00166187-0.00209041j 0.0102695-0.00211976j -0.00890394+0.00147436j 0.0110922+0.000251272j -0.00822401-0.000746743j -0.00679133-0.00369146j 0.0136988-0.00109002j 0.00813359-0.00483249j -0.0250948-0.00211388j 0.0110982-0.000831303j -0.00210873+0.00263919j -0.00352675-0.00334774j -0.00661281+0.00769358j -0.00305036+0.00175658j -0.000132631+0.00416549j -0.0013541-0.00965824j -0.00820785-0.00292025j 9.4193e-05-0.00072404j 0.00351923-6.10642e-05j 0.00210689-0.00430013j 
5.07046e-05-0.000601185j -0.000574346+0.000843527j -0.00136539+0.00216846j -0.00285282+3.82784e-05j 0.00452481-0.00411256j 0.000223471-0.000720977j -0.00199292-0.00775j -0.001812-0.00097225j -0.0030379-0.00916729j -0.00278507-9.97126e-05j -0.000132814-0.0184828j -0.000464803-0.00363371j -0.00145946-0.00464124j -0.00478873-0.0268579j -0.00239677-0.0107286j -0.00122379+0.0154261j 0.00677462+0.00823321j -0.000643323-0.00145782j 0.00547164+0.0156721j -0.00243634-0.0034949j 0.00342927-0.0110406j -0.000916732-0.000242735j -0.00517591+0.0157155j -0.00194901+0.00403661j 0.00808433-0.0131117j -0.00959468+0.00598931j -0.00118769-0.0106921j 0.00229808-0.000448604j 8.69428e-05+6.19458e-06j -0.00114164-0.00201971j -0.00663186-0.00656607j 2.33035e-05+0.00349484j -0.00258811+0.00177756j -0.000556422-0.000227291j 0.00629986+0.0172286j 0.000390871+0.00850687j 0.00241867+0.00632664j 0.00436452-0.00461733j -0.000752681-0.00318355j -0.00281666-0.0014812j 0.00498054+0.00565146j -0.00355918-0.00702289j -0.0012514+0.00831833j -0.00109443+0.000711801j -0.000163544+0.0100519j 0.00421769+0.00442209j -0.00114599+0.00597443j 0.000946461-0.00330323j 0.00199657-0.00113312j 0.000342496+0.00482323j -0.000605686+0.00398783j 0.000921722+0.000554042j 
-0.00584594+0.000843508j -0.000774704+0.00389728j 0.00348425-0.000114039j -0.00038862-0.000577338j -0.00390774-0.00157967j -0.00352487+0.00487072j 0.00813626+0.00177531j 0.0114029+0.0053921j 0.00297766-0.00225009j 0.00101214-0.0143782j 0.000698725+0.0110889j 0.00813831-0.0036943j 0.000159675-0.00431641j 0.00981951+0.00676837j 0.00244595-0.00247255j -0.00636221-0.000633579j -0.00431648-0.00523952j 0.00288711+0.00583961j 0.00297897+0.00343763j 0.00201291+0.000584104j 0.00234687+0.00284797j -0.00963989-0.0030733j 0.00190571-0.00822459j -0.0110487-0.00917242j 0.0168033+0.0128102j -0.00711572+0.01258j -0.0021581+0.00232149j 0.00118393+0.00502623j -0.00678729-0.00484549j 0.000922674-0.00116781j -0.0123425+0.00642733j 0.00843277+0.00177751j 0.000893338-0.00353935j -0.00333766-0.00456078j 0.00643485-0.00477403j -0.0064209-0.000643325j 0.00186073-0.000303315j 0.00802673+0.00106652j -0.00997028+0.00683357j -0.00440026-0.000700119j 0.0148899-0.00912541j -0.0142521+0.000418166j -0.0011768+0.00648171j 0.000785799+0.00532563j 0.00825458+0.0034174j 0.0119008-0.00211339j -0.00259055+0.000790663j -0.00776687+0.00114385j 0.00301615-0.00162049j -0.0017835+0.010534j -0.000478122+0.0117857j 0.00195567+0.00344794j 
-0.00229606+0.0047094j 0.00123193+0.00208399j 0.000570487-0.0046891j -0.00191114-0.0104647j 0.00155559+0.0122614j -0.00547992-0.0105242j -0.00195506-0.0178736j -0.000748218-0.0122602j 0.0026527-0.00155638j 0.0111559+0.00933857j 0.00413845+0.0188894j 0.00547498+0.00192786j -0.000687063+0.00240179j 0.0104824-0.00821829j 0.0066285-0.00456732j -0.00261071+0.00453315j -0.0017547+0.0157894j 0.00185603+0.000612108j 0.001279-0.0228546j 0.00166456+0.000576756j -0.00320792-0.00324273j -0.00734298+0.0158713j 0.00469247-0.00670674j -0.00948924+0.00804338j 0.00430509-0.00516615j -0.00398415-0.00786068j 0.00135819-0.00555637j -0.00255572+7.15998e-05j -0.00833998-0.00149168j -0.00441024-0.00109544j -0.00619182+0.00133001j 0.00509189+0.00502251j -0.0034291+0.00166017j -0.00225904-0.00243329j 0.0142612-0.00719371j -0.00427698-0.00633792j -0.00653033+0.00188845j 0.00026567+0.00174821j -0.00217359-0.0104714j 7.20191e-05-0.00217221j 0.0111885+0.0115089j -0.0035207-0.00772748j -0.00738051+0.00427956j 0.00895732-0.00713701j 0.00561593+0.00727719j 0.00490458-0.00156644j 0.00132671-0.00774926j 0.0038007+0.00455868j 0.00117473-0.00315108j 0.00377673-0.000185615j -0.000197594+0.00219337j -0.000885379+0.00668864j 
-0.000636786-0.0016769j 0.00273054+0.000436723j -0.00662324+0.00080774j 0.00202679-0.0031516j -0.00266165-0.00241233j -0.0113023+0.00213078j 0.00899746-0.00678556j 0.00424347+0.000664209j 0.0126395-0.00988068j -0.00674839-0.00422083j -0.000508895-0.0036325j -0.00906943+0.00363151j 0.00238682-0.00242953j 0.00233391-0.00564263j 0.0125658-0.00195258j -0.00556376+0.00188539j -0.00539514+0.0089962j -0.00590905+0.00212892j -0.000372933-0.00117205j -0.0093108+0.00135471j 0.00575799-0.00641997j 0.00208613+0.00266742j -0.00273074+0.0130255j 0.00448066+0.00202003j -0.00046933+0.00606979j -0.00138461-0.00061891j -0.0038292+1.81913e-05j -0.00426534+0.000964182j -0.0132747-0.00545508j -0.00567942+0.0014454j -0.00778901-0.00746682j 0.00401443-0.0136032j 0.000845867-0.0172044j -0.0055559+0.000569012j -0.00360659-0.00618381j -0.00153937-0.00320439j 0.00477864-0.000958811j -0.00709223-0.00194449j -0.00248183+0.000815967j 0.000330431+0.0151839j -0.000373649+0.00174222j 0.00180639-0.00839938j 0.000306666+0.000262432j -0.000333473+6.49597e-05j 0.00205292+0.00285476j 0.00246015-0.00219274j 0.00295234+0.00195809j -0.00823235-0.00422744j 0.000154376-0.00456909j -0.00197658-0.0023261j -0.00232566+0.00243384j -0.00323952+0.00209751j 
-0.000755148+0.00050195j 0.00194082-0.000817746j -0.0099059+0.00305046j 0.000322572-0.00554095j -0.000788298+0.00144033j -0.00522983-0.00312935j 0.00886466-0.00812165j -0.00288109-0.00104233j 0.00975005-0.000962092j -0.000359947+0.00156475j -0.00234178+0.00179672j -0.00139-0.0022724j -0.00453336+0.00622928j 0.0063667+0.00976574j 0.00823955-0.00912251j -0.00671302+0.00227442j -0.00472125+0.0126314j -0.00976835+0.00058735j 0.00295455+0.00296261j -0.00354837+0.00594729j 0.00772652+0.00387326j -0.00501942-0.00213157j -0.00091766-0.000403656j 0.00365725+0.00204834j 0.00383324-0.00521131j -0.00319474+0.00239244j -0.0021325+0.000627826j -4.87054e-05-0.000146803j -0.0150071+0.00591878j -0.0077623+0.00759092j -0.00739389+0.00798091j 0.00864974+0.00443757j 0.006125+0.0234528j -0.00428226+0.00600837j 0.00204526+0.00237745j -0.000272159+0.0148135j 0.00141011-0.00261123j -0.0022492+0.00297564j -0.00190025+0.00446845j 0.00072019-0.0152836j 0.00215245-0.00207628j 0.000696425+0.00451099j -0.00190404-0.00561643j 0.00164312+0.00269146j 0.00756033+0.000466572j 0.00493763+0.0020162j 0.00141085-0.00332653j -0.00809945-0.00244412j -0.000403295-0.00427267j -0.0017777+0.000194989j -0.000807381+0.00385853j -0.00161297+0.00145554j 
-0.00140952+0.0014898j -0.00121406-0.0026925j 0.00582726+0.00235582j 0.00370877-0.00178128j -0.00205107-0.00425026j -0.00300214-0.00626373j -0.00157813-0.00407763j 0.00189804-0.0126757j 0.00350226-0.00210941j 0.00683218+0.0098318j -0.00754845-0.00120879j -0.000783989+0.00208155j 0.0166065+0.000270588j 0.00338128+0.0026209j -0.00172394+0.00212021j 0.0122159+0.00180917j 0.00864457+0.00351811j 0.00204009-0.00387542j 0.00401672-0.00741405j -0.000546003-0.00106815j 0.00328493-0.00255676j -0.00735408+0.00323714j 0.000993299-0.00550835j 0.000578776+0.00479441j -0.00278225-0.00200855j 0.00305556-0.00076202j 0.000777384-0.00495411j -0.00774918-0.00156641j -0.0108935+0.00687389j 0.00237407+0.00247267j 0.00576107-0.0105602j 0.0227999-0.00601699j 0.022358+0.00195113j -0.0026706-0.00156779j -0.00723323-0.00262895j -0.00580236-0.00206448j -0.00965439+0.00357598j 0.000672165-0.00167375j -0.000429902-0.00209384j -0.0140569-0.00340199j 0.00199178+0.00059234j 0.00641822+0.00019512j -0.00217794+0.00174289j 0.00516047+0.00472947j -0.00589865+0.00557388j -0.00467626+0.00685705j -0.00927109+0.00492597j 0.00328589-0.00537475j 0.00343693+0.00301909j -0.00206409+0.00193165j 0.000500717-0.00104818j 0.00185502-0.00351668j 
