0.0270513-0.00334997j -0.0163143+0.0169523j -0.00674286+0.0178274j 0.047281-0.00508952j -0.00494649-0.00108219j 0.0153016+0.0080055j -0.0209196+0.0205004j 0.0120892+0.0179274j -0.066104+0.00730087j 0.0264404-0.00648477j 0.011187+0.0073991j -0.000651391-0.000552453j 0.0176727+0.000211038j 0.0124337-0.000906025j 0.0013374-0.00224492j -0.00151199+0.00916741j -0.0273369+0.0124536j -0.0212247+0.0174694j 0.0366008-0.00982148j 0.0247626-0.0130882j 0.0127633-0.01884j -0.0192847+0.0270973j -0.00416679-0.00157679j -0.00353461+0.0129527j 0.00483084+0.00700093j 0.00912781+0.0188547j -0.00548848-0.0024407j -0.00916792-0.00658955j 0.022971-0.0036771j -0.052714+0.000954849j -0.0169049+0.0145231j -0.032335-0.00786168j 0.0263824-0.0252058j 0.00603207+0.00775898j 0.0341013-0.00788289j 0.0130483-0.0150524j 0.0047787-0.00161328j 0.0305652-0.0190685j 0.0256882-0.0126703j -0.0331813+0.00891537j -0.0140279-0.0226594j -0.0298102+0.0148815j 0.000984879-0.0157079j -0.000681541-0.00232177j -0.00384488-0.0227782j 0.0149664-0.0219241j 0.000237964-0.0126192j 0.0363263+0.0230809j 0.0193282-0.0389059j 0.0760157+0.00971211j -0.0182894-0.0126488j 0.056036-0.00699488j -0.000538827-0.00540861j 0.0241755+0.00278328j 0.04643+0.00351755j -0.0261488+0.044766j 0.106396-0.0148831j -0.0582619-0.00251481j 0.000914937+0.00204375j 0.0325177-0.0248931j -0.00560229+0.0393835j -0.000662272-0.0242972j 0.0608452-0.0144848j -0.0347165+0.0406724j 0.0059705+0.0497201j -0.058843-0.0233018j 0.0395281-0.0364747j 0.00646222+0.0251944j 0.0608688+0.0232735j -0.0839962-0.0323813j 0.0647979+0.00481167j -0.0329314+0.087152j -0.134807-2.24913e-05j -0.0350826+0.00157675j -0.047511-0.0341714j 0.0863004-0.0200579j 0.00324592+0.00226601j 0.063526-0.0327408j 0.0502074-0.0220803j -0.0460688+0.0238385j -0.0143949+0.0133624j -0.00718225+0.00810406j -0.0428488-0.0543101j 0.0716481-0.0045785j 0.0312749-0.0106079j -0.000278903+0.02312j -0.00552654-0.0130803j -0.00652404+0.00469665j -0.021632-0.0257734j 0.0208108-0.0287153j 0.0221802-0.00769425j -0.0252805-0.000334262j 0.0483745-0.021349j 0.00840286+0.0396191j 0.0652863+0.0222559j -0.14746-0.0257658j -0.317942+0.0262003j 
0.0133774+0.0213739j -0.00170698-0.00867982j 0.000205641+0.0236218j 0.00861355+0.00955629j -0.0336649-0.0330861j -0.00448263-0.0184112j -0.00130088-0.0143735j 0.000465354+0.00927641j 0.0539607+0.00598496j -0.0672855+0.0384487j 0.0290973+0.0817968j -0.0343748-0.0603508j -0.0122923-0.0363679j -0.142111+5.70588e-05j -0.14126+0.00131869j -0.125077+0.00360629j -0.132566-0.00568568j 0.0416489-0.0582765j 0.0051199+0.0433739j -0.0443524+0.0720773j 0.0471393-0.0228364j 0.0224846-0.0410169j -0.0426168+0.00220317j 0.0482203+0.0137912j -0.0238311-0.0758249j 0.0284778-0.0419653j -0.00594428+0.0969227j 0.0474632-0.00389383j -0.0264902-0.0254812j -0.0811079-0.0328539j -0.00776615-0.0218679j -0.00306483-0.0238972j -0.0374172+0.0223249j -0.0123905+0.00097631j -0.0132923-0.0490386j 0.130926-0.126532j 0.0214145-0.0467714j -0.0555605+0.0565395j 0.0100896-0.00432757j -0.0313265-0.0100996j -0.0264271+0.0987741j 0.0108174+0.0273733j 0.0507283+0.000663397j 0.000481486-0.0172639j -0.00680934-0.0815204j 0.11002+0.0207867j 0.0625429-0.110355j 0.0243285+0.0842588j -0.00591905+0.0534722j -0.0367761+0.00832287j -0.0106324+0.0483559j 0.020784+0.0233133j 0.00365195-0.0188491j 0.02395-0.0076172j 0.00323524-0.0349224j -0.0545629-0.00405394j -0.0154893-0.0455392j -0.0249461+0.0108238j 0.00908934-0.0048061j -0.0056355-0.00365623j -0.0390866+0.0159297j 0.00822895+0.0112582j 0.00875025+0.0185372j -0.00263865+0.0331833j -0.0129975+0.0016143j -0.0340298-0.0138768j -0.00207209+0.0160677j -0.0162165-0.0156702j 0.00931913+0.00253972j 0.0180454+0.0130513j -0.0203863+0.00219343j -0.021952+0.00430457j 0.0232089+0.00833941j -0.0273269-0.0163953j 0.0118632+0.00826907j -0.0152321-0.0166815j 0.00626131-0.00487201j -0.0292567-0.00922844j -0.00429443+0.00846261j 0.0138116-0.0286152j -0.0211066+0.00733774j 0.0290298-0.0400488j 0.00966536-0.00263849j 0.0116453+0.0287105j 0.0160163-0.0256134j -0.00365254-0.025403j 0.00787501+0.0204726j 0.00944718+0.0145235j 0.0147639+0.00557857j 0.0123019-0.00586748j 0.0205244-0.00292589j 0.0102489-0.00133525j 0.0022806-0.00208495j -0.0116308+0.0100446j -0.00615818+0.00361493j 0.00480532-0.000112008j 0.0058487-0.0103974j 
-0.00373825+0.000263618j 0.00159723-0.00132983j 0.00452578-0.00746377j -0.00750356-0.0141435j 0.00868046-0.0182755j -0.00206825-0.00513944j 0.035383-0.0025677j 0.00992267+0.00545358j 0.0250713-0.00184727j -0.0320376+0.00769788j 0.0491766-0.0781427j -0.0130277+0.0317225j 0.0301244+0.046024j -0.0114773-0.00674035j -0.0287951-0.0388607j -0.0272227+0.0148994j -0.0794434+0.055878j -0.0212429+0.0199943j 0.02916+0.0505189j -0.0697466+0.00373079j 0.0256515-0.0543205j 0.0051315-0.0663684j 0.0127909+0.0694926j -0.0296151+0.039202j 0.00317753+0.0423195j -0.00848096-0.0386691j -0.0112172+0.0113937j 0.0207741-0.0289615j -0.0163075+0.00157953j 0.0298274+0.020845j 0.00436608-0.00641569j -0.0141327+0.0822096j -0.00202709+0.00904844j 0.0200787-0.0300085j 0.000648667+0.00888763j 0.0136304+0.0041084j 0.00981185+0.0656148j 0.0328281+0.0270522j 0.0576533-0.0165166j -0.0212932+0.0330099j -0.0107996+0.0516565j 0.0691459-0.0370647j 0.0179866-0.0158044j 0.0520683-0.023066j -0.019576+0.0119085j 0.0602219-0.118477j -0.0154019+0.0308673j 0.0395091-0.0889067j 0.0261903-0.0497865j 0.00280012+0.0835046j -0.0942771+0.0622675j 0.0256144+0.00890028j 0.0599597-0.0170364j 0.0134756-0.0552187j -0.00404166+0.0137106j -0.00328046-0.00879048j -0.00971361-0.00903772j -0.0311821-0.0226863j 0.0090807+0.00581653j 0.00137345+0.0177219j 0.0457315+0.0088304j -0.00949329-0.000982815j -0.00900357-0.000878166j -0.0381154+0.00895562j 0.0158756-0.0334097j 0.00143796-0.00670057j -0.00796551+0.00232236j -0.0100319+0.00027448j -0.0141083+0.00274845j -0.0203263+0.0426859j 0.0206191+0.00712074j -0.0175544+0.0190155j 0.0214317+0.00924166j 0.0133141-0.0159226j -0.00280869-0.0154568j -0.0350734+0.0375652j 0.00992408+0.0012324j -0.0229669+0.00309495j 0.0197505-0.00604238j -0.0247094-0.00202579j 0.011422-0.0459141j 0.0625403-0.0588321j 0.0126667-0.0296997j -0.00140816-0.0117398j 0.0207652+0.00819536j 0.00460658-0.00621258j -0.0362325+0.0221634j -0.0158272-0.00311976j -0.00894377+0.0124075j 0.0077924+0.0348571j -0.0315998-0.0136024j 0.00014841+0.0124376j -0.00843459+0.0044226j 0.0190982+0.00630834j -0.0212245+0.00382814j -0.00624596+0.00526205j 0.00729319-9.13434e-05j 
-0.00386937+0.00416862j -0.00255196-0.00139824j 0.000141691+0.031515j 0.0136694-0.0138389j -0.0242524-0.0198014j -0.0403274+0.0240863j -0.00585595+0.0145917j 0.0782163-0.0185126j -0.0438524+0.0319364j 0.0479202+0.0310173j 0.00420874+0.0943766j -0.0376979-0.0818144j -0.0457972+0.00302361j -0.0730546+0.114717j -0.0150832-0.0160189j 0.0685066-0.073852j 0.100827+0.00311427j -0.0475695+0.027548j 0.111516-0.0309816j -0.0788873+0.0573739j 0.0977781-0.0667364j -0.0111339-0.0347223j -0.0608297-0.0383359j 0.0305981-0.00379026j -0.0845991-0.00292507j -0.0117583+0.0491936j 0.0743035-0.00953839j 0.0206252-0.0579502j -0.018078-0.0304556j 0.0418532-0.0345709j -0.00110382+0.0131037j 0.0435171-0.0101975j 0.0125018+0.0399641j -0.0361664+0.091077j 0.0136067-0.0206957j -0.0367251-0.0249206j 0.00633323-0.0225296j -0.0141882+0.015756j -0.0476541-0.0467103j 0.0204438+0.00784264j 0.0265205-0.0272937j -0.025201-0.0188918j -0.00343127-0.0161623j -0.0176174+0.053464j 0.0169707-0.012881j 0.00288767-0.0440699j -0.0351005-0.0413778j 0.0355292-0.105103j 0.0366973-0.000930685j 0.00529859+0.0448988j -0.00161952-0.0310207j 0.0172363-0.0382732j 0.0122595-0.00981355j 0.0203125-0.0148432j -0.0237672-0.0155226j -0.026085+0.0228199j 0.0205396+0.0370203j 0.019783-0.016419j 0.014652+0.0356816j 0.0184299-0.0076282j -0.00189082+0.0259591j -0.0252623-0.0076638j -0.0138591-0.00225902j -0.0105413+0.00860691j -0.00250651-0.00673458j 0.00740398+0.0217449j 0.00442153+0.0182576j 0.00290513-0.0059686j 0.00690099+0.0169306j 0.0202217-0.000573907j 0.0133017-0.00518527j -0.00827828+0.013484j 0.0204171+0.0124657j -0.0069768+0.0359408j 0.00460937+0.0176967j -0.0132367+0.00699814j -0.0188154+0.0274465j 0.0277709-0.00364572j 0.015367-0.0226783j -0.00873321-0.0264231j 0.00539854+0.00331525j 0.0170733+0.00485804j -0.0055258-0.02944j 0.0253285-0.00621629j 0.00886147-0.014485j 0.0124794-0.00879737j -0.0219626-0.0287004j 0.00750012-0.0228003j 0.00933778-0.00756705j 0.00134366+0.0067167j -0.0101856+0.00233357j 0.014627-0.0256037j 0.0110168-0.00616878j 0.00144815-0.00614968j 0.0464163-0.00243485j -0.0119968-0.015834j -0.0231637+0.00403664j 
0.00683095+0.00827465j 0.00487437+0.00750888j 0.00899209+0.00377944j 0.017196+0.0148576j -0.0170174-0.010365j -0.00105776-0.0173712j 0.0207999+0.0173154j -0.011992+0.017671j -0.0497964+0.0228155j -0.0895906-0.0593729j 0.0351723+0.0345005j 0.0327804-0.00897721j -0.147678+0.0817644j 0.0585591-0.0665559j 0.0209241-0.117398j 0.0108405-0.0119209j 0.036166-0.0589586j -0.0120573+0.0535467j -0.0538496+0.041309j 0.00970628-0.0744259j 0.0934253-0.0471688j 0.00338864-0.0138194j -0.0534348+0.0758817j -0.0789-0.0269907j -0.0173747-0.00679066j 0.0171376-0.000646675j 0.0302676-0.0481144j 0.0542776-0.135909j 0.0231426-0.0191847j -0.06362-0.0122014j 0.00744192-0.0262173j 0.019237-0.00933143j 0.0024817+0.00754566j -0.0130007+0.0175062j -0.0110335+0.0108805j -0.0103962+0.0465652j 0.00928167-0.0206246j 0.0449722-0.0252179j 0.0014185-0.0269925j 0.0174309-0.0278415j -0.0242628+0.0319262j 0.0262293+0.0639161j -0.00504332+0.0191763j -0.0180981-0.00120754j 0.00355931-0.0931531j 0.00150453+0.0127574j -0.0110972-0.0197398j 0.0468243+0.120676j 0.0148505+0.0964573j -0.0134314+0.0367311j -0.0553044-0.00358029j -0.00219425+0.0133693j 0.0323365-0.0273671j 0.0140898-0.0497718j 0.0107024-0.0222754j 0.0304183+0.116723j 0.0487079+0.0754861j 0.0169533+0.113725j 0.00590731+0.00329094j -0.00256192-0.063406j 0.0205432+0.0733458j 0.0115491-0.0218044j -0.00992557-0.00663094j -0.0102745+0.0158951j 0.0089264+0.0339915j 0.0181341+0.0415367j 0.00594901+0.0108176j -0.0257098-0.0240837j 0.0248991-0.000583562j 0.0134612+9.78301e-05j 0.00974644-0.0254605j 0.0141336+0.00774929j -0.00121112-0.0456798j -0.016918+0.0120379j -0.0188213-0.00507266j 0.0126666+0.0416018j -0.0172342-0.0419939j 0.000448898+0.00213208j -0.00294856-0.0253874j -0.00861025-0.021925j 0.00873583+0.00742941j 0.0279799-0.0188159j -0.00942418-0.024714j 0.00414015+0.00935761j 0.0175584+0.0438069j 0.0285885-0.00199577j -0.00929091-0.0426912j -0.0263239-0.037647j -0.022761-0.0455698j -0.00904143-0.00784357j -0.0273078-0.0326986j -0.00339537-0.0263933j 0.0129909+0.00219245j 0.00540577-0.00273253j -0.00209296+0.00553521j -0.0224847-0.0258431j -0.016893-0.00680372j 
-0.0136309+0.0025913j 0.00372971-0.0155429j 0.0377767+0.0166442j 0.0177013-0.0140967j 0.0155625-0.0125264j 0.00915368-0.02795j -0.0158851-0.0154397j 0.0181533+0.0149437j 0.0287414+0.000458403j 0.0273036+0.0646407j 0.0640888+0.0293311j -0.0227076-0.0257189j 0.106484+0.00919536j -0.00729413+0.0398389j -0.058119+0.142143j -0.117887-0.00500295j -0.00442388+0.197038j -0.00515284-0.00181306j -0.0691398+0.00210184j 0.0244386-0.0319703j 0.0673248+0.0565689j -0.0474138-0.0762227j 0.007686-0.111959j -0.0175992-0.0947681j 0.0618144-0.0325673j 0.0232826-0.00773607j -0.0510554-0.0573402j -0.00413689-0.0312218j -0.0637554-0.00382874j 0.0351403+0.0360328j -0.0504303-0.00464659j -0.0708001+0.0422259j -0.0972953+0.0321537j 0.0502336+0.0711113j 0.0852761+0.0118324j 0.00931633-0.0226496j 0.0200939-0.046198j 0.00526249+0.057524j -0.017831+0.0261757j -0.0242326+0.0478509j -0.0401186-0.0619944j 0.00896475-0.107573j -0.0346631+0.00394557j 0.0823207-0.0906552j 0.0023043+0.0150313j -0.0131707+0.0622157j -0.00905477-0.0320626j -0.0193907+0.0776925j -0.00791049+0.0501664j -0.0140699+0.0260353j -0.0561716-0.0286059j -0.00180695+0.0159683j 0.0116121+0.00258813j -0.00144714-0.0215401j -0.00107665+0.00685599j 0.0335379+0.0319776j -0.0221211+0.0239618j -0.0188635+0.0617308j 0.0186453+0.0248596j 0.00657625+0.00608007j 0.00847344+0.00628862j 0.00548429-0.0104247j 0.0102598-0.0434551j 0.00540905-0.0138113j 0.0285788+0.006426j 0.0167144+0.0245936j -0.0160433+0.0146745j 0.014203-0.00361432j -0.0525468+0.0407765j 0.00759217-0.0184094j -0.0152255-0.00919405j -0.00614523+0.01617j -0.0197983-0.0160852j 0.053819-0.00679299j -0.0206847+0.0242419j 0.00846046-0.00644169j -0.0251423-0.00770255j 0.00530752+0.0211319j -0.0233692+0.00969641j -0.0187756+0.000602974j 0.0128032-0.0312546j -0.0059341-0.00333691j 0.0153571-0.0443781j -0.0270193-0.0136506j -0.0254342+0.0270822j 0.0175165-0.0288576j 0.00617898-0.00157802j -0.00595606-0.00528554j 0.00304991-0.0274288j -0.0270348+0.0290796j -0.00198426-0.00452749j 0.000534089+0.00579268j 0.00373786+0.0103207j -0.0193602-0.00482329j -0.000539552-0.00849441j -0.00984508-0.0031495j 0.0094829-0.00843777j 
0.0121643+0.0175938j -0.0189601-0.00388185j -0.0555626-0.014182j -0.000833274+0.0356681j -0.00394571-0.0364453j 0.00495899-0.0325405j -0.0269619-0.0267548j 0.0305714-0.0148128j 0.0146876-0.0450685j -0.0261231-0.0183433j -0.0453451-0.0576007j -0.00956615-0.0306255j 0.0496941-0.162891j -0.0876696+0.0570371j -0.0981462+0.0704531j -0.0700064+0.0521603j -0.0331533+0.0235367j -0.0629647-0.0168158j 0.00431854-0.0735015j 0.0579713+0.0156911j -0.0189974-0.105907j 0.0620179-0.0764119j -0.0177592-0.0296933j 0.049504-0.0417316j -0.0223331-0.0645717j -0.00449707+0.0445376j 0.0709424-0.00264359j 0.0199841+0.029478j 0.0286704+0.0204197j -0.0304163-0.0749954j 0.00289402-0.032158j 0.0580037+0.0248164j -0.0551236+0.0260286j -0.0523925-0.0463616j -0.00719944+0.0537537j 0.0210194+0.0187843j -0.041088+0.0339293j -0.020623+0.0557005j 0.0207393-0.0160744j 0.0431841-0.0249704j 0.0307803+0.0512392j -0.0134662+0.0663585j 0.0145262-0.0488827j 0.0164994-0.0343679j -0.0153269-0.0263561j 0.0169295-0.0294318j -0.00513806+0.000428429j 0.000428063+0.0186094j 0.0279038-0.0288892j -0.0026901-0.0344501j -0.0429927+0.0171887j 0.000756717+0.00149513j 0.0076725-0.010515j -0.043352-0.0372608j -0.029706+0.0219538j 0.0171475+0.0553401j 0.0245466+0.0142448j -0.00242947+0.00652738j 0.00921066-0.00107003j -0.0254771-0.00644084j 0.0229934+0.0226612j -0.00674187+0.0189828j -0.0223304-0.00809078j 0.0170653+0.00750137j 0.0296899+0.00921292j 0.0138702+0.00763732j -0.0110071+0.0327888j -0.0286984-0.0150612j 0.0249753+0.00140852j -0.00434788+0.0445872j -0.00261071-0.0407085j -0.0113756+0.0106596j 0.000968703-0.0126708j -0.00916568+0.0158681j 0.0108865-0.0375768j 0.00595368+0.0170749j 0.0104038+0.00180354j 0.0204182+0.0542674j -0.0188438-0.0157988j -0.0248886+0.0304916j 0.00652342-0.038886j 0.00436474+0.0164094j 0.0283103-0.0472608j -0.00215602+0.0109654j 0.0340459+0.00511797j 0.00503203-0.0144605j 0.0250113-0.0236691j -0.0113831+0.0126638j -0.0114405-0.0159207j -0.00592229+0.010783j -0.0225526+0.00118613j 0.00729747+0.00609222j 0.0148394+0.0220305j 0.0129112-0.0176025j 0.00386646-0.00732831j 0.0122461-0.0103368j -0.00145191-0.0121529j 
-0.0054365-0.00120682j -0.00316344-0.000745628j -0.0191604-0.00430761j -0.0223197+0.00293318j 0.0402633+0.00116216j -0.0113845+0.000583199j -0.00337041-0.0497673j -0.00755928+0.0161926j 0.0331386-0.0158241j 0.0978749+0.013162j -0.0675613-0.0744631j -0.0481259-0.0342024j 0.0921702+0.0469319j -0.0726921-0.0416789j 0.0126773+0.0569851j 0.0362953-0.00503274j -0.0903532-0.0901166j 0.0125998-0.0110772j -0.0292025-0.0691325j -0.0335229-0.0908422j -0.0715675+0.0224225j 0.0716733+0.0288618j 0.0243271-0.0455822j 0.077961+0.0339476j -0.0543322+0.00654929j -0.0039561+0.0460827j -0.0792097+0.00102294j 0.0223589+0.0445663j -0.0371385-0.00905145j 0.0592261-0.0406789j 0.0602633-0.0372922j 0.00787557+0.0445461j -0.0409568-0.00676405j 0.011623-0.0776921j 0.0354632+0.00485167j 0.0579172-0.0313778j -0.0126375+0.000757426j -0.050111+0.0359705j 0.0527264+0.0846144j -0.0188056-0.00321615j 0.0537994+0.0306267j -0.00688884+0.0367905j 0.00756158-0.0325324j -0.0193805-0.0135824j -0.016277-0.0241815j 0.0516073-0.0107032j 0.0183661+0.00665758j -0.00722596-0.0188399j -0.00795176+0.0359952j 0.027405+0.0348363j 0.00159965-0.0959574j -0.0171133-0.00434889j -0.0367588+0.0269909j 0.00129192-0.0650505j 0.00280243-0.0620328j 0.00972842+0.073273j 0.0114079+0.107766j 0.0414196+0.0395527j 0.000517589+0.0178615j -0.0223758-0.0181267j 0.00601147+0.0582693j 0.0010472-0.0175789j -0.0170994-0.0264669j 0.0269777+0.0236421j 0.014944+0.0240787j -0.00694755+0.0372728j -0.0113872-0.0102248j -0.00313838-0.0282451j -0.00089125+0.0124432j 0.0111243-0.0104288j -0.0271493+0.00542527j -0.00397136-0.00478604j 0.0200932-0.00826423j -0.0179562+0.0136185j 0.00255338-0.00484877j -0.0102204-0.00188943j -0.00357476-0.0372602j -0.0125039+0.0251776j -0.00648346-0.0487139j 0.0310812+0.00316432j 0.00424749+0.0186672j -0.00505205+0.0214274j -0.0100743+0.00606116j 0.011664+0.0239224j 0.00978695+0.00424752j 0.0162434+0.000470266j 0.000811204-0.0409716j -0.0253252-0.00761295j -0.027864-0.0451674j 0.00962591-0.0236101j -0.00654304-0.00695953j 0.0150576+0.000761902j -0.00339983+0.0242058j -0.0188009-0.0146835j 0.0054109-0.00867934j -0.0169228-0.00947541j 0.00379293-0.0170586j 
-0.00144459-0.0118499j -0.00382496-0.00358256j 0.0160112-0.00209506j 0.00735876-0.0278031j -0.0275661+0.0458002j -0.0073651-0.0263717j 0.0064215+0.0107542j 0.00511462+0.0143068j 0.0281471-0.0252133j -0.0466755+0.1028j 0.116751-0.0845217j -0.0451105-0.00683087j -0.111666+0.0763889j 0.00226526-0.0032753j -0.105733+0.167766j -0.042751+0.141806j -0.0405494+0.0956339j 0.00755314-0.038467j 0.00237225-0.125498j -0.0777984-0.0784789j 0.0737751-0.0380992j -0.00714903+0.0408293j -0.0288388+0.0459732j -0.0325608+0.0574211j -0.0103749-0.0181285j 0.000759764+0.0109824j 0.0255371-0.0967614j -0.0756668+0.00771814j -0.0291153+0.028783j -0.0265853+0.0200696j -0.0154498+0.0278281j -0.053228-0.0636861j 0.0465059+0.00696543j 0.0150626-0.0417546j -0.00256616-0.0124231j 0.0070797-0.0370064j 0.0145289-0.0157171j 0.0213245-0.031246j -0.0451833+0.029511j -0.00674106-0.0310888j 0.00290027-0.0491331j 0.049805-0.0435267j 0.00624965+0.0186632j 0.0231585-0.0288503j -0.0529464+0.028428j -0.0130936+0.0286633j 0.0117025+0.0429066j -0.00357231-0.0543319j -0.00977305+0.00393058j 0.0328701-0.0430892j 0.0511305-0.0740201j -0.00595783-0.0439262j -0.0239354+0.0135235j -0.0178816-0.0346244j 0.0227608-0.0436486j 0.00811199+0.0163339j 0.0186517+0.0240708j 0.0328084+0.0106533j 0.00153302+0.00564793j -0.0272083+0.0197456j 0.010893-0.00885276j 0.021897-0.00585511j -0.00944103-0.00440548j 0.00123295-0.00124664j -0.00580525+0.00152589j 0.00651527-0.00375115j 0.00953585-0.00777993j 0.0177865-0.0124182j 0.0143789-0.0106451j 0.00734747-0.0175248j -0.0178239+0.0153353j 0.0351789-0.0154738j -0.031429+0.0203721j 0.0169363+0.00942263j -0.0169872-0.0501332j 0.00834326-0.0129661j -0.0105384+0.00433565j 0.00327976-0.0111555j -0.0203054+0.0135294j 0.0204756-0.00498314j 0.0106957+0.0184942j 0.00461215-0.00740975j -0.0582554+0.0321454j 0.0225657+0.0183975j 0.000839951-0.0103916j -0.0100131+0.0166449j 0.000670657-0.0219464j -0.00154078-0.00976776j 0.021424+0.00674079j 0.0412954-0.017699j -0.0202474+0.00125207j -0.0204973-0.0052124j -0.00831044-0.0105865j -0.00621384+0.000304688j -0.0227141+0.00691942j -0.00646371+0.00244419j 0.0179213+0.00979356j 
-0.000668824-0.0072702j -0.00846752-0.0104023j -0.0191906-0.0191296j 0.0123703-0.0112204j 0.0126845-0.00360897j -0.00937788-0.0167968j 0.0140447-0.0152233j 0.016639+0.0104828j -0.0475995+0.0494884j -0.0336382+0.0236076j -0.0111917-0.0840419j 0.0397435+0.0155169j -0.0154722+0.0927911j 0.017775-0.0566871j -0.0736508+0.0304342j 0.0205691-0.0256222j -0.0328759-0.0248042j -0.0111446+0.0641641j -0.013272+0.00752946j -0.0173398-0.016471j 0.0440977-0.047584j 0.0613469-0.0164569j -0.0446651-0.0350844j -0.0106607+0.0179579j 0.0723621-0.00999481j 0.0076411-0.0430269j 0.0646537-0.0754723j -0.0476393+7.826e-05j 0.00504882-0.0162053j 0.0609834+0.0174291j -0.013381-0.0020547j 0.0523159+0.0425105j -0.0449455-0.0114291j 0.0313103-0.039228j 0.0168745-0.0126621j 0.0277209+0.0747132j -0.0529438+0.0389854j 0.0369064-0.0434113j -0.0029847+0.0772208j -0.0232003+0.000311789j 0.0146782+0.0413677j -0.0114833+0.0774752j 0.0282234+0.0411913j 0.00561313-0.0306683j 0.0370146+0.0341854j -0.0251908+0.100162j 0.0158065+0.0683471j 0.00354954+0.0146705j -0.0296084-0.0194452j -0.0294211-0.0926155j -0.00489679-0.0385769j 0.00788939-0.0261004j -0.00559612+0.00190709j 0.0175169+0.0244264j 0.0357711+0.0464925j 0.021908+0.0137219j -0.00206128-0.0338372j 0.032464-0.0393182j -0.00515029-0.00854649j 0.00522824-0.0168551j 0.0107487-0.0235284j 0.000330542-0.033227j -0.00922628+0.022594j 0.0205721+0.00858935j -0.00201854-0.0291973j -0.0091329-0.0197721j -0.0242293-0.0109912j 0.0179844+0.0253717j -0.00159326-0.0138263j 0.0350272+0.000388323j -0.0130423+0.0151786j 0.0159618+0.000704308j 0.00691911+0.000223478j -0.0133325-0.0014045j 0.0117152+0.0549209j 0.0160965-0.00753099j -0.00759649-0.00641768j 0.00693619-0.00753826j 0.000743596-0.0236727j 0.0014456-0.00878675j 0.00968897-0.0395493j -0.00720861+0.0320094j 0.00446617-0.0236352j -0.00706106-0.0469633j 0.00565415+0.00533883j -0.00397142+0.0123643j -0.00079622-0.022603j 0.0201604-0.00778654j 0.0339476+0.00759671j 0.00598021+0.0141495j 0.000646199+0.0112538j 0.00560217+0.0212823j -0.00758621-0.00339272j -0.000264439-0.00768707j 0.0265099-0.0107716j 0.00350166+0.0134055j -0.00728662+0.0120864j 
0.0168948+0.00595719j -0.00529364-0.00764862j -0.0288215-0.0228796j -0.00403454+0.0186986j -0.0204867+0.00135546j -0.0539804-0.047099j -0.0144481-0.0157827j 0.0158767+0.0169769j 0.0322002-0.00519098j -0.0170775-0.0150268j -0.052908-0.0159017j 0.0292765+0.0495432j -0.0318083+0.03397j 0.0147719-0.117729j -0.0507818-0.0147617j -0.00620956+0.0366595j 0.0948965+0.0398697j 0.0923229-0.0494467j 0.0577896+0.0741133j -0.0640976+0.0573488j 0.0298281+0.0475976j -0.037679+0.0218404j -0.108623+0.0343873j -0.108836+0.0230184j -0.0378389-0.0456187j -0.0846927-0.0930025j -0.081448+0.0285961j -0.0985489+0.00862554j 0.00702422+0.00284899j 0.0196817+0.0390267j 0.0373722-0.0124145j 0.0671364+0.027754j -0.0126842-0.000701424j -0.0370727-0.00147715j 0.00163795+0.00777225j -0.0321704+0.0749903j -0.040631-0.00908135j 0.0436958-0.0174244j 0.0551377+0.0217837j 0.062129+0.0522811j 0.0845803-0.0424778j 0.095941+0.00183703j 0.047328-0.0275191j -0.0152403-0.0204061j -0.0505403-0.00526296j 0.0259227-0.0210766j -0.00386516-0.0639729j 0.0226582-0.00210652j 0.0768362+0.000788493j 0.0753483+0.00963932j -0.0444615-0.0100676j 0.00236571-0.00344502j -0.0198178-0.0155273j -0.0489651+0.0536973j -0.039421+0.0365615j 0.0473159+0.0153797j 0.0250208-0.00747362j -0.00817238+0.0354369j 0.0153225+0.0210138j -0.0054642+0.0148016j -0.000124189+0.0227701j -0.0345751-0.00622702j 0.00305137-0.0280264j 0.0312844-0.0160448j -0.0147055+0.0230628j 0.00212769+0.00157029j 0.00758464-0.0270993j 0.0304358-0.0491862j -0.0382158+0.00779733j 0.0173791+0.00507854j 0.0054703-0.00619114j 0.0113506+0.0095937j 0.0572911+0.0174389j 0.00887496-0.0143834j 0.00528564-0.0472254j -0.0529357+0.00801156j -0.0301856-0.0078615j 0.012487+0.0369032j -0.0373456-0.0191232j -0.0301431+0.0208239j 0.0135574-0.0539602j 0.00296252+0.00548077j 0.0228068-0.0134558j 0.042932+0.0231599j -0.00896982+0.00646726j 0.00644169+0.00576988j 0.00546454-0.00416831j 0.0288141+0.0132536j -0.026359-0.00933189j 0.0294942+0.00252565j 0.0107992-0.00570119j 0.0263023+0.0189266j 0.00566548+0.022796j -0.00700664-0.00146005j 0.00561731+0.00121022j 0.0013891-0.00132121j -0.00643354-0.0113404j 
