0.002708-0.00461196j 0.00139395-0.00230737j 0.00263248-0.00649391j 0.000887035-0.00283519j 0.00185115-0.0043361j -0.00118298-0.00637254j 0.00185092-0.00346977j -0.00199886+0.00456797j -5.57962e-05+0.0036552j 0.00259063+5.96539e-05j 0.000169188-0.00663331j -0.00279883+0.00249376j 0.00135748-0.000137077j 0.00267488-0.00386378j 0.000137708-0.00206306j 0.000252657+0.00137606j -3.14331e-06+0.0019726j -0.00107042-0.000143366j -0.000364349+0.00286173j -0.00188585-0.00117402j 0.000454219+0.00306156j 0.00287731-0.00335386j -0.000853317-0.00243064j 0.00103818-0.000237556j -2.00235e-05-0.00252136j 0.00182663+0.000283585j -0.000587356-0.00262589j 0.000699884-0.00602932j 0.000681131+0.000339875j 0.000828075-0.00451353j 0.00168845-0.00121303j -0.00107836-0.000191304j 0.00114987-0.00287259j -0.00258728+0.000701381j -0.00073135-0.00308372j -0.000169672-0.000431382j 0.000334357-0.000410287j 0.00376224-0.00206661j 0.000987226-0.0016347j 0.000312134+0.00132271j -0.00088999-0.000855314j 0.00223657-0.00142284j -0.000671787+0.00621266j -0.00331997-0.000375742j 0.00615238-0.011359j 0.00604352-0.00193284j -0.000350688-0.00651411j 0.00584269-0.00545616j 0.00848024+0.000161412j 0.00489512+0.0209613j -0.00405721+0.0211409j -0.00728354-0.0231117j -0.0178944+0.00411057j 0.0841112-0.0108782j -0.129968-0.0574643j -0.185321+0.0698247j 
-0.00504919-0.00582368j -0.00495602+0.00474889j -0.00639816-0.0112682j 0.01-0.00719506j 0.00265683+0.00998378j -0.0123148-0.00240756j 0.0171423+0.0131763j 0.0113732+0.0160026j 0.00835537+0.0207338j -0.00826076-0.0155697j -0.00153871-0.0225593j -0.00107252+0.00834726j -0.00805822-0.00795444j -0.00492518+0.0345028j 0.00504123+0.0074408j -0.00777038+0.0262855j 0.00527877+0.0126545j 0.0135529+0.0124386j 0.0128327-0.0171461j -0.0171182-0.0186788j -0.00291865-0.0272803j 0.0172129+0.00533794j -0.00990708+0.00262702j 0.000117772+0.0402999j 0.00979408+0.00897674j 0.00442834-0.0480923j -0.0152185+0.0158074j -0.00655432-0.0198778j 0.0279364-0.0594623j -0.0105951+0.000602493j -0.00928999-0.0100413j 0.0142109-0.0270037j 0.00910044+0.0272394j 0.00837867-0.000596163j 0.0307942-0.0214686j -0.00413588-0.0193388j 0.00107541+0.00150062j -0.00140083+0.0183356j -0.00485946+0.00346195j -0.0109919-0.0132489j 0.0186137+0.0211046j 0.0432001+0.0081615j -0.000379037-0.0354735j 0.00773612+0.0157396j 0.00821035-0.0232108j -0.00159573+0.0323695j 0.0322866+0.0628318j -0.0060952-0.0216175j 0.0113996+0.0102675j 0.00392036-0.00112631j 0.0010075-0.0308642j -0.0205074-0.000981045j 0.00732729+0.00391319j -0.00925329-0.00321931j 0.000255408-0.000111628j 0.00388876-0.00406436j 
0.00826709+0.00694119j 0.00371029-0.00754288j 0.00618304+0.00852819j -0.0122557+0.00376968j 0.00594025-0.00586842j 0.000485768+0.00984313j -0.00125279+0.00645694j -0.00881766+0.00862394j -0.00318483-0.00243322j 0.0125372+0.00887101j 0.0151638+0.00509257j -0.013497+0.02283j -0.00358301+0.0106277j -0.0109715+0.00314565j 0.0106267-0.0228273j -0.00480411+0.0275999j -0.00736726+0.0142247j 0.00169386-0.0113906j 0.0086826-0.00180424j -0.0102022-0.031568j 0.007679-0.0281288j 0.0165586+0.0256075j 0.00269899+0.0068488j -0.00410134+0.0258932j -0.000815854+0.0206305j 0.00978554-0.0435108j -0.019939+0.00792773j -0.000116772+0.0290168j -0.0145305-0.00905553j 0.0049087-0.0380862j 0.02651-0.020889j -0.0148848-0.00470233j 0.0100149+0.00878558j -0.0129302+0.0146518j 0.00645846-0.0172011j 0.0176486-0.00136466j -0.022432-0.0062477j -0.00402138+0.00992384j 0.0124144-0.0227917j 0.0142277-0.0129097j 0.0428312-0.000436895j -0.00691428-0.00165122j -0.0152154-0.0322305j -0.0176218+0.0213528j 0.0487427+0.00557879j -0.00814032-0.0922869j 0.00793347-0.0292971j -0.00226502+0.00577264j -0.0239703-0.00750762j -0.00381585-0.00171543j 0.000656063+0.0316517j 0.0252131+0.00482632j -0.00552292-0.00382345j -0.00251657-0.00238224j -0.00247156+0.00658131j -0.00298526-0.00530853j 
-0.012194-0.00561151j -0.000557434+0.00908714j 0.00187126-0.00124173j 0.000556049-0.00279412j -0.00571401+0.0126813j -0.0137843-0.0100379j -0.00290129+0.0140482j 0.0011202+0.00171661j 0.00505731+0.00664683j 0.00656415-0.00230594j -0.00337373+0.0140365j 0.0134414-0.00940275j 0.00693635+0.0241062j 0.00806087-0.00573121j 0.000464554-0.0061202j -0.000260005+0.0401112j -0.00491951-0.0326742j 0.0169175-0.0119125j 0.0197367+0.00658303j -0.00266081+0.0271588j 0.00903-0.00302207j -0.00048561+0.0295254j -0.0114264+0.0348985j 0.0109491-0.0254834j 0.00882496-0.0263483j 0.000908903-0.0349857j -0.0137107-0.00127092j 0.000372647+0.00707097j -0.0150811-0.00914682j 0.00536176+0.00274274j -0.0130328+0.00813002j 0.00571757-0.0151544j -0.0241674+0.0200123j 0.0236939-0.0196794j 0.00490289+0.0226875j 0.000803718-0.00501799j -0.0019436-0.0264573j 0.0137977-0.0214721j -0.000262185+0.00630836j -0.029538-0.0388361j 0.0195926+0.00385397j 0.00166505-0.0208981j -0.0146-0.000191562j 0.0247606+0.00033621j -0.0230276-0.0253256j 0.000605748+0.0190598j 0.023268-0.00445079j 0.0145841+0.0160247j 0.0213495+0.0154853j 0.0121178+0.00439884j -0.00504124-0.0104269j -0.0135246-0.00112508j 0.00635557-0.00352594j 0.00659595+0.000984691j -0.00449022-0.0103122j 0.000647491+0.000295492j 
-0.00558105+0.00431549j 0.00466451+0.00724469j 0.00153925+0.0160271j -0.013693+0.00307397j -0.00288302+0.00682663j -0.00310201+0.00287539j -0.0163562-0.00694487j -0.000158006-0.0166783j 0.0104991-0.00786302j 0.00724381-0.00937674j 0.00131492+0.0106976j 0.00398069-0.00567094j 0.00552135-0.0329008j 0.00654773-0.00471285j -0.0116685+0.00783015j 0.00335114+0.0221692j 0.00338726+0.0283257j 0.00195871-0.00173588j 0.0114474+0.0206806j 0.00257927+0.00681126j -0.000401733-0.036901j -0.00556958+0.030024j -0.00913807+0.00222934j -0.00976575-0.0155873j -0.00482776-0.0287766j 0.00205843-0.0313415j 0.00231665-0.011146j -0.0171261+0.00637353j -0.00860194+0.00203137j 0.000827141+0.00211918j 0.0222033-0.0261282j -0.0231823+0.00547526j 0.00246088-0.0559043j -0.000473708+0.0107732j 0.00772701-0.00312828j -0.00893952+0.0179263j 0.0190936-0.00217265j -0.00257619+0.0119899j -0.0183839+0.0155353j 0.0466612+0.0249282j -0.0190696+0.0149083j 0.0104191+0.00654393j -0.0167271-0.0182607j -0.00464549-0.00437846j 0.00647131+0.0172779j 0.0137032-0.0354448j 0.024637+0.0583291j 0.0168778+0.00770815j 0.00158764+0.0247872j 0.0209797+0.00398067j -0.0097967-0.0131247j -0.00325422+0.000146873j -0.00254939-0.00314939j 0.00101676+0.00786077j -0.00686865-0.00870897j 0.00522322-0.00656736j 
-0.00103855+0.00537953j 0.00345938+0.000383003j 0.00478222+0.019111j -0.0169366+0.00522801j 0.00372496-0.00143581j -0.0015633+0.0127321j -0.0131945-0.00176227j -0.00510742+0.000847131j -0.00197043+0.00946087j -0.000599505-0.00324913j -0.00128935-0.0140335j 0.00296744+0.00694792j 0.00793218+0.0111835j -0.00644561+0.0230585j 0.00631776-0.00637342j -0.000533095-0.00241158j -0.00440466-0.0228292j -0.00193755+0.0191618j 0.00745801-0.0336808j -0.0131674+0.0135832j -0.00209763+0.0172414j 0.0116499-0.0152692j 0.000768235-0.00111739j -0.0083393+0.00620156j -0.00334575+0.0132832j 0.00728898+0.000827227j 0.00290069-0.0118833j -0.0170629-0.0226365j 0.00573027-0.0148909j -0.0226845+0.0173338j -0.0133563+0.0378229j 0.0048237-0.00423899j 0.0201742+8.82543e-05j -0.000812492+0.0187895j -0.000566337+0.0375031j 0.00653604-0.016799j -0.00194119-0.0360469j 0.0160047-0.0408874j 0.00691039+0.000848718j -0.0277467-0.0108583j -0.00728821-0.0327397j 0.0281937+0.00833894j 0.00688442+0.0049556j 0.00639752-0.0161195j 0.00375585+0.0107147j 0.0217391-0.0886255j 0.015198+0.0338816j 0.0196493-0.00505985j 0.00244171+0.0131559j 0.00449387+0.00357056j -0.00487236+0.022306j 0.0114821-0.0079921j -0.00916287-0.00308734j 0.00407682+0.0120562j -0.00774896-0.00305384j 0.00282552-0.00477782j 
-0.0142391-0.000245879j -0.00085939+0.0128797j -0.0107345-0.00935689j -0.000763204-0.00858315j 0.00857605-0.00587628j 0.0103422-0.00898245j -0.0022808+0.012589j -0.0090813+0.00946149j -0.0108863-0.00302957j -0.00422645+0.0120558j -0.00215679+0.00310607j 0.000863449+0.0134068j 0.000218352+0.0241218j 0.00244209-0.0147922j 0.00784442+0.00571802j -0.00609217+0.0089033j -0.00827909+0.016635j 0.000116202-0.00365396j 0.00812132-0.00230099j 0.0076743-0.0189619j -0.00587299+0.0123468j 0.0097185-0.0124326j 0.00217068-0.000489658j 0.00214949+0.00680589j 0.00372328+0.00350645j 0.00394117+0.00645418j -0.00344642+0.00839005j 0.0115936+0.00745691j -0.00425703-0.0152845j 0.0134842+0.0253266j -0.0102022+0.0262498j -0.00166479-0.00985667j 0.009189+0.000391975j -0.00163268-0.00238367j -0.0143631-0.0176608j 0.0144683-0.0127747j -0.0106259-0.019582j 0.00250133+0.0158813j 0.0381202+0.0215683j -0.0204973-0.0212476j 0.0245954+0.0238637j -0.000949651-0.00757582j 0.0263353+0.0396846j -0.00477458-0.0268983j -0.000921068+0.0913845j -0.00239587+0.0124824j -0.0117872-0.040234j -0.0247576-0.0201342j 0.00100707-0.0244249j 0.0016707-0.0237188j -0.00980961+0.00216675j 0.00495501+0.00109322j -0.00737339+0.0157546j 0.0152224-0.0109402j -0.00510535-0.00424963j 0.00467694-0.00455345j 
-0.0147395-0.00518906j -0.00377744+0.010368j 0.0112639-0.0089036j -0.0021358+0.00553967j 0.00694184+0.0147386j -0.00175855-0.0205893j -0.00498238+0.00255801j 0.00308999-0.023729j 0.00955187-0.0149622j 0.0152476-0.0225033j 0.0226275+0.00720189j 0.0152362-0.00046445j 0.00687017+0.0137411j 0.0049411-3.33031e-05j -0.000168539+0.0150993j -0.0127291-0.0218528j 0.00450121-0.00358831j 0.0102788-0.0155791j 0.0156078-0.0276182j -0.00568597+0.0338844j 0.019262+0.0287693j -0.000662183-0.0102121j -0.0108824+0.0251978j 0.000419726+0.000503312j 0.011948+0.00110785j -0.0293532+0.0285897j -0.0157324+0.0239638j 0.0160003+0.00660226j 0.0147284+0.00412372j 0.0348143-0.00625063j -0.00222723-0.0222968j 0.0167221-0.0445621j -0.00800144-0.0051633j -0.0199319-0.0290384j 0.0146808-0.0156238j 0.0219121+0.0169342j -0.0127027+0.00639278j -0.0375493+0.00256478j 0.0110297+0.0210461j 0.00373253+0.00500031j -0.0133685+0.0196348j 0.000837074-0.0114259j -0.0165236-0.0551779j -0.0164542-0.00811138j 0.016838+0.015528j 0.00695255-0.0318201j 0.00838551+0.0099521j 0.00436498+0.0120412j -0.00113163-0.00565657j 0.0057113+0.00124475j -0.0101667-0.00582537j 0.00482692+0.0121139j 0.00010862-0.00508388j 0.00668864-0.0064162j -0.00766578-0.00163849j 0.000124486-0.00365617j 
-0.00625387-0.0141663j -0.0139409+0.00214199j 0.00258651-0.0112271j 0.00566903+0.00649262j 0.0133191-0.0045863j -0.00110541-0.00857134j 0.0179934-0.0127046j 0.00637152-0.00302457j -0.0189014+0.00954445j -0.00763041+0.0307405j -0.0172537-0.0104381j -0.00901929+0.00209878j -0.0196049-0.0254772j -0.0184387+0.00522381j 0.00838205-0.0173737j -0.0050933+0.0537148j 0.00631205-0.0137905j 0.00646034-0.0177711j 0.0112301+0.00703878j 0.0134268-0.0286328j 0.0179025-0.0425045j 0.00707959+0.0358801j -0.0100678-0.00465736j 0.0310041-0.0235845j -0.0156404-0.000806861j -0.0219805-0.00718835j -0.0251566+0.0192672j 0.0181659-0.00756053j 0.0118401-0.00285169j 0.0313187-0.0144037j -0.0109346+0.0114238j -0.00865148-0.0222181j -0.00886785+0.0174313j -0.0164538-0.019309j 0.00833337-0.00992798j 0.0207829+0.018581j 0.0235379+0.0112377j -0.0298897-0.00772091j 0.00318914-0.000922569j -0.013651+0.0313945j -0.0117492-0.0337654j -0.0129965+0.020364j 0.0113794+0.00256778j -0.0178024-0.045174j -0.00693606+0.0158244j 0.019617-0.00575884j -0.0334865-0.0169942j -0.0114136+0.00560926j -0.0049882-0.00442133j -0.00758091+0.00492826j -0.00681311+0.000694572j 0.000987172-0.00494542j 0.000545584+0.00916464j 0.000576054+0.00276293j 0.000165728+0.000128045j 0.00336621-0.000243621j 
0.00661222-0.0136472j -0.0136986-0.00808325j 0.0124415+0.00576869j -0.00789788+0.0105975j 0.0101662-0.00161927j -0.00702033+0.0029022j 0.00666991-0.00741412j -0.00248431-0.00647646j 0.00591169-0.000480821j 0.00197639-0.0173017j 0.0208866-0.00567925j 0.0013088-0.00552914j 0.00157471+0.00645513j -0.0030516+0.01759j -0.00166336-0.011649j -0.00475032-0.0213451j 0.00445891-0.0382265j 0.00357432-0.00327315j -0.00339614-0.00285833j 0.0018467+0.021412j 0.00147163+0.0110507j -0.00921945-0.00238077j -0.00601626+0.0174684j -0.00529686+0.0202495j -5.34454e-05+0.0103602j -0.00733179+0.00611268j 0.000369963+0.00394706j -0.00769999+0.0055777j 0.0201781+0.0149364j 0.00662274-0.0283536j -0.0198807-0.0173412j -0.00687856-0.0263682j -0.00377077+0.005711j -0.0106191+0.0303932j 0.0044642-0.0314171j 0.00857932+0.0425993j 0.00338901+0.0291476j -0.0264296+0.0171247j 0.0112973-0.020134j -0.00260641+0.000988548j -0.0320336-0.0491172j -0.00563104-0.0227239j -0.0258886+0.0671354j 0.0154437-0.0109105j -0.00257912-0.0520689j -0.00461562+0.0112781j 0.0240819+0.0111871j 0.0215896+0.0203367j -0.0130722+0.0293572j 0.0139908+0.0117936j 0.0051865+0.0076655j 0.0154309-0.00901371j -0.012908-0.0130139j -0.0064097+0.0131399j 0.00316728-0.00271801j -0.000789097+0.00605538j 
0.00212539+0.012717j 0.0141057+0.00071773j 0.000909207-0.010039j 0.0134102+0.00590841j -0.00888064+0.00132362j -0.00302459-0.000442171j 0.00801693+0.00210434j 0.00174228+0.00904777j -0.0100653+0.0033704j 0.0116693-0.00426487j -0.0135291-0.000243767j 0.00501602-0.0259368j 0.00542656+0.0391617j 0.00130872-0.00353754j -0.0150424+0.00239264j -0.00867845-0.0151226j 0.00136316-0.0676416j -0.0155308-0.0152788j 0.012719+0.00166316j -0.00858083+0.0287373j 0.00624393+0.0201099j 0.00351521+0.0133413j -0.0101316+0.0336556j 0.0112578-0.03585j 0.00234877+0.0230163j 0.013428-0.0159516j -0.00378594-0.0066643j 0.0111992-0.00356035j 0.0190734-0.0239852j 0.0114136-0.0167899j 0.0379068-0.0515126j 0.00500176+0.0141962j 0.0120668-0.0130697j -0.0103214+0.029194j -0.0182835-0.0212525j 0.033517-0.0534826j -0.015338+0.00341605j -0.00316987+0.0243207j -0.00314388+0.0101764j 0.0293767-0.000956483j 0.00738597+0.00645623j 0.0233365-0.0133244j 0.0173919-0.00981232j -0.0450597+0.00491748j 0.0228827+0.0260364j -0.00704817-0.0177769j -0.0156958-0.0108261j -0.0148911-0.0143676j 0.0127179-0.0132277j -0.0244494-0.0107636j 0.00549304+0.0033479j -0.0163364-0.00341713j 0.0208695+0.0150105j 0.000104204-0.00795447j 0.000515329+0.00314009j -0.00418722-0.00581574j 
-0.00764387-0.00547809j -0.00364311+0.00256937j -0.000563404-0.00220812j 0.0046446+0.00174816j -0.00078385+0.000218317j -0.0191909-0.00310202j 0.00119732+0.0177331j -0.00828396+0.00351743j -0.0120187+0.0143365j -0.0119692+0.0117613j -0.00392438-0.012793j 0.0119946+0.0457072j 0.00151257+0.0150512j -0.0131858+0.00649378j 0.0211641+0.0112641j -0.0150857+0.0456841j -0.015955-0.00266693j 0.00633993+0.0114017j 0.0150644-0.0750144j -0.00279156+0.0161255j 0.00609047+0.0128745j 0.00497489+0.00768468j -4.30701e-05-0.0304716j 0.00767643-0.0326696j 0.00891778+0.00273884j -0.00620039+0.0286481j -0.0350112+0.037658j -0.0112198+0.00680061j -0.0138668-0.0056266j -0.0111342+0.0134211j -0.000352194-0.0234653j -0.0112025+0.0145729j -0.0150852+0.0057857j 0.0200936-0.00944113j -0.00755154-0.00534579j -0.0299363+0.0165124j 0.0149538-0.0189611j 0.013964+0.00212979j -0.0254165+0.015732j 0.0305597+0.0254106j 0.0259538+0.0074349j -0.0051028-0.0638648j -0.00077351+0.00415236j 0.00218665+0.00982497j 0.00318747-0.0207968j 0.0102762+0.00622249j -0.01049-0.0155294j -0.00734684+0.00536255j -0.000607405-0.00189586j 0.0038543+0.0109292j -0.00435843-0.00409578j -0.00875432+0.00113294j 0.00422683+0.00220425j 0.00796685+0.00211913j -0.00226866-0.0047659j 0.00140162+0.00388147j 
0.00840502+0.00399882j 0.00557125-0.00755864j 0.0138621-0.0124093j 0.017865+0.00933098j -0.0115916-0.000689696j -0.00526556-0.0180243j -0.00283256+0.00481138j 0.0033612-0.0195994j 0.0131627-0.0197499j 0.0104342+0.00267286j 0.00815936+0.0208106j -0.0061554+0.0204339j -0.00536093-0.00142719j 0.0157661-0.0241757j -0.00213323+0.00723956j 0.0005626+0.00623437j -0.00837415+0.0551157j 0.00318524-0.0120683j 0.00753266-0.00499616j -0.0119034+0.0141284j 0.0119431-0.013448j 0.00133744-0.000978356j 0.00235693-0.00541278j -0.00374227+0.00135317j 0.0158416-0.0189987j -0.016575+0.020696j 0.0137051+0.029109j 0.00682771-0.0186591j -0.0195864-0.0104267j -0.00264891-0.00498783j -0.0105452+0.0165655j 0.00927229-0.0110833j 0.023865-0.00809753j 0.0253236+0.0113175j 0.00592061+0.0333457j -0.00908738-0.0605493j 0.00511336+0.0112678j 0.026462+0.0166245j 0.0148752-0.0264604j -0.0167616-0.00334673j -0.0139629-0.0562821j 0.00413978+0.0185504j 0.00264162-0.00827231j 0.0066216+0.0429551j 0.00886809-0.0153627j -0.0162797-0.00688383j -0.00242437+0.0319705j 0.00577888+0.0111991j 0.0126979-0.0113105j -0.0229782+0.00524303j 0.00908394+0.0116606j -0.00563942+0.00677752j 0.0132599-0.00887403j -0.0070516+0.000622174j 0.00268826+0.0072578j -0.00789783-0.00133873j 
-0.00542525-0.00453259j -0.00284944+0.00619946j -0.00349345+0.000738195j 0.00012883+0.000287363j 0.00651463-0.00330387j -0.00631113+0.001639j 0.00941833+0.00436662j -0.00314443+0.00390182j -0.00354178+0.0112171j 7.82871e-05-0.00481739j -0.000336167-0.011125j 0.00458357+0.0187108j -0.000713925+0.0163438j -0.00148416+0.0156322j 0.00104566+0.00912874j -0.00603006+0.00091816j -0.00148458-0.021102j -0.00617172+0.00420923j 0.00600325+0.00170752j -0.00808467-0.0022312j -0.00547985+0.0239247j -0.0187909+0.00880865j 0.00495342+0.0137839j -0.00198723-0.0267753j -0.00164008+0.0021645j -0.010442+0.00156051j -0.00441476+0.00774414j -0.0114536+0.01584j -0.0171307-0.0143628j -0.0162788-0.0100928j 0.0245141+0.0378979j -0.00934586-0.0371646j 0.00193777+0.00446915j -0.0127066-0.0149145j -0.0415579+0.0347611j -0.00390946+0.00927766j -0.0033288+0.060054j 0.023572+0.0181597j -0.01167-0.0237105j 0.0234497+0.0271861j 0.00560987-0.0070449j 0.0192081+0.060274j -0.0132196-0.0404206j -0.021174-0.0604241j 0.0159217+0.0477291j 0.00401757-0.00481562j 0.00303749-0.0023356j -0.00232341+0.0182811j -0.00233961+0.00856351j 0.00186606-0.00565442j -0.0022737-0.00738704j -0.00179683-0.000356434j 0.000415972+0.00450375j 0.00170675+0.00574644j -0.000774167-0.00509508j 0.00278792-0.00417712j 
-0.00298061+0.00275502j 0.0041245+0.00170583j -0.00565542+0.00289916j -0.0021234-0.00763803j -0.00603984+0.0186984j -0.0102006+0.0054279j -0.0040095-0.00912524j 0.0132474-0.00745475j 0.00918027+0.0179934j -0.00265329-0.0123567j -0.00506514-0.00661207j 0.00641787+0.0142825j -0.0148701-0.0123029j -0.00726925+0.0202385j -0.0035551-0.000476266j -0.00435212+0.0278567j 0.00608167+0.00108437j -0.00518501-0.00451947j 0.0161281-0.0244461j 0.00265056-0.00196268j 0.0116495+0.0185919j -0.0152697+0.0241776j -0.0108023+0.0215154j -0.00873468+0.0139127j -0.00858122+0.0187968j 0.00435446+0.0100335j -0.0152418-0.00194523j -0.00844871+0.0419251j -0.00445804+0.0292681j -0.00170339+0.00281345j -0.00681795-0.00925547j 0.0324639-0.0082004j 0.00769053-0.0225939j -0.00293404+0.0541494j -0.0237754+0.0332063j 0.00207083-0.0202397j -0.0375198+0.0537162j -0.00473854+0.0449482j 0.0138832-0.0274843j 0.0145833-0.066815j 0.0105239+0.0271578j -0.028037+0.0541035j 0.0250184+0.0111317j 0.00815849+0.0312119j -0.00373348+0.00504879j -0.00262633+0.0183171j 0.0016575-0.00574741j -0.0106472-0.00918797j 0.00235097-0.0188758j 0.00102283+0.0077385j -0.00760747+0.00591343j -0.00544917-0.00283745j 0.00600803+0.000485297j 0.00257976-0.0039275j 6.24722e-05-0.000884012j 7.75872e-05+0.00426569j 
-0.0130881-0.00181633j -0.00138401+0.00956559j -0.0108096+0.00681381j -0.00535376-0.0143143j -0.00594049+0.00709638j 0.00699166+0.000663333j -0.0118025+0.0134174j -0.00260758+0.00717996j -0.00201918+0.0127535j -0.00596062+0.000549054j -0.00511885+0.000470355j 0.0153159-0.00807707j 0.00966481+0.013869j 0.00348524-0.00707233j 0.00279377+0.00504036j 0.00498405-0.0101479j 0.00102048-0.00368557j 0.0094377+0.0118919j -0.00413129-0.0231197j -0.00973474+0.019179j 0.00161477+0.0242051j -0.00682936-0.0175348j 0.00316604-0.0271631j -0.00647758-0.00138539j 0.0153058-0.00195622j 0.0123367-0.0321406j -0.00667166+0.0100003j 0.0183577-0.0112835j 0.00194854+0.0150526j 0.0102824+0.00454886j 0.0111705-0.0360396j -0.0173434+0.0335927j -0.026081+0.0332231j 0.0271651-0.039037j 0.0408157-0.0233989j -0.00850341-0.00708602j 0.0520696+0.0299688j -0.0178888-0.00021202j -0.038108+0.00222909j -0.00500747-0.00931152j 0.0134122-0.0659496j 0.0114875+0.0563691j -0.000230398-0.0356026j 0.00132236-0.00870733j -0.00938266+0.0495102j 0.0403182+0.00342086j -0.00842422+0.00481169j -0.000345768+0.0214727j -0.000439131-0.016345j 0.0103455+0.00783817j -0.00300507+0.00224j 0.00100405+0.0108196j -0.00759807-0.00377368j 0.00752396+0.00830739j -0.00428625-0.00559658j 0.00626732+0.00197745j 
-3.39698e-05+0.00346606j 0.00536256-0.000867523j -0.00814773+0.00228773j 0.00608911-0.0142988j -0.0193206+0.0173069j -0.00637267+0.00727114j -0.00165807-0.00383383j 0.0166663+0.002708j 0.011142+0.0132198j -0.010101-0.00933748j -0.00918151-0.00573411j 0.0114419-0.008109j -0.000882754-0.0225433j -0.00880144+0.0158794j -0.00159519-0.000366947j 0.0098951+0.00868203j 0.0128337-0.00125681j 0.00481728+0.0125324j -0.00320083-0.0159055j -0.00325356+0.00453376j 6.751e-05+0.0079065j -0.00393796+0.0012174j -0.00485232-0.00288817j -0.0150847+0.0203253j 0.000434468-0.00921345j 0.00503191-0.0186119j -0.0236932-0.00875325j -0.0104602+0.00256199j -0.00501058-0.00885236j 0.0170733+0.0348785j 0.0113794+0.0220227j 0.00429597-0.0246921j -0.018836-0.0257709j 0.0124109+0.0205389j 0.0161839+0.0435105j 0.00289732-0.0374504j -0.0234278+0.0332904j -0.050025-0.0274754j -0.0112507-0.0549707j 0.0265229+0.0674707j 0.0206677-0.00701065j -0.0262542-0.0407481j 0.0080212-0.0124617j -0.00514305+0.0121006j -0.0231524-0.00960828j -0.00571445+0.0219347j -0.00785981-0.0187375j -0.0123869+0.00605762j 0.00696767-0.00663004j 0.00548433+0.0167389j -0.00116637-0.0134388j -0.0161724+0.00248778j 0.00926287-0.00182967j -0.000532559-0.00619082j 0.00237892+0.000688196j 0.000896983+0.00611672j 
0.00184718+0.00685458j 0.00814445-0.00216615j 0.0056149-0.00161323j 0.00996997-3.58481e-05j -0.0137811+0.0055743j -0.00108804+0.0011774j -0.000203903-0.0026308j 0.0138608+0.00320738j 0.0104651-0.00665112j -0.00842859-0.00439548j -0.00365638-0.000907551j -0.000990488-0.00467646j -0.00501606-0.0104241j 0.00470497+0.00420063j -0.000331802+0.00875462j 0.0170341-0.00736811j -0.00754251+0.0258738j 0.00258556+0.00628642j 0.00103657-0.00186417j -0.00652947+0.00686803j -0.00130716-0.0130599j 0.00151202-0.0118998j -0.000947638+0.00409045j -0.00770336+0.0130355j 0.0148492-0.0200609j 0.00935868-0.00334384j 0.000516688-0.0256605j 0.0172848+0.00344591j -0.0200463+0.0117647j 0.00305457+0.0192495j -0.00838244-0.0286474j -0.00496278-0.0140048j 0.0133929-0.0310614j 0.0141244-0.0169489j -0.0132669+0.0120758j 0.0418076+0.0319875j -0.0226811+0.0383107j 0.00192094-0.0712145j 0.0138685+0.0173402j -0.0152164-0.0402841j 0.0117801-0.0178723j -0.0264093-0.0119207j 0.0209399+0.0178257j -0.0271388-0.00738877j -0.0166805-0.0147565j -0.030507-0.00297394j -0.0128602-0.0222392j -0.00397247-0.00390483j 0.027471+0.00398523j -0.0148642-0.00850228j 0.00168866+0.0127822j -0.0137437-0.0063403j 0.0132817+0.00300815j -0.0019572-0.00366353j 0.0027032+0.00448476j -0.00253874+0.00102726j 
-0.000892954+0.000795427j 0.00129582+0.000298751j -0.00310482+0.0074807j -0.00286681-0.00258906j -0.00435873-0.00682525j -0.000423133+0.000826701j -0.0134134+0.0132153j -0.0156757+0.00472311j -0.00991321-0.0072539j 0.0016368+0.0251349j 0.00613698+0.0248372j 0.00229357+0.0363404j 1.45551e-06+0.0210797j -0.00531078-0.0466861j 0.00216768-0.0125908j 0.00330054+0.0390981j -0.00965654+0.0272992j -0.0100208-0.0261691j 0.00205766-0.00254092j -0.00382068-0.00461876j -0.00426911+0.0198565j -0.0135987+0.0425627j 0.0121328+0.00395719j -0.0267908-0.0161658j -0.0156771+0.0223752j 0.0175875+0.00857714j 0.00650504+0.00588484j -0.0105064+0.0212116j 0.00824952+0.0173072j -0.00312913+0.00610431j 0.0240813-0.0352604j 0.039147-0.0435973j 0.0326539-0.00532272j -0.0146666+0.0108433j 0.0213848+0.00432041j -0.0242587+0.0247589j -0.0141495+0.0313251j -0.0215241-0.000381918j -0.0171375-0.00231818j 0.00577406-0.00570254j -0.00796372-0.00868127j 0.0278465+0.00767404j 0.00288575-0.00637952j -0.00162735-0.0216825j 0.0114415+0.0162891j 0.0153605-0.0040965j 0.00293624+0.0017565j 0.00272385+0.00631009j -0.00201402+0.00104286j 0.000326328-7.29029e-05j 0.00362142-0.000195767j 0.000948047+0.00352543j -0.00248155-0.00228007j 0.00446204+0.00247162j -0.00202179-0.00169034j 0.000819388-0.00010793j 
