0.002708-0.00461196j 0.00139395-0.00230737j 0.00263248-0.00649391j 0.000887035-0.00283519j 0.00185115-0.0043361j -0.00118298-0.00637254j 0.00185092-0.00346977j -0.00199886+0.00456797j -5.57962e-05+0.0036552j 0.00259063+5.96539e-05j 0.000169188-0.00663331j -0.00279883+0.00249376j 0.00135748-0.000137077j 0.00267488-0.00386378j 0.000137708-0.00206306j 0.000252657+0.00137606j -3.14331e-06+0.0019726j -0.00107042-0.000143366j -0.000364349+0.00286173j -0.00188585-0.00117402j 0.000454219+0.00306156j 0.00287731-0.00335386j -0.000853317-0.00243064j 0.00103818-0.000237556j -2.00235e-05-0.00252136j 0.00182663+0.000283585j -0.000587356-0.00262589j 0.000699884-0.00602932j 0.000681131+0.000339875j 0.000828075-0.00451353j 0.00168845-0.00121303j -0.00107836-0.000191304j 0.00114987-0.00287259j -0.00258728+0.000701381j -0.00073135-0.00308372j -0.000169672-0.000431382j 0.000334357-0.000410287j 0.00376224-0.00206661j 0.000987226-0.0016347j 0.000312134+0.00132271j -0.00088999-0.000855314j 0.00223657-0.00142284j -0.000671787+0.00621266j -0.00331997-0.000375742j 0.00615238-0.011359j 0.00604352-0.00193284j -0.000350688-0.00651411j 0.00584269-0.00545616j 0.00848024+0.000161412j 0.00489512+0.0209613j -0.00405721+0.0211409j -0.00728354-0.0231117j -0.0178944+0.00411057j 0.0841112-0.0108782j -0.129968-0.0574643j -0.185321+0.0698247j 
-2.83949e-05-0.00195238j -0.00321149-0.00288658j 0.00264518+0.000630653j 0.000505066+0.00456768j 0.00136736-0.000524372j 0.0005413+0.00234918j 0.00351562-0.00069632j 0.000477383-0.00453113j -0.00134682-0.00168172j -0.0036065-0.000198122j -0.0040684+0.0106911j 0.00299338-0.00456046j 0.00144456-0.00523246j -0.00383991+0.00129166j 0.0033068-0.00276361j 0.00386654-0.00829176j 0.00660246+0.000618173j -0.00239823+0.00176051j -0.000757797+0.000838355j 0.00394003-0.00386857j 0.0072205-0.00553684j -0.00480026+0.000126697j -2.58553e-05+0.00445797j -0.00301616+0.000341817j -0.00672581+0.00649243j 0.00197433-0.00212645j -0.0076264-0.00161482j -0.00148126+0.0017482j -0.00647511+0.00955127j -0.00372806+5.67916e-05j -0.00380131+0.00302909j 0.00537963+0.00388583j 0.00223441+0.0138023j -0.00764042+0.00367049j 0.00162496+0.0152506j -0.00649448-0.00521208j 0.00460572-0.00271058j -0.0179193+0.00266177j 0.0030964+0.00862955j 0.0107291-0.00156109j 0.0299162-0.0201664j -0.0142324+0.0224178j 0.0227676+0.0060086j -0.00430074+0.0162047j 0.00983967+0.00718272j -0.00171264-0.0108919j -0.000442325+0.0385823j -0.0519315-0.0428005j 0.000276966+0.0700783j 0.00604642+0.00846635j -0.0220884+0.0299779j 0.00968387+0.0237891j 0.051141+0.136879j 0.0354251-0.0522607j 0.00479949+0.0360157j -0.0121958-0.00707172j 
-0.00297976-0.00602758j -0.00250909+0.00122499j 0.00866425-0.0029722j 0.00128495+0.000949515j 0.000439575-0.00440506j 0.0027187-0.00311019j 0.004921+0.00484808j -0.00380097+0.0087734j -0.00236584+0.0032438j 0.00129483+0.000879001j 0.00827987-0.00958207j -0.00637094+0.00274588j -0.000678805-0.00490635j -0.0026901-0.0053637j 0.00364885+0.0034512j -0.0055557+0.00367262j -0.00722955+0.00649895j -0.00102343+2.55129e-05j -0.000846077-0.00678032j -0.00586689+0.0121891j -0.0138386+0.0127647j 0.00539269-0.00186397j 0.000288897-0.00262293j -0.00074402-0.000730962j 0.0105565-0.0160618j 0.00124506-0.00200668j 0.00551378-0.00521848j 0.00367014-0.00544971j 0.00529832-0.00799576j 0.0139839+0.00571404j 0.0127108-0.0118349j 0.00118441-0.00159285j 0.000217003-0.0272575j 0.00803296-0.0168355j -0.00255953-0.00634913j -0.0068264-0.0140073j 0.0198712+0.00577807j 0.0149634-0.0121827j -0.0243099+0.000222332j -0.00767946+0.00235229j 0.00137518+0.0192215j 0.0260083-0.00428991j -0.0228545-0.00840337j 0.0238226+0.0218205j 0.0503943-0.00403927j 0.0302579+0.0307386j 0.037846-0.0557677j 0.0620294-0.0351685j -0.00775796-0.0148747j -0.0322827-0.0424573j -7.52508e-05-0.00762358j -0.0274723-0.0157783j 0.0399102+0.013583j -0.00834276-0.121561j 0.0161592-0.00278214j -0.00962442+0.0193457j 
-0.00224974+0.00197221j -0.00159302+0.0079238j -0.000559114+0.0052681j 0.000570199-0.00359479j -0.0031768+0.0117266j -0.0039965-0.00227205j 0.00379718+0.00602203j 0.0018987-0.00419593j 0.00731521-0.00292027j -0.00756485+0.0128691j 0.00843472+0.000965794j -0.000736624-0.0103076j -0.00569927-0.00242068j -0.00146267+0.00506878j -0.00460673-0.00160964j -0.00286501-0.00394579j 0.00166918-0.00201543j 0.00396267-0.00233822j -0.00215678-0.00788255j 0.000967716-0.00734937j 0.00110529+0.0059801j -0.0031544+0.0125114j -0.00120771+0.000251878j 0.00953796-0.0137563j 0.00341144-0.00762085j -0.017407+0.0101758j 0.006859+0.00258279j 8.9018e-05-0.00808641j 0.0136682-0.00727657j -0.013401+0.0162113j -0.00179575+0.00338777j 0.00640573+0.00446103j -0.00850696+0.013615j -0.00893007-0.00739946j 0.0368827+0.0066303j -0.0210954+0.0049654j -0.00449185+0.00942896j -0.0118892-0.0134318j -0.00273983+0.0015006j 0.0152044+0.0156567j -0.00522117-0.00316648j 0.0160015-0.0121766j -0.0462214+0.0218096j 0.0271214-0.00679939j -0.00860922+0.0571227j -0.0464544+0.0170295j 0.0726674-0.017862j -0.0307226+0.0290957j -0.00831965-0.0131641j 0.00695605-0.0235856j -0.0181509+0.0441895j 0.00878123-0.00901708j 0.00462917-0.0210123j -0.00722395+0.00414859j 0.0101369-0.0104191j 0.0149455-0.0371134j 
-0.00299316+0.00532298j -0.00032981-0.00267875j 0.00382017+0.00439235j -0.00340409+0.00463758j 0.000213745+0.00729946j -0.00644134+0.0166869j -0.00189141+0.0107697j -0.00458863+0.00103075j 0.00548227-0.00843618j -0.00850629+0.00358512j 0.00218361+0.0149717j -0.00195177+9.00965e-05j 0.00139501-0.00442322j 0.0024302-0.00429805j -0.00208043+0.00987635j 0.00898654-0.0133118j 0.00548033-0.0128422j 0.0035013+0.00341506j -0.000393704-0.0072935j 0.0119251+0.00400586j 0.00815223-0.00900644j -0.00743576+0.00992419j -0.0121256+0.00938965j 0.0054906-0.00923736j 0.00204765+0.0225638j -0.00463833-0.0114677j -0.000906626+0.00374629j 0.00714741+0.0107046j -0.000870487-0.00238527j 0.0170184-0.00947338j -0.0216997-0.0125075j 0.0162965-0.014347j -0.00189107+0.00278061j 0.0312995-0.01374j 0.00235271-0.0133745j 0.00198498-0.0146601j -0.0136986+0.0112195j -0.0157282+0.0230682j -0.033139+0.00733368j 0.0234315+0.00749156j -0.029222+0.018595j -0.0229219+0.0174147j 0.00802097-0.0431237j 0.0244328+0.0184646j -0.0715485+0.0320749j 0.00380915-0.0716097j -0.00308409-0.0407198j 0.0319596+0.00451316j 0.0171522-0.0328304j -0.0406385-0.00544369j -0.0115184+0.00568638j -0.0179968-0.0422682j 0.00191297+0.0104179j -0.00967748-0.0421424j -0.0102881+0.0372072j 0.00224752-0.00152629j 
-0.000683386+0.0027178j 0.00169804+0.00135441j -0.00182628-0.00847571j -0.000998009+0.000237221j -0.0032717-0.000678113j -0.000698704-0.00854694j -0.000415262+0.00193274j -0.00211861+0.0013858j 0.00191475-0.00339002j 0.0102358-0.00568595j 0.00517955-0.00202078j 0.00115084-0.00368227j 0.00709288-0.00926095j 0.00982653-0.00446833j -0.00175086-0.002472j -0.00219676-0.00746312j 0.00704904+0.00558142j 0.00351585-0.00263452j -0.000715615-0.000448175j -0.00161048+0.00852497j -0.00487978-0.000160046j -0.00776415-0.00661469j -0.00690191+0.0100365j 0.00486531+0.00310185j 0.0016047-0.0112099j -0.00712198+0.00226851j 0.00718591-0.0174394j 0.00311223-0.0108699j 0.000113717-0.000450912j 0.0322516-0.0133539j 0.00660456-0.00507824j 0.0164263+0.00348005j -0.000323946-0.00170708j 0.00663185-0.00242673j -0.00619099-0.00638369j -0.0193069-0.00211946j 0.0413737+0.0144603j 0.0166396+0.0109354j -0.0366406+0.0190704j 0.00418947-0.00922564j 0.00487915+0.0164755j -0.0234178+0.0100014j -0.0606007+0.00281244j 0.0382692+0.0125756j -0.0078306-0.00887623j 0.0717874-0.0159562j 0.0477352-0.0464908j -0.0240218-0.00372429j 0.0223152+0.0534769j -0.00346081+0.0147135j 0.0180713+0.0582796j 0.0685093+0.0102439j -0.0103067+0.000853898j 0.0122926+0.0241244j 0.00267854+0.00233595j 0.00250731+0.00916888j 
-0.0030573+0.0037037j 0.000546538+0.00418071j -0.0010214+0.0018364j -0.0076228-0.00548926j -0.00239783+0.0106852j 0.00327517-0.00323625j -0.00507831+0.00361616j 0.00587247-0.00158399j 0.00961654-0.000507302j 0.00487386+0.00404849j 0.00418418-0.00428372j 0.0014909-0.0026095j -0.00228319+0.00287148j -0.00238779+0.00674858j -0.00449493-0.00212156j -0.00493522+0.00606223j -0.0139788+0.0016209j 0.00468563-0.00314488j 2.84685e-05-0.0134206j 0.0019757+0.00566328j 0.00357854-0.000999874j 0.00908575+0.0109668j -0.013432-0.000143037j 0.000118958-0.00350052j 0.0126143-0.00653815j -0.0074424+0.00321696j 0.0127134+0.00709421j -0.0049773-0.0064048j -0.00195319-0.00374115j -0.00253311+0.00343844j -0.0173725-0.00771151j 0.0194198-0.00606297j 0.00332542-0.0125003j -0.00351603-0.00249552j 0.00683403-0.0158158j -0.00730913-0.0119418j 0.0034428-0.00877412j -0.0210103-0.0104246j 0.0191367-0.0306586j -0.0501139+0.0170534j -0.0528976-0.00242615j -0.053122+0.0136757j 0.00502917+0.00318432j 0.0244427-0.0239208j 0.0389854+0.0357115j -0.0783985+0.00879568j -0.0433846-0.0175737j 0.00583652-0.00373725j -0.0132407+0.0135551j 0.0271331+0.0539103j 0.0490986-0.00247646j -0.0132082-0.0343421j -0.00525571+0.0347545j 0.00848244-0.0140197j -0.00675466+0.00196278j 0.0148656+0.00496382j 
0.00140179+0.00294564j 0.00349075+0.000129505j 0.00650919+0.00303631j -0.000704435+0.000936064j -0.00729899+0.00345158j -0.00410933+0.00105857j -0.00563912-0.00147439j -0.00553971-0.00441997j 0.0037545-0.0057505j 0.00221589+0.00552555j -0.000582948+0.000186805j 0.00234669-0.00366832j 0.00886687-0.00347914j 0.00350266+0.00508567j -0.00157347+0.00138695j 0.000102295-0.00662107j 0.0146786-0.00473477j 0.00780811-0.00577608j 0.0105699+0.00291799j -0.00398857+0.00140115j 0.00621326-0.00558715j 0.00090255+0.00423122j -0.00798089+0.000610533j 0.00421556-0.000345j 0.00741141+0.00140605j -0.00219336+0.0108117j -0.0119589+0.00184923j 0.0138905+0.00224064j 0.0136133+0.00599525j 0.0099317-0.00208508j -2.63181e-05+0.00293222j 0.0232244-0.00613614j 0.0211222+0.00555991j 0.0327848-0.0178596j -0.0100498+0.00690869j 0.00212162-0.00824556j 0.00278342+0.00219595j 0.00389935+0.0173067j -0.0635282+0.0207067j 0.00786841+0.00480933j -0.0244871+0.0051541j 0.0211523-0.00833589j 0.0386779+0.013836j 0.0355405+0.0137332j -0.0388203+0.0144047j 0.00214757-0.0308171j -0.0115345-0.0104948j -0.0393841-0.000268032j 0.000452699+0.0372282j 0.0456871-0.00963017j -0.0195398-0.0502681j -0.00445824+0.00849088j 0.00574945-0.00257187j 0.0168121-0.00567692j -0.00703914-0.0260622j -0.00463485-0.00033951j 
-0.00154997-0.0044804j -0.000393415-0.00148399j 0.000199016-0.00281301j 0.000953648-0.000286508j 0.00501618-0.0068312j 0.00581933+0.00111964j 0.00261389-0.00892628j -0.00113581+0.0046679j -0.00746198+0.00646056j -0.000109379-0.00622025j 0.00143282-0.00219193j 0.00484661+0.00138805j 0.00527167-0.0063265j 0.00134776-0.00670352j 0.000971527-0.00424178j 0.00286815-0.00317617j 0.00452668-0.00204078j 0.002527+0.00376708j -0.0113847+0.0125758j -0.00197325-0.0052204j -0.0053178+0.0017328j -0.00224973-0.0119867j 0.00302849-0.00290736j 0.000844135+0.00181681j 0.00361765-0.0117377j 0.0014322+0.00337999j -0.00218317-0.012241j 0.0104782-0.0165007j -0.0112734+0.00472103j -0.0305044+0.00565657j -0.00982687+0.00660095j 0.00154656+0.0146902j 0.0111417+0.00871475j -0.0138741+0.00229661j 0.0309458+0.00975798j -0.0168688+0.0133554j 0.0249338+0.017564j 0.000718225-0.0103745j 0.00306478+0.019862j 0.0114918+0.011594j 0.0122406-0.00185618j 0.0218002-0.0193425j 0.00722834+0.0518233j -0.0117147+0.0383776j -0.00581252+0.0135797j -0.0119636-0.0108768j 0.0339255-0.0146169j -0.0472759+0.0364112j -0.0236482-0.0187539j -0.0218781+0.0196535j 0.023359+0.00906005j -0.014751-0.0692422j 0.000503868+0.00619697j -0.0024213-0.0302166j 0.00500926+0.00225046j -0.000976808+0.0296762j 
-0.00229451+0.00532882j 0.00167656+0.00829841j 0.00246312+0.0131986j -0.00472951+0.00432633j 0.00307636+0.00433829j 0.00529967+0.00179228j 0.00530293+0.00315458j 0.00254876-0.00572944j -0.00559234+0.00276604j 0.00311433-0.00329671j -0.00814111+0.00282431j 0.00184702-0.00290941j 0.000512594-0.00243257j -0.007555+0.012177j 0.00324577-0.000529466j 0.00352897+0.00457335j 0.0163158+0.00668701j 0.00289041-0.00309214j -0.00575582+0.00575979j 0.00742085-0.00111357j 0.0129025+0.00988961j -0.0102031-0.00147427j -0.00465521+0.0130297j -0.0170422+0.00502503j 0.00659947-0.0113104j -0.00247944-0.00339777j 0.00620197-0.0076102j -0.0175345+0.00961691j 0.00172472+0.00123763j 0.00450334-0.00664434j -0.0106861+0.00777031j -0.0136996+0.0154507j -0.000908652+0.00416273j -0.00844497+0.0212419j 0.00687612+0.00297049j 0.00647126+0.00093924j 0.0595887-0.0168183j -0.00503352+0.0207569j 0.00882891+0.00462608j -0.0279277-0.0173496j -0.0131328+0.0517248j 0.0152063+0.0172522j -0.015001+0.0124198j -0.0172889+0.0206178j -0.0231889-0.0195241j 0.0491638-0.0186624j -0.0414886-0.0113861j 0.00100799-0.0398212j 0.00090522-0.0229217j 0.00910771+0.0251168j 0.0218395+0.00794388j -0.00875161-0.0411631j 0.018733+0.00834425j 0.00374568-0.000317182j -0.000921502-0.0214103j 0.0226433-0.0375251j 
-6.42473e-05+0.00739206j 0.00260906+0.00177124j -0.00283275-0.00504474j 0.000883918+0.0110238j 0.00629059-0.00517278j 0.00624538-0.00606224j -0.00296991+0.000450247j -0.00253188-0.00469178j -0.00427052-0.0036624j 0.00339382-0.0103944j 0.00395979+0.00246935j 0.00281458-0.00697878j -0.00387035-0.00608569j 0.0135821-0.00356648j -0.0068816-0.0027892j -0.00292062-0.0022592j 0.00177481+0.00571319j -0.00338936+0.00309106j 0.000769849+0.00264223j 0.00345343+0.0017991j -0.00993951+0.00484053j -0.0131602-0.00452583j -0.00469672+0.00552949j -0.00397225+0.00447243j 0.00645796-0.0162881j -0.00372101+0.00603644j -0.00918986-0.00557672j -0.00128636-0.00505152j 0.0123416-0.00569497j -0.00826769-0.00349281j -0.0311527+0.00889781j -0.0255111+0.00732124j 0.0112026-0.00463675j -0.00476049+0.0224103j -0.0146071+0.0116537j -0.0576129+0.0302718j 0.0132814-0.0022008j -0.00618903-0.00889269j 0.0210178-0.0154016j -0.00764317-0.0065442j 0.035722+0.0257361j 0.00212376-0.000527857j 0.0282141+0.0127437j 0.0245003-0.0147342j 0.0553537-0.0276441j 0.0281568+0.0107622j -0.0490475-0.0226839j 0.0198325+0.0389727j -0.0176668+0.0242422j 0.0140073+0.002982j -0.00475326-0.00934406j 0.00117943-0.0298625j -0.000982285+0.0184168j -0.0161045-0.00808308j -0.0159663+0.0199766j 0.00770623-0.0252999j 
-0.0022378-0.0104908j -0.00474627+0.00677087j -0.00111905+0.00124745j 0.00108504-0.00826238j -0.00266747+0.00453217j -0.005504-0.0108418j 0.00767822-0.00317464j 0.00170526-0.00415087j 0.00347033+0.000556154j -0.00726448+0.00459625j 0.00206264-0.00367138j -0.000465715-0.00349174j -0.0017379+0.00256813j -0.00546229-0.000957347j -0.00179924-0.00556069j -0.00113643-0.00824662j -0.00969679+0.00781148j 0.00294488-0.00528763j -0.00665749-0.00200782j 0.0104131-0.00351094j -0.0142483+0.00163559j 0.000759911+0.00446495j -0.00397103-0.00422831j 0.0168348-0.00880043j -0.0140174+0.0214804j 0.0110349-0.00463078j 0.00391973-0.0122304j -0.00931356-0.012107j 0.0196404+0.00288208j 0.0204857-0.0155228j -0.012252+0.0107798j -0.0151283+0.00910916j -0.00237345+0.00355823j -0.00726037+0.00684326j 0.00994235-0.0154972j -0.0131547+0.00334651j -0.0218021+0.00140565j -0.017833+0.0251336j 0.0454766+0.00672834j 0.0250699+0.015563j 0.0456657+0.00872677j -0.0300522+0.026542j -0.0154603-0.0333133j 0.0148089-0.00240774j -0.037693-0.000165012j -0.00455825-0.0373396j -0.017637+0.00391463j -0.0335009+0.0120659j -0.0146422+0.0250869j -0.0226339-0.0387833j 0.00296925+0.0395783j -0.0020722-0.0195561j -0.00350975+0.0406953j 0.00811807-0.00831134j 0.0195598-0.0287747j -0.00034799+0.0185369j 
0.00802159+0.00515393j -0.000208391-0.0128132j 0.00959317-0.00388293j -0.00376191+0.0100359j 0.00398309-0.0072341j 0.00333901+0.00309428j 0.00922032+0.00080932j -0.00396269+0.0060963j -0.0019685-0.00107633j 0.00419334+0.00410762j 0.0054146+0.0020794j 0.000406093-0.00446492j 0.00358445-0.00318797j -0.00412206-0.00704306j 0.00296229-0.0013502j -0.00510995-0.00942729j -0.00467252+0.00886316j -0.0101181+0.00284812j 0.00828408-0.0120617j -0.010317+0.00855734j -0.00602618-0.000906124j -0.00394409+0.0042097j -0.0144044+7.46548e-06j 0.0117638+0.00126156j 0.00201679-0.00677741j 0.00133903-0.000714969j -0.00152996-0.0100663j -0.00390799-0.015716j 0.00121223+0.0025912j -0.00787804+0.00811696j 0.0242897-0.0033985j 0.0256216+0.0120226j 0.0145011-0.00470564j -0.0241925+0.0054087j -0.0192302+0.0166545j -0.00832384-0.0151411j -0.00702228+0.0146173j 0.0214957-0.0181351j -0.00322349-0.0178512j 0.0103876+0.0148137j -0.00469221+0.018649j 0.0152437+0.00356856j -0.0248611+0.0080037j -0.0269429-0.0281368j 0.00846557+0.00699119j 0.0197728+0.0122282j 0.0165071-0.0050488j -3.48461e-06+0.0209627j 0.0440413+0.0459428j -0.0134266-0.0458756j -0.00118683-0.0351712j -0.0249376-0.0813744j 0.0193884+0.0535135j 0.00457024-0.0434209j -0.0181102+0.0383582j -0.0201502-0.00686219j 
0.000134482+0.00252204j 0.000738743+0.000780165j 0.000676363+0.0058098j -0.00430698+0.00179103j 0.000467616+0.000590221j -0.00200797+0.00462127j 0.0014949-0.00144261j 0.00461074-0.00119596j 0.00444728-0.00263024j 0.00494797+0.00663697j 0.00245398-0.00122303j 0.000717608-0.00204453j -0.00273828+0.00108465j -0.0109208-0.000767718j 0.00871555+0.00200493j -0.00658422-0.00484001j -0.00609443-0.000888549j -0.0093036+0.00626958j 0.00254372-0.00170664j -0.0156925-0.00202525j -0.0140868-0.00600185j 0.019155-0.0114807j 0.00994595-0.010675j -0.0299662+0.00842892j -0.0417945+0.00444346j -0.0148859+0.0047693j 0.00246739+0.00298596j -0.0241391-0.00379826j -0.00360148+0.00271215j 0.0403725+0.00363657j 0.00424344+0.0160277j -0.0251766+0.00389382j 0.00887014-0.00518885j 0.0464098-0.024709j -0.00681635+0.00974909j -0.000426122-0.00039013j -0.0216752+0.00300559j -0.00698292-0.0164999j 0.0443792+0.0220854j 0.0248309-0.0130356j -0.0215998-0.0290143j 0.0472192+0.0200606j 0.00732569+0.00575428j -0.0124316+0.0101706j 0.00211585-0.0147398j -0.019542+0.00181282j 0.0261657-0.0301478j -0.0205098+0.0100263j 0.00193797-0.00406462j 0.00965456+0.0249419j 0.00194944-0.00413396j -0.0174749-0.0249467j 0.00108931+0.0207258j -0.000717866+0.0195762j 0.000818354+0.00697356j 0.0054791-0.0084993j 
0.00159792-0.00176467j 0.00192431-0.00684336j 0.00131685-0.0015614j 0.00139618-0.000576769j 0.00355961-0.0083531j 0.0116746+0.00752541j -0.0011044-0.0106342j 0.00530024+0.00201427j -0.00303813+0.00135245j -0.00417187-7.50507e-05j -0.000377621-0.00286433j 0.0145619+0.0043685j 0.00468489+0.00688995j -0.00444728-0.00280165j -0.000378078-0.00502019j 0.0118681+0.00281044j -0.00997094+0.00230454j 0.00178203+0.00123985j 0.0012563+0.00201299j -0.0048645-0.00678418j 0.00162068+0.00393045j -0.0146762+0.00513887j -0.0217575-0.000945186j 0.00867963-0.00898034j -0.00355422+0.00631369j 0.0143022-0.00599619j 0.0064735-0.0079033j -0.0199807-0.00366323j 0.0197807-0.0100373j -0.00897349+0.002625j -0.000350289-6.61038e-05j -0.0118677+0.0190797j 0.0323126+0.0122146j -0.0165065+0.00607708j -0.0108794-0.00919108j 0.0255929+0.00829884j -0.00969742-0.0033178j -0.0142695-0.011466j 0.0211643-0.0159928j 0.0287829+0.0352228j 0.0104592+0.0362875j 0.0169778+0.0281813j -0.0263065-0.00782202j 0.0218124+0.0200059j -0.00820078+0.0155568j -0.021066+0.0229285j 0.0435959+0.0138026j -0.00818694-0.00877706j -0.00175854-0.025973j 0.0228743+0.045126j -0.00531631-0.0657542j 0.00172397+0.0444725j -0.00189327-0.0644451j -0.00596855+0.0180805j -0.00617511+0.00296155j -0.00661164+0.0149811j 
0.000526854-0.00729809j -0.00573085-0.00477737j 0.000503089+0.00374196j 0.000693859-0.00350951j 0.00827721-0.000325724j -0.00605231+0.00743694j 0.00471254+0.00104096j -0.000993553+0.00292661j 0.000500554+0.00962265j -0.0118521-0.000687572j 0.00658178+0.00600933j -0.00558161+0.00831558j 0.00170768+0.00209521j -0.0200926+0.00246904j 0.00165473-0.00136563j 0.00383118+0.00446229j 0.0115159-0.00503818j 0.00680491+0.00373273j -0.00605595+0.00840518j -0.0157681-0.00707509j -0.00560734+0.00668304j 0.0104887-0.0113098j 0.00458163-0.00942107j -0.00352578-0.00649368j -0.0272046+0.00781616j -0.0237858+0.0020322j 0.0164977+0.00892435j -0.0206614+0.00555979j 0.0376499-0.00991694j -0.0360918+0.0134225j 0.0059561+0.00898082j -0.0412414+0.00411889j 0.0120084+0.0114975j -0.0193288+0.000193387j -0.00706024+0.0143561j 0.0231349-0.0228244j -0.0260773-0.0282844j -0.0170094-0.00133129j -0.0105697-0.00961788j -0.0205418-0.0300825j 0.00791664-0.0123151j -0.00181998-0.0150464j 0.00289527-0.00842675j -0.00275033+0.0194139j 0.00502473+0.00402439j -0.018877+0.0159706j -0.0300985+0.0130532j 0.00226836-0.00143316j -0.000882258-0.0171374j -0.0214216-0.00569911j -0.00758322+0.0187982j -0.00645061+0.0314947j 0.00683734-0.00130678j -0.00794541-0.0119955j 0.00735185+0.00207474j 0.00107697+0.0159409j 
-0.00241653-0.00292642j -0.0024361+0.00581191j -0.0045062+0.000706343j -0.0011227-0.00124128j 0.00350306-0.00245175j 0.00421757-0.00439021j 0.0129072+0.000539867j 0.00883122+0.0036846j -0.00543558+0.00148734j 0.00750276-0.00297573j -0.00614544-0.00724768j -0.00106761-0.00316572j -0.00331663-0.00118703j -0.00902484-0.00550905j 0.00769395-0.000761798j 0.00579681-0.00404598j -0.000394929+0.00616922j 0.0164546-0.000457126j -0.0221754-0.00106799j -0.00214253+0.0061445j -0.00876343-0.00197722j -0.000807096-0.00666075j 0.0257318+0.000991338j 0.0101083+0.00236208j -0.0289835+0.0027614j 0.0120546+0.000116343j 0.0069259-0.0168238j 0.0344432-0.015224j 0.000242011-0.00069809j 0.0265662-0.00218574j -0.01294+0.00972923j -0.00550122+0.0077312j 0.0226552-0.00336643j -0.0594847+0.00782994j -0.00131448+0.00364811j -0.000940265-0.0118196j -0.000217766+0.000149774j 0.0152371-0.001491j -0.0191437-0.00932413j -0.0103641-0.00298564j -0.00629231+0.00692943j 0.00725667+0.00671409j -0.00109321+0.00738958j 0.00585535+0.00508181j 0.0514595-0.0106358j -0.0183342-0.00573792j -1.72158e-05+0.00154076j 0.0187641+0.000833701j -0.00641638-0.0235897j 0.00665458+0.0081036j 0.0298001+0.0184174j -0.0169074-0.0261275j -0.0175497-0.0044847j -0.0130796+0.0412359j 0.0108274+0.00692146j -0.00520174-0.00867465j 
0.000206139+0.00170836j 0.00278551+0.000539348j 0.00216925+0.000477267j 0.0018636+0.00358956j 0.00118011+3.41456e-05j -0.00425599+0.00366881j 0.00521445+0.00396301j -0.00280117-0.00446928j 0.00465764-0.0123581j -0.0152556-0.000633343j 0.00338201+0.000518108j 0.0136986-0.00394386j 0.0150808+0.00839092j 0.00526383+0.00152607j -0.00976247+0.00341396j 0.0159012-0.010193j 0.00895481-0.000128721j -0.0104431-0.000366327j 0.0155038-0.0046216j 0.00101565-0.00282623j -0.0103854-0.00795634j 0.0108887-0.00209324j -0.0247537+0.00175306j -0.00131917+0.00476508j -0.0123841+0.0182698j -0.0175572+0.00149232j -0.00690965-0.000257246j 0.00339636-0.00931348j -0.0154172+0.00082662j -0.0194316+0.00481658j 0.0193144+0.0328019j 0.000978488+0.00444951j 0.000846608+0.0105361j -0.0162218-0.00568224j -0.00582527+0.00655219j 0.00127257+0.0129949j -0.0309924-0.0115973j -0.0353998-0.00222446j -0.0260948+0.0153225j 0.0139715-0.00517265j 0.0150457+0.00510874j -0.0684614+0.0372347j 0.0184717-0.00428761j -0.0116501+0.00520449j 0.0229968+0.00648039j 0.0486944-0.0044529j 0.00957889+0.0158459j 0.0154775-0.00924669j 0.00387963-0.012069j -0.0110207+0.00663208j 0.00646923-0.0125843j 0.0106913+0.0203401j -0.0105203-0.0244345j -0.0110026+0.0191387j -0.0204933-0.0046235j -0.00112135-0.0191895j 
0.00209361+0.00233419j 0.00115552-0.00214139j 0.00770144+0.00540807j -0.00257838+0.00912806j 0.00352204-0.00187374j -0.00581565+0.00371817j -0.00328135+0.00290185j -0.0053611-0.005927j 0.00970822-0.00833645j -9.49289e-05+0.00367239j 0.0128122+0.00203204j 0.000454906-0.00175592j 0.00686725+0.00563072j -0.0039226-0.00488101j 0.0119574-0.00146522j 0.0010933-0.00670457j -0.0117899+0.00105362j 0.0351766-0.0105273j 0.0158622+0.00179838j -0.00149773-0.00551874j -0.00298412-0.000899798j 0.00288835-0.00350944j 0.034971-0.00287665j -0.0128468-0.00413474j -0.000733822+0.0167018j 0.00772035-0.00406035j 0.0146796+0.00467492j -0.0671826+0.00854849j 0.0340007+0.0113488j -0.012374+0.00509982j -0.00729072+0.0113427j 0.00666401+0.00652371j -0.0350491-0.0222147j -0.00835233+0.00844944j 0.00537159-0.0159072j 0.0121918+0.0229028j -0.0132069+0.00297321j 0.0206073+0.0260884j 0.00176982+0.012273j -0.00171713+0.0191253j 0.0526809+0.0166272j -0.0334807+0.00260978j 0.0101925+0.00046297j 0.00930176+0.000467478j 0.00789804+0.00590507j 0.0325547+0.00291129j 0.00569382-0.0060552j -0.00944551+0.0197318j 0.0104985-0.00896693j -0.00361549-0.0107099j -0.021572-0.0333436j -0.0186923+0.00176887j -0.0129439+0.00833551j -0.0184591+0.0353163j -0.0102248+0.0106465j 0.00436715-0.0126579j 
