9.52968e-05+0.00469359j -0.00785915-0.00432099j 0.0048229+0.00338723j 0.00014539-0.0010496j -0.000219408-0.00245522j 0.000354655+0.00395482j 0.00724582+0.0272091j -0.00084597-0.00403289j -0.00138693-0.0142682j 0.00607304+0.02016j -0.00119279-0.00496886j 0.00138351-0.00360876j 0.00221547+0.0062853j 0.000289267-0.00262356j 0.00232625-0.00312409j -0.0109225+0.0323093j -0.0010829+0.0179018j -0.00404413-0.00454719j 0.00260809-0.0128407j -0.00505839+0.00409244j 0.00307605+0.00328091j 0.000604565+0.00630339j -8.22863e-05+0.00123471j -0.000129878-0.00133237j -0.00124716-0.00364019j 0.00121507+0.00235413j 8.04995e-05-0.00621713j 0.00556151+0.000929486j -0.00202378-0.00345333j -0.00029952-0.000688675j 0.000868382+0.00248437j -0.000973168-0.00400118j 0.000738405-0.00373366j -0.00259019+0.00193218j 0.000108296+0.00584473j -0.00199374-0.00822829j -0.0126995+0.00132557j -0.002789+0.00347852j -0.000509635-0.000221612j 0.00142744+0.00398709j 0.000838836-0.00383173j -0.00594296-0.00496309j -0.00787336+0.00241601j -0.00355019-0.00106178j -0.00825655+0.00334379j -0.00324041-0.00490873j -0.00304193-0.00670065j -0.0052584+0.00346622j -0.00792881+0.00494346j -0.00146552+0.00073664j -0.00131761-0.0018013j -0.00996644-0.00294659j -0.00675446+0.00353667j -0.00096216+0.00376498j -0.00214657+0.00403531j 0.000684194-0.0102161j 0.0169816+0.000940046j -0.00455636-0.0043531j 0.00182782-0.0112413j 0.00215789-0.00779918j -0.00169393-0.000873305j -0.00218742-0.00346392j -0.00151329+0.000808962j 0.000334844-0.000882082j -0.00181962-0.00137463j -5.91109e-05-0.00145133j -0.000111385-0.00111504j 0.000124781-0.0016279j -0.000829195+7.10149e-05j 2.0426e-05+0.00374071j -4.92295e-05+0.00117153j 0.000870149+0.00158234j 0.000451837+0.00485029j 0.0011341+0.000876159j -0.00043747+0.00295639j 0.00432788+0.00316299j -0.000836141-0.00257123j 0.00066943-0.000570004j -0.00291824-0.000312986j 0.00109968-0.000328552j 0.0020672-0.00130684j 0.00132054+0.00122498j -0.00534947+0.00582055j -0.00111897+0.00210299j 0.000612139-0.000536148j -0.000652901-0.00193482j -0.00327788+0.00157622j 0.00496187+0.00419004j -0.00286162-0.00200392j 0.00143408-0.000156816j 0.00104985-0.00181663j -0.00118928+0.00285186j -0.00413806+0.00433275j 0.00239913+0.00598088j 0.00531544-0.00246739j 
0.00866841+0.0039473j 0.0108141-0.00198544j -0.027449+0.000982305j -0.00161739+0.0101163j -0.00574339+0.00062735j 0.00329147-0.000825209j 0.000916333+0.00829748j -0.00222523+0.0107972j 0.00759952-0.00334551j 0.00125196-0.00452161j 0.0069495-0.00887638j 0.0112207+0.00323756j 0.00567794+0.0117089j 0.00808249-0.00499255j 0.000524842-0.0108261j 0.00558414-0.00197562j -0.0040588-0.00615902j 0.00182818-0.000851256j 0.000932539+0.000132343j 0.00910024+0.0004214j -0.0051345+0.00840238j 0.00323381+0.00259192j 0.00121031+0.000809363j 0.00891242-0.000176329j 0.00673377-0.00733827j 0.00650397-0.00529505j 0.000381474+0.00232981j 0.000611531-0.000151423j -0.00097115+0.00848805j 0.00310119+0.00234635j -0.00686639+0.00191725j 0.00313898-0.00626135j -0.00390347-0.00525404j 0.00288284-0.00491579j -0.00369244-0.00376185j -0.000900458-0.00193126j -0.000899081-0.00265167j -0.00507131-0.00101603j 0.00146224+0.0020016j 0.00448602+0.00151577j 0.00751715+7.26568e-05j -0.00101613+6.84959e-05j -0.00425329+0.00460255j 0.0069555-0.00722685j -0.00420929+0.0044062j 0.0046981-0.000949676j 0.00807754+0.00137029j 0.00723688+0.0057221j 0.0112078-0.00679687j 0.000186256+0.00324644j 0.00686638-0.00938175j -0.00790355+0.000259755j -0.00259553-0.00252021j 0.00953102-0.0022463j -0.00396038+0.00299487j 0.00170634-8.62168e-05j -0.00269235+0.00185988j -0.00216287+0.00168889j 0.00368379+0.000459837j -0.00424056-0.00259306j -0.00498864-0.00172158j -0.00301685-0.00265573j 0.0038498-0.00172136j 0.000708928+0.0020537j -0.00351875+0.00311138j -0.00442763+0.00167673j -0.00324752-0.00662555j -0.00342957+0.00208832j 0.00623215-0.000471018j -0.0051423+0.00528946j 0.0150158-0.006313j 0.00172279-0.00812695j 0.00814789-0.00378372j 0.000831447-0.00267053j 0.00251349-0.00331077j 0.00576314-0.00619662j -0.00650978+0.00670976j 0.00321447+0.00310227j 0.000595726-0.0011579j -0.00294459+0.00239722j 8.37026e-05+0.00422335j -0.00219034+0.00165289j 0.00383923+0.00120394j -0.000517663-0.000197323j -0.000833118-0.00269906j 0.000568141+0.00195591j -0.00136796-0.00137454j -0.00139811+5.05993e-05j 0.000847325+0.00168178j -0.000515758-0.000687j -0.00185069-0.000472879j 0.000552045+0.00215997j 0.00244407+0.00188093j 0.000948732+0.00384545j -0.00253077-0.00421241j 
0.00214566+0.00973589j 0.0114633-0.00215035j -0.0156568-0.00287466j -0.00537422+0.0123901j -0.000183588-0.00769365j -0.00359092-0.0031035j -0.00663326+0.00356583j 0.00281489+0.00286474j 0.00461137+0.00975498j 0.0145485-0.00517921j 0.00810656-0.0101364j -0.00379551+0.00794298j -0.00285436+0.00190419j 0.0261784-0.00524947j 0.00988556-0.00712878j 0.00410939+0.00462716j -0.000784574+0.00353586j 0.00959554-0.00970232j -0.00609631+0.00546859j -0.000899058+0.00178923j 0.00320973-0.00143608j 0.00266494+0.00101435j -0.00766166+0.00770392j 0.00122172+0.00237371j 0.00605488+0.00170084j -0.00924849+0.00385134j 0.00759693-0.00449124j 0.00145556-0.000318303j 0.00727857+0.00235921j 0.00354273+0.00598221j -0.000697537+0.00562311j -0.00413272-0.00123599j -0.00506176-0.00313051j -0.00217853+0.00272272j 0.00517435-0.00836379j 0.00530918+0.00343434j -0.00364751-0.000817052j -0.0019611-0.00255917j -8.56783e-05+0.00238194j -0.00375491+0.005284j 0.0016269+0.00374077j 0.00193417+0.00201093j -0.00121483-0.00736126j -0.00803051+0.00359533j 0.00346733-0.00331963j -0.00524994+0.00286083j -0.00712291-0.00327901j -0.00111352-0.000404295j 0.00722904+0.00851828j -0.0126983+0.00109813j 0.00200101+0.0162057j 0.00274509-0.00207402j -0.00118582+0.000448976j -0.00483001+0.000947426j -0.0014899-0.000151306j -0.00322379-0.00400263j 0.00482973-0.00359043j 0.00773609+0.00265381j -0.00335796+0.000775914j 0.00169525-0.00263793j 0.000715613-0.00285859j -0.00194939+0.00482928j 0.00114419+0.000883431j -0.00108294+0.00425213j 0.0020461-0.000348977j 0.00263591+0.0011594j 0.00211277-0.00494041j -0.00418017+0.00352266j -0.00273834-0.00084979j 0.00192942+0.00223794j -0.00799373-0.00440055j -0.00059448-0.00529004j -0.00497974+0.000427581j 0.00165365-0.00249323j 0.00186054-0.00427613j -0.00287732+0.000802452j 0.0150993-0.010513j -0.00520405-9.96867e-05j 0.00192808-0.00276005j -0.00591405+0.00838135j 0.00361164-0.00510149j -0.00488361+0.00557508j -0.000115519-0.00315756j -3.10547e-05+0.00396116j 0.006271-0.0020764j 0.00108352+0.00458792j -0.0018581+0.00546456j -0.00017153+0.000490214j -0.000627793+0.000154325j 0.000676874+0.000167463j -7.30934e-05-0.00156064j 0.00026716+0.0022263j 0.000786501+0.00159264j 0.000882763+0.00114179j 0.0008118+0.000735893j 
0.0139762+0.0177271j -0.00659479+0.00678758j -0.00462612-0.0159186j 0.0177194+0.00659062j -0.00691162-0.0124418j 0.00795371-0.014237j 0.0086877+0.0107604j -0.00609805+0.00663219j -0.00188562+0.00461168j -0.0167382+0.00180276j -0.0052388+0.00442774j 0.00109731+0.00039714j 0.0111856-0.00845649j -0.0257968+0.00611522j 0.000828071+0.0059697j -0.00468257+0.00675981j -0.000207251-0.00318247j -0.00400613-0.00639526j 0.00908731+0.00150335j -0.00586877+0.00139381j -0.00143877-0.00398522j -0.000335555-0.0039066j 0.00822295-0.00988165j -0.00234247+0.00145105j -0.0090652-0.0102601j 0.00310587-0.0127305j -0.00333253+0.0095206j -0.00141228-0.00197302j -8.154e-05+0.00297494j -0.0029454-0.00489092j 0.0131956+0.0023391j -0.00148199-0.00763089j -0.0012849-0.0072446j -0.00231006-0.00655379j 0.00041093+0.00291319j 0.00461528+0.00301028j 0.00528302+0.00692989j -0.00200817-0.00561851j 0.00204296-8.0446e-05j 0.00348623-0.00310163j -0.000115059+0.00378552j 0.000565027+0.000813203j 0.000217912+0.00129727j 0.0034528-0.00312919j -0.00283448-0.000939684j 0.00107475-0.00566807j -0.000241494+8.40691e-05j -0.00475784+0.00258111j -0.000481493-0.00126293j -0.00445777+0.00093705j -0.000340197-0.00341878j -0.00271038+0.00630105j -0.00275416+0.00532238j 0.000638869-0.00138008j 0.00405799+0.00702604j 0.000881931-0.00149994j -0.00117738+0.00474595j -0.00280739-0.00112154j -0.00374917+0.00232233j -0.00100498-0.00321975j -0.00232754+1.75754e-05j 0.000193649+0.00186713j -0.000804868-0.00256615j 0.00167557-0.00244666j 0.00182671-0.00333902j 0.00149999-0.00305261j -0.00237375-0.00196893j 0.000143849-0.00351997j -0.000695839+0.00325511j 0.00192504+6.08943e-05j -0.00265517+0.00407238j -0.00697244-0.00656143j 0.000640444+0.00160978j 0.00100225-0.00133431j 0.00699159-0.00119673j -0.00588779+0.000316763j 0.0163965-0.00184965j 0.00131323+0.00156454j 0.0110612+0.00797257j -0.00275091+0.00245532j 0.0108952-0.00254108j -0.00150521+0.0025232j -0.00147954+0.00181379j -0.00451617-0.0042596j 0.00344184+0.00177285j 0.00162591-0.00229811j -0.00132392-0.00199167j -0.00111942+0.00525785j 0.000419331-0.00136148j -0.000443005+0.00151791j -0.00019652+0.0026457j 0.000337638-0.000743891j -0.000691176-0.00168836j 0.00376867-0.00264633j -0.000275131+0.00175522j 
0.00239883-0.00585425j 0.00909588+0.00961922j -0.0187176-0.0022726j -0.00715298-0.00918984j -0.00448986-0.00237232j 9.80147e-05-0.00628768j -0.00468401+0.00459305j -0.0122435+0.015259j -0.00303221+0.00956028j 0.00326672-0.000947621j -0.00726011+0.00452471j -0.00637002+0.00669331j -0.00530858+0.00766354j -0.00503616+0.00674773j 0.00279976-0.00355291j -0.00109205+0.00841534j -0.00916696-0.00124058j 0.00545739-0.00387798j -0.00164131+0.00252381j 0.00087105-0.000877602j -0.00570369-0.00235272j -0.00102407-0.00160238j -0.00661839+0.00413868j -0.00114712+0.000709873j -0.00269438-0.00762696j -0.00204848+0.00474857j 0.00569238-0.00200415j -0.00165377-0.00133347j -0.00273908-0.00173289j -0.00541804-0.00322528j -0.00576462+0.00312093j -0.000665706+0.00265958j -0.00156302+0.0044704j -0.00389816+0.000518107j 0.00646532-0.00203224j 0.0016106-0.00178825j -0.000902178-0.00163363j 0.00329477-0.00314878j -0.00283507-0.00104292j -0.00523793-0.000116549j -0.000692449-0.0051582j 5.62266e-05+0.00291635j 0.0048446-0.00102575j -0.00080913-0.000816541j -0.00296801+0.000299098j -0.00500772-0.00124088j 0.000440198+0.000730192j 0.00612349-0.000666112j -0.00529225-0.00206787j -0.00354513+0.00913644j -0.00819781-0.0113423j -0.0040057+0.00171374j -0.00266115-0.00781917j -0.00387255-0.00339952j -0.00223088+0.0018751j 0.000599103+0.00591426j -0.00194623+0.000980341j 0.00182059-0.00226769j 0.00179037+0.000409399j 0.0017664-0.00221789j -0.00662045+0.00342033j -0.00108196+0.00267109j 0.00241575+0.00397737j 0.0053633-0.00773571j -0.00317822+0.00167674j -0.00454801-0.00642223j -0.00250109+0.0112161j -0.0060527-0.00891565j 0.00116565+0.0010216j 0.000531305-0.0028384j -0.00174631+0.00395082j -0.00782924+0.00378021j -6.30528e-05+0.000267206j -0.00131734+0.0019337j 0.00286143+0.00250232j -0.00588364+0.00173218j 0.00511931+0.014172j -0.00324629-0.00251616j -0.00522607-0.00284182j 0.00471626-0.0103889j -0.00439256-0.0025763j 0.0061186-0.0108129j -0.00164143+0.00341382j 0.00513168+0.00527342j -0.00310147+0.00224732j 0.00260331+0.00314116j 0.00262665+0.000658293j 0.00259169-0.0053672j -0.00322571+0.00302086j -0.000191769-0.000555876j -0.00116055-0.000162744j 0.00198576+0.00181993j 0.00282991+0.000833004j 0.00148236+0.000914344j -0.000560866-0.000474534j 
-0.00308121-0.0011968j -0.00471824+0.00938151j 0.00760188-0.00682374j -0.00236648-0.000169152j 0.00470993-0.00578044j -0.0045702-0.000648312j 0.0120734-0.00128625j 0.0449113+0.00638441j -0.00490064-0.00278987j -0.000920204+0.0107491j -0.00479978+0.00297187j 0.0198494+0.00869768j 0.00968615+0.00335234j 0.00559831+0.0142461j 0.0020454-0.000610872j 0.000482285-0.000472929j -0.00552961-0.00179975j -0.000602571-0.00253953j 0.00873744-0.0042395j -0.00889827+0.00711644j -0.00551234+0.00137825j 0.00215152-0.00607619j 0.00252485+0.00578541j -0.000797736+0.00586589j -0.00273496+0.00438085j -0.00411577-0.00211081j -0.00324835-0.00923122j -0.00048585-0.000459198j 0.00368772-0.0149491j 0.00130889+0.0100748j 0.00975352-0.00739253j -0.00448833+0.00494928j -0.000748479+0.000255662j -0.000520633-0.00145649j -0.000789381+0.00706926j 0.00305905+0.00152864j -0.00290506-0.00313492j -0.00478715+0.00189123j 0.00357092-0.00346165j -0.00760721+0.000649519j 0.000682846+9.42449e-05j 7.63958e-05-0.000472937j -0.00591582-0.00216094j -0.00569201+0.0038937j 0.0022896+0.000335028j 0.00764454-0.00406663j 0.0031144+0.00380051j 0.00763806+0.00504823j 0.00963451-0.00292721j 0.0107423+0.00374838j 0.000977809-0.0013596j -0.00680971-0.00558759j -0.00298811-0.004212j -0.00428008+0.000161903j -0.00552421-0.00391512j 0.00144999-0.000776408j -0.00359512-0.00596548j -0.000630811+0.00132095j -0.00747671+0.00155055j 0.000214939+0.00518246j 0.000536723-0.000653875j -0.002212-0.00232474j -0.00211823-0.00273352j 0.00596592+0.00108765j -0.00536857-0.00584725j 0.000205751-0.00133265j -0.000646659-0.00539036j 0.00089337-0.00327359j 0.00216622+0.00359045j -0.000531447-0.000792479j 0.00198374+0.000522898j -0.00348291-0.00442359j 0.00347382+7.78478e-05j -0.000251079-0.000409105j 0.00192448+7.75968e-06j -0.00211242-0.00470649j 0.00589519+0.0039443j -0.00376223+0.000122025j 6.64588e-05-0.0023612j -0.00109417-0.00186148j 0.00168053-0.00397961j -0.00192011-0.00319178j -0.00136172+0.00245242j 0.00151008+0.00537952j 0.000722478+0.00196425j 0.00188311+0.000510952j 0.00281566+0.00179462j 0.00281334+0.00230463j -0.0017082-0.00240251j -0.000517488-0.00133354j -0.00155385-0.000854236j 0.00228695-0.000511453j 0.00132575+0.000368003j 0.00505314-0.00172859j -0.00202992+0.000288703j 
-0.00475741-0.00643217j -0.000769664+0.00448943j 0.00768154+0.00367702j -0.0103765-0.0191052j 0.0119429+0.00215959j 0.00361006+0.000579273j 0.00356048+0.0033136j 0.0223921+0.00344736j 0.00347904-0.000399776j 0.000340871-0.00770374j 0.00387296-0.0126117j 0.0115009-0.0061784j 0.00895654+0.00230151j 0.0137333-0.00999836j -0.00227256-0.00369861j 0.00242235+0.0018997j 0.00277881+0.000937994j -0.0026836+0.00056488j 0.00310038+0.00310635j 0.00657935-0.0127791j -0.00192298-0.00597798j -0.00415878-0.00126238j -0.00531563-0.00573329j 0.00165963+0.000753943j 0.00396565+0.00258169j -0.00647665-0.000881215j 0.00482006-0.000174999j 0.000608673+0.000479703j 0.000532772-0.00356958j 0.00250946+0.00172467j -0.00825623-0.00368426j -0.00393669-0.00075629j -0.00575702+0.00216608j -0.00346057-0.00403317j 0.0032868-0.000288748j -0.00251265-0.00554168j 0.00580545+0.00239409j -0.000875506-0.000805039j -0.00764442-0.000234417j -0.00413254+0.00136571j -0.00428626-0.00235271j 0.00506626+0.00317792j 0.00795587+0.00202567j -0.0162996+0.00620085j -0.0107535-0.00497416j 0.0069186+0.00106893j 0.00528209-0.00115122j -0.0014366+0.00103602j -0.00133483-0.00417807j -0.0031185-0.00180895j 0.00369676-0.0095456j -0.00643672+0.0086038j 0.00914991+0.000739988j -0.0140862+0.000417157j 0.011906+0.00554342j -0.00145302+0.000294782j 0.00050231+0.00527142j -0.000742744-0.00133381j 0.0002591-0.00106748j -0.00262524-0.00284907j -0.00439671+0.00144335j 0.001401-0.0022245j 0.00633981+0.00240768j 0.00202032+0.00298888j -0.00336394+0.00321776j -0.00144831+0.00306217j 0.000282139+0.00251773j 0.000696138+0.00161986j 0.0073688+0.000572834j -0.00400414+0.00318119j 0.00873496-0.00840491j 0.00298395-0.00461647j 0.00706841-0.00041515j 0.000659857-0.0028829j 0.00222406-0.000490181j 0.0051061+0.00119661j -0.00630882+0.0011901j -0.00163837-0.00428648j 0.00366893+0.000556143j -0.0016139+0.00370989j 0.00366295+0.00200342j -0.00101506+0.00189745j 0.000790996-0.00308981j -0.00185313-0.00257181j 0.000311854-0.00122472j 0.0020888-0.00388344j -9.58605e-05+0.000206284j -0.00183037-0.00095642j 0.000410472-0.000965285j -0.00137516+0.000179325j 0.000762846-0.000129757j 0.000884542-0.001342j -0.000224116+0.00050363j -0.00293843+0.00113325j 0.00169482-2.58912e-05j 
-0.00192342-0.00380688j 0.000961484+0.00675005j 0.00486982+0.00295429j -0.00132549+0.000677037j -0.00246181+0.00574971j -0.00943309+0.00393672j 0.000251981+0.00191739j 0.00803178-0.000724953j -0.00522283-0.00522188j 0.00793422-0.00876746j 0.000354321-0.00400863j -0.00688155-0.0141113j -0.00940901+0.00468738j 0.0113095-0.00909023j 0.0117437-0.00190329j -0.00142906-0.00859909j -0.00748766+0.010776j -0.00118638-0.00292891j -0.00689018-0.00745482j -0.00320129+0.0079473j 0.00453072+0.000577133j 0.00323466-0.00241287j -0.00444162+0.00085242j 0.00440449+0.00274287j -0.00334485+0.0067433j -0.00325493-0.00953011j 0.00400147-0.0118361j -0.00055517+0.000974486j 0.00749328-0.00703207j 0.00169997+0.0102515j 0.00305966-0.00231131j -0.00752015+0.00232947j 0.000728766+0.000222768j 0.00258228-0.00106092j -0.00534916+0.000514156j 0.00458042-0.00468644j 0.0018301-0.00361502j -0.00123439+0.00149654j 0.00357316-0.00496178j 0.00930905-0.00481975j 0.00325896-0.00311948j 0.00257465-0.000447106j 0.00838823+0.00133312j 0.0033789-0.0104104j -0.000782447+0.00740663j -0.00698222+0.00414407j -0.000427136-0.00544384j -0.00828501+0.000355157j -0.003499-0.00890016j -0.0184949+0.00565874j -0.00654283-0.00932067j 0.0036156+0.00834866j 0.00294071+0.00169152j 0.0048079-0.00460033j 0.00383648-0.00292463j 0.00731036+0.00225476j 0.00446242+0.0016357j -0.00129329+0.00389765j -0.00527925-0.0040654j 7.72627e-05+0.00405974j -0.00527396-0.000381772j -0.00502402-0.00120745j -0.00403158-0.00159946j 0.00410438-0.00013406j 0.00521076-0.00138315j -0.00541953-0.00155139j 0.00397146-0.000846567j -0.00575562+0.00296272j 0.00163552+0.00102515j 0.00245647-0.00154036j -0.00125853+0.00363174j -0.00915177+0.00703879j -0.00364519-0.00348521j -0.00339621+0.000711739j 0.00364539+0.00385243j -0.00516764-0.00576148j 0.007283+0.00755556j 0.00394404-0.00155527j 0.00082641+0.000819639j -0.00357367+0.00236336j 0.00308411+0.0030469j -0.00189673-0.00098581j 0.0033278-0.00165748j 0.00410122-0.0020466j -0.00431546-0.000411633j 0.0015357-0.00318774j 0.00402007+0.00578862j 0.000814795-8.35696e-05j -0.000414203-0.00159538j -0.000132145+0.000856408j 0.000155031-0.000615608j 0.00218717-0.00228274j 0.00128357-0.00039752j -0.000196632-0.000401909j -0.000406568+0.00342919j 
-0.00251303+0.0150536j 0.00538757-0.00632017j -0.00315221-0.00398552j -0.00350515+0.0197969j 0.00681269-0.000684422j 0.00305195+0.00295717j -0.00894101+0.00721795j 0.0178257+0.00433834j 0.011805+0.00691778j 0.0220237-0.00570952j 0.00431898+0.0143265j 0.0136957+0.00240283j -0.00631317+0.011867j 0.0300784+0.00890969j 0.0112183+0.00542344j 0.00593545+0.00095552j 0.00599559+0.00349538j 0.0113157-0.00326067j -0.00245101-0.00232053j -0.00136151+0.00539303j 0.00382057+0.00081497j 0.0020388+0.00298487j -0.00121829-0.00481439j 0.000217104-0.00543394j -0.00341005-0.00355043j -0.00187253-0.0035995j 0.00316078+0.0158927j -0.00133779+0.00109635j 0.00236254+0.0184318j -0.000476498-0.00718647j 0.0031185+0.00427379j -0.000905797-0.00897273j -0.000804019-0.0108278j -0.00181663+0.000757672j 0.002014-0.00597152j 0.00148163+0.00319884j -0.000713311+0.00479868j -0.00380326-0.000321653j -0.00109407+0.00336174j -0.000770979-0.00198176j -0.00513175+0.0079888j -0.00470803-0.00600926j -0.00431957+0.00431606j -0.00428812+0.000868623j 0.00912884-0.00237519j 0.00535276-0.00879531j 0.00135898-0.00302747j 0.00369448-0.00278742j -0.011008+0.000610224j 0.0129336-0.00783598j -0.0150782-0.000107289j 0.0059992+0.00447791j 0.00201239+0.00823851j 0.00301683+0.00131735j 0.00273041-0.000242762j 0.00439719-0.00265791j 0.00171697+0.00294874j 0.00391801+0.00489985j 0.00183431+1.03991e-06j 0.0005468-0.000853759j 0.000402704-0.00271471j -0.000380547+0.000821794j -0.00116419-0.00196013j 0.00146345-0.000474736j -0.000962239-0.00401605j -0.00115251-4.68719e-05j -0.00232962-0.00342329j 0.000601426-0.00128693j 0.00159574+0.00371625j 0.00115658-0.00220658j -0.00272423+0.00457408j -0.00546516-0.00102148j 0.00141641+0.00383311j -0.00366382+0.00138402j -0.00406026+0.0033763j -4.0752e-05-0.00137243j -0.00871801+0.00233651j 0.00225544-0.00192819j -0.00353159+0.00284908j 0.00168394+0.00143151j -0.00216112+0.000795088j -0.000262663-0.000415553j 7.18566e-05+0.00243374j 0.00102944-0.00332863j 0.000317165-0.000129838j -0.00286208+0.000275364j -0.00162509-0.00144779j -0.00109273+0.00116463j 0.00125219-0.000386313j 8.62403e-05+1.18807e-05j 0.000833249+0.000762477j -0.00141835-0.00067073j -0.00118516-0.00105914j -0.000793521-0.00133828j -4.97423e-06+0.000480694j 
0.00115419+0.00684112j -0.000392318-0.00618431j 0.0023073+0.00121857j 0.00233172+0.00686965j 0.000886779-0.000982913j -0.000539234+0.00200063j -0.000843837-0.00435854j 0.007367-0.00517493j 0.00398048+0.000732186j 0.00502791+0.00646753j 0.00180643-0.0139407j 0.00617385+0.000593342j 0.00117759-0.0115774j 0.0101225-0.00601755j -0.00140266+0.0010145j 0.00215558-0.00186111j 0.00301789-0.000658916j -0.00185241+0.00211561j 0.000235501-0.000919521j 0.000937251-0.00231564j 0.00031426+0.00118869j 0.000908712+0.00227626j 0.00304438-0.00309358j -0.00129816-0.00599597j 0.000241226-0.00843402j 0.00404103+0.00262693j -0.000256137+0.00990299j 0.00147852-0.00148669j 0.00319469+0.00717656j 0.00149724-0.0105868j 0.00144053+0.00317686j 0.00127468-0.00249335j 0.000106321-0.00228667j 0.00257912-0.000587081j -0.00223514-0.00154797j -0.000720047+0.000832003j -0.000186359+0.00142957j -0.000653719-0.000593073j 0.000652831+0.000315308j 0.0028911-0.00548246j 0.000143224+0.000422303j 0.00302389-0.00468118j -0.00447027+0.00351469j 0.00940605+0.0001585j -0.00393446+0.0024005j 0.00724774-0.00378985j -0.000996306+0.00184265j -0.00636314-0.00327343j 0.00910667-0.00207239j -0.00775529-0.00166661j 0.0185172-0.00253903j -0.00311404+0.000227579j 0.00133611+0.00303935j 0.00871624+0.00153269j -0.00303899-0.000431073j -0.00591657-0.00338528j 4.56025e-05+0.000500341j -0.00289706+0.00265437j -0.0019788+0.00273046j -0.00223588+0.000678273j -4.75176e-05-0.000473401j -0.000929684-0.000165838j -0.00107069-0.00137156j 0.0062165-0.00363213j 0.00369986+0.000218324j -0.00201885-0.00580301j 0.00460341+0.016427j 0.00137374-0.00841176j -0.00390105-0.00592061j -0.000471122-0.000964922j -0.000276623-0.00101053j 0.00993162+0.00679485j -0.00165531-0.00388804j 0.00305977-0.000871777j 0.00258855-0.00466177j -0.00122274+0.00809771j 0.00935874-0.007759j 0.00181181+0.00583622j 0.00430247-0.00296038j 0.00155995-0.00905969j 0.00667164-0.000960329j 0.000781905-0.0111532j -0.0027958-0.000650054j -0.000859206+0.00508338j 0.000575455+0.00343712j 0.00132951+0.00110584j 0.00291089+0.000953666j -0.000530576-0.000833381j 0.000136898+0.000390478j -0.000218191-0.000236071j -4.86518e-05-0.000163786j 0.000104821+0.000503776j 3.80959e-06+0.000849726j -0.000534212+0.000351528j 0.000268667-0.00080008j 
-0.000993881-0.00595573j 0.00109755-0.000593685j 0.000307151+0.00673031j -0.0038641-0.000435512j -0.00121909+0.00424252j -0.00590585+0.00511006j 0.00281804-0.00557686j -0.0018687+0.0100548j -0.00368799+0.00226303j -0.000742602+0.0109977j 0.0149644+0.00735105j -0.0124083+0.0033806j 0.00262455+0.00167399j 0.00507088+0.0182728j 0.00555245+0.00555183j -0.000122491-0.000506068j -0.00641381+0.00607295j -0.000583197+0.00398105j -0.00297718-0.00610422j -5.22414e-05+0.00121378j -0.00726208+0.00208802j 0.000672536+0.000292191j -0.0035169+0.00480113j -0.00437484+0.00261887j -0.012583+0.00305876j 0.00582272+0.00102755j 0.00594639-0.00436774j -0.00026518+0.00186575j 0.00164817-0.00212349j -0.0146677+0.0027574j 0.00020458+0.000896605j 0.00316069+0.00594312j 0.00745424+0.00179387j 0.00193822+0.000805701j 0.000806607-0.000741638j -0.00322204-0.00156494j -0.000295558-0.00351043j -0.000125344+0.00227898j -0.00171295-0.000799059j -0.00231862-0.00205318j -0.00308279+0.000140778j -0.00501978+0.0014156j 0.0011695-0.000825489j 0.00217491-0.0012024j 0.0022795-0.0032517j -0.0012802+0.00454594j 0.00617535-0.00187628j 0.000621587-0.00994766j -0.00201396+0.0134405j 0.00238015-0.00752245j -0.00129705+0.0128905j 0.00155722-0.0063263j 0.000491049+0.00140017j 0.00105902-0.000519665j -0.00115183-0.000494823j 0.00340486-0.00389985j 0.00205482-0.00263187j -0.00152509-7.32855e-05j 0.000825283-0.00290056j -0.00133109+0.00267297j -0.0018075+0.00420292j -0.00138662-0.00172593j -0.000163036-0.000232651j 0.00563967-0.00859952j 0.000172829+0.0047245j 0.00077834+0.00464307j -0.00773503+0.00119128j 0.00489673-0.00193681j 0.00621517-0.0070481j -0.00223+0.0040719j 0.00621946-0.00887407j 0.00378887-0.0173068j 0.00405586-0.00199114j 0.00059185-0.00413231j 0.00258252-0.00310505j -0.00271185-0.00223532j 0.00343512-0.0159261j 0.00136502+0.00114847j 0.00103175+0.00407654j 0.00412871+0.00732926j 0.00285189+0.00358333j 0.00659988+0.00406057j 0.00103747-0.000279998j 0.00310735-0.00732495j -0.00399041+0.00105837j 0.000761118-0.00444043j 0.00392314-0.00250194j 0.000626611-0.000791043j 0.000419274+0.00109324j -0.000263443-0.000152453j -0.000208509+0.000239305j 0.00150539-0.00229198j 0.00163862-0.00120001j -0.00146673+0.000486997j -0.00106428+0.00136635j 
