0.00988927+0.0327983j -0.0183543-0.0067808j -0.0146964+0.00848259j 0.0113395+0.0502719j -0.00143411+0.00612325j 0.00482139-0.0118319j 0.0148518-0.00284265j 0.0158467-0.00960421j 0.022404+0.0753088j -0.00062898+0.00757731j 0.000835643-0.00615432j 0.00334644+0.0139458j 0.00489316+0.0293392j -0.0108634-0.019842j 0.0254634+0.0270544j 0.00666457-0.012557j -0.0160414-0.026837j -0.010529-0.0237355j -0.0205306-0.0125786j 0.026602+0.0302806j 0.0079137+0.0135727j -0.00775229-0.0183117j 0.0150182-0.00532259j 0.00332967-0.0045444j 0.00735572+0.00413374j -0.00858973+0.00335346j 0.00876484-0.0157244j 0.00310477+0.034781j 0.00208889-0.000248196j -0.0192772+0.0102459j -0.000852587-0.0160162j -0.0132298-0.0165157j 0.00268539+0.00340671j 0.00121711-0.0239288j -0.00731397+0.00614214j 0.00202158+0.0134315j -0.0024245-0.0188172j -0.0148733-0.00588876j -0.0177831+0.00210241j 0.00464375+0.0201722j 0.000646813-0.00900236j 0.00016585+0.0131943j -0.00747562+0.000894344j -0.0146454+0.000135688j 0.00630718-0.0208034j -0.00121726-0.00829883j -0.00767445-0.0151667j 0.00375762-0.00633527j -0.0097736+0.0376117j 0.0151817+0.0327704j 0.0104497+0.00668604j 0.00205492+0.0467073j 0.0146884+0.0321431j 0.00557792+0.0188813j -0.0213557-0.034371j 0.00898872+0.0139976j 0.00968546-0.0141167j 0.0152068+0.00260021j 0.00743016+0.0676858j -0.0196518-0.0243656j -0.0107863-0.0223805j -0.0322206-0.022391j -0.0119436+0.0151851j -0.0250487-0.0266329j -0.00181503-0.00118614j -0.0470592-0.023012j -0.025835+0.00254162j 0.0195294-0.0407578j -0.00952825+0.0133593j 0.0118707-0.00267961j 0.013099-0.0477496j -0.0112867-0.00328787j -0.0275112-0.0219231j 0.0269585+0.0702764j -0.0632252-0.0413914j -0.0308935+0.0432735j -0.0718372+0.0961361j -0.0339583+0.0354958j 0.0339861+0.113175j 0.015722+0.100135j 0.0436475+0.107068j -0.0079441+0.0453682j -0.00996198-0.098022j 0.0906095+0.0205336j 0.00836805-0.0990661j -0.0238064-0.0224985j 0.0120753-0.00378238j -0.0250608+0.0108095j 0.0346449-0.0102768j -0.0258294-0.0331682j 0.000621861-0.0269656j -0.0085353+0.0404345j -0.0396146-0.0579262j 0.0346936-0.0106574j -0.0165971+0.0539382j -0.0452739+0.119175j 0.0423503+0.337668j 
-0.0267025-0.0218378j -0.00208103-0.00990567j 0.00900108-0.00191654j -0.00509257-0.00802412j -0.016593-0.0105437j 0.0163217+0.0068427j -0.016605+0.0184707j -0.0085142+0.0180814j 0.007904-0.0178594j 0.00618472-0.00380321j -0.0124138-0.00931631j -0.00328346+0.0217151j 0.00996208-0.0293493j -0.0151668+0.0131255j 0.0320637-0.0121617j 0.0146585+0.0150524j 0.0256971+0.0266377j 0.0109197+0.00534261j -0.0219719+0.0112722j -0.00882588+0.0142339j -0.025667-0.0220557j 0.02502+0.0163999j -0.00223406-0.0100315j -0.0275294-0.0151219j 0.0295918-0.0239325j 0.00496571+0.00298634j 0.0129452-0.0126725j -0.0328688+0.00184869j 0.000701545+0.00802881j 0.00419313-0.0322542j -0.00329541-0.00721248j 0.0103934+0.00855381j -0.00948679-0.0394556j 0.0321511+0.00970717j -0.00657307-0.00263817j -0.0425694+0.024058j 0.0143898-0.0105415j 0.0349544-0.0297359j -0.00517912-0.00601776j 0.0224234-0.0166688j -0.0156704+0.017751j -0.0347537+0.0515725j 0.0391125-0.00689093j -0.00765744-0.0388377j 0.0485955-0.0400005j 0.0222497-0.0419648j 0.00326861-0.0629913j 0.0189527+0.0209243j -0.0352279+0.0538229j 0.0109869+0.00733476j 0.00488853+0.0762779j -0.0359327+0.0176137j 0.0130397-0.010948j -0.016524+0.0032155j 0.00946378-0.000695187j -0.0532421-0.0410519j 0.0131502-0.0247128j 0.00190637-0.00426128j 0.0261879-0.01401j -0.0278141+0.0205917j 0.0289058+0.106542j 0.054269+0.0101307j 0.0160766+0.0718243j -0.00678122-0.00283003j 0.0173544+0.036267j 0.0246405-0.00877579j -0.0217043+0.00813053j 0.0230143+0.0172701j -0.00488466-0.00214728j -0.0265383-0.0184904j -0.0125858+0.0289297j -0.0054861+0.0361735j 0.0137314+0.0393039j -0.0140785-0.0370689j 0.00335581+0.00578258j 0.00330938-0.0115465j -0.0468387-0.00874966j 0.0010585-0.0364634j -0.0171464+0.0363479j 0.00407028-0.00573573j -0.0411125+0.0342155j 0.000266818-0.00670975j 0.00020524+0.0095364j 0.0415505-0.0477868j -0.00978758-0.0549199j -0.000516829-0.025747j 0.0310843-0.004422j 0.128344+0.0562027j 0.0144657+0.0435269j 0.0150167+0.029763j 0.00482879-0.0154088j -0.0111669-0.0024698j 0.00124376+0.0126782j 0.0205426-0.0231444j -0.0471013+0.0166217j -0.00631488+0.00241453j -0.0242142-0.00982484j 
0.0184164+0.0130129j 0.0044208-0.00791464j -0.0140525-0.00570132j 0.0147908+0.0103205j -0.0022099-0.00559371j -0.0215461-0.00717226j 0.0226254+0.00304518j 0.0183378+0.0291507j 0.00493757+0.00156311j -0.00494082+0.0175297j -0.000616195-0.00587104j 0.00997308-0.0244757j -0.018061+0.0120475j 0.00693781+0.00209251j -0.00848972-0.0128743j -0.0248045-4.73257e-05j -0.0384588-0.0045683j -0.0169755-0.00703644j 0.00344785-0.0120847j 0.0116367-0.0230476j 0.0313005+0.00111534j -0.011426-0.0475146j -0.0120192-0.00215289j 0.00751164+0.00392348j 0.000344422-0.0321414j 0.0132007+0.00361791j -0.0095871-0.0024298j 0.034202+0.0155422j 0.0119019+0.0490517j -0.0187905+0.0322484j 0.0371346-0.00894191j -0.0283325-0.0385111j -0.0183902+0.0356326j -0.0177681-0.0362112j -0.0309704+0.00822902j 0.0661137+0.00738168j -0.00182712+0.026211j -0.0372591+0.0100484j -0.0299502+0.00762888j 0.00964241-0.03207j 0.0504954-0.00164324j 0.0828483-0.0113399j -0.0666632+0.0648466j 0.0117122-0.046039j -0.0742092+0.0274984j -0.0514376+0.0456357j -0.0154726+0.0313145j 0.01082+0.0134247j 0.0397823+0.00756892j 0.0281642-0.0579187j 0.0667865-0.0690717j 0.0188385-0.0398066j -0.0324762-0.0587376j -0.00227926-0.0467072j 0.0455353-0.0223647j 0.00958954+0.0451886j -0.00365702+0.029993j -0.00888108+0.0397199j -0.0157057-0.0620097j -0.000720981-0.12913j 0.0308457+0.0362453j 0.00723308-0.0590827j 0.0519462+0.0263119j 0.0187435+0.0195189j 0.022903+0.035341j -0.00768854+0.0108998j 0.00945623-0.00682056j 0.0167248+0.0245017j 0.0222722+0.0208715j 0.00823834-0.0627232j 0.0396976-0.0003113j 0.0372587-0.00382808j -0.0207808-0.0107923j -0.0120066-0.00956624j -0.042063-0.0256146j -0.0218389-0.0607327j 0.000690739+0.0156312j -0.0557014-0.0517405j 0.0550306+0.00388696j -0.0380244-0.0387499j 0.0796237-0.0372928j -0.00505119+0.0323071j 0.0818601+0.0379418j 0.0144583-0.0121303j -0.0188028-0.0130084j -0.0442127-0.0341428j -0.00784843-0.0288097j 0.0776021+0.00199134j -0.00558437-0.050596j 0.00324952+0.0253732j -0.00458457+0.0261335j 0.00649909+0.03652j -0.0142361+0.0056409j 0.0243238-0.00851916j -0.0360551-0.054994j -0.0231711-0.0360763j 0.0299028+0.00630977j 
0.00518357+0.0163356j 0.0128403-0.0151844j 0.0105453-0.0112281j -0.0129175+0.0135089j 0.0108703+0.00189121j 0.000750421+0.00195702j -0.021881+0.00656344j 0.0146691+0.0618879j -0.00418532-0.000456875j -0.00841091-0.0137953j 0.00473154+0.010653j -0.00243435-0.00897186j -0.0102528+0.00418075j -0.0153292+0.0180025j -0.00078195-0.00513692j 0.00239504-0.0251263j 0.0148681-0.0205321j 0.026979+0.00576344j -0.00918345+0.0269351j -0.0245074+0.00849103j -0.0159595+0.0119421j 0.0309222-0.0357838j 0.0220847-0.00138166j -0.00253169+0.0222782j -0.0177332+0.00835317j 0.00928242-0.0148823j -0.00676698+0.00148522j 0.00201599+0.0238277j -0.0155016-0.0209963j 0.0119924-0.0196264j -0.00832047+0.0308661j 0.0441654+0.0341296j 0.0384822+0.0165542j -0.0204948-0.02728j 0.00831159+0.0239659j 0.0541556+0.0420202j 0.0105055-0.0223804j 0.00145385-0.0403215j -0.00113603-0.034337j 0.014064+0.0263114j 0.031459-0.00161907j 0.0640784+0.00244033j 0.0259874+0.0477645j 0.0328146+0.0442015j -0.013793+0.0530441j 0.017322-0.0300948j -0.0635768-0.104193j 0.00918035-0.0616195j 0.014062+0.108051j 0.0240059+0.086055j 0.000804051-0.0282787j 0.0236866-0.0244194j 0.0179285-0.029075j 0.0891426-0.0302396j 0.00622504+0.040993j -0.0502925+0.00670344j -0.0260986+0.01395j 0.0336962+0.0299395j -0.0121545-0.0439729j 0.0301629-0.00697177j 0.12876+0.135212j 0.0443039-0.0373051j 0.0224779+0.109929j -0.00710356-0.0653704j 0.00515281+0.0846497j 0.0211759+0.0147463j 0.0337006-0.0203876j -0.0191672-0.00404329j -0.0353122+0.00640052j 0.00266193+0.0319289j 0.0247531-0.0152262j -0.014461+0.0265438j 0.0639581+0.0116574j -0.00751068-0.0415407j 0.0678358-0.0388631j 0.0319515-0.0186457j 0.0259087-0.0215637j 0.0599265-0.00946445j -0.0328469+0.0548629j -0.0553357-0.0147436j 0.0234135+0.0722559j -0.00114331+0.0176291j -0.0241698+0.0485354j -0.0623023-0.0364816j -0.0127507-0.0327269j 0.00374392-0.0481777j 0.0344059+0.0812905j -0.0310774-0.0325714j 0.00086077-0.00720425j 0.0127766+0.102431j 0.0370965-0.0301119j 0.00619784-0.00248236j 0.0150099+0.0217318j -0.0590199+0.0222103j 0.025429-0.0182678j 0.0408338-0.00242259j -0.0237142+0.0176992j 
-0.00238302+0.0116761j -0.00883099+0.013661j -0.0119565+0.0187201j -0.0144999+0.00757412j -0.00428564+0.0017108j 0.0137893-0.00772037j -0.0279473-0.0216201j 2.51044e-05-0.00520547j 0.0200231-0.00489871j -0.0148578-0.00785749j 0.0141242-0.000862981j 0.0283738+0.00243626j 0.0372659-0.0105987j 0.0175038-0.0111485j 0.0395417-0.0218934j 0.00147636+0.010917j 0.0166831-0.0200127j 0.0405529-0.0228754j 0.0226608+0.0322702j 0.0122615-0.0358952j 0.00632022+0.0303529j -0.00668165+0.0518464j -0.0609545+0.00801125j -0.027763-0.00659937j 0.0534413-0.0206094j -0.0195197-0.0223289j -0.029647+0.00154532j -0.0274057+0.0499454j 0.0106647+0.00940015j 0.028516-0.0460909j -0.0180405+0.00142221j -0.00203914+0.0122249j 0.0431165-0.0262963j -0.00296707-0.0139757j 0.0296336+0.0410289j -0.0481923+0.0122628j 0.000908481-0.0454928j 0.055856+0.00764561j 0.0015103+0.0245394j 0.038351-0.0193326j 0.00986427-0.00274944j 0.0333896+0.0316606j 0.0245933-0.0243888j 0.00929805-0.0917163j -0.00428134+0.0738222j -0.0254982-0.0134816j -0.000218725-0.022462j -0.0443903-0.0976618j -0.0341006+0.0358354j -0.0427873-0.00576249j -0.0279496-0.0485841j -0.00345205-0.00660436j 0.0860044-0.0445703j -0.0165056-0.0648035j -0.0380987-0.0173429j -0.0167043+0.0776607j -0.0221681-0.0227206j 0.0592756-0.0466182j 0.0760966+0.0274936j -0.00190095-0.00509413j -0.000673308-0.0473671j -0.0749769-0.117865j 0.0376906-0.0107162j -0.00156107-0.0369517j 0.0804666+0.0393159j 0.0496025-0.00907246j 0.0102707+0.0382241j 0.00309883-0.0495107j 0.00537997+0.0423453j -0.0909487+0.00850885j -0.0584415-0.0485253j -0.0618173-0.0340223j 0.0258289+0.0205666j -0.0234182+0.000760819j -0.0026673+0.00236396j -0.0379194-0.00145714j 0.0652796-0.00781634j -0.00318014+0.00247768j 0.0456492-0.0328154j 0.0354741-0.00239322j -0.0147122-0.0294519j 0.00661823-0.0292695j -0.0285503+0.0162543j 0.0847828+0.00607978j -0.0738986+0.0501131j -0.0636971+0.0147539j -0.0100593-0.00606973j 0.00154192-0.0134045j -0.00236944-0.00256473j 0.00691929+0.0260717j -0.0116466-0.0416172j 0.0208786+0.0294277j -0.00832115+0.059833j 0.00872927-0.0226384j -0.0342083-0.0305624j 0.0361965+0.0179735j 0.0280041+0.0225677j 
0.0050818-0.0134942j -0.000893106-0.00376027j -0.0107089-0.00802746j -0.000365183-0.0152717j 0.00118631+0.00316298j -0.0034145+0.00271393j 0.00305882+0.000722882j 0.00674151+0.00674987j 0.00510534-0.0052229j -0.0107185+0.00544389j -0.00960308-0.0165246j 0.0191759-0.0123267j -0.0156847+0.0118503j 0.00970743-2.34363e-05j -0.00506549+0.0225814j 0.0239394+0.00930632j 0.0034599+0.00377293j 0.0161561-0.00530917j -0.00319223-0.0275577j -0.0105144-0.0206376j -0.0248087-0.00873263j 0.00462259-0.023611j 0.0175981-0.00441631j -0.000129785-0.00796294j -0.00371267+0.0366264j 0.0327998-0.0171877j -0.0159736+0.0304533j 0.028676-0.000880214j -0.002284-0.00120861j -0.00632843-0.0225958j -0.00202923+0.0349874j 0.0452609+0.0134792j 0.0109981+0.015603j -0.00112005+0.0381589j 0.00830404-0.0188021j 0.0359424-0.0538238j -0.00735304-0.000954527j -0.0392314-0.0248627j -0.011655+0.032344j 0.0298776+0.0418395j -0.0141706+0.0590727j 0.0980628+0.0183697j 0.0900841+0.0240049j -0.0518128-0.0127045j 0.0337588+0.0157546j -0.0249056+0.0672069j 0.0234776+0.00861116j 0.0321713-0.025415j 0.0250476-0.0268357j -0.0328062-0.0561882j -0.028637-0.0979534j 0.0409228+0.0592941j -0.015838+0.056346j -0.0314871+0.0394339j -0.00399105+0.00246551j -0.0327015+0.00452843j -0.0253638+0.0254343j 0.00996941+0.0411204j 0.00126147+0.0028374j -0.0946727+0.00910367j 0.190402-0.0136366j -0.00748786+0.0170939j 0.0827572-0.0390084j -0.0257829+0.016116j 0.0881602-0.025619j 0.0226631+0.039594j -0.0205512+0.0218592j 0.00366697-0.00482431j -0.00831429+0.0305603j 0.0111214-0.0341359j 0.0140577+0.00814089j 0.0402608-0.0575193j 0.0464079-0.0178236j 0.0112569+0.0450324j 0.0157927+0.00650885j -0.0124018+0.0119503j -0.0085533-0.0469712j -0.0115711+0.016342j 0.0387982-0.0440951j -0.0261591-0.03337j 0.0119894-0.00157628j 0.0167253-0.0019607j -0.0029884-0.0102361j -0.0422571+0.0566552j -0.0920872+0.00424076j -0.0217564-0.00804759j -0.00510938+0.0446643j 0.0246627-0.033768j 0.00253066-0.052012j 0.00796124+0.0145266j -0.00238559-0.0141115j 0.0075386-0.0167268j -0.00298631-0.0200814j 0.00261816+0.00553273j -0.0237942+0.00057855j 0.00389672-0.0143585j -0.00207247-0.0298979j 
-0.00594876-0.00407812j -0.00736643-0.00199465j 0.00596055-0.00547965j 0.000453006-0.00898685j 0.0106157+0.0177573j -0.000456142+0.0127508j 0.000502773+0.0198j -0.0143649+0.0275103j 0.0253672-0.0273524j 0.0090974-0.0133995j 0.0174324-0.00866807j 0.0140771+0.010884j 0.0252245-0.0375376j 0.0093242+0.0247432j 0.0102653-0.0304654j 0.00460343-0.0136393j 0.0293904+0.0192773j -0.00276914+0.0376519j -0.0166477-0.00206284j -0.0164606+0.00275234j 0.0258616-0.00204209j -0.0535531-0.00334977j -0.0151081-0.0151063j -0.000760718-0.00378677j -0.0112339-0.0150556j 0.00194606-0.0108511j -0.0138721-0.00830367j -0.0284424-0.0269685j 0.0167836+0.0134622j 0.0137568+0.00109771j -0.0447302+0.0121355j -0.00822449+0.0255831j 0.0040058-0.0182765j -0.0104197+0.00982021j -0.00959966-0.0159898j -0.0231782-0.00882418j -0.00299547+0.0144112j -0.0250209-0.0379062j -0.0509952+0.0349661j -0.0631848+0.0414771j -0.0187428+0.0121641j 0.0431102-0.0347594j 0.0296345-0.0546175j -0.0254085+0.0283305j -0.0132171-0.00336198j -0.0261139+0.0135128j 0.0438313-0.00305193j 0.0542991-0.0237514j 0.0161392+0.0284878j 0.0413947-0.028487j 0.0529575+0.0278906j 0.0281433-0.0206258j 0.0648153+0.0437134j -0.0190501+0.0170998j -0.0730896-0.0937127j 0.0177578-0.0729508j 0.0519209-0.0428813j -0.00652688+0.00786235j -0.0643212+0.0199906j -0.0317909+0.0556896j -0.0309396+0.210062j -0.00511909-0.0267378j 0.0428109+0.0576833j 0.0203663-0.069616j -6.61085e-05+0.0885686j 0.00520485-0.0162753j -0.0017227-0.052637j -0.0173313+0.029966j -0.00199431-0.0491988j 0.00755607+0.0524585j 0.0132921-0.0188238j 0.0151445+0.0289582j -0.00609641+0.0725361j 0.0192885-0.0330754j 0.0292586+0.0140199j -0.0091592-0.000450464j 0.0321759-0.0221491j -0.0701383+0.0259854j 0.0649877-0.0317036j 0.0130903-0.00431118j 0.0569857-0.0143063j 0.0427526-0.016842j -0.0748689+0.0369258j 0.0263871-0.0302359j -0.037308-0.0395761j 0.0193782-0.0456544j 0.0301628+0.123921j 0.0144157-0.0443273j -0.0024256+0.0703215j -0.0101416-0.0123687j 0.0111567-0.0133041j 0.0159241-0.00282985j -0.0124551-0.0157004j -0.00576722+0.0159338j -0.0255542+0.00930986j 0.000654091+0.00719573j 0.0365176-0.023626j 
0.000853266+0.0101166j 0.00455003+0.00675999j 0.0124568+0.0189786j -0.00354925+0.0221603j 0.010337-0.00387869j -0.000670949-0.00122133j -0.00455196-0.0123133j -0.00238489-0.014081j -0.0171236+0.0189803j -0.00275695-0.00906677j -0.00423227+0.00889588j -0.0149301-0.017352j 0.00197948-0.00297134j -0.00598471-0.0335362j -0.0230137-0.0074648j -0.0152904-0.0124583j -0.0161793-0.0175338j -0.0118948-0.0148508j 0.0104268+0.00473565j -0.0127981-0.0345781j 0.0118336-0.0115285j 0.00763364+0.0382267j -0.00324525+0.010936j 0.0131838-0.00298391j -0.0217935-0.0237201j -0.0215595+0.0248289j -0.00517744-0.018042j 0.00883292+0.0191654j 0.0032855+0.00709262j -0.0321212+0.00514777j 0.00392206+0.0108564j 0.00590294+0.00979747j 0.0103936+0.0389544j -0.00114954+0.00266509j 0.0261705+0.0161674j -0.0289297+0.0138925j -0.0127112+0.00812908j -0.00863413+0.00523209j 0.0416629+0.0764364j -0.060636-0.0488207j 0.00552075-0.0448957j -0.0425203-0.0178899j -0.00436615+0.011622j -0.00728001-0.00686316j -0.000341719-0.000120326j -0.0211505-0.0256773j -0.00594214+0.0386394j 0.00558858+0.0766315j 0.0256087-0.0437645j -0.0126036-0.0547086j 0.00420214+0.00767251j -0.0869044-0.0263324j -0.00958561+0.0440429j -0.0694161+0.0177505j 0.0663619+0.00405928j 0.0496697-0.0036873j 0.0123372-0.0561775j -0.00748587-0.000957887j 0.000389299+0.0838613j -0.0957584-0.120873j 0.113219+0.131024j 0.0135078-0.0514598j -0.0310358-0.00025701j -0.0554258-0.0338271j -0.00366623+0.013338j 0.0135464-0.0345992j 0.0126379-0.009585j 0.0256713+0.00355097j 0.0554757-0.0405982j 0.0774799+0.0166726j 0.00672839-0.0203433j 0.0188307-0.0105956j -0.0541953-0.00439138j 0.0026574+0.0736459j 0.0356003-0.0197827j -0.00347043-0.0544908j -0.0546689-0.000773629j -0.0240254+0.0014905j -0.0936731-0.0486189j 0.00790562-0.0446102j -0.0309919-0.0430138j -0.0609039-0.0215857j 0.0655664-0.0467633j -0.0443495-0.0526258j 0.0491194-0.0608897j 0.0491365+0.000571414j 0.0231628+0.00525437j -0.00930507+0.016334j -0.0250925+0.0391363j 0.0451147-0.0166703j 0.00101517+0.0187248j -0.00923352-0.0382475j 0.040636-0.00220239j -0.0241983-0.00782716j 0.0310539-0.0371685j -0.0185416+0.0211264j -0.0445625+0.0339172j 
0.00738159+0.00849163j 0.00209916-0.0203178j -0.0147453-0.0222641j -0.00571141-0.010143j 0.0086349-0.00515104j -0.00330039+0.0184051j 0.0112882-0.00631057j 0.00567175+0.0206008j 0.000422017-0.0166332j -0.0113849+0.000435039j -0.000776804+0.00653763j 0.00334201-0.039546j -0.00786847+0.030707j 0.00567596-0.00299342j 0.0176697-0.0101404j 0.00320683-0.0126347j -0.014337-0.0230513j 0.0106861+0.0166032j -0.00205062+0.0425572j 0.00298665-0.0212154j 0.00902322+0.0010602j -0.00440068-0.00935192j 0.0116657-0.0136581j 0.000465121+0.00608365j 0.0223694+0.014437j 0.00279658+0.00596196j 0.0215155-0.0131038j -0.00713829-0.0301151j -0.0180266+0.0109288j 3.00038e-05-0.0220843j 0.000824596+0.051872j 0.0043129-0.00289314j 0.0120651-0.0478357j 0.00798198+0.00165244j -0.0166601+0.0425945j 0.00558412+0.0269448j -0.00491283+0.00732906j -0.00189946+0.00263983j -0.0179148+0.00946662j 0.00767434-0.0369999j 0.0134-0.0308611j -0.00194927-0.0546417j -0.032345+0.00408889j -0.0197579-0.0375624j 0.0068681+0.0152339j 0.0319239+0.0226574j 0.0134449-0.0482191j -0.0243175+0.0357837j -0.0205536+0.0338533j 0.0129983+0.0365571j -0.0146838-0.0592963j 0.001315-0.0213169j -0.0703217-0.0103292j 0.00393296+0.031411j -0.00300457-0.0331535j -0.0180796+0.0541647j 0.00909448+0.058547j 0.00085876-0.00599879j -0.0215931-0.0831987j 0.0209104-0.0147116j -0.0373616-0.0889097j -0.0156293-0.0498201j 0.000967176+0.0353367j 0.0447557+0.0646448j 0.00898155-0.0536844j -0.0137443-0.00145333j -0.00226345+0.0183122j 0.0149649-0.0481028j -0.0144765+0.000280216j 0.0133799+0.0618527j -0.00417461-0.0176303j 0.00888893-0.0234106j 0.0171082+0.0206233j 0.00926052+0.00239954j -0.0252753+0.0568092j -0.0280927-0.0202469j -0.0443216+0.00269405j -0.0670641-0.0390836j -0.00476285+0.0134397j -0.00817286+0.0323854j 0.0513492+0.0284637j -0.0201565+0.0142176j 0.0757177-0.0198161j 0.0657051-0.0323425j -0.0476054+0.0854042j 0.118482+0.0503376j 0.0440528+0.0322686j 0.027483+0.0607145j -0.0330861-0.0056995j 0.018756+0.0247653j 0.0552439+0.0139841j -0.0339132-0.00909707j -0.0012788+0.00962632j -0.0111039-0.00931372j -0.0352009-0.0355312j -0.042968+0.00596093j -0.0106752+0.00736469j 
0.000382059+0.00452285j 0.00412649+0.00753193j -0.00842094+0.0127922j -0.0138214+0.0290915j 0.00969723-0.00921983j -0.00286225-0.000682649j 0.0102877+0.0305031j 0.0233315+0.0120557j -0.0132356+0.00365918j 0.00152306+0.0047342j 0.012794+0.000608588j 0.00849816+0.000492081j -0.00465125-0.0105653j 0.0322038+0.0285892j -0.00958863-0.0279137j -0.0221142-0.0314113j 0.019199+0.00464791j 0.0139548-0.00545344j -0.0113858+0.0143528j -0.00948317+0.0218777j 0.0249892+0.00558396j -0.0588136-0.0543385j -0.0311245-0.0171544j -0.00285514+0.0139568j 0.0258294-0.0227251j 0.0146922+0.0169878j 0.00975941-0.0181906j -0.0127829+0.0189165j -0.00649226+0.0691661j 0.0330127+0.0203049j -0.00390247+0.0297161j 0.00508603+0.0112366j 0.0537577-0.0283172j -0.0134952+0.00515249j -0.0254673+0.00624944j 0.00395693+0.0115124j 0.0172156-0.0296835j -0.00327286-0.0305828j -0.0175355+0.0342106j -0.00894872+0.0264759j 0.0335104-0.00106461j 0.0559929-0.0119639j 0.0276406-0.0211518j 0.0399325+0.0366654j -0.00519827+0.00159267j -0.0315826-0.010639j -0.0346452-0.0154338j 0.0517159-0.0123139j -0.0217843+0.0298119j 0.112588-9.30359e-05j 0.0469603+0.0170038j 0.0286378+0.051879j 0.0242941-0.0181943j -0.0198803-0.0178297j 0.0653239+0.0610362j -0.0124928+0.0299689j 0.093407+0.0164418j 0.0821473-0.0165245j -0.109615-0.055462j -0.00862242+0.0939406j 0.00551671-0.137119j 0.0755998+0.00640505j -0.0201922-0.0119174j -0.0192306+0.043513j -0.0340779+0.0177829j 0.0693516+0.0312211j -0.0811854-0.020826j 0.0481295-0.0114672j 0.0305772+0.0124738j 0.0340123-0.0180044j 0.037683-0.00493407j -0.00419884+0.0102327j -0.0137745-0.0065262j -0.0588901-0.021381j 0.0404949-0.00621634j -0.00424901+0.0111372j -0.034137+0.10211j 0.0130046+0.0168228j -0.0358167+0.0483314j -0.0276324-0.00232677j -0.0157335+0.023425j -0.0174954+0.06483j 0.0357144+0.0320316j 0.0136824-0.00663604j 0.087623+0.072673j -0.0483667+0.00978538j 0.0285769-0.0162176j -0.0133225-0.0207381j 0.00635465-0.0327515j 0.0245102-0.0196058j -0.0094842-0.0232872j 0.00581865-0.0150019j 0.0272816-0.0266595j 0.00723497+0.0338594j 0.0479499-0.0154118j -0.0204134+0.039966j -0.0396503+0.0162621j 
0.00677533-0.0189911j 0.00741173-0.0101842j 0.0112687-0.00210982j 0.00164581+0.0131724j 0.000973989-0.00892984j 0.00466132-0.0067043j -0.0127265+0.0361386j -0.00984072+0.0131706j -0.00798877+0.0132332j 0.000561452+0.0174296j 0.00988029-0.0134109j -0.0186528+0.00591461j 0.0173403-0.0199926j 0.00951487-0.0127309j -0.0227653+0.0152028j -0.0271707+0.0173634j -0.00341575+0.0176454j -0.00745445-0.0132317j 0.0374444-0.0458756j -0.0189847+0.00754758j 0.0216158-0.00462243j -0.0122663+0.00352189j -0.0382635+0.0181351j 0.0110757-0.005465j 0.00842477-0.00987659j 0.00313744+0.00987711j -0.0101068+0.00780288j 0.00231525-0.00927919j -0.00630065+0.0478496j -0.0140454+0.00955843j 0.0203242+0.0202763j -0.0221155-0.014244j -0.0210523-0.0250808j -0.0145887+0.0101896j 0.0317465-0.0335818j 0.00803568+0.00774709j 0.0116381+0.0436105j 0.0555816-0.0333579j 0.0226634+0.00887357j -0.0235388+0.00402666j 0.0188111+0.0571985j 0.0225046+0.00560124j 0.0114041-0.00313034j 0.0403491-0.053661j -0.0619337-0.0418745j -0.0387625+0.0262804j -0.0301941-0.000622408j 0.025643+0.0704233j 0.0485195-0.00715669j -0.0223696+0.00058969j -0.005444+0.049137j 0.042973+0.025783j 0.0310454+0.0133207j 0.0229905+0.0306017j 0.0147596+0.00423641j -0.0102083-0.0308552j -0.00362298+0.030141j -0.00515782+0.0195715j 0.0271946-0.0497668j 0.0595254-0.0126559j -0.0286293-0.0383592j 0.0207785+0.051889j -0.0537834-0.0112874j -0.00203637+0.0650751j -0.0408922-0.0449372j 0.0416282-0.0125263j -0.00717004-0.011386j -0.0556488+0.0242453j -0.0060587-0.0173213j 0.0893771-0.00847608j -0.0928727+0.0388594j -0.0011348+0.017375j 0.0431045-0.00831806j 0.0197384+0.0218837j 0.0738729-0.00805331j 0.0448913-0.0240516j 0.128408-0.0294473j 0.0742688-0.0572591j -0.0325543+0.035911j 0.0532354+0.0154548j -0.0237484+0.0658923j 0.0291735+0.00152902j -0.0378564-0.0184067j -0.110245+0.026405j 0.00101825+0.0179995j 0.0394148+0.00562362j 0.00411226-0.0297093j 0.0181726+0.0143521j -0.0345172+0.0208314j -0.00269943-0.0519792j -0.0425145+0.0177983j 0.0476998-0.00411305j -0.00185098+0.0188736j -0.0977414+0.0366455j -0.0284964-0.018638j 0.0797264-0.054923j 0.00250476+0.00859689j 
