0.0117096-0.0078739j 0.0206033+0.0060526j 0.032716-0.0108528j -0.0165832+0.0191695j -0.0168565-0.00306715j 0.0164106+0.00405783j 0.0282541+0.00679986j -0.0076084-0.00594228j 0.0172973+0.00533036j 0.00219768+0.00805409j 0.0180265+0.00536217j 0.011127-0.00871834j 0.00135844+0.0156842j -0.00189537-0.0198144j -0.00575081+0.00752811j -0.0129319-0.00903491j -0.000383086-0.000240253j -0.0191136-0.00339866j 0.00484651-0.0034981j -0.000363177-0.0109827j 0.0175772+0.0043091j -0.0104016+0.0265238j -0.00162375+0.0144866j -0.00125961-0.0154257j 0.00637859-0.00643641j -0.015618-0.00849743j 0.000281466+0.00610076j -0.00853232+0.0077464j -0.00909264-0.015708j 0.00792651-0.00376309j 0.00276971+0.00958012j -0.00596329+0.00998314j 0.0124095+0.000987084j -0.00500871+0.0116578j -0.00459055+0.0024333j 0.0381014+0.00023084j -0.00723522-0.0127384j -0.0149119+0.00471827j -0.0022544-0.0187386j 0.00315961+0.0245701j 0.00446822-0.00309384j -0.00936395+0.0128275j -0.0345134-0.00714659j 0.0118962-0.00400827j 0.0430022-0.0159529j 0.00456773-0.0101788j 0.00443847+0.0351347j -0.0128569+0.0202446j 0.0207733-0.0208367j -0.0117357-0.0100413j 0.00754502+0.00837499j 0.0125594+0.00871633j -0.00795214+0.00170713j -0.0148249-0.0116988j -0.0151829-0.00495837j 0.0112158-0.00551511j 0.00706796-0.00867311j 0.0185384+0.0066588j -0.00648003+0.0284783j 0.0160339+0.00176241j 0.00630635-0.0195409j -0.037102-0.0227464j -0.0167268+0.00173864j -0.00214153-0.0174706j -0.0197741+0.00394887j 0.00912075+0.0115936j -0.0386196-0.0895463j -0.0737292+0.0196831j -0.0372597-0.0283329j -0.0464259-0.0198072j 
0.00732197-0.00691787j 0.010688+0.00912439j 0.00385278+0.00820836j -0.0138071-0.0118009j 0.0130671+0.0155493j 0.00498568+0.0509264j 0.00809296+0.040813j -0.0470027-0.0170362j 0.00471972+0.000393458j 0.0112141-0.0204413j 0.00543524+0.00128613j 0.0364278+0.0223384j 0.0285021-0.0302769j -0.0041253+0.00112968j -0.0497944+0.00895759j -0.0255103-0.00677021j -0.0235174-0.00428837j -0.0449541+0.0114495j -0.00144499+0.000182691j -0.0296859+0.0157349j -0.0300564+0.0102184j -0.00216037+0.0233207j 0.00484704+0.0666628j 0.00680718-0.00693919j 0.00827474+0.0158382j -0.0029129+0.00544805j 0.0317852-0.0186098j -0.0107981-0.00160256j 0.00421657+0.0122092j -0.0186719+0.00914144j -0.0013173-0.00373424j -0.0373061-0.00693343j 0.0296723+0.084491j 0.0381708-0.0429756j -0.0274812+0.0458935j 0.0162266+0.0365578j 0.00402047+0.00545383j 0.0143428+0.0897267j 0.0718596+0.0216497j 0.0212124+0.0537585j 0.0573028-0.00575872j 0.00767009-0.0344855j -0.015491+0.044252j -0.0135086+0.0097434j 0.0528753-0.0202462j 0.0333705+0.0454846j 0.0333376-0.000802384j -0.0249796+0.0127595j 0.0500028+0.00538829j -0.034384+0.0115029j -0.0102135-0.0138681j 0.039326+0.0396262j 0.0398842-0.0334839j 0.00946749-0.0412418j -0.00532108+0.000930909j -0.0319419-0.0190841j 0.0518454-0.0426214j 0.0306774-0.0107805j -0.00425721+0.0364744j 0.0281662-0.0173958j -0.00440056+0.00773863j -0.013502-0.0217474j -0.0175106+0.00934395j 0.0252054-0.0118312j -0.0151073+0.0329002j -0.00343872-0.0176561j -0.0211021-0.0728436j -0.0437149+0.0343987j -0.0123253-0.0106367j -0.0193094-0.0176041j 
0.0116049-0.00112989j -0.0112362+0.00842879j 0.0030851-0.00680756j 0.0272866-0.0284448j 0.00979467+0.0176825j -0.00643514+0.00933874j 0.0217382+0.0152057j 0.00415637-0.00421293j -0.0105931+0.0112857j 0.00230688-0.037595j 0.00445967+0.0217125j 0.0251853+0.0166501j -0.00690766+0.00698902j -0.0116381-0.00561608j -0.0303432+0.0337245j -0.0144793-0.00189505j -0.0203883-0.00495011j 0.00717031+0.00514871j -0.0337896-0.0386794j -0.0216429-0.011566j 0.00435445+0.0208147j 0.0051404-0.0184896j -0.058613-0.000954437j 0.0107741+0.0256851j 0.04136-1.48442e-05j 0.0364503-0.0257773j 0.0531005+0.0292979j -0.0221839+0.00605776j 0.0158089+0.00354324j 0.0280262+0.0538782j -0.0228294-0.0123796j -0.0545377+0.0180205j 0.0314638-0.0111308j 0.00217014+0.0425621j 0.0254069-0.0456775j -0.0891621+0.0267216j 0.0334434-0.0207788j -0.00504196-0.000634257j 0.0135383-0.0590049j -0.0154508+0.0305002j 0.0405042+0.0359888j 0.0352355-0.00257009j 0.0731239+0.00802187j -0.0355923-0.0395495j 0.022029+0.0570788j 0.0446825+0.0187505j -0.00406927+0.0146502j 0.0275604-0.0477232j 0.0605541+0.0128733j -0.00956792+0.0258883j 0.0323412-0.084042j 0.0210991+0.0324796j -0.00803838-0.0246297j -0.00564922+0.0137111j 0.0332083-0.0123826j 0.00587795-0.00236843j -0.0109994-0.00390072j 0.0409039-0.0250562j 0.00611288+0.0563219j -0.0214352+0.00808642j -0.028534-0.0219346j 0.0113901+0.0115278j -0.0440383+0.0621956j -0.0414978-0.0314497j -0.0124729-0.0274176j -0.00770143-0.0138296j -0.0444439-0.0030898j 0.0216088+0.0490268j 0.0321578+0.00896671j 0.000876327-0.00843731j 
-0.0217003-0.00432095j 0.021144-0.0196503j -0.0170824+0.0132761j 0.00251735+0.0233234j -0.0038319+0.0126438j 0.0229915+0.00625278j -0.0518792-0.0098032j 0.0218861-0.00082418j -0.0171958-0.0152665j -0.0138031-0.0303669j 0.00970567+0.0181717j -0.0379591-0.00227629j -0.00610564-0.0214186j 0.0174939+0.038955j -0.00565492-0.0467338j -0.0123868-0.0216799j 0.00476548-0.0198775j -0.0063405-0.052665j -0.0358811+0.05237j 0.000726635-0.0347358j -0.0358895-0.040175j 0.042585-0.0380526j 0.0122486-0.0285587j -0.000921859+0.0319332j -0.0433419-0.0161202j -0.00622764-0.0146775j -0.00149957-0.00878125j -0.0109279-0.0212033j -0.0153697+0.0263233j -0.0317184-0.0292906j 0.0331161+0.0432986j -0.00264354-0.0512308j -0.00172694+0.0521696j 0.0103657+0.0115j 0.000912341-0.00170181j 0.0369586-0.00577349j -0.0474837+0.0264829j 0.0551-0.0167188j 0.0251877+0.012583j 0.0156083-0.0746073j 0.0166326+0.0089688j -0.0645792-0.0721484j 0.0351819+0.0115869j 0.0170184+0.0198038j -0.0589849-0.00989481j 0.0484423+0.0281797j -0.0365704+0.012332j 0.0159877+0.0075027j -0.0440058-0.00384995j 0.00240356-0.0197496j 0.0295346-0.00365854j -0.0350885-0.00604467j -0.0732589-0.0088284j -0.0112196+0.0301336j -0.0159253+0.0525556j 0.0115621-0.0129705j 0.00274173+0.0701065j 0.0384061-0.057832j 0.0413507+0.0322464j -0.0151524+0.00394559j 0.0406976+0.0580899j 0.0646827+0.0457043j 0.0522296+0.0407162j -0.0675931+0.0486171j -0.0416493-0.0329519j 0.0326451+0.00661021j 0.0370446+0.0278963j 0.0553871-0.0701492j -0.0318132+0.017196j 0.0427114+0.0249742j 
0.0206686-0.00993581j 0.0146859+0.00151772j 0.0272476-0.0509087j 0.0267403+0.0309668j -0.0305308-0.00536039j 0.000233682-0.0115096j 0.00651375-0.0106182j -0.00602874-0.0155623j -0.00472118-0.0216965j 0.0208896+0.00870853j 0.0218754-0.00295683j -0.0152752-0.0167238j -0.0113261+0.0246788j -0.00998235-0.0191114j 0.00812822+0.0239439j -0.0201686-0.0107403j 0.00147871-0.0287362j 0.0102056+0.0177243j -0.00649863-0.0189128j -0.0139071-0.000755846j 0.0281119+0.00302984j 3.0213e-05+0.0383818j -0.0244636+0.0276546j 0.000205943-0.0189469j 0.0371348+0.0151988j 0.00201159-0.033958j -0.00692594+0.0115135j -0.0514138-0.0252173j -0.00487051-0.0149001j 0.0202148-0.0252265j -0.0610525-0.0298459j 0.0254883+0.00738717j -0.0113618-0.0456036j -0.0182867-0.0102983j -0.0231539+0.0587813j -0.0191771-0.015026j 0.00810918-0.00786139j -0.0156395+0.0152096j -0.0242391+0.0168844j -0.00985475+0.0663209j -0.0306048+0.0116948j 0.0247415+0.0184263j -0.0193817-0.0198713j -0.0225373-0.0232064j 0.0168528+0.0198427j 0.00121959-0.0431001j -0.00201038+0.0185594j -0.00970279-0.00873346j 0.0183734+0.0153009j -0.00463329+0.00649798j 0.0234575+0.0107742j 0.0171569-0.0041616j -0.00530418+0.0107859j -0.00316537-0.0101426j -0.0285685+0.0186447j -0.0369221+0.0504269j 0.0315228+0.0042743j -0.0218822+0.0193646j -0.0277576+0.0119002j -0.0159878-0.00422125j -0.00693429+0.0203883j 0.00161324-0.0442799j 0.0113583-0.0436567j 0.0578177+0.00194447j -0.0238599+0.0178968j -0.0162625-0.00560033j -0.00323131-0.0214215j -0.0277825+0.0217182j -0.00580025-0.020105j -0.0301202+0.00259474j 
-0.00053687-0.0169895j 0.0208592-0.00288172j 0.00192901+0.00644719j 0.00397824+0.0159716j 0.0164349+0.0267581j 0.0255649+0.0213414j -0.0154457+0.0338765j 0.00220336-0.00592111j -0.0169502+0.0062719j 0.0260138-0.0400324j 0.00402074-0.00547464j -0.011033-0.0113137j -0.0109128-0.00566418j 0.00738148+0.00531046j -0.0222923-0.00118985j -0.0417203+0.0489385j -0.0389946+0.0449354j -0.0645007-0.0129124j -0.0186788+0.00771554j 0.0106888-0.0252176j -0.00750548-0.0282426j -0.0262045+0.00419143j -0.00881091+0.0250479j -0.0409788+0.00961992j -0.011988-0.0101672j -0.0167637-0.0466675j 5.79845e-05-0.00915259j -0.0824738-0.00544452j -0.030984+0.00373986j 0.0141179-0.0172143j -0.0561731+0.00856678j 0.004944-0.0357369j 0.0277561+0.00934705j -0.0710023+0.0434969j 0.0190061+0.0654365j -0.0160852+0.0318493j 0.00920886-0.0459743j 0.0250923-0.0441225j -0.0556145+0.00956343j -0.0462681+0.0124354j 0.031697-0.00385062j -0.0240862-0.023141j 0.0717161+0.0097229j 0.00041669-0.00786928j -0.0305148+0.00349841j 0.0328255-0.0249742j -0.0335767+0.0509004j 0.0261217-0.0567203j 0.0835936+0.0465549j -0.00642688-0.0181656j 0.0317593+0.0114911j -0.0129489+0.0599338j -0.0265593+0.0416153j -0.0526611-0.0196127j -0.000663916+0.0649662j 0.0173356-0.0596878j -0.0249161+0.0386966j 0.0771394-0.0404103j -0.0212458+0.0520364j -0.0126667+0.00317195j -0.0163646-0.00111426j 0.0473906+0.0460285j 0.00614823+0.0549464j -0.0130749+0.0118361j -0.0669734-0.0156904j 0.0215328-0.0122841j -0.0214647-0.0298358j 0.0184877-0.00646584j -0.00737576+0.00972868j 0.00783468+0.00440475j 
0.00566844-0.0110364j 0.0157579+0.0027765j 0.0183342-0.0211713j -0.00872443+0.0166757j -0.0256623+0.0131451j -0.0177537-0.00276335j -0.00444742-0.0135769j -0.0111802-0.0147636j -0.0069496-0.00306184j 0.0160393+0.0101779j 2.43077e-05+0.0115008j -0.0185235+0.000367731j 0.013953+0.0390611j -0.0582809-0.0134652j -0.00841018-0.00518883j 0.0126006-0.0336472j -0.00551868-0.0254984j -0.0034468-0.0431775j 0.0352359+0.00191556j 0.00405753-0.0234165j 0.0238974+0.0603765j 0.0360053+0.0198362j -0.0179571+0.0422248j -0.00494315+0.00508187j -0.00365707-0.0312406j -0.00640356-0.0263296j -0.00999839-0.0333554j 0.0163456-0.00430726j 0.0384916-0.0563541j 0.0114926-0.000858803j -0.0244909+0.0470146j -0.00958078-0.0279112j -0.00294055-0.0341839j 0.00982556+0.000546155j 0.0217891-0.0114793j 0.0336139-0.00951252j -0.00642803-0.00754052j -0.0340339-0.034964j -0.0306872-0.0470469j -0.0279256-0.00644619j -0.0706775-0.0185489j -0.0716309+0.0419899j -0.126618-0.0364545j 0.0334037+0.0470602j 0.0674872+0.00180358j -0.0765569-0.00985212j -0.0212309+0.0865826j -0.0657167+0.0236766j -0.020205+0.012618j 0.0227263-0.0303953j -0.0106947+0.0141161j -0.0216183+0.0198192j 0.0106311+0.0214405j 0.0223337-0.0116272j -0.0632826-0.0954458j 0.0225273+0.0345577j 0.0574195-0.0298228j -0.00169257+0.00742239j -0.0257447-0.00386736j 0.00510058+0.0289873j -0.0150451-0.0402363j -0.0785147-0.0502479j -0.0157547-0.0159749j 0.050523-0.0232607j -0.0125294+0.0361569j -0.0372003+0.0174285j -0.0397302-0.064042j -0.0603809+0.0526084j -0.00871867-0.0199641j -0.0208219-0.0108578j 
0.00195909+0.000658384j 0.00747824-0.00101856j 0.00200727+0.000944729j 0.0107729+0.0154154j -0.0198284+0.00512854j 0.00435739-0.00802229j -0.0119571-0.0223554j 0.0127802-0.00738612j 0.0107492-0.0126493j 0.0171376+0.0252325j 0.0311243-0.0199336j -0.00591268-0.0127177j 0.00368915-0.0168751j 0.0237831+0.0203587j -0.0142522+0.00619981j -0.0177131-0.0190696j 0.044507-0.00787185j 0.0374273+0.02654j -0.0135074+0.0172013j -0.00968504+0.0114859j -0.00704232-0.0351222j -0.0106234+0.0262638j 0.0344695-0.0111192j 0.0163471-0.0195937j 0.0213523-0.00180924j -0.0260634+0.0369362j -0.0276268-0.0125688j -0.0413321-0.00454545j -0.0123071+0.0218623j 0.0118752-0.0370955j 0.0358724-0.0240273j -0.00253445+0.0529747j -0.0184643-0.0117827j 0.0140044-0.00156696j -0.0282987+0.0355058j -0.0194667-0.0102144j -0.0119392+0.0333367j 0.0160784-0.00564294j 0.0188292+0.0491865j 0.0790587+0.00761756j 0.00218368+0.0346737j 0.0336206+0.00517119j 0.0283541+0.00782501j -0.0640129+0.00397244j -0.0551101-0.0616266j 0.0103281+0.0109287j -0.0131361-0.0132287j 0.0705136+0.00724423j 0.0170009+0.0153285j -0.0253059+0.00802929j -0.00748451+0.0374116j 0.00462799-0.0216436j -0.0509521-0.0224962j -0.00760787-0.0230755j 0.0490342+0.0226948j -0.03811+0.0479214j -0.0414385-0.00414606j -0.0218931+0.00835216j -0.019687+0.00858772j -0.00654793-0.0431155j 0.0122316+0.0738703j 0.0637283-0.00296119j 0.0424864-0.0274653j 0.0141624+0.0483608j -0.0445157+0.0172493j -0.00125254-0.0268338j 0.0451388-0.00589856j 0.000993214-0.0515829j -0.0191206-0.0105019j -0.000780508+0.012606j 
0.00109041+0.0021914j -0.00077022+0.00525297j -0.0326767-0.0149397j -0.0116658-0.0152456j -0.00049594-0.0154677j 0.0158177+0.00788032j -0.0152812-0.000464464j -0.019278+0.00050553j -0.0470026+0.00798571j -0.0122389-0.0327536j 0.00368758+0.0343342j -0.013307-0.0253488j -0.00650212-0.000274658j -0.0267178+0.0021923j 0.0273815+0.0102332j 0.010872-0.0296723j -0.0287209-0.022737j -0.0189363+0.00919527j -0.0170832+0.0168986j -0.00391586+0.0115488j 0.0291167+0.00828877j 0.0373553-0.0530762j -0.0457734-0.0367765j -5.92735e-05-0.0134853j -0.031466+0.0602384j 0.0142467-0.0200772j 0.0222265-0.024467j 0.0572806-0.0447158j 0.0134919+0.0211438j -0.0202302-0.036449j -0.0457062+0.00224218j 0.0873865-0.0713821j 0.00416634+0.013503j -0.0115494+0.0311737j 0.0465536+0.0281279j -0.0742388-0.0474219j -0.0396675+0.00940817j -0.028859+0.0458944j -0.0702973+0.00488832j 0.0456866+0.00408665j 0.00667731+0.00161951j 0.0185546-0.0345871j -0.0269294+0.0396918j -0.0344682-0.036405j -0.0281059-0.0057784j -0.00820826-0.0130264j 0.035432-0.0128789j -0.00820949+0.0512856j -0.0158428-0.0218613j 0.0125776+0.000602129j -0.0203329-0.0438749j 0.00270085-0.0149511j -0.0251248+0.0014205j -0.0116406-0.00515103j -0.0257553+0.00212981j 0.045203+0.027329j 0.0274565-0.00276031j -0.0278041-0.0252845j 0.0581242-0.0333202j 0.0127245+0.00120768j 0.0336202+0.0361943j 0.0315056-0.048048j 0.0162867-0.0539873j 0.0246761+0.0237422j -0.0159045+0.0186749j -0.0257271+0.0246199j 0.0715445+0.0198651j -0.0217187-0.0365414j -0.02379-0.0215397j 0.00587744+0.00805565j 
0.0176718-0.0362919j 0.0314384+0.00460365j -0.0038761-0.0165414j -0.018337+0.0113047j -0.0631829+0.025075j 0.0100897-0.00574113j 0.00471481-0.00889478j -0.0364185-0.0301578j 0.0163469+0.00595569j 0.0517792+0.00606861j 0.0446039-0.00136986j -0.0241983-0.0427809j 0.0331425+0.0194238j -0.0209732-0.0416583j -0.0177963+0.024598j -0.0374402-0.0520726j 0.0150124-0.0058486j -0.00623717+0.0491454j -0.0391474-0.0060124j 0.0068253-0.0298808j 0.00381801-0.0025787j -0.0270241+0.0625569j 0.0430903+0.0325452j -0.00777451-0.034121j 0.0146781-0.0361345j -0.0289531+0.039238j -0.00349218-0.020863j -0.0142476+0.0337244j -0.0197084-0.0129673j 0.0496618-0.019041j 0.0124833-0.0322097j 0.0290762+0.0183774j 0.0164041-0.0358608j -0.0262285+0.0817696j -0.0264411+0.0152371j 0.00780051+0.0309434j 0.0359932+0.0731661j 0.0202082-0.0527409j -0.0254689-0.016702j 0.0668886+0.0306071j -0.0126963+0.0214725j 0.0365144+0.00957928j -0.0667169+0.053195j -0.0550166-0.000986433j 0.00040836-0.0989834j -0.0044647+0.0287926j 0.0108428+0.0299831j 0.099162-0.0335729j 0.104982-0.0422275j -0.0979029-0.0406086j -0.0146058-0.00447905j 0.0496501+0.0319062j -0.00945939-0.0140025j -0.0866579-0.0763975j -0.00574702+0.0175037j -0.0455761+0.073848j 0.0266056-0.0677749j -0.00487296+0.00345172j -0.0590931+0.0299953j 0.0778576-0.0261069j -0.00242086+0.0308994j 0.0288419-0.08035j -0.00864991-0.0356686j 0.0457327+0.0408708j -0.134983+0.000645741j 0.0215056-0.0612359j 0.0559539-0.156627j -0.110788-0.0584704j -0.0533137-0.0481124j -0.0305733+0.0132449j 
0.00139401+0.00872208j 0.00462551-0.0181606j 0.0111436-0.0100367j 0.00516239+0.00435481j 0.0176757-0.0176929j -0.00197561+0.00644746j -0.0153778+0.0102571j -0.0141824-0.0121214j -0.00386134-0.0152987j -0.0121677+0.000286644j 0.00304761+0.0193713j 0.00581177+0.0155598j 0.00534112+0.0413015j 0.00146505-0.00959496j 0.042612+0.0381184j 0.00492855+0.00263124j -0.020195-0.00518968j 0.0254429+0.00306966j -0.0059572+0.0127434j -0.0117359-0.0308361j 0.0537273+0.00978982j -0.0285731-0.00938711j 0.00997573-0.052122j 0.0348484-0.0391305j 0.0220712-0.00287668j -0.00912614-0.0359678j -0.00585902+0.024362j -0.0302632+0.00408135j 0.00370423+0.00271863j 0.00199132-0.0216047j -0.0123039+0.00189599j -0.0497239+0.0442672j -0.00623973-0.0432239j -0.00715322-0.0114287j 0.00724269-0.0662967j 0.00943262-0.0301113j 0.0101704+0.023843j -0.0700301+0.0277407j 0.0350427-0.00263904j 0.00470159+0.0410374j -0.00606131+0.00653118j -0.0251487+0.0672734j -0.0484678-0.0223493j -0.0287249-0.0150483j 0.0271675+0.0588472j -0.0360096-0.0138923j -0.00959086-0.0214518j 0.0340003+0.105835j 0.0209999+0.00126371j 0.0150865+0.0374732j -0.00581092-0.0331838j -0.0293296-0.0265641j 0.0229293-0.00512299j 0.0301604-0.0421644j -0.00697135-0.0670757j 0.038528+0.0201105j 0.00497707-0.0451921j -0.0339451+0.0415946j -0.0245717-0.00667169j -0.0206705+0.0417j 0.0318117-0.0205866j -0.0623106-0.0587306j -0.0149171-0.0548578j 0.0495196-0.0599858j 0.040932+0.020861j -0.0220174+0.0320022j -0.0123706-0.0132852j -0.0364359+0.0185539j -0.00295391+0.00999339j -0.0183145-0.00705885j 
-0.0122191-0.0014139j 0.000835996-0.0121681j -0.0191053-0.00178508j 0.00826495+0.00435583j -0.00656714-0.000127763j 0.00089128-0.0198792j -0.0194066-0.0115796j 0.00140559+0.00517535j -0.00835269-0.00554251j 0.0047261+0.0132557j 0.0128912-0.00780443j -0.0231074-0.0354707j -0.00717668-0.0176649j -0.0175338+0.0121236j -0.00445196+0.0189889j 0.0268331-0.00231444j 0.0108407-0.00759785j -0.011559+0.00597239j -0.0133181-0.0328953j 0.0124724+0.0306414j -0.000949022+0.0269418j 0.0161531-0.00269046j -0.00816269+0.0225095j 0.0312533-0.02544j -0.000331633-0.0331914j -0.00222477+0.00895948j 0.0384387-0.0186576j 0.0334462+0.00400366j -0.0071195-0.0132971j 0.00780383+0.046766j -0.000449672-0.00766902j 0.0397529-0.00455649j -0.0139237-0.0134089j 0.0145156+0.0646254j -0.0283319+0.0414251j -0.0786975+0.0344955j -0.0330058+0.107986j 0.122084+0.00320228j 0.01435+0.00595223j 0.0418837-0.0984238j -0.0724962+0.00595972j 0.165394-0.0485907j 0.0335741+0.0705074j 0.017312-0.014364j -0.0722957-0.0310431j 0.0328788+0.0829412j -0.050313-0.0395658j 0.0569916-0.118537j -0.0559483-0.099079j -0.0211949-0.0867676j 0.0305984+0.0295542j 0.0143643+0.00234146j 0.0064306-0.106505j -0.193276+0.0573755j 0.0158573+0.14994j -0.0751092+0.032671j -0.028354+0.0270303j -0.0134186-0.0789441j 0.0438825+0.0157243j 0.0454134-0.0325103j 0.0457266+0.0657534j 0.0966424+0.0275855j 0.0781871-0.0106942j -0.0504219+0.0754244j -0.0813301-0.0294467j 0.054851-0.0773512j 0.108218+0.024884j 0.0182614-0.0898283j -0.0125624-0.0101564j 0.0326951+0.0234393j 
-0.00855397+0.00379091j -0.00209162-0.0091859j 0.00915303+0.00223497j 0.0240089+0.00438797j 0.0113708+0.0100641j -0.00267947-0.0351423j -0.00950545-0.0233092j 0.0409697+0.007527j 0.0222571-0.0224895j 0.00791407+0.0207523j -0.000469719-0.038245j 0.00557168+0.00189842j -0.00636031-0.0244589j 0.0269211+0.00405132j -0.0243884-0.0335013j 0.0102549+0.0220756j 0.0320203-0.00438097j 0.00549352-0.00276191j 0.00278385-0.0335315j 0.00379595+0.0621178j -0.0311075-0.0107526j 0.00980233+0.0147283j 0.0255227+0.0604065j -0.0115289+0.0559432j -0.0408581-0.0388505j -0.00460087-0.000210275j -0.00953713-0.0240576j 0.00933734+0.0109875j 0.00622422+0.0141218j -0.024748+0.0493193j -0.000726987-0.000274573j -0.020989+0.0329185j 0.00442851-0.0329635j -0.0521434-0.0335872j -0.0166883-0.0435134j 0.000945458+0.0405016j 0.0496573-0.0404747j -0.00629268-0.0570595j -0.022809+0.0184099j -0.0427512-0.0324108j -0.00257767-0.024152j -0.0446554+0.0331916j 0.0136863-0.023691j 0.0105019+0.0711096j -0.0119549+0.0113691j -0.0620359-0.00829099j 0.0265362-0.0193929j -0.00941022-0.124978j -0.0386892+0.0684721j -0.0394206+0.0318894j 0.0151229+0.0126581j 0.0130767-0.0118878j 0.0116882+0.0176683j 0.0792212+0.010613j 0.0255971+0.0138945j 0.0020494+0.0493431j -0.0452871+0.0187141j 0.0136103+0.0772241j -0.0485824-0.0121801j -0.017802-0.0285779j -0.0480178-0.00230843j 0.0161474+0.0817044j 2.34683e-05+0.0138842j -0.0222058-0.00911206j 0.034721-0.0190919j 0.0153298+0.0102028j -0.0234489+0.0396905j 0.0583982-0.0154328j 0.00992129+0.0223854j 0.0149572-0.000602424j 
-0.00895741-0.00714628j -0.00572805-0.00401175j -0.00684607+0.0147658j -0.0410937-0.00736244j -0.0213839-0.0179129j -0.0135127-0.0495546j 0.0179864-0.00457684j 0.0090004+0.028712j 0.00808268-0.000729035j -0.0054022+0.0326712j -0.00759858-0.00247655j -0.012317-0.0152805j -0.0277256+0.0337306j -0.0447012-0.040044j 0.0342584-0.0488236j 0.00536775+0.012543j -0.0185434+0.019188j -0.0196842+0.0238308j -0.0690447+0.0430448j 0.0049103-0.0142701j 0.0414558-0.0285146j -0.0152991+0.0474718j 0.0439264-0.0307707j 0.0348295-0.0321887j -0.0440031-0.0383704j -0.00968604-0.0531257j -0.0278726-0.0248904j 0.0261477+0.0193576j -0.0224185+0.0289139j -0.0492801-0.0299383j 0.0308738-0.0476097j -0.0409871+0.0206303j 0.000284597-0.0105813j 0.00982357+0.0251583j -0.053476+0.0506099j 0.0692411-0.00691387j -0.0281527+0.0410312j 0.00971345+0.084886j 0.100869-0.0021204j -0.012384+0.0196836j 0.00733562-0.0116382j -0.0261765+0.00235672j 0.0177533-0.00262333j 0.0106629+0.0572028j -0.00347419+0.0627207j 0.0378372+0.05602j -0.016709-0.03826j -0.0186298+0.0105456j -0.0361661-0.0299922j -0.00686243-0.0160331j 0.0272874-0.0266553j -0.0217419-0.0462441j 0.0601664-0.0197828j -0.0359823-0.0282002j 0.00907013+0.0166984j -0.0333605+0.0105615j 0.0734561-0.00417772j -0.0413854+0.0124321j -0.0216736-0.0144029j 0.0424973-0.0460068j -0.015222-0.0153885j -0.0491594+0.026544j -0.00486936-0.0213843j -0.0276568-0.00803941j -0.0242418-0.0412415j 0.0356468-0.0349286j 0.0266555-0.0276689j -0.0390714-0.0296885j -0.0063819-0.00317106j 0.00284048-0.000713142j 
0.0207172-0.00743668j 0.00440116+0.0194849j -0.000778928-0.0252645j 0.0204798-0.0265244j 0.00412831+0.0233259j -0.0124654+0.0378405j 0.020019+0.0185905j -0.0230536-0.0261381j -0.0334428+0.0158178j 0.0276434-0.0384537j -0.00551185+0.0306098j 0.0288726+0.0139032j 0.0258482+0.0139275j -0.0262797-0.000959179j -0.0232641-0.0032764j 0.00234368-0.0197367j -0.023435+0.0103531j -0.0227803-0.0198362j 0.0280337+0.00594419j -0.0112771-0.024671j 0.0191168+0.0648446j 0.0111477+0.00140762j -0.0286974+0.0360885j 0.0282217-0.00390369j 0.00316745+0.0183701j 0.018536+0.00937557j 0.0432284-0.0228147j 0.00405791-0.0366961j 0.000535405-0.00885943j -0.017228-0.00837658j -0.0162548+0.061972j 0.0369745-0.00911532j 0.0515498+0.0453271j -0.00484511+0.0314403j 0.028581+0.0354824j -0.0405227+0.0187462j -0.000354452+0.028847j -0.00528086+0.0340821j 0.00035581-0.000174921j 0.0360485-0.0228844j 0.00225157+0.00996375j -0.00226851-0.0650325j -0.0112584+0.0442189j -0.000877336-0.0504122j 0.019023-0.0526571j 0.046192+0.0606091j -0.0611742+0.0713759j 0.0334755+0.0159675j 0.0647693+0.0118084j 0.0332878-0.0848031j -0.0252912+0.0630099j 0.010404+0.0657375j -0.0403673-0.0714572j -0.0677508+0.00378304j 0.0112641-0.0411212j -0.0268155-0.0390192j 0.0109206-0.0350929j 0.00424469-0.0950086j 0.0242552+0.0279488j -0.0180517+0.00172906j -0.00118241+0.030582j 0.0337218-0.0591392j 0.0093977+0.0184668j 0.0327849+0.0264699j -0.0578574+0.0545143j -0.0564271-0.0352509j -0.0296117-0.0280144j -0.0294488+0.0548797j 0.00298518-0.0195307j -0.0225426-0.0162021j 
