0.00361179+0.00891926j -0.00958587-0.00461124j -0.00625721-0.0095932j -0.00389589-0.0112475j 0.000472112+0.00235339j -0.00117257-0.00109935j -0.00264164-0.00206868j -0.00205497-0.0100398j -0.00186771-0.00290366j -0.00165725-0.000239938j 0.00341493+0.0115393j 0.00576697+0.0102455j -0.00595628-0.00958408j -0.00455454-0.0135179j 0.00181828+0.0131939j 0.00540541+0.000799714j 0.000531898-0.000603699j 0.00168429+0.00436999j 0.00365828+0.0120392j 0.00276327+0.0067249j -0.00293109-0.0101505j -0.00401098-0.00520975j -0.00362552+0.000853067j -0.00247876-0.00345119j 0.002937-0.00479423j 0.0028844+0.0177779j 0.00071832-0.00555299j -0.0024909+0.00296226j 0.00257253-0.00855002j 0.000349523+0.00459136j -0.000246792-0.0134807j -0.00190634+0.00985456j 0.00484014-0.00321459j 0.000312508-0.00262854j -0.00255389-0.00783206j 0.000896608-0.00230432j 0.0052829+0.00658795j 0.00734706-0.00996419j -0.021716+0.0153129j -0.00176188-0.0178518j -0.00197105+0.0116504j -0.00553549+0.00754632j -0.00887287+0.00161909j 0.00595311-0.00351437j -0.00305797-0.00116281j -0.00739266+0.00407144j 0.000253732+0.00319332j -0.00675356+0.000818868j 0.00538964-0.00312788j 0.00134006+0.0016509j -0.00480707+0.00211057j 0.00875474-0.00476048j -0.00312867+0.0020857j 0.00433809-0.00427432j -0.00441873+0.00248192j 0.00967475-0.00441655j -2.90507e-05+0.000779494j 0.000267793+0.0025563j 0.00201485+0.000709137j -0.00478037+0.00557028j 0.00461274-0.00366168j -0.0154528+0.00400001j 0.00740915+0.000739041j 0.00714489-0.00480126j 0.00738592-0.00167754j -0.00427325-0.00203178j 0.00143209+0.00297808j -0.00248527-0.000576331j 0.00612312-0.0019828j -0.00841567+0.00200702j -0.00851852+0.00448952j -0.00397475+0.0012676j 0.010508+0.00200713j -0.00310349-0.00166888j 0.00902286-0.00405949j -0.000361072-0.00157239j 0.0086817+0.00253296j -0.00829462-0.00215659j 0.00679641+0.00146821j 0.00596893-0.000590396j -0.00465315+0.00204546j 0.00313375-0.000819332j 0.0124609+0.00318955j 0.00488766+0.00317873j -0.00584398-0.00313489j 0.00579425+0.000657429j 0.00384898-0.00139993j -0.00586191-0.00261946j -0.00755526-0.000665162j -0.00774783-0.00555207j 0.00905635+0.00498339j -0.0156617-0.00234502j 
0.00158-0.0016807j -0.00129393-0.000450244j 0.00122492-0.00174172j -0.00274519+0.00104153j -8.31356e-05+0.000344307j -0.00458538+0.00190599j 0.00347335-4.0359e-06j -0.000353909-0.00014193j -0.00449534-0.00120801j 0.0140732+0.00269675j 0.00358862-0.00024853j -0.000796277-0.00192513j 0.00350157-0.00553599j 0.00222532-0.00639647j 0.0100306+0.0027502j -0.00377954+0.000369781j 0.0111927-0.00160948j -0.00108955+0.00159783j 0.00843086+0.000962198j 0.00866564-0.00495831j 0.00607145-0.0103841j -0.000243157-0.0038679j -0.00819042-0.00341059j 0.00241186+0.00427209j -0.00326503+0.000360818j -0.00414813+0.00843216j -0.00641165+7.49821e-05j 0.000109675-0.00471158j -0.00149857+0.00341542j -0.00373073-0.00416885j 0.00122964-0.000913359j 0.000356846-0.00401715j 0.000143581+0.000774776j -0.00185621+0.000647284j -0.000312386+0.00520373j -0.000828349-0.00149228j 0.000727086-4.62904e-05j -0.00055614-0.000621682j 0.00342494+5.45508e-05j 0.00158558+0.000844533j 0.000699836+0.000369896j -0.00100629+0.000356668j -0.00191575+0.00241568j -0.00161692+0.000835181j -0.000674173+0.00121995j 0.00173502+4.34822e-05j 0.0016411-0.00264104j 0.000465971+0.000685429j 0.00640583+0.000645351j 0.00167255-0.00058661j -0.00860072+0.00519914j -0.00490174-0.000869532j 0.00333043-0.0023143j 0.00812142-0.00410955j 0.00224276+0.00289277j 0.00657771+0.000614761j -0.00599385+0.00383092j -0.0023462+0.000779755j -0.00155514-0.00299246j -0.00940267+0.000630206j 0.0100845+0.00220339j 0.0147659-0.000832748j 0.00832503+0.00168542j -0.00248676-0.00318988j -0.00782216+0.00854148j -0.0056189-0.00637513j 0.00718122-0.00137696j -0.0042232+0.00217946j -0.011173+0.000746033j -0.00791442-0.00490995j 0.00608085-0.00120674j -0.000633453+0.00267238j 0.0101505+0.00436849j -0.0136811-0.000258339j 0.00161131+0.000341433j 0.00812513+0.0064842j 0.000704197-0.000488436j -0.000486056+0.00330029j -0.00239815+0.000455222j 0.00177686-0.00374048j 0.00317372+0.00175996j -0.000714348-0.00144335j -0.00456128-0.000752672j -0.00127635-0.00387963j -0.00335298-0.00135023j 0.000959665-0.00111945j -0.00142431-0.00129023j 0.000704429+0.00259924j 0.00034044+0.000196639j 0.00135123+0.000749971j 0.00145131+0.000142807j -0.00106106-0.000436583j 
0.000455499+0.00144642j -0.00286916+0.00169068j -0.000602168+0.000169378j -0.00285013+0.0007374j -0.00177543-0.000555993j 0.0022242-0.000521129j 0.00150961+0.00176138j -0.0026673+0.00120241j 0.00128032-0.00149163j 0.00219969-0.00419303j -0.00171424+0.00466917j 0.00397581+0.00249188j 1.59036e-05-0.00165771j -0.000981642+0.000685674j 0.00743883-0.00535881j -0.00210208-0.000280863j -0.00848304+0.0100244j 0.0169777-0.00608838j -0.00326616+0.00716188j 0.00748533+0.0161031j 0.00144578+0.0246187j 0.0148799-0.00106229j 0.004808-0.00358344j -0.00858483-0.00593866j 0.002468-0.00729056j 0.0323144-0.0269367j 0.00440476-0.0173413j -0.00366635+0.00515346j -0.00586052-0.0107003j -4.59508e-05+0.00244678j -0.000882083+0.00141782j 0.00746554+0.01255j 0.00163878+0.00305159j 0.00114203-0.00260514j -0.00377373-0.012263j 0.00514841-0.000542057j -0.00623921-0.000780031j 0.00407074-0.00193213j -0.00208192-0.00153171j 0.00505082-7.12439e-05j 0.00349301-0.00357191j -0.00225855+0.00225017j -0.00071044+0.0011122j -0.000270057+0.000770207j 0.000447274+0.000753946j -0.000487233+0.00108194j -0.000576829-0.000405398j -0.000264315-0.000883398j 0.00165099+0.000199523j 0.00318022+0.00138365j 0.000103592+0.00185682j -0.00327004-0.000229502j 0.000747898+0.00175596j 0.00106989-0.000485549j 0.000375637+0.00305198j -0.00431595-0.00246525j -0.00242525+0.00218784j 0.00239684-0.00132721j 0.00201351+0.00892341j -0.00939577-0.00719931j 0.0010326-0.00337288j 0.0046731+0.00400406j -0.00372978-0.00100232j 0.00103905+0.00796009j -0.00823575-0.0117742j 0.0105261+0.0175128j 0.00689556+0.00650632j -0.00536564-0.0125849j -0.00188876+0.00096489j -2.63572e-05-0.00290182j -0.00224684+0.00364855j 6.44121e-05+0.00378938j 0.00520977+0.000257046j -0.00766311-0.0175953j -0.000184099+0.000111108j 0.0038481-0.0165503j 0.003099+0.00436391j -0.00050304-0.00633158j 0.000662275-0.00123427j 0.00288339+0.0134236j -0.000621884+0.000138524j 1.96712e-05+0.00466005j -0.00278317-0.0063473j -0.000757991+0.00838077j -0.00334606+0.00281602j 0.000379888+0.00453934j -0.0010898+0.0047225j -0.000469236-0.00315479j 0.00110221-0.00166191j 0.000190151+0.000411177j 0.000767741+0.00255802j 0.00101746-0.000334591j 
-0.0016674+0.00021352j 0.00399959+0.000500128j -0.00236782+0.00322944j 0.00651502-0.00290836j 0.00481197+0.00301501j 0.0116339-0.00694086j -0.0100845+0.00194205j 0.000155972+0.00378197j 0.00141484+8.41221e-06j -0.0130071+0.00250358j -0.0250877+0.00532814j -0.000986133+0.00622752j 0.0116164+0.00423887j 0.0027601-0.00358721j -0.00498466-0.00706341j -0.00787836-0.0163576j 0.00419299+0.00233287j 0.00675552-0.00801999j -0.00662223+0.0131797j -0.014688-0.00721211j -0.0305628+0.000255844j 0.00995375-0.00923618j 0.00615826-0.00875624j -0.0188896+0.006546j 0.00514409+0.000969581j 0.0160904+0.00832491j 0.000963541-0.0046468j -0.0114023-0.00494807j -0.00871036+0.00591755j -0.00439188+0.0031157j 0.00393844+0.00248656j 0.0117709-0.000849893j -0.00294285-0.00429282j -0.0037581-0.000420369j 0.000554208+0.000522005j -0.0013748-0.000166675j 0.000720033-0.00350718j -0.00518956+0.00288631j -0.00115182-0.00157229j -0.000897799-0.000936606j -0.00334855+0.00197159j 0.000408838-0.00278073j 0.00192268-0.00312212j 0.00255363-0.00125887j -0.00200871-0.00464253j -0.00309807+0.000380053j 0.00186382+0.00217605j -0.000839173-0.0015517j 0.000712188-0.00267267j 0.00134384+0.00626955j -0.00451297-0.00465655j 0.000836315+0.000942235j -0.00209267+0.00199811j 0.00213665-0.000600494j -0.00243142-0.00159754j 0.00686166-0.0096118j -0.00511153+0.00079615j 0.00434856-0.00522147j -0.00402955+0.000707024j -0.00431254+0.00177327j 0.00267019+0.00667246j 0.00202496+0.000367836j 0.00558052-0.000148265j -0.00585161+0.00172353j -0.00252808+0.00226172j -0.00301644-0.00622949j -0.000250232-0.00146682j 0.00419296+0.0064926j -0.00914337-0.00138068j 0.000766519-0.0036823j -0.00418694+0.00129438j 0.00145084-0.00378389j 0.00616969+0.00244958j -0.0044913+0.00168085j -0.00284324-0.0040135j 0.00243526+0.00740847j -0.00302451+0.00508176j 0.00187387+0.00315816j 0.00173906-0.000437002j -0.00314244-0.00383016j 0.00148957-0.00150748j -0.000425782+0.00130266j -0.00119934-0.00114216j -0.000981881-0.00475354j 0.000921863-0.0014528j 0.00198552-0.00181879j 0.000280774-0.00221137j -0.00138397+0.00210188j 0.000196349+0.00280499j -1.00023e-05-0.00119797j 0.000322305-0.00261981j 0.000306964-0.000422105j 
0.00255543-0.00105528j 0.000667701+0.00148899j -0.00438709-0.00448191j 0.00172535+0.000965503j 0.00549664+0.00309792j -0.0129122-0.00896825j 0.010477+0.00460493j 0.00649953-0.000220462j -0.00534995-0.0142386j -0.0118212-0.00839012j -0.00242955-0.0145238j 0.0212863+0.0132213j -0.000255651+0.0190397j -0.0242513-0.0141272j 0.00587901-0.0208177j -0.0228554-0.0113264j 0.00440677+0.00147555j -0.00792709-0.00872524j -0.0186773+0.00490595j 0.00228478+0.00271965j -0.0028895+0.0080554j 0.0142712-0.00226119j 0.00102711-0.00127631j 0.00964861+0.00321064j -0.000932869-0.000295652j -0.00344371+0.00744513j 0.00282881-0.00281549j -0.00746901+0.00423269j 0.00318498+0.00316519j -0.00233751+0.00224864j -0.00299131+0.0012055j -0.00502491-0.00031756j -0.00169412+0.0016551j -0.00423616+0.0011162j -0.00275414-0.000410372j 0.00121081-0.000933363j -0.000103344-0.000794038j -0.00159189+0.00120237j 0.00134414+0.000171586j -0.00206243-0.00113077j -0.00194801-0.00130663j -0.00244165-0.000150267j 0.00383524+0.00523903j -0.00101678+0.0035561j -0.00259797+0.000793854j 0.00463913+0.00648842j -0.000826355-0.00713237j -0.003713-0.00470606j -0.0026396+0.000357231j 8.30502e-05+0.0123775j -0.000331102-0.0159883j -0.00214689+0.00334168j -0.000182192+0.00644035j 0.00490492-0.0118197j 0.00471888-0.010644j 0.00606526-2.05471e-05j -0.00143937+0.000320352j 0.00212194-0.0175285j 0.00199142+0.00454693j 0.00207978+0.00696399j 0.00324362-0.00546356j -0.00620616+0.0112537j 0.00252311-0.00814356j -0.00130726+0.0106268j 0.00332754-0.00222191j -0.000409945+0.000209285j -0.00575417+0.00880462j -0.00174368-0.000641878j -0.00249745+0.00703723j 0.000689627-0.00168261j -0.000515837+0.0011943j -0.000506085-0.00206636j -0.00365822+0.00221202j 0.000650615+0.00197507j -0.00197164+0.000439819j -0.00254749+0.00192113j -0.00146907+0.00359657j -0.000446194+0.00231378j -0.00116696+0.00274351j 0.000131773-0.000934608j -0.000712497-0.000393193j 0.000613346-0.00120887j 0.00237661-0.00112502j 0.000533984-0.000545614j 5.05541e-05+0.00251619j -0.000308458-0.000895255j -0.000659967+0.00260272j 0.000455587+0.000615943j 0.000326995+0.00200922j 0.00026493-0.00141365j 0.00088431-0.00104974j -0.000325241-0.0010992j 
-0.00242109+0.00093962j 0.00167976-0.000783019j -0.00228357-0.000312878j 0.00103213+0.000109207j 0.00257311-0.000412704j -0.00324631-0.00542922j -0.00288136-5.4473e-05j -0.0054653-0.00113261j -0.00723527+0.0058779j -0.00328396+0.00279845j -0.000392036-0.00519728j 0.0136583-0.00724679j 0.0203226-0.00779744j 0.00624805-0.00817632j -0.00541026-0.0107993j 0.0103314-0.0178244j 0.0100784-0.00418748j -0.0119703-0.00969562j 0.00846864+0.0140844j 0.0044602+0.00183572j 0.0120678+0.00296757j 0.00120162-0.0150798j 0.00446605-0.0193387j -0.00666959+0.0173381j -0.00347697-2.21946e-05j -0.00226657-0.000149819j 0.000720318-0.00354186j -0.00816144+0.0111916j 0.00231138+0.00684406j -0.000223261+0.00764206j 0.00133992-0.00107752j -0.0052462+0.00149755j -0.000250287-0.00174961j -0.00179862-0.00214732j 0.000342296-0.000417468j -0.000716524+0.000152285j 0.00155936-0.00301301j -0.00180863+0.00210466j -0.000726454-0.000159898j -0.000153832-0.00056308j 0.000956496+0.000167933j 0.00107391-0.0018984j 0.00153744+0.000837517j 0.000819967+0.00092707j -0.00125856-1.64691e-05j 0.000708871+0.00173678j 0.000683771+0.000799052j -0.000971673+0.000662207j 0.000624611+0.000526226j -0.00207595-0.000160805j -0.000487637-0.0031133j 0.00243328+0.000515074j -0.000782965-0.000379313j 0.000435457-0.00472785j 0.0014194-0.00440185j 0.00207591-0.00148967j 0.00127409+0.00277781j 0.000461804-0.00126727j 0.00937004+0.0104593j 0.0028967+0.00605263j 0.00310418-0.00144424j -0.00232956-0.00154339j 0.00259747-0.0070259j 0.00424343+0.00767734j -0.00146903+0.000661705j 0.00081864-5.34529e-05j -0.00785358-0.00240639j 0.000416512-0.00605377j -0.0018713+0.00409173j -0.00119656+0.00182458j 0.0024599+0.00375347j 0.00188041-0.000310842j -0.00386346-0.00650204j -0.00123244+0.00359176j -0.00402528-0.00563536j -0.00204474-0.00134849j -0.00165788+0.00598353j 0.0014741+0.00201814j -0.000228883-0.00204799j -0.000279213+0.0029376j -0.00213316-0.00161727j 0.00040148-0.00444194j 0.00109702+0.00102083j -0.00169347-0.00311584j 0.00109968+0.000243842j 0.000356979+0.000695597j -0.000163332+0.000426813j -0.000233347-0.00144252j 3.03928e-05+0.00300058j -0.000559417-0.00117934j -0.000872356-0.00107199j 9.8168e-05-0.000264016j 
-0.000299622-0.000981151j -0.00293817-0.0023887j 0.00552724-0.000207707j -0.00562502-0.00177924j -0.00852191+0.000145984j 0.00318983+0.00577634j 0.000314441-0.00287418j 0.00300378-0.00409103j 0.00366444-0.00058391j 0.00634609+0.00310844j 0.00800446-0.00282731j -0.00667836-0.0098981j -0.0230205-0.000173454j -0.00339765+0.00712484j 0.0175898-0.00733401j -0.00364651-0.00178921j -0.00808104-0.00672354j 0.00779093-0.0135261j -0.0187922+0.0306168j -0.00433784+0.00100479j 0.00407163+0.00742506j 0.0200808-0.0303041j 0.0073791-0.0184059j -0.00130996+0.0234786j -0.00489842-0.00186876j -0.00216832+0.00304984j 0.00430057-0.0030478j -0.0174211+0.0173748j 0.00239992+0.00604251j -0.00633159+0.00995394j 0.00112062-5.72455e-05j -0.0047651+0.000772156j -0.00266789-0.000162296j -0.000308723-0.00144007j -0.00100108+0.0018649j -0.00157637+0.000222117j 0.00190034-0.00273541j -0.000152145+0.00047948j 0.00332068-0.000964824j 0.00220031+0.00322149j 0.00330364+0.0021388j -0.00185852+0.000675144j -0.00418001-0.00197512j -0.000447541-0.00276006j 0.00445925+0.00192757j -0.00187922-0.00304912j -0.00116452+0.0053353j 0.000529526+0.004745j 0.00382542+0.00419826j -0.000629624-0.00644667j 0.00142666+0.0117419j 9.57694e-05-0.00171505j 0.00182009-0.00728269j -0.000498966+0.00538168j -0.00746135+0.00102721j -0.00330481-0.00265442j 0.00608806+0.00448281j 0.00179545+0.0154678j 0.00475225+0.00887811j 0.00582473+0.00294911j 0.00107435+0.00285874j 0.00158763-0.00824651j -0.00130832-0.00714693j 0.00765217+0.00253523j -0.000367774+0.00769991j -7.31434e-05-0.00315306j -0.00482555-0.0120453j 0.00661975+0.000303234j 0.00162709+0.00109473j -0.00295565+0.000620939j 0.000179883+0.00298328j 0.00281043+0.00163325j -4.69765e-05-0.0103783j -0.00303883+0.00414145j -0.00304883-0.00804949j -0.000197608-0.000130986j -0.000987804+0.00846513j 0.00248681-0.0018418j 0.00111248-0.00522008j 2.67196e-06+0.00473223j -0.00153416+0.00060144j 0.000980148-0.0064459j 0.000169335+0.00200889j -0.000746977-0.00365247j -2.2756e-05-0.000840817j 0.00087549-0.000241884j 6.43979e-05+0.000196257j -0.000491755-0.000499602j -0.000192923+0.00180992j -0.000853997-0.000526086j -0.000147604-0.000914719j -7.445e-05+1.53986e-05j 
-0.000540671+0.000735266j -0.00494424-0.00131698j 0.00491644-0.00176907j -0.00417482-0.00389j -0.0122455-0.00053419j -0.00291196+0.00218485j -0.00855255-0.00953347j -0.00321567-0.0146004j 0.00745584-0.00343376j 0.000374824-0.00686767j -0.0155909+0.00162541j -0.00136184-0.00329059j -0.0165228+0.0166713j -0.00575318+0.0112j -0.0136854+0.00121656j 0.00113199+0.00353967j -0.0100217-0.0109578j -0.000201406+0.014445j -0.0158521+0.00525768j -0.00978676+0.00115998j -0.0186803+0.0104911j 0.00509362+0.000508618j -0.00624631+0.016793j -0.00100498-0.0116247j 0.00209942+0.00524695j 0.00682211+0.0105839j 0.00453859+0.00435325j -0.00850812+0.00275454j 0.00366241-0.00463067j 0.00403337-0.00245541j 0.000753572+0.0107121j 0.0025221+0.00278727j -0.00371742+0.000474828j -0.00293605+0.00196288j 0.00196526+0.0017373j -0.00324642-0.000667187j 0.00657566-0.00383301j -0.00458255+0.00118851j 0.00389628+0.000437861j -0.000401406+0.00445726j 0.0035788+0.00253522j -0.00285643-0.000470686j -0.00371548-0.0019546j 0.00227393-0.00626126j 0.00450073+0.00289567j -0.00331459+0.00310985j 0.00261069+0.0084471j 0.00202285+0.00230345j 0.00121489+0.000309929j -0.00252182-0.00134053j -0.00375567+0.00098948j 0.00299766-0.000681666j 0.00246149-0.00245161j -0.0018374-0.00359848j 0.00161429-0.00455842j -0.000465581+0.00176086j -0.011383-0.0050494j 0.00433079+0.0115873j 0.00305856+0.00561827j -0.000472822-0.0100164j 0.00115049+0.00651575j -0.00121552-0.00568666j 0.000661419-0.00145167j -0.00437827-0.00863277j -0.00816482-0.00825752j -0.00652978-0.00552923j -0.0051235-0.000450334j -0.00930117-0.00256066j -0.00319686-0.00756759j 0.00298654+0.00120702j -0.00700765-0.00601153j -0.00431496-0.00278687j -8.58647e-05+0.000470753j 0.000117336-0.00580835j -0.00379957-0.00162616j -0.000806641+0.00905062j -0.00341859+0.00146216j 0.00293549-0.00479878j 0.00147914-0.000378553j -0.00186934-0.00240585j 0.00110156+0.0040261j -0.000386149+0.000113282j 0.000484342-0.000936883j -0.00252876-0.00426229j 0.00404761-0.00137638j -0.000860686-0.00369693j 0.000384433+0.0012817j 0.000593361-0.000917742j -0.000492766+0.00365137j -0.000296548-0.000861216j 0.000315246-4.40276e-06j 0.000976114+0.00134858j 
0.000362252+0.00168663j -0.00346509-0.00162826j 0.0026762-0.00208687j -0.00512918-0.00168936j -0.00730435-0.00403037j -0.0138088-0.00343305j -0.0132849-0.0116054j -0.0117547-0.0177525j -0.00419752-0.00139195j -0.00392467+0.00374292j -0.0149626-0.012446j 0.00882972-0.00924274j 0.0205768+0.00106241j 0.00820117-0.00659529j -0.0280186+0.00156639j 0.0175474-0.0146491j 0.00247333+0.00575672j -0.0106679-0.0018723j 0.0133914-0.000983859j 0.00563433+0.00198894j 0.00800373-0.00084014j -0.0117155+0.00377996j -0.00185727-0.0111395j -0.00902681+0.00437391j 0.00311272-0.000438089j 0.0016256-0.00625945j 0.00107854-0.00117107j 0.00348134-0.0012447j 0.000660013+0.00266137j 0.00647955-0.00163849j 0.00335705+0.0020157j 0.000413524-5.00177e-05j -0.000818784-0.00189524j -0.000529578+0.00123029j 0.000930659+0.000914436j -0.00057724-0.0012923j 0.00381952+0.000317964j -0.00109636+0.000182689j 0.00166495+0.00355556j -0.000175046+0.00224377j 0.00410104+0.00199686j -0.000318349-0.00163556j -0.00323795+0.00285351j -0.000845212-0.00455386j 0.00206105+0.00415596j 0.00618491+0.00722306j 0.00260228+0.00754519j 0.00663836+0.0028143j 0.000224714-0.00953036j 0.00477026-0.00546521j -0.00298786-0.00453871j -0.00060172+0.00925147j -0.00337614+0.00432442j 0.0100021-0.0174165j -0.00944731-0.00322308j 0.00260935+0.00724641j 0.00674499+0.00825359j 0.00731911+0.000532389j -0.00939293+0.0127378j 0.000836462-0.00487713j -0.000417629-0.000303867j 0.00770697-0.0107123j -0.00391686-0.0109433j 0.00532348+0.00427496j 0.0116255+0.000264252j -0.00364353+0.00212979j 0.00235211+0.00440027j 0.00773546+0.00318086j -0.00044141+0.000964873j -0.00556158+0.000110194j 0.00258838+0.00134269j 0.00473061+0.000107121j 0.00340782-0.00257273j -0.00274915+0.00123495j -8.96936e-05+0.0016447j 0.00489998+0.00118628j 0.00271263-0.000800474j -0.000168518+0.00290294j -0.000629772-0.00219314j -5.87809e-05+0.00161806j 0.00142755-4.28047e-05j -0.00365289+0.000393976j -0.00294637+0.000547402j 6.65999e-05-0.00202743j 0.00129541-0.00241026j 0.000425115+5.31068e-05j 0.000230187+0.00177035j 0.00079939-0.00164681j -0.00104314+0.000290629j 0.000930743-2.93076e-05j 0.000118639+0.00183763j 0.000787614+0.000490036j 
-0.00163572-0.000347745j 0.00581734+0.0027932j -0.00611927+0.000112338j 0.0115553+0.00127475j 0.0138061+0.00561617j 0.0138841-0.00143052j 0.00903757+0.0153452j -0.00163636+0.0156344j 0.00893965+0.00600152j 0.00479054+0.000955272j 0.00222922+0.0227988j 0.000683702+0.00358863j 4.42714e-05-0.00568931j 0.0127579-0.00726017j -0.0150602+0.0113735j 0.0146609-0.00611476j -0.00126213+0.00526407j -0.00237915+0.00516731j 0.00747648+0.00138668j -0.000142749+0.00266697j -0.00422504-8.36835e-05j -0.00616083-0.00223115j -0.00319038-0.00272479j -0.00654623-0.00044731j 0.00331642+0.00518591j 0.00632968+0.000124871j 0.00159192-0.000313608j 0.00011708+0.0038912j -7.92326e-05+0.000636509j 0.00667638+0.000755797j 0.0029442-0.000798861j 0.00271587+0.000549651j 0.00554911-0.000880877j -0.00348277-0.00268287j 0.00259968-0.00209425j -0.00414508+0.00201409j 0.00188767-0.00409998j -0.0060839+0.00373664j -0.00485236-0.00257859j -0.00461048-0.00466813j -0.00545395-0.00297711j 0.00363166-0.00275565j 0.00831265-0.00489169j 0.00748873+0.00388231j -0.00597437-0.00981191j -0.00428984-0.00660557j 0.0012089-0.0091136j -0.00368213-0.00759487j -0.00514943+0.00466369j -0.00553698+0.00376615j 0.00461796-0.00158062j -0.00608724-0.00899429j 0.000695552-0.00374781j -0.00161564+0.00609214j -0.00800466-0.00189934j 0.00967644-0.00415666j -0.00030956-0.00125875j 0.0128561-0.00359404j 0.00806957-0.00919512j 0.000835231+0.00445173j -0.00139406+0.00105612j -0.00743581+0.00835663j -0.0114484+0.00272118j 0.00200855+0.00557977j -0.000366373+0.00306484j -0.00743116-0.00418267j -0.000893977+0.00327341j 0.00443797-0.00485953j -0.00423609-0.00247052j 0.00172753-0.00122563j -0.000859622+0.0031332j 0.00207122+0.00216238j -0.0043187+0.000488815j 0.00153853-8.76486e-05j -0.00316808-0.00485426j 0.0040231+0.00124755j -0.00163801+0.00381185j 0.000129255+0.00117622j -0.00200361+0.000445157j -0.00364197-0.00499784j 0.00103563+0.00154996j -0.000626209-0.0030725j 0.00154476-0.000971846j -0.00405378+0.000129675j 0.0040607+0.0033399j -0.00123951-8.11783e-05j 0.000760797-0.00256312j -0.000727365-0.0024827j -0.00232143+0.00342116j -0.000617528-0.00181697j 0.000765497-0.00202355j 0.000423624+0.000917373j 
-5.75999e-05+0.0021244j 0.00141662-0.0010868j -0.000769058-0.00274893j 0.00197692+0.000925936j 0.00499388-0.00151287j -0.00375445-0.00177889j 0.000274276+0.0045717j -0.00316997+0.00276391j -0.00679493+0.0079136j 0.0138721-0.0106851j 0.0106744-0.00440309j 0.00318866-0.0087908j -0.0172751+0.0218242j 0.00832234-0.00666416j 0.00671264+0.000789328j 0.0185088-0.0205319j -0.00400656+0.0114588j 0.00905005+0.0109854j -0.0204166+0.00729076j 0.00404509-0.00913508j 0.0180851-0.0167732j 0.0267986+0.00212772j 0.00825565+0.00239037j -0.00467441-0.0135957j -0.0139043+0.00525667j -0.00367894+0.0126682j 0.015793-0.0021087j -0.0147095-0.00276279j 0.00761447-0.00658641j 0.00749874-0.0103566j -0.0112673+0.00544349j -0.0120246+0.0104052j -0.00275399+0.00187664j -0.00776656+0.00376628j -0.003008-0.00219949j 0.00201728-0.00188394j -0.000187803-0.000356212j -0.00185596+0.000207259j -0.0010014+0.000248072j -0.00128728-0.0038336j 0.00181704-0.00320525j -0.000253026-0.00130656j 0.0023068+0.00084831j 0.000864667+0.00016799j 0.000762766-0.00152919j 0.00495569-0.00160034j -0.00463883-0.001413j -0.00174356+0.00120682j 0.00376111-0.0032627j 0.000560143+0.00464746j 0.00436316+0.000281499j 6.60248e-05-0.00375484j -0.00228596-0.00123706j 0.000638694-0.00333557j 0.000602468-0.00179715j 0.00105816-0.0074197j 0.00240074-0.000923812j 0.00163541+0.00382869j -0.0122221-0.0124124j -0.00192414-0.00111907j -0.0034251-0.00302876j 0.00428576-0.00262413j 0.00338743-0.004427j -0.00758036-0.00283149j -0.003996+0.00170743j 0.000893948+0.00612663j -0.00767867+0.00302119j 0.00872637+0.00480505j -0.00349499-0.000336294j 0.000957252+0.00272998j -0.00434745-0.0100913j 0.000768169+0.00108337j 0.00632887+0.00732745j -0.00244712+0.000782499j 0.00419953+0.00088278j -0.000829489-6.84549e-05j -0.00206386-0.00423118j 0.00221271-0.00210649j 0.00109933+0.00565446j -0.00111588-0.00141022j -0.00385598+0.000236636j -0.00472778+0.00100512j 0.00077106-0.00338321j -0.000493211+0.00607749j -0.00182919-0.000131639j 0.00398534+0.00143396j 0.00182648+0.00559372j -0.00175116-0.00108024j -0.000457763+0.000404064j 1.50284e-05-0.000583761j -0.00120621-7.193e-05j -0.00103936-0.000685869j 
