0.00361179+0.00891926j -0.00958587-0.00461124j -0.00625721-0.0095932j -0.00389589-0.0112475j 0.000472112+0.00235339j -0.00117257-0.00109935j -0.00264164-0.00206868j -0.00205497-0.0100398j -0.00186771-0.00290366j -0.00165725-0.000239938j 0.00341493+0.0115393j 0.00576697+0.0102455j -0.00595628-0.00958408j -0.00455454-0.0135179j 0.00181828+0.0131939j 0.00540541+0.000799714j 0.000531898-0.000603699j 0.00168429+0.00436999j 0.00365828+0.0120392j 0.00276327+0.0067249j -0.00293109-0.0101505j -0.00401098-0.00520975j -0.00362552+0.000853067j -0.00247876-0.00345119j 0.002937-0.00479423j 0.0028844+0.0177779j 0.00071832-0.00555299j -0.0024909+0.00296226j 0.00257253-0.00855002j 0.000349523+0.00459136j -0.000246792-0.0134807j -0.00190634+0.00985456j 0.00484014-0.00321459j 0.000312508-0.00262854j -0.00255389-0.00783206j 0.000896608-0.00230432j 0.0052829+0.00658795j 0.00734706-0.00996419j -0.021716+0.0153129j -0.00176188-0.0178518j -0.00197105+0.0116504j -0.00553549+0.00754632j -0.00887287+0.00161909j 0.00595311-0.00351437j -0.00305797-0.00116281j -0.00739266+0.00407144j 0.000253732+0.00319332j -0.00675356+0.000818868j 0.00538964-0.00312788j 0.00134006+0.0016509j -0.00480707+0.00211057j 0.00875474-0.00476048j -0.00312867+0.0020857j 0.00433809-0.00427432j -0.00441873+0.00248192j 0.00967475-0.00441655j -2.90507e-05+0.000779494j 0.000267793+0.0025563j 0.00201485+0.000709137j -0.00478037+0.00557028j 0.00461274-0.00366168j -0.0154528+0.00400001j 0.00740915+0.000739041j 0.00714489-0.00480126j 0.00738592-0.00167754j -0.00427325-0.00203178j 0.00143209+0.00297808j -0.00248527-0.000576331j 0.00612312-0.0019828j -0.00841567+0.00200702j -0.00851852+0.00448952j -0.00397475+0.0012676j 0.010508+0.00200713j -0.00310349-0.00166888j 0.00902286-0.00405949j -0.000361072-0.00157239j 0.0086817+0.00253296j -0.00829462-0.00215659j 0.00679641+0.00146821j 0.00596893-0.000590396j -0.00465315+0.00204546j 0.00313375-0.000819332j 0.0124609+0.00318955j 0.00488766+0.00317873j -0.00584398-0.00313489j 0.00579425+0.000657429j 0.00384898-0.00139993j -0.00586191-0.00261946j -0.00755526-0.000665162j -0.00774783-0.00555207j 0.00905635+0.00498339j -0.0156617-0.00234502j 
6.89876e-05+0.000260702j 0.000799955-0.000516781j 0.00148527+0.000951108j -5.00137e-05+0.0021255j -0.000944728-0.00382967j 0.00152243-0.00517926j -0.00666084-0.0026803j 0.00446013-0.00248927j -0.00291976-0.00129171j -0.00390407+0.00276953j -0.0168655-0.00266202j -0.0129991+0.00859151j -0.0231361+0.0191908j 0.00073585-0.00380667j -0.0132506-0.00383244j -0.00175815+0.000111202j -0.0138046+0.0331075j 0.0107679-0.0255365j -0.00856413+0.00379505j -0.00410523-0.0103562j -0.00226626-0.018742j 0.00491668-0.00647576j -0.00135103-0.0136635j -0.00329759+0.00404071j -0.00197795-0.00580029j 0.00307255-0.0208703j 0.00124634-0.00630844j 0.00398658-0.00828097j -0.00479544+0.00549729j 0.00784692-0.000406173j -0.00313308-0.00701394j 0.00781187-0.00535721j -0.00310641-0.00576219j -0.0023347+0.00232578j -0.00653447+0.00235236j 0.00375233-0.000784564j -0.00447729+0.00622352j 0.00129033-0.00239905j -0.00177062+0.000696015j 0.00263169-0.00139256j -0.000916743+0.00199616j 0.000236362+0.00164825j 0.000742246-0.000546948j 0.00135811-0.00300168j -3.69809e-05+0.00195176j -0.00447923+0.00343333j 0.00310636+0.00357238j 0.00110466-0.000160298j -0.00287842-0.000816977j -0.00389338+0.00188051j -0.00509571-0.0030089j 0.00766691+0.00185521j 0.00471357+0.00188322j 0.00167517-0.00330023j 0.00892516+6.90189e-05j 0.00234505-0.00421273j -0.00389791+0.00891385j -0.00590103-0.0121328j 0.0133153-0.000984727j -0.00307039+0.00722257j 0.00350713-0.0052031j -0.00151789-0.00481836j 0.00923183+0.00283267j -0.000646287+0.00186889j -0.00838409+0.00273852j -0.00537572+0.00547625j -0.00168919-0.00153495j -0.01113+0.00292637j -0.00889622+0.00729764j 0.0033208+0.000171034j 0.00808408+0.00840581j -0.00101738-0.00119497j -0.00486964-0.000598031j -0.00578673+0.00740064j -0.00264745+0.00556064j 0.000617797-0.00848065j -0.00217579-0.00290633j -0.00157759+0.00709797j 0.000759539-0.00052069j -0.00242153+0.000929338j -0.00181905-0.00702105j 0.00162205+0.00420054j 0.00172413+0.000730312j -0.00156882-0.000773274j 0.00272789+0.000986472j -0.000425544+0.000508628j -0.0013181-0.00263273j -0.00198039+0.00272337j 0.000994806-0.00344998j -0.000837046+0.00134022j -0.000107613+0.00118179j 0.000414368-0.00172155j 
-0.00150146+0.000838849j 0.00158113-0.00180918j -0.00298776+0.00381584j -0.00291645+0.000240854j 0.00389822-0.00495926j -0.0048178-0.00355792j -0.0109151+0.00178835j -0.00733482+8.26417e-05j -0.0151306+0.00742818j -0.000357105+0.00207801j -0.00579924-0.00079919j -0.0079476+0.00647556j 0.0122781-0.00109919j 0.00148884+0.00897034j 0.00879706-0.00957359j -0.0169189+0.0136157j 0.00464579-0.0161517j 0.00414297+0.00128916j 0.00761527-0.00582088j -0.00368896+0.00557976j 0.00568209+0.0119348j -0.00116886+0.00638233j 0.00218995+0.0116998j 0.00574574-0.00492898j -0.00300791-0.00390323j -0.00494357+0.00777001j -0.00525005+0.00519363j 0.00290527-0.00123405j -0.0003296-0.00272192j -0.00742222+0.00496977j 0.000396422-0.000545363j -0.00237262+0.00169672j -0.00285097+0.000928734j 0.00526981-0.00219024j 0.00183489-0.00303586j 0.00113112+0.00039662j -0.00212214-0.000789081j 0.00490619+0.000112286j -0.00104482+0.00113051j 0.0011047+0.00222321j -0.00025975+0.00176132j 0.00152518-0.0011557j -0.00181074+0.00189445j -0.0038106+0.00258945j -0.000946862+0.00436456j -0.000889698+0.00298515j -2.69651e-05+0.00046755j -0.00182392+0.00170132j -0.00485959+0.00124175j 0.0040971-0.0030391j -0.00280263-0.000510941j 0.0017392+0.00140859j 0.00550296+0.00657484j 0.00287583-0.00104272j -0.00286648-0.00231748j 0.00469595+0.00382735j 0.000791627-0.00476036j -0.00356986-0.000783119j 7.47295e-05+0.00726383j 0.00238595-0.00034661j -0.0076821-0.000254375j -0.00112527+0.00343883j -0.00785165+0.00069252j 0.00532987-0.000609559j 0.00480765-0.00478242j 0.000449402-0.00733476j 0.00527239+0.00184627j 0.00166368-0.00143109j 0.00374168-0.00174557j 0.000894856+0.000205533j 0.00135499-0.00177345j -0.000445856+0.000115597j 0.000416157+2.33251e-05j 0.00035256-0.0040594j -0.0013749+0.000343098j -0.00489773+0.00247295j -0.00170643-0.00371233j 0.00366849-0.00181891j 0.000601258+0.00135433j 0.00119345+0.00191798j -0.000156139-0.000584558j 0.00480679+0.00169353j 0.000406606+0.00136044j 0.00152423-0.000479583j -0.00206323-0.000602014j -0.00156455-0.000166657j -0.000567473+0.000148124j 0.00147168+0.00041741j 0.00204862-0.000232762j -0.000634613+0.000247532j -0.00092609-0.000109055j 0.000113536+0.000461217j 
-0.0052382-0.000289885j -0.00263624-0.00215742j 0.00195156+0.00075249j -0.00437447+0.00229722j -0.0122937-0.00379577j 0.00931537-0.00656528j -0.006019-0.0089797j 0.0258784+0.00739693j -0.0135364+0.00726371j -0.0226217-0.00706849j -0.0100659-0.011538j 0.0141635-0.000665095j 0.0136279-0.0254186j -0.00258413-0.00107324j 0.0163937-0.0121435j -0.0036609-0.0046191j 0.0123695-0.0142568j -0.0142497+0.00987161j 0.00582544-0.0202427j -0.00601821-0.0087215j -0.00665542-0.00752334j 0.00290202+0.0100496j -0.00199438+0.00839298j 0.00203022-0.00685982j -0.00274121-0.00115858j 0.0060177-0.00433684j -0.00120727+0.003859j -0.00134959-0.00548638j -0.000264827-0.00290418j 0.00537447-0.00154291j -0.00476502-0.00159465j 0.00178356+0.00331037j 0.000160582-0.00488452j -0.000644394-0.0015628j -0.00392712-0.00152126j 0.00126964+0.00304949j -0.00231844+0.000702115j -0.00144295-0.00361982j -0.00173364-0.00375328j 0.00578426+0.00252072j 0.00235626+0.00124751j 0.00249552+0.00213367j -0.00106617-7.45319e-05j 0.000565505-0.0016962j 0.00571287+0.0104655j -0.00627629+0.00372898j 0.00619956+0.0102579j 0.000660344-0.00812092j -0.00684023+0.00991667j 0.00127879+0.00327138j 8.00166e-05+0.00557309j -0.00260505+0.0113873j 0.000917437+0.00310454j 0.00689504+0.00491558j -0.0111812+0.00902535j 0.00714229-0.006245j 0.00499058-0.000260463j 0.0123181+0.00574349j -0.00114178-0.00347656j 0.0033403-0.00521948j -0.00723479-0.00312293j -0.00944649+0.00011313j -0.00942392+0.000880886j -0.000485134-0.00238312j 0.00356759+0.000210971j -0.00827777-0.000752074j -0.00346516-0.00027611j 0.00269155+0.0138644j -0.00319599-0.00453103j 0.00659457+0.000176692j -0.000751261-0.00347545j 0.00383971+0.00227558j -0.00455188+0.00160907j -0.00116937-0.00202582j -0.00449761-0.000993259j -0.00282389+0.000459004j -0.00188733-0.00304518j 0.00105219+0.000596908j 0.000214964+0.0016678j -0.00390293-0.0015431j -0.000722452-0.000608082j 0.00175715+0.00150454j 0.00300074+1.46327e-05j -0.00101173+0.000899691j 0.00373684+0.00195282j -0.00171246+0.000683139j -0.00166326+0.000809379j -0.00183946-0.000654085j -0.0012262-0.00196972j -0.00164472-0.00019382j -0.000267441+0.000368301j 0.00143624+0.00229443j 
0.00305552+0.00134733j 0.00134693-0.00157739j 0.000510998-0.000372418j -0.00139484-0.000479043j 0.00646722+0.00449628j 0.00435179+0.000986495j -0.000617441+0.0113118j -0.0155285+0.00227719j 0.00324153-0.00100211j -0.0122099+0.0203157j 0.00469628+0.00267989j -0.00413605+0.00554035j 0.00810774+0.00110547j 0.00267014+0.0102216j 0.00767611+0.00731362j 0.000738845+0.00219578j -0.0045359+0.00378679j -0.00525924-0.00299964j -0.0116126-0.000923646j -0.00354141+0.00842199j 0.00400205+0.00049742j 0.00822411+0.014665j 0.014481+0.00123842j 0.00185169+0.00107931j -0.000967752-0.0123388j -0.010189+0.00696739j 0.00562202+0.00167387j 0.003761-0.00747365j -5.6526e-05-0.00287348j 0.00259904+0.00127946j 0.00351511-0.00768683j -0.00171832-0.00231008j -0.0076738+0.000839897j 0.00138395-0.00244865j -0.0032925-0.00504105j 0.00104486+0.00135922j -0.00247342-0.000912158j 0.00562287+0.00153832j -0.00217702+0.00325542j -0.00109336-0.000630175j -0.00144462+0.000153146j 0.000617539-0.0046925j 0.00057977-0.000458747j 0.00200703+0.000522724j -0.0041563-0.0046749j -0.001564+0.00118004j 0.000274158-0.00204802j 0.00246847+0.00190194j -0.00180081-0.00497142j -0.0062416-0.00664585j -0.00148668-0.000626427j 0.00390241-0.00836509j 0.00211914-0.00094254j 0.00672724-0.00157561j 0.00585112-0.00466743j 0.0157152+0.0092834j -0.000313073+0.000656474j 0.00921437+0.00600965j 0.00795347+0.00108975j -0.0120082-0.00119307j 0.00217005+0.00254162j -0.000985432-0.0105412j 0.00192969+0.00620367j -0.00126764-0.00551493j -0.00752468-0.00206065j 0.000320653-0.00355193j 0.00183489+0.00126405j -0.00305788-0.00676425j -0.00945604-0.00990955j 0.00109648+0.0038697j 0.0068465+6.46579e-05j 0.00170053+0.00341788j 0.000904108+0.00299063j -0.00885633-0.00405563j -0.00505637-0.00270739j -0.000360018-0.00170488j -0.000699934-0.00725073j 0.00233405+0.00332559j -0.00424681-0.000773973j -0.000585557-0.00207548j 0.000567031-0.00304573j 0.00101571+0.00291892j -0.000871719+0.00145904j -0.00529173-0.00224417j -0.00105417-0.000902133j -0.000791745+0.00165938j -0.00179098-0.000542984j 0.000771971-0.00238673j 0.00101-0.000290462j -0.000978527-0.000496403j 0.00115707+0.00068146j 0.000571844+0.000292138j 
0.00265908+0.00269607j -0.00190463+0.00311182j -0.00278666+0.000183306j 0.00517162-0.00200143j 0.00214743+0.00489957j 0.0060957+0.00264234j 0.00789421-0.00078133j -0.0162661-0.0017858j 0.0167225+0.00467599j 0.00511021+0.000397705j 0.00820946+0.00471351j 0.00112324-0.010392j -0.000841839-0.0156198j -0.0131354-0.00497394j 0.0102566-0.0005269j -0.00132918-0.0160357j 0.0120714-0.0114754j -0.00924628+0.00648561j -0.00310774-0.00879184j 0.00559418-0.0119558j -0.0159499-0.012826j -0.000367867+0.00350211j -0.00783336+0.00533947j 0.0041679+0.00418118j -0.00363218-0.00589669j -0.00295843-0.00110733j -0.0060049-0.000226784j -0.00336868-0.00418728j -0.00282689-0.000137972j -0.00538284-0.0044323j -0.00253486-0.00162195j 0.00681084-0.000633508j -0.0056742-0.00358619j -0.00164873+0.00316192j -0.00297306+0.000291503j 0.00138676-4.71265e-05j -0.00565037+0.000637899j 0.00188393+0.00132931j -0.000795969-0.000184646j 0.000437322-0.00253699j -0.00115656-0.00240334j -0.00434711-0.000861013j 0.0017034-0.00154717j 0.0014525-0.00214104j -0.00326595-0.00830513j -0.00399851+0.000483215j -0.0043399-0.00311825j -0.000816281+0.00839257j -0.00536868-0.00865967j -0.00148941-0.00350861j 0.00406104-0.00358823j 0.00178987-0.0111727j 0.00221517-0.00451368j -0.00203424-0.00162584j -0.000846126-0.0171252j 0.00140857+0.00855672j 0.00849706+0.0160598j 0.00272293+0.00386477j -0.00100546-0.0121572j 0.000892516+0.00749116j -0.011927-0.00273719j -0.00933754-0.0132577j -0.00933204-0.00312747j 0.0026763-0.00096263j 0.00491642+0.0119765j 0.00189134+0.00597999j 0.00269262+0.00988746j 0.000571484+0.0109796j 0.00444059+0.00620592j 0.00788651+0.00604153j 7.55033e-05-0.000176637j 0.00062476+0.00250869j -0.00403837+0.00343103j 0.00303258+0.00674879j -0.00358637+0.000136365j -0.00672316-0.00573649j -0.00539475+0.00159242j 0.00376784+0.00313328j 0.00132926+0.000369802j -0.000585347-0.00378382j -0.000114415-0.00340331j 0.00406195+0.00643175j 0.00226338+0.000724492j 0.00140556+0.0017928j -0.000698686-0.00119623j -0.00113398-0.000584245j 9.45821e-05-0.00199673j 0.000615672+0.00304235j 0.00242152+0.000469176j -0.000506366+0.000233902j 0.00104537+5.89193e-05j 0.00195286-0.000960674j 
0.00564118+0.00104325j 0.00198027+0.000774206j 0.00452632-0.00270827j -0.00268234-0.000310826j 0.0104086-0.00110639j -0.00144884+0.0041211j -0.00449867+0.0105948j -0.00951016-0.00650184j -0.0113694+0.0181405j 0.00260531+0.00505466j -0.0154171+0.020628j -0.00463963-0.0217909j 0.016893-0.0149958j -0.00201598+0.00541861j -0.0110787-0.00858993j -0.0133095+0.0160578j 0.00983171-0.0104962j -0.0031803+0.00497743j 0.0139422-0.00083661j -0.00399133-0.00764023j -0.00219349+0.000350028j -0.00245837-0.00733287j -0.00914032+0.00451273j -3.30713e-05-0.00465589j -0.00211867+0.00105512j 0.012046-0.00959964j -0.00593066+0.000845674j -0.00123292-0.000269777j -0.000980659+0.00239376j 0.00364933+0.000497053j -0.00272823+0.00264407j 0.00532245-0.000412077j -0.00152877-0.00079308j -0.00390952+0.00455785j -0.0016456+0.00123094j 0.000508644-0.00352363j -0.00334006+0.00398398j 2.51256e-05+0.00126142j -0.000221875+0.00290782j -0.00249932-0.000822338j -0.00286382+0.00211382j -0.00324778+0.0016518j -0.000161487-0.00131123j 0.00161666-0.00379839j -0.0011024-0.00370206j 0.000533523-0.000692534j -0.00519681-0.00305936j 0.00532914+0.00479865j 0.00166261-0.00584468j -0.00181954-0.000893207j 0.00244516-0.00465306j -0.00193095-0.0094677j -0.000350535-0.00136129j -0.00159734-0.00569943j -0.00647375-0.0114755j -0.00361883-0.000614338j -0.00202184+0.00254704j -0.00124104-0.00750006j -0.00255748-0.00596474j 0.00852008+0.00509139j -0.00363182+0.000812223j -0.00020224+0.0029368j -0.00165704-0.00321241j 0.000508008+0.00247827j 0.00517134+0.00474111j -0.00272234+0.000674053j 0.00368569+0.00399134j -0.000832103-0.00173128j 0.00583156+0.00681565j 0.00211458-0.00163821j -0.00347144+0.00129453j -0.00140887-0.00197798j -0.00137762+0.00138127j 0.00532866+0.00591953j 0.00233617+0.00768564j 0.00127199+0.00331307j 0.000248957+0.00490717j -0.00145734-0.00317759j 0.0034332-3.26507e-05j -0.0016334-0.000401188j -0.001285+0.000615688j -0.00167172-0.00119882j 0.0019603-0.00256544j 0.00134076+0.00201092j 0.00241395+0.00205664j 0.000246111-0.00137311j 0.002772-0.000661439j -0.00155481+0.00332426j -0.000635958-0.00162077j -0.000900851+0.000393347j 0.000885615+0.0011723j -8.30466e-07-0.00243817j 
-0.000613098+0.000556013j 0.000240507-0.00152199j 0.00041559-0.00190193j -0.00368643+0.00124355j 0.00466829-0.00332478j -0.000191896-0.00743043j -0.00837042+0.00622624j -0.00444577+0.00337514j 0.00376594-0.00804695j 0.0248493-0.0173087j 0.00371519-0.00220534j -0.0195031+0.0191069j -0.0275554-0.00482203j 0.0109068-0.025185j 0.0077258+0.00738811j -0.00152185-0.00941694j -0.00963623-0.00605505j 0.0216016-0.00566218j 0.00484241-0.0224899j 0.00536808+0.00570231j 0.00258268+0.00669733j -0.00415546+0.0125355j -0.0129322+0.00506042j 0.00180902+0.0111831j 0.00611633-0.000910513j 0.00312029-0.00225412j -0.00508875+0.0100293j -2.89217e-05-0.00143443j -0.000185381+0.00306771j -0.00830567+0.00404448j 0.00607241-0.00440941j 0.00196598-0.00662481j 0.00814276-0.00498343j 0.00428456-0.00700182j 0.00560713-0.00457014j -0.0059182+0.00445848j 0.00197058-0.00376205j -2.52529e-05-0.000984161j 0.00283493-0.000186363j -0.00209278+0.00259702j 0.000875491-7.81547e-05j -2.35532e-05-0.00249721j -0.00171417+0.00293111j -0.00180708+9.2671e-05j -0.000581941+0.00262868j 0.00305366+0.00667028j -0.000244453+0.00206709j 0.00419427-0.00149162j 0.00689905-0.000797366j -0.00737658+0.00326055j 0.00506816-0.00656931j 0.000470161+0.00433952j -0.0104316-0.00350129j -0.000713537+0.00329641j -0.000635191-0.00871521j 0.00455049+0.0122897j -6.01353e-06+0.00987529j 0.00428442+0.0134029j -0.0010184+0.00316201j 0.00155611-0.00018242j 0.00115427-0.00222214j -0.000492707-0.00378239j 0.00780308-0.00527677j -0.00497914+0.0054718j 0.00267639+0.00423725j 0.00322075+0.00134169j -0.0105651-0.00222386j -0.00349356+0.00710776j 0.00108344-0.00265746j 0.00412108+0.00234589j -0.00514744+0.00221449j 0.00176392+0.00902606j -0.00419961-0.00388974j 0.00341287-0.00025254j -0.000669252-0.00857041j -0.000880465+0.00175438j 0.000206642-0.00296596j -0.00324559+0.000842681j -0.00111484-0.00298062j 0.000849767-0.00167336j 0.00135295+0.00157558j -0.000908306-0.00638816j -0.000906965+0.00458776j 0.00167936-0.00325006j 0.000902682-0.00290181j -0.00095966+0.00292764j 0.00135408+0.000498277j 0.00141409-0.00392286j -0.000728312+0.0020623j 4.97114e-06-0.00123202j 0.000197046-0.00138028j -0.000697916+0.00175226j 
0.00186153+0.00219701j 0.00120844+0.000118392j 0.00410307-0.00384518j 0.00142229+0.00351601j 0.0115562-0.00175933j 0.00750308-0.00597662j -0.00282785+0.0105989j -0.00833191-0.0118559j -0.00654745+0.0193044j 0.0114765-0.0060968j 0.000681104+0.000113499j -0.0113664+0.00289137j -0.00726229-0.00155506j 0.0126221-0.00138903j 0.00752349-0.0322878j 0.00710415+0.0185363j -0.00667483-0.0106216j 0.00956554-0.00966861j 0.00500125-0.0079563j 0.00146644+0.00158766j 0.0122998-0.00331107j 0.00407786-0.00182002j 0.0012461+0.00506253j 0.00344711-0.006183j -0.0040595-0.00166021j 0.00962013-1.40534e-06j -0.00159022+0.00977383j -0.00365304+5.17404e-05j 0.00040543-0.000829641j -0.00101596+0.0125315j -0.00216649-0.00315837j -0.000449265+0.00280423j 0.00344834-0.0057841j 2.80314e-05-0.00643437j -0.00139748-0.00618669j -0.000211415+0.00189364j -0.00656754+0.00374897j 0.00374058-0.0023024j -0.000879107+0.00403901j -0.00256754-0.00317323j -0.00258623+0.00258392j -0.00242057-0.00412404j -0.000395057+0.00274691j 0.00187578-0.00293956j -0.00810407-0.00530342j 0.00429584+0.00892655j 0.00216154-0.00819805j 0.00312677+0.00481585j 0.00599409-0.00678763j 0.00238778-0.00193091j 0.00802566-0.00275445j 0.0103615-0.00677821j 0.00060106-0.000461046j 0.011266+0.00538207j 0.00254907-0.00561891j -0.00483784-0.00296239j -0.00511908+0.00168714j 0.00875227-0.0022901j 0.00276372-0.00637771j -0.00635449+0.000249422j 0.00027746+0.0109558j -0.00107274+0.00711118j 0.00667542+0.00159093j -0.0017579+0.00368227j -0.00395289-0.00430263j -0.00364608-0.00693199j -0.00821858-0.00283456j 0.00800271+0.00277248j -0.0055549-0.00744985j 0.000346023-0.00546189j -0.000621582+0.00131652j 0.000963244+0.000257014j -0.00352727-0.00306869j -0.00518839-0.00516635j -0.00395812+0.00271947j -0.00042997+0.0058539j 0.00425133-0.000686804j -0.00317353-0.00472589j -0.00126049+0.000490283j -0.00179491-0.000358419j -3.02988e-05-0.000231629j 0.00257562-0.00514775j 0.00089208+0.000345424j -0.00147479+0.00237256j 0.000709947+0.00251295j -0.00165777+0.00664894j -0.00252543-0.000625346j -0.0016512-0.00355823j -0.00152119-0.00395651j -0.000374313-0.000614573j 0.000138227-0.000984833j 0.00176852-0.00145174j 
-0.00174663+0.00150855j 0.000665572-0.00133531j -0.00591839+0.00342341j -0.000832106+0.00149713j 0.00473359-0.0059654j 0.00176754-0.00204992j -0.016284+0.0054539j -0.00924149+0.00955777j -0.0131335+0.0120086j 0.0077051-0.00503694j -0.0107846-0.0040393j -0.028594+0.00811084j 0.00930573+0.0225486j 0.0182943-0.00278528j 0.00415137+0.00131373j -0.0148973-0.0130743j 0.00572125+0.0092487j 0.0154805-0.00902051j 0.018247+0.0164038j -0.0101717+0.0010462j 0.00596853-0.0109578j 0.000258103-0.0130575j -0.00361153-0.00776438j -0.00373552+0.00356968j -0.00503859+0.00554231j 0.000170135+0.010231j -0.00275962-0.0107341j 0.000857395+0.00869636j -0.00100325-0.00661426j -0.00465369-0.00164329j 0.00244102+0.00318159j 0.000467226+0.0122034j -0.000535202+0.0038604j 0.0057235+0.00347753j 0.00241898-0.00189935j -0.00312769-6.21069e-05j -0.000792787-0.0021671j 0.00269888+0.0021473j -0.0042581+0.00170801j -0.00206642+0.00230092j -0.00188766-0.000183602j 0.0051608-0.00360452j 0.000316118+0.00109497j -0.00184776+0.00279278j -0.00575633+0.00576552j 0.00205708+0.00590058j 0.00965554-0.000417927j 0.00679564-0.00622459j -0.000501538-0.000641667j 0.000561312-0.000406112j 0.000353284+0.00224598j 0.000279422+0.00148491j -0.00567587-0.00212747j -0.00801136-0.0120721j 0.00208844-0.00273557j -0.0069878-0.00556623j 0.00795251-0.00555106j 0.00969454-0.00432673j -0.000339862+0.00361126j -0.00557384+0.0029348j 0.00450974-0.00306359j -0.0138308-0.00626599j -0.00500993-0.00507619j -0.0013423+7.3261e-05j 0.00519474+0.00445249j 0.00667168+0.00859167j 0.00528738+0.0123445j -0.00588715-0.00564273j -0.000586157+0.00997076j -0.000785+0.00306429j -0.000546715-0.00840489j 0.000583405-0.0044446j 0.00242951-0.00384975j -6.84601e-05+0.00646579j -0.00439131+0.00402073j -0.00267023-0.00188729j 0.0025472+0.00608226j 0.0048152-0.00277529j -0.00217383+0.00175934j -0.00165696+0.00183703j 0.00324471+0.00314452j 0.00115903+0.00346533j -0.00245356+0.000207312j -0.00339564+0.00493311j -0.000276866+0.00126671j -0.0016246-0.00222068j -0.00103411+0.00153598j 0.000930984-0.000979502j -0.00128857+0.00047675j -0.00118317+0.000110463j -6.1683e-05+0.00149712j 0.00154237+0.00394475j 
0.0021443+0.000454682j -0.000115453-0.000125961j 0.00624851-0.004853j -0.00722236+0.000203975j 0.00404319+0.00483148j 0.00671023+0.0024047j -0.00597921+0.00620671j -0.00190261+0.00200771j 0.000273347-0.0016927j -0.000388298+0.00361351j -0.000865817-0.00188197j -0.00936042-0.00657312j 0.00351879-0.00582334j 0.0053677-0.0021625j 0.00608264+0.00265644j -0.00392511-0.00431159j -0.00145002-0.000469578j 0.00052092+0.00396176j 0.00369653-0.00111214j -0.0045024+0.0014518j 0.000616792-0.00140439j 0.00080057+0.0020508j -0.000446477-0.00309618j 0.000861113+0.0026575j 0.00285483+0.000592363j 0.00468588+0.00108634j 0.00186781-0.000296191j 0.000883236+0.000676395j 0.000419058-0.00167696j 0.00276066-0.00207928j 0.00237419-0.000632775j -0.000719454+0.000627946j 0.00145029+0.00253239j -2.70545e-05+0.00112128j 0.000641046-0.00132751j -0.00263793-0.000499909j 0.000645348-0.000123558j 0.00120317-0.000628944j 0.00159619+0.00164369j -0.00333893+0.00112019j -0.00053795+7.49728e-05j -0.00147091+0.000117101j -0.000984753+0.00103285j 0.00015484-0.00221974j 0.00103789+0.00227748j 0.00653111-0.000794113j -0.000715371-0.00210889j 0.0021208-0.00230414j -0.00319905-0.00188244j 0.00426221-0.0021081j -0.00656587-0.000805672j 0.00720293-0.00245542j 0.00410479+0.000145334j -0.0107969-0.00813603j -0.00457024-0.00838417j -0.00306375-0.000913712j -0.000834852+0.0038153j -0.00690063+0.00162479j 0.00509549-0.000274021j -0.00139905+0.00148677j 0.00141616-0.00240255j 0.00177701-0.00191153j -0.00149249-0.00796138j 0.00140411+0.00195831j -0.00626576-0.00198259j 0.000519163+0.00232217j 0.00101875+0.00605996j -0.000956421+0.0022339j 0.00052989+0.00244056j -0.0010784+0.00196031j -0.00207225-0.00323747j -0.00367737-0.000532219j 0.000249361+2.54118e-05j -0.000807614+0.00234091j 0.00212727+0.00138081j 0.00113304+0.0013767j 0.000731877-0.000603777j 0.00104108-0.000583171j 0.000911045+0.00092944j -0.000424942-0.000409794j -0.000243432+0.00119906j -0.000190821-5.47285e-05j -0.000166146+0.000676097j -0.00163036+0.00155026j 0.00105168+0.000771429j 0.00034432-0.000490084j 0.00170313+0.0028748j -0.00125425-0.00194778j -0.001783-0.00049286j -0.00118268-0.000913248j -0.000162021+0.000432012j -0.000647935+0.000504548j 
