0.00337094+0.0108285j 0.00301271+0.000806837j 0.00340285+0.00332732j -0.00390581-0.0156454j -0.00367938-0.00532453j -0.00366487-0.00897284j 0.000787192-0.0107881j 0.00365228+0.00388022j -0.00101039-0.0077817j 0.00128137+0.00563295j 0.00124897+0.00963605j 0.00461802-0.000512511j -0.00073883+0.00739756j -0.00293367-0.00449879j -0.000197532+0.00252716j 0.0032189+0.0045644j -0.000943197+0.000905449j -0.000644078-0.00323964j 3.68858e-05-0.00591663j -0.00334657-0.00332963j -0.00155081-0.000696043j -0.00118825+0.00708439j 0.00656986+0.00928523j -0.00311064-0.0106793j 0.00468499+0.00844058j 0.0129974-0.00877579j -0.000957089+0.00268977j 0.00142995+0.00752187j 0.000563844-0.00157183j 0.00345047+0.0168547j 0.00302633+0.00632498j 0.00337971-0.00479685j -0.00509855-0.0109047j 0.000267365-0.00205111j -0.000949847+0.00467511j -0.00405138-0.00531046j -0.00255367-0.00104445j -0.000375952-0.00564646j -0.00423638+0.00665691j -0.00199785-0.00792456j -0.00605178+0.00897333j -0.00104201-0.0039219j -0.00511488+0.0130033j -0.00131081-0.00214071j 0.00678474-0.00433397j 0.00279386-0.00403696j 0.00494776+0.000234031j 0.00477838+0.00595573j 0.00810249-0.00170267j -0.010007+0.0167905j -0.00932863+0.00614035j 0.00613203-0.0118072j 
0.00686104-0.00299951j -0.00143045-0.000261773j 0.00426334-0.00244612j -0.00236679-0.000566514j -0.00103589+0.00144936j -0.00890095+0.00291246j 0.00343693-0.00330342j -0.00346275+0.00286502j -0.00310459+0.00151736j -0.000205625-0.00137371j 0.00417282-0.00152071j 0.0010624-0.0030503j -0.0104624+0.00159269j 0.00930304-0.00155412j -0.00251478-0.00124291j 0.0050567-0.00506563j -0.0152619+0.00505509j 0.00199838+0.00103317j -0.0227943+0.008786j -0.00867547+0.00469012j 0.00353109+0.0011438j -0.0133361+0.000953144j 0.014081-0.00070319j -0.0018907+0.00114814j -0.01129+0.000997964j -0.000807561-0.00110074j -0.00887798+0.00134373j -0.00667267-0.000859077j 0.0276832+0.00155243j -0.00603156+0.000209934j -0.0188073+0.000296134j 0.00466795-0.0044435j 0.00669697-0.000764689j 0.00922892+0.00213435j -0.0111465-0.00415655j 0.0168166+0.00168566j 0.000734421+0.00432138j -0.00926495-0.00402234j 0.00534268+0.000819119j -0.0195205-0.00929015j 0.00144124-0.000848782j 0.0117737+0.00821055j 0.00163879-0.00595878j -0.00760902-0.00604398j -0.0138068-0.00370234j 0.000238989-0.00340749j 0.0112183+0.00664566j 0.000977195+0.00215316j 0.00209555+0.00137033j -0.00251491-0.000162479j -0.000827191+0.000548027j -0.00509328-0.003776j 
0.0064841-0.00304538j -0.00330942+0.000439999j 0.00329706-0.00219976j 0.000899347-0.00161417j 0.00174258+0.00114606j -0.0102158+0.00461951j 0.000727555-0.00286169j 0.00283458+0.000823636j -0.00538346+0.00261901j 0.00864841-0.0039774j -0.00186388+0.00300248j 0.00835798-0.00309761j 0.00780143-0.00439004j 0.00652352-0.0025443j -0.0145528+0.00489266j 0.00809588+0.000979793j 0.00327851-0.00136273j -0.0141323+0.00574528j 0.00496512+0.00170936j 0.0173186-0.00369887j -0.00429087+0.00179361j -0.0167696+0.000534537j -0.0172055+0.0011503j -0.00784663+0.00206187j 0.0138063-0.00374941j 0.00745891+0.0105082j -0.00351068+7.18818e-05j 0.00265594+0.00152979j 0.0155766+0.00102726j 0.00144199-0.00116149j -0.00746038+0.00175938j 0.00768955+1.66847e-05j -0.00384758-0.000413589j 0.00965118+0.00409471j 0.000406744-0.00414053j -0.00628149-0.00180318j 0.0197916+0.00897876j 0.0162046+0.00963706j 0.00599553+2.39924e-05j 0.00735937-0.00118208j -0.00821216-0.00259713j 0.00546135+0.000395723j 0.0103275+0.00427852j 0.0106714+0.00263044j -0.00435283+0.00103306j -0.00543078-0.00509763j 0.0117521+0.00326761j 0.00600882+0.004747j 0.00013222+0.000145977j -0.00425767-0.00186886j 0.000459589+0.00160006j -0.00488247-0.00328459j 
-0.00016593-0.000566545j -0.00349639+0.00179815j -0.009461+0.00331483j 0.0021374+0.00175048j 0.00214678+0.00170744j -0.0185879+0.00757404j 0.00704261-0.00425715j 0.000971143+0.000396603j 0.000431099-0.00235637j -0.00938294-8.08762e-05j -0.00945401+0.00487185j -0.00231301+0.002081j -0.000621515-0.00124456j -0.0150205+0.00637435j 0.00363223-0.000847577j 0.00165348-0.00485382j -0.0108237+0.00101296j -0.0119895+0.00196999j 0.00427185-0.00187253j -0.000427819-0.00112828j 0.0103188-0.000935176j 0.0133082-0.00337366j -0.00657847-0.00348085j -0.0084789-0.00148161j -0.00929382+0.00121741j 0.0037055+0.00418834j -0.0195692-0.00358274j -0.00318252+0.00249624j -0.0178923-0.00356321j -0.013272+0.000934051j -0.00525214+0.0021446j 0.0223257+0.0056719j -0.00710397-0.00334329j -0.00135389-0.00162157j 0.000208931+0.00110556j 0.000117614+0.00390082j -0.00634597+0.00229614j 6.13983e-05-0.00134027j 0.000243945+0.00123859j 0.0050588+0.00138662j 0.00905508+0.00679307j -0.0104108-0.000108393j -0.00971134-0.00608691j -0.000212244+0.00215347j 0.00546503+0.00240882j -0.00229061-0.00164304j 0.0174739+0.0070473j 0.00208238+0.00249664j -0.00483899-0.00446161j 0.00166997-0.000624129j 0.00214884+0.00183049j -0.000269386+0.000413056j 
-0.00329078+0.00177238j 0.00230858-0.000288721j -0.00312934+0.00149855j -0.00121692+0.00159034j -0.00477349+0.00191666j -0.00185376-0.00104974j 0.00360346-0.00166708j -0.00241974+0.00044226j -0.0124063+0.00352927j -0.012545+0.0082328j -0.000569936-0.0023861j -0.0095519+0.00396964j -0.0140067+0.00376842j 0.00138617+0.00185362j -0.0157518+0.00699929j 0.0170524-0.00499787j 0.0134341-0.00362958j 0.00801771-0.000609771j -0.00395554+0.00175044j -0.00352119-0.000575165j -0.000212137+0.000657551j 0.00833364-0.00121557j -0.00509543-0.00107356j -0.00199275-0.0024206j 0.00309031+5.5442e-05j 0.00313329+0.0109182j 0.00200058-0.000251116j 0.0177722+0.00439631j -0.00212683-0.000709576j 0.0205139+0.00348966j -0.00685728-0.000387674j 0.00674012+0.00205581j 0.0220533+0.00610397j -0.0153959-0.00386876j -0.00880762-0.00209944j -0.0121134-0.00383635j 0.00195039-0.00469049j 0.0103776+0.00262089j 0.00394211+0.00263814j -0.0118185-0.00355593j 0.00988337+0.00196944j -0.000668101+0.00201276j -0.0104023-0.00253281j 0.00292221+0.00260016j -0.000287137-0.00117106j 0.00370016+0.00103933j 0.00185339+0.00135853j -0.00216038-0.000452205j -0.00028185-0.000603677j 0.00300383+0.00106881j -0.000622405-0.00110351j 0.0024831+0.00142342j 
0.00603279-0.00430171j -0.00884775+0.00258041j 0.00840734-0.00473967j 0.00295722-0.00322281j 0.00603978-0.000259555j -0.000217783+6.89505e-05j 0.001437+0.00208628j -0.0169777+0.00836814j -0.00192898+0.00243418j 0.0064154-0.00372574j 0.00773992-0.00274688j 0.00546759-0.00392414j -0.0157388+0.00498796j -0.0120317+0.00442131j -0.00332308+0.00437235j -0.00709619+0.00315114j 0.0117199+0.00196922j -0.00774184-0.00129303j 0.0123768-0.000386504j -0.0151099-0.000167402j 0.00878731+0.00295208j 0.0145166-0.000298422j -0.0107329-0.00540586j 0.03259+0.00158442j 0.00762726+0.00147526j 0.00414322-0.00252911j -0.00325359-0.000892095j 0.00476059-0.00116511j -0.00177132+0.00159817j -0.00101328-0.00346945j 0.0120534+0.000845872j 0.00895004-0.000151652j -0.0111129-0.00174623j -0.0181341-0.00462798j -0.00621032-0.000119624j -0.010353-0.00103827j -0.00749311-0.000688328j -0.00195745+0.00447059j -0.0175416-0.00572655j 0.00265886-0.00158355j -0.00223003+7.49986e-05j 0.0072989+0.00422502j 0.00359243-0.000591204j -0.00406891-0.00267895j -0.0109544-0.00193587j -0.00502167-0.00191857j 0.000785074+0.00060646j 0.0029304+0.000805802j 0.00323891+0.00206184j -0.00760091-0.00318623j 0.00350596+0.00400238j -0.00497013-0.00173663j 
0.00307771+0.000973298j 0.0109117-0.006133j -0.00685987+0.00153076j -0.0132995+0.00626944j 0.000684694-0.00439581j 0.00767148-0.00242194j -0.00430352+0.00135869j 0.00386584-0.000910942j 0.00690685+0.0018629j -0.00419761+0.00540589j -0.00727355+0.00242555j 0.0198344-0.00274395j -0.0103661-9.94279e-05j 0.00958398-0.00307499j -0.0133702-0.00050637j 0.00214651+0.00030146j -0.0204452+0.00143598j 0.00331925+0.00126006j -0.008544-0.00390848j 0.0188041+0.00444197j 0.0318667+0.0034499j -0.0053919-0.000818224j -0.013319+0.00296212j 0.0139948+0.00141031j -0.00116286-0.000809143j -0.00263761+7.39605e-05j -0.00260789-0.000992818j -0.00230186-0.00277838j -0.00351629-0.0030232j -0.00112676+0.00404754j -0.0038346-0.00238176j 0.00396561-0.00260484j 0.000401077+0.000841017j 0.00390478-0.00124008j 0.00306422+0.000345459j -0.0021388-0.00361344j 0.00258774-0.00146258j -0.000987018-0.000510495j 0.00694452-6.81798e-05j -0.00896633-0.000195295j -0.00542134-0.00390211j 0.00687891+0.000808959j 0.00696352+0.00311927j -0.00330305-0.00370296j 0.00792348+0.00204096j 0.00701807+0.00312858j -0.00418954-0.000595985j -0.00608886-0.0029834j -0.00238866-0.00241384j 0.0086163+0.00378084j -0.00582537-0.00284467j 3.32895e-05-0.00198833j 
0.00683558-0.00382765j -0.000262312-0.00208734j -0.0106036+0.00513404j 8.65127e-05+0.00173115j 0.00768391-0.00751181j 0.0050376-0.00254415j 0.014033-0.00858015j 0.0047102-0.00269205j -0.0102287+0.00671148j 0.0168655-0.00443219j 0.0161182-0.00291389j -0.0100854-0.000974272j -0.00930101+6.10975e-05j -0.0244355+0.00142398j -0.0120317-0.000176376j -0.0136884+0.000299206j -0.00166047+0.000950974j 0.020556-0.00137903j 0.0335795+0.00282985j -0.00117054+0.00342542j -0.0100968+0.00483576j 0.00736203+0.00187388j 0.00369825-0.000532898j -0.00312728-0.00406772j -0.00772148-0.00500536j -0.00271621+0.00140934j -0.00139442+0.000829358j -0.0100406-0.00327203j 0.00226008+0.00134441j 0.0067189+0.0020368j 0.00258627+0.000321371j 0.00492498-0.00229661j -0.0105708-0.00237627j -0.0141619-0.00544883j 0.00387299+0.00128778j -0.00165765+0.000418966j 0.00133676+0.000557511j 0.00290787+0.00180746j 0.0039649+9.85357e-05j -0.00847942-0.00102394j -0.0123394-0.00408972j -0.00174221-0.00123287j 0.000514648-0.000866612j -0.00201178-0.00128346j 0.00608944+0.00121922j 0.00599699+0.00255293j 0.00311541+0.00189965j -0.00180479-0.000113094j -0.00464746-0.0019721j 0.00100986-0.000660038j -0.00100768+0.00101519j -0.00328867-0.00144637j 
-0.00635836-0.00575049j -0.000640812-0.00180558j -0.00187972-0.00262305j 0.00083636+0.00584263j -0.00386178-0.000698697j 0.00350884+0.00312919j 0.00224233+0.006575j 0.00312035-0.00100779j -0.00151935+0.00354352j -0.00129675-0.000212012j -0.00294553-0.000905466j 0.00845926+0.00585311j -0.000633338-0.0023515j 0.00261395+1.31543e-05j 0.0020205-0.00141364j 0.000818453+0.000443374j -0.000506557-0.00320752j 0.0040708+0.00464507j -0.00349493+0.000336505j 0.00425226+0.00265459j -0.00807539+0.00177423j 0.00157371-0.0022614j 0.00931351+0.00148219j -0.000933142-0.000119972j 0.00320335+0.000141321j -0.00206543+0.00397452j 0.00404586+0.00238888j 0.00300747+0.000329259j -0.00122206+0.0034002j 9.32046e-05+0.000542605j 0.00331472-0.00490579j 0.0102662-0.00248161j -0.00739266-0.00999168j -0.00205063-0.00410862j -0.00592116-0.00333235j -0.0139738-0.00444002j -0.00189581-0.00407576j -0.00915126+0.00484437j -0.00332978-0.0118314j -0.00564619+0.000499106j -0.00829433+0.00364479j 0.00139536+0.0111503j 0.00306241+0.00449129j -0.000930639+0.00882586j 0.01051+0.00224533j -0.00785131+0.00758982j -0.00687661+0.00139413j 0.00876569-0.00981592j 0.0108158-0.00796201j 0.00959653-0.00111294j -0.0145249+0.0156788j -0.0110739-0.000526011j 
0.000904007-0.00319538j 0.00687668+0.00640898j 0.00653742+0.00491603j 0.00179011+0.00385495j -0.00252358-0.00316557j 8.50888e-05-0.00434321j 0.00402604+0.0021245j 0.00466085+0.00395234j 0.00308418+0.0005493j -0.000188447-0.00111311j -0.00214804+0.00379497j 0.00425256-0.00431693j -0.00155987-0.0019059j 0.00224055-0.00256213j -0.00576852+0.000824068j 0.00140343-0.00243709j -0.00650014+0.000194319j 0.00172171-0.00133669j 0.00157403+0.00248745j -0.00353697-0.00352867j 0.00347114+0.00485161j -0.00519299-9.16368e-05j -0.000453215-0.00695773j -0.00319069+0.000125757j -0.00278978-0.000531252j 0.00168404-0.00307817j -0.00245483-0.00391334j -0.0027317-0.000708894j 0.00242073+0.00264761j 0.00669278+0.000488043j -0.00238713+0.000731492j -0.00760999-0.00308654j -0.0102504-0.00183784j -0.0125623-0.00332878j -0.00281414+0.004998j -0.000676733+0.0090835j -0.00399919+0.00363954j 0.0101569+0.00673795j -0.0124369+0.000433106j 0.00211251-0.0034385j -0.0107285-0.00969285j -0.00623878+0.00707155j -0.00976634+0.00959838j -0.00463744-0.00838069j 0.00618165-0.00896315j -0.00374698+0.00775655j -0.006323+0.00438212j -0.0200598+0.0109663j -0.00629361-0.00173813j 0.000137075-0.00637389j 0.00997573+0.000247496j -0.0164604+0.0161451j 
0.000612353+0.000447175j 0.00541665+0.00529176j 0.00288528+0.00114676j 0.00450272+0.00525319j 0.00141235+0.00383709j -0.000773044-0.00394504j 0.00574543+0.00389416j -0.00254367-0.00251267j 0.00535319+0.00761191j -0.00126725-0.00622331j -0.00339088-0.00534707j 0.00186589+0.000558532j 0.00160489-0.00114017j 0.00048629+0.00188319j -0.00706263-0.00459745j 0.0012201+0.000859459j -0.00379598-3.86964e-05j 0.00265306+0.00356026j 0.00434515+0.00946974j -0.00458382-0.00738807j 0.00173139-0.00480976j -0.00371846-0.00916689j 0.000813965+0.00406283j -0.00250445+0.00337805j -8.71145e-05+0.0040657j -0.00581105-0.0024868j 0.000528673+0.00687382j 0.0028634+0.00182204j -0.00368851-0.00129056j 0.00428973-0.00243423j -0.00687989-0.00668362j -0.00528536+0.00338016j -0.010345-0.00601216j -0.000460516+0.00529835j -0.00746599-0.00712918j 0.00502317-0.000246142j 0.00423974+0.000574428j 0.00054003-0.0156745j 0.00224042+0.0134141j 0.00241938+0.00624159j -2.46026e-05-0.00158862j 0.00647945-0.00936267j -0.00226857-0.00692224j 0.00355981+0.00392095j 0.00351019-0.0157256j 0.0147875-0.0133646j -0.000856363-0.00347173j 0.0118879-0.00441377j 0.0103904-0.00603893j -0.00783902+0.0122398j 0.00393294-0.00308863j -0.00250496+0.00991124j 
0.00509766+0.00410884j 0.00614406-0.00115348j 0.00486343+1.94761e-05j 0.00752816+0.00448632j 0.00348775+0.00628394j -0.003634+0.00119381j 0.00149391-0.0010387j -0.00132468+0.00239955j 0.00543798+0.000602315j -0.00110776-0.00174709j 0.00270184-0.00160053j -0.00811602-0.00182279j 0.000356111-0.00350403j -0.00168189+0.000383449j -0.00233925+0.0039077j -0.000188829+0.00186245j 0.00354438+0.00149677j -0.00512642-0.00458894j 0.0026832-0.00337393j -0.00561723+0.00277185j 0.00661361+0.00116804j -0.00478291-0.00382422j -0.00561331-0.00145871j -1.72162e-06+0.00322668j 0.000733981-0.000368623j -0.00271559-0.00634563j 0.00297341-0.00135755j 0.000468008-0.00273814j 0.000790661-0.00397592j -0.000202026+0.00208955j -0.0041293+0.0026415j -0.000797657+0.00558474j 0.000695053+0.0108239j 0.000753731-0.00609447j -0.00229507+0.000141135j 0.00110551-0.0220882j -0.00112996+0.00646206j 0.000654092-0.000742592j 0.00565251-0.0114864j -0.000879851+0.00632378j -0.0134325+0.0106867j -0.00368665+0.0145097j 0.00319341+0.015224j -0.00625449-0.00671161j -0.0135475+0.00366737j -0.00546347-0.000843199j -0.00346095+0.00395695j 0.00599005+0.0127429j 0.00715805-0.012055j 0.00399633+0.00648608j -0.00386083-0.013263j 0.00801335+0.00247502j 
0.00601935-0.00345337j -0.00169283+0.00171022j -0.00128271+0.000171653j -0.0064496+0.00396307j 0.00208133+0.000418492j -0.00127612+0.00105072j -0.00673324+0.00341125j -0.00311553-0.00127238j -0.00195336+0.00228061j 0.000632784-0.00100514j -3.99978e-05-0.00178987j -0.00507145+0.00310085j 0.00425421+1.48155e-05j 0.00130497+0.00183923j 0.000355311-0.00211992j 0.000553869+0.00197602j 0.00182843-0.00261694j -0.00215258+0.00426478j -0.0016735+0.00409214j 0.000121882-0.00056123j -0.00276858-0.000969272j 0.00187685-0.00182956j 0.0015177+0.0021841j 0.000101406+0.000888548j 0.000122034+0.000412109j -0.00102558-0.0015706j 0.000316966+0.00141359j 0.00128724-0.00127364j -0.00551072-0.000157187j 0.000670618+0.0020444j 0.000975121-0.00291893j 6.35001e-05+0.001163j 0.0102469-0.00914005j 0.00868-0.00571655j 0.000472838-0.00223173j 0.00161764-0.00238634j 0.000446642-0.00097632j -0.00806056-0.000629854j 0.010365+0.00179547j 0.00549863-0.00252648j 0.00275958-0.013884j -0.0225529-0.00108094j -0.0212857+0.000287433j -0.00494237-0.0105197j 0.00682148-0.00151347j -0.00873289-0.00891342j -0.00563021-0.0110855j -0.00341394+0.00368779j 0.00966106+0.000410146j 0.00292596+0.0105629j -0.00893011-0.00285887j -0.0122299-0.0102957j 
-0.00157946-0.00271184j 0.00331864-0.00396613j 0.00388106-0.00267769j -0.00360115-0.00337497j -0.00411-0.00277692j -0.00316415+0.0019776j -0.00180276+0.00025249j 0.00359905-0.00218276j -0.00368828-0.00242737j 0.00153317+0.000619321j 0.003627-0.00171523j -0.00352325+0.00414663j -0.000275848+0.00207042j -0.00019211+0.000944202j 0.00233433-0.00169513j -0.000795886-0.00169796j -0.000843574-0.000951742j -0.00143081+0.00373546j 0.00127206+0.000536169j -0.0019335+0.000605624j 0.000531495-0.00515861j 0.00304392+0.00334732j -0.0064045+0.00442243j -0.000167617-0.00110399j -0.00373536+0.00142988j -0.0043629-0.000638847j -0.00940389+0.00266941j -0.00250792+0.00315583j -0.000398031+0.000729389j 0.00223092-0.00533887j 0.00678381-0.0012666j -0.00261534+0.00514227j 0.00410694-0.0078116j -0.00548822+0.00411428j 0.0103417-7.04899e-06j 0.0120421+0.0112162j 0.00639388-0.00484721j 0.00438505-0.00255293j 0.00652587+0.00664637j -0.00488238-0.00821838j -0.0143051-0.00167597j -0.000801563+0.00506235j 0.0102868+0.00462819j -0.0221841+0.00973355j -0.00391842-0.00297003j 0.00325398+0.00188802j 0.000856418-0.00134476j 0.0216705+0.0132827j -0.000351906+0.0162955j -0.00305426-0.00183889j -0.0104668-0.0052924j 0.00754263+0.00143982j 
0.00107147-0.000609883j 0.00254462+0.000161701j 0.0018759+0.00270065j 0.00566033+0.0013027j 0.00285716-0.00134358j 0.00266458+0.00476287j -0.000177764+0.000379573j -0.00012007+0.000961216j 0.00298773-0.00378896j -0.0020722-0.000599513j 0.00180511+0.00385568j 0.00104887+0.00413791j -4.69064e-05+0.00176715j -0.00130008-0.00548379j 0.0029895+0.010218j 0.00804984+0.00700934j -0.0034849-0.00579774j 0.000277995+0.00752039j -0.00383767-0.00822309j -0.00448438+0.000554617j -0.000483075+0.000273116j -0.0076295-0.00609029j 0.00292545-0.000680921j 0.0046351-0.00104772j 0.00371599+0.00508663j -0.00802588+0.00194351j -0.00108572-0.0116021j 0.00803643+0.0166262j -0.00304288-0.00914668j -0.00153086-0.00202807j -0.000272217+0.00521039j 0.00203098+0.00578806j 0.00434365+0.0034625j -0.00244084-0.0111393j -0.00427899-0.00875593j -0.000623982+0.014804j 0.00408185-0.00620272j -0.00474143+0.0138954j -0.000463695+0.00128895j 0.00339108+0.00231204j -0.00221421+0.0030915j 0.00662918-0.0177792j -0.00651553+0.0108121j -0.00585531+0.00934244j 0.000202373+0.00545369j -0.00602038-0.00332189j 0.00638859-0.00929696j 0.00287536+0.0030008j -0.00490505-0.00786079j 0.00560431-0.00200812j -0.00212279-0.00150133j 0.0003941+0.00173295j 
0.00200607-0.00167819j -0.00444299+0.00155027j -0.00186527-0.000576896j -0.00172063+0.00384361j 0.0019463+0.00358844j 0.00288085+0.00190565j -0.00807743-6.00578e-05j 0.00357705-0.000900112j -0.00331889+0.0067823j 0.00313287-5.60822e-05j 0.00524225-0.0018913j -0.00614933-0.00296612j -0.000761403-0.00137097j 0.000288926+0.00248927j 0.00401416-0.00333306j -0.000512415+0.00679106j 0.00267239-0.00459725j -0.00600316+0.00337291j -0.00894871+0.00653188j 0.00753759-0.00223337j 0.00785036+0.00160761j 0.00444529-0.00539881j -0.00380604+0.00200532j 0.00143996+0.00350373j -0.00347717+0.000836293j -0.00577279-0.00354843j -0.000538031+0.000531328j -0.00155983+0.00492544j -0.00133656-0.00629864j 0.00342624-0.000384795j 0.00401978+0.00458704j -0.00405054-0.00356825j 0.0112197-0.00613914j -0.0065298-0.00598099j 0.00840472-0.0106644j -0.0107801+0.000327558j -0.000756422+0.0127035j 0.0128809-0.00279722j -0.018602+0.00208575j 0.00156048-0.000819892j 0.00774533+0.000568901j 0.011466+0.000111305j 0.0059808+0.000620914j -0.00117067-0.00179683j 0.0143441+0.00705152j 0.0149063+0.00310177j 0.00599101+0.00302878j 0.00078302+0.0154991j 0.00457118-0.000204042j -0.00730275-0.002079j -0.000720779+0.000932109j -0.00676295-0.00439943j 
0.000189675-0.00143712j 0.000914452-0.00591499j -9.08155e-05-0.00176752j 0.0070253-0.00128096j 0.0059311+0.00198873j -0.000710924+0.0037751j -0.00352917-0.00654042j 0.00195864+0.00402496j 0.00849156-0.000802391j -0.00293015+0.00555494j -0.0003351+0.00147412j -0.0076518-0.00605089j -0.00515365-0.00682494j 0.00638361+0.0047309j -0.00391016-0.000478395j -0.000561145+0.00290252j 0.00176801-0.00219029j -0.00141775-0.00280168j 0.0081821+0.00272138j -0.000763323+0.00438553j 0.000842989+0.000629486j -0.00615928+0.00284605j 0.0035512+0.00446824j 0.00529786+0.00100796j -0.000426465-0.00217659j -0.0118404+0.00906089j 0.00947428+0.00547857j -0.000698608+0.00119982j -0.0032628-0.0014847j 0.000701007-0.0126661j -0.00167942+0.0152459j -0.00151643-0.00733741j -0.00721069-0.00707508j -0.00436844-0.00168011j 0.00272792-0.000387755j -0.00951015+0.00928523j 0.0041808+0.0101917j -0.0126768-0.00408887j 0.00211299+0.00675655j 0.0060453-0.0229134j 0.000465314-0.00710766j -0.00190685-0.00056251j 0.0032673+0.00258632j -0.00580492-0.0044694j -0.00585276-0.00457531j -0.000611676-0.0133291j 2.06684e-05+0.010051j -0.00127645+0.00921129j -0.00843779-0.00830745j 0.00849594-0.000779332j -0.00547514+5.1561e-05j 0.0056197-0.00123142j 
-0.0059872-0.000494857j -0.00431511+0.00053184j -0.00270085-0.00208295j -0.00674913+0.00177536j -0.00190656+0.0024417j 0.00234368+0.00179037j -0.00511851-0.00313608j 0.0029257+0.00110351j -0.00306398+0.00666351j 0.00425033+0.0018903j 0.00160179+0.00128673j 0.00109471-0.00640548j -0.00142841-0.000592299j 0.00240601-0.0023616j -0.00288121-0.00189471j -0.00283239+0.00606988j -0.00242745-0.00149916j 0.00588822-0.000223195j 0.00238925+0.00196133j 0.00307615-0.00287846j -0.000759044+0.0105449j 0.00431066-0.00715542j 0.00534369-0.00613982j 0.0030476+0.0110933j -0.000156212+0.00572509j 0.000273092+0.00444082j 0.00786647-0.00084127j 0.00536176+0.00672319j 0.00165919-0.00208979j -0.00701981+0.000509773j 0.00229781+0.00632713j -0.00452477-0.00177433j -0.0115657+0.00201043j 0.00274077-0.00169461j 0.00687525-0.0173879j 0.0211915-0.000277353j -0.00747292+0.00419707j -0.00217031+0.0066544j 0.00643534+0.00540292j -0.0133399-0.00323837j -0.00929487-0.00103674j -0.00288089-0.00205148j -0.00757605+0.00596336j 0.00805915+0.00298535j -0.00664317+0.000928805j 0.00207762-0.00985988j 0.00191912+0.00442074j -0.00655382+0.00331927j 0.0103259+0.0075791j -0.00474226-0.000809006j 0.00483479+0.00640296j -0.00134453-0.000359368j 
-0.00255753-0.00344968j -5.76526e-05+4.41977e-05j -0.00257496-0.000706021j -0.00513766-0.00309186j 0.00155628-0.00456555j -0.00263877+0.000787147j -0.000658485+0.00100569j 0.00345037+0.00132632j 0.00352368-0.00294654j 0.000273828+0.00133343j -0.00826493-0.0025858j -0.0034887+0.00584817j -0.00232406+0.00413848j 0.00244881-0.00525574j -0.00872424-0.00155497j -0.00611485-0.00256856j 0.000731415+0.000278835j 0.0011317+0.00228815j 0.0105446-0.00038289j -0.00175185-0.00646951j 0.00165754-0.000637933j 0.00114055-0.00144186j -0.00443913-0.00550301j 0.00973296+0.0151484j 2.99648e-05+0.00660649j 0.0014465-0.00746279j 0.00370558-0.0054732j -0.0118442+0.00484354j 0.00481337+0.00858395j 0.00606967+0.0109449j 0.00120842+0.000992002j -0.00310651+0.00887644j 0.00559661+0.00189098j 0.00519126+0.00796425j 0.00290962-0.00291109j -0.0167782-0.00337219j 0.0112989-0.000180536j -0.00928583-0.000990547j 0.000185673+0.0143541j -0.000130576+0.0116659j -0.00150062+0.00295012j 0.00953448+0.00696662j -0.00306918-0.00528283j -0.0131928-0.0104513j -0.00592489+0.00242868j -0.00464244-0.00677843j 0.00550963+0.00365584j 0.00318003-0.00177825j -0.00284587+0.00618412j 0.00299129+0.000734584j -0.00182805+0.0022279j -0.00106613+0.000701534j 
0.0033224+0.00158575j 0.000698117+0.000549506j 0.00116874+0.00180682j 0.00186704+0.00537353j -0.00245181+0.00348466j -0.00425689+0.00179927j 0.00375955-0.000778296j -0.00410358+0.00103701j -0.00376459-0.000479601j -0.00124771-0.00138561j -0.00204698+0.00331444j 0.00232897+0.000648092j 0.00299358+0.00051609j 0.00467552+0.00217152j -0.00423845+0.00330856j -0.00977998+0.00529699j 0.00682255-0.0021506j -0.00969619-0.000906824j -0.00302705-0.0084698j 0.000657696+0.00399455j -0.0084297-0.000387838j 0.00920589-0.0014166j 0.00413721+0.00722239j -0.0119513-0.00201697j -0.00737483-0.00267072j -0.00362249-0.0061562j 0.00627444+0.00387771j -0.0124828+0.0119867j 0.0115397-0.00832862j 0.000425565-0.00426831j -0.00897985-0.0003335j -0.000410808-0.00242762j -0.00415312-0.00104718j 0.0119235-0.00866711j 0.0161354+0.0069918j -0.00555364+0.00895752j -0.00522009-0.00427053j -0.0096372-0.000282864j -0.00441592-0.00838831j -0.000337149-0.00090112j -0.00179021-0.00230175j 0.0122253+0.00222785j -0.0140949-0.00972938j -0.00486323+0.00658511j -0.00287137-0.000856598j 0.00615547+0.00679397j 0.00158299+0.00320417j -0.00764148-0.00189274j 0.00570044-0.00443585j 0.0015238+0.00141693j -0.000293157-0.00278565j -0.0008601-0.000406926j 
