0.00337094+0.0108285j 0.00301271+0.000806837j 0.00340285+0.00332732j -0.00390581-0.0156454j -0.00367938-0.00532453j -0.00366487-0.00897284j 0.000787192-0.0107881j 0.00365228+0.00388022j -0.00101039-0.0077817j 0.00128137+0.00563295j 0.00124897+0.00963605j 0.00461802-0.000512511j -0.00073883+0.00739756j -0.00293367-0.00449879j -0.000197532+0.00252716j 0.0032189+0.0045644j -0.000943197+0.000905449j -0.000644078-0.00323964j 3.68858e-05-0.00591663j -0.00334657-0.00332963j -0.00155081-0.000696043j -0.00118825+0.00708439j 0.00656986+0.00928523j -0.00311064-0.0106793j 0.00468499+0.00844058j 0.0129974-0.00877579j -0.000957089+0.00268977j 0.00142995+0.00752187j 0.000563844-0.00157183j 0.00345047+0.0168547j 0.00302633+0.00632498j 0.00337971-0.00479685j -0.00509855-0.0109047j 0.000267365-0.00205111j -0.000949847+0.00467511j -0.00405138-0.00531046j -0.00255367-0.00104445j -0.000375952-0.00564646j -0.00423638+0.00665691j -0.00199785-0.00792456j -0.00605178+0.00897333j -0.00104201-0.0039219j -0.00511488+0.0130033j -0.00131081-0.00214071j 0.00678474-0.00433397j 0.00279386-0.00403696j 0.00494776+0.000234031j 0.00477838+0.00595573j 0.00810249-0.00170267j -0.010007+0.0167905j -0.00932863+0.00614035j 0.00613203-0.0118072j 
0.00144234+0.000998129j -0.00499868+0.000492399j 0.00309227+0.0012752j -0.00532777-0.0020935j 0.000649555+0.000133546j -0.00391675+0.00332018j -0.00489123-0.000451208j 0.00842814+0.00233494j -0.00421189+0.00141008j 0.00188237+0.00440756j 0.00701591-0.000888906j -0.00160735-0.000159387j -0.00863894-1.88292e-05j 0.00224873-0.00354203j 0.00381334-0.00168754j 0.00406226+0.00400742j -0.00174938-0.0032941j -0.00405944+0.000757979j -0.000238544-0.000929985j 0.00944142+0.0034037j -0.000530902+0.000646564j -0.00757717+0.000919289j 0.00530239+0.0010014j 0.00976777-0.00299108j -0.00719368-0.00823883j 0.0048986-0.00554597j 0.0143797+0.0104255j 0.00368638+0.00808568j 0.00866354+0.0112197j 0.0116884+0.0143635j -0.0177978-0.001234j -0.00625283+0.0113302j -0.00556881+0.0053189j -0.00888534+0.000820775j 0.0189249+0.00867558j -0.00936489+0.00190186j 0.012187-0.00103888j 0.0059262+0.011571j 0.000428064-0.00504347j 0.00680078+0.016857j -0.000425904+0.0025782j 0.000688509+0.000776543j -0.00855056+0.00642432j 0.0095123+0.0110945j -0.0028298-0.00687859j 0.0127695+0.0048438j 0.00119198+0.00512647j -0.00387417-0.000459706j 0.00107246-0.00471172j 0.00020859-0.00253601j -0.000454912-0.00367715j -0.00208518-0.00106015j 
0.000962639+0.00163337j 0.000991816+0.00086422j 0.000869159+0.00209522j 0.000669432-0.000843122j -0.000871001-0.0019463j -0.00121095+0.00284508j -0.00191956+0.000679374j 0.00147813+0.00251982j -0.00227042+0.00243956j 0.00566928+0.00522615j 0.00553533+0.00248777j 0.00368794+0.00187103j -0.000755145-0.000734077j 0.000240203-0.00205672j -0.000810593+0.000358762j 0.00837645+0.00638528j 0.00495813+0.00885232j -0.00477383-0.00384313j 0.000428404+0.010326j 0.00710619+0.0093396j 0.00903084+0.00698257j -0.00264243+0.00419793j 0.0106411+0.00982814j 0.00795613-0.000350383j 0.0207705+0.0127682j 0.00358066-0.00600909j 0.00281395-0.00918746j -0.0205494-0.011912j -0.0103293-0.00907731j -0.00891923-0.00719885j -0.00615016-0.0134567j -0.00526388-0.00591806j -0.00237441-0.00278926j -0.0140887-0.0155214j -0.00132331-0.00556704j 0.0168909+0.0082823j 0.000991152-0.00746078j -0.00762185-0.0212094j -0.00374483+0.0120945j 0.00661183-0.00385789j 0.00106681+0.0151008j -0.00355574+0.00312681j -0.00214958-0.00730331j 0.000126066+0.00360323j 0.00283261+0.00166504j 0.00576982+0.00236737j 0.00335908+0.00291018j -0.00210803+0.000516938j 0.00228876-0.00214312j 0.00176996-0.0001848j 0.000416844-0.00037105j -0.000852435+0.0014221j 
2.78122e-05-0.000695989j -0.00154597-0.000686929j -0.00328412+0.000587097j 0.000792244+0.00182515j 0.00248113+0.000955288j -0.00613121+0.00108466j -0.00291159+0.00040716j -0.00212323-0.00122377j -0.0022494-0.00488955j -0.00332138-0.00411155j 0.000649246-0.00371806j -0.00401458-0.00132983j 0.000795079-0.000794759j 0.00452915-0.000138661j -0.00158691+0.00322851j -0.00700346-0.00412689j 0.00053159-0.00330667j -0.00316572+0.000914782j -0.00173733+0.000188582j 0.000933614-0.00921113j -0.00198783-0.00161031j -0.00149853-0.00309853j -0.00298562-0.00397291j 0.00216251-0.00596478j 0.00605657+0.00423302j -0.0220827+0.0034753j -0.00115636-0.00417245j 0.00742362-0.00908601j -0.00891819+0.00413522j -0.00107358-0.00157297j -0.00879854+0.00553131j -0.00661556-0.00206311j -0.0060577-0.00198898j 0.00669627-0.00430154j 0.0195099-0.00565981j 0.00875061-0.00634615j -0.00527028-0.00771342j -0.00997273+0.00494044j -0.0222776+0.0144957j 0.000278493-0.0101727j -0.00907139+0.000517024j 0.0193532-0.0117463j -0.00793478+0.000915885j 0.00172949-0.00732717j -0.000469655-0.000689552j 0.0072141+0.00232419j 0.0112234+0.00241823j -0.00587355+0.00148723j 0.00644059-0.00249201j 0.00499903+0.00168391j -0.000282731-0.000668739j -0.000245246-0.00104169j 
-0.000391096+4.08377e-05j 0.000697454+0.00102515j 0.00233721+0.001906j -0.00406774-0.0037333j -0.000108513-0.00341326j 0.00477304+0.00114228j 0.0044008+0.000858633j 0.00235828+0.00371472j 0.00863231+0.00531339j 0.00268427+0.000539848j -0.00583007+0.000569606j 7.08643e-06-1.72306e-05j 0.00216184+0.00193093j -0.00238268-0.00375174j -0.00776448-0.00702308j 0.00397644-0.0065245j -0.00148193-0.00376347j 0.00652066+0.00987297j 0.00706327-9.47354e-05j 0.00784397+0.00450878j 0.00200029+0.00867209j 0.00434684+0.00611389j 0.00326645-0.00678636j -0.00295152-0.000974886j -0.00143071-0.00630775j 0.00783799-0.0145714j -0.00475861+0.00494252j 0.00299364-0.00726302j -0.002625-0.00268207j 8.34111e-05-0.00100608j 0.00703164+0.00698966j 0.00313627-0.00433842j 0.0052727+0.00459109j 0.0125035+0.00275189j -0.000586272-0.0100233j 0.000760887+0.00928073j -0.00286941-0.0236136j -0.00535697-3.50308e-05j -0.0105408+0.00201658j -0.00219966+0.00523601j -0.00430587-0.000150388j 0.0100141+0.0134512j -0.00762847+0.00414971j -0.00375627+0.00112786j -0.00147188-0.00271668j -0.0056054-0.00563717j 0.00253877-0.00512844j 0.00483042+0.00271884j -0.000854164+0.00317845j 3.80099e-05-0.0022247j 0.000115667+0.000990107j -0.00209612+0.00139644j 
-0.00179311-0.00175336j -0.00042154+0.000946176j 0.00180709+0.000633781j -0.00135603-0.00129073j 0.0018313-0.00100089j -0.00186042-0.00240935j -0.000134423+0.00260571j 0.0023435-0.00140554j -0.00737847-0.0051175j 0.000531172+0.00287835j -0.00195818-0.00329623j 0.00166708+0.00295219j -0.00157451-0.00154635j 0.00102082+0.00112607j 0.00430448-0.00219106j 0.00621376+0.00427062j -0.00215055-0.00525951j -0.00134163+0.00233628j -0.00586745-0.0127126j 0.000430338+0.00201516j 0.00193181+0.00269151j -0.00420674-0.00968004j -0.00176368-0.00282561j 0.00533443+0.0172793j 0.0163223+0.0107544j 0.0108656-0.0101766j 0.00944104+0.00933837j -0.00653769-0.0210495j -0.00118116-0.01044j -0.00215614-0.0179053j 0.00261087+0.0163977j -0.00334914-0.01098j 0.000700409-0.00476921j -0.00761848-0.0139989j -0.00360812-0.007596j 0.00399762+0.0174448j -0.00197096+0.00512241j -0.00457631-0.0159296j 0.00283008-0.00760284j 0.00291081+0.0142933j -0.00226979+0.00563855j -0.00214062-0.00482438j 0.000265431-0.00591634j 0.00100518+0.000489338j 0.000533387-0.00193909j -0.000185722+0.00202048j 0.0019099+0.00307155j -0.000285538-0.00158585j -0.00160135-9.22534e-05j 8.26571e-05-0.00214835j -0.00110838+0.00117813j -0.000181963-0.00010866j 
-0.000819316-0.00130628j -0.00127441-0.00300317j -0.00016608-0.00178687j 3.2538e-05+0.000872044j 0.00269555+0.00374447j -0.00127011+0.00108222j -0.00402455-0.00393996j 0.0037841+0.00206533j 0.00283493+0.000124892j -0.00449662-0.00301252j 0.00336116-0.00327117j -0.00395393-0.00383363j 0.00321395+0.00433345j -0.000545754+0.000158939j -0.00440577-0.00434381j -0.00855294-0.00472457j -0.000330959-0.00708921j 0.00677753+0.0071663j -0.000336182+0.00532132j 0.00385693-0.00488702j 0.00558061+0.00458236j -0.00157342+0.00352719j -0.00434681-0.00604374j -0.00696082-0.00838407j 0.00481558+0.0232638j -0.011768+0.00312519j -0.000934818+0.00824002j -0.00544384+0.00670896j 0.0039612-0.00145574j 0.000755898-0.00323432j 0.00705147+0.00467562j 0.00497764-0.000714104j -0.00198886+0.00585259j -0.00646151-0.00706833j -0.0154198-0.0104592j 0.00374922+0.0195035j -0.00735197-0.00712526j 0.00284542-0.000331633j 0.00730799+0.0093945j 0.0014646-0.00311392j 0.00663298-0.00950987j -0.00370801-0.00103347j 0.00894845+0.000114082j 0.00285986-0.00148971j 0.00144237-0.0012196j 0.000580359+0.00127386j -0.00243682+0.00393067j -0.00282929+0.000464596j 0.00106408-0.000749496j -0.0004143+0.000283511j 0.000231299+4.0854e-05j 0.00254216-0.00170204j 
-0.000353005+0.00144386j 0.00122298-0.000980659j -0.00110507+0.00256138j 0.00059678-0.00120417j -5.60673e-05-0.00220934j 0.00030771+0.00228782j 0.000917764+0.00247863j -0.00274836+0.00207052j 0.00466921-0.00223022j 0.00175171-0.00210328j 0.00409922-0.00552346j 0.00169538-0.000879185j 0.00254638-0.00456554j -0.00148581-0.000147348j 0.0011875-0.00060019j 0.00821853-0.00510326j 0.00187782-0.001409j 0.00139646-1.56822e-05j 0.00210063+0.00138951j 0.00181114-0.00457776j -0.00177518-0.00201322j -0.00216186+0.00599982j -0.00223103+0.00346888j 0.000478148+0.00263892j -0.0116405+0.00104815j -0.00787204-0.00212356j 0.00754339-0.0125286j 0.00927091-0.00326722j 0.0151482-0.0112991j 0.0129061-0.00521935j -0.00416412-0.00365434j 0.0118759-0.00380079j 0.00541097-0.00664708j 0.00336709+0.00765909j -0.000238683+0.00804122j 0.0018155+0.000572376j 0.00186098-0.00204235j 0.00829115-0.000662147j -0.00711469-0.00372748j 0.0155169-0.0117767j -0.00423073+0.00345598j 0.00480193+0.000685505j 0.00575292+0.00157811j 0.0152245-0.00296425j 0.00899786+0.000452631j 0.000543188-0.000949434j 0.00767619-0.00543982j -0.000941345+0.00366232j 0.00677771-0.00216495j 0.00382107+0.00107501j 0.00299313-0.000680963j 0.00119862+0.000373582j 
-0.000367873-0.000207377j 0.0033253-0.00164426j 0.000541582+0.00177582j -0.00151018+0.00105292j -0.0035906-0.00115532j 0.0002499+0.00443935j 0.00634456-5.52151e-05j -0.00540446+0.00384237j 0.00377998-0.000721557j -0.00040313+0.00220663j -0.00301631-0.00325473j -0.000269613+0.00335307j 0.0024019-0.000555116j -0.000372226-0.00131623j -0.00212524-0.00162772j -0.000965134+0.00588652j 0.000869673-0.00465035j 0.00279179+0.00103229j -0.000161244+0.00265619j -0.0022147-0.000711277j 0.000811155-0.0104203j -0.000193015+0.00535356j -0.00489946+0.00660467j 0.00495211-0.000152803j -0.0122336-0.00137055j 0.000808818-0.0107763j -0.0131328+0.00788691j -0.0100569+0.00868274j -0.00388747-0.0015104j -0.00908834-0.000992645j 0.00743095+0.000621105j -0.0071778+0.013745j -0.00960572+0.00526483j 0.00852493+0.000717638j -0.00962251+0.00316647j -0.00476556+0.000678385j -0.0265815+0.01587j -0.00781498+0.0160079j 0.000778839+0.00214406j -0.00166601-0.00447304j 0.0132797-0.000743107j -0.00320261+0.00490736j 0.0123566-0.003203j -0.00396922-0.00206475j -0.001466+0.000126841j 0.00543809-0.00117948j -0.00688429-0.00344443j -0.00740934+0.00364525j 0.00719253-0.000950795j 0.00208665+0.000135064j 2.53217e-05+0.00079175j 0.00385036-0.000167382j 
0.00280125+0.00039097j 0.00192307-0.000213135j 0.000996228-3.07638e-05j 0.00183301+0.000644713j -0.00317304+6.05796e-05j 0.00343158+0.000962988j -0.00115497-0.000136402j 0.00317242-0.000129959j 0.00590436-0.000466871j 0.00635613-0.00413121j 0.00760336-0.00173457j 0.00235212-0.00514544j -0.00107504-0.0005912j -0.00492426+0.000271959j -0.00237418+0.0021074j 0.00548282-0.00137748j 0.0136658-0.00237032j -0.00737462-0.00165545j 0.0141655-0.00559826j 0.0147905-0.00511916j 0.00468258-0.00527205j 0.00794895+0.00798425j 0.0128085-0.00574092j -0.00919249-0.00101761j 0.00686595-0.00492529j -0.00240903-0.00321636j -0.00829468-0.0010863j -0.00315675+0.00854008j -0.000428279+0.00235227j 0.00227518+0.00873987j -0.0242713-0.00415766j 0.00145736-0.000462039j 0.00597728-0.0078259j -0.012134+0.00471889j -0.00153264+0.00897262j 0.000390525-0.00539422j -0.00713285-0.003412j -0.00829369-0.00376819j 0.0110372+0.00540579j -0.0045263-0.00671976j 0.0100426+0.00210186j 0.00661509+0.00882934j -0.00463163+0.0010461j 0.00722041+0.00399057j 0.00293323+0.00273758j -0.000702477-0.00206573j 0.00226155-0.000543736j 5.19474e-05+0.000272826j -0.000552469-0.00148447j -0.00014866+0.000612066j 2.0796e-05-0.00134976j 0.00174421+0.00184391j 
-0.00263081+7.03033e-06j -0.000237833-0.0012007j -0.00125332+0.000896415j -0.000319551-0.00197985j 0.00344314+0.000119462j -0.00364569-0.00125914j 0.000400179+0.000889602j -0.00339129+0.000552673j -0.00427741-0.00189941j 0.000695136+0.000478209j -0.00187805-0.00408103j 0.00461892+0.00227452j 0.00457916-0.00130978j 0.00433389+0.0030631j 0.00659669+0.000709465j 0.000133881-0.00728797j 0.00792613+0.00399407j 0.00225308+0.00158836j 0.00695448+0.0103394j 0.00102816+0.0070593j 0.00505653-0.00800872j -0.00996187-0.0161811j -0.00252352-0.0061166j -0.00278155-0.00670878j 0.0121998-0.0128054j -0.0037099-0.000956641j -0.00216724-0.00970697j -0.00544607+0.0145691j -0.000293654+0.0162015j -0.00519326-0.000762117j 0.00120687-0.00406071j 0.000312616-0.000515071j 0.00178629+0.0101008j -0.00881008-0.00167954j -0.0142327-0.00086957j 0.00736387-0.022408j 0.000897141-0.00113662j -0.0147655+0.00302043j 0.00371101-0.00159719j 0.00443195-0.00292023j 0.00287646+0.00441373j -0.00195708-0.0030033j -0.00442073-0.00223319j 0.00291424+0.000692037j 0.00516158-0.00208102j -0.000283868+0.000641039j 0.00509349-0.00225644j -0.000332306+0.00129692j 0.0032643+0.000623912j 0.00166358+0.000286235j 0.00299852+0.000476475j 0.000639066-0.000636497j 
-0.000607148+0.00207845j -0.000667767-0.000260347j -0.00133615+0.000593421j 0.00120393-0.000719152j 3.72897e-05-0.000456629j 0.000269957+0.000884954j -5.02207e-05+0.000513351j -0.00103762+0.000122221j 0.0010172+0.00236369j -0.00400786-0.0022459j 0.000889475+0.00121311j -0.00304416-0.00282215j 0.000674559-0.00520695j -0.00144314-0.00266424j -0.00598951+0.000958952j 0.00298337-0.00257352j -0.0117343-0.0029962j 0.00543218-0.000179499j -0.0147061+9.31802e-05j -0.00753525-0.00957146j 0.002329+0.00184783j 0.00147516+0.00993395j -0.00513617+0.00415055j 0.0143746+0.00326251j 0.0130725-0.0175818j -0.0070663+0.00846221j 0.0101022-0.00120403j -0.0151603+0.00121293j -0.00999373-0.00511079j -0.0145343+0.00762852j 0.0170624-0.00226692j -0.00971501+0.000282593j -0.00959251-0.00892019j -0.00903121+0.0176051j -0.00762203+0.00947127j 0.0228044+0.000796722j 0.00112785+0.00141366j -0.0107872+0.00485214j -0.000111629-0.00208544j 0.00597649-0.000993932j -0.00277608-0.0013444j -0.00121378-0.00266486j -0.00444306+0.00355611j -0.00201602-0.00319019j 0.00284585+0.000542515j 5.98031e-05+0.000225823j 0.00326876-0.00274263j 0.000732509+0.000802665j 0.00151804-0.00100328j 0.000757869+0.0010706j 0.00264539-0.00086021j -0.000708524-0.000305889j 
0.000565286+0.000223346j 0.00353713+0.000723062j 0.00188363-0.000821652j 0.0034326+0.00360874j -0.00868991-0.000390931j 0.00479143-0.000224775j 0.00656277-0.000473026j 1.52824e-05+0.00136943j -0.00278427+0.00122947j 0.00438169-0.00437202j -0.00934115-0.000822583j 0.000810097-0.00424745j -0.00107835+0.00597628j -0.000200954+0.00346673j -0.00362104-0.00652517j 0.00142155-0.0150711j -0.00156644-0.00130493j -0.00746301-0.00582064j -0.0171036-0.00772744j 0.00975609+0.00813069j -0.00554305-0.000766037j -0.00321182+0.00551505j 0.00825549-0.0030271j 0.0174911-0.00445861j 0.00321085+0.00550333j -0.00333017-0.0179009j 0.00574672-0.00833227j -0.0161173-0.00583366j -0.00293749+0.00828166j -0.00326602+0.00357416j 0.0071452+0.00872416j -0.00124935-0.000462165j -0.00612233-0.00214907j -0.00870042-0.0124799j 0.0116858+0.005338j 0.00162638+0.0071441j 0.013188+0.00414516j -0.00234217+0.00396451j -0.00865975-0.00255109j 0.00631051-0.00356626j 0.00844226+0.00218325j 0.000971111+0.00513201j -0.00488013-0.000932778j 0.000331711-0.00524536j -0.00116417+0.00282667j -0.00162931-0.00225591j -0.00296256-0.00331981j 0.00145221+4.96424e-05j -0.00323701-0.000968616j -0.00270796-0.000651735j -0.000215109+0.00141111j 0.000892902+0.00182774j 
0.000341921+0.000926819j -0.000786251+0.00138119j 0.0023914-0.00081684j -0.00094394+0.00283238j -0.00229284-0.000824686j 0.00196564-0.000687477j -0.000538413+0.000742987j 0.00735303-0.00255975j -0.000664827-0.00483695j 0.00197688+0.00059757j -0.00961043+0.00233869j -0.00474292+0.00344235j -0.00142904-0.000282998j 0.0018785+0.00195486j -0.0087033+0.00610056j -0.0138778-0.00149927j -0.0160746+0.000550577j 0.000117821-0.0158132j 0.00829385-0.00877048j 0.0118821-0.00538201j 0.004829-0.00581252j 0.00773776+0.0064668j -0.00438657-0.000324335j -0.00526943+0.00448482j 0.00865543-0.00430199j -0.00524986-0.00931816j 0.0179354+0.00102556j 0.0103428+0.00251278j 0.00612777+0.00173936j 0.00567098-0.000478225j 0.00484116-0.00512858j -0.00521884-0.00672959j 0.0124848+0.00338641j -0.00724511-0.00589439j 0.00244285+0.015573j 0.0151692+0.000808629j -0.0139785+0.00274841j 0.00943147+0.00477161j 0.00273537-0.00209571j -0.00041539+0.00102955j -0.00512335-0.00285004j 0.0107911+0.00140861j -0.00179174-0.000372169j 0.000190522-0.00405941j -0.00707882-0.00205091j -0.000309659+0.000841484j -0.00195439+0.000206364j 0.00240984-0.00107479j -0.000844346-0.00294591j -0.00230136-0.00119907j -0.00040264-0.00151004j -0.000440308+0.000357234j 
-0.00115095-0.00167612j -0.00153944-0.000488327j 0.00518689-0.00433398j -0.00650159-0.00101995j 0.00198618+0.00196084j 0.000256419+2.00936e-05j -0.00158667-0.00254808j 0.00846369-0.00668129j -0.00435246+0.00557645j 0.00302985+0.00102706j -0.00265972+0.0037322j 0.00493482+0.000257275j -0.0112544+0.00366361j -0.00618463-0.000954153j 0.000606732-0.00194906j 0.00174816-0.000119222j -0.00790391+0.0014579j 0.00368337+0.014111j 0.000562746+0.0108011j 0.00454604-0.00917087j 0.00582252+0.00529939j 0.00220467+0.00143514j 0.00117992-0.00753416j 0.00786438-0.0137727j -0.0070632-0.0124108j -0.0137553-0.025218j 0.00697746-0.00118519j -0.010271+0.0116885j -0.00737575-0.0117719j -0.000351891-0.00435512j 0.00164872+0.000435445j -0.00511821+0.0049309j 0.00350975+0.00761958j -0.00309007+0.0119144j 0.00463069-0.0138588j 0.00896263+0.00199141j 0.00269845-0.00331156j -0.000827491-0.00184864j -0.00522763+0.00224103j 0.0108937+0.00265224j 0.004963-0.00189036j 0.00265492+0.00386527j -0.00263038+0.00247711j 0.00459458+0.00340746j -0.00731451-0.00664626j 0.00157521-0.00306159j 0.000736022+3.92053e-06j -0.00196942+0.00217218j -0.00670346+0.00151574j -0.00545774-0.00409149j -0.00231101+0.000438779j 0.00142669-0.00120883j 
0.000747468-0.00118381j 0.000263771+0.00213258j -0.0031445+0.00141281j 0.00343055-0.00161549j 0.00212497+7.54156e-05j -0.00351233+0.0025369j -0.00150315+0.00271753j -0.0019353-0.00245067j 3.52791e-05+0.00425353j -0.00447082+0.00415319j 0.000365329-0.0043881j -0.00820948+0.00514192j 0.00768485+0.00098326j 0.0108183-0.00355025j -0.000515024-0.00157901j -0.01511+0.00884281j -0.0032624-0.00602983j -0.0127666+0.00271772j -0.00572124+0.0166579j 0.00389226-0.000760588j 0.00061866+0.000803659j -0.0046828+0.00845609j -0.00230332+0.00101428j -0.00348211-0.00493061j 0.0135986-0.00849653j 0.0170883+0.0151873j -0.00533225-0.0054664j 0.00327656+0.00694158j 0.0182729+0.00304694j 0.00854596+0.00156615j 0.0058505+0.00155005j -0.00588233+0.00044818j -0.00764843+0.0101727j -0.0138904+0.00809393j 0.00685269-0.00611199j -3.75992e-05-0.00104492j -0.00431804-0.0119598j -0.000167083+0.00526385j -0.000268782+0.00452792j -0.00314874-0.00501475j -0.00328708-0.00297878j -0.00980245+0.000448714j 0.00547927+0.00169296j -0.00514265-6.10543e-05j 0.000469985-0.00132405j 0.00736324+1.75394e-05j 0.00434356+0.00121565j -0.00796314+0.000317617j -0.00236234+0.00287658j 0.00253716+0.00122598j -0.0031304+0.000697565j -0.000295821-0.000273424j 
-0.000972928+0.000222061j -0.00280796-0.000562774j 0.000307358-0.0006152j -0.000710484-0.00101578j 0.000807011-0.00103055j 0.00336317+0.0031232j -0.000443989+0.000443036j 0.00320164-0.000695425j -0.00150887+0.00332306j -0.00704283-0.00237848j -0.00148691+0.00228162j 9.13362e-05+0.00035296j 0.00764785+0.00175747j 0.00123791-0.00287223j -0.0134754-0.00515042j -0.00327227+0.00266823j 0.0228404+0.000525787j 0.00685179+0.00956552j -0.0125749-0.0150929j 0.00880085-0.00818383j -0.010316+0.000705512j -0.0165251-0.000105214j -0.0156654-0.00657948j -0.0102812+0.00290575j 0.0183687+0.00169586j -0.00830452+0.00546254j -0.0101441-0.00242128j -0.0143742-0.0180347j 0.0158458-0.00217914j -0.00333706-0.00202065j 0.000884192+0.00857331j 0.00189269-0.000567826j 0.00457141-0.00801153j -0.0155614+0.00075222j -0.00360144-0.000246845j -0.0103295+0.00324754j -0.00338344-0.00498306j -0.00506732+0.000406896j 0.000951465-0.00177447j 0.000384271+0.00471238j 0.00157736-0.00389772j -0.000997778-0.000450962j -0.00295503+0.0025439j -0.000771469-0.00189894j -0.000832919-0.000260683j 0.0011334+0.000120272j 0.000565248-0.000331787j -0.000884025+0.000223243j -0.00129473-0.000670491j -0.000741533-0.000480509j 6.56414e-06-5.84396e-05j -0.000684204-0.00204148j 
-0.00069767-0.000670565j 0.00282923-0.000537525j -0.0018411+0.000148546j 0.00313219-0.000970237j 0.000713515+0.00133405j -0.00525027-0.00167629j 0.000452511+0.000976602j -0.00543841-0.0016279j -0.0035309+0.0019762j 0.00437324-0.00207988j 0.00215932-0.00279917j 0.00325273-0.00478391j -0.00337724-0.00279347j 0.00390922+0.00113701j 0.0145173+0.002077j 0.00183113+0.00186916j -0.00450351-0.0238953j -0.0124804+0.00330905j 0.00697051-0.00256222j 0.00175938-0.0103253j -0.00175661-0.000393077j -0.00206957+0.00373639j 0.00319762-0.000592433j -0.000118903+0.0165496j -0.00407315-0.0128735j 0.000731858-0.00178874j -0.00419095+0.00989006j 0.0103907+0.0122507j 0.00327988-0.00754119j 0.000461633-0.00674433j -0.00873965+0.0174191j -0.00439314-0.00719575j 0.000279604-0.00835024j -0.00805749+0.0104068j 0.000872096-0.00263246j -0.0106757+0.00557267j 0.00136674+0.00621544j -0.00776395+0.00126304j 0.00389464-0.0037079j -0.00430425-0.00092484j 0.00544527-0.00267341j 0.000465397-0.00388819j -0.00119429+0.00114357j 0.00444834-0.00153086j 0.00413381+0.000488405j 0.000286718+0.00121307j 0.00378337-0.00167835j -0.00336368-0.000102353j -5.72493e-05+0.00193202j 0.00124698+0.000971818j -0.000284207+0.00118573j 0.00248996-0.000116072j 
0.00221848-0.00222577j 0.000150131-0.000644366j -0.000719056+0.000237695j 0.000540368-0.00193247j -0.000289234-0.000548044j -8.79003e-06+0.000466286j 0.000358475+0.00225399j 0.00145454-0.00257039j 0.00652412-0.0060438j -0.00538435+0.00074357j 0.00700711-0.012256j -0.0128602+0.00295857j -0.00479217+0.00485796j -0.0102677+0.00511383j -0.00778026+0.00286739j 0.00818346+0.00179744j 0.000548244+0.00393834j -0.000731749+0.00909479j -0.00990052-0.00146506j -0.00500035-0.00659198j 0.00031265-0.00251675j 0.0239736-0.00551022j 0.000404627-0.00819229j -0.00449878-0.00167484j 0.00486036+0.00912777j 0.00759849+0.00639396j 0.00753998+0.000836147j -0.00418944-0.00365721j -0.0059724-0.000275166j 0.0149235+0.00255986j -0.00893447+0.00841502j 0.00442244+0.00552027j -0.0149236-0.00223862j 0.0141508+0.0056275j 0.00703225-0.00243717j 0.0117293+0.000693605j -0.00815816+0.00104698j -0.00307999-0.00222153j 0.00518255-0.000283796j -0.00221579-0.000486738j -0.0033651-0.00314081j 0.00480995-3.36352e-06j 0.0083764+0.00183565j 0.00463159+7.85036e-05j 0.00383812-0.000247254j 0.000188812-0.000316621j 0.00458803-0.0014339j -0.00425321+0.00045683j -0.00118034+0.000607722j 0.00225186+4.23743e-05j -0.00297816-0.000318521j 0.00236251-0.000623999j 
0.00251826+0.00108419j 0.00166899+0.000937176j -7.31385e-05+0.000363146j -0.00270528+0.000749585j -0.00677772-0.00109324j -0.00959177-0.00014735j 0.00485064-0.000269023j -0.0058752+0.000771289j -0.0116587+0.00241175j 0.00973282+0.00277174j -0.00656237-6.66634e-05j -0.0122313-0.00312389j -0.00873869-0.0032105j -0.00365494+0.0030976j -0.0113438-0.0149772j 0.0235954+0.0134132j -0.00559009-0.00154564j 0.00916173-0.00306067j 0.00548848+0.00424632j 0.013291+0.00909276j -0.0133164-0.0124832j -0.0117105+0.00526393j -0.0143988-0.000246021j -0.00965304-0.00507593j 0.0134986+0.00693921j 0.00804906-0.00213194j 0.0139507+0.0130057j 0.00319984-0.000709496j 0.00525829+0.00106146j -0.00601388-0.00294892j 0.0018039-0.000152063j 0.00167061+0.00701809j 0.0044469+0.00159874j -0.00425431-0.00126956j -0.00211984+0.000987029j -0.00137014+0.00409777j 0.00711606+0.0068668j -0.00158128+0.00143109j -0.00187592-0.000799941j 0.000903137-0.00215921j 0.00200474+0.00317655j -0.0049217+0.000881482j -0.00302533-0.00276928j -0.000310614-0.000434346j -0.00363021-0.00222812j 0.0046745+0.00110665j -0.00131852-0.00250818j -0.00215332-0.000295853j 0.00179974+0.00128851j 0.000403723-5.2332e-05j -0.00139797-0.000812316j -0.000385977+0.00111997j 
