5.83527e-14-0.00302215j 1.28459e-14+0.0468069j -3.66469e-16-0.026819j 3.24156e-16-0.108166j 9.0844e-16+0.0785322j 5.14885e-15-0.0579526j 1.1315e-16-0.0211587j -1.63297e-15-0.165286j 1.66352e-15+0.142946j -6.83897e-16-0.0152122j 4.89257e-15+0.0290373j -1.3803e-15+0.0709749j -5.04708e-15+0.181553j 1.76802e-14-0.126819j -3.31872e-15-0.306851j 3.16022e-15-0.07148j 7.23243e-15+0.0879064j -1.24184e-13+0.145732j -2.91553e-14+0.0732112j 1.32806e-14-0.22393j -1.15676e-14-0.0274178j 1.08949e-14-0.147502j 1.74259e-14-0.107922j -9.74003e-14-0.114679j 1.28169e-14+0.115697j 1.98908e-14+0.0568039j 4.90157e-15-0.257925j -5.48308e-14-0.0893113j 1.21509e-15-0.208574j 3.72314e-16+0.073405j 1.28488e-14-0.11525j -2.4593e-14-0.202054j -5.13244e-14+0.00978351j 9.44661e-14+0.0411665j -1.37024e-14-0.049774j 4.97961e-15-0.00142976j -5.62363e-15-0.0306447j -4.18643e-15-0.0140446j 6.5302e-16-0.00683347j -3.95755e-15-0.00604665j -5.02531e-15-0.0423208j 3.97323e-15+0.0109063j 1.23735e-14-0.0907715j -4.338e-14-0.0605299j 2.20264e-14+0.237034j 3.83821e-15+0.0307575j -7.70578e-15+0.096179j 9.45588e-15+0.0841124j -6.89383e-15-0.268596j 3.22809e-14-0.0356012j -1.7111e-14-0.150783j 4.0599e-14-0.0609695j -7.10852e-15+0.0917696j 5.57955e-15+0.0583281j 8.26566e-15-0.122175j 2.35634e-14-0.163139j -1.25501e-14-0.00144442j -1.02415e-14+0.184395j 1.74269e-14+0.0764138j -2.07804e-13+0.133025j -9.23654e-15-0.0544432j 1.86568e-15+0.0611429j 5.69604e-15-0.231172j -7.59913e-16-0.10719j -7.05761e-16+0.113826j 6.3494e-17+0.0425258j -1.56095e-15+0.0120505j 7.50623e-16+0.00125473j 2.07147e-15+0.127491j -4.00492e-17-0.142694j -3.07784e-16-0.019797j -4.63822e-15-0.0481733j -1.22762e-15+0.0708144j 7.10919e-16+0.0990736j 7.408e-16-0.0251009j 1.1392e-14-0.044335j -5.08817e-14-0.00301217j 
-5.09669e-30+2.63963e-19j -1.122e-30-4.08824e-18j 3.20084e-32+2.34245e-18j -2.83127e-32+9.44755e-18j -7.93457e-32-6.85922e-18j -4.49715e-31+5.06174e-18j -9.88288e-33+1.84806e-18j 1.42628e-31+1.44365e-17j -1.45296e-31-1.24853e-17j 5.97335e-32+1.32867e-18j -4.27331e-31-2.5362e-18j 1.20559e-31-6.19915e-18j 4.40826e-31-1.58574e-17j -1.54424e-30+1.10767e-17j 2.89867e-31+2.68012e-17j -2.76023e-31+6.24326e-18j -6.31701e-31-7.67799e-18j 1.08466e-29-1.27286e-17j 2.54651e-30-6.39447e-18j -1.15996e-30+1.95586e-17j 1.01034e-30+2.39475e-18j -9.51593e-31+1.28833e-17j -1.52203e-30+9.42618e-18j 8.50721e-30+1.00164e-17j -1.11946e-30-1.01053e-17j -1.73732e-30-4.96141e-18j -4.28117e-31+2.25279e-17j 4.78907e-30+7.8007e-18j -1.06129e-31+1.82174e-17j -3.25189e-32-6.4114e-18j -1.12225e-30+1.00662e-17j 2.14802e-30+1.76479e-17j 4.48281e-30-8.54519e-19j -8.25093e-30-3.5956e-18j 1.19681e-30+4.3474e-18j -4.34933e-31+1.2488e-19j 4.91183e-31+2.67659e-18j 3.65654e-31+1.22669e-18j -5.70366e-32+5.96854e-19j 3.45664e-31+5.28131e-19j 4.38924e-31+3.69642e-18j -3.47033e-31-9.52583e-19j -1.08074e-30+7.92824e-18j 3.78893e-30+5.28685e-18j -1.92384e-30-2.07032e-17j -3.3524e-31-2.68644e-18j 6.73044e-31-8.40054e-18j -8.25903e-31-7.34661e-18j 6.02127e-31+2.34599e-17j -2.81951e-30+3.10951e-18j 1.49452e-30+1.31698e-17j -3.54603e-30+5.32524e-18j 6.20878e-31-8.01541e-18j -4.87333e-31-5.09454e-18j -7.21946e-31+1.06711e-17j -2.0581e-30+1.4249e-17j 1.09616e-30+1.2616e-19j 8.94518e-31-1.61055e-17j -1.52211e-30-6.67419e-18j 1.81502e-29-1.16188e-17j 8.06745e-31+4.75522e-18j -1.62954e-31-5.34039e-18j -4.97508e-31+2.01912e-17j 6.63729e-32+9.36227e-18j 6.16431e-32-9.94189e-18j -5.54574e-33-3.71432e-18j 1.36338e-31-1.05252e-18j -6.55615e-32-1.09591e-19j -1.80928e-31-1.11355e-17j 3.49801e-33+1.24633e-17j 2.68827e-32+1.72913e-18j 4.05115e-31+4.20759e-18j 1.07224e-31-6.18513e-18j -6.20937e-32-8.65337e-18j -6.47035e-32+2.19238e-18j -9.95009e-31+3.87235e-18j 4.44415e-30+2.63092e-19j 
1.54743e-16-8.01432e-06j 3.40656e-17+0.000124125j -9.71822e-19-7.11203e-05j 8.59615e-19-0.000286842j 2.40905e-18+0.000208256j 1.3654e-17-0.000153682j 3.00059e-19-5.61098e-05j -4.33041e-18-0.000438315j 4.41142e-18+0.000379073j -1.8136e-18-4.03405e-05j 1.29744e-17+7.70028e-05j -3.66035e-18+0.000188215j -1.33841e-17+0.000481454j 4.68854e-17-0.000336306j -8.80078e-18-0.000813724j 8.38045e-18-0.000189555j 1.91794e-17+0.000233115j -3.29318e-16+0.000386461j -7.73158e-17+0.000194146j 3.52183e-17-0.000593829j -3.06755e-17-7.27081e-05j 2.88918e-17-0.000391155j 4.62111e-17-0.000286193j -2.58292e-16-0.000304113j 3.39886e-17+0.000306811j 5.27475e-17+0.000150636j 1.29983e-17-0.000683979j -1.45403e-16-0.000236841j 3.22224e-18-0.000553108j 9.87322e-19+0.00019466j 3.40731e-17-0.000305626j -6.5217e-17-0.000535818j -1.36105e-16+2.59445e-05j 2.5051e-16+0.000109168j -3.63369e-17-0.000131993j 1.32052e-17-3.79153e-06j -1.49131e-17-8.12654e-05j -1.11018e-17-3.72442e-05j 1.73172e-18-1.81214e-05j -1.04949e-17-1.60348e-05j -1.33264e-17-0.000112229j 1.05364e-17+2.89219e-05j 3.28128e-17-0.000240713j -1.15037e-16-0.000160517j 5.84107e-17+0.00062858j 1.01784e-17+8.15644e-05j -2.04346e-17+0.000255053j 2.50756e-17+0.000223054j -1.82815e-17-0.000712277j 8.56044e-17-9.44094e-05j -4.5376e-17-0.000399855j 1.07663e-16-0.000161682j -1.88508e-17+0.00024336j 1.47962e-17+0.000154678j 2.19193e-17-0.00032399j 6.24869e-17-0.00043262j -3.32812e-17-3.8304e-06j -2.71589e-17+0.000488988j 4.62136e-17+0.000202638j -5.51066e-16+0.000352763j -2.4494e-17-0.000144376j 4.94752e-18+0.000162142j 1.51051e-17-0.000613034j -2.01518e-18-0.000284253j -1.87158e-18+0.000301851j 1.68377e-19+0.000112772j -4.13942e-18+3.19562e-05j 1.99054e-18+3.32736e-06j 5.49323e-18+0.000338089j -1.06205e-19-0.000378404j -8.162e-19-5.24989e-05j -1.22999e-17-0.000127749j -3.25548e-18+0.00018779j 1.88526e-18+0.000262729j 1.9645e-18-6.6564e-05j 3.021e-17-0.00011757j -1.34931e-16-7.98786e-06j 
-4.33665e-30+2.246e-19j -9.54684e-31-3.47859e-18j 2.72352e-32+1.99314e-18j -2.40906e-32+8.0387e-18j -6.75134e-32-5.83635e-18j -3.82652e-31+4.30692e-18j -8.40911e-33+1.57247e-18j 1.21359e-31+1.22837e-17j -1.23629e-31-1.06235e-17j 5.08258e-32+1.13054e-18j -3.63606e-31-2.15799e-18j 1.02581e-31-5.27471e-18j 3.75088e-31-1.34927e-17j -1.31396e-30+9.42493e-18j 2.46641e-31+2.28045e-17j -2.34861e-31+5.31225e-18j -5.37499e-31-6.53302e-18j 9.22909e-30-1.08305e-17j 2.16676e-30-5.4409e-18j -9.86987e-31+1.6642e-17j 8.59678e-31+2.03764e-18j -8.09688e-31+1.09621e-17j -1.29506e-30+8.02052e-18j 7.23859e-30+8.52271e-18j -9.52526e-31-8.59833e-18j -1.47824e-30-4.22155e-18j -3.64275e-31+1.91684e-17j 4.07491e-30+6.63743e-18j -9.03028e-32+1.55008e-17j -2.76696e-32-5.45531e-18j -9.54894e-31+8.56513e-18j 1.8277e-30+1.50162e-17j 3.81432e-30-7.2709e-19j -7.02052e-30-3.05941e-18j 1.01834e-30+3.6991e-18j -3.70075e-31+1.06257e-19j 4.17937e-31+2.27745e-18j 3.11127e-31+1.04376e-18j -4.85311e-32+5.07849e-19j 2.94117e-31+4.49374e-19j 3.7347e-31+3.14519e-18j -2.95282e-31-8.10531e-19j -9.19573e-31+6.74595e-18j 3.22391e-30+4.49846e-18j -1.63695e-30-1.76159e-17j -2.85248e-31-2.28583e-18j 5.72677e-31-7.14782e-18j -7.02741e-31-6.25106e-18j 5.12335e-31+1.99615e-17j -2.39905e-30+2.64581e-18j 1.27166e-30+1.12059e-17j -3.01723e-30+4.53113e-18j 5.2829e-31-6.82013e-18j -4.14661e-31-4.33482e-18j -6.14287e-31+9.07976e-18j -1.75119e-30+1.21241e-17j 9.327e-31+1.07347e-19j 7.61124e-31-1.37038e-17j -1.29513e-30-5.67892e-18j 1.54436e-29-9.88615e-18j 6.8644e-31+4.04611e-18j -1.38654e-31-4.54401e-18j -4.23318e-31+1.71802e-17j 5.64752e-32+7.96614e-18j 5.24507e-32-8.45932e-18j -4.71874e-33-3.16043e-18j 1.16007e-31-8.95568e-19j -5.57847e-32-9.32487e-20j -1.53947e-31-9.4749e-18j 2.97638e-33+1.06047e-17j 2.28739e-32+1.47127e-18j 3.44703e-31+3.58014e-18j 9.12344e-32-5.26278e-18j -5.2834e-32-7.36295e-18j -5.50547e-32+1.86545e-18j -8.4663e-31+3.29489e-18j 3.78142e-30+2.23859e-19j 
5.0314e-17-2.60582e-06j 1.10763e-17+4.03587e-05j -3.15984e-19-2.31244e-05j 2.795e-19-9.32653e-05j 7.83292e-19+6.77135e-05j 4.43954e-18-4.9969e-05j 9.75628e-20-1.82438e-05j -1.40801e-18-0.000142516j 1.43435e-18+0.000123254j -5.89683e-19-1.31165e-05j 4.21857e-18+2.50371e-05j -1.19015e-18+6.11974e-05j -4.35179e-18+0.000156543j 1.52446e-17-0.000109348j -2.86153e-18-0.000264579j 2.72487e-18-6.16329e-05j 6.23609e-18+7.57963e-05j -1.07076e-16+0.000125656j -2.51389e-17+6.31255e-05j 1.14511e-17-0.000193081j -9.97401e-18-2.36407e-05j 9.39403e-18-0.000127182j 1.50253e-17-9.30543e-05j -8.39824e-17-9.88808e-05j 1.10512e-17+9.97581e-05j 1.71506e-17+4.89785e-05j 4.22633e-18-0.000222393j -4.72772e-17-7.70077e-05j 1.0477e-18-0.00017984j 3.21023e-19+6.32927e-05j 1.10787e-17-9.93729e-05j -2.1205e-17-0.000174219j -4.42539e-17+8.43573e-06j 8.14523e-17+3.54954e-05j -1.18148e-17-4.29171e-05j 4.29362e-18-1.2328e-06j -4.84891e-18-2.64231e-05j -3.6097e-18-1.21098e-05j 5.6306e-19-5.89208e-06j -3.41236e-18-5.21366e-06j -4.33302e-18-3.64907e-05j 3.42587e-18+9.40381e-06j 1.06689e-17-7.82668e-05j -3.74039e-17-5.21913e-05j 1.8992e-17+0.00020438j 3.30945e-18+2.65203e-05j -6.64422e-18+8.29293e-05j 8.15323e-18+7.2525e-05j -5.94413e-18-0.000231594j 2.78339e-17-3.06968e-05j -1.47538e-17-0.000130011j 3.5006e-17-5.25703e-05j -6.12924e-18+7.91273e-05j 4.81091e-18+5.02927e-05j 7.12698e-18-0.000105344j 2.03173e-17-0.000140665j -1.08212e-17-1.24544e-06j -8.83059e-18+0.000158992j 1.50261e-17+6.5887e-05j -1.79177e-16+0.000114699j -7.9641e-18-4.69431e-05j 1.60866e-18+5.27198e-05j 4.91135e-18-0.000199325j -6.55227e-19-9.24234e-05j -6.08534e-19+9.81453e-05j 5.4747e-20+3.66674e-05j -1.34591e-18+1.03904e-05j 6.47216e-19+1.08187e-06j 1.7861e-18+0.000109928j -3.4532e-20-0.000123036j -2.65384e-19-1.70698e-05j -3.99926e-18-4.15369e-05j -1.05851e-18+6.1059e-05j 6.12982e-19+8.54252e-05j 6.38747e-19-2.1643e-05j 9.82263e-18-3.82274e-05j -4.38722e-17-2.59722e-06j 
-4.4491e-30+2.30424e-19j -9.7944e-31-3.56879e-18j 2.79414e-32+2.04482e-18j -2.47153e-32+8.24716e-18j -6.92641e-32-5.98769e-18j -3.92574e-31+4.4186e-18j -8.62717e-33+1.61325e-18j 1.24506e-31+1.26022e-17j -1.26835e-31-1.08989e-17j 5.21438e-32+1.15985e-18j -3.73034e-31-2.21395e-18j 1.05241e-31-5.41149e-18j 3.84815e-31-1.38426e-17j -1.34803e-30+9.66933e-18j 2.53036e-31+2.33959e-17j -2.40951e-31+5.45e-18j -5.51437e-31-6.70243e-18j 9.46841e-30-1.11114e-17j 2.22295e-30-5.58199e-18j -1.01258e-30+1.70735e-17j 8.8197e-31+2.09047e-18j -8.30684e-31+1.12463e-17j -1.32864e-30+8.2285e-18j 7.42629e-30+8.74372e-18j -9.77226e-31-8.8213e-18j -1.51657e-30-4.33102e-18j -3.73721e-31+1.96655e-17j 4.18058e-30+6.80955e-18j -9.26445e-32+1.59027e-17j -2.83871e-32-5.59677e-18j -9.79656e-31+8.78723e-18j 1.87509e-30+1.54056e-17j 3.91323e-30-7.45945e-19j -7.20257e-30-3.13874e-18j 1.04474e-30+3.79502e-18j -3.79671e-31+1.09012e-19j 4.28774e-31+2.33651e-18j 3.19195e-31+1.07083e-18j -4.97896e-32+5.21018e-19j 3.01744e-31+4.61027e-19j 3.83155e-31+3.22675e-18j -3.02939e-31-8.31549e-19j -9.43419e-31+6.92088e-18j 3.30751e-30+4.61511e-18j -1.6794e-30-1.80727e-17j -2.92645e-31-2.3451e-18j 5.87528e-31-7.33317e-18j -7.20964e-31-6.41315e-18j 5.25621e-31+2.04791e-17j -2.46126e-30+2.71442e-18j 1.30463e-30+1.14965e-17j -3.09547e-30+4.64862e-18j 5.4199e-31-6.99698e-18j -4.25413e-31-4.44723e-18j -6.30216e-31+9.31521e-18j -1.7966e-30+1.24385e-17j 9.56886e-31+1.1013e-19j 7.80861e-31-1.40592e-17j -1.32871e-30-5.82618e-18j 1.5844e-29-1.01425e-17j 7.0424e-31+4.15103e-18j -1.42249e-31-4.66184e-18j -4.34295e-31+1.76257e-17j 5.79396e-32+8.17271e-18j 5.38108e-32-8.67868e-18j -4.8411e-33-3.24238e-18j 1.19015e-31-9.18791e-19j -5.72313e-32-9.56668e-20j -1.57939e-31-9.72059e-18j 3.05356e-33+1.08797e-17j 2.3467e-32+1.50943e-18j 3.53642e-31+3.67298e-18j 9.36003e-32-5.39925e-18j -5.42041e-32-7.55388e-18j -5.64824e-32+1.91382e-18j -8.68584e-31+3.38033e-18j 3.87948e-30+2.29663e-19j 
-8.15014e-30+4.22105e-19j -1.7942e-30-6.53753e-18j 5.11848e-32+3.74582e-18j -4.5275e-32+1.51076e-17j -1.26882e-31-1.09686e-17j -7.19141e-31+8.09426e-18j -1.58038e-32+2.95524e-18j 2.28078e-31+2.30855e-17j -2.32344e-31-1.99653e-17j 9.55201e-32+2.12469e-18j -6.83347e-31-4.05565e-18j 1.92786e-31-9.91309e-18j 7.04927e-31-2.53576e-17j -2.4694e-30+1.77129e-17j 4.63527e-31+4.28579e-17j -4.41389e-31+9.98364e-18j -1.01016e-30-1.22779e-17j 1.73448e-29-2.03544e-17j 4.07214e-30-1.02254e-17j -1.85491e-30+3.12763e-17j 1.61565e-30+3.82946e-18j -1.5217e-30+2.06017e-17j -2.43389e-30+1.50735e-17j 1.36039e-29+1.60173e-17j -1.79014e-30-1.61594e-17j -2.77815e-30-7.93382e-18j -6.84604e-31+3.60244e-17j 7.65823e-30+1.24741e-17j -1.69712e-31+2.91316e-17j -5.20012e-32-1.02525e-17j -1.79459e-30+1.6097e-17j 3.43491e-30+2.82209e-17j 7.16849e-30-1.36647e-18j -1.31941e-29-5.74974e-18j 1.91383e-30+6.95195e-18j -6.95504e-31+1.99696e-19j 7.85454e-31+4.28016e-18j 5.8472e-31+1.96161e-18j -9.12076e-32+9.54433e-19j 5.52753e-31+8.44537e-19j 7.01886e-31+5.91096e-18j -5.54942e-31-1.52328e-18j -1.72821e-30+1.26781e-17j 6.05889e-30+8.45424e-18j -3.07643e-30-3.31066e-17j -5.36084e-31-4.2959e-18j 1.07627e-30-1.34333e-17j -1.32071e-30-1.1748e-17j 9.62864e-31+3.75148e-17j -4.50869e-30+4.97244e-18j 2.3899e-30+2.10599e-17j -5.67048e-30+8.51563e-18j 9.92849e-31-1.28175e-17j -7.79297e-31-8.1467e-18j -1.15447e-30+1.70642e-17j -3.29111e-30+2.27856e-17j 1.75288e-30+2.01743e-19j 1.43043e-30-2.57545e-17j -2.43402e-30-1.06727e-17j 2.9024e-29-1.85797e-17j 1.29007e-30+7.6041e-18j -2.6058e-31-8.53985e-18j -7.95568e-31+3.22878e-17j 1.06137e-31+1.49713e-17j 9.85738e-32-1.58981e-17j -8.86822e-33-5.93959e-18j 2.18018e-31-1.6831e-18j -1.0484e-31-1.75248e-19j -2.89323e-31-1.78068e-17j 5.59369e-33+1.99301e-17j 4.29884e-32+2.76506e-18j 6.47822e-31+6.72838e-18j 1.71463e-31-9.89067e-18j -9.92943e-32-1.38376e-17j -1.03468e-31+3.50585e-18j -1.59112e-30+6.19229e-18j 7.10667e-30+4.20711e-19j 
-2.09466e-17+1.08485e-06j -4.61126e-18-1.68021e-05j 1.3155e-19+9.62712e-06j -1.16361e-19+3.88281e-05j -3.26099e-19-2.81904e-05j -1.84826e-18+2.0803e-05j -4.06172e-20+7.59525e-06j 5.86181e-19+5.9332e-05j -5.97147e-19-5.13128e-05j 2.45496e-19+5.46065e-06j -1.75627e-18-1.04234e-05j 4.9548e-19-2.54776e-05j 1.81173e-18-6.51715e-05j -6.3466e-18+4.55237e-05j 1.19131e-18+0.000110149j -1.13441e-18+2.56589e-05j -2.5962e-18-3.15554e-05j 4.45778e-17-5.23129e-05j 1.04658e-17-2.62803e-05j -4.76728e-18+8.03831e-05j 4.15236e-18+9.84207e-06j -3.91091e-18+5.29483e-05j -6.25532e-18+3.87402e-05j 3.49634e-17+4.11659e-05j -4.60084e-18-4.15311e-05j -7.14011e-18-2.03907e-05j -1.7595e-18+9.25862e-05j 1.96824e-17+3.20597e-05j -4.36175e-19+7.48709e-05j -1.33648e-19-2.63499e-05j -4.61227e-18+4.13708e-05j 8.82804e-18+7.25305e-05j 1.84237e-17-3.51195e-06j -3.39101e-17-1.47774e-05j 4.91871e-18+1.78672e-05j -1.78751e-18+5.13236e-07j 2.01869e-18+1.10004e-05j 1.50279e-18+5.04152e-06j -2.34412e-19+2.45298e-06j 1.42063e-18+2.17054e-06j 1.80391e-18+1.51917e-05j -1.42625e-18-3.91498e-06j -4.44167e-18+3.25839e-05j 1.55719e-17+2.17282e-05j -7.90671e-18-8.50871e-05j -1.37779e-18-1.10409e-05j 2.76611e-18-3.4525e-05j -3.39434e-18-3.01935e-05j 2.47465e-18+9.64167e-05j -1.15878e-17+1.27796e-05j 6.14227e-18+5.4126e-05j -1.45737e-17+2.1886e-05j 2.55172e-18-3.29422e-05j -2.00287e-18-2.09378e-05j -2.96709e-18+4.38565e-05j -8.45848e-18+5.85612e-05j 4.50507e-18+5.18499e-07j 3.67634e-18-6.61914e-05j -6.25566e-18-2.743e-05j 7.45945e-17-4.77515e-05j 3.3156e-18+1.95433e-05j -6.69717e-19-2.19482e-05j -2.04469e-18+8.29827e-05j 2.72783e-19+3.84776e-05j 2.53344e-19-4.08597e-05j -2.27922e-20-1.52653e-05j 5.60328e-19-4.32572e-06j -2.69448e-19-4.50404e-07j -7.43586e-19-4.57651e-05j 1.43763e-20+5.12222e-05j 1.10484e-19+7.10646e-06j 1.66496e-18+1.72926e-05j 4.40675e-19-2.542e-05j -2.55196e-19-3.55641e-05j -2.65922e-19+9.01038e-06j -4.08934e-18+1.59148e-05j 1.82648e-17+1.08127e-06j 
-1.7978e-16+9.31103e-06j -3.95774e-17-0.000144209j 1.12906e-18+8.26275e-05j -9.98701e-19+0.000333253j -2.79884e-18-0.000241952j -1.58632e-17+0.000178548j -3.48608e-19+6.51884e-05j 5.03107e-18+0.000509234j -5.12519e-18-0.000440407j 2.10704e-18+4.68676e-05j -1.50737e-17-8.94619e-05j 4.25259e-18-0.000218669j 1.55497e-17-0.000559353j -5.44715e-17+0.00039072j 1.02247e-17+0.000945385j -9.73641e-18+0.000220225j -2.22826e-17-0.000270833j 3.82602e-16-0.00044899j 8.98255e-17-0.000225558j -4.09166e-17+0.000689911j 3.56388e-17+8.44723e-05j -3.35665e-17+0.000454444j -5.3688e-17+0.000332499j 3.00083e-16+0.000353318j -3.9488e-17-0.000356453j -6.1282e-17-0.000175009j -1.51014e-17+0.000794647j 1.6893e-16+0.000275162j -3.7436e-18+0.000642601j -1.14707e-18-0.000226155j -3.95861e-17+0.000355076j 7.57691e-17+0.000622513j 1.58127e-16-3.01423e-05j -2.91043e-16-0.000126831j 4.22162e-17+0.00015335j -1.53418e-17+4.405e-06j 1.7326e-17+9.44141e-05j 1.28981e-17+4.32703e-05j -2.01191e-18+2.10534e-05j 1.21929e-17+1.86293e-05j 1.54826e-17+0.000130387j -1.22412e-17-3.36014e-05j -3.81219e-17+0.000279661j 1.33651e-16+0.000186488j -6.78616e-17-0.000730284j -1.18252e-17-9.47615e-05j 2.37409e-17-0.00029632j -2.91329e-17-0.000259144j 2.12394e-17+0.000827524j -9.94552e-17+0.000109685j 5.27178e-17+0.000464552j -1.25083e-16+0.000187843j 2.19008e-17-0.000282735j -1.71902e-17-0.000179705j -2.54659e-17+0.000376411j -7.25973e-17+0.000502618j 3.8666e-17+4.45016e-06j 3.15532e-17-0.000568107j -5.36909e-17-0.000235425j 6.40229e-16-0.000409841j 2.84571e-17+0.000167736j -5.74803e-18-0.000188377j -1.75491e-17+0.000712223j 2.34124e-18+0.000330245j 2.1744e-18-0.00035069j -1.9562e-19-0.000131019j 4.80917e-18-3.71267e-05j -2.31261e-18-3.86572e-06j -6.38204e-18-0.000392792j 1.23389e-19+0.000439629j 9.48261e-19+6.09932e-05j 1.429e-17+0.000148418j 3.78222e-18-0.000218174j -2.19029e-18-0.000305239j -2.28235e-18+7.73341e-05j -3.50979e-17+0.000136593j 1.56763e-16+9.28029e-06j 
-3.58744e-29+1.85797e-18j -7.8975e-30-2.87762e-17j 2.25299e-31+1.64879e-17j -1.99286e-31+6.64991e-17j -5.58495e-31-4.82804e-17j -3.16543e-30+3.56284e-17j -6.95632e-32+1.3008e-17j 1.00393e-30+1.01615e-16j -1.02271e-30-8.78812e-17j 4.2045e-31+9.35221e-18j -3.00788e-30-1.78517e-17j 8.48586e-31-4.36343e-17j 3.10287e-30-1.11616e-16j -1.08695e-29+7.79664e-17j 2.0403e-30+1.88647e-16j -1.94286e-30+4.39448e-17j -4.44639e-30-5.40435e-17j 7.63464e-29-8.95939e-17j 1.79243e-29-4.50091e-17j -8.16471e-30+1.37668e-16j 7.11157e-30+1.68561e-17j -6.69803e-30+9.06821e-17j -1.07132e-29+6.63487e-17j 5.98802e-29+7.0503e-17j -7.87964e-30-7.11285e-17j -1.22285e-29-3.49222e-17j -3.01341e-30+1.58568e-16j 3.37091e-29+5.49073e-17j -7.47018e-31+1.28228e-16j -2.28893e-31-4.51283e-17j -7.89923e-30+7.08538e-17j 1.51194e-29+1.2422e-16j 3.15535e-29-6.01476e-18j -5.80763e-29-2.53085e-17j 8.42406e-30+3.06003e-17j -3.06139e-30+8.78997e-19j 3.45732e-30+1.88399e-17j 2.57375e-30+8.63439e-18j -4.01467e-31+4.20111e-18j 2.43304e-30+3.71739e-18j 3.08948e-30+2.60182e-17j -2.44268e-30-6.70501e-18j -7.60704e-30+5.5805e-17j 2.66694e-29+3.72129e-17j -1.35415e-29-1.45725e-16j -2.35967e-30-1.89092e-17j 4.7374e-30-5.91294e-17j -5.81333e-30-5.1711e-17j 4.23823e-30+1.65129e-16j -1.98458e-29+2.18871e-17j 1.05196e-29+9.26992e-17j -2.49597e-29+3.74831e-17j 4.37021e-30-5.64186e-17j -3.43022e-30-3.58592e-17j -5.0816e-30+7.51111e-17j -1.44865e-29+1.00295e-16j 7.71563e-30+8.8801e-19j 6.2963e-30-1.13363e-16j -1.07138e-29-4.69781e-17j 1.27755e-28-8.17818e-17j 5.67848e-30+3.34709e-17j -1.14699e-30-3.75897e-17j -3.50184e-30+1.42121e-16j 4.67183e-31+6.58988e-17j 4.33891e-31-6.99786e-17j -3.90351e-32-2.61442e-17j 9.59649e-31-7.40847e-18j -4.61472e-31-7.71387e-19j -1.27351e-30-7.83798e-17j 2.46217e-32+8.7726e-17j 1.89221e-31+1.21709e-17j 2.85151e-30+2.96162e-17j 7.54725e-31-4.35356e-17j -4.37062e-31-6.0909e-17j -4.55433e-31+1.54317e-17j -7.00363e-30+2.72565e-17j 3.12813e-29+1.85184e-18j 
-1.48839e-29+7.70854e-19j -3.27659e-30-1.19389e-17j 9.34743e-32+6.84067e-18j -8.26817e-32+2.75898e-17j -2.31714e-31-2.0031e-17j -1.3133e-30+1.47818e-17j -2.8861e-32+5.3969e-18j 4.16518e-31+4.21591e-17j -4.2431e-31-3.6461e-17j 1.7444e-31+3.88013e-18j -1.24794e-30-7.40648e-18j 3.52069e-31-1.81034e-17j 1.28735e-30-4.63084e-17j -4.50966e-30+3.23474e-17j 8.46499e-31+7.82677e-17j -8.0607e-31+1.82322e-17j -1.84476e-30-2.24221e-17j 3.16753e-29-3.71715e-17j 7.43659e-30-1.86738e-17j -3.38745e-30+5.71172e-17j 2.95051e-30+6.9934e-18j -2.77894e-30+3.76231e-17j -4.44479e-30+2.75273e-17j 2.48437e-29+2.92509e-17j -3.26918e-30-2.95105e-17j -5.07349e-30-1.44888e-17j -1.25023e-30+6.57883e-17j 1.39856e-29+2.27804e-17j -3.0993e-31+5.32004e-17j -9.49652e-32-1.87232e-17j -3.27731e-30+2.93965e-17j 6.27287e-30+5.15374e-17j 1.30912e-29-2.49546e-18j -2.40952e-29-1.05002e-17j 3.49505e-30+1.26957e-17j -1.27014e-30+3.64687e-19j 1.43441e-30+7.81648e-18j 1.06782e-30+3.58232e-18j -1.66564e-31+1.743e-18j 1.00944e-30+1.5423e-18j 1.28179e-30+1.07947e-17j -1.01344e-30-2.78184e-18j -3.15608e-30+2.31529e-17j 1.10648e-29+1.54392e-17j -5.61821e-30-6.04597e-17j -9.79003e-31-7.84523e-18j 1.9655e-30-2.45322e-17j -2.41189e-30-2.14543e-17j 1.75839e-30+6.85101e-17j -8.23382e-30+9.08073e-18j 4.36447e-30+3.84599e-17j -1.03555e-29+1.55513e-17j 1.81315e-30-2.34075e-17j -1.42316e-30-1.48776e-17j -2.1083e-30+3.11628e-17j -6.01027e-30+4.16114e-17j 3.20113e-30+3.68426e-19j 2.61227e-30-4.70331e-17j -4.44503e-30-1.94907e-17j 5.30041e-29-3.39304e-17j 2.35594e-30+1.38867e-17j -4.75875e-31-1.55956e-17j -1.45288e-30+5.89644e-17j 1.93829e-31+2.73407e-17j 1.80017e-31-2.90334e-17j -1.61953e-32-1.08469e-17j 3.98148e-31-3.07369e-18j -1.9146e-31-3.2004e-19j -5.28364e-31-3.25189e-17j 1.02153e-32+3.63966e-17j 7.85059e-32+5.04958e-18j 1.18306e-30+1.22875e-17j 3.13127e-31-1.80625e-17j -1.81333e-31-2.52705e-17j -1.88954e-31+6.40243e-18j -2.90573e-30+1.13084e-17j 1.29783e-29+7.68309e-19j 
