5.83527e-14-0.00302215j 1.28459e-14+0.0468069j -3.66469e-16-0.026819j 3.24156e-16-0.108166j 9.0844e-16+0.0785322j 5.14885e-15-0.0579526j 1.1315e-16-0.0211587j -1.63297e-15-0.165286j 1.66352e-15+0.142946j -6.83897e-16-0.0152122j 4.89257e-15+0.0290373j -1.3803e-15+0.0709749j -5.04708e-15+0.181553j 1.76802e-14-0.126819j -3.31872e-15-0.306851j 3.16022e-15-0.07148j 7.23243e-15+0.0879064j -1.24184e-13+0.145732j -2.91553e-14+0.0732112j 1.32806e-14-0.22393j -1.15676e-14-0.0274178j 1.08949e-14-0.147502j 1.74259e-14-0.107922j -9.74003e-14-0.114679j 1.28169e-14+0.115697j 1.98908e-14+0.0568039j 4.90157e-15-0.257925j -5.48308e-14-0.0893113j 1.21509e-15-0.208574j 3.72314e-16+0.073405j 1.28488e-14-0.11525j -2.4593e-14-0.202054j -5.13244e-14+0.00978351j 9.44661e-14+0.0411665j -1.37024e-14-0.049774j 4.97961e-15-0.00142976j -5.62363e-15-0.0306447j -4.18643e-15-0.0140446j 6.5302e-16-0.00683347j -3.95755e-15-0.00604665j -5.02531e-15-0.0423208j 3.97323e-15+0.0109063j 1.23735e-14-0.0907715j -4.338e-14-0.0605299j 2.20264e-14+0.237034j 3.83821e-15+0.0307575j -7.70578e-15+0.096179j 9.45588e-15+0.0841124j -6.89383e-15-0.268596j 3.22809e-14-0.0356012j -1.7111e-14-0.150783j 4.0599e-14-0.0609695j -7.10852e-15+0.0917696j 5.57955e-15+0.0583281j 8.26566e-15-0.122175j 2.35634e-14-0.163139j -1.25501e-14-0.00144442j -1.02415e-14+0.184395j 1.74269e-14+0.0764138j -2.07804e-13+0.133025j -9.23654e-15-0.0544432j 1.86568e-15+0.0611429j 5.69604e-15-0.231172j -7.59913e-16-0.10719j -7.05761e-16+0.113826j 6.3494e-17+0.0425258j -1.56095e-15+0.0120505j 7.50623e-16+0.00125473j 2.07147e-15+0.127491j -4.00492e-17-0.142694j -3.07784e-16-0.019797j -4.63822e-15-0.0481733j -1.22762e-15+0.0708144j 7.10919e-16+0.0990736j 7.408e-16-0.0251009j 1.1392e-14-0.044335j -5.08817e-14-0.00301217j 
3.66404e-17-1.89765e-06j 8.06613e-18+2.93906e-05j -2.3011e-19-1.684e-05j 2.03541e-19-6.7919e-05j 5.70421e-19+4.93113e-05j 3.23303e-18-3.63892e-05j 7.10486e-20-1.32858e-05j -1.02536e-18-0.000103785j 1.04455e-18+8.97577e-05j -4.29428e-19-9.5519e-06j 3.07211e-18+1.82329e-05j -8.66705e-19+4.45661e-05j -3.16912e-18+0.000114j 1.11016e-17-7.96313e-05j -2.08387e-18-0.000192675j 1.98434e-18-4.48832e-05j 4.54133e-18+5.51975e-05j -7.79766e-17+9.1507e-05j -1.8307e-17+4.59702e-05j 8.33905e-18-0.000140608j -7.26342e-18-1.7216e-05j 6.84106e-18-9.26185e-05j 1.0942e-17-6.77654e-05j -6.11589e-17-7.20084e-05j 8.0479e-18+7.26473e-05j 1.24897e-17+3.56679e-05j 3.07776e-18-0.000161954j -3.44289e-17-5.60797e-05j 7.62969e-19-0.000130966j 2.3378e-19+4.60919e-05j 8.06791e-18-7.23668e-05j -1.54422e-17-0.000126872j -3.22272e-17+6.14319e-06j 5.93164e-17+2.5849e-05j -8.60394e-18-3.12537e-05j 3.12676e-18-8.97766e-07j -3.53115e-18-1.92422e-05j -2.62871e-18-8.81876e-06j 4.1004e-19-4.29082e-06j -2.485e-18-3.79676e-06j -3.15545e-18-2.65738e-05j 2.49484e-18+6.84818e-06j 7.76948e-18-5.69966e-05j -2.72388e-17-3.80075e-05j 1.38306e-17+0.000148836j 2.41006e-18+1.9313e-05j -4.83855e-18+6.0392e-05j 5.93746e-18+5.28152e-05j -4.32872e-18-0.000168655j 2.02696e-17-2.23545e-05j -1.07442e-17-9.46786e-05j 2.54926e-17-3.82835e-05j -4.46353e-18+5.76233e-05j 3.50347e-18+3.66249e-05j 5.19011e-18-7.6715e-05j 1.47958e-17-0.000102437j -7.88038e-18-9.06971e-07j -6.43074e-18+0.000115784j 1.09426e-17+4.79812e-05j -1.30483e-16+8.35281e-05j -5.79974e-18-3.41856e-05j 1.17149e-18+3.83924e-05j 3.57661e-18-0.000145155j -4.77159e-19-6.73059e-05j -4.43156e-19+7.14728e-05j 3.98687e-20+2.67024e-05j -9.8014e-19+7.56666e-06j 4.71325e-19+7.87859e-07j 1.3007e-18+8.00534e-05j -2.51474e-20-8.95992e-05j -1.93262e-19-1.24308e-05j -2.9124e-18-3.02486e-05j -7.7084e-19+4.44652e-05j 4.46395e-19+6.22096e-05j 4.65158e-19-1.57612e-05j 7.15318e-18-2.78385e-05j -3.19493e-17-1.89138e-06j 
-1.64372e-30+8.51301e-20j -3.61853e-31-1.31849e-18j 1.03229e-32+7.55457e-19j -9.13104e-33+3.04691e-18j -2.55896e-32-2.21215e-18j -1.45036e-31+1.63245e-18j -3.1873e-33+5.96012e-19j 4.59987e-32+4.65589e-18j -4.68592e-32-4.02661e-18j 1.92645e-32+4.28506e-19j -1.37817e-31-8.17943e-19j 3.88811e-32-1.99927e-18j 1.4217e-31-5.11412e-18j -4.98029e-31+3.57233e-18j 9.34841e-32+8.64358e-18j -8.90193e-32+2.0135e-18j -2.03728e-31-2.47621e-18j 3.4981e-30-4.10508e-18j 8.21268e-31-2.06226e-18j -3.74097e-31+6.3078e-18j 3.25843e-31+7.72324e-19j -3.06896e-31+4.15494e-18j -4.90866e-31+3.04001e-18j 2.74364e-30+3.23036e-18j -3.61036e-31-3.25902e-18j -5.60297e-31-1.60009e-18j -1.38071e-31+7.2654e-18j 1.54451e-30+2.51578e-18j -3.42274e-32+5.87525e-18j -1.04876e-32-2.06772e-18j -3.61933e-31+3.24643e-18j 6.92751e-31+5.69159e-18j 1.44574e-30-2.75589e-19j -2.66098e-30-1.15961e-18j 3.8598e-31+1.40207e-18j -1.40269e-31+4.02746e-20j 1.5841e-31+8.63221e-19j 1.17926e-31+3.95617e-19j -1.83947e-32+1.9249e-19j 1.11479e-31+1.70326e-19j 1.41556e-31+1.19212e-18j -1.11921e-31-3.07215e-19j -3.48545e-31+2.55691e-18j 1.22196e-30+1.70505e-18j -6.20454e-31-6.67693e-18j -1.08117e-31-8.66397e-19j 2.17062e-31-2.70924e-18j -2.6636e-31-2.36933e-18j 1.9419e-31+7.56599e-18j -9.09311e-31+1.00284e-18j 4.81995e-31+4.24736e-18j -1.14362e-30+1.71743e-18j 2.00238e-31-2.58503e-18j -1.57169e-31-1.64302e-18j -2.32833e-31+3.4415e-18j -6.63751e-31+4.5954e-18j 3.53521e-31+4.06875e-20j 2.88489e-31-5.19416e-18j -4.90892e-31-2.15248e-18j 5.85356e-30-3.74714e-18j 2.60181e-31+1.53359e-18j -5.25538e-32-1.72231e-18j -1.6045e-31+6.5118e-18j 2.14057e-32+3.0194e-18j 1.98803e-32-3.20633e-18j -1.78854e-33-1.19789e-18j 4.39699e-32-3.39447e-19j -2.11441e-32-3.5344e-20j -5.83505e-32-3.59127e-18j 1.12813e-33+4.0195e-18j 8.66988e-33+5.57656e-19j 1.30653e-31+1.35698e-18j 3.45805e-32-1.99475e-18j -2.00257e-32-2.79077e-18j -2.08674e-32+7.0706e-19j -3.20898e-31+1.24886e-18j 1.43327e-30+8.4849e-20j 
2.10672e-16-1.09109e-05j 4.6378e-17+0.000168988j -1.32307e-18-9.68253e-05j 1.17031e-18-0.000390515j 3.27976e-18+0.000283526j 1.8589e-17-0.000209228j 4.08509e-19-7.63896e-05j -5.89555e-18-0.000596735j 6.00584e-18+0.000516082j -2.46909e-18-5.49208e-05j 1.76637e-17+0.000104834j -4.98331e-18+0.000256242j -1.82216e-17+0.000655466j 6.38313e-17-0.000457857j -1.19817e-17-0.00110783j 1.14094e-17-0.000258066j 2.61114e-17+0.00031737j -4.48344e-16+0.000526139j -1.0526e-16+0.000264316j 4.79472e-17-0.000808457j -4.17626e-17-9.89871e-05j 3.93342e-17-0.00053253j 6.29132e-17-0.000389632j -3.51646e-16-0.000414028j 4.62732e-17+0.000417702j 7.18121e-17+0.00020508j 1.76962e-17-0.000931191j -1.97957e-16-0.000322442j 4.38686e-18-0.000753018j 1.34417e-18+0.000265016j 4.63882e-17-0.000416089j -8.87884e-17-0.000729479j -1.85297e-16+3.53216e-05j 3.41053e-16+0.000148624j -4.94702e-17-0.0001797j 1.7978e-17-5.1619e-06j -2.03031e-17-0.000110637j -1.51144e-17-5.07054e-05j 2.35761e-18-2.4671e-05j -1.4288e-17-2.18303e-05j -1.8143e-17-0.000152792j 1.43446e-17+3.93751e-05j 4.46723e-17-0.000327714j -1.56616e-16-0.000218532j 7.95222e-17+0.000855768j 1.38572e-17+0.000111044j -2.78203e-17+0.000347237j 3.41388e-17+0.000303673j -2.48889e-17-0.000969716j 1.16544e-16-0.000128532j -6.17762e-17-0.000544376j 1.46575e-16-0.000220119j -2.5664e-17+0.000331318j 2.0144e-17+0.000210583j 2.98417e-17-0.000441089j 8.50716e-17-0.000588983j -4.531e-17-5.21483e-06j -3.6975e-17+0.000665724j 6.29166e-17+0.000275878j -7.50238e-16+0.000480263j -3.33469e-17-0.000196557j 6.73571e-18+0.000220745j 2.05645e-17-0.000834603j -2.74353e-18-0.00038699j -2.54802e-18+0.000410949j 2.29234e-19+0.000153532j -5.63553e-18+4.35062e-05j 2.70999e-18+4.52997e-06j 7.47866e-18+0.000460285j -1.44591e-19-0.00051517j -1.1112e-18-7.14736e-05j -1.67455e-17-0.000173921j -4.43211e-18+0.000255663j 2.56665e-18+0.000357688j 2.67453e-18-9.06223e-05j 4.11288e-17-0.000160064j -1.83699e-16-1.08749e-05j 
-4.52104e-17+2.3415e-06j -9.95277e-18-3.6265e-05j 2.83932e-19+2.07788e-05j -2.51149e-19+8.3805e-05j -7.0384e-19-6.08451e-05j -3.98922e-18+4.49005e-05j -8.76666e-20+1.63933e-05j 1.26519e-18+0.00012806j -1.28886e-18-0.000110752j 5.29869e-19+1.17861e-05j -3.79066e-18-2.24975e-05j 1.06942e-18-5.49899e-05j 3.91037e-18-0.000140664j -1.36983e-17+9.82567e-05j 2.57128e-18+0.000237741j -2.44847e-18+5.53812e-05j -5.60354e-18-6.8108e-05j 9.62151e-17-0.00011291j 2.25889e-17-5.67225e-05j -1.02895e-17+0.000173496j 8.96231e-18+2.12428e-05j -8.44116e-18+0.000114282j -1.35012e-17+8.36155e-05j 7.54637e-17+8.88509e-05j -9.93027e-18-8.96393e-05j -1.5411e-17-4.40105e-05j -3.79763e-18+0.000199835j 4.24817e-17+6.91965e-05j -9.41424e-19+0.000161599j -2.88461e-19-5.68726e-05j -9.95496e-18+8.92931e-05j 1.90541e-17+0.000156547j 3.97651e-17-7.58006e-06j -7.31903e-17-3.18949e-05j 1.06164e-17+3.85638e-05j -3.8581e-18+1.10775e-06j 4.35707e-18+2.37429e-05j 3.24356e-18+1.08814e-05j -5.05946e-19+5.29443e-06j 3.06623e-18+4.68481e-06j 3.8935e-18+3.27893e-05j -3.07837e-18-8.44994e-06j -9.58673e-18+7.03279e-05j 3.36099e-17+4.68973e-05j -1.70656e-17-0.000183649j -2.97376e-18-2.38302e-05j 5.97027e-18-7.45174e-05j -7.32622e-18-6.51685e-05j 5.3412e-18+0.000208102j -2.50106e-17+2.75831e-05j 1.32573e-17+0.000116824j -3.14552e-17+4.72379e-05j 5.50753e-18-7.11011e-05j -4.32292e-18-4.51914e-05j -6.40406e-18+9.46583e-05j -1.82565e-17+0.000126396j 9.72358e-18+1.11911e-06j 7.93487e-18-0.000142865j -1.3502e-17-5.92038e-05j 1.61002e-16-0.000103065j 7.15627e-18+4.21814e-05j -1.44549e-18-4.73722e-05j -4.41317e-18+0.000179107j 5.88765e-19+8.30486e-05j 5.46808e-19-8.81901e-05j -4.91938e-20-3.29481e-05j 1.20939e-18-9.33647e-06j -5.81567e-19-9.72136e-07j -1.60493e-18-9.87777e-05j 3.10293e-20+0.000110556j 2.38465e-19+1.53383e-05j 3.5936e-18+3.73237e-05j 9.51137e-19-5.48655e-05j -5.50805e-19-7.67602e-05j -5.73956e-19+1.94477e-05j -8.82628e-18+3.43498e-05j 3.94221e-17+2.33377e-06j 
6.11754e-29-3.16834e-18j 1.34673e-29+4.90711e-17j -3.84196e-31-2.81164e-17j 3.39836e-31-1.13399e-16j 9.52384e-31+8.2331e-17j 5.39791e-30-6.0756e-17j 1.18624e-31-2.21822e-17j -1.71196e-30-1.73281e-16j 1.74399e-30+1.49861e-16j -7.16979e-31-1.5948e-17j 5.12924e-30+3.04419e-17j -1.44707e-30+7.44082e-17j -5.29122e-30+1.90336e-16j 1.85355e-29-1.32954e-16j -3.47926e-30-3.21694e-16j 3.31309e-30-7.49377e-17j 7.58229e-30+9.21587e-17j -1.30191e-28+1.52782e-16j -3.05657e-29+7.67526e-17j 1.3923e-29-2.34762e-16j -1.21271e-29-2.87441e-17j 1.14219e-29-1.54637e-16j 1.82689e-29-1.13142e-16j -1.02112e-28-1.20226e-16j 1.34369e-29+1.21293e-16j 2.0853e-29+5.95517e-17j 5.13867e-30-2.70401e-16j -5.74831e-29-9.36316e-17j 1.27387e-30-2.18663e-16j 3.90324e-31+7.69558e-17j 1.34703e-29-1.20825e-16j -2.57826e-29-2.11828e-16j -5.38071e-29+1.02568e-17j 9.90357e-29+4.31578e-17j -1.43653e-29-5.21817e-17j 5.22049e-30-1.49893e-18j -5.89566e-30-3.21271e-17j -4.38894e-30-1.47239e-17j 6.84609e-31-7.16402e-18j -4.14899e-30-6.33914e-18j -5.2684e-30-4.4368e-17j 4.16542e-30+1.14338e-17j 1.2972e-29-9.51624e-17j -4.54784e-29-6.34579e-17j 2.30918e-29+2.485e-16j 4.02388e-30+3.22453e-17j -8.07853e-30+1.00831e-16j 9.91329e-30+8.81811e-17j -7.22731e-30-2.81588e-16j 3.38425e-29-3.73234e-17j -1.79387e-29-1.58077e-16j 4.25629e-29-6.39188e-17j -7.45238e-30+9.62088e-17j 5.84945e-30+6.11496e-17j 8.6655e-30-1.28085e-16j 2.47033e-29-1.7103e-16j -1.31572e-29-1.51429e-18j -1.07369e-29+1.93314e-16j 1.82699e-29+8.01102e-17j -2.17856e-28+1.3946e-16j -9.68334e-30-5.70768e-17j 1.95593e-30+6.41005e-17j 5.97158e-30-2.42354e-16j -7.96672e-31-1.12375e-16j -7.399e-31+1.19332e-16j 6.65654e-32+4.45829e-17j -1.63646e-30+1.26334e-17j 7.86933e-31+1.31542e-18j 2.17167e-30+1.33659e-16j -4.19865e-32-1.49596e-16j -3.22673e-31-2.07547e-17j -4.86259e-30-5.05036e-17j -1.28701e-30+7.42399e-17j 7.45309e-31+1.03866e-16j 7.76635e-31-2.63151e-17j 1.19431e-29-4.64797e-17j -5.3343e-29-3.15788e-18j 
8.45217e-17-4.37747e-06j 1.86069e-17+6.7798e-05j -5.30816e-19-3.88464e-05j 4.69527e-19-0.000156675j 1.31584e-18+0.000113751j 7.45791e-18-8.39422e-05j 1.63894e-19-3.06476e-05j -2.3653e-18-0.00023941j 2.40955e-18+0.000207052j -9.90599e-19-2.20342e-05j 7.0867e-18+4.20595e-05j -1.99931e-18+0.000102805j -7.3105e-18+0.000262973j 2.56091e-17-0.000183693j -4.80705e-18-0.000444462j 4.57746e-18-0.000103536j 1.04759e-17+0.000127329j -1.79876e-16+0.000211087j -4.22304e-17+0.000106044j 1.92364e-17-0.000324353j -1.67552e-17-3.97137e-05j 1.57809e-17-0.000213651j 2.52408e-17-0.000156321j -1.41081e-16-0.000166108j 1.85648e-17+0.000167582j 2.8811e-17+8.22783e-05j 7.09974e-18-0.000373594j -7.94203e-17-0.000129364j 1.76001e-18-0.000302111j 5.39282e-19+0.000106324j 1.8611e-17-0.000166935j -3.5622e-17-0.000292667j -7.43414e-17+1.4171e-05j 1.3683e-16+5.96281e-05j -1.98475e-17-7.20957e-05j 7.21278e-18-2.07096e-06j -8.14561e-18-4.43877e-05j -6.06389e-18-2.0343e-05j 9.45875e-19-9.89802e-06j -5.73236e-18-8.75834e-06j -7.27897e-18-6.13001e-05j 5.75507e-18+1.57973e-05j 1.79225e-17-0.000131479j -6.28342e-17-8.76753e-05j 3.19043e-17+0.000343335j 5.5595e-18+4.4551e-05j -1.11615e-17+0.000139312j 1.36965e-17+0.000121834j -9.98546e-18-0.000389051j 4.67577e-17-5.15671e-05j -2.47847e-17-0.000218404j 5.88061e-17-8.8312e-05j -1.02964e-17+0.000132925j 8.08176e-18+8.4486e-05j 1.19725e-17-0.000176965j 3.41308e-17-0.0002363j -1.81784e-17-2.09219e-06j -1.48344e-17+0.000267089j 2.52422e-17+0.000110682j -3.00996e-16+0.000192682j -1.33788e-17-7.88589e-05j 2.70237e-18+8.85631e-05j 8.2505e-18-0.000334843j -1.10071e-18-0.000155261j -1.02227e-18+0.000164873j 9.19686e-20+6.15969e-05j -2.26098e-18+1.74547e-05j 1.08725e-18+1.81742e-06j 3.00044e-18+0.000184666j -5.80098e-20-0.000206687j -4.45814e-19-2.86752e-05j -6.71829e-18-6.97772e-05j -1.77817e-18+0.000102572j 1.02974e-18+0.000143504j 1.07302e-18-3.63577e-05j 1.65009e-17-6.42176e-05j -7.37002e-17-4.36302e-06j 
-2.97923e-17+1.54298e-06j -6.55858e-18-2.38975e-05j 1.87103e-19+1.36926e-05j -1.655e-19+5.5225e-05j -4.6381e-19-4.00951e-05j -2.62878e-18+2.95881e-05j -5.77697e-20+1.08027e-05j 8.33724e-19+8.43878e-05j -8.49321e-19-7.29821e-05j 3.49168e-19+7.76666e-06j -2.49793e-18-1.48252e-05j 7.04719e-19-3.62367e-05j 2.57682e-18-9.26933e-05j -9.02675e-18+6.47482e-05j 1.69439e-18+0.000156665j -1.61347e-18+3.64946e-05j -3.69256e-18-4.48811e-05j 6.34029e-17-7.44044e-05j 1.48854e-17-3.73784e-05j -6.78049e-18+0.000114329j 5.90589e-18+1.39983e-05j -5.56247e-18+7.53082e-05j -8.89692e-18+5.51001e-05j 4.97283e-17+5.85501e-05j -6.54375e-18-5.90696e-05j -1.01554e-17-2.90016e-05j -2.50253e-18+0.000131685j 2.79942e-17+4.55984e-05j -6.20371e-19+0.000106489j -1.90087e-19-3.74774e-05j -6.56002e-18+5.88415e-05j 1.25561e-17+0.00010316j 2.6204e-17-4.99503e-06j -4.82302e-17-2.10178e-05j 6.99587e-18+2.54124e-05j -2.54237e-18+7.29975e-07j 2.87118e-18+1.56458e-05j 2.13741e-18+7.17054e-06j -3.33404e-19+3.48887e-06j 2.02055e-18+3.08715e-06j 2.5657e-18+2.16071e-05j -2.02856e-18-5.56826e-06j -6.31737e-18+4.6344e-05j 2.21479e-17+3.09039e-05j -1.12457e-17-0.000121019j -1.95962e-18-1.57034e-05j 3.93423e-18-4.91048e-05j -4.82776e-18-4.29441e-05j 3.51969e-18+0.000137133j -1.64812e-17+1.81764e-05j 8.73613e-18+7.69833e-05j -2.07281e-17+3.11283e-05j 3.6293e-18-4.68535e-05j -2.84867e-18-2.97798e-05j -4.22008e-18+6.2377e-05j -1.20305e-17+8.32914e-05j 6.40755e-18+7.37459e-07j 5.22884e-18-9.41439e-05j -8.8974e-18-3.90135e-05j 1.06096e-16-6.79168e-05j 4.71577e-18+2.77963e-05j -9.52536e-19-3.12169e-05j -2.90815e-18+0.000118026j 3.87978e-19+5.47265e-05j 3.6033e-19-5.81146e-05j -3.24172e-20-2.17118e-05j 7.96953e-19-6.15246e-06j -3.83235e-19-6.40609e-07j -1.0576e-18-6.50915e-05j 2.04474e-20+7.28532e-05j 1.57141e-19+1.01075e-05j 2.36807e-18+2.45952e-05j 6.26771e-19-3.61547e-05j -3.62964e-19-5.05827e-05j -3.7822e-19+1.28154e-05j -5.81626e-18+2.26355e-05j 2.5978e-17+1.53788e-06j 
2.05574e-17-1.06469e-06j 4.52557e-18+1.64899e-05j -1.29105e-19-9.44824e-06j 1.14199e-19-3.81066e-05j 3.2004e-19+2.76666e-05j 1.81392e-18-2.04165e-05j 3.98625e-20-7.45412e-06j -5.75289e-19-5.82296e-05j 5.86051e-19+5.03594e-05j -2.40934e-19-5.35918e-06j 1.72363e-18+1.02297e-05j -4.86273e-19+2.50042e-05j -1.77806e-18+6.39605e-05j 6.22867e-18-4.46778e-05j -1.16917e-18-0.000108102j 1.11333e-18-2.51821e-05j 2.54796e-18+3.09691e-05j -4.37495e-17+5.13408e-05j -1.02713e-17+2.5792e-05j 4.6787e-18-7.88894e-05j -4.07521e-18-9.65919e-06j 3.83824e-18-5.19644e-05j 6.13909e-18-3.80204e-05j -3.43137e-17-4.0401e-05j 4.51535e-18+4.07594e-05j 7.00744e-18+2.00118e-05j 1.7268e-18-9.08658e-05j -1.93167e-17-3.1464e-05j 4.2807e-19-7.34797e-05j 1.31165e-19+2.58603e-05j 4.52657e-18-4.0602e-05j -8.664e-18-7.11828e-05j -1.80814e-17+3.44669e-06j 3.328e-17+1.45028e-05j -4.82732e-18-1.75352e-05j 1.7543e-18-5.037e-07j -1.98118e-18-1.0796e-05j -1.47486e-18-4.94784e-06j 2.30056e-19-2.4074e-06j -1.39423e-18-2.13021e-06j -1.7704e-18-1.49094e-05j 1.39975e-18+3.84223e-06j 4.35913e-18-3.19784e-05j -1.52826e-17-2.13244e-05j 7.7598e-18+8.3506e-05j 1.35219e-18+1.08357e-05j -2.71471e-18+3.38835e-05j 3.33127e-18+2.96324e-05j -2.42867e-18-9.46251e-05j 1.13724e-17-1.25422e-05j -6.02814e-18-5.31203e-05j 1.43029e-17-2.14793e-05j -2.5043e-18+3.233e-05j 1.96565e-18+2.05487e-05j 2.91196e-18-4.30416e-05j 8.3013e-18-5.74731e-05j -4.42136e-18-5.08864e-07j -3.60803e-18+6.49615e-05j 6.13942e-18+2.69203e-05j -7.32084e-17+4.68642e-05j -3.25399e-18-1.91801e-05j 6.57272e-19+2.15404e-05j 2.00669e-18-8.14408e-05j -2.67714e-19-3.77626e-05j -2.48637e-19+4.01005e-05j 2.23687e-20+1.49816e-05j -5.49916e-19+4.24534e-06j 2.64441e-19+4.42035e-07j 7.29769e-19+4.49147e-05j -1.41092e-20-5.02704e-05j -1.08431e-19-6.97441e-06j -1.63403e-18-1.69713e-05j -4.32487e-19+2.49476e-05j 2.50454e-19+3.49032e-05j 2.60981e-19-8.84295e-06j 4.01336e-18-1.56191e-05j -1.79254e-17-1.06118e-06j 
2.74685e-30-1.42262e-19j 6.04699e-31+2.20335e-18j -1.72508e-32-1.26246e-18j 1.5259e-32-5.09173e-18j 4.27631e-32+3.69676e-18j 2.42373e-31-2.72801e-18j 5.32635e-33-9.96006e-19j -7.68691e-32-7.78053e-18j 7.83072e-32+6.72893e-18j -3.21932e-32-7.16084e-19j 2.30309e-31+1.36688e-18j -6.49749e-32+3.34101e-18j -2.37582e-31+8.5463e-18j 8.32264e-31-5.96977e-18j -1.56223e-31-1.44444e-17j 1.48762e-31-3.36479e-18j 3.40453e-31+4.13803e-18j -5.84573e-30+6.86007e-18j -1.37243e-30+3.44628e-18j 6.2516e-31-1.05411e-17j -5.44522e-31-1.29064e-18j 5.12858e-31-6.94339e-18j 8.20294e-31-5.08022e-18j -4.58494e-30-5.39831e-18j 6.03333e-31+5.4462e-18j 9.36322e-31+2.67394e-18j 2.30732e-31-1.21413e-17j -2.58106e-30-4.20417e-18j 5.7198e-32-9.81823e-18j 1.7526e-32+3.4554e-18j 6.04832e-31-5.42517e-18j -1.15767e-30-9.51132e-18j -2.416e-30+4.60541e-19j 4.44682e-30+1.93784e-18j -6.45017e-31-2.34302e-18j 2.34406e-31-6.73035e-20j -2.64722e-31-1.44254e-18j -1.97069e-31-6.61122e-19j 3.07397e-32-3.21673e-19j -1.86294e-31-2.84635e-19j -2.36557e-31-1.99217e-18j 1.87032e-31+5.13392e-19j 5.8246e-31-4.2729e-18j -2.04203e-30-2.84934e-18j 1.03685e-30+1.11579e-17j 1.80677e-31+1.44785e-18j -3.62735e-31+4.52745e-18j 4.45118e-31+3.95943e-18j -3.24515e-31-1.26436e-17j 1.51957e-30-1.67586e-18j -8.05469e-31-7.09784e-18j 1.91112e-30-2.87003e-18j -3.3462e-31+4.31988e-18j 2.62647e-31+2.74569e-18j 3.89091e-31-5.75115e-18j 1.10921e-30-7.67945e-18j -5.90774e-31-6.79936e-20j -4.82098e-31+8.68004e-18j 8.20338e-31+3.59704e-18j -9.78198e-30+6.26191e-18j -4.34793e-31-2.56281e-18j 8.78236e-32+2.87819e-18j 2.68131e-31-1.0882e-17j -3.57715e-32-5.04577e-18j -3.32224e-32+5.35816e-18j 2.98886e-33+2.00182e-18j -7.34788e-32+5.67255e-19j 3.53342e-32+5.9064e-20j 9.75105e-32+6.00142e-18j -1.88524e-33-6.71705e-18j -1.44884e-32-9.31908e-19j -2.18336e-31-2.26767e-18j -5.77881e-32+3.33346e-18j 3.34652e-32+4.66371e-18j 3.48718e-32-1.18158e-18j 5.36258e-31-2.08699e-18j -2.39516e-30-1.41793e-19j 
1.2009e-30-6.21958e-20j 2.64369e-31+9.63284e-19j -7.54191e-33-5.51935e-19j 6.67111e-33-2.22606e-18j 1.86957e-32+1.61619e-18j 1.05963e-31-1.19266e-18j 2.32863e-33-4.35445e-19j -3.36065e-32-3.40158e-18j 3.42352e-32+2.94183e-18j -1.40746e-32-3.13066e-19j 1.00689e-31+5.97587e-19j -2.84065e-32+1.46066e-18j -1.03869e-31+3.73636e-18j 3.63859e-31-2.60993e-18j -6.82992e-32-6.31498e-18j 6.50372e-32-1.47106e-18j 1.48843e-31+1.80911e-18j -2.5557e-30+2.99916e-18j -6.00016e-31+1.50668e-18j 2.73314e-31-4.60846e-18j -2.3806e-31-5.64258e-19j 2.24217e-31-3.03559e-18j 3.58625e-31-2.22103e-18j -2.00449e-30-2.36009e-18j 2.63772e-31+2.38103e-18j 4.09351e-31+1.16902e-18j 1.00874e-31-5.30808e-18j -1.12842e-30-1.83802e-18j 2.50065e-32-4.29244e-18j 7.6622e-33+1.51067e-18j 2.64427e-31-2.37184e-18j -5.06122e-31-4.15826e-18j -1.05625e-30+2.01344e-19j 1.94411e-30+8.47205e-19j -2.81996e-31-1.02435e-18j 1.0248e-31-2.94245e-20j -1.15734e-31-6.30667e-19j -8.61566e-32-2.89037e-19j 1.34391e-32-1.40632e-19j -8.14463e-32-1.2444e-19j -1.03421e-31-8.70961e-19j 8.17689e-32+2.24451e-19j 2.54646e-31-1.86807e-18j -8.92758e-31-1.2457e-18j 4.53302e-31+4.87815e-18j 7.89902e-32+6.32987e-19j -1.58585e-31+1.97936e-18j 1.94602e-31+1.73103e-18j -1.41875e-31-5.52769e-18j 6.6434e-31-7.32672e-19j -3.52144e-31-3.10311e-18j 8.35526e-31-1.25475e-18j -1.46293e-31+1.88861e-18j 1.14827e-31+1.20039e-18j 1.70107e-31-2.51435e-18j 4.84935e-31-3.35739e-18j -2.58281e-31-2.97262e-20j -2.10769e-31+3.79484e-18j 3.58644e-31+1.57259e-18j -4.2766e-30+2.73765e-18j -1.90088e-31-1.12044e-18j 3.83957e-32+1.25832e-18j 1.17224e-31-4.7575e-18j -1.5639e-32-2.20597e-18j -1.45245e-32+2.34254e-18j 1.3067e-33+8.75178e-19j -3.21243e-32+2.47999e-19j 1.54478e-32+2.58222e-20j 4.26307e-32+2.62377e-18j -8.24212e-34-2.93663e-18j -6.33419e-33-4.07422e-19j -9.54545e-32-9.91405e-19j -2.52645e-32+1.45736e-18j 1.46307e-32+2.03893e-18j 1.52456e-32-5.16576e-19j 2.34447e-31-9.12413e-19j -1.04714e-30-6.19904e-20j 
