0.00545232+0.00457005j -0.00207504+0.0111177j 0.000226247+0.00965765j -0.00399858+0.00509724j 0.000754497+0.00677003j 0.00331945-0.00608743j -0.00322294+0.00238748j -2.84622e-05+0.00759714j -0.00122715+0.00369387j -0.000209858+0.00348635j 0.00293963-0.00225095j 0.00249545-0.00135574j 0.00110131-0.00799112j -0.000608655-0.00497339j 0.00138288-0.00316575j -0.000366823+0.00170269j -0.000827953+0.00337831j -0.00183413+0.00365133j -0.00149+0.00319597j -0.000157899-0.0013066j -0.00116001+0.00385451j -0.00118077-0.00185039j 0.00198351-0.00638312j 0.000206843-0.00181891j -0.00060303-6.3469e-05j -0.000430065+0.00198604j 0.00236468-0.000642695j 0.000925329-0.00406556j 0.000442258-0.00142846j 0.00178513+0.00122036j -0.000650892-0.000424854j -0.000413511+0.00357591j 1.58973e-05+0.000510509j -2.02085e-05+2.00455e-05j 0.00277342-0.00592223j -0.000750427+0.00014816j 0.000574355-0.00532609j -0.000523024+0.00322922j -0.000214576-0.00162479j -0.000588826+0.00131225j -0.000570488-0.00168618j 0.00178767-0.00470099j 0.00254797-0.00474618j 3.35472e-05-0.00212709j 0.00366965-0.00143364j -0.00107593-0.00315103j 0.00333092-0.00829058j 0.00151415+0.000935991j 0.000538892+0.00416944j -0.0076753+0.00669076j 0.00282646+0.002239j 0.00808428-0.0108815j -0.00557966-0.0141859j -0.000208509+0.0361009j -0.0188504-0.303325j 0.00991061-0.814331j 
0.00426491-0.00627119j -3.55709e-05+0.00521974j 0.00279564-0.00413848j -0.000409694+0.0138631j -0.000349245-0.00100441j 0.00417562-0.000162431j -0.00108836+0.010584j -0.0011438-0.00139034j 0.000395565+0.00368489j 0.00140172-0.00237077j 0.00331839+0.00107575j -0.00349725-0.0145078j -0.00278865+0.00430436j 0.00355598+0.00900487j 0.00227583-0.00736622j -0.00103542-0.000348003j -0.00228322-0.000512683j -0.00269681-0.00250706j 0.00126952+0.0119092j -0.000935017+0.00156716j 0.00122868+0.00711996j -0.00637498+0.0177661j -0.00326318-0.00595934j 0.00364024+0.00828989j -0.0073371-0.000115063j -0.00328153-0.0118232j 0.00026955-0.0148641j 0.000369854+0.00119041j -0.00198031-0.00658981j -0.00600102-0.0139154j 0.00678343+0.0237034j -0.00251825-0.000313792j 0.00634335-0.00904478j -0.00469511-0.0336647j 0.000153476+0.00429435j -0.00279261-0.0163695j 0.00245482-0.0366688j 0.00387314-0.00339889j 0.00126905+0.0622359j -0.000298785-0.0112902j -0.00328703+0.0245321j 0.000410711-0.0822174j 0.00697687+0.0326085j 0.00123374-0.0872691j 0.0112581-0.204367j 0.00216129+0.200966j 0.00117586+0.00666901j 0.00339394+0.0402025j 0.00156735-0.057852j 0.00305012+0.0064471j -0.00409857+0.0226163j -0.000921397-0.0266453j 0.00126453+0.00698817j 0.00344309-0.056917j 0.00298555+0.0104739j -0.000893718-0.076693j 
-0.00177853+0.00700806j -0.00373179+0.00548517j 0.00549108+0.00475942j 0.00113466+0.00290657j -0.00299727-0.000802791j 0.00234006-0.0101408j -0.00184294-0.00905663j 5.75155e-05+0.00586276j -0.00162045-0.00480918j -0.00340089-0.00147521j -0.000615156-0.0163308j -0.00205493+0.00861874j 0.000177902-0.000574156j 0.00487163-0.00321328j 0.00516461-0.00575317j 0.00274948+0.00951322j -0.00096471-0.00432002j 0.00244679+0.0102466j 0.00322748-0.00350028j -0.00264593-0.0152324j -0.00265032+0.00273506j 0.00227366-0.0122852j -0.0025267+0.000599807j -0.00351875-0.00431137j 0.00247365+0.0114447j 0.00473142+0.0250012j -0.00169146-0.0165673j -0.00503418-0.00120903j 0.00263377+0.0100115j -0.00208731-0.0404571j -0.00661128-0.0482625j -0.00512617-0.0386496j 0.000429164+0.032573j 0.000854453+0.0114202j 0.00046889-0.0543041j -0.000851058-0.142474j -3.89051e-05-0.0273345j -0.000639887+0.023888j -0.000155923+0.0315856j -0.00643937+0.0330272j 0.00399295+0.0305197j -0.00727859+0.00910602j 0.00432263-0.124212j 0.00109856+0.164793j 0.000845207-0.0153017j 0.00394335+0.0414849j 0.000168991+0.0077498j 0.00712777-0.0116073j -0.00263411-0.0283319j 0.00481706-0.0193093j -0.000783731-0.00490604j 0.004632-0.0298405j -0.00384328+0.0389863j -0.000890719+0.0159184j -0.00184592+0.0376142j 0.00242788+0.0471794j 
-0.00140931+0.00557613j -0.000717462-0.00108407j -0.000477142-0.000160021j 0.00126185-0.00740156j 0.000857711-0.00103822j -0.00124429-0.000223494j 0.000379799-0.00887873j 0.00104002-0.00190313j 0.00049719-0.00264229j -0.000802389-0.000566801j -0.00157715+0.000787251j -0.00146459+0.0113769j 0.000587701+0.00595996j -0.00183022-0.00256768j -0.00160637+0.00577945j 0.000535019-0.00128767j 0.00555469-0.00328643j 0.00053527-0.000774734j 0.00116577-0.00939992j -0.0024893-0.00382913j 0.00516879-0.00478125j 0.00299949-0.00995977j 0.00370173+0.0136352j -0.00290158-4.85989e-05j 0.00467669-0.000945285j -0.000502641+0.000525135j 0.00227364+0.0155114j -3.18951e-05+0.0053497j -0.0036165+0.0124619j -0.000838235+0.00346229j -0.00918414-0.0347873j 0.000560392-0.0307732j -0.00104419+0.0168916j 0.00200447+0.0461128j 0.00237233+0.0397467j -0.0012159-0.0128109j -0.0029153+0.0872325j 0.00323896+0.0103388j 0.00437853+0.0392238j -0.00697475+0.011686j -0.00889199+0.0703276j -0.00218697+0.116648j -0.000863594+0.14681j 0.00183734+0.0774083j -0.00207039-0.00334912j -0.000782671-0.0112501j -0.00210925-0.0575647j -0.000525576+0.017585j 0.00239098+0.0194104j -0.000846533+0.00923729j -0.00125006-0.00188606j 0.00150775+0.000104707j -0.00151906-0.0197405j -0.0032898-0.011761j -0.0034531-0.052227j -0.0015605+0.03932j 
-0.000979202+0.00109885j 0.000380063-0.00148023j 0.0016692-0.00129948j -0.000396257-0.000112544j -0.00172078-0.000461417j -0.00213636+0.00273162j -0.00138461-0.000649367j 0.000900988-0.00171738j -0.0012569-0.00303143j 0.000988477+0.00155269j 0.00269523-0.00225761j 0.00121845+0.00485985j -0.00104101+0.0114789j 0.00490256+0.00106902j 0.0023137+0.0025994j -0.00257513+0.000760669j 3.93869e-05+0.000173172j -0.00109052-0.00266461j -0.00270489-0.00803604j 0.000338511-0.000852716j -0.00359233+0.0121535j -0.00347062-0.00229297j 0.00113942+0.0122117j 0.00230222+0.00906661j -0.00475137+0.0223805j -0.000367856+0.0019026j -0.00566009-0.0207993j -0.00227927-0.00030302j -0.00281393-0.00692256j -0.00225-0.00906871j 0.000240049+0.00851521j 0.00223202-0.00268058j -0.00319745+0.00370586j 0.00265884+0.0328846j -0.00161516-0.0199752j 0.00239473-0.0330016j -0.000522522-0.130369j 0.00369123-0.0293905j -0.00207541-0.00792463j 0.00200106+0.0652949j 0.00946454-0.184303j 0.00227806-0.0120911j 0.00177065+0.0383561j 0.000479812+0.00724058j 0.00317055-0.0283904j 0.00379784+0.0349283j 0.00457082+0.00465266j 0.0012888-0.00859567j -0.00272089-0.022887j 0.00434484-0.00300509j 1.63481e-05+0.0180539j -0.000489259+0.00493634j 0.00120377-0.000829165j -0.000182538+0.0309075j 0.000242858-0.00612542j -0.000681237+0.000331251j 
0.000532301+0.00145942j -0.000853106+0.00683361j -0.000924017+0.0068329j 0.000336345-0.00338978j -0.00114768+0.00152965j 0.000972194-0.00474909j 0.00256663-0.010116j -0.00292688+0.00708859j 0.00192045-0.00477873j -0.000257376+0.00118894j -0.00229746-0.0043167j 8.75719e-06+0.00844609j 0.002177-0.0178344j -0.00111751-0.00871585j 0.00173039-0.00150812j -0.000255528+0.00469326j -0.00305831+0.00536927j 0.00613015+0.00636132j 0.00148898-0.00150633j -0.000999369-0.00629148j 0.000747837-0.0114461j -0.0010864-0.0286225j -0.000478739-0.0157069j 0.000626317-0.0213748j -0.0003672-0.0209411j 0.00453897+0.040323j 0.00376258+0.0312558j -0.00551593-0.0184857j 0.00597763+0.0143971j -0.00220143-0.000103415j 0.00128696-0.0595505j 0.00300818+0.0276244j -0.0034726-0.0013872j 0.00305217-0.0705085j 0.00185153+0.0321976j -0.000483984-0.0116518j 0.00592477-0.0293625j -0.0036582+0.0998157j -0.0046558-0.0267104j 0.00412191-0.051643j 0.00263371-0.0309561j -0.010364+0.145221j -0.00833487-0.0651942j -0.00365874-0.0634094j 0.00407867-0.0163826j -0.00294743+0.0267847j 0.00220164+0.020317j 0.00154652-0.0340599j 0.00136229+0.0160545j -0.00383084+0.0123355j -0.000391692-0.023017j 0.00350712-0.0155254j -0.00391176-0.0146298j -3.69639e-05+0.038233j -0.00433975+0.0277968j 0.00391287+0.0955127j 
-0.00219556+0.00386313j 0.00028706-0.00517071j 0.00274376-0.0077026j 0.00198615-0.00317413j 0.00237608-0.0050329j -0.00106746-0.000308538j -0.00300755-0.00741701j 0.000650299-0.0106962j 0.00211929-0.0028683j -0.00380361+0.00164085j 0.000118736-0.000951821j 0.00148797+0.00858502j 4.65037e-05+0.0186375j -0.00235925+0.00852351j 0.000123907+0.0104372j 0.00385231-0.00419446j 0.00108662-0.0097206j -0.000969916-0.00759804j -0.00241259-0.0110243j 0.00080856-0.00457229j 0.000151603-0.00391071j -0.00129201-0.00690879j 0.00196023+0.026617j 0.00229317+0.00452026j 0.00192544+0.0119006j 0.00396662-0.00296846j 0.00542379-0.00605454j 0.00682098+0.0270642j 0.00490954+0.018961j -0.00239659-0.0341521j 0.00902111+0.0678532j 0.00252356-0.0483748j -1.76734e-05+0.0293194j -0.00290691+0.0472842j 0.000343475-0.0152013j -0.00191316-0.0459804j 0.000802321+0.0324114j 0.0078179-0.07342j 0.00455254-0.101473j 0.0037483-0.161283j 0.000159772-0.0339066j -0.00531733+0.0428646j 0.000774608-0.0266958j 0.00370249+0.00173048j -0.0037858-0.0138676j 0.00140148-0.0113235j 0.00314525-0.0219116j -2.46006e-05+0.000573767j -0.00379309+0.00424783j 5.26902e-05-0.0184642j 0.000614711-0.0180476j 0.00280894-0.00643827j 0.000783355-0.00440943j -0.00255115-0.0198298j -0.000718265-0.056195j -0.00355764-0.0151078j 
-0.00147069-0.00247443j -0.00070652+0.00146546j -0.000953601+0.00795429j -0.000233726+0.000628957j -0.000824838+0.00135706j -0.000445109-0.00859564j -0.00188905+0.00582904j 0.00048263+0.0153319j -0.00221394-0.00114681j 0.00168198+0.00156444j -0.00215049-0.00860819j 0.00115087-0.00769493j -0.00148642-0.0248996j 0.000851961-0.00988868j -0.00314351-0.00989776j 0.00313015+0.00787206j -0.00186462-0.000287648j -0.00349337+0.0230904j -0.00541057+0.0107309j -0.000708543-0.00351211j -0.00432491-0.00695541j -0.00127531-0.00117505j -0.00598716-0.0269307j -0.00497931-0.019941j 0.000231024-0.0147804j -0.00139757+0.000310156j -0.0028784+0.00211286j 0.00591997+0.0305145j 0.00166595-0.0196535j -0.00289166-0.0176908j 0.00469134-0.00557232j 0.00214314+0.0340847j -0.00231397+0.0805779j 0.00136833+0.042468j 0.00144967-0.134308j 0.000476798+0.0206355j 0.00386765-0.0547022j -0.00526095+0.0464163j 0.0112174-0.142148j 0.00211423+0.00499989j 0.000236651+0.0377638j -0.00529822-0.0346345j 0.00199817+0.0432542j 0.00448906-0.00171539j -0.0015994+0.062854j -0.00800158+0.0255477j -0.00305461+0.0319353j 0.00284282+0.00227148j -0.00157173+0.00555648j -0.00150841-0.0415757j 0.00755961-0.0225952j -0.000616025+0.0247454j -0.00212287+0.0521638j 0.00277996+0.0266991j 0.00184127+0.110262j 0.00626604+0.0148839j 
-0.00132223+0.00685595j -8.40203e-05+0.00162037j -0.000973785+0.00222212j 0.00123096-0.0129111j 0.000651873-0.00179004j -0.00245375-0.00132956j -0.00197744-0.016766j -0.000988284+0.00222066j 0.00166511-0.00974097j -0.00016501+0.00618922j -0.000469994+0.0016608j -0.00199745+0.0224772j -0.00142116+0.00187968j 0.00123038-0.00861634j -0.00295497+0.0106519j 0.00269372+0.00289327j 0.00338847-0.00555216j 0.00329861-0.00768957j -0.00769273-0.0192769j 6.59414e-05-0.0114429j 0.00467918-0.00878363j -0.00524954-0.0404745j 0.00381708+0.0206395j 0.00226714-0.0260375j -0.00219076-0.0102601j -0.00111463+0.0152248j 0.00277962+0.0426555j 0.000205309+0.0452526j 0.00277028-0.00203226j 0.000868443+0.0188284j 0.00385665-0.0402842j -0.00176005-0.103182j -0.00342377-0.0154304j -0.00521457-0.00466794j -0.00542176+0.0625945j -0.000409868-0.00234513j 0.0010007+0.0781629j 0.00310611+0.0488859j 0.00150334-0.0876222j 0.00404279-0.00272881j -0.00345946-0.0526544j -0.00100032-0.0631782j 0.0038384+0.0104423j 0.00157389-0.0444832j 0.00061333-0.0255268j 0.0013927+0.0201833j 0.00171309-0.0324834j -0.000111685+0.0134521j 0.000298568+0.00980592j -0.00260253-0.00185115j 0.000718833-0.0309317j 0.00482016-0.00119604j -0.00243982-0.0434698j -0.00381173+0.0256415j -0.00715739-0.0562893j -0.000525552+0.10176j 
0.00133388-0.00278649j 0.00205637+0.00417387j -0.00374837+0.00443847j 0.00022027-0.00759577j -0.000504139+0.00315513j 0.00101964-0.001718j -0.000127111-0.00837052j -0.00300969+0.0110147j -0.00111308-0.00270649j 0.00664294+0.00417756j -0.00265555+0.00728157j -0.00213473+0.00988456j -1.62891e-05-0.0205035j 0.00188387-0.0161803j 0.0013055-0.00083454j -0.00321651+0.00126554j 0.000366663+0.00644948j -0.0055151-0.00283119j -0.00263928+0.00606625j -0.000153197-0.00996205j 0.00267892-0.00530124j -0.00549787-0.0278842j -0.00601389-0.031814j 0.000324464-0.0267376j -0.00519138-0.0405689j -0.000199296-0.0189222j -0.00306202+0.0832625j 0.000906104+0.00109417j -0.000855084+0.0330792j 0.00110213+0.102823j 0.00113663-0.0274094j -0.00481456+0.07371j 0.00167931+0.00287662j 0.0054586+0.0104225j -0.00285216+0.0382344j 0.00637507-0.052625j 0.00214264-0.0971427j 0.00265638-0.0406787j 0.00276379+0.0187493j -0.000713126-0.0146383j -0.00280355+0.0341225j -0.000397266-0.0774134j 0.00633397+0.0301171j -0.000780239-0.0339257j 0.00523592-0.011552j -0.00411259+0.0380461j -0.00201642+0.0223204j 0.00289915+0.0208009j 0.00243086+0.00330408j -0.00562008+0.0218567j 0.00114971-0.036275j 0.00264489+0.00720313j -0.00239979-0.0514278j -0.000207528+0.0575294j -0.00518055+0.0118304j 0.00377369+0.105045j 
0.00236664-0.00808239j -0.000107926+0.00561587j -0.00195721+0.00513781j 0.000293748+0.00820489j 0.00159191+0.000884915j 0.00146549-0.00790429j -9.4368e-05+0.0140367j -0.00260619+0.0148185j 0.00263931+0.00288608j -0.00321898+0.00117758j 0.000661887+0.00176329j -0.00376204-0.0185711j 0.00226947-0.0358239j 9.1487e-05-0.00781072j -0.00171502-0.00522457j 0.00148767+0.00921085j -0.00164344-0.00159619j 0.00521014+0.0202933j 0.00489014+0.026312j -0.000232093+0.00766605j 0.000750162-0.0149819j -0.00121156+0.00698858j -0.00265703-0.0404491j -0.00215549-0.0262253j 0.00185535-0.0448279j 0.00241024+0.01032j 0.00700578+0.0558884j -0.000409195-0.0722587j -0.0015326-0.065413j -0.00208144+0.045978j 0.00250695+0.0120706j -0.00538746-0.0137058j 0.00214132-0.0528725j 0.00520168-0.055987j 0.00283855-0.0495403j 0.00359981-0.0412037j -0.00148331+0.0903233j 0.00451431-0.00265013j -0.000134661+0.0466476j -0.00337938-0.0559538j -0.00833838-0.00219056j -0.00213098+0.0244879j -0.000486147+0.0255751j -0.0016929+0.0174655j 0.000331905+0.00534354j -0.000329811+0.00828462j -0.00303482-0.00509125j -0.00170627-0.000423742j 0.00211732-0.000452633j -0.00259339-0.0204421j 0.00504297-0.0175574j -0.000491742+0.0105909j -0.00222603+0.0123171j 0.0043621-6.5652e-05j 0.00250679+0.103301j 0.00644389+0.000745219j 
0.00137467-0.00120045j 0.001925-0.00616516j -0.000725563-0.0112962j 0.000534892-0.00151669j -0.000207867-0.00154956j 0.00330691+0.0103876j -0.000769719-0.00108903j -0.00145565-0.0139052j -0.00180408+0.00663094j 0.00587041-0.00204986j 0.000395988+0.0130893j -0.0029147-0.000668821j -0.000253132+0.0242512j 0.00193637+0.0117807j 0.00358568-0.00104619j -0.00325172-0.0061685j -0.000557851-0.0024325j -0.00514191-0.0420257j 0.00108362+0.00826012j -0.0023446-0.00377075j -0.00117184+0.0363854j -0.00282577+0.011112j -0.00577794+0.00660128j 0.0071608+0.0247752j 0.000607718-0.00268319j -0.00115875-0.0996215j 0.00292506+0.0234591j 0.00122485+0.0192211j -0.00117764-0.00811205j -0.00272139+0.0281677j -0.000519414+0.0463061j -0.000198931+0.041681j 0.000751335-0.0195351j 0.00396242-0.0643431j -0.00216267-0.0199894j 0.00311835-0.0578899j 0.00168156-0.0623691j 0.00202931+0.0621629j 0.00167881-0.00675463j -0.00273811+0.00215931j 0.00463265+0.00921616j -0.00106503-0.0081062j 0.00398722+0.000960266j 0.000942593-0.00414119j 0.00385361-0.025233j 0.00261141+0.00493167j -0.00193191+0.0138069j 0.00056459+0.0343644j 0.00136155-0.0298038j 0.00156169+0.0351815j -0.00543527+0.0107046j -0.000974672-0.0131284j 0.00423185-0.0468007j -0.0010574-0.026294j 0.0012781-0.092545j -0.00668575-0.05688j 
0.000279081+0.000831428j 0.000667196+0.000590623j 0.000850108-0.000644133j -0.000928408-0.000934518j -0.000242167+0.0020598j 0.00209179+0.00118059j 0.00250649-0.00713506j 0.000575762-0.00725079j 5.52947e-05+0.00139635j -0.000567839+0.00146967j 0.00114731-0.00267676j 0.00185772+0.0107561j 0.00299276+0.00995823j -0.00179157+0.00312974j -0.000677347+0.00344802j -0.0025381-0.00861346j -0.00267362+0.00564633j 0.00173141-0.000933961j 0.000637962-0.00253134j 0.00318425-0.00249161j 0.00538139+0.000619248j 0.00347365+0.00938048j 0.000712952+0.0101439j -0.00793906-0.0745326j -0.00371805+0.0209913j 0.00313402-0.0254357j -0.000733769-0.00676069j 0.00111648-0.040523j 0.000356637+0.106294j 0.000295013+0.00646913j -0.00345826-0.0102027j -0.00308657-0.0243775j 0.00992022-0.132904j -0.00172142+0.0197889j 0.00135327-0.0341304j 0.00652642-0.000454757j -0.00512841-0.0158862j 0.00199321+0.00119119j -0.00148114+0.0347198j -0.00546669+0.021357j 0.000136842-0.00512818j 0.00220513+0.00845034j 7.85025e-05+0.00927061j -0.00217075-0.0073004j -5.64618e-05-0.01781j 0.00148518-0.00978698j 0.00251077-0.00745718j -0.000838025-0.00892106j 4.6026e-05+0.0229633j -0.00223015+0.0223599j -0.00315432-0.00932795j 0.00126186-0.0145182j -0.000126257+0.00145348j -0.00175523+0.00365226j -0.0020564-0.0293283j -0.00148457+0.0197248j 
0.00126603-0.0116476j 0.000742421-0.00413421j 0.000649039-0.00509121j 0.000565434+0.0138009j -0.00177863-0.00267528j 0.00564643-0.000576104j -0.000872209+0.0250373j -0.000611784+0.000887019j -0.0027867+0.0150267j 0.00163421-0.00422152j -0.0008722-0.00652362j -0.00843871-0.0408026j -0.00197257-0.0109095j 0.00096954+0.0168229j 0.0048449-0.0242359j 0.0020814+0.00676488j -0.0027425+0.00033635j 0.00438183-0.00506986j 0.00401107+0.072101j -0.00242651-0.0365318j 0.00325714+0.0552958j -0.00160596+0.0286817j 0.00234847-0.0525521j -0.00169514-0.00409904j 7.97061e-06-0.0195827j 0.00370533-0.0194729j 0.00292029-0.0221715j 0.003157-0.00330104j -8.34284e-06+0.0429794j 0.00316955-0.0104715j -0.00251036-0.0485519j -0.00199051-0.0406466j -0.00499207-0.0162278j 0.00463464-0.0113696j -0.00415168+0.0877383j -1.00259e-05-0.051657j -0.000458128-0.00328529j 0.000719211+0.0311544j -0.000674784-0.0237652j 0.00132912-0.0111723j 0.00304741+0.012637j -0.00771411+0.0317368j -0.000741314-0.00217239j 0.00073272+0.0104618j 0.00208806+0.00848449j -0.00035968-0.00802326j -0.00831518+0.0337593j 0.000481273+0.0320632j 0.00181153-0.0318481j 0.00271082+0.000969502j 0.00103605+0.00329404j -0.00338154-0.00950772j 0.00280576+0.0646139j 0.00593082-0.0406652j 0.0103768+0.0860775j 0.00158808-0.134401j 
0.000592328+0.00686372j -0.00207291-0.00135181j 0.0013977-0.00754836j 0.00191743-0.00307148j -0.000463341-0.00443173j 0.000517053+0.00785685j 0.000517376-0.00631858j 0.000737028-0.0149841j -0.000372078+0.00107353j -0.00068083-0.00541508j -0.00169144+0.00964121j 0.00250908+0.0109581j -0.000271405+0.0310232j 0.00450287+0.0131235j -0.000567956-0.00869375j 0.00347778+0.00303822j -0.00591926-0.00263134j -0.00686089-0.0191003j -0.000425828-0.0243195j -0.00200774-0.0383345j 0.00246795-0.019707j 0.00583492+0.111821j -0.00515543+0.0205037j -0.00369217+0.0549395j -0.000421554-0.073176j -0.00192377+0.0520971j 0.0022027+0.00209994j -0.00477297+0.0197051j 0.00180993-0.0228174j 3.07627e-05-0.00122935j 0.0026308-0.0816569j -0.000550351+0.0143351j 0.00230714+0.0291282j 0.00805202-0.0105775j 0.0011433-0.0892402j -0.00635263-0.00780459j 0.00254449+0.00104164j -0.00679701-0.000805215j 0.00685351-0.0149039j -0.00503031+0.0159234j 0.00246735+0.0198111j -0.00161581-0.00860519j 0.00134003-0.0244763j -0.00101145+0.024698j -0.00426002+0.00336886j 0.00121979-0.0198034j 0.000175023+0.00129325j 0.00140039+0.00262724j -0.000346383-0.0185467j 0.00279712+0.0156408j -0.00556719+0.0180416j 0.00042001-0.0261634j 0.00263053-0.038892j -0.00284475-0.0485541j -0.000782455-0.105276j -0.00722426-0.0357351j 
-0.000178147+0.000388663j 0.000680148-0.00315167j -0.00126489-0.00160167j -0.00174954+0.000237683j -0.000375122+0.00285629j -0.00150511+0.00509036j 0.00139076+0.0024269j 1.0339e-05-0.0035638j 0.000561488+0.000602028j 0.000468019+0.0020253j 0.00387983+0.00548225j -0.000666341-7.89437e-05j -0.000666135+0.0135676j 0.000911015+0.00347057j -0.00177819+0.00909638j -0.00573347-0.00562042j -0.00057592+0.0213323j 0.00287875-0.0157164j -0.00528227-0.00749949j 0.00249319+0.0654397j 0.00192424+0.0465267j 0.000409069+0.0206212j -0.00013803-0.0207929j -0.000788593-0.0386945j -0.00240849+0.108048j -0.000579387+0.0210304j 0.00129012+0.0123237j -0.0016756-0.00836549j -0.000488034-0.0497748j -0.00947143+0.0573624j -0.00327064-0.0230527j 0.00486101+0.025212j -0.0022736-0.0153537j -4.32166e-05+0.0312803j -0.000293561+0.0288515j 0.00258729-0.0169957j 0.000371975+0.00223444j 0.00265309-0.00280934j -0.00443784+0.00825939j 0.000762365-0.00588564j -0.00140308-0.00431657j 0.00274937-0.00306732j 1.66773e-06+0.00577817j -0.00117715-0.0105061j 0.00136116-0.0179641j 0.00307455+3.75852e-06j 0.00173863-0.0118384j -0.00223056-0.00492622j -3.57244e-06+0.00542697j 0.00124951+0.0115682j -0.00142411+0.0287015j -0.00240953+0.012235j 0.00155839-0.00106758j -0.000212331+0.00590396j 0.00112571-0.0204794j -0.00208371-0.0233976j 
0.000614307+0.00276044j 0.000548371-0.000977205j 0.0012943-0.00722595j 0.00118347-0.00741865j -0.00182162-0.00233932j 0.00549827+0.00222791j -0.00313741-0.0147367j 0.000964132-0.0142656j -0.00155157+0.00268256j -0.00106+0.00169275j 0.00237809-0.00818912j -0.00444233+0.0139801j 0.00363291+0.0359553j -0.000904557+0.0307793j 0.00631383+0.0396293j -0.00122241-0.0131944j -0.00264025+0.0285784j 0.00670019+0.023672j 0.00254979+0.010697j -0.0021366-0.0643255j 0.0023612+0.0901053j 0.00276063-0.00376606j -0.0056926-0.0117455j 0.000296412-0.00839648j -0.0032244-0.00982881j 0.000967526+0.00708906j 0.00334537-0.0180255j 0.00664058-0.0873091j 0.000575012+0.00936472j -0.00199371-0.000624276j -0.00491202+0.0288159j 7.73612e-05-0.00900173j -0.00170427+0.018051j 0.000745801-0.0354007j 0.000584349+0.00875357j -0.00358419-0.038954j 3.81057e-05-0.0169281j -0.0031669+0.0368557j -0.00735654+0.0307854j -0.00442188-0.00166669j 0.00701914+0.00381057j -0.00485643+0.00757989j 0.0035223-0.0382233j -0.00232355+0.00331105j 0.00135877-0.0350351j 0.00385617+0.0046753j 0.00284427-0.00833152j -0.00034156+0.0049951j 0.00171511+0.00134861j 0.000123785+0.0382317j -0.00512765-0.00101002j 0.00214082-0.0160026j 0.00156428-0.000647013j -0.00299633-0.00156586j -0.0026884-0.0826823j -0.00561355+0.00499115j 
0.000529907-0.000455363j 0.00192025-0.00862897j -0.00449589-0.00647003j -0.00273236+0.0025741j 0.00442714+0.00470788j 0.00137284+0.00985473j 0.00431346+0.00814149j -0.00554074-0.00633603j 0.00287347+0.00489574j 0.00323727+0.000443163j 0.000981982+0.0399959j -0.000163667-0.0148516j 0.00356832+0.00354813j -0.00728385-0.00444358j -0.00301083-0.00115984j -0.00389159-0.0932883j -0.000839069+0.0168183j 0.000959526-0.000384829j 0.00347257+0.0366218j 0.00535243+0.118235j -0.0049598-0.0349384j 0.00022966-0.0686873j -0.00142556-0.0444039j -0.000246156-0.0309781j 0.00490876-0.0385695j 0.0078517-0.0399777j -0.00459815+0.0245569j 0.000814542-0.0547513j -0.000179899+0.00855796j -0.00569515+0.0433342j 0.000697753-0.000804252j 0.00614719+0.0178039j 0.000904758+0.013425j -0.0016916-0.00391903j 0.00617441-0.0219122j 0.0084944-0.00643113j 0.00323525+0.000452548j -0.00384214+0.0145272j -0.00451228+0.0226848j -0.0008464-0.004897j -0.0034753+0.0126285j 0.00109256+0.0204929j -0.0066514-0.00121422j -0.00209609-0.0110592j 0.000118416+0.00549348j -0.000764004-0.0298318j -0.00182918+0.0194166j -0.00255193-0.0102272j -0.000577846+0.0275926j -0.00217664+0.0205319j -0.00315818+0.00961026j -0.00307191+0.00214098j 0.00323819-0.0472848j -0.00065628-0.0311845j 0.0021804-0.058525j -0.00465285-0.0545941j 
0.00117887+0.00439288j -2.15928e-05+0.00777816j 0.00115782+0.0040372j 0.000793529-0.0094623j 4.89421e-05+0.000193961j 0.00257165-0.0053909j -0.00274819-0.0224412j 0.000723287+0.00170413j 0.000270607-0.00834824j -0.00188193+0.00758728j -0.000844924-0.00621553j 0.00112716+0.0333988j 0.00353755-0.00698833j -0.00554304+0.0201949j 0.00837236+0.0215077j 0.000547214-0.000138141j 0.00393988-0.0166136j -0.00491857-0.0621981j 0.00962341+0.0204178j -0.0032987-0.0269424j -0.00475358-0.0437524j 0.00163736+0.0056058j -0.000202683-0.0881041j 0.00412144-0.00353682j 0.00175954-0.015976j -0.00330388-0.0281348j 0.00167291-0.0702077j 0.00541128-0.0302998j -0.00385766-0.0401605j 0.000670133-0.0383404j 0.000207644+0.0398558j 3.44444e-06+0.0183039j 0.000195273+0.00743982j 0.000310635-0.00310695j 0.00311038+0.000598581j -0.00492629-0.00662812j -0.000149627-0.0260218j 0.00208695-0.0277314j -0.00391137+0.0354881j -0.00500716+0.00708874j 0.00220344-0.000246506j 0.00268432-0.00522022j 0.0027153-0.0106736j -0.00112911+0.00873429j 1.56833e-05-0.0169409j -9.02954e-05+0.0125336j 0.00429805-0.0146578j 0.0007472-0.00344719j 0.00134387+0.0126451j -0.00383014+0.0204479j -0.00128173-0.0340643j 0.00506657-0.0137151j -0.00317584-0.0368349j -0.00392592+0.0316152j -0.00899034-0.043295j 0.000596587+0.120019j 
