0.00545232+0.00457005j -0.00207504+0.0111177j 0.000226247+0.00965765j -0.00399858+0.00509724j 0.000754497+0.00677003j 0.00331945-0.00608743j -0.00322294+0.00238748j -2.84622e-05+0.00759714j -0.00122715+0.00369387j -0.000209858+0.00348635j 0.00293963-0.00225095j 0.00249545-0.00135574j 0.00110131-0.00799112j -0.000608655-0.00497339j 0.00138288-0.00316575j -0.000366823+0.00170269j -0.000827953+0.00337831j -0.00183413+0.00365133j -0.00149+0.00319597j -0.000157899-0.0013066j -0.00116001+0.00385451j -0.00118077-0.00185039j 0.00198351-0.00638312j 0.000206843-0.00181891j -0.00060303-6.3469e-05j -0.000430065+0.00198604j 0.00236468-0.000642695j 0.000925329-0.00406556j 0.000442258-0.00142846j 0.00178513+0.00122036j -0.000650892-0.000424854j -0.000413511+0.00357591j 1.58973e-05+0.000510509j -2.02085e-05+2.00455e-05j 0.00277342-0.00592223j -0.000750427+0.00014816j 0.000574355-0.00532609j -0.000523024+0.00322922j -0.000214576-0.00162479j -0.000588826+0.00131225j -0.000570488-0.00168618j 0.00178767-0.00470099j 0.00254797-0.00474618j 3.35472e-05-0.00212709j 0.00366965-0.00143364j -0.00107593-0.00315103j 0.00333092-0.00829058j 0.00151415+0.000935991j 0.000538892+0.00416944j -0.0076753+0.00669076j 0.00282646+0.002239j 0.00808428-0.0108815j -0.00557966-0.0141859j -0.000208509+0.0361009j -0.0188504-0.303325j 0.00991061-0.814331j 
-0.000167984-0.00024835j 0.000998246-9.69228e-05j -0.00119086-0.00458755j -0.00239435-0.00490454j 0.00194125+0.00377778j -0.00050605-0.003524j 0.00167439+0.0261021j -0.00130724-0.0066713j -0.00141581+0.02288j 0.000970285+0.0466335j -0.00115525+0.00878128j 0.00136171+0.0120504j -0.00065113+0.0397768j -0.00204034+0.00642237j -0.00121757+0.492146j -0.00289933+0.774284j 0.000441887-0.220985j -0.000263688-0.00226891j -0.00100845-0.0297101j 0.00233834-0.0504133j -0.00034958-0.0322822j -0.000251496-0.0254035j 0.000668262+0.0413664j -0.000124316-0.0128907j 0.000497824+0.0412482j -0.000572918+0.0196919j 0.000716495-0.028501j 0.000192946-0.00227629j -0.000153889+0.0110103j 0.00148768-0.00494088j 0.000258839+0.00103903j 0.000853194-0.0023038j -0.000629738+0.00578087j 0.000334681-0.00575186j 0.000297543+0.00071205j 0.00158399-0.00884783j 0.000796302-0.00223395j -0.000203709+0.00347759j 0.000207356-0.000376971j 0.000314135-0.00134975j -0.000170878+0.00698572j 4.21769e-05-0.00608256j 0.000809927+0.008337j -0.000666773+0.00016959j -0.000141607-0.000476473j -0.000359587-7.5683e-05j -0.000403294+0.00346112j -0.000474073-0.00100928j 0.000327359+0.00432937j 2.03182e-05+0.00544481j 0.000817693+0.00340818j 0.000547943+0.000399292j -1.34478e-06-0.00103781j -0.000254657+0.00122405j -6.91567e-06+0.0014086j 0.000458471-0.000523084j 
-0.000794912+0.00329205j 0.000812994-0.000819425j -0.00116414-0.00662319j 0.00125945-0.00788244j 0.00147843-0.00523619j -0.000776398+0.0140242j 0.000419173-0.0123953j 0.000897402-0.000937286j 0.00142245-0.0502875j 0.000447579-0.0172802j -0.000818592+0.0487179j -5.40803e-05+0.0257631j -0.000695124+0.0385485j -0.0012349-0.0735205j 0.00109168-0.799988j -0.00075942+0.493091j 0.000734515-0.0305406j -0.00213131+0.134278j -0.000490262-0.00602297j -0.000951481-0.0100897j 0.00142159-0.0321374j -3.3304e-10+0.00496838j -0.00134942-0.000125613j 0.00112734-0.00603154j 0.000589578-0.026735j -0.000192348-0.0165764j -0.000719004+0.0156427j 0.000527613+0.0308999j -0.000215697-0.00597811j -0.000265395+0.0135969j 7.22615e-05-0.00544973j 0.00057957+0.00763123j 0.000464312+0.00392693j -0.000603396-0.00313563j 0.000488225-0.00296168j -0.00140113+0.000886059j -0.00123494+0.00342425j 0.000315345-0.00368789j 0.000404866+0.0128408j 0.000242448+0.00129793j -0.00040807-0.00900275j -0.000121017+0.00815523j -0.000505642-0.00789635j 0.000320222+0.00295753j -0.000265831-0.00620869j 0.000273187+0.000134533j -0.000223038-0.000612168j 0.000626687+0.00176684j -0.000480748+0.00487238j 0.000380939+0.00608475j 0.000112263-0.00316312j -0.000692629+0.00246981j -6.5348e-05-0.00148578j 0.00082222+0.00231747j 0.000730989-0.00299775j -0.000505251-0.00338146j 
-0.00070959+0.00185131j 1.11323e-05+0.00254503j -0.00138963+0.00751493j -0.00272363-0.00442533j -0.000119286+0.0315882j -0.00111605-0.00520181j 0.00127337+0.000718494j -0.00221642+0.00149937j -0.00229236+0.0528805j 0.00149332+0.0545939j 0.000546912-0.0314933j -0.000875416+0.0199892j -2.06102e-05-0.200289j 0.000112527+0.928627j 0.00112637-0.0865569j -0.00234268+0.0340862j 0.000619476+0.0117997j -0.00057407-0.0147178j -0.000224499-0.00153847j 0.00128553+0.0019531j -0.00108096+0.0208007j -0.000443961-0.017557j -0.000499773-0.00774068j 0.000148999+0.0188467j 0.000166516+0.00262127j 2.57123e-05+0.0120628j -0.000520334-0.0118446j -0.00108626-0.0275134j 0.000434776+0.00117258j -8.81568e-05-0.0156052j 0.000351834+0.00948644j 0.000164616-0.012206j -0.00039851-0.0064081j 0.000490067+0.00268168j 0.000169518+0.000663645j 0.00147002-0.008355j 0.00100268-0.00895076j -0.000408223+0.00423031j -9.66996e-06-0.00140947j -0.000359504-0.00207879j 0.000308815+0.0106396j 0.000749145-0.00533151j 2.2217e-06+0.00522204j -0.000314548-0.00683525j 0.000463747+8.9729e-05j -0.000402925-0.00201369j -0.000244744+0.00144044j -0.000865826+0.000444154j 0.000955067+0.00409835j -0.000115558-0.0030008j -0.000976377-0.00237492j 0.000367118+0.00278444j 0.000152181-0.00355166j -0.000869255+0.0012214j -0.000781019-0.0024956j -0.000495375+0.00303023j 
0.000710629-0.0012125j -0.000906116+0.00306508j -0.000996331+0.010565j -0.00100871+0.0131453j -0.000769031+0.0196503j 0.000263716-0.0142211j 0.0011261+0.0489607j -0.00226415+0.0513572j -8.14839e-05+0.0368758j -0.00115813+0.0273297j -0.000159723-0.0554515j 0.00126999-0.148123j -0.000198837+0.908632j 0.000489946+0.1884j 0.00102834-0.0125985j -0.00139735-0.0247195j -0.000574372+0.0323808j -0.000379224+0.00323771j -6.87563e-05+0.0143185j 0.00103195-0.0352775j -0.000227251+0.0341174j 0.000379906+0.0170159j 0.0005118+0.0110653j 0.000238029-0.00527691j 0.00118921+0.0178133j 0.000415943-0.0103609j -0.00103133-0.0166044j -0.000336531-0.0139389j -8.81081e-05-0.00415587j -0.000496008-0.00822316j 0.00108438+0.0136028j -0.000172621+0.00136767j 9.83056e-05+0.00986206j 0.000220935+0.00167106j 0.000638247+0.00977432j 0.00112336+0.00529161j 0.00080444+0.0046276j -0.000573105-0.00301644j -0.000220282-0.00976843j -8.88587e-06+0.00154354j -0.000358928+0.000344466j -3.17391e-05-0.00319802j -0.00010662+0.00363595j -0.000296702-0.00150018j -4.63696e-05+0.00286421j 3.38576e-05-0.000377998j -0.000244808-0.00158226j -0.00065094+0.00132843j 4.98216e-05+0.00146192j -0.000232713+5.83053e-05j 8.64334e-05-0.00139859j 0.000739928+0.0021049j 0.000805146-0.0039541j -0.000479903-0.00320243j -0.00204266+0.00242226j 0.000193528+0.00763583j 
-0.000614576+0.00640563j -0.000395144+0.00244404j -0.000532944+0.00932106j 0.000529894-0.0132961j -0.00137613+0.00360517j -0.00167081-0.0232388j 0.00179243-0.0357597j 0.000261785+0.0255691j 0.000526313-0.0175063j -0.00126023-0.00241244j -0.000144129-0.20911j 0.0032674-0.90577j 0.000571029-0.139008j 0.00113721-0.0141168j -0.000451428-0.00947531j -0.000307654+0.0352773j 0.001036+0.0127234j 0.000585231-0.000458481j -0.000513003+0.0137815j -9.46323e-05-0.0138856j -3.43568e-05+0.0028557j 0.000737216+0.00340884j 0.000610183-0.0122491j 0.000444851-0.0101215j 0.000197581-0.00506988j 7.44783e-05-0.00338109j -0.000935138+0.00375866j -1.83139e-05-0.00587253j 0.000256637-0.000694013j -0.00084023+0.0008287j 0.0003409+0.00315633j 0.000460274-0.0027644j 0.000361599-0.0015823j 4.89335e-05+0.00505627j -0.000417584-0.00954969j 0.000556376+0.0032503j -0.000501234-0.0035568j -0.000238934-0.0025934j -0.000704711-0.000618103j -1.31105e-05+0.000570422j -9.82423e-05+0.000639969j -0.000103851-0.0019901j -0.000365437-0.00101423j -0.000347462-0.000608815j 0.000281241+0.00249012j 0.000429609-0.0024531j 0.000199546+0.000214639j -0.000217502-0.0018704j 0.000348085+0.00217222j 8.07167e-05-7.60555e-05j -0.00100265+0.000518521j 6.04933e-05+0.00103606j -0.000602596-0.00232944j -7.18624e-05+0.00345912j -0.000179003-0.00840799j -0.00201827+0.00101423j 
0.000523027+0.00469361j 0.000614003-0.00532982j -0.00214687-0.00818469j 0.000559432-0.00173088j 0.00228378+0.0369296j -0.00131202+0.0248011j 0.000387262+0.0197521j -0.00261435+0.0206051j 0.000137606+0.0913551j -0.000572672+0.0825963j 0.00232905-0.921226j -0.00261385+0.192186j -6.32243e-05-0.0266271j 0.000881315-0.0536863j 0.001066-0.0325831j 0.00135255+0.0116665j 1.84266e-05+0.00126227j 0.000381362-0.00689263j 0.000293504-0.00312123j 0.00142875-0.0227083j 0.000752697+0.0131798j -0.000758459-0.00265643j -0.000238325-0.00260693j -0.00036454-0.00320335j 0.000857393+0.00694478j 0.000409866+0.0127862j -0.000431679-0.00489505j -0.0011526-0.0135492j -0.000486969-0.000561751j -0.000635274-0.000645046j 0.000912986+0.00165323j -0.000843379-0.00347047j -0.000502891+0.000752514j -4.07283e-05-0.00017604j -6.87863e-05-0.00027471j 0.000175557-0.00374995j 0.00022536-0.000813314j -8.10032e-05+0.00286392j 0.000246917-0.00140638j 6.6664e-05-7.56387e-05j -0.000603871-0.000626784j 2.54577e-05-0.00136886j -0.00030217+0.000825273j 0.000120643+0.00345648j -0.000376338+0.00216391j 0.000520469-0.000377063j -0.000652073+0.00217224j -0.000687552-0.0014787j 9.58212e-05+0.0020473j 0.000817827+0.00352386j -0.000158141-0.000908235j -0.000422066+0.00268457j 0.000674348-0.0093672j -0.00107021-0.00544046j 0.000763071-0.00192412j -0.000730047-0.00434371j 
-0.00054197+0.00179788j 0.00162966+0.00443056j -0.00130193-0.00684178j -0.00203419-0.00280896j 0.00146528+0.00994057j -0.000100426+0.014014j -0.000790375+0.0146409j -0.000656294-0.0364207j 0.000994256-0.0213752j 0.00214778-0.94937j 0.00195278-0.0769085j -0.000520622-0.00293827j 0.000924288+0.016674j -0.00135472+0.0406483j -0.00107905+0.0208999j -0.00100292+0.00282402j 0.000333936-0.00146878j -8.64415e-05+0.0122751j 4.36141e-05+0.00357359j 0.00154541+0.0160806j 0.000402751+0.00364317j -0.000454582+0.00610259j 0.000399631-0.00159878j 0.000317475-0.00439308j -0.000414145+0.000793156j -0.00107803-0.00156399j 0.000626161-2.2118e-05j 0.000628133+0.0057594j 0.000147913-0.00445995j 0.000800906-0.00461472j 0.000222149+0.00227898j 0.000799134+0.000215679j 0.000112418+0.00278872j -0.000406793-0.00466474j 0.00054131+0.000424349j 0.000322249-0.00043742j -0.000553955-0.00229863j 0.000184187+0.00080502j 5.5697e-05+0.000182316j 0.000378974+0.00326215j 0.000311069+0.00411862j -0.000101191-0.00125607j 0.000589418+0.00120971j -0.000805577-0.000796731j 0.000124999-0.00141034j 0.000179955-0.00254322j 0.00133776+0.00473813j 0.000243985+0.00851908j 2.95433e-05+0.0031004j 0.000482559+0.00529227j 7.74735e-05-0.00453274j 0.00013252+0.00223824j -0.000618113-0.00211419j 0.000169368+0.00537938j -0.000697253-0.000626716j 0.00016227+0.00200938j 
0.0018302+0.00162383j 0.000867965-0.000328495j -0.00101449-0.0149342j -0.000529869+0.0182169j -0.00156702-0.0304268j 0.00298499-0.0111131j -0.00179284+0.0319995j 0.00381958-0.0589156j 0.000875074-0.946696j -0.00171504+0.0267286j 0.00107106-0.0862585j -0.000284664+0.0265296j 0.000100457+0.0217589j 0.000415913+0.0493784j 0.00170884+0.0318342j -7.85332e-05-0.000589677j -0.000329422+0.00105555j 0.00055822+0.0128941j 0.000322506-0.00339718j 0.00139604-0.00467365j -0.00149109-0.000293704j 0.000286719+0.00294051j 0.000644179+0.000291202j -0.000980305-0.00347769j 0.000270378+0.00111894j 4.08356e-05-0.00345674j 0.000884197+0.00117496j -0.000135728+0.00899206j -0.000131104+0.00204179j 0.000442636+0.00206268j -2.1783e-05-0.0037644j -6.95209e-05-0.000205526j -0.000352527-0.00221727j -0.000171756+0.00301044j 0.000491215-0.00155664j 0.000676005+0.00292701j 0.000816012+0.000600876j -0.000241959-0.000160031j -4.07308e-05-0.00353988j -0.000378165+0.00150231j -0.000260087-0.001873j 0.000325801-0.000625237j 0.000155456-0.000764686j -0.000712304-0.000506554j -0.000728012-0.00144476j 0.000106041+0.00370602j 0.000871628+0.00683209j -0.000468075+0.00286882j -0.000349515-0.00727057j -0.000264151+0.00549093j 0.000307674+0.00190462j 0.000460015-0.000447042j -0.00098085-0.00399834j -0.000808207+0.00214459j -0.000214551+0.00225081j 0.000697203-0.000448787j 
-0.000831459+0.00314964j 0.00156775-0.00331535j 0.00280345-0.0279444j -0.00255918-0.0417359j 0.00515779-0.0368334j -0.00119655+0.0536784j 0.00377436-0.057082j -0.00274837+0.933037j -0.000611031-0.0523777j -0.000135677-0.0146395j 0.00179436+0.0121921j 0.000152161+0.00355891j -0.000691377-0.00925427j -0.00314754-0.00836777j -0.00128544-0.00411799j -0.00111669-0.0056976j -3.40259e-05+0.00342687j 0.000300929+0.000821149j 0.00124539-0.000574063j 0.00097803+0.00316112j -5.86204e-05-0.0064599j -0.00042172-7.97133e-05j -0.000373968-0.00108804j -0.000813394-0.00449284j 3.61622e-05-0.00216719j -9.93378e-05+0.000522669j 0.000706355+0.00355181j -0.00049772+0.000127342j 2.65247e-05+0.000668096j 0.000647805+0.00227922j -0.000468697-0.00335007j 0.00067285+0.0039517j 0.000103938-0.000597058j -0.00077548-0.0053312j 0.000407654+0.00186253j -0.000605043-0.0016566j -0.00066775-0.00252795j 0.000464321+0.00290004j 4.46623e-05-0.000577178j 8.17896e-05+0.00120973j -0.000315792-0.000714969j -0.000283401-0.00244419j -0.000405053-0.00181694j -0.000482363-0.00149276j -0.000429954-0.00322317j -9.56284e-05+0.00346553j 0.000356045+0.000705094j 0.000827812+0.00599571j -0.000410889-0.00259308j 5.35775e-05+0.00405658j 0.000512596+0.000752455j -0.000387125-0.00260837j -0.000810017+0.00406505j 0.000970697+0.00247073j 0.00177862-0.00190204j -0.000218195-0.00634487j 
0.000670627-0.00857736j 0.000478121-0.00994492j -3.92998e-05-0.041059j -0.00315828+0.0338198j 0.00195456+0.0174663j -0.00250839+0.0615465j 0.00227978-0.935751j 0.00105051-0.058066j -0.00137308-0.0114091j -0.000540137-0.00312836j 0.00151448-0.00876866j 0.00117893+0.0127616j -0.000537706+0.0164348j -0.000142778+0.00485414j -0.000431147+0.00220755j -0.000769555+0.00162225j 0.0019581+0.00225235j -0.000173625-0.00453781j -0.00152721-0.00920776j 0.00130279+0.00214052j -0.00085702-0.000200543j -0.00043661-0.000123513j 0.000258099+0.00225291j -0.000252768+0.00310075j -9.395e-05-0.0018163j 0.000181908-4.19969e-07j 0.000401924+0.00228075j -0.000451561+0.00352376j 0.000350537+0.000781028j 0.00071412+0.00307455j -0.000615855-0.00348656j 0.000749459+0.00209406j -0.000480169-0.00143844j -0.00031159+0.00121525j 0.000492437+0.000659381j 0.000606306+0.00229475j 0.000169625-1.04973e-05j 0.000385877+0.00152847j 0.000746592+0.00188494j 0.000563587+0.00110335j 0.000102735+0.000971388j 0.00124059+0.00552606j -0.000166996-0.00291368j -0.00023498-0.00300955j -0.000168423+5.73408e-05j -0.00077294-0.00435979j 0.00105286+0.00322417j -0.000488978+0.0013511j -0.000169041-0.0016561j 0.000566501+0.000159823j 0.00089937-0.00182681j -0.000453636-0.000933379j 0.00057407-0.000880863j -0.000737282-0.00413236j 0.000757869+0.00938417j 0.00241839-0.00339107j 
0.00016676+0.0121966j 0.000104828-0.00918911j -0.00132317-0.00589381j 0.00263543-0.00120758j -0.00334887+0.0460445j 0.00167444-0.948325j 0.00161511-0.0586122j 0.000873466+0.046655j 0.00109788+0.00807618j 0.00105272-0.00517768j -0.000932287-0.00477189j 0.000322217+0.00976394j -0.000236355-0.00583132j 0.00138783+0.00264939j -0.000410231+0.00029064j -0.0017963-0.000842354j 0.000301259+0.00620317j 0.000882594+0.00143996j 0.0017803+0.00275652j -0.00069806-0.00472482j 0.000610207+0.00292628j 0.000188857-0.00265662j -0.00116373-0.00575369j -0.000505773-0.00222369j -0.000665471-0.00187364j -0.000468406+0.00312021j -0.000644385-0.00222784j -0.00160108-0.00665523j 0.000583539+0.00193753j -0.00031516-0.00222353j -0.000411038-0.00138743j 0.000557338+0.00223755j -0.000155378+0.000659995j -0.000613542-0.00469538j -0.000500201-0.00018173j -0.00041264-0.0028194j -0.000168593+0.000503538j 0.000319121+0.00289275j 0.000387164-0.00101264j -0.000310255-0.00339406j 0.000773012+0.00380237j 0.000373038-0.000204088j -0.00106204-0.00308935j 0.000152659+0.00084266j -0.000167733-0.00148153j 0.00012815+0.00120926j -0.000229183-0.00289449j 0.000104154+0.00405442j -0.00022146-0.00412058j 0.000511528-0.00232796j -0.00145985-0.004607j -0.00131736+0.00278462j 0.000300423-0.0087055j -0.00129435-0.0042653j 0.00140835-0.00386354j -0.00117382-0.00617225j 
1.72641e-05+0.00412125j 0.000144224+0.00873755j -0.00335072-0.0377113j -0.0048656+0.0347749j 0.00339618-0.936377j 0.00206806-0.0442069j 0.00144454+0.00478271j -0.00137867-0.0371576j -0.00247532+0.0196181j 0.00130591+0.00859669j 0.000819552-0.00902402j -0.00204271-0.00947761j 0.0006382+0.000825128j -0.000473673+0.00189447j 0.000625184+0.00172507j -0.00108516-0.00164593j -0.00149653-0.00243059j 0.000227329+0.00373698j 0.000893204+0.00548302j 0.000245018-0.00211584j -0.00103944-0.00143727j 7.58779e-05+0.00364056j 0.000358408-0.00102958j -0.000269705+0.000460526j -0.000524477-0.00445889j -0.000198369-0.00371542j 0.000261647+0.00333317j 0.000136723+0.00268137j -0.000138487-0.00121976j -0.000218454+0.00317375j 0.000119621+0.000275501j -0.00046971+0.00104194j 0.000216834+0.00153847j 2.53674e-05+0.00120193j -0.000109832-0.00300442j 8.67323e-05+0.00290215j 0.00102997+0.00578726j -0.000437618-0.0023242j -0.000529625-0.000266624j -0.00102567-0.0028656j 0.000439717-0.000204874j -4.49213e-05-0.000824541j 0.000337834+0.00275014j -1.12765e-05-0.00118841j 0.000217348+0.000939502j 0.000412329-0.00199797j 0.000216849-0.000998475j 0.000459725+0.000581245j -0.000267871+0.00329351j -0.000595923-0.000126305j -0.00134158+0.00387433j 0.0010667+0.00935427j -0.001169-0.00691047j -0.00116999+0.00646538j -0.00116053-0.00080334j -1.77458e-05+0.0033832j 
0.00371492-0.0255291j -0.00233801-0.0259281j 0.00696305-0.180691j 0.000980662-0.922542j -0.00151961-0.0264843j 0.00209373-1.05327e-05j -0.00058857-0.0158395j 0.00168733-0.00658902j -0.000980823-0.00186677j -0.00242772-0.0064732j 0.000289768-0.00230241j 0.00254722+0.0047377j -9.73283e-05+0.00434539j -8.06535e-05+0.000621594j 0.000444142+0.00133509j 0.00103465+0.00314844j -0.000872176-0.00229652j -0.000102854+0.000543967j -0.000539966-0.00214607j -0.00116127-0.0026469j -0.0010325-0.0017469j 0.000118739+2.72083e-05j 0.000947781+0.0034062j -0.00015513+0.000926203j -0.000354206+0.000704956j 0.000657725+0.00303575j 0.000549184-9.3213e-05j 0.000163732+0.000527814j -5.36454e-05-0.000238762j -0.000320219-0.00267771j -0.000498229-0.0013318j -0.000607374-0.00302283j 0.000753259+0.0031223j -0.000159316+0.000665564j 0.000358097-0.000645876j -0.00103202-0.00492856j 0.000306484-0.000549628j 0.000181217+0.00125436j -0.000592786-0.00213513j -0.000533038-0.000896813j 0.000204954+0.000907516j 0.000292303-0.000833773j 0.000372206+0.00169704j 0.000357687+0.00208449j 0.000325869+0.00123732j -0.00015579-0.0027531j 0.00110872+0.000560231j 0.00117466+0.00474981j -0.000847184+0.000873193j -0.000397512+0.00198156j 0.000442614+0.00605573j 0.0013031+0.005208j -0.000580984-0.000847765j -0.000661957+0.00145744j 0.000331861+0.00906198j 0.00271275-0.0013466j 
-0.0022432-0.0275913j -0.00385742+0.027015j 0.000858116-0.919098j -0.00599499+0.179361j -0.00146536+0.021812j -0.00145453-0.00108316j 0.000912382+0.0128099j -0.00131138-0.00457297j -0.00263195-0.00506767j -0.000510877-0.000352093j -6.94155e-05-0.000180881j 0.000459036-0.000776435j 0.00195908+0.00392013j 0.000749085+0.00322327j 0.000106293+0.00303268j -0.00128621-0.00364996j -3.95009e-05-0.000529651j -0.000102286+0.000324421j -0.000826495-0.000908764j 0.000789657+0.00330575j -0.000725955-0.000679628j 0.000551143-0.00162547j 0.00130658+0.00303632j 2.12882e-05-0.00110737j 0.000670961+0.00373926j -0.000130767+0.000704643j -0.000927182-0.00318103j -0.000230722-0.00137157j 0.000494699+0.0015663j -0.000930385-0.0039587j 0.000488741+0.00184247j -0.000436672-0.00260908j -0.000114818+0.000285438j 0.000390165+9.38217e-05j -0.000117929+0.00168686j 0.000446706-0.00146301j 0.000461123+0.000141946j -0.0010106-0.00257556j -0.000110176-0.00157101j -0.000378527-0.00157422j -0.000228762-0.00259903j 0.00063764+0.00228713j -0.000529549-0.0034836j 0.000601996+0.0052758j 0.000418663+0.00198032j 0.00107021+0.00558368j 0.00017811+0.00200113j -0.000998061+0.00169367j -0.000253907-0.00607649j -0.000979276-0.0052464j -0.00131228-0.00301686j 3.46196e-05+0.00180304j 0.000375301-0.000607481j -0.000259415-0.000122666j -0.00259357+0.000840627j 0.000164271+0.00879325j 
0.0101374-0.276096j -0.00175858-0.909006j -0.000813867-0.0112275j -0.000792206+0.00860554j -0.000933684+0.00319584j 0.00528972+0.00816448j 0.000150673+0.000847578j -0.00139058-0.00175072j 0.000652845+0.00215477j -0.000399556+0.00238371j 0.00196005+0.0045176j -0.000447041-0.0008287j 0.000965836+0.000847886j 0.00103994+0.000385598j 0.000801504+0.001949j -0.000480395-0.0016285j -0.000514549-0.000161396j -0.000851417-0.00228229j 0.000975336+0.00201197j -0.000270646-0.000314615j 0.000503134+0.00236623j 0.000386005-0.000799199j 0.000158145-0.000779365j 0.000109324+7.59429e-05j -0.000425979-0.00129669j -0.00125364-0.00366548j 0.000442635+0.00255867j -0.00048783-0.000906035j 3.69729e-05+0.000209455j 0.000479786+0.00370918j 0.000957157+0.00220311j 8.7319e-05+0.00128666j -0.000361027-0.00130537j -0.000629265-0.000495246j 0.00099475+0.00362394j -0.000119542+0.00126733j -0.000204575-0.00125236j -0.000632781-0.00111199j 6.63049e-05-0.00108498j -0.000773271-0.00108194j 7.79424e-05-0.000816227j -0.000540144-0.000864129j 0.00106356+0.00340042j -0.0010612-0.00307985j 0.000885569+0.00536987j 0.000885338-0.000643963j 0.000476891+6.9184e-05j -4.98729e-06-0.00159068j 0.00132902+0.00343394j -0.00134037-0.0070146j -0.00100586+0.00212693j 0.00152203+0.00204556j 0.000116064+0.00815552j 0.00199982+0.00390645j -0.00304186+0.0030089j 0.00117393+0.00976642j 
0.00177934+0.908911j 0.0101177-0.276047j 0.000495652-0.0103097j -0.00090367-0.00918585j 0.00395136+0.00726705j 0.000686013-0.00201873j -0.0038458-0.00476559j -1.76561e-05-0.00164386j -0.000102398-0.0016838j 0.00165326+0.00360598j 0.000866925-0.000682168j 0.00133318+0.00198401j 0.000604877+0.00143178j -0.00132439-0.00276887j 0.000761681+0.0012802j -0.000682326-0.00236116j -9.25312e-05+0.000764556j -7.19845e-05+0.0011434j -0.000639932-0.00191921j 0.00035859+0.00194427j 0.000272966+0.000842579j -0.00131263-0.00370813j 0.000412486+0.000597896j 2.98196e-05-0.000620376j 0.000199087+0.00193549j -0.000312963+7.56659e-05j 0.00078013+0.00020638j 0.000769388+0.0020067j 0.000173771+0.000918312j 0.000839394+0.000731839j -4.73013e-05-0.000513007j -0.000136605-0.000603613j 0.000360751+0.0010043j 0.00111752+0.0040484j 0.000549595-0.000349902j 0.00053424+0.0022541j 2.89179e-05+0.000447389j -0.000218704-0.000379756j -0.00117786-0.00358676j 0.000174139+0.00147576j -0.000594486-0.00204848j 0.000525286+0.00220849j 0.000457837-0.00190492j 0.00061418+0.00492999j 0.00166823+0.00285575j -0.00101394-0.00258144j -4.69711e-05-0.00237767j -0.000543561-0.00246917j -0.000292126-0.00542211j -0.00153294-0.00188638j 0.00182751+0.00510029j 0.000290955-0.00447894j 0.00201215+0.00394251j -9.90105e-05-0.00760299j 0.00118368+0.0097434j 0.00303-0.00299479j 
