-0.010949+0.00361773j -0.00466087-0.00984477j 0.00789001+0.0108211j -0.012023+0.00885072j -0.00163186+0.0075979j 0.00449269+0.00743276j -0.0129601+0.00777365j 0.00126759-0.00222314j 0.00689677-0.00341008j -0.00334327-0.00865173j -0.00538257+0.00562916j 0.000899586+0.00569336j -0.00912478+0.00601866j -0.00189142-0.00118963j -0.000567267-0.00180385j -6.8196e-05+0.00943757j -0.00421512+0.00894165j -0.00308589+0.00453527j 0.00459315+0.000529096j 0.00191556-0.0103588j -0.000874244-0.00586914j -0.00280617-0.00150797j 0.00466342-0.00373293j 0.00675448+0.00374505j -0.00339224+0.00530235j -0.00425465+0.00547871j 0.0091538+0.00655595j -0.00114747-0.00224043j -0.00441364-0.00766488j -0.00903104+0.0226472j -0.00763208-0.0117175j 0.00312445-0.00962246j -0.00358421+0.00852735j 0.0105566-0.0105034j -0.0151598-0.00754608j 0.0105241+0.0172178j -0.0168593+0.0151207j -0.0205133-0.00110075j 0.0162725-0.00287966j -0.00378757+0.00455448j -0.00699758+0.0142813j -0.0137419+0.00338556j 0.00607195-0.00773193j -0.0215494-0.0173638j 0.00433557+0.00874907j -0.0398918+0.00613194j -0.00565154-0.0291401j 0.00544861-0.0110427j 0.006035-0.0282143j -0.00397814-0.0029642j 0.0146492+0.00361551j -0.00634029-0.000575714j 0.00293889-0.0154718j -0.00029456-0.000376514j -0.0021942+0.00893161j -0.00346395-0.00444002j 0.00457282-0.0037696j 0.0113004-0.00202364j 0.00271068+0.00155036j 0.0116747-0.00186152j 0.00573799+0.00202444j 0.00361038-0.00933952j 0.00121106+0.0132224j 0.00131104-0.00853124j 0.00213152-0.0244473j 0.00255907+0.0215487j -0.000336344+0.00889695j 0.0449678+0.0517824j 0.0514977-0.0471178j 
0.00233069+0.00346036j -0.00264216-0.000483682j 0.0034496-0.00068739j -0.00743463-0.00912181j 0.00103516-0.0153917j -0.00661632+0.00698888j -0.00984829-0.00795632j -0.0230651-0.00564735j 0.0140618-0.00193151j -0.0106708+0.0120716j 0.00707856-0.00836292j -0.00957866+0.0205177j 0.000217223-0.0131045j -0.00440658-0.0079298j -0.00755504-0.0098178j -0.00488467+0.0205228j -0.00902767+0.00376252j -0.000589399+0.00624282j 0.00783843-0.00152886j 0.00539849+0.00801072j 0.00702442+0.00302954j -0.00357308+0.00383622j -0.00502737+0.00301962j 0.00251361-0.0102215j 0.00819792+0.00915146j -0.00174486-0.0015958j -0.0151121-0.00160943j -0.00304188+0.00258629j 0.0113408+0.00292309j 0.00210234+0.0047427j 0.0193936-0.00358692j 0.00344277-0.000356198j -0.00843775+0.0152755j 0.00577757-0.00443584j 0.0161898+0.010636j 0.0177343-0.0118105j 0.027473+0.000221367j -0.0065173-0.013451j -0.0118616-0.00436174j 0.00438575-0.00188563j -0.00620089-0.00539513j 0.00698419-0.00458394j 0.00488058+0.00249929j 0.00626053+0.00893975j 0.00341782+0.0071355j -0.00544927+0.00565556j 0.000603072+0.000641542j 0.0158374-0.000379704j -0.00680571-0.00917837j -0.00288514-0.00129211j 0.00443784+0.00111488j -5.92889e-05+0.000952746j -0.00424042-0.00322875j -0.00287576-0.00826622j 0.00487896+0.000260191j 0.00155951-0.00187427j -0.0129985+0.00656835j -0.0142497-0.00224514j 0.015255+0.00669364j -0.011036+0.00127617j -0.00120521-0.00836347j -0.0199957-0.00982098j 0.00326348+0.00204517j 0.0156835+0.000941549j -0.0049144+0.00242826j 0.00214691+0.00536737j 0.00715135-0.004391j -0.000711362+0.00210903j -0.00151901-0.00340668j 
-0.00729043-0.000532103j -0.0122205+0.00414053j 0.00514576+0.00562299j -0.000953097+0.00291556j 0.000867293+0.00809942j 0.00658769+0.0138156j -0.0105022-0.00613796j -0.0230528-0.000723495j 0.010765-0.00263191j 0.00432311-0.00877764j -0.0152237-0.000913262j 0.00537966-0.00703902j 0.00502444-0.011481j -0.00340229+0.00480551j -0.00523207+0.000240169j 0.000902082-0.000473544j -0.0119294-0.00561506j -0.00755961+0.00191694j 0.00349742+0.00974667j 0.00957486+0.00675555j 0.0145628+0.00696486j -0.0129083+0.00264151j -0.0180555+0.00597699j 0.00779141-0.00215433j 0.00334425-0.0103679j 0.00678755-0.00732522j -0.00470343-0.0152975j 0.0180431-0.000192558j 0.0343877-0.00199459j -0.00831464+0.00162842j 0.00833672+0.0016959j 0.00132431+0.00968936j -0.00595968+0.00702122j 0.00649838+0.00132698j 0.0136291-0.00836132j 0.012972+0.00937983j 0.00294335-0.000931268j 0.0144868-0.000114745j 0.0172583+0.00394441j 0.00514964+0.0167113j -0.000740846+0.00623485j 0.00777623+0.00419991j -0.00150406+0.0107201j -0.00644985+0.00532312j -0.00563766-0.00305854j -0.0127274-0.00600399j 0.00696056-0.0061958j 0.00682551+0.00645087j 0.00877096+0.00322077j -0.0114028-0.00730818j -0.00281187-0.000385096j 0.00690971+0.00181726j -0.00163045+0.00262264j 0.000762587-0.00201186j 0.00475314+0.0135621j -0.00163765+0.00540712j 0.0050707-0.00520202j -0.0133652-0.00973123j -0.0174322+0.00330775j -0.018962-0.0019092j 0.0112476+0.00978121j -0.00625595+0.00148635j 0.00521065-0.00611861j 0.0148276+0.00823874j -0.0123773-0.00326821j -0.01203-0.0131932j -0.0139938-0.0078125j 0.011+0.00992138j 0.000501107-0.00248984j 
0.000467589+0.000596723j -0.00245325+0.00146066j -0.00697691-0.0051732j 0.00362194+0.0129102j -0.0158128-0.0109641j -0.0081766+0.00243175j -0.00582452+0.00376555j -0.00755372-0.00568295j -0.0163693-0.0111171j -0.000706046-0.0069313j 0.00427302+0.0114497j 0.0176155+0.0048178j -0.0129859-0.00714618j -0.0205155-0.00590756j -0.0138262-0.00351245j 0.023658+0.015065j 0.000107833-0.00617659j 0.0110728-0.00179448j -0.00489666+0.000819383j 0.00881711+0.00190548j -0.0157963+0.00697699j 0.00795968-9.07297e-05j -0.00305496-0.00279921j 0.00211569+0.00502235j -0.00100155-0.012726j 0.00162409-0.00305408j -0.000512897-0.010601j -0.00302781-0.00760302j -0.00798715-0.0090223j -0.00953177+0.00236339j 0.00550533-0.000856121j 0.00121735-0.0242896j 0.000959528-0.00785313j -0.0130714-0.00935051j 0.00772046+0.000278607j -0.0149439+0.00729439j -0.0134646+0.00635989j -0.0141726-0.0131774j 0.00822571-0.0162741j 0.00904906+0.0147092j 0.00373907-0.00512404j 0.00716781+0.0119525j -0.00141078+0.00944954j -0.0110923+0.005793j -0.00644969+0.00811711j 0.00210646+0.00522164j -0.00655809-0.00208518j -0.00645637+0.00936654j 0.00670493-0.00441753j 0.000688604-0.00658583j 0.000276482-0.00098484j -0.00532858+0.00338015j 0.00253187-0.000177388j 0.00548147+0.0134938j -0.00318984-0.00192455j -0.00458838-0.00715323j 0.00699486-0.00163844j -0.000482377-0.00154755j -0.00762054-0.00563585j -0.000404735-0.00948951j 0.00106801+0.0061183j 0.00123978+0.00474819j 0.00766527+0.0062072j -0.00151054-0.0061459j 0.00759002-0.00584372j 0.00362372+0.00386444j -0.00031654+0.0091117j -0.000703058-0.00315572j 0.0013737-0.00306077j 
-0.00270917-0.00290368j -0.000842637+0.00635364j 0.00114146-0.00522985j -0.00275291+0.000181924j 0.00283437+0.000704319j 0.00453879+0.00185444j 0.000472589+0.0072509j 0.000682851+0.00794853j -0.00748487+0.00474489j -0.00643621-0.0132379j -0.000158485+0.00376637j -0.00610766+0.00362251j 0.00181171+0.0104521j 0.00727442-0.00216841j 0.00486526+0.00398955j 0.000355056+0.0113917j 0.0034492+0.00448768j 0.00422832+0.00324649j 0.00396403-0.00558515j 0.0107503-0.018838j 0.00127732-0.00931992j 0.00614444+0.0125879j -0.000228738+0.0120996j 0.00628096+0.00443311j -0.0195869-0.0115845j -0.00969842+0.0140208j -0.0128949+0.000633806j -0.00631885-0.00214271j 0.0201401-0.00824919j -0.010825+0.00436372j 0.0331203+0.0115202j 0.0052709-0.0138212j 0.0194114+0.0248303j 0.00217413-0.0006001j 0.00201679-0.015392j -0.0098816+0.0061121j 0.0156881-0.0113354j 0.0175335+0.000598968j -0.00700075-0.00185665j 0.0113118-0.00286618j 0.00612074-0.00292741j 0.000995641-0.00300621j 0.00290256+0.00331002j -0.00654125-0.00831977j -0.00361394+0.00948724j 0.00231235+0.00258834j -0.0125196+0.0026989j -0.00794339+0.00161147j 0.00613229+0.00210677j -0.00353824-0.00475536j 0.00455624-0.00733355j -0.00733647-0.00374408j 0.0017861-0.00402097j 0.00273359+0.0105663j -0.0161315-0.0179827j 0.00823905-0.0204392j 0.00748719-0.00362289j -0.00403636+0.00790355j -0.0103531+0.00372146j 0.00036733-0.0079379j 0.029292+0.00327739j -0.00993759-0.00169651j 0.00571432+0.0102945j 0.00421289-0.014384j -0.002109-0.00417931j 0.000477713+0.00207507j -0.00379899+0.00153144j -0.00578956+0.000319862j -8.07609e-05-0.0120936j 
-0.0009957-0.00596896j -0.000981138-0.00168933j 0.00695157-0.00244673j -0.00254733-0.00806505j -0.00153713-0.00310262j -0.00371317-0.00199023j 0.00202862-0.01177j -0.00254677+0.000847968j -0.00531917-0.00660853j 0.00335766+0.00202539j 0.00319367-0.00616275j 0.00223322-0.00872812j -0.00272237-0.00341218j -0.00724208-0.000952131j 0.00773283+0.00535663j 0.00870765+0.00837762j 0.00246309-0.011434j -0.00665521-0.00242272j 0.0025192+0.00397935j 0.00119373+0.015923j -0.00152995-0.0126986j 0.00359002+0.00601529j 0.0151369+0.000966801j 0.00691687-0.00529081j -0.00961109-0.0171325j -0.0012571-0.00437854j -0.00247128+0.00237669j 0.0126577-0.00433383j 0.00819284-0.00670796j 0.00765204-0.0155377j -0.00319539-0.00652218j 0.00706804+0.0279716j -0.0134428-0.0069383j -0.0138034+0.013073j 0.00358834+0.0238547j 0.019697-0.0355014j 0.00185719+0.00525395j -0.00995798+0.0119289j -0.0139982+0.00260412j -0.0117106+0.00700776j -0.000502738-0.0100207j -0.00964247+0.0104956j -0.00628598+0.00035363j 3.49135e-06-0.0092558j -0.00226848-0.00344988j 0.00440553-0.0114624j 0.00039767+0.00682044j -0.00759937+0.00866074j 0.000950028+0.0213949j -0.0200401+0.0105478j -0.00937262+0.00204211j -0.00678648+0.00114655j -0.00162646+0.00816805j 0.015845+0.00828697j 0.00286941-0.00860728j -0.00791472+0.00116555j 0.0137791-0.0103621j -0.0152677+0.00350622j -0.0102189+0.00265938j -0.00255316-0.00606831j -0.00541626+0.00222647j 0.0308565+0.00788116j -0.0130533+4.23802e-05j 0.00833075+0.00381585j -0.0241526-0.000971376j -0.0113816+0.00626647j -0.000560058-0.0154984j 0.00402016-0.0048878j 0.00207506+0.00888898j 
0.00301796-0.00190185j 0.00128914+0.000714113j -0.00224067-0.002344j -0.00646949+0.00766669j -0.0101194+0.00170477j 0.00212732-0.0135843j -0.0029475-0.00516289j 0.00074099+0.00293618j -0.00437232-0.000801585j -0.000442835+0.00635292j -0.00615087-0.00103032j 0.0084543+0.0022923j -0.00201245+0.00652019j 0.0138015-0.000355921j 0.0016929-0.000373593j -0.0227973+0.00478216j 0.00454205-0.00178023j -0.00159034-0.00379659j -0.0132357+0.00552957j -0.000182379+0.00250177j 0.00261198-0.00668265j 0.00565521-0.014484j -0.0311403+0.0122069j 0.0129954-0.00532364j 0.0103396-0.00897292j -0.0180575+0.0078617j 0.00973151+0.00161565j -0.00492087+0.00193314j 0.0175157-0.0104851j 0.00837868+0.00214624j 0.0180368+0.0118428j -0.0108519+0.0107202j 0.0133159+0.0031158j -0.019643-0.00593218j -0.00773281+0.00698658j -0.00183798-0.0238163j 0.00145744+0.000969132j -0.00257102-0.00408247j 0.00656914-0.00493728j 0.0111597-0.0104463j -0.00193793+0.00765322j -0.00401463+0.002091j -0.00205181-0.00616628j 4.75729e-06-0.00803964j -0.000473917-0.00329994j 0.00908918+0.00229405j 0.00118662-0.00621671j -0.00830445+0.0121026j -0.00837878+0.00232225j -0.00371506+0.00946855j 0.000894786-0.00313928j -0.00806853+0.0040919j -0.000589532-0.00176828j 0.00507238+0.00156492j -0.0182809+0.00954236j -0.000566048+0.00781212j -0.000847902+0.0104628j -0.0136399+0.00554224j -0.008157-0.00236539j 0.0130523+0.00130307j 0.0138349-0.00419766j -0.0132242+0.00179652j -0.0115487-0.00798911j -0.00354971-0.00319275j 0.0100719+0.0109446j -0.00185893+0.00138964j 0.000461528+0.00181482j -0.0017689+0.00241358j -0.00356602+0.000813398j 
-0.00300372+0.00571573j 0.0101363-0.0105868j -0.00624571+0.00198405j -0.00200973-0.006979j -0.00310257+0.00307653j -0.0158761+0.00402579j 0.00558478-0.0173602j 0.0035622-0.00456285j -0.010738+0.0111725j 0.0101117+0.0143631j 0.00981315-0.00847186j 0.00917901-0.00480538j 0.00155131-0.000985276j 0.00201048-0.00904541j -0.000371755+0.00620594j 0.00355519-0.00161534j 0.00383848-0.0144256j 0.0133491-0.00253476j -0.00933229+0.00306207j 0.00177824+0.00876576j -0.00360373-0.00428008j 0.0135628-0.000558953j -0.0108903+0.00161674j 0.0071259-0.00261598j -0.00799541-0.00843586j -0.00651193+0.0156223j 0.0237218-0.00241344j -0.00134434+0.0187338j 0.00902937+0.0070741j 0.00829683-0.000267587j 0.019469+0.000991014j -0.0131936-0.0107758j 0.00112092+0.00473453j 0.00867936+0.0100904j -0.00218543+0.00129291j -0.0206501+0.0127762j 0.0169245-0.00115696j -0.00291725-0.0189634j -0.0213258+0.0343585j -0.0113503+0.0213841j 0.00118285+0.00688563j -0.00319206+0.00218006j 0.00643625-0.00474275j 0.00109554+0.00722598j -0.013843+0.00796869j -0.00311649-0.00997253j 0.00170556-0.00661378j 0.0027582-0.0100732j 0.00350599+0.00614047j -0.0103108+0.000818721j -0.00760167+0.00410099j 0.00587598+0.00184626j 0.00131391-0.00499153j 0.0138683+0.00245139j -0.0121447+0.00474904j 0.016218-0.00814792j 0.00137074+0.00821585j 0.00468832+0.00852961j -0.00120604+0.00483478j -0.0141547-0.0162566j -0.00732149-0.00591201j 0.00347925+0.0086275j -0.0105515-0.00311183j 0.000530027+0.0024793j 0.007918+0.00592988j -0.00282496-0.00421938j 0.00360264-0.00849461j -0.00602269+0.0061834j 0.00144921+0.00259608j 
-0.00319059-0.000268279j 0.0026318-0.00229321j -0.00437919-0.0026589j -0.00479227+0.00250879j -0.00323959-0.0024848j -0.0049142+0.00213263j -0.00614207+0.00181534j -6.91866e-05+0.00916685j -0.00890958-0.00804907j 0.0139075-0.00104693j -0.00466439-0.000100901j 0.00629472+0.000110769j -0.00646336-0.00511733j -0.00041539-0.00667577j -0.0028005+0.00367572j -0.00136873-0.0117081j -0.00740575+0.00859485j 0.00755133-0.0126997j 0.0165419-0.0124122j 0.0189476-0.00295797j 0.00571583-0.0174321j -0.0070217-0.00157823j -0.00395131+0.0141489j -0.0183335+0.0119847j 0.00904949+0.00890604j 0.0118134-0.0114362j -0.0266063+0.0148934j -0.000218018-0.00804818j -0.00753249-0.00763981j 0.0251196-0.00780007j 0.001253-0.0160388j -0.00311962-0.00299157j -0.0176873+0.00606448j 0.00286465+0.00204091j -0.00804069+0.00316378j -0.00921311-0.007946j 0.000682387-0.0114694j 0.0245889+0.00257066j -0.00559635+0.00562151j 0.0123586+0.000927208j 0.00244209+0.00483338j 0.00322669+0.0182517j -0.00524451-0.00739485j 0.00942671-0.0124268j 0.00751748-0.00766659j -5.94329e-05+0.00458112j 3.36943e-05-0.00310588j 0.00221375+0.0127443j 0.00656806-0.0123855j 0.00093575+0.0116368j -0.00567514+0.0218247j 0.0142516-0.00834258j 0.00148631-0.00182074j -0.0218658+0.00542859j -0.00201443+0.0134615j 0.0156454+0.0117206j -0.00757518+0.00979219j 0.0133595+0.00941851j 0.00783728+0.00361854j -0.00330121+0.0186448j 0.0180264+0.00871367j -0.000576034+0.00869235j 0.00570574-0.00280465j -0.000329908-0.0038547j 0.0103251+0.0124714j 0.00109997-0.00645962j 0.00111187+0.000138545j -0.00265864+0.00258297j 0.00121854-0.001967j 
-0.00163184+0.00583865j 0.0076701-0.00198634j -0.00643591-0.000709378j 0.00374662-0.00453971j 0.00482441-0.000629536j -0.012914+0.000366346j 0.000491329+0.0055265j 0.00375999+0.00122811j -0.00446121+0.0110771j 0.00314821-0.00477546j 0.00526888-0.0018547j -0.00923294-0.00190217j 0.00859372+0.000691826j 0.00612659+0.00762718j 0.00359432-0.00530131j 0.00941758-0.00833514j -0.00206381-0.00661895j 0.0148951+0.00146261j 0.00126554+0.00628941j 0.00815333+0.00107767j -0.0133514-0.0085972j 0.00624291-0.00632851j -0.00779372-0.0170771j -0.00550642-0.0117481j -0.0172618+0.0165581j 0.00480259-0.00480138j 0.00477628-0.0119766j 0.0098174-0.0195739j -0.00261266-0.00342119j 0.0130634-0.00565304j 0.0139683+0.00509373j 0.00205846+0.0135926j -0.00667032-0.000255871j 0.0192235-0.00715466j -0.0136484+0.00953658j 0.00308121-0.00691388j -0.0102904+0.0237506j -0.0057874+0.00729338j 0.00648538-0.00720658j 0.00382746+0.00649861j 0.00760149-0.00499415j 0.00754318+0.000514563j -0.00228622+0.000705555j 0.0234981-0.000471191j -0.00798903+0.0065583j 0.0167605+0.00390437j 0.00491249-0.00520159j -0.00878024-0.00162913j 0.0106928-0.00981753j -0.00450328+0.00476961j -0.00811849+0.00347359j 0.00576934+0.00497433j 0.000372734-0.011009j 0.00971192+0.00228451j -0.00347535+0.00069611j 0.00294674+0.00160601j 0.00616372-0.00312493j 0.00731461+0.00111867j -0.00611707-0.00595337j -0.00296554-0.00791491j 0.00408478-0.00636531j -0.00127549-0.00252537j 0.00900754-0.00374215j -0.00181837-0.0053578j 0.00508271-0.00578092j 0.0161535+0.00540735j -0.000431471-0.00204047j -0.0063835+0.00331622j 0.00150777-0.00608302j 
0.00366314-0.00229105j -0.00328503+0.000522318j -0.00244305+0.00345457j -0.000951848+0.00308824j -0.00939606-0.00126875j 0.0114105+0.00574475j -0.00577287-0.00103336j 0.0100219+0.00432361j 0.00426348-0.0061976j -0.00161514+0.00906481j -0.00571669-0.0143246j -0.00827295+0.00520563j 0.005166+0.00842271j -0.00241358+0.00114983j -0.00123003-0.00130236j -0.00211271+0.00181179j -0.00577558-0.0109882j -0.00650131-0.00739241j 0.00568844+0.00051269j 0.00465593+0.00499388j 6.94764e-05-0.00790104j 0.00470954+0.00201066j -0.000682067-0.010153j -0.00619218-0.00997325j -0.00245902-0.00229053j -0.00600963+0.000739833j -0.0250996-0.00549327j 0.00661909+0.0278148j -0.00230937+0.00352422j -0.0136694+0.0122038j 0.00668115-0.0137314j 0.00449541+0.0107136j 0.0105901-0.00747176j 0.010778+0.00560708j 0.00392885+0.01733j -0.000840494-0.0240294j 0.00984611+0.0076429j -0.0027042+0.0183734j 0.00538573+0.00690302j 0.000453931+0.0112058j 0.0106079+0.00282989j 0.0056432+0.00883037j 0.00679583-0.00719225j 0.00879698-0.0150437j -0.0148235+0.0047708j 0.00767139+0.0029872j 0.0101411-0.0138879j -0.00405829-8.09027e-05j -0.0042104-0.00446045j 0.00850313-0.000915279j -0.0211004+0.000513839j 0.00555554+0.00739274j -8.05048e-05-0.00203409j 0.0107582+0.00845677j -0.00182003+0.00576368j 0.00457896-0.00403287j 0.00680742+0.00366591j 0.0123577+0.00662223j -0.00328564-0.0119618j -0.0125237-0.0145976j -0.0116172-0.00410625j -0.0124936+0.00923864j 0.0203153+0.00442686j -0.0122064-0.00414756j 0.0185613+0.00209239j -0.00729859-0.00969871j -0.00114748-0.0121212j -0.00132633+0.00107628j -0.00251439-0.00585789j 
0.000794735-0.000798415j 0.00454248+2.78125e-05j -0.0066738-0.00327742j -0.010394+0.00492605j -0.0106838-0.00320413j 0.00443751-0.0128253j -0.00918004-0.00510468j 0.00795754+0.0024351j -0.0107834+5.88512e-05j 0.0127406-0.000601132j -0.000480116-0.00675735j -0.00845758+0.00165243j 0.00386868-0.00134849j -0.00114491-2.57959e-05j -0.00916128+0.00386696j -0.00864138-0.015767j -0.00108026+0.000316573j 0.0266768-0.00932882j 0.00763793-0.00541374j 0.00531064+0.00206278j 0.00230169-0.00287897j 0.00316445+0.000477001j -0.00375416+0.00904825j -0.0371557+0.00324141j -0.0003006+0.0209575j -0.00704842+0.0150932j -0.014558+0.00114159j -0.00309173-0.00522629j -0.00410988+0.00841358j 0.0107653+0.0139636j -0.0110568+0.00263697j 0.014644-0.0028324j 0.0208731-0.0109757j 0.00257794-0.0133455j 0.00499123-0.00355089j -0.00941519+0.00666043j 0.00551834-0.00149133j -0.00627443-0.00338982j 0.00185759+0.00222471j 0.000175091+0.00876844j 0.00261774+0.00928621j -0.0114689-0.0104058j 0.0146456-0.00447151j 0.0122919-0.00280573j -0.0012054+0.0104116j -0.00925922-0.00702026j -0.00480799+0.00475866j 0.0020514+0.00356248j -0.0108774-0.00100966j -0.0151299-0.00757999j -0.0062111+0.00379777j 0.0034504-0.00433735j 0.00201335+0.00696808j -0.00383496-0.00437918j 0.00047457+0.000501821j -0.0162887-0.00608695j -0.00609138-0.001869j -0.0193704-0.00842022j 0.0317578+0.0140737j -0.00794977-0.00678729j -0.00987937+0.00342273j 0.0054749+0.00177595j 0.00457905+0.0085724j -0.0135715-0.00529448j -0.0114707-0.00251984j -0.0040907+0.00307039j -0.00377257-0.00144693j -0.00403851-0.00252358j 0.00437122-0.00280144j 
0.00691397-0.00350419j -0.00574658-0.00758696j 0.00492196+0.0106352j 0.00821744-0.00212162j -0.00256783+0.00972537j 0.00851561+0.00702466j 0.00584496-0.0039288j 0.0120064-0.00563355j 0.0109677+0.00139245j -0.000166636-0.00110549j -0.00162606+0.000979433j 0.00295584+0.00433091j 0.0140835-0.0171198j -0.004474-0.00135199j -0.00580754+0.00518219j 0.00751365+0.000255248j 0.000323193-0.00254728j -0.00424638-0.00953624j 0.0124036+0.00334312j -0.00850313-0.000117177j -0.011663+0.00400465j 0.0060399+0.00589037j -0.0088068+0.0108598j -0.00954878+0.022963j 0.00686678-0.00578366j 0.00604107-0.0109211j -0.00880303+0.0114969j 0.00795598+0.00476548j -0.0146257+0.0109692j 0.0174437-0.0144967j -0.0192681-0.00124805j -0.0066482-0.00263239j -0.00454905+0.00706505j 0.00441622+0.00505908j 0.00277871-0.00992437j -0.00866044+0.0148317j 0.0276738-0.0190971j 0.00250274-0.0113006j -0.00486822+0.0147568j 0.000113087-0.00224274j 0.0246689-0.0084549j 0.00347491-0.0102964j -0.00608+0.00947109j -0.0230042-0.0221653j 0.00356722+0.00162928j 0.0128345-0.0263399j -0.0198342-0.00674853j -0.0174443+0.00621221j -0.0221231+0.0121546j 0.0104744+0.00200428j 0.00167917+0.0154857j 0.00130258-0.00105219j -0.00694187+0.014367j 0.00585125+0.00103042j 0.00699892+0.000842746j 0.0106804-0.0110826j 0.0073647+0.003567j 0.0239908+0.00669048j 0.00876787-0.00561457j -0.00552537-0.00878256j 0.00914665+0.00111941j -0.0108269+0.00236992j 0.000467506+0.00517373j 0.00666528+0.00411493j -0.0154491-0.00864813j -0.00133301+0.00138976j 0.00480222+0.00672073j 0.00550087+0.0271422j -0.01548+0.0146793j 
-0.0109042+0.000442922j -0.00304883+0.00842803j 0.00182592-0.00462224j -0.00642536-0.00423178j 0.00667418-0.00225939j 0.00599083+0.000710507j -0.0120017-0.00209516j -0.0029345+0.00199256j 0.0127908+0.00710348j 0.00367129-0.00571646j 0.00116401-0.0052961j -0.0120241-0.00642718j -0.00659399-0.00762378j -0.00751126-1.8071e-05j -0.00302605-0.0113686j 0.00711897-0.0126753j -0.0144126-0.00780842j 0.00233518-0.00431419j 0.0260734-0.0109832j 0.00882469-0.00599687j -0.00427987+0.0072758j 0.0261782+0.00566345j 0.000535567+0.0138038j -0.00610144-0.0172677j -0.0200053+0.0168316j 0.000733516+0.00931884j -0.0158627-0.00795468j 0.000341424-0.0151215j 0.00870613-0.000391341j -0.0039383-0.0151472j -0.00994918-0.00736837j 0.00597576-0.0117006j 0.00420936+0.00517872j 0.0182093-0.00375744j -0.00894034+0.0147099j 0.0158965-0.00283267j -0.00440456-0.00381668j -0.00317339+0.0103757j 0.00250014-0.00800755j -0.00856403-0.0098108j 0.00760081-0.00551768j -0.0126755+0.00435355j 0.0156809+0.0101895j -0.0200377+0.00655773j 2.93063e-05-0.00258764j -0.0234424+0.02073j -0.00251046+0.020451j 0.00753365+0.00514861j 0.0146606+0.00283496j -0.0076827+0.00870863j 0.00837748-0.0131432j 0.0118822+0.0120589j -0.00838827-0.000117719j 0.00876772-0.00506264j 0.00449118+0.00996192j -0.00315816+0.00209096j 0.0117797-0.00296897j 0.00957847+0.00627416j 0.01039-0.00265568j -0.0250699-0.00559668j 0.00600674-0.00119631j 0.00133926+0.000365196j -0.017362+0.00194924j -0.00547893+0.00196859j 0.0120433-0.000660624j 0.00123522-0.00564354j -8.4121e-05+0.00285732j 0.00877434-0.0171712j 0.00936104+0.0144148j 
0.00143391-0.00405907j -0.0039135-0.00126008j 0.00263023+0.000796663j 0.00739308-0.00672517j 0.0056689-0.00847012j -0.00270229+0.00844504j 0.014956+0.000375053j -0.00203431+0.0097156j -0.0116001-0.00109903j -0.00293543+0.00294829j 0.0142917+0.00607574j 0.0133642-0.0159303j -0.00219364+0.00768398j 0.00567135-0.0111946j 0.00291024-0.0072737j 0.00464333-0.00392044j 0.00726644-4.1559e-05j 0.00482259+0.0196861j -0.00586221+0.00640309j -0.00420345-0.0144576j -0.00353361-0.0044327j -0.0215375+0.00828865j -0.00512319+0.0116253j 0.0262286-0.0270538j -0.0123064+0.00509212j -0.0219836+0.00402467j 0.0110493-0.00976436j 0.00320443-0.00249008j -0.00679021-0.012623j -0.011003-0.000802887j 0.00907347-0.0240151j 0.0038845+0.0161472j -0.00261539-0.00919834j 0.00369414+0.000156006j -0.00550797+0.0068573j -0.00983107+0.00151223j -0.000592313+0.00359112j 0.0137525-0.00406513j -0.0111157-0.00367352j 0.00440839-0.00493817j -0.00365346+0.000544759j 0.0073326-0.0147212j -0.00579339+0.00252704j -0.00741871-0.00283941j 0.00132285+0.00538251j -0.0121247-0.0158623j -0.0306731+0.00271263j 0.000303663+0.0171825j -0.0232354+0.00465186j -0.00690046-0.00261826j 0.00630474+0.00732131j -0.000483166-0.00691057j -0.0151378+0.00561535j -0.00375792-0.000880412j 0.00335947-0.000216373j 0.00255571-0.00164724j -0.0106136+0.00593324j -0.00188739-0.00912088j 0.00749381-0.00165898j 0.00196069-0.00311748j -0.00202577+0.00370147j -0.00819343+0.00184688j 0.000692386-0.000667165j -0.00287604-0.00494872j -0.00757236-0.00890013j -0.00572116-0.00874701j 0.0138247+0.000638844j 0.0077568-0.00254783j -0.000539573+0.0131076j 
