-0.010949+0.00361773j -0.00466087-0.00984477j 0.00789001+0.0108211j -0.012023+0.00885072j -0.00163186+0.0075979j 0.00449269+0.00743276j -0.0129601+0.00777365j 0.00126759-0.00222314j 0.00689677-0.00341008j -0.00334327-0.00865173j -0.00538257+0.00562916j 0.000899586+0.00569336j -0.00912478+0.00601866j -0.00189142-0.00118963j -0.000567267-0.00180385j -6.8196e-05+0.00943757j -0.00421512+0.00894165j -0.00308589+0.00453527j 0.00459315+0.000529096j 0.00191556-0.0103588j -0.000874244-0.00586914j -0.00280617-0.00150797j 0.00466342-0.00373293j 0.00675448+0.00374505j -0.00339224+0.00530235j -0.00425465+0.00547871j 0.0091538+0.00655595j -0.00114747-0.00224043j -0.00441364-0.00766488j -0.00903104+0.0226472j -0.00763208-0.0117175j 0.00312445-0.00962246j -0.00358421+0.00852735j 0.0105566-0.0105034j -0.0151598-0.00754608j 0.0105241+0.0172178j -0.0168593+0.0151207j -0.0205133-0.00110075j 0.0162725-0.00287966j -0.00378757+0.00455448j -0.00699758+0.0142813j -0.0137419+0.00338556j 0.00607195-0.00773193j -0.0215494-0.0173638j 0.00433557+0.00874907j -0.0398918+0.00613194j -0.00565154-0.0291401j 0.00544861-0.0110427j 0.006035-0.0282143j -0.00397814-0.0029642j 0.0146492+0.00361551j -0.00634029-0.000575714j 0.00293889-0.0154718j -0.00029456-0.000376514j -0.0021942+0.00893161j -0.00346395-0.00444002j 0.00457282-0.0037696j 0.0113004-0.00202364j 0.00271068+0.00155036j 0.0116747-0.00186152j 0.00573799+0.00202444j 0.00361038-0.00933952j 0.00121106+0.0132224j 0.00131104-0.00853124j 0.00213152-0.0244473j 0.00255907+0.0215487j -0.000336344+0.00889695j 0.0449678+0.0517824j 0.0514977-0.0471178j 
0.00316499+0.00889827j 0.00198585+0.00742116j 0.00260928-0.00884592j -0.00704309+0.00283724j 0.00209226-0.00651349j 0.010633+0.0208041j 0.0103331+0.0138339j -0.00766674+0.00316035j 0.0164332+0.000312833j 0.001965-0.00226365j 0.0114529-0.00808454j -0.0318947-0.00469523j 0.0216462+0.0124686j -0.000159634-0.0128712j 0.00217477+0.000203899j 0.0202895+0.0272478j 0.0107643+0.0178043j -0.00739035-0.00644188j 0.0110687+0.00718197j -0.00193152-0.00979907j 0.00347472+0.0038267j -0.0118789-0.0122033j -0.00387865-0.00418501j -0.0019969+0.00480576j -0.000636426-0.00226168j -0.00143819-0.00410237j 0.00495144-0.00358739j 0.00676481+0.00628503j -0.00106743-0.00434242j -0.00209902-0.012364j -0.000916622-0.0120082j 0.00595799-0.00526549j 0.00187204-0.0036527j -0.000491259-0.00435679j 0.00713432-0.0149593j 0.0023281-0.00250379j -0.00333945-0.000634189j -0.0173265-0.00481565j -0.00237577+0.00362182j 0.00896323-0.00435299j -0.000883581+0.00427534j 0.00341449-0.00318946j 0.00422333-5.3524e-05j -0.0115643-0.00263099j -0.00880148+0.00855323j 0.0041323+0.00594778j 0.00850905+0.00645102j -0.00541294+0.00199202j 0.00202461-0.0103978j 0.000296521-0.00369142j -0.000884321+0.00204967j 0.007421+0.00496561j -7.37678e-05-0.00203957j 0.00256866+0.00718322j 0.00377769+0.00327409j 0.00138193-0.00408527j -0.00217772-0.00103638j 0.00121176-0.00556779j -0.00454866+0.00771814j 0.00277455-0.00371919j 0.00186891+0.000242835j 0.00315647-0.00120226j 3.08575e-05+0.0028444j 0.00234817-0.0059552j 0.00496423+0.00241472j -0.00135494-0.00357807j 0.00131923+0.00176189j 0.000762606-0.00128123j -0.00194429-0.00330486j 
0.00260092+0.00514009j 0.00337256-0.00387079j -0.000234512+0.00473157j -0.000423047-0.00345153j 0.0100086+0.00922468j 0.015624+0.00100092j -0.0109272-0.0191959j -0.0134475-0.0122927j 0.00927444+0.0158742j -3.84357e-05+0.0104215j -0.0138847-0.0214731j 0.00715166-0.00656647j 0.011984+0.0087843j 0.0125723+0.00443067j -0.0126184+0.0167297j -0.0230036-0.00145003j 0.0165847-0.0167933j 0.0102772-0.0288872j 0.00325408-0.0109481j -0.0406008+0.014213j 0.00704769-0.0030278j 0.00807989-0.00934289j -0.0127193-0.00485783j -0.0045699+0.0085175j 0.0126023+0.00308085j 0.00551722+0.0149435j -0.00204379-0.018341j 0.00382269+0.00872756j 0.00446473+0.0227162j -0.000145091-0.000629263j -0.00913846+0.00647064j -0.00827729+0.0107375j -0.0061116+0.0116271j 0.000654391+0.0077294j 0.00917958+0.01245j -0.00448466+0.011155j 0.00378622+0.0131564j -0.0126721+0.00630873j 0.0206424+0.00918863j -0.00550774+0.00839403j 0.0158502-0.0194592j -0.0175022+0.0138917j -0.00164317-0.0110189j 0.0109115+0.000472932j 0.00970779-0.013817j 0.00133764-0.00563304j -0.015181+0.00785743j 0.00287637+0.00495788j 0.000644179-0.00334144j 0.00420436+0.0105831j -0.012927+0.0186232j -0.00152833-0.00393445j 0.0114058-0.00705782j -0.00931459-0.00516644j 0.0147086-0.00388544j -0.00304366-0.00149839j 0.00620244+0.00332189j -0.00525395+0.000881611j 0.0104211-0.00880408j -0.00111328-0.00785151j 0.00620746+0.0032595j -0.000595409+0.000719933j 0.000253914+0.00738397j -0.000716841+0.00852802j 0.000233136+0.00125191j -0.0031905-0.00519282j -0.000749519-0.00789281j -0.000627315+0.0027956j -0.000901464+0.0031772j 
0.0016272+0.00116712j 0.00288532+0.0006996j 0.00291835-0.00141727j -0.000676111-0.00386235j -0.0026836-0.00216754j -0.00394686+0.00804947j -0.000479346-0.00799009j -0.00439952+0.00601714j 0.0132535-0.00281277j 0.0185606+0.0193134j -0.00105547-0.00379524j -0.0299398+0.00592998j 0.0355679+0.0266176j -0.0047833-0.0170588j 0.0161469+0.0199309j 0.00647797+0.0189891j 0.0246263+0.0121303j -0.0296833-0.0119626j -0.0113438+0.000524763j -0.0192529+0.00585262j 0.00599429-0.00956633j -0.0079398-0.0167235j 0.00246692+0.00260192j 0.00714859-0.00155404j 0.0124308-0.000314806j -0.000545188-0.0145826j 0.0104992+0.00107281j 0.00997945+0.00586281j -0.00313246-0.00876244j 0.00796703+0.0103833j -0.0088112-0.00937208j -0.00191576-0.00374313j 0.00390441+0.00619253j 0.00129279-0.0142274j 0.0192442+0.0036907j 0.00654264-0.00361829j -0.00539813-0.00380934j -0.0270736+0.00111643j 0.00364839+0.0163581j 0.00182328+0.0142412j 0.00641251-0.00950518j 0.00517104-0.00882658j -0.00601761+0.00331132j -0.00866589-0.00575337j -0.00688396+0.00237096j 0.00130978+0.000693342j 0.0027613+0.0212197j -0.00986224-0.0062208j -0.00110701-0.0140966j -0.00614102+0.0126046j -0.00274354+0.0108865j 0.0026061+0.0114773j -0.00231278-0.00896129j -0.00415613-0.00325748j 0.00232668-0.00462912j -0.00414771-0.00748397j 0.00269465+0.00156643j -0.00322246+0.00366911j -0.00767595-0.00293379j -0.00777544-0.00643701j 0.000232287+0.00199801j 0.0101645+7.48911e-06j -0.000762586+0.00230003j 0.00654509-0.000495824j 0.0082963+0.00219876j -0.00498936-0.00523816j 0.00262725-0.00494863j -0.00109351+0.00271096j -0.00359342-0.00148185j 
0.000420977-0.000331797j 0.00446049-0.00360961j 0.00161493-0.000652917j 0.0068757-0.00502759j -0.00852247-0.0187166j 0.0062937+0.00981433j -0.00740675+0.0122274j 0.00385096+0.0384119j -0.00102437+8.86212e-05j 0.000912476+0.00328104j -0.0107014+0.0308341j 0.00842853-0.00947695j -0.00327196-0.00982606j -0.00771133-0.0204598j -0.0134698-0.0174324j -0.0166154-0.0110138j 0.0128203+0.0290613j 0.0185916+0.0340761j -0.0143953-0.00126866j -0.0428318-0.00713044j 0.0135275-0.0126841j 0.0373995+0.0132534j 0.023826-0.0029118j -0.0136755-0.0147781j 0.00287918-0.00051725j -0.00235678-0.011905j -0.0104313+0.000261215j -0.00230992-0.00412728j -0.00528391-0.00687632j 0.00773044+0.00992071j -0.0243689-0.0272236j -0.011317-0.000916206j 0.0108891+0.0117781j -0.000531598-0.00242595j -0.0212128-0.0290193j 0.00527412-0.0121182j 0.00107049-0.00204627j -0.000540015-0.00722288j 0.00319225+0.00733922j -0.0263349-0.0200922j -0.00306417+0.00502164j -0.00517778+0.00327229j 0.00102853+0.00975229j 0.00710358+0.00434137j 0.00305561+0.0214227j 0.00602756+0.00092357j -0.0131672-0.00870961j -0.0115505-0.00560158j -0.0039614+0.00338709j -0.00577833-0.00111644j 0.00079307-0.013408j -0.002844+0.00237398j 0.00355208+0.00279001j -0.009453-0.00375054j -0.0022705+0.00757471j 0.00248797-0.00788302j -0.00194596+0.00298814j -0.00300369+0.00273912j -0.0122961+0.00276422j 0.00466831+0.00224797j 0.00731382+0.00750629j -0.000984576-0.000621575j -0.00820666-0.00383292j -0.00100156-0.00269867j 0.00727615+0.00144453j 0.00578431-0.00118905j 0.0051897+0.0014457j -0.0043516+0.00172143j -0.00283782-0.00302651j 
-0.000118287-0.00300961j 0.00142338+0.000326252j 0.00505714-0.0125317j 0.00131823+0.00374848j 0.00661427+0.00231775j -0.0152739-0.0235389j -0.0165404+0.00708542j -0.015224+0.000999348j 0.000263633+0.00242563j -0.000441747+0.0102242j 0.00329907+0.0122547j -0.00346128+0.00362382j -0.0126033-0.00077791j 0.0103491+0.0062391j -0.00293403+0.00335902j 0.000585166-0.0133753j 0.00489778-0.00325645j 0.0192228+0.0153034j 0.0144215-0.00884985j -0.0109455-0.0111986j 0.0159738-0.00342761j 0.00332093+0.0152229j -0.000391511+3.00854e-05j 0.00465679-0.000202437j 0.00512995+0.0149497j 0.0133243+0.0178717j 0.0104148+0.0320994j 0.000140591-0.00113765j 0.00711408-0.00644667j -0.00243841+0.0138177j 0.0146169+0.00957213j 0.00764976+0.000556094j -0.0110978-0.00333179j -0.00368384+0.00230141j -0.00766964-0.00210332j -0.000537799+0.00130986j 0.013103-0.00564289j -0.00586069+0.00268865j -0.00399413-0.010529j 0.00399299-0.000669048j 0.0083926-0.0115137j -0.00578378-0.0161082j 0.0102832-0.00886035j 0.00534668-6.36021e-05j 0.00116811+0.00432745j -0.0036065+0.00259808j 0.00201817-0.00860876j -0.000862905+0.000520723j 0.00308335+0.00279247j 0.000165102-0.011154j -0.00528937-0.0025714j 0.00282778-0.00144677j 0.00268298+0.00469905j -0.00135768-0.00280136j 0.00312128-0.00482579j 0.000935358+0.00370914j 0.000709363-0.000397171j 0.00252405-0.00315918j 0.00397072+0.00336901j 0.0019826-0.000487735j 0.00124942-0.000355895j -0.000623007+0.00275268j 0.00337184-0.00367214j 0.00136688-0.000959035j -0.000623307+0.00408521j 0.00606425+9.34511e-05j -5.46789e-05+0.00514552j 0.000367233-0.0019521j 0.000126549+0.000182541j 
0.00141061-0.000639725j -0.00808534-0.000405846j -0.00476805-0.0157876j -0.00799629+0.0155199j 0.00520295+0.0244964j 0.0131078+0.00253132j 0.00420228-0.00947227j 0.0131957+0.00447152j 0.00707207-0.0018331j -0.00632818+0.000588705j 0.00157035+0.00298135j 0.0346597-0.000660102j -0.00274134-0.0147503j -0.00462303+0.00714335j -0.0153102-0.00622952j -0.0384077+0.0156435j -0.0204481+0.00247119j -0.0080732-0.00169336j -0.0107904+0.0107261j 0.0082046+0.0072063j -0.0299762-0.0241373j 0.00790018-0.0146385j -0.00451175-0.00282479j -0.00896887+0.016194j -0.00400938-0.0103476j -0.00415445+0.019698j -0.0109075-0.00328587j -0.00522396-0.0130326j -0.00588647-0.00210852j 0.00521371-0.00348225j -0.0156235+0.00461602j -0.00764547-0.0063389j 0.0164871-0.0171907j 0.00455251+0.0104071j 0.00361158+0.00413883j -0.00155417-0.00366755j -0.0115637-0.00261013j 0.0139609+0.00100328j 0.0179591-0.00993781j -0.0189656+0.0154098j -0.0142571+0.0137955j 0.0172095-0.0015696j -0.00657277+0.00490513j -0.00202212-0.00689082j 0.00792998-0.0107343j 0.00568463+0.00282283j -0.00761075+0.00809362j 0.00697201-0.000249477j 0.00467727+0.000857873j 0.0111096+0.00391473j -0.00369025+0.00028744j -0.00664024+0.00429053j -0.00501633+0.000906472j -0.00146589+0.0135976j 0.00383825+0.00782553j 0.00548565-0.00225524j -0.00112257-0.00302739j 0.00480765+0.000813055j -0.0115488+0.00487442j 0.00396141+0.00427927j -0.000769953-0.00617644j -0.00127044-0.00743695j -0.00768406-0.000441829j 0.00181077-0.0042929j 0.000759634-0.00632658j -0.0055826+0.00417465j -0.00186392-0.00345082j 0.00353825-0.00129231j 0.00199593-1.37131e-06j 
0.000947756+0.000812669j 0.0068225+0.00405534j 0.0112421+0.0040491j 0.0047388-0.00417722j 0.00512398-0.0135579j -0.00416009-0.0546299j -0.0163114+0.0101071j -0.000998285-0.00245176j 0.0165495-0.00983312j 0.00112223+0.0114655j 0.00496734+0.0273702j -0.0108604+0.0131632j -0.00461942-0.0130767j 0.0102344-0.00162964j -0.00953297+0.00920545j -0.0132307+0.00243917j -0.0114616+0.000431526j 3.39664e-05+0.0192483j 0.0123374+0.0110929j 0.000421561+0.00152893j 0.00199771-0.00711426j -0.00385926-0.00509939j -0.0136421-0.000676062j 0.00210733+0.0220903j 0.0138407+0.00812286j 0.0227239+0.0285891j 0.0166649+0.0261932j 0.00264068-0.00237378j 0.0103157+0.00186293j 0.00880629+0.0185587j 0.0176076+0.0094065j 0.0092829+0.0145928j -0.0133071-0.00524692j 0.000564149+0.010007j 0.00421408-0.00893114j -0.00203406-0.0144769j 0.00397361-0.00918105j -0.00491226+0.000735871j -0.00508543-0.0195576j 7.76866e-06+0.00722065j -0.00808298+0.00822199j 0.00500547-0.0195026j 0.00521902-0.00437898j -0.00361579+0.000161357j -0.0031994-0.00282847j 0.0045481+0.00156141j -0.00898242+0.00944856j -0.00483375+0.00411125j 0.0129189-0.0114623j 0.00300458-0.0133898j -0.0181185+0.00322069j 0.000515857+0.00341758j 0.00566883-0.000479818j -0.00322849+0.00138872j 0.0140874-0.0123261j 0.00352381+0.00692747j 0.0025869-0.00144897j 0.00539936-0.000765158j -0.00511315+0.00525642j 0.00838638-0.0029865j 0.00180211-0.00272923j -0.000902359+0.00913917j -0.000201303-0.000596494j 0.00598488+0.00032011j -0.00349163+0.00362441j 0.00363138+0.00142848j -0.00263478+0.00822403j 0.00378964-0.00406217j 0.00344353-0.000183088j 
-0.00340221-0.00582521j -0.00216843-0.0038608j 0.00437704+0.0051533j 0.0117971-0.00163331j 0.0145395+0.0185291j 0.00969605-0.0177141j -0.0243683-0.0253221j 0.0238957-0.00250338j 0.0193797+0.00779742j 0.00421808+0.00351811j 0.0141251-0.0164215j -0.00508269+0.0193511j 0.000916082-0.01253j -0.00618713+0.00249058j -0.00892058-0.00375791j -0.0107466-0.041191j -0.000338491-0.00162533j -0.0151958+0.00600893j -0.00980002-0.00854931j -0.00595721-0.0111058j -0.0126916-0.00877514j 0.00463518+0.0140592j 0.0126072+0.00368741j 0.0157486+0.000957056j -0.00862089+0.00448037j 0.0266666+0.0146913j -0.027618-0.0104407j -0.0115067+0.000986317j 0.0162118+0.0188938j 0.0129148+0.000286004j 0.00109164+0.00387969j 0.00306519+0.00597662j 0.00506866-0.00622524j 0.0331879-0.00820179j 0.0219781-0.00108313j 0.00883223-0.00700765j -0.00779167-0.000442837j -0.00218254-0.00111476j -0.0194703+0.00624869j 0.01783-0.0101412j 0.000462035+0.0103027j -0.00717207+0.0193163j -0.00343486-0.00419438j -0.0110796-0.000531283j -0.0256222-0.00250279j 0.00130442-0.00633269j 0.0089636-0.00563626j 0.000414558+0.000206384j -0.00359156+0.00982123j -0.000539674-0.00998685j 0.00932459-0.00482338j -0.000828262-0.000631191j -0.00159793-0.00238862j 0.00338464-0.00827975j -0.00871245-0.0013443j -0.00436731+0.00355619j -0.00473881+0.00431603j -0.00186503+0.00438531j -0.00470382-0.000986108j 0.00229872-0.00110509j 0.00200557+0.00299033j -0.00561424+0.00364665j -0.000790802-0.0016464j -0.00409783+0.0023216j -0.00442592-0.00174415j -0.000136668+0.00337571j -0.00128201-0.000921363j 0.000997843+0.000600053j 0.000240727+0.00384359j 
0.00555474-0.00706018j -0.00268017-0.00208324j -0.0042485-0.0140043j -0.00373703+0.00487704j 0.0137049+0.014751j -0.0067865-0.0174545j -0.00878887+0.00708437j -0.0159325-0.0169532j 0.00302715-0.00588339j 0.0268211+0.010927j -0.0153966+0.00351641j 0.0223859+0.0148159j 0.0454964+0.0113885j -0.0128359+0.022327j 0.0317511-0.00616822j 0.00334562-0.0197838j 0.0100151+0.00245005j -0.0283311+0.0111586j 0.00208164+0.000220884j -0.0155996-0.0194759j -0.00938023-0.0285407j -0.0191872+0.00313833j 0.000514623-0.018395j 0.0140518+0.00414648j 0.0089681-0.000378403j 0.00334804+0.0233374j 0.0261002+0.017496j 0.0163609-0.00995537j -0.00635052-0.0110923j 0.00536395+0.00127487j 0.00166938+0.0025447j 0.00280534-0.00195826j -0.00702859-0.000873705j -0.0145197+0.0161618j 0.010054-0.013475j -0.00351744-0.00335672j -0.0152539+0.0141964j -0.00710923-0.00160621j 0.00807794+0.0129722j 0.00572956-0.0249718j -0.00861512+0.00590472j -0.00397339-0.0119102j -0.0158406-0.0193908j -0.0113772+0.0180124j 0.00707936+0.00945281j 0.00101002+0.00320531j 0.00983523-0.00818282j -0.00361265+0.0157127j -0.00772532+0.00119773j -0.00702715+0.0109908j 0.0035213+0.00307889j 0.0133091-0.00288941j -0.0184549+0.00187715j -0.00360708+0.0105217j -0.00947894+0.00550254j -0.00278717+0.00416463j 0.00145679+0.00385169j 0.00351308+0.00929117j -0.00250009+0.0075423j -0.01818+0.00248968j -0.00435477-0.00493893j 0.0126614-0.00505108j -0.00116479-0.00741186j 0.00306002+0.00130625j 0.00974342-0.00150296j -0.00871212+0.00317485j 0.0017844-8.12369e-05j -0.00076817-0.000169299j -0.00448066+0.000410782j 
-0.00876415+0.0186198j 0.0167786+0.00122759j -0.00751291+0.006607j -0.00706116+0.00471763j -0.0145882-0.00629847j 0.00167637-0.00784859j -0.0143892-0.0243555j -0.00414073+0.0173577j -0.0341777+0.0283297j 0.00178044+0.0086172j -0.0309446-0.015912j 0.00689187+0.0234462j -0.0324507+0.0164839j 0.0125404-0.00937651j 0.00206078-0.00284435j 0.016045+0.00578392j -0.00670294+0.0141853j -0.0118483-0.00971705j -0.0102336+0.00930125j 0.0214816-0.0199176j -0.00235974+0.0061096j 0.00527481-0.00891668j 0.0158756+0.00489755j 0.0106562+0.0105142j -0.00160264+0.00253104j 0.0103291+0.00538852j -0.0189938-0.0182222j -0.00919449+0.011715j 0.0198061+0.0188424j 0.0188145-0.00234836j 0.00779184-0.00856484j 0.0115272+0.00999352j 0.00147919+0.00867722j -0.00381439+0.00789608j -0.00975482-0.00457109j -0.0165115-0.00437614j 0.0128875-6.93546e-05j 0.0103762+0.000624909j 0.0061079+0.0103313j -0.00185005-0.00945491j -0.00796436+0.00087276j 0.0219186+0.000721105j 0.00666854-0.0109507j 0.00345682+0.00122594j -0.000273677-0.000495321j -0.009606+0.00248521j 0.00967239+0.00326389j -0.00303124+0.0183006j 0.0161119-0.00835317j 0.000688234-0.00266289j -0.00414474+0.00671134j -0.00734883+0.00742772j 0.00244818+0.00227803j 0.00691151-4.30783e-05j -0.00122594-0.00902866j 0.00140309+0.00529802j -0.00242755-0.00141611j 0.0010807-0.00495511j 0.000907851-0.0021386j 0.00430528-0.00706767j -0.00803333-0.000820557j 0.00234754+0.00676605j -0.000524632+0.00471852j -0.00123607-0.00320259j -0.00353086+0.00310765j 0.00188798-0.004022j -0.00242084+0.00300462j 0.00201936-0.00238543j 0.00403097-0.00224399j 
-0.0255137-0.011231j -0.0193058+0.0220759j 0.0331805+0.00146613j -0.00314012-0.0514377j 0.0154624+0.0070627j -0.0187037-0.0110268j 0.0182037-0.0351029j -0.00524541+0.0087154j 0.0169106-0.0139285j 0.030386-0.0129858j 0.00620393+0.00287505j 0.0185182-0.0174698j -0.00969809+0.0426051j -0.0228686-0.0204674j 0.0193976+0.0193211j -0.0160765-0.0135544j -0.00551566+0.00939981j 0.00531338+0.00177625j -0.00671915-0.00197248j 0.0102977-0.00954805j 0.00103556+0.0036953j 0.00734878-0.00183869j 0.0152079-0.00623458j -0.00231278-0.0049854j 0.00104162+0.00689842j -0.00235787+0.00299243j -0.00682604-0.00415796j 0.00844125+0.00533989j 0.013286+0.0122195j -0.0166978+0.00812695j 0.00472269+0.000267933j 0.00825834+0.00989895j -0.00509908+0.0125353j -0.00452904-0.00498935j -0.0105487+0.01004j 0.00253405-0.006499j 0.00921081-0.00870253j 0.0113047+0.000527158j 0.00489354+0.0095488j -0.00348655+0.00143489j -0.00908979-0.0015355j -0.000255613+0.00197633j 0.00445744-0.00691478j 0.00416443-0.00233711j 0.00674008-0.00209707j -0.00837912-0.00271319j -0.00100383+0.000594657j -0.00375824+0.00647428j 0.00442906-0.00263613j -0.0020012-0.00433535j -0.000639943+0.00788673j -0.00232774+0.00689589j -0.00130003-0.000967754j 0.00299677+0.000659688j 0.000204936-0.00602795j -0.000236508-0.00090559j -0.00086902+0.00424001j 0.00124046+0.00132709j 0.00137414+0.00617031j -0.00104766-0.00701598j -0.00381473+0.00640915j -0.000395685+0.00607592j -0.000141679-0.000354102j 0.00606927-0.000217315j -0.00269247+0.00851669j 0.00109759-0.00419838j -0.00658005+0.000601079j 0.00702494-0.000142746j -0.00113512+0.00694643j 
-0.00288026+0.0113675j 0.0205008-0.00175047j -0.0181184-0.0498222j -0.0227989+0.00247441j -0.00245645+0.00777981j 0.0151889-0.0105912j -0.00632954+0.0215063j 0.00139932-0.00111904j -0.0288049+0.0300354j 0.00228146-0.00767635j -0.00903405+0.00278834j -0.0183701+0.00983588j 0.00212855+0.0086608j 0.0036768-0.00103669j -0.000865428+0.0219287j 0.0112478-0.00553285j 0.0117005+0.0135624j 0.00393147+0.00230128j -0.00510168-0.0138838j -0.00810639-0.00210514j -0.00523268-0.0304596j 0.00555361-0.00291117j 0.00265491-0.011261j 0.00281245+0.00742882j -0.00451438-0.00882288j 0.00820677+0.00813471j -0.00843799+0.0128887j -0.00580498-0.0190834j 0.00260565-0.0249154j 0.0067331+0.00872871j -0.00185405+0.00341052j -0.000944482-0.0185799j -0.00020103-0.00239961j 0.00249468+0.0117449j 0.0020588+0.0162714j -0.00116706+0.0117565j 0.00767684-0.00574136j 0.00248756-0.0121162j 0.00502908-0.0175792j 0.00750084+0.0135847j 0.00445239+0.0115751j -0.00237176-0.00740373j 0.00159449-0.00395611j 0.00519994-0.00694167j 0.00204971-0.0177766j -0.00723051+0.00282152j 0.0037566+0.00583875j 0.00355755+0.00254951j 0.00380647+0.00169118j 0.00583095+0.00787429j 0.00405491-0.00037398j -0.000272186+0.00102737j 0.00137624+0.000299766j 0.00036522+0.00170067j -0.00390623+0.00211567j 0.00222884-0.00171839j 0.000162859+0.000450968j 0.000982995-0.000186597j 0.000408438-0.00289907j -0.000993498-0.000172336j -0.00108798-0.00525325j 0.00151864-0.00274546j -0.00266738-0.000928224j -0.00221644-0.00291428j 0.00513664-0.000534851j -0.00091939+0.000609353j -0.000170485+0.00110498j -0.00216409-0.00295165j 0.00336503-0.0016365j 
0.0086062-0.0191945j -0.0150644+0.00181474j -0.00155542+0.019381j 0.0237482+0.0181448j -0.00511121+0.00366448j -0.0254079+0.00163004j -0.0191399+0.00989637j 0.0117497-0.00580498j 0.0209346-0.0132097j -0.000165056+0.0264801j 0.0127187+0.0212512j 0.0109734-0.0348291j 0.0100466+0.0302619j -0.0055438+0.0262778j 0.000278299-0.016199j 0.0095523+0.00277091j 0.00648624+0.0215542j -0.00225857-0.0074086j 0.00890994-0.00446916j -0.00568492-0.0263525j 0.00445626+0.00200347j -0.00778999-0.00126293j 0.00625716-0.00517814j 0.0114624-0.00691917j 5.74312e-05+0.00493681j 0.00494363+0.00275622j 0.016087+0.0144524j 0.000198024+0.000266591j -0.00520524-0.00973323j 0.0153526+0.00301185j 0.00168497+0.00121517j 0.00337717-0.00245496j -0.00322541+0.000116829j 0.00165335+0.00729537j -0.0102852+0.0151014j -0.00658224+0.00261234j 0.00150536-0.0188913j 0.00820382-0.0354816j 0.00189882-0.0220912j -0.00635943+0.0202568j -0.00493042+0.0147502j -0.00934559-0.00894476j 0.000397104-0.00229669j 0.00335391-0.0148083j 0.0167921-0.0253533j -0.00261725+0.00665431j 0.00446968+0.00469959j 0.00178251-0.000169658j 0.0035809-0.0064146j -0.000235717-0.00806269j 0.000793798+0.0016239j 0.00737162+0.0127159j -0.00423499-0.00418601j -0.00142456-0.00407756j -0.0023809-0.00666148j 0.00654299-0.00211197j -0.00245436+0.00352369j 0.0002058+0.00598052j 2.04368e-05+0.00214247j -0.00725486-0.00117188j -0.00464493+0.00356671j 0.00250243+0.00464921j 0.00147212-0.00604686j 0.00146561+0.00110925j 0.00391331+0.00077592j -0.00195011+0.00400167j -0.000816509+0.00499732j -0.00164724-0.000568356j -0.00547835-0.0011409j 
0.0257413-0.021073j -0.0104434-0.0276606j -0.0139511+0.0221498j 0.0259539-0.0121982j -0.00693332-0.0204129j -0.00913594+0.0249634j -0.0169928-0.000352307j 0.0289891-0.00825671j 0.0050377-0.00868664j -0.0272474+0.0500295j -0.00381085+0.00239043j 0.0135448+0.000238659j -0.00677872-0.0176645j -0.00111744+0.000683237j -0.00843411-0.00697905j 0.000188105-0.00880588j -0.00723192-0.00604965j -0.0088309+0.0109169j 0.00391857+0.0109849j 0.013554+0.00046994j 0.00365656+0.0291309j -0.00380552+0.00432826j 0.000675937+0.00796886j 0.00106031-0.0060504j 0.00606289+0.00746593j -0.0105372-0.013674j 0.00958912-0.0120564j 0.00671267+0.0148894j 0.0028451+0.0263665j 0.0148459-0.00503477j 0.00243205+0.00144729j 0.00995633+0.0218999j 0.013093+0.00874162j -0.00652725-0.000146053j 0.00461545+0.000877056j -0.00200257-0.00965031j 0.00095433-0.00524368j 7.49249e-06+0.00207779j 0.00670135+0.0144485j 0.00342194-0.00771414j -0.00276763-0.0132528j 0.00861801+0.00788042j -0.00313498-0.0136185j -0.00393681-0.00304823j -0.00722499+0.00878495j -0.00693255-0.00132375j 0.00164682+0.0011631j -9.81e-05+0.00639253j 0.00521275-0.00593655j -0.0017646-0.0100491j -0.00371501+0.00332491j -0.00268184-0.00211548j 0.00848231-0.00699217j -0.00251578+0.00359628j -0.000341337+0.000360797j -0.000637807-0.00175881j 0.0011878+0.00119712j -0.00304417+0.00365975j -0.00440838+0.0025998j 0.000805162-0.00165528j -0.00300467+0.00745968j 0.00323614-0.000929051j 0.00229032+0.00316247j 0.00112354+0.00920284j -0.00211908+0.00266714j -0.0043881-0.00471573j -0.00113831-0.00910878j 0.000315936+0.00897858j -0.00349565+0.00278916j 
