0.0171553-0.00133435j -0.00739997-0.0205013j 0.0151807+0.0317838j 0.037061+0.00492054j 0.00109551-0.0222668j -0.039219-0.00280118j 0.00996172+0.0378967j -0.0141927-0.0224991j 0.0590228-0.0108784j 0.0390822+0.0084341j -0.0466496-0.00835943j -0.0223134+0.00114433j 0.0642085-0.00539724j 0.00226363-0.0249454j -0.0378287+0.00361805j -0.0563547+0.0472748j -0.0192622+0.0418719j 0.0361316+0.0254924j 0.0279423+0.0392872j 0.00026484+0.137266j 0.0823158+0.0131307j 0.0953719-0.0102457j 0.040501+0.0369375j -0.00643859+0.0554978j 0.0574478-0.0314679j 0.0158466+0.000496307j 0.027144-0.013052j 0.00970136+0.016333j -0.0234807-0.0184805j -0.00283413-0.00657142j -0.00426782+0.0187096j -0.00807773+0.00156641j 0.000604602-0.0117172j 0.0119287+0.0124708j 0.0263039+0.0122486j 0.000975159+0.011935j 0.0117575-0.00164472j 0.00545086-0.00819251j -0.026156-0.00512433j -0.0128194-0.0044911j -0.00659427-0.00795411j -0.0143617+0.0108271j 0.0262135-0.0074676j -0.0195966-0.00653724j -0.00431487+0.0222795j 0.00852226-0.0212793j -0.00662681+0.00578231j 0.00141589+0.0279867j -0.00554586-0.00251834j 0.00103628-0.0242677j -0.0152435+0.00170498j 0.0330513+0.0182218j 0.00357108+0.0283918j 0.0184212+0.0122895j -9.0348e-05-0.0219733j -0.0058924-0.0202257j -0.0156013+0.00811461j -0.00983555+0.00628121j -0.0110935-0.0155098j 0.00460759-0.018629j 0.025815-0.0258349j -0.00404289+0.0053834j 0.0241215-0.00184532j 0.0143598-0.00758473j -0.00757298-0.0170746j 0.0328145+0.0106631j -0.0137609-0.0115662j 0.0325094+0.0214879j -0.0150961+0.00143128j 0.00868045-0.00395696j 0.00376781-0.0220074j 0.00861857-0.00241628j -0.0108255-0.00013804j 0.00175355+0.00149808j -0.00814665-0.00121722j 0.0181896-0.00460473j -0.010235-0.00387783j 0.00602512-0.00755565j 0.0019676-0.00157415j -0.00262877+0.0167715j 0.00958714-0.00740342j 0.00959913-0.00183409j 0.00212878+0.01011j -0.015423+0.00364379j -0.00513878+0.00480398j 0.00121164+0.00503445j -0.0106531-0.0104433j -0.0018414+0.00563516j -0.0286746-0.00904958j 0.0378914+0.00833473j 0.00941898-0.0261299j 0.00467525-0.00689223j 0.0166004+0.0164747j -0.0474789+0.062297j -0.067682-0.050622j 
-0.00683187+0.0140247j 0.0136237+0.00807013j 0.0261152+0.0172732j 0.0387735+0.00523177j -0.0292999+0.0205095j 0.0442363+0.00866524j -0.0150477-0.0205279j 0.0444351+0.0142994j 0.012624+0.0105395j -0.0237178+0.00582912j 0.0144426+0.0939937j -0.0887171-0.0530898j 0.0788486+0.0552564j 0.195617-0.019621j 0.0265269-0.0865915j -0.0226022+0.0682902j 0.0318729+0.0545412j 0.0259543+0.0344824j 0.0891889-0.0152381j 0.0330673+0.0145232j 0.00681996+0.0502791j -0.0348189+0.0270291j -0.0327727-0.0019618j -0.0436353+0.00698046j 0.0226055+0.0461784j 0.0233037-0.0164873j 0.03601-0.00926045j 0.0200659-0.00722281j 0.00499695-0.000672684j 0.00607915-0.0140371j 0.0184795-0.0133387j -0.000561548-0.00209109j 0.0194284-0.00685636j 0.000333518-0.00888752j 0.0194909-0.00490571j 0.00369991-0.0169424j -0.00626259+0.0125977j 0.000228678+0.00564377j -0.0134537+0.00637099j -0.00781428+0.00302973j -0.00733969+0.0108945j 0.00936336+0.00243663j 0.00915084-0.00586648j 0.0147917-0.018914j -0.0158645+0.0089942j 0.0265844+0.00756973j 0.0124165+0.00187373j 0.0277931-0.0106932j -0.00596381+0.0115951j -0.00706509+0.00195504j 0.00254961+0.00538961j 0.00873181+0.0226173j 0.00142571+0.00808788j -0.00300484+0.00123972j 0.000439184+0.0151908j 0.0163767-0.00127123j 0.00700325-0.00702335j 2.08698e-05+0.00294598j 0.00585817+0.00437069j 0.00429328-0.00131896j 0.0014672-0.00578849j 0.0105243-0.00144545j 0.00177518-0.00447944j -0.00671373+0.0192578j -0.00543432+0.00220198j 0.00983115+0.00214118j -0.0105618+0.00812372j 0.00734939+0.00477982j -0.00136502+0.00681334j 0.00184822+0.011488j 0.00758664-0.00266086j 0.0280027-0.0146731j 0.00953987+0.0068023j -0.00364887+0.00495656j 0.00510421+0.00617104j -0.0129535+0.0165336j -0.0132049+0.0041429j 0.00477172-0.00536959j -0.0119467+0.00574857j 0.00260822+0.00841167j -0.00539209-0.00342833j -0.0048687+0.000113687j -0.00212359+0.00304419j 0.00317111-0.00369832j 0.0097218-0.00146314j 0.00806137-0.00402863j 0.00138176-0.0023061j 0.000599491+0.0134653j -0.00987181+0.000351376j 0.00877057+0.00656522j 0.00590936+0.00186222j 0.0118787-0.00968854j -0.000522384+0.00165654j -0.00338472+0.00225942j -0.00375299-0.00667354j 
0.0149719+0.0132432j -0.00553714-0.00808942j 0.00147813+0.00916695j -0.00768734+0.00416176j 0.018963+0.00431601j 0.000448637-0.0520298j 0.0204602-0.0463381j -0.0151702-0.0244699j -0.00693447-0.0202642j 0.00167839+0.0061413j 0.00293178-0.0288846j 0.0580003-0.00438155j 0.00790346-0.0617996j -0.0264769+0.00134909j -0.104282+0.101812j -0.0840246+0.0708163j 0.102442-0.0711744j 0.0335163+0.0499468j 0.0367361-0.00114517j 0.00166183+0.0355241j -0.0416022-0.0101974j 0.000507419-0.00430395j 0.0451465+0.0333583j 0.00762729+0.0159825j 0.00367336-0.00618747j -0.0139529+0.00522328j 0.00725871-0.0306241j -0.00811283+0.0209372j -0.00245317-0.0218886j 0.00188053-0.00325376j 0.00063222+0.0129349j -0.00131978-0.000624322j 0.00440669+0.00168115j -0.00242083-0.000726976j -0.0177543+0.00611087j 0.00349926+0.00869599j 0.00385515+0.0107732j 0.00124876-0.00480459j -0.0264758-0.0219045j -0.0190419-0.00417215j 0.00315264+0.00020204j 0.00506144-0.00507858j -0.00678807-0.00435551j -0.0302663-0.0136062j 0.0116252-0.0105673j 0.014301+0.0177472j -0.00411532-0.00737649j 0.0170229+0.0180491j 0.0047868+0.0119688j 0.0125699+0.00717667j 0.00857868+0.0024739j 0.0174128+0.00768651j -0.00424205-0.00569049j 0.0148957+0.00475428j 0.00366435+0.0133417j -0.000142879+0.0100378j 0.00101194+0.0121169j 0.00697541-0.000938539j -0.0110678-0.0128291j 0.0100922+0.00370694j -0.0144775-0.00724689j -0.00251271-0.003087j -0.00799278-0.000466876j 0.00611613+0.00125441j -0.0104625-0.0064294j -0.0133608+0.000161963j -0.0115898-0.0183195j 0.00634166+0.00654878j -0.00756165-0.023141j -0.00263921-0.00138125j 0.00602469+0.0183111j 0.00687133-0.0107556j 0.000450987+0.0153024j 0.014955+0.00518757j 0.00291017+0.0211707j 0.00100051+0.0121173j -0.0102114+0.00131252j 0.00491644-0.00400266j 0.00528367-0.0141649j -0.0112359+0.00746238j -0.0151402+0.00818957j 0.00154232-0.000226818j 0.0049893+0.0102796j -0.019753+0.000882506j -0.00842292-0.00520698j 0.0143133-0.00813507j -0.00711377-0.00175649j -0.0079229+0.018762j -0.000399592-0.00268494j 0.0108092+0.00201649j 0.00125995-0.00475864j -0.0127072-0.000390654j 0.00272942+0.00394787j 0.0074816+0.00799029j -0.0155489-0.00232774j 
0.00606951+0.00806969j 0.0085061-0.00738627j -0.0170183-0.00778233j -0.0237631+0.00462891j 0.0239041+0.00343256j 0.012718-0.0153663j 0.0224395-0.0112016j 0.0283383-0.0267875j -0.0118485+0.0064535j -0.00826595+0.0353594j 0.00116614+0.0060396j -0.0236264-0.0305438j 0.0036739-0.0522862j -0.0254633-0.00435901j 0.0274075-0.146309j 0.0286006+0.0491707j -0.0125898-0.0835901j -0.119258+0.140718j -0.0720367-0.00971344j -0.127543-0.115443j -0.0653997-0.11549j -0.0504389+0.0410702j -0.0544777+0.000176363j 0.00177753+0.00263969j -0.0276894-0.0123963j 0.00358247-0.00614396j -0.0192997-0.0380088j -0.00778864-0.0276905j 0.0167765+0.00548401j 0.0125793-0.00593063j -0.00301107+0.0178618j -0.0142227+0.00505188j 0.00172877+0.00757186j 0.00423699-0.0229317j -0.0247814-0.0137919j 0.0117497+0.00552763j -0.00952778-0.00987162j -0.00117247-0.0114987j -0.00363482-0.0055293j -0.00199214-0.00957065j -0.0165475-0.0166072j -0.00203848+0.0106727j 0.00195352+0.000413386j -0.00130178-0.0113041j 0.0129773+0.0243735j -0.0137944-0.0191163j -0.00443023-0.0149514j -0.00611579+0.010791j -0.00592747-0.00679927j 0.00430013-0.00308261j -0.0107462-0.0042432j -0.00934905-0.00179343j 0.00705516+0.00239335j -0.00752566+0.00766713j -0.00135086-0.00317819j 0.00388357+0.000199463j -0.0082849+0.000290897j -0.0129027-0.0110471j 0.000394019+0.00111911j 0.00255061-0.00605307j 0.0112272+0.010236j 0.00134516+0.013956j -0.00344448-0.0124574j 0.0062284-0.00699049j 0.0082795-0.00211082j -0.00704448-0.00520591j -0.00303146-0.00714538j -0.00661534+0.0128063j -0.0102565-0.0213764j 0.000228381-0.00110791j -0.000121295+0.000461592j -0.0175577-0.00610331j 0.00381255-0.00958667j -0.00348326-0.0204815j -0.00720199-0.0106398j -0.00493057-0.00930909j 0.00880833+0.0130498j -0.0104532+0.0100587j -0.0016953-0.00771223j -0.0157565+0.00601637j 0.00656675+0.00676836j -0.00403414+0.00320595j -0.010083-0.00947007j -0.00497218-0.0168993j -0.00302176-0.0128399j 0.00143759-0.00230737j 0.00844712-0.00693222j 0.0074488+0.0146686j 0.0191829+0.00769983j -0.0245327+0.00939361j 0.0225578+0.00739987j -0.0165326-0.00673148j 0.0118732+0.018607j -0.009575+0.00316237j 0.0144491-0.015762j 
-0.0134793+0.0010601j 0.00587394+0.0182682j -0.017915-0.00485653j -0.0143318+0.0084484j -0.0421227-0.00483076j 0.0041715+0.0246449j 0.0074144+0.014201j 0.0582798-0.00549618j -0.0173823-0.0259896j -0.0289282-0.0263293j 0.0463056-0.00539431j -0.0272826-0.0260861j 0.0363764-0.0224357j 0.0973101-0.0078978j -0.0752616+0.00160248j 0.0395014-0.126747j 0.0111348-0.109407j -0.00863426+0.0407868j -0.0255268+0.0605614j -0.0598392+0.000208634j -0.0359965-0.122485j -0.0361193-0.014732j -0.0474828-0.00804189j 0.0158781-0.0246555j -0.028699-0.00611271j 0.0159516-0.011747j -0.0053+0.00499811j -0.0143054-0.0255914j 0.0230284+0.0156133j 0.0044918+0.00861333j 0.0203984-0.0128618j 0.0214274-0.00232156j 0.0117188+0.0104299j 0.000483837-0.0108556j -0.0188102-0.00607907j -0.00661389+0.0085932j 0.0113058-0.0149851j 0.00780588+0.0132085j -0.000455466-0.00906807j 0.0200489+0.00772605j 0.00236821-0.0116961j -0.00735627-0.00961779j -0.00614208+0.00552689j -0.0137271-0.00340712j 0.0117182+0.0122982j -0.00676213-0.0159283j -0.0132401-0.0169529j 0.00999889+0.00712273j 0.00150064+0.00762649j 0.00741912+0.00925768j -0.00126913-0.00688619j 0.00339048+0.0155309j -0.00609334-0.0135562j -0.00852307+0.0078996j 0.00218763+4.74499e-07j 0.0167064+0.00295375j 0.00647844+0.0225587j 0.0185589-0.00535489j 0.00872381-0.00240042j 0.00232754+0.00481347j 0.0050422+0.00190425j -0.00562585-0.010656j -0.000561444+0.00519198j -0.00782904+0.0139113j -0.00366142-0.00225803j -0.00443016+0.0151123j 0.0227758+0.00845188j -0.002395+0.00431851j 0.00712858+0.0192862j -0.00711688+0.0170807j 0.0147557+0.00897714j 0.00988382+0.011707j -0.0142174+0.0051736j 0.00526303+0.0194857j 0.0211308-0.00290358j 0.0172757+0.0121473j 0.00244732-0.0120165j 0.00664578+0.0173167j -0.00219475-0.00449603j 0.00231863-0.0179643j 0.0124408+0.00846877j -0.0107875-0.00519444j -0.00273681-0.0122262j -0.00480205+0.00393692j -0.0106525-0.00717392j -0.00567593+0.0131279j 0.00524077+0.00452663j 0.00808989+0.00511595j 0.00368041-0.00423453j -0.018269+0.00899444j 0.013749+0.0064594j -0.00709088+0.00534239j -0.00233992-0.0120986j -0.00967632-0.0123517j 0.0125184-0.00469009j 
-0.00132142-0.0113554j -0.00246133+0.00867263j -0.0325349+0.00448086j -0.0275372+0.027805j 0.00586374-0.0337383j 0.0108348-0.0138821j 0.0455421-0.0149008j 0.0556664-0.0755746j 0.0725488-0.0136301j 0.0505612-0.037753j 0.170711-0.118691j -0.082127+0.0294157j 0.0566809-0.0977269j -0.0557113+0.127809j -0.0379604+0.013336j 0.0957867-0.101415j -0.0757601+0.16043j -0.0454766+0.0890536j 0.046089-0.0679958j 0.0479122-0.0359298j 0.0225282+0.024275j 0.0352829+0.0221036j -0.00822363-0.00622753j 0.00512989+0.000104836j 0.0305487-0.0160551j 0.01039-0.00233556j -0.00485178+0.026348j -0.00464351-0.00299694j -0.00111447-0.00928216j 0.0103175+0.00760843j -0.00887229+0.00248482j 0.00290377-0.00812924j -0.0109163+0.00720807j 0.0207324-0.00556352j -0.00120483+0.0133863j 0.0115107-0.0114453j -0.0198386-0.027067j -0.0158988+0.0245469j 0.00499356-0.00315053j -0.00279136+0.000227326j -0.0171207+0.00505065j 0.00386395+0.00561795j -0.00492025-0.00893456j -0.00463117-0.0138945j -0.000213684-0.00804756j 0.00205762+0.00906314j 0.000615037-0.0112254j -0.00375447+0.00683286j -0.0117264+0.00767862j 0.0100264-0.0139043j -0.00815164+0.00583469j 0.00147078-0.00859285j 0.0095877-0.0155648j -0.00510118+0.00655354j 0.00146604-0.00308786j 0.00567752-0.0206975j 0.000756992+0.0229346j -0.000264186+0.000280994j 0.00495655+0.00259956j 0.00571151+0.0135195j 0.00683071+0.0135519j 0.000172732+0.000169472j -0.00298052+0.00767949j -0.00658677-0.00284209j -0.00989768+0.00382336j -0.0164454-0.0223263j 0.00640865-0.0227129j 0.00784531-0.00658977j 0.0044183-0.00439495j -0.00820768+0.012732j -0.0206438-0.00614596j 0.0105078-0.0044922j -0.0115233-0.00431671j -0.00521462+0.000913716j -0.012824+0.000265623j 0.0160339-0.0100586j 0.00282324+0.0052292j 0.00534044-0.00335374j -0.0102019-9.63172e-05j -0.00647781+0.00244429j 0.00485859-0.00172972j 0.00878067-0.00255432j 0.013338+0.00492445j -0.000828292+0.00254882j 0.00401617-0.00609407j 0.00290353-0.0139418j -0.00315346+0.00188792j -0.0049738+0.011408j 0.00293929-0.00841389j -0.000232859+0.000952358j -0.00350185+0.00258993j 0.00343977+0.00865987j 0.00234115+0.00727077j -0.00112391-0.00603924j 0.000639274+0.00255213j 
-0.00356449+0.0223624j 0.0213088+0.0166351j -0.0213239-0.0132841j -0.00933358+0.0336685j -0.0140391+0.0504106j 0.0137312+0.0151196j 0.0314779-0.026854j -0.0105144-0.0152141j -0.00200408+0.0629206j -0.0148748+0.0327308j 0.00315756+0.0208944j 0.0428787-0.0027697j 0.012067+0.0438007j 0.0353255-0.00810658j 0.0696614-0.0673159j -0.103763-0.0142431j -0.0457665+0.064301j 0.0235669+0.115482j 0.0828854+0.0873199j 0.161797+0.0126269j 0.0730678+0.0126497j 0.0313733+0.0753839j 0.0306374+0.0455221j -0.0257077-0.0513486j 0.0170321+0.0830657j -0.00149288-0.00267207j 0.0299568+0.0221278j -0.00104492-0.0113346j -0.00891501-0.00967471j 0.00475622-0.00740191j -0.00657383-0.0155465j -0.0110023-0.00293527j -0.00606057+0.0208834j 0.00889982-0.0124581j 0.0050924+0.0317259j -0.0022895+0.00172683j 0.0225661+0.002401j 0.00312382+0.00740376j -0.000748802+0.00266821j -0.0128456-0.00930211j 0.0179908-0.0019648j 0.00123751+0.00812081j 0.00840535+0.0168389j -0.00493001+0.00554428j -0.0202693-0.0232771j 0.013077+0.0112635j -0.00809237-0.00989476j -0.0147084-0.0193058j 0.0135701-0.000661714j 0.0167949+0.0136278j -0.00559536-0.00460663j 0.0282957+0.00385929j -0.0159099-0.0199893j -0.00571998-0.00200977j -0.0103605+0.00796381j -0.00650209+0.0122426j -0.00580465-0.00343614j 0.0153968-0.00581404j 0.0131362+0.0125377j 0.00799006+0.0109519j -0.0088143-0.00310009j 0.000126338+0.0133537j 0.00974268-0.0021052j 0.00642374-0.00159426j 0.0035941+0.000500813j 0.00396225+0.00428659j -0.000989379-0.00666327j -0.00188676+0.00255631j -0.00509415-0.0106342j 0.00819125-0.00946576j 0.0100379+0.000737436j -0.00605164+0.00425883j 0.0032489-0.00275841j 0.00759702+0.00246816j 0.0143764+2.18487e-05j 0.00409908+0.0116596j 0.00617223+0.00837968j 0.00437721+0.0258209j 0.00422033+0.0161289j 0.00232308+0.00993108j 0.00339049-0.0019387j 0.0006291-0.00918716j 0.00299595+0.00998278j 0.00380867-0.00897231j 0.0174655-0.0202159j 0.00865908-0.00546117j 0.00171861-0.00135433j 0.00392717+0.00649425j -0.00851385-0.0129239j 0.00945597+0.019206j -0.0169916+0.0184462j -0.000715033+0.00271246j -0.0315731+0.00669545j -0.0193702-0.0209969j -0.016589-0.00625805j 
-0.0115505+0.00615251j 0.00905184-0.00343983j 0.0110821-0.000632756j -0.02522-0.00613477j -0.0119566+0.00868392j 0.0303616-0.00542028j -0.0244041+0.012044j 0.0387464-0.00584989j -0.0532242+0.0261957j 0.0298709+0.00656862j -0.0632003+0.00378499j 0.0469218-0.00906616j 0.0343964+0.0520434j -0.0272526+0.00751465j -0.0484723+0.0270372j 0.0501374+0.102066j -0.0644571-0.0169614j 0.0111843-0.0330756j 0.00834335-0.0393633j 0.0105478+0.0124921j 0.0593481+0.00681734j 0.00931125+0.0384216j 0.00694395-0.00109123j -0.0197519+0.0131252j -0.0149451+0.0319882j -0.0118488+0.0193109j 0.0129015-0.00127431j 0.0103224-0.00299105j 0.0141794-0.000918423j 0.00419944-0.00073742j -0.00640949+0.00358388j 0.0131809-0.00412047j -0.000186745+0.00575371j -0.00639435+0.0038323j 0.00388332-0.00510645j 0.00739036+0.00419174j -0.0077149+0.00744721j 0.0260058-0.0141547j 0.00819601-0.00599555j 0.0264797-0.00946035j -0.00774416+0.00209683j -0.0157752+0.0092277j -0.00655721-0.000174547j 0.0170168-0.0165255j 0.0146244-0.0053458j -0.0272563+0.00658259j -0.00847439+0.000783346j -0.00215353+0.00107575j -0.00236637+0.00585959j 0.00767735-0.00430453j -0.0137083-0.00118486j -0.00937403+0.00463144j -0.00432911-0.00928301j -0.000540781-0.00286241j 0.00557929-0.00297152j -0.00273424-0.00422607j 0.00178804-0.00129154j 0.00178796+0.000750896j 0.0159985+0.000196884j 0.0033928-0.00284265j 0.00237654-0.00343679j -0.00118862-0.00282872j 0.007704-0.00485208j -0.00887227+0.0058332j 0.00540527-0.00577757j 0.00138663-0.0115085j 0.00898677-0.00753946j 0.00485598-0.00593201j 0.028767-0.00738628j 0.0124825-0.0120933j -0.0199164+0.0196215j 0.00940416+0.0211818j -0.0102997-0.00478077j 0.0111726+0.00588588j -0.0071756+0.0237188j -0.00548333-0.00241445j -0.00214899+0.00766243j -0.000508169-0.0130202j 0.00836949-0.0241615j -0.00362274+0.00312376j 0.00766678-0.0066032j -0.00582637+0.0131003j -0.00604253+0.0193139j 0.00400762-0.0167649j 0.00910732-0.00849386j 0.000732468+0.00589697j 0.00237918+0.00797601j 0.0109302-0.00571181j 0.000296746+0.0110906j 0.000634621-0.000653073j 0.00176833-0.00553329j 0.00521172-0.00777326j -0.0055649-5.99472e-05j -0.00574738+0.000273406j 0.0071214+0.000564876j 
0.0178643-0.00541832j -0.0022218-0.0114943j -0.00253221+0.00973121j 0.0193103-0.0114856j 0.0285313-0.00982065j 0.00409818-0.0114646j 0.0183858-0.0224475j 0.0231804-0.0478391j 0.0567621-0.0463864j -0.0132647+0.0329215j 0.108516-0.0769807j -0.0847178+0.0719301j 0.10728-0.149074j 0.106471-0.133059j 0.0169609-0.0474559j 0.0314144-0.0888325j 0.0149776-0.173949j 0.0238629+0.107264j 0.0762408+0.00487065j 0.0642139+0.0270974j -0.0189205+0.0366713j -0.00763018+0.0599559j 0.0217482+0.0421055j -0.00668382-0.0241649j 0.0402696-0.0382026j 0.00979065-0.0283328j 0.0161105-0.00807368j 0.00140563-0.0061223j -0.0082536-0.00651644j -0.00569586+0.00719767j 0.000247127-0.00621131j -0.00855934+0.00862588j 0.00273267-0.0104289j 0.0187916+0.0015216j 0.0153196-0.00397044j -0.0103959+0.000800221j -0.00293403-0.00415448j 0.0128467-0.00881988j 0.00823386-0.0208399j 0.0157897-0.00656888j 2.91866e-06+0.000254661j -0.0121581-0.00359277j 0.00699342-0.0104857j -0.00177826+0.0156877j -0.00508878-0.00433574j -0.00103716+0.0161372j -0.00443463+0.00307183j -0.0205195-0.00413837j -0.00540984-0.00469705j -0.00421644-0.00326863j -0.00254059+0.00816139j 0.024188-0.00890135j 0.0203779-0.0107633j 0.00337646+0.0160233j 0.00337711+0.00922384j 0.00623768+0.0090107j -0.000259786+0.0106297j 0.00369487+0.00593131j -0.00131563-0.00362638j -0.00764445+0.00105305j -0.00070111-0.00944356j 0.00632154-0.00817148j 0.000728964+0.000663016j 0.0116544+0.0141453j -0.00153942+0.00221299j 0.0105484+0.0221168j 0.0148984+0.0103897j 0.00674733+0.00933007j 0.0120552+0.00771646j 0.00711729+0.00122885j -0.0146233+0.00995677j 0.00744271+0.0103403j 0.00688817+0.0152337j 0.00716542-0.00976514j -0.00673344+0.00829073j 0.0154114-0.0150046j -0.0110712+0.00382324j 0.0137501+0.00633374j 0.00287357+0.00185124j -0.0068934+0.0161195j -0.00961837+0.0053763j -0.000364411-3.02544e-05j -0.00530937+0.000593613j 0.01076-0.00995132j -1.20982e-05-0.00584398j 0.00239991+0.000699681j -0.000333948+0.00720993j -0.00529392+0.00185235j -0.000260535+0.00322189j 0.0149336+6.73608e-06j -0.00661806+0.00930515j -0.00536956+0.00410388j -0.000375788+0.010647j 0.00372462+0.00185798j -0.0190694-0.00208534j 
-0.0164307+0.00676747j 0.0090492-0.00418149j 0.0456686+0.0158985j -0.0137581+0.00903606j -0.0505345+0.0160464j 0.0282397+0.00239013j -0.054955-0.0409763j 0.136894-0.00196431j -0.0805449+0.00564201j -0.00936578+0.0188943j -0.0688891-0.019168j 0.0587158+0.0311347j 0.205696+0.014788j -0.074048-0.0360744j -0.100979+0.0460157j 0.0877688-0.0627825j -0.0457973+1.48913e-05j -0.00130828+0.00895762j 0.0612728+0.039677j -0.023968-0.000837358j 0.0631131-0.0517272j -0.0483009+0.00244117j 0.0117539+0.0227608j 0.0184376-0.0272896j -0.040299+0.0406276j -0.0230921-0.0131293j 0.0155655-0.00697776j 0.0132995-0.00994978j 0.0170601+0.0105728j 0.0114479-0.0113191j -0.00509618-0.0226798j -0.0103583-0.00515523j 0.0142575-0.0212168j -0.00155826+0.0124241j 0.00464425+0.00124983j 0.0236762-0.0028733j 0.0132419-0.00746277j 0.0146077-0.00283388j -0.00353674-0.00839426j -0.00849745+0.00545055j 0.0114392-0.0269076j 0.000677834-0.0096017j -0.00878564+0.00400525j -0.00209237+0.00359742j -0.00620157+0.000627687j -0.00307423+0.00218674j 0.0149733-0.000668282j 0.00530669-0.00458161j -0.00293568+0.00474417j 0.00925239-0.00644546j 0.0119068-0.000791188j -0.0072328+0.00675909j 0.00460745-0.0137135j -0.00455126+0.00837098j -0.000748822-0.00300894j -0.00144669-0.0171135j -0.00618253+0.00204304j 0.00295724-0.00468706j 0.00846407+0.00863641j -0.010378-0.0126138j 0.00494576+0.0184917j 0.00509968-0.00667223j 0.00972875+0.000637538j 0.00621079+0.00486673j 0.00704357-0.00431086j 0.00820265-0.0137499j -0.00486257-0.0112695j -0.00388965-0.0063397j -0.00974895-0.000280882j -0.00557521-0.000121643j -0.00335145-0.0118984j -0.00815003-0.00222157j 0.00951705-0.00531188j -0.011338-0.00752613j -0.00341769-0.0166242j 0.000267118+0.00308798j -0.00546667-0.00829034j 0.0166928-0.00174299j 0.00206853+0.00899122j 0.00212888-0.00178232j -0.00466841+0.00670558j 0.00237266-0.00258207j -0.0052642-0.0141698j 0.00185415-0.00505289j 0.00232522-0.00431564j 0.0015568+0.00232312j 0.0047177-0.00975856j -0.00529285-0.00359154j -0.00481246+0.000259499j 0.0018305+0.00563899j -0.00390045+0.00726441j 0.00248966-0.00102428j -0.00233391-0.000240628j 0.00034364-0.00360744j -0.00180177-0.0064271j 
0.00166181-0.00261132j -0.0221883+0.0182171j -0.00773562-0.00409622j 0.0035992+0.0313494j -0.00181533-0.030594j -0.0309918+0.0328793j 0.016756+0.011292j -0.0330077+0.0389773j 0.033298+0.0315492j 0.0236836-0.0241266j -0.0442684+0.0620941j 0.0516051-0.0772386j -0.0800003+0.0393865j -0.0340216+0.126742j 0.0100333+0.0293049j -0.0391877-0.188084j -0.00448794-0.169329j 0.017398+0.0813777j 0.0431241+0.190302j 0.0355023+0.0215211j -0.000447047-0.0910805j 0.0202715-0.0290574j 0.0389487-0.0208905j 0.0169632-0.0742692j 0.00045083+0.0304425j 0.00557489+0.0137637j 0.000733015+0.0317566j 0.0107868-0.0102526j -0.014559+0.0116342j -0.00403238-2.83219e-05j -0.000986613-0.000316812j 0.00638662-0.00678342j -0.00893918+0.0138452j -3.60583e-05-0.0134211j 0.0112107+0.0181069j -8.31837e-05-0.00325466j -0.00709831-0.0124873j 0.00205999+0.0042388j -0.00171029-0.00649725j 0.0111665-0.0038679j -0.0200339+0.0011101j -0.00643519-0.0193694j 0.0103417+0.0104879j 0.0159543+0.0214988j 0.00288145-0.0147305j 0.00281173+0.011997j 0.00804043-0.00226299j 0.00494983-0.0112495j -0.0092696-0.000412392j -0.00852183+0.0193734j -0.000884226+0.00140149j -0.00942101+0.0234881j 0.00113151-0.00415373j 0.0138997-0.00498417j -0.0145108-0.00517985j -0.00601328+0.00183396j 0.0088148-0.00808216j -0.0121908+0.011607j -0.00735221+0.00898344j -0.000319771+0.0174782j 0.00174132+0.0160421j 0.00384422+6.91864e-05j 0.00552917+0.00725396j -0.00818817-0.00121102j 0.000272871-0.00394339j 0.00176785-0.00489179j -0.0103517-6.97999e-05j 0.00385602-0.00816244j -0.00995016-0.00165097j -0.00786167+0.0237551j -0.00717485+0.0149924j -0.000768471+0.00737277j 0.00181915+0.00622672j -0.0105327+0.00201237j -0.00701786-0.0144387j -0.0131401-0.0020641j -0.000783806+0.00478124j 0.0126606+0.000726034j -0.00685761+0.00659062j 0.00712791-0.00780853j 0.00077216+0.00871452j -0.000836962+0.0108044j -0.00491497-0.0170457j 0.00284374-0.00164182j -0.00962626-0.00991193j 2.98318e-05+0.00197879j -0.00425123+0.00825592j -0.00718302+0.00416488j -0.00526716+0.0161258j 0.0125272+0.00144405j -0.00406402+0.0270791j -0.00290794+0.00298644j 0.0110526-0.00966227j 0.0104777-0.0176703j -0.0134833-0.0143506j 
