0.00511911+0.00770637j -0.00766409+0.00768536j 0.00712649+0.00171079j 0.00215914-0.00769348j -0.00433317+0.0056579j -0.00523588+0.00110697j 0.00433618+0.00512323j 0.0059769-0.00559969j -0.00169076+0.00508281j 0.000889139-0.000678027j -0.00160963+0.00340971j 0.00523385+0.0013254j -0.00376691+0.0032142j 0.00308499-0.00226481j -0.0010018-0.00169805j 0.00430996+0.00213583j -0.000370727+0.000656142j 0.000350296-0.0027184j -0.00257306+0.00280864j -0.00106593+0.000495829j -0.00374725-0.00527784j -0.00656551+0.00240303j 0.00367723-0.00171358j -0.00133961+0.00311031j 0.00368729-0.00261555j 0.00104971+0.00256353j -0.00250214+0.00117092j -0.000781658+0.00208569j -0.0011302-0.000234535j -0.00154301-0.00107453j -0.000324176+0.00245828j 0.0021968-0.005454j -0.000709454+0.00150449j -0.00318702-0.00167552j 0.000761071+0.00295985j 0.00133451-0.00118219j -0.00227795-0.00297018j 0.00171334+0.000811845j 0.00081594-0.00389994j 0.000813873+0.00469795j 0.00410959-0.00229268j -0.00177862+0.00291685j -0.00193173-0.00350022j 0.00490372+0.00139565j 0.00353132+0.00134163j 0.00292722+0.00156185j 0.00102335+0.00489276j 0.00470429+9.01761e-05j 0.00445414+0.00185697j -0.00327193-0.00586247j 0.0028924-0.00261619j -0.00125614+0.00572327j -0.00232765-0.00140913j -0.00568341-0.000601798j 0.00192609+0.00629411j 0.00225847+0.00721006j -0.00130189-0.000606249j -7.61654e-05+0.00352236j -0.00982712-0.00611974j 0.011156-0.00160973j 0.00765558-0.0124309j -0.02131-0.00637139j -0.00344346+0.0066121j -0.00334012+0.0134556j 0.0253242-0.00468506j -0.020422+0.00714388j 0.0194475+0.00353908j 0.00218708+0.0155891j -0.0191678-0.024266j -0.0278457+0.0190082j 
-0.00187538+0.000121492j -0.000592487-0.00198817j 3.42339e-05-0.00636522j -0.000348992+0.00281576j -0.000834053+0.00800273j 0.00294782-0.00173532j -0.00166861-0.00412301j 0.000159573-0.00908655j -0.00239495+0.00314695j -0.000658225-0.00541224j 0.00487799+0.0011523j 0.00307655-0.00493631j 0.0031829+0.00422364j -0.00250224-0.00433464j 0.00659277+0.00647337j -8.07584e-05+0.0028859j 0.000759767-0.0017439j -0.000792487+0.00615459j -0.000868406+0.00360191j 0.00158651+0.00339537j 0.000953518-0.000456782j -0.000623927+0.00721986j -0.00244552-0.000795886j -0.0039294-0.00390562j -0.00299865-0.00517593j 0.0044478-0.00143414j 0.00265325+0.00137818j -0.00499947-0.00154076j 0.00317738-0.00363808j 0.00365602-0.00218628j -0.00405789-0.0153529j 0.00164302+0.00404498j 0.00531472+0.0115544j 0.000858236-0.00087742j -0.00277527+0.00029312j 0.000473956-0.00287212j 0.00294103+0.00227207j 0.00162967-0.0252409j 0.00634632-0.00142826j 0.00401741-0.00169775j -0.00141009-0.00774701j -0.00675328-0.0211808j -0.00880191-0.0153588j -0.00185849-0.00107219j 0.00221771+0.0165557j 0.000217849+0.0145969j -0.00707594+0.0176395j 0.00540725+0.000529405j 0.000419831-0.0194701j -0.00133658+0.00447567j 0.00173742+0.0188877j 0.00722441-0.00534264j -0.000165599-0.00721985j 0.000832229-0.0268699j -0.000729824+0.00946889j -0.00783101+0.00766068j 0.00367198-0.00681133j 2.305e-06-0.010411j 0.0014512+0.00293175j 0.000671121+0.000528089j 0.00876484-0.00611958j -0.00160952+0.0114679j -0.00462791-0.00294466j -0.000627105+0.00362948j -0.00155353-0.00363758j -0.000357335-0.00569552j 0.000412863-0.000405745j -0.00401025+5.21002e-06j -0.00245223+0.00254816j -1.86329e-05+0.000948449j 
0.00025746-0.0027589j -0.00137179+0.00419049j 6.95393e-05+0.000763959j -0.000521127-0.000958871j -0.00031429-0.00667571j -0.00300628+0.00248997j 0.0018583-0.00219271j 0.000960581+0.0102682j 0.000106337-0.00464069j -0.00212054-0.000941332j -0.00013971-0.00779571j -0.00174699+0.0188251j 0.00135177-0.0032917j -0.00361298-0.00367353j -0.00247683+0.00233478j 0.00385424-0.0114887j -0.00269127+0.0162398j -0.00144592+0.00590509j -0.00532231+0.00225875j -0.00494573+0.00715149j 0.0059499-0.00229277j 0.00325759-0.00634653j 0.00181134+0.00296021j 0.00116539+0.00426405j 0.000177467+0.00439654j -0.00144739+0.00624938j 0.00275616-0.00538961j -0.00119994+0.0155169j -0.00445832+0.00449583j -0.00671383+0.00144978j 0.00137558+0.00192742j 0.000531942-0.00737173j 0.00410579+0.00287132j 0.00535097+0.000460672j 0.00639603-0.00529982j 0.0128011-0.00834907j -0.00449245+0.00373178j -0.0155896-0.00387903j -0.000531964-0.00730629j -0.0021648-0.0060381j 0.0100618-0.006327j 0.018412-0.0142529j -0.00226583+0.00803639j -0.0127006-0.00809504j 0.000700252+0.000430218j -0.0202742+0.022891j 0.0123774-0.0078782j 0.00615832-0.0160045j 0.00566706+0.00153114j 0.00731888+0.00686877j -0.00862424+0.0102958j -0.0059315-0.00881647j -0.00553142+0.000927659j -0.00527515-0.0117486j 0.0101595+0.00494344j 0.00674422-0.000421826j -0.0099906-0.000743978j -0.00469504+0.00560226j -0.000478371-0.00601796j 9.79696e-05+0.00114574j -0.00296163-0.00235277j -0.00792185+0.00385368j 0.00416955-0.00202694j 0.000566135-0.000780539j 0.00342605-0.000649615j -0.000998632+0.00114876j -0.000496092+0.002213j 0.00288576+0.00033718j -0.000255239+0.000492506j -0.000942287-0.00124434j 
0.00105228-0.00185597j -0.000913734+0.00191201j 8.05438e-05-0.00575686j 0.000312573+0.000288474j 0.000802131-0.000381294j 0.00144847-0.000383107j 0.00209626+0.00135633j 0.000234308-0.00427409j -0.00504573-0.00622569j -0.00461742+0.000374185j -0.000167912-0.0113071j 0.000423919+0.0105658j -0.000655659-0.0011111j 0.000516279-0.00570289j 0.000557352+1.25149e-05j 0.00231009-0.00427815j -0.000599714+0.00486761j -0.000993771+0.00630702j 0.000231086+0.00929204j 0.00285309+0.00802795j -0.00291769-0.00275451j 0.00057978-0.00250053j -0.00360802-0.000160581j -0.000839528-0.00792722j -0.00120145+0.00307769j 0.00194259+0.00185676j 0.00373332-0.00375823j -0.0150206+0.00766687j 0.000963235-0.00827067j 0.000163738+0.000822214j 0.00817841-0.00475886j 0.00129768+0.00773682j -0.00890539-0.00180812j 0.00667094-0.00621303j -0.0175178+0.00471446j -0.00130888-0.00637018j 0.0104792+0.0102386j 0.0031969+0.00998593j 0.00986047+0.00610287j -0.00733667-0.0114032j -0.0111676+0.00262946j 0.00496045-0.00182321j -0.0042736-0.00188474j -0.0138636+0.0247951j 0.00589562-0.00384681j 0.0201735+0.0050952j -3.66589e-05+0.00205456j 0.0102646+0.00419729j -0.00898954-0.0151541j 0.000663963-0.00334189j -0.00969224+0.000437608j -0.00703869+0.00664706j 0.00269921+0.0122219j -0.00302111+0.00302233j 0.00489235+0.00562532j 0.000380034-0.00140473j -0.0048345+0.0033494j -8.35592e-05-0.00816161j -0.00196083+0.0024969j 0.0107149-0.00672106j 0.00243443+0.00818258j -0.00261756-0.00135245j -0.00527331+0.00393267j 0.000618361+0.00565458j 0.000585598+0.0018499j -0.000757298-0.00213396j 0.00193225+0.000895113j -0.00267616+0.00335264j -0.000314995+0.000719102j -0.000431537-0.00132411j 
0.000499181+0.000319363j 0.00165076-0.00109879j 0.0027381+0.000669326j -0.000371328+0.00290667j -0.00122226+0.00234136j 0.000172644-0.00251766j -0.00310214+0.00408624j 0.00140986-0.00496554j -0.0019234+0.00428477j 0.00269956+0.00985139j 0.00540069+0.00644433j 0.000512637-0.00116395j -0.0010816-0.000772736j 0.000986699+0.00419382j 0.00176809+0.00724974j 0.00274869+0.00327988j 0.00460709-0.00310173j 0.0058704+0.00480391j -0.00436158+0.00261207j 0.00017825-0.00324175j -0.00466047+0.000551693j -0.000686388-0.003654j -0.00457235-0.00380868j 0.00130545+0.0012149j 0.00375456+0.00329071j 0.00111396+0.00564567j 0.005665+0.00256086j -0.00571619+0.00886439j -0.00960804-0.00681902j 0.00449528+0.00212978j 0.00340331-0.0135436j -0.00262415+0.00247929j -0.00862914+0.00125137j 0.00586079-0.0204987j 0.0113509-0.00176533j 0.0168246+0.0114495j 0.00398697+0.00903717j 0.00789753-0.00194158j 0.00124684+0.000487732j -0.0050462+0.00872342j 0.00284395+0.0133199j 0.00808547+0.0090878j 0.00472789+0.00437822j -0.0188671-0.00398115j 0.00684334-0.0125947j 0.0106498-0.0121775j -0.00592423-0.00814581j 0.0126639-0.0118007j 0.00150789+0.0294419j 0.00602302-6.87245e-05j -0.00539353-0.00392552j 0.00142783+0.00776012j -0.00293245-0.00395587j 0.00357187+0.00570706j 0.00815153+0.00291958j -0.00294756-0.00788009j 0.00508987-0.000580187j -0.00703119-0.0015139j -0.00268376+0.0020052j 0.00490632+0.00695818j 0.00136592+0.000422972j 0.00140664+0.00421294j -0.00225444-0.00876634j 0.0013876-0.00335563j -0.00349087-0.00594469j -0.00215691-0.000286587j -0.000844237-0.000943254j -0.000957946-0.00459116j 0.000227833-0.00285517j -0.000402681+0.000333516j 
0.00122258-0.00174135j -0.000929881-0.0023256j -0.000633212+0.0025881j 0.00155784-0.00113176j 0.00117269-0.00268707j -0.00112746-0.00112277j 0.00261422+0.0023719j 0.00211089-0.000348796j 0.000706689+0.00622021j -0.000572476+0.00324431j 0.000990708+0.00789486j 0.000274253-0.0122955j -0.00389274-0.00345523j -0.00172539+0.00154509j 0.000182136-0.0122908j 0.00415456+0.00249754j -0.00238972-0.0155254j -0.000507541-0.0127658j 0.00509268-0.00310191j 0.000760818+0.00172768j 0.00366958+0.00124479j 0.00229777-0.00203326j 0.00150057+0.0056124j 0.00527746+0.00767128j -0.0008018-0.00461345j -0.00618253-0.00404919j 0.000676338-0.00551793j -0.00695348+0.00922757j -0.00166568-0.000256286j -0.000680421-0.00660507j 0.00864576+0.00672605j 0.00517396+0.00960836j 0.00603993+0.0196188j 0.0036859+0.0050702j 0.00811679+0.00607813j -0.00323453-0.00418527j -0.00463188-0.0186271j -0.0115145-0.0143764j 0.00669692-0.0114011j 0.00204094+0.00550567j 0.0039692+0.0114486j 0.0106447-0.00679999j -0.00386653+0.00204525j -0.00658148-0.0090108j -0.000293184+0.00255577j -0.00171489-0.0232701j 0.00594441+0.00829082j 0.0164098+0.00995382j -0.00405199+0.0010532j 0.00122672+0.0160113j -0.0128892-0.0104151j 0.00356642-0.0194771j 0.00298192+0.00021436j -0.000529801-0.00649727j 0.00375875-0.00856364j -0.00937169+0.00929709j 0.00120108-0.00634938j -0.000791524+0.00162529j 0.00729431-0.00580832j 4.88615e-06-0.000566686j 0.00518127-0.00716472j 0.0056973-0.00533768j -0.00115713+0.00460341j -1.11257e-05+0.000140376j -0.000378191+0.00903509j 0.00179712+0.00386645j 0.000273518-0.00097113j 0.00184257+0.00170638j -0.000205711+3.789e-05j 0.0013959-0.0016504j 
-0.000959933-0.000992553j -0.00145766+0.00397866j 5.44819e-05+0.00169083j 0.00104665+0.000778212j 0.000536671-0.00280744j 0.000102133+0.00162165j 0.000696053+0.00932931j -0.00116911+0.00617798j -0.00168531-0.0090652j -0.00176002+0.004369j -2.01795e-05-0.00455855j -0.00349035+0.00765793j 0.000250687-0.00850211j -0.00024653+0.00598436j -0.00193429+0.00889289j 0.00117921+0.00198687j -0.00537655-0.000927941j -0.000250221-0.00337203j -0.00247286+0.00439717j 0.000828943-0.00850779j -0.00919704+0.0130628j 0.00587228+0.00173938j -0.0028609-0.00646112j 0.00343195+0.00895315j -0.00735428-0.00135112j -0.00376989+0.000924925j -0.00112842+0.00396388j -0.0100038-0.00380984j -0.00604368+0.00919481j -0.0102795-0.00292625j 0.00401483+0.0174478j -0.00616353-0.00479147j -0.00233362-0.00250841j 0.00797496+0.00554241j -0.00294155-0.00474169j 0.0116547-0.0104403j -0.00862098+0.000969329j 0.0058884-0.0078405j -0.00568886+0.019688j -0.00417722-0.00700554j 0.00681607-0.013938j -0.0074502-0.0046008j 0.00709806-0.00608412j -0.0121124-0.00488322j 0.0154556-0.00144265j 0.00732109-0.000971861j -0.00246374+0.00413122j -0.00345197+0.0186115j -0.00351388-0.0119976j -0.00605334+0.00792664j -0.00502972-0.0023448j -0.000274849-0.0109865j -0.013281+0.00324122j 0.0120351-0.0105533j 0.00674377-0.00427098j 0.00314156-0.000196096j 0.00255339-0.00179935j 0.000173519-0.00566139j -0.0089125-0.00104067j -0.000817589+0.00449074j -0.00642523+0.00388577j 0.000630898-0.00451328j 0.00123559+0.000624761j 0.00302858+0.00187501j -0.00273993+0.00251902j -0.00106324+0.00026149j 0.00143564+0.00118754j 0.00292596+0.000348457j 0.00243834+0.00179863j -0.000256011-0.00301164j 
0.000626504+5.74609e-05j -0.00130524+0.00419276j 0.00206847-0.0065712j 0.00366895-0.000337201j -0.00303563-0.00081294j 0.000800891-0.00435085j 0.00371815+0.00110391j 0.00319624+0.00212967j 0.00078964-0.00107987j -0.00403473-0.00523359j 0.00173351-0.00857747j -0.00528532+0.0128157j -0.00188917-0.00520766j 0.00218055-0.00441073j -0.00211045-0.00727878j -0.00195614+0.00507604j -0.00166437+0.0152071j -0.00324999+0.00413968j -0.00116452+0.0151082j 0.000482526-0.00629795j -0.00420044-0.00019548j 0.00123138-0.00511556j 0.000792331+0.00203424j 0.0143832-0.00514171j -0.00194656+0.00335228j -0.00441514-0.00898598j 0.00469871-0.000989992j 0.00967595+0.00073047j 0.00236494-0.0180396j 0.000841107-0.00098853j -1.70765e-06+0.00251635j 0.00330539-0.00411588j -0.000152257+0.00842224j 0.00231447+0.00304391j -0.0040085+0.000859213j -0.0159545+0.0138683j -0.00770497-0.000805765j 0.00386978-0.00985104j -0.00240899-0.00102698j 0.0143199-0.00863282j -0.0192582+0.0254022j -0.0207647+0.00912715j -0.00131609+0.000464289j 0.0016493-0.00892858j 0.000781565-0.00249431j -0.000520696-0.0122839j -0.0094176+0.00158003j -0.00201679+0.000794133j -0.00324667+0.0104944j 0.00555968+0.00732739j -0.00013227+0.00584027j 1.33248e-05-0.0137672j 0.00193632-0.0024833j 0.000826602-0.000276137j -0.0136885-0.00406031j 0.00345172-0.001831j 0.00174788-0.000759765j -1.46181e-05+0.0025811j -0.00252109-0.00533008j 0.00877467-0.00680844j -0.00143431-0.00182486j -0.00532417-0.00361038j -0.00189146+0.00314996j 0.00417855-0.00271526j -0.00113285+0.00364151j -0.0038825+0.00122762j 0.00119686+0.00185792j -0.00334785-0.00240484j 0.000851712+0.000351553j -0.000447173-0.00163115j 
0.000494762+0.00289873j -0.00179352+0.000225636j 0.000287487-0.00443855j -0.000358671+0.000396008j -0.00116917-0.00131837j -0.000980273+0.00294555j 0.000993388-0.00595404j 0.000273173+0.000794081j -0.00135877-0.0117354j -0.00744987-0.0184946j 0.00324112-0.0134176j -4.22393e-05+0.00597683j 0.00251173-0.00103928j -0.00181941-0.00877468j 0.00441804+0.0050449j -0.000645628+0.00478062j -0.00296422+0.00333425j -0.004073+0.00226803j -0.00189838-0.00387312j -0.00332389-0.00028514j 0.00306109+0.0058149j -0.000384438+0.00858094j -0.00168545+0.0046247j -0.00321731+0.00315254j -0.00354312-0.00179494j 0.00250262+0.000623397j 0.00125401+0.0130769j -0.0135788-0.00956356j 0.00237533-0.00362996j 0.00170379-0.000592683j -0.000974131+0.00152899j -0.00571159+0.0122014j 0.00223277-0.00224792j 0.0100918+6.00518e-06j 0.0122172-0.00055454j 0.00506788+0.019239j -0.00420373-0.00743595j -0.00426414+0.0102941j -0.000882795+0.00851639j -0.000196258+0.000284149j -0.00165303+0.0104044j 0.00587137+0.0206628j 0.00146068-0.00205562j -0.00246317-0.0137799j -0.0015308+0.00893742j 0.00159142-0.0140193j -0.00157446+0.00379243j 0.00958125-0.000488778j -0.00125256+0.00438039j -0.00312438+0.00148564j 0.00341464-0.0164935j -0.00378088+0.0019682j -0.00244359-0.000132784j -0.00184899-0.0041604j -0.00719989+0.0164811j -0.00155082+0.00571414j 0.00216541-0.00899851j 0.00545723-0.00816539j -0.000761458-0.0029683j -0.00264746+0.00530928j -0.00283365+0.00173055j -0.00184653+0.000733017j -0.00320935-0.00045237j -0.00351597+0.00316743j 0.0024249-0.0010208j -0.000919754-0.00206029j 0.00122677+0.00180932j -0.0027376+0.00204977j 7.07798e-05+0.00138551j 0.00123016-0.00146132j 
-0.000406904-0.00251938j -0.00017633-0.000593302j 0.00311727+0.0015877j 0.00078082+0.00356114j 0.000801051+0.00188295j 0.0050723+0.000199806j -0.000840396+0.00143546j 0.00212314+7.92597e-05j -0.00320509+0.00634485j 0.000992217+0.00562093j 0.00389424+0.0130943j -0.00164071-0.00541259j -0.00048083+0.00147519j 0.00195214+0.00457411j 0.001657+0.000432611j -0.00268731-0.00403473j 0.000747805-0.00214535j 0.00171841+0.00402964j -0.0134829-0.00463924j 0.0034301+0.00524454j -0.00444653-0.0164273j 0.00155266+0.00294914j -0.00272633-0.00590788j 0.0012707+0.0023984j 0.00124755-0.00417881j 0.00469972-0.00715895j 0.00864613+0.00157485j -0.00531042-0.00975256j 0.00928031-0.00895653j 0.00179077-0.00129133j -0.00255478+0.00623469j 0.00531084-0.0029735j -0.0075414-0.00417184j 0.00306342+0.00687478j -0.00606016-0.0026709j -0.00545026+0.00127032j -0.000420732+0.00176248j 0.0106364+0.0157389j 0.00338864+0.00132721j 0.00702989+0.00381255j -0.0199806-0.0049305j -0.00384485-0.0120573j 0.000802566-0.000532955j 0.000661482-0.0227832j 0.00287108+0.0129284j 0.00598039+0.0205969j -0.0104711-0.0128321j -0.00431985+0.0099111j -0.001674-0.00326069j -0.00343145+0.00128913j -0.00266317-0.00629018j 0.0166002+0.00126515j 0.00724852-0.00571416j -0.00386137+0.00709315j 0.00624483-9.30236e-05j -0.00254601+0.00378234j -0.00530364+0.00886752j -0.00201314-0.00531333j 0.00168544-0.00615123j 0.00160037+0.0119844j 0.00177609-0.000479662j 0.000701014-0.00338621j -0.000273066-0.00828692j 4.76135e-05+0.00413356j -0.00187246-0.00443342j -0.00137828-0.0056694j -0.00185765-0.000920418j 0.000901222-0.00621723j -0.000884591+0.00017684j -0.000488028-0.00058311j 
-0.000492803+0.00468165j 0.00154315+0.00214925j 0.00133835-0.00309575j 0.00370396+0.000534441j -0.00345519-0.000593461j -0.000948014+0.0021865j 0.00253662-0.0016602j 0.00347675+0.00179006j 0.00365644-0.00114519j -0.00125671-0.0140689j 0.00448344-0.00757331j -0.00186672-0.00586553j -0.00403095-0.006586j 0.00253321-0.00265899j -0.000562224-0.00846161j -0.00479782+0.0134242j 0.00217425+0.00146231j -0.00166075-0.00752429j 0.00208567+0.00122853j 0.00441998-0.000502511j -0.0070184-0.0034938j -0.00276618-0.000905068j -0.00474082+0.00679452j 0.00347937+0.0162002j 0.00285574-0.00782197j -0.00269449+0.00818911j -0.0123507+0.00210942j 0.000180647+0.00592646j 0.000284141+0.00779175j 0.018383-0.0105296j 0.00862187-0.0135655j -0.0123785+0.00264427j 0.00406213-0.0162024j -0.00463347+0.00893128j 0.00164169+0.00105028j -0.00470107-0.00233155j -0.00771806+0.00211533j 0.0053548-0.000537419j -0.013565+0.00198938j 0.00408405-0.000648767j 0.0139301-0.0399617j -0.0038123-0.0164769j 0.00380051+0.00339442j -0.0184156+0.00648342j -0.00144482+0.00133268j 0.00776911+0.0144826j -0.00303859-0.0101835j 0.0138524-3.30822e-05j 0.00135655-0.00158688j 0.00530388+0.000421829j 1.70171e-05+0.00300921j -0.000702921-0.00656697j -0.00538673-0.000713489j 0.0058964+0.00333239j -0.012839-0.00423687j -0.00630562-0.00106126j 0.00652271+0.00583567j 0.00304472+0.00393589j 0.00250518-0.000274376j 0.000941573-0.00152157j -0.00442024-0.00239163j 0.000198032-0.00523804j -0.00375764+9.45263e-05j -0.00300966-0.00488424j -0.00158926+0.00456868j -0.00109026+0.000923207j 0.0012169-0.000813507j -0.00182586-0.00574158j 0.000951747+4.78096e-05j 0.000528627+0.00162063j 
-0.000794867+0.000680975j -0.00139289-0.000415137j 0.000572231-0.00188787j 0.000818506+0.0023169j -9.52578e-05+0.00137364j 0.00326484+0.00320641j 0.000777617-0.000764519j -0.000483842+0.00190059j 6.48919e-06-0.00440374j -0.00311627-0.00677072j 0.000647439-0.00442839j -0.00399531-0.00102216j 0.00244928+0.000599031j -0.000694481+0.00286721j 0.00269578+0.00549748j -0.00284362-0.00622464j -0.00629737-0.00311249j -0.00455369+0.000477029j -0.00324241+0.00339206j 0.00154891+6.45272e-05j -0.00382563+0.00489693j 0.00107199+0.00617695j 0.000396456-0.00288532j 0.0070567+0.0084233j -0.00716547-0.00508805j 0.00703289-0.00187207j -1.84939e-05+0.00311331j 0.00993666+0.0161615j 0.0172408+0.00101305j -0.0174854+0.00271657j -0.00751981-0.0076874j 0.00918941+0.00948849j -0.00818375+0.00390739j -0.0018863-0.00601057j 0.00455423-0.00403428j -0.00468856-0.0144832j -0.00321369-0.00873666j -8.5131e-05+0.00812309j 0.00467168+0.000904411j -0.00179946+0.0194207j -0.0229226-0.00885896j -0.016185-0.0208476j 0.0039304-0.00233128j 0.00922549+0.0207842j 0.00792816+0.00172245j 0.00693748-0.0185926j -0.000727048-0.00604609j -0.00222124-0.0164101j -0.00072454-0.00286674j -0.00113859-0.0011077j -0.00288102+0.0101314j -0.00123019+0.00673628j -0.000418925+0.00535359j 0.00317352-0.00833599j 0.00534164-0.0092126j -0.0017837+0.00397199j -0.00013133-0.000833651j 0.0016716-0.000304752j -0.00206498-0.0026632j -0.000158894+0.00482344j -0.00252383+0.00186378j -0.00121823-0.00357803j -0.000973855+0.00190213j -0.00119217+0.00619727j 0.000970145-0.000624428j -0.000758352-0.00420659j 7.85102e-05-0.000137032j -0.000394707-0.00176147j -8.78e-06+0.00196776j 0.000627322-0.00145341j 
-0.0022681-0.00367925j -0.00207612+0.0030486j -0.00144739+0.000236276j -0.00134562-0.00160986j 0.00216042-0.00156429j 0.00198368+0.00268833j -0.00183286+0.00265315j -0.00563284-0.00281225j -0.000179755-0.00364984j 0.00235125+0.00795669j -0.00125684-0.00326756j -0.00076919+0.00183774j 0.00749423+0.00637191j -0.00065796-0.00332564j -0.0010489+0.0028455j -0.00447159-0.0022479j -0.00653179-0.00636457j 0.00038461+0.00287245j -0.00258804-0.00691513j 0.00871858+0.00259709j -0.00919148-0.000538213j 0.00618191+0.00783892j -0.00141989-0.000878166j -0.0115825-0.00246485j -0.00505893-0.00903285j -0.00757674-0.00674691j -0.0122648-0.0131968j -0.00165427+0.00442927j -0.0144654-0.00796132j 0.00706941-0.0109272j -0.00536281-0.00228294j 0.00447879-0.00639082j 0.00948126-0.0072777j -0.00377207+0.00076854j 0.00355145+0.00260544j 0.0158213+0.0136889j -0.00540646-0.00793862j 0.0115074+0.00853118j -0.00813933-0.0114793j -0.00242763-0.00645312j 0.0273253+0.0186036j 0.00161804-0.00623829j 0.00246353+0.00892943j -0.0105582-0.00333471j 0.00751485+0.0121923j -0.00447368-0.012191j -0.000928844+0.00342859j 0.000226419-0.0037715j -0.000328789-0.00397432j -0.00313819-0.00677628j -0.000298192+9.98014e-05j 0.00197123-0.000506429j -0.00332718-0.0140507j 0.00100965+0.00506968j 0.00370822+0.001408j 0.00621603+0.00795271j 0.00232391+0.00635226j 0.000515526+0.00255006j -0.00112286-0.00474156j -0.00318686-0.00447946j 0.000498232-0.00624885j 0.000617756+0.000354733j 0.000864943+0.00410918j 0.00181311+0.00635347j 0.000147403-0.00278157j 0.00116615-0.00100448j 0.00177498+0.0025589j 0.00149654+0.00543618j -3.75022e-05+0.00453461j -0.000617278-0.00013406j 
-0.00141202+0.00471803j 0.00157998-0.00189692j 0.000387094-0.0019745j 0.000816792+0.00262144j -0.00272506+0.00292193j -0.00114065+0.0023086j 8.33509e-05-0.00398435j 0.00140305+0.000272612j 0.00401817+0.000324031j -0.000685962-0.0129269j 0.00369475-0.00609258j 0.000341158-0.00736019j -0.00232407-0.00334267j -0.000597815+0.00438058j 0.000456647+0.00438352j -0.003367-0.00394816j 0.0025501-0.00115427j -0.00423618-0.00503606j 0.00529571+0.00937744j 0.000863169+0.00349265j -0.00875933+0.000334359j -0.00450182+0.00339684j -0.00586697-0.0117821j -0.00250576+0.00943607j 0.000787195-0.000424866j 0.00252176-0.00276379j -0.00369649-0.0152431j -0.00433147-0.00253241j 0.00362086-0.0137281j -0.00867041+0.0452896j 0.00905806-0.00200494j -0.0097089-0.0155045j 0.00493623+0.0102089j -0.000653934-0.0051325j 0.0041025+0.00106641j -0.00152819+0.0125971j 0.000971397-0.0117334j -0.0113049+0.0147821j -0.00170064-0.0150891j -0.011082+0.00777599j 0.0011565+0.0278832j -0.00729999+0.0107508j 0.00041718+0.00549527j -0.00797102-0.0143822j 0.00172378-0.00487586j 0.0134005+5.55641e-05j 0.000945-0.00724155j 0.00116307+0.0114911j 0.00343369-0.000694169j 0.00302012+0.00153093j 0.00126827+0.00398886j -0.00889583+0.00304053j -0.00332137-0.000189977j 0.00715008-0.00074287j 0.000407544-0.0099435j -0.00209426-0.00363618j 0.00321635+0.00741877j 0.00186757+0.00203146j 8.51799e-05+0.00281463j -0.000469738-0.000185672j -0.00482646+0.000752388j 0.000366374-0.00262195j -0.0022916-0.00134328j -0.00495109-0.00390038j -0.000846214+0.00120779j 0.000518106-7.93498e-05j -0.000164142-0.000727249j -0.00160622-0.00392341j -0.000221128+0.000475372j 0.00128802+0.00165488j 
0.00148676+0.00107778j 8.34314e-06+0.000895277j -0.00165646+0.000724223j 4.15802e-05-0.00126925j 0.00162004-0.00357456j -0.00173963+0.00141125j 0.000421639+0.00420725j -0.00208696+8.98277e-05j -0.000617335-0.0042553j -0.00236438+0.000231295j -0.0017386-0.00713097j -0.00287829-0.000764167j 0.000973469-0.00203432j 0.000279615+0.00344122j 0.00248557-0.00319021j 0.00798579+0.0132901j -0.00319847-0.0154472j 0.00323226-0.016761j -0.00339372-0.0127929j 0.000454845-0.00636057j 0.000302919-0.000411671j 0.00120086-0.0025584j 0.00785929-0.00693059j 0.0025702-0.000539336j -0.00166843-0.0185906j -0.00091425+0.0110332j 0.0154714-0.0169454j -0.00216477-0.00890023j 0.00519037-0.00282748j -0.0203307+0.00151708j -0.00148273-0.0184687j 0.0127573-0.00751727j -0.00461475-0.00343274j -0.000453722+0.0054721j 0.000295911-0.00563019j -0.00388062+0.0197267j -0.00187293+0.01111j -0.00727858-0.0106381j 0.00575364-0.00883557j -0.00300931-0.00675302j -0.0132601-0.0138221j -0.0122363+0.0109018j -0.00833006+0.00931002j 0.00466856-0.00704319j 0.00816494-0.00214206j -0.00123572+0.00168565j 0.00991236-0.00278544j -0.00169356-0.00321937j 8.97228e-05-0.00137835j 0.00357373-0.0110117j -0.00598651+0.000745778j 0.00142156-0.00299785j -0.00274825+0.00258435j 0.000569734+9.66147e-05j 0.00116264+0.00867256j -0.0022355+0.00969426j 0.000597894-0.00557491j 0.00047291-0.000839138j -0.00108205-0.00213027j -0.00192396+0.000843681j -0.00137743-0.000666661j 0.00316922-0.00391808j -0.00129399+0.004717j 0.000263365+0.00137234j -0.000307904+0.00316124j 0.000630343+0.00248384j 0.00170245-0.000441857j 0.000796659+0.00346854j 0.00151889-0.00119854j 0.000230399-0.00052738j 
