0.00511911+0.00770637j -0.00766409+0.00768536j 0.00712649+0.00171079j 0.00215914-0.00769348j -0.00433317+0.0056579j -0.00523588+0.00110697j 0.00433618+0.00512323j 0.0059769-0.00559969j -0.00169076+0.00508281j 0.000889139-0.000678027j -0.00160963+0.00340971j 0.00523385+0.0013254j -0.00376691+0.0032142j 0.00308499-0.00226481j -0.0010018-0.00169805j 0.00430996+0.00213583j -0.000370727+0.000656142j 0.000350296-0.0027184j -0.00257306+0.00280864j -0.00106593+0.000495829j -0.00374725-0.00527784j -0.00656551+0.00240303j 0.00367723-0.00171358j -0.00133961+0.00311031j 0.00368729-0.00261555j 0.00104971+0.00256353j -0.00250214+0.00117092j -0.000781658+0.00208569j -0.0011302-0.000234535j -0.00154301-0.00107453j -0.000324176+0.00245828j 0.0021968-0.005454j -0.000709454+0.00150449j -0.00318702-0.00167552j 0.000761071+0.00295985j 0.00133451-0.00118219j -0.00227795-0.00297018j 0.00171334+0.000811845j 0.00081594-0.00389994j 0.000813873+0.00469795j 0.00410959-0.00229268j -0.00177862+0.00291685j -0.00193173-0.00350022j 0.00490372+0.00139565j 0.00353132+0.00134163j 0.00292722+0.00156185j 0.00102335+0.00489276j 0.00470429+9.01761e-05j 0.00445414+0.00185697j -0.00327193-0.00586247j 0.0028924-0.00261619j -0.00125614+0.00572327j -0.00232765-0.00140913j -0.00568341-0.000601798j 0.00192609+0.00629411j 0.00225847+0.00721006j -0.00130189-0.000606249j -7.61654e-05+0.00352236j -0.00982712-0.00611974j 0.011156-0.00160973j 0.00765558-0.0124309j -0.02131-0.00637139j -0.00344346+0.0066121j -0.00334012+0.0134556j 0.0253242-0.00468506j -0.020422+0.00714388j 0.0194475+0.00353908j 0.00218708+0.0155891j -0.0191678-0.024266j -0.0278457+0.0190082j 
0.00563489-0.000299062j -0.00276278-0.00142639j 0.00277549+0.000205475j 0.0111041-0.00432242j -0.000109705+0.00183657j 0.00439553-0.00113459j -0.00114988+0.000937585j 0.00759484-0.0025503j 0.000904385+2.71073e-05j -0.000504589+2.13006e-05j 0.0101131-0.00147111j -0.00384478+0.00132471j -0.000165755+0.000975014j -0.00522713+0.00268186j 0.00416057-0.00185565j 0.000654349-0.00247677j -0.0065807+0.000592052j -0.00651684+0.00203564j 0.00563056-0.00403919j -0.00849933+0.00460272j -0.00533382+0.00229594j -0.00363448+0.00353245j -0.00450796-0.000407161j 0.00254864-0.00329778j -0.00221546-0.00182487j 0.000433759-0.00190255j -0.0136332+0.0037923j -0.00503458+0.00157074j 0.000150764+0.00241917j -0.00999552+0.00149683j 0.000952837+0.000235484j -0.00649775+0.00125433j 0.0018696-0.00239948j 0.0140388+0.000607157j 0.0010651+0.00640874j -0.00202888-0.000526192j 0.0105534-4.85741e-05j -0.00913933-0.00326759j 0.00671059-0.00530788j -0.00150382-0.00414168j -0.00510672+0.00240892j 0.00697963-2.21344e-05j 0.000568227+0.00879683j -0.012534+0.000297998j -0.0219209-0.00113266j 0.00174835-0.00180969j 0.0116719-0.00226806j -0.00373476+0.00318143j -0.0102651-0.00556577j -0.00236233+0.00289736j -0.00831497-0.00347996j 0.0145808+0.0062216j -0.0117967-0.00468897j 0.0196307+0.0107884j -0.0106531+0.00300142j 0.00429825-0.000192013j -0.0197523-0.00368129j -0.001108-0.000175265j 0.0146661-0.000544188j 0.00765774+0.00805904j 0.00945261+0.00474125j -0.0153376+0.00232292j -0.00508527+0.00306423j -0.00257727+3.25437e-05j -0.00189389-0.00802521j -0.000272928-0.00371905j 0.0150592+0.00388486j -0.00610996+0.000188769j 0.00276414-0.000662371j 0.00566124+0.00408601j 
-0.00322063+0.00288056j -0.0037003+0.00220625j 0.00224914+0.0011878j -0.00499471+0.00048883j -0.00131882-0.00301871j 0.00796449-0.00578797j 0.0018952-0.000978295j -0.00135407+0.000811541j -0.00269368+0.00109074j -0.00301314-0.000322551j 0.00296103-0.00121746j 0.00266178-0.00102533j -0.00870812+0.00619122j -0.0042288+0.0010616j -0.00439365+0.00206072j 0.00269083+0.00227234j 0.00694835-0.00106314j 0.00265287-0.00236337j 0.0091362+0.00177797j -0.000372433+0.00138821j -0.00891707+0.0025679j 0.0113987-0.00314963j -0.00584176+0.00292005j -0.0089692+0.004482j -0.00268022+0.000381014j -0.00703542+0.00280643j -0.0107367+0.00124133j -0.0145962+0.00346547j 0.00813311+0.00353686j 0.00179765+0.00169097j 0.0158048-0.00335735j 0.000409035-0.00253107j 0.00925762-0.00398939j -0.00660978-0.00129208j 0.00503776-0.0146588j -0.00218536-0.00442939j 0.0120577-0.00438891j -0.0128289-0.00177312j 0.00488764-0.00268976j -0.00809938+0.00290801j -0.0184947-0.001181j 0.0130912+0.0103481j -0.00258356-0.000593657j 0.0230618+0.0039437j -0.00308479-0.00548499j -0.00223448+0.00083142j -0.00277085+0.00546831j -0.00635097-0.00804092j 0.0146903+0.00568632j -0.00416595-0.000569514j 0.00275646+0.00272308j 0.000976613-0.00352414j -0.0103951-0.00376865j -0.0108705-0.00425197j -0.00470108-0.00137119j -0.00929706-0.00204205j -0.00862916-0.00269544j 0.00218801+0.00476535j 0.00183235+0.00948253j 0.0041431-0.00198059j 0.00515741+0.00623887j 0.00735819+0.000402311j 0.00353201-0.00067863j 0.00179046-0.00121631j -0.0110545-0.000479736j 0.000947399+0.00190301j -0.00665524-0.00164475j 0.0010333+0.00339789j -0.000499832-0.00377213j -0.00445852-0.00120782j 
0.00336735-0.000612793j -0.0012836+0.00120778j 0.00172279-0.00107737j 0.00185985-0.00127705j 0.00477057+6.8348e-05j 0.000926905+0.0021184j 0.00328551-0.000439305j 0.00462412-0.00214553j -0.00985435+0.0012105j -0.0121536+0.00643863j 0.00283269-0.00267433j -0.00365465+0.00250932j 0.00109566+0.00205216j -0.00877442+0.00563324j 0.00856457-0.000413683j -0.00708345+0.00221254j 0.0163293-0.00715131j -0.00147634+0.000602785j 0.0051356-7.79471e-05j 0.00293318-0.00047924j -0.000601942+0.00100416j 0.0110672-0.00123085j 0.00181108-0.00381551j 0.00221191+0.000525276j 0.0149072-0.00309217j -0.000470885-0.000415351j 0.0103402-0.00406733j 0.00110403-0.000340363j -0.00971738+0.00242072j -0.017741+0.0023276j 0.00296478+0.0022184j 0.00337333-0.00728491j -0.00393624-0.00107555j 0.00564857+0.000983353j 0.00866476-0.0170528j -0.00393377+0.00109041j -0.0151896-0.00284127j 0.0100726+0.00586975j 0.00732882+0.000787275j -0.000808342-0.00344895j 0.00314707-0.00131519j -0.00878655-0.0053377j 0.0178328+0.0103228j -0.0115017-0.00171681j -0.0150239+0.00053264j -0.00483495+0.00283768j -0.00364056-0.00115088j 0.00130351-0.00481513j 0.00360579+0.000380941j -0.00919161-0.000549674j 0.00816363+0.00448764j 0.0105002-0.00062944j 0.00913948+0.00197609j -0.00727897-0.000909481j -0.00623645-0.0043293j 0.0121482+0.0048801j 0.00228534+0.00408428j 0.00470256+0.00419224j 0.0165341+0.00475851j -1.27046e-05-0.00564394j 0.0108295+0.0023209j 0.00355966+0.00827948j 0.00209746+0.0025882j 0.000123872+0.00302773j -0.00100153-0.00684544j 0.00200615+0.000108981j 0.0048277-0.00224966j -0.000205501+1.73614e-05j -0.000832981-4.62499e-05j 0.000635268+0.00381945j 
-0.00110016-0.00277244j 0.00196425-0.000923763j 0.00444836-0.000512968j -0.00185714-0.00440208j 0.00171194-0.00365916j -0.00319469+0.000758245j -0.00226008-0.00143175j -0.0056226+0.00231538j 0.000190832-0.000935045j -0.008158+0.00392345j 0.000437684-0.00100519j -0.0103885+0.00270397j 0.00273643+0.000791567j 0.00584933-0.00232277j 0.00352858-0.00211227j 0.0127022+0.000426399j -0.00218051-0.00154351j 0.00942553-0.00423517j -0.0170359+0.00197127j 0.00314246-0.000764102j -0.00496114+0.0010539j -0.00230059-0.00012178j 0.0053901+0.00369469j -0.00619667+0.0019904j 0.00718007-0.000723164j 0.00277311-0.00142537j 0.00417119-0.00235598j 0.0208009-0.000777104j 0.0142149-0.0033702j 0.0140089-0.000432184j 0.0123795+0.00356255j -0.00513918+0.00818431j 0.00371881+0.00429586j 0.00674257-0.000423237j 0.0042655-0.00864497j 0.0147899-0.00380887j 0.00412695+0.0012973j -0.00915467+0.00528385j 0.00679699-0.0032436j 0.00193367+0.00170572j 0.017849-0.0014432j -0.0104122-0.00311498j -0.0142443+0.000472019j 0.0184003+0.00169792j -0.0105184-0.00105714j 0.0024799+0.00313576j 0.00667385-0.00274476j -0.00395488+0.00421014j -0.00515342-0.0042414j -0.000141233+0.000662665j 0.00699529+0.00203985j -0.0145416-0.00239051j 0.00396891+0.000783785j 0.0126831+0.00528209j 0.00548805-0.00106747j -0.00430879+0.000473399j 0.0021545+0.00710502j -0.00263496+0.00234224j 0.00184459-0.000918643j -0.00900068+0.00124209j 0.0033771-0.000687759j 0.000468381+0.00655706j -0.00425008-0.000777163j 0.0028409+0.0022898j -2.46836e-06+0.00241525j -0.00572465+0.00784055j -0.00422872+0.00311239j -0.00318559+0.00244158j -0.00179027+0.00323445j 0.00125687-0.00100013j 
-0.00111268-0.00155274j 0.00327096-0.00402884j -0.00323869+0.00125093j 0.00397777+0.000614076j -0.000448241-0.00119239j -0.00550891+0.00399204j -0.00155736-0.000366098j 0.00481054-0.000512967j -0.00652119+0.00527931j 0.00092753+0.00319344j -0.00447032-0.000830033j 0.000227232+0.000244777j 0.00746813-0.00275594j 0.00704079-0.000730343j -0.0138742+0.00485528j 0.00457138+0.000779915j 0.0118419+0.000603826j -8.48864e-05-0.00112382j 0.000584811-0.000481966j 0.00593657+0.00226113j -0.00350039+0.00240805j 0.00246778-0.000669291j -0.00055786-0.00256669j -0.00699631-0.00408495j 0.0121041+0.000902618j 0.0200894-0.00489164j -0.0103254+1.76753e-05j -0.0146902+0.00339257j 0.00131249+0.00221612j -0.000836509-0.000171299j -0.0130835+0.000524088j -0.00500456-0.00130961j 0.0184141-0.00130378j -0.0204384-0.00256308j -0.00478786+0.000875518j -0.00272303+0.00216866j -0.00927511-0.0045853j -0.00520308-0.00157656j 0.00927059+0.00375158j -0.00324252-0.00274687j -0.00144599+0.00023692j 0.00842029-0.00365997j 0.00241087-0.00305516j 0.00833452+0.001425j -0.00429285+0.00170512j 0.00074112-0.00156662j 0.0137015+0.00418366j 0.00349925+0.00228777j -0.00318366-0.00115201j 0.00860259-0.0015468j 0.00270641+0.00188231j 0.00924671+0.00378528j 0.00377661+0.000521362j -0.00562029-0.00431238j -0.0173986-0.00647979j -0.00212775+0.00174615j 0.0017855-0.00183772j 0.000250119+0.00368091j -0.000834831-0.00718681j -0.00421768+0.0010255j -0.00725726-0.00832661j 2.31389e-05-0.00418651j -0.00501699+0.00135649j 0.00487551+0.00223878j 0.00910941+0.00345467j -0.00683563-0.00219252j -0.000997548+0.00328635j -0.00183973-0.00131214j 0.00209969+0.00153612j 0.00475245-0.0024389j 
-0.00306138-0.00076471j 0.00184537-0.00172524j 0.000303188+0.000368145j -0.00123698-0.000267128j -0.00455927+3.23482e-05j -0.00614157+0.000569227j -0.00558468+0.00197011j -0.00473639+0.00331039j 0.00277967+7.32235e-05j 0.00761915-0.00327568j 0.00257885+0.000500239j 0.0072459-0.00103841j -0.0120288+0.0042933j 0.005633-0.00143048j 0.00721362-0.00209673j -0.000348897+0.00178821j 0.000543806+0.0023685j -0.014648+0.00146965j -0.00470073-0.00239502j -0.00133026+0.00406811j -0.0146717+0.00304638j 0.0146797-0.00516003j 0.019604-0.00591621j -0.014-0.00146714j 0.00741825-0.00252982j 0.00620499-0.000607701j 0.0152808-0.00390544j 0.0153132+0.00234711j -0.00182217-0.00338028j -0.0154047-0.000815881j -0.0207194-0.00292179j -0.00971244+0.000546271j -0.0149302+0.000461338j 0.00823931-0.00325137j 9.76309e-05-0.00287653j 0.0041318+0.00162332j -0.00374464+0.00286989j 0.000497975-0.00107967j 0.0142891+0.00109313j 0.0235471+0.00177504j 0.0034059+0.00226505j 3.94895e-05+0.00504041j 0.0133916+0.00292719j -0.00320432+0.00147842j -0.0115-0.00299693j 0.00565921+0.000427201j 0.00540351-0.00147829j 0.0115384+0.00762084j 0.00287234-0.00230603j -0.00249418-0.00491911j 0.00044198+0.00172377j -0.000184052+0.000168505j -0.00750969-0.00386277j -0.000973946-0.00365342j 0.00122936+0.00345727j -0.00620315-0.00130052j -0.00192476-0.00259446j -0.000794823+0.00250406j -0.00573614-0.00280947j 0.00283108+0.00430262j -0.00785808-0.00258421j 0.0022582-0.00144558j -0.00558811-0.00174515j 0.00143431+0.00326838j 0.00224087+0.00592801j -0.0027926-0.00128992j -0.00427933+0.00230524j -0.00122123+0.00185101j 0.000475481-7.7301e-05j 0.00107564-0.0026534j 
-0.00309476+0.00124238j -0.00166482-0.000517011j -0.00165602+0.00400998j -0.00779201-0.000755069j -0.00991978-0.000694929j -0.0122786-0.00111769j 0.000633847-0.000310162j 0.00914247-0.00457232j -1.36092e-05+0.00226338j 0.00939085-0.0013461j 0.000801797+0.0004351j 0.00140367-0.00116856j 0.0104319-0.00395745j -0.0108814+0.00109282j -0.00492408+0.00526988j -0.00657876+0.00620684j 0.00344815-0.000327553j -0.00038231+0.0015437j 0.00410878-0.00161482j 0.00461704+0.000597854j -0.0111233-0.00379721j -0.00580119-0.00102252j -0.0140696+0.00208534j 0.00833002+0.00258224j -0.000574965-0.00352857j 0.000640716+0.00149168j 0.013423+0.000885428j -0.0164138-0.00239008j -0.00947167-0.00309274j -0.00647158+0.00303962j -0.0071109+0.00286953j 0.00521942-0.00093317j -7.92855e-05+0.00091612j 0.00731593-0.00116766j -0.00261702-0.0114091j 0.0202764-0.00150672j 0.00647657-8.51865e-05j -0.00451627+0.00362304j -0.00799815+0.00498373j -0.00789772+0.00488196j -0.00229542-0.000502444j -0.00777241-0.0065081j -0.00120223+0.0032385j 0.00834555+0.000984563j 0.00457642-0.00149479j 0.000969693-0.00215386j 0.00154861-0.00471059j -0.00633003-0.00147478j -0.0038477+0.00362438j -0.00758785-0.00536057j -0.00565348-0.00299206j 0.00824553+0.00741079j -0.00308988-0.000351254j 0.00315579+0.00337263j 0.000124037-0.00662912j -0.00375061+0.0111509j -0.0242686+0.00227263j 0.0131762+0.00158549j -0.0118777-0.00661665j -0.0127068+0.00464285j -0.00044064-0.00282369j -0.0073118-0.00164559j 0.00422743-0.0022118j 0.0062895-0.00172183j -0.00205421+0.00663664j -0.0108184+0.00418591j -0.00953204+0.0017865j -0.00765141+0.00267996j 0.00175051-0.000869068j -0.000700607-0.00210498j 
-0.00357611-9.74956e-05j -0.00110624-0.00230696j 0.00172213+0.00138389j 0.000410895+0.00225614j -0.00434831-0.00110786j 0.00338229+0.00287912j 0.00300457-0.00139658j -0.00203285-0.000299637j 0.00337177+0.00161091j 0.00238621+0.00272705j -0.00410308-0.00222181j 0.00319632-0.00402704j 0.00195421+0.0055366j -0.0116303+0.00604813j -0.0119287+0.00135j -0.00903875-0.00208337j -0.00566844+0.00289591j 0.00969868+0.0007094j 0.00776761-0.00125387j 0.0123008+0.00314845j -0.0201334-0.00180591j 0.000102652+0.00971772j -0.014486+0.000460913j 0.0130142+0.0017028j -0.00645426-9.60214e-05j -0.0203718-0.00611303j -0.00816022-0.00191166j 0.00146699+0.00288812j 0.013167-0.00419786j -0.000437359-0.00646767j -0.000647187-0.00394328j -0.00080935-0.000752675j -0.00202467-0.00477888j 0.000903473+0.000896528j 0.000444495-0.00553111j 0.00956121+0.00932482j 0.00479084+0.00224586j 0.00705534-0.0007021j 0.00164016+0.00129429j 0.0041127-0.00157143j -0.00443465-0.00242669j 0.00527841+0.00136619j 0.0042647-0.00595736j -3.75277e-05-0.00212938j 0.00457343+0.00311805j -0.00401121-0.00391471j 0.00568691+0.00324789j 0.0158588+0.0053503j -0.00075478-0.00591186j -0.00490077+0.00475489j -0.000506037-0.00768523j 0.0125857+0.00503087j -0.0153778+1.45308e-05j -0.00317119-0.00765757j -0.018366+0.00374356j 0.00678927-0.00266912j -0.00253721+0.00527083j -0.0150948+0.00543719j 0.00546456-0.00311447j 0.0101096-0.00481399j -0.00324996-0.00262044j 0.00901085-0.000905652j -0.00603946+0.00405422j -0.000241811+0.00811517j 0.0135438-0.0103046j -0.00734014+0.00259305j -0.00385858-0.00234573j 0.00280207+0.000300657j -0.00052377+0.000595337j 0.00180874+0.00140677j 
-0.00127744+0.00318132j 0.00623099-0.000664617j 0.00477757-0.00220395j 0.012038-0.00492586j 0.00106202+0.00211415j -0.00403616+0.000693999j 0.0109006+9.45741e-05j -0.00900672+0.00504666j -0.00848135+0.00431949j 0.00432709-0.00479665j -0.000446592+0.000830226j 0.0109263+0.00538274j 0.0054496-0.00316262j -0.0137599-0.00301629j -0.0217539+0.00407437j 0.0081216-0.00668356j -0.00145568-4.47958e-06j -0.00564748+0.000725996j 0.00469431-0.00555537j 0.00710999+0.000207383j -0.0142753-0.00285051j -0.00794658+0.000866377j 0.00698452+0.00026271j 0.0115363-0.00748845j 0.00158255+0.00114077j -0.0131573+0.00251911j -0.00911416-0.00465134j 0.00293968+0.00544518j -0.00280444+0.0030195j -0.000347472-0.000801864j 0.0100217+0.00276413j 0.00669717+0.00432644j 0.00153853+0.00451851j 0.00230769-0.00201489j -0.00233667-0.0065511j -0.00678357-0.000272243j 0.00227755-0.00514386j 0.00336906+0.00135836j -0.0061778-0.000997422j 0.00320705-0.000683782j 0.000459115+0.00203877j -0.00336829-0.000471008j -0.00545517-0.000775592j -0.00491513+0.00135232j -0.00779328+0.00258118j -0.00118898+0.00296849j 0.00743876+0.00430693j -0.00139877-0.00690781j 0.00576067+0.00189606j 0.00603096-0.00457761j -0.000922355+0.00530716j 5.9815e-05+0.000729082j 0.0154013-0.00225057j -0.00714136-0.00210799j -0.00304827+0.00279104j -0.00146096+0.00102209j 0.0117358-0.00644468j 0.0127112-0.00660136j -0.0188572-0.000643449j 0.00872388+0.00160795j 0.00418853+0.0139391j 0.000386437-0.00603887j -0.00610866-0.0057626j 0.00294044+0.00626869j -0.0120049+0.00179536j 0.00712646-0.0161376j 0.00593603+0.00122392j -0.00132206+0.00292183j 0.00671551-0.00475149j -0.00465774-0.000665186j 
-0.002251+0.00235165j -0.00170911-0.00130401j 0.00609811-0.00185907j -0.00040323+0.00039469j -0.00135397-0.00125105j -0.00517441+0.00118571j 0.000975216-0.0040709j -0.0102814+0.00255223j -0.00982796+0.00469765j 0.0161107+0.00025713j 0.0090448-0.00276602j -0.0189176-0.0029146j -0.00202076+0.0045394j -0.0102375+0.00115902j -0.00483997-1.66132e-05j -0.0185882+0.00187118j 0.00764798-0.00106261j -0.0171251+0.00680249j 0.0244079-0.00164439j -0.00745902+0.00273904j 0.0153494-0.00320215j 0.000400085+0.00417697j 0.0222647-0.000360947j 0.004433+0.00204263j 0.00428825+0.00127017j 0.00343256+0.00222593j -0.00213954-0.00333009j 0.0094189+0.0053252j -0.00714471-0.00140222j -0.00400687-0.00235578j -0.00668692-0.000915475j 0.00271166+0.00141732j 0.00327681+0.00765809j -0.00418125+0.00300569j -0.00056917+0.00335766j 0.00236881+0.00125543j 0.00441244+0.00070368j 0.00304653+0.00429598j -0.00156802+0.00212045j -0.00278222+0.00262895j -0.00478849-0.00600219j 0.00299374+0.00352601j 0.00310991-0.00216996j 0.00111098-0.00242027j 0.00359076-0.000515847j 0.00203759+0.0027085j 0.0143865+0.00811127j 0.00386653-0.00126362j -0.00230033+0.00264781j -0.0216634-0.00553474j 0.00405482-0.00546791j 0.0022553-0.000426247j -0.00902792+0.00505879j -0.00214408+0.000664348j 0.00223828-0.0024525j 0.00286679-0.00180645j -0.0055294+0.00825613j -0.000558689-0.000446069j -0.00260665-0.00396708j 0.00352554+0.000679941j 0.00567307-0.00137055j 0.00829933+0.00112384j -0.00107408+0.00305052j 0.00515429-0.00170523j 0.00511611-0.00589662j -0.00884296+0.0104812j 0.00289611-0.001814j 0.00243815-0.0003872j 0.000451067+0.00205535j -0.000549528+0.000864814j 
-0.00762665-0.00361042j -0.000852146+0.00475334j 0.000410768-0.000149043j -0.0111291-0.00355317j 0.000503161-0.000950208j 0.00579058-0.00192307j 0.0103405+0.00226173j 0.00476907+4.80821e-06j -0.0082522-0.00439806j 0.0114883-0.00376813j 0.00901108+0.00109693j -0.000429177+0.00307933j 0.00159972+0.00231427j -0.00883831+0.0023394j -0.00554993+0.00355202j -0.00678945+0.000467518j 0.00635863-0.00319087j -0.00199249-0.00315669j 0.00801096+0.000778296j -0.00507512+0.00271592j 0.00621592-0.0014563j 0.00567106+0.0008346j -0.0039306+0.00044929j 0.000866043+0.00100596j -0.00278491-9.52301e-05j 0.00985792-0.00355759j 0.00324569-0.00352179j 0.00279698+0.00605772j -0.00280018+0.00288303j 0.000548618-0.0014577j -0.00624468-0.0072052j -0.00789523-0.00748308j 0.00190346+0.00263288j -0.00551955+0.00248061j 0.00637764+0.000865125j -0.00467128-0.00769819j -0.00254177+0.00579005j 0.00301999+0.00505878j -0.00640863-0.0032887j 0.00593486-0.0106061j 0.00568323+0.00451116j -0.00508109+0.00851546j -0.0196993-0.00548518j -0.00577768-0.00181238j -0.0071966+0.00111749j 0.00947106-0.00433078j 0.00697834-0.0108931j 0.00763162+0.0131702j 0.013749-0.0117605j 0.00857922+0.00696223j -0.00486365+0.00982327j 0.0106653-8.93658e-05j 0.0125916-0.00545141j 0.0114866+0.00196629j -0.00589762+0.0112519j 0.0100379+0.00546113j -0.00156717-0.00720547j -0.0161709+0.0141279j 0.00358391+0.00609752j 0.000436065-0.00254114j -0.00491437+0.00314074j -0.00191141+0.0169306j -0.0018698+0.00025016j -0.014596+0.014292j -0.010535-0.00386135j 0.00631898-0.00264821j -0.00679072-0.00170067j -0.00416411+0.00607586j -0.00777142+0.00037613j -0.0062591+0.00316881j 
-0.00912966-0.00449082j -0.00463159+0.000978518j 0.000100402-0.00860308j 0.0086403+0.00471341j -0.00810744-0.00090445j 0.00188811-0.0036653j 0.001669-0.00610659j 0.00627465+0.00580227j -0.00407705+0.000707318j 0.00169454-0.00110909j 0.00216529+0.00232063j 0.00294409-0.000569933j 0.00291512-0.00256301j -0.00972062-0.00200047j -0.00861738+0.00308311j 0.00774859+0.00107793j -0.000516662+0.00388906j 0.00460051-0.00229367j 0.00387322+0.00472632j 0.00152831-0.00172332j -0.0127835+0.00113239j -0.000406613-0.00459059j -0.00404121+0.0025595j 0.00323423-6.41387e-05j -0.00156785+0.00256709j -0.00215973-0.000701331j -0.00422288-0.000491023j -0.00269836+0.00256923j -0.00549899+0.00292712j -0.00231888+0.00209391j -0.0021089+0.00307711j 0.00015058-0.00152662j 0.000954997+0.00297936j 0.000866348-0.00125441j 0.00228139+0.00382219j -0.00164104-0.00735303j -0.00259273+0.00080235j 0.000734743+0.00532734j 0.00505234+0.00118335j -0.0042396-0.00215519j 0.0020212-0.00288986j -0.00254291+0.0114359j 0.000791352-0.00494071j 0.00063192+0.00420878j -0.00153292-0.00402216j 0.0107962+0.0036015j 0.00398403+0.00386509j -0.00562428+0.00332447j -0.00385479-5.30288e-05j 0.00116677+0.00155492j 0.00810591+0.00327251j -0.0023233-0.000956683j 0.00341143+0.00816888j -0.00257097+0.00734804j 0.0172189-0.0025871j 0.00769771-0.00860832j 0.0135863+0.00256494j -0.00393865+0.00247794j 0.00605197-0.000313415j -0.0111242+0.000834325j -0.0048924-0.0128665j 0.00560104+0.00916041j 0.00333971+0.00651363j -0.00224335-0.0166376j 0.00198687+0.00982587j -0.00338932+0.0212102j 0.00739852+0.00356511j 0.0131467-0.00769438j -0.0150676+0.00941744j 0.00464636-0.00772162j 
-0.00925365+0.000928971j 0.00929804+0.00710086j -0.00885348-0.00357441j -0.000301704-0.00469937j -0.000430547+0.00332869j 0.000627185+0.00470173j -0.00286344-0.0045765j -0.00362408-0.00448218j 0.00238632-0.00326611j -0.00201987+0.000880913j -0.00563778-0.000388277j 0.00219671-0.00163892j -0.00144143-0.00242039j 0.00860612-0.00532725j -0.0079766-0.00165474j 0.0103986-0.00572437j -0.00335234-0.000975919j -0.00322528+0.00345058j -0.00686056+0.000944282j 0.00402289-0.00313624j -0.00780881-0.00189593j 0.0075251-0.00291945j -0.000489434-0.00286258j -0.00075748-0.00110165j -0.00498587+0.000489897j 0.000768026+0.00335765j 0.00202266-0.00300982j -0.000274545-0.00594242j -0.00228197+0.000381716j 0.000966755-0.0025282j 0.00349546+0.00603347j 0.00128896+0.00171052j -0.00313276-0.00113501j -0.00366005+0.00390733j -0.0047327+0.00836028j -0.00183375+0.00803813j -0.00125488-0.000615788j -0.00474529+0.000121641j 0.00193981+0.00508398j 0.00522177+0.00737651j -0.00171063-0.00124008j 0.0103026-0.011572j 0.00131366+0.0075869j 0.00493447-0.00565659j -0.0017268+0.000402446j 0.000761213-0.0017478j 0.000385914-0.00477489j -0.00272638-0.0109511j 0.00274401+0.00384179j -0.0126645+0.00144386j 0.000730968-0.0115688j 0.00186052-0.00209468j -0.00666674-0.000108243j 0.00188039-0.00107468j 0.00889675+0.00072666j 0.00466923+0.00850253j -0.00942982+0.00980508j 0.0121005-0.00616349j 0.00433823+0.00388481j -0.001987-0.0142289j 0.0106805+0.00701837j -0.000330462+0.00736162j 0.00939803-0.000967957j -0.00986508+0.00686915j 0.00402066-0.0202305j 0.00251298+0.0110589j 0.00670427-0.00927498j 0.00165082-0.00247815j -0.00831059+0.00972721j -0.0178065+0.00849134j 
-0.0031609-0.00754816j -0.00898926+0.000897418j 0.00579796+0.000370365j 0.000817783+0.00172946j -0.00313291+0.00114122j 0.00399175+0.0018602j 0.00755797+0.00492491j 0.00724467-0.00292285j -0.00559945-0.00432277j 0.00598464-0.00541909j 0.00219496-0.0052094j -0.00321719+0.00880836j -0.0118494-0.00667199j -0.00165962+0.00672523j -0.00447913+4.92292e-05j -0.0107334-0.00983406j 0.00340102-0.00365762j -0.0012642+0.00179547j 0.00630779-0.00323664j -0.00151808-0.00132476j -0.00115544+0.00778082j 0.0014736-0.0025619j -0.000862014+0.000588782j 0.00450629-0.00117532j 8.78852e-05-0.000556164j -0.0033115+0.00160052j -0.00302928-0.0022129j 4.64751e-06-0.00243252j 0.00469858+0.00097394j -0.00314437-0.000809882j 0.00682825+0.000146789j -0.00366403+0.00711124j -0.00509351-0.00465182j 0.00131155+0.0118778j -9.26736e-05-0.00346885j -0.00379447+0.0152242j 0.00126837-0.00033004j 0.00196174-0.00693262j 0.00101092-0.00990267j 0.0136975+0.0052153j 0.00223569+0.00703895j 0.00833236-0.0183405j 0.0013096+0.00796178j 0.000569866-0.00549366j -0.00604721+0.00494275j -0.0106702+0.00326657j -0.0108129-0.00296469j 0.00350134-0.0128467j 0.00847678+0.00217175j 0.0020285+0.00319223j -0.00172733-0.0123112j -0.0136853+0.00385407j 0.00338874-0.00970317j 0.00939613-0.00573915j -0.00424641-0.00258803j -0.00630713+0.00924041j 0.00655957+0.00550247j 0.00945038-0.0106458j 0.000897035-0.00248701j 0.00107393-0.0096557j -0.0118563+0.00788625j -0.0153759+0.0106722j 0.00652518+0.00132921j -0.0015752-0.00613778j 0.0103851+0.00689735j 0.00591012-0.00438666j -0.0068502+0.00642867j 0.00155995-0.00413656j -0.00996455+0.000573888j 0.00749299-0.00841462j 
