-0.166155+0.0220275j 0.0170169+0.17035j -0.0566808-0.0883171j 0.107795-0.0256194j -0.0828683-0.0595767j 0.0525927+0.00448885j 0.0406029-0.066413j -0.00607058+0.00519298j -0.0593992-0.0556134j -0.0941869+0.096452j -0.0236445+0.0754303j -0.0453215+0.0546187j -0.0173906-0.16137j 0.0566491+0.0475883j 0.182609-0.0859761j 0.0929396+0.163141j 0.0765737+0.0253916j -0.0359016+0.0571098j -0.120376-0.0542464j -0.0706632+0.096546j 1.76716e-05+0.0149517j -0.0280868-0.0865465j 0.0397714+0.0680639j 0.0235654+0.0443615j -0.0163508+0.00669819j 0.0611736+0.0964106j 0.0422449-0.00961742j 0.154327-0.00216588j -0.0314318-0.0116289j 0.0136943+0.0205083j 0.0121638-0.0588266j -0.000353703+0.0913406j 0.0225424-0.0703526j 0.075095-0.0177681j 0.0338147+0.0177937j -0.0226465-0.0238541j -0.0452734+0.0344636j -0.00817848+0.025043j 0.0280313-0.0416087j 0.0592993-0.015343j -0.0516185+0.091007j -0.0157603-0.0576419j 0.0502586-0.00591234j -0.0386974+0.132636j -0.036188-0.0498823j -0.125684-0.0838906j -0.130218-0.0174246j 0.156677-0.235664j -0.0663519-0.0156424j -0.0722671-0.0447434j -0.0333723-0.0245232j -0.0234763+0.00059953j 0.00938996-0.0180137j 8.60687e-05-0.00335908j -0.0365919+0.00438375j 0.0112858-0.104489j -0.0707827-0.0314635j 0.0263688+0.0302742j -0.152543-0.170753j -0.00637825+0.0499408j 0.00104635-0.249735j 0.0267196-0.0650568j -0.168275-0.0445579j -0.13982+0.119664j -0.0100704-0.0786797j 0.0998456-0.0402255j 0.178811+0.0463626j 0.0715145-0.0885574j -0.0838591-0.0769687j 
-0.00163546+0.00311902j 0.00350889+0.00152594j -0.00710737+0.000795061j 0.00260385+0.00168593j 0.00451799+0.000836338j -0.000555712+0.00126112j 0.00556049-0.00752357j -0.00235022+0.000739781j 0.00259902+0.00777669j -0.00485158-0.00110207j -0.00876613-0.000390745j 0.00427537-0.00278986j -0.00259874-0.00405905j 0.00375404-0.00208291j 0.00381102+0.00325552j 0.000148157+0.00217155j 0.000361257+0.00268265j -0.00141447+0.00141493j -0.00284327-0.00193754j 0.00342541-0.00243514j -0.000907535+0.000112263j -0.00616143-7.92983e-05j 0.00919198+0.000169727j -0.000850196-0.00163313j -0.00205015+0.00527478j 0.000299155+0.000340472j 0.00228032+0.000880217j -2.96758e-05-0.00184036j 0.00316615+0.00447352j -0.0115892+0.00263951j 0.00421548+0.00361882j -0.0102508-0.00480795j -0.0031249+0.00327912j -0.005302-0.00702748j -0.00520663-0.0047511j 0.00411444-0.00317538j 0.0116705-0.000853532j 0.00288803+0.00203208j -0.0153076+0.00268767j 0.00770462-0.00468636j -0.00266429+0.00525453j 0.0101162-0.00110673j -0.00421197-4.14873e-05j -0.00459368+0.00831303j -0.00768746+0.00378318j 0.00734123-0.000856676j 0.00224863+0.00201615j 0.00211161-0.00123405j 0.00347596+0.00118896j 0.00120008-0.000545209j -0.000882892+0.00215098j -0.00352903-0.00214269j -0.00340827+8.18103e-06j 0.00109606-0.000471753j -0.00429646+0.00397732j 0.000568756-0.00311295j 0.00111973+0.00117546j 0.00187357+0.00110139j -0.000284743+0.00136637j -0.00361416-0.00286526j 0.000486291+0.000953577j -0.000628131-0.000807088j -0.00276087-0.00324457j -0.00281685-0.00355935j -0.00257588-0.00100442j -0.00109992-0.000964325j 0.00280192-0.000938179j -0.000579546-0.00209982j -0.00470829+0.00587779j 
-0.000179167+0.00157401j -0.00211356-0.00310028j 0.00173569-0.000628834j -0.000613828+0.00181652j 0.00240222+0.000298026j 0.000615739+0.00231614j 0.000723548+0.000324171j 0.00135787-0.00201118j -0.00210287+0.00241909j -0.00178823-0.00167723j 0.00104201+0.00273813j 0.00349552-5.94605e-05j -2.6033e-05+0.00105963j -0.000567133+0.000440835j -0.00240134-0.000481193j -0.000807841+0.00381879j 0.000509592-0.00358746j 0.00175604-0.000999529j -0.000214864-0.00214693j 0.000915766-0.00159522j 0.0012852-0.00216137j 0.00125458+0.00509986j -0.00347631-0.00147412j -0.00150405-0.00216633j 0.000726516+0.00549552j 0.00142341+0.001027j -0.00115174-0.00281277j -0.00227855+0.000109918j 0.000310305+0.000598078j 0.00275736+0.000709088j -0.00395682-0.00232236j 0.00204912+0.00300551j 0.00357316-0.00160067j 0.0040988+0.000172198j 0.00257801+0.00232818j -0.00297753+0.00641446j -0.00210871+0.00194303j 0.00101176-0.00306584j 0.00345827+0.00154208j -0.00298762+0.000393707j 0.000486649-0.00103403j -0.00179474-0.000123796j 0.00190532-0.00284088j -0.00103607-0.000777873j 0.000257942-0.000903932j -0.00375146+0.00282022j -0.00116929-0.0013198j -0.0010944+0.000153607j -0.00284653+2.85982e-05j 0.00137704+9.1711e-05j 3.80653e-05-0.000293534j 0.00335407+0.000138121j 0.00226266-0.000566853j -0.000574401-0.000505506j 1.0802e-05-0.000172997j 0.000484263+0.000667344j 0.000149726-0.00122211j 0.000178428-0.000831114j 0.00140864+0.000715385j -0.000560752+0.000751248j -0.00035066+0.00077314j -0.000335341-0.00150148j 0.00334552+0.0002826j 0.000738155-0.00267924j 0.000130607+0.000752672j -0.00194246+0.00136227j -0.000661749+0.000175785j -0.00125429+0.0016803j -0.00142549+0.000125759j 
0.000753621+0.00513118j 0.000226996+0.000172875j -0.00364339-0.00294393j -0.00347374-0.00730244j -0.00136434-0.00204037j -0.00101673+0.00724253j 0.00263698-0.00132943j 0.00345545+0.000804258j -0.0012078-0.00202785j -0.00372773+0.0113278j -0.00583081-0.00210161j 0.000452679-0.00731987j -0.00541422+0.00543232j -0.00280633+0.00631442j -0.00631004+0.00397508j -0.000774469+0.00634957j 0.000734541-0.000405633j -0.000852977+0.0072826j 0.00175894+0.000424934j 0.00167077-0.00409533j -0.000488006+0.000242124j -0.00100801-0.00594095j -0.00523052-0.000156899j 0.00284884-0.000487565j -0.00147943-0.000278936j -0.00280284+0.00565969j 0.0012739-0.000671456j -0.00459063-0.00434786j -0.00680249+0.00334253j -0.00308317+0.00543176j -5.468e-05-0.000697162j -0.000895218-0.000121753j 0.00106507+0.00117026j 0.00186248-0.0106272j -0.00271634+0.00162657j 0.00143067+0.00132225j 0.00613688-0.00506642j -0.00235243-0.00267599j -0.00660576+0.00924106j 0.0041624-0.00538848j -0.000542611-0.00530295j 0.009487-0.00539934j 0.00612642-0.00310764j -0.0101708+0.00203868j 0.000782665-0.00136186j 3.87848e-05+0.00403671j -0.00250621+0.00146488j -0.00171265-0.00041145j -0.00172961+0.00082312j 0.000705035+4.72781e-05j -0.00085095-0.00221994j -0.00299791+0.00118983j -0.00104279-0.000560377j 0.00108994+0.00205372j -0.00166378+1.01075e-05j -0.00495277+0.00253844j -0.000129971+0.000634095j 0.000112391+0.00095204j 0.0013981+0.000370964j -0.00275704-0.00101562j -0.000463333+0.00183458j 0.0014304+0.000312608j -0.000575744-0.0043747j 0.0019084-4.71847e-05j -0.000515065-0.000111587j 0.000913179+0.000312087j 0.00244364+0.000737678j -0.00334807-0.00128281j -0.00119712+0.00316205j 
-0.00163767-0.00281296j 0.00118402+0.00254233j -0.000157192+0.00254147j -0.00222907-0.00424j -0.00959119+0.000958194j 0.00569125-0.0118255j 0.00888309-0.00493357j -0.00996627+0.0108654j -0.00167582-0.000760756j -2.98534e-05-0.00873582j -0.0046175-0.00749273j -0.0108407+0.00477j 0.00810663-0.00492408j 0.00469233-0.00682966j -0.00194788-4.01755e-05j 0.00249377-0.00469807j -0.00638716-0.00115755j 0.00384259-0.00278764j -0.00555692+0.00580447j 0.00273323+0.000336697j 0.000267357+0.000173716j 0.00339646-0.00457337j 0.00325795+0.00302569j -0.00725133+0.000578989j 0.00398343+0.00256821j -0.00105762-0.00399478j 0.000511555-0.00595151j -0.00026828-0.00133105j 0.00693957-0.0102316j 0.0119048-0.00175853j 0.00572738+0.0107376j -0.00213721-0.0074846j 0.0102423+0.00565647j 0.00246705-0.000510432j 0.00586013-0.000223606j -0.00165357-0.0182014j -0.00667997+0.00201303j 0.0100878+0.00380019j 0.00365189+0.00363228j 0.00328389-0.00137357j 0.00249071+0.0026185j 0.000319131+0.001507j 0.000240203-0.00477509j 9.48715e-05-0.00164316j 0.00513451-0.00372891j -0.00168027-0.000508364j -0.00228819-0.00192685j -0.00221668-0.00220609j -0.000192619-0.00114314j -0.0017766+0.00324305j 0.00168643-0.00188096j 0.000514756-0.00124893j 0.00171791-0.00279356j -9.32427e-06+0.00114109j 0.00196402-0.0015637j -0.00138212+0.000889892j -0.00177323-0.000572241j -0.000847191+0.000476634j -0.00112784-0.00321199j 0.000167707+0.000958401j 0.00075276-0.000157683j -0.000608341+0.00237574j -0.000951859-0.000246501j 0.000515293+0.00276678j 0.000449869+0.00222322j -0.000770227-0.00149181j 2.82526e-05+0.000642439j 0.000601094+0.00119174j 0.000513283-0.00180101j 
-0.00056895-0.0012088j 0.00262922+0.00362876j 0.000272126+0.000634938j 0.00158035+0.00279395j -0.00803248-0.00238218j -0.00131325+0.00170373j 0.00867938+0.00633554j 0.0112419+0.0151308j 0.00262336+0.00822752j 0.00734556+0.000900753j -0.000816667-0.000670121j -0.00764085-0.0115393j -0.000851594-0.00429871j 0.00760922+0.00727893j -0.000491441-0.00063123j -0.00656376+0.00036367j -0.00458323-0.0026864j 0.000788183-0.000291936j -0.00401055-0.00101766j -0.000849809-0.00653863j -0.00389062-0.00240678j -0.00225748-0.000302832j 0.00409435-0.00531572j 0.00091147-0.00587332j 0.00298973+0.00805004j 0.00179433+0.00886581j 0.000709689-0.00548453j 0.00223759-0.00471892j 0.00295534-0.00129661j -0.00871335-0.00799789j 0.00330593-0.00250031j 0.00635648-0.00357706j 0.00484085-0.00144761j -0.000732312-0.0137205j -0.00231752+0.00254217j 0.00154614+0.00244711j -0.000970007-0.00183191j 0.00384664-0.00541386j -0.00197543+0.005599j 0.00393114-0.0044296j 0.00044296-0.000194914j -0.00285857+0.00158361j 0.00337294-0.00232442j 9.0999e-05-0.00488554j 0.000131914-0.000287993j 0.00319415-0.00187927j 0.00070929+0.00016736j 0.000446745+0.000625682j 0.00381222-0.00161983j 0.000634015+0.00171335j 0.000219126-0.000436556j -0.0183576-0.0057623j -0.0158125-0.00493377j 0.00345669+0.00147042j -0.00169535-0.00173957j -0.00205416+0.00120865j 0.000740724+7.90658e-05j -0.00127942+0.000501086j -0.00411942-0.00132047j -0.000221592-0.00197487j 0.00347241+0.00277095j -0.000689769+0.00280139j -0.000598341-0.000676628j 0.000615086+0.00239664j 0.00136408-0.00166972j -0.000671364+0.000657628j -0.000883714+0.000248524j -0.000225053+0.000871482j -0.000642234-0.00122526j 
0.00601153+0.00471413j 0.000250407-0.00603251j 0.00533162+0.00545042j 0.00120243-0.00395747j -0.00217851+0.00233542j -0.00386906-0.00181008j -0.00210201+0.000671932j 0.00102627+0.00168917j 0.00163523-0.00636053j 0.000579233+0.00274057j -0.00351172-0.00407688j -0.00533618-0.00696445j 0.00627117+0.00544082j -0.000382196+0.00206961j -0.00427804-0.00327275j -0.00591977-0.00617346j 0.00771926-0.00151172j -8.89862e-05+0.00668474j 0.00968748+0.00324973j -0.00240608-0.00262888j 0.00192533-6.9166e-05j -0.00142318-0.00623645j -0.0137755-0.00374137j -0.000650115-0.000833492j 0.00702878+0.000938756j -0.00197788-0.000978615j -0.00547256+0.00463724j 0.0104812-0.00311641j 0.0052432-0.00208497j -0.0001709-0.00322649j -0.0101819+0.000333889j 0.000165895-0.00264672j 0.000174422-0.00238056j 0.00216428-0.00495646j 0.00406574+8.92663e-05j -0.00209415-0.00398486j -0.00052333-0.0039308j 0.00429186+0.000945595j -0.00135475+0.00397316j 0.00700052-0.000143784j 0.00113334-6.85868e-05j 9.24287e-05+0.00387364j 0.003802+0.00299154j -0.000797282+0.000395805j -0.00674155-0.00724023j -0.00718492+0.00330428j 0.0024159-0.010945j 0.00234758+0.000669442j 0.000189912+0.00103861j 0.00283587-0.0122491j -0.00298207+0.00664307j -0.00319485-0.00479547j -0.0066204+0.00215793j -0.000725765-0.00125098j 0.00358674-0.00417412j 0.000446431-0.00718028j 0.00481761-0.00989136j -0.000565044-0.00347739j -0.00224356+0.00283849j 0.00240566+0.00852447j -0.00211379-0.000541627j -0.000894814-0.000630103j 0.00179787+0.00441836j 0.00414045-0.00621029j -0.00208772+0.00394105j 0.000105227+0.00121495j -0.00307549-0.00321596j -0.00105967+0.00194543j 0.00232622+0.0050648j 
-0.00197445-0.00213266j 0.00296737+0.00323931j -0.0074949-0.0056127j -0.00461584-0.00623426j -0.00552793+0.00531927j 0.00232346-0.00176945j 0.000535877+0.00353641j -0.00290836+0.000140521j 0.0114556-0.00439794j 0.0044164+0.0136513j -0.0046383-0.00572884j -0.00786333-0.000871538j 0.00138789-0.00025226j -0.00363478+0.00100791j 0.00282426+0.000459774j 0.00135315-0.00394193j 7.43955e-05+0.00151382j -0.000226111-0.000102204j 0.000435052-0.00273199j 0.00255435+0.00052473j 0.00413508+0.00408164j 0.00176663-0.0125083j -0.00403149+0.00106183j 0.000592529+0.00616007j -0.00121037-0.0108082j -0.00525172-0.013823j -0.00123224+0.00255849j 0.00404821-0.00457883j 0.000515533+0.00482299j 0.00900856+0.000110735j 0.0049439-0.00656902j 0.0030682-0.00296038j -0.00467677+0.00451656j -0.00484421-0.00396075j -0.00149345-0.00325356j 0.00227139-0.0133371j 0.00156226+0.00101021j -0.0021875+0.00235812j 0.00286987-0.00304867j -0.00356623-0.00173576j -0.00243681-0.00223763j 0.00341883-0.000243541j 0.00217295+0.00167469j -0.00408442-0.00148468j 0.00334315+0.00395244j 0.000716033-0.00229088j -0.000616649+0.000322948j -0.0002832-0.000447844j 1.78039e-05+0.000459175j 0.00126721+0.00127858j 0.00161289-0.00233781j -0.000487955-2.28594e-05j 0.000165918-0.000634902j -0.000734483+0.000597008j -0.000878927+0.00223255j -0.000937215+0.00107151j -0.000475461+0.00210843j 0.000503106+0.000382459j -0.000943004-0.00132894j -0.00246064-0.00143975j 0.00151898-0.00049955j 0.000172163-0.00204678j -0.00205195-0.00431066j -0.002891+0.00110135j -0.000311783+0.000739925j 0.00323972+0.00109945j 0.000121222+0.00186522j -0.001258-0.00215013j -0.00238057-0.000222641j 
-0.00150685-0.000161419j 0.00266027+0.00217407j 0.0027951-0.00573687j -0.00574701+0.000785639j -0.00335476-0.0054174j 0.0012845-0.00199907j -0.0148584+0.0108889j 0.00631163-0.000918122j 0.00330589-0.0142861j 0.00382924+0.00259307j 0.00774507-8.67335e-05j 0.000788034-0.00560108j -0.00180185-0.000214774j 0.000967542-0.000976139j 0.00478468-0.00130891j -0.00237246-0.00164547j -0.00258629-0.00431526j -0.00317069-0.000575528j -0.00243739-0.000323524j -0.000250663+0.00210725j -0.00299162+0.0031821j -0.00197518-0.000114748j 0.00817017-0.000320169j 0.00212531+0.00220157j 0.000491218-0.00464206j -0.00199245-0.0066342j -0.00154282+0.000175586j 0.00276515+0.00319569j -0.0085759+0.00156323j 0.00138404-0.00950972j 0.0025902-0.000479762j 0.0092772-0.000179794j 0.00271704-0.00367227j 0.0008766+0.00737635j -0.0011401+0.000464681j 0.00393349-0.0084075j -0.00316669-0.00298259j 0.000216521+0.0031365j 0.0024657-0.00405329j 0.0012029-0.00191025j 3.51297e-06-0.0039068j -0.002807-0.00208663j 0.00233303-0.00300821j 0.00169794-0.00284671j 0.00510736+0.00232247j 0.00459752-0.00165477j -0.000103854+0.0028618j 0.000577377-4.27249e-05j 0.00556021-0.00210894j 0.00344226+0.00383626j -0.00178742-0.00423488j -0.0176606+0.00643691j -0.0128333+0.00239325j 0.00169982+0.00124279j -0.000651008+0.00023394j -0.00629017+0.00438318j -0.00205597+0.00310095j -0.00162941+0.00182353j -0.00112466-0.000572428j -0.000951189+0.000939944j 0.00357453+0.00120868j 0.0012355+0.00265593j -0.00229306-0.00204054j -0.000553644+0.00450232j 0.00141501+0.000506773j 0.000221533+0.000413186j -0.000451197+0.00200633j 0.000156888-0.00016483j -0.00086336-0.00260348j 
-0.00068866-0.000928013j 0.00158033+0.000392867j 0.00407685-0.000154489j 0.00329624+0.00330843j 0.00338436-0.00282158j 0.000455446-0.000241053j -0.00559025+0.00474824j 0.00064078-0.00272357j -0.00329218-0.00337052j -0.00158816-0.00183954j 0.00436465+0.00389816j 0.00439204-0.00228425j -0.000726695-0.00119824j 0.00222084-0.00163932j 0.00238638-0.00288702j -0.00305687-0.000649346j 0.00352475-0.000942183j -0.00250059-0.00223003j -0.0015956-0.000671307j -0.00293524+0.00141728j -0.00303604+0.000136897j -0.00151929+0.0063457j 0.00697535+0.00290635j -0.000261172+0.00089975j 0.00277365+0.0018443j 0.00499219+0.00219689j -0.00098543-0.00166248j 0.000898553+0.0020038j 0.00181419-0.00147466j -0.00524224-0.00379131j -0.00344142+0.000287562j 0.0008538+0.00141163j 0.00164376-0.00426308j 0.000634898+0.0045615j 0.00052618+0.00302967j -0.00205324+0.000569501j -0.00118719+0.000343727j 0.000430106-0.00142148j -0.000774327+0.000399657j 0.00396191+0.00235443j 0.00137242+0.00192562j -0.00289448+0.000440748j -0.000233587-0.000755048j 0.00115439-0.00101787j -0.000987099-0.000583196j 0.000117562+0.00158513j -0.000991451-0.00186782j 0.00193022-0.000728671j 0.000518772-0.000898319j 0.00128013-0.000923015j -0.00170478+0.00133473j -0.00530971+0.00122435j -0.00464431+0.00236652j 0.000445037-0.000337851j 0.000117357-0.00108788j -0.00345077-0.00155009j -0.000182339-0.00291345j -0.00117168-0.000613838j -0.000809296+0.00104133j 0.00131594+0.00317379j 0.00120763-0.00123149j -8.43521e-05+4.16513e-05j -0.000131932+0.00176846j 0.00053963-0.000482037j 0.00107355-0.000542354j -0.00101815+0.000294913j -0.000500072-0.00142659j 0.000843874+0.00163392j 0.000146392-0.00109106j 
0.00267395+3.59236e-05j 0.000801272-0.000692359j 0.00430791+0.00398881j 0.00225987+0.00115919j 0.00470613-0.00334591j 0.000667795-0.002566j -0.00277527-0.0020218j -0.0011139-0.000883236j -0.00467349-0.00321251j -0.00401959-0.00732932j 0.00382055+0.00366271j 0.00222665-0.000175046j -0.000498676+0.00101913j 0.00276436-0.000211243j 0.00195754+0.000410081j -0.00381049-0.002742j 0.00212934-0.00312126j 0.000809614+2.15973e-05j -0.00148395+0.000440005j -0.00311876+0.000802963j -0.0010593+0.000932917j -0.00169551+0.0083592j 0.00602715+0.00118862j -0.00205789-0.00129513j 0.00250116+0.00567513j 0.000673136+0.00340747j 0.000829382-0.0012803j 0.000946969+0.00176248j 0.000187964-0.00385662j -0.00712865-0.00142883j -0.00608012+0.00490341j -0.00501859-0.00162405j 0.00053269-0.0049877j 0.000598877+0.00269797j 0.00462954+0.000938997j 8.33335e-05+0.000571176j -0.00097691-0.00231557j 0.00380443-0.000460812j -0.00137136-0.000343497j 0.00563232+0.00148511j 0.00230333+0.00286106j -0.00304442+0.00279296j -0.00175817+0.000266476j 0.00179274-0.000398412j -0.00200179-0.00404234j 0.00155609+0.00169483j 0.00157896-0.00386148j 7.94274e-05-8.8153e-06j -0.00300301+0.00117581j 0.00114737-0.00233295j -0.00148695+0.00185013j -0.000648236-0.000245008j -0.00202309+0.00189244j -0.00160605-0.00130072j 0.00156145-0.00185426j -0.00149734-0.00260138j -0.00140332-0.00436978j -0.00115007-0.000832701j -0.00194061+0.0014744j 0.000152508+0.0031739j -0.0014044-0.000161237j -0.0048981-0.000931667j 0.00280005+0.00064782j -0.000547721-0.00381569j 0.000499728+0.000100044j -0.000196278-0.0012683j -0.00239407-0.00259076j -0.00117769+0.00214298j -0.000946969-3.6706e-05j 
-0.0029713+0.00389788j -0.00444709+0.00293294j -0.00138262+0.000728863j -0.00170001-0.00336716j -0.00492029-0.00377173j 0.00488497+0.000493186j 0.00066415-0.0107025j 0.000177457+0.00471228j -0.00937938-0.00535296j -0.00707244-0.0032471j 0.00407709-0.0024059j 0.00217167+0.00347715j -0.00234568+0.00393852j 0.00130305+0.0051248j -0.00472317+0.00341763j 0.00301599+0.00289837j -0.00467946+0.00153086j 0.00467352+0.00343949j -0.0015327+0.007451j -0.007673-0.00666298j -0.00243795-0.00143595j -0.00105638-0.00361987j 0.0098904-0.000344528j -0.00302517+0.000116887j -0.00269511+0.0037705j 0.000397919+0.00751614j 0.00627546-0.00661796j -0.000787081+0.000133566j -0.00890231-0.00676616j -0.00936314+0.00348751j 0.00478609+0.000608864j 0.00330242-0.000650273j 0.00182912+0.000647547j 0.00356978-0.00166984j -0.00101886+0.00448565j 0.00391144+0.00231201j -0.000673174-0.00302905j 0.000137631+0.00236045j 0.000747711+0.00214884j -0.00817458-0.00389326j -0.00055544-0.00647183j -0.000539755-0.0025197j 0.000334288-0.00132092j -0.00102409+0.00215073j 0.00547988-0.0024941j -0.00119092-0.00395932j -0.00242937+0.00520138j -0.00274578+0.000867821j 0.000664587-0.000287481j -0.00183518+0.00759557j 0.000417886-0.00619689j 0.00631312+0.00443315j 0.00926461-0.00163551j -0.00090873+0.000361431j -0.000775067-0.001301j -0.00325113+0.00596421j -0.00169457+0.00536289j -0.000172733+0.00416878j 0.00258743-0.00207206j -0.00369882-0.000800005j 0.0011415+0.00142517j 0.00153734-0.000206547j 0.000808528-0.00273986j -0.000294345+0.00594345j 0.00270676-0.000490008j 0.000382541-0.000546475j 0.00112899+0.00317833j -0.000695861-0.0016992j -0.00146612-0.00216371j 
-0.00145966+0.00251521j -0.00467694-0.00299424j 0.00151157-0.00242278j -0.00413938+0.00154449j -0.0049901+0.000708501j -0.00166295+0.00273877j 0.00138019+0.00465734j 0.00373987+0.00166033j 0.00355045+0.00448151j 0.00530983+0.000442765j -0.000810958-0.00266897j -0.00276619+0.00138829j -0.00171095+0.00118909j -0.00346262-0.000325117j -0.0041343-0.00279802j 0.00168605+0.00154069j -0.000706155+0.00215045j -0.00151786+0.00315077j 0.00140859+0.00226144j 0.00214066-0.00314684j -0.00208109+0.00167041j 0.00207913-0.00282354j -0.00523445-0.000959213j 0.00532176+0.00187318j 0.00172849+0.000147459j 2.51089e-05+0.00175226j 0.0014623+0.00292271j -0.00440413+0.000497001j -0.00111915+0.00247974j 0.00693683-0.00186396j 0.00255755-0.00273845j 0.00568245+0.00152313j -0.000564205+0.0055773j -0.00107882-0.000660237j -0.00323524+0.000777023j -0.000598457+0.00305171j 0.00062562+0.00171433j -0.00334313-0.00277992j -0.000320668+0.00164303j -0.000887307+9.50762e-05j 0.000807179+0.00129183j -0.00269465+0.00221519j 0.00284009+0.00286975j -0.00698937+0.00197832j 0.00639087-0.00361136j 0.000130741+0.00436417j 0.00136064+0.00388149j -0.000821861+0.00299425j -0.0105423+0.000672824j 0.00431089+0.00342993j -0.00167358-0.000731799j -0.00539747+0.00223134j -0.00450497-0.0037493j 0.00068441-0.00343831j 0.00265011+0.00219296j -0.002034+0.00022409j 0.0023845+0.00115119j 7.09303e-06-3.96784e-05j 0.000386984-0.00375987j -0.00457562-0.0023431j -0.00102725+0.00249705j -0.00202202-0.00409598j 0.00253589-0.00167842j 0.000153598-0.00128317j -0.000194387+0.000702901j -0.00131465-0.000747445j 0.00038913-0.00152184j 0.000812508+0.00118012j 0.000571443-0.00202312j 
0.000465397+0.000557649j 0.00355315+0.00113908j 0.000280588+0.00333377j -5.30245e-05-0.00393837j -0.00254938-0.00283471j 0.00362383-0.00285825j -0.00366543-0.00365383j -0.00415703+0.00278696j -0.00609258-0.00912762j -0.00113311-0.00338117j 0.00344052-0.000848468j -0.00386418+0.00321124j 0.000253746+0.00668348j 0.000219291+0.00356122j 0.00067719+0.00164774j 0.001598-0.00423257j 0.000838702+0.00208863j -0.00181974+0.00353412j 0.000471818+0.00504487j -0.00219211+0.000167844j 0.00199277+0.000184626j -0.00294406+0.00185681j 0.00432177-0.000298442j -0.00191985+0.000765006j -4.41181e-05-0.000627073j -0.00332291+0.000541952j -0.00161271+0.000144892j 0.00238195+0.00101523j -0.00322451-0.00660758j -0.00508269+0.00238608j -0.00231291+0.0035952j -0.0019076-0.00369003j 0.000134956-0.00134781j 0.00155972-0.00189421j 0.00216576+0.00139703j 0.00400438-0.00368835j -0.00266218-0.00366398j -0.00147109+0.00303921j 0.000329832-0.00372415j -0.00199939+0.00302666j -0.00190422+0.00110992j 0.00122694-0.00208499j 0.000162327-0.000310071j 0.000460618-0.000594296j 0.00185307-0.00178044j -0.00173591-0.00258799j 0.00155947+0.00192152j -0.0025643+0.00136988j 0.00267961+4.15108e-05j 0.00302633+0.0016085j 0.00184454-0.000187924j 0.00536276-4.34921e-05j 0.00313424+0.00106125j -0.00049394+0.00052465j 0.00422505+0.000572287j 0.000291063+0.000427742j 0.00240084+0.000494377j -0.00107276-0.00228115j -0.0004203-0.0013862j -0.000913225-0.000159558j 0.000912188+0.000244233j 0.00212659-0.00170062j -0.00376072-0.00236993j -0.00136965+0.00264615j 0.000425608-0.00126326j 0.00308274+0.00223751j 2.66898e-05+0.000447536j -0.000223748-0.001542j -0.00116738-0.000902811j 
0.00633603+0.00877569j -0.00120815+0.00405347j -0.00224218+7.34739e-05j -0.00593878+0.000211156j 0.00592187-0.00828438j 0.00250409+0.00225788j -0.00374384-0.00561317j 0.000821578-0.00402753j -0.00406183-0.00634769j 0.000701144-0.00875979j -0.00071815+0.00271049j -0.00137792-0.00543645j -0.00605721-0.00170655j -0.00307401-0.00799979j 0.00164265+0.00159976j 0.00498733+0.00257187j -0.00337309+0.00122995j -0.000664514+0.00152751j -0.0032041+0.00221807j 0.0119446+0.00509339j -0.00176204-0.000234686j 0.000139342+0.00689889j -0.0111904-0.000382088j 0.000246606+0.00050166j -0.000423368+0.00620272j -0.00191695+0.00495927j -0.00537104+0.0010698j -0.0067858+0.00589411j -0.00440065-0.0010485j 0.0108932-0.00102035j -0.00791997+0.0109902j 0.00255071-0.00238847j 0.0081235-0.00117936j 0.00636881+0.0043607j 0.00500723+0.00021495j -0.000665094+0.00412083j -0.00185238+0.0023345j 0.00176882+0.0033625j 0.00090587-0.00134453j 0.00552275+0.00248943j -0.00203032+0.00114915j 0.00169334-0.00138693j 0.00359901-0.000208866j -0.00455847+0.000343075j 0.00147019+0.000584129j 0.00192554+0.000455903j -0.00247919+0.00289164j -0.00307855-0.00227397j -0.00325704+0.000180115j 0.00406031+0.0011633j -0.000154326-0.00174764j -0.00926333+0.000240796j -0.00572124-0.00040253j 0.00183115+0.0016427j -0.00491741+0.00306486j -0.00227767-0.000768099j 0.000232065+0.0014528j 0.00053189-0.0016675j 0.000759107+0.000225263j -0.000362986-0.00128131j 0.000862561-0.000814762j 0.00185797-0.00186914j -0.000646549-0.000689156j 0.00110415-0.000147376j -8.0877e-08-0.000489681j 0.00126031-0.000704028j 0.00199988-0.000628802j -0.000902119-0.000987841j 0.000220315+0.00159071j 
