-0.166155+0.0220275j 0.0170169+0.17035j -0.0566808-0.0883171j 0.107795-0.0256194j -0.0828683-0.0595767j 0.0525927+0.00448885j 0.0406029-0.066413j -0.00607058+0.00519298j -0.0593992-0.0556134j -0.0941869+0.096452j -0.0236445+0.0754303j -0.0453215+0.0546187j -0.0173906-0.16137j 0.0566491+0.0475883j 0.182609-0.0859761j 0.0929396+0.163141j 0.0765737+0.0253916j -0.0359016+0.0571098j -0.120376-0.0542464j -0.0706632+0.096546j 1.76716e-05+0.0149517j -0.0280868-0.0865465j 0.0397714+0.0680639j 0.0235654+0.0443615j -0.0163508+0.00669819j 0.0611736+0.0964106j 0.0422449-0.00961742j 0.154327-0.00216588j -0.0314318-0.0116289j 0.0136943+0.0205083j 0.0121638-0.0588266j -0.000353703+0.0913406j 0.0225424-0.0703526j 0.075095-0.0177681j 0.0338147+0.0177937j -0.0226465-0.0238541j -0.0452734+0.0344636j -0.00817848+0.025043j 0.0280313-0.0416087j 0.0592993-0.015343j -0.0516185+0.091007j -0.0157603-0.0576419j 0.0502586-0.00591234j -0.0386974+0.132636j -0.036188-0.0498823j -0.125684-0.0838906j -0.130218-0.0174246j 0.156677-0.235664j -0.0663519-0.0156424j -0.0722671-0.0447434j -0.0333723-0.0245232j -0.0234763+0.00059953j 0.00938996-0.0180137j 8.60687e-05-0.00335908j -0.0365919+0.00438375j 0.0112858-0.104489j -0.0707827-0.0314635j 0.0263688+0.0302742j -0.152543-0.170753j -0.00637825+0.0499408j 0.00104635-0.249735j 0.0267196-0.0650568j -0.168275-0.0445579j -0.13982+0.119664j -0.0100704-0.0786797j 0.0998456-0.0402255j 0.178811+0.0463626j 0.0715145-0.0885574j -0.0838591-0.0769687j 
-0.000931844+0.00239731j 0.00195827+0.00123201j 0.00379372-0.00281917j 0.000465905-0.000986318j -0.000972006+0.0017014j -0.00165213+0.000103063j 0.000878726+0.00215456j -0.00147146+0.0015252j -0.00443752+0.000247272j 0.001474-8.94005e-05j 0.00112333-0.00139151j -0.00207297+0.00116865j -0.00296371-0.000786462j 0.000207612+0.00335289j 0.000752714-0.00342868j 0.00449359-0.00358488j -4.00866e-05-0.001366j -0.00159736-0.000903741j 0.00420575-0.00270222j 0.00185752-0.00215244j -0.000535644+0.00140991j -0.00126154-0.00136707j 0.00149204-0.00308566j -0.00441839-0.00203313j -0.000347451+0.00465056j -0.000564205+0.00140842j 0.00358037-0.00644716j -8.28678e-05+0.00803569j -0.00363385+0.00247721j 0.000672112+0.00101717j 0.000891451+0.00119051j -0.00289199-0.000239797j 0.00353654+0.00279119j 0.00120452-0.00170188j -0.00408471+0.00226984j 0.00438112-0.00388001j 0.00147754+0.00315609j -0.00159635-0.0068799j 0.000415945-0.0062729j -0.000801184+0.00193632j -0.00218986+0.00323362j -0.00446985-0.00795643j 0.00126997+0.00521575j -0.00409936+0.00420272j 0.00424009-0.00135544j 0.00400225-0.00500836j -0.000481126+0.00524602j -8.39269e-05+0.00113516j 0.00807503-0.00220805j 0.00174027+0.000782454j 3.64678e-05+0.0016872j -0.00508451+0.00130764j 0.00646012-0.000172284j -0.000130937+0.00225634j 9.97039e-05-0.000684382j -0.0013526+0.00162365j 0.000633529-0.00989256j 0.0039254-0.00354338j -0.00779226-0.00319969j 0.00176165+0.00747319j -0.00860188+0.00925277j -0.000322353-0.00277565j -0.00800756-0.00475881j 0.0107214-0.00605723j -0.00284546-0.00357499j -4.26921e-05-0.00535197j 0.00323638+0.00819446j 0.00346724-0.00255136j 0.00524717-0.000537739j 
-0.00235421-0.00232765j -0.00390362+0.00107904j 0.00133261-0.0022588j -0.00757038+0.000786156j -0.00106942+0.00405222j 0.00348259+0.00180682j -0.00298935-0.00633767j 0.00678585-0.000350506j 0.0013822+0.00043624j 0.00406706+0.000220616j -0.00309726+0.00440181j -0.00301784-0.0018636j -0.00120052-0.00186587j 0.00254808-0.0012963j 0.00146423+0.000244958j -0.00820079-0.00422573j 4.70616e-05-0.00595507j -0.00681568+0.00389602j -0.00150168+0.00791448j 0.00658782+0.00477716j -0.0082586+0.00286443j -0.0024942+0.00972993j -0.00267854+0.00666455j 6.76832e-05-0.00216073j 0.00262237-0.00022384j 0.000974027+0.00167354j 0.00147274-0.00739691j 0.00457219+0.00190641j -0.00097317-0.000719975j -0.00368749+0.00438515j 0.000740878-0.00552876j 0.00694757-0.000811611j 0.00504301-0.00182938j 0.00620506-0.00655772j 0.000328987-0.00320653j 0.00558398-0.00572558j -0.00610541+0.00311629j 0.00275721+0.00400002j 0.000729948+0.00456557j -0.000125242+0.00329831j -0.00425345+0.00613214j -0.00362232+0.00593551j -0.00817871-0.00132677j 0.00202722+0.00575776j 0.0023148+0.00496802j -0.000998861+0.00270624j -0.000342483+0.000386606j 0.00525668+0.000200861j 0.00693424-0.000347031j 0.00334005+0.00112051j 0.00197219+0.009944j -0.00110569-0.00189996j -0.00696796-0.000530177j 0.0028539+0.00552125j -0.00379535-0.000540327j -0.00466768+0.00282242j 0.00187926+0.00404528j -0.00414174-0.00412372j 0.00693593-0.000431837j -0.00536958-0.00232956j 0.000494688+0.00418225j -0.00167219+0.00343986j 0.000959201+0.00130636j -0.00380372-0.00173329j 0.00735002+0.000791747j 0.00216228-0.00179139j -0.0026434+0.00119113j 0.000541776+0.00255737j 0.00495106+0.000514164j 
0.00183615+0.000822638j -0.000681051-0.000554681j 0.0078668-0.00268072j -0.00434946+0.00268457j -0.0014882-0.000272821j -0.00880275-0.000461526j -0.00427244-0.00298163j 0.00012838-0.000633544j 0.000213818+9.25076e-05j 0.00709758-0.0023841j -0.0013524-0.000838093j -0.0038608-0.00107851j -0.00425972-0.00319099j 0.00330937-0.000104624j 0.00100903+0.00227291j 0.000438361+0.000367893j -0.0041105+0.000811973j 0.00585994-0.00464043j 0.000202936+0.000187172j -0.00284179-0.00361077j 1.94559e-05-0.00110038j 0.00199357-0.00863579j 0.000507149-0.00161869j 0.000411114-0.00208406j 0.00375272+0.00167094j -0.003474+0.00695245j -0.00208807-0.00512243j -0.000717619+0.00527404j 0.000833257+0.00387998j -0.00381071+0.00653662j -0.00237953+0.00531041j 0.00509291-0.00590929j 0.0049389+0.000466229j -3.57492e-05+0.0087629j 0.00110842-0.00594123j 0.00261355-0.00285401j 0.0014698-0.0038909j 0.00198777-0.00435501j 0.00237106-0.00086429j 0.00286765+0.000478625j -0.00110229-0.00302547j -0.0043291-9.45049e-05j 0.00303773-0.00270594j 0.00634848-4.07553e-05j -0.00386143+0.00120017j 0.00244377+0.00290374j 0.00521218+0.000625292j -0.00464608-0.000557797j -0.00424497+0.00280066j 0.00104109-0.00208245j -0.00694173-0.0141451j -0.00926728-0.00423101j 0.0064487+0.00342035j 0.00301568-0.00346829j -0.000191814-0.000179152j 0.00561688-0.000243612j 0.00986676-0.00313919j -0.00209227+0.00550886j -0.0111286-0.00119238j 0.00642535+0.00184676j -0.00171309+1.41166e-05j -0.000948157+0.00142487j 0.000863594-0.00164732j 0.00296212-0.000402879j 0.00297092+0.000493779j -0.00453397+0.00074306j 0.000479731-0.00281698j 0.00234973+0.000888581j 0.00272365+0.000449218j 
-0.00720853-0.00459313j -0.00633907+0.0054545j -0.00204531-0.000759538j 0.00261855+0.00129644j 0.00336102+0.00357748j 0.000878382+0.00212641j 0.00372219-0.00760021j -0.00220414-0.00134366j 0.00405919+0.00356305j -0.00113289+0.00050726j -0.00396853+0.00331938j -0.000739954-0.00376152j -0.000913161+0.00323852j -0.00518336-0.00057591j 0.000743607-0.00638494j 0.0033906-0.00712285j 0.00992973-0.00981232j 0.000218742+0.00392403j 0.00363806+0.0137478j -0.00110083+0.00446986j -0.00592785+0.0106195j 0.00127257-0.00671897j 0.00487512+0.00752001j 0.00273709+0.000888078j -0.00371602-0.00460806j 0.00194251+0.00665919j -0.00236944-0.00836873j 0.0035304-0.00817701j -0.00348993+0.0019448j -0.00146097-0.00362949j 0.00239195-0.000453437j 0.00145845+0.00516731j 0.00935056+0.000450515j 0.00588819+0.00246722j 0.00132898-0.00320574j -0.00371877+0.00576991j -0.0040435+0.00184055j -0.00539084-0.00266826j 0.00996769+0.0022958j -0.00811488+0.00538076j -0.00455209+0.0110437j 0.00370088+0.0201848j -0.00821482+0.00234868j -0.00279305+0.00665699j 0.00101155-0.000854666j -0.00351567+0.000603983j -0.000482166+0.00720753j 0.00271684+0.00136309j -0.00409988-0.000350448j -0.00114627+0.00195609j 0.00211281+0.00187523j 0.00515744-0.00269299j -0.000630545+0.00446812j 0.00740632+0.00415168j -0.0209619+0.00286054j 0.0067073-0.000568916j 0.00638146+0.00538003j -0.00468844+0.00517118j 0.00461964-0.00207014j 0.00686233+0.00602719j -0.00261121-0.00210552j 0.00298519+0.00544131j -0.0048567+0.0036524j -0.00826896+0.00198047j 0.0260087+0.00212696j 0.00121394+0.00218662j 0.00385612+0.00376009j 0.000242492+0.00269174j 0.00655177-0.00224528j 
0.00429156-0.00167426j -0.000960665-0.00237751j 0.00130179+0.00299669j -3.02926e-05+0.00261695j 0.00196069-0.00426608j 7.78784e-05+0.00609572j -0.00312388+0.00666746j -0.000446459-0.0036832j -0.00421605+0.00514416j -0.00170051+0.0049545j -0.000761398-0.0082258j -0.00326712+0.00154812j -0.00043686+0.0079787j 0.00313091-0.00366015j 0.00474056+0.00534858j -0.00275175-0.00598239j -0.00541647-0.00293402j -0.00344209+0.00541454j -0.00556907-0.00283251j 0.000636794+0.00442206j 0.00378353+0.00516018j 0.00209017-0.00294291j -0.00335401-0.00782136j -0.00380023-0.00108531j 0.00254949-0.00251378j -0.00282306+0.00550733j 0.00587883-0.00825073j -0.00262165-0.00222967j -0.00110762+0.00157285j 0.00175857-0.00499059j 0.00173147+0.00178033j -0.00671283-0.00199137j -0.0021714+0.00102666j -0.00385236+0.0064756j -0.00199205-0.00226891j 0.00331835-0.000913059j 0.00146304-0.00170575j -0.00447196-0.00792257j -0.014277+0.00478015j 0.00885761+0.00476649j -0.000743021+0.000938148j -0.00655649-0.00386569j 0.00780766+0.00354574j -0.00523849+0.00467093j 0.00298657+0.00578872j 9.22715e-06+5.77646e-05j -0.00441229+0.00170794j -0.00496644+0.00628987j 0.014943-0.00152966j -0.00176186-0.00137571j -0.00586515-0.00402706j 0.00113547+0.00183798j 0.0072653-0.00104122j 0.00795035-0.00269492j 0.0228928-0.00393059j -0.00944725+0.000198837j 0.00922296-0.00345464j 0.00163071-0.00259382j -0.00773744+0.00249881j -0.00719991-0.00486445j -0.00459527+0.00324741j -0.00469468+0.00377777j 0.00288275+0.00194139j -0.000182119-0.00108637j 0.00114697+0.00535762j -0.00478619-0.00095747j -0.00333057-0.00301578j 1.05106e-05+0.00273025j 0.00443274-0.00140638j 
0.00236889+0.00277899j 0.00294282-0.00343453j 0.00285043-0.00126305j 0.00489525+0.00431255j -0.00768032+0.000433252j 0.000862561-0.0103765j 0.00343478-8.36568e-05j -0.00814156+0.00980913j 0.00238325-0.00769879j -0.00269725-0.0108985j 0.0125885+0.00279104j 0.00363155+0.000805133j 0.00283992-0.00206688j -0.0002874+0.00471118j -0.00358082-0.0064119j 0.00251293-0.00124455j 0.00688397+0.000596586j 0.00497733-0.00194476j 0.00776435+0.00365022j -0.00133992-0.0029496j -0.000731414+0.00246682j -0.00594066-0.0079316j -0.000419331+0.00250418j -0.00213799-0.00218993j -0.00308976-0.00565873j -0.00848606+0.00184104j -0.00341966+0.00114884j -0.0053913+0.00164683j 0.00335363+0.0120601j -0.00106222+0.0058977j -0.000864227+0.00868151j -0.00615404+0.00381473j 0.00456637+0.00222512j -0.00169204+0.00103187j 0.000636841-0.00717856j -0.00741255+0.00350104j 0.00193158+0.00327284j -0.00169694-0.0041352j -0.000431557-0.00111089j -0.0120896+0.00381686j -0.000482618-0.000753714j -0.000610613-0.00510374j 0.00232066-0.00289387j -0.000557013-0.00107849j -0.00240992-0.00571567j 0.00052251-0.00760831j 0.00306399+0.00115589j -0.00309381+0.00504757j -0.00984947+0.00432551j -0.00125949+0.000684458j -0.00697362-0.00289557j -0.0023473+8.17951e-05j 0.00789401-0.00182056j 0.00567468-0.00169948j -0.0112446-0.000651947j 0.00722623-0.0025361j -0.00484039-0.00487436j 0.0019283+0.000521722j -0.00685833+0.00674573j 0.00822656+0.00024127j -0.00152339+0.00269362j 0.00431314+0.00342824j 0.0060048+0.000529198j 0.000805138-0.00457508j 0.014952+0.000156356j -0.0028136-0.0023596j 0.00232355-0.00127156j -0.00228566-0.00159497j -0.00376161-0.00194424j 
-0.00031779+0.00110766j -0.000601839+0.00320973j -0.00559933+0.00112148j 0.0005716-0.00534021j 0.0183239+0.00158152j -0.00800399+0.0101626j 0.00466006-0.00581029j 0.00621292-0.0149117j 0.0052687+0.0130156j 0.00322046+0.0117972j -0.0238337-0.00148557j 0.00312246-0.00215012j -0.00646372-0.00015589j -0.00879166-0.00517882j -0.003283+0.00557291j 0.00363348+0.00328377j -0.00623923+0.00317835j -0.0062158-0.00325844j 0.0018826-0.00398527j -0.00503932-0.0024994j -0.00275425+0.00299431j 0.00177267-0.00271834j 0.00914125-0.00280423j -0.0034259-0.00534659j 0.0071248+0.00584755j 0.00985713-0.000654748j -0.00379103-0.00330791j 0.00922026-0.00102782j 0.00138396-0.0229128j 0.000569411-0.0143283j -0.000270773-0.00387107j 0.00938088-0.00253504j -0.00251673-0.00528828j 0.00339979+0.0103964j 0.0129124+0.000621439j 0.0055437-0.000232587j -0.00116896+0.00220616j 0.000544827+0.000633365j 0.00702399-0.00270096j -0.00574048+0.00142371j 0.000691765-0.00323557j -0.0059098-0.00221119j 0.00544141-0.00123428j 0.00033555-0.00249856j -0.00236188-0.002581j 0.00288848-0.00292838j -7.19919e-05-0.00134313j -0.0018523-2.44279e-05j -0.0017943+0.000319945j -0.00101484+0.00071401j -0.00194006-0.00242204j -0.00131497+0.00148842j 0.00518108-0.0014925j 0.00198395-0.0016315j -0.00226296-0.000287069j 0.00402467-0.00155113j -0.00344485-0.00231528j -0.000175533-4.6554e-05j -0.00455407+0.00199043j 0.00594524+0.000234634j 0.000136568+0.000213849j 0.00209251+0.000620142j 0.00376407-0.000249978j 0.00189894-0.00253485j 0.00751634-0.000212885j -0.000324417-0.0012914j 0.000876672-0.000593084j -0.000762872-0.000913968j -0.00240032-0.000567896j 
0.00396585+0.0013137j -0.000942416-0.00352816j 0.00715517-0.00656069j -0.0106838+0.00457203j -0.00538956+0.00260263j -0.00385412-0.000920277j -0.00984506-0.00476102j 0.00523116+0.000671839j -0.00054659-0.00310088j 0.00893407-0.00659146j 0.00153597+0.00319668j -0.00552751-0.00241699j -0.00397892-0.00797169j 0.00835557-0.000435665j 0.00294945+0.00308103j -0.00906489+0.00167573j -0.00704413+0.00218836j -5.88098e-05-0.00617344j -4.91356e-05+0.00337214j 0.0015048-0.0013183j -0.00331746-0.00289799j -0.00258286+0.00393499j -0.00278414+0.00624155j -0.00054082-0.00356371j 0.00664142+0.000616466j 0.000763076+0.00590183j -0.0024851-0.00278369j 0.00340078+0.0045242j 0.00212122+0.00354191j -0.00267931+0.0153311j -0.00147757+0.00276575j 0.00798562-0.00705387j 0.00456236-0.000924252j 0.00459343-0.000461958j -0.000161588-0.00832434j 0.00528375-0.00967312j -0.00516555-0.00260195j 0.00527164+0.000912437j -0.000490704+0.00314297j 0.00577465-0.0012857j -0.00357991-0.00107107j -0.00380403+0.00392072j -0.00244331-0.0056173j 0.00946272-0.000931514j -0.000239558+0.00878663j 0.00646739+0.00683914j 0.00730801-0.00166699j -0.00344897+0.00183535j 0.000711434+0.0037124j 0.00273907-0.00079199j -0.00500419-0.00496773j -0.0130491-0.000959423j -0.00388254+0.00139866j -0.00104353-0.00086117j 0.000110657-0.00109849j 6.28535e-05+0.000154256j 0.00539404-0.00545566j -0.00338768+0.000622972j -0.0037+0.00214221j 0.00219254-0.00389037j -0.000540923+0.00228082j 0.000109876+0.00168824j 0.000752306+0.000180083j 0.00179301-0.0027742j 0.00576559+0.000570678j -0.00312921+0.000287988j -0.00371432-0.0017917j 0.000517927+0.000569905j 0.0032245+0.00274155j 
0.000108822+0.000725945j 0.000916683-0.000624954j -0.000578087+0.00427485j -0.00431753+0.000109894j 0.000190062+0.00284493j 0.00583713-0.00739172j 0.000797436+3.92517e-05j 0.00327025+0.000792044j -0.00152307-0.00355695j -0.000996637+0.000113805j 0.00260091+0.00305804j 0.00108441-0.00195096j 0.00195096-0.000977166j 0.000906252+0.00206109j -0.00598746-0.000764401j -0.00725572-0.000171098j 0.00118511+0.0043727j -0.0039516+0.00559605j -0.0029024-0.000715242j 0.0074031+0.00152589j -0.00116451+0.00428869j 0.00221549+0.0175197j -0.00170474+0.00594105j -0.00250453-0.00359451j 0.00254987+0.00201661j -0.000642709-0.00684283j 0.00369784+0.00128886j 0.0036106+0.00212543j -0.0024879-0.00246732j 0.000467919+0.000740382j -0.00250686-0.0056001j 0.000166762+0.00233686j -0.00434978-0.000932503j -0.00454894-0.0136358j 0.00124853+0.00266592j -0.000443828-0.00697038j 0.00236112+0.0084869j 0.00518273+0.00532888j -0.00215023+0.00336066j 9.57409e-05+0.0052008j 0.001445-0.000337671j -0.00361492-0.00433464j -0.00336865+0.005269j 0.00104169+0.00340257j 0.00237106-0.00508058j 0.000179082-0.00304272j -0.00796114+0.000524106j 0.0106107-0.00451563j 0.00442206-0.00688227j -0.00228082+0.00204994j 0.0103798+0.0130294j 0.00371159+0.000822512j -0.0098595-0.00075571j 0.000646919+0.00269424j -4.89725e-05-0.000537454j -0.00494874+0.00499965j -0.00961995+0.0078999j -0.00510111-0.00858389j 0.00958321-0.00540836j -0.00651199+0.00038276j 0.00342188+0.00148004j -0.00451333-0.000432316j 0.00193853+0.000589211j 0.00502991-0.00102772j -0.00253326+0.00275397j 0.00360959-0.00354703j -0.000385989+0.00136057j 0.00169708+0.00103193j 0.000295963-0.00127301j 
0.00235756-0.00310409j -0.000942954-0.00357454j -2.54614e-05+0.00427473j -0.00104983+0.00111829j -0.00198128-0.00326711j 0.00196424+0.00363796j -0.00172813+0.00565425j -0.00107144-0.000896507j -0.00120616+0.000950356j 0.000129855+0.00363437j 0.00179793-0.00478785j -0.000832147-0.00196185j 0.00494719+0.00338859j 0.000225495-0.00192572j -0.00121943+0.00638284j 0.000335531+0.0020446j 0.000666503+0.00116375j 0.00112011-0.00868613j -0.00135356-2.62055e-05j -0.00450326+0.00415404j 0.0072983-0.00703808j 0.00163408+0.00134264j -0.00125028+0.00167728j 0.0083561+0.00629634j -0.00212705-0.00256347j 0.00254294-0.00338071j 0.000408619+0.0116759j -0.00420773-0.0151745j -0.000571609-0.00402214j -0.000333263-0.000718795j 0.000763666-0.000391919j 0.00175858+0.00402622j -0.0027595+0.00326438j -0.00267814+0.00310198j -0.00118705+0.00289272j -0.000684919+0.00722928j -0.0070877-0.0116285j -0.00452687+0.00499865j -0.00444549+0.00795275j 0.00578669-0.00661316j 0.0059687-0.00774107j 0.0158362+0.0122828j -0.00038501-0.003345j 0.00144107-0.00569955j 0.0025184+0.0122304j 0.00508072+0.0122281j -0.000448288+0.00189202j -0.00464739+0.00245797j -0.00496897+0.00417567j -0.000858943+0.0024051j 0.00438358-0.00730525j 0.00272318-0.000950621j -0.00715294+0.0034972j -0.0143092-0.00211525j 0.00484412+0.000583236j -0.00157597-0.00546353j 0.00953481+0.00322022j -0.00300306+0.00967848j 0.00980089-0.00376886j 0.00259595-0.000870898j -0.00180878-0.00786593j 0.000740368-0.00593997j -0.00880653+0.00358286j -0.00306764+0.00597998j 0.00852223+0.00222606j 0.000269622+0.0121251j -0.00493383-0.00121294j -0.0010705+0.00181814j 0.00193726+0.00599098j 
-0.000503837-0.00533587j -0.00411254+0.00742668j 0.00348745+0.0088387j -0.00214325+0.00382347j 0.00489309-0.000541907j -0.00107365-0.00378769j 0.000149251+0.00183602j -0.00132051-0.00874626j -0.000589691+0.00255844j 0.00176908+0.0090667j -0.00258448-0.00165378j -0.00635287-0.00250225j -0.000216503+0.000367045j 0.000730661-0.00198157j -0.00502016-0.00504046j -0.00908754+0.00855991j -0.00387351-0.0078632j 0.00707786+0.0020923j 0.0054255+0.00910261j -0.00373717+0.0144546j -0.00939851-0.0110865j 0.00296082-0.0045295j -0.000554137-0.00379945j -0.00418292-0.000150293j 0.00162744-0.00222657j -0.00592147+0.0030575j -0.00177377-0.00260765j 0.00459596+0.00303994j 0.00338365+0.00270938j 0.00199475+0.000304968j 0.000573677-0.00411313j -0.0044813-0.00060863j 0.00264929-0.00447844j 0.000908638+0.00237014j 0.000365514-0.00532908j 0.00212641-0.000257631j -0.00196042-0.00117243j -0.01068+0.000833222j -0.0125304+0.00335597j 0.00709009+0.00297708j 0.00105825+0.011893j 0.00141439-0.00481805j 0.000314328-0.00827985j 0.00123088-0.00370484j 0.0123578+0.00100351j -0.00588582-0.0105512j 0.0060981+0.0037827j -0.00623737-0.00216972j -0.0162212+0.0055178j -0.00872786-0.000898008j -0.0053744-0.00429384j -0.00178199+0.00711276j -0.00189217-0.00861819j -0.00693739-0.000498871j 0.00078416-0.000716052j -0.00433834-0.000300297j -0.00650539+0.0029686j 0.00364529-0.00789563j 0.00394347-0.000254239j -0.00745889-0.00338355j 0.000948012-0.00718768j -0.00436163+0.00112654j -0.00226556+0.00598489j -0.00181684-0.000475327j 0.0153992+0.00555493j 0.0015355-0.00185865j -0.00305392+0.00270174j 0.00125706+0.00184101j -0.000173161-0.00335293j 
-0.00209919+0.000443318j 0.00149433+0.00451623j -0.00123225+0.00254158j 0.00154431-0.00412983j 0.00291173-0.0044303j 0.00489898+0.00217757j -0.00411647+0.00157653j 0.0024675-0.00509251j -0.00495851+0.00477758j -0.000738627+0.00826181j -0.00283054-0.00400755j -0.00493908+0.00214515j 0.00188086+0.00315503j 0.00234328-0.000231719j 0.00548208-0.000480175j -0.00955671+0.00189447j -0.00258274-0.00540246j -0.000823265+0.00868357j -0.000880602+0.00165905j 0.00751084+0.00774281j 0.00178989+0.0119055j -0.00111908-0.00220149j -0.0020732+0.00135543j -0.00112195+0.000370906j -0.00109362+0.00117571j 0.00383139+0.00673733j -0.00235231-0.00914237j -0.000424452-0.00631134j -0.000455167+0.00296076j 0.000179583-0.00102115j 0.00367652-0.00227247j -0.00158102+0.00237423j 0.00218052-0.00722422j 0.00488741-0.00114049j -0.0063734+0.000393143j 0.00442724-0.00298688j -0.00325128+0.000772872j -0.00695518+0.00048944j -0.0049258+0.00453217j 0.00924499+0.00340834j 0.000281188+0.00911436j 0.00303603-0.00334227j -0.00222934+0.00352487j 0.000398361+0.00476991j 0.0072626+0.00177558j -0.00240594-0.000443958j 0.00612603+0.00348033j 0.00148579+0.00183345j 0.00767536-0.00626487j -0.00302605-0.000301628j -0.000179773+0.000686248j 0.00112638-0.000153455j 0.00136405-0.000838254j 0.00670263-0.0019929j 0.00676281-0.00165544j -0.00993208+0.0018257j 0.0113538-0.00309063j -0.000319142-0.00321841j 0.00146211-0.00152742j -0.00714671-0.001001j -0.00238706-0.00134722j -0.000403381+0.00234748j -0.00859442-0.00469016j -0.00412353+0.00480099j 0.0154703-0.00505937j -0.000720867-0.00138865j -0.00433713+0.00285017j -0.000777038-0.000690583j -0.000206357+0.00304495j 
-0.000542397+0.00432518j 0.00132955+0.00146539j -0.00738934+3.24527e-05j 0.00494716-0.00582545j 0.00337292-0.000860563j 0.00261941-0.00153857j -0.000945922-0.000701784j 0.00234368-0.00134026j 0.00114639+0.0020146j -0.00401809+0.000616053j -0.000253703+0.00159541j 0.00170605+0.00424589j 0.00264062-0.000178756j -0.00213691+0.00185874j 0.00953323-0.00566736j -0.0125603+0.00273806j -0.0040425-0.00244172j 0.00530202-0.000351729j -0.00936571+0.00583547j -0.00472772+0.00379519j 0.00838989+0.008552j -0.000459168-0.00249174j -0.00315323+0.00672519j 0.000936458-0.00253653j 0.00452457-0.00389538j -0.000641113+0.00291291j 0.0044732-0.00525623j 1.42236e-06-0.00448121j -0.00172167+0.00013089j 0.00175909-0.00149078j 0.00218755+0.000949572j 0.00186776+0.00508858j 0.00332589-0.00336236j 0.00593273-0.00309638j 0.00626423-0.00302208j -0.00356706+0.0037151j 0.0111037-0.0029653j -0.0073993+0.00431946j 0.00931357+0.00129025j -0.0040123-0.0027704j -0.010883+0.00898041j 0.0108605+8.18301e-05j -0.00118479+0.00378427j 0.00901192-0.000720025j 0.000532472-0.00440373j 0.00349382+0.00955031j -0.00372025-0.000913274j 0.00277095+0.00267282j 0.0158652+0.00473675j -0.00144515-0.00235434j 0.000234421-0.000486073j 0.00467617+0.00208562j -0.000824158-0.00176021j 0.00435252-0.002662j -0.00499908-0.000645046j -0.00297268+0.00121651j 0.00444328-0.00737646j 0.00223409-0.00609159j 0.00448004-0.00537814j -0.000612301-0.00501438j 0.000733395-0.000177947j 0.00594673-0.00215356j 0.0101347-0.00027253j 0.00677219+0.00304702j 0.0113473+0.000754618j 0.00219882+0.00196728j 0.00648565-5.57865e-05j -0.00565948-0.00285157j -0.001891+0.00319196j 
-0.00113154-0.00110571j 0.00179689+0.00428365j 0.00549701+0.00178289j -0.000194792+0.00328685j 0.00344489-0.00187154j -0.00433099-0.00461489j 0.00219026+0.00273326j -0.0042494-0.00274241j -0.000589832+5.04204e-05j 0.00274188+0.00361493j 3.78587e-05+0.00036629j -0.00281897+0.00104696j -0.00232044-0.00236969j 7.17773e-05+0.00130191j -0.0089853+0.000432714j 0.00307324+0.0115696j -0.000446798-0.00053339j 0.0054897-0.00684255j 0.00794359-0.000705711j -0.00291306+0.0080635j -0.0138705-0.0049779j 0.000308937-0.00372463j 0.00241682-0.00304628j -0.00216589-0.000282132j 0.00297495-0.00189988j -0.00759572+0.00163324j -0.00103758+0.00326834j 0.00323701+0.00275333j 0.00443025-0.000703961j 0.00208192+0.000721118j -0.00295116+0.00035278j -0.00214501+0.00262397j -0.00154593-0.00178586j -0.00127908+0.00299984j 0.000521889-0.00514786j -0.000813865+0.000513736j -0.00190297+1.55391e-05j -0.00321477+0.00403192j -0.00673502+0.00198706j 0.000675395+8.49834e-05j 0.00420292+0.00139184j -0.00158279-0.007028j -0.000877173-0.00738631j -0.00216104-0.00502237j 0.0032028-0.0045453j -0.0094519-0.00681548j 0.0034395-0.00429414j -0.00419545-0.00019384j -0.0140267+0.0133936j -0.00432211+0.000301678j -0.00772368-0.000926301j -0.00093678+0.00470826j -0.00167331-0.00454076j -0.00736978+0.00139431j -0.00114967+0.00208064j -0.000886155-0.00164716j -0.00632555+0.00322094j -0.00111788-0.00384147j 0.0013317-0.000150555j -0.00190888+0.00108852j 0.00141461-0.00394j -0.00173138-0.000755092j -0.00113476+0.0030164j 0.000187321-0.00220918j 0.00895753-0.00137435j 0.00168798-0.00229268j 0.00359751-9.31884e-05j 0.0009086+0.000208485j -0.000385837-0.00239492j 
