0.00528069-1.96893e-15j 0.00642088-4.28373e-16j 0.00283912-3.22041e-17j -0.00547813+3.58451e-17j -0.00200862-5.71676e-18j 0.00665583-3.47958e-17j 0.00333437-3.15001e-18j -0.00271666-5.39848e-18j -0.00493816+2.69556e-18j 0.000638312-2.50401e-18j -0.00257598+1.45923e-17j 0.00704374-2.67782e-17j 0.000491212+2.27839e-17j -0.00430305+6.06533e-18j -0.0060864+4.00165e-17j -0.00359991-1.73651e-17j 0.00288983+1.69406e-16j -0.00363781-5.38388e-17j -0.0018029+1.42997e-17j -0.00455908-1.1604e-17j 0.0016031-1.16611e-17j -0.00103342+1.07815e-18j 0.00422756+7.34601e-18j -0.00278654-6.72498e-19j 0.00669876+5.3678e-18j 0.000351449+8.61771e-18j -0.00746084-2.55031e-17j -0.00209666+8.16294e-17j -0.00220762+5.60753e-17j -0.0071273-1.08158e-17j -0.00109934+4.97038e-17j 0.00476902+1.46293e-18j 0.00541187+1.49771e-17j -0.00148662+1.49278e-17j -0.000893653+2.20206e-20j -0.00253236-9.32582e-18j 0.00626695-8.33953e-17j -0.000678514+2.9648e-17j 0.00259164+8.42191e-17j -0.0037266-5.91995e-17j -0.00166094-2.19921e-17j 0.00520532+4.68407e-18j -0.0049636-3.60953e-17j -0.00224424+1.27453e-17j -0.00674662-1.68408e-17j -0.00379795-4.85415e-17j 0.000662469+6.75109e-18j -0.0025107-8.74442e-18j -0.00368887-8.821e-18j 0.00511962+7.84027e-18j 0.0057557+1.45651e-17j -0.000691912-6.67039e-18j -0.00452154+2.76504e-17j -0.00429111+2.60369e-17j 0.00593801-6.07079e-16j -0.00570066+2.78607e-15j 
-0.00955014+3.62971e-15j -0.0123359+7.60403e-16j -0.00424084+1.35043e-16j 0.0109242-1.60958e-17j 0.00469472+7.81925e-17j -0.0130702+2.13328e-17j -0.00492897+9.986e-17j 0.00433952-4.3144e-17j 0.0109665+1.19472e-16j -0.00117172+5.34254e-18j 0.00380296-9.98984e-17j -0.0134333+2.83645e-17j -0.00286344-1.78355e-16j 0.00747032-5.01184e-17j 0.0119591-2.40904e-17j 0.00825173+1.32088e-16j -0.00480606-2.45152e-16j 0.00749155+1.56035e-16j 0.00405718+2.8659e-17j 0.0072911-6.71695e-17j -0.0022157+8.46504e-17j 0.00334534+1.11965e-16j -0.00988648-1.63617e-16j 0.0032977-1.31248e-16j -0.013889-1.05127e-16j -0.000164635+2.65891e-17j 0.0142052+6.6255e-17j 0.00392173-1.54138e-16j 0.00412092-1.0367e-16j 0.0130471+5.20978e-18j 0.00252624-4.27368e-17j -0.00752328+1.09893e-16j -0.0120205-1.72806e-16j 0.000798241-1.7154e-16j 0.00306201+9.63987e-17j 0.00547013+7.95398e-17j -0.0129465+9.03715e-17j 0.000627366-9.30307e-17j -0.00412005-1.05267e-16j 0.00750854+1.5067e-16j 0.00156214-6.65788e-17j -0.00918645+3.44859e-17j 0.00981885+1.14219e-16j 0.00611372+1.14836e-16j 0.0123562+1.70876e-17j 0.00811368+1.65871e-16j -0.00126233-1.49061e-17j 0.00295323-1.11175e-16j 0.00762281+6.85745e-17j -0.0108486-1.05919e-16j -0.0101204+1.75195e-17j 0.000352835-5.4765e-17j 0.00776093-1.01672e-16j 0.00907478+2.63276e-17j -0.0107541+1.17933e-15j 0.0109643-5.27814e-15j 
0.0147593-5.67646e-15j 0.020391-1.21302e-15j 0.00491617-1.49313e-16j -0.0187467+6.54435e-17j -0.00920196-6.7838e-17j 0.0220927-7.64032e-17j 0.00559931-8.21254e-17j -0.00565541+2.51392e-17j -0.0206793-8.47945e-17j 0.0018426-5.83674e-18j -0.00430912+9.90758e-17j 0.0220337-5.86675e-17j 0.00804495+1.60721e-16j -0.0109737+4.21548e-17j -0.0202266+5.95163e-17j -0.0159438-1.01334e-16j 0.00665747+3.78256e-16j -0.0132502-2.17769e-16j -0.00773016-1.4511e-17j -0.0095197+3.45443e-17j 0.00217162-1.00627e-16j -0.00787579-1.155e-16j 0.0193859+1.54052e-16j -0.00190444+8.6416e-17j 0.0247165+7.864e-17j -0.000608667-2.57799e-17j -0.023259-8.90573e-17j -0.00629893+2.51035e-16j -0.00660407+1.6372e-16j -0.0204523-3.22231e-17j -0.00489029+6.85649e-17j 0.00960821-1.15132e-16j 0.0226698+1.74575e-16j 0.00223063+1.57466e-16j -0.00738191-6.35985e-17j -0.0100855-9.86472e-17j 0.0229639-2.62029e-16j 0.000129522+9.54858e-17j 0.00532836+2.12316e-16j -0.0130133-2.09904e-16j 0.000227852+7.75466e-18j 0.0137805-3.07173e-17j -0.016718-1.63469e-16j -0.0132146-6.8563e-17j -0.0193799-4.857e-17j -0.0148211-2.07756e-16j 0.00206863+2.33292e-17j -0.00165499+7.752e-17j -0.0135244-6.47692e-17j 0.0196795+9.01061e-17j 0.0151114+1.15901e-17j 0.00110132+3.02031e-17j -0.0112313+1.22636e-16j -0.0164333+2.39436e-17j 0.0166478-1.90795e-15j -0.0181445+8.65523e-15j 
0.00344227-1.1719e-15j 0.0026415-2.71538e-16j 0.00375741+2.34305e-17j -0.00140126+4.98304e-17j 0.000956617+3.52019e-17j 0.00213465-4.0017e-17j 0.004523+5.27768e-17j -0.00299455-3.3748e-17j 0.00112437+7.14802e-17j 0.00037912-2.22982e-18j -0.00350478-3.39192e-17j 0.00310951-2.94691e-17j -0.00389352-5.91892e-17j -0.00347014-1.56907e-17j -0.00193686+6.29905e-17j 0.00136827+3.20314e-17j 0.00278026+1.74456e-16j -0.000424485+1.1961e-17j 0.000524343+4.82437e-17j -0.00500723-5.79019e-17j 0.00250325+4.04741e-17j 0.00247616+8.48239e-17j -0.00202508-9.25714e-17j -0.00553238-6.87099e-17j 0.000581376-4.57001e-17j 0.00123386+4.03353e-17j -0.00334378-3.64795e-18j -0.00108958+3.87896e-17j -0.00116507+3.21155e-17j -0.00431019-7.54907e-18j 0.000431329+7.993e-17j 0.00545877+8.53348e-17j -0.00123648-8.65739e-17j -0.00500195-7.63402e-17j 0.00250207+4.9347e-17j 0.000248755+4.46053e-17j 0.000644527-4.42031e-17j -0.00172178+7.15887e-18j 0.00289892+7.4202e-17j -0.0007887-6.93951e-18j -0.00415842-6.81535e-17j 0.00387827+3.42489e-17j -0.00143889+1.95741e-17j 0.00292128+8.66996e-17j -0.00406737-1.16552e-17j 0.00018056+2.0558e-17j 0.000294758+1.42205e-18j -0.0050232-8.14816e-17j -0.000374717+2.4378e-17j -5.43568e-05-4.63741e-17j 0.00436802+3.20302e-17j -0.00236791-4.13579e-17j -0.00383556-1.51181e-17j 6.77696e-06+5.47465e-17j 0.0038384-2.60133e-16j -0.00231944+1.26985e-15j 
0.0157767-5.78152e-15j 0.0174706-1.24662e-15j 0.0105972-1.23952e-16j -0.0139599+8.64724e-17j -0.00348758-4.21452e-17j 0.0174404-7.71393e-17j 0.0125679-4.27789e-17j -0.00947368+3.6339e-18j -0.00993566-4.0716e-17j 0.00186603-9.64909e-18j -0.00972107+6.85427e-17j 0.0194002-7.3473e-17j -0.00320637+1.26879e-16j -0.0135937+3.75221e-17j -0.0159315+1.17869e-16j -0.00663456-1.14353e-16j 0.00962816+5.34208e-16j -0.00870895-1.59021e-16j -0.00350119+3.59893e-17j -0.0158785-1.68581e-18j 0.006407-3.79548e-17j 0.000406347-5.94105e-18j 0.00732739+5.79877e-17j -0.0124469+6.0474e-17j 0.0158147+6.10105e-17j 0.00216451+2.86232e-17j -0.0206046-8.11293e-17j -0.00595663+2.2754e-16j -0.00629164+1.62854e-16j -0.0209212-1.34458e-17j -0.00201111+1.66998e-16j 0.0168548-2.44224e-18j 0.0108841+7.62364e-17j -0.00891482+9.24774e-17j 0.000751592-4.60751e-17j -0.00545879-2.51811e-17j 0.0149069-1.48173e-16j -0.00344638+1.21455e-16j 0.00908449+2.20754e-16j -0.00931402-1.81341e-16j -0.00837391-1.37926e-17j 0.0160897+9.6158e-18j -0.0128365-9.95631e-17j -0.00184191-1.41128e-17j -0.0197898-3.311e-17j -0.00840046-1.60883e-16j 0.00182716+1.86549e-17j -0.0112575+1.56527e-17j -0.00876937-4.59008e-17j 0.0115335+5.93262e-17j 0.0178793+2.2704e-17j -0.00419341+7.09192e-18j -0.0144938+9.55539e-17j -0.00971002+4.30469e-17j 0.0177047-1.6879e-15j -0.0154823+7.69505e-15j 
0.0134301-4.62186e-15j 0.0110425-1.06693e-15j 0.0137499+8.22306e-17j -0.00650219+1.89581e-16j 0.00265116+1.29411e-16j 0.0093799-1.55037e-16j 0.0165256+1.94439e-16j -0.0110994-1.25557e-16j 0.00231454+2.65283e-16j 0.00149678-8.17983e-18j -0.0128029-1.23019e-16j 0.0128388-1.12339e-16j -0.0131802-2.17582e-16j -0.0132214-5.82692e-17j -0.00852548+2.34798e-16j 0.00356594+1.2153e-16j 0.0104195+6.5679e-16j -0.00258498+3.20704e-17j 0.00123486+1.77437e-16j -0.0185647-2.15741e-16j 0.00907072+1.43776e-16j 0.00815799+3.06788e-16j -0.00561992-3.37181e-16j -0.0198117-2.57055e-16j 0.0040742-1.70352e-16j 0.00433456+1.46362e-16j -0.0137708-1.7409e-17j -0.00438325+1.58272e-16j -0.00467624+1.27378e-16j -0.0169765-3.22437e-17j 0.00113515+2.94508e-16j 0.0201762+3.08336e-16j -0.0025511-3.13383e-16j -0.0175911-2.79134e-16j 0.00829018+1.84721e-16j 6.42709e-05+1.58196e-16j 0.00415616-1.91297e-16j -0.00610711+2.65031e-17j 0.0107331+2.88443e-16j -0.00385981-3.60018e-17j -0.0147567-2.57631e-16j 0.0148997+1.24818e-16j -0.00647103+6.19698e-17j 0.00930571+3.22559e-16j -0.0160266-4.79501e-17j -0.00056286+6.6806e-17j 0.0012154+6.69027e-18j -0.0179823-3.01371e-16j -0.00243043+8.89971e-17j 0.00140607-1.70871e-16j 0.0167479+1.21359e-16j -0.00832386-1.54317e-16j -0.0145407-5.09235e-17j -0.00131134+2.07525e-16j 0.014991-1.07577e-15j -0.00971562+5.2185e-15j 
0.00319202-1.31845e-15j 0.00532968-2.40652e-16j -7.24977e-05-1.40832e-16j -0.00534678-5.48721e-17j -0.00333984-1.10595e-16j 0.00609084+4.2877e-17j -0.000188485-1.50804e-16j -0.000494227+8.0242e-17j -0.00705947-1.94273e-16j 0.000420523-2.51062e-18j 0.000155482+1.25229e-16j 0.00564803+1.56299e-17j 0.0042498+2.29071e-16j -0.0019771+6.47192e-17j -0.00558398-5.45365e-17j -0.00566099-1.65569e-16j 0.000905822-2.09055e-18j -0.0040253-1.28807e-16j -0.00268417-7.95118e-17j -0.000846484+1.32116e-16j -0.00039895-1.10554e-16j -0.0035795-1.84298e-16j 0.00704035+2.44819e-16j 0.00180153+2.06659e-16j 0.00760017+1.52408e-16j -0.000730129-6.42324e-17j -0.00593544-4.7591e-17j -0.00152736+6.25169e-17j -0.00159148+3.83119e-17j -0.00462327+1.40267e-17j -0.00174141-4.99541e-17j 0.000678183-1.82177e-16j 0.00774066+2.42589e-16j 0.00288462+2.38105e-16j -0.00343385-1.50637e-16j -0.00331265-1.08586e-16j 0.00701586+3.28943e-17j 0.00079014+7.73237e-17j 0.000431914-2.12914e-17j -0.0037916-1.06435e-16j 0.00188134+1.52683e-16j 0.00269137-6.67706e-17j -0.00468582-1.03164e-16j -0.0054694-2.0982e-16j -0.00438817+9.03592e-18j -0.00478761-1.54638e-16j 0.000529037+8.72657e-18j 0.00165929+1.96019e-16j -0.00413407-8.84035e-17j 0.00627634+1.49284e-16j 0.00290118-5.97388e-17j 0.00137997+1.01128e-16j -0.00189998+9.92411e-17j -0.00522425-9.90056e-17j 0.0036197-5.19602e-16j -0.00475602+2.17301e-15j 
-0.0135376+4.82591e-15j -0.0129781+1.04843e-15j -0.0115788+8.35054e-17j 0.00915005-8.59498e-17j 3.8575e-05+1.64819e-17j -0.0120918+6.78282e-17j -0.013847+8.10442e-18j 0.00972431+1.20293e-17j 0.00286327+1.4505e-18j -0.00155299+9.74381e-18j 0.0107213-3.54822e-17j -0.0147147+6.96672e-17j 0.0082445-7.65056e-17j 0.0125315-2.53385e-17j 0.0110231-1.29849e-16j 0.000849978+9.19373e-17j -0.00943035-5.22311e-16j 0.00493487+9.80347e-17j 0.000788607-5.89035e-17j 0.0162782+2.66366e-17j -0.0073987-4.41168e-18j -0.00445492-5.79189e-17j -5.48474e-05+1.15974e-17j 0.0155246-2.58065e-17j -0.00863547-3.35291e-17j -0.00316716-5.35994e-17j 0.0156991+6.14971e-17j 0.00474991-1.76289e-16j 0.00504148-1.34066e-16j 0.0175141+3.34659e-18j 0.00022915-1.8968e-16j -0.0175262-6.21983e-17j -0.00312837-2.80709e-18j 0.012907-3.24028e-17j -0.00466616+2.11382e-17j 0.00220775-2.0095e-17j -0.00830578+7.30593e-17j 0.00462523-1.09466e-16j -0.00937193-1.90791e-16j 0.00585341+1.32362e-16j 0.0111951+3.11877e-17j -0.0144385-3.11737e-17j 0.00867236+4.7238e-17j -0.00413499-2.67426e-17j 0.0165502+2.11199e-17j 0.00374531+1.03576e-16j -0.00138913-1.29385e-17j 0.0140746+2.80772e-17j 0.00487844+2.42212e-17j -0.00547503-2.61288e-17j -0.0161449-2.80072e-17j 0.00609717+1.11738e-17j 0.0135946-6.14141e-17j 0.00467647-5.12919e-17j -0.0151497+1.28275e-15j 0.0114643-5.88037e-15j 
-0.00776762+2.77197e-15j -0.00733846+5.89415e-16j -0.00677729+8.10822e-17j 0.00509815-2.76278e-17j -0.000136609+3.88802e-17j -0.00678369+1.8441e-17j -0.00810978+4.51798e-17j 0.00566537-1.60862e-17j 0.00133862+5.53564e-17j -0.000888491+6.3418e-18j 0.00627959-5.17635e-17j -0.00833922+3.14614e-17j 0.00502575-1.05105e-16j 0.00723696-3.25676e-17j 0.00618263-5.70118e-17j 0.000227454+1.01798e-16j -0.00547378-2.83953e-16j 0.00269515+7.66816e-17j 0.000333425-1.3014e-17j 0.00948277-2.30318e-17j -0.00434741+2.06903e-17j -0.00277682+9.14752e-18j 0.000303455-5.43788e-17j 0.00916809-7.51353e-17j -0.00468971-6.26875e-17j -0.00188765-1.64e-17j 0.00890143+4.34829e-17j 0.002706-9.99799e-17j 0.00287352-7.67292e-17j 0.0100258-7.19395e-18j 5.10626e-05-9.60441e-17j -0.0102209+5.70305e-18j -0.00146125-6.00373e-17j 0.00768835-8.00941e-17j -0.00289346+5.61882e-17j 0.0011337+1.01412e-17j -0.00452468-1.05486e-18j 0.00274352-8.38041e-17j -0.00546219-8.61994e-17j 0.00324366+9.23766e-17j 0.006639-3.09125e-17j -0.00831857-1.70854e-18j 0.00485019+4.27094e-17j -0.00267972+4.47141e-17j 0.00947309+3.70698e-18j 0.00196291+9.0521e-17j -0.000787457-8.05806e-18j 0.00831303-3.78617e-17j 0.00265696+3.67389e-17j -0.00290388-5.52022e-17j -0.00930682+3.93125e-18j 0.00363274-2.30645e-17j 0.00786255-5.63333e-17j 0.00248685+4.02881e-18j -0.00869037+7.38103e-16j 0.00648016-3.32506e-15j 
0.00563947-1.95083e-15j 0.00458147-4.32575e-16j 0.0058422-1.12482e-17j -0.00265248+4.98172e-17j 0.0011946+1.37591e-17j 0.00385964-3.74004e-17j 0.00702366+2.56789e-17j -0.00470473-2.10263e-17j 0.00112781+3.63266e-17j 0.000627192-4.38217e-18j -0.00544166-8.23734e-18j 0.00533802-3.539e-17j -0.00568581-7.32951e-18j -0.00557574+1.64635e-19j -0.00350708+7.37019e-17j 0.00163073-1.54189e-17j 0.00440748+2.51683e-16j -0.00101559-1.5826e-17j 0.000579541+4.52065e-17j -0.00786863-3.77648e-17j 0.00386127+2.73801e-17j 0.00353872+6.88115e-17j -0.00253149-5.64824e-17j -0.00845261-2.53741e-17j 0.00157494-1.20654e-17j 0.00185621+4.07869e-17j -0.00572801-1.87345e-17j -0.00183064+6.57323e-17j -0.00195379+5.34789e-17j -0.00711661-1.61113e-18j 0.000517871+1.04324e-16j 0.00855664+7.07384e-17j -0.00124225-4.99497e-17j -0.0075315-3.21231e-17j 0.00359188+1.72951e-17j 9.51696e-05+3.53148e-17j 0.00162173-2.47788e-17j -0.00261039+3.92184e-17j 0.00455039+8.96597e-17j -0.00156191-3.83297e-17j -0.00630694-4.1462e-17j 0.00627399+2.95544e-17j -0.00265279+3.2503e-18j 0.00406497+5.26694e-17j -0.00671792-9.11434e-18j -0.000141007-1.54454e-17j 0.000505445+3.80298e-18j -0.0076726-5.18649e-17j -0.00094771+5.87203e-18j 0.000468689-1.6386e-17j 0.00705481+2.35911e-17j -0.00356411-2.42552e-17j -0.00613773+8.00298e-18j -0.000450001+4.13541e-17j 0.00629377-4.61984e-16j -0.0040296+2.15771e-15j 
-0.00183914+7.60323e-16j -0.00357571+1.7983e-16j 0.000665303-2.50782e-17j 0.00379018-3.80852e-17j 0.00266532-3.05513e-17j -0.0042301+4.18225e-17j 0.000876923-4.28564e-17j -0.000115408+2.74402e-17j 0.00548781-6.29896e-17j -0.000254381-1.1089e-18j -0.000686595+2.82913e-17j -0.00373886+1.81981e-17j -0.00382657+6.47792e-17j 0.00092162+2.08706e-17j 0.00388136-2.33354e-17j 0.00447653-6.3772e-17j -0.00022873-4.5174e-17j 0.00295591+1.06326e-17j 0.00210233-1.97076e-17j -0.000177888+4.6676e-17j 0.000706742-9.07622e-18j 0.00309244-2.69683e-17j -0.00561986+5.29358e-17j -0.00225318+7.53054e-17j -0.00561684+5.2177e-17j 0.000749258-7.50703e-18j 0.00391676+1.3574e-18j 0.000970648-4.12732e-17j 0.00100656-2.3142e-17j 0.00277359+2.22053e-17j 0.00137874-9.32856e-18j 0.000377766-2.48743e-17j -0.00601793+4.56415e-17j -0.00298086+5.94243e-17j 0.0029872-5.52165e-17j 0.00252982-4.80551e-18j -0.00516747+1.25031e-16j -0.000873673+2.41802e-17j 0.000146689-6.33785e-17j 0.00272108+9.61358e-18j -0.00208979+6.94187e-17j -0.00139203-1.2446e-17j 0.00328737+1.15487e-17j 0.00458502-7.16376e-17j 0.00263639+2.27247e-17j 0.00362713-9.48106e-18j -0.000349642-3.19684e-18j -0.00206352+5.95768e-17j 0.00304574-2.22571e-17j -0.00472536+4.29822e-17j -0.00147008-3.00337e-17j -0.00142196+3.63616e-17j 0.000804263+9.918e-18j 0.003927-5.077e-17j -0.00209613+3.05181e-16j 0.00319698-1.46636e-15j 
0.00259556-1.04593e-15j 0.00452518-2.39801e-16j -0.000295317+1.48032e-17j -0.00461665+3.95911e-17j -0.00299666+2.47234e-17j 0.00522593-4.3599e-17j -0.000444518+3.5471e-17j -0.000250183-2.43052e-17j -0.00627877+5.41625e-17j 0.000346527+6.67771e-19j 0.000352741-2.0801e-17j 0.00477636-2.05633e-17j 0.00397804-5.12936e-17j -0.0015252-1.70526e-17j -0.00479228+2.56968e-17j -0.0050637+5.35494e-17j 0.000625424+6.55281e-17j -0.00351448-2.23942e-17j -0.0023933+1.78917e-17j -0.000435995-4.18255e-17j -0.000505176+2.95753e-18j -0.0033011+1.91076e-17j 0.00631746-4.10193e-17j 0.00192555-6.54609e-17j 0.00664925-4.42477e-17j -0.000718255+5.8491e-18j -0.00501472-6.4668e-18j -0.00127632+5.32223e-17j -0.00132806+3.12751e-17j -0.00380099-2.25328e-17j -0.00155831+1.33975e-17j 0.000260133+1.71923e-17j 0.00688485-3.30065e-17j 0.00284554-4.66818e-17j -0.00317459+4.79746e-17j -0.00292912-8.47691e-19j 0.0061314-1.31573e-16j 0.000801107-1.68045e-17j 0.000201266+7.18081e-17j -0.00328647-2.11733e-17j 0.00191107-6.45668e-17j 0.00212832+1.00835e-17j -0.00403296-2.00164e-17j -0.00499088+6.32694e-17j -0.00360916-2.40033e-17j -0.00422229-3.08086e-18j 0.000447175+4.3329e-18j 0.00176906-5.15164e-17j -0.00361322+1.71077e-17j 0.00552399-3.50627e-17j 0.00228269+2.88271e-17j 0.00135974-3.23558e-17j -0.00143485-2.21677e-18j -0.00459565+4.89888e-17j 0.00294734-3.96285e-16j -0.00404044+1.87454e-15j 
-0.00626637+2.17457e-15j -0.0053646+4.95962e-16j -0.00615348-2.31512e-17j 0.00333214-7.89076e-17j -0.000925518-4.69578e-17j -0.00467958+6.45093e-17j -0.00738776-7.20445e-17j 0.00501071+4.81244e-17j -0.000482875-9.92766e-17j -0.000703469+3.91257e-18j 0.0057228+4.27793e-17j -0.00619425+4.84162e-17j 0.00557055+7.4672e-17j 0.00607759+1.96148e-17j 0.00425707-9.94397e-17j -0.00115316-3.76673e-17j -0.00473843-2.92573e-16j 0.00147376-2.53694e-18j -0.00034254-7.15364e-17j 0.00838236+8.32364e-17j -0.00403187-5.37991e-17j -0.00337347-1.19459e-16j 0.001965+1.26904e-16j 0.0087332+9.42052e-17j -0.00242135+6.09457e-17j -0.00188435-5.93037e-17j 0.00663426+1.21934e-17j 0.00208329-7.57905e-17j 0.00221957-6.00726e-17j 0.00796726+1.26787e-17j -0.000371848-1.26833e-16j -0.00909103-1.2039e-16j 0.000535392+1.16613e-16j 0.00765348+1.01452e-16j -0.00344411-6.74766e-17j 0.000231132-6.05124e-17j -0.00241221+8.00418e-17j 0.00267365-1.95247e-17j -0.00484171-1.25748e-16j 0.00202648+2.58315e-17j 0.00646255+9.9608e-17j -0.00688539-4.93397e-17j 0.00326632-1.83126e-17j -0.00373929-1.23267e-16j 0.00752331+2.0156e-17j 0.000627781-1.52698e-17j -0.000585943-3.74276e-18j 0.00792489+1.15314e-16j 0.00141307-3.11182e-17j -0.0011223+6.1647e-17j -0.00772977-4.81082e-17j 0.00362035+5.88631e-17j 0.00666251+1.33244e-17j 0.000997317-8.25706e-17j -0.00699914+5.23495e-16j 0.00472523-2.50732e-15j 
-0.00325221+1.38468e-15j -0.00621765+2.65879e-16j 0.00104631+1.13786e-16j 0.00655418+3.54286e-17j 0.00455849+8.61368e-17j -0.00732977-2.12219e-17j 0.0013903+1.17578e-16j -0.000120544-6.09406e-17j 0.00940776+1.47761e-16j -0.000447307+1.22987e-18j -0.0010895-1.00029e-16j -0.00651038-8.55248e-18j -0.006479-1.75335e-16j 0.00167514-4.79544e-17j 0.00672491+4.54107e-17j 0.00766239+1.15637e-16j -0.000465672+5.59567e-18j 0.00509413+1.20993e-16j 0.00360159+6.6933e-17j -0.000175617-9.98966e-17j 0.0011502+9.87856e-17j 0.00525344+1.61011e-16j -0.00961142-2.01168e-16j -0.00373069-1.51412e-16j -0.00967403-1.12697e-16j 0.00125634+5.89248e-17j 0.00682239+4.19654e-17j 0.00169751-7.12836e-17j 0.00176123-4.11314e-17j 0.00488171-1.34209e-18j 0.00235971+5.18724e-17j 0.000507585+1.60384e-16j -0.0103165-2.02239e-16j -0.00499584-1.89034e-16j 0.00507179+1.10066e-16j 0.00434389+1.00085e-16j -0.00890293+3.26586e-17j -0.0014576-5.34593e-17j 0.000176823-4.0002e-18j 0.00469978+9.76737e-17j -0.00348548-1.07133e-16j -0.00249469+5.74382e-17j 0.00569052+1.00214e-16j 0.00780855+1.59159e-16j 0.00463946+2.65537e-18j 0.00623263+1.3403e-16j -0.000608925-9.19393e-18j -0.00341779-1.52815e-16j 0.00524731+6.94272e-17j -0.00812447-1.15123e-16j -0.00264166+4.12158e-17j -0.00238363-7.56307e-17j 0.00148284-8.42218e-17j 0.00675283+6.80325e-17j -0.00370445+5.81845e-16j 0.00555798-2.50808e-15j 
-0.00234775+5.85452e-16j 0.000187165+2.50991e-16j -0.00501857-3.09705e-16j -0.00183897-2.21545e-16j -0.00357108-2.83734e-16j 0.00138295+1.91029e-16j -0.00611103-3.95866e-16j 0.00361851+2.25617e-16j -0.00636127-5.25835e-16j -0.000210954-2.33203e-18j 0.00474182+3.03631e-16j -0.000211885+9.65505e-17j 0.00808294+5.68555e-16j 0.00322349+1.62503e-16j -0.00129451-2.21388e-16j -0.00571815-4.17209e-16j -0.00305095-3.33305e-16j -0.00221812-2.23445e-16j -0.00254674-2.363e-16j 0.0060367+3.7709e-16j -0.00358558-2.62862e-16j -0.00574589-4.80893e-16j 0.0075391+6.3087e-16j 0.00855954+5.59247e-16j 0.00447907+4.00247e-16j -0.00213572-1.81657e-16j 0.000323215-7.35868e-17j 0.000386158-8.9323e-18j 0.0004417-1.54372e-17j 0.00250716+6.54329e-17j -0.00177278-2.20826e-16j -0.00674999-4.75248e-16j 0.00697986+6.08003e-16j 0.00860601+6.0316e-16j -0.00567958-4.06946e-16j -0.00261629-2.60125e-16j 0.0039921+2.92572e-16j 0.00282234+1.53206e-16j -0.00353508-2.36001e-16j -0.00157514-1.57591e-16j 0.00679782+4.58549e-16j -0.00326998-1.83252e-16j -0.00133283-1.9028e-16j -0.00763945-5.87417e-16j 0.00234841+6.39633e-17j -0.00354455-3.07775e-16j -2.44723e-05+8.36131e-18j 0.00778803+5.39627e-16j -0.00235903-2.1809e-16j 0.00440562+3.83579e-16j -0.00377271-1.9155e-16j 0.004084+2.84929e-16j 0.00375994+2.0565e-16j -0.00361625-3.21361e-16j -0.00257625-7.27233e-17j -0.00021693-2.32353e-16j 
-0.00335998+1.36992e-15j -0.00574868+2.84137e-16j 0.000247417+5.81077e-17j 0.00582282-9.42023e-19j 0.00371892+3.65007e-17j -0.00660911+9.5864e-18j 0.00040924+4.85491e-17j 0.000410422-2.20446e-17j 0.00782069+5.66299e-17j -0.000445967+7.49505e-19j -0.00032749-4.63505e-17j -0.00607821+6.73655e-18j -0.00485155-7.55223e-17j 0.00202144-1.95456e-17j 0.00606001+8.62808e-18j 0.00629222+4.30528e-17j -0.000873033-4.45258e-17j 0.00441181+7.82514e-17j 0.00297792+2.61955e-17j 0.000708374-3.50357e-17j 0.000550803+5.17049e-17j 0.0040505+7.63099e-17j -0.00783983-9.04069e-17j -0.00222979-5.47448e-17j -0.00833976-4.31823e-17j 0.000858713+2.71788e-17j 0.00638411+2.76362e-17j 0.0016326-6.7519e-17j 0.00169981-4.04273e-17j 0.00489667+8.92577e-18j 0.00193605+1.50257e-17j -0.000502979+7.66191e-17j -0.00857549-9.49159e-17j -0.0033983-8.31615e-17j 0.00389134+3.97218e-17j 0.00365741+5.34152e-17j -0.00769378+7.59291e-17j -0.000946534-2.58077e-17j -0.000346099-3.97411e-17j 0.00413832+6.65001e-17j -0.00225634-2.91459e-17j -0.00278945+2.54425e-17j 0.00509361+6.41428e-17j 0.00615062+5.78402e-17j 0.00464872+1.23721e-17j 0.00527789+7.73127e-17j -0.000569175-7.26643e-18j -0.00205051-5.93433e-17j 0.00453376+3.10269e-17j -0.00691095-4.80862e-17j -0.00299855+8.91984e-18j -0.0016246-2.65753e-17j 0.00192025-4.66877e-17j 0.00575077+1.39372e-17j -0.00381307+5.29069e-16j 0.0051316-2.3642e-15j 
