-0.00800953-8.72987e-15j -0.0169359-1.93656e-15j -0.00186465+2.49772e-17j -0.00813576-2.77373e-17j -0.0086174+5.45609e-19j 0.012524+5.82063e-18j 0.00157311-1.14793e-17j -0.00953739+4.79782e-18j -0.00986214+4.41024e-17j -0.00310401-9.18774e-19j -0.00792116+1.46451e-17j -0.00533943+5.63014e-18j 0.00665589+3.20919e-18j -0.00532477+1.32675e-17j -0.00356968-2.05219e-17j 0.00836918+4.61866e-16j 0.0131998-5.60683e-17j -0.00170285+2.13228e-16j -0.0024455-2.80357e-17j -0.00848731+6.38783e-18j -0.0011898+5.3708e-17j -0.00930195+6.06384e-18j 0.00719986-2.06264e-17j 0.0106883-4.84395e-16j 0.00777526+1.94386e-16j 0.00272503-6.43514e-17j 0.00538863-2.48994e-17j 0.000318852+7.76394e-17j -0.005184-7.80756e-18j -0.0026054+9.49365e-18j -0.00590649+1.14665e-16j 0.0089004+2.36682e-15j 0.00587097-1.59663e-16j -0.00398964+1.98842e-16j -0.017209-2.42933e-17j 0.00545635+1.90734e-17j 0.00878476+9.00177e-17j 0.00620924+8.16289e-16j 0.00964316-2.05668e-15j 0.00639923+5.78377e-15j 0.00564161+6.38747e-17j -0.00919139-3.72989e-16j -0.00941525-6.46022e-17j 0.00362998-1.01001e-18j -0.00141724+2.94686e-17j 0.0072304+1.59474e-16j -0.0062315-7.62524e-17j -0.00477449+5.66474e-17j 0.00892221-2.05167e-17j 0.0039838-3.66001e-17j 0.000462545+3.47468e-18j -0.00476638-3.12587e-16j 0.00477992-5.17663e-18j 0.0166227-1.42826e-15j 0.00655051-8.34629e-17j 0.00596556-1.04679e-17j -0.0109233-3.83301e-17j -0.000860762-8.96158e-18j -0.00334885-3.51475e-17j -0.00496474-1.30463e-16j 0.00432255+1.23653e-17j 0.00937465+3.24925e-16j -0.00323676-4.13473e-17j -0.00782259+6.78335e-17j 0.0056062+9.15825e-18j -0.00326914+2.25547e-18j -0.0103747+1.09436e-17j -0.00131511-4.93266e-18j -0.00164767+1.77613e-17j -0.011618+1.24346e-17j 0.0118293-1.59294e-17j 0.00745003-6.49397e-17j -0.00274806+1.09022e-17j -0.00280973+4.58686e-18j -0.00994152+9.23069e-18j 0.0131012+7.99701e-15j -0.0126362-3.59723e-14j 
-0.0032802-2.04377e-15j 0.00245103-4.36019e-16j 0.00702496+4.45141e-17j 0.00596131+1.62914e-17j 0.00473643+1.85284e-17j -0.00705492-3.7164e-17j 0.00417658+3.54844e-17j -0.00711237-1.16078e-17j 0.00412545+8.32831e-18j -0.00432416-1.58738e-17j -0.00634572+4.86217e-18j 0.00301797+3.45667e-17j 0.00857086+1.26064e-17j -0.00958248+1.45548e-17j -0.00716226-1.23329e-17j -0.00382407-1.61027e-16j -0.00669582-7.4491e-19j 0.0102259-1.09672e-15j -0.00342612+5.7736e-17j 0.00223796-6.92966e-17j 0.0117512+4.48314e-17j -0.0051692-4.06867e-17j -0.00362446+1.02032e-17j -0.00186843+9.27748e-17j -0.0138352-3.76858e-16j -0.00566949+1.01513e-16j 0.00142391-1.32318e-16j -0.00112521+8.37369e-17j 0.0132537+3.0548e-17j 0.00442329+2.32732e-17j 0.00214151+3.24662e-17j -0.00704196-1.81586e-15j -0.00617784+1.31711e-16j 0.0125409-1.04363e-15j -0.00384729+1.08604e-16j -0.00908724-1.16269e-16j -0.00824013-6.28877e-17j -0.0052766-3.62522e-15j 0.00741175+2.9193e-15j 0.00184682-2.25301e-15j -0.00363753-1.1039e-16j 0.0119344+3.72659e-16j -0.0151041-1.67744e-17j -0.0116925+7.60425e-17j 4.22644e-06+1.88823e-18j -0.00466963-1.29798e-16j 0.0027669+8.58455e-17j 0.00605591-2.2283e-17j -0.00739985-1.99809e-17j -0.00571866-5.31503e-17j -0.0103337-8.68669e-17j 0.00487734+2.74596e-16j -0.00921558+1.6954e-18j -0.0103458+8.42462e-16j -0.00322989+6.20036e-17j 0.00975122+2.84576e-17j 0.00556452+5.51386e-17j -0.0089918-4.98423e-18j 0.0115233+9.73647e-17j -0.000622842+7.84855e-17j 0.00604137+8.54414e-17j -0.00567815-1.57301e-16j -0.00795669+2.78483e-17j -0.00614464+4.75061e-17j 0.00966295+3.14353e-18j -0.000259907-4.33149e-18j -0.00272896+5.48873e-18j -0.00689275-3.46294e-17j -0.00763146+2.15513e-18j -0.00398915+7.27958e-19j -0.0105223-4.00751e-17j 0.000241624+3.15135e-17j -0.00367986-1.90704e-17j -0.00172315-1.84826e-17j 0.00995582+4.14231e-17j 0.00303801-1.38837e-15j 0.00339928+6.31707e-15j 
-0.00356004-2.84949e-15j -0.00151631-6.81772e-16j 0.00483797-8.72793e-17j 0.000855184-8.13268e-17j 0.000956101-6.10574e-17j 7.3062e-05+6.35701e-17j 0.0047683-8.13493e-17j -0.00284001+4.51658e-17j 0.00171782-7.73146e-17j 0.000109454+9.46826e-18j -0.00265858+5.03081e-17j -5.50989e-06-2.80111e-17j 0.00102442-3.85578e-17j -0.00221635+6.77401e-17j -0.000573956+2.2315e-17j 0.00202945+1.18845e-16j -0.00141913+1.07041e-16j 0.00268218-4.11815e-16j 0.00197767-5.97647e-17j 0.00178661-6.76837e-17j 0.00515723-1.21599e-16j -0.000424557+5.2785e-18j 0.00124366+1.0685e-17j 0.00456503-2.11249e-16j -0.000163481+8.24195e-17j -0.00271032+1.0932e-16j -0.00161043+4.29339e-17j 0.00143892-3.08098e-17j 0.00543319-1.43473e-16j 0.00271215-4.51291e-17j -0.00125978+1.56396e-17j 0.000867904+3.18053e-16j -0.000871648+5.06704e-17j -0.000325528-4.68415e-17j 4.74467e-05-5.26772e-17j -0.00539528+4.23538e-17j 0.000183583+1.02465e-16j 0.00099065+1.02658e-16j 0.00192669-3.71918e-16j 0.00124352+1.05096e-15j 0.00240543+1.9116e-17j 0.00471043-2.48784e-17j -0.00541469+1.40209e-16j 0.00072743+5.61824e-17j -0.00201457+1.82633e-17j 0.00203492+5.27972e-17j -0.000890891-8.90872e-18j 0.00233317-1.2197e-16j -0.00459062+1.30003e-16j -0.00089969+4.12973e-17j -0.00263923+7.84511e-17j 0.00234834+5.55439e-17j 0.0020557+1.63403e-17j 0.000390248+4.21722e-17j 0.00133084+9.23232e-18j 0.00266473-6.24777e-17j 0.00317339-1.02345e-16j -0.00365098+9.4912e-17j 0.00195687-7.39608e-17j 0.00180908-1.11238e-17j 0.00474192-6.33068e-17j 0.00113482+7.01355e-17j -0.000930712+4.19123e-17j -0.000535158+1.28708e-17j 0.00160866-5.09115e-17j -0.00156177+1.4551e-17j -0.000934112-2.49882e-18j -0.00113755+3.73054e-17j -0.00395564+1.03322e-16j -0.00133613+5.08076e-18j -0.0023178+1.06305e-16j 0.00357459-3.81025e-17j -0.00309332+5.8646e-17j -0.002845+3.91298e-17j 0.00334937-1.19825e-16j 0.00415789+6.16272e-16j -0.000337219-2.96805e-15j 
-0.00966052-6.47304e-15j 0.00356229-1.54586e-15j 0.020069-2.15979e-16j 0.00867667-1.70441e-16j 0.00892821-1.33817e-16j -0.00782497+8.6769e-17j 0.0173474-2.29753e-16j -0.00742628+4.76895e-17j 0.0120725-2.31185e-16j 0.000695927-4.72085e-17j -0.00735613+7.8064e-17j 0.00343005-3.89311e-17j 0.00278713+9.48484e-18j -0.00795609+8.32745e-17j -0.00229888-3.68283e-17j 0.00205961+7.1151e-17j -0.0133583+2.97294e-16j 0.013222-1.71025e-15j 0.00726574-2.55341e-16j 0.0111185-2.34107e-16j 0.022195-2.70434e-16j 0.00158713-8.36134e-17j -0.000106837-2.14054e-17j 0.0104864-5.50762e-16j -0.00824231-1.51193e-16j -0.0125478+3.64929e-16j -0.00795652+1.62646e-16j 0.00464439-1.52908e-16j 0.0255454-2.97055e-16j 0.0121477-9.71644e-17j -0.000996185+5.4804e-17j -0.00322741-6.62691e-16j -0.00769018+1.90739e-16j 0.00429466-3.31284e-16j 0.00749383-2.12134e-16j -0.0243793-1.84517e-17j -0.00593808+1.55349e-16j -0.000984205-1.14639e-15j 0.00421206+6.15979e-16j 0.0018123+3.07119e-16j 0.0047795-7.37718e-17j 0.0245639+3.79804e-16j -0.0188703+2.92828e-16j -0.00245353+1.00504e-17j -0.00646753+6.38246e-17j 0.00239866-2.21722e-17j 0.000648381+8.44235e-17j 0.0123156-3.74667e-16j -0.0227396+3.63864e-16j -0.00674036+5.41148e-17j -0.012494+8.67646e-17j 0.0120363+4.9855e-16j 0.00239841-1.14923e-16j -0.00961785+8.96113e-16j 0.000630257+2.50483e-17j 0.00928415-5.37837e-17j 0.0181662-2.50439e-16j -0.0150692+2.04348e-16j 0.01181-2.69305e-17j 0.00867953+2.40963e-17j 0.0164326-1.30377e-16j -0.00212912-6.13284e-17j -0.00395142+4.2392e-17j 0.000199336-7.87794e-17j 0.00568127-2.42587e-17j -0.00402794+5.48028e-17j 0.000981514-5.43621e-17j -0.00532731+1.07454e-17j -0.0153879+2.49182e-16j -0.000192644-4.91472e-17j -0.0169527+2.02202e-16j 0.00913629-1.13512e-16j -0.0106816+1.52308e-16j -0.00922211+1.19211e-16j 0.0195395-2.63194e-16j 0.00923241-2.07428e-15j 0.00591935+8.83781e-15j 
0.00759921+4.75956e-14j -0.0050392-2.77891e-14j -0.0190406-1.07755e-13j -0.00599371-3.39837e-14j -0.00794962-4.51231e-14j 0.00430627+2.46035e-14j -0.0182072-1.02927e-13j -0.000500676-3.0831e-15j -0.013239-7.50241e-14j -0.00690927-3.91892e-14j 0.000662483+3.52729e-15j -0.0019516-1.11183e-14j 0.00810006+4.60415e-14j -0.00204384-1.17373e-14j -0.00643158-3.64822e-14j -0.00597114-3.38636e-14j 0.0124376+7.04901e-14j -0.00568417-3.13463e-14j -0.0146417-8.26757e-14j -0.0140185-7.95003e-14j -0.0159475-9.01477e-14j -0.0103531-5.88405e-14j -0.00298664-1.67137e-14j -0.0146111-8.18539e-14j -0.00444472-2.51582e-14j 0.0106151+5.99378e-14j 0.0136582+7.72023e-14j -0.00767956-4.32219e-14j -0.0194165-1.09922e-13j -0.0115933-6.56961e-14j 0.00289747+1.62736e-14j -0.00264508-1.56497e-14j 0.00394732+2.24453e-14j 0.00894825+4.9772e-14j -0.0182809-1.03649e-13j 0.023049+1.30831e-13j -0.000452708-2.57951e-15j -0.00402799-2.54498e-14j 0.00528226+3.25227e-14j 0.00103369+3.87788e-15j -0.00997234-5.64402e-14j -0.0204755-1.1658e-13j 0.00522905+2.9129e-14j -0.0104776-5.91876e-14j 0.00856894+4.84989e-14j -0.00770043-4.35844e-14j 0.0013662+7.56437e-15j -0.0102076-5.75654e-14j 0.0235632+1.33404e-13j 0.00286174+1.6221e-14j 0.0043205+2.43717e-14j -0.0112879-6.45791e-14j -0.0138101-7.80072e-14j 0.0034473+1.95631e-14j -0.00362676-2.03738e-14j 0.000561315+3.35414e-15j -0.0199761-1.13209e-13j 0.00925231+5.22477e-14j -0.00245751-1.39526e-14j -0.0135705-7.70522e-14j -0.0141201-7.97616e-14j -0.00236158-1.31907e-14j -0.00509782-2.89647e-14j -0.0093879-5.32092e-14j 0.00530403+3.01834e-14j 0.00455734+2.57008e-14j -0.00669987-3.81404e-14j -0.0015326-8.73132e-15j 0.0112271+6.3375e-14j -0.00689721-3.92915e-14j 0.0123351+6.99946e-14j -0.0107624-6.0704e-14j 0.00949705+5.36107e-14j 0.00992162+5.6048e-14j -0.0162127-9.18609e-14j -0.00634795-3.31069e-14j -0.00626408-4.69089e-14j 
-0.0145507-1.45978e-14j -0.0236669-3.32594e-15j 0.00312464-1.82145e-16j -0.0091042-1.39488e-16j -0.00986658-1.04001e-16j 0.0156478+7.07734e-17j 0.00718212-2.30253e-16j -0.0165943+1.8966e-17j -0.0109426-1.10695e-16j -0.00479848-7.03583e-17j -0.0141313+5.22219e-17j -0.00664603-1.79206e-17j 0.011321+7.05711e-17j -0.0107997+3.24844e-17j -0.00653218-8.96922e-17j 0.01242+6.32729e-16j 0.0152503+1.06571e-16j 0.00191662-2.92808e-16j -0.00205408-2.22676e-16j -0.00935936-1.79314e-16j 0.0051281-1.31652e-16j -0.013738-1.01029e-16j 0.0101682-5.63791e-17j 0.0181809-9.64006e-16j 0.00790913+1.83357e-16j 0.000205659+1.04648e-16j 0.00599265+1.07459e-16j 0.00155111+1.85581e-17j 0.00028369-2.61144e-16j -0.000256442-1.11081e-16j -0.00870271+2.0764e-16j 0.0115203+3.10369e-15j 0.00601673-1.32753e-16j -0.00350357+1.68145e-16j -0.0236782-2.32937e-16j 0.000827425+2.15373e-16j 0.0105349+1.69563e-16j 0.00832705+5.14049e-16j 0.015952-2.52822e-15j 0.0100293+8.34234e-15j 0.00913995-1.73097e-17j -0.00597353-5.96737e-16j -0.0201497+3.50969e-17j 0.00353391-7.01693e-17j -0.00374107+1.32373e-16j 0.0107543+1.54469e-16j -0.00869419-7.28655e-17j -0.00323143-1.0767e-16j 0.00649659+2.68496e-16j 0.00354016-1.5555e-17j -0.00355808+6.41627e-17j -0.00340791-4.03081e-16j 0.00671277-1.46018e-16j 0.0208693-1.74036e-15j 0.00944502-1.37237e-16j 0.0120974-2.92008e-17j -0.010788-2.90318e-16j -0.00602779+1.2488e-16j -0.000731248-7.96132e-17j -0.00510606-2.92359e-16j 0.0111614-1.3142e-16j 0.0126328+4.30542e-16j -0.00654786-8.38539e-17j -0.012023+8.61995e-18j 0.0106349+4.49421e-17j -0.00585415+5.55588e-17j -0.0152252-5.29279e-17j -0.00397982-1.52558e-17j -0.00712879+1.91839e-16j -0.0174744-5.06079e-17j 0.0119382+1.39255e-16j 0.0132953-2.12107e-16j -0.0071403+1.3668e-16j -0.00666176+1.20927e-16j -0.00856143-1.96885e-16j 0.0218803+1.09964e-14j -0.0166639-4.98892e-14j 
-0.00407754-4.43227e-15j -0.00845527-9.63159e-16j -0.00167284+4.19803e-17j -0.00209863+2.41043e-17j -0.00359704+2.31154e-17j 0.00322922-3.01276e-17j -0.00142985+2.72007e-17j -0.00929398-1.56232e-17j -0.00598367+5.21486e-17j -0.00600556-1.91087e-17j -0.00770273-2.07431e-18j -0.0014008+3.49969e-17j 0.0106971+2.84494e-17j -0.00904874-4.28197e-19j -0.0078366-2.34342e-17j 0.000383681+6.67638e-17j 0.00591668-7.34826e-17j 0.00384015-3.32395e-16j -0.00714805+7.55418e-17j -0.00663067-3.96299e-17j 0.00234182+8.18514e-17j -0.0105732-3.86608e-17j 0.000689553+1.10293e-18j 0.000489861-4.21835e-17j -0.00558273-1.79743e-16j 0.000728967-1.79365e-17j 0.00717668-1.41333e-16j -0.00252694+1.46736e-16j 0.000311318+2.62712e-17j -0.00167855+6.06408e-18j -0.000952529+8.17358e-17j -0.000425149-1.2673e-16j 0.00027945-6.64472e-18j 0.00790357-7.2846e-16j -0.0158708+9.33459e-17j 0.00330042+2.01704e-17j -0.00063649-4.92414e-17j -0.00108764-2.51283e-15j 0.0107793+1.35595e-15j 0.00464666+1.02805e-15j -0.00193807-7.37823e-17j -0.00280476-1.03703e-16j -0.0125739-1.08871e-16j -0.00797271+4.57752e-17j 0.00152136+3.00747e-17j -0.0011603-4.54929e-17j -0.00113959+6.72264e-18j -0.00143179+9.14705e-17j 0.00622128-4.93671e-17j -0.00068705-6.65911e-17j -0.00489339-7.34004e-17j -0.00242389-1.52719e-16j -0.00675842+1.01211e-18j 0.00309822-2.99072e-16j 0.00043057-5.82386e-18j 0.00908957+2.5231e-17j -0.00741377+2.63308e-17j -0.003465-2.87358e-17j 0.00463147+4.90969e-17j -0.00645277-6.32779e-17j 0.00216786+6.5144e-17j 0.000716389+5.92169e-17j -0.00779953-1.90593e-17j -0.0101584+8.20875e-17j 0.0100931+2.15062e-17j -0.000630254-3.80183e-18j -0.00868628+6.83956e-18j -0.00524473-3.26881e-17j -0.00252544-1.77286e-17j -0.0101341+2.69209e-18j 0.00287468-4.73388e-17j 0.0011254-9.57452e-18j -0.00114474-2.11049e-17j 0.000119923-1.41121e-17j -0.00327047+5.21608e-17j 0.00685022+3.8882e-15j -0.00601219-1.74131e-14j 
-0.00864303-8.32092e-15j -0.0116315-1.83352e-15j 0.00313347+1.02272e-17j -0.00140153+1.53929e-17j -0.00317467+1.54013e-17j 0.00364265-6.24569e-17j 0.00322078-3.82088e-17j -0.0144277-5.46807e-17j -0.00533542+1.53293e-17j -0.00737233-8.06878e-17j -0.0122829-2.16765e-17j -0.0015561+5.33124e-17j 0.0143884+1.14637e-16j -0.0136286-5.00071e-17j -0.0104076-1.06288e-16j 0.00230191+1.23654e-16j 0.00542777-4.74394e-17j 0.00781633-7.51831e-16j -0.0068512-3.87521e-17j -0.00614153-1.16099e-16j 0.00854141+8.88355e-17j -0.0134764-1.2265e-16j 0.00189907-4.50567e-17j 0.0050511-3.22689e-16j -0.00759146-3.40416e-16j -0.00209126+4.4489e-17j 0.00715507-9.06507e-17j -0.0016808+1.19366e-16j 0.00643001+1.29822e-17j 0.000882991-6.52495e-18j -0.0023052+1.54142e-16j 9.82035e-06-2.44241e-17j -0.000828309-2.30375e-17j 0.00985225-8.01371e-16j -0.0193576-8.4442e-18j -0.00181733-2.41067e-18j -0.000985747-7.03157e-17j -0.000584905-3.19508e-15j 0.0153309+1.50718e-15j 0.00695508+2.20273e-15j -0.00012608-1.47983e-16j 0.00187273-2.48984e-17j -0.0213506-1.5821e-16j -0.00949459-5.55401e-17j -0.000164572+7.5611e-17j 0.000396813-8.99376e-17j -0.002134+4.58695e-17j 0.000883066+4.3225e-17j 0.0026029+2.42498e-17j -0.00200448-1.0912e-16j -0.00905419-1.32232e-16j -0.000360136-7.82369e-17j -0.00658118-1.31262e-16j 0.00364112-4.12876e-16j 0.00169136-4.84553e-17j 0.0141329+8.54841e-17j -0.00554758-3.54719e-17j -0.00826764-2.88837e-17j 0.00811462+1.29137e-16j -0.00604184-1.18369e-16j 0.00764128+5.80022e-17j 0.00172397+5.0814e-17j -0.0107565-8.65056e-17j -0.0131315+2.43606e-17j 0.0142918+1.01366e-16j -0.00233175+1.97547e-17j -0.0115813-3.38293e-17j -0.00781739-9.10505e-17j -0.00736771+1.50649e-17j -0.0137959-4.63741e-17j 0.00066389-6.4421e-17j 0.00493584-7.61506e-17j -0.00464579+1.09196e-17j -0.00277243+2.50098e-17j -0.000142777+3.93932e-17j 0.0125846+5.26691e-15j -0.00745244-2.37006e-14j 
-0.00881198-1.08285e-14j -0.0260676-2.39539e-15j -0.00960289+1.28237e-17j -0.0132985-7.30893e-19j -0.0149956+9.14514e-18j 0.0187282-9.1469e-18j -0.00474605-2.57054e-17j -0.0149823-1.6215e-17j -0.019094+8.07483e-17j -0.00800904-3.30918e-17j -0.0120573+6.06364e-19j -0.0080315+2.88828e-17j 0.0142512+5.61048e-17j -0.00995217-1.21036e-17j -0.00890615-5.53151e-17j 0.00893838+5.12234e-16j 0.0231634-1.31257e-16j -0.00328527+4.92107e-16j -0.0101707+2.71265e-17j -0.0177314-2.84418e-17j -0.00662255+1.02144e-16j -0.0184829-4.65615e-17j 0.0085408-2.67182e-17j 0.00894087-4.72804e-16j 0.00721356+1.27017e-16j 0.00750961-1.34027e-16j 0.0136829-1.07024e-16j -0.00293286+1.9965e-16j -0.0135872-1.9338e-17j -0.00793627-2.37744e-17j -0.00694457+1.82055e-16j 0.0106103+2.74491e-15j 0.0091547-2.12753e-16j -8.31168e-05-1.66779e-16j -0.0329647+9.46088e-18j 0.0161312+1.79785e-16j 0.0111828+2.39692e-17j 0.00643175-5.60712e-16j 0.0171849-1.48147e-15j 0.0099034+7.08377e-15j 0.00337094-8.86196e-18j -0.0199863-7.37272e-16j -0.0136108-1.96872e-16j -0.000946757-1.44451e-17j 0.00155901+8.13541e-17j 0.00644982+1.15559e-16j -0.00795915-1.03025e-16j -0.0102239+1.83185e-16j 0.0215795-3.37047e-17j 0.00605829-8.28376e-17j 0.000915677-4.02854e-17j -0.0108433-6.83437e-16j -0.000318738-3.32127e-17j 0.0237577-2.05389e-15j 0.00739929-1.20312e-16j 0.0102762+1.55568e-17j -0.0232263-6.24086e-17j 0.00128618-3.35306e-17j -0.00410013-2.2833e-17j -0.0129163-2.72807e-16j 0.00119864+1.7453e-17j 0.0116163+4.18346e-16j -0.00798857-9.19519e-17j -0.0161006+1.14461e-16j 0.0117359+5.15433e-17j -0.00282319+7.52252e-18j -0.0181229-4.3938e-19j -0.00357264-3.27871e-17j 0.00118967-8.31421e-19j -0.0201817-3.12638e-18j 0.0205741-3.39041e-17j 0.00622279-1.02071e-16j -0.000519548+5.24758e-18j -0.000134531+1.36798e-17j -0.0195746+2.87047e-17j 0.0166132+1.232e-14j -0.0202626-5.54141e-14j 
-0.000883745-9.30281e-16j -0.000840811-1.92911e-16j 0.00115015+3.31957e-16j -0.000976519-1.61358e-16j -0.000421273-3.66172e-18j 0.00175834+3.02234e-16j 0.0018991+4.71869e-16j 0.00115439+4.03436e-16j 0.00045253+2.34337e-16j 0.00187488+5.2148e-16j 0.000896696+3.1683e-16j -0.000734372-1.32629e-16j -0.00283148-8.05653e-16j 0.0022251+6.21735e-16j 0.00243667+6.60924e-16j 0.00231744+5.99007e-16j 0.000474815-3.13884e-17j -0.00162638-2.34066e-16j 0.00288546+7.23086e-16j 0.00109676+4.1079e-16j -0.000385032-7.48479e-17j 0.00221839+6.93626e-16j 0.00174369+3.50184e-16j 0.00332107+5.92991e-16j 0.00438753+1.13787e-15j -0.000128325-8.3009e-17j -0.00208725-5.45943e-16j 0.00145451+3.23673e-16j -0.000451291-3.11719e-17j 0.000576152+1.96722e-16j -0.00130434-2.65191e-16j 0.00259431+1.25272e-15j 0.00120074+1.86598e-16j -0.00454057-7.25986e-16j 0.0026352+8.30655e-16j -0.00106005-3.86647e-16j 0.00253262+5.83357e-16j 0.00222803+1.81504e-15j -0.00194763-1.77965e-15j -0.000197451+1.08023e-15j 0.00271747+6.81809e-16j -0.00022678+5.7414e-17j 0.00215493+6.68019e-16j 0.0045537+1.08964e-15j -0.00139555-3.52996e-16j 0.00270921+6.7304e-16j -0.00123669-2.60108e-16j -0.000149676+1.45906e-19j -0.00132058-4.53119e-16j 0.00114355+2.52609e-16j 0.00178373+4.6226e-16j 0.000291109+1.57119e-16j 0.00455391+1.09886e-15j 0.00290946+2.91542e-16j 0.00170942+3.37924e-16j -0.00199903-5.78401e-16j 0.00107948+4.05559e-16j 0.000636437+1.62705e-16j -0.00252279-6.12471e-16j 0.00191262+5.55052e-16j 0.00100793+2.04806e-16j 0.00226139+5.22734e-16j 0.00243914+6.50061e-16j 0.00238962+6.79846e-16j -0.00272424-7.56928e-16j -0.000834994-1.76404e-16j 0.0010249+3.83688e-16j 0.00176408+4.6796e-16j -3.10279e-05+6.38663e-18j 0.00127337+4.61962e-16j 0.00130071+1.83243e-16j 0.00204231+4.29084e-16j -0.000757793-1.61094e-16j -0.00128362-2.97781e-16j -0.000460935+6.0016e-18j 0.00106118+5.58305e-16j -0.000612153-1.96951e-15j 
0.00819801+7.42226e-15j 0.00778772+1.60302e-15j -0.00771962-1.90972e-16j 0.00259614+2.01999e-17j 0.00168807-5.06453e-17j -0.00623163+6.38472e-18j -0.00974517-1.46934e-16j 0.00434378-3.85981e-17j -0.000403542-1.06808e-16j -0.00237619-9.46992e-17j 0.00410142-3.22228e-17j 0.00259837+7.29815e-18j 0.00151419+1.29437e-16j 0.000684128-6.8072e-17j -0.0022713-7.36564e-17j -0.00861546-5.03075e-16j -0.00236828+6.47544e-17j -0.000426833+1.06736e-16j -0.00663833-1.93985e-17j -0.00190021-1.56518e-16j -0.00582092-1.21822e-16j -0.000611422-1.54376e-16j -0.00634756-1.00685e-17j -0.0141757+4.4267e-16j -0.00894906-3.30789e-16j 0.00304641+6.32313e-17j 0.00408976+4.00725e-17j -0.00433178-1.45017e-18j -0.00502896-1.52167e-16j -0.0038076-1.41516e-16j 0.00531631-2.37951e-17j -0.00768226-2.16435e-15j -0.00234573+1.37617e-16j 0.00884713-5.58517e-16j 0.000163581-8.07919e-17j 0.00736302+3.57768e-16j -0.00665504-1.88966e-16j -0.00654339-2.51666e-15j -0.00188613+2.96829e-15j -0.00298448-4.84066e-15j -0.0090437-2.38177e-16j -0.00339717-1.96979e-16j 0.00606032-5.648e-17j -0.00930092-1.07107e-16j 0.00527796+9.80598e-17j -0.00896083-2.92675e-16j 0.00480813+6.21219e-17j -0.00156393+1.60275e-17j 0.00582424+1.88996e-16j -0.0017219+5.80321e-18j 0.000439738-2.61296e-17j -0.00230196-2.01143e-16j -0.0113429-1.4241e-16j -0.00959049+8.31774e-16j -0.00623608+1.61969e-17j -0.00180671+5.24585e-17j -0.00305145-1.42571e-16j 0.00397574+4.79531e-17j 0.00241079+3.8032e-17j -0.00417741-1.38263e-16j -0.00898296-1.18888e-16j -0.0076154-2.67758e-16j -0.00189502-6.1128e-17j -0.00113203-9.80863e-17j 0.000849287+8.87011e-17j 0.00425898+3.98474e-17j 0.00227595-8.07288e-17j -0.00103061-4.31964e-17j 0.00566527+4.10887e-17j 0.00272472-8.96062e-17j -0.0021734+8.86821e-17j -0.00995256-5.81821e-17j 0.00600403+5.417e-17j 0.00654895+8.38882e-17j -0.00103686-1.10119e-16j -0.010603-3.70303e-15j 0.00474527+1.63938e-14j 
-0.00428298-6.88537e-15j -0.0223886-1.50614e-15j -0.0139277+4.88988e-17j -0.0134776+2.26839e-17j -0.014953+2.57678e-17j 0.0176489+1.73418e-18j -0.00914786+3.5805e-17j -0.0100455+2.4757e-18j -0.0192714+1.18036e-16j -0.00680045+8.57853e-18j -0.00766799+3.67944e-18j -0.00759144+2.04341e-17j 0.0108779+2.60778e-18j -0.00579057+8.66091e-18j -0.00664326+3.05608e-19j 0.00664846+4.18372e-16j 0.0229708-1.66054e-16j -0.00664033+8.68838e-16j -0.0105687+1.20373e-16j -0.0178816+3.85185e-17j -0.0120992+1.15684e-16j -0.0156467+1.14103e-17j 0.00698713+5.1011e-18j 0.00409181-2.00895e-16j 0.00830038+2.15817e-16j 0.00992848-1.95881e-16j 0.0136353-1.47346e-16j -0.00382792+2.18428e-16j -0.0188068+1.69769e-17j -0.0101659-7.7618e-18j -0.00535716+1.19537e-16j 0.00960421+2.46889e-15j 0.00978502-2.01354e-16j -0.00127293-1.07066e-16j -0.0292854+9.13053e-17j 0.0205669+1.89368e-16j 0.0108906+1.33831e-17j 0.00551609-1.11278e-16j 0.0128319-1.40812e-15j 0.00756201+5.6738e-15j 0.00126514+3.62973e-17j -0.0237519-7.68974e-16j -0.00549464-1.84343e-16j -0.000124834+4.50623e-17j 0.00325183+4.40083e-17j 0.00450217+1.2683e-16j -0.00668426-1.24819e-16j -0.0120742+2.37124e-16j 0.0245364-1.082e-16j 0.00696609-5.73892e-17j 0.0044788-1.27626e-17j -0.0125056-7.3016e-16j -0.00107281+5.69991e-17j 0.0222823-1.89339e-15j 0.00583159-8.70834e-17j 0.00565116-1.46197e-17j -0.0245014+2.11912e-18j 0.00558041-5.06885e-17j -0.0068641-6.41667e-17j -0.0132224-2.24507e-16j -0.00399007+3.20929e-17j 0.0101031+3.90079e-16j -0.00539452-5.00783e-17j -0.0132825+1.47182e-16j 0.00794542+4.45705e-18j -0.00108028-1.18559e-17j -0.0151462+2.76736e-17j -0.00135305+2.02553e-18j 0.00561054-4.48301e-17j -0.0164821+2.94108e-17j 0.0219187-4.01385e-17j 0.00229941-4.39755e-17j 0.00280809-2.88618e-17j 0.00269373-2.11905e-17j -0.0218966+5.89839e-17j 0.0107924+1.06906e-14j -0.0183529-4.79887e-14j 
