-0.00405637+6.72547e-16j -0.00854676+3.02918e-16j -0.00373353-2.00897e-17j 0.0113342+2.86279e-17j -0.000448338-5.1727e-20j 0.00779828-2.66329e-17j 0.00793434-1.34941e-18j 0.0053737+7.68879e-18j 0.00455262+1.07408e-17j -0.00231142+6.65005e-19j -0.0023624-7.23175e-18j 0.0070271+3.19415e-17j -0.00210915-7.32077e-18j 0.00545352-3.70331e-18j -0.0028545+3.64015e-17j 0.00144544-4.15671e-17j 0.00129208-1.0555e-17j -0.00835442+1.42927e-16j -1.56731e-05+3.2797e-17j 0.00397675+6.93102e-17j 0.010266-3.32314e-17j -0.00551117-1.05548e-16j 0.000500583+4.79042e-17j 0.0038894-8.54558e-17j 0.00510009+1.56773e-17j -0.000802376-4.69476e-17j 0.000829365+2.53029e-17j 0.000396265+4.57235e-18j 0.000987372+5.70444e-17j 0.00136157+6.87414e-18j 0.00641265+2.3363e-16j 0.00392712+9.3397e-18j -0.00519188+7.42671e-17j 0.00242805-6.57973e-17j 3.3662e-05-5.25617e-17j 0.00399077+8.84635e-17j -0.00418112-7.06334e-17j -0.00872295-1.22824e-16j -0.00399561+1.06937e-16j 0.00209407+6.83317e-17j -0.000523509+1.25719e-16j 0.00325336+3.74772e-19j -0.00125984+1.06225e-17j -0.00163605-1.31933e-16j 0.00556897-7.80298e-16j -0.00250479-6.49967e-17j -0.00545624-1.46599e-16j -0.00217117-9.29877e-18j 0.0131959-1.29432e-15j -0.00886718-6.34331e-17j -0.00106288-1.24735e-17j -0.00278786-1.06081e-17j 0.00439023+5.87199e-18j -0.00581892-6.77565e-16j -0.000960353-1.06822e-17j 0.00175027+1.24635e-15j -0.00354596-1.73395e-17j 0.0104023-3.21519e-17j -0.0052782+3.21743e-17j -0.00448822+2.53304e-17j 0.00402693+1.04557e-17j -0.00671145+1.40926e-17j 0.00544625-3.83742e-18j 0.00630848-1.61248e-17j -0.00456662-7.22947e-18j -0.00841397+4.12603e-18j 0.00881142-2.89344e-18j -1.3859e-05-2.55582e-18j 0.0114533+3.05705e-17j 0.00411241+2.11321e-17j -0.00858817+2.19015e-16j 0.00421881-5.05609e-16j 
6.17475e-17-9.62396e-18j 1.27488e-16-2.04286e-17j 5.97349e-17-8.69043e-18j -1.83175e-16+2.62765e-17j 5.78585e-18-1.1237e-18j -1.27016e-16+1.80221e-17j -1.33395e-16+1.80961e-17j -1.26566e-16+1.01643e-17j -1.04739e-16+8.75486e-18j 2.04638e-17-6.3341e-18j 2.37118e-17-6.31231e-18j -1.05363e-16+1.67649e-17j 3.84008e-17-4.64056e-18j -6.62985e-17+1.39041e-17j 8.24536e-17-4.5202e-18j 5.31694e-17+7.77046e-18j 3.35804e-17+6.14056e-18j 7.59524e-17-2.27792e-17j -6.77045e-17-3.96078e-18j 3.55503e-17+1.49838e-17j -1.79972e-16+2.29879e-17j 1.34806e-16-1.01354e-17j 7.64736e-18+2.06933e-18j -1.05686e-16+6.54369e-18j -8.35014e-18+1.61013e-17j 4.47429e-17-2.51927e-20j -3.18914e-17+8.55108e-19j 7.40594e-18+1.71618e-18j -4.45639e-17+6.37071e-19j -6.59598e-17+6.18237e-19j -8.92198e-17+1.56992e-17j -3.98137e-17+1.04703e-17j 1.14047e-16-1.0296e-17j 2.78297e-17+9.50221e-18j 1.89012e-17+1.20097e-18j -1.35022e-16+5.17916e-18j -3.15765e-17-1.54189e-17j 1.23995e-16-2.12032e-17j 7.99559e-17-8.37489e-18j -5.59915e-18+6.48579e-18j -2.09328e-17-2.91109e-18j -4.45767e-17+8.00446e-18j 5.47187e-17-9.36601e-19j -8.50509e-17-1.02313e-17j -3.94829e-17+1.58281e-17j 5.62231e-17-4.89783e-18j 5.4001e-17-1.46232e-17j 8.56698e-17-2.11253e-18j -2.30282e-16+2.96097e-17j 6.7327e-17-2.49447e-17j 3.63921e-17-1.3545e-18j 7.33871e-19-9.02266e-18j -5.71609e-17+1.09744e-17j 5.46787e-17-1.57633e-17j -3.70187e-18-3.33648e-18j -2.25147e-17+4.39102e-18j 4.62118e-17-8.86145e-18j -1.64996e-16+2.42961e-17j 5.6353e-17-1.39084e-17j 4.71191e-17-1.18729e-17j -5.89965e-17+9.68709e-18j 1.0356e-16-1.58427e-17j -7.03909e-17+1.36442e-17j -1.0778e-16+1.42886e-17j 9.56855e-17-9.32324e-18j 1.33188e-16-1.96677e-17j -1.36009e-16+2.07971e-17j 1.54687e-18+4.42651e-20j -1.79236e-16+2.6891e-17j -6.38669e-17+9.68378e-18j 1.26814e-16-2.06022e-17j -6.34259e-17+1.00552e-17j 
-0.000654493+1.46254e-16j -0.00142733+1.25866e-16j -0.000548773+2.94264e-17j 0.00163209-9.37435e-17j -9.15392e-05+4.15456e-18j 0.00110471-7.10155e-17j 0.00104705-6.77147e-17j 3.97124e-05-3.76963e-17j 7.96247e-05-3.0487e-17j -0.000645016+2.41949e-17j -0.000607559+2.3647e-17j 0.00116351-5.76366e-17j -0.000223976+1.55254e-17j 0.00118887-5.1049e-17j 0.000260225+3.07962e-17j 0.00162251-4.30184e-17j 0.00119259-2.76329e-17j -0.00229462+1.23629e-16j -0.00125821+2.39422e-17j 0.00241744-1.8109e-17j 0.00121841-8.64002e-17j 5.17228e-05+5.27712e-17j 0.000362931-8.2808e-18j -0.000231457-1.81268e-17j 0.00210338-6.80243e-17j 0.000471714+3.82897e-18j -0.000222252-1.05702e-17j 0.000312289-1.09777e-17j -0.000386511-2.44457e-18j -0.000616287-3.66925e-18j 0.00118984-2.60291e-17j 0.00100264-4.21826e-17j -0.000190588+4.99228e-17j 0.00158918-3.7642e-17j 0.00036422+2.56324e-16j -0.000728759-1.22987e-17j -0.00243447+1.41913e-17j -0.00156986+5.46079e-17j -0.000291081+5.52724e-17j 0.000823522-4.66832e-17j -0.000618613-8.95893e-18j 0.000616357-1.70816e-17j 0.000453572+9.52398e-18j -0.0022961+3.29958e-18j 0.00173557-2.52014e-16j -6.97389e-05+3.49738e-18j -0.00141735+2.7278e-17j 0.000622161+1.43052e-17j 0.00158562-2.58919e-16j -0.00268102+8.53576e-17j 0.000202059+1.49471e-18j -0.00122056+3.14051e-17j 0.000887051-3.85514e-17j -0.00156538-1.19548e-16j -0.000493543-1.68229e-19j 0.000358704+2.40994e-16j -0.000715665+2.88177e-17j 0.00155553-9.82903e-17j -0.00129506+5.66429e-17j -0.00111602+4.84004e-17j 0.000692302-3.50713e-17j -0.00105709+6.12307e-17j 0.00111002-5.15071e-17j 0.000800708-5.50781e-17j -0.00025315+3.41859e-17j -0.0012632+7.39545e-17j 0.00138701-7.82509e-17j 2.24532e-05-4.27896e-19j 0.00175759-9.5547e-17j 0.00064013-3.27905e-17j -0.00145811+1.13423e-16j 0.00069538-1.21992e-16j 
-0.000889525+1.48909e-16j -0.00176753+7.63364e-17j -0.000937164-3.6976e-21j 0.00291982-7.94195e-18j -5.59154e-05+6.92866e-19j 0.00204916-1.72385e-17j 0.00225482-1.06265e-17j 0.00300545-1.85265e-18j 0.00244469-3.60283e-18j 9.39565e-05+2.74157e-18j -1.81085e-05-7.85723e-19j 0.00147542-1.99518e-18j -0.000719424+2.37387e-18j 0.000513634-1.18629e-17j -0.00221775-7.24269e-18j -0.00275107+2.63263e-18j -0.00188993+8.62574e-19j 0.000258471+9.88869e-18j 0.00276955+8.91279e-19j -0.00304952-5.20889e-17j 0.00321849-3.08e-17j -0.0032865-8.80213e-17j -0.000513342+2.76347e-17j 0.00274992-6.67945e-17j -0.00170936+1.74277e-17j -0.00150357-3.52573e-17j 0.000968203+3.03756e-17j -0.000461554+1.17587e-17j 0.0014219+3.26225e-17j 0.00214472+6.61448e-18j 0.00106357+5.36845e-17j 4.62893e-05+6.3091e-18j -0.0025676+2.31868e-17j -0.00211187-3.84407e-17j -0.000784954-6.06888e-16j 0.00390648+3.24629e-17j 0.00296949+6.38109e-17j -0.00155419-4.53758e-18j -0.0016571+1.32574e-17j -0.000613266+8.52996e-17j 0.00106478+1.1779e-16j 0.000511525-3.25641e-17j -0.00172682-6.66851e-18j 0.00412889+6.88763e-18j -0.00062721-3.20207e-17j -0.00128777-1.99667e-18j -1.06382e-05-1.58244e-17j -0.0026237-1.83366e-17j 0.00409405-4.34035e-16j 0.000816632-5.30343e-18j -0.00105802+1.44958e-18j 0.00109072+4.01055e-18j 0.000568124-8.14585e-18j 0.000107497+1.28336e-17j 0.000537134+2.361e-17j 0.00021532+1.46531e-16j -0.000460638+4.42979e-18j 0.00255247-1.54431e-17j -0.000178205+1.59351e-17j -0.000118894+1.22702e-17j 0.000789082-1.85412e-18j -0.00152873+1.24324e-17j 0.000683582-8.63859e-18j 0.00186296-1.35018e-17j -0.00206954+2.46188e-18j -0.00205355+1.2287e-17j 0.00200892-1.20374e-17j -5.75621e-05-9.16083e-19j 0.00271121-8.25379e-18j 0.000953499-7.16426e-19j -0.00172338+5.70501e-17j 0.000892732-1.10195e-16j 
6.11513e-18+7.50157e-18j 1.58998e-17+1.59234e-17j 2.2814e-18+6.77391e-18j -4.81237e-18-2.04817e-17j 1.87416e-18+8.75888e-19j -2.17389e-18-1.40476e-17j 2.58985e-18-1.41053e-17j 4.35325e-17-7.92271e-18j 3.40112e-17-6.82413e-18j 2.04644e-17+4.93723e-18j 1.76902e-17+4.92025e-18j -1.24464e-17-1.30677e-17j -4.08074e-18+3.61717e-18j -2.75029e-17-1.08378e-17j -4.06815e-17+3.52335e-18j -8.8884e-17-6.05682e-18j -6.33659e-17-4.78637e-18j 7.1674e-17+1.77557e-17j 7.83902e-17+3.0873e-18j -1.16822e-16-1.16794e-17j 1.18592e-17-1.79183e-17j -5.04159e-17+7.9002e-18j -1.83643e-17-1.61297e-18j 4.77472e-17-5.10059e-18j -8.76031e-17-1.25505e-17j -3.63097e-17+1.96369e-20j 2.09719e-17-6.6653e-19j -1.6097e-17-1.33771e-18j 3.25762e-17-4.96577e-19j 5.01204e-17-4.81896e-19j -1.93512e-17-1.2237e-17j -2.89497e-17-8.16129e-18j -3.25596e-17+8.02538e-18j -7.83905e-17-7.40666e-18j -2.24427e-17-9.36115e-19j 7.96515e-17-4.03699e-18j 1.16135e-16+1.20185e-17j 2.32866e-17+1.65272e-17j -1.60451e-17+6.52796e-18j -3.34658e-17-5.05546e-18j 3.4125e-17+2.2691e-18j -1.06106e-17-6.23922e-18j -3.90943e-17+7.30051e-19j 1.29291e-16+7.975e-18j -6.06334e-17-1.23375e-17j -1.70942e-17+3.8177e-18j 4.17389e-17+1.13983e-17j -5.7419e-17+1.64665e-18j 1.40282e-17-2.30798e-17j 9.13988e-17+1.94436e-17j -2.17111e-17+1.05579e-18j 5.23046e-17+7.03287e-18j -1.77705e-17-8.5542e-18j 4.78718e-17+1.2287e-17j 2.25791e-17+2.60068e-18j -7.40045e-18-3.42266e-18j 1.43031e-17+6.90722e-18j -8.01351e-18-1.8938e-17j 3.56315e-17+1.08411e-17j 3.1221e-17+9.25458e-18j -8.72688e-18-7.55078e-18j 8.50773e-18+1.23488e-17j -2.2644e-17-1.06352e-17j 4.04272e-18-1.11375e-17j -2.33015e-17+7.26717e-18j 6.79356e-18+1.53303e-17j -1.11172e-17-1.62107e-17j -1.51996e-18-3.45032e-20j -1.1625e-17-2.09607e-17j -4.73895e-18-7.5482e-18j 1.74665e-17+1.60587e-17j -7.27605e-18-7.83772e-18j 
0.00148761-2.60551e-16j 0.00310765-1.42333e-16j 0.0013989-5.96966e-18j -0.00426552+3.0056e-17j 0.000153792-1.73943e-18j -0.0029449+3.79948e-17j -0.00303887+2.8559e-17j -0.00242873+1.23759e-17j -0.00203217+9.87908e-18j 0.00069706-9.81129e-18j 0.000741048-6.43449e-18j -0.00256065+1.41425e-17j 0.000837899-4.84541e-18j -0.00182896+2.37017e-17j 0.00144587-1.58963e-17j 0.000239007+2.32378e-17j 7.09462e-05+1.17187e-17j 0.0025398-7.91054e-17j -0.000689387-1.6024e-17j -0.000475345+1.25426e-17j -0.00400735+5.04421e-17j 0.00254204+4.07034e-17j -2.73782e-05-1.89492e-17j -0.00190192+5.25978e-17j -0.00116151+1.341e-17j 0.000627066+2.34393e-17j -0.000501275-1.42993e-17j -7.83771e-06-1.95723e-18j -0.000664267-2.50653e-17j -0.000962125-2.93091e-18j -0.00226584-6.41945e-17j -0.00123593+1.02461e-17j 0.00226228-4.34601e-17j -0.000227571+4.3526e-17j 0.000186278+1.70212e-16j -0.00222345-2.84265e-17j 0.000559121-1.5681e-17j 0.00310909+9.581e-18j 0.00166108-4.84519e-17j -0.00049912-3.3556e-17j -0.00010371-7.28201e-17j -0.00114251+1.93145e-17j 0.000825652-2.95852e-18j -0.000524974+2.50023e-17j -0.00157897+2.73576e-16j 0.00110372+1.38692e-17j 0.00170372+2.90855e-17j 0.0013346+4.52176e-18j -0.00514029+5.54008e-16j 0.00255974-1.40099e-17j 0.000596593+1.61862e-18j 0.000595725-1.03996e-17j -0.00151113+1.56604e-17j 0.00178717+1.85832e-16j 0.000164753-7.28514e-18j -0.000599644-4.19116e-16j 0.00122097-8.1792e-18j -0.0038829+4.80974e-17j 0.00169022-3.36046e-17j 0.00142906-2.76869e-17j -0.00145325+1.08419e-17j 0.0024756-2.98123e-17j -0.0018693+2.25692e-17j -0.00243376+2.85263e-17j 0.0019425-1.14879e-17j 0.00313795-3.20533e-17j -0.00325067+3.31964e-17j 1.87504e-05+1.08877e-18j -0.00425034+3.03937e-17j -0.00152112+7.22358e-18j 0.00310949-1.11584e-16j -0.00153906+1.99409e-16j 
-1.30139e-15+4.99205e-17j -2.71891e-15+1.05965e-16j -1.22348e-15+4.50781e-17j 3.73042e-15-1.36299e-16j -1.34651e-16+5.82875e-18j 2.57536e-15-9.34824e-17j 2.65711e-15-9.38664e-17j 2.11991e-15-5.2723e-17j 1.77399e-15-4.54124e-17j -6.11376e-16+3.28556e-17j -6.49593e-16+3.27426e-17j 2.24027e-15-8.69615e-17j -7.32337e-16+2.40711e-17j 1.6018e-15-7.21222e-17j -1.26071e-15+2.34467e-17j -2.01048e-16-4.03062e-17j -5.637e-17-3.18517e-17j -2.22734e-15+1.18158e-16j 5.95822e-16+2.0545e-17j 4.26117e-16-7.77227e-17j 3.50317e-15-1.19241e-16j -2.21838e-15+5.25733e-17j 2.55839e-17-1.07338e-17j 1.65887e-15-3.39428e-17j 1.02352e-15-8.35193e-17j -5.45091e-16+1.30677e-19j 4.36464e-16-4.43554e-18j 8.2938e-18-8.90201e-18j 5.77955e-16-3.30456e-18j 8.36847e-16-3.20686e-18j 1.9831e-15-8.14334e-17j 1.08335e-15-5.43107e-17j -1.97534e-15+5.34063e-17j 2.06013e-16-4.92889e-17j -1.60883e-16-6.22954e-18j 1.93717e-15-2.68648e-17j -4.99314e-16+7.99793e-17j -2.72083e-15+1.09983e-16j -1.4511e-15+4.34414e-17j 4.3945e-16-3.36424e-17j 8.76364e-17+1.51001e-17j 1.00001e-15-4.152e-17j -7.18494e-16+4.85825e-18j 4.47498e-16+5.3071e-17j 1.38615e-15-8.2102e-17j -9.63618e-16+2.54056e-17j -1.49355e-15+7.58518e-17j -1.16191e-15+1.09579e-17j 4.49368e-15-1.53588e-16j -2.24655e-15+1.29391e-16j -5.19749e-16+7.02595e-18j -5.25612e-16+4.68015e-17j 1.323e-15-5.69254e-17j -1.56708e-15+8.17659e-17j -1.46088e-16+1.73067e-17j 5.25021e-16-2.27766e-17j -1.06896e-15+4.59653e-17j 3.39612e-15-1.26026e-16j -1.4812e-15+7.21442e-17j -1.25244e-15+6.15862e-17j 1.27158e-15-5.0248e-17j -2.16555e-15+8.21775e-17j 1.63663e-15-7.07737e-17j 2.12784e-15-7.41167e-17j -1.69653e-15+4.83606e-17j -2.74459e-15+1.02018e-16j 2.84354e-15-1.07877e-16j -1.62603e-17-2.29608e-19j 3.71776e-15-1.39487e-16j 1.33057e-15-5.02308e-17j -2.72066e-15+1.06866e-16j 1.34648e-15-5.21574e-17j 
2.26914e-17-4.39681e-19j 4.65794e-17-9.33303e-19j 2.22522e-17-3.97032e-19j -6.84161e-17+1.20047e-18j 2.01867e-18-5.13374e-20j -4.75368e-17+8.23358e-19j -5.0327e-17+8.26741e-19j -5.11459e-17+4.64365e-19j -4.21591e-17+3.99975e-19j 5.99613e-18-2.8938e-19j 7.44561e-18-2.88385e-19j -3.85531e-17+7.65925e-19j 1.47635e-17-2.12009e-19j -2.26332e-17+6.35226e-19j 3.43383e-17-2.0651e-19j 2.73215e-17+3.55002e-19j 1.78531e-17+2.80538e-19j 2.26087e-17-1.04069e-18j -3.19145e-17-1.80953e-19j 2.30118e-17+6.84553e-19j -6.85907e-17+1.05023e-18j 5.48104e-17-4.63046e-19j 4.3909e-18+9.45394e-20j -4.36501e-17+2.98955e-19j 4.10435e-18+7.35607e-19j 1.98101e-17-1.15095e-21j -1.37143e-17+3.90665e-20j 4.11279e-18+7.84056e-20j -1.94342e-17+2.91053e-20j -2.89223e-17+2.82448e-20j -3.19179e-17+7.17235e-19j -1.2564e-17+4.78349e-19j 4.55359e-17-4.70382e-19j 1.69346e-17+4.34119e-19j 8.95578e-18+5.48674e-20j -5.73081e-17+2.36616e-19j -2.14621e-17-7.04428e-19j 4.46569e-17-9.6869e-19j 3.13636e-17-3.82616e-19j 6.62837e-19+2.9631e-19j -1.06847e-17-1.32996e-19j -1.58692e-17+3.65692e-19j 2.37879e-17-4.27896e-20j -4.26385e-17-4.6743e-19j -9.82072e-18+7.23124e-19j 2.25345e-17-2.23763e-19j 1.68366e-17-6.68075e-19j 3.69301e-17-9.65134e-20j -8.76705e-17+1.35275e-18j 1.77379e-17-1.13962e-18j 1.54662e-17-6.1882e-20j -4.0478e-18-4.1221e-19j -2.00049e-17+5.01378e-19j 1.65842e-17-7.20164e-19j -3.25709e-18-1.52431e-19j -7.84644e-18+2.00608e-19j 1.61782e-17-4.04845e-19j -6.13221e-17+1.10999e-18j 1.8225e-17-6.35419e-19j 1.51207e-17-5.42428e-19j -2.1442e-17+4.42565e-19j 3.82014e-17-7.23789e-19j -2.45722e-17+6.23348e-19j -4.08243e-17+6.52792e-19j 3.78726e-17-4.25942e-19j 4.94735e-17-8.98538e-19j -5.01759e-17+9.50138e-19j 7.06759e-19+2.0223e-21j -6.63734e-17+1.22855e-18j -2.36013e-17+4.42414e-19j 4.61967e-17-9.41233e-19j -2.3226e-17+4.59383e-19j 
-0.00118788+2.05157e-16j -0.00247534+1.07903e-16j -0.0011239+2.33066e-18j 0.00343121-1.66867e-17j -0.000120353+1.08176e-18j 0.00237116-2.54186e-17j 0.00245637-1.77993e-17j 0.00204506-6.93988e-18j 0.00170638-5.52247e-18j -0.000521862+6.0234e-18j -0.000562821+3.22985e-18j 0.00204093-6.62267e-18j -0.000683936+2.66245e-18j 0.00142099-1.52602e-17j -0.00124663+1.04132e-17j -0.000368312-1.54703e-17j -0.000182357-7.27248e-18j -0.00190715+5.48729e-17j 0.000710882+1.12046e-17j 0.00015274-9.26805e-18j 0.00325589-3.45211e-17j -0.00215005-3.9393e-17j -1.418e-05+1.67628e-17j 0.00162844-4.27536e-17j 0.000763925-4.91344e-18j -0.000577515-2.01684e-17j 0.000445759+1.31191e-17j -2.54648e-05+2.71641e-18j 0.000600149+2.13757e-17j 0.000875056+2.82721e-18j 0.00178949+5.62631e-17j 0.000939779-4.69328e-18j -0.00188913+3.19149e-17j 2.87675e-05-3.3203e-17j -0.000194576-1.69982e-16j 0.0019508+2.50583e-17j -0.000221674+1.23342e-17j -0.00246192-1.29203e-17j -0.00137157+3.55069e-17j 0.000336522+3.28703e-17j 0.000151043+6.24652e-17j 0.000900631-1.48328e-17j -0.000743199+1.55197e-18j 0.000678774-2.10609e-17j 0.00115392-2.05509e-16j -0.000924053-1.18824e-17j -0.00129186-2.68088e-17j -0.00118992-5.20748e-18j 0.00417404-4.41905e-16j -0.00188429+3.96135e-18j -0.000524105-1.46983e-18j -0.000377246+5.87712e-18j 0.00118384-9.65271e-18j -0.00134706-1.43934e-16j -8.83081e-05+6.28537e-18j 0.00046908+3.28698e-16j -0.000956632+4.26362e-18j 0.00311626-3.13692e-17j -0.00129302+2.3041e-17j -0.00109108+1.88207e-17j 0.00115501-5.89792e-18j -0.0019801+1.94406e-17j 0.00146312-1.42482e-17j 0.00197113-1.8931e-17j -0.0016129+6.52062e-18j -0.00251776+2.01637e-17j 0.00260015-2.0728e-17j -1.81262e-05-8.76262e-19j 0.00340552-1.68088e-17j 0.00121763-3.07924e-18j -0.00247373+8.32447e-17j 0.00122709-1.56079e-16j 
3.21142e-05+1.62198e-17j 0.000106943+4.58681e-17j -1.40434e-05+2.07603e-17j 7.0165e-05-6.28522e-17j 1.91594e-05+2.71394e-18j 6.30895e-05-4.33474e-17j 0.000126741-4.33163e-17j 0.000630084-2.35634e-17j 0.000496427-2.14e-17j 0.000239495+1.47847e-17j 0.000202758+1.41386e-17j -7.97697e-05-4.01825e-17j -7.78823e-05+1.16584e-17j -0.000294355-3.44071e-17j -0.000563416+3.97922e-18j -0.00114095-1.23174e-17j -0.00081032-1.21584e-17j 0.000835767+4.07223e-17j 0.001021+6.07145e-18j -0.00147522-5.80471e-17j 0.000274823-5.86011e-17j -0.000721366-9.11629e-19j -0.000233363+1.40744e-18j 0.000667591-3.13069e-17j -0.00108142-3.01407e-17j -0.00048241-8.7631e-18j 0.000282922+7.07209e-18j -0.00020505+1.75311e-19j 0.000435942+5.56162e-18j 0.000668876+4.75447e-19j -0.00017692-3.52358e-17j -0.000331094-2.13735e-17j -0.000485009+2.444e-17j -0.000992729-2.90729e-17j -0.000291965-2.2139e-16j 0.0010844-7.20278e-18j 0.00146387+6.343e-17j 0.000201107+5.55276e-17j -0.000255854+1.36925e-17j -0.000411412+1.11799e-17j 0.000438409+3.85777e-17j -0.000100089-2.95043e-17j -0.000524048-1.35106e-18j 0.00166509+3.65777e-17j -0.000724592+2.2814e-17j -0.000252046+1.57242e-17j 0.000479774+3.91086e-17j -0.000773444-1.31232e-18j 0.000337422-1.0972e-16j 0.00108671+5.81525e-17j -0.000295288+4.5978e-18j 0.000648691+2.21233e-17j -0.000180034-2.74887e-17j 0.000555417+9.92189e-17j 0.00028288+1.69262e-17j -7.58893e-05-6.61324e-17j 0.000144761+2.25223e-17j 1.75404e-05-5.59003e-17j 0.000402301+3.33916e-17j 0.000354106+2.82035e-17j -6.64824e-05-2.27671e-17j 3.21606e-05+3.79297e-17j -0.000231143-3.26404e-17j 0.00012661-3.47491e-17j -0.000357076+2.19101e-17j -1.01261e-05+4.71139e-17j -4.15389e-05-4.95981e-17j -1.99629e-05-2.07365e-19j -1.7187e-05-6.44814e-17j -1.35299e-05-2.32875e-17j 0.000126868+4.65848e-17j -4.53335e-05-1.77082e-17j 
3.91241e-17-9.61366e-18j 8.37534e-17-2.04067e-17j 3.45461e-17-8.68112e-18j -1.0395e-16+2.62483e-17j 4.84846e-18-1.1225e-18j -7.10233e-17+1.80028e-17j -7.01619e-17+1.80767e-17j -2.92421e-17+1.01534e-17j -2.60293e-17+8.74548e-18j 2.97219e-17-6.32731e-18j 2.89664e-17-6.30555e-18j -6.85876e-17+1.6747e-17j 1.71668e-17-4.63559e-18j -6.10347e-17+1.38893e-17j 7.85276e-18-4.51536e-18j -5.18717e-17+7.76214e-18j -3.93304e-17+6.13399e-18j 1.06424e-16-2.27549e-17j 3.44337e-17-3.95654e-18j -8.68388e-17+1.49678e-17j -8.70579e-17+2.29633e-17j 2.7466e-17-1.01245e-17j -1.25318e-17+2.06711e-18j -1.4061e-17+6.53668e-18j -8.41506e-17+1.60841e-17j -8.67434e-18-2.51657e-20j 1.72211e-18+8.54193e-19j -1.06025e-17+1.71434e-18j 5.37875e-18+6.36389e-19j 9.69134e-18+6.17575e-19j -6.6087e-17+1.56824e-17j -4.7952e-17+1.04591e-17j 3.24085e-17-1.02849e-17j -5.61105e-17+9.49203e-18j -1.01203e-17+1.19968e-18j -1.01479e-18+5.17361e-18j 8.83746e-17-1.54024e-17j 8.8568e-17-2.11805e-17j 2.88838e-17-8.36592e-18j -3.34566e-17+6.47884e-18j 1.96325e-17-2.90797e-18j -3.38752e-17+7.99589e-18j -5.78194e-18-9.35598e-19j 7.12608e-17-1.02204e-17j -7.65655e-17+1.58112e-17j 1.50289e-17-4.89259e-18j 6.72869e-17-1.46075e-17j -5.60945e-18-2.11027e-18j -1.12436e-16+2.9578e-17j 1.19661e-16-2.4918e-17j 5.28088e-20-1.35305e-18j 4.79319e-17-9.013e-18j -4.72228e-17+1.09627e-17j 7.32287e-17-1.57464e-17j 1.85069e-17-3.3329e-18j -1.89646e-17+4.38631e-18j 3.81197e-17-8.85196e-18j -9.69766e-17+2.42701e-17j 6.30153e-17-1.38935e-17j 5.39875e-17-1.18602e-17j -4.00021e-17+9.67672e-18j 6.40282e-17-1.58257e-17j -5.88437e-17+1.36296e-17j -5.4917e-17+1.42733e-17j 3.08403e-17-9.31326e-18j 7.85766e-17-1.96466e-17j -8.40393e-17+2.07748e-17j -5.40397e-19+4.42177e-20j -1.08e-16+2.68622e-17j -3.90256e-17+9.67341e-18j 8.48109e-17-2.05801e-17j -4.10916e-17+1.00444e-17j 
-0.00288418+4.66616e-16j -0.00586968+2.04173e-16j -0.00288473-1.86908e-17j 0.00890272+3.19099e-17j -0.000236403-3.44192e-19j 0.00620352-1.42082e-17j 0.00664185+5.95335e-18j 0.00737042+1.37478e-17j 0.00604697+9.11581e-18j -0.000476186-3.92895e-18j -0.000708436-1.29998e-17j 0.00486908+3.02249e-17j -0.00199878-4.39393e-18j 0.00255207-3.37018e-18j -0.00512213-1.04372e-17j -0.00493285+4.85513e-18j -0.00330353+7.82399e-18j -0.00187875+2.59781e-17j 0.00537622+5.17237e-18j -0.00479129-5.91032e-17j 0.00917855-3.50314e-17j -0.00795561-2.16201e-16j -0.00085466+7.04263e-17j 0.00645096-1.44365e-16j -0.00186749+6.2335e-17j -0.0031498-8.19148e-17j 0.00211738+6.74998e-17j -0.000783777+2.67068e-17j 0.00304384+8.05857e-17j 0.00455478+1.57315e-17j 0.00389384+1.94289e-16j 0.00120911+3.05313e-17j -0.00646795+5.08602e-17j -0.00341097-7.92652e-17j -0.00151541-1.19225e-15j 0.00872682+9.60025e-17j 0.00457756+8.08509e-17j -0.0055054-7.5435e-17j -0.0043581+4.37443e-17j -0.000594668+1.94865e-16j 0.00191947+2.6033e-16j 0.00192096-5.12233e-17j -0.00371391-1.13249e-17j 0.00755534-3.94741e-17j 0.000368544-2.60983e-16j -0.00321571-2.97055e-17j -0.00157563-9.43271e-17j -0.00571608-4.14244e-17j 0.0117146-1.16796e-15j -0.000940484-6.55762e-17j -0.00235843-2.75826e-18j 0.00132455-8.6852e-18j 0.00235491+2.21166e-18j -0.00144948-1.91669e-16j 0.000769854+3.78502e-17j 0.000917127+6.46422e-16j -0.00190548-9.54868e-18j 0.00792346-2.93784e-18j -0.00185044+1.93892e-17j -0.00151007+1.33536e-17j 0.00268065+1.3822e-17j -0.00488269+4.54692e-18j 0.00288017+2.46817e-18j 0.0054172-9.52086e-18j -0.00532213-1.11793e-17j -0.00638751-4.27945e-18j 0.00641407+6.79975e-18j -0.000115781-2.44214e-18j 0.00853137+3.2774e-17j 0.00302444+1.907e-17j -0.00579571+1.42533e-16j 0.00293671-3.43186e-16j 
