-0.00405637+6.72547e-16j -0.00854676+3.02918e-16j -0.00373353-2.00897e-17j 0.0113342+2.86279e-17j -0.000448338-5.1727e-20j 0.00779828-2.66329e-17j 0.00793434-1.34941e-18j 0.0053737+7.68879e-18j 0.00455262+1.07408e-17j -0.00231142+6.65005e-19j -0.0023624-7.23175e-18j 0.0070271+3.19415e-17j -0.00210915-7.32077e-18j 0.00545352-3.70331e-18j -0.0028545+3.64015e-17j 0.00144544-4.15671e-17j 0.00129208-1.0555e-17j -0.00835442+1.42927e-16j -1.56731e-05+3.2797e-17j 0.00397675+6.93102e-17j 0.010266-3.32314e-17j -0.00551117-1.05548e-16j 0.000500583+4.79042e-17j 0.0038894-8.54558e-17j 0.00510009+1.56773e-17j -0.000802376-4.69476e-17j 0.000829365+2.53029e-17j 0.000396265+4.57235e-18j 0.000987372+5.70444e-17j 0.00136157+6.87414e-18j 0.00641265+2.3363e-16j 0.00392712+9.3397e-18j -0.00519188+7.42671e-17j 0.00242805-6.57973e-17j 3.3662e-05-5.25617e-17j 0.00399077+8.84635e-17j -0.00418112-7.06334e-17j -0.00872295-1.22824e-16j -0.00399561+1.06937e-16j 0.00209407+6.83317e-17j -0.000523509+1.25719e-16j 0.00325336+3.74772e-19j -0.00125984+1.06225e-17j -0.00163605-1.31933e-16j 0.00556897-7.80298e-16j -0.00250479-6.49967e-17j -0.00545624-1.46599e-16j -0.00217117-9.29877e-18j 0.0131959-1.29432e-15j -0.00886718-6.34331e-17j -0.00106288-1.24735e-17j -0.00278786-1.06081e-17j 0.00439023+5.87199e-18j -0.00581892-6.77565e-16j -0.000960353-1.06822e-17j 0.00175027+1.24635e-15j -0.00354596-1.73395e-17j 0.0104023-3.21519e-17j -0.0052782+3.21743e-17j -0.00448822+2.53304e-17j 0.00402693+1.04557e-17j -0.00671145+1.40926e-17j 0.00544625-3.83742e-18j 0.00630848-1.61248e-17j -0.00456662-7.22947e-18j -0.00841397+4.12603e-18j 0.00881142-2.89344e-18j -1.3859e-05-2.55582e-18j 0.0114533+3.05705e-17j 0.00411241+2.11321e-17j -0.00858817+2.19015e-16j 0.00421881-5.05609e-16j 
5.8294e-16-3.54292e-16j 1.24238e-15-7.5205e-16j 5.20864e-16-3.19925e-16j -1.57133e-15+9.6733e-16j 7.00442e-17-4.13674e-17j -1.0758e-15+6.63457e-16j -1.07207e-15+6.66182e-16j -5.30356e-16+3.74182e-16j -4.62763e-16+3.22297e-16j 4.11722e-16-2.33181e-16j 4.05692e-16-2.32379e-16j -1.01854e-15+6.17177e-16j 2.69091e-16-1.70836e-16j -8.74055e-16+5.11861e-16j 1.99471e-16-1.66405e-16j -6.13927e-16+2.86058e-16j -4.73421e-16+2.26056e-16j 1.47739e-15-8.38585e-16j 3.69391e-16-1.4581e-16j -1.09071e-15+5.51608e-16j -1.34725e-15+8.46267e-16j 5.16891e-16-3.73119e-16j -1.54438e-16+7.61793e-17j -3.07785e-16+2.40896e-16j -1.10732e-15+5.92747e-16j -6.04646e-17-9.27431e-19j -1.50791e-17+3.14796e-17j -1.29561e-16+6.31787e-17j 1.76942e-17+2.34529e-17j 4.87543e-17+2.27595e-17j -9.66928e-16+5.77943e-16j -6.72256e-16+3.8545e-16j 5.56917e-16-3.79031e-16j -6.99036e-16+3.4981e-16j -1.09741e-16+4.42118e-17j -1.72168e-16+1.90663e-16j 1.11542e-15-5.67624e-16j 1.30106e-15-7.80564e-16j 4.70819e-16-3.08309e-16j -4.42933e-16+2.38765e-16j 2.31408e-16-1.07167e-16j -4.94272e-16+2.94673e-16j -1.09993e-17-3.44796e-17j 8.29273e-16-3.76652e-16j -1.04504e-15+5.82689e-16j 2.62188e-16-1.80307e-16j 9.41121e-16-5.3833e-16j 2.76824e-17-7.77699e-17j -1.73746e-15+1.09004e-15j 1.63987e-15-9.18302e-16j 4.35254e-17-4.98641e-17j 6.25993e-16-3.32156e-16j -6.83165e-16+4.04007e-16j 1.01941e-15-5.80303e-16j 2.3701e-16-1.22828e-16j -2.73839e-16+1.61649e-16j 5.51553e-16-3.26221e-16j -1.45899e-15+8.94425e-16j 8.88179e-16-5.12017e-16j 7.5957e-16-4.37085e-16j -5.91153e-16+3.56616e-16j 9.56957e-16-5.83224e-16j -8.50298e-16+5.0229e-16j -8.43095e-16+5.26016e-16j 5.14851e-16-3.43222e-16j 1.18157e-15-7.24036e-16j -1.25614e-15+7.65615e-16j -5.22706e-18+1.62956e-18j -1.61952e-15+9.89954e-16j -5.8415e-16+3.56494e-16j 1.25538e-15-7.58439e-16j -6.10575e-16+3.70168e-16j 
0.0237928-3.95163e-15j 0.0509942-1.73548e-15j 0.0209414+1.36911e-16j -0.0629688-2.32955e-16j 0.00297264+3.8619e-18j -0.0429991+9.83044e-17j -0.0423752-4.12233e-17j -0.0167442-5.43914e-17j -0.0150069-9.45391e-17j 0.0184167+5.04824e-18j 0.0178999+3.68872e-17j -0.041748-2.2826e-16j 0.0102937+6.62976e-17j -0.0375054-4.12109e-17j 0.00387035-3.45236e-16j -0.0332898+3.53594e-16j -0.0251542+9.92797e-17j 0.0659093-1.05516e-15j 0.0225173-2.50858e-16j -0.05504-9.22216e-16j -0.052393+4.84782e-17j 0.0155214+7.51745e-17j -0.00797537-1.3852e-16j -0.00747223+1.25063e-16j -0.0527831+5.17938e-17j -0.00603016+7.34546e-17j 0.00149444+5.39879e-17j -0.00675967+6.34282e-17j 0.00395648-1.70728e-16j 0.00694351+2.15599e-18j -0.0403848-1.32069e-15j -0.0296248-4.16095e-19j 0.0188962-3.99385e-16j -0.0356266+2.09817e-16j -0.00660512-4.50415e-15j 0.0011067-4.03392e-16j 0.0559539+1.02629e-15j 0.0540655+8.61238e-16j 0.0171213-7.25596e-16j -0.0209561+1.80173e-16j 0.0126101-1.33208e-17j -0.0207156-2.50993e-16j -0.00434109-1.36855e-16j 0.0458883+1.04408e-15j -0.0476135+5.7318e-15j 0.0087197+4.71048e-16j 0.041594+9.64088e-16j -0.00463258-8.12733e-17j -0.0676942+6.43351e-15j 0.0743402+3.94246e-16j -0.000437005+1.04432e-16j 0.0301171+9.6314e-17j -0.0289423-8.98662e-17j 0.0453199+5.24971e-15j 0.0116799+2.66193e-16j -0.0116289-8.32745e-15j 0.0233622+1.51432e-16j -0.0588207+1.66911e-16j 0.0388788-1.43354e-16j 0.0333239-1.16842e-16j -0.0243802-7.64468e-17j 0.0389055-3.72325e-17j -0.0360755-1.46053e-17j -0.0331243+4.11539e-17j 0.0181477+5.74087e-17j 0.0476668+3.04531e-17j -0.0510638-3.57029e-17j -0.000359641+1.21995e-17j -0.0655653-2.49148e-16j -0.0237035-1.48809e-16j 0.0516676-1.25085e-15j -0.0250077+2.99029e-15j 
-4.76371e-17-1.65476e-16j -1.01108e-16-3.51252e-16j -4.30277e-17-1.49424e-16j 1.30107e-16+4.51801e-16j -5.55803e-18-1.9321e-17j 8.92394e-17+3.09874e-16j 8.96228e-17+3.11147e-16j 5.04885e-17+1.74766e-16j 4.34753e-17+1.50532e-16j -3.12946e-17-1.08909e-16j -3.11965e-17-1.08535e-16j 8.29775e-17+2.88259e-16j -2.2995e-17-7.97905e-17j 6.87572e-17+2.3907e-16j -2.25285e-17-7.7721e-17j 3.81652e-17+1.33606e-16j 3.01842e-17+1.05582e-16j -1.12551e-16-3.9167e-16j -1.93365e-17-6.81022e-17j 7.37876e-17+2.57634e-16j 1.1388e-16+3.95258e-16j -5.03699e-17-1.74269e-16j 1.01825e-17+3.55803e-17j 3.2574e-17+1.12513e-16j 7.94251e-17+2.76849e-16j -2.53349e-19-4.33166e-19j 4.30885e-18+1.47029e-17j 8.44168e-18+2.95083e-17j 3.27021e-18+1.09539e-17j 3.23907e-18+1.063e-17j 7.76754e-17+2.69934e-16j 5.17475e-17+1.80028e-16j -5.11019e-17-1.7703e-16j 4.67782e-17+1.63382e-16j 5.86782e-18+2.06496e-17j 2.59298e-17+8.90512e-17j -7.59444e-17-2.65114e-16j -1.04918e-16-3.6457e-16j -4.15301e-17-1.43999e-16j 3.19997e-17+1.11518e-16j -1.42951e-17-5.00536e-17j 3.96013e-17+1.3763e-16j -4.77659e-18-1.61041e-17j -5.02087e-17-1.75919e-16j 7.81675e-17+2.72151e-16j -2.43151e-17-8.4214e-17j -7.22674e-17-2.51433e-16j -1.06648e-17-3.63232e-17j 1.4668e-16+5.09113e-16j -1.23205e-16-4.28902e-16j -6.78452e-18-2.32895e-17j -4.44958e-17-1.55137e-16j 5.42834e-17+1.88696e-16j -7.78919e-17-2.71037e-16j -1.64426e-17-5.73679e-17j 2.17185e-17+7.54997e-17j -4.38321e-17-1.52365e-16j 1.20288e-16+4.1775e-16j -6.87494e-17-2.39143e-16j -5.86853e-17-2.04145e-16j 4.79405e-17+1.66561e-16j -7.84242e-17-2.72401e-16j 6.7487e-17+2.346e-16j 7.0773e-17+2.45681e-16j -4.62521e-17-1.60305e-16j -9.7372e-17-3.38169e-16j 1.0295e-16+3.57588e-16j 2.13822e-19+7.611e-19j 1.33126e-16+4.62368e-16j 4.79382e-17+1.66504e-16j -1.01962e-16-3.54237e-16j 4.97686e-17+1.72891e-16j 
0.0277956-4.67163e-15j 0.0582462-2.23023e-15j 0.0259377+7.13641e-17j -0.0789649+7.01247e-18j 0.00294534-8.62191e-18j -0.0544506+3.26773e-16j -0.0559088+1.50782e-16j -0.042287+2.00405e-17j -0.035522-2.25327e-18j 0.0140416-5.10462e-17j 0.0146927+8.56876e-18j -0.047956-8.94588e-17j 0.015221+9.89114e-18j -0.0353288+1.43436e-16j 0.0243209-2.31534e-16j -0.000728368+2.97202e-16j -0.0023537+1.00366e-16j 0.0509947-1.05449e-15j -0.0081864-2.30107e-16j -0.0155209-1.82075e-16j -0.0732389+4.38582e-16j 0.0439794+8.55325e-16j -0.00156648-3.66838e-16j -0.0323253+7.69308e-16j -0.0264899-5.08278e-17j 0.00946895+3.96207e-16j -0.00803495-2.42412e-16j -0.00107497-5.30092e-17j -0.010371-4.47149e-16j -0.0148516-5.85989e-17j -0.0429168-1.51226e-15j -0.0244727-1.27291e-17j 0.0398508-5.92491e-16j -0.00872889+5.80779e-16j 0.00213915+2.14819e-15j -0.0364126-6.1359e-16j 0.0170266+1.52555e-16j 0.0586999+6.45013e-16j 0.0297149-7.53485e-16j -0.0111416-6.38886e-16j 5.92205e-05-1.14911e-15j -0.0216893+1.44013e-16j 0.0129713-5.16033e-17j -0.00221149+7.34367e-16j -0.032632+5.02763e-15j 0.0193724+3.78777e-16j 0.0338412+8.66321e-16j 0.0213009+9.95472e-17j -0.094013+9.49942e-15j 0.0525027+2.56415e-16j 0.00975057+6.46749e-17j 0.0140126-1.42541e-18j -0.0289031+5.50739e-17j 0.0357352+4.06375e-15j 0.00434426-2.48228e-17j -0.0114895-8.13437e-15j 0.0233501+4.00169e-17j -0.0720917+3.93959e-16j 0.0332391-3.32061e-16j 0.0281667-2.66247e-16j -0.0273128-1.72996e-20j 0.0461595-2.21368e-16j -0.035792+1.33034e-16j -0.0446622+2.27658e-16j 0.0344867-1.9567e-17j 0.0582788-1.82561e-16j -0.0606081+1.81082e-16j 0.00025804+1.88476e-17j -0.0790787-3.34971e-19j -0.0283342-6.95961e-17j 0.0583708-1.65371e-15j -0.0288118+3.52405e-15j 
-4.88782e-17+1.97708e-17j -1.03654e-16+4.19672e-17j -4.42466e-17+1.7853e-17j 1.33855e-16-5.39807e-17j -5.66776e-18+2.30846e-18j 9.18447e-17-3.70234e-17j 9.23835e-17-3.71755e-17j 5.33148e-17-2.08808e-17j 4.58041e-17-1.79854e-17j -3.1613e-17+1.30124e-17j -3.15958e-17+1.29676e-17j 8.50851e-17-3.44408e-17j -2.38065e-17+9.53327e-18j 6.99843e-17-2.85638e-17j -2.44318e-17+9.286e-18j 3.66223e-17-1.59631e-17j 2.91733e-17-1.26148e-17j -1.13754e-16+4.67962e-17j -1.75471e-17+8.13677e-18j 7.24668e-17-3.07818e-17j 1.17647e-16-4.72249e-17j -5.34006e-17+2.08215e-17j 9.93243e-18-4.25109e-18j 3.49915e-17-1.34429e-17j 7.91557e-17-3.30775e-17j -1.35788e-18+5.17542e-20j 5.0714e-18-1.75668e-18j 8.20804e-18-3.52561e-18j 4.35224e-18-1.30876e-18j 4.8502e-18-1.27007e-18j 7.94157e-17-3.22514e-17j 5.24218e-17-2.15096e-17j -5.36151e-17+2.11514e-17j 4.581e-17-1.95207e-17j 5.36543e-18-2.46719e-18j 2.91122e-17-1.06397e-17j -7.4709e-17+3.16755e-17j -1.07354e-16+4.35584e-17j -4.32578e-17+1.72048e-17j 3.19464e-17-1.3324e-17j -1.3692e-17+5.98035e-18j 4.0466e-17-1.64438e-17j -6.10063e-18+1.92409e-18j -4.78054e-17+2.10186e-17j 7.86753e-17-3.25162e-17j -2.55592e-17+1.00618e-17j -7.31694e-17+3.00409e-17j -1.27187e-17+4.33985e-18j 1.51494e-16-6.08282e-17j -1.24131e-16+5.12447e-17j -7.6435e-18+2.78261e-18j -4.42474e-17+1.85356e-17j 5.53712e-17-2.25451e-17j -7.8777e-17+3.23831e-17j -1.62526e-17+6.85424e-18j 2.2145e-17-9.02062e-18j -4.47119e-17+1.82044e-17j 1.23646e-16-4.99123e-17j -6.97307e-17+2.85725e-17j -5.94986e-17+2.4391e-17j 4.91117e-17-1.99005e-17j -8.05144e-17+3.25461e-17j 6.88228e-17-2.80297e-17j 7.30134e-17-2.93537e-17j -4.83404e-17+1.91531e-17j -1.00081e-16+4.0404e-17j 1.05695e-16-4.27242e-17j 1.74302e-19-9.09353e-20j 1.36759e-16-5.52432e-17j 4.92299e-17-1.98937e-17j -1.04486e-16+4.23238e-17j 5.10384e-17-2.06568e-17j 
0.00229529-4.28893e-16j 0.00512152-2.5559e-16j 0.00179586-2.39463e-17j -0.00525184+8.81418e-17j 0.000367093-4.17577e-18j -0.00350581+8.22334e-17j -0.00311256+7.11829e-17j 0.00184575+4.12571e-17j 0.00129215+2.54229e-17j 0.00291484-2.77535e-17j 0.00267387-2.79695e-17j -0.00415162+4.86924e-17j 0.00050636-1.03586e-17j -0.00491061+4.78757e-17j -0.00264201-8.58091e-17j -0.00902341+9.70426e-17j -0.00654355+4.77408e-17j 0.0103184-2.61677e-16j 0.00742525-5.68701e-17j -0.0127386-1.37996e-16j -0.00322203+8.04727e-17j -0.002439-1.68701e-16j -0.00194978+2.99191e-17j 0.00287274-4.47129e-17j -0.0104488+1.15785e-16j -0.0030967-4.03326e-17j 0.00163375+5.67154e-17j -0.00169106+3.54784e-17j 0.00266508+2.49661e-17j 0.00416706+1.31189e-17j -0.00454504-4.05807e-17j -0.0044016+6.28418e-17j -0.000884245-7.93536e-17j -0.00844615+2.44963e-17j -0.00213816-1.55605e-15j 0.00584918+1.29438e-17j 0.01276+1.68514e-16j 0.00589515+1.45162e-17j 0.000172399-1.33148e-16j -0.00405328+1.84534e-16j 0.00345103+1.54386e-16j -0.00238091-4.4155e-17j -0.00316664-3.51505e-17j 0.012928+1.15018e-16j -0.00809485+8.99292e-16j -0.000557771+4.30209e-17j 0.00625902+4.73786e-17j -0.00451517-4.97722e-17j -0.00425666+4.91107e-16j 0.0124021-7.62431e-17j -0.00160489+1.09117e-17j 0.00612972-2.59363e-17j -0.0035396+3.09091e-17j 0.0069929+7.29703e-16j 0.00254323+5.7377e-17j -0.00144103-1.02053e-15j 0.00285418-1.61847e-17j -0.00516042+1.27389e-16j 0.00560569-6.98159e-17j 0.00485399-6.07028e-17j -0.00253+3.54794e-17j 0.00364529-6.88279e-17j -0.0044477+5.52451e-17j -0.00228703+5.98897e-17j -0.000272681-3.56002e-17j 0.00420355-7.84567e-17j -0.00478091+8.38234e-17j -0.00013798+7.34948e-19j -0.00594694+8.8399e-17j -0.00218877+2.62014e-17j 0.00528732-2.11426e-16j -0.0024739+3.424e-16j 
-0.0253631+4.20694e-15j -0.0529861+1.92702e-15j -0.0238482-1.10792e-16j 0.0727162+1.30312e-16j -0.00262295+2.16747e-18j 0.0502021-2.06918e-16j 0.0518007-4.42551e-17j 0.0413709+3.75858e-17j 0.0346177+4.57456e-17j -0.0118969+1.23557e-17j -0.0126448-4.46475e-17j 0.0436592+1.68965e-16j -0.0142805-3.09319e-17j 0.031197-6.39179e-17j -0.0246186+1.60819e-16j -0.00401166-2.06449e-16j -0.00116476-4.97267e-17j -0.0433455+7.92199e-16j 0.0116965+1.76491e-16j 0.0081853+1.53898e-16j 0.0683035-2.97474e-16j -0.0432976-9.40444e-16j 0.00047964+3.73316e-16j 0.0323877-7.35782e-16j 0.0198616+1.64755e-16j -0.0106638-3.99731e-16j 0.00853027+2.64192e-16j 0.000144943+7.51086e-17j 0.0113006+4.42513e-16j 0.0163657+6.49811e-17j 0.0386386+1.47828e-15j 0.0210889+8.12208e-17j -0.0385413+4.89096e-16j 0.00393452-5.09274e-16j -0.00315961-2.86039e-15j 0.0378462+6.1102e-16j -0.00961293-1.11275e-16j -0.053016-6.82231e-16j -0.0283046+6.21526e-16j 0.00853188+7.2924e-16j 0.00174387+1.16851e-15j 0.0194833-1.3292e-16j -0.014047+2.77271e-17j 0.00885799-6.77173e-16j 0.0269588-4.28022e-15j -0.0188026-3.56469e-16j -0.0290721-8.53766e-16j -0.02271-1.28409e-16j 0.0876147-8.71852e-15j -0.0436993-3.71213e-16j -0.0101546-6.08006e-17j -0.0101919-4.34259e-17j 0.0257721+1.51702e-18j -0.030499-3.55709e-15j -0.00282439+4.2096e-17j 0.0102271+7.25571e-15j -0.0208235-7.73808e-17j 0.066196-2.25826e-16j -0.0288376+2.327e-16j -0.0243827+1.81616e-16j 0.0247792+5.20851e-17j -0.0422066+1.2074e-16j 0.0318811-5.10339e-17j 0.0414845-1.36798e-16j -0.0330966-3.21736e-17j -0.0534962+6.53837e-17j 0.0554208-5.72578e-17j -0.000318561-1.74733e-17j 0.0724622+1.39596e-16j 0.0259333+1.1372e-16j -0.0530186+1.39855e-15j 0.0262409-3.15399e-15j 
9.85374e-16-2.59414e-17j 2.05438e-15-5.50653e-17j 9.31143e-16-2.34251e-17j -2.84203e-15+7.08283e-17j 1.00249e-16-3.02893e-18j -1.96362e-15+4.85785e-17j -2.03259e-15+4.87781e-17j -1.6786e-15+2.73977e-17j -1.40138e-15+2.35987e-17j 4.38753e-16-1.70736e-17j 4.71747e-16-1.70148e-17j -1.69363e-15+4.51899e-17j 5.64835e-16-1.25086e-17j -1.1854e-15+3.74786e-17j 1.01858e-15-1.21842e-17j 2.75608e-16+2.09453e-17j 1.30079e-16+1.65519e-17j 1.60241e-15-6.14015e-17j -5.62654e-16-1.06763e-17j -1.64937e-16+4.03889e-17j -2.6914e-15+6.1964e-17j 1.76325e-15-2.73199e-17j 5.68711e-18+5.57787e-18j -1.33233e-15+1.76385e-17j -6.61263e-16+4.34012e-17j 4.66116e-16-6.79069e-20j -3.621e-16+2.30495e-18j 1.5776e-17+4.62597e-18j -4.86084e-16+1.71723e-18j -7.07877e-16+1.66646e-18j -1.48776e-15+4.23172e-17j -7.87512e-16+2.82228e-17j 1.55314e-15-2.77528e-17j -4.9646e-17+2.56132e-17j 1.5368e-16+3.23721e-18j -1.58867e-15+1.39604e-17j 2.21776e-16-4.15616e-17j 2.04571e-15-5.71532e-17j 1.13013e-15-2.25745e-17j -2.89609e-16+1.74824e-17j -1.13792e-16-7.84683e-18j -7.49061e-16+2.1576e-17j 6.02356e-16-2.52461e-18j -5.19302e-16-2.75786e-17j -9.7522e-16+4.26647e-17j 7.59321e-16-1.32021e-17j 1.08318e-15-3.94167e-17j 9.66125e-16-5.69434e-18j -3.45075e-15+7.98129e-17j 1.58998e-15-6.72384e-17j 4.26713e-16-3.65107e-18j 3.29529e-16-2.43206e-17j -9.85864e-16+2.95815e-17j 1.13091e-15-4.249e-17j 8.0544e-17-8.99348e-18j -3.90754e-16+1.1836e-17j 7.96637e-16-2.38861e-17j -2.58236e-15+6.54901e-17j 1.08214e-15-3.74901e-17j 9.13511e-16-3.20035e-17j -9.59022e-16+2.61116e-17j 1.64198e-15-4.27039e-17j -1.21867e-15+3.67778e-17j -1.63042e-15+3.85151e-17j 1.32752e-15-2.51308e-17j 2.0865e-15-5.30142e-17j -2.15613e-15+5.60586e-17j 1.45045e-17+1.19317e-19j -2.823e-15+7.24848e-17j -1.00954e-15+2.61026e-17j 2.05357e-15-5.55332e-17j -1.01821e-15+2.71038e-17j 
2.94955e-16-9.95323e-17j 6.17065e-16-2.11276e-16j 2.76367e-16-8.98776e-17j -8.42078e-16+2.71755e-16j 3.08506e-17-1.16215e-17j -5.81036e-16+1.86387e-16j -5.98185e-16+1.87153e-16j -4.6614e-16+1.0512e-16j -3.90725e-16+9.0544e-17j 1.43277e-16-6.55081e-17j 1.51148e-16-6.52828e-17j -5.08263e-16+1.73385e-16j 1.63966e-16-4.79934e-17j -3.68391e-16+1.43799e-16j 2.73251e-16-4.67485e-17j 2.15073e-17+8.03631e-17j -4.26658e-18+6.35066e-17j 5.21211e-16-2.35586e-16j -1.13295e-16-4.0963e-17j -1.2733e-16+1.54965e-16j -7.86394e-16+2.37744e-16j 4.8649e-16-1.04822e-16j -1.06849e-17+2.14013e-17j -3.61098e-16+6.76757e-17j -2.54152e-16+1.66522e-16j 1.13131e-16-2.60546e-19j -9.27563e-17+8.84365e-18j -6.18066e-18+1.7749e-17j -1.21539e-16+6.58868e-18j -1.75191e-16+6.39389e-18j -4.52148e-16+1.62363e-16j -2.51928e-16+1.08286e-16j 4.36496e-16-1.06482e-16j -6.74284e-17+9.82731e-17j 3.02501e-17+1.24206e-17j -4.1528e-16+5.35636e-17j 1.43644e-16-1.59464e-16j 6.19478e-16-2.19286e-16j 3.22762e-16-8.66143e-17j -1.0801e-16+6.70769e-17j -1.06122e-17-3.01069e-17j -2.28232e-16+8.27833e-17j 1.51469e-16-9.68646e-18j -6.62316e-17-1.05814e-16j -3.28661e-16+1.63696e-16j 2.12609e-16-5.0654e-17j 3.47807e-16-1.51235e-16j 2.465e-16-2.18481e-17j -1.00906e-15+3.06227e-16j 5.30822e-16-2.57981e-16j 1.1133e-16-1.40085e-17j 1.32475e-16-9.33136e-17j -3.02946e-16+1.13499e-16j 3.66021e-16-1.63026e-16j 3.8974e-17-3.45063e-17j -1.20315e-16+4.54125e-17j 2.4476e-16-9.16464e-17j -7.67589e-16+2.51273e-16j 3.43387e-16-1.43842e-16j 2.90646e-16-1.22792e-16j -2.88935e-16+1.00185e-16j 4.90366e-16-1.63847e-16j -3.74941e-16+1.4111e-16j -4.78505e-16+1.47775e-16j 3.76136e-16-9.64223e-17j 6.20415e-16-2.03406e-16j -6.43876e-16+2.15087e-16j 3.25777e-18+4.57796e-19j -8.41049e-16+2.78111e-16j -3.01162e-16+1.00151e-16j 6.1788e-16-2.13071e-16j -3.05428e-16+1.03992e-16j 
0.000117942-7.90274e-17j 0.000155276-1.41064e-16j 0.000212043-5.58414e-17j -0.000709065+1.70572e-16j -2.40141e-05-7.41249e-18j -0.000523019+1.19772e-16j -0.000680608+1.18552e-16j -0.00175271+6.43648e-17j -0.00139618+5.7863e-17j -0.000457797-4.06103e-17j -0.000368162-3.86799e-17j -0.000147032+1.08367e-16j 0.00028581-3.13408e-17j 0.000437603+9.38874e-17j 0.00147389-1.5103e-17j 0.00263882+3.79565e-17j 0.00186143+3.46826e-17j -0.00158378-1.23229e-16j -0.00242258-1.94117e-17j 0.00331105+1.47437e-16j -0.00114368+1.60594e-16j 0.00197595-1.56458e-18j 0.000529922-3.84084e-18j -0.00177069+8.40658e-17j 0.00232261+8.4737e-17j 0.0011834+2.30244e-17j -0.000711209-1.72558e-17j 0.000467714+8.51814e-19j -0.00108196-1.5379e-17j -0.00165274-9.21911e-19j 0.000112964+8.60489e-17j 0.000597868+5.93533e-17j 0.00139968-7.04824e-17j 0.00224+8.03854e-17j 0.000691362+5.2902e-16j -0.00276481+1.73481e-17j -0.00327433-1.60527e-16j -5.97846e-05-1.44283e-16j 0.000798521-4.48729e-17j 0.000876241-2.41874e-17j -0.0010155-1.00103e-16j 8.18326e-05+7.69444e-17j 0.00130412+1.88684e-18j -0.00387374-8.9365e-17j 0.00145324-3.08611e-18j 0.000718122-3.8453e-17j -0.000877563-9.84746e-17j 0.00193968+1.72973e-18j -0.00143251+3.48025e-16j -0.00215484-1.56598e-16j 0.000751738-1.14892e-17j -0.00140621-5.9818e-17j 0.000217163+7.44701e-17j -0.00103974-2.16717e-16j -0.000625442-4.25532e-17j 9.63425e-05+1.0111e-16j -0.000173856-6.03031e-17j -0.000539554+1.55266e-16j -0.000702203-9.28436e-17j -0.000625627-7.84387e-17j -3.49607e-05+6.19289e-17j 0.000244921-1.04425e-16j 0.000287921+8.94752e-17j -0.000602472+9.56268e-17j 0.0010661-5.97342e-17j 0.000426782-1.2906e-16j -0.000323181+1.35876e-16j 4.8045e-05+6.52863e-19j -0.000507435+1.74878e-16j -0.000164734+6.26501e-17j 0.000109967-1.389e-16j -9.43418e-05+7.49429e-17j 
-0.00638126+1.01182e-15j -0.0132806+3.89101e-16j -0.00605618-6.85107e-17j 0.0185007+1.55222e-16j -0.000639857-4.6451e-18j 0.0127912+3.1136e-17j 0.0132766+7.29305e-17j 0.0112735+5.77457e-17j 0.00939425+5.17254e-17j -0.00270886-2.67991e-17j -0.00294477-4.18837e-17j 0.0109535+1.20662e-16j -0.00371452-2.87104e-17j 0.00752614+4.70362e-17j -0.00694735+1.10355e-17j -0.00246143-8.1845e-18j -0.00132167+1.91777e-17j -0.00991614+7.71853e-17j 0.00425527+2.19524e-17j 0.000203296+8.05282e-17j 0.0176427+2.70288e-17j -0.011877-3.17141e-16j -0.000174246+1.12205e-16j 0.0090465-1.75698e-16j 0.00365872+1.27222e-16j -0.00331134-1.12509e-16j 0.00251836+8.24239e-17j -0.000223116+3.24241e-17j 0.00341369+1.23986e-16j 0.00499133+2.18053e-17j 0.00955916+4.50263e-16j 0.00492021+7.39203e-17j -0.0103733+7.57096e-17j -0.000261648-9.27869e-17j -0.00116996-9.95548e-16j 0.0109567+1.85373e-16j -0.000579149-6.62574e-17j -0.0131689-2.65274e-16j -0.00749094+1.10381e-16j 0.00163899+2.48637e-16j 0.000997053+3.22385e-16j 0.00480638-9.54667e-18j -0.00422074-1.88671e-18j 0.00435266-2.03715e-16j 0.00590787-9.3325e-16j -0.00508021-1.07961e-16j -0.00675316-2.78961e-16j -0.00673022-5.04055e-17j 0.0226117-2.11909e-15j -0.00968776-2.11942e-16j -0.00294531-1.99748e-17j -0.00175866-5.2279e-17j 0.00629741+4.98633e-17j -0.00701862-8.96039e-16j -0.000356703+6.4736e-18j 0.00249336+1.78709e-15j -0.00508911-5.91324e-17j 0.0167831+5.86422e-17j -0.00679196-5.61973e-18j -0.00572505-9.49087e-18j 0.00618988+5.87602e-17j -0.010646-4.30777e-17j 0.00777946+5.05398e-17j 0.0106643+3.11035e-17j -0.00883254-5.20091e-17j -0.0135581-7.48421e-17j 0.01398+8.24287e-17j -0.000105955-4.34695e-18j 0.0183257+1.6023e-16j 0.00654919+7.36815e-17j -0.0132636+2.54867e-16j 0.00658677-7.43783e-16j 
