0.226809+0.0483292j 0.0483153-0.22737j -0.272052-0.0834388j -0.0844777+0.282364j 0.161262+0.08844j 0.112405-0.191943j 0.0457332-0.0955408j 0.145299-0.0324903j -0.183054-0.027708j -0.0719595-0.0710226j -0.0376684-0.0904362j -0.00994005-0.0545164j -0.0480954+0.0153266j -0.0687706-0.0488721j 0.0708994+0.0506682j 0.0466836+0.0529653j -0.057145+0.0522922j -0.0307662+0.00788377j -0.00749884-0.0239567j -0.0190258-0.121558j 0.062282+0.00152831j -0.0282323+0.0191164j 0.00922328+0.0238855j 0.058583+0.0652028j 0.0271432+0.0837166j 0.0214391-0.0192426j 0.00081174-0.0124006j -0.0194478-0.0724343j -0.0387738-0.0471383j -0.0265226-0.0206739j 0.00812679+0.0249613j 0.0311977-0.0223438j 0.0184316-0.00735325j 0.038686-0.0161027j -0.0626369-0.0179116j -0.0454742-0.0412517j 0.032297+0.0269068j 0.0464546+0.0206438j 0.0190661-0.0301398j 0.0078401+0.0126753j -0.0308343+0.0615799j 0.0210269-0.130657j 0.0027704-0.0348436j 0.0320465-0.0784799j -0.016202+0.0112496j 0.0199526-0.0467394j 0.000351988-0.00305241j 0.00580954-0.0228453j -0.00614638+0.00126157j -0.0148663-0.0282413j -0.00969772+0.0089026j 0.00284057-0.0035776j -0.0184524+0.0326965j -0.0292249-0.0277686j -0.00708379+0.120013j 0.0260384-0.0259145j -0.0115626+0.0905252j 0.0833402-0.0480821j -0.0780572+0.0349157j -0.0292695-0.0135702j -0.0758586+0.031412j 0.0553367-0.0270256j -0.0537344+0.0415762j -0.111372+0.0230554j 0.0466065-0.0429981j -0.0999009+0.0264183j 0.0999514+0.0395734j 0.0740083+0.0119784j 0.117377+0.13138j 0.0212222-0.17036j -0.0539363+0.070508j 0.0993276-0.0879634j 0.152338+0.0650417j 0.0136161-0.226121j -0.215601-0.011353j -0.0228613-0.186233j 0.186024-0.022862j 
0.00020284+0.000842242j 0.000509571-0.000326963j 0.000554066+0.000501184j 0.00130845-0.000506394j -0.000993519-0.00197843j -0.00433485+0.000674377j -0.000315262-0.0019663j 9.64333e-05+0.000448749j 0.00185306+0.00211038j -0.00287149+0.00147007j -0.00128038-0.000175619j -0.00162337-0.00126391j 0.00082879+0.00422957j -0.0013265-0.00244884j -0.00216428+0.00213485j -0.00357947-0.00230859j -0.00390723-0.00381598j 0.000528708+0.00183611j 0.00960898+0.00402897j 0.00176289+0.00189727j 0.000534352+0.000274998j 0.00269346+0.0081855j 0.00556069-0.00399469j 0.00291863-0.00184779j 0.000958301-0.00225481j 0.00090444-0.00073691j 0.00463933-0.00102355j 0.00230389-0.00660308j 0.000939361+0.00375726j -0.00159748-0.000398519j -0.000288987-0.00329298j -0.00413849+0.00146853j 0.00110494-0.00200646j -0.00282269+0.00052569j 0.00395952-0.00232529j 0.000649634-0.00369633j 0.00293801-0.0018144j -0.00181413+0.000222937j -0.00244932+0.00243588j -0.000235758-0.00167737j -0.00438272+0.00333609j 0.00179234+0.00218589j 0.000964403+0.00056182j -0.00217031+0.00437041j 0.000176462+0.00110631j 7.7668e-05+7.02752e-05j 0.000975983+0.00309057j 0.00114451-0.00342111j -0.00208919+0.00303799j -0.00448661-0.00533208j 0.00230613-0.00221476j -0.00530441-0.000492291j 0.000456626+0.000629628j -9.45475e-05+0.000980859j -0.00405482+0.002843j -0.00202655-0.000156178j 0.00122461-0.00294807j -0.00350064-0.00232165j -0.000540203+0.00218867j 0.00164041-0.00268912j -0.00342987-0.00134803j 0.00233549+0.000134848j -0.000600986+0.000462184j 0.00360472-0.00295989j 0.00349498+0.00255942j -0.00417369+0.000113087j 0.00242433-0.000214761j 0.000667982+0.00368036j 0.00102656-0.00392097j 0.00136858-0.00177582j 0.00257011-0.00194196j -0.000124938-0.00274359j 0.000483806+0.0041902j 0.000659289+0.000375875j -0.000251366-4.57838e-05j 0.000645424+0.000571433j -0.000553377+0.000835782j 
0.00200608-0.00155693j -0.00135882-0.00206291j -0.000295784+0.001862j 0.0012443-0.000165085j 0.00153168+0.000529026j -0.000406547-0.00230201j -0.000306076+0.000790838j -0.00345711+0.000549805j 0.00245791+0.000569568j -0.00497845+0.00642596j -1.37408e-05+0.00266664j -0.00556716-0.000761155j 0.000638203+0.000703784j -0.000147281+0.00109259j -0.00369502-0.00295866j -0.00708065-0.0023743j 0.000583554-0.000456981j -0.00286776-0.00156626j -0.000372957+0.00194244j -0.000713688+0.00381977j 0.00297755+0.00338229j 0.00377684+0.00798639j 0.00158322+0.00430357j 0.00424358+0.00115611j 0.00189671-0.00330024j 0.000381849+0.000680853j -0.00133752+0.00298225j -8.88529e-05-0.0111683j 0.000249082-0.00130508j -0.00171618+0.000178463j -0.00125946-0.00239615j 0.000999915+0.00276404j -0.00254941-0.00432932j -0.00269529+0.00656641j 0.0055859-4.9748e-05j 0.00512177-0.00710721j -1.94755e-05-0.00135029j 0.00101132-0.00530581j -0.00289791+0.00543402j 0.00237376-0.000737993j -0.00559423+0.00261231j -0.00362921+0.00555661j -0.00358682-0.00057766j -0.00156021+0.00566058j -0.00120394+0.00515678j -0.00324381+0.000840033j 0.00191866+0.00162144j 0.00419866-0.00428185j -0.0050904+0.000792315j -0.00469833+0.000303395j 0.00143549-0.00231485j -0.00222598-0.000457364j -0.000730938+0.00267297j 0.00351621-0.00512531j -0.00753897+0.00251123j 0.00297826+0.000327867j -0.00224297-2.46159e-06j -0.00432114-0.00142702j -0.00522955+0.00557903j 0.00268305+0.00206587j -0.00422988+0.00075852j 0.00150672+0.00125475j -0.00212718-0.00508477j 0.00186163-0.00395424j -0.000421107-0.000516784j -0.000219969-0.00152938j -2.58627e-05+0.00197473j 0.00250974+0.00228295j 0.000331308+0.00450156j 0.00158264-0.000314104j -0.00158209+0.00185935j 0.00122361+0.000600526j -0.000782477-0.00173385j 0.000575373-0.000564803j -0.000464159-0.0012591j 0.000788792-0.00110702j 0.00104024+0.000680777j 
-0.000694291+0.000374431j 0.00031547+0.000632139j -8.16723e-05-0.000273744j 0.000596456+0.000986818j -0.00207005-0.00141921j -0.000501135+0.000478665j -0.00171458-0.000585576j -0.000242636-0.00466849j -0.00215693+0.00244894j 0.00245879-0.00689603j 3.13357e-05+0.00131065j 0.0048772-0.00122049j -0.00114625-0.00155838j -0.000936128-4.45485e-06j 0.00252191-0.00151611j 0.00486756-0.00256537j -0.00294086-0.0031564j 2.24148e-05-0.00203607j -0.00234333+0.000894222j -4.95735e-05-0.000581897j -0.00323379+0.0043399j 0.00407044-0.00580412j 0.000126434-0.00198579j -0.00115082+0.00209909j -0.00208519+0.00157246j -0.00487384-0.00231031j 0.000351615+0.0045369j -0.00320082-0.000869433j 0.00440697-0.00208522j 0.00483378+0.00351958j 0.00422459+0.000672556j -0.00237651+0.00391706j -0.000988778+0.000501517j 0.00277051-0.00094375j -0.00413193+0.00375924j 0.00122566-0.000703784j -0.00154751-0.000554427j 0.00228499-0.00138935j 0.00361904-0.000287788j 0.00145119-0.00467547j 0.00432032+0.00279863j 0.000707413+0.000367814j -0.0012821-0.000489068j 0.00206798+0.000436222j -0.00369398-0.00296455j 0.00278112-0.00042891j 6.90133e-05-0.00342858j -0.000328382+0.00378712j -0.000222841-0.00151328j 0.00581103+0.00236588j -0.00452439-0.00241682j -0.00115457+0.00655973j -0.00518369-0.00338431j -0.00160698+0.00275802j -0.00343787-0.00232934j 0.00489965-0.00193874j -0.00264844-0.00147166j 0.00310141+0.000830554j -0.000557927-0.00518711j 0.000311735+0.00264577j 0.00482125-0.00490443j -0.0046674-0.000575068j 0.00497258+0.000985887j 0.00540551+0.00251422j -0.00100606+8.0607e-05j -0.00308201-0.000793498j 0.0021001+0.00225528j 0.000876792+0.00343855j 0.00363727+0.00158832j -0.000164687-0.000135495j 0.00209494+0.00194729j -0.000339204-0.00270343j -0.000674768-0.00315377j -4.85593e-05-0.000217905j -0.000614678-0.00100228j -0.000805629-0.00101334j 0.000951332-0.000857482j 
0.000543934-0.000381526j -0.000125744-0.000477422j 0.000950973-0.000781703j -0.00148701-0.00114286j 0.000306844+6.85091e-05j -0.000294607+0.000388368j 2.38428e-05+0.000975096j -0.00250593+0.000231659j 0.00124865+0.000401549j -0.00120027+0.00497781j -0.00104379+0.00252126j -0.00332569+0.000965792j -0.000592749-0.00113975j -0.00170193+0.0014167j 0.000643481+0.00188071j 0.000941314+0.0006457j 0.00143116+0.00256825j -0.000794713-0.000766848j -0.00494847+0.00167186j -0.000524314-0.00619321j 0.00170886+0.000984467j -0.00232009+0.00220705j 0.00105602+0.0053948j 0.0014701-0.0011132j -0.00212373-0.000639403j -0.000912661+0.00102331j -0.000228407+0.00180426j 0.00331433-0.00173322j -0.00152344-0.0024755j 0.000876003+0.00379341j 0.00201962-0.0011715j 0.00177861-0.000794583j -0.00138123-0.000453718j 0.00109258-0.00187489j 0.000123987+9.26778e-05j -0.00266042+0.00123479j -0.00198658+0.00330239j 0.00137039-0.000340681j -0.00364634-0.0021528j 0.00120617+0.00202423j -0.00325446-0.00118188j 0.00140407+0.00396267j -0.00297594-0.00345527j 0.00278489+0.000310069j -0.000888593+0.0012743j -0.00295999+9.86057e-05j -0.000112395+0.00347267j 0.00254093+1.21408e-06j 0.000842664+0.00309029j 0.000957921-0.000611729j -0.000948238+0.000967412j 0.00298788-0.00416018j 0.00190429-0.000873988j -0.000213708-0.00345901j 0.00132702+0.00178803j -0.00286183+0.000451773j 0.0023089+0.0024398j 5.42499e-05+0.00128886j -0.00142805+0.000924423j 0.00506448+0.00165529j 0.000153394+0.00198287j 0.0018075-4.97981e-05j 0.000715982-0.00429692j -0.00447358-0.00270328j 0.000459983-0.00353675j 0.00118675+0.00263159j -0.000398836+0.000425583j 0.00370102-0.000375922j -0.00408795+0.00251407j -0.00180903+0.00174872j 0.000229304+0.00128986j -0.000105993-0.000125251j 0.000575248-0.00159708j 0.000867751+0.00175232j 0.0020244-0.000920756j -0.000725721-0.000408733j 0.000365573-0.000831957j 
-0.000216465-0.00166612j -0.00156569+0.000108826j -0.000798546-0.00156726j -0.00224931+0.0006518j -0.00184325+4.91937e-05j -0.000183396+0.00181614j 0.000410386-0.00130343j 0.000998493-0.00115859j -0.00325933+0.00127229j -0.00251811-0.0018921j 0.000598607-0.00157591j 0.00207216+0.00190983j 0.00253842+0.00114391j 0.00303697+0.000237489j 0.00403346+0.000860735j 0.00389079-0.00106066j 0.00156833-0.000224083j 0.00110924-0.00588045j -0.00486468+0.00213589j 0.00169399-0.00213545j -0.000472334-0.00400221j -0.000694193-0.00460562j 0.00161011+0.00149686j 0.000358561-0.00234091j -0.00260889+0.00170205j -0.00202374+0.00256085j -0.00171259+0.00157179j 0.00407409+0.000392966j 0.00262679-0.00389461j 0.00250604+0.00515767j -0.000149402-1.39263e-05j -0.00158347+0.000913805j -0.00447799-0.000484153j -0.00231672-0.000455709j 0.00142896+0.000720916j -0.00202781-0.00160095j 0.000670923+0.00153788j 0.00281437+0.000471572j 0.00584412-0.000939294j -0.00114191-0.00341964j 0.0029696-0.000657231j -0.00135421+0.00128273j -0.0028282+0.000446674j -0.00596428-0.00597932j 0.000871847-0.00199395j -0.00271293-0.000724069j 0.000627056-0.000999195j 0.000656667+0.000771957j -0.0013294+0.000143997j 0.00179755+0.00264354j -0.000477675-0.000787211j 0.000170797+0.00265927j -0.000190589-0.00355138j -0.000853381+3.49585e-05j -0.000841643-0.00245412j 0.00586161-0.00280324j 0.00205746-0.00268143j 0.00384425+0.00242302j -1.01183e-05-0.00354996j 0.00107727+0.0016369j 0.000931027+0.00205505j 0.00146832+0.000780254j 0.00379176-0.00035482j 0.00107459+0.00297635j 0.00188359-0.00374373j 0.0041358-0.00425038j -0.00461224-0.00380903j 0.00126583+0.00211305j -0.00232328+0.00217848j 0.000393708+0.00220752j 0.000708616+0.000551349j 0.00126813-0.00198045j 0.00295534+5.06057e-05j 0.000464253-0.000924795j -0.000133875-0.000497965j -0.000590747-0.000525147j 0.000554722-0.000588073j 
-0.000189485+0.00118444j 0.00115167+0.000323685j 0.00187561+0.00140512j 0.00170442-0.00185264j 0.00416227-0.00106338j 0.00108154-0.00343601j -0.00013277+0.000534343j 0.00194424+8.71234e-07j 0.000906763-0.00195796j 0.00411113+0.00240471j -0.00332032+0.00244517j -0.00292952-0.00247148j -0.00531554+0.00112735j -0.00150065+0.00229138j -0.000902169+0.00286042j 0.00107513-0.00245838j -0.000143378+0.000378694j 0.00164184+0.00564889j 0.00042563+0.000306831j -0.00320806-0.00465006j -0.000257313+0.00603155j 0.00214039+0.000867597j -0.000524971-0.000255348j -0.00308672-0.00202631j -0.00293821-0.000883764j -0.00387604-0.00091511j 0.00621768+0.00220311j -0.000515547+0.000775144j 0.00467166-0.00189037j 0.00433049-0.00176519j 0.000805887-0.00237873j 0.00165943+0.000764016j 0.00301825+0.00139443j 0.00365633-0.00147645j -0.000227965-0.00257967j 0.0010792-0.00538706j 0.001587+0.000732155j -0.000733655-0.000412809j -0.00152397-0.00114233j 1.74329e-05-0.00190733j 0.000486602+0.00384851j -0.002635+0.0006697j -0.00646172-0.00104894j 0.00169394+0.00307106j 0.000647288+0.0046828j -0.00469527+0.00244098j -0.00204392+0.00074496j -0.000560864+0.00110423j -0.000362557+0.00307789j 0.00160415+0.000828029j -0.00130254+0.000469933j 0.000510735+0.00261428j 0.00150935+0.000342124j -0.002628+0.000723107j -0.00188169-0.00736114j -0.00226437+0.00116174j -0.000375548+0.00160256j -0.00294039+0.00218912j -0.00403995+0.00359197j 0.000911565-0.00143765j -0.000302185+0.00074481j -0.00147625-0.00542622j -0.00446496-0.00157065j 0.00246215+0.00259224j -0.00148305+0.00171223j -0.000440489+0.00546908j 0.00542457+0.00379389j -0.00092386+0.00362888j -0.00510837+0.00563139j 0.000971457+0.00268516j -0.000950579+0.000701049j 0.00164218+0.000767185j 0.00198151-0.000844166j -0.000315504-1.26142e-05j 0.000826245+7.85491e-05j -0.00107203+0.000260901j -0.000130047-0.00111697j 
-0.000534534+0.000454212j 0.000598376+0.000685219j 0.000361926-0.00198399j -0.00233212-4.60863e-05j -0.00099143+0.000575613j 0.00141084+0.00157451j 0.00125983+0.0011024j -0.000314641-0.000246725j -0.000315263+0.00174554j 0.00144186-0.00109397j -0.00277935-0.000147943j 0.00197265-0.00096633j -0.00286684-0.0012566j 9.90075e-05-0.000149835j -0.000893734+0.00368097j 0.0062041+0.00174627j 0.000609651-0.000330814j 0.00474161+0.00544225j 0.0039333+0.000756567j -0.000440899-0.00277977j -0.00419005-0.000656082j -0.004236-0.00474629j -0.000748428-0.00600844j -0.0036147+0.00171011j -0.000383954-0.0004521j -0.00141502-0.00267049j 0.00278954-0.00209053j -0.00186446+0.00873499j -0.000279983+0.000317951j -0.00123018+1.46248e-05j 0.000798499-0.000426273j 0.00132497-0.000383065j 0.00174934+0.0032397j 0.0045668-0.0043875j -0.00213946+0.000168225j -0.00108044+0.00382107j 0.00181744+0.00209017j 0.00187581+0.00156932j -0.000323364-0.000681525j -0.00240423+0.000458157j 0.00438418-0.0012451j -0.000775064-0.00361392j 0.00110706+0.00142325j -0.00077755-0.00143759j -0.0022095-0.000451178j 0.00269359+0.000253123j -0.00095108-0.00214424j -0.000118737+0.00386944j 0.00293103-0.000794468j 0.00205873-0.000246607j -0.00150174+0.000972094j 0.000642451+0.00180247j 0.000737943-0.00126148j -0.00263184+0.00271278j 0.00431256-0.00326742j -0.00223876-2.14309e-05j 0.00121987+0.00152836j -5.97512e-05-0.00323183j 0.00123264-0.00198365j -0.00208703-0.00370569j -0.000482371-0.00114194j 0.0013629-0.00195389j -0.000775836+0.00342048j 0.00315805+0.00122956j -4.44187e-05+0.00344468j 0.000503412+0.00211886j 0.00057107+0.00121439j -0.00409289+0.000425504j -0.000778488-0.0010022j -0.000272287-0.000891106j -0.000667363-0.00106062j -0.00107099-0.00108725j 0.00219214-0.00141317j 0.000720815+0.00160977j 0.00203571-0.000807724j -0.000982848+0.000314208j -0.000300204-0.00109415j 
0.000130451-0.00228512j -0.00209828+1.858e-05j -0.00185948-6.20404e-05j -0.000413816+0.000976355j 1.16859e-05-0.00362578j -0.00481263-0.00116502j 0.00219901-0.00118117j -0.00110295+0.000812093j -0.00256013+0.00221257j -0.00660821-0.00228492j 0.00342645-0.0036386j 0.00541343+0.00140931j 0.000633921-0.00416315j -0.00349938+0.00019033j -5.48111e-05-0.00342336j -0.00499223-0.000190476j -0.00158779-0.00465781j 0.00289917+0.00156685j 0.00249895-0.00258486j -0.00152841+0.00227269j -0.00237267+0.00387096j 0.00469477+0.00612256j 0.000341617-0.00127355j 0.00207295+0.000997087j -0.0022644+0.00301351j 0.00149366+2.24581e-05j 0.0023868-0.000531926j -0.00122825-0.00909984j -0.00117398+0.00135811j -0.00390594+0.00135815j -0.000257682+0.00292435j -0.00377954+0.00560377j 0.00255972+0.00238879j -0.000247383+0.000885556j 0.000753595+0.00130082j 0.00521821-0.00395106j -0.00072339-0.00171754j 5.49612e-05-0.00419303j -0.000850283+0.00407185j 0.000974498+0.00133102j -0.00247928+0.00273521j -0.00081234+0.00304319j -0.000777377+0.00631982j -0.000994992+0.00278248j 0.00236923-0.00247603j 0.00253731-0.00477187j 0.00328971+0.00200753j -0.00326385-0.0009293j -0.00574484-0.00240185j -9.8466e-05-0.000396538j 0.00295291-0.00297577j -0.00195665+0.00130948j -0.0103635-0.000141182j 0.000992056+0.00112941j -0.00377476+0.00317274j 0.00213935+0.00103185j -0.00330263-0.000449276j 0.00125502+0.00748803j 0.00325844+0.00372595j -0.000965289+3.75287e-05j -0.00218258-0.00550031j -0.00689201+0.00178836j -0.000921171+0.00665297j 0.000311704+0.000840008j 0.00123917-0.000632047j -0.00204489-0.00278712j -0.00251197+0.00190224j -0.0028318+9.14309e-05j 0.00187114-0.000868665j 0.000910491-0.00103857j -0.000186225-0.000169267j 7.61889e-05-0.00152349j 0.00136055-0.000967952j 0.000594497-0.000950045j -0.000819371-0.000845808j 0.000328788-0.00117441j 0.00116587+0.000199231j 
-1.64524e-05-9.58751e-05j -2.837e-05+1.97831e-06j 0.000135433-0.000178217j -0.000575297+4.7468e-05j -0.00143083-0.00194255j -0.0014865+0.00201037j 0.000373419-0.00379681j 0.0046229+0.00161785j 0.0027589+0.000817456j 1.70488e-05+0.0034j -0.00318403-0.00183864j 0.0036399-0.00463736j -0.00441239-0.00186447j -0.00348351+0.00252063j -3.42762e-05-0.0026427j -0.00199455+0.00563787j 0.00302309-0.00146134j 0.00250419-0.00100175j -0.00260793-0.000986951j -0.00139808+0.0016024j 0.00334492+0.00193565j 0.00244825+0.00379819j 0.000251452-0.000127783j -0.00296956-0.00201234j 0.000517336+0.00341486j 0.00207525+0.00151957j 0.000506405-0.00357539j -0.00185227+0.000101982j 0.00125269-0.000288001j -0.00183038+0.00143224j -0.000910882+0.000535441j 0.00252196+0.000507301j 0.00799114+0.000658041j -0.00120398-0.00218939j 0.00173897-0.000534841j -0.00120667-0.00138419j 0.00147389+1.88436e-05j -0.00211917+0.000425041j -0.000576461+0.00334011j 0.00322025+0.0051017j 0.00148705+0.00296297j 0.000427594+0.00120615j 0.0019059+0.00152499j 0.000365893+0.000129832j -0.000777902-0.00403545j -0.00352748-0.0017645j 0.00243392+0.00318319j -0.00140812+0.00278308j -0.00172637+0.00562394j -0.000528728-0.000230937j 0.00269678-0.00392564j -0.000687001+0.000672509j -0.00269765+0.00762053j 0.00299454-0.000182178j 0.00170748-0.00352203j 0.000773374+0.00279959j 0.00173177+0.000601315j 0.00723863+0.00178166j 0.00861858+0.00267458j 0.00139562-0.0006899j -0.00639257+0.00263332j -0.00137027+0.00794728j 0.00285434+0.00394647j -0.000753241+0.00388684j -0.00160602-0.00177051j -0.00129725-0.000252458j 0.000445443+0.00288905j -0.00165233+0.00202719j -0.00201771+0.00231337j 0.00112963+0.000949652j -0.000101434-0.000597656j -0.000287586-0.00056199j 0.001227-0.00123198j 0.000237858+0.000175432j 0.000610637-0.000467186j -8.40383e-05+0.000334209j -0.000319263-0.000125317j 
0.000404309+0.00263839j 0.00252394-0.000600678j 0.00353509-0.000830906j -0.000755831-0.0021705j 0.000491117-0.000739851j 0.000212831+0.000579424j 0.00246669-0.00112142j 0.00117521+0.00374549j 0.00143399+0.00429562j 0.00356636+0.00117455j -0.00339591-0.00148487j 0.00689177+0.00101235j -6.4306e-05-0.00523852j -0.0020901-0.00529421j 0.00389341+0.00158485j -0.0010247+0.00146581j 0.00507991+0.00669314j 0.000375042-0.00022261j -0.00244933-0.000789747j -0.000700781-0.00198549j 0.000378987+0.00228991j -0.00732886-0.00284674j 0.000236587-0.00128393j -0.0015833-0.00376403j -0.00162347-0.000989219j -0.00321441+0.00107352j 0.000516788-4.7185e-05j -0.00205537+0.00746191j 0.00322224+0.000796706j 0.000925771-0.0014793j 0.000956062-0.00354153j 0.00346883-0.000944087j 0.000529921+0.00769608j 0.00409946-0.00432689j -0.00233322+0.00318907j -0.00455405+0.00373803j 0.000884027+0.00318279j 0.000432803+0.00216768j -0.0042884-0.0015475j -0.00557652+0.00524161j 0.00137596+0.00164718j 9.21777e-05-0.00193567j 0.00217494-0.00354828j 0.0032848-0.0019423j -0.000430297-0.00385015j 0.00168483-0.000205032j -0.00509874+0.00094094j -0.00101867+0.00292363j -0.00205489+0.00182971j 0.00137324+0.00061035j 0.00296408+0.00326898j -0.000956139-0.000218862j -0.0024822-0.00180448j 0.00129658+0.00409105j 0.00896019-0.00193757j -0.00291822+0.00212899j 0.00293975+0.0025452j 0.00192067+0.00103887j -0.000986941+0.00707341j 0.00262201+0.00343428j -0.00256282-0.00316397j -0.00612527+0.00265679j 0.000282721+0.000754736j -0.0040391+0.000473925j -0.000722095-0.00211056j 0.000524594-0.00118746j -0.00074448+0.00108422j 0.000176032-0.000187614j -0.00236916+0.000299319j -0.00186342+0.00211841j 0.0017761+0.00109467j -0.00044211-0.000210042j -0.000754286-0.000965464j -0.000632617+0.00110927j 0.0010801+0.000490878j -0.000396363+0.00101057j -0.00104002-0.000311959j 
-0.000232762-6.27986e-05j -0.000133068+7.93162e-05j 0.000735658+0.00188205j 0.00254683-0.00049598j 0.000615295-0.00126202j -0.00106089-0.0015512j -0.00406034-0.00127876j 0.000717009-0.00463789j -0.00166342-0.00209372j 0.000845494-0.00197275j 0.00187098+0.00104258j 0.00149712-0.000362753j -0.000791412-0.000897312j -0.00224679+0.00116087j 0.00178061-0.00242212j 0.00379458-0.00340067j -0.00407882-0.00518714j -0.00390713-0.00144395j -0.0038654-0.000578576j -0.00100821-0.00498668j -0.00127712+0.0035796j 0.00738451+0.00242j -0.000158457+0.00311772j 0.001249+0.000539108j -0.00326718+0.00240208j -0.000238521-0.00225232j 0.000779398+0.00542678j 0.00315742-0.00861488j 6.87125e-05-2.17063e-05j 0.00350299+0.00390438j 0.0054416+0.00398648j -0.00470198+0.0016107j 0.000855873-0.00382914j 0.000144033-0.00025689j -0.00383391+0.00118677j 0.0013169+0.00112503j -0.00393858-0.00127403j -0.000168286-0.00089264j -0.000135309-0.00366388j 0.00569903-0.00300497j -0.00360043+0.00111936j 0.00443065+0.00370171j -0.00193774-0.00120233j 0.00444716+0.00277826j -0.000906563-0.00160093j 3.83269e-05-0.00222058j 0.0029942+0.00265398j -0.00148708+0.000698101j 0.00146609+0.00130824j 0.00342837-2.26078e-05j -0.00410091-0.00225518j 0.00143489-0.00159576j -0.0024216-0.00270096j -0.00247825-0.00244871j -0.00326037+0.00150615j -0.000843458+0.000181819j -0.00204308-0.000792542j 0.00284377+0.00508986j 0.000350205-0.00610939j 0.00218762+0.000902991j 0.00792643-0.00124298j -0.00111622-0.00263456j 0.00246543-0.00205066j -0.000981097+0.000812133j 0.000497449-0.00133639j -0.00354735+0.00221902j 0.00370323+0.00295591j 0.00155879+0.00198724j -0.000111731+0.000318277j -0.00108118+0.000853228j 0.0028319+0.00162992j 0.000253789-0.00191979j -0.000782019-0.000502916j -0.000423395+0.000248296j -0.000181694+0.000160423j 0.000398344-0.00130596j 0.00124994+0.000451806j 
0.000704869+0.00148999j 0.00138918-0.000431569j 0.000498606+0.000534756j 0.0016304-0.00125151j -0.00272802-0.000394454j -0.000826318+0.00228633j -0.00120289-0.000795158j -0.000197149-0.00188145j 0.000959403+0.00204468j -0.00397498-0.0048774j -0.00125624-0.000690603j 0.00195197-0.00545656j -0.00215556-0.00107101j -0.00313766+0.00197973j 4.53814e-06-0.00269571j -0.000334944-0.000117419j -0.0026866+0.00221263j -0.000213014+0.000256083j -0.00127768-0.0010422j -0.000434392+0.00021814j 0.00133184+0.0038733j 0.00134784-0.00143374j -0.000806167-0.000631805j -0.000549162+0.00056168j 0.00120852+0.00221073j -0.00202786+0.00017949j 0.000398451-0.000121315j -0.00165226+8.87757e-05j 0.00320716-0.000439056j 0.00120352-0.00128565j 0.00271105-0.00136648j 0.000446311+0.00447848j 0.00406738-0.00113613j -0.000549717-0.00157043j -0.000611769+0.00444455j 0.00180048-0.000293831j -0.00227506+0.000988683j 0.000724602+0.00107137j -0.00112865-0.000401489j 0.000947875-0.000660562j 0.00127827+0.00104723j 0.000226355-0.00319505j 0.000472196-0.0020129j 0.00236847-0.00192222j -0.00501579-0.00217262j -0.000178148-0.0036259j -0.000355504+0.000693051j 0.000808887+0.00435429j -0.00215927-0.000620061j 0.00105433-0.00266203j -0.000850394-0.00121905j 0.000372361+0.00254773j -0.0044416+0.00397802j 0.00377217+0.00239554j -0.000547148-0.0011814j 0.000591489+0.000283475j -0.00220271+0.000640465j 0.00394838-0.0014132j -0.000713025-0.00324992j 0.00148095+0.00194014j -0.00314521-0.00572164j -0.00290607+0.00606929j 0.00520537-0.00110047j 0.00302605+0.000896188j -0.000667857+0.00020584j -0.00259808+0.00379755j 0.00186379+0.000115277j 2.71943e-05+0.000814288j -0.00141946-0.003387j -0.00112928+0.00103355j 0.00152124-0.0013923j -0.00124497-0.000548575j 0.000158755+0.000626348j -0.000233592-0.000588705j -0.000906762+0.000650564j 0.00037568-1.04042e-05j 8.72903e-05+0.000378908j 
