-0.043496+8.82053e-14j 0.337882+4.52555e-14j 0.0836882-1.4006e-16j 0.0138274+4.09281e-16j -0.0783443-1.83384e-16j 0.150259+3.2733e-15j 0.138252+7.919e-16j 0.0934535-1.9527e-14j 0.140513+2.72671e-14j -0.16766-1.61916e-14j 0.0102258+1.49746e-15j 0.0730987-1.51213e-15j -0.0274768+5.59608e-15j 0.0844489-1.14539e-14j -0.00881236-3.26075e-15j 0.0551827+2.14551e-16j -0.0815278+1.20863e-14j 0.0572761-2.91228e-15j 0.0710196-4.08895e-15j -0.0652591+5.93666e-15j -0.0901408-3.73273e-17j 0.0143362+6.61554e-16j -0.0207489+9.70368e-16j -0.112549+1.53277e-14j -0.0177461+6.62994e-15j -0.086395-2.60674e-15j 0.0125042+1.14394e-15j 0.0641515+2.14938e-15j 0.00731123-1.31291e-14j -0.0283137+1.77361e-13j 0.0760706+4.56912e-13j -0.00983269+2.28539e-14j -0.00228125-8.61426e-16j 0.0486086-5.18834e-16j -0.080731-1.63448e-16j 0.0967054-1.19283e-15j 0.113742-1.38656e-16j -0.0546393+1.35373e-15j 0.117692+1.05885e-15j -0.115569-2.61282e-15j -0.117856+2.50436e-15j 0.103413-3.67906e-15j -0.000487702-3.9055e-15j -0.0252043+1.50883e-15j 0.00475457+7.81086e-16j -0.0130789-4.21465e-16j 0.065228+7.19531e-16j 0.0720814+1.66626e-15j 0.00870016+2.45398e-15j 0.00345791+3.82797e-16j -0.00637969-7.32103e-15j 0.0608497+5.65409e-15j 0.0385831+2.28728e-15j -0.00226103+2.27185e-15j -0.0367964+1.0675e-15j 0.00540622+1.17053e-15j -0.0362666+1.31475e-15j -0.0159652+4.89122e-16j -0.0328988-1.87502e-16j -0.0128586-4.41408e-17j -0.0678751-2.10684e-15j -0.0047768-1.90257e-15j -0.0666143-1.82944e-16j -0.0312247-7.42739e-16j -0.0613199-1.1297e-15j 0.085136-1.44518e-16j 0.0157165+5.418e-16j 0.066222+2.83784e-16j -0.126502-2.02155e-15j -0.0151979-2.01063e-15j 0.098215+4.60343e-14j 0.1196-1.37002e-13j 
-0.00333943-6.17955e-15j -0.00721667-4.05116e-15j -0.00065634+8.40556e-17j -0.00418322-1.92183e-15j 0.00493692+2.51244e-15j -0.00505327-2.15851e-16j 0.00347124-1.22488e-16j -0.00233773-1.70241e-17j -0.00628326-2.52557e-15j 0.00369268+1.81569e-15j 0.000247656+8.65807e-16j -0.00136616-7.34422e-16j -0.00087465-2.22985e-16j 0.00111556+3.67683e-16j 0.00458352+6.0714e-16j 0.00634583+4.20666e-16j 0.00236623+5.90571e-16j 0.0031685+7.7223e-16j 0.000667274+1.03239e-15j 0.00178896+1.05847e-16j 0.00376097+1.04911e-15j -0.000966967-8.60376e-16j -0.00187991-9.45715e-16j 0.000865371-3.468e-16j 0.00488884+2.83376e-16j -0.00140386-9.58534e-17j -0.00330062-1.11975e-15j -0.00333138-9.70544e-16j -0.00520519-8.73321e-16j 1.18972e-05-2.59447e-15j 0.00423766+2.66077e-14j 0.001753+2.44302e-15j -0.00108716+8.30914e-17j -0.00798036-2.76564e-15j 0.0169156+5.72697e-15j -0.00184655+9.85773e-16j 0.00223535+4.55818e-16j -0.000179215-6.59803e-16j -0.0189412-4.80177e-15j -0.000617628-1.00591e-15j 0.00100432+1.66182e-15j -0.0235761-5.51067e-15j -0.00522377-2.10476e-14j 0.000363854+1.11727e-17j 0.0123589+5.05886e-15j -0.0181157-6.09373e-15j 0.0101442+3.18791e-15j 0.0083144+2.2973e-15j 0.0127615+6.12409e-15j 0.0176453+3.76103e-15j -0.00126396+1.2966e-15j -0.0244889-8.18496e-15j 0.0234179+7.33686e-15j 0.0032858+9.48152e-16j 0.00826151+2.13083e-15j -0.014749-5.18743e-15j 0.0101945+1.20913e-15j 0.019901+6.32687e-15j 0.0103608+1.29383e-15j 0.0066393+1.18341e-15j -0.0137927-4.78212e-15j -0.000351055+5.06795e-16j 0.00767029+2.40555e-15j -0.0220376-4.75798e-15j -0.00495634-2.50266e-15j -0.0130792-3.46449e-15j -0.0110764-1.27351e-15j -0.00443436-1.0603e-15j 0.00413691+1.70893e-15j 0.00510383+1.15812e-15j -0.00170697-1.47876e-15j -0.00192558+1.86309e-15j 
0.00750551+7.92341e-15j 0.00578193+3.82434e-15j -0.00366266-2.92258e-16j 0.0139157+4.03669e-16j -0.0153147-1.12693e-15j -0.00599183-1.08844e-15j 0.0160214-9.03868e-17j -0.000111543+1.0582e-16j 0.00398621+8.95489e-16j -0.00284371-9.44135e-16j -0.0113314+2.99986e-17j 0.00334533+5.77457e-16j 0.00308605-1.56668e-17j -0.00246726+2.26433e-16j -0.000804905-4.57405e-16j 0.00603356+7.52785e-17j -0.00552406+2.82554e-16j 0.00581596-6.31008e-16j -0.00565596-1.49016e-15j 0.00376014-1.02099e-16j -0.001834-2.50304e-16j 0.00319903+1.43235e-15j 0.00629741+2.1171e-16j -0.00389244+2.75818e-16j 0.00495269+7.03605e-16j 0.00171988-2.91688e-16j 0.00208477+3.52324e-16j 0.00167851+2.83166e-16j 0.00286664+2.24333e-15j 0.00524189-3.09811e-14j 0.00368978+1.87277e-14j -0.012904+1.06095e-15j 0.0147862-9.00195e-15j 0.00925216+5.06947e-17j -0.0227853-1.20547e-15j -0.0154418-5.0265e-16j 0.0168596-1.26885e-15j 0.00724903+3.51056e-16j 0.000954456+5.04012e-16j 0.00127443+4.99704e-16j -0.0337648-3.33274e-16j 0.00501449+9.81343e-16j -0.0044543-1.79763e-14j 0.0102754-1.44955e-15j -0.0120755-2.0918e-15j 0.0116801+1.42987e-15j -0.00260144-1.39018e-15j 0.0057823-9.09354e-16j 0.000497447-6.43773e-16j 0.00315647-1.17984e-15j 0.010886-1.04828e-16j 0.0147701+2.22282e-15j -0.0100413-1.69807e-15j -0.0125287+9.05803e-16j 0.00525901+7.86745e-17j 0.0125244+8.9952e-16j 0.00288225-7.99788e-17j -0.0156183-1.99248e-15j 0.0133059-6.33853e-16j 0.00514453-1.76268e-15j 0.00316133+1.52861e-15j -0.0198376-2.39881e-16j -0.0140701-8.20314e-16j -0.00790891+1.18072e-16j 0.00685311+1.66325e-15j 0.0136313+5.66621e-16j -0.00771168-1.54112e-15j -0.0191326+1.90113e-15j -0.0178313-4.52216e-17j 0.000348496+1.84355e-16j 0.00982356-4.10039e-15j -0.00510449+1.42393e-14j 
0.00635236+1.72005e-15j -0.00800079+1.4376e-15j -0.00166336-7.34875e-17j 0.00404134+5.24865e-16j -0.0142501-1.89865e-16j -0.0181569+4.88711e-16j 0.000582572+9.11219e-16j -0.000218615+2.42179e-16j -0.00144719+6.825e-16j -0.00604053+2.94578e-16j -0.00560491+1.61326e-16j 0.00761041-7.0587e-16j -0.00220786+3.28765e-16j -0.00466871+7.88431e-16j 0.00152237-8.04544e-16j 0.0092251-7.65321e-16j 0.00570679-1.84169e-15j -0.00757057+1.01646e-15j -0.0111247+1.35478e-16j 0.000994019-6.47548e-17j -0.000338959-2.96005e-16j 0.00358816+1.11166e-15j 0.00122616+5.82643e-16j 0.00441379-1.59892e-15j 0.0118444-1.45442e-15j -0.00804837+7.41e-16j 0.00010687-3.27653e-17j -0.000776244+1.46669e-16j -0.00639035+1.77172e-15j 0.00284658-2.02349e-14j 0.00758022+4.45883e-14j -0.00239423+1.83203e-15j 6.26469e-05+1.3453e-17j 0.00770866+2.14954e-16j -0.0120857-8.82943e-16j -0.0173874+7.46175e-16j -0.0146059+1.30976e-15j 0.00575204-2.9028e-16j -0.00243452+9.37855e-16j 0.0135394-1.11306e-16j -0.00874568-2.14655e-16j 0.00326248+9.00372e-16j 0.00167608+6.52648e-15j -0.00858848+1.53008e-15j -0.0102275-6.0689e-16j -0.0011856+2.05634e-15j -0.0194737+5.93327e-16j -0.00227121-5.8492e-16j -0.0107316-2.13602e-15j -0.00273418+8.32627e-17j -0.00515224-1.54213e-15j 0.0154982+1.74233e-15j -0.00330199-1.82523e-15j -0.00329216+1.2773e-16j 0.00196944-6.71807e-17j 0.0158376-1.22028e-15j 0.01559-2.88856e-15j -0.0170056-9.92152e-16j 0.0102698-6.32928e-16j -0.00656181+1.10911e-16j 0.0159694+7.65731e-16j 0.00589921-9.94824e-16j -0.000208118-7.29099e-16j -0.00389289+1.30749e-15j 0.0175041-3.81613e-16j -0.00725461+1.67288e-15j -0.0176664+1.21849e-15j 0.0187421-2.24764e-15j 0.0035264-1.22705e-15j 0.00276442-4.99634e-16j -0.00341152+1.98174e-15j 0.001681-5.19893e-15j 
0.0152786+1.28379e-14j 0.00526527+6.31287e-15j -0.0104443-1.94158e-16j 0.00522774+2.75416e-16j -0.00520307-5.10823e-16j -0.0144805-4.74189e-16j -0.0046107+3.83537e-16j 0.00453737-1.02153e-15j 0.00160001+4.70093e-16j -0.00650292-2.59329e-16j -0.0127077+2.99121e-16j 0.00370648-1.17471e-16j -0.000844018+2.9031e-16j 0.00462435-1.58254e-16j -0.00758895+1.1902e-16j 0.000763505+3.52503e-16j 0.00145833-6.59422e-16j -0.00977054+1.34224e-16j -0.0112874-6.96564e-16j -0.00434091-1.37197e-16j 0.00272696+3.45419e-17j 0.00424387+1.38613e-15j -0.000414572+2.60077e-16j -0.00052922-3.48027e-16j 0.0083598+7.06225e-17j -0.00626269+2.76266e-17j 0.0088103+3.91091e-16j 0.00204333+3.5619e-16j 0.00964528+1.5884e-15j 0.00442508-2.29552e-14j 0.00281909+1.67718e-14j -0.00163558+5.04689e-16j 0.0121089-6.66175e-15j 0.00124004-1.06408e-16j -0.00161546-5.55084e-16j -0.0278137+4.9859e-16j -0.0049453-2.37978e-16j 0.00406081+1.35857e-16j -0.00264421-3.45858e-16j -0.00738098+8.89172e-17j -0.044588-9.35181e-16j 0.0041579-7.91185e-16j -0.00599245-2.38965e-14j 0.000870853+3.63741e-17j -0.00444514-7.64321e-16j -0.00343121+4.25778e-16j 0.00593562+1.72685e-17j -0.00456265-9.37831e-17j 0.0214591+4.06821e-15j -0.00083164+6.52093e-16j 0.00026881-1.86865e-15j 0.022878+1.67894e-15j 0.00445553+8.2936e-16j -0.018786+1.77535e-15j 0.0174928+8.37554e-16j 0.0118646-1.93917e-15j 0.0152052-6.87769e-16j -0.0168165-8.9978e-16j 0.012967-7.75449e-16j -0.000171557-1.06289e-15j -0.00839778-3.27525e-16j -0.0177126-1.11416e-15j -0.0127145-5.20295e-16j -0.050614-1.07473e-15j 0.012202+6.33341e-16j -0.00967557+4.05327e-16j -0.0404216-4.56057e-16j 0.0126773-2.18902e-16j -0.0210072-2.1139e-16j 0.0201457+4.01072e-16j 0.0103766+1.09741e-14j 0.0239865-3.22577e-14j 
-0.00641696-2.43595e-15j 0.00454726-1.79404e-15j 0.00264071-6.05413e-17j 0.00222017-4.26302e-16j 0.000404207+2.67582e-16j -0.00095659+5.28656e-16j 0.00331691-5.40097e-16j 0.00516422-1.933e-15j -0.0056964+6.36422e-16j -0.0054799+7.17538e-16j 0.00584081-6.67619e-16j -0.00245969+4.48538e-16j -0.0044883+7.76504e-16j 0.000759002-5.54005e-16j 0.00298075-5.88922e-16j 0.00307696-6.14133e-16j 0.00661949-8.93807e-16j 0.00173246-6.70622e-17j 0.0062879-1.10955e-16j -0.00430645+3.25756e-16j -0.00402466+5.64964e-16j 0.00232462+6.24264e-17j 0.0017657-1.34065e-16j -0.00172421+3.91195e-16j -0.00042597+1.97396e-17j -0.000143099+9.56497e-17j -0.00296047+3.38999e-16j 0.00378433-4.20108e-16j -0.000864245-2.93031e-15j -0.00729437+4.53706e-14j -0.000738869-4.20113e-15j 0.000818043-2.08783e-16j 0.00127019-1.26191e-15j 0.00359994-3.73705e-16j 0.00806516-9.28033e-16j 0.00648744-2.70416e-16j 0.00705021-8.10966e-16j -0.0080636+1.04277e-15j 0.00695209-1.07967e-16j -0.0138388+1.48037e-15j 0.0163458-1.98509e-15j 0.000603509+6.34754e-17j 0.00300162+1.18385e-14j -0.00369254+7.8787e-16j 0.0158804-1.80318e-15j 0.00945985-1.87112e-15j 0.012181-1.56475e-15j -0.00829504+9.87325e-16j -0.00505147+1.85232e-17j 0.00056949-4.55005e-16j -0.010289+1.30555e-15j -0.0184697+1.9934e-15j 0.000457631-5.07065e-16j 0.00417509-1.07395e-15j -0.00697197+8.39222e-16j -0.0028319+8.4401e-16j -0.00894953+1.19594e-15j 0.0148394-1.28796e-15j -0.00712258+1.14614e-15j -0.00134337+3.87436e-16j -0.00942153+3.76716e-16j -0.0189937+1.46225e-15j -0.00411979+5.35897e-16j 0.00966148-6.70152e-16j -0.00486359+9.90373e-17j 0.00685602-6.65908e-16j 0.0156713-1.29979e-15j -0.027872+3.51459e-15j -0.0123786+1.54797e-15j -0.00791126+3.55478e-16j 0.00845759-1.02842e-14j -0.0145144+2.90558e-14j 
0.00502457+1.25774e-15j -0.00693309-9.31875e-16j 0.00173756+8.16629e-17j -0.0125572-8.63638e-16j -0.00570604-2.59208e-16j -0.00863372-8.63379e-16j -0.000947577-1.76237e-16j 0.00504579-1.27705e-15j -0.00103335-5.14378e-17j 0.00310531+8.16976e-16j 0.000501124-2.92497e-16j -0.00308809-3.57035e-16j -0.00245171-8.01996e-17j -0.000741293-4.2228e-17j 0.00266793-1.03061e-16j 0.00764934+4.16191e-16j 0.00534799-4.72023e-16j -0.00471235-3.00778e-16j -0.000825621-9.228e-17j 0.00655426+4.3835e-16j 0.00433629+8.27818e-16j 0.0051473+1.73635e-15j -0.00191591+1.03653e-16j 0.00265702+6.72516e-17j 0.00236083+1.00015e-16j -0.00217566-1.0003e-16j 0.000620844+3.015e-17j 0.00517986+3.18834e-16j -0.00792323+2.13501e-15j 0.00676718-4.48357e-14j -0.00169208-9.54887e-15j 0.00210845-1.84996e-16j -0.0128111+7.36419e-15j -0.0141493-2.50694e-16j -0.000844049+2.33358e-16j -0.0164237-4.81452e-16j -0.00247535-1.59621e-16j -0.00356917+6.65545e-17j -0.0175801-9.68718e-16j 0.00216964+1.06856e-15j 0.011736+3.6936e-16j -0.00787933-8.6007e-16j 0.00418232+1.80846e-14j -0.0060562+6.11655e-16j 0.00398351+1.61865e-15j -0.0122421-1.56611e-15j -0.0100575-1.82184e-15j 0.00942172+7.21337e-16j -0.00743157-1.13488e-15j 0.00958036+1.57508e-15j -0.0125674-3.97974e-15j 0.00317058+1.17465e-15j 0.00833169+2.4574e-16j 0.00323952-6.80056e-16j -0.000961151-7.27168e-16j -0.00763618-8.19345e-16j 0.00796668+5.47827e-16j -0.000958144-3.33337e-16j 0.00420502+1.55985e-15j 0.00134736+3.80444e-16j 0.0182901+2.54694e-15j 0.0170403+1.29053e-15j 0.0122643+1.69821e-15j -0.000594535+1.46859e-16j -0.00479043-3.3402e-16j -0.00818238-3.9892e-16j -0.00966819-7.75986e-16j 0.0223142+1.79358e-15j 0.00171657+9.29558e-16j -0.0056304-6.23394e-16j -0.0155251+3.01217e-15j 0.00335063-1.3859e-14j 
0.00258226+7.25708e-15j 0.0155635+4.07954e-15j 0.00319442-9.05246e-17j -0.00429214+4.55127e-16j -0.00271948-4.86796e-17j 0.00526384+6.24146e-16j -0.0023819-7.49545e-18j 0.00985448-2.4313e-15j 0.00537905+1.04853e-15j -0.00441301-7.87232e-16j 0.00311022-9.11864e-17j 0.000705995+1.81451e-16j -0.0025551+4.02571e-16j -0.000752848-7.49274e-17j -0.00589288-4.43654e-17j -0.000688082-2.89838e-16j -0.00283942+1.03984e-16j -0.00324742-4.37825e-17j 0.00308578-4.80541e-17j -0.00159384-1.72773e-16j -0.00638776-3.21601e-16j 0.00246267-5.79074e-17j -0.00120653+3.1426e-16j -0.00232258+6.29712e-16j -0.00591995-1.49388e-16j -0.0014202+1.19413e-16j 0.00348815+4.36737e-16j 0.0092551+3.20073e-16j 0.00450389+4.33542e-16j 0.000473246-1.24722e-15j -0.00598034-3.58601e-14j 0.00151463-1.8718e-15j -0.00205538+1.88293e-15j -0.000336774+8.939e-16j -0.000597503-6.48793e-16j 0.00174946+7.11349e-16j -0.00512559+1.99907e-16j -0.0137686+4.02125e-16j 0.00651497+8.68059e-16j -0.00702537-2.45919e-16j 0.000756156-4.761e-16j 0.0162378+4.71841e-16j -0.0143331-5.74806e-14j -0.00590479+5.8801e-16j -0.0120087-1.88845e-15j 0.00324269+1.59774e-15j 0.0132179+8.10684e-16j -0.00587381-8.17975e-16j -0.00674365-8.27417e-16j -0.0179055-9.90509e-16j 0.0101341+1.49773e-15j 0.0174234+2.04484e-16j -0.000734545-5.67621e-17j 0.0021884-1.18608e-15j 0.0124092-1.0371e-15j 0.0135422+6.01295e-16j -0.00670419-1.78612e-16j -0.00502536-1.7983e-16j -0.0218331+1.80755e-16j -0.00746888+8.03031e-16j 0.000745425-2.44315e-16j 0.0121034-1.60792e-16j -0.0118456-4.4737e-16j 0.00873348+5.42182e-16j 0.000465245+2.55756e-17j -0.00569046+6.89344e-16j 0.00937382+9.45003e-16j 0.00994169-7.03621e-16j -0.0145548-2.04699e-16j -0.00127279-2.49214e-16j 0.00148009+5.79347e-15j 0.0107367-1.63726e-14j 
-0.004239-2.39291e-15j -0.000220628-2.13619e-15j 0.00103059-1.33262e-16j -0.00223329-2.59488e-16j 0.00153809-6.09416e-16j -0.00157363-6.42362e-16j 0.00396722+9.17822e-17j 0.00273565-6.5151e-16j 0.00480892+6.26912e-17j 0.000808245-3.89762e-17j -0.0015433+7.78624e-17j 0.000904573-1.35861e-16j 0.00142989-1.67031e-16j 0.000803999-1.33569e-16j -0.00171749+3.73296e-16j -0.000579183+6.60304e-16j -0.00703605+7.22282e-16j -0.0015142-1.10975e-16j -0.00105859-4.82014e-16j 0.00506801+9.46782e-17j -0.00202879+4.32529e-16j 0.0059831+1.54057e-15j -0.00011658+1.88022e-16j -0.00125895+3.63803e-16j 0.00163615+2.60935e-16j -0.00176486+1.20068e-16j -0.00245253+9.63839e-17j 0.00373286+7.13024e-17j -0.00557102-2.4329e-15j -0.00518712+3.05032e-14j 0.00145855+1.04078e-14j 0.00475652+1.06957e-16j -0.0046472+3.10896e-15j -0.00491952-6.08471e-17j 0.0136955-8.67603e-16j 0.0036387-1.72255e-15j 0.00675077-3.52611e-16j -0.00304221+6.66021e-16j 0.00201093-1.42176e-15j -0.000943088+2.17291e-16j 0.0114594-4.56443e-16j -0.00474262-3.86887e-16j 7.30326e-05+6.82466e-16j 0.002339-8.7308e-16j 0.00988637-5.22722e-16j 0.00932824-8.37371e-16j 0.00170312-9.08851e-16j 0.00127361+7.00069e-16j -0.0042466-1.02456e-15j 0.00262313+7.04522e-16j -0.00197579-2.58028e-16j -0.00888987+4.33767e-16j -0.00045672+5.34338e-16j -0.00458209+8.62804e-16j -0.00369254+3.62395e-16j -0.00365426+7.82649e-16j -0.0115523+1.91497e-15j 0.00105119+6.95022e-17j -0.00263755+6.71341e-16j 0.00384876+1.09455e-17j 0.00185784+6.319e-16j -0.0131276+1.12369e-15j -0.00158191+5.44383e-16j 0.00155127-5.62589e-16j -0.00445968+5.58572e-16j 4.32894e-05-7.63422e-16j 0.00353789-1.13852e-15j -0.0101208+1.53944e-15j -0.00559733+6.44893e-16j -0.00479811+1.9898e-16j 0.00247799-5.10346e-15j -0.0072859+1.32974e-14j 
-0.00303393-2.14093e-15j -0.000550471-6.86809e-16j 0.00375427+1.13804e-16j -0.00257487+1.20698e-16j 0.00302322-3.52475e-16j 0.00442115+1.97122e-16j 0.00398875-4.4946e-17j 0.00331173-7.0399e-16j -0.000252175+2.00883e-16j 0.00328324-2.10938e-16j 0.00536845-4.24591e-16j -0.00446394+1.84122e-16j -0.00223193+7.90741e-17j 0.00184462-4.68287e-16j 0.000438513-1.08543e-17j 0.00331159+1.86971e-17j -0.000250225+4.76344e-16j 0.00464022-2.58666e-16j 0.00848478+1.38894e-16j 0.00159303+1.25752e-16j 0.00106517+4.30278e-17j 0.00179432+3.79098e-16j -0.00300728+3.45454e-16j -0.000409439+4.99485e-17j -0.00291361+1.34364e-16j 0.00308689-1.69439e-17j -0.000819504+1.27511e-16j 0.000929196+3.50685e-16j -0.00562643+2.25349e-15j 0.00417074-2.80922e-14j 0.00379523+2.20237e-14j -0.00181546+8.07508e-16j 0.00530198-3.23427e-15j 0.00172775-2.28308e-16j 0.00712464-8.45537e-16j -0.00117542+1.903e-16j 0.00475818+1.0394e-16j -0.00257624+1.8278e-17j -0.00362399+3.43051e-16j -0.00471783-2.52752e-16j -0.00193837-7.59375e-16j -0.00990529+7.68354e-16j -0.00225543-8.62583e-15j 0.00227484+8.14795e-17j 0.00946271-4.13282e-16j 0.00714887-2.93509e-16j 0.0107918-2.49059e-16j -0.00297209+2.37197e-16j 0.00285595+8.8625e-16j 0.0102961-6.31133e-16j -0.00353347+6.0039e-16j -0.0140981+5.91016e-16j 0.00826874-3.40527e-16j -0.00129557+1.17096e-17j 0.00422268-1.95432e-16j -0.00431207+1.18919e-16j -0.00293937+2.97256e-16j 0.0114102-2.3704e-16j 0.00546151-2.86954e-16j 0.00270199-4.39088e-16j -0.00961211-7.33716e-17j -0.0169614-6.2905e-16j 0.00168737-2.25114e-16j -0.00890092+3.26965e-16j -0.00229123-2.3603e-16j -0.0066283+8.57192e-16j 0.00202638+3.43004e-16j -0.0197107+3.13766e-16j -0.0090548-3.95457e-16j 0.000242183-3.64226e-16j -5.11878e-05-4.72591e-15j -0.00894159+1.4408e-14j 
-0.00315312-2.1914e-15j 0.00156206-7.89914e-16j 0.00386362+1.80854e-16j -0.00187508+3.12235e-17j 0.00257487+3.05469e-16j 0.0039527+2.23626e-16j -0.00433004-2.26981e-16j 0.00321878-6.45943e-16j 0.00385406+4.3348e-16j 0.00075553-3.29403e-16j 0.001262-1.59517e-17j -0.00443047-1.83134e-16j -0.00396505-3.05444e-17j 0.00444035-4.07897e-16j 0.00100608+2.16102e-17j 0.00302169+2.105e-16j 0.00246087+2.18786e-16j -0.000800724-1.27267e-17j 0.00351999+4.19544e-16j 0.000687231-2.36708e-16j 0.00513911+3.94091e-16j 0.00401899+1.22241e-15j -0.00407396+3.97016e-17j -0.000209427+1.52518e-16j -0.00210421+1.02328e-16j -0.00124606-1.08511e-16j -0.000339067-1.4242e-16j 0.0033523+3.47243e-16j 0.00130004-8.67654e-16j -0.00184256+1.13505e-14j -0.00385132-2.2579e-14j 0.0029401-7.12772e-16j 0.00240736-1.78448e-15j 0.00649949+2.06189e-16j 0.00637086+7.19822e-16j 0.00715881+4.90244e-16j -0.0012001-5.8918e-17j -0.00684687+2.63745e-17j 0.0103836+8.08257e-16j -0.00667263-3.95176e-16j -0.00304594+9.64196e-16j 0.00146916+1.51163e-16j 0.000291857+1.1908e-15j -0.00277005-8.56941e-17j 0.0101127+4.14657e-16j 0.00668987+1.7992e-16j 0.00888924+3.24511e-16j -0.00828952-3.58671e-16j 0.00389885+3.47965e-16j 0.00285693-6.57685e-16j -0.00463747-4.90916e-16j -0.0081889-5.97154e-16j 0.00579204+1.90202e-16j -0.0024082+9.84696e-17j 0.00366363-2.70669e-16j -0.000537017+1.47104e-16j -0.00142392-6.37372e-16j 0.00457502+1.05883e-15j -0.00172082-3.5094e-16j -0.00109536-3.02492e-16j -0.00794269-1.42638e-15j -0.0114599-1.51599e-15j -0.00143477-2.06375e-16j -0.00491266+1.06048e-16j -0.000307861-4.1279e-16j -0.00881053-1.42948e-16j 0.00735942+2.14248e-16j -0.00331359-1.06725e-15j -0.00657247-3.46924e-16j -0.00111297-1.66287e-16j -0.000762079-6.50346e-16j -0.00270073+3.36623e-15j 
0.00368243+2.45675e-15j 0.000799698+9.35796e-16j 0.00123347-1.77395e-16j -0.00246541+2.90551e-16j 0.000922247-1.0321e-15j 0.00359697-8.77462e-16j -0.00405684+1.32733e-15j 0.00241807-1.00136e-15j 0.00123138-1.42863e-16j 0.00291329-3.88733e-16j 0.00317762-8.928e-16j -0.00335873+8.03673e-16j -0.00155469+3.26257e-16j -0.00153932-1.97766e-16j -0.00156759+3.43189e-16j -0.000933806+7.76612e-16j 0.00016191-1.00704e-16j -0.000573553+6.72427e-17j 0.00269722-4.83917e-16j 0.00134676+1.51216e-16j 2.1576e-05-1.15261e-16j 0.000772327-2.39387e-16j -4.64873e-05-2.74671e-17j 0.00165531+3.16549e-17j -0.00401653+5.57219e-16j 0.00325445-5.89168e-16j 0.00322215-5.08951e-16j 0.00194521-8.10403e-17j 0.00197247+2.07373e-15j 0.00721014-4.44324e-14j -0.00323141-1.98791e-14j -0.0040741-3.37339e-16j 0.00239775-1.48104e-15j -0.00211874+2.74335e-16j -0.00351849-5.68047e-17j -0.00622286+5.19385e-16j -0.00709062+2.27104e-15j -0.00414528+1.52418e-15j -0.00259229-5.75726e-16j -0.00611409+1.66681e-15j -0.00266879-7.29209e-17j 0.00198512-1.21555e-15j 0.000221648+8.48631e-16j -0.00330756+1.00581e-15j -0.00103964-2.80444e-16j -0.00060288+3.1166e-16j 0.00389137-1.52116e-15j -0.0042939+1.68234e-15j 0.000844884-2.85828e-16j -0.00305913+2.06071e-15j -0.000622398-4.35914e-16j 0.00788337-8.77944e-16j -0.000578918+8.00675e-16j 0.00480665-1.90601e-15j 0.00433188-1.33255e-15j -0.000184255-2.10743e-16j 0.00425905-8.96817e-16j -0.00119612-7.54015e-16j -0.0055618+2.28368e-15j -0.0022175+1.23412e-15j -0.000206475+1.17242e-15j 0.00790007-9.50695e-16j 0.000921405-5.22042e-18j -0.000920596+8.59668e-17j 0.00101574+1.32529e-16j -0.00411944+8.94841e-16j 0.0019147-5.47374e-16j 0.00518426-7.93667e-16j -0.00303072+8.9052e-16j 0.00274176-8.4722e-16j -0.00492565+4.46078e-15j 0.0060459-1.38108e-14j 
