0.0639989-9.08726e-15j -0.247277+1.22022e-14j -0.078775+9.0352e-15j -0.0452644-1.12855e-15j 0.074009+8.06239e-15j 0.193761-1.09978e-14j -0.101207+3.82227e-15j -0.0272557+2.42552e-15j 0.0664243-8.52833e-15j -0.217108-1.83647e-15j 0.14528-1.73208e-14j -0.0517878+1.22551e-14j -0.0505173+1.78194e-15j -0.0377882+2.03662e-15j 0.023066-1.00325e-14j -0.0442073+1.31901e-14j -0.0174818+1.14583e-14j 0.0475175-3.38324e-14j -0.0378932-1.63745e-15j -0.0253556-3.78063e-16j 0.0360451-2.8456e-15j -0.084904-7.77738e-16j -0.0475318+2.55857e-15j -0.0259952-6.3543e-15j -0.0053714-1.04126e-15j -0.00670108+3.50096e-15j -0.00715091+5.04781e-15j -0.0150692+3.3817e-16j -0.00492806-1.46882e-15j -0.00456885-1.6084e-15j -0.0170547+7.06672e-15j -0.0117269+6.11787e-15j -0.0243658+2.21094e-15j 0.0381849-2.54941e-15j -0.0299384+7.34201e-15j 0.000730845+1.30317e-15j -0.0264601+6.31939e-15j 0.0147018+3.8229e-14j 0.0488819+3.51276e-14j 0.0144771+5.73284e-15j -0.00760787+3.16053e-18j 0.00652701+1.99693e-14j -0.0326635+3.41735e-15j 0.078266-6.3047e-15j -0.0287043-2.5659e-15j -0.0314939-1.4862e-15j 0.0888523-8.13615e-15j -0.00248559+8.41358e-16j -0.0620508+3.20547e-15j 0.0550135-6.17779e-17j 0.0365131-4.12597e-15j 0.0368439-2.42797e-15j -0.0531518-1.34689e-15j -0.0699788+5.9726e-15j 0.118694-7.58506e-15j 0.00733238+7.72191e-15j 
-0.00381206-5.4055e-16j 0.0135487+3.35164e-16j 0.00124741-1.1795e-16j -0.000331752+1.95524e-16j 0.00571702-1.06552e-16j -0.0186807-8.00417e-16j 0.00135629+2.75463e-16j -0.00181576-2.53039e-16j -0.00213682+1.56057e-16j 0.00545142+5.66533e-16j -0.013508+1.30467e-16j 0.00536605-2.87732e-16j 0.0014717-1.12773e-16j -0.00163169-1.94113e-16j 0.0175519+1.3093e-16j 0.00906549+5.96987e-16j 0.00153796-5.8842e-16j 0.00119402-1.5262e-15j 0.00523245+1.85962e-16j -0.00224759+7.28546e-16j -0.00618785+8.64329e-17j 0.00195844-6.99725e-16j 0.0122682+6.86444e-16j -0.0030699-1.62936e-15j -0.0128247-1.10334e-15j 0.00765012+1.35295e-15j -0.00337125-1.66322e-16j -0.00267967-8.01737e-16j -0.00409069+2.08674e-15j -0.00231525+3.11251e-16j -0.00512301+1.02482e-15j -0.000858606+1.55232e-15j 0.0106248+4.75288e-16j -0.00761539+4.4434e-16j -0.00222267+1.30239e-15j -0.0100193-1.22476e-15j 0.00935435+2.31832e-15j 0.00554689+8.93333e-15j 0.00554544+7.66336e-15j 0.000293504+9.74496e-16j 0.0116216+1.42733e-15j -0.000118899-5.54055e-15j 0.00571855+1.56164e-16j -0.00850572-3.47792e-19j 0.014342+1.9994e-16j -0.000674778+6.11222e-16j -0.00230952-3.86887e-16j 0.00419314-1.89816e-16j 0.0108267+5.05375e-16j 0.00317558+7.46005e-17j -0.00613776+3.40651e-16j 0.0011198+1.82639e-16j -0.00153443+1.40757e-16j -0.000818426-5.61301e-17j -0.00742273-3.825e-16j -0.00242309+7.63846e-17j 
0.00962078+1.3784e-14j 0.00306968+4.02751e-15j -0.00893597-7.39899e-15j 0.00445719+3.88972e-15j -0.00976484-7.79994e-15j 0.00630545+5.3765e-15j 0.0115678+9.59403e-15j -0.000158496-4.85762e-16j 0.00854747+6.93515e-15j 0.00239422+2.3889e-15j 0.0111797+8.52349e-15j -0.00318189-2.67413e-15j 0.00298789+2.57846e-15j -0.00188129-1.29956e-15j -0.00429709-3.15183e-15j -0.00162453-6.87701e-16j -0.00121679-8.99326e-16j -0.00499636-6.24668e-16j 0.00509227+4.42497e-15j -0.00188451-1.30107e-15j -0.00359001-2.83286e-15j 0.00305638+2.01949e-15j -0.00242861-1.55745e-15j -0.00447135-4.2878e-15j 0.00122132+5.82891e-16j -0.00240652-2.19464e-15j 0.00716239+5.56561e-15j -0.00276424-2.37357e-15j -0.000303876+2.30616e-16j 0.00154566+6.28421e-16j -0.0012339-7.92278e-16j -0.00499212-3.57508e-15j 0.000409886+1.95753e-16j 0.00695956+5.78134e-15j 0.00266536+2.19672e-15j -0.00160126-1.83133e-15j -0.00708791-6.33306e-15j 0.000296231-3.30463e-15j -0.00458213-6.82149e-15j 0.00325182+3.67235e-15j -0.00604413-4.51078e-15j 0.000445146+4.08465e-15j 0.00315417+2.48282e-15j -0.00638432-4.96853e-15j -0.0011496-7.15683e-16j 0.000854827+1.67234e-15j -0.0035717-3.70635e-15j 0.00533569+4.1472e-15j -0.000308409-2.10692e-16j -0.0131899-1.08359e-14j -0.00510692-3.41162e-15j 0.018652+1.54609e-14j 0.00479984+4.14838e-15j -0.000677023-6.87892e-16j -0.00527929-4.78441e-15j 0.00343655+2.33549e-15j 
0.00831377+6.89164e-15j 0.0107865+8.61965e-16j 0.00792386-4.42005e-16j -0.00842099-1.34191e-16j -0.0180437+3.46589e-16j -0.000388491+5.15044e-16j -6.98844e-05-5.08827e-16j 0.00935229+8.34676e-17j 0.00699061+3.57597e-16j 0.00350727-3.57534e-16j -0.00599609+6.87053e-16j -0.00365687-9.13386e-16j 0.00731097-4.61833e-17j 0.0066321-1.01211e-16j 0.00271223-9.92102e-16j -0.00502304+1.57977e-15j -0.000584199+2.61093e-16j -0.00842018+5.39735e-15j 0.00554133+1.29291e-15j -0.0127247+7.78447e-16j 0.0061172+7.55467e-16j 0.0102457+6.50103e-16j 0.00639711-9.4293e-17j 0.00368208+6.19035e-16j -0.00199885-2.04663e-16j 0.000387976+2.60232e-17j -0.0109724-5.02902e-16j 0.00298114+1.00465e-15j -0.00398882+9.78553e-16j 0.016192+1.99526e-16j 0.00761357-9.13864e-16j -0.00723895-6.34723e-16j -0.000406543-1.94497e-16j 0.00295532-1.68885e-16j -0.00615884-3.97283e-16j -0.00174948-5.26197e-19j -0.00198955+5.31297e-16j 0.00359485+1.61251e-15j -0.000822195+2.01343e-15j 0.00317476+6.50599e-16j -0.0196736-1.99895e-15j 0.00218485+1.4507e-14j -0.00657541-2.67878e-16j -0.00528686+8.56667e-16j 0.00683513+8.60446e-16j -0.0261398-1.26626e-17j 0.00860066-2.30064e-16j -0.0014394-1.23796e-15j 0.00200731-1.06939e-16j -0.00448281+9.02554e-16j -0.00559719+1.24751e-15j -0.0202745-6.3016e-16j 0.00229562-6.43542e-17j 0.0107877-7.6952e-16j 0.00502995-3.80415e-17j -0.0096865+2.7698e-16j 
-0.00506043-1.23474e-15j 0.0186761+6.4446e-16j 0.00601695+2.84364e-16j -0.00181188+1.17347e-17j -0.00757874-4.52011e-16j -0.0174498-1.34196e-15j 0.0140153+1.03286e-15j 0.00390232-2.33465e-16j -0.00751358-9.44167e-16j 0.0148001+1.15659e-15j -0.0126354-1.54604e-16j 0.00319476+1.84581e-16j 0.00202227-1.96834e-16j 0.00341756-1.73325e-17j 0.00198186+4.38789e-16j 0.00585947-6.25106e-16j 0.00334368-1.30836e-15j -0.0112024+6.18449e-15j 0.0086412+9.15339e-16j -0.00264158-3.95386e-18j -0.00307616+6.98924e-16j 0.00357441-3.63472e-16j -0.00493079-1.67055e-16j -0.00365319-6.32743e-16j -0.0053003-2.11721e-16j 0.000472935+3.11485e-16j 0.000361435-7.45948e-16j -0.00181189-2.32437e-16j -0.00510148+1.43436e-15j 0.00693026-3.03752e-16j -0.00363636+3.99484e-16j 0.000256883+3.88838e-16j -3.05394e-05+5.02006e-16j 0.00768387+7.98707e-16j 0.00824922+6.77865e-16j -0.00186076-9.29943e-16j 0.00491387-2.34819e-16j -0.00287739-5.45562e-15j -0.00644926-5.78022e-15j 0.000707547+9.84367e-18j -0.000389249+1.40706e-15j -0.00184409-5.35449e-15j 0.00477853+9.36438e-17j -0.0110362-3.49473e-16j -0.00653581-8.04258e-16j -0.00723738+5.82998e-17j -0.00548591-5.99391e-16j 0.008102+6.40828e-16j 0.010563+4.45784e-16j -0.0158102-1.19296e-15j -0.0116961-2.61488e-17j 0.0017021+5.0181e-16j 0.00200779-7.82231e-17j 0.0134462+9.5693e-16j -0.0062097-3.17138e-16j 0.00467763+1.0176e-16j 
0.0144992+9.46286e-15j -0.0019636+8.6375e-16j -0.0101078-8.04013e-16j 0.00425991+1.30258e-16j 4.02988e-05+6.99468e-17j 0.00582089+1.42919e-15j -0.0012482-4.75159e-16j 0.00496538+4.4583e-16j 0.0109584+8.78598e-16j 0.00308009-2.53065e-16j 0.00986826+9.97467e-16j -0.0154002-1.03823e-15j -0.00316337-1.08197e-16j -0.00369843-2.86824e-16j 0.0023528-1.01946e-15j -0.00352503+7.3293e-16j 0.00313302-8.56145e-17j -0.00255788+2.22519e-15j 0.000728353-5.97453e-18j 0.0015744+3.86507e-16j -0.00760915+4.07849e-16j 0.00813283-8.64521e-16j 0.00790239+9.73472e-16j -0.00659951-1.74317e-15j -0.00604753-2.49451e-16j 0.00126094+3.56831e-16j 0.00666551-3.48346e-16j -0.00148535-4.35154e-16j 0.00243279-2.61227e-16j -0.000916344+5.80832e-17j 0.00105012+9.42256e-16j -0.0105052+3.12756e-16j 0.00521155-8.45344e-18j 0.00733636+7.44675e-16j -0.0114649+9.09393e-16j -0.00549896-3.91093e-16j -0.000185987+1.7651e-16j 0.00329852+5.42157e-15j 0.00500298+4.92308e-15j 0.0042801+2.60215e-15j -0.0127695-3.95454e-15j 0.00507162+1.92601e-14j 0.00155414-4.74935e-16j 0.00253448+6.23894e-16j 0.0113218+2.73571e-16j 0.00366825-3.00333e-16j -0.00305126+7.40207e-16j -0.0118384-8.83035e-16j -0.00309051-7.7235e-16j 0.00553662+4.66172e-16j -0.00113136+3.07678e-16j 0.00374349-4.40127e-16j 0.00699299-2.05063e-17j -0.0111537-7.98982e-16j 0.00143451+3.94108e-16j -0.0108435+3.23926e-16j 
0.00999573+7.21065e-15j 0.0121623+1.40678e-15j -0.00504028+1.00574e-16j 0.00504356-2.07951e-16j -0.00925561+8.51424e-17j 0.000311849-7.82522e-17j 0.00951928+4.11475e-17j 0.00225349-1.24494e-16j 0.00664629-3.73479e-16j 0.0181737+5.03839e-16j 0.00740983+2.51671e-16j -0.00359273+5.478e-16j -0.00162867-2.02687e-16j -4.07241e-05-2.27142e-17j -0.000170367+3.97187e-16j 0.00352944-8.51757e-16j 0.00408065-1.21445e-15j -0.00662829+3.9241e-15j 0.00635485-4.136e-16j 0.0131775-7.30645e-16j -0.00235076+2.7598e-16j 0.00700843-1.79429e-16j 0.00198402+4.39447e-17j -0.00156007-5.15838e-16j -0.00144819+3.03057e-16j -0.0100793-1.76542e-15j 0.0109748+5.44557e-16j -0.00342231-9.04461e-16j 0.00182563-2.79442e-16j -0.00556544-6.14177e-16j 0.00655992-1.34119e-15j 0.000585188-4.17907e-16j -0.00307023-1.04497e-15j 0.00721406+1.0967e-17j -0.00130013-1.48297e-16j 0.00462758+1.0829e-15j -0.00709543-1.45325e-15j -0.001371-2.03955e-15j -0.000422551-1.87336e-15j 0.0021102+9.51073e-16j -0.000226365-1.10812e-15j 0.00314456+9.10165e-15j 0.00152169+9.8938e-17j -0.00429026-5.53899e-16j -0.00235352-7.82482e-16j 0.0161081+4.95459e-16j -0.00658163+4.9888e-16j -0.00575972+6.71586e-16j 0.00292995+1.15603e-17j -0.0104535-6.18979e-16j 8.01256e-05-3.97022e-16j 0.00877961+4.89704e-16j 0.0124128-5.99373e-17j -0.000258318+3.78535e-16j -0.00670759+1.05866e-16j -0.00380891+7.26611e-16j 
0.0176364+1.06827e-14j -0.00113743+8.56415e-16j -0.00366713-2.45922e-16j -0.00610705-7.52071e-16j -0.0110767+2.44969e-16j 0.00475801+9.80843e-16j -0.000426756-3.74857e-16j 0.0022816+4.67289e-17j 0.00562052+2.9694e-16j 0.000741559-1.34051e-15j 0.00113059+8.59968e-16j -0.00731623-2.41557e-16j -0.00323824-2.7396e-16j 0.000316832-3.04454e-16j 0.00420028-2.41461e-16j 0.00493466+5.04732e-16j -0.009402+1.23486e-15j -0.000904933+1.19569e-15j -0.000561434+5.64991e-17j 0.000468718-6.85906e-17j -0.0112203-1.85455e-16j 0.000196024-5.10576e-16j 0.000936552-2.91933e-16j 0.00151751+2.813e-16j -0.00282281+5.91214e-16j -0.00570643-1.10353e-15j -0.0156498-9.74001e-16j -0.0014213-3.91592e-17j -0.0029374+1.36327e-16j 0.00605698+2.62167e-16j 0.00155493-1.85674e-16j -0.0125186+3.82047e-16j 0.00600596+5.82191e-17j 0.00527493+1.09013e-15j 0.000342141+4.47415e-16j -0.00602284-1.38702e-15j -0.00281104-1.71072e-15j -0.0123356-6.10137e-15j 0.00504898-4.78257e-15j -0.00521389-2.94172e-15j -0.0134103-1.27544e-15j 0.000477221+6.71522e-15j -0.00150697-1.98554e-16j 0.0020667+4.20431e-16j -0.00192715-3.07775e-16j -0.00649948-6.38715e-16j 0.00811503+8.6224e-16j -0.00227886-2.02393e-16j 0.00143919-5.18568e-17j -0.00795678+1.38956e-16j 0.00240204+3.1283e-16j -0.00297228-8.3971e-17j 0.00630263-4.41356e-16j -0.00237084-1.83082e-16j 0.00651299+6.21406e-16j -0.0131186+1.45725e-15j 
0.0232891-3.25009e-16j -0.0218506+1.38194e-14j -0.0122072+6.05381e-15j 0.00200491-1.00204e-15j -0.00516783+2.05991e-15j 0.0168192-7.6234e-15j -0.0131717+7.19427e-15j -0.00190631+1.14379e-15j 0.00426387-1.22997e-15j -0.00793691+4.29933e-15j 0.0208935-1.11479e-14j -0.0138973+6.58143e-15j -0.00947985+5.58647e-15j -0.00646691+2.94479e-15j -0.00872548+5.78363e-15j -0.00124548+5.17213e-16j -0.00761026+5.25507e-15j 0.00522057-5.53821e-15j -0.00191524+7.73997e-16j 0.0028384-2.35135e-15j -0.00381157+1.10299e-15j -0.0134036+6.96407e-15j -0.00617584+3.55932e-15j -0.00363064+5.85602e-16j -0.000849975+1.59434e-16j -0.0072418+2.59643e-15j -0.00511459+2.66091e-15j -0.00163798+8.86151e-16j 0.000236588-7.38284e-16j 0.0116008-5.65928e-15j 0.00724542-5.26452e-15j -0.0116636+5.83935e-15j -0.00103963-1.57444e-17j 0.0083606-4.07938e-15j 0.00606697-3.94822e-15j -0.00702941+1.59756e-15j -0.0157489+5.35437e-15j -0.00873473-5.89198e-15j -0.0041292-7.02606e-15j 0.00166048-8.46351e-16j -0.0183192+1.30814e-14j -0.011213-1.87649e-14j -0.0113778+5.4267e-15j 0.00879616-4.38119e-15j -0.0129351+6.90753e-15j -0.004358+2.25479e-15j 0.0184076-9.99618e-15j -0.00202527+2.50619e-16j -0.0196679+9.99243e-15j -0.005256+2.8189e-15j -0.00188183+1.74991e-15j -0.0044144+2.28198e-15j -0.00423644+2.63652e-15j -0.00999584+5.0106e-15j 0.0189975-1.02841e-14j -0.013259+8.44128e-15j 
-0.00855942+1.32551e-15j 0.0190648-1.24663e-14j 0.00393885-2.16531e-15j 0.0104798-6.5204e-15j 0.000711916+4.94688e-16j -0.0166166+8.94359e-15j 0.00507108-3.04464e-15j 0.00364963-2.27974e-15j -0.0121557+6.40198e-15j 0.0197626-1.20382e-14j -0.0125084+7.70346e-15j -0.000378593+3.45044e-16j 0.00313138-2.04351e-15j -0.000227354-2.89961e-16j -0.00648752+5.09547e-15j 0.000782251-1.94479e-15j 0.00256267-1.99379e-15j -0.00868914+1.04572e-14j 0.000917655+4.12806e-16j -0.00234271+7.97431e-16j -0.000662409+1.68797e-15j 0.00494857-3.48368e-15j 0.00726894-4.23762e-15j -0.00817538+2.93602e-15j -0.00238859+6.09894e-16j 0.00518567-2.04454e-15j 0.00699658-4.73447e-15j 0.00523701-3.24304e-15j -0.0027783+2.07532e-15j 0.0150975-1.0553e-14j 0.00427935-4.32875e-15j 0.0027267-3.01464e-15j 0.00190485-6.80996e-16j 0.00647537-3.8986e-15j 0.00646984-3.65355e-15j -0.00661065+2.81062e-15j 0.00689929-2.73333e-15j 0.011944-6.89624e-15j -0.0154964+8.68201e-15j -0.00472346+4.65307e-16j -0.0129642+1.07189e-14j -0.007857-1.2162e-14j -0.00231078+1.56194e-15j -0.00722502+3.63514e-15j -0.00378108+2.5783e-15j -0.00631321+3.68917e-15j -0.018618+1.16492e-14j 0.00114328+2.30952e-16j -0.00907918+5.90207e-15j -0.00585337+3.75774e-15j -0.013766+8.47356e-15j -0.007682+5.42308e-15j 0.00194704-1.95738e-15j 0.00813093-4.74141e-15j -0.0117327+7.09525e-15j 0.00188721-6.44031e-16j 
-0.062268-3.99137e-14j -0.0437024-1.1835e-14j 0.016132-1.30988e-15j -0.018907-7.05572e-17j 0.0648437-9.3524e-16j -0.0177643+3.08803e-15j -0.0184913-5.73004e-16j -0.000261658-3.70849e-16j -0.0399888+3.00282e-15j -0.0591835-3.55634e-15j -0.00482603+1.73424e-15j 0.0306389-7.44735e-16j -0.0147965-1.48828e-15j -0.0127399+3.90404e-16j -0.00573867-8.0864e-16j -0.0136162+1.01604e-16j 0.00957062+1.77813e-16j -0.0112999+1.01344e-14j -0.0137141+2.41894e-15j -0.0211325+1.57188e-15j 0.0236341+2.77773e-16j -0.0224454-3.89963e-16j -0.020778-4.65754e-16j -0.0108735-1.63014e-15j 0.0111767-1.21089e-15j 0.0192181+3.21281e-15j 0.0120714+1.31373e-16j -0.00454557-2.51234e-15j -0.0202647+1.18526e-14j -0.0205055+2.11873e-15j -0.0108386+8.74085e-17j 0.0158294-1.26579e-16j -0.001229-1.521e-16j -7.91378e-06+1.4855e-15j 0.0144294-1.64274e-15j 0.00673221-6.85722e-16j 0.011141+2.88973e-15j 0.0157275+1.61723e-14j 0.0043994+1.41456e-14j 0.00666693+4.72789e-15j 0.0202526+2.23216e-15j -0.00308912-1.73456e-14j 0.0110673-7.15084e-16j -0.0100557+1.83718e-15j -0.0232345+2.82638e-16j -0.0160633+6.33424e-17j 0.0119703+3.50425e-16j 0.0286686-1.28116e-15j -8.115e-06-7.56884e-16j 0.0206462+1.36362e-15j -0.0176393+9.5827e-16j 0.0085142+7.24891e-16j -0.0407295+4.62558e-16j 0.0106632-1.39392e-15j 0.0168717+2.89908e-15j 0.044438-5.04111e-15j 
-0.0393701-1.79493e-15j 0.0703892-1.51344e-14j 0.0250666-6.7137e-15j 0.0102498-3.77923e-16j 0.0027356-5.18118e-15j -0.0604117+1.21872e-14j 0.0234115-3.99162e-15j 0.00546758-1.61499e-15j -0.0358478+9.73869e-15j 0.0536387-5.73579e-15j -0.0492801+1.24459e-14j 0.0310754-9.25788e-15j 0.0142064-2.30891e-15j 0.00955884-1.53084e-15j -0.0105097+5.26895e-15j 0.0118235-5.65228e-15j 0.00817876-4.37686e-15j -0.0228644+1.99962e-14j 0.0109494+1.9074e-16j 0.00312919+3.5129e-16j -0.00436578+5.97788e-16j 0.0167687-8.88262e-16j 0.012027-1.5215e-15j 0.00651282+8.18326e-16j 0.00155932-4.52346e-16j 0.00679129-1.38243e-15j 0.00299915-1.99049e-15j 0.0052502-1.76439e-15j -0.00668025+6.9687e-15j -0.00540207+2.68963e-15j 0.00935188-4.32175e-15j -0.00176382-1.67025e-15j 0.0110987-2.95543e-15j -0.0168978+3.55726e-15j 0.0261428-8.39261e-15j 0.00137297-2.37049e-15j 0.017793-4.14234e-15j -0.0074065-9.2228e-15j -0.0118164-9.10395e-15j -0.0115127-3.08674e-15j -0.00132828-1.65615e-15j 0.00181078+6.25349e-15j 0.0111736-3.28761e-15j -0.0310089+6.59063e-15j 8.68373e-05+2.3018e-15j 0.00577234+9.47161e-16j -0.0434716+9.64916e-15j 0.00990882-2.89474e-15j 0.0107548-2.50375e-15j -0.029242+4.85566e-15j -0.0118626+3.70326e-15j -0.00334198+6.44995e-16j 0.0121235-2.89426e-16j 0.026691-6.63765e-15j -0.0499376+9.91671e-15j 0.010206-7.34414e-15j 
0.0413941+1.65666e-14j 0.022675+7.80725e-15j -0.012882+6.04324e-15j 0.00641844-2.63071e-15j -0.0426063+7.2272e-15j 0.00469573-6.2002e-15j 0.0147335+5.71924e-16j -0.00698826+2.87569e-15j 0.0245327-7.85134e-15j 0.0324064+1.66041e-15j 0.0135822-7.89223e-15j -0.020504+4.94898e-15j 0.00847855-1.25358e-15j 0.00880122-5.44944e-16j 0.00525422+2.74991e-16j 0.0132122-2.16726e-15j 0.000613988-2.11356e-16j 0.0055027-7.66228e-15j 0.0111384-2.33815e-15j 0.0165811-1.30505e-15j -0.00670745+2.5902e-17j 0.0097936-2.69531e-16j 0.00137345-1.46217e-15j 0.00781457+2.07235e-15j -0.00973975+4.23046e-15j -0.0152668-2.79776e-16j -0.00699887+4.17581e-15j -0.00435379+1.95574e-15j 0.0121251-5.40895e-15j 0.0116264-1.61182e-15j 0.00654978-2.96553e-15j -0.00298855+4.18132e-15j -0.00800044+1.84461e-15j 0.00561133+5.43905e-16j -0.00472252+4.27289e-15j -0.00150886+2.50652e-15j -0.0236722+7.93453e-16j -0.0110193-2.2212e-14j -0.015859-1.71617e-14j 0.0102879+4.55561e-15j 0.00213889+5.78782e-15j -0.00858264-2.57054e-14j -0.00856088+2.12027e-15j 0.00202808+1.48741e-15j 0.0112104-6.49667e-15j 0.0137044+1.8278e-15j 0.0180796-8.1762e-15j -0.0193532+6.88847e-16j 0.000912357+4.61968e-15j -0.0159668-3.99871e-16j 0.0141949-6.3764e-17j -0.0125287+1.37464e-15j 0.00684903+2.47804e-15j -0.00914221+4.81493e-15j 6.38255e-05-3.7437e-15j -0.0333641+9.94262e-15j 
-0.0183828+1.93906e-14j 0.0102089-6.30592e-15j 0.0145093-1.69244e-14j -0.00783499+7.73748e-15j 0.00691812-1.85436e-14j -0.0148872+1.57245e-14j 0.00606403-1.07601e-15j 0.0052314-6.7349e-15j -0.0133982+1.98421e-14j 0.00958752-1.56117e-17j -0.0183902+2.18842e-14j 0.00900834-1.47455e-14j -0.00258754+4.0674e-15j 0.00407281-9.57305e-16j -0.000401088+3.06528e-15j 0.0035408-1.24323e-15j 0.00613218-6.38707e-15j -0.00508645+9.81041e-15j 0.003261+1.77308e-16j 0.00668091-9.60466e-16j 0.000478044-1.68446e-15j 4.48992e-05+3.17204e-15j -0.00563134+3.94424e-15j 0.0074025-1.88008e-15j 0.00800061-9.05592e-15j -0.000669164-3.91189e-15j 0.00872119-8.57441e-15j 0.00133943-1.75616e-15j 0.0112836-1.11112e-14j 0.00162215+8.43255e-16j -0.00540831+5.43894e-15j 0.016972-1.6097e-14j 0.00142431-3.17195e-15j 0.00586839-3.11906e-15j 0.0118849-1.38912e-14j 0.00749093-5.66882e-15j 0.00684106-1.43303e-14j -0.00838036-2.42957e-15j -0.0022924-8.86135e-15j 0.00504608+2.58012e-15j 0.0115472-5.51482e-15j -0.00532334-1.78039e-14j 0.00192264-4.12762e-15j 0.00803407-4.91247e-15j -0.0163171+1.70254e-14j 0.0117947-5.60291e-15j -0.0142284+1.9417e-14j -0.00561369-1.82845e-15j 0.0161163-1.28692e-14j -0.0042407-1.71139e-16j 0.00873572-2.50316e-15j -0.000746066-2.83522e-15j 0.00836769-5.31624e-15j 0.0104563-1.24403e-14j -0.00582261+6.76982e-15j 0.00748784-1.75389e-14j 
-0.00190306-2.11985e-15j -0.00646344+1.60393e-16j 0.0107798-4.54405e-17j -0.00240751+3.65877e-17j -0.00531687+3.12331e-16j 0.0110439-1.36192e-16j -0.00546974+6.05198e-17j 0.00891885+6.72362e-17j 0.00218839-3.11232e-16j 0.000707944+4.93092e-16j -0.00581621+4.09838e-17j -0.00180171+1.45425e-16j -0.00238809+2.66803e-16j -0.00243753+2.05164e-16j 0.000106462-1.62903e-16j -0.000336207-1.4804e-16j -0.00226962+7.37047e-16j 0.0068138-4.70444e-15j -0.00240259-7.16127e-16j 0.00196598-1.34273e-16j 0.00222709-2.38479e-16j -0.00238908+3.6741e-16j 0.0014875-4.30859e-16j 0.00733265+1.58663e-15j 0.000162298+8.88971e-17j -0.00456404-7.84304e-16j 0.00911273+7.60628e-16j 0.00883408+6.16559e-16j 0.00785339-3.13275e-15j -0.00362364-7.55805e-16j 0.00851451-5.55886e-16j 0.00595336-1.53551e-15j -0.0257594-1.02612e-15j -0.00542627-8.48378e-16j -0.00811758-3.17509e-16j -0.000559066-2.29192e-16j 0.00589449+3.6699e-16j 0.00349842-2.01169e-15j -0.00705591-1.5564e-15j -0.00889822-4.03692e-15j 0.0173144-5.80771e-16j 0.00178977-1.13712e-15j -0.0228479+3.17698e-17j 0.00943936-6.62329e-16j -0.0232554+1.96364e-16j 0.00860399-8.00172e-16j 0.000141097-1.60279e-16j -0.00257148-3.07303e-16j -0.00268242-2.85868e-16j 0.0121624-2.42174e-16j 0.00662262-5.25238e-16j -0.0130949-2.88254e-16j 0.0149532-1.43558e-16j 0.00994346-3.28402e-17j 0.0108942-3.88017e-16j 0.00614096-7.43529e-16j 
0.000583681-2.2076e-15j -0.0267808-1.12174e-15j -0.00902384-4.39589e-16j -0.00522544+1.91151e-16j 0.00720676-4.20099e-16j 0.0197608+1.24157e-15j -0.00969843+1.56603e-16j -0.0133588-3.02806e-16j -0.00278243+1.10907e-15j -0.0310748-1.15225e-15j 0.0158673+1.36629e-16j -0.00537072-8.10524e-17j -0.000495593-3.10398e-16j -0.00168699-2.09386e-16j -0.00146864-8.86578e-17j -0.0042494+9.77162e-16j -0.00139867+1.13366e-15j -0.00432001+3.92027e-15j -0.00569054+6.34311e-16j -0.0104116+6.23778e-16j 0.0158601-3.28215e-16j -0.0146351+6.04649e-16j -0.0118516-6.45173e-16j 0.00921325+2.16109e-15j -0.000727923+4.75843e-16j -0.00394877-3.77477e-16j -0.0098361+7.99921e-17j 0.00576046+8.32038e-16j 0.000892907-7.9489e-16j 0.00362882+7.45279e-16j 0.00646655-1.58681e-15j -0.00882604-2.6483e-16j 0.0030432+6.56062e-16j -6.60047e-05+1.30624e-16j 0.0187055-1.91663e-15j 0.00412058-6.7067e-16j -0.0017416-1.15645e-15j -0.0084589-8.18163e-15j -0.00312936-7.14432e-15j -0.00219947-1.05016e-15j -0.00063593+1.69807e-15j -0.00444564-1.22135e-14j -0.019061-2.41075e-16j 0.0121079+4.91136e-16j -0.0106987-3.05971e-16j -0.0196504-3.42095e-16j 0.0090283+2.04598e-17j 0.00788434-5.78581e-16j -0.021923-7.11113e-16j -0.0211411-2.57074e-16j 0.00594068+9.21041e-17j -0.00745718+3.6609e-16j -0.0214925+2.24256e-16j 0.0031121-3.04128e-16j 0.0056773+3.66098e-16j 0.00350684-3.9885e-16j 
