-0.923154+1.2258e-15j 0.285365-3.04608e-05j 0.00305997-0.00526753j 0.0679592+0.00238465j -0.0173474-0.00334524j -0.031217+0.00642931j -0.0274487-0.00219482j -0.0442925+0.000157001j -0.0453513+0.00811668j -0.0769582-0.000826368j 0.056261+0.00173911j 0.0123367-0.000517346j 0.0015942-0.000824116j 0.00986182+0.000788304j -0.0105983+0.00136504j -0.00802873-0.0014302j -0.0149225+0.000415345j 0.0116917-9.48424e-05j -0.0121997+3.67748e-05j -0.0100837+0.000349679j 0.0109372+0.000436668j 0.0123601+0.000136626j -0.0047759+5.2838e-05j -0.00221116+0.000103994j -0.02531+0.000422842j -0.0141108-6.78568e-05j 0.0191238+0.000274861j 0.0103541+0.000201171j -0.00121642+0.00100906j 0.028912-0.00102315j 0.0187023+0.000683487j -0.000571523+0.000941083j 0.0549165-0.000113418j 0.0275636-0.000635441j 0.0199271+2.79106e-05j 0.00823737+0.000492197j 0.0013028+4.00527e-05j 0.00505229-0.00140874j -0.00122142-8.05934e-05j 0.000118529+0.000530785j -0.0105458-0.000498167j 0.00621993+0.00093414j 0.00291994-0.000291814j 0.00492623-0.000249179j 0.00176422-5.26629e-05j -0.000792489+0.000354685j 0.0103087-0.000489964j -0.00512448+0.000424281j 0.00252298+0.000459649j 0.00338812+0.000238199j 0.00262565+0.00016404j -0.00391574+0.000508677j 0.00211379+0.000218282j -0.00936688-0.000154255j -0.0121668+0.000309091j -0.00339854+0.0018975j -0.00650149-0.0015323j 0.000365235+0.000278666j -0.00165232+0.000716357j 9.37422e-05+0.000456729j -0.00442483-3.52429e-06j -0.000279946+0.000101461j -0.0040094+0.000296545j -0.00161861+0.000967689j -0.000655134-0.000793269j 0.00023207+0.000126857j -0.00539765-0.000297087j 0.00370497+0.000422629j 0.00188263+3.67332e-05j 
0.0123367+0.000517346j 0.0147449+0.00128321j -0.106184+0.000795653j -0.0511287+8.01572e-05j 0.0282771-0.00260844j -0.0199638+0.0013043j 0.0321617-0.00076792j -0.0838618-0.00330353j -0.0104972+0.000931232j 0.0180757-2.08071e-05j -0.0236026-0.00146989j -0.0934048+4.09395e-16j -0.0140611+0.000960356j 0.00479305-0.000651691j 0.00974516-0.00080411j 0.0311182-0.000388035j 0.0357865-0.00377165j 0.00549071+0.00363217j 0.00357512+0.0037736j -0.00180875-0.000482264j 0.0772282-0.00317915j 0.0303054+0.00243549j 0.000753317-0.00168193j 0.0238942-0.00143411j 0.012802-0.0018371j -0.0892649+0.00145141j -0.0181371+0.00029024j 0.019899+0.000823371j -0.0473298-0.00163374j -0.111552+0.00454795j -0.0950596+0.00362423j -0.313049+0.0022855j -0.33651+0.00271917j -0.332423+0.000407395j -0.0497324-0.00133593j -0.0170615-0.00611524j -0.127038+0.00527379j -0.0693446-0.000829464j -0.0199918+0.00253221j -0.0470397+0.000749718j 0.0135325+0.0015921j -0.00164017-0.00292917j 0.0199527+0.00128887j -0.0388158+0.000820484j -0.0400651+0.00394561j 0.0319395-0.00154586j -0.0667232+0.00281291j 0.0595959-0.00198381j 8.20404e-05-0.00427219j -0.0146952+0.00229393j -0.05844+0.00256641j 0.0327381+0.00512764j -0.0365152+0.000628732j 0.0532441+0.00135976j 0.0508448+0.00187394j 0.0366908-0.01193j 0.0391584+0.0137816j -0.045436-0.00168967j 0.00359831-0.00647012j 0.0157405-0.00520245j 0.0567354-0.00331295j -0.00255874+0.00100765j 0.0111784+0.00316033j 0.0172612-0.00648125j -0.00761983+0.005037j 0.0038651-0.000795828j 0.0289173+0.00494431j -0.0181363-0.00525858j -0.0192696-0.000577685j 
0.0015942+0.000824116j 0.0224979+0.00293848j -0.0843475-0.00341896j -0.0110538-0.000985834j 0.0226502+0.0021182j -0.0267147+0.000893535j 0.0325013+0.00119983j 0.184615+0.00141645j -0.0297651+0.000644053j 0.0915155+0.0058088j 0.00954498+0.000926447j -0.0140611-0.000960356j -0.0173325-5.1608e-17j 0.0267163+0.00407312j 0.029893+0.000260804j 0.0262565+0.00082104j 0.0124494-0.00239632j 0.0481808-0.00310914j -0.0908248+0.000485763j -0.0180616+0.00195855j 0.00945951+0.00351881j 0.00674347+0.00257278j 0.0174478-0.00389725j 0.0238027+0.000878078j 0.05161-0.000109688j 0.00188345-0.00358477j 0.0210272+0.000324232j 0.0709399-0.00188563j 0.156648-0.000130683j 0.0533129-0.0041777j 0.050529-0.00587074j -0.140969+0.00677464j -0.149762+0.0108524j -0.0380028+0.00210703j -0.0286764-0.0031486j 0.0367244-0.00149402j -0.055927+0.00089381j -0.0229217-0.000128517j 0.00915355-0.00318455j -0.00898228+0.000392469j 0.0137192+0.00116654j -0.00607707-0.00139978j 0.00428017-0.000498654j 0.000515986+0.00021086j -0.0130484-0.000643054j 0.0146938-0.000774645j -0.0347975+0.000809259j 0.028452-0.000369891j -0.0234827-0.001035j 0.0104738+0.00199664j -0.00287515-0.000608614j 0.0222138+0.00116031j 0.0141646-0.000940977j 0.0117197-0.00235719j 0.000647327+0.00141489j 0.0144492-0.00579091j 0.00125765+0.00774181j -0.0595538-0.00154226j -0.00296264-0.00354195j 0.00796969-0.00208703j 0.031444-0.00162993j -0.00166111+0.0023177j 0.00808207+0.00349324j 0.00115187-0.000556315j -0.00155234+0.00461811j 0.00538681+0.000946314j 0.00373766+0.00362805j 0.00400303-0.00216269j -0.016061-0.000551488j 
0.00986182-0.000788304j 0.000236742-0.000400913j -0.00294868-0.000687462j 0.00250585+0.000106273j 0.0933263+0.00375213j -0.0274856-0.00111057j 0.0080733-0.000534618j -0.0566486+0.00251954j 0.0603107+0.00204359j -0.0211742+0.00388551j 0.031354-0.00174075j 0.00479305+0.000651691j 0.0267163-0.00407312j 0.140711-1.46324e-15j 0.0891586-0.00110409j 0.0636969-0.00544543j -0.0784939-0.00416685j -0.100222-0.000130423j 0.0242869+0.000629169j 0.0566738+0.00238099j 0.0675715-0.00246387j 0.152885-0.00461552j -0.123928+0.0015275j -0.0192177-0.00126513j -0.00739993-0.000584862j -0.109172+0.00302736j 0.10081+0.000585192j -0.0884496-0.00208822j 0.108727-0.00210982j -0.119313-0.00550048j -0.338883+0.0105209j 0.00987577-0.00321766j 0.155522-0.00285882j 0.0421648+0.00185475j -0.0914875-0.000420862j -0.0518869+0.00162534j -0.0956869+0.00103684j -0.0272039+0.000441004j -0.0274389+0.00456361j -0.0480331+0.000936968j 0.0322067-0.000301414j -0.00862987+0.0017327j 0.0438484+0.00231501j -0.0571976+0.000344504j -0.0324174+0.00204785j 0.0235069+0.000119969j -0.0136616+0.000104494j 0.0140995+0.000164099j 0.0144187+0.00447562j 0.00520792-0.00207758j 0.0215854+0.000833907j -0.0186072+0.00343442j 0.00427211+0.00183722j -0.0159666+0.00312853j -0.0241994-0.00203338j -0.00205714-0.00200534j 0.00461552-0.00320085j 0.00445291+0.0030851j 0.0529282-0.00104141j 0.0314347-0.00159291j 0.0247961-0.000551187j -0.0033256-0.000394546j 0.00975231+0.000859019j -0.00555052-0.00109501j 0.00142997+0.00049086j -0.0143954-0.00539094j 0.00926134-0.000333334j -0.0149423-0.0034811j -0.0106322-0.000148251j 
-0.0105983-0.00136504j -0.0216104-0.00297438j 0.0545492+0.0050521j -0.040862+0.00277607j -0.0385103-0.00360904j 0.118996-0.000126114j -0.0951335-0.000227387j 0.0380201+0.00503677j -0.0532097+9.91763e-05j -0.0234637-0.00373813j 0.000720111-0.00198668j 0.00974516+0.00080411j 0.029893-0.000260804j 0.0891586+0.00110409j -0.104566+4.46162e-14j 0.00256389+0.00132147j 0.0248006-0.00683308j -0.0477934-0.000608369j 0.0374258+0.000951477j 0.0219766+4.45898e-07j 0.00343666-0.00236271j 0.0360035+0.00261936j -0.0445447-0.00266217j -0.0468026-0.000271897j -0.00266813-0.000531259j -0.0540221-0.00324621j 0.0169914-4.59737e-05j 0.0859652-0.00282054j -0.438338+0.000788544j -0.107638-0.00257506j -0.145822-0.00329148j 0.00718091-0.00354296j -0.0552374-0.0021183j -0.0598042-0.00309019j -0.00447474-0.00136841j -0.048295-0.00192858j -0.0365605-0.00038223j -0.055539-0.00156986j -0.0261936+0.00373354j -0.00865909-0.000342412j -0.0111462+0.000446765j 0.0029049+0.000243383j -0.0214322+0.00394169j 0.0107341-0.00136255j -0.0171001+0.00332167j 0.00457142+0.000269687j 0.0130437-5.2801e-05j -0.0151948-0.000143731j 0.0420306+0.0010901j -0.030948-0.00127441j -0.0545943+0.000483001j -0.0229034+0.00207411j -0.0485682+0.00343563j 0.0371947+0.00348746j 0.0328092-0.000474236j 0.0266657+0.00344753j 0.00219369+0.0005371j 0.0033362-0.000899974j 0.0215255+0.00144717j -0.00379399+0.000663168j 0.00183668-0.00114608j 0.000398781-0.00436838j -0.00387315-0.00355384j 0.0183014-0.00730566j -0.00574875-0.00368165j 0.00450319+0.00127644j 0.0147492-0.000290074j -0.0107621-0.000508171j 0.00142149+0.000467649j 
-0.00802873+0.0014302j 0.0256818+0.00190955j -0.0804482+0.00242647j 0.0169219+0.0013521j 0.0308526-0.00327924j -0.0213021-0.000709268j 0.0670947+0.00227532j 0.0520095-0.0031833j -0.0101083+0.00129913j 0.0231125-0.00365524j 0.0168997-0.0017655j 0.0311182+0.000388035j 0.0262565-0.00082104j 0.0636969+0.00544543j 0.00256389-0.00132147j 0.0574055-6.40763e-15j 0.0628534+0.00040719j -0.0742269-0.00223253j -0.0568067-0.00262077j -0.00818105+0.000404696j -0.0977001-0.000990234j 0.0112603+0.000957337j -0.0702209+0.000583677j -0.0314867+0.000387053j 0.0759644-0.00397452j 0.0149372+0.00431104j -0.190818+0.00247488j -0.145+0.00174897j 0.0805946+0.00325276j -0.325038+0.00167141j -0.0784503+0.00223392j 0.240975-0.00315933j 0.161235+0.00115747j 0.0451069+0.00793043j -0.086825+0.000522129j 0.00728032+0.00227996j -0.0237104-0.000151563j -0.0529773+0.000609063j 0.0108419-0.000479061j 0.0238059-0.00142012j 0.0295826-0.00127193j -0.024358-0.00201559j -0.00263198-0.00101648j -0.00576491+0.000892377j 0.011592-0.00296571j 0.00350645+0.000406524j -0.0290116-0.00142295j 0.0244739+9.80739e-05j -0.0159789-0.000147277j 0.0137086-0.000794043j 0.00741507+0.00310446j -0.0150132-0.0017173j -0.0207784-0.00272932j -0.0360227+0.00153378j -0.0187192-0.00227259j -0.0182688-0.000369402j -0.0485552+7.55937e-05j -0.0281429+0.00378361j 0.0299375-0.000822603j 0.0175407+0.000104183j 0.0126202+0.000668265j -0.00236573-0.0024513j 0.0128424+0.000180022j -0.00207839-0.00287675j 0.00442001-0.00194124j -0.00205167+0.000334597j -0.00359444+0.00255617j 0.0106842-0.000594497j -0.0119874-0.000659627j 
-0.0149225-0.000415345j -0.0229753-0.000959743j 0.0674833-0.00345378j 0.0165647-0.00110048j -0.112447+0.00172783j -0.0388861+5.23087e-06j 0.0297289+0.00108243j 0.0390149+0.00180884j 0.0243237-0.00100539j -0.0285475+0.00130575j 0.0215445+9.12512e-05j 0.0357865+0.00377165j 0.0124494+0.00239632j -0.0784939+0.00416685j 0.0248006+0.00683308j 0.0628534-0.00040719j 0.0499145+8.20904e-15j 0.130768+0.00145008j 0.209744-0.0037626j -0.0570508+0.000285662j 0.0965655-0.00245694j 0.0481978+0.00381293j 0.0579028-0.00397746j 0.00512682-0.0012549j -0.0597558-0.00033291j -0.0814258-0.00553235j -0.0103034-0.00102399j -0.474401+0.00135883j -0.164564-0.0022448j -0.198148-0.00312872j -0.17544-0.00152768j 0.0446559-0.00253126j -0.0601603+0.00506779j -0.0880716-0.00109152j 0.0135721-0.00742079j -0.11835-0.000371677j -0.0485098-0.00289003j 0.0671026-0.00265203j -0.0250124+0.00134426j -0.000502975-0.00107556j -0.0483149-0.00203285j 0.0469954-0.000988205j 0.0121461-0.00103963j -0.0249305+0.00273755j 0.0075995-0.000765509j 0.00987629+0.000939047j -0.0236427-0.00173929j 0.0334566+0.000218087j -0.0262618+0.00211823j 0.00791855-0.00365693j -0.00373178+0.00165346j 0.0199247-0.000963386j -0.0508078-0.00350303j -0.0204485+0.00241786j -0.0188315-0.00232852j -0.000342334+0.00275856j 0.00573186-0.00373295j 0.0457431-0.00283786j 0.02432+0.00151021j -0.0205333-0.000847907j 0.0201238-0.00080094j 0.000917363-0.00103341j -0.00920256+0.000963194j 0.00137553+0.00191146j -0.00217458-0.00195934j -0.0141573-0.00134876j 0.00661007-0.00256047j -0.00985295-0.000617407j 0.00194868+0.000796602j 
0.0116917+9.48424e-05j 0.0584693+0.00302713j -0.0646719-0.00112843j -0.0480254-0.00265181j 0.0398187+0.00313585j 0.0403641+0.00174884j -0.0234357-0.00196003j 0.0182623-0.00146815j -0.025971+0.000194286j -0.043187+0.00410582j 0.00318233+0.000526581j 0.00549071-0.00363217j 0.0481808+0.00310914j -0.100222+0.000130423j -0.0477934+0.000608369j -0.0742269+0.00223253j 0.130768-0.00145008j 0.00368813-3.19536e-14j -0.130542+0.00365707j 0.0237047-0.000402665j 0.0614154-0.00452558j -0.0446127-0.00277147j 0.0227523+0.000255904j 0.0312037-0.00364194j 0.234096-0.00667464j -0.170746+0.00193829j -0.0873525+0.000693412j -0.260074-0.000602854j -0.190758-0.00165716j -0.275307+0.000989713j 0.11145+0.000401364j 0.1506-0.00205627j 0.238611+0.00126401j -0.0237661+0.00251282j -0.125255+0.000897619j 0.0017611-0.00162855j -0.00843955+0.00481079j -0.012138-0.00609002j -0.0190637-0.00138876j 0.0192973-0.00174693j -0.0569089-0.000582758j 0.0349544-0.00237341j -0.00345722-0.00595126j 0.0132962+0.00435971j 0.0443172-0.000393981j 0.00732681+0.000282019j -0.0407254-0.00138787j 0.0261662-0.000357758j -0.0638312-0.00162733j 0.0127703+0.000421402j -0.0254645+0.00182914j -0.0359824-0.00108631j -0.0362665-0.00408209j -0.0419106-0.00235758j -0.0176697-0.00173933j -0.00118119+0.00323929j 0.00163034-0.00143068j 0.0164381+0.00598844j 0.0133458-0.000171534j 0.0242483-0.00034226j 0.0101603+0.000441252j -0.00176124-0.00575072j 0.00100006-0.000837445j 0.000104972-0.0032804j 0.00161746-0.00651908j -0.0086659-0.00140697j -0.00586114+0.00138097j 0.00191977-0.000554782j -0.0040168-0.000522543j 
-0.0121997-3.67748e-05j 0.0135597+0.00175273j -0.046196-0.000743397j -0.0173641-0.00113319j 0.0456207+0.00307436j 0.00361887+0.00226724j -0.0097826-0.00218015j 0.0260082-0.000198482j -0.00632412-0.000171965j 0.0123822+0.00372537j -0.0400657+0.00224305j 0.00357512-0.0037736j -0.0908248-0.000485763j 0.0242869-0.000629169j 0.0374258-0.000951477j -0.0568067+0.00262077j 0.209744+0.0037626j -0.130542-0.00365707j 0.172959-4.44969e-14j -0.043848+0.00138809j -0.0552198+0.00408285j 0.0131941-0.00411683j 0.0524047-0.000218649j -0.116901-0.0020053j -0.0197839+0.000895607j 0.532639-0.00126157j 0.04652-0.00271736j 0.12399+0.0042915j -0.130035+0.00145598j -0.0657119+0.00256303j 0.0823196-0.00347175j 0.00982977+0.00394058j 0.0470015+0.000257711j -0.0739874+0.00145317j -0.0172846+0.00531044j 0.0894463+0.0014126j 0.0594226-0.000783524j 0.0467482+0.00238089j 0.0456252+0.00378547j 0.0929774+0.000975584j 0.0402808-0.00185119j -0.030313+0.000289618j -0.0553476+0.00394381j 0.0217008+9.0887e-05j -0.0502552+0.00308437j -0.000518603+0.000370366j 0.0266758-0.000783661j -0.024686+0.000396255j 0.0583534+0.000451722j -0.0161005-0.00183454j 0.0121506+0.00239186j 0.00724892+0.000831748j -0.0309546+0.00318677j -0.00751512+0.00197147j -0.0151426-0.000204504j 0.0185499-0.00234652j -0.0245464+0.00447923j -0.00806742-0.00213165j -0.0492557-0.00253834j -0.00990086-0.000115437j -0.00835977+0.000501248j 0.00109453-0.00104932j 0.000126487+0.000203799j -0.00212986-0.000343868j 0.00150433-0.00127215j 0.00779431+0.00346429j -0.0130142+0.00233063j 0.0198191+0.00175243j 0.000284195-0.000580973j 
-0.0100837-0.000349679j -0.019572-0.000598941j 0.0303288-0.00407704j 0.0242071-0.000667037j 0.0300483+0.00359842j 0.0226679-0.000191443j 0.0232393+0.000818719j -0.0458114-0.00210835j -0.000842052+0.000386383j -0.0298331+0.00311769j 0.00738093+0.000933226j -0.00180875+0.000482264j -0.0180616-0.00195855j 0.0566738-0.00238099j 0.0219766-4.45899e-07j -0.00818105-0.000404696j -0.0570508-0.000285662j 0.0237047+0.000402665j -0.043848-0.00138809j -0.018353+1.18582e-13j 0.0827497+0.00111597j -0.0871375-0.000688441j 0.0225389+0.000320024j -0.024042+0.00135424j -0.458324+0.00271222j 0.0314514+0.00178846j -0.706563-9.64918e-05j 0.158764-0.00149958j -0.197519-0.00138347j -0.172611+0.000140928j 0.0185325+0.000827397j 0.09221-0.00044892j -0.11399-0.000266563j -0.0624719-0.00236997j 0.0088391-0.00057098j -0.0131014+0.000780791j -0.0136691-0.00078873j 0.0204044+0.000287333j -0.0206223+0.00385057j -0.0053555-0.000591861j -0.00212292-0.00163679j -0.00622341+0.00173256j -0.0153501-0.00063986j -0.0162137-0.00270328j 0.00334716+0.0015342j -0.0163357+0.000817492j 0.00397624-0.000707143j 0.00115357-0.00119338j 0.0571696+0.000828065j -0.0117036-0.0004891j -6.97572e-05+0.00205636j 0.00143542-0.00190479j 0.00735396+0.00168318j -0.0247054+0.0057974j 0.0308271-0.00372631j 0.0213364-0.000589271j 0.0202895-0.00025561j 0.00373953-0.00274408j -0.00177335-0.000737311j -0.00381235-0.000966898j 0.00625755-0.000469673j 0.00191823-0.00073855j -0.00297589+0.000250237j 0.00326887+0.000110246j 0.00190367-0.000862106j -0.00449698-0.00118356j 0.000183923-0.000932555j -0.00537216-0.000877108j -0.000274468+0.000234771j 
0.0109372-0.000436668j -0.0233777-0.00128153j 0.0699687-0.00244011j 0.0181164-0.000134486j 0.039497+0.00498488j -0.00192502-0.000886715j 0.00737416+0.00139586j 0.0638583-0.00241063j 0.0787131-0.000492702j 0.000976093+0.000654202j 0.0317376-0.00150687j 0.0772282+0.00317915j 0.00945951-0.00351881j 0.0675715+0.00246387j 0.00343666+0.00236271j -0.0977001+0.000990234j 0.0965655+0.00245694j 0.0614154+0.00452558j -0.0552198-0.00408285j 0.0827497-0.00111597j 0.246111-1.14112e-16j -0.0773873-0.000588616j -0.0826975+0.000987594j 0.132885+4.84249e-06j 0.00390902+0.000500942j -0.173599+0.00442225j 0.259616+0.00118209j 0.153904+0.00420046j -0.42313+0.00125576j 0.220524+0.00178816j -0.00334695+0.00423834j -0.0944784+0.000667226j 0.0244478+0.000793239j 0.0611436-0.00136371j -0.0922806-0.0041246j -0.023158+0.00153916j -0.0697265+0.000167666j 0.0729189-0.00563551j -0.0505826+0.00321434j -0.00371116-0.000256707j -0.0815699+0.000750942j 0.0614619+0.00501856j -0.0241028-0.00174246j 0.0143429+0.00203305j -0.008467+0.00315338j 0.00706637+0.00137428j -0.00616886+0.000443356j -0.00675957+0.000668537j 0.0190631+0.00634467j -0.0094324-0.00128582j -0.00610889-0.00242996j -0.0446072+0.00613952j 0.0152304+0.0033134j -0.0480402+0.00205446j -0.0157996-0.00364797j 0.0609103+0.00608644j 0.0471853-0.00489556j -0.00591357+0.00109326j 0.00865095+0.000880427j 0.00266677-0.000673074j 0.0338092-0.0015012j -0.00104338-0.00430767j -0.0114378+0.00186229j -0.000248011+0.000811947j -0.0012457-0.00610648j -0.0160673-0.00333672j -0.0038967-0.00088887j -0.00791899-0.0018655j -0.00827592+0.000125675j 
0.0123601-0.000136626j 0.00681243-0.000145925j 0.015377-0.00209868j -0.0529449-0.000383053j -0.00725287+0.00364998j 0.0184924+0.00128581j -0.0683326+0.00131456j 0.00831004-0.0037164j -0.0140129-0.000933342j 0.000536153+0.00338667j 0.0168975+0.00149135j 0.0303054-0.00243549j 0.00674347-0.00257278j 0.152885+0.00461552j 0.0360035-0.00261936j 0.0112603-0.000957337j 0.0481978-0.00381293j -0.0446127+0.00277147j 0.0131941+0.00411683j -0.0871375+0.000688441j -0.0773873+0.000588616j 0.183959+2.26386e-14j -0.0333431+0.00113893j 0.655935-0.00213071j -0.193558-0.00240958j -0.0331365-0.0037271j 0.0180377+0.0026226j -0.0471222+0.000592822j 0.169575-0.0011923j 0.0726198-0.00301494j -0.0854745+0.00110382j 0.0131105-0.00107567j 0.0665184-0.00429929j 0.0907386-1.18636e-05j -0.0610111+0.00098394j -0.0013603+0.000623274j -0.0642916-0.000154491j -0.0135857-0.00122312j 0.0144207+0.00112816j -0.0212869+0.000208106j 0.0115964-0.000890877j 0.0190192+0.00108681j 0.00627361+0.000710284j -0.0111807-0.000580598j -0.0311408+0.000361001j -0.0259709+0.00076091j 0.00443323+0.000408401j -0.00885941+0.00184371j -0.0214375+0.00225302j -0.00660186-0.000189757j 0.0121333+0.00102307j 0.0107684-0.000315216j 0.0211287+0.000407141j -0.00734628+0.0014655j -0.024828-0.000476646j -0.00948461+0.000782069j -0.00548386-0.00101556j -0.0102424+0.00232986j 0.0235649+0.0010698j 0.0192001+0.000709921j 0.0106889-0.000878647j 0.00162771+0.000438772j -0.00110209+0.000704024j -0.00360283+5.15263e-05j -0.00481265+0.000742397j -0.00397563-0.00146108j 0.00373122-7.39479e-05j -0.00404059-0.000711616j -0.00445755-3.98641e-05j 
-0.0047759-5.2838e-05j 0.00557698-0.000413054j -0.0235571+0.00641392j 0.0138958+0.0014315j 0.0219964-0.00460053j -0.0307708-0.000855807j 0.0257659-0.00282973j 0.00335594+0.00682542j 0.026336+0.000636465j 0.00883885-0.00542021j -0.0117514-0.00374279j 0.000753317+0.00168193j 0.0174478+0.00389725j -0.123928-0.0015275j -0.0445447+0.00266217j -0.0702209-0.000583677j 0.0579028+0.00397746j 0.0227523-0.000255904j 0.0524047+0.000218649j 0.0225389-0.000320024j -0.0826975-0.000987594j -0.0333431-0.00113893j 0.171858-2.13563e-14j 0.563678-0.000720876j -0.153456+0.000785113j -0.0358105+0.00068539j -0.148757-0.00246913j -0.100232+0.002798j 0.0344413+0.0038922j 0.0714956+0.00209634j 0.197367+6.80322e-05j -0.0207777+0.0030471j -0.0602558+0.00274818j -0.0484041-0.000434418j 0.0144756-0.00071715j 0.00245773-0.000654617j 0.0600179+0.000967612j 0.0221938-0.000787525j 0.0125522-0.00161533j 0.00914506-0.000786204j -0.0219404-1.84518e-05j 0.02078-0.00230195j -0.00678213-0.00331381j 0.00934522-0.000304944j 0.0153235-0.000365356j -0.0116958-0.000342321j -0.0210098+0.00129563j 0.0099196+0.000557783j -0.0351243-0.00263731j -0.000162303+0.00133519j -0.0204107+0.00157754j 0.0081899-0.00263228j -0.00465443-0.00242367j -0.000477664-0.00105594j 0.00743079+0.00155181j 0.0042259+0.00124411j 0.00437362+0.000662625j 0.00105671+0.000174143j -0.0170517-0.000317758j -0.00864661-5.36504e-05j -0.00639056+0.000743253j 0.00160458+0.000323095j 0.00235203-0.000323847j -0.00259073+0.000588043j -0.00124453-0.000150933j 0.00326022+0.000981338j -0.00405531+0.000459977j 0.00497415+0.000700483j 0.00171703-0.000136326j 
-0.00221116-0.000103994j -0.0235288-0.00133012j 0.038391+0.000541851j -0.00102618+0.000265055j 0.0249227+0.0002557j -0.00732633-0.00126952j -0.0217929-0.00011863j 0.0177455-0.000719026j 0.0292823+1.67487e-05j 0.0342849-0.00128542j 0.0142422-0.000963135j 0.0238942+0.00143411j 0.0238027-0.000878078j -0.0192177+0.00126513j -0.0468026+0.000271897j -0.0314867-0.000387053j 0.00512682+0.0012549j 0.0312037+0.00364194j -0.116901+0.0020053j -0.024042-0.00135424j 0.132885-4.84249e-06j 0.655935+0.00213071j 0.563678+0.000720876j -0.206652-1.16055e-14j -0.09553-0.000276838j 0.130286-0.000661396j -0.00739643+0.00127047j -0.129705+0.00218774j 0.0588298+0.00158617j 0.0761017+0.000364639j -0.082797+0.00251835j -0.0370789+0.00160346j -0.0479145-0.00217047j 0.0411609-0.00177076j 0.00200803-0.00128013j -0.0261368+4.48294e-05j -0.0459287-0.000525749j 0.022856-0.000887361j 0.00412444+0.000325046j -0.0111784-0.00100988j -0.0103246-0.000957986j 0.0207009-3.28002e-05j 0.0196324-0.000873372j 0.00757675-0.000210226j -0.0133914-0.000829183j 0.0118831+0.000284885j 0.0192102-0.00162913j 0.00625878-0.00191493j -0.0279271+0.00111519j 0.011622+0.00019793j -0.00446308+0.000525011j 0.0131236-0.000355776j 0.016956-0.000409875j 0.000766496+0.000317796j -0.0163831+0.000349723j 0.00829606+0.0017032j 0.0181776-0.00170663j -0.00359096+0.000513065j 0.0126242+0.00111059j -0.000585554+0.000275991j 0.00896673-0.000503871j 0.00321454+0.00155505j -0.00100473+0.000925182j -0.00308035+0.00189332j -0.00304166+0.00130986j -0.00366881-0.00147968j 0.00316282-0.000886964j -0.00569511-0.000619195j -0.0024582+0.000175654j 
-0.02531-0.000422842j -0.0531821-0.001805j 0.0336286-0.00355355j 0.0141902-0.00160783j 0.00223241+0.00203617j 0.0222407-0.001989j -0.0158416-0.00116426j 0.0109353-0.00407427j -0.0252339+0.00161442j 0.0549482+0.00249475j 0.0199935+0.000112195j 0.012802+0.0018371j 0.05161+0.000109688j -0.00739993+0.000584862j -0.00266813+0.000531259j 0.0759644+0.00397452j -0.0597558+0.00033291j 0.234096+0.00667464j -0.0197839-0.000895607j -0.458324-0.00271222j 0.00390902-0.000500942j -0.193558+0.00240958j -0.153456-0.000785113j -0.09553+0.000276838j 0.0902844-8.40768e-14j -0.0760728-0.000771952j -0.0420066-0.0011824j -0.157458+0.00251447j 0.17943-0.000759491j 0.0717314+0.0043521j 0.0167371+5.22546e-05j -0.000201932-0.0019093j -0.272272-0.00186003j 0.0297509-0.00375933j 0.0976132-0.00320486j -0.0591804-0.000148872j -0.0273595-0.00211105j -0.0116878+0.00142137j 0.0274889-0.00692166j -0.0126848-0.000605739j -0.0100947+0.00203359j -0.0123449-0.0014725j 0.0218578-0.00150465j 0.00254+0.000166521j 0.0496732-0.00464214j -0.0139618-0.000758418j -0.0131498-0.000155013j 0.0196567-0.00138516j -0.0514638-0.00216985j 0.0167139-0.000806402j -0.00158412-0.00118644j 0.0344876-0.00344926j 0.000113877-0.00367622j 0.0188118-0.0025872j 0.0163132+0.00425016j -0.0147032-0.00111109j 0.0142531-0.00175315j -0.0156749-0.0020709j 0.0169991+0.00207707j -0.0167011+0.000694212j 8.46887e-06-0.000262277j -0.000815007+0.00425253j 0.00321781+0.0004737j 0.00134734+0.00237123j -0.000107077+0.0047255j 0.00277219-0.000487328j 0.0088067-0.00163569j -0.00597276-0.000277014j -0.000438733+0.000485316j 
