0.0930661-3.88578e-16j -0.0642325-0.15657j 0.00420431-0.108953j -0.092366+0.07941j 0.0130126-0.0407094j -0.0875303-0.139369j 0.0207524+0.109995j -0.0145959+0.0522085j 0.0307274-0.0117822j -0.0258541+0.0704177j -0.00142019-0.0583183j 0.0183617-0.166543j 0.00741777-0.0511699j 0.0149432-0.0425274j -0.00073735-0.144218j 0.021689-0.0239776j 0.00676659-0.0945089j 0.0166558-0.200007j -0.0191148+0.123313j -0.0219106+0.0282199j 0.00658548-0.029402j -0.0820728-0.223723j 0.00166249-0.00456013j 0.00850268+0.0065756j 0.0264179+0.0341667j 0.0252677-0.00181841j -0.00633353-0.0110346j 0.003749-0.0621159j -0.00925303+0.0438842j -0.0121869+0.0104482j 0.0145998-0.0293483j -0.00698215-0.0224496j 0.00310829-0.00317327j -0.00518922+0.0190959j 0.00527159+0.0365576j -0.00301608-0.0162847j -0.00592796+0.0125231j 0.00284101+0.0319068j 0.000532667-0.0310769j -0.012113+0.0176868j 0.00416591+0.0311029j -0.00722711-0.0195617j 0.027223-0.00313904j 0.0282441+0.0122483j -0.0156132-0.00322581j 0.0353798+0.0197028j 0.03515-0.0142546j 0.00724434+0.0300115j 0.061416-0.0362444j 0.0172119+0.056282j -0.0202935+0.0218562j 0.00219684-0.0634903j 0.0287885-0.155868j 0.0191363-0.0352743j 0.00254972+0.00751473j 0.0591257+0.0280762j 0.0297096-0.0501937j 0.0241034+0.0226451j 0.0495437+0.0841293j 0.0094488+0.0693402j -0.0022978-0.0846419j -0.00247241+0.0390097j 0.00579111+0.0241679j -0.0236932-0.0131369j 0.000215293+0.00339729j -0.0101666+0.0212511j 0.0219996+0.0117096j 0.0109507+0.0207585j -0.00750244-0.0323432j -0.0151146-0.00458843j 0.0130259-0.0121558j 0.00387743+0.0303751j -0.0125621+0.0134739j -0.00421724+0.0139012j 7.80665e-05-0.0130738j 0.0263295+0.0178908j 0.0313851+0.0442199j 0.0714198-0.0167j -0.0265877+0.0315678j 0.0158069-0.0513392j -0.0333459-0.123398j -0.00842037+0.0286404j 0.00186752+0.0203095j -0.0481244-0.00551184j -0.0210713-0.0596805j -0.0363099-0.0402238j -0.00115228+0.0310075j 0.0180042-0.0631988j -0.025343-0.0151195j -0.00591659+0.0421868j 0.0115155+0.0278899j 0.00114681+0.0100378j 
0.0264179-0.0341667j -0.0261143+0.03074j 0.0322928+0.00430489j 0.018465+0.0543429j -0.0346882-0.0165787j -0.000291367-0.0363988j -0.0233035-0.0778683j 0.0235596-0.0732886j -0.00337176+0.0432928j -0.00709839-0.0342256j 0.0249248+0.0231475j -0.036981+0.0293818j -0.00724202+0.00616548j 0.0266077+0.031185j 0.0244166+0.116352j -0.109187-0.0668509j 0.00519777+0.0167415j -0.0068249-0.0461484j -0.0779532+0.0502989j -0.00452398-0.0946749j 0.00535548+0.0195177j -0.0189262+0.0220933j 0.0146703-0.0103278j -0.00547304-0.097129j -0.0282707+2.77556e-17j 0.0665928-0.0599171j 0.0433567-0.0302334j 0.00832631-0.0163507j 0.0137676+0.0168614j -0.0098337+0.00274924j 0.0401881+0.0416273j -0.0266366+0.0884097j 0.0310806-0.0106334j 0.0791585+0.0369734j 0.0300093+0.0153933j 0.0178033-0.0776795j -0.0288624+0.0959694j -0.0612952+0.0748554j -0.0370033-0.0138361j 0.0034754-0.0198603j 0.0096462-0.0309448j 0.0186635+0.0428238j 0.024975-0.0731395j -0.00288224+0.00458514j -0.0970704+0.0294057j 0.0318421-0.0747337j 0.0716941-0.0047281j -0.0691165-0.0691411j 0.0504312+0.0577725j 0.140322+0.090337j -0.055129+0.0613194j 0.100781-0.0579616j -0.069735-0.0505299j 0.00241108-0.0208986j -0.0038671+0.122482j 0.0210131-0.0405399j 0.148212-0.0149533j -0.084782+0.111597j 0.00478343+0.113789j 0.0153671-0.0212012j 0.0140757+0.0434009j -0.00983892-0.0682123j 0.0314631-0.0165015j -0.0059776+0.0192001j -0.00184697+0.0402425j -0.0442816+0.00450556j 0.0156587+0.0162578j -0.0453576-0.0130021j 0.0430673-0.065773j -0.0231511-0.0528331j 0.00699924-0.0274455j -0.029807+0.0230098j -0.0634452+0.113812j -0.101259+0.108123j 0.0339532-0.0358173j -0.00273715+0.0639845j -0.125201+0.0935291j 0.0674335+0.0357396j 0.0129119+0.0312104j -0.0466579-0.0700249j -0.140104-0.0611062j -0.00167431+0.094368j -0.00348575+0.0406733j 0.0184378-0.0972519j -0.0766806-0.0698043j 0.0141195-0.100921j 0.0427705+0.0217114j 0.0467977-0.0222599j -0.0641784-0.0737698j 0.0966694+0.0460031j -0.00117675+0.116583j 0.0781802+0.0245129j 
0.0252677+0.00181841j -0.00133286+0.0284288j -0.0365186+0.00611123j -0.0221762-0.00803815j -0.0234107+0.0102877j 0.03588-0.0102219j 0.0449482-0.0203517j 0.0545105-0.0348643j -0.055562-0.0439264j -0.0270723-0.0691358j -0.00683288+0.00205385j -0.0322339-0.0483475j 0.0055972-0.00239356j 0.0235107-0.0234588j -0.034934+0.0959875j 0.0142901-0.0545083j 0.0060347+0.0139416j -0.0385038+0.0128559j -0.0014725+0.00433929j 0.0172197-0.0267671j 0.0165359-0.0603833j -0.000642506-0.0185342j 0.0353053-0.0210657j 0.0272369+0.0564747j 0.0665928+0.0599171j -0.00603322-4.51028e-16j -0.00169551+0.00636461j 0.0545917+0.0505731j 0.0202555-0.00346885j 0.00715748+0.0148361j 0.0388092-0.1605j 0.0319084-0.0219222j -0.0203651-0.0433923j -0.0338445-0.0393542j 0.0633958-0.0330855j 0.00257981-0.0675692j -0.030538-0.0810843j -0.0125219+0.00976725j 0.0523057-0.00352907j 0.0484026-0.0823859j 0.0902255-0.0330927j 0.0133075+0.0622119j 0.0412288+0.0123688j 0.0181519-0.0347994j -0.0609591+0.0427691j 0.0717149-0.0598706j -0.0657155+0.0316766j -0.0533908-0.00496778j 0.0113835-0.0436052j 0.117323-0.0590103j -0.0323765+0.0683802j 0.00687828-0.0213412j -0.0149885+0.0527824j 0.165327-0.0516149j 0.0352551+0.0240199j 0.0346911-0.0388396j 0.0479484-0.04159j -0.0332088-0.104j -0.102544+0.075793j 0.0325695+0.000605159j 0.00695961+0.059101j 0.0190235+0.0261973j -0.0149296+0.0551761j -0.0740077+0.00797607j -0.00261937+0.0347288j 0.0561637+0.0119593j -0.0517796-0.031078j 0.0160797+0.0421647j -0.0322235+0.0496656j 0.0433451+0.0445725j 0.0176573+0.0377107j -0.0130286-0.0323973j 0.0106791+0.0793284j -0.0996527+0.016387j 0.0412136-0.0861953j 0.0893128-0.146343j -0.0792545+0.0714128j 0.0333625-0.0657026j -0.0196234-0.00863306j -0.0880518+0.0595212j -0.0951334+0.0417292j -0.0563899+0.0991697j 0.0216991-0.0664608j 0.096221+0.0931805j 0.0502138+0.0133977j 0.0775748+0.0326418j 0.0690433-0.0112895j -0.0563939-0.0235927j 0.0154523+0.0134665j -0.10411+0.107547j -0.108712-0.0328401j -0.0402581+0.06933j 
-0.00633353+0.0110346j 0.0474515+0.0320522j 0.00249668-0.00421873j -0.000861724+0.0250558j 0.0360455+0.00542893j 0.0241834-0.01704j -0.0318901-0.025845j 0.0120635+0.0334457j -0.0143526+0.0281761j -0.0326051-0.068183j 0.0263427+0.0437321j 0.00869112+0.031399j -0.0433975-0.0303165j -0.0292408+0.000414101j 0.0243494+0.106561j -0.0492923-0.0349134j 0.0303875+0.0188938j 0.0275735+0.0123161j -0.0132285-0.00130465j -0.0275124-0.0352955j 0.000251603-0.0519358j 0.0593704-0.0277165j -0.0226099-0.00167194j -0.0156306-0.0771946j 0.0433567+0.0302334j -0.00169551-0.00636461j 0.0152402-6.245e-17j 0.00647594-0.00220317j -0.0399027+0.0493978j -0.00860774-0.0253853j 0.0260665-0.101108j 0.0431057-0.0363997j 0.0130452+0.012617j -0.0321935-0.00963227j 0.0229902+0.0863048j -0.100748-0.141173j 0.0399654-0.0656877j -0.0463961-0.108428j 0.0126553+0.111606j 0.0322724-0.131619j 0.00675437-0.0210042j -0.0464377+0.0302062j -0.0572395-0.00084164j 0.000953731-0.0268991j 0.069084+0.0828733j -0.0341544-0.0530759j 0.0953084-0.0447667j -0.0304117-0.0305228j -0.104176-0.0517386j -0.0804736+0.0101348j 0.0853635-0.0221426j 0.062806-0.0972093j -0.0761055-0.0749475j -0.0821109-0.0046025j 0.103239-0.0978957j -0.0677325+0.113932j 0.0360738-0.0428705j -0.0581265-0.0799801j 0.0670842+0.0156031j 0.0014999+0.0532634j 0.0164455-0.0393354j -0.0130699-0.036306j -0.0136813-0.0396635j 0.047377+0.077637j -0.0120112-0.0977716j 0.0282524+0.081299j 0.0174173+0.038607j -0.00240554-0.0595845j -0.0192111+0.00418709j -0.0204062+0.104437j -0.00455517-0.0598932j -0.0307794+0.026751j 0.072953-0.0647137j 0.106144-0.0393985j 0.0582085-0.0225741j -0.0640572+0.0117037j 0.0219286+0.00817474j 0.0447105-0.0902064j -0.0226635-0.0274842j -0.0556518-0.0604921j 0.00446928+0.0454054j 0.0824002+0.0724067j -0.029236+0.0142795j 0.0024905+0.0757329j -0.032601-0.00774729j -0.042765+0.0137619j 0.0795606+0.0617117j 0.0660185-0.0453995j -0.0144482+0.038619j 0.0391834+0.0311782j -0.0235212-0.0359238j 0.0311468+0.0104126j 
0.003749+0.0621159j -0.00099481-0.0100951j -0.0148869+0.000945027j -0.022485+0.0554387j 0.0166829-0.00776761j 0.0228248+0.0243124j 0.0465132-0.00569204j -0.00443285-0.0458701j -0.0217587+0.0345058j 0.0565479-0.00128168j -0.0565785-0.00955724j -0.0213517+0.00723289j -0.0115895+0.0109358j -0.00314296-0.0477678j -0.0272305-0.0354931j 0.0334655+0.0213601j -0.0542034-0.00976373j 0.0351073-0.00335868j 0.0659103-0.0319671j 0.0244067+0.0431428j -0.0607823-0.00842781j 0.039798+0.0256074j -0.036446-0.026109j 0.0283832+0.0445782j 0.00832631+0.0163507j 0.0545917-0.0505731j 0.00647594+0.00220317j -0.0962819+5.53724e-15j -0.0718489-0.0351053j -0.0503275+0.0418857j -0.00359885+0.00932525j -0.0897854+0.0609761j -0.0552085-0.00613936j 0.073416+0.000270279j -0.0741753+0.00615831j 0.00163367-0.0461368j -0.117146+0.116695j -0.0128619+0.0445503j 0.0357943+0.0169967j -0.078769+0.0185284j 0.0474201-0.0129046j 0.0113027-0.0375751j 0.184765+0.0263403j -0.0644498+0.108845j 0.109214+0.00322112j -0.0245972+0.0475101j 0.00178655+0.0505005j 0.068299-0.0259043j 0.0236686-0.0714708j -0.0422867-0.0648591j 0.0352709-0.0475317j 0.0314955+0.120719j 0.0496898-0.113603j 0.0278881+0.103043j -0.0114358-0.0667831j 0.122102+0.0119766j 0.0268619-0.106312j -0.0146509+0.00762717j 0.074488+0.0372645j 0.0354386+0.0596044j 0.0225927-0.0024252j 0.0134987-0.0237467j 0.010568+0.0244156j 0.0204959-0.0605282j -0.0289543+0.0765221j 0.0220384+0.00713467j 0.0584569-0.00178613j 0.0426522+0.00255267j -0.0305868+0.0604145j -0.00938352-0.0205437j -0.10206+0.0413374j 0.0118349+0.0221082j -0.0337146-0.016099j 0.00993247-0.0939043j -0.020244-0.0361374j -0.0554923+0.0204728j 0.0172298-0.0419724j 0.0395255-0.120847j -0.0377904+0.0379625j 0.00778049+0.00556742j 0.00570082-0.0063523j 0.0418769-0.0362283j 0.0341+0.0166747j 0.0603421-0.0277805j -0.0579462+0.0344566j -0.00379011+0.0380754j -0.0068559+0.0170232j 0.0626514+0.00126844j -0.0126622+0.116376j -0.0380493+0.0419019j -0.0352415+0.0150516j 0.0130664-0.0461262j 
-0.00925303-0.0438842j -0.00291792-0.0356627j 0.0211357+0.00753115j 0.00534649-0.00693181j 0.0259957-0.0259352j -0.00160373-0.0208169j -0.00335571+0.037904j 0.0348719-0.0652395j -0.0026088-0.00753342j -0.0460656-0.0264193j 0.0585681+0.00407867j -0.000299914+0.00747309j 0.0378802-0.0623643j 0.0354549-0.0251458j 0.0174035+0.0125677j 0.0508351-0.0024817j 0.0360086-0.0054612j -0.0240498-0.034948j 0.0175893-0.032392j 0.0221248-0.0219805j 0.0336582-0.0143958j -0.0260246-0.0186426j 0.0126549+0.00424963j -0.0516399-0.0385879j 0.0137676-0.0168614j 0.0202555+0.00346885j -0.0399027-0.0493978j -0.0718489+0.0351053j 0.00451108-1.79023e-15j -0.0113522+0.0756946j 0.00867157-0.000717613j -0.0686297+0.0574959j -0.0218966-0.00963227j 0.0720074-0.104864j -0.0119186+0.0531656j 0.0886107+0.0161799j -0.0611489+0.0197014j -0.0493471+0.0420603j 0.00843169+0.0719134j -0.043112-0.0119396j 0.0566471-0.00895268j 0.00593615+0.0450842j 0.098597+0.0205521j -0.0162216-0.110151j 0.0550273-0.0910808j -0.0150678-0.0396334j 0.00753276-0.130563j -0.0445655+0.0488005j 0.012299+0.0300303j 0.0104923+0.106881j 0.0378063+0.0262144j 0.0857605+0.047735j -0.0322901+0.154642j -0.0742808+0.0525935j -0.0331566+0.0719079j -0.0789346+0.0397079j -0.0408895+0.0460436j -0.0193028-0.0910648j -0.0431401-0.016393j 0.0458573+0.0524869j -0.0232271+0.00329245j -0.0084058-0.0331425j -0.0761738+0.0270586j -0.00932675+0.0177336j -0.000682615+0.0505687j 0.0248366-0.0100209j -0.0682618-0.0064907j -0.0180065+0.0915402j -0.0250177-0.00267421j -0.0288127+0.12449j -0.06444-0.0228045j 0.0972906+0.0446646j 0.0189668+0.0486701j -0.0278219+0.142622j 0.0513653-0.144704j -0.0296906+0.0908039j -0.0667205-0.10004j 0.00554467+0.0838056j -0.0562798-0.0438057j -0.0240477+0.0789903j -0.0796537+0.0702905j -0.0076275+0.0264625j -0.021754-0.0613267j -0.019541+0.0237601j -0.0490282+0.0214905j -0.0228993-0.0173932j 0.119091-0.0447505j 0.0425036+0.0289325j -0.0570232-0.0481172j 0.010436-0.0667687j -0.0387983+0.0358691j 0.0337532-0.0334477j 
-0.0121869-0.0104482j 0.00794783+0.0125758j 0.0144443+0.0329919j -0.00662687+0.0271882j -0.0221006+0.0443873j 0.0534695+0.0262549j 0.0692688-0.0420785j 1.49205e-05+0.0267249j -0.0340271-0.0636011j -0.0134936-0.0708667j -0.00585726+0.0367077j -0.0978714+0.102815j 0.00911066+0.0511806j 0.0203732-0.0219337j 0.075323+0.024329j -0.0345823+0.00492307j 0.0411271-0.00559376j 0.0253956-0.13806j 0.0156566+0.033279j -0.0303705+0.0314062j 0.0373248+0.0054005j 0.0671409+0.0476081j 0.0174557-0.0173335j -0.0694701-0.0108842j -0.0098337-0.00274924j 0.00715748-0.0148361j -0.00860774+0.0253853j -0.0503275-0.0418857j -0.0113522-0.0756946j 0.0798995+4.89747e-14j 0.0427621-0.000340502j 0.0245814-0.0551005j 0.00905917-0.022521j -0.00232643-0.0597957j 0.0916481+0.0556646j -0.0988753-0.0536109j -0.0349825-0.0409743j -0.0274836-0.0109246j 0.0169873-0.0158801j -0.0526736-0.0597681j 0.0203473-0.0351136j -0.0138623+0.0393816j 0.114139-0.0420347j 0.00841949-0.0534121j -0.0900504-0.0274642j -0.0476187+0.0298192j -0.047498+0.0203347j 0.023789-0.0490464j 0.00555578-0.00220154j 0.00648499-0.0186952j 0.0744898+0.0355598j -0.0374892-0.00278158j -0.0670376-0.0839631j -0.000255838-0.104108j -0.00746308+0.100283j -0.161495+0.105783j 0.0763561-0.0271644j -0.0041127-0.0145213j 0.0242964+0.0271061j -0.0706788+0.0202917j 0.0627042+0.0898815j 0.0270855-0.000161491j 0.00660595+0.0416418j 0.011252+0.0425082j -0.0394122+0.0677723j 0.0484372+0.00234537j 0.00346737+0.0390815j 0.00130719-0.0950953j -0.0440771+0.0157065j 0.0776274-0.0416651j -0.0384841-0.0234612j 0.0567352+0.0335393j 0.020331-0.0385129j 0.103332-0.155355j -0.0850838+0.139696j -0.0471798+0.0566463j 0.0209897+0.0158265j 0.0166037+0.00233378j 0.0214652-0.0863584j -0.00270152+0.00776842j -0.0774425-0.0844534j 0.018982-0.0178991j -0.0313967-0.00269349j -0.00525417+0.00533967j 0.0255965-0.00143974j 0.0639719-0.0206628j -0.0710526+0.0158192j -0.0573801-0.0197298j -0.0164162-0.0243131j 0.0248765+0.0127772j 0.0194104+0.0312937j 0.0150081+0.0263746j 
0.0145998+0.0293483j 0.010019+0.0226232j -0.0249762-0.0219203j -0.0104524-0.00181124j -0.03313-0.0455005j 0.0415806-0.00778153j 0.0397174+0.0369988j -0.0292092+0.0245531j -0.0392604+0.0159516j -0.0249534-0.0303344j -0.0330487+0.000111398j -0.0804933-0.00908696j -0.0873663+0.00688469j 0.0196243-0.0024836j -0.00233279+0.0752605j -0.048284-0.0730981j 0.0359386-0.0382821j 0.0236184-0.0650836j -0.0406389+0.00850328j 0.0122835-0.0750726j 0.005634-0.0791054j 0.0114376+0.0174594j -0.0367817+0.0493781j -0.0237061+0.014517j 0.0401881-0.0416273j 0.0388092+0.1605j 0.0260665+0.101108j -0.00359885-0.00932525j 0.00867157+0.000717613j 0.0427621+0.000340502j -0.0778101+7.87564e-15j -0.0370655+0.0345571j -0.0914481-0.0186493j -0.0343999+0.030893j 0.0643958+0.00572107j -0.0387245+0.00975276j 0.0436889+0.0174673j 0.0216944-0.0243418j 0.0908594+0.134912j 0.00800024-0.0292694j 0.0448665+0.00135105j 0.0171376-0.00138509j -0.115563-0.0327828j 0.0268213+0.0726262j -0.076446+0.121703j -0.0478003+0.0620596j -0.163683-0.0703538j -0.101061-0.0591888j 0.0694127+0.0203816j 0.0954607-0.0247342j -0.0407342+0.0566892j -0.0365822-0.0397544j 0.05752-0.0175249j 0.00909425+0.018929j -0.103709-0.113193j 0.0196417-0.00387457j 0.0293073+0.0490235j -0.104898+0.154856j -0.124428+0.0539162j 0.00235311+0.00527161j 0.0546547+0.0275819j -0.0594743+0.00641731j -0.0174342-0.0513758j 0.0128307-0.0898013j 0.0256929-0.063494j 0.0916498+0.0358476j 0.0720484+0.014042j 0.00496742+0.0151751j -0.10879-0.0551223j -0.0622361-0.0995317j 0.0206363-0.0382724j -0.0864389-0.012468j -0.0133401-0.0833403j -0.0159976+0.0351225j 0.018141-0.0648972j 0.0583183-0.104259j -0.00565281-0.0592072j -0.040472-0.0907795j -0.0382713+0.0670832j -0.0151454-0.0700822j 0.0177074-0.020801j 0.033316-0.0240264j 0.0105755+0.0449872j -0.0358741+0.103444j 0.0847347+0.0291062j -0.0591276+0.0436782j -0.033408-0.0105187j -0.0172875-0.0888784j -0.0102759+0.00264528j -0.0148919-0.037865j -0.0415685-0.00164818j 0.00477947-0.0127089j 
-0.00698215+0.0224496j -0.0317553+0.0120439j 0.0180135-0.028065j 0.0054575-0.0296932j -0.0020546-0.0251093j 0.00784447+0.0208487j -0.00215398-0.000161791j 0.00672242-0.0333529j 0.0243352-0.0778015j 0.00502547-0.0441694j -0.0163439-0.0165427j 0.0276937-0.10592j 0.0327399-0.108377j -0.00334599+0.015874j -0.0244962-0.0430279j 0.0226521+0.0811289j 0.00725426+0.0343323j -0.0470256+0.103972j -0.0125917+0.0950572j 0.0712058+0.036003j 0.0324101+0.0216795j 0.0202526-0.0172729j 0.0322273+0.0452781j -0.0900871-0.0296395j -0.0266366-0.0884097j 0.0319084+0.0219222j 0.0431057+0.0363997j -0.0897854-0.0609761j -0.0686297-0.0574959j 0.0245814+0.0551005j -0.0370655-0.0345571j -0.0636905-1.6237e-15j -0.0438536+0.0307626j 0.0675364+0.0207725j 0.0999195+0.00235963j 0.0535712+0.0410004j -0.0403187-0.0529781j -0.103963+0.0403261j -0.00338582+0.0204501j -0.0373766-0.0657119j -0.00546932-0.0708638j 0.135931+0.00477251j -0.0156271-0.0187404j 0.00190244-0.049026j -0.0560177-0.068724j 0.0936526-0.0490338j 0.0355047+0.00835598j -0.0330401-0.00607959j 0.135135-0.0910953j 0.0600341-0.114098j -0.244657+0.0611938j 0.097455-0.019652j 0.00410328-0.00228445j 0.0416644+0.0408805j -0.111155+0.0815231j 0.178518-0.0766856j 0.055724-0.0139191j -0.0922479+0.0397523j -0.0134757+0.0494211j 0.00557249-0.020691j 0.0056102+0.0277282j -0.00187148+0.0213629j -0.00694186+0.00408076j -0.00726444+0.0634216j -0.0322189+0.00577376j 0.0566415+0.00521651j -0.00373477-0.0239114j -0.0458368-0.0189866j 0.0542314+0.0445356j 0.00914844+0.146214j -0.0136753+0.0269304j 0.0465679+0.00414169j 0.0524454-0.0289025j 0.0207183-0.0201165j 0.0873628-0.0262188j -0.0753501+0.00950824j 0.078816-0.0886479j 0.0228021+0.0118477j -0.0773141-0.0253706j 0.0181582-0.0159028j 0.0593794+0.05023j 0.0442478-0.0843409j -0.0139214+0.0347632j 0.00169474-0.061576j -0.0273941+0.00573458j 0.00722349+0.00103712j 0.0154879-0.0123235j 0.0483244-0.0282931j 0.0108791+0.0294862j -0.0284562+0.0115037j 0.0278787-0.00587927j -0.0213519-0.0062106j 
0.00310829+0.00317327j 0.0187479+0.0185767j -0.0120797-0.0172997j -0.00617454-0.0290275j 0.0194721-0.0180017j 0.0390988+0.0213664j -0.00148902+0.0568019j 0.00138373+0.0541885j 0.012077+0.0326596j -0.0267685+0.0404539j 0.0296213-0.0249747j 0.079343-0.00235277j -0.0639244+0.0304106j -0.0381716+0.0696734j -0.0506569-0.0226579j 0.0504477+0.0491316j -0.0444308+0.0208842j -0.00408909+0.122372j 0.0339974+0.0594963j 0.0248094+0.0407231j 0.0442004+0.0232932j 0.0231786+0.0493547j -0.00280625+0.0623336j 0.0143655+0.00289412j 0.0310806+0.0106334j -0.0203651+0.0433923j 0.0130452-0.012617j -0.0552085+0.00613936j -0.0218966+0.00963227j 0.00905917+0.022521j -0.0914481+0.0186493j -0.0438536-0.0307626j 0.0892009-4.08007e-14j -0.00550792-0.0306911j -0.0305458+0.0329198j 0.011987-0.0441735j -0.046691-0.0479322j -0.00645679-0.0405844j 0.0224698+0.0161421j -0.0212119+0.00206322j 0.0993404+0.0153771j -0.0271569+0.0554624j 0.0840964+0.00790465j -0.139576-0.0385778j 0.0314373+0.0117972j 0.104539-0.00248223j 0.0213917+0.0934034j 0.084878-0.0110366j 0.196994-0.0968659j 0.00272984-0.0349646j -0.000298131-0.0712612j -0.0332007-0.0861637j -0.050627-0.0205236j -0.00975819+0.0307105j -0.0864506+0.0492965j 0.0582657+0.00712179j 0.0375464+0.0386276j -0.11114-0.0187657j -0.0244874+0.0546642j -0.0334262+0.00905168j -0.0514095+0.011901j 0.0456036+0.0641649j 0.0326859+0.047417j 0.0712001-0.0130941j -0.00868236+0.0209055j -0.127005+0.0437061j -0.0200148-0.0604567j -0.0080582-0.0496055j -0.00239987-0.0342307j 0.0889844-0.0525851j 0.065-0.100557j -0.0356251-0.0797747j -0.0491337+0.0165457j 0.00226652-0.0344552j -0.0275092+0.0573729j 0.0651561-0.0976476j 0.0625708+0.0407374j 0.0365936+0.0260379j -0.028559+0.0596422j -0.0258706-0.0757844j -0.0777126+0.00511842j 0.0396022+0.0103577j -0.0710465+0.0116676j 0.0384579+0.0246258j -0.0121247-0.013684j -0.0429453+0.0102501j -0.0274656-0.0342801j -0.0340188-0.0188621j 0.0101328+0.0160003j -0.00643287-0.00666821j 0.00117654-0.0519385j -0.00197268-0.00930327j 
-0.00518922-0.0190959j -0.00573228+0.0209686j -0.00318405-0.0297654j -0.0369422-0.0078667j -0.00658454-0.0116611j 0.029618-0.0309705j -0.0291489+0.00236954j -0.025574-0.000465689j 0.0333019-0.0417456j -0.0246116-0.0396366j 0.0220138-0.0775602j 0.0283141-0.0351708j 0.011821+0.0271618j -0.061412+0.0393323j 0.011961+0.0845325j 0.0244722-0.0955555j 0.032263-0.060137j -0.105119-0.0198589j -0.0717409+0.0482475j 0.0123127-0.124339j 0.0243758-0.100093j 0.035852+0.00750001j -0.0393991+0.00107322j 0.0574663+0.0137008j 0.0791585-0.0369734j -0.0338445+0.0393542j -0.0321935+0.00963227j 0.073416-0.000270279j 0.0720074+0.104864j -0.00232643+0.0597957j -0.0343999-0.030893j 0.0675364-0.0207725j -0.00550792+0.0306911j -0.0863127-1.24123e-13j 0.103585-0.0610078j -0.103425+0.0075235j -0.0733993+0.0195645j 0.094225-0.0354401j -0.0105811-0.0351629j -0.0093289-0.0110586j -0.0562158-6.90627e-05j -0.0146829+0.0500014j -0.0628563+0.0272616j -0.103062+0.0394889j 0.122553-0.112531j 0.239884-0.0563572j -0.009562+0.107518j -0.121314+0.0868519j 0.0474711-0.0122576j 0.0199129-0.00251975j -0.0462641+0.0770959j 0.0540014+0.117037j -0.0559011+0.0734202j -0.0462997+0.0234674j 0.0469082-0.012585j 0.0321529-0.0246743j 0.0110208+0.0833479j 0.0147279+0.036454j 0.00544464-0.0157872j -0.0188425+0.0121024j 0.0319664-0.0399609j -0.00558992-0.0304982j 0.0122469-0.0524917j 0.00465932-0.0476864j 0.00433949-0.081475j 0.0105505+0.0161823j -0.0265768-0.0513322j 0.00750349-0.0828841j -0.0344089-0.0160431j 0.00168145+0.03177j -0.0163767+0.0112649j 0.0884024-0.0665798j 0.04229-0.0275097j 0.0292074-0.0102458j -0.0345543+0.0624805j 0.0151419-0.0405378j 0.0331577+0.00557069j -0.0121124+0.0241771j 0.0262153+0.0584783j 0.0365449+0.00591719j -0.0315691-0.0546753j 0.0148086+0.0112275j -0.0158722+0.0118363j 0.00688775+0.0264178j 0.0439304+0.00292928j 0.00737572-0.006074j 0.0332066-0.0137466j -0.00697477+0.00342076j -0.0198876-0.0131336j 0.0244189-0.0272782j 0.00145039+0.00248129j 0.0204852+0.0042583j 
