-0.045262+0.00115191j -0.0275697-0.000442579j 0.0231696+0.00116568j -0.0673494-0.000637645j 0.0152595-0.00698031j 0.00583431-0.00962987j 0.0368249+0.00159294j -0.0122158+0.000321703j -0.108103+0.00171765j -0.0132387-0.00900624j -0.0148547+0.00315392j 0.00135792-0.0054442j 0.027683+0.00910211j 0.0557818-0.00134035j 0.0201976+0.000358137j -0.0111007+0.00252378j -0.0766474+0.00457204j -0.0298245-0.00909779j -0.0139418+0.00786262j 0.0278939+0.00140022j -0.0292429-0.00746423j -0.0274692-0.00016898j -0.0582262-7.65026e-05j -0.00248147+0.00035264j -0.00225899+0.00363095j 0.0266187-0.00941788j -0.00481626+0.00698244j -0.00940216-0.0121862j 0.026569-0.00397327j -0.00336748-0.0170124j 0.00181146+0.00729273j 0.00999749-0.00847965j 0.0478212-0.00353087j -0.0343215-0.0140979j -0.0202432-0.00694655j -0.0052639+0.0133951j -0.0299101-0.00582799j 0.0409675-0.00640572j 0.0266518+0.00541388j -0.00596405+0.00580965j -0.0331947-0.00211853j 0.043968+0.00998289j 0.0699151+0.00556643j 0.0395565+0.00398133j -0.020027+0.0119927j -0.0130177+0.00252432j -0.0831277+0.00269158j 0.0147818+0.000605538j 0.0131904-0.00340026j -0.00392425+0.000633325j -0.034119-0.000110077j 0.0559492-0.00419412j 0.146652+0.0027976j 0.13462-0.00175317j 0.00714465-0.00553016j -0.0792423-0.00459104j -0.0553185+0.00530496j 0.00972924-0.00512175j 0.0301168+0.00548662j -0.0613366-0.00394946j 0.0281659-0.000666949j 0.0735922-0.000811757j 0.046136-0.00428854j 0.0638305+9.61484e-06j -0.0777884+0.00186053j 0.0292648-0.00720245j -0.141947+0.0155087j 0.0350033-0.0131444j 0.0976795-0.00450352j -0.226145-0.00883229j 0.000646528-0.0010135j -0.10048+0.00336748j 0.0196286+0.00844791j -0.0184819+0.00654074j 0.180876+0.00074369j -0.0115369-0.00423824j 0.0500897-0.000556466j -0.0819605-0.00338112j 0.0109857+0.0130049j 0.000255975-0.00410499j 0.0145161-0.0170454j 0.104786-0.000270736j -0.00109733-0.00759771j -0.0466501+0.0170914j -0.0165072+0.00711768j -0.008369+0.0175077j 0.0159026-0.0301394j -0.0676392+0.0132157j 0.0378718+0.0119889j -0.102241+0.0365056j 0.0784594+0.0180019j 0.00546522-0.00296944j -0.028098+0.00637924j 0.0481169+0.088988j 0.369267+0.0133504j 
-0.0188203+0.0139486j 0.00372657+0.00624399j 0.0103306-0.00332841j 0.0044572+0.0216342j -0.00696968-0.0169482j 0.0116508-0.0403229j -0.00631374-0.0195391j 0.0177422-0.00707245j 0.0330762+0.0214232j 0.00778657-0.0204492j -0.00870475-0.0122068j -0.0484198-0.0183742j 0.00292156+0.0296351j -0.016062-0.0126462j -0.0687016-0.0010759j -0.0105535-0.000475587j 0.0580424+0.0343533j 0.0229542-0.0103063j 0.0484121+0.0181681j -0.0415611+0.00331119j 0.00343262-0.0385292j 0.0521135+0.0332435j 0.0789565-0.0244632j 0.0602961+0.068284j 0.0201632+0.0213396j 0.014381+0.0636057j 0.0135745+0.00227609j 0.0745936-0.0260539j -0.13521-0.0265857j 0.0352448-0.065405j 0.0919853-0.0370997j -0.0265542+0.0522633j -0.0159329-0.1032j 0.0408439-0.00283685j 0.049018+0.0185267j -0.0194954+0.055906j -0.0812328+0.00250036j -0.0372958-0.0897456j -0.0247113+0.0126713j -0.0527513+0.00921442j -0.0350224-0.0246089j 0.00813992-0.0367295j -0.0075189+0.0159863j 0.0629246-0.00616153j -0.0380161+0.0281838j -0.027761+0.0109339j -0.0266927-0.00275876j -0.0739279-0.0293266j 0.0861952-0.00151445j -0.030172+0.00192877j -0.0505867-0.00534006j -0.0188253-0.0104386j 0.0157352+0.0129625j 0.0622139+0.0103376j -0.00353686+0.000664954j -0.0160824+0.00859889j 0.0695739-0.00321645j 0.0186616-0.00613362j 0.041936+0.00240222j 0.0185641-0.0127229j 0.0558666-0.0195317j -0.0115176+0.0100382j -0.0216984-0.00228059j 0.0771983-0.019215j -0.046747+0.00277244j -0.0980273-0.00792399j 0.0418717+0.00591614j -0.0479603+0.00448254j -0.0253225-0.0067104j -0.032113+0.0102794j 0.00545464+0.0186365j 0.0242274+0.00965025j 0.0225511+0.00193969j -0.0245674-0.00821992j -0.0182702+0.00147284j 0.00334317-0.00101825j 0.0541131-0.00606916j 0.0464493-0.00985918j -0.00539528+0.0306456j -0.031752-0.0247031j -0.0671308+0.0310687j 0.00535446+0.0186296j 0.014809+0.0243675j 0.00751055+0.00718484j 0.0174217-0.0135431j -0.00906544-0.0100394j -0.0337644-0.0328218j -0.0546743-0.0236949j 0.0219666-0.00320661j -0.00145043+0.0446038j 0.00392799-0.0533618j -0.0522172-0.0107582j -0.00983708+0.00701245j -0.0675052+0.00975759j 0.00849021-0.0317911j 
0.00714643+0.00474218j 0.0050225+0.00564151j -0.031872-0.00467105j -0.0158234-0.00363233j 0.0104336+0.00302377j 0.0021623-0.0292904j 0.00127687+0.00922479j 0.0284117+0.000360613j 0.0424958+0.0188208j -0.0746018-0.0333192j -0.0451559+0.000178743j -0.0613586-0.0376408j 0.112338-0.00913023j -0.00457088-0.0246926j -0.108542-0.0138227j -0.0875512+0.0080659j -0.0314459+0.0261688j -0.107132+0.018063j -0.0237142+0.0108758j -0.0334324+0.0340137j -0.0422371+0.0133659j 0.0911887+0.0140868j 0.0352999+0.0101236j -0.0821988+0.00805596j 0.0502517-0.0306354j 0.0164094+0.0175707j 0.00725713+0.0232741j 0.0550157+2.88835e-05j -0.0054344+0.0186581j -0.0887894-0.0607029j -0.0272945+0.0430594j 0.0100025-0.0494134j -0.0522279+0.0100919j 0.0227175-0.0351197j -0.0298827-0.02612j -0.0150264+0.048753j 0.00667267-0.00293097j -0.0433984-0.00497827j 0.0101205+0.0409162j 0.0450916+0.0123549j -0.0141186-0.0108045j 0.0179656+0.0376721j -0.0566105+0.0191715j 0.105807+0.024224j 0.00011783+0.0174676j 0.0410531+0.0184525j -0.0585791-0.0013426j 0.0610644-0.0103996j 0.0936424-0.000769445j 0.00285855+0.00661604j 0.0552219+0.00775709j 0.0175839-0.00402108j -0.0628215+0.015064j -0.0800026-0.0159003j 0.0350138+0.00315331j 0.134911+0.00129119j 0.0833914+0.00647332j 0.0028544-0.00728493j 0.00499689+0.0154738j 0.0723114+0.000420101j -0.00777676-0.00130278j -0.019614-0.00153402j -0.0272601-0.00121004j -0.0180708+0.0142643j 0.052918+0.005137j 0.0228781-0.00333751j 0.0267707+0.016539j 0.0112353-0.0141788j 0.0113407-0.0177678j 0.0929226-0.0107867j 0.0554057-0.00370949j 0.0270376+0.0174668j 0.000280638-0.0128703j 0.0571938-0.00329211j -0.0289733+0.00372264j 0.00142148-0.018047j -0.035043-0.00500006j 0.0231182+0.0149817j -0.00903124+0.00354441j -0.0222078-0.0054662j 0.0077063-0.0145905j -0.0514842+0.00296445j -0.0389936-0.006395j 0.0540608+0.0146754j 0.00651993-0.00800634j -0.00680441+0.00813537j -0.0363437-0.00424215j 0.00932144+0.000560794j 0.00957037+0.00150481j 0.0294159+0.0276888j -0.0259766-0.00351906j 0.0188252+0.00559763j 0.0833149-0.000704085j 0.00295045-0.0106751j -0.0347678+0.0082373j 
0.00241359-0.00334676j -0.0147635-0.0111758j 0.033824-0.0087416j 0.0138304+0.00998331j 0.00176025+0.0141612j -0.0268733-0.00153785j 0.00604173+0.000741917j -0.0405252-0.0116975j 0.026149+0.0442945j 0.0148646-0.0480923j 0.0724439-0.0676411j -0.0779008-0.0104815j 0.0174774+0.041857j -0.041089-0.0123733j -0.0718095-0.0936315j 0.0770867-0.014782j 0.0191479-0.0234207j 0.0587638-0.0422553j 0.0588283-0.0240792j 0.0527285+0.00925825j 0.0394672+0.00353576j 0.0212+0.0763414j 0.0395933+0.0594631j 0.0375773-0.0883856j -0.00858092-0.0177724j -0.019317-0.00804265j -0.0756565-0.0020931j -0.0390562-0.0828653j 0.110682-0.00354222j -0.0422185-0.0599937j -0.0655704+0.00630988j 0.0219595-0.0133057j -0.00281993+0.0211869j 0.0192694-0.0515678j 0.0170589-0.0267153j -0.00992911+0.00796723j 0.101166+0.0171322j 0.00209236-0.0129728j 0.0187208+0.0371035j 0.0470573+0.0478212j -0.0109685+0.0548564j 0.0433459+0.0843978j 0.0360895-0.019719j -0.0517325+0.0157063j 0.0516185+0.0326877j -0.0331895-0.00129719j -0.0142589-0.010012j -0.00695591+0.0176974j -0.0298837-0.00294927j 0.0244449+0.020668j 0.0300863+0.00445146j -0.0354707+0.00421164j -0.0320258+0.0174475j -0.048205-0.0243151j 0.0424465-0.0104095j -0.0746073+0.00926395j -0.0278614-0.00572679j 0.00109142+0.00435617j -0.0327126+0.0226622j 0.00298103+0.000531862j 0.0678535-0.00653077j -0.0116609-0.0139854j 0.0220163-8.26675e-06j 0.0322859-0.00497287j -0.0215024-0.013966j 8.04583e-05-0.023269j -0.0311918+0.0133199j 0.0315307-0.000632733j -0.0380404+0.00884358j 0.0957989-0.00984891j 0.0231339+0.0242934j -0.0188009+0.0185106j -0.0265928+0.0315022j -0.0148596+0.0200827j -0.0605951-0.00528084j 0.0041312+0.0278843j 0.004205+0.00399502j 0.0224423-0.00526904j -0.0374547+0.0147946j -0.00235062-0.00286312j 0.0371833-0.0149322j 0.00232671+0.0091087j 0.0275264-0.00777358j -0.0283919+0.00593997j -0.060836-0.0178292j 0.0155173+0.022349j -0.0187932+0.0123169j 0.000441113-0.00146731j 0.00243195-0.00903795j 0.0253756-0.00377138j -0.017513+0.000957946j 0.0417652-0.0239498j -0.0339202-0.0041096j 0.043801-0.0230954j -0.0237998+0.0174062j 
0.00457249-0.000434159j -0.00884705-0.00726407j 0.0451702-0.000400361j 0.018622+0.0182103j -0.00751088+0.00910834j -0.0079474-0.00214411j 0.010431-0.0290625j 0.0214644-0.0134026j 0.00867096-0.0013918j 0.0259304-0.027057j -0.0556876-0.00736156j 0.0821033-0.0192185j -0.0564254+0.0756115j 0.00138712+0.028091j 0.116565-0.0704578j -0.0164147+0.036359j 0.00388396-0.0194426j -0.15054+0.00334086j 0.037844-0.0239175j -0.0313918-0.0224708j -0.0360781-0.064206j -0.0779756+0.0130371j -0.0471702+0.0126583j -0.0357708+0.0337248j -0.00065703+0.020816j -0.0408123-0.0177462j 0.0668007+0.00959007j 0.076265-0.052733j -0.105153-0.0216807j 0.0569083-0.0177668j 0.0933459-0.052305j -0.062075+0.0581974j 0.0312485-0.0325212j -0.0360224+0.000311943j -0.021081+0.0157057j 0.00896679-0.0215431j -0.0427903-0.0122957j 0.0398438-0.0243073j -0.0421752-0.0390008j 0.00646496+0.0109172j -0.0487486+0.00528515j -0.0255449-0.00135398j 0.0261416-0.0120639j 0.099609-0.0170443j 0.0952377+0.0262151j -0.0409215+0.0192303j 0.0588108-0.00747449j 0.0881792-0.00157394j 0.0414969-0.00243592j -0.00726071+0.010118j 0.0678311-0.0118788j -0.0392403-0.00486776j -0.0678428+0.0137689j -0.048812+0.00967582j 0.0330127-0.00901715j 0.0360073-0.00322495j -0.0194839+0.0132032j -0.000819713+0.00851196j 0.0272256+0.0152303j -0.0110184+0.0060765j 0.00678523-0.0148824j 0.030766-0.0168737j 0.0349091+0.00377142j -0.00264166-0.00128105j 0.010926-0.00597942j 0.0724056-0.0132089j -0.0909919+0.00451116j 0.0447553-0.0209126j 0.0385156-0.00686166j 0.0695726+0.000902274j -0.00177376+0.00427575j -0.0334923-0.0100794j -0.0539526-0.0169252j 0.00125327+0.00442377j -0.0293835-0.0145789j 0.0188982-0.0186461j 0.0116006+0.0181448j 0.0231835-0.0049268j -0.0302261+0.0085326j 0.0358066+0.00639704j 0.0819992+0.0290709j 0.0133891+0.00111109j 0.0278091-0.0221814j 0.0175413+0.0109171j 0.0182051-0.0107615j -0.0287451+0.0240344j 0.0318973-0.016269j -0.0245261-0.000368631j -0.00831935-0.0155149j 0.0299783-0.016304j 0.0246673+0.0303056j 0.00968566-0.00476283j 0.0360019-0.0083213j 0.0665366-0.00610834j -0.0422164+0.0159785j 
-0.00584048-0.00536681j -0.0112848+0.00881532j -0.00971794-0.0180062j -0.00519644+0.0197895j 0.0374463+0.0463913j -0.00195389+0.000140094j -0.0124644+0.000772952j -0.0129893-0.0273907j 0.00280316+0.0387828j 0.009708-0.0562037j -0.0496198-0.0065378j 0.0296519-0.0709975j -0.0372161+0.0416467j 0.00352618-0.00558557j 0.00861147-0.157435j 0.0246466+0.0610302j -0.00340892-0.0124127j 0.00366261+0.0683396j -0.0512981+0.0030949j -0.0258751+0.0436973j -0.00525825-0.0116375j -0.0488035+0.031172j 0.0523726+0.0489031j 0.0223632-0.0284696j -0.0271489-0.0830747j -0.0514052-0.00349974j 0.0307772+0.0236943j -0.0653586-0.0227662j 0.0287805+0.106522j -0.0187798-0.149148j 0.0569778-0.0589587j 0.0145392+0.00512894j 0.0208728-0.0345191j -0.0124269+0.0182825j -0.00554795-0.0225399j 0.0213774+0.0267237j -0.0613626+0.00221298j 0.0485402-0.0497363j -0.0064178+0.0297985j -0.0352474+0.0395311j 0.0155987+0.0686823j 0.0103681+0.10741j 0.0117537-0.0282915j -0.0470179+0.0042839j 0.00367527+0.0183481j 0.0527392-0.0302609j -0.027717-0.0263758j -0.00209062+0.00503725j -0.0089795-0.000700822j 0.0430922+0.0188166j -0.0113395-0.0269211j 0.0262183+0.0228533j 0.0764257+0.0310442j -0.00209691-0.0141424j -0.0758708-0.00284337j -0.0387554+0.00148809j -0.0174808-0.00191629j -0.0120087-0.00150523j 0.0420828+0.00331627j -0.0707456+0.0103377j -0.0481941-0.0129814j -0.0322442+0.00641409j 0.0215705-0.00480379j 0.0123446-0.0116313j 0.0211797-0.0104425j -0.0395187-0.00665412j 0.0467856+0.00641624j -0.026032-0.0197867j -0.0217996+0.0012681j -0.0342516+0.00398786j -0.0432506-0.00715438j 0.0513666+0.00997759j 0.0382096+0.0137547j -0.0188645+0.00150071j 0.0685241+0.0252507j 0.0151485+0.00595651j 0.0030205+0.0033513j 0.000646606+0.00266172j 0.00962519-0.0314017j 0.0194924-0.0124982j -0.0494769-0.000332849j -0.0154406-0.0204184j 0.00541539-0.0240911j -0.0233537+0.0215962j -0.00333941-0.0386247j -0.0072333+0.0331023j -0.0418975+0.000135513j 0.0212221-0.0244981j 0.00661827-0.013322j -0.0254329+0.0116383j -0.0220667-0.0557956j -0.060566-0.0196653j -0.0368534+0.0136395j -0.0248477-0.0243864j 0.0065098-0.0272993j 
-0.00596984+0.00751333j -0.00463044-0.00184434j -0.00799097+0.0010362j 0.0202678+0.0153434j 0.027092+0.0252011j 0.00133162-0.00544983j -0.0285486-0.0101422j -0.0120164+0.00189638j 0.0287412+0.00693749j 0.0040271-0.0489934j -0.0374663+0.0346143j -0.00833202-0.0383156j -0.0109638+0.0702972j -0.0137053+0.0447964j -0.0100742-0.118711j 0.00375359-0.0343064j 0.0145899-0.0268727j -0.07909-0.0426463j -0.0189377-0.025411j -0.0408755+0.0138627j 0.069976+0.0138892j -0.0267496+0.0860202j -0.0178332-0.0210639j -0.0390434+0.0162168j 0.0255916+0.00544265j 0.0060061+0.0232412j -0.0772213-0.00850872j -0.111331-0.0839223j -0.0104244-0.0086632j 0.0175443+0.0742732j 0.0193182-0.0633907j -0.0475981+0.0476387j 0.0302478-0.0352305j -0.0529549+0.0226852j -0.0145688+0.0379954j -0.0334215-0.034658j 0.0401675+0.0435728j 0.0170003-0.0215066j -0.00259158-0.0109106j 0.0366867-0.0210191j -0.00258683-0.0174772j -0.021303-0.0432035j -0.0301873-0.00492065j -0.016156-0.0112844j 0.0237764+0.0140393j 0.0285004-0.0049148j 0.0689245+0.00188406j -0.00794113+0.0199346j 0.0204124-0.0059348j 0.0351876-0.0250861j 0.0127202-0.0181602j -0.0224633+0.0106509j 0.0374404+0.019732j -0.0535637+0.0103799j -0.00791491-0.00190807j 7.48779e-05-0.0113005j -0.0297685+0.0121732j -0.00167752+0.0192889j 0.0152688-0.00971269j -0.00405973-0.00377118j 0.0100372+0.00293291j -0.0384895-0.00626603j -0.00687129-0.00291342j 0.0213764-0.00830239j -0.0286793+0.00847499j -0.104406+0.00150384j 0.0796173-0.00409177j -0.0425706-0.0202033j -0.0267411+0.00100067j 0.0123968+0.01271j -0.0125549+0.0171673j -0.00640987-0.0205604j 0.0363929-0.031504j -0.00875123+0.0105645j -0.0346362+0.00461005j -0.0249945-0.0137j -0.00565635+0.0094352j 0.0379336-0.000816203j 0.0316321+0.0388179j -0.00245934+0.0284315j -0.0551151-0.0141685j -0.0297734+0.0223947j -0.0117278-0.00132017j 0.000762293+0.00743575j -0.0126818-0.0374765j 0.0284765-0.00227293j 0.0130434-0.0121202j 0.0191375+0.0104649j -0.00596385+0.00347722j -0.00764169+0.0288834j -0.0243474-0.00295029j -0.0647385-0.00146587j -0.0188323-0.00576925j -0.0204648+0.0258496j -0.037122-0.0113196j 
-0.00498345+0.0152921j -0.00385136-0.0106222j 0.00721573+0.0303421j 0.0264111+0.00187822j 0.0125105-0.0473185j -0.0187139-0.0198809j 0.0222614+0.00281268j -0.0217779-0.0148452j 0.0493721-0.0305032j -0.0222496+0.0783478j 0.0103273+0.100221j -0.0606483+0.0571677j 0.0226439-0.0606279j -0.0117213+0.00831146j -0.086995+0.181904j 0.0315038+0.0587126j -0.0180063+0.0376665j 0.00616515+0.115415j 0.0183145+0.0316385j 0.00837257-0.0097293j 0.00744407-0.0694187j -0.0312177-0.13604j 0.042964-0.111203j -0.00561779+0.0393594j 0.019317+0.034228j -0.0337886-0.0381314j -0.0708325+0.0038437j -0.0768509+0.213801j 0.0869022+0.0243847j -0.056227+0.00539295j -0.0435189-0.0657819j 0.0429531+0.0568609j -0.00089286-0.0631796j -0.0165748+0.127124j 0.0265226+0.0265069j -0.0105778+0.0032622j 0.0272361-0.0270194j -0.0142499-0.0255345j -0.0234703-0.0680278j 0.0576257-0.0173222j 0.0412914-0.000451709j 0.0297474-0.0778445j -0.00704162-0.0182229j -0.0801191-0.0275232j 0.0628223-0.0346063j 0.0104442-0.0343197j 0.00583028+0.0127311j -0.0291358-0.0629608j -0.0285224+0.00101467j 0.0353803-0.0165248j -0.00529137-0.0159294j -0.0203872-0.00573927j 0.00158914-0.0356608j -0.0403894+0.0437571j 0.0107115+0.00423321j -0.0660524-0.00480794j -0.0524576+0.00513302j 0.014731+0.00540654j 0.01404-0.0316212j -0.00280377-0.00400084j -0.0089201+0.00660172j -0.0119292-0.00114655j 0.0262063+0.00223378j -0.0216931-0.00609034j -0.00197521+0.0208038j 0.00440104+0.0235547j 0.00467035-0.00468061j -0.0100256+0.0226468j -0.00601744-0.0175134j 0.0727637+0.00126231j -0.0137919-0.0353122j 0.00702362-0.00905997j 0.00384536+0.0122942j -0.0202539-0.0332869j -0.0252465-0.00802341j 0.0202484-0.0247685j 0.000392626-0.00127561j 0.0129096-0.0183423j -0.0115905-0.0159442j 0.0209452-0.0300513j 0.0173927+0.0368857j -0.0377515-0.0211285j 0.016877+0.0307278j -0.00593566-0.00655495j -0.0131943-0.0245149j 0.00998749-0.0380752j -0.0316957+0.00793098j 0.0123009+0.0215779j -0.00104852+0.0112454j -0.00648799+0.0341604j 0.00795905+0.0471752j 0.020394+0.0299862j 0.00613303+0.00571417j 0.0258039+0.0429174j -0.0405306-0.00923615j 
0.001777+0.00863939j 0.0174745-0.0114752j -0.000579678+0.0203427j 0.0190367+0.000370153j 0.000888848-0.0288618j 0.0025458+0.0178045j -0.00326958+0.0225839j 0.00714967-0.0186536j 0.00160135+0.00159223j 0.0618694-0.00473438j 0.0390857+0.0577411j 0.124171+0.000176986j -0.0990976-0.000321479j -0.0805538-0.0255226j 0.136026-0.0177089j 0.0405022+0.000369906j 0.0345468-0.0152492j 0.0344088+0.0890164j 0.0172787+0.0424275j 0.0182628+0.049894j 0.000721232+0.0292592j -0.0634138-0.00153817j -0.0309084-0.035705j 0.027035-0.0902511j -0.00639823+0.00179499j -0.0385894+0.0205673j 0.0220033-0.115808j 0.0706158+0.0165536j 0.0557121+0.0179989j 0.0949503+0.0681566j 0.0326453-0.0409506j -0.0622473-0.00446794j 0.00798807+0.0336754j 0.0742321+0.0303241j -0.00300656+0.00504671j 0.0140426-0.0272388j 0.00789043+0.068536j 0.00895383-0.00193764j 0.00936623+0.0195378j -0.0510136-0.00921912j -0.0203673+0.0126169j -0.103304-0.00745012j -0.0325188-0.00939492j 0.0147325-0.0256149j -0.0289359-0.0580277j -0.129511-0.0562893j 0.016373+0.0140614j 0.0059021-0.0126124j 0.00110037-0.0114172j -0.00977103-0.0203785j 0.0273535+0.00470213j 0.0206445+0.0057828j -0.00874148-0.0243564j -0.0538706+0.000448885j -0.0101624+0.00615219j 0.0358726+0.00681944j 0.00322329+0.0032975j -0.00952072+0.00487059j 0.00826218-0.019413j 0.0053388+0.0118011j 0.0100379+0.00321385j -0.0378969+0.0115442j 0.0181934-0.00813897j -0.00815868-0.0271582j 0.0213455-0.00611197j -0.0354289+0.0283907j 0.0736268+0.00179481j 0.00264534+0.00131206j -0.0664186-0.0049522j 0.0705929-0.00911231j -0.0182591-0.00241562j 0.0412439-0.0172337j 0.00880905+0.00773277j 0.0384362+0.00876371j -0.0979688-0.0104861j -0.00682077-0.00836565j -0.0367609+0.0149215j 0.00689643-0.0238835j -0.00346396-0.00757976j 0.0221744+0.0240986j 0.0335562-0.0183279j -0.0682725-0.0180071j 0.00143674-0.0258133j 0.00299687+0.00730395j -0.0399224-0.000536538j -0.00744455-0.0180238j 0.00970494-0.00329434j -0.0324236+0.00558681j -0.0460578+0.0125717j 0.0352443+0.0472844j 0.020447+0.0320621j -0.0326771+0.0155139j 0.0118898+0.0316643j -0.0414714+0.0478753j -0.0521241-0.00986999j 
0.00161583+0.00755061j -0.00289766-0.00286743j 0.00827934+0.0281937j 0.0295746-0.00019393j 0.0163147-0.0192079j -0.014373-0.0347174j 0.0073575+0.0263863j -0.0214247+0.00916084j 0.0031059-0.00218076j -0.00241+0.0382259j 0.0346078+0.0848889j -0.0707333+0.0153007j -0.0303099-0.0646018j -0.0289228-0.0157651j -0.0605161+0.036032j 0.0372908-0.0731636j 0.0280747+0.0164298j -0.0138102+0.02177j 0.0494679+0.0428647j 0.0243614+0.0566841j 0.0491135+0.0724492j -0.0381811+0.0624273j 0.0537851-0.0142151j 0.0267835+0.0236355j -0.0349564-0.0277667j -0.0243653-0.000586012j 0.0325463+0.100869j -0.0714648+0.046697j -0.0384291-0.000370328j -0.0163178+0.0659699j 0.143322+0.0668672j -0.0739574-0.0569795j 0.0927028+0.0276975j -0.106138-0.0130624j 0.0459687-0.0186937j 0.0346092+0.0196002j -0.0400844+0.012281j 0.0621363+0.0208871j 0.0329542+0.0808264j -0.0538424-0.081002j -0.0326743-0.0905724j 0.0488539-0.117138j 0.0595088+0.0433608j -0.0119259+0.0150057j 0.0400388-0.0459101j 0.093066+0.0163161j -0.0253238+0.00924317j -0.0115198-0.00410949j -0.0137062+0.0190801j 0.0143024-0.0417468j -0.014115+0.00927677j -0.0450059-0.0145329j -0.0199852-0.0291784j -0.048661+0.018443j 0.00770289+0.0170837j -0.0644221+0.0154301j -0.0119056-0.00202464j -0.0264752-0.0143761j 0.0236211-0.0196852j -0.00226901+0.0084638j 0.00905429-0.00331502j -0.00664488+0.0293148j 0.00406087-0.00870092j -0.0120688-0.00940635j 0.00517519+0.0145443j 0.0520318+0.0356596j -0.0388189+0.00779203j -0.00130778-4.44872e-05j -0.0129656-0.0131535j 0.0310012-0.0126323j -0.0302623-0.0171765j 0.0452637+0.0101963j -0.0100706-0.0314488j 0.0137408+0.0132256j 0.0155585+0.018314j 0.00358187+0.000384376j 0.0218679-0.0454539j 0.0240304+0.0406966j 0.0213601-0.00582424j 0.0103987+0.0231577j 0.000454176+8.39956e-05j 0.00984209+0.00601948j 0.00872301+0.0249283j -0.0381861-0.0209915j 1.0877e-05+0.0021035j -0.00397344-0.035427j -0.0282574+0.000696295j -0.015598+0.00205069j -0.0168903+0.0103233j -0.0187701+0.0132015j 0.00445766+0.00798491j -0.0149067+0.0354684j 0.0262333+0.00052741j 0.0272265+0.01417j -0.0233284+0.00346367j 
-0.0008296+0.00476434j 0.00637255-0.0117807j 0.0202582-0.00798512j 0.00102015+0.000326244j -0.00732006-0.0252226j -0.0108673+0.0141828j -0.0118321+3.19719e-05j -0.0344624-0.0178824j 0.0158426+0.0275949j -0.0053649-0.0506674j 0.0604427-0.0403772j 0.00260524-0.00161164j 0.00860292+0.0180505j -0.0275332+0.00462601j 0.0204753+0.00259904j 0.0243653-0.057756j 0.00817392-0.0187125j 0.0066921-0.0379764j -0.0232991-0.0184086j 0.0220609+0.031333j 0.047639-0.0138281j 0.00943785+0.0381818j 0.0165135-0.0280129j 0.0209117-0.0158197j 0.0132728-0.00262016j 0.0280771+0.0529764j 0.0389095-0.00399365j 0.00588226+0.0799612j -0.0384739-0.0754685j 0.0197031+0.0307405j 0.0416267-0.0423131j 0.0217974+0.0404112j -0.00118973-0.0603661j 0.00334715+0.0406052j 0.0737677+0.00958163j 0.0291752+0.012919j 0.0192859+0.0256354j -0.0120207-0.0337985j -0.0217025-0.0133738j -0.0196018+0.0263517j -0.0183441+0.0103804j 0.0251534-0.0235573j 0.0687692+0.0120693j -0.0321845-0.00988362j -0.0127568-0.00104766j 0.0110859-0.0127918j -0.0190337+0.0122709j -0.0101594-0.0385906j -0.0197887+0.00679733j 0.0165852-0.0180538j 0.00663826-0.00450857j -0.0272785-0.00520792j -0.039602-0.0195834j 0.0018542+0.0200419j 0.0342722-0.0156192j -0.0167147+0.0172521j -0.020743-0.00475125j 0.0119396+0.00632983j -0.028691-0.00587799j 0.0242643+0.00896714j 0.035285+0.0171318j -0.00419518+0.0129631j -0.024026+0.000334433j 0.0202379-0.0411423j -0.0320695+0.00480049j -0.001847-0.0103449j -0.0281082-0.0092561j 0.0120557+0.0061271j -0.00524092-0.00101037j 0.0277161+0.00816555j 0.0216525+0.0351898j -0.00245034+0.0067031j -0.0189922+0.00602229j -0.00847423-0.00687047j -0.0103402-0.00094091j -0.00692748-0.0102822j 0.0231668+0.000505165j 0.00754915-0.00374335j 0.0136125-0.00217316j -0.00147765+0.00742961j 0.0205099+0.000411135j 0.013768-0.0079896j 0.024717+0.0108408j 0.00190489-0.00325742j -0.00416578-0.00295694j 0.00857544-0.0124376j 0.0148106+0.00242918j 0.00117357+0.00849237j 0.0185492-0.00477596j 0.0139933+0.021593j 0.0191229+0.0170484j 0.00865022+0.0108405j 0.011531-0.00358241j 0.00821871+0.0145692j -0.00968846-0.0064895j 
