-0.045262+0.00115191j -0.0275697-0.000442579j 0.0231696+0.00116568j -0.0673494-0.000637645j 0.0152595-0.00698031j 0.00583431-0.00962987j 0.0368249+0.00159294j -0.0122158+0.000321703j -0.108103+0.00171765j -0.0132387-0.00900624j -0.0148547+0.00315392j 0.00135792-0.0054442j 0.027683+0.00910211j 0.0557818-0.00134035j 0.0201976+0.000358137j -0.0111007+0.00252378j -0.0766474+0.00457204j -0.0298245-0.00909779j -0.0139418+0.00786262j 0.0278939+0.00140022j -0.0292429-0.00746423j -0.0274692-0.00016898j -0.0582262-7.65026e-05j -0.00248147+0.00035264j -0.00225899+0.00363095j 0.0266187-0.00941788j -0.00481626+0.00698244j -0.00940216-0.0121862j 0.026569-0.00397327j -0.00336748-0.0170124j 0.00181146+0.00729273j 0.00999749-0.00847965j 0.0478212-0.00353087j -0.0343215-0.0140979j -0.0202432-0.00694655j -0.0052639+0.0133951j -0.0299101-0.00582799j 0.0409675-0.00640572j 0.0266518+0.00541388j -0.00596405+0.00580965j -0.0331947-0.00211853j 0.043968+0.00998289j 0.0699151+0.00556643j 0.0395565+0.00398133j -0.020027+0.0119927j -0.0130177+0.00252432j -0.0831277+0.00269158j 0.0147818+0.000605538j 0.0131904-0.00340026j -0.00392425+0.000633325j -0.034119-0.000110077j 0.0559492-0.00419412j 0.146652+0.0027976j 0.13462-0.00175317j 0.00714465-0.00553016j -0.0792423-0.00459104j -0.0553185+0.00530496j 0.00972924-0.00512175j 0.0301168+0.00548662j -0.0613366-0.00394946j 0.0281659-0.000666949j 0.0735922-0.000811757j 0.046136-0.00428854j 0.0638305+9.61484e-06j -0.0777884+0.00186053j 0.0292648-0.00720245j -0.141947+0.0155087j 0.0350033-0.0131444j 0.0976795-0.00450352j -0.226145-0.00883229j 0.000646528-0.0010135j -0.10048+0.00336748j 0.0196286+0.00844791j -0.0184819+0.00654074j 0.180876+0.00074369j -0.0115369-0.00423824j 0.0500897-0.000556466j -0.0819605-0.00338112j 0.0109857+0.0130049j 0.000255975-0.00410499j 0.0145161-0.0170454j 0.104786-0.000270736j -0.00109733-0.00759771j -0.0466501+0.0170914j -0.0165072+0.00711768j -0.008369+0.0175077j 0.0159026-0.0301394j -0.0676392+0.0132157j 0.0378718+0.0119889j -0.102241+0.0365056j 0.0784594+0.0180019j 0.00546522-0.00296944j -0.028098+0.00637924j 0.0481169+0.088988j 0.369267+0.0133504j 
0.109113+0.00484627j 0.115552+0.0210597j 0.0817666-0.00603555j 0.110381-0.00670508j -0.0737567-0.0415707j -0.0873595+0.0474139j 0.0200909+0.018351j -0.0566684+0.0254532j 0.0400053+0.0154526j 0.175392-0.0185399j 0.028711+0.0193192j -0.0765212-0.025497j 0.10956+0.00962123j -0.00386818-0.0123233j 0.112688-0.00817663j -0.0256895+0.0115075j -0.104561+0.00678554j -0.095088-0.0157861j -0.0109563-0.00505466j -0.0430909+0.00250916j -0.0697741-0.0485803j -0.00160054-0.0105442j 0.058002-0.0179578j 0.0577267-0.0163853j -0.141364+0.0183379j -0.00532851-0.000168677j -0.0647719+0.0170985j -0.0247796-0.0218478j -0.00732016+0.00859696j -0.0808212-0.0159138j 0.0535098-0.00147921j -0.0645027-0.0100687j -0.0187663+0.00303759j 0.0196094+0.0198992j 0.0646139+0.00374205j -0.0546218+0.00395352j 0.0344873-0.00884036j 0.118039+0.00221787j 0.0554337+0.00059438j -0.00448831-0.00862758j -0.0285209-0.0164063j -0.00252172-0.00469599j -0.0322616+0.00338744j -0.0138116+0.0025007j -0.0379659-0.00372639j -0.118077+0.00140842j -0.029287-0.0209085j -0.0598143+0.00327476j 0.0578743-0.00855458j -0.00254901+0.00433535j -0.0762957-0.0103518j 0.031375+0.00326334j 0.0834251-0.00553804j -0.0110634+0.00121553j -0.0401323-0.00418887j 0.00512363+0.0100836j 0.0303762-0.000103434j -3.25253e-05+0.000567271j 0.0064963+0.00203241j -0.047339-0.0138677j -0.0262613-0.00311344j 0.0105386-0.00115841j -0.00515196-0.00464977j -0.00907993-0.00637454j -0.0223547-0.00911476j -0.0102195-0.000489823j -0.0119004+0.0043976j -0.00619412+0.000388145j -0.000439996-0.000418029j 0.00604288-0.00421507j -0.017114+0.00699105j 0.0153439+0.00295491j -0.0256952-0.005683j -0.0172239-0.0100713j -0.0102187-0.00284914j 0.0226511+0.00425595j -0.000680244-0.00755839j 0.0326544-0.000233828j -0.0263151+0.00480177j 0.0137024-0.0022382j 0.0189514-0.00453674j 0.0303202-0.00138626j -0.0133076+0.00679286j -0.00190364+0.00815992j 0.0129825+0.00562628j -0.000405056+0.00840087j 0.0334842-0.00898051j 0.0263491+0.00487028j -0.0227541+0.00190058j 0.00104199+0.00466559j -0.00948691-0.00305824j 0.00489823-0.00236275j -0.0153541+0.00699436j -0.0113574-0.00545072j -0.0307352+0.000952549j 
-0.0211963-0.00563425j -0.08836-0.00653249j 0.0364121-0.0141297j -0.0726191-0.018297j 0.0394949+0.00210686j 0.0826121-0.00378433j -0.0120123+0.0491121j 0.0897375-0.00208887j -0.313726-0.0281323j 0.0279671+0.00833909j 0.0252249+0.051425j -0.0190584+0.0352127j -0.0499534+0.00574499j 0.0733163-0.00155769j -0.00280499-0.00998259j -0.0508763+0.00998673j 0.139253-0.00886478j 0.00479004-0.00671763j -0.0706427+0.0273002j -0.0524487-0.00436807j 0.0498671-0.00214576j 0.0663086+0.00101325j 0.0311705+0.0152281j 0.0844598-0.0110484j -0.0260383+0.0199119j 0.0368654-0.00213828j 0.0160329+0.0194632j 0.0353649-0.0107938j 0.0398951-0.0293724j 0.0130146-0.0119683j 0.0271147-0.0168509j -0.00386795-0.0158453j 0.196932+0.000715407j 0.121631+0.025039j -0.104008+0.0376232j -0.0805841+0.00481471j -0.00896638-0.0116738j -0.0495949-0.000644578j 0.0167076+0.042513j 0.0887037-0.0030235j -0.0622528+0.00617615j 0.0426562+0.008885j -0.0980213-0.00208739j -0.108433+0.0245468j 0.0522395-0.0046412j -0.0257598-0.0072731j 0.0136714-0.0225277j 0.0117112+0.0165361j 0.012675-0.0458445j 0.0553436-0.0153074j -0.0307439-0.000972955j -0.0730406-0.0240862j -0.00359379-0.0230472j -0.101634-0.018683j 0.0223288-0.0198436j 0.0266583+0.0230335j -0.0317768+0.00977228j -0.000538365+0.00284906j -0.00795351+0.00352911j -0.0946481+0.0111619j -0.0419802-0.00983066j 0.0426624-0.00775117j -0.044369-0.0144697j -0.0205803-0.00452376j 0.0425661-0.00223363j 0.0161346-0.00526454j 0.000578775+0.00987603j -0.0303521-0.00726204j -0.0192555+0.0010482j 0.0217114-0.0116161j -0.037974+0.000783958j 0.0111149-0.00163832j -0.0286822-0.0158499j 0.0410566-0.0226533j -0.0125274-0.00222835j 0.0097159+0.00383001j -0.0049691-0.00330248j 0.0293336+0.0102186j 0.0126004+0.0114129j 0.00449704-0.00512547j -0.0281201-0.00566583j 0.0105677+0.0018684j -0.0328378+0.0192597j 0.00764633+0.0106646j 0.0206676+0.00578771j 0.0051664+0.0202648j 0.0156646-0.0191317j 0.0201352-0.00652658j -0.0162438+0.00127905j -0.00121619+0.00866648j 0.00370108+0.00104004j -0.0047861-0.00105888j -0.0185626-0.0055286j 0.00617238+0.00466238j -0.00252443-0.006843j 
-0.0924564-0.0133628j 0.0841206+0.000149568j -0.138724-0.0196524j -0.0379136+0.0306588j 0.102843-0.0459521j -0.0406627+0.0182834j -0.110641+0.00202238j 0.0760982+0.0145535j -0.0571384-0.022991j 0.082358+0.0609081j 0.0645969-0.0557798j 0.0419604-0.00429068j 0.00459032-0.0276008j -0.151926-0.00224875j -0.0753282+0.00621649j 0.0339759+0.0101488j 0.0480208-0.00815445j 0.000526853+0.0116787j -0.0168791+0.0190039j -0.0461127-0.0464729j -0.0325421+0.0165059j 0.00189128+0.00848321j 0.00116278+0.0379856j -0.0156662-0.013189j 0.10096-0.0270297j -0.0484132+0.0274041j 0.0510785+0.00517j 0.0290127-0.0113035j 0.0982398+0.0315947j 0.145757+0.0248284j -0.127744-0.0122389j -0.102731+0.000658706j -0.0396712+0.0152025j -0.0351978+0.0309324j 0.00470348+0.017531j 0.126132-0.0246331j -0.00245517-0.00065748j 0.036586+0.0183016j -0.0157684+0.0160472j -0.0213522-0.0213562j -0.0280729+0.00325167j 0.0853746-0.00598463j 0.0236743+0.00261982j 0.0664506+0.0144647j -0.0381889-0.021552j 0.0502138-0.0134463j 0.0374535-0.0219381j 0.104953+0.00863649j -0.0900647-0.0113669j -0.0177024-0.0140379j 0.0124753-0.00254464j 0.0239382-0.00129452j -0.0780218-0.0219178j 0.0719696-0.0049654j 0.0209027-0.0084524j 0.0288274+0.0143753j 0.0103679-0.00551605j -0.00521076+0.00689347j -0.0513714+0.00508079j 0.0593467+0.00773244j 0.00490331-0.00197091j 0.0272846+1.99871e-05j -0.0496672-0.00663515j -0.0168401+0.00302411j 0.00960274-0.00841102j 0.021849-0.00209739j -0.00718759-0.012212j -0.00755611+0.00706946j 0.0203401+0.00377312j -0.0477003-0.000542496j 0.0445303+0.000802507j -0.0278901-0.00549422j 0.0104458-0.00826256j -0.000872594-0.0054819j 0.00757681+0.00482612j -0.00945198+0.00427174j -0.0116347+0.00617422j -0.00338167+0.00756825j 0.0258832+0.0039522j 0.00991509+0.00113039j 0.000313531+0.00518082j -0.016622-0.00269177j 0.00405893+0.0057296j 0.0252999-0.0137408j 0.00509551-0.00655634j 0.0146067+0.0026268j 0.0082248-0.0103988j 0.0398801-0.0134186j -0.00137629+0.00335204j -0.00597938-0.0012282j 0.00970044+0.0124146j -0.000546673-0.000782689j 0.0440519-0.014333j -0.0276817+0.011219j 0.0279513+0.00358661j 
0.00561233+0.00448487j -0.0440796+0.00369259j 0.00249935-0.0099433j -0.0709796+0.00528863j 0.0405215+0.0161214j -0.105227+0.00100495j 0.0769752-0.00200299j 0.403409+0.00380517j 0.206804-0.0382939j 0.146844+0.0136337j 0.00672874+0.00816979j -0.0247094+0.0155531j -0.060336-0.00442694j 0.121455-0.00761612j -0.0261885-0.0102384j -0.0117652-0.0186301j 0.0676489-0.00293936j 0.0350056+0.00379542j 0.0632933+0.0146236j 0.0802712+0.00388574j -0.00682904-0.0104384j 0.0260083-0.0121672j -0.113318-0.00142455j -0.0354495-0.00443509j 0.0612608-0.000938707j 0.0731356+0.00610278j 0.0694363+0.0149553j -0.0719099-0.0200233j 0.0541614-0.00140396j -0.0581659-0.00985314j -0.000277702+0.00650685j 0.0946235-0.000571362j -0.0376406+0.00102417j -0.0935553+0.0177472j 0.0555073-0.00584363j -0.110253-0.00839627j -0.159452+0.00683103j 0.137849+0.0160103j 0.0934923+0.0111899j -0.00836172-0.00506874j 0.0335+0.0092117j 0.0545389+0.000349424j 0.11761+0.0183488j -0.0456501+0.0108723j -0.00515015-0.0325897j -0.0615247-0.0137704j 0.0949581-0.0269837j -0.00735704-0.0239145j -0.0783871-0.0210989j -0.0270027+0.00164278j -0.0799625+0.00627985j 0.0471511+0.0050239j 0.0132402-0.00893925j -0.00182848-0.00250285j -0.000483411+0.00749023j 0.0606056+0.0181774j 0.107962+0.00971949j 0.00425738-0.00977001j 0.0759548+0.011318j 0.0865075+0.00924524j -0.0232362+0.0178094j 0.0223264-0.00728816j 0.112161-0.013445j 0.0652603-0.0118717j 0.0738144-0.00936293j 0.00298247+0.0106339j -0.0187904-0.00510861j 0.0395696+0.00250051j -0.0351115+0.00437999j 0.0113227-0.000591005j 0.00581064+0.0113935j 0.0318571-0.000727787j -0.0122735-0.0117801j 0.0288769-0.0124957j -0.00493303-0.0155706j 0.0231603-0.00547972j 0.0200378-0.00545538j 0.00107141+0.012961j -0.0595507+0.0121704j -0.0242271+0.0054446j 0.00988719-0.00369882j 0.00823437-0.0074551j 0.00156957+0.0124654j 0.0408417+0.00095722j 0.0186536-0.000153234j -0.00422551+0.00680338j 0.0142308-0.00715733j -0.0252753+0.00100577j 0.0170213-0.00932051j -0.00751121+0.00630128j 0.000169279+0.00143012j 0.0278256-0.00648529j 0.013722-0.00487914j 0.00266491+0.001112j -0.0184437+0.0011681j 
0.0588932-0.0022455j 0.0430537+0.0111421j 0.0268713+0.0260532j 0.121384-0.0111081j 0.107008+0.0290127j 0.0490649+0.0252788j -0.204145-0.00423513j 0.221488-0.0572775j -0.154883+0.0160333j -0.0819285-0.0232058j 0.0459406-0.0113118j -0.0635-0.0139121j 0.0518525-0.00837081j -0.0125572-0.00557251j 0.0414973-0.0216818j 0.104294-0.0186919j -0.0410145+0.0309442j -0.168363-0.0337408j 0.056562+0.002965j -0.042779+0.00219457j 0.0277731-0.0176289j 0.0228919-0.00897374j 0.0445159-0.00701404j 0.0371813+0.0100418j 0.00811313-0.0167453j -0.0430983+0.00342743j -0.0477057-0.0177776j 0.0337262+0.00984773j 0.0906307+0.0444817j -0.0476866+0.00450651j 0.0215865+0.0179129j 0.141737+0.0110952j 0.0962356-0.0111787j 0.0971617-0.0329028j -0.0772423+0.00151025j 0.0423674-0.0133043j 0.0195408-0.0167243j 0.0794846+0.00612082j 0.018218+0.00378196j -0.045165+0.00628339j -0.0724292-0.00661504j 0.0885894-0.000421249j -0.00657967+0.000195071j 0.00797465-0.00515538j -0.0249188+0.00982842j 0.0116078-0.00586576j 0.134296+0.0199918j 0.0180975-0.000530189j -0.057527+0.0147729j -0.0577583-0.00105862j -0.0215917+0.00341273j -0.00407679-0.00129841j -0.0578519-0.00324642j 0.0503907-0.00470148j -0.0263506-0.00380381j 0.104703-0.00753631j 0.00491456-0.000372664j 0.0282862-0.00779653j 0.0354844+0.00703463j 0.107822-0.00772083j -0.0681587-0.0020831j 0.0162292+0.00811143j -0.0466259-0.00957089j -0.0163483+0.0013589j 0.0508453+0.00261838j -0.0267664-0.00182861j -0.00150997+0.00123269j -0.0265455-0.00696339j 0.0603731-0.00411133j -0.0526572-0.0101344j 0.00994705+0.00192936j -0.036534+0.003603j 0.0387503+0.00355321j 0.00194289+0.00472841j 0.0292171+0.00502195j -0.0217937-0.00507125j 0.033445+0.000328501j 0.0285192-0.000665749j -0.00645518+0.0171057j 0.0120244-5.38582e-05j 0.0118119+0.000573854j 0.0556636-0.0113714j 6.81139e-05-0.00259273j 0.0336468-0.013159j 0.0227504-0.0133223j -0.00840272-0.0032661j 0.0649597-0.0150763j 0.0238526-0.00124716j -0.0380477+0.00157148j 0.00132243-0.00988296j 0.00065549-0.00420455j 0.00503113-0.00857553j 0.0434311-0.00648117j -0.0322899-0.000354521j -0.00525711+0.0050663j 
0.0241314-0.00390029j -0.0341448+0.00992314j 0.0926143-0.0328976j -0.0711413-0.0277343j 0.139428-0.019986j 0.021288-0.0201338j -0.315151+0.018489j -0.072528+0.00671808j 0.0969678-0.0391958j 0.0933255+0.00824619j -0.0875824+0.0482531j 0.0363131+0.00882798j 0.0615902+0.0143287j -0.00656771+0.00849992j -0.143087-0.00705158j 0.144022-0.00344071j 0.114888-0.00873187j -0.124487-0.00589827j 0.0317212-0.00999357j 0.145476+0.0161286j 0.00538265-0.00510453j -0.0562345+0.00627806j 0.0616926-0.0101375j -0.0748378-0.00867204j 0.118868+0.0212715j 0.0217603-0.0149053j 0.0315061+0.00242508j 0.0407491+0.0101986j 0.0738932-0.0217733j -0.0137754+0.00174014j 0.00135177+0.00370196j -0.0673507+0.0139618j -0.0513855+0.000193365j 0.0112864-0.0221248j 0.0710007+0.0198942j 0.151345+0.0127062j 0.0820442+0.00595747j 0.0138888-0.0258949j -0.0881574+0.0139086j -0.0779919-0.00347973j 0.010469+0.0107155j -0.0116968+0.00639212j 0.0565091-0.0025726j 0.0552789+0.0133458j -0.0186185+0.00867858j -0.00542203-0.00826499j 0.13024-0.00639851j -0.0638829-0.00470482j 0.0638827-0.0130498j 0.00888115-0.0144653j 0.0167935-0.00581778j 0.0440653+0.00878218j -0.0388588-0.00724692j 0.0629128+0.00279093j -0.11462+0.00434101j -0.0172022+0.00646643j -0.0388411+0.00796705j 0.0215091+0.00256653j 0.0937429-0.00996542j -0.0519007+0.0041947j 0.0104439-0.00607922j 0.0315389+0.0135327j 0.00682843-0.00657673j 0.0465074-0.00637323j -0.0868972-0.00769261j -0.0378399-0.00255993j -0.0556893+0.0102329j 0.0437916-0.00484992j -0.00297208-0.00535946j 0.0469523+0.00759511j -0.0189873-0.00204225j 0.00786542+0.00303845j -0.0193295-0.00914209j 0.0153529-0.0053379j -0.0243337-0.0121855j 0.0037601+0.00479561j 0.0420903-0.012399j 0.039385+0.0087544j -0.0125163+0.000578199j 0.0103169+0.00721217j 0.0218759-0.000904143j 0.00413814+0.000499426j -0.00653037-0.00416117j -0.0121106+0.00877258j 0.0202203+0.00442003j -0.00505483+0.00966592j 0.00911815+0.00198803j -0.0185081+0.0189112j -0.0400415+0.00241459j 0.0107636+0.0130163j -0.00597583-0.00283539j -0.025106+0.00785232j -0.0511405+0.0062197j 0.0179679-0.00426024j -0.024712-0.0027414j 
-0.0190057+0.0658494j 0.161227+0.0171299j -0.131975-0.0477774j 0.140292-0.0311784j 0.0504767+0.0838127j 0.0716755-0.00611839j 0.0708568+0.0137862j -0.0309457-0.0028092j 0.127139-0.00741726j -0.0781881-0.00101537j 0.0860897-0.0103699j -0.0275294-0.0185241j -0.00723574-0.0245586j -0.123991-0.0111137j 0.0248171-0.0344544j -0.0383902-0.000151124j -0.103938-0.0222889j -0.0519495-0.0236735j -0.0170898-0.0199875j -0.132364+0.0122726j -0.064541+0.00775235j -0.0464988-0.0330811j 0.0323078-0.0192101j 0.0539554+0.00975851j -0.103228+0.00114973j -0.0661821+0.0111129j -0.0860339-0.00159056j 0.0219917+0.00607011j 0.0137512+0.0280669j 0.0150938-0.0054973j -0.051242+0.0122756j -0.0380525+0.00151181j -0.060005+0.0311282j -0.0663182+0.0437353j 0.00905132+0.0320317j 0.0753064-0.016632j 0.00794424-0.0102177j 0.0473065+0.0127459j 0.0218253+0.0257992j -0.0331102-0.0180471j -0.0516253+0.0129956j 0.0504695-0.00293674j 0.0174846-0.00656717j 0.0460188+0.0172228j -0.0519001-0.0222822j -0.0204192-0.0173712j -0.0301806-0.0344134j 0.0412296+0.0151062j -0.00230638-0.0189991j -0.0515987-0.0118308j -0.00767931-0.0149912j 0.0253712+0.00683335j 0.0192588-0.00494013j 0.0642873-0.0111033j 0.00711182-0.011956j -0.0270822+0.0083303j -0.0113454-0.00270665j -0.00788128+0.00335294j -0.0496168-0.00327771j -0.0158771+0.0149553j 0.0235127-0.00376973j -0.00805947+0.00490027j -0.00681212-0.00259608j 0.0119226+0.00153441j -0.039514-0.00908922j -0.00894088+0.000838299j 0.000936249-0.0105853j 0.00525934+0.00339102j 0.00838485+0.00284197j -0.00360513+0.000791549j 0.0136267-0.00534383j -0.0210444+0.000444374j -0.000981979-0.0147074j -0.0149293-0.00577661j -0.00905139-0.00486994j 0.0140944+0.00801318j -0.0293567+0.00226121j -0.000832673+0.011313j -0.0107338-0.00152234j 0.0226886-0.00524379j 0.0117964+0.000993614j -0.0140327-0.00893532j -0.0149124+0.000976258j -0.0208218+0.000712217j -0.00416049+0.00264312j 0.0145252+0.0181777j 0.00760819-0.00893343j 0.0252236-0.00191709j -0.00676598-0.00196865j 0.00141689-0.00114779j 0.00106923+0.0144365j -0.00657753-0.00557968j 0.00609753-0.00626572j -0.0156446+0.00255394j -0.00524076+0.00760904j 
-0.175154-0.00892317j 0.00632097+0.064794j -0.0552082+0.0296324j -0.157897-0.0479713j -0.0566453+0.00995193j 0.0585781+0.0777883j -0.0591698+0.0164049j 0.0342257-0.000775158j 0.0584077+0.00610344j 0.0119557-0.00984624j -0.0822977-0.0108771j -0.0199382+0.0318302j -0.10932-0.0148477j -0.0366658+0.0130991j -0.0299621-0.0295187j -0.00265398+0.0141501j 0.0548541-0.0111512j 0.141058-0.0037754j -0.00796286+0.00971572j -0.117137-0.0223886j -0.0144321+0.0285178j 0.022676-0.0190659j 0.0186044+0.0526842j -0.0638353+0.0007415j 0.0966998-0.0233036j 0.0126991+0.0203772j 0.0718544-0.054692j 0.0100927+0.0504109j -0.0105354-0.0320069j 0.132684-0.00324888j -0.144264-0.0306886j -0.0573931-0.00519403j -0.0704843-0.019162j -0.105999-0.0121795j -0.0632102-0.0057463j 0.00282619+0.00351954j -0.00804386-0.000102941j 0.00175906+0.0112431j 0.00030551+0.0121154j 0.0247683-0.00638667j -0.00323643-0.00713358j 0.0251966-0.00574135j 0.0476597-0.00953308j -0.000871136+0.00296972j 0.0390231+5.53036e-05j 0.00942843-0.00176782j 0.0141639+0.00530251j 0.0261999+0.00795649j -0.00256904-0.0150946j 0.0679347-0.00728687j 0.0214189-0.00662637j -0.00615778-0.0146778j -0.0462308-0.0131792j 0.0146613+0.00341842j -0.0142614-0.00736797j -0.0505024+0.00372856j -0.0135231+0.00371551j -0.00020103+0.00421365j -0.0308269-0.00954816j -0.0233505+0.00378942j 0.0280649-0.00421132j -0.00241177-0.00917711j 0.00084185+0.00341373j -0.00605529+0.00442039j -0.0148665+0.0102274j 0.028578+0.000452253j -0.00751223-0.0012705j 0.0136155+0.00209942j -0.0270289+0.0013725j 0.0144834+0.00485693j 0.0299919+0.00157019j 0.008958-0.00627466j -0.00534376+0.00828675j 0.00027669+0.00579272j -0.0183116+0.00350657j -0.00512384+0.00396889j 0.00346624+0.00786265j -0.0181705+0.000401758j 0.0169185-0.0102177j -0.00441127-0.000578397j -0.00202964-0.00243394j -0.0430255+0.00126845j 0.0203813-0.00473099j 0.00242381-0.00327287j -0.00238471+0.00879679j -0.00438537+0.00147013j -0.0360073+0.00319292j 0.0121955-0.00369173j 0.00623059+0.00327419j 0.00063488+0.00967747j 0.00297115+0.00842483j -0.0118859+0.00526006j -0.00215109-0.00749595j 0.00022483+0.00840126j 0.018588-0.00308878j 
-0.0755228-0.0191376j -0.0957981+0.0342291j -0.0483407-0.034487j 0.37936-0.0366427j 0.00432492-0.0279804j 0.0135058+0.0294672j 0.00735527-0.00693764j 0.0301975+0.00318229j 0.0514233-0.00810593j -0.190443-0.00931016j 0.0934088+0.0180309j -0.0437902-0.00223171j -0.10978+0.00828618j 0.00779959+0.0319388j 0.0428297+0.0433237j -0.0471748+0.00416728j -0.0814576-0.00103609j 0.0664286+0.0129213j 0.0718735+0.0168206j -0.110338-0.00797054j -0.0393751+0.0100438j 0.0359492+0.0219608j -0.0982917+0.0163366j -0.0209588-0.0140096j 0.102726-0.00501867j 0.0184255+0.00191316j 0.0499625+0.00855658j -0.0126034-0.00857356j -0.0346842-0.0227793j -0.0938457+0.0129741j 0.128836-0.0174654j 0.203987+0.00209731j 0.0725257+0.00512513j 0.0134729-0.00609167j -0.0391221+0.00306427j -0.00979763+0.00756299j 0.0896684+0.0112545j -0.0873544-0.0153964j 0.0285587-0.00448466j -0.0821541-0.00496279j 0.0241444-0.00396904j 0.0232794+0.00611918j -0.00800741+0.00234882j 0.0521643-0.00306882j 0.0641718-0.016493j 0.0400576-0.0118619j 0.0263666-0.00697762j -0.00633986-0.00962196j -0.00874266+0.00614323j -0.0644757-0.0078142j 0.0514074-0.00376362j -0.0157513+0.0110864j 0.0126984-0.0146564j 0.0494989+0.00486768j 0.00859641+0.00164989j -0.0336678+0.0120676j -0.0319518-0.00281297j 0.0236559+0.00796307j 0.005986-0.000834753j -0.0146658+0.00426087j 0.0242704-0.00161147j 0.033324-0.00839937j 0.0348353-0.00333224j 0.0678913-0.00677975j -0.033131-0.0113074j -0.0640955+0.00654976j 0.0153486-0.00480882j 0.027193+0.0055255j -0.00181568-0.00224834j 0.0577674+0.0102126j -0.0538255+0.00736882j 0.00252314-0.00340163j -0.0138812-0.00101503j 0.0232451-0.00285472j 0.0116536-0.0134745j 0.0123567+0.000273751j -0.00584851-0.00330194j 0.00855736+0.00220829j -0.0146996-0.00694992j 0.0053755+0.0107913j 0.0113723+0.00319338j 0.00903018-0.000159332j -0.0253517-0.00165936j -0.0455832+0.00186488j -0.0110249+0.00577757j -0.000993192+0.000972783j -0.00526686+0.00876194j -0.0369992+0.0116902j -0.0176346-3.28895e-05j 0.0156811+0.0137236j -0.0038336+0.00100076j -0.0259761+0.00957739j -0.0435639+0.00300102j 0.0292111-0.00218845j -0.0206244-0.00352365j 
0.0204155-0.0255977j -0.0607956-0.0120459j -0.448655+0.0451899j -0.0408201-0.042267j 0.00340784-0.0145055j 0.036614-0.0104586j 0.00254467-0.0070404j 0.00518455-0.00711036j 0.00805186+0.0184799j -0.0746671-0.0315478j -0.151767-0.00539645j 0.0194316-0.0152773j -0.0102265+0.00970257j -0.00431335-0.0172482j -0.0761804+0.011026j 0.0307538+0.00412981j 0.0394326-0.0184489j 0.059862+0.000485266j 0.0732951+0.014788j -0.0100078+0.00215476j 0.0130608+0.00626888j -0.0354293-0.000968379j -0.107689-0.0301875j 0.0588799+0.0155117j 0.0669633+0.0164922j -0.0531972-0.0265209j 0.0052779+0.0116704j -0.0154349-0.0161509j 0.0867689-0.0108938j 0.0543256-0.00879499j 0.125514+0.00337139j -0.0452282+0.00251163j -0.172477+0.00123859j 0.0102611+0.0141217j -0.0900061-0.00120662j 0.0397685+0.0118344j 0.0402343-0.00227733j 0.123595-0.00149451j -0.0076007+0.0168946j -0.0239287+0.00705232j 0.0255702+0.00911939j 0.0164693-0.000563557j -0.0407691+0.0102627j 0.0555945+0.00822339j 0.0407501+0.0134591j 0.0715352-0.0013835j -0.0765824-0.00270378j 0.106689-0.00609721j -0.172065-0.00536994j -0.105726+0.00537534j 0.00721087+0.00613766j -0.0255363-0.00864492j -0.0153437-0.00100445j 0.073203-0.00852978j 0.11782-0.0160995j -0.0141209-0.00196849j 0.0449143-0.000772238j -0.0431884+0.00387816j -0.0583058+0.00122783j 0.0366552+0.00496979j -0.0246178-0.0012024j -0.0205854-0.00602137j 0.00502585-0.00565682j -0.0264883-0.00838856j 0.0574508-0.00622481j -0.0107563-0.000103114j 0.0469412+0.00811462j -0.0334727-0.00671385j 0.0341104+0.00270925j -0.0139678-0.00111359j 0.020655+0.00755449j -0.0251345+0.00305859j 0.047777+0.00291756j -0.0320161-0.0104573j 0.0215215-0.00483102j 0.0122894-0.00813576j -0.0457759+0.00700682j -0.00787576-0.00242144j -0.0301706+0.00564475j 0.001954-0.00527916j -0.014413-8.95316e-05j 0.00869744-0.00382366j -0.0411925+0.0198024j 0.0163657+0.0105018j 0.000789017-0.000789745j 0.027321-0.00857222j 0.0565835-0.0142861j 0.0463289-0.00165341j 0.0372171-0.0079048j -0.0219953-1.11017e-05j -0.0110944-0.00838155j 0.0433211-0.0103376j 0.024937-0.00415506j -0.0251913+0.00177133j -0.00901931-0.000475361j 
