0.00788854+0.000548454j 0.0245311-0.00361647j -0.0261137+0.00248779j 0.00699777+0.00208354j 0.0141484-0.00356508j 0.02454-0.00205931j 0.00818801+0.00522746j 0.0293814-0.00369843j -0.0235349+0.00215281j -0.00951077-0.00604569j 0.0399008+0.00859208j 0.00295759-0.00351087j 0.00901919+0.00233502j 0.0343956-0.00914281j -0.0147091+0.00889659j 0.0143385+0.00424744j 0.0136131-0.00105149j 0.0181101+0.00171776j 0.0169789-3.28098e-06j -0.00521932+0.000731711j 0.0225874+0.00336941j -0.0182112+0.00407419j -0.0158907+0.00698013j 0.0359295-0.0103665j -0.0162065+0.00604772j -0.0232379+0.000575526j 0.0308828-0.00647924j -0.0042232-0.00157842j -0.0135539+0.00452269j 0.0139264-0.00217493j 0.0028761+0.00535573j 0.0185247-0.000575552j 0.00452404-0.00185779j -0.0232797+0.00037905j -0.00641237-0.00259661j 0.00245852-0.00432037j -0.0361837+0.0121443j -0.0178675+0.000893542j -0.00973794-0.00256885j 0.0144207-0.0052652j 0.0168818-0.00852588j -0.0015463+0.00606035j 0.00485729+0.000619423j -0.00195786-0.00738756j -0.00745809+0.00361262j -0.0144813+0.00836143j -0.0141295+0.0120551j -0.020341+0.00170149j -0.0091024+0.00699588j 0.00827213+0.0044555j 0.0143249-0.00931896j 0.0103643-0.00127918j -0.0291103+0.00493704j 0.0011469-0.00436943j 0.0108139-0.00154474j -0.00606233-0.00107567j -0.0114604+0.00466941j -0.0304497-0.00316559j -0.00783323+0.00231368j 0.00484652-0.00597212j 0.0391585+0.00853094j 0.0256985+0.00125618j -0.0207158+0.00050472j 0.0079186-0.00218304j -0.0109646-0.00224516j 0.0395446-0.0141252j -0.0128765-0.0126416j 0.00351879+0.0131189j 0.0457457+0.00579797j -0.0229232+0.00312054j -0.0976901-0.00165104j -0.00544919+0.0252649j -0.0354799-0.0168609j 0.123967-0.00462367j 0.0326033+0.0328017j -0.0576497+0.0284458j 0.147561-0.0119551j 0.00739176-0.11565j 0.340189-0.0121584j 0.19775-0.0502781j 0.12384+0.0167504j 0.11461-0.0491654j 0.0658701+0.04746j 0.0963151-0.0190347j 0.0227573-0.00304879j -0.0050474+0.0301291j -0.053064+0.0157449j -0.049326-0.0102607j 0.00126758-0.0158498j 0.0161125-0.00474184j -0.00157888-0.00211193j -0.433266+0.00262359j 
-0.000174096+0.00113434j 0.00969567+0.00115153j -0.00167965-0.000158511j -0.00145563+0.00508229j 0.00299037+0.000255682j -0.00758204-0.00449241j -0.00401297+0.00675454j -0.00748221+0.00282597j -0.0272559-0.00299572j -0.0125746-0.00265866j 0.000275059+0.000261878j 0.0067598-0.0142561j -0.0225004+0.00595552j 0.0194295-0.000195915j 0.0129484+0.0001015j -0.0103095-0.00118411j -0.00189219-0.00512819j -0.008+0.0133881j 0.0302907+0.000420656j -0.00267931+0.0217036j -0.000720088+0.00380294j 0.00574507-0.0462385j -0.0126239+0.00631757j 0.0220268-0.0203413j 0.0457082-0.00755871j 0.00227955-0.01249j -0.0112176-0.0131461j -0.0274968-0.0389179j 0.0018343-0.00687102j -0.00172062+0.0329151j 0.0149047+0.0220931j -0.0399617+0.0224749j -0.0134282-0.0184922j -0.00804036+0.0447j -0.0190235-0.00097395j 0.00905193-0.00995197j 0.0147029-0.0182899j 0.0179464-0.0124621j 0.0218834+0.00694472j 0.0163855+0.0184229j -0.0260055-0.0334073j 5.59281e-05+0.0144254j -0.0512553-0.0182674j 0.0328069+0.00697775j 0.0564213+0.00907717j -0.0270258-0.0570943j 0.0190006-0.00534487j -0.0377576+0.0512076j 0.0250904-0.0137494j 0.00161007+0.0066207j 0.0472125+0.0452418j 0.0847848+0.00478317j 0.0116285-0.0137487j 0.055662+0.0215235j 0.0175651-0.0241773j -0.0333177+0.0577453j -0.0160989-0.0390579j 0.0368469+0.0115996j 0.0114093+0.053657j -0.0262017-0.0333596j -0.0353718+0.0537755j -0.0127856-0.0866109j 0.00127262-0.0262756j -0.0164896+0.0313545j -0.00110378-0.0407611j 0.0156634+0.0879572j 0.031727-0.0542042j -0.0169369+0.0761333j -0.0128679-0.0022283j -0.0249303+0.0300172j -0.0360893+0.042765j -0.00179916+0.00636238j -0.00918382-0.0273454j 0.0108424+0.0188945j -0.0172705-0.0171383j 0.0311116-0.0185931j -0.0152619-0.00107732j -0.0207621-0.00140631j 0.0205203+0.0330403j 0.0112537-0.00475277j -0.0367887-0.0373481j 0.00418461-0.00340915j -0.0202126+0.0347523j -0.0482802-0.0126722j -0.0171286+0.0250468j 0.0159278+0.00144978j -0.0234448-0.021901j -0.00434158+0.00477532j 0.011541-0.00220152j 0.0480242+0.00265571j -0.0112391-0.000332198j -0.0212913-0.00130169j 
0.00160966+0.00254942j -0.00726586+0.00446301j -0.00636401-0.00415811j -0.00144844-0.00320209j 0.000627909+0.00479088j -0.00412988+0.00939625j 0.0194238+0.00941783j 0.0086932+0.00896687j -0.00688814+0.00613559j -0.00886453+0.00754105j 0.00931575+0.00989546j 0.00525638-0.000906577j -0.00394503-0.017707j 0.0124499+0.0116018j 0.0451857+0.0305406j -0.0112683+0.010682j -0.00588267+0.00604724j 0.000924678-0.00883695j -0.0427395-0.0245543j -0.0377109-0.0129734j -0.000895263+0.0276006j 0.02659+0.0238688j -0.00578648+0.00785578j 0.0293826+0.02533j -0.0165818-0.0452785j 0.00278019+0.0416413j 0.054094+0.0363261j -0.00787678-0.0153572j 0.0340132+0.0293521j -0.000782339+1.82787e-05j -0.00496232+0.0174303j -0.0249024-0.0236504j 0.0282005-0.0157645j 0.0361552-0.016004j -0.00360528+0.0349284j -0.0185386+0.00447313j -0.0142144+0.0240614j -0.016704-0.0123386j 0.0363121+0.0328726j 0.0457454+0.0207646j -0.0340814+0.0324009j 0.0119282+0.0246319j 0.0161692+0.00732612j 0.0221393-0.0172828j 0.00529075-0.0191998j -0.0499914-0.0524979j 0.0474553+0.0459975j -0.0245093+0.0171241j 0.0302864+0.0169491j -0.0238168+0.024693j 0.0440353-0.00602679j 0.0472069-0.0668904j 0.0182534-0.0480832j 0.0815056+0.0214287j 0.038684+0.0139595j -0.0266317+0.0268695j 0.0112327+0.0179547j -0.0600865-0.0419037j 0.0318456+0.0975206j -0.0182475-0.0180338j 0.028556-0.0230801j -0.0534404-0.0283677j -0.0389389+0.0908591j -0.0175752-0.0838578j -0.0268941+0.0110031j -0.0332022-0.0422114j -0.0256239-0.00501368j 0.021601-0.055093j 0.000600665-0.00736299j -0.0190167-0.0360279j 0.0279026-0.01749j -0.028454+0.0413777j -0.00245658+0.0121124j -0.0204746-0.00617374j -0.0265861-0.0130996j 0.0140729+0.0223046j 0.0437064+0.0499318j 0.0206592+0.0481034j 0.0490298-0.00417145j -0.0203204+0.0422584j -0.035746-0.00592316j -0.0208739-0.00585613j -0.00512007+0.00101496j -0.075404+0.0129398j -0.0466511-0.024392j 0.00814947-0.017625j 0.0197637-0.00148122j 0.0444655+0.00800694j 0.0030249+0.00597004j -0.0393757-0.000503198j -0.00862541-0.00751302j 0.00608979-0.00242056j 
-0.00258635+0.00094386j -0.00427293-0.00577076j -0.00395591+0.00499488j -0.00627138+0.00355552j -0.00123722-0.000764405j -0.0117071-0.00556502j -0.00346505+0.000703829j 0.0121701-0.00162481j 0.0183882+0.0104737j -0.0119362-0.00118351j 0.00667641+0.00271608j 0.0046323-0.00319933j -0.0383446-0.00750518j -0.0134935-0.00545377j -0.0528739+0.0116989j 0.0207481-0.0114065j 0.0540133+0.0112112j 0.0075441+0.00496281j 0.101108+0.01879j -0.00468521+0.00143702j -0.0433746+0.0202943j 0.00313925+0.0142015j 0.0646087+0.00692695j -0.0438603+0.0361999j 0.0213329-0.00695769j -0.0519929-0.00507722j -0.0665301+0.0055541j -0.0109329-0.0175021j -0.0662847+0.0408856j -0.0346887-0.0200503j 0.0382296-0.0118151j -0.0448037-0.0106482j -0.0875137+0.0354298j -0.0397975-0.0238174j 0.0395543+0.0142599j 0.00310195+0.0556099j 0.0431897+0.00158982j -0.0254456-0.0135221j 0.0343289-0.0154495j 0.00110629+0.0358154j 0.00553274-0.00964664j -0.0465761+0.021568j -0.078511+0.00737995j 0.0638287-0.0708017j 0.0424349-0.053119j 0.0235633-0.00168232j -0.0409486-0.00761376j -0.00337326-0.017053j 0.0103988+0.0227338j -0.012695-0.0419077j -0.0553148-0.0116618j 0.0246845-0.00426838j -0.00364238-0.00616478j 0.00216087+0.0581941j 0.00293752-0.00353121j -0.042513+0.035787j -0.079693+0.0284963j 0.0564729-0.059389j -0.0229955-0.0138109j 0.00362104+0.0409383j 0.0183643-0.0676137j 0.0408567-0.0477692j 0.032817+0.0491627j -0.000540508-0.031443j 0.0170249+0.0384418j -0.0241838-0.0351248j -0.0350262+0.0107071j -0.0339586-0.0979015j -0.0153475-0.0226627j 0.0163898+0.0025239j -0.0191091-0.000143207j -0.00138566-0.0340963j -0.0630643+0.00420061j 0.0134427-0.0301328j -0.0170104+0.0258782j 0.0391599+0.0154547j -0.0405524+0.014671j -0.0106308+0.00282136j 0.00665799+0.015371j 0.0171911-0.0112624j 0.0240259+0.0134882j 0.0162576-0.0246051j -0.0487743-0.00845875j 0.0360549+0.0207937j 0.00564524-0.0279417j 0.0180188+0.000870676j -0.00911032+0.0244382j 0.0124678+0.00102797j 0.015596+0.0103924j -0.0185182-0.00290964j 0.0221537+0.00459285j -0.00248795-0.00230771j 
0.00722358+0.0010585j -0.0187015-0.00168287j 0.00890315-0.00945351j 0.0327727-0.00368049j 0.000916384-0.000627217j -0.0133921+0.0059073j 0.00165956-0.00789296j 0.0111592-0.0151862j -0.0073904+0.00358209j 0.0115086+0.0134379j -0.0124133+0.00470919j -0.00164536+0.0200948j 0.0144788-0.00288682j -0.0137937+0.00425122j -0.00615048+0.0148373j -0.00985448+0.00695627j -0.00673694-0.00390469j -0.000979065-0.00741883j 0.0146784-0.0235172j 0.00861724-0.0248336j -0.0088631-0.00210135j 0.0303302+0.0275672j 0.00520262-0.053913j -0.0200413+0.00549049j 0.0222896-0.0385758j 0.0371705+0.081577j -0.0256243+0.0231256j -0.00697569+0.047392j 0.00673234+0.0421977j 0.0344641-0.0390292j -0.01112-0.0316578j 0.0369956-0.0179523j 0.0441809-0.00295149j 0.00906361+0.00892569j -0.0299542-0.00225088j -0.00191049-0.0166492j 0.0226319-0.0149222j -0.0486932+0.0417195j -0.0175093+0.0387744j 0.0136728+0.0619934j 0.067874+0.00945295j 0.00522968+0.0464138j 0.0030003+0.118692j 0.00624432-0.084006j -0.000311308-0.0384838j -0.0021039-0.0124827j 0.0384568-0.0339348j -0.0167278-0.0763626j 0.00494123+0.0420657j -0.00621233-0.0337931j 0.0156052-0.0443927j 0.0348314-0.03668j -0.0474072-0.0874989j 0.0449712+0.0147105j 0.0829037+0.0506744j 0.0264161-0.0158473j -0.0230361+0.0424057j -0.00127438-0.021575j 0.0695256-0.023897j 0.000223532-0.00147299j -0.054986-0.0649963j -0.041598-0.0020169j -0.0332745+0.0267159j 0.00394633-0.0823239j -0.00927213-0.039319j 0.0148559-0.061084j 0.0149621+0.0645722j 0.000379678+0.00497756j 0.0253483+0.00905193j 0.00482771-0.0376481j -0.000229601-0.0174765j 0.0465066+0.0175719j 0.0102518+0.016949j 0.00333706-0.0145879j 0.00645206+0.0565267j 0.0590557+0.046705j 0.0395325+0.0206648j 0.00147356+0.02342j -0.031571-0.0573251j 0.0638782-0.0293698j -0.0270703+0.0295582j 0.0107386-0.0225781j 0.0599166-0.0302988j -0.0371536-0.00600901j -0.00412458-0.0292614j -0.0352354-0.00139911j 0.0211083+0.0233235j -0.047243-0.00429196j 0.0205744-0.00273409j -0.0240872-0.0125013j 0.0333493-0.00254579j -0.0097064+0.00759457j 
0.00531033-0.000253749j -0.00785793+0.000614257j 0.0238248+0.00319683j -0.00417524-0.00391713j -0.00826053+0.00112148j 0.00614148+0.00283294j -0.0179367-0.0106194j -0.0308016+0.00105362j -0.0105672-0.0140279j -0.0286153+0.00224813j -0.0178551-0.00287593j 0.0176086+0.0137958j 0.00501033+0.0150226j 0.000479559-0.000493205j 0.0195739-0.0463362j -0.0111021-0.0062207j 0.00325348-0.00833527j -0.00447022+0.0158795j 0.00971362+0.0205881j -0.00437397-0.0171538j -0.0151478-0.0028824j 0.0263664-0.0275994j -0.00668581-0.0141499j 0.00628794-0.0531085j 0.0528122+0.0177451j 0.0272595-0.0121607j -0.0238764-0.0240016j -0.011396-0.018473j 0.0158327+0.00503207j 0.0217498+0.0229021j -0.0150815-0.0343045j 0.00472392+0.0444992j 0.060715+0.0243097j -0.0212328+0.0219657j -0.0268248-0.0135223j 0.0748091-0.0305667j 0.0226793+0.0511479j -0.0080155-0.0298189j -0.0252713-0.0111909j 0.00422341-0.0567912j 0.0660545-0.010832j -0.0100147-0.0499625j -0.00368726+8.91408e-05j 0.00883924+0.00935095j -0.00557918+0.0161722j 0.00270051-0.0267758j 0.0488729+0.0664572j -0.00932193+0.0233118j -0.0297036-0.0284795j -0.00862891-0.009159j -0.020316+0.0431087j 0.0127787+0.0119945j -0.00942975-0.0286041j -0.000927947+0.0240251j 0.0391877-0.00819115j 0.0118957-0.0582166j 0.0222202-0.0329343j 0.0139801+0.0080141j 0.0537059-0.0620922j 0.0416641-0.0231814j -0.0362251-0.00262364j 0.0160366-0.0214648j -0.03989-0.0178133j -0.0235671-0.0219169j -0.0166911-0.0464806j -0.0270106+0.0342426j 0.0135846+0.0242794j 0.00410905+0.0870643j -0.00547433+0.021604j -0.00880963-0.00723982j -0.00186234+0.0349791j 0.030567+0.0218872j -0.0155556+0.00147918j -0.0394882+0.00278321j -0.00262989+0.0134058j 0.0264692+0.0102939j 0.00201159+0.0143315j 0.00606095-0.00277117j 0.0234094-0.0471751j 0.0153206-0.00876134j 0.0175182-0.0177167j 0.0189409+0.0107143j -0.00908057-0.0321555j -0.0164182-0.0214722j -0.00393487+0.0338675j 0.0333229+0.00305899j 0.0145924-0.00321563j -0.00351974-0.00398488j -0.026469-0.0146559j 0.0241351-0.00578805j 0.0145848-0.00284316j 0.0120086+0.00453515j 
0.0122838+0.00179285j -0.00525874-0.00436438j 0.00566323-0.000175188j 0.0234188-0.0125309j -0.0036257-0.0113686j -0.0145801-0.00648281j 0.00433822+0.0104494j 0.0096273-0.00916666j -0.024218+0.00370786j -0.0351514+0.0116136j -0.0188053-0.00686504j 0.0132918+0.00121097j -0.000242362-0.0302327j 0.0213655+0.0236145j 0.0086378+0.0292664j 0.00691+0.00704019j 0.00273572+0.011396j 0.00779907+0.0445085j -0.0151929-0.0410101j 0.00266515-0.00633922j -0.0173518+0.000551015j -0.0113947+0.0192038j -0.0270969+0.0581548j 0.0367353+0.0329176j 0.00812708-0.0147136j 0.0134175+0.00505017j 0.00172742-0.0133281j 0.00517178+0.0507644j -0.015863+0.0294938j 0.0245936-0.01114j 0.00806787+0.00865388j -0.0108821-0.0283772j 0.00764808-0.0222247j -0.0142719+0.0393322j -0.0189695-0.00530375j 0.0603729-0.0888106j -0.0086519-0.00634514j 0.0315369-0.0224333j -0.0240214+0.0449591j 0.00482035+0.0350644j -0.0221202+0.00415582j -0.022069-0.013659j 0.0186742-0.0196757j 0.0384523+0.0514205j 0.0430934-0.0199926j -0.00760629-0.0216795j -0.000388098+0.0272365j 0.0308374-0.00913381j -0.00576623+0.084276j -0.00803779-0.00791139j 0.0409279+0.0645695j -0.00720285-0.00216405j 0.0242774+0.105341j -0.0908739+0.00124983j -0.0511651-0.013994j -0.0217557-0.0553339j 0.0917465+0.0160215j 0.0231306+0.0129012j -0.0319828+0.128548j -0.0377578-0.0718403j -0.00207735+0.0415236j 0.0600088+0.0675892j -0.0170411+0.00651562j 0.0526801-0.0394044j 0.0128082-0.00964256j 1.10078e-06-0.0504919j 0.00799999-0.0934202j 0.0164862-0.0554911j -0.0097942+0.00857328j 0.0227977-0.0220903j 0.00994697-0.00121785j 0.00675353+0.0406307j 0.0211941-0.000827705j 0.0204192-0.0305165j 0.0211502-0.0384402j -0.0519006-0.00612082j -0.0347879+0.0158396j -0.021741-0.0250677j 0.00561198-0.0226283j 0.00979365+0.00707105j 0.0510729-0.0263069j 0.00503686+0.00395608j -0.027798+0.0240754j -0.0414572-0.0197717j 0.0176552-0.0358944j -0.00800633+0.00845957j -0.0108403-0.00786872j 0.0132628+0.0256449j -0.0120628-0.00386912j -0.0175684-0.00642668j 0.0190316+0.00471342j -0.0223048+0.00151975j 
0.0061532-0.00295594j -0.000200147+0.000416063j -0.00426563+0.00196472j -0.0103062+0.00411757j -0.000490887+0.00490654j -0.0151484-0.000368443j 0.012857-0.00461532j 0.00287168+0.00208965j -0.00358193-0.00368768j 0.0156923+0.00183284j 0.0163507-0.00606766j -0.0110724+0.00322225j -0.0086673+0.0178464j 0.0152544-0.0195371j -0.0191018-0.00462693j -0.0156417-0.0100598j 0.00207271-0.0107691j 0.0176812-0.0225419j 0.0121411+0.0102533j 0.0104044+0.0122306j -0.00713771-0.00373258j 0.0181788-0.0295637j 0.0288302-0.0261669j -0.0222073-0.0222954j 0.0063138+0.00162645j -0.0207276-0.00727728j -0.0269848+0.00426286j -0.0176617-0.0147333j 0.00349037-0.0218263j 0.0133865+0.0147405j -0.012903+0.0194929j -0.0121543+0.0254465j -0.00503285+0.00288327j -0.000238415+0.0284254j -0.00224448-0.0175252j -0.0238345-0.0160973j 0.00314823+0.00196761j -0.0175621-0.00808818j 0.00698319-0.0151688j -0.0122598-0.0389546j 0.045275-0.0076695j -0.00840471-0.0225764j -0.0631174+0.00397721j 0.0500566-0.000869508j -0.0130988+0.0324298j -0.0356952+0.0607078j 0.00961698-0.020657j -0.00575789+0.0381189j -0.0259028-0.0286323j 0.00468127+0.018345j -0.00578064+0.00945877j 0.0406147+0.0143693j 0.0300536+0.00162762j 0.0369559-0.050402j 0.0326293-0.0318356j 0.00385271+0.00974591j -0.0380316-0.0350136j 0.0285681+0.00513797j 0.0313409-0.0403767j -0.0524454+0.0576475j -0.0398103+0.0304386j -0.0119998+5.78306e-05j -0.0353836-8.48579e-05j -0.0561131+0.0349938j -0.00974942+0.00567056j 0.00810628+0.0610626j -0.00168892+0.0340618j 0.0287524+0.0137664j 0.0186528-0.0120769j -0.00557707+0.0276517j 0.00373628-0.00753471j 0.0100441-0.00711702j -0.0210592-0.0051694j 0.0269447+0.0220144j -0.005062-0.0106477j 0.0173501-0.0269626j -0.0249529-0.0276428j -0.00032327-0.00957517j 0.00572917+0.00671262j 0.0173531-0.0237428j -0.0266499-0.00735883j 0.0183158-0.00449556j 0.0173101+0.00581161j -0.0499108-0.00328809j -0.00105038+0.0148553j 0.0450425-0.000489089j -0.0415124-0.00321609j 0.014544-0.0063576j 0.00644099+0.00226143j 0.00604489+0.00245128j 0.0114761-0.000240418j -0.00864193+0.00328868j 
0.00951055+0.00245581j 0.00436799-0.00100529j 0.000138509+0.00563265j 0.00464121-0.00494804j 0.0148918-0.00628803j 0.00360517-0.00617363j -0.0208272+0.0067181j 0.0172313-0.0107134j 0.0117658+0.0107917j 0.0093044+0.00443585j -0.00920222-0.00146566j -0.0125692+0.0140414j 0.00123141-0.017557j -0.00791017+0.0186318j -0.013885+0.000265387j -0.0178668-0.000883674j 0.0111884-0.00800191j 0.0241007+0.0249606j -0.0122405-0.0146895j 0.0173247-0.0390458j -0.0137832-0.0353587j 0.050418+0.0288253j 0.0504273+0.0246735j -0.00886844-0.0273917j -0.00999619-0.0336301j -0.00169023-0.00983655j -0.0290677-0.0315542j 0.0123149+0.0698076j 0.00221465-0.0486953j -0.00215496+0.0127198j -0.00961829-0.0363421j 0.00597033+0.0254426j -0.00289013-0.0368818j -0.00497996+0.0169489j -0.00574518+0.0201861j -0.0414696-0.0614216j 0.0010438-0.0263872j -0.00813969+0.0118428j 0.0482946+0.0445933j 0.0508497-0.0468859j 0.0304648+0.0452489j 0.0193127-0.029503j -0.019622+0.0203315j -0.0339776+0.0120612j 0.00401576-0.0348466j 0.00778726-0.0278971j 0.0173925+0.00399271j 0.00299702-0.0358351j 0.0394116-0.0348109j -0.0768446+0.00692294j -0.0215559-0.0492997j -0.01629-0.0385426j -0.0274619+0.0229805j 0.040345-0.0304385j 0.00791643+0.0500415j -0.0363393-0.0483265j -0.0209119+0.0740985j 0.0159809+0.0485099j -0.040045+0.0461662j -8.67923e-05-0.0172414j 0.0112872-0.00223945j 0.0068673+0.0494134j -0.041244-0.0928839j 0.0288308-0.0672144j -0.0106149-0.0281085j 0.0462028-0.0380324j -0.0372396-0.090516j 0.0133721-0.0587453j 0.00956581+0.0467848j -0.00325277-0.0350168j -0.0208872-0.0260394j -0.00973867-0.0102008j -0.0470983-0.0125396j 0.00720614-0.0091615j -0.0146279+0.0405424j 0.047612-0.0329291j 0.00997719-0.01058j 0.0338576-0.0475884j -0.00931957-0.0386119j -0.0382984+0.0283269j 0.0143975+0.00500508j 0.030157+0.0415049j 0.0161092+0.0395501j 0.00540376-0.00940055j 0.0182846-0.0297822j 0.0361992+0.0253008j -0.0308828+0.00890429j -0.00886179+0.00450153j 0.00349676+0.00316398j 0.0106884+0.00725047j 0.0022666+0.00169898j -0.0203276-0.00457257j 
-0.00380559-0.00214513j 0.00470107-0.00324317j -0.00111458-0.00262262j 0.00788366+0.00187704j -0.00387493-0.00287527j 0.0038677-0.00586443j -0.0105389-0.00215365j 0.00997167-0.00130248j 0.00823326+0.0105954j 0.0253249-0.0050699j 0.0184192-0.00394836j -0.00228084-0.0195384j -0.0103193+0.00643831j 0.00550944-0.00199459j -0.0279871+0.0102509j -0.00428385-0.0048484j 0.0100797+0.0160568j 0.0023048+0.0157222j 0.0229855-0.0173038j 0.0288334+0.0124237j 0.0184925+0.00493276j -0.0528158+0.0023677j -0.0371992+0.032002j -0.0150669-0.010735j -0.0348718-0.00296758j -0.0103608-0.00980806j -0.0284882+0.00549963j 0.0387841-0.0467514j -0.00748857+0.0120486j 0.0103079-0.00832258j -0.00210447+0.0124803j 0.0476883-0.0117418j -0.0129572+0.0100815j 0.058654+0.00507147j -0.00186817+0.00758392j -0.0343043+0.0304338j 0.030195-0.0318673j -0.0164163-0.00583843j -0.0110057-0.00737465j -0.0649115+0.02322j 0.0129749-0.00997363j -0.0452541+0.0416162j 0.0483726-0.0192571j -0.0333878+0.051851j 0.0177208+0.0210729j 0.0442027-0.00220886j -0.0501958-0.00901773j 0.020302+0.0248202j -0.0139076+0.0192847j 0.0195587-0.0334714j 0.0381488-4.4231e-05j -0.00343107-0.00593147j 0.00837932+0.0247272j -0.061937+0.0001034j -0.0243765-0.00425685j 0.0349801+0.0227014j 0.0206073-0.0312948j 0.0563694-0.0180069j -0.0517261+0.0172288j 0.0120325-0.0153336j -0.00317601+0.0718003j -0.0122008-0.00562629j 0.0165019+0.0264395j 0.0702459+0.0269981j -0.00686029+0.0262023j 0.0183942-0.0177018j 0.00281531+0.0103084j 0.0381978-0.0378299j 0.0357665-0.0255751j -0.021806+0.0290064j 0.00123374+0.0120926j -0.0322007-0.00197612j 0.00683009+0.00131357j -0.0181381+0.0107859j -0.030105-0.0410496j -0.0384502-0.00565881j 0.00261436-0.012387j -0.0258606-0.00258635j -0.0288287+0.0255781j -0.0101734-0.0154638j 0.0281648-0.00576271j 0.0247937-0.0226168j 0.0323654+0.00415778j 0.00845349+0.00799518j 0.0831758-0.00783807j -0.0217146+0.00111221j 0.0116612-0.00843738j 0.00516866+0.00876517j -0.00802598+0.00493067j 0.00669448-0.0043285j 0.0139496+0.00266993j -0.00654111-6.5804e-05j 
0.0109176+3.16842e-05j 0.00170594-0.00209394j -0.0101326+0.00297045j -0.000214777+0.00290915j 0.00835838+0.00464378j -0.00181673+0.0054186j 0.00329092+0.00202641j 0.00552944-0.00605993j 0.00710865+0.00182613j -0.0144469+0.0159332j 0.00274749+0.00729313j 0.00126394+0.00511066j -0.000645375-0.0125787j 0.0100689+0.0097899j 0.0265755+0.000593813j -0.00995656+0.00317568j 0.0235473+0.0150958j -0.0086686-0.00484708j -0.00106525+0.00996946j -0.00979198-0.00463436j -0.00470275-0.00202359j 0.0169194-0.0157848j -0.0160649+0.0236623j 0.0179961-0.0126578j -0.0076861-0.0139073j -0.0132537+0.00756171j -0.00498382-0.0182441j -0.0106813-0.00512728j 0.00214572+0.0366746j 0.00556107-0.0267407j 0.033543+0.00558639j -0.0379771-0.0214912j -0.0117459-0.0286437j 0.0201628-0.00920508j -0.0137522+0.0473707j 0.0383397+0.0354985j -0.017379-0.0115517j 0.0143707+0.0248714j 0.0367896+0.0259175j 0.0395026-0.00340472j 0.0253066+0.0291485j -0.0207426+0.00476271j -0.00810247+0.0614045j 0.0187256-0.0202311j 0.061181-0.0132909j -0.0115286+0.0433602j -0.0377901-0.0582526j -0.00773845-0.0218757j -0.0380143+0.0111663j -0.0102212+0.0327341j -0.0279859-0.0220886j 0.0104575+0.00597658j 0.0344931+0.00999404j -0.0197733-0.0463974j 0.00953735+0.0202605j -0.0105082+0.0467835j -0.0508049+0.0124805j 0.0417706-0.0404137j -0.00276473-0.0145245j -0.0133255+0.0354645j -0.0436318+0.0203658j -0.0197053-0.0144708j 0.00282683+0.0344307j 0.0116454-0.00757329j 0.00858511+0.0618537j 0.00105185-0.0617608j 0.00102197+0.0213242j -7.1738e-05-0.0619026j -0.0152791-0.016659j -0.00552171+0.00642382j -0.0159043-0.00229353j 0.0298445-0.0388315j -0.0180647-0.00365258j 0.0219374-0.00537089j -0.0373213-0.00442765j 0.0107272+0.0167631j -0.0216714-0.0206885j 0.0125152-0.00310692j 0.0283001+0.00379647j -0.0369918-0.00225748j -0.0151722+0.0172133j -0.00160213-0.0304409j 0.0225912+0.0104372j 0.0199052+0.0227936j -0.015295-0.0153021j 0.0212483+0.00315247j 0.0126246+0.0166634j -0.0285368+0.00173875j -0.00317023+0.00493086j -0.0151162-0.00244891j -0.0175122+0.00658032j -0.0112358+0.000847046j 
