0.00960303-0.00174945j -0.0593645+0.0408034j -0.060535-0.0135621j -0.0172202-0.000857568j -0.0184892-0.00712754j -0.0336792-0.00220966j -0.0112216+0.00772208j 0.0379651+0.0531234j 0.00443186+0.000982138j 0.00529817+0.00877557j 0.0115851+0.0118189j -0.00792213+0.0261841j 0.00708813+0.0290913j -0.0013376-0.00287461j -0.0029867+0.00669563j 9.07506e-05+0.00614408j -0.00891912-0.00368468j 0.0117154-0.0295414j -0.0100416-0.00832659j 0.00544388-0.00315164j 0.00496933+0.0136882j -0.00366823-0.00553367j 0.0173322-0.0179699j 0.0016554+0.00961724j 0.00178604-0.0045605j -0.0059768+0.0298635j 0.0108117+0.0202976j -0.00665286+0.00237257j -0.00766099-0.00940534j 0.0141926+0.00512541j 0.0133227+0.00541543j -0.00793034+0.0191914j 0.0201364-0.0395303j -0.00694685+0.0168148j -0.00948798+0.0392445j 0.00517351-0.00443915j -0.00110708-0.00470252j -0.0113973-0.0238917j 0.0134251-0.0165408j -0.00339181-0.00465472j 0.0734973-0.0161969j 0.0396529-0.0663345j -0.0883125-0.0546581j -0.0133165+0.0649809j -0.0589371-0.00295963j -0.0210335+0.0152932j -0.00362305+0.0728919j -0.00917805+0.00502679j 0.0550198-0.00628036j 0.00776265+0.0812899j 0.0178173-0.0173195j 0.0738226-0.119077j 
-0.0275674+0.0348473j 0.0191632-0.035393j 0.009677-0.0304706j -0.0401578-0.0306147j 0.0243163+0.0135733j 0.0188924+0.0185278j -0.016158-0.0310392j -0.00802468-0.0507934j 0.00532113-0.0178433j -0.0106513-0.00826432j 0.0205327+0.00610894j 0.0118241-0.0337495j -0.0290445-0.00811065j 0.00706225+0.00503314j 0.0074988+0.0407828j -0.03419+0.00711129j 0.0126013+0.00610491j -0.0169197+0.0206914j 0.0162109+0.0157118j 0.0147852+0.0291559j -0.00754295-0.0316192j -0.00476998-0.000988951j -0.038405-0.0427185j 0.0284965+0.00938392j -0.0438856+0.00472504j 0.0566837-0.010471j -0.0302538-0.0164591j -0.0374508+0.0214316j -0.00546108-0.0186332j -0.0322829-0.0304162j 0.0423465+0.00557671j 0.00329742-0.0146317j -0.0507938-0.00852656j -0.0105886-0.0369412j -0.054359+0.00494199j -0.0246641+0.048269j 0.042418+0.111314j 0.0700549-0.0321475j -0.0482417+0.0260577j -0.0452192+0.0333986j -0.0575864+0.00566385j 0.0415451+0.00550451j 0.00887213-0.033607j 0.00119714-0.0763765j 0.0422937+0.0437681j 0.0215069-0.0547431j 0.0120617-0.0115996j 0.00340251-0.0384296j 0.0873703+0.08251j 0.0322882-0.0948335j 0.0672814-0.0106339j 0.0016891+0.0313135j 
-0.0382965+0.0343322j 0.0403939-0.0254285j 0.0848639+0.0264203j -0.00829879+0.0244309j 0.00236591+0.0015297j 0.0230901+0.00636221j -0.0223264-0.017006j -0.0404376-0.024412j -0.0291763+0.0343287j 0.030935-0.0166399j -0.000310027-0.0109557j -0.0289568-0.0375877j 0.0325657-0.00825146j 0.0190655+0.0411702j 0.0145256+0.0181086j 0.0256711-0.0041558j -0.0402131+0.0018238j -0.0195045+0.0716171j 0.0424913-0.00728528j 0.0399909+0.0221781j -0.0194457-0.0436919j -0.00205543+0.0314785j -0.0146525+0.0198517j 0.00409893+0.0154797j -0.0032168+0.0465651j -0.011611-0.0469781j -0.0356382-0.0112422j -0.0267965+0.015019j 0.0223103-0.0074853j -0.0394634+0.00553109j 0.0208764-0.0202094j 0.0126318-0.0134835j 0.00998062+0.0185404j 0.0119881-0.050524j -0.0131419+0.0188536j 0.0604973+0.00772378j 0.0341463-0.0430437j 0.00731942+0.00713652j 1.0919e-05+0.0343547j 0.0438399+0.0119086j -0.0833512+0.0890677j 0.0670362+0.139116j 0.126234+0.00165719j -0.0938288-0.0717706j 0.0966343-0.0392828j 0.0841729-0.0733475j -0.0643957-0.157947j 0.0680786-0.0580979j -0.000194355+0.0575964j -0.00143087-0.122144j 0.0211308-0.0175141j -0.112216+0.0644182j 
0.0597107-0.0103659j 0.0259655-0.0159767j 0.0403939-0.00292038j 0.0716652+0.0496412j 0.0314109-0.0231158j 0.0190748-0.0146842j 0.0493214+0.0455258j -0.0658802-0.0154771j -0.0218387-0.03782j -0.00647433+0.0399975j -0.0425505+6.03447e-05j 0.0271613+0.0372227j -0.0251204-0.0394813j 0.0110434-0.0175169j -0.0276233+0.000959821j 0.0117762-0.0125024j 0.0236926+0.0349331j -0.0222525-0.00385829j 0.00156173+0.00951166j -0.0453981-0.0133805j 0.0166197-0.0188291j 0.00695114-0.0110377j -0.0093366+0.0020401j -0.00146346-0.0105781j -0.0103765+0.00849322j 0.00838416-0.0130867j 0.0102757+0.00730466j -0.0530288+0.00936435j -0.019585+0.0355105j 0.00469588-0.057045j -0.0144647+0.0584673j 0.00597515-0.0277356j 0.00034981+0.0644798j -0.0516756-0.00614963j 0.0443926+0.0142983j 0.0186943-0.0133361j 0.0480425-0.0188927j 0.0569393-0.0185548j 0.0425178-0.0412997j -0.00356448-0.0297658j -0.0422173-0.0809183j -0.215604+0.106378j 0.0285712+0.123997j 0.0247119+0.0050265j 0.00131456+0.10328j 0.119765+0.120487j 0.0973359-0.0779516j -0.00644964+0.162149j -0.047848-0.110881j -0.00043148-0.026306j -0.165614+0.0555607j 0.00891283+0.0451293j 
-0.0429915+0.00194163j -0.0699782-0.0115445j 0.0282132+0.0618562j -0.00614075+0.00998161j -0.0207766-0.0281856j 0.0297444+0.00783107j 0.00587765-0.00353113j 0.0251814+0.020621j 0.00332096-0.0140687j 0.0256619+0.0143455j 0.0169174+0.00508413j -0.0210192+0.0457151j -0.0162852+0.028772j 0.0218223-0.0119819j -0.0289262+0.0247517j 0.0341373+0.00505307j 0.0118383-0.0104224j -0.00549564-0.0169477j -0.0345061+0.0174262j -0.0274015-0.0121856j 0.0408942-0.0648551j -0.0081377-0.0035763j -0.00424929-0.0466898j -0.0275662-0.00149735j 0.00955678+0.0144316j 0.00794316+0.0400673j -0.00300761+0.0230806j 0.0162319-0.00148416j -0.0399068-0.028903j 0.0511056-0.047539j 0.00775384+0.0629792j -0.00575351+0.0137097j 0.00304223-0.080943j 0.00985117+0.0174085j -0.0847347+0.0265006j 0.0259677-0.0426842j -0.0561171-0.00422063j 0.112536+0.0288636j 0.0689492-0.0593861j 0.0324799+0.0496715j 0.0736517-0.0772654j 0.0496423-0.0371286j -0.0100194-0.052401j -0.0258463+0.0363365j -0.132768-0.013021j 0.0020512+0.0216112j -0.0885265+0.0816495j 0.0124571+0.00840346j -0.050326-0.0387575j -0.058119+0.0689016j 0.00502859+0.0223393j 0.128094+0.00697131j 
0.00771267-0.00456835j -0.0252692+0.0229484j -0.036514-0.00967227j 0.0117804+0.0185939j 0.0112594-0.015993j 0.00922504-0.0229157j 0.0158943-0.010636j 0.00364848-0.00197395j 0.00901086-0.0133701j 0.00717546+0.00348616j 0.0145541-0.0178624j 0.0196807+0.049726j -0.00568743+0.0125334j 0.0145157-0.0179812j 0.0433821+0.0127332j -0.0266951+0.0302429j -0.0165413+0.0232615j -0.00249088+0.00967874j -0.0102198-0.0138675j -0.0137619-0.0229837j 0.0311693-0.0183598j -0.0206343+0.0334099j -0.00627966+0.00167816j -0.0130106-0.00176997j -0.0389591+0.0264678j -0.0127634+0.0274579j -0.0124057+0.0570776j 0.0140543+0.0648984j 0.00351098+0.00564364j -0.0164021-0.0314452j -0.00243755-0.0254403j -0.020228+0.064885j 0.0186328-0.0191539j -0.0975578-0.0169836j -0.0141384+0.0795106j 0.0850559+0.0365242j 0.0677066-0.0059635j 0.0355084-0.0404542j -0.0209+0.00659837j 0.000447585+0.052932j 0.0430363-0.0324041j -0.0504995+0.0324575j -0.101756-0.0202812j 0.00482177+0.0627552j -0.0525852+0.0314775j 0.00758209-0.0291158j 0.0187099+0.0779424j 0.122703+0.108191j -0.0546087-0.049153j -0.0129236+0.0806536j -0.0104729-0.0239186j 0.0183403-0.0359333j 
-0.00121266+0.0159806j 0.00349024-0.0237628j -0.0139447+0.000216795j -0.0160819-0.0286526j -0.0301063+0.0271643j 0.0715163-0.0267378j -0.0292988+0.00391998j 0.00740214-0.0199898j 0.0205298-0.0282144j -0.00771437+0.0440043j 0.0190522+0.0233553j -0.0179493-0.0404039j -0.0281849-0.0224617j 0.0261532-0.0266274j 0.0411099+0.0169293j -0.0403427+0.0224107j -0.00752118-0.0106956j 0.0446506+0.023832j -0.020841+0.0776171j 0.0257049+0.053205j -0.0270552-0.0792286j 0.0158844-0.0467663j -0.0301532+0.0294323j 0.0291634+0.0141168j 0.0214421-0.0465092j -0.056535+0.0538135j 0.0175955-0.0309634j -0.0860608-0.0203828j -0.0422818+0.0506595j -0.00491707-0.0662968j -0.0625012-0.0256338j -0.0447233-0.0489906j -0.0792401+0.0588757j 0.0928864+0.0328293j -0.0294683-0.0304234j 0.029699-0.0132173j 0.085253+0.00536555j 0.00605571+0.0539139j 0.0540562-0.0807527j -0.00271703+0.060749j 0.0573129-0.05844j 0.16373-0.0217405j 0.109707+0.099928j 0.00602417-0.0477843j -0.0242851+0.0217872j 0.0315481+0.0126007j -0.0272903-0.0956142j -0.112901-0.110624j 0.114218+0.0411808j 0.0573495-0.00386448j -0.0441442+0.084627j 0.121126+0.0624092j 
-0.0128854-0.0576978j 0.00281396-0.0306761j -0.00435267-0.00913647j 0.00880385+0.0228452j 0.040049-0.0335306j 0.0563699+0.00370078j 0.0194145-0.0128417j 0.040507+0.0393016j -0.0096546+0.0137025j 0.0428339+0.00095876j -0.0521099-0.0610393j 0.00397601+0.0485249j 0.0206518+0.050339j 0.0398955-0.00327354j -0.0211063-0.0113718j 0.00473677-0.016053j 0.00932467+0.00651839j -0.0321551-0.0471979j -0.0100745-0.0250607j -0.0234319-0.00240991j 0.00205809-0.00564446j -0.049702+0.0247839j 0.0166532-0.018365j -0.0183837+0.00317804j 0.0023016-0.00331336j -0.0215988-0.027053j 0.047631+0.0103685j -0.00913523+0.00374087j 0.0691236-0.00233502j 0.0710208+0.0190446j -0.0326904+0.0309745j 0.08466+0.0243961j -0.0212171+0.0346285j -0.0431506+0.0757094j -0.0674612-0.0126819j -0.0354477+0.00070954j -0.0959403+0.0331164j -0.0253424-0.000523341j -0.00372705+0.0995155j -0.174043+0.0474259j 0.0133887+0.0893982j 0.0707085-0.0334962j 0.0768399+0.00915187j 0.185256+0.0653125j 0.0547721+0.00211211j -0.0166641+0.0665511j -0.0489397+0.0381701j 0.0465598-0.0796407j 0.026371+0.0744809j -0.0438554+0.0469046j 0.217921+0.118923j 0.0593353-0.159653j 
-0.00195626+0.0714672j 0.0299663+0.000867675j 0.0403147-0.0498589j -0.0120087+0.0310945j 0.0172464-0.0336262j -0.00977582-0.00746299j 0.0150453-0.0205979j -0.0349401+0.00525216j 0.0390324-0.0510859j 0.012153-0.0088168j -0.00930576+0.0140499j 0.0355999-0.0143532j 0.000826475-0.0118144j -0.0376059+0.0133454j -0.0180451+0.0265929j -0.030193-0.00941994j 0.0238575-0.0135875j 0.0267967+0.0309146j -0.0385646+0.00546971j 0.0128501-0.00988905j 0.0497359-0.000164162j 0.0161013-0.0432309j 0.0223862-0.0760393j -0.0245313-0.0254567j -0.000585868+0.0383094j 0.0283802-0.0130808j 0.055482-0.094723j 0.0534579+0.0278542j -0.0498441-0.0276489j 0.0639374+0.0337505j -0.0155886-0.0511121j -0.0133644+0.016721j -0.0341613+0.045275j 0.00962188+0.0585911j -0.0685378+0.0318786j 0.0479478+0.0297183j 0.0173917+0.0582597j 0.0927179+0.0121988j -0.0559968-0.0493702j -0.0257013-0.00529597j -0.0558548+0.00300627j 0.0319047-0.160164j 0.166965-0.0506061j 0.00495767+0.0587316j -0.00484913-0.0308541j -0.0323162+0.025763j 0.0143945-0.0274742j -0.0525783+0.0631492j -0.0173919+0.0792087j 0.0199064-0.010908j -0.05974-0.0296364j 0.00290811+0.0770625j 
-0.046851+0.0613238j -0.0439381+0.0181109j -0.0174429+0.0272403j -0.0360801+0.00619241j 0.01707+0.00787476j -0.0134955+0.0034154j -0.029704-0.0224111j -0.0169867-0.0625574j 0.0237228+0.0138018j 0.0126597+0.00278928j 0.0420567+0.000344936j -0.0118935-0.0231791j -0.0227788-0.0309783j -0.0128893-0.0502689j -0.0295578-0.0145342j -0.0380484-0.00463121j -0.00831749-0.00448362j 0.00997713+0.0650391j -0.0623811-0.0220361j 0.0036064+0.042727j -0.0174104+0.0114914j -0.0346789-0.0191256j -0.00321433+0.0091961j 0.00497291+0.0580687j 0.024426+0.0259641j -0.0392519-0.0650058j -0.0380876-0.00723486j -0.0403766+0.0202579j 0.0360153-0.0156071j 0.0276292+0.0590347j -0.0411663-0.00426482j -0.111055+0.0180659j 0.0873496-0.00473273j -0.114509-0.0245131j -0.0625475-0.0226749j 0.0154937+0.0497441j 0.0337098+0.0103112j 0.00397068+0.00354794j 0.0979486-0.0573649j 0.124614+0.10949j -0.147119-0.126349j -0.0360404+0.0564496j -0.0128438-0.087514j -0.0866605-0.0305842j -0.106-0.0326646j -0.0671594-0.20651j 0.0711873+0.042699j 0.16384+0.159561j -0.169231-0.0824405j -0.00044276+0.0741928j -0.134708-0.172518j -0.042365+0.136289j 
-0.00316042+0.0186359j -0.00129197-0.0522913j 0.0261031+0.00990326j 0.0446999-0.0260102j -0.0417201+0.0234772j -0.00374762+0.0336015j 0.0161839+0.0310563j -0.0250621+0.0250722j -0.0307332+0.027575j 0.0206065+0.0124037j 0.0568835+0.0435298j 0.0125881+0.0122387j -0.00879104-0.0257942j -0.0229617+0.0347799j -0.0141037-0.0307473j 0.0375526-0.019901j -0.0453565+0.0443693j 0.0653455+0.00788501j -0.0148878+0.0542459j 0.0215093+0.0606993j -0.0524912-0.0326465j -0.0194556+0.0126546j 0.037237-0.0232538j 0.0314754-0.00302373j -0.0465754-0.0519881j 0.0027507+0.0273944j 0.0192488+0.0369684j -0.0349384+0.0365614j 0.0430559-0.0340219j -0.0321657+0.0195962j -0.0232505+0.0426253j 0.029617+0.0132781j -0.00418162+0.0300471j 0.0526159-0.0227987j 0.00288356-0.122897j -0.0548746-0.0459383j -0.0359189+0.0377692j -0.0402587+0.0962909j 0.0119449-0.0559978j 0.131939+0.163485j 0.0325324+0.0439015j -0.0168741-0.0467318j -0.0396403-0.115187j 0.107017-0.0918992j -0.0194123-0.00877109j -0.0530347-0.0502373j -0.0792134+0.0285869j -0.0995766-0.0088537j -0.016882-0.00706665j 0.123773+0.0112045j -0.102567+0.118147j 0.159859+0.128596j 
-0.0276888+0.0211795j 0.00591331-0.00957722j 0.0157102+0.0122739j 0.0253448+0.00202581j -0.0175473+0.011923j 0.0136836+0.0201256j -0.00910562+0.0100213j -0.0308941-0.0273107j -0.026616-0.0202617j -0.00611379-0.0106681j 0.0348502-0.0079766j -0.0164152-0.0076606j -0.0217005-0.0500241j -0.0254555+0.0146615j 0.00808628+0.0218126j -0.0115377-0.00350392j 0.0502615-0.0489944j 0.0105196+0.00751727j 0.0456956-0.020615j -0.0130605+0.0101042j 0.00379427-0.00911605j 0.0531355+0.00867889j -0.0186299-0.0127641j 0.00971188-0.0290736j -0.052955+0.00213163j -0.00417247-0.0398926j 0.00787459+0.0165289j 0.00769116-0.0288721j 0.00718257+0.0105773j -0.06085+0.041371j -0.0177555-0.00631304j -0.0190761-0.0010859j -0.0656576+0.00841276j -0.0018654+0.00419648j 0.0512541-0.108868j -0.0430017-0.0242212j 0.0197507-0.00311661j -0.0579004-0.0446347j 0.0622743+0.0427447j 0.128376+0.0744613j -0.0366099-0.0714939j -0.0763922-0.0477771j -0.00282309-0.0106397j 0.0963196-0.00468844j 0.0141772+0.000829243j 0.0079558-0.0695543j 0.0116014-0.0346589j -0.0584759+0.0405815j -0.049911-0.0144234j 0.123606+0.0240267j -0.113416+0.019848j 0.06402+0.124759j 
0.0156482-0.0240507j -0.0394086+0.0507333j 0.0269754-0.00367015j 0.000237966-0.0352525j -0.0295022-0.0178628j -0.0900508+0.033128j 0.017651-0.0311886j -0.00817957+0.0261928j 0.0360646-0.038065j -0.00510946-0.024584j 0.0554118+0.00963691j 0.0377173-0.0207558j 0.0389233+0.0462379j -0.00944123-0.00303843j 0.0445138+0.0133315j 0.0486411+0.0133351j -0.0570624+0.0242229j 0.0136119-0.00927331j -0.0269101-0.0227787j 0.037006-0.0017392j -0.0237317+0.00906616j -0.0288342+0.00974558j -0.0304171+0.0486391j 0.0420898+0.0335744j 0.0664734+0.0320681j 0.0420708+0.0375012j -0.038082-0.0561505j -0.0335599-0.00207961j 0.00849216-0.0758516j 0.0268504-0.0103716j 0.160553+0.0422258j 0.00201941-0.0400343j 0.0769497-0.0682154j -0.0174321-0.0721867j 0.000464453+0.0981976j -0.0134265+0.0468194j -0.0455315-0.00147006j 0.00362899+0.0347657j 0.0133499-0.0559232j -0.0489251-0.222527j -0.0286802+0.00159836j -0.049083+0.0783651j -0.0262121+0.0878979j -0.229451+0.00167602j -0.0584053-0.0186671j 0.0332964+0.0558457j 0.0426801-0.00209014j -0.0312207-0.0054699j 0.0233566+0.000483858j -0.0582123-0.138738j -0.0075786-0.145533j -0.193099-0.0416498j 
0.0120969-0.0389614j -0.00810855-0.0301528j -0.031479-0.0281231j 0.0199077-0.0138348j 0.0747379-0.029349j -0.0892745+0.0121546j -0.00569589-0.0301623j -0.0226556-0.0367757j 0.0150773+0.00415141j -0.0228526+0.0219602j 0.0384444-0.020632j -0.0108177-0.0226548j 0.00811669-0.0232439j -0.0488204-0.0118356j -0.0252076-0.0472514j -0.0548151+0.0195053j -0.0412714-0.00182324j -0.0534737-0.0140066j 0.0404729-0.0160552j 0.025565+0.00175602j 0.00731512+0.0502727j 0.042824-0.0118914j -0.00719614+0.00922589j 0.0544903+0.0463058j -0.0057698+0.0617367j -0.0065135+0.0456146j 0.0116505-0.0284411j 0.0245918-0.00906582j 0.0751841+0.0102171j -0.0713283-0.0587823j -0.052317-0.0325254j -0.0868661+0.0456977j 0.00135559-0.075801j -0.0293163+0.0138831j 0.10142-0.126486j 0.0513318-0.048141j -0.132615+0.0268854j -0.0538055+0.181952j -0.169483+0.0375867j -0.0264817-0.120145j 0.0697122-0.00910043j 0.0685135+0.0672895j -0.0680949-0.0737563j 0.0215832+0.033852j -0.0369577-0.0588308j 0.0340059-0.044848j -0.000143151+0.0218987j -0.0498236-0.0617502j -0.0247835+0.168108j 0.16206-0.0652407j 0.0241339-0.0468298j -0.0928389-0.0152356j 
0.000288278+0.0162041j -0.0224066+0.000857676j -0.0324522+0.0239074j -0.03554-0.0228712j -0.0309552+0.0220518j 0.0938474+0.001539j -0.0195874-0.00632995j 0.10317-0.0177405j 0.00258629+0.0388379j -0.0126257+0.0198378j -0.034015-0.0167015j -0.0600684-0.0168272j 0.0337401+0.0207468j 0.041285-0.0155376j 0.00827092-0.0242675j -0.00749678-0.00980401j -0.0367787+0.0244882j 0.0126823+0.0220038j 0.061385-0.0106867j -0.010339-0.0252445j 0.0104563+0.0606785j 0.0227305+0.0050779j 0.0855341-0.0292511j 0.028421+0.00229032j 0.0114988+0.00734673j -0.0131491-0.0255072j 0.012791+0.0347193j -0.0722848-2.80536e-05j -0.0612494-0.0166028j -0.0512869-0.0668903j 0.0600573+0.00464611j -0.0143222+0.070585j 0.00886499-0.0296292j 0.00726447+0.0897587j -0.0547793+0.13477j 0.0430633+0.101349j 0.105954-0.00557436j 0.0378306-0.112342j 0.148806+0.00124917j -0.061771+0.0224276j -0.0127345+0.054477j 0.0356343+0.0961152j -0.00725934+0.0195235j -0.0302477-0.0082296j 0.00960861+0.074838j 0.0605665+0.0721063j 0.00936846-0.00783561j 0.000151022+0.0053094j 0.000765266-0.102996j -0.162525+0.0819229j 0.0426393-0.000908834j 0.0692542-0.056637j 
-0.0134234-0.0385073j 0.00220115+0.00418609j -0.0671625-0.029272j 0.0345976+0.0348171j 0.0170467-0.0637824j -0.0114831+0.0202063j 0.0299121-0.0443035j 0.0693811+0.00552144j -0.0224706-0.0487095j 0.00140487-0.0221726j 0.0772404-0.0219074j 0.00909441-0.0454909j 0.00482146-0.0211027j 0.00712158+0.0693513j 0.0659761+0.0202475j -0.0527259+0.0206057j -0.0510233-0.00233701j -0.0302775-0.0157014j 0.0979883-0.00529767j 0.0261264-0.0203168j -0.00665062+0.0402687j 0.0782189+0.0340963j 0.00622828-0.0534857j 0.0313074+0.0136716j -0.103178+0.0037149j 0.0324925-0.0759866j -0.000559466-0.0097223j -0.134129+0.0472904j 0.0242706-0.0407702j 0.00532974+0.0330163j -0.0323559-0.0812193j -0.021232+0.00546928j -0.00316488-0.0811685j -0.0254549+0.0683783j 0.0365287+0.0995877j -0.0229035+0.077199j 0.171059+0.00482133j -0.0557636-0.0756667j 0.0370846+0.083641j -0.0216621+0.0244373j -0.00129907-0.0600493j 0.0748798-0.0543637j 0.0036267+0.038592j 0.00815046+0.0739394j -0.0334362+0.000469723j 0.12225-0.000933498j 0.0739982+0.0148295j -0.0548323+0.0789092j 0.0318075+0.0990316j 0.200774+0.0646441j 0.040893+0.00850076j 0.0540481-0.0450271j 
0.00505218+0.0629791j -0.0167798-0.0100005j 0.0407284-0.00335504j -0.050225-0.0161673j 0.0106853+0.00309828j 0.0545355+0.0565443j -0.00112291-0.00894082j -0.0142313-0.0272125j 0.0204304+0.00782579j 0.0276435+0.00516363j -0.00756945-0.0105878j -0.0265569+0.0392284j -0.0466969-0.0142749j 0.0039639-0.0255156j 0.0114367+0.0126057j -0.0452166+0.00622646j -0.00596021-0.00355459j 0.052275+0.0548884j -0.0398242-0.0607064j 0.0143066+0.0662837j -0.0164661-0.024207j -0.00207585-0.0658794j -0.0362215-0.080804j 0.0671501+0.0403636j -0.0281001+0.0591209j 0.0146443+0.0176853j 0.0255953+0.0519263j 0.0132634+0.0414588j 0.0220965+0.0418694j -0.0943563-0.127194j 0.0722527+0.0688617j -0.0189149+0.0230211j -0.113464+0.087247j -0.0314368+0.0903912j -0.0388939-0.0608869j -0.105831+0.0429845j -0.0132438+0.241345j 0.0787605-0.11504j -0.0303719+0.0432444j -0.188872-0.106801j 0.0620017+0.0584364j -0.0941986+0.0448652j -0.106292-0.125985j 0.0889858+0.0130176j 0.0108035+0.0303945j 0.0481652+0.0979249j 0.0365051+0.0326374j -0.139817+0.0163774j -0.013905+0.0423704j -0.0646153-0.0301676j -0.0293982-0.00900231j 0.0383816+0.0272261j 
0.0288598-0.0192938j -0.00656067+0.0124555j 0.00983493+0.0144544j 0.0331307-0.0513759j -0.00964932+0.0318052j 0.00124834+0.0153142j -0.0177101+0.0231627j -0.0647614-0.0175246j -0.0144288-0.0105422j -0.00214797-0.0257307j -0.0116947+0.00296967j -0.0147659+0.0898153j -0.0310675-0.0309524j -0.0436558-0.00334738j -0.0386875+0.0614971j 0.0286605+0.0302337j 0.00639946-0.0119563j -0.0417232-0.00752406j -0.0278138+0.0528705j 0.0581038-0.0627982j 0.0341188-0.0141271j -0.0304287-0.0330318j -0.0705128-0.0943201j 0.0152627-0.0317103j -0.0329458+0.0075667j 0.0941924+0.0867797j 0.134879+0.05757j 0.0314598-0.0185569j -0.0114258-0.0420179j -0.000465878-0.0810019j 0.0604227+0.0284863j -0.0756044-0.159375j 0.0195783-0.0554496j 0.0489123+0.0575703j 0.0376772-0.00508473j 0.0146017+0.0546552j 0.0233291-0.17911j -0.14321+0.0211083j 0.0667979-0.150868j -0.0363593-0.020861j 0.116049+0.0866616j 0.057682-0.0292487j 0.0140386-0.0534203j 0.0426255+0.0393589j -0.0164504+0.0709756j 0.00562877+0.105647j -0.0722944-0.0627611j -0.144212-0.1482j 0.116575-0.0218617j -0.0227616-0.119837j -0.0818655+0.0798931j 0.0045574+0.0108446j 
-0.0284675+0.00811649j 0.0092069+0.0673021j -0.038012-0.00133742j -0.0190901+0.0220948j 0.0561929-0.0477016j -0.0618551+0.00254877j -0.0230828-0.00961694j -0.0432577+0.0284961j 0.0289054-0.0337151j -0.01612+0.0205522j 0.0920552+0.0570765j -0.0109806-0.0561953j -0.0741654-0.0398851j 0.00107621+0.00283205j -0.0113527+0.0360849j -0.0252725+0.0108206j 0.00884676-0.0171647j 0.0254603+0.0190514j -0.0222093+0.0996505j 0.0346983+0.095609j -0.0813027+0.00310533j 0.00344265-0.0918081j -0.0484041-0.0177027j 0.00316001-0.0216027j -0.0537345+0.00499823j 0.0730659+0.0510157j 0.037004-0.0549754j -0.0379156+0.00927923j -0.00352009-0.0442042j 3.04682e-05-0.00170741j -0.0372253+0.0220461j 0.00638387-0.0485412j -0.0244708+0.114547j -0.0033983+0.00790699j 0.0166235+0.0856123j 0.0401212+0.00102341j 0.141049+0.0312965j 0.0456651-0.037881j 0.00577835-0.103626j -0.109387-0.0703784j 0.0292616-0.0124108j 0.03085-0.027006j 0.0521756+0.0156284j -0.0273153+0.0339704j -0.0952276-0.0243247j 0.0518586+0.0738898j -0.00747548-0.0389927j -0.0947305+0.0332084j 0.125499+0.119225j 0.0747562-0.0924082j -0.0622344-0.0613804j -0.0406768+0.0126585j 
0.0115223-0.0201321j -0.00507725-0.0239248j -0.040612-0.0272547j -0.00740913+0.0016852j -0.00878921+0.00404205j -0.0006403+0.0335492j -0.0150785-0.000894196j 0.0064181-0.0235751j -0.0693343+0.00396327j -0.00603342-0.0134084j -0.0419781-0.00506775j 0.0221576+0.0319125j -0.00582588+0.0117345j 0.00848962-0.0168196j -0.0153063+0.0541336j 0.0297777+0.0233461j -0.00309672+0.00957261j -0.0898682-0.0156599j 0.0612189+0.00937499j 0.000888707+0.0063796j 0.0249564-0.0592846j -0.0190658+0.0236078j -0.0109991-0.0208423j -0.0281084+0.040812j -0.0184512+0.0117657j 0.0424819-0.0566891j -0.000604207+0.0166445j -0.191532-0.0362528j -0.0349773+0.0221728j 0.0395581+0.0143751j 0.0281107-0.0812794j -0.000432541-0.0808519j -0.0105482-0.054376j -0.0435252-0.096742j -0.00813916+0.0378694j 0.0658756-0.0151232j 0.10351-0.0334187j -0.0221593-0.018894j -0.0566021-0.0615314j 0.0144964+0.0963598j -0.032281-0.0234272j 0.0872115+0.0581743j 0.036544+0.0431588j -0.0216161-0.0648327j -0.00129213+0.04852j 0.0135242-0.0646512j 0.0332992+0.0285079j 0.046901-0.0185055j 0.070767-0.00603853j 0.0394899+0.00862045j 0.0319956+0.0287036j 0.0534914-0.0153017j 
0.00842647+0.00768476j -0.0158751+0.0212055j 0.0217265+0.034113j 0.0213557-0.0018507j -0.0211985-0.0208495j 0.0219955-0.0589234j -0.0283474-0.0107392j -0.0292946+0.0341743j 0.0420151-0.0244718j -0.039514+0.0185127j -0.000682481+0.0132778j -0.00947447-0.0340759j 0.025675-0.0553748j 0.0238703+0.00278709j 0.0370503+0.0185921j 0.0388743+0.0228473j 0.050457-0.0263439j 0.0706931+0.008776j 0.0246785-0.0163951j -0.0631693+0.00713477j -0.00891495+0.0708606j 0.0173059-0.0301974j 0.0256009-0.0252402j 0.0133019+0.00436519j 0.0501113-0.0903911j -0.0120324+0.022571j 0.125882-0.0678581j -0.0153369-0.02352j 0.0919369+0.00292961j -0.0339193+0.0633775j -0.111676+0.109276j 0.0109072+0.0247405j 0.0603974+0.0869889j 0.0657388+0.161448j 0.0606548+0.111014j -0.0865943-0.0511513j 0.0301202-0.165726j -0.0201685-0.0678078j 0.246206+0.0699414j -0.0102912-0.11181j -0.000443133+0.0200607j -0.00653782+0.0235622j 0.141003+0.0372068j 0.0510321+0.011352j 0.0623133-0.029967j 0.0959495+0.101683j -0.0744521-0.132814j -0.0677946-0.0203971j -0.0151228-0.0151913j -0.0690864-0.0247792j -0.0422843+0.0257845j -0.015861-0.00297178j 
