-0.291467-0j -0.360672-0j -0.210392-0j 0.107792-0j -0.0423722-0j -0.0259476-0j -0.0370757-0j -0.0152929-0j -0.0228981-0j -0.00330506-0j 0.0767687-0j 0.0110806-0j -0.0211197-0j -0.00304836-0j -0.0213385-0j -0.0184797-0j -0.00307995-0j -0.00266732-0j -0.015245-0j -0.00220042-0j -0.00487084-0j -0.000703046-0j -0.0170137-0j -0.00300763-0j -0.000250636-0j -0.0188307-0j -0.00332884-0j 0.0441834-0j -0.000277403-0j -0.00992468-0j 0.0446413-0j 0.0078106-0j -0.00175445-0j -0.0173682-0j 0.000650883-0j 0.00789154-0j -0.00614058-0j -0.000146204-0j -0.0101314-0j 0.000657628-0j -0.010746-0j -0.00307029-0j -0.00108551-0j -0.000255857-0j -0.001791-0j -0.00626851-0j -9.04593e-05-0j -0.00189964-0j -0.00014925-0j -0.00163529-0j -0.00110813-0j -0.000158304-0j -0.000289082-0j -9.23439e-05-0j -2.40902e-05-0j 
-0.00487948-0j 0.00307029-0j 0.001791-0j 0.0432658-0j 0.033447-0j -0.0104149-0j -0.0148815-0j -0.00613832-0j -0.0186358-0j -0.00268132-0j 0.0624788-0j 0.00898946-0j 0.0338028-0j 0.00486355-0j 0.0341531-0j -0.0150398-0j 0.00491395-0j -0.00216393-0j -0.0124072-0j -0.00178516-0j -0.00396417-0j -0.000570366-0j 0.000144833-0j 0.115416-0j -0.00030607-0j 0.000160301-0j 0.127742-0j -0.00037612-0j -0.000338757-0j -0.000416786-0j -0.000380018-0j -0.299726-0j -0.332132-0j -0.000290763-0j 0.000794842-0j -0.302832-0j 5.22729e-05-0j 0.000880779-0j -0.000169612-0j 0.000803078-0j 9.14776e-05-0j -0.231705-0j 0.0416557-0j 0.000614458-0j -0.135161-0j 5.33619e-05-0j -0.000110466-0j 0.0728974-0j 0.000358434-0j 1.39208e-05-0j 0.0425235-0j -0.000193316-0j 0.0110933-0j -0.000112768-0j -2.94183e-05-0j 
0.000228846-0j -0.00027337-0j 0.000148315-0j -0.00409071-0j 0.00460712-0j -0.00292254-0j 0.00417343-0j -0.00814113-0j -7.14737e-05-0j -0.140542-0j -1.96052e-05-0j -0.0385505-0j 1.65822e-05-0j 0.0326062-0j -1.67439e-05-0j -1.40066e-05-0j -0.0329243-0j -0.0275418-0j 1.07469e-05-0j 0.0211321-0j 4.01031e-05-0j 0.0788564-0j 1.33584e-05-0j -0.000338757-0j -0.123688-0j 5.67411e-05-0j -0.00143891-0j 1.16886e-05-0j -0.525377-0j 7.79239e-06-0j -1.18026e-05-0j -0.000296413-0j -0.000197608-0j -1.31641e-05-0j -0.108227-0j 0.000299305-0j 4.82129e-06-0j -0.0721512-0j 7.14212e-06-0j 0.109283-0j -8.4322e-06-0j 0.000333832-0j -0.000122264-0j 0.121889-0j -0.000181118-0j 2.3262e-05-0j -0.0446413-0j 0.000213834-0j -0.0661302-0j 2.33389e-05-0j -0.000589906-0j 0.0780753-0j -0.000591856-0j -0.215388-0j -0.2161-0j 
-0.0571206-0j 0.000248245-0j -0.0162816-0j 0.00144281-0j -0.000143873-0j 0.00103079-0j -0.00142183-0j -0.00178048-0j 0.00090965-0j 0.000131297-0j 1.78033e-05-0j 2.56969e-06-0j -0.00413895-0j -0.000597406-0j 0.00403694-0j 1.27193e-05-0j 0.000582682-0j 1.83587e-06-0j -0.00117976-0j -0.000170284-0j -0.000757233-0j -0.000109297-0j -0.0975734-0j 0.000119481-0j 9.95675e-06-0j -0.00187109-0j 2.29119e-06-0j -0.0853767-0j 1.90933e-07-0j -0.383345-0j 0.0832724-0j 0.000104546-0j 0.000469415-0j 0.00851354-0j 8.71215e-06-0j -0.000101969-0j -0.0352161-0j 3.91179e-05-0j -0.558376-0j -8.49742e-06-0j 0.0594927-0j -1.0425e-05-0j 4.3123e-05-0j -8.68753e-07-0j 0.000683744-0j 0.105358-0j 3.59358e-06-0j -7.28502e-05-0j 5.69787e-05-0j 0.045917-0j -0.000129013-0j -6.07085e-06-0j -5.62264e-05-0j -1.07511e-05-0j -4.68554e-06-0j 
0.000406623-0j -0.000255857-0j -0.00014925-0j -0.0109694-0j -0.00847997-0j 0.00264054-0j 0.00377299-0j 0.00155628-0j -1.62438e-05-0j -0.0319408-0j 5.44591e-05-0j 0.107085-0j 2.94639e-05-0j 0.0579361-0j 2.97692e-05-0j -1.31094e-05-0j 0.0585365-0j -0.0257775-0j -1.08147e-05-0j -0.0212653-0j -3.45534e-06-0j -0.00679438-0j -1.20694e-05-0j 0.00030607-0j 0.111753-0j -1.33584e-05-0j 0.000338757-0j 3.13434e-05-0j 0.123688-0j 3.47322e-05-0j 3.16682e-05-0j -0.000794842-0j -0.000880779-0j 2.42302e-05-0j -0.290214-0j -0.000803078-0j -4.35608e-06-0j -0.321592-0j 1.41343e-05-0j -0.293222-0j -7.62314e-06-0j -0.000614458-0j 0.000110466-0j -0.224352-0j -0.000358434-0j -4.44683e-06-0j 0.0403337-0j 0.000193316-0j -0.130872-0j -1.16006e-06-0j 0.000112768-0j 0.070584-0j 2.94183e-05-0j 0.041174-0j 0.0107413-0j 
-0.0101314-0j 0.0244224-0j -0.0281129-0j 0.00374687-0j 0.00286918-0j -0.000901943-0j -0.00115711-0j -0.00063643-0j -0.000795944-0j -0.000114885-0j -0.00519829-0j -0.000750309-0j -0.000734124-0j -0.000105962-0j -0.000665961-0j 0.00125133-0j -9.61231e-05-0j 0.000180614-0j -0.00203706-0j -0.000294024-0j 0.0021564-0j 0.000311249-0j 0.0853767-0j -0.000104546-0j -8.71215e-06-0j -0.184078-0j 0.000225408-0j -0.221717-0j 1.8784e-05-0j 0.0498031-0j -0.201131-0j 0.000271498-0j -6.09851e-05-0j -0.169781-0j 2.26248e-05-0j 0.00024629-0j 0.0308141-0j -5.08209e-06-0j 0.195436-0j 2.05241e-05-0j 0.048416-0j 0.000207901-0j -3.77326e-05-0j 1.7325e-05-0j -0.000239317-0j 0.0376601-0j -3.14438e-06-0j -5.92866e-05-0j -1.99431e-05-0j -0.358195-0j -4.61157e-05-0j -4.94055e-06-0j 0.000438618-0j -3.84297e-06-0j 3.65515e-05-0j 
-0.0197202-0j -0.0365188-0j 0.00723825-0j 0.00124951-0j -0.00286684-0j 0.000792488-0j -0.003754-0j 0.000526134-0j 0.00078778-0j 0.000113706-0j 0.000889892-0j 0.000128445-0j 0.00420541-0j 0.000606999-0j -0.00144373-0j 0.000564405-0j -0.000208385-0j 8.14648e-05-0j -0.00154359-0j -0.000222798-0j 0.000167575-0j 2.41874e-05-0j -0.084501-0j 0.000103474-0j 8.6228e-06-0j -0.0935255-0j 0.000114524-0j 0.217606-0j 9.54369e-06-0j 0.243169-0j -0.0747046-0j -0.000266463-0j -0.000297766-0j -0.499268-0j -2.22053e-05-0j 9.14776e-05-0j -0.380995-0j -2.48139e-05-0j 0.0989579-0j 7.62314e-06-0j -0.0473806-0j 0.000611365-0j 0.000466538-0j 5.09471e-05-0j -0.000121176-0j 0.0916276-0j 3.88781e-05-0j 5.80187e-05-0j -1.0098e-05-0j -0.00812192-0j -0.0001122-0j 4.83489e-06-0j 9.94548e-06-0j -9.35002e-06-0j 8.2879e-07-0j 
-0.00307029-0j 6.3952e-05-0j 0.00431731-0j -0.0535387-0j 0.000364634-0j -0.0379296-0j 0.0172708-0j -0.022261-0j 0.0230607-0j 0.00331797-0j -0.00133952-0j -0.000192731-0j -0.0206641-0j -0.00297315-0j -0.0207453-0j -0.000948988-0j -0.00298484-0j -0.00013654-0j 0.0290569-0j 0.00418071-0j -0.0191967-0j -0.00276202-0j -0.000179221-0j -0.142819-0j 0.000378742-0j -3.43679e-06-0j -0.00273873-0j -0.000452176-0j 7.26284e-06-0j -0.000104546-0j -0.000453954-0j -0.360333-0j -0.0833113-0j 3.07962e-06-0j 0.000955566-0j -0.36175-0j 0.000317898-0j 0.000220933-0j 0.000207901-0j 0.000959323-0j -0.000321604-0j 0.00245411-0j 0.253329-0j -6.50804e-06-0j 0.165673-0j -0.000188011-0j -0.000671802-0j -0.256283-0j -0.000439349-0j 8.43397e-05-0j -0.149824-0j 0.000679635-0j 0.0672093-0j 0.000397316-0j -0.000178232-0j 
0.0100976-0j -4.38839e-05-0j 0.00287821-0j 0.0120261-0j -0.00119921-0j 0.00859186-0j -0.0118512-0j -0.0148406-0j 0.0153738-0j 0.00221198-0j 0.00030089-0j 4.3292e-05-0j -0.0699514-0j -0.0100646-0j 0.0682273-0j 0.000214966-0j 0.00981655-0j 3.09293e-05-0j -0.0199389-0j -0.00286881-0j -0.0127978-0j -0.00184135-0j -0.000119481-0j -0.0952129-0j 0.000252495-0j -2.29119e-06-0j -0.00182582-0j -0.000104546-0j 4.84189e-06-0j -0.000469415-0j 0.000101969-0j -0.0833113-0j -0.374071-0j 1.0425e-05-0j 0.000220933-0j 0.0812579-0j -4.3123e-05-0j 0.000991998-0j -0.000683744-0j -0.000215487-0j 7.28502e-05-0j 0.00830758-0j -0.0343642-0j -2.20308e-05-0j -0.544868-0j 0.000129013-0j 9.11302e-05-0j 0.0580534-0j 0.00144493-0j 5.62264e-05-0j 0.102809-0j -0.000153952-0j 0.0448062-0j -0.000272639-0j -0.000118821-0j 
0.0281775-0j -0.0166284-0j -0.00928598-0j -0.00178538-0j -0.00395439-0j 0.003754-0j -0.00176963-0j -0.00355319-0j -0.00112563-0j -0.000162471-0j 0.00122748-0j 0.000177171-0j -0.00198362-0j -0.000286311-0j -0.00206166-0j -0.00258093-0j -0.000297575-0j -0.000372525-0j 0.000653707-0j 9.43545e-05-0j -0.00251085-0j -0.00036241-0j 0.120741-0j -0.00014785-0j -1.23208e-05-0j -0.129005-0j 0.00015797-0j -0.102641-0j 1.31641e-05-0j -0.347457-0j -0.106679-0j 0.000125686-0j 0.000425469-0j -0.227336-0j 1.04738e-05-0j 0.000130631-0j -0.214167-0j 3.54558e-05-0j -0.126954-0j 1.08859e-05-0j 0.224306-0j 0.000278378-0j 0.000262252-0j 2.31982e-05-0j 0.000155458-0j -0.204271-0j 2.18544e-05-0j -0.000274668-0j 1.29548e-05-0j 0.210951-0j 0.000250134-0j -2.2889e-05-0j -0.000258315-0j 2.08445e-05-0j -2.15262e-05-0j 
0.001791-0j -0.00431731-0j 0.0049697-0j 0.0312309-0j 0.0239152-0j -0.00751788-0j -0.00964472-0j -0.00530477-0j -0.013452-0j -0.00193548-0j -0.087855-0j -0.0126406-0j -0.0124072-0j -0.00178516-0j -0.0112552-0j 0.0211484-0j -0.0016194-0j 0.00304283-0j -0.0344278-0j -0.00495348-0j 0.0364447-0j 0.00524367-0j 0.000104546-0j 0.0833113-0j -0.000220933-0j -0.000225408-0j -0.179625-0j -0.000271498-0j 0.000476346-0j 6.09851e-05-0j -0.00024629-0j -0.216354-0j 0.0485983-0j -0.000207901-0j 0.000573747-0j -0.196265-0j 3.77326e-05-0j -0.000128878-0j 0.000239317-0j 0.000520475-0j 5.92866e-05-0j -0.165673-0j 0.0300686-0j 0.000439349-0j 0.190709-0j 4.61157e-05-0j -7.97389e-05-0j 0.0472448-0j -0.000505739-0j -0.000438618-0j 0.036749-0j -0.000125288-0j -0.34953-0j -9.74546e-05-0j 0.000926916-0j 
0.000255857-0j -5.32933e-06-0j -0.000359776-0j 0.0135739-0j -9.24475e-05-0j 0.00961648-0j -0.00437875-0j 0.00564392-0j 2.01006e-05-0j 0.0395247-0j -1.16758e-06-0j -0.00229587-0j -1.80116e-05-0j -0.0354171-0j -1.80825e-05-0j -8.27177e-07-0j -0.0355563-0j -0.00162651-0j 2.53272e-05-0j 0.049802-0j -1.67326e-05-0j -0.0329021-0j 1.49351e-05-0j -0.000378742-0j -0.138287-0j 2.86399e-07-0j -7.26284e-06-0j 3.76813e-05-0j -0.00265182-0j 8.71215e-06-0j 3.78295e-05-0j -0.000955566-0j -0.000220933-0j -2.56635e-07-0j -0.348898-0j -0.000959323-0j -2.64915e-05-0j -0.0806675-0j -1.7325e-05-0j -0.35027-0j 2.68004e-05-0j 6.50804e-06-0j 0.000671802-0j 0.00237623-0j 0.000439349-0j 1.56676e-05-0j 0.24529-0j -0.000679635-0j 0.160416-0j -7.02831e-06-0j -0.000397316-0j -0.248149-0j 0.000178232-0j -0.145069-0j 0.0650764-0j 
0.00348607-0j 0.00645567-0j -0.00127955-0j 0.0104149-0j -0.0238957-0j 0.00660555-0j -0.0312903-0j 0.00438543-0j 0.0133141-0j 0.00191563-0j 0.0150398-0j 0.00216393-0j 0.0710746-0j 0.0102262-0j -0.0244001-0j 0.00953886-0j -0.00351069-0j 0.00137245-0j -0.0260878-0j -0.00375352-0j 0.00283214-0j 0.000407489-0j -0.000103474-0j -0.0824568-0j 0.000218667-0j -0.000114524-0j -0.091263-0j 0.000266463-0j 0.00024202-0j 0.000297766-0j -9.14776e-05-0j 0.212341-0j 0.237286-0j -0.000611365-0j -0.000563107-0j -0.0728974-0j -0.000466538-0j -0.000629259-0j 0.000121176-0j 0.000193316-0j -5.80187e-05-0j -0.48719-0j -0.371778-0j 0.00129198-0j 0.096564-0j 0.0001122-0j 0.000985917-0j -0.0462344-0j -0.000256078-0j -9.94548e-06-0j 0.089411-0j 0.000122609-0j -0.00792543-0j -0.000237109-0j 2.10174e-05-0j 
-0.00716401-0j 0.000754852-0j 0.0100737-0j -0.000892692-0j -1.80444e-05-0j -0.00796731-0j -0.00432343-0j 0.00110161-0j -0.000562817-0j -8.12357e-05-0j -1.10152e-05-0j -1.58991e-06-0j 0.00255119-0j 0.000368232-0j 0.000506309-0j -9.83115e-05-0j 7.30794e-05-0j -1.419e-05-0j -0.00358737-0j -0.000517792-0j 0.000468514-0j 6.76242e-05-0j 0.0603705-0j -7.39251e-05-0j -6.16042e-06-0j 0.00115768-0j -1.4176e-06-0j -0.259609-0j -1.18133e-07-0j 0.0352161-0j -0.0515221-0j 0.000317898-0j -4.3123e-05-0j -0.00524761-0j 2.64915e-05-0j 6.30901e-05-0j 0.15779-0j -3.59358e-06-0j -0.070031-0j 5.25751e-06-0j -0.459837-0j 6.42583e-06-0j -0.000193217-0j 5.35486e-07-0j 8.57546e-05-0j 0.320367-0j -1.61014e-05-0j 0.000563081-0j 7.14622e-06-0j -0.0284097-0j -0.000392297-0j 4.69234e-05-0j 3.47883e-05-0j -3.26914e-05-0j 2.89903e-06-0j 
-0.000841465-0j 3.657e-06-0j -0.000239851-0j -0.00304904-0j 0.000304042-0j -0.00217834-0j 0.0030047-0j 0.00376262-0j 1.34004e-05-0j 0.0263498-0j 2.62268e-07-0j 0.000515709-0j -6.09725e-05-0j -0.119893-0j 5.94697e-05-0j 1.87373e-07-0j 0.116938-0j 0.00036844-0j -1.73796e-05-0j -0.0341742-0j -1.11551e-05-0j -0.0219347-0j 9.95675e-06-0j -0.000252495-0j -0.0921914-0j 1.90933e-07-0j -4.84189e-06-0j 8.71215e-06-0j -0.00176788-0j 3.91179e-05-0j -8.49742e-06-0j -0.000220933-0j -0.000991998-0j -8.68753e-07-0j -0.0806675-0j 0.000215487-0j 3.59358e-06-0j -0.3622-0j 5.69787e-05-0j 0.0786792-0j -6.07085e-06-0j 2.20308e-05-0j -9.11302e-05-0j 0.00804394-0j -0.00144493-0j -1.07511e-05-0j -0.0332736-0j 0.000153952-0j -0.527576-0j -4.68554e-06-0j 0.000272639-0j 0.0562111-0j 0.000118821-0j 0.0995465-0j 0.0433843-0j 
-0.0116226-0j -0.0214329-0j 0.00510746-0j 0.000736434-0j 0.00495186-0j 0.000526134-0j 0.00355319-0j -0.00431423-0j 0.000464301-0j 6.7016e-05-0j -0.0015371-0j -0.000221861-0j -0.000842176-0j -0.000121558-0j -0.0040217-0j -0.00109816-0j -0.000580482-0j -0.000158505-0j 0.000370086-0j 5.34173e-05-0j -0.00183888-0j -0.000265419-0j -0.0498031-0j 6.09851e-05-0j 5.08209e-06-0j 0.161546-0j -0.000197816-0j -0.0435777-0j -1.64847e-05-0j 0.143319-0j -0.2081-0j 5.33619e-05-0j -0.000175497-0j -0.293021-0j 4.44683e-06-0j 0.000254823-0j -0.0179749-0j -1.46248e-05-0j 0.0698267-0j 2.12352e-05-0j -0.148674-0j 0.000358811-0j 2.20107e-05-0j 2.99009e-05-0j -8.55045e-05-0j 0.25529-0j 1.83422e-06-0j 0.000182054-0j -7.12538e-06-0j -0.150517-0j -0.000312609-0j 1.51712e-05-0j 0.000184312-0j -2.60508e-05-0j 1.53593e-05-0j 
-0.00014925-0j 0.000359776-0j -0.000414142-0j -0.00791813-0j -0.00606333-0j 0.00190604-0j 0.00244527-0j 0.00134494-0j -1.17254e-05-0j -0.0230561-0j -7.65781e-05-0j -0.150579-0j -1.08147e-05-0j -0.0212653-0j -9.81053e-06-0j 1.84338e-05-0j -0.0192909-0j 0.0362472-0j -3.00087e-05-0j -0.0590074-0j 3.17667e-05-0j 0.0624643-0j -8.71215e-06-0j 0.000220933-0j 0.0806675-0j 1.8784e-05-0j -0.000476346-0j 2.26248e-05-0j -0.173924-0j -5.08209e-06-0j 2.05241e-05-0j -0.000573747-0j 0.000128878-0j 1.7325e-05-0j -0.209488-0j -0.000520475-0j -3.14438e-06-0j 0.047056-0j -1.99431e-05-0j -0.190037-0j -4.94055e-06-0j -0.000439349-0j 7.97389e-05-0j -0.160416-0j 0.000505739-0j -3.84297e-06-0j 0.0291144-0j 0.000125288-0j 0.184656-0j 3.65515e-05-0j 9.74546e-05-0j 0.0457455-0j -0.000926916-0j 0.0355828-0j -0.338437-0j 
-0.000290506-0j -0.000537973-0j 0.000106629-0j -0.00264054-0j 0.00605838-0j -0.00167474-0j 0.00793319-0j -0.00111186-0j 1.16051e-05-0j 0.0228196-0j 1.31094e-05-0j 0.0257775-0j 6.19516e-05-0j 0.121818-0j -2.12682e-05-0j 8.31447e-06-0j -0.0418205-0j 0.0163491-0j -2.27392e-05-0j -0.0447131-0j 2.46861e-06-0j 0.00485414-0j 8.6228e-06-0j -0.000218667-0j -0.0798401-0j 9.54369e-06-0j -0.00024202-0j -2.22053e-05-0j -0.0883668-0j -2.48139e-05-0j 7.62314e-06-0j 0.000563107-0j 0.000629259-0j 5.09471e-05-0j 0.205603-0j -0.000193316-0j 3.88781e-05-0j 0.229756-0j -1.0098e-05-0j -0.070584-0j 4.83489e-06-0j -0.00129198-0j -0.000985917-0j -0.471729-0j 0.000256078-0j -9.35002e-06-0j -0.35998-0j -0.000122609-0j 0.0934995-0j 8.2879e-07-0j 0.000237109-0j -0.0447672-0j -2.10174e-05-0j 0.0865736-0j -0.00767392-0j 
-0.00498113-0j 0.00293951-0j 0.00164155-0j -0.0148815-0j -0.0329606-0j 0.0312903-0j -0.0147502-0j -0.0296165-0j -0.0190241-0j -0.00273718-0j 0.0207453-0j 0.00298484-0j -0.0335247-0j -0.00482353-0j -0.0348437-0j -0.0436196-0j -0.00501331-0j -0.006276-0j 0.0110481-0j 0.00158961-0j -0.0424353-0j -0.00610559-0j 0.00014785-0j 0.11782-0j -0.000312446-0j -0.00015797-0j -0.125884-0j -0.000125686-0j 0.000333832-0j -0.000425469-0j -0.000130631-0j -0.100158-0j -0.339051-0j -0.000278378-0j 0.000265608-0j -0.104098-0j -0.000262252-0j 0.000899128-0j -0.000155458-0j 0.000276058-0j 0.000274668-0j -0.221836-0j -0.208986-0j 0.000588286-0j -0.123882-0j -0.000250134-0j 0.000554209-0j 0.21888-0j 0.000328523-0j 0.000258315-0j -0.199329-0j -0.000580447-0j 0.205848-0j 0.0005286-0j -0.000545887-0j 
0.00723825-0j 0.0513512-0j 0.0200848-0j 0.000901943-0j -0.00204984-0j 0.000572048-0j -0.00243296-0j 0.000454687-0j 0.00056865-0j 8.20775e-05-0j -0.00125133-0j -0.000180614-0j -0.00154359-0j -0.000222798-0j 0.000475785-0j -0.000793642-0j 6.86737e-05-0j -0.000114552-0j -0.00428317-0j -0.000618223-0j -0.0015406-0j -0.000222367-0j -0.0609961-0j 7.46912e-05-0j 6.22426e-06-0j 0.131512-0j -0.000161039-0j 0.157076-0j -1.34199e-05-0j -0.035581-0j -0.048416-0j -0.000192343-0j 4.35698e-05-0j -0.356985-0j -1.60286e-05-0j 5.92866e-05-0j -0.275017-0j 3.63082e-06-0j -0.139627-0j 4.94055e-06-0j -0.0307074-0j 0.000437137-0j 0.000336765-0j 3.64281e-05-0j 0.000170976-0j 0.0791851-0j 2.80637e-05-0j 3.76019e-05-0j 1.4248e-05-0j 0.255907-0j -9.6964e-05-0j 3.13349e-06-0j -0.000313364-0j -8.08034e-06-0j -2.61137e-05-0j 
0.00126643-0j -0.00013344-0j -0.0017808-0j -0.00744077-0j -0.000150404-0j -0.0664091-0j -0.0360367-0j 0.00918217-0j -0.00951203-0j -0.00136859-0j -0.000186166-0j -2.67856e-05-0j 0.043117-0j 0.00620367-0j 0.008557-0j -0.00166154-0j 0.00123118-0j -0.000239062-0j -0.0606292-0j -0.00872334-0j 0.00791824-0j 0.00113928-0j 7.39251e-05-0j 0.05891-0j -0.000156223-0j 1.4176e-06-0j 0.00112967-0j -0.000317898-0j -2.99577e-06-0j 4.3123e-05-0j -6.30901e-05-0j -0.253329-0j 0.0343642-0j -6.42583e-06-0j 0.000671802-0j -0.0502757-0j 0.000193217-0j -9.11302e-05-0j -8.57546e-05-0j 0.000133326-0j -0.000563081-0j -0.00512066-0j 0.153972-0j 1.35795e-05-0j -0.0683368-0j 0.000392297-0j -0.000408319-0j -0.448713-0j 0.000181222-0j -3.47883e-05-0j 0.312617-0j 0.00118994-0j -0.0277224-0j -0.000829028-0j 7.35169e-05-0j 
0.000415094-0j -0.000244959-0j -0.000136795-0j 0.00377299-0j 0.00835667-0j -0.00793319-0j 0.0037397-0j 0.00750882-0j -1.65822e-05-0j -0.0326062-0j 1.80825e-05-0j 0.0355563-0j -2.92215e-05-0j -0.0574594-0j -3.03712e-05-0j -3.80207e-05-0j -0.0597201-0j -0.0747617-0j 9.63001e-06-0j 0.0189359-0j -3.69883e-05-0j -0.0727317-0j -1.23208e-05-0j 0.000312446-0j 0.114081-0j 1.31641e-05-0j -0.000333832-0j 1.04738e-05-0j -0.121889-0j 3.54558e-05-0j 1.08859e-05-0j -0.000265608-0j -0.000899128-0j 2.31982e-05-0j -0.0969792-0j -0.000276058-0j 2.18544e-05-0j -0.328291-0j 1.29548e-05-0j -0.100795-0j -2.2889e-05-0j -0.000588286-0j -0.000554209-0j -0.214796-0j -0.000328523-0j 2.08445e-05-0j -0.202354-0j 0.000580447-0j -0.119951-0j -2.15262e-05-0j -0.0005286-0j 0.211934-0j 0.000545887-0j -0.193003-0j 0.199315-0j 
0.00205461-0j 0.00378885-0j -0.00090288-0j 0.00613832-0j 0.0412747-0j 0.00438543-0j 0.0296165-0j -0.03596-0j 0.00784703-0j 0.00112903-0j -0.0259782-0j -0.00373774-0j -0.0142334-0j -0.0020479-0j -0.0679698-0j -0.0185597-0j -0.0097795-0j -0.00267037-0j 0.00625473-0j 0.000899932-0j -0.0310784-0j -0.00447156-0j -6.09851e-05-0j -0.0485983-0j 0.000128878-0j 0.000197816-0j 0.157638-0j -5.33619e-05-0j -0.000418038-0j 0.000175497-0j -0.000254823-0j -0.0425235-0j 0.139851-0j -0.000358811-0j 0.000112768-0j -0.203065-0j -2.20107e-05-0j -0.000370872-0j 8.55045e-05-0j 0.000538508-0j -0.000182054-0j -0.285932-0j -0.01754-0j 0.000758263-0j 0.0681375-0j 0.000312609-0j 4.65144e-05-0j -0.145077-0j -0.000180694-0j -0.000184312-0j 0.249114-0j 0.000384729-0j -0.146876-0j -0.000660625-0j 0.0003895-0j 
-0.00327059-0j -0.0153871-0j 0.0300683-0j -0.000407541-0j 0.00186067-0j 0.000856907-0j 0.00423841-0j 0.00319505-0j -0.000256943-0j -3.70866e-05-0j 0.00113585-0j 0.000163946-0j 0.00023024-0j 3.32323e-05-0j -0.00251085-0j -0.00238827-0j -0.00036241-0j -0.000344717-0j -0.00211672-0j -0.000305522-0j -0.0027186-0j -0.000392396-0j 0.027561-0j -3.37491e-05-0j -2.81242e-06-0j -0.119375-0j 0.000146178-0j -0.0234293-0j 1.21815e-05-0j 0.0160772-0j 0.255505-0j 2.86898e-05-0j -1.9687e-05-0j 0.106969-0j 2.39081e-06-0j -0.000312872-0j -0.0488868-0j -1.64058e-06-0j -0.20903-0j -2.60727e-05-0j -0.537231-0j -0.000130986-0j 5.98631e-05-0j -1.09155e-05-0j 0.000255962-0j 0.183682-0j 4.98859e-06-0j 0.000657853-0j 2.13302e-05-0j 0.3741-0j -0.000224923-0j 5.48211e-05-0j -0.000458095-0j -1.87435e-05-0j -3.81746e-05-0j 
-0.000105536-0j 1.112e-05-0j 0.0001484-0j 0.00188649-0j 3.81326e-05-0j 0.016837-0j 0.00913655-0j -0.002328-0j -8.29108e-06-0j -0.0163031-0j -1.6227e-07-0j -0.000319078-0j 3.75825e-05-0j 0.0739001-0j 7.45864e-06-0j -1.44826e-06-0j 0.0146662-0j -0.00284779-0j -5.28469e-05-0j -0.103915-0j 6.90186e-06-0j 0.0135714-0j -6.16042e-06-0j 0.000156223-0j 0.0570405-0j -1.18133e-07-0j 2.99577e-06-0j 2.64915e-05-0j 0.00109382-0j -3.59358e-06-0j 5.25751e-06-0j -0.000671802-0j 9.11302e-05-0j 5.35486e-07-0j -0.24529-0j -0.000133326-0j -1.61014e-05-0j 0.0332736-0j 7.14622e-06-0j -0.0486803-0j 4.69234e-05-0j -1.35795e-05-0j 0.000408319-0j -0.00495816-0j -0.000181222-0j -3.26914e-05-0j 0.149086-0j -0.00118994-0j -0.0661681-0j 2.89903e-06-0j 0.000829028-0j -0.434473-0j -7.35169e-05-0j 0.302696-0j -0.0268426-0j 
-0.00127955-0j -0.00907769-0j -0.00355053-0j 0.00751788-0j -0.0170858-0j 0.00476814-0j -0.0202793-0j 0.00378991-0j 0.00961061-0j 0.00138278-0j -0.0211484-0j -0.00304283-0j -0.0260878-0j -0.00375352-0j 0.00804113-0j -0.0134131-0j 0.00115696-0j -0.00192988-0j -0.0723889-0j -0.0104153-0j -0.0260374-0j -0.00374626-0j -7.46912e-05-0j -0.0595205-0j 0.000157842-0j 0.000161039-0j 0.12833-0j 0.000192343-0j -0.000340318-0j -4.35698e-05-0j -5.92866e-05-0j 0.153276-0j -0.0347203-0j -0.000437137-0j -0.000406472-0j -0.0472448-0j -0.000336765-0j 9.20746e-05-0j -0.000170976-0j 0.000125288-0j -3.76019e-05-0j -0.348349-0j -0.268364-0j 0.000923786-0j -0.136249-0j 9.6964e-05-0j 0.000711673-0j -0.0299645-0j 0.000361318-0j 0.000313364-0j 0.0772695-0j 7.94627e-05-0j 0.249716-0j -0.000204911-0j -0.000662221-0j 
-0.000171218-0j -0.000315737-0j 7.524e-05-0j -0.00155628-0j -0.0104646-0j -0.00111186-0j -0.00750882-0j 0.00911711-0j 6.83979e-06-0j 0.0134494-0j -2.26436e-05-0j -0.0445252-0j -1.24064e-05-0j -0.0243953-0j -5.92452e-05-0j -1.61774e-05-0j -0.116496-0j -0.0318103-0j 5.45188e-06-0j 0.0107203-0j -2.70892e-05-0j -0.0532667-0j 5.08209e-06-0j -0.000128878-0j -0.047056-0j -1.64847e-05-0j 0.000418038-0j 4.44683e-06-0j 0.152635-0j -1.46248e-05-0j 2.12352e-05-0j -0.000112768-0j 0.000370872-0j 2.99009e-05-0j -0.041174-0j -0.000538508-0j 1.83422e-06-0j 0.135413-0j -7.12538e-06-0j -0.196621-0j 1.51712e-05-0j -0.000758263-0j -4.65144e-05-0j -0.276858-0j 0.000180694-0j -2.60508e-05-0j -0.0169834-0j -0.000384729-0j 0.0659752-0j 1.53593e-05-0j 0.000660625-0j -0.140473-0j -0.0003895-0j 0.241209-0j -0.142215-0j 
