0.000201772+0.00237498j 0.0333224-0.00252747j 0.0435937-0.00165074j 0.0153669-0.00466832j -0.0102543-0.00454718j 0.000526479-0.0054674j -0.0218402+0.00404785j -0.0454634+0.00426257j -0.0120251-0.00865633j -0.0194277-0.0096789j -0.00222556+0.00939963j 0.015483+0.00857837j 0.0345055-0.0101696j 0.0179076+0.01375j 0.0174692+0.000841684j 0.0218307+0.00421755j -0.0471895-0.00527655j -0.0537831+0.00431845j -0.0334009+0.00191167j -0.0934589+0.00982064j 0.00886372+0.0257456j 0.0884521-0.0164404j 0.0919091+0.00794868j 0.104411-0.0130832j 0.00443012-0.0495647j 0.0329665-0.00678348j 0.0357768-0.0148395j -0.0173443+0.0132584j -0.0339544+0.00896444j 0.0217814-0.00613818j -0.0380566+0.00139119j -0.0166277-0.0113739j 0.00740333-0.025332j 0.0176246-0.0058869j 0.0461066+0.0128776j 0.0039517+0.00611585j -0.0333281-0.00110123j 0.000807464-0.00339532j 0.061458-0.0148719j 0.0119957-0.0139609j -0.0183833+0.00972798j 0.00515887-0.0044392j -0.00913968+0.00824752j -0.00757498-0.0124659j 0.0106376+0.00992282j 0.0199412+0.000115147j 0.00243223-0.00395182j -0.0420663+0.0254993j 0.0144565-0.00071842j 0.0229199-0.0138517j -0.0586717-0.00689834j 0.00370257-0.00721627j 0.00337176+0.00109018j -0.0104307-0.00612491j -0.042369-0.00259901j 0.0367999-0.0193608j 0.0358835+0.00639747j 0.079019-0.0154008j -0.0445934+0.0440805j 0.0397746-0.0375121j 0.0862549-0.0281556j 0.0860993-0.0178481j 0.306146+0.0509982j -0.101979+0.00774675j -0.124014+0.046242j -0.0618513+0.0198935j -0.118994+0.0197375j 0.0272941+6.39517e-05j -0.0495345+0.0169599j 0.141454-0.0711333j 0.0372179-0.0174419j -0.0237073-0.0157016j 0.0369149-0.00582718j -0.00329492-0.00833556j -0.00741389-4.73605e-05j 0.0284201+0.0153903j 0.017956+0.00117262j 0.050666+0.00939402j 0.058304+0.00250511j -0.00122298-0.0102738j 0.00847592-0.00755292j 0.0266941+0.0131018j 0.0110314-0.00394552j -0.017405+0.0106796j -0.0261879+0.00276599j -0.00737367+0.0185983j -0.037173-0.0101823j -0.0347356+0.0103449j -0.0205998+0.0125451j -0.0706364+0.00404765j 0.0197878+0.0110731j 0.349233-0.00111674j 
-0.0127297+0.00671883j -0.0213427-0.00543425j 0.0142121-0.07794j 0.0930927-0.060339j 0.00411973-0.0220599j -0.0370491-0.000650294j -0.0295984+0.136848j 0.02829+2.63335e-05j -0.0227418-0.11944j -0.0388922+0.0450522j 0.064741-0.0556017j -0.0781388+0.00407848j 0.0180118+0.00645734j 0.0325333-0.0799818j -0.0216477-0.00256424j -0.0108719-0.0101307j -0.0307001+0.0256909j 0.0117773-0.0205436j 0.0132907-0.0172491j 0.0253087+0.0101101j 0.0253971-0.0933521j -0.032795-0.0319675j 0.0298574-0.0195395j -0.00357846-0.0610661j 0.0285875-0.00459799j 0.0440316-0.142507j 0.0114751+0.00251179j 0.0567796+0.106151j -0.0389226+0.0571206j 0.00580074-0.0727873j 0.033965+0.0868295j 0.022346+0.0169482j 0.0596396-0.0837757j -0.0754219-0.0828489j -0.0810117+0.0413796j 0.0690727-0.0964866j -0.0316474-0.0237842j -0.140194+0.0721058j 0.0557815+0.283118j 0.0093505+0.0779995j 0.0160218-0.0208864j 0.0315475+0.0618782j -0.0326716+0.000531345j -0.0559087+0.013762j 0.0589973-0.0405307j -0.0220769-0.11652j 0.0021849+0.0731584j 0.0195853+0.0329198j -0.00819525-0.0447126j -0.00983542-0.0344459j -0.000887844+0.119668j -0.0161326-0.0284864j -0.027909+0.0598246j -0.0309138-0.0504315j 0.00259462+0.0227757j -0.0197388+0.116847j 0.00657824+0.0437258j 0.00249043-0.0768309j -0.00696264+0.060656j 0.00898787+0.0320185j -0.0272203-0.00556761j 0.00795011-0.00573022j 0.000490011+0.0674549j -0.0220738-0.0240789j 0.00393039-0.0332652j 0.0319226-0.033622j 0.0116367-0.0948482j 0.0329734+0.020877j 0.000712915-0.00177103j 0.0254455-0.00177921j 0.00387263+0.00130477j 0.00672416-0.0290647j 0.0197151-0.0253885j -0.0276511+0.0183126j 0.0198515-0.0146263j 0.0283142-0.0294929j -0.0349109+0.00759408j 0.00713618-0.0412264j 0.00638363-0.0378894j -0.0114617+0.024862j -0.00584058-0.0294764j 0.00262376-0.027068j -0.0060016+0.0488245j -0.0103087+0.0517474j 0.00652881+0.0430836j -0.0256971-0.0391847j 0.0125401-0.0216568j 0.0252686+0.0460545j -0.00293892+0.000293278j 0.0221189+0.000156695j -0.0126428-0.00159407j -0.00059773+0.00302168j 
0.00893059-0.00688132j -0.0287091-0.00461512j -0.0221764+0.0310046j 0.0112938+0.0545788j -0.00122642+0.0135773j 0.0628986-0.0396373j 0.0285662+0.0058817j -0.0542974-0.00956752j -5.01873e-05+0.0355164j 0.02768-0.0500736j 0.116894+0.00420988j -0.0580835-0.037254j 0.062452+0.0328212j -0.0116748+0.0608163j -0.00955629+0.00160627j -0.0691562+0.00990571j -0.0103133-0.0166144j 0.078092-0.011909j -0.00280772+0.00715628j -0.00947544-0.00677488j 0.01312-0.0012667j -0.0793671+0.017532j 0.101519+0.0183921j 0.0118664+0.0152147j 0.0463721+0.0223027j -0.0565801+0.0614084j 0.0795014-0.00407168j 0.230652-0.0080085j -0.099374-0.0371558j 0.0693081+0.00315012j -0.0956793+0.0145154j 0.0278912-0.0351984j 0.0329292+0.0626245j -0.0297157-0.0359903j -0.141682-0.0433985j 0.16689-0.00429389j 0.0213011+0.0190027j -0.383962-0.00484893j -0.0290257-0.117876j 0.110886-0.0234699j -0.0367516+0.056328j -0.0199663+0.0160456j -0.0381112-0.000901447j 0.00827516-0.0429706j -0.0157221+0.0238446j -0.106915+0.00952645j -0.0118921-0.0191064j 0.0358499+0.039051j -0.0275391+0.0433357j -0.0112983-0.0424773j 0.00112004-0.064154j -0.026856-0.00969161j -0.0255759-0.0306248j -0.0449816-0.0158347j 0.00194877-0.00590996j -0.0183926-0.0455178j 0.0420577+0.0386302j -0.013457+0.0158791j -0.0342131-0.0407118j -0.0186285+0.00620746j -0.0298073-0.0597192j 0.0263914+0.0619593j 0.00623777-0.0436795j -0.0075887+0.000919219j -0.0355854+0.00941561j 0.0337248-0.00447507j 0.0299193+0.0183929j 0.000806308-0.00838419j -0.00467926+0.000253043j -0.0026957-0.0131279j -0.0149636-0.00147643j 0.0187238+0.00169899j 0.0378133+0.00158427j 0.00214678+0.00102459j -0.00623905+0.00669394j 0.0456216+0.0273794j -0.0327843+0.00844537j 0.0328102+0.0351512j -0.00285294+0.0417597j -0.0226034-0.00741112j -0.00206902+0.0307059j 0.00279549+0.024108j 0.000852103-0.0356472j -0.00676367-0.0363835j 0.0021274-0.0383622j 0.00589429+0.0349123j 0.0171608+0.0112299j 0.0375043-0.0317018j -0.00319084+0.00607334j 0.0116381-0.00272664j -0.0123533+1.9076e-05j 0.0133179+0.00312799j 
-0.0155155-0.0012101j -0.0190786-0.0153301j 0.112178-0.0556464j 0.0952493+0.0888011j -0.02038-0.00428243j -0.0478973+0.0227545j -0.164947-0.0657454j 0.101942+0.0309648j -0.130279+0.0779315j -0.125129+0.0572547j -0.0459273+0.00787433j 0.0148449-0.0542752j 0.0725051+0.0734929j -0.00315112-0.0501426j 0.0502399-0.0126041j 0.0358964-0.0141125j 0.00157208+0.0119008j 0.0361152+0.0153858j 0.00951499-0.0140865j -0.00745818+0.0107984j 0.0817208+0.0451151j 0.0483295+0.00655303j 0.0571466-0.0256972j -0.0133899+0.0210981j 0.0496294+0.0480492j -0.015378+0.0378823j 0.0305779-0.0259563j 0.0636487+0.00518954j 0.11336+0.0233759j 0.000837887+0.00417131j 0.0131221+0.131685j 0.109315-0.0148378j 0.00810026-0.00889248j -0.0146916+0.0137896j -0.0373215+0.0260403j 0.0417737+0.0424343j -0.00592392-0.0501127j -0.00164232-0.0827104j 0.143706+0.0587957j -0.0274229-0.0210818j 0.0732131+0.0180375j 0.0378637-0.0393952j -0.0373989+0.0248648j 0.0611553-0.0541338j 0.110503+0.0294449j -0.0574032+0.170269j 0.0754158-0.0660576j 0.0669292-0.0389382j -0.0624133+0.0165579j 0.0114268+0.0301057j 0.057101-0.065585j 0.0201811+0.00888149j -0.0825494-0.0970542j 0.0346045+0.0291371j -0.0353163-0.0388252j -0.0392535-0.0305688j -0.0488028-0.0346486j -0.0160527+0.0531092j 0.0158205-0.0290639j 0.0405422-0.0046132j 0.0130705+0.0568651j 0.0198352+0.0245856j -0.004427+0.0620612j -0.019177+0.00486626j 0.0295463+0.0231416j 0.0367488+0.0166177j 0.0878443+0.00185797j 0.0469986+0.0154899j 0.0107192+0.0057946j 0.00783085-0.0478915j 0.0629903-0.00776859j 0.0643303-0.00193578j 0.0468069+0.00966843j -0.113632-0.00409515j 0.0376038+0.00131672j -0.036351-0.014124j -0.0445011-0.00162092j -0.0648572-0.0437442j -0.0325016-0.0544239j -0.0156299+0.0136901j -0.0300697-0.0429752j 0.00441528-0.0421667j -0.0141052+0.0417452j -0.0424546+0.0414636j -0.0361133+0.0393306j 0.00682348-0.0406493j -0.0124307-0.00299776j -0.0127416+0.0278429j 0.0257359+0.00177673j -0.0275635-0.0036997j 0.0122488+0.00290459j -0.0208073-0.0148154j 
-0.0191446-0.00369928j 0.0224712-0.0215288j 0.0708115-0.0628803j -0.0129386+0.143165j 0.0498262+0.0130427j 0.019405+0.0137487j -0.000253987+0.0168607j -0.0894255+0.00441517j 0.0221146+0.0396105j -0.0148707+0.0308704j -0.0602645-0.125101j -0.00212972-0.11156j -0.0539461+0.12111j 0.0750335-0.041564j 0.0453726+0.0187143j 0.0101544-0.0378694j -0.0558352-0.0119967j 0.0069988-0.00334417j 0.0076498-0.0156512j -0.0519739-0.0359112j -0.0125145-0.0177188j 0.0572096+0.0197301j -0.00856755+0.0113951j 0.0352662+0.022571j -0.0348255+0.0714888j 0.0497697+0.0315987j -0.032419-0.0246662j -0.065284+0.0322407j -0.0444252-0.0109771j -0.0270189-0.0641743j -0.109201+0.163853j -0.0724619-0.150404j -0.0189721-0.0304647j -0.0631072-0.116593j 0.0194187+0.0788999j -0.14473-0.243903j 0.0615266+0.0616261j -0.00446137-0.0446106j -0.186714-0.0450684j -0.0248028-0.00760192j 0.0134228+0.0326782j -0.00747409-0.018946j 0.0373552+0.0633967j -0.00668744-0.0727382j -0.0256363+0.0488744j 0.00677285+0.123738j -0.0324076-0.0337774j 0.0229078+0.0227841j -0.00241571+0.026813j -0.00868185-0.046873j -0.0212791-0.035167j 0.0182669+0.00579406j 0.0373895-0.0457557j -0.0181491-0.0255616j 0.0173995-0.0519351j -0.0078325-0.0219351j -0.00214676+0.0174094j -0.0195421-0.0150964j -0.0295415+0.0522607j 0.0286106-0.000529431j -0.02429+0.0119948j -0.0197706+0.0609505j -0.0624292+0.0436779j 0.0269182-0.0547035j 0.0309451+0.0151112j 0.0162372-0.00870434j -0.0455604+0.0155875j -0.0159512-0.00142699j -0.0214866+0.00682476j 0.00945501-0.0234654j -0.0441661-0.00797043j -0.0390068+0.0240864j -0.030514+0.0300061j 0.0584146+0.0180918j -0.0207076+0.0188535j 0.0414195+0.00805854j 0.0132568-0.0128931j 0.0790676-0.0335485j 0.0480389-0.0407217j -0.0136222+0.0120142j 0.04075-0.0267056j 0.00758581-0.0211967j -0.00258224+0.0260856j 0.0106983+0.0298416j 0.0300284+0.015466j -0.0377141-0.0227842j 0.0018066-0.000508162j 0.025666+0.0113387j -0.0279086+0.0103751j 0.0691985-0.00260683j -0.0110886+0.00765418j 0.00255774-0.00703891j 
0.000689521+0.0116349j -0.0414726-0.00791049j 0.0546986-0.0622532j 0.0718647+0.0246352j -0.114696+0.00603091j 0.00898577-0.03021j 0.227148+0.0289797j 0.131815+0.0444108j 0.209978+0.0134789j -0.0992293+0.0521577j 0.110654-0.0153468j 0.0165567-0.0272766j 0.0123239+0.0407073j 0.0489224-0.00120742j 0.0165952+0.000974101j 0.0819456-0.00608989j 0.108126+0.0262844j -0.0243236-0.00617706j -0.0239768-0.00347851j 0.0460735-0.0020319j -0.000842129-0.0284515j -0.0838333+0.0086383j 0.0234498+0.0096329j -0.0514487-0.0242629j 0.0606287+0.0157197j -0.0501227+0.0202608j -0.0349185-0.00172218j -0.0214843+0.00421491j 0.00159817-0.0115052j 0.106926-0.013621j -0.0342918+0.0714365j -0.00286892-0.0430825j 0.0043204+0.0105578j 0.227317-0.028504j -0.0703369-0.000163657j 0.210883-0.0140809j 0.169816+0.0108163j 0.194149+0.0420839j -0.0154765+0.0289921j -0.0665555-0.0026701j 0.0656318+0.015254j -0.0277795-0.0130211j -0.0127662+0.036176j -0.0704051-0.0129995j -0.0773022-0.0109599j 0.03924+0.0774895j 0.00916101-0.0355787j -0.0227527+0.0259547j 0.0416114+0.0381143j 0.0236347-0.0172515j -0.00823974-0.037081j -0.0242001-0.0186593j -0.0260623-0.0461446j -0.0505241-0.0229481j -0.00911443-0.0259945j 0.0765964+0.0297666j 0.0272652+0.0342314j 0.0161986+0.000500271j 0.00609513-0.0221763j -0.00684869+0.0283127j -0.0501513-0.00829724j 0.0247085+0.0376362j 0.018635+0.00662553j -0.00513543-0.00446271j -0.0438718+0.00975414j -0.0193486-0.0271531j -0.0230407+0.00676272j 0.0433989-0.0163506j 0.00478945+0.00301291j -0.00972126-0.00883541j 0.000797474-0.0165486j -0.0375607-0.0348226j -0.0201858-0.033973j -0.0454286+0.0254213j 0.0257755-0.0281116j 0.00750811+0.0101048j -0.0306167+0.0159421j -0.00261401+0.0186221j 0.0202554+0.0313368j -0.0268224+0.0017258j 0.0162839+0.0230135j -0.00895362+0.00602982j -0.000711934-0.00901273j -0.00958947-0.00892676j 0.0127678-0.0121355j -0.0172378+0.00824715j 0.0298411+0.00144427j 0.0293749-0.00371377j 0.00542372+0.000337765j -0.0257004-0.00501152j -0.00342943-0.00451824j 0.0092716-0.00246795j 
0.0173788-0.0342409j 0.010371+0.0157915j 0.0822407+0.124342j 0.0462913-0.0107805j -0.0694714+0.0343774j -0.0266004-0.03085j 0.0528688+0.0131017j 0.085588-0.10274j -0.0832248+0.0168303j -0.146244-0.139698j -0.088535+0.0247186j -0.0374938+0.0756478j -0.00262176-0.032249j 0.13533+0.0270752j 0.0697679-0.0344304j 0.0625675+0.0015713j -0.00356371-0.0042858j 0.0138211-0.021229j 0.0063508+0.019605j -0.0582649+0.0155976j -0.00275069-0.0156818j 0.0383537+0.0174882j 0.0301468+0.0140424j -0.00987629+0.0226461j -0.013125-0.00960931j -0.0576908+0.0141194j -0.00838003+0.0296077j -0.00607555-0.000551382j -0.025399-0.00853795j -0.0124393+0.036815j -0.0610767-0.0777593j 0.0198353+0.0646804j 0.00241234+0.0145022j -0.0578202+0.0412095j -0.0784256-0.042147j -0.0927538+0.0637903j 0.138419-0.00305488j 0.102068+0.0543714j -0.00794685-0.134137j -0.0173323-0.0130113j 0.0386159+0.014707j 0.0394302+0.0216522j -0.0341014-0.0283717j -0.00974344+0.0251907j -0.0140894+0.00223994j -0.0605306-0.102275j 0.0322543+0.042752j 0.0391129+0.0342527j -0.0411775+0.046865j 0.0235441-0.0550795j 0.0127896+0.0269205j 0.0153856+0.00321531j 0.000449879+0.0441991j -0.0420468+0.00940132j 0.00577456+0.0564847j 0.00354886-0.0619327j -0.0115897+0.00714679j -0.0304785+0.0288623j -0.0390308+0.0241382j 0.0787185-0.045828j -0.0649579-0.0372273j 0.00311401+0.0350749j -0.0615288-0.00218966j -0.0206864+0.00826596j 0.0598475-0.0337106j 0.0340285-0.011749j 0.032452-0.00435427j 0.0814695+0.00969451j -3.0405e-05+0.000672627j 0.0405356-0.017207j 0.000961674+0.044131j 0.0234832+0.00448664j 0.0788305-0.0445538j -0.10216-0.079887j 0.0625454+0.00473529j 0.112087-0.0759856j -0.0526043+0.00436853j 0.0716633-0.0582005j 0.0512928-0.0475368j -0.0451011+0.00737328j -0.000918921-0.036554j 0.0619104-0.0223915j -0.0228857+0.0268284j -0.0352238+0.031261j -0.00249604+0.0307412j -0.0893243-0.00974953j -0.00690658-0.00375505j 0.0849465+0.0124832j -0.0340806+0.002733j 0.0882616+0.0063393j -0.0273369+0.0127986j 0.0186231+0.00725262j 
-0.00687515+0.0139477j -0.0117496+0.00318105j 0.0168031-0.035293j 0.0337953+0.00322274j 0.0145529-0.00523683j 0.00536838-0.000828709j -0.0319832-0.0157001j -0.00618375+0.0287584j 0.015242-0.00851152j 0.0141155+0.0450444j 0.00043354-0.0111154j 0.0119324-0.0383814j 0.0276198-0.0196104j -0.0243546+0.0291346j -0.00477681+0.0105969j 0.0308107-0.0461732j -0.0162036-0.0088312j 0.00222165-0.00201061j 0.0253645-0.0308623j 0.0165162-0.0243493j 0.0216062+0.00678656j 0.0166401+0.00615915j -0.0121629+0.0150701j -0.00384416-0.00327946j -0.00312133+0.000332454j 0.0476931+0.00178426j -0.0138007-0.00109563j -0.0200132-0.00204595j 0.0129759-0.000129435j -0.0144737+0.00576656j 0.00653322+0.024343j -0.0192458-0.015806j 0.00510784+0.0159271j -0.0151232-0.00471605j 0.0114029-0.000802785j -0.0207458-0.0141164j -0.0150487+0.0159719j -0.015231-0.0174706j -0.0305517+0.0169812j -0.00358703-0.00576173j 0.0114167+0.00159146j -0.0161581-0.00837498j -0.00411194+0.00973899j -0.00509905-0.00603475j 0.00608253+0.00652203j 0.0277198+0.0338975j -0.0111314-0.012424j -0.0116371-0.00858751j 0.0117161-0.0059694j -0.00447864+0.015516j -0.016809-0.00918525j -0.00782626+0.00501542j 0.000751868-0.0193772j 0.00787918-0.00214138j -0.0178497-0.00908148j -0.0121581+0.0195328j 0.00219742-0.00715971j -0.00212633-0.0119834j 0.00105891-0.0108565j -0.0084745+0.0163204j 0.00315218-0.00385312j -0.00347992-0.0268404j 0.000140221-0.0336122j -0.0325218+0.0219085j 0.00459299-0.00179756j 0.0189848-0.0291535j -0.0174273+0.0209432j 0.0259134-0.0128383j 4.45861e-05-0.00566495j -0.00290099+0.023465j -0.0958701+0.160321j 0.0954546-0.23967j 0.140819-0.287491j 0.139437-0.398909j 0.0635519-0.180446j 0.0575651-0.121119j -0.0236467+0.0162987j 0.0268469-0.00551195j -0.0829248+0.116048j 0.00584662-0.0171821j 0.0122256+0.0075669j 0.00318403+0.0119003j 0.0161028-0.0450483j -0.0223232-0.00671884j -0.00678965-0.0257789j 0.00577587+0.0104498j -0.00342849+0.000843238j -0.010229-0.0153047j 0.0021643+0.00209429j 0.000957791-0.00217312j 0.00207332-0.00365355j -0.00308098+0.000625587j 
-0.00542083+0.00459384j 0.00510843+0.00572421j 0.0207556+0.00812553j 0.00311896+0.00179979j 0.033415-0.00339306j -0.0073643-0.00870374j -0.0666284-0.0331076j -0.0252172+0.0272529j 0.0368882-0.0208432j 0.0353621-0.0201666j 0.0244382+0.00993783j 0.0107335-0.00901748j -0.00493515-0.0201957j 0.0235412+0.00128407j -0.00825184+0.00921962j 0.0113758+0.00984035j -0.0314427+0.000340402j -0.00883154+0.0185022j 0.0181256+0.00331681j 0.00463317+0.00539625j 0.0161622+0.0208531j 0.0304502+0.00349771j -0.0223748+0.012245j 0.0141424-0.00103421j -0.0297664+0.00345069j 0.084913+0.0142471j -0.0349246+0.00635731j -0.0463819-0.0178672j -0.0119968+0.00233565j -0.0364221+0.0296605j 0.010685-0.00723947j -0.00587043-0.0103743j 0.00539067+0.0269261j -0.047705+0.028833j 0.0130087-0.0275032j -0.0237794+0.0378722j -0.0243928-0.00487445j -0.0119594-0.0217612j -0.0498848-0.00717962j -0.00429446-0.0204896j 0.0299262-0.0366831j -0.0285504+0.0178912j -0.0386323+0.0686232j 0.00416216-0.0034614j -0.0443923+0.109538j 0.0205425+0.0350654j -0.0281457+0.00754344j -0.0270324+0.0228991j 0.032799-0.0355276j 0.00839006-0.0201022j -0.0266064-0.0209156j -0.0148947+0.0191714j -0.0148378+0.00649721j 0.0214212-0.00409693j 0.012127-0.0220928j -0.0318715+0.0287824j -0.0144716-0.00764123j -0.00247302+0.0119257j -0.0260315-0.00789399j 0.00994213-0.00306222j -0.00919462+0.00858425j -0.0267027+0.000386925j -0.0123828-0.0138808j -0.0236792+0.0443346j 0.0207627-0.00816034j 0.0316918-0.0179712j 0.00683632-0.0377731j 0.0866747-0.143881j 0.00953459-0.0345589j 0.0206077+0.00472027j 0.00526717-0.154251j 0.061122-0.093513j 0.118395-0.219747j -0.0508063+0.400323j 0.0633068-0.120977j 0.0664111-0.0887381j -0.080939+0.155299j -0.010202+0.0982583j -0.0297051+0.0450785j -0.023194+0.0389864j -0.033994+0.0947691j 0.0193963-0.0208123j 0.000115997+0.00151317j -0.0346079+0.0206086j -0.0127372+0.0137411j -0.0164669+0.0287456j -0.0138558+0.0135728j 0.00660456-0.0262197j -0.00504202-0.00404492j 0.0208921+0.00380258j -0.00292326-0.00153085j -0.00349262+0.000749505j 
-0.007396+0.00773375j -0.0244006+0.00589559j 0.0104204-0.0144614j 0.0699271-0.0261999j -0.000306393-0.008449j -0.0397771-0.00959374j 0.0337-0.0035817j 0.0462255+0.0215978j 0.00684934-0.0198542j -0.0260973+0.024657j 0.0068939+0.0194051j 0.00838651+0.020327j 0.0618617-0.0173886j -0.0280817+0.00669251j 0.00220331+0.00162689j 0.0783186+0.0279677j -0.0145499-0.00161499j 0.0120604+0.00205053j 0.0431679+0.0193778j 0.0347167+0.00529712j 0.0179949+0.0134791j 0.0121079+0.00823602j -0.0134231-0.00420027j -0.0187135-0.0140963j -0.00549984-0.0130451j 0.0586962+0.0131129j -0.0132791-0.00955207j -0.00681129-0.0133244j 0.0106462-0.00728736j -0.0300363-0.0110698j 0.0361164+0.00486257j -0.0172453-0.00366381j 0.0215138+0.00828797j -0.0374916-0.0150349j -0.00635192+0.000131889j -0.0203318+0.0040338j -0.00949049-0.0125215j 0.0325166+0.0130416j -0.00423139+0.0174392j -0.00594148+0.00714066j 0.0274427+0.00604132j -0.00567819-0.00961226j -0.0122248-0.0237588j -0.0203546+0.00154807j -0.00439729-0.0378326j 0.032197+0.00994665j -0.0107065-0.0145102j -0.00790769-0.0128668j 0.0361219+0.00535596j -0.0130409+0.0230136j -0.0166568-0.0167475j -0.0197515-0.0104765j -0.00413342-0.0138097j -0.0025483+0.00940159j -0.0298414-0.010637j -0.00881545-0.00166027j 0.0263129+0.00659983j 0.00182729+0.000312252j -0.00353967-0.0279903j -0.00358976+0.0262901j -0.0187653-0.000439385j 0.00798204-0.00839104j 0.000469247-0.0194146j -0.0770638-0.013407j 0.0128115+0.0261457j 0.0319271+0.0268402j -0.0253408+0.0143305j 0.0583569+0.0472554j 0.00477996+0.0110559j 0.00929336+0.00417169j -0.194363-0.041188j 0.196292+0.138101j 0.295517+0.219219j 0.269258+0.0814482j 0.143965+0.12522j 0.138468+0.133135j -0.0566668-0.0608096j 0.0698288+0.0225712j -0.160779-0.0187751j 0.0041479-0.0185987j 0.0313677+0.00123595j 0.0153776+0.0309076j 0.0322495-0.01541j -0.0547638-0.0465975j -0.00864898-0.0287785j -0.0117267+0.0105076j 0.0109275+0.00294212j 0.0017989-0.00687056j 9.77468e-05+0.000137198j 0.00690244-0.00178484j -0.00254683-0.00488975j -0.00133799+0.00117801j 
0.00648969-0.0208836j 0.0204949-0.0179744j -0.00527241+0.0380299j -0.0530299+0.0406878j -0.100985+0.0151162j 0.103506+0.00372689j 0.0352997+0.0181455j 0.0440375-0.0518172j -0.10684+0.0350561j -0.0673403-0.0639979j -0.0622472-0.0365018j 0.0309879-0.00817563j 0.00774911+0.0575378j -0.0900039-0.0334496j 0.0416398-0.0183973j 0.0466627-0.0100794j 0.0338359+0.0188446j 0.0330353-0.0105648j 0.00429158-0.000828366j -0.00609323+0.0163901j 0.000365512-0.030571j -0.0336264-0.0130556j 0.0011841-0.0032234j -0.0339619+0.0152005j 0.0218234+0.0298341j -0.147869-0.0179818j 0.0513731+0.00893168j 0.0565159+0.0209153j 0.0594606+0.0168027j 0.0404141-0.00103056j -0.0491471-0.0286098j 0.0131537+0.0153363j -0.0336749-0.0255194j 0.0893159+0.0152386j -0.00922594-0.000129681j 0.00641337+0.0062793j 0.0345466+0.00695681j 0.00774124+0.00319501j 0.0760353-0.0150393j 0.0222967-0.00259565j -0.0358908-0.0166222j 0.0237426+0.0236296j 0.0569313+0.0275958j 0.00761866-0.00288411j 0.0651299+0.0590636j -0.0214473-0.0397454j 0.0607576+0.0361954j 0.0306499+0.0292059j -0.0902672-0.00169121j 0.00345548-0.0494635j 0.0431781+0.036498j 0.0456591+0.00766812j 0.0324381+0.0307564j -0.0123071-0.0153086j -0.0288139+0.0147143j 0.0593702-0.0118133j 0.00383477-0.000825515j 0.0020705+0.00443447j 0.03566+0.0565657j -0.0337303-0.0396513j 0.0302097-0.000533036j 0.0409479+0.0336671j 0.0157594+0.0587239j 0.00671201-0.00231002j -0.0384986-0.0343748j -0.0282717-0.020096j -0.0237965-0.0290458j -0.128431-0.0458917j -0.0193214-0.00993412j -0.0468593-0.0240001j -0.152526-0.0407148j 0.025816-0.0343529j -0.00342844-0.107943j 0.328772+0.139468j -0.0358609-0.0507237j -0.0371521-0.099998j 0.143921+0.0665618j 0.0589826-0.0356951j -0.070199-0.0584131j 0.0635384+0.0370048j 0.0927106-0.0117115j -0.0254145-0.0510089j 0.0228793+0.0535067j 0.0435099+0.072142j 0.00379861+0.0571765j 0.0398648-0.0260242j 0.00458223-0.00667537j -0.0212307+0.0250561j -0.00168087-0.00170638j -0.0352999+0.0033465j 0.011844+0.00824614j 0.00422168-0.00355089j 
